hugh	hugh	hugh	hugh		
atık	spild	atık	spild		N;INDF;NEUT;SG
atık	spildevand	atık	spildevand		N;INDF;NEUT;SG
atık	spildevandet	atık	spildevand		N;DEF;NEUT;SG
brooks	brooks	brooks	brooks		
taşınır	flytter	taşı	flytte	V;IPFV;IND;SG;3;POS;PASS	V;IND;PRS;FIN;ACT
taşınır	moves	taşı	moves	V;IPFV;IND;SG;3;POS;PASS	N;INDF;MASC+FEM;SG
taşımak	carry	taşı	carry	V;PFV;NOM;IND;POS;PRS;V.MSDR	
seth	seth	seth	seth		N;INDF;MASC+FEM;SG
unix	unix	unix	unix		
devir	rpm	devir	rpm		
manço	manco	manço	manco	PROPN;NOM;SG;3	PROPN
abdul	abdul	abdul	abdul		
boşnak	bosniske	boşnak	bosnisk		ADJ;PL
temsili	repræsentation	temsili	repræsentation		N;INDF;MASC+FEM;SG
temsili	repræsentationen	temsili	repræsentation		N;DEF;MASC+FEM;SG
temsili	repræsenterer	temsili	repræsentere		V;IND;PRS;FIN;ACT
temsili	repræsentere	temsili	repræsentere		V;NFIN;ACT
telaffuz	udtale	telaffuz	udtale	N;NOM;SG;3	V;NFIN;ACT
telaffuz	udtale	telaffuz	udtale	N;NOM;SG;3	V;NFIN;ACT
nasır	nasir	nasır	nasir		
nasır	nasser	nasır	nasse		N;INDF;MASC+FEM;PL
kaplama	beklædning	kapla	beklædning		N;INDF;MASC+FEM;SG
kaplama	hylster	kapla	hylster		N;INDF;NEUT;SG
kaplama	overtræk	kapla	overtræk		N;INDF;NEUT;SG
kaplama	overfladebehandling	kapla	overfladebehandling		N;INDF;MASC+FEM;SG
kaplama	coating	kapla	coating		N;INDF;MASC+FEM;SG
kaplama	lakering	kapla	lakering		N;INDF;MASC+FEM;SG
kaplama	belægning	kapla	belægning		N;INDF;MASC+FEM;SG
kaplama	finer	kapla	fin		N;INDF;MASC+FEM;PL
yasalar	love	yasa	love	N;NOM;PL;3	N;INDF;MASC+FEM;SG
standartları	standarder	standart	standarder	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
standartları	normer	standart	norm	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
eleman	grundstof	eleman	grundstof		N;INDF;NEUT;SG
eleman	elementet	eleman	element		N;DEF;NEUT;SG
eleman	element	eleman	element		N;INDF;NEUT;SG
dün	igår	dün	igå	N;NOM;SG;3	ADJ;SG
rossi	rossi	ross	rossi		
tanıttı	introducerede	tanı	introducere	V;PFV;IND;SG;3;POS;PST;CAUS	V;IND;PST;FIN;ACT
tanıttı	indførte	tanı	indføre	V;PFV;IND;SG;3;POS;PST;CAUS	V;IND;PST;FIN;ACT
vaftiz	dåb	vaftiz	dåb		N;INDF;MASC+FEM;SG
vaftiz	barnedåb	vaftiz	barnedåb		N;INDF;MASC+FEM;SG
vaftiz	døbt	vaftiz	døb		V;INDF;SG;PST;V.PTCP
vaftiz	døbte	vaftiz	døbe		V;IND;PST;FIN;ACT
vaftiz	dåb	vaftiz	dåb		N;INDF;MASC+FEM;SG
xander	xander	xander	xande		N;INDF;MASC+FEM;SG
vfb	vfb	vfb	vfb		N;INDF;MASC+FEM;SG
gelecekteki	fremtidig	gel	fremtidig	V;PFV;IND;SG;3;POS;FUT	ADJ;INDF;MASC+FEM;SG
gelecekteki	fremtidige	gel	fremtidig	V;PFV;IND;SG;3;POS;FUT	ADJ;PL
gelecekteki	fremtiden	gel	fremtid	V;PFV;IND;SG;3;POS;FUT	N;DEF;MASC+FEM;SG
gelecekteki	kommende	gel	komme	V;PFV;IND;SG;3;POS;FUT	V;PRS;V.PTCP
gelecekteki	fremover	gel	fremover	V;PFV;IND;SG;3;POS;FUT	ADV
gelecekteki	fremtid	gel	fremtid	V;PFV;IND;SG;3;POS;FUT	N;INDF;MASC+FEM;SG
laz	laz	laz	laz		N;INDF;NEUT;SG
telli	snor	telli	snor		N;INDF;MASC+FEM;SG
telli	streng	telli	streng		ADJ;INDF;MASC+FEM;SG
telli	strengen	telli	streng		N;DEF;MASC+FEM;SG
bari	bari	bari	bari		
memorial	memorial	memorial	memorial	N;NOM;SG;3	
benzin	benzen	benz	benze		N;DEF;MASC+FEM;SG
benzin	benzin	benz	benzin		N;INDF;MASC+FEM;SG
benzin	benzin	benz	benzin		N;INDF;MASC+FEM;SG
benzin	benzin	benz	benzin		N;INDF;MASC+FEM;SG
benzin	gas	benz	gas		N;INDF;MASC+FEM;SG
benzin	brændstoffer	benz	brændstof		N;INDF;NEUT;PL
benzin	brændstof	benz	brændstof		N;INDF;NEUT;SG
benzin	brændsel	benz	brændsel		N;INDF;NEUT;SG
naruto	naruto	naruto	naruto		
bağımsızlığı	uafhængig	bağımsızlık	uafhængig	N;ACC;SG;3	ADJ;INDF;MASC+FEM;SG
hunt	jagten	hunt	jagt		N;DEF;MASC+FEM;SG
hunt	hunt	hunt	hun		
hunt	jagt	hunt	jagt		N;INDF;MASC+FEM;SG
hunt	jage	hunt	jage		V;NFIN;ACT
bastia	bastia	bastia	bastia	PROPN;NOM;SG;3	
niçin	hvorfor	niçin	hvorfor		ADV
nagoya	nagoya	nago	nagoya	PROPN;NOM;SG;3	
rodríguez	rodríguez	rodríguez	rodraguez	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
ulaşılabilir	tilgængeligt	ulaş	tilgængeligt	V;IPFV;POT;SG;3;POS;PASS	ADJ;INDF;NEUT;SG
ulaşılabilir	tilgængelige	ulaş	tilgængelig	V;IPFV;POT;SG;3;POS;PASS	ADJ;PL
ulaşılabilir	tilgængelig	ulaş	tilgængelig	V;IPFV;POT;SG;3;POS;PASS	ADJ;INDF;MASC+FEM;SG
zorluk	vanskeligheder	zorluk	vanskelighed	N;NOM;SG;3	N;INDF;MASC+FEM;PL
zorluk	vanskeligheder	zorluk	vanskelighed	N;NOM;SG;3	N;INDF;MASC+FEM;PL
zorluk	trængsler	zorluk	trængsel	N;NOM;SG;3	N;INDF;MASC+FEM;PL
wells	boringer	wells	boring	PROPN;NOM;SG;3	N;INDF;MASC+FEM;PL
wells	brønde	wells	brønd	PROPN;NOM;SG;3	N;INDF;MASC+FEM;PL
wells	wells	wells	wells	PROPN;NOM;SG;3	
huzur	peace	huzur	peace		
huzur	freden	huzur	fred		N;DEF;MASC+FEM;SG
huzur	fred	huzur	fred		N;INDF;MASC+FEM;SG
huzur	sindsro	huzur	sindsro		N;INDF;MASC+FEM;SG
huzur	fredelige	huzur	fredelig		ADJ;PL
huzur	fredfyldt	huzur	fredfylde		ADJ;INDF;SG
huzur	fredelig	huzur	fredelig		ADJ;INDF;MASC+FEM;SG
huzur	fredeligt	huzur	fredelig		ADJ;INDF;NEUT;SG
gömülü	begravet	göm	begrave		V;INDF;SG;PST;V.PTCP
gömülü	begravede	göm	begrave		V;PST;V.PTCP
gömülü	indlejret	göm	indlejre		V;INDF;SG;PST;V.PTCP
gömülü	indlejrede	göm	indlejre		V;PL;PST;V.PTCP
gömülü	indbygget	göm	indbygge		V;INDF;SG;PST;V.PTCP
spencer	spencer	spencer	spence	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
mia	mia	mia	mia		
rauf	rauf	rauf	rauf		N;INDF;MASC+FEM;SG
gölcük	gölcük	gölcük	gölcük	PROPN;NOM;SG;3	N;INDF;NEUT;SG
swing	svinge	swing	svinge		V;NFIN;ACT
swing	gynge	swing	gynge		N;INDF;MASC+FEM;SG
swing	sving	swing	sving		N;INDF;NEUT;SG
foto	foto	foto	foto		N;INDF;NEUT;SG
foto	billede	foto	billede		N;INDF;NEUT;SG
foto	photo	foto	photo		
kabuk	shell	kabuk	shell		
kabuk	skal	kabuk	skulle		V;IND;PRS;FIN;ACT
kabuk	skorpe	kabuk	skorp		N;INDF;MASC+FEM;SG
kabuk	granater	kabuk	granat		N;INDF;NEUT;PL
kabuk	skaller	kabuk	skalle		N;INDF;MASC+FEM;PL
kabuk	patroner	kabuk	patron		N;INDF;MASC+FEM;PL
stalingrad	stalingrad	stalingrad	stalingrad		N;INDF;MASC+FEM;SG
biçimli	formet	biçimli	formet		V;INDF;SG;PST;V.PTCP
biçimli	formede	biçimli	formet		V;PL;PST;V.PTCP
birleştiren	kombinerer	birleş	kombinere	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V;IND;PRS;FIN;ACT
birleştiren	kombineres	birleş	kombinere	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V;NFIN;PASS
birleştiren	kombination	birleş	kombination	V;PFV;IND;POS;PRS;V.PTCP;CAUS	N;INDF;MASC+FEM;SG
kutlu	velsignede	kutlu	velsignet		V;PL;PST;V.PTCP
kutlu	velsignet	kutlu	velsignet		V;INDF;SG;PST;V.PTCP
kutlu	blessed	kutlu	blessed		
salim	salim	salim	salim		
marş	hymne	marş	hymne		N;INDF;MASC+FEM;SG
marş	marts	marş	marts		N;INDF;MASC+FEM;SG
marş	march	marş	march		N;INDF;MASC+FEM;SG
marş	marchere	marş	marcher		V;NFIN;ACT
saltanat	regere	saltanat	regere	N;NOM;SG;3	V;NFIN;ACT
joker	joker	joker	joke		N;INDF;MASC+FEM;SG
joker	jokeren	joker	joker		N;DEF;MASC+FEM;SG
siena	siena	sinna	siena	PROPN;NOM;SG;3	
melez	hybrider	melez	hybrider		N;INDF;MASC+FEM;PL
melez	krydsninger	melez	krydsning		N;INDF;MASC+FEM;PL
melez	hybride	melez	hybride		ADJ;PL
melez	hybrid	melez	hybrid		ADJ;INDF;MASC+FEM;SG
melez	køter	melez	køte		N;INDF;MASC+FEM;SG
derek	derek	derek	derek		
kuzu	lamb	kuz	lamb		
kuzu	lam	kuz	lan		N;INDF;MASC+FEM;SG
yeryüzü	jorden	yeryüzü	jord		N;DEF;MASC+FEM;SG
yeryüzü	earth	yeryüzü	earth		
yeryüzü	jord	yeryüzü	jord		N;INDF;MASC+FEM;SG
yeryüzü	jordens	yeryüzü	jord		N;GEN;DEF;MASC+FEM;SG
jpeg	jpeg	jpeg	jpeg		N;INDF;MASC+FEM;SG
yar	yar	yar	yar		
sınırlıdır	limited	sınırlı	limited		
sınırlıdır	begrænsede	sınırlı	begrænse		V;PL;PST;V.PTCP
sınırlıdır	begrænset	sınırlı	begrænse		V;INDF;SG;PST;V.PTCP
ihtiyaçları	behov	ihtiyaç	behov	N;NOM;PL;3	N;INDF;NEUT;SG
akabinde	efterfølgende	akabin	efterfølgende	N;ESS;SG;3	ADJ
kombine	tilsammen	kombine	tilsammen		ADV
kombine	kombineret	kombine	kombinere		V;INDF;SG;PST;V.PTCP
kombine	kombinerede	kombine	kombinere		V;PL;PST;V.PTCP
kombine	kombinationen	kombine	kombination		N;DEF;MASC+FEM;SG
kombine	kombination	kombine	kombination		N;INDF;MASC+FEM;SG
eğitimci	underviser	eğitimci	undervise		V;IND;PRS;FIN;ACT
eğitimci	pædagog	eğitimci	pædagog		N;INDF;MASC+FEM;SG
gil	gil	gil	gil		
sunderland	sunderland	sunderlan	sunderland	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
led	førte	i	føre		V;IND;PST;FIN;ACT
led	ført	i	føre		V;INDF;SG;PST;V.PTCP
led	ledt	i	ledt		V;INDF;SG;PST;V.PTCP
oruç	faste	oruç	fast		ADJ;PL
oruç	fastende	oruç	faste		V;PRS;V.PTCP
oruç	faster	oruç	faste		N;INDF;MASC+FEM;SG
gerçi	selvom	gerçi	selvom		ADV
gerçi	skønt	gerçi	skøn		ADJ;INDF;NEUT;SG
gerçi	skønt	gerçi	skøn		ADJ;INDF;NEUT;SG
belirtildi	specificerede	belir	specificere	V;PFV;IND;SG;3;POS;PST;PASS	V;PL;PST;V.PTCP
uzlaşma	forsoning	uzlaş	forsoning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
uzlaşma	forlig	uzlaş	forlig	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
uzlaşma	samråd	uzlaş	samråd	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
uzlaşma	mægling	uzlaş	mægling	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
uzlaşma	konsensus	uzlaş	konsensus	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;MASC+FEM;SG
uzlaşma	enighed	uzlaş	enighed	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
uzlaşma	kompromis	uzlaş	kompromis	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
uzlaşma	kompromiser	uzlaş	kompromise	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
uzlaşma	kompromisforslag	uzlaş	kompromisforslag	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
kâr	fortjeneste	kâr	fortjeneste		N;INDF;MASC+FEM;SG
kâr	profit	kâr	profit		N;INDF;MASC+FEM;SG
kâr	overskud	kâr	overskud		N;INDF;NEUT;SG
kâr	gevinst	kâr	gevinst		N;INDF;MASC+FEM;SG
kâr	fortjeneste	kâr	fortjeneste		N;INDF;MASC+FEM;SG
kâr	profit	kâr	profit		N;INDF;MASC+FEM;SG
kâr	overskud	kâr	overskud		N;INDF;NEUT;SG
leslie	leslie	lesli	leslie		N;INDF;MASC+FEM;SG
fonu	fonden	fonu	fond		N;DEF;MASC+FEM;SG
fonu	fond	fonu	fond		N;INDF;MASC+FEM;SG
çaylak	novice	çaylak	novice		N;INDF;MASC+FEM;SG
çaylak	nybegynder	çaylak	nybegynde		N;INDF;MASC+FEM;SG
çaylak	nybegynder	çaylak	nybegynde		N;INDF;MASC+FEM;SG
çaylak	rekrut	çaylak	rekrut		N;INDF;MASC+FEM;SG
çaylak	nybegynder	çaylak	nybegynde		N;INDF;MASC+FEM;SG
mayo	badetøj	mayo	badetøj		N;INDF;NEUT;SG
mayo	badedragt	mayo	badedragt		N;INDF;MASC+FEM;SG
mayo	badetøj	mayo	badetøj		N;INDF;NEUT;SG
ortaklık	partnerskaber	ortaklık	partnerskab	N;NOM;SG;3	N;INDF;NEUT;PL
ortaklık	tilknyttede	ortaklık	tilknytte	N;NOM;SG;3	V;PL;PST;V.PTCP
ortaklık	associeret	ortaklık	associere	N;NOM;SG;3	V;INDF;SG;PST;V.PTCP
ortaklık	tilknyttet	ortaklık	tilknytte	N;NOM;SG;3	V;INDF;SG;PST;V.PTCP
freud	freudiansk	freud	freudiansk		ADJ;INDF;SG
freud	freud	freud	freud		N;INDF;MASC+FEM;SG
kına	henna	kına	henna		
döngüsü	loop	döngü	loop	N;NOM;SG;3	
döngüsü	cycle	döngü	cycle	N;NOM;SG;3	
met	mets	met	mets		
met	mødte	met	møde		V;IND;PST;FIN;ACT
met	met	met	met		
met	mødt	met	møde		V;INDF;SG;PST;V.PTCP
met	mødtes	met	mødes		V;IND;PST;FIN;ACT
met	opfyldt	met	opfylde		V;INDF;SG;PST;V.PTCP
met	meth	met	meth		N;INDF;MASC+FEM;SG
met	metamfetamin	met	metamfetamin		N;INDF;NEUT;SG
mevlana	rumi	mevlan	rumi		N;INDF;NEUT;SG
ronaldo	ronaldo	ronal	ronaldo		N;INDF;MASC+FEM;SG
dostlar	friends	dost	friends	ADJ;NOM;PL;3	V;PRS;V.PTCP
dostlar	venner	dost	ven	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
dostlar	vennerne	dost	ven	ADJ;NOM;PL;3	N;DEF;MASC+FEM;PL
dostlar	veninder	dost	veninde	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
dostlar	goodfellas	dost	goodfellas	ADJ;NOM;PL;3	N;INDF;MASC+FEM;SG
stevens	stevens	stevens	stev		PROPN;GEN
juliet	julie	juliet	julie		N;INDF;MASC+FEM;SG
juliet	juliet	juliet	julie		N;DEF;NEUT;SG
sarhoş	fordrukken	sarhoş	fordrukken		ADJ;INDF;MASC+FEM;SG
sarhoş	beruset	sarhoş	berus		V;INDF;SG;PST;V.PTCP
sarhoş	berusede	sarhoş	beruse		V;PL;PST;V.PTCP
sarhoş	drukket	sarhoş	drikke		V;INDF;SG;PST;V.PTCP
sarhoş	fuld	sarhoş	fuld		ADJ;INDF;MASC+FEM;SG
sarhoş	beruset	sarhoş	berus		V;INDF;SG;PST;V.PTCP
sarhoş	fulde	sarhoş	fuld		ADJ;DEF;SG
yankı	ekkoer	yankı	ekko		N;INDF;MASC+FEM;PL
yankı	reverb	yankı	reverb		N;INDF;MASC+FEM;SG
yankı	ekko	yankı	ekko		N;INDF;NEUT;SG
yankı	echo	yankı	echo		
sergiler	udstiller	sergi	udstille	N;NOM;PL;3	V;IND;PRS;FIN;ACT
sergiler	udviser	sergi	udvise	N;NOM;PL;3	V;IND;PRS;FIN;ACT
keşiş	munken	keşiş	munk		N;DEF;MASC+FEM;SG
keşiş	monk	keşiş	monk		
keşiş	munk	keşiş	munk		N;INDF;MASC+FEM;SG
temsilci	rep	temsilci	rep		
temsilci	repræsentative	temsilci	repræsentativ		ADJ;PL
temsilci	repræsentativt	temsilci	repræsentativt		ADV
temsilci	repræsentant	temsilci	repræsentant		N;INDF;MASC+FEM;SG
temsilci	repræsentativ	temsilci	repræsentativ		ADJ;INDF;MASC+FEM;SG
temsilci	befuldmægtiget	temsilci	befuldmægtige		N;DEF;NEUT;SG
temsilci	agent	temsilci	agent		N;INDF;MASC+FEM;SG
yaratır	opretter	yarat	oprette	V;IPFV;IND;SG;3;POS	V;IND;PRS;FIN;ACT
yaratır	skaber	yarat	skabe	V;IPFV;IND;SG;3;POS	V;IND;PRS;FIN;ACT
sansür	censur	sansür	censur		N;INDF;MASC+FEM;SG
durağan	stald	durağan	stald	ADJ	N;INDF;MASC+FEM;SG
resimli	illustrerede	resimli	illustrere		V;PL;PST;V.PTCP
resimli	illustreret	resimli	illustrere		V;INDF;SG;PST;V.PTCP
pir	pir	pir	pir		
strauss	strauss	strauss	straus		N;INDF;MASC+FEM;SG
faktör	factor	faktör	factor		N;INDF;MASC+FEM;SG
faktör	faktoren	faktör	faktor		N;DEF;MASC+FEM;SG
faktör	faktor	faktör	faktor		N;INDF;MASC+FEM;SG
sevinç	glæde	sevinç	glæde		N;INDF;MASC+FEM;SG
sevinç	livsglæde	sevinç	livsglæde		N;INDF;MASC+FEM;SG
sevinç	joy	sevinç	joy		
canlılar	væsner	canlı	væsne	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
canlılar	væsener	canlı	væsen	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
canlılar	skabninger	canlı	skabning	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
yayıncı	forlægger	yayıncı	forlægge		N;INDF;MASC+FEM;SG
yayıncı	udgiver	yayıncı	udgive		V;IND;PRS;FIN;ACT
yayıncı	forlag	yayıncı	forlag		N;INDF;NEUT;SG
tazminat	kompensationer	tazminat	kompensation		N;INDF;MASC+FEM;PL
tazminat	kompensation	tazminat	kompensation		N;INDF;MASC+FEM;SG
tazminat	godtgørelse	tazminat	godtgørelse		N;INDF;MASC+FEM;SG
tazminat	erstatning	tazminat	erstatning		N;INDF;MASC+FEM;SG
tazminat	skadeserstatning	tazminat	skadeserstatning		N;INDF;MASC+FEM;SG
tazminat	skader	tazminat	skade		N;INDF;MASC+FEM;PL
tazminat	erstatning	tazminat	erstatning		N;INDF;MASC+FEM;SG
dışarıda	udenfor	dışarı	udenfor	N;ESS;SG;3	ADV
dışarıda	udvendig	dışarı	udvendig	N;ESS;SG;3	ADJ;INDF;MASC+FEM;SG
dışarıda	udvendigt	dışarı	udvendig	N;ESS;SG;3	ADV
joão	joão	joão	joão	PROPN;NOM;SG;3	
manzara	landskaber	manzara	landskaber	N;NOM;SG;3	N;INDF;NEUT;PL
manzara	landskaber	manzara	landskaber	N;NOM;SG;3	N;INDF;NEUT;PL
banks	bankerne	banks	bank		N;DEF;MASC+FEM;PL
banks	banks	banks	banks		N;INDF;MASC+FEM;SG
banks	banker	banks	bank		N;INDF;MASC+FEM;PL
banks	bankers	banks	bank		N;GEN;INDF;MASC+FEM;PL
göçmenler	migranter	göçmen	migrant	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
göçmenler	indvandrere	göçmen	indvandrer	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
göçmenler	indvandrer	göçmen	indvandre	ADJ;NOM;PL;3	N;INDF;MASC+FEM;SG
göçmenler	immigranter	göçmen	immigrant	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
göçmenler	indvandrere	göçmen	indvandrer	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
göçmenler	indvandrerne	göçmen	indvandrer	ADJ;NOM;PL;3	N;DEF;MASC+FEM;PL
yerleştirilmiş	plantede	yerleş	plante	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;ACT
doom	undergang	doom	undergang		N;INDF;MASC+FEM;SG
lynn	lynn	li	lynn	PROPN;NOM;SG;3	
amt	amt	amt	amt		N;INDF;NEUT;SG
jake	jake	jake	jake		N;INDF;MASC+FEM;SG
eduardo	eduardo	et	eduardo		
anlayış	indsigt	anlayış	indsigt		N;INDF;MASC+FEM;SG
anlayış	indblik	anlayış	indblik		N;INDF;NEUT;SG
anlayış	forståelse	anlayış	forståelse		N;INDF;MASC+FEM;SG
anlayış	forstående	anlayış	forstående		ADJ
görünmez	usynlig	görün	usynlig	V;IPFV;IND;SG;3;NEG	ADJ;INDF;MASC+FEM;SG
görünmez	usynlige	görün	usynlig	V;IPFV;IND;SG;3;NEG	ADJ;PL
görünmez	usynligt	görün	usynligt	V;IPFV;IND;SG;3;NEG	ADJ;INDF;NEUT;SG
dahası	endvidere	daha	endvidere		ADV
değirmen	mill	değir	mill		
değirmen	mølle	değir	mølle		N;INDF;MASC+FEM;SG
değirmen	mills	değir	mills		
değirmen	møller	değir	mølle		N;INDF;MASC+FEM;SG
sawyer	sawyer	sawyer	sawye		
inanan	troende	inan	tro		V;PRS;V.PTCP
powell	powell	powell	powell	PROPN;NOM;SG;3	
estádio	estádio	es	estádio	PROPN;NOM;SG;3	
pensilvanya	pennsylvania	pensilvanya	pennsylvania	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
belirleyici	beslutsom	belirleyici	beslutsom		ADJ;INDF;MASC+FEM;SG
belirleyici	afgørende	belirleyici	afgørende		ADJ
kil	ler	kil	le		N;INDF;MASC+FEM;SG
kil	clay	kil	clay		
ölümsüz	udøde	ölümsüz	udøde	ADJ	N;INDF;MASC+FEM;PL
kanye	kanye	kany	kanye		PROPN
masum	uskyldige	masum	uskyldig		ADJ;PL
masum	uskyldig	masum	uskyldig		ADJ;INDF;MASC+FEM;SG
masum	uskyldige	masum	uskyldig		ADJ;PL
masum	uskyldigt	masum	uskyldigt		ADV
okyanusya	oceanien	okyanusya	oceanie	N;NOM;SG;3	
truva	troy	truv	troy		
truva	troja	truv	troja		PROPN
truva	trojanske	truv	trojansk		ADJ;PL
yaya	yaya	yaya	yaya		
yaya	fodgængere	yaya	fodgænger		N;INDF;MASC+FEM;PL
yiyen	æder	yiyen	æder		V;IND;PRS;FIN;ACT
anavatan	fædreland	anavat	fædreland		N;INDF;NEUT;SG
anavatan	fædrelandet	anavat	fædreland		N;DEF;NEUT;SG
anavatan	fædreland	anavat	fædreland		N;INDF;NEUT;SG
okuyucu	læser	okuyucu	læse		V;IND;PRS;FIN;ACT
okuyucu	læseren	okuyucu	læser		N;DEF;MASC+FEM;SG
euler	euler	eu	euler		N;INDF;MASC+FEM;SG
yorkshire	yorkshire	yorkshire	yorkshir	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
drive	kør	driv	kør		V;IMP
drive	køre	driv	køre		V;NFIN;ACT
drive	drive	driv	drive		N;INDF;MASC+FEM;SG
hannibal	hannibal	hannibal	hannibal		N;INDF;MASC+FEM;SG
limon	lemony	limon	lemony		
limon	lemon	limon	lemon		
limon	citron	limon	citron		N;INDF;MASC+FEM;SG
limon	citroner	limon	citron		N;INDF;MASC+FEM;PL
limon	kalk	limon	kalk		N;INDF;NEUT;SG
limon	lime	limon	lime		N;INDF;MASC+FEM;SG
filip	phillip	fil	phillip		
filip	philip	fil	philip		
filip	filip	fil	filip		
filip	filip	fil	filip		
bolca	rigeligt	bolca	rigeligt		ADJ;INDF;NEUT;SG
bolca	masser	bolca	masse		N;INDF;MASC+FEM;PL
yazıcı	printer	yazıcı	print		N;INDF;MASC+FEM;SG
yazıcı	printeren	yazıcı	printer		N;DEF;MASC+FEM;SG
yazıcı	printere	yazıcı	print		N;INDF;MASC+FEM;PL
yazıcı	trykkerier	yazıcı	trykkeri		N;INDF;NEUT;PL
fıkıh	fiqh	fıkıh	fiqh		
karayip	vestindien	karay	vestindie	ADV	N;DEF;MASC+FEM;SG
karayip	caribiske	karay	caribisk	ADV	ADJ;PL
karayip	caribien	karay	caribi	ADV	N;DEF;MASC+FEM;SG
şampiyona	mesterskaber	şampiyon	mesterskab	N;DAT;SG;3	N;INDF;NEUT;PL
stereo	stereo	stereo	stereo		
stereo	stereoanlæg	stereo	stereoanlæg		N;INDF;NEUT;SG
sinek	flyver	sinek	flyve		V;IND;PRS;FIN;ACT
sinek	flyv	sinek	flyv		V;IMP
sinek	flue	sinek	flue		N;INDF;MASC+FEM;SG
sinek	flyve	sinek	flyve		V;NFIN;ACT
sinek	fluerne	sinek	flue		N;DEF;MASC+FEM;PL
sinek	flyver	sinek	flyve		V;IND;PRS;FIN;ACT
sinek	fluer	sinek	flue		N;INDF;MASC+FEM;PL
yarbay	oberst	yarbay	oberst		N;INDF;MASC+FEM;SG
tutarlı	konsistent	tutarlı	konsistent		ADJ;INDF;SG
tutarlı	konsekvent	tutarlı	konsekvent		ADJ;INDF;NEUT;SG
tutarlı	overensstemmende	tutarlı	overensstemmende		V;PRS;V.PTCP
tutarlı	sammenhængende	tutarlı	sammenhængende		ADJ
mussolini	mussolini	mussol	mussolini		N;INDF;MASC+FEM;SG
mitoloji	mytologi	mitoloji	mytologi		ADJ;INDF;MASC+FEM;SG
anlaşılan	tilsyneladende	anlaş	tilsyneladende	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADV
anlaşılan	åbenbart	anlaş	åbenbart	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADV
tükenmiş	udmattede	tüken	udmattet	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;PL
anderlecht	anderlecht	anderlecht	anderlecht	PROPN;NOM;SG;3	
carey	carey	carey	car		
coruña	coruña	coru	coruña		
auf	auf	auf	auf		V;IND;PST;FIN;ACT
fermi	fermi	fermi	fermi		
motors	motorer	motors	motor	PROPN;NOM;SG;3	N;INDF;MASC+FEM;PL
motors	motors	motors	motors	PROPN;NOM;SG;3	
sally	sally	sally	sally		
suçlar	kriminalitet	suç	kriminalitet	N;NOM;PL;3	N;INDF;MASC+FEM;SG
suçlar	kriminalitet	suç	kriminalitet	N;NOM;PL;3	N;INDF;MASC+FEM;SG
suçlar	forbrydelse	suç	forbrydelse	N;NOM;PL;3	N;INDF;MASC+FEM;SG
büyücü	troldkvinde	büyücü	troldkvinde		N;INDF;MASC+FEM;SG
büyücü	guiden	büyücü	guid		N;DEF;MASC+FEM;SG
büyücü	troldmanden	büyücü	troldmand		N;DEF;MASC+FEM;SG
büyücü	troldmand	büyücü	troldmand		N;INDF;MASC+FEM;SG
büyücü	guide	büyücü	guide		N;INDF;MASC+FEM;SG
koku	lugte	koku	lugt		V;NFIN;ACT
koku	lugt	koku	lugt		N;INDF;MASC+FEM;SG
koku	duft	koku	duft		N;INDF;MASC+FEM;SG
koku	duft	koku	duft		N;INDF;MASC+FEM;SG
koku	duft	koku	duft		N;INDF;MASC+FEM;SG
