الليثيوم	litiu	الليثيوم	litiu		N;INDF;MASC;SG
السموم	toxine	سُمُوم	toxin	N;NOM;DEF;PL	N;INDF;FEM;PL
السموم	toxinele	سُمُوم	toxin	N;NOM;DEF;PL	N;DEF;FEM;PL
انجلترا	anglia	إِنجِلتِرَا	anglie		PROPN
انجلترا	england	إِنجِلتِرَا	england		PROPN
وود	lemn	وَودَ	lemn		N;INDF;MASC;SG
وود	lemnul	وَودَ	lemn		N;DEF;MASC;SG
وود	wood	وَودَ	wood		PROPN
وود	lemne	وَودَ	lemn		N;INDF;FEM;PL
الحزام	curea	حِزَام	curie	N;NOM;DEF;SG	N;DEF;FEM;SG
الحزام	centură	حِزَام	centură	N;NOM;DEF;SG	N;INDF;FEM;SG
الحزام	centura	حِزَام	centură	N;NOM;DEF;SG	N;DEF;FEM;SG
سعيدة	fericita	سَعِيد	fericita	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;FEM;SG
سعيدة	fericită	سَعِيد	fericit	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
سعيدة	happy	سَعِيد	happy	ADJ;NOM;INDF;FEM;SG	
القفز	sărituri	قَفز	săritură	N;NOM;DEF;SG	N;INDF;FEM;PL
التحرر	emancipare	تَحَرُّر	emancipare	N;NOM;DEF;SG	N;INDF;FEM;SG
التحرر	eliberare	تَحَرُّر	eliberare	N;NOM;DEF;SG	N;INDF;FEM;SG
التحرر	eliberarea	تَحَرُّر	eliberare	N;NOM;DEF;SG	N;DEF;FEM;SG
القوارب	bărci	قَارِبَة	barcă	N;NOM;DEF;PL	N;INDF;FEM;PL
القوارب	barci	قَارِبَة	barcă	N;NOM;DEF;PL	N;INDF;FEM;PL
الخنزير	purcel	خِنزِير	purcel	N;NOM;DEF;SG	N;INDF;MASC;SG
الخنزير	porc	خِنزِير	porc	N;NOM;DEF;SG	N;INDF;MASC;SG
تدقيق	verific	تَدقِيق	verifica	N;NOM;INDF;SG	V;IND;SG;1;PRS;FIN
تدقيق	verificarea	تَدقِيق	verificare	N;NOM;INDF;SG	N;DEF;FEM;SG
الانسان	umane	إِنسَان	uman	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
الانسان	om	إِنسَان	om	N;NOM;DEF;SG	N;INDF;MASC;SG
الانسان	umană	إِنسَان	uman	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
الانسان	uman	إِنسَان	uman	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
رونالد	ronald	رُونَالد	ronald		PROPN
المنبع	amonte	مَنبَع	amonte	N;NOM;DEF;SG	
المعرفية	cognitive	مَعرِفِيّ	cognitiv	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
كوين	quinn	كُوَين	quinn		PROPN
لوكاس	lucas	لوكاس	lucas		PROPN
ستين	sixty	سِتُّون	sixty	NUM;NOM;INDF	N;INDF;MASC
كفاية	destul	كِفَايَة	destul	N;NOM;INDF;SG	ADV
التقاط	catch	اِلتِقَاط	catch	N;NOM;INDF;SG	
التقاط	prinde	اِلتِقَاط	prinde	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN
التقاط	captura	اِلتِقَاط	captură	N;NOM;INDF;SG	N;DEF;FEM;SG
التقاط	captură	اِلتِقَاط	captură	N;NOM;INDF;SG	N;INDF;FEM;SG
التقاط	capturează	اِلتِقَاط	captura	N;NOM;INDF;SG	V;IND;3;PRS;FIN
التقاط	capturarea	اِلتِقَاط	capturare	N;NOM;INDF;SG	N;DEF;FEM;SG
التقاط	captura	اِلتِقَاط	captură	N;NOM;INDF;SG	N;DEF;FEM;SG
التقاط	captură	اِلتِقَاط	captură	N;NOM;INDF;SG	N;INDF;FEM;SG
التقاط	capturare	اِلتِقَاط	capturare	N;NOM;INDF;SG	N;INDF;FEM;SG
التقاط	captare	اِلتِقَاط	captare	N;NOM;INDF;SG	N;INDF;FEM;SG
القماش	cârpă	قِمَاش	cârpă	N;NOM;DEF;SG	N;INDF;FEM;SG
فكرية	intelectuale	فِكرِيّ	intelectual	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
فكرية	intelectuali	فِكرِيّ	intelectual	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;PL
فكرية	intelectuală	فِكرِيّ	intelectual	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
جرير	greer	جَرِير	greer		PROPN
الحيتان	balenele	حَيَتَان	balenă		N;DEF;FEM;PL
الحيتان	balene	حَيَتَان	balen		N;INDF;FEM;PL
بقعة	pata	بقعة	pată	N;NOM;INDF;SG	N;DEF;FEM;SG
بقعة	pată	بقعة	pată	N;NOM;INDF;SG	N;INDF;FEM;SG
الرقبة	gât	رَقبَة	gât	N;NOM;DEF;SG	N;INDF;MASC;SG
الرقبة	gat	رَقبَة	gat	N;NOM;DEF;SG	
الرقبة	gâtul	رَقبَة	gât	N;NOM;DEF;SG	N;DEF;MASC;SG
المزرعة	ferma	مَزرَعَة	fermă	N;NOM;DEF;SG	N;DEF;FEM;SG
المزرعة	fermă	مَزرَعَة	fermă	N;NOM;DEF;SG	N;INDF;FEM;SG
الطماطم	roșii	طَمَاطِم	roșu	N;NOM;DEF;SG	ADJ;INDF;PL
الطماطم	roşii	طَمَاطِم	roașă	N;NOM;DEF;SG	N;INDF;FEM;PL
الطماطم	rosii	طَمَاطِم	ros	N;NOM;DEF;SG	N;INDF;FEM;PL
الطماطم	roșii	طَمَاطِم	roșu	N;NOM;DEF;SG	ADJ;INDF;PL
الطماطم	tomate	طَمَاطِم	tomată	N;NOM;DEF;SG	N;INDF;FEM;PL
الطماطم	roşii	طَمَاطِم	roașă	N;NOM;DEF;SG	N;INDF;FEM;PL
الطماطم	rosii	طَمَاطِم	ros	N;NOM;DEF;SG	N;INDF;FEM;PL
اطلاق	lansare	إِطلَاق	lansare	N;NOM;INDF;SG	N;INDF;FEM;SG
اطلاق	lansarea	إِطلَاق	lansare	N;NOM;INDF;SG	N;DEF;FEM;SG
اطلاق	lansare	إِطلَاق	lansare	N;NOM;INDF;SG	N;INDF;FEM;SG
اطلاق	lansează	إِطلَاق	lansa	N;NOM;INDF;SG	V;IND;3;PRS;FIN
اطلاق	lansarea	إِطلَاق	lansare	N;NOM;INDF;SG	N;DEF;FEM;SG
سانتوس	santos	سانتوس	santos		PROPN
تنظيف	curățenie	تَنظِيف	curățenie	N;NOM;INDF;SG	N;INDF;FEM;SG
تنظيف	curățarea	تَنظِيف	curățare	N;NOM;INDF;SG	N;DEF;FEM;SG
تنظيف	curățare	تَنظِيف	curățare	N;NOM;INDF;SG	N;INDF;FEM;SG
تنظيف	curatenie	تَنظِيف	curatenie	N;NOM;INDF;SG	N;INDF;FEM;SG
هرقل	hercules	هرقل	hercules		PROPN
هرقل	hercule	هرقل	herc		
ستانلي	stanley	ستانلي	stanley		PROPN
التشريعات	legislația	تَشرِيع	legislație	N;NOM;DEF;PL	N;DEF;FEM;SG
التشريعات	legislație	تَشرِيع	legislație	N;NOM;DEF;PL	N;INDF;FEM;SG
سمة	tematică	سِمَّة	tematic	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
سمة	tematica	سِمَّة	tematică	N;NOM;INDF;SG	N;DEF;FEM;SG
سمة	temă	سِمَّة	temă	N;NOM;INDF;SG	N;INDF;FEM;SG
سمة	tema	سِمَّة	temă	N;NOM;INDF;SG	N;DEF;FEM;SG
سمة	caracteristica	سِمَّة	caracteristică	N;NOM;INDF;SG	N;DEF;FEM;SG
سمة	caracteristică	سِمَّة	caracteristică	N;NOM;INDF;SG	N;INDF;FEM;SG
سمة	trăsătură	سِمَّة	trăsătură	N;NOM;INDF;SG	N;INDF;FEM;SG
بارما	parma	بَارِم	parmă		PROPN
محفوظة	rezervată	مَحفُوظ	rezervat	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
محفوظة	rezervat	مَحفُوظ	rezervat	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
محفوظة	rezervate	مَحفُوظ	rezerva	N;NOM;INDF;SG	ADJ;INDF;FEM;PL
يونكس	unix	يُونكس	unix		N;INDF;MASC;SG
الملايين	milioane	مِليُون	milion	NUM;NOM;DEF;PL	NUM;INDF;FEM;PL
مطبوع	tipărite	مُطبَو	tipări	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
مطبوع	tipărită	مُطبَو	tipărit	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مطبوع	imprimate	مُطبَو	imprima	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
مستقيم	drepte	مُستَقِيم	drept		ADJ;INDF;FEM;PL
مستقيم	direct	مُستَقِيم	direct		ADV
مستقيم	drept	مُستَقِيم	drept		
جبريل	gabriel	جبريل	gabriel		PROPN
جداول	tabelele	جَدوَل	tabel	N;NOM;INDF;PL	N;DEF;FEM;PL
جداول	orare	جَدوَل	orare	N;NOM;INDF;PL	ADJ;INDF;FEM;PL
مفاعل	reactorul	مُفَاعِل	reactor	N;NOM;INDF;SG	N;DEF;MASC;SG
خديجة	khadija	خَدِيج	khadija		N;DEF;FEM;SG
الذئب	lup	ذِئب	lup	N;NOM;DEF;SG	N;INDF;MASC;SG
الذئب	wolf	ذِئب	wolf	N;NOM;DEF;SG	PROPN
الذئب	lupul	ذِئب	lup	N;NOM;DEF;SG	N;DEF;MASC;SG
الفخار	ceramica	فِخَار	ceramică	N;NOM;DEF;SG	N;DEF;FEM;SG
الفخار	ceramică	فِخَار	ceramic	N;NOM;DEF;SG	N;INDF;FEM;SG
سحاب	nori	سَحَّاب	nor	N;NOM;INDF;SG	N;INDF;MASC;PL
سحاب	norilor	سَحَّاب	noare	N;NOM;INDF;SG	N;DEF;MASC;PL
سحاب	norii	سَحَّاب	nor	N;NOM;INDF;SG	N;DEF;MASC;PL
سحاب	cloud	سَحَّاب	cloud	N;NOM;INDF;SG	
حافلة	autobuzul	حَافِلَة	autobuz	N;NOM;INDF;SG	N;DEF;MASC;SG
الرفع	ridicare	رَفع	ridicare	N;NOM;DEF;SG	N;INDF;FEM;SG
الرفع	ridicarea	رَفع	ridicare	N;NOM;DEF;SG	N;DEF;FEM;SG
مبتدئ	începător	مُبتَدَع	începător	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
مبتدئ	începătoare	مُبتَدَع	începătoare	N;NOM;INDF;SG	ADJ;INDF;FEM
مشعل	baliză	مشعل	baliză		N;INDF;FEM;SG
مشعل	beacon	مشعل	beacon		N;INDF;MASC;SG
مشعل	baliza	مشعل	baliză		N;DEF;FEM;SG
محليا	locale	مَحَلِّيّ	local	ADJ;ACC;INDF;MASC;SG	ADJ;INDF;FEM;PL
محليا	localnic	مَحَلِّيّ	localnic	ADJ;ACC;INDF;MASC;SG	N;INDF;MASC;SG
محليا	locală	مَحَلِّيّ	local	ADJ;ACC;INDF;MASC;SG	ADJ;INDF;FEM;SG
مكسيكي	mexicana	مكسيكي	mexicana	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
مكسيكي	mexicani	مكسيكي	mexican	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;PL
مكسيكي	mexicană	مكسيكي	mexican	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مكسيكي	mexicane	مكسيكي	mexican	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
تشو	chu	تشو	chu		N;INDF;MASC;SG
تشو	cho	تشو	cho		N;INDF;MASC;SG
اليوتيوب	youtube	اليوتيوب	youtubă	N;NOM;DEF;SG	
الجراثيم	germeni	جَرَاثُوم	germen		N;INDF;MASC;PL
الجراثيم	microbii	جَرَاثُوم	microbie		N;DEF;MASC;PL
الجراثيم	microbi	جَرَاثُوم	microbi		N;INDF;MASC;PL
الكونية	cosmice	كُونِيّ	cosmic	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;PL
الكونية	cosmică	كُونِيّ	cosmic	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
الكونية	cosmic	كُونِيّ	cosmic	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
باسكال	pascal	باسكال	pascal		N;INDF;MASC;SG
فرنسيس	francis	فَرَنسِيس	francis		PROPN
فرنسيس	francisc	فَرَنسِيس	francisc		PROPN
العيوب	defecte	عَيب	defect	N;NOM;DEF;PL	N;INDF;FEM;PL
العيوب	defecte	عَيب	defect	N;NOM;DEF;PL	N;INDF;FEM;PL
رونالدو	ronaldo	رُونَالدُو	ronaldo		N;INDF;MASC;SG
مغطاة	acoperită	مُغَطَّا	acoperi	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
مغطاة	acoperite	مُغَطَّا	acoperit	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
بيلا	bella	بَيل	bella		N;DEF;FEM;SG
نزلت	descărcat	نَزَل	descărca	V;PFV;FEM;SG;3;ACT	ADJ;INDF;MASC;SG
نزلت	descarcat	نَزَل	descarca	V;PFV;FEM;SG;3;ACT	ADJ;INDF;MASC;SG
نزلت	descărcată	نَزَل	descărca	V;PFV;FEM;SG;3;ACT	ADJ;INDF;FEM;SG
نزلت	descărcate	نَزَل	descărca	V;PFV;FEM;SG;3;ACT	ADJ;INDF;FEM;PL
ملبورن	melbourne	ملبورن	melbournă		N;INDF;MASC;SG
صيغ	formulele	صَيغ	formulă	N;NOM;INDF;SG	N;DEF;FEM;PL
صيغ	formule	صَيغ	formulă	N;NOM;INDF;SG	N;INDF;FEM;PL
بستان	grove	بستان	grov		PROPN
بستان	livada	بستان	livadă		N;DEF;FEM;SG
بستان	livadă	بستان	livadă		N;INDF;FEM;SG
معاناة	suferință	مُعَانَاة	suferință	N;NOM;INDF;SG	N;INDF;FEM;SG
معاناة	suferinta	مُعَانَاة	suferint	N;NOM;INDF;SG	N;DEF;FEM;SG
معاناة	suferind	مُعَانَاة	suferi	N;NOM;INDF;SG	V;V.MSDR
العبارات	frazele	عِبَارَة	frază	N;NOM;DEF;PL	N;DEF;FEM;PL
العبارات	fraze	عِبَارَة	frază	N;NOM;DEF;PL	N;INDF;FEM;PL
العبارات	expresii	عِبَارَة	expresie	N;NOM;DEF;PL	N;INDF;FEM;PL
البلوغ	pubertate	بَلوَغ	pubertate	N;NOM;DEF;SG	N;INDF;FEM;PL
ثور	thor	ثُور	thor		N;INDF;MASC;SG
اكتسب	dobândite	اِكتَسَب	dobândit	V;PFV;MASC;SG;3;ACT	ADJ;INDF;FEM;PL
اكتسب	dobândită	اِكتَسَب	dobândi	V;PFV;MASC;SG;3;ACT	ADJ;INDF;FEM;SG
اكتسب	dobândit	اِكتَسَب	dobândi	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
اكتسب	achiziționat	اِكتَسَب	achiziționa	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
القلوب	inimi	قَلب	inimă	N;NOM;DEF;PL	N;INDF;FEM;PL
القلوب	inimile	قَلب	inimă	N;NOM;DEF;PL	N;DEF;FEM;PL
فورا	imediat	فَور	imediat	N;ACC;INDF;SG	ADV
قلادة	colierul	قُلَادَة	colier	N;NOM;INDF;SG	N;DEF;MASC;SG
سماع	audiere	سَمَاع	audiere	N;NOM;INDF;SG	N;INDF;FEM;SG
سماع	audierea	سَمَاع	audiere	N;NOM;INDF;SG	N;DEF;FEM;SG
سماع	auzul	سَمَاع	auz	N;NOM;INDF;SG	N;DEF;MASC;SG
تحطم	crash	تَحَطُّم	crash	N;NOM;INDF;SG	
الدمار	distrugere	دَمَار	distrugere	N;NOM;DEF;SG	N;INDF;FEM;SG
الدمار	distrugerea	دَمَار	distrugere	N;NOM;DEF;SG	N;DEF;FEM;SG
الدمار	distrugeri	دَمَار	distrugere	N;NOM;DEF;SG	N;INDF;FEM;PL
العنصري	rasiste	عُنصُرِيّ	rasist	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
العنصري	rasistă	عُنصُرِيّ	rasista	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
العنصري	rasist	عُنصُرِيّ	rasist	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
كرات	bile	كُرَة	bilă		N;INDF;FEM;PL
كرات	mingi	كُرَة	minge		N;INDF;FEM;PL
ريكاردو	ricardo	ريكاردو	ricardo		PROPN
الفوج	regimentul	فَوجَة	regiment	N;NOM;DEF;SG	N;DEF;MASC;SG
الفوج	regiment	فَوجَة	regiment	N;NOM;DEF;SG	N;INDF;MASC;SG
لادن	încărcat	لادن	încărca		ADJ;INDF;MASC;SG
النرويجية	norvegiană	نُروِيجِيّ	norvegian	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
النرويجية	norvegiene	نُروِيجِيّ	norvegian	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
النرويجية	norvegian	نُروِيجِيّ	norvegian	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الملاحظة	nota	مُلَاحَظَة	notă	N;NOM;DEF;SG	N;DEF;FEM;SG
الملاحظة	notă	مُلَاحَظَة	notă	N;NOM;DEF;SG	N;INDF;FEM;SG
الملاحظة	observare	مُلَاحَظَة	observare	N;NOM;DEF;SG	N;INDF;FEM;SG
الملاحظة	observație	مُلَاحَظَة	observație	N;NOM;DEF;SG	N;INDF;FEM;SG
النسبي	rudă	نِسبِيّ	rude	ADJ;NOM;DEF;MASC;SG	N;INDF;FEM;SG
النسبي	relativ	نِسبِيّ	relativ	ADJ;NOM;DEF;MASC;SG	ADV
النسبي	ruda	نِسبِيّ	ruda	ADJ;NOM;DEF;MASC;SG	N;DEF;FEM;SG
النسبي	relative	نِسبِيّ	relativ	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
النسبي	relativă	نِسبِيّ	relativ	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
خلط	amestecarea	خَلط	amestecare	N;NOM;INDF;SG	N;DEF;FEM;SG
خلط	amestecare	خَلط	amestecare	N;NOM;INDF;SG	N;INDF;FEM;SG
اواخر	tarziu	آخِر	tarziu	ADJ;NOM;INDF;MASC;PL	
اواخر	întârziat	آخِر	întârziat	ADJ;NOM;INDF;MASC;PL	ADJ;INDF;MASC;SG
اواخر	târziu	آخِر	târziu	ADJ;NOM;INDF;MASC;PL	ADV
الرياضيين	sportivii	رِيَاضِيّ	sportiv	ADJ;ACC;DEF;MASC;PL	N;DEF;MASC;PL
الرياضيين	sportivi	رِيَاضِيّ	sportiv	ADJ;ACC;DEF;MASC;PL	N;INDF;MASC;PL
صافي	plasa	صافي	plasa		N;DEF;FEM;SG
صافي	net	صافي	net		N;INDF;MASC;SG
صافي	netă	صافي	net		
صافي	plasă	صافي	plasă		N;INDF;FEM;SG
صافي	fileu	صافي	fileu		N;INDF;MASC;SG
كبر	zoom	كَبر	zoom		N;INDF;MASC;SG
اللهم	doamne	لُهِمّ	domn	N;NOM;DEF;SG	
اللهم	dumnezeu	لُهِمّ	dumnezeu	N;NOM;DEF;SG	PROPN
النية	intentie	نِيَّة	intentie	N;NOM;DEF;SG	N;INDF;FEM;SG
النية	intenția	نِيَّة	intenție	N;NOM;DEF;SG	N;DEF;FEM;SG
النية	intenție	نِيَّة	intenție	N;NOM;DEF;SG	N;INDF;FEM;SG
النية	intentie	نِيَّة	intentie	N;NOM;DEF;SG	N;INDF;FEM;SG
النية	intenția	نِيَّة	intenție	N;NOM;DEF;SG	N;DEF;FEM;SG
النية	intenție	نِيَّة	intenție	N;NOM;DEF;SG	N;INDF;FEM;SG
الرهبان	călugări	رَهَبَان	călugare	N;NOM;DEF;PL	N;INDF;MASC;PL
الرهبان	călugării	رَهَبَان	călugare	N;NOM;DEF;PL	N;DEF;FEM;SG
صداقة	prietenia	صَدَاقَة	prietenie	N;NOM;INDF;SG	N;DEF;FEM;SG
صداقة	prietenie	صَدَاقَة	prietenie	N;NOM;INDF;SG	N;INDF;FEM;SG
وقائع	faptele	وَقِيعَة	fapt	N;NOM;INDF;PL	N;DEF;FEM;PL
وقائع	cronica	وَقِيعَة	cronică	N;NOM;INDF;PL	N;DEF;FEM;SG
وقائع	chronicle	وَقِيعَة	chroniclă	N;NOM;INDF;PL	N;INDF;MASC;SG
زمالة	bursă	زَمَالَة	bursă	N;NOM;INDF;SG	N;INDF;FEM;SG
ودية	prietenoasă	وُدِّيّ	prietenos	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
ودية	amical	وُدِّيّ	amical	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
ثقيلة	heavy	ثَقِيل	heavy	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
ثقيلة	greu	ثَقِيل	greu	ADJ;NOM;INDF;FEM;SG	ADV
ثقيلة	grele	ثَقِيل	greu	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
ثقيلة	grea	ثَقِيل	greu	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
ثقيلة	grei	ثَقِيل	grei	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;PL
الحقن	injectarea	الحقن	injectare	N;NOM;DEF;SG	N;DEF;FEM;SG
الحقن	injecție	الحقن	injecție	N;NOM;DEF;SG	N;INDF;FEM;SG
الحقن	injectare	الحقن	injectare	N;NOM;DEF;SG	N;INDF;FEM;SG
الصداع	cefalee	صِدَاع	cefalee	N;NOM;DEF;SG	N;INDF;FEM;PL
زوايا	unghiurile	زَاءِي	unghi	N;NOM;INDF;PL	N;DEF;FEM;PL
وفاء	fidelitate	وفاء	fidelitate		N;INDF;FEM;SG
وفاء	fidelitatea	وفاء	fidelitate		N;DEF;FEM;SG
وفاء	wafa	وفاء	wafa		
وفاء	îndeplinirea	وفاء	îndeplinire		N;DEF;FEM;SG
وفاء	loialitate	وفاء	loialitate		N;INDF;FEM;SG
وفاء	loialitatea	وفاء	loialitate		N;DEF;FEM;SG
وفاء	împliniri	وفاء	împlinire		N;INDF;FEM;PL
وفاء	împlinirea	وفاء	împlinire		N;DEF;FEM;SG
وفاء	împlinire	وفاء	împlinire		N;INDF;FEM;SG
شارة	insigna	شَارَّة	insigna	N;NOM;INDF;SG	N;DEF;FEM;SG
شارة	insignă	شَارَّة	insigna	N;NOM;INDF;SG	N;INDF;FEM;SG
الرحمة	mercy	رَحمَة	mercy	N;NOM;DEF;SG	
الرحمة	milă	رَحمَة	milă	N;NOM;DEF;SG	N;INDF;FEM;SG
الرحمة	mila	رَحمَة	milă	N;NOM;DEF;SG	N;DEF;FEM;SG
مونت	mont	مونت	mont		N;INDF;MASC;SG
مونت	monte	مونت	monte		PROPN
خوارزمية	algoritmul	خُورزَمِيّ	algoritm		N;DEF;MASC;SG
خوارزمية	algoritm	خُورزَمِيّ	algorit		N;INDF;MASC;SG
المطارات	aeroporturi	مَطَار	aeroport	N;NOM;DEF;PL	N;INDF;FEM;PL
المطارات	aeroporturile	مَطَار	aeroport	N;NOM;DEF;PL	N;DEF;FEM;PL
التكاثر	reproducție	تَكَاثُر	reproducție	N;NOM;DEF;SG	N;INDF;FEM;SG
التكاثر	reproducere	تَكَاثُر	reproducere	N;NOM;DEF;SG	N;INDF;FEM;SG
التكاثر	reproducere	تَكَاثُر	reproducere	N;NOM;DEF;SG	N;INDF;FEM;SG
التكاثر	reproducerea	تَكَاثُر	reproducere	N;NOM;DEF;SG	N;DEF;FEM;SG
سوس	soos	سُوس	soos		PROPN
جيف	jeff	جِيف	jeff		PROPN
المظهر	aspectul	مَظهَر	aspect		N;DEF;MASC;SG
المظهر	aspect	مَظهَر	aspect		N;INDF;MASC;SG
هندوراس	honduras	هندوراس	honduras		PROPN
ظواهر	fenomen	ظَاهِرَة	fenomen	N;NOM;INDF;PL	N;INDF;MASC;SG
ظواهر	fenomenele	ظَاهِرَة	fenomen	N;NOM;INDF;PL	N;DEF;FEM;PL
السلاسل	lanțuri	سَلسَلَة	lanț	N;NOM;DEF;PL	N;INDF;FEM;PL
مطاعم	restaurantele	مَطعَم	restaurant	N;NOM;INDF;PL	N;DEF;FEM;PL
المختلطة	amestecate	مُختَلِط	amestecat	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;PL
المختلطة	amestecat	مُختَلِط	amesteca	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
المختلطة	mixt	مُختَلِط	mixt	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
المختلطة	mixtă	مُختَلِط	mixt	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
المختلطة	hibrid	مُختَلِط	hibrid	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
الظلم	nedreptatea	ظُلم	nedreptate	N;NOM;DEF;SG	N;DEF;FEM;SG
الظلم	nedreptate	ظُلم	nedreptat	N;NOM;DEF;SG	N;INDF;FEM;SG
الجثة	cadavru	جُثَّة	cadavru	N;NOM;DEF;SG	N;INDF;MASC;SG
الكهوف	pesteri	كَهف	pester	N;NOM;DEF;PL	N;INDF;FEM;PL
عناية	îngrijire	عِنَايَة	îngrijire	N;NOM;INDF;SG	N;INDF;FEM;SG
عناية	ingrijire	عِنَايَة	ingrijire	N;NOM;INDF;SG	N;INDF;FEM;SG
عناية	grija	عِنَايَة	grijă	N;NOM;INDF;SG	N;DEF;FEM;SG
صغر	mic	صَغَر	mic	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
صغر	mică	صَغَر	mic	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
صغر	micii	صَغَر	mic	N;NOM;INDF;SG	N;DEF;MASC;PL
صغر	mici	صَغَر	mic	N;NOM;INDF;SG	ADJ;INDF;PL
شاشات	ecranele	شَاشَة	ecran	N;NOM;INDF;PL	N;DEF;FEM;PL
عضوة	membră	عُضوَة	membră	N;NOM;INDF;SG	N;INDF;FEM;SG
عضوة	membrul	عُضوَة	membru	N;NOM;INDF;SG	N;DEF;MASC;SG
التفاح	mere	تَفَاح	mere	N;NOM;DEF;SG	N;INDF;FEM;PL
راح	will	رَاح	will		PROPN
راح	va	رَاح	vrea		V;SG;3
اخترع	inventate	اِختَرَع	inventa	V;PFV;MASC;SG;3;ACT	ADJ;INDF;FEM;PL
اخترع	inventat	اِختَرَع	inventa	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
عطاء	licitație	عَطَاء	licitație		N;INDF;FEM;SG
عطاء	tandru	عَطَاء	tandru		ADJ;INDF;MASC;SG
الاحتكاك	frecare	اِحتِكَاك	frecare	N;NOM;DEF;SG	N;INDF;FEM;SG
عظمة	oase	عَظمَة	os	N;NOM;INDF;SG	N;INDF;FEM;PL
عظمة	osul	عَظمَة	os	N;NOM;INDF;SG	N;DEF;MASC;SG
عظمة	bone	عَظمَة	bonă	N;NOM;INDF;SG	
المعدية	contagioasă	مَعدِيَة	contagios	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
المعدية	contagios	مَعدِيَة	contagios	N;NOM;DEF;SG	ADV
المعدية	contagioase	مَعدِيَة	contagioasă	N;NOM;DEF;SG	N;INDF;FEM;PL
غراند	grand	غراند	grand		N;INDF;MASC;SG
لاتينية	latine	لاتينية	latin	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
لاتينية	latin	لاتينية	latin	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
لاتينية	latina	لاتينية	latină	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
لاتينية	latină	لاتينية	latin	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;SG
لاتينية	latina	لاتينية	latină	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
النظرة	uite	نَظرَة	uita	N;NOM;DEF;SG	
