और	och	और	och		CONJ
वस्त्र	kläder	वस्त्र	kläder	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
वस्त्र	textilier	वस्त्र	textilie	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
जानवरों	djur	जानवर	djur	N;ACC;MASC;PL;3	N;NOM;INDF;NEUT;PL
आपस	tillskansa	आपस	tillskansa	N;NOM;MASC;PL;3	V;IMP;FIN;ACT
आगमन	anländer	आगमन	anland	N;NOM;MASC;SG;3	V;IMP;PRS;FIN;ACT
लम्बे	lambe	लंबा	lambe	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
मनुष्यों	människor	मनुष्य	människa	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
पर्व	festivalen	पर्व	festival	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;PL
निष्कर्ष	utfall	निष्कर्ष	utfall	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;SG
निष्कर्ष	slutsats	निष्कर्ष	slutsats	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
साफ	rensa	साफ	rensa	ADJ	V;IMP;FIN;ACT
साफ	rensat	साफ	rensa	ADJ	V;V.CVB;ACT
साफ	rensade	साफ	rensa	ADJ	V;IND;PST;V.PTCP;ACT
साफ	städa	साफ	städ	ADJ	V;IMP;FIN;ACT
साफ	rent	साफ	ren	ADJ	ADV
साफ	clean	साफ	clea	ADJ	N;NOM;INDF;MASC+FEM;SG
गरम	varma	गरम	varma		ADJ;NOM;PL
गरम	varm	गरम	varm		ADJ;NOM;INDF;MASC+FEM;SG
गरम	värma	गरम	värma		V;IMP;FIN;ACT
गरम	varmt	गरम	varm		ADJ;NOM;INDF;NEUT;SG
उच्चतम	högst	उच्चतम	hög		ADV;RL
उच्चतम	högsta	उच्चतम	hög		ADJ;NOM;DEF;RL
आवश्यकताओं	krav	आवश्यकता	krav	N;ACC;FEM;PL;3	N;NOM;INDF;NEUT;PL
सदा	alltid	सदा	alltid		ADV
डिस्क	diskar	डिस्क	diska	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
डिस्क	disketter	डिस्क	diskett	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
खड़ा	står	खडा	stå	ADJ;NOM;MASC;SG	V;IND;PRS;FIN;ACT
खड़ा	stående	खडा	stående	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
खड़ा	lodrätt	खडा	lodrätt	ADJ;NOM;MASC;SG	ADV
खड़ा	vertikala	खडा	vertikal	ADJ;NOM;MASC;SG	ADJ;NOM;PL
खड़ा	lodrätt	खडा	lodrätt	ADJ;NOM;MASC;SG	ADV
खड़ा	vertikal	खडा	vertikal	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
पोस्ट	publicera	पोस्ट	publicera	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
पोस्ट	stolpar	पोस्ट	stolpe	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
मेला	rättvist	मेला	rättvist	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
मेला	rättvis	मेला	rättvis	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
लिंग	kön	लिंग	kön		N;NOM;INDF;NEUT;SG
रिचर्ड	rikard	रिचर्ड	rikard	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
रिचर्ड	richard	रिचर्ड	richard	PROPN;NOM;MASC;SG;3	PROPN;NOM
रिचर्ड	rickard	रिचर्ड	rickard	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मगर	utom	मगर	utom	CONJ	ADP
मगर	förutom	मगर	förutom	CONJ	ADP
महीनों	månaders	महीना	månad	N;NOM;MASC;PL;3	N;GEN;INDF;MASC+FEM;PL
मुख	mun	मुख	mun		N;NOM;INDF;MASC+FEM;SG
मुख	munnen	मुख	mun		N;NOM;DEF;MASC+FEM;SG
सीज़न	årstider	सीज़न	årstid	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
सीज़न	säsonger	सीज़न	säsong	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
पाठक	läsare	पाठक	läsare		N;NOM;INDF;MASC+FEM;PL
पाठक	läsaren	पाठक	läsare		N;NOM;DEF;MASC+FEM;SG
पाठक	läsare	पाठक	läsare		N;NOM;INDF;MASC+FEM;PL
अग्रणी	ledande	अग्रणी	ledande	PROPN;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
उन्नत	förstärkt	उन्नत	förstärka		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
उन्नत	förstärkta	उन्नत	förstärkta		ADJ;NOM;PL;PST;V.PTCP
उन्नत	förbättrad	उन्नत	förbättrad		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
उन्नत	avancerad	उन्नत	avancerad		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
उन्नत	avancerat	उन्नत	avancera		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
उन्नत	avancerade	उन्नत	avancera		ADJ;NOM;PL;PST;V.PTCP
सर्वर	servrar	सर्वर	servra	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
सर्वर	servrarna	सर्वर	servrare	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
विचारधारा	ideologier	विचारधारा	ideologia	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
पीड़ित	lidande	पीड़ित	lidande	PROPN;NOM;SG;3	N;NOM;INDF;NEUT;SG
पीड़ित	lidanden	पीड़ित	lidande	PROPN;NOM;SG;3	N;NOM;INDF;NEUT;PL
पीड़ित	lider	पीड़ित	lida	PROPN;NOM;SG;3	V;IND;PRS;FIN;ACT
पीड़ित	offren	पीड़ित	offren	PROPN;NOM;SG;3	N;NOM;DEF;NEUT;PL
पीड़ित	offers	पीड़ित	offer	PROPN;NOM;SG;3	V;IMP;FIN;ACT
पीड़ित	brottsoffer	पीड़ित	brottsoff	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;PL
पीड़ित	offer	पीड़ित	offer	PROPN;NOM;SG;3	N;NOM;INDF;NEUT;SG
पीड़ित	offret	पीड़ित	offreta	PROPN;NOM;SG;3	N;NOM;DEF;NEUT;SG
पीड़ित	brottsoffer	पीड़ित	brottsoff	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;PL
पीड़ित	offer	पीड़ित	offer	PROPN;NOM;SG;3	N;NOM;INDF;NEUT;SG
श्रेणियों	gille	श्रेणी	gilla	N;ACC;MASC;PL;3	N;NOM;INDF;NEUT;SG
राजकुमार	prinsen	राजकुमार	prins	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
राजकुमार	furste	राजकुमार	furst	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
राजकुमार	prince	राजकुमार	prince	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
राजकुमार	prins	राजकुमार	prin	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उम्मीद	hoppas	उम्मीद	hoppas	N;NOM;FEM;SG;3	V;NFIN
उम्मीद	hoppades	उम्मीद	hoppades	N;NOM;FEM;SG;3	V;IND;PST;FIN;PASS
उम्मीद	hoppas	उम्मीद	hoppas	N;NOM;FEM;SG;3	V;NFIN
कार्यकारी	verkställande	कार्यकारी	verkställande	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
मास्टर्स	masters	मास्टर	mast	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
वरिष्ठ	seniorer	वरिष्ठ	senior	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
स्कॉटलैंड	scotland	स्कॉटलैंड	scotland	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्कॉटलैंड	skottland	स्कॉटलैंड	skottland	PROPN;NOM;MASC;SG;3	PROPN;NOM
स्कॉटलैंड	skottlands	स्कॉटलैंड	skottland	PROPN;NOM;MASC;SG;3	PROPN;GEN
फारसी	färöiska	फारसी	färöisk	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
फारसी	persiska	फारसी	persisk	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
करवाया	uppfödda	कर	uppfödd	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
करवाया	uppvuxen	कर	uppvuxen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
संरक्षित	skyddas	संरक्षित	skydda	ADJ;NOM	V;IND;PRS;FIN;PASS
सहज	intuitiv	सहज	intuitiv		ADJ;NOM;INDF;MASC+FEM;SG
सहज	bekvämt	सहज	bekvämt		ADJ;NOM;INDF;NEUT;SG
सहज	behagligt	सहज	behaglig		ADJ;NOM;INDF;NEUT;SG
सहज	bekväma	सहज	bekväma		ADJ;NOM;PL
सहज	bekväm	सहज	bekväm		ADJ;NOM;INDF;MASC+FEM;SG
बदला	förändrad	बदल	förändra	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
बदला	ändrat	बदल	ändra	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
बदला	bytt	बदल	byta	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
बदला	byttes	बदल	byta	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN;PASS
बदला	förändrats	बदल	förändra	V;PFV;MASC;SG;V.PTCP;ACT	V;V.CVB;PASS
बदला	ändrats	बदल	ändra	V;PFV;MASC;SG;V.PTCP;ACT	V;V.CVB;PASS
बदला	revansch	बदल	revansch	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
बदला	hämnd	बदल	hämnd	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
बदला	hämnas	बदल	hämna	V;PFV;MASC;SG;V.PTCP;ACT	V;FIN;PASS
बदला	belöning	बदल	belöning	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
बदला	ersättning	बदल	ersättning	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
बदला	ersättande	बदल	ersätta	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
बदला	ersättare	बदल	ersättare	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
कलकत्ता	calcutta	कलकत्ता	calcutta	PROPN;NOM;MASC;SG;3	PROPN;NOM
काला	black	काला	black	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
काला	svarta	काला	svart	ADJ;NOM;MASC;SG	ADJ;NOM;PL
पंक्ति	raderna	पंक्ति	rad	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;PL
पंक्ति	rader	पंक्ति	rad	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
मथुरा	mathura	मथुरा	mathura	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अनुनाद	resonans	अनुनाद	resonans	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बर्फ	vinterdäck	बर्फ	vinterdäck	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;PL
कार्रवाई	åtgärder	कार्रवाई	åtgärd	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
कार्रवाई	agerande	कार्रवाई	agerande	N;NOM;FEM;SG;3	ADJ;NOM;PRS;V.PTCP
शिशु	spädbarn	शिशु	spädbarn	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
शिशु	spädbarn	शिशु	spädbarn	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
मार्क	markera	मार्क	markera	PROPN;NOM;MASC;SG;3	V;IMP;FIN;ACT
मार्क	märke	मार्क	märke	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
मार्क	mark	मार्क	mark	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मार्क	marc	मार्क	marc	PROPN;NOM;MASC;SG;3	PROPN;NOM
ब्रह्म	brahman	ब्रह्म	brahman	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ब्रह्म	brahma	ब्रह्म	brahma	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ट्रैक	spår	ट्रैक	spår	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
ट्रैक	spåra	ट्रैक	spåra	N;NOM;MASC;SG;3	V;NFIN;ACT
ट्रैक	spår	ट्रैक	spår	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
मनोवैज्ञानिक	psykologisk	मनोवैज्ञानिक	psykologisk	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
मनोवैज्ञानिक	psykologiskt	मनोवैज्ञानिक	psykologisk	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
मनोवैज्ञानिक	psykiskt	मनोवैज्ञानिक	psykisk	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
मनोवैज्ञानिक	psykologiska	मनोवैज्ञानिक	psykologisk	N;NOM;MASC;SG;3	ADJ;NOM;PL
मनोवैज्ञानिक	psykiska	मनोवैज्ञानिक	psykisk	N;NOM;MASC;SG;3	ADJ;NOM;PL
कही	nånstans	कह	nånstans	V;PFV;FEM;SG;V.PTCP;ACT	ADV
कही	någonstans	कह	någonstans	V;PFV;FEM;SG;V.PTCP;ACT	ADV
मैन	mannen	मैन	man		N;NOM;DEF;MASC+FEM;SG
मैन	människan	मैन	människa		N;NOM;DEF;MASC+FEM;SG
मैन	man	मैन	man		PRO;NOM;INDF;MASC+FEM;SG
गीतों	lyriker	गीत	lyrik	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
गीतों	låtar	गीत	låta	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
गीतों	sånger	गीत	sång	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
आवृत्ति	återkommande	आवृत्ति	återkommande	N;NOM;FEM;SG;3	ADJ;NOM;PRS;V.PTCP
आवृत्ति	återkommande	आवृत्ति	återkommande	N;NOM;FEM;SG;3	ADJ;NOM;PRS;V.PTCP
आवृत्ति	förekomster	आवृत्ति	förekomst	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
स्रोतों	fjädrar	स्रोत	fjädra	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
स्रोतों	springs	स्रोत	spring	N;ACC;MASC;PL;3	N;NOM;INDF;NEUT;SG
स्रोतों	fontäner	स्रोत	fontän	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
कोण	vinklar	कोण	vinkla	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
कोण	infallsvinklar	कोण	infallsvinkla	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
ईस्ट	östra	ईस्ट	östra	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;SG
ईस्ट	österut	ईस्ट	österut	PROPN;NOM;MASC;SG;3	ADV
ईस्ट	öst	ईस्ट	öst	PROPN;NOM;MASC;SG;3	N
ईस्ट	öster	ईस्ट	öster	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अफ्रीकी	afrikaans	अफ्रीकी	afrikans	ADJ	N;NOM;INDF;MASC+FEM;SG
अफ्रीकी	afrikaner	अफ्रीकी	afrikan	ADJ	N;NOM;INDF;MASC+FEM;PL
रंगों	färger	रंग	färg	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
टूर्नामेंट	turneringar	टूर्नामेंट	turnering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
सहमत	samtycker	सहमत	samtyck	ADJ	V;IND;PRS;FIN;ACT
सहमत	håller	सहमत	hålla	ADJ	V;IND;PRS;FIN;ACT
सहमत	instämmer	सहमत	instämma	ADJ	V;IND;PRS;FIN;ACT
मोटे	fet	मोटा	fet	V;PFV;MASC;PL;3;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG
मोटे	fett	मोटा	fett	V;PFV;MASC;PL;3;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
मोटे	tjock	मोटा	tjock	V;PFV;MASC;PL;3;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG
घरों	hemmen	घर	hem	N;ACC;MASC;PL;3	N;NOM;DEF;NEUT;PL
घरों	husen	घर	hus	N;ACC;MASC;PL;3	N;NOM;DEF;NEUT;PL
घरों	hus	घर	hus	N;ACC;MASC;PL;3	N;NOM;INDF;NEUT;SG
मार्शल	marshall	मार्शल	marshall	PROPN;NOM;MASC;SG;3	PROPN;NOM
मार्शल	marskalk	मार्शल	marskalk	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मार्शल	marshal	मार्शल	marshal	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मार्शल	sheriff	मार्शल	sheriff	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मार्शल	sheriffen	मार्शल	sheriff	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
हिसाब	räkenskaper	हिसाब	räkenskap	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
उदय	stiga	उदय	stiga	PROPN;NOM;MASC;SG;3	V;IMP;NFIN;ACT
उदय	upphov	उदय	upphov	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
उदय	stiger	उदय	stiga	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
पहुंचा	uppnådda	पहुंच	uppnådd	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
पहुंचा	nått	पहुंच	nå	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
पहुंचा	nås	पहुंच	nå	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;FIN;PASS
पहुंचा	nådd	पहुंच	nådd	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
पहुंचा	nåtts	पहुंच	nåta	V;PFV;MASC;SG;V.PTCP;ACT	V;V.CVB;PASS
फ़ारसी	persiska	फ़ारसी	persisk	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
उन्हीं	huk	वह	huk	DET;ACC;PL;3	V;IMP;FIN;ACT
मेक्सिको	mexico	मेक्सिको	mexico	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मेक्सिको	mexiko	मेक्सिको	mexiko	PROPN;NOM;MASC;SG;3	PROPN;NOM
बिग	big	बिग	big		N;NOM;INDF;NEUT;SG
बिग	stora	बिग	stor		ADJ;NOM;PL
बिग	stor	बिग	stor		ADJ;NOM;INDF;MASC+FEM;SG
बिग	stort	बिग	stor		ADJ;NOM;INDF;NEUT;SG
संस्थानों	institutioner	संस्थान	institution	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
संस्थानों	institut	संस्थान	institut	N;ACC;MASC;PL;3	N;NOM;INDF;NEUT;SG
संस्थानों	institutionerna	संस्थान	institution	N;ACC;MASC;PL;3	N;NOM;DEF;MASC+FEM;PL
प्रार्थना	ber	प्रार्थना	be	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
प्रार्थना	böner	प्रार्थना	böna	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
प्रार्थना	böner	प्रार्थना	böna	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
लाहौर	lahore	लाहौर	laha	PROPN;NOM;MASC;SG;3	PROPN;NOM
समानता	likheter	समानता	likhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
बम	bomba	बम	bomba	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
बम	bomber	बम	bomber	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
हैरी	harry	हैरी	harry	PROPN;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
कैथोलिक	katolsk	कैथोलिक	katolsk	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
कैथोलिक	katoliker	कैथोलिक	katolik	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
कैथोलिक	katolska	कैथोलिक	katolsk	N;NOM;MASC;SG;3	ADJ;NOM;PL
कैथोलिक	katolik	कैथोलिक	katolik	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
दुर्घटना	olycksfall	दुर्घटना	olycksfall	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;PL
बंगाली	bengaliska	बंगाली	bengalisk	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
सहारा	sahara	सहारा	sahara		N;NOM;INDF;MASC+FEM;SG
चेतना	medvetande	चेत	medvetande	N;NOM;FEM;SG;3	ADJ;NOM;PRS;V.PTCP
सारा	sarah	सारा	sarah	ADJ;NOM;MASC;SG	PROPN;NOM
सारा	sara	सारा	sara	ADJ;NOM;MASC;SG	PROPN;NOM
सारा	sara	सारा	sara	ADJ;NOM;MASC;SG	PROPN;NOM
इलेक्ट्रॉनिक	elektronisk	इलेक्ट्रॉनिक	elektronisk	N;NOM	ADJ;NOM;INDF;MASC+FEM;SG
इलेक्ट्रॉनिक	elektroniskt	इलेक्ट्रॉनिक	elektronisk	N;NOM	ADJ;NOM;INDF;NEUT;SG
इलेक्ट्रॉनिक	elektroniska	इलेक्ट्रॉनिक	elektronisk	N;NOM	ADJ;NOM;PL
पट्टी	patti	पट्टी	patti	N;NOM;FEM;SG;3	PROPN;NOM
गोवा	goa	गोवा	goa	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सोच	tänkande	सोच	tänkande	V;SG;FIN;ACT	N;NOM;INDF;NEUT;SG
टाटा	tata	टाटा	tata	PROPN;NOM;MASC;SG;3	PROPN;NOM
पृष्ठभूमि	bakgrunder	पृष्ठभूमि	bakgrund	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
मेडिकल	medicinska	मेडिकल	medicinsk	N;NOM;MASC;SG;3	ADJ;NOM;PL
मेडिकल	medicinsk	मेडिकल	medicinsk	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
मेडिकल	medicinskt	मेडिकल	medicinsk	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
मार्टिन	martin	मार्टिन	martin	PROPN;NOM;MASC;SG;3	PROPN;NOM
नामकरण	namnge	नामकरण	namnge	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
हस्तक्षेप	störningar	हस्तक्षेप	störning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
हस्तक्षेप	interventioner	हस्तक्षेप	intervention	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
किसान	bonde	किसान	bonde	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
पतन	kollapsar	पतन	kollaps	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
पतन	kollapsa	पतन	kollapsa	N;NOM;MASC;SG;3	V;IND;FIN;PASS
पतन	komprimera	पतन	komprimera	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
पतन	faller	पतन	falla	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
पतन	ramla	पतन	ramla	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
पतन	falla	पतन	falla	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
स्वाभाविक	natural	स्वाभाविक	natural	ADJ	N;NOM;INDF;MASC+FEM;SG
स्नान	badande	स्नान	badande	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
स्नान	bad	स्नान	be	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
स्नान	bath	स्नान	bath	N;NOM;MASC;SG;3	PROPN;NOM
स्नान	badkar	स्नान	badka	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
कुशल	effektiva	कुशल	effektiv		ADJ;NOM;PL
कुशल	effektiv	कुशल	effektiv		ADJ;NOM;INDF;MASC+FEM;SG
कुशल	effektivt	कुशल	effektiv		ADJ;NOM;INDF;NEUT;SG
गिरावट	avböjer	गिरावट	avböja	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
सफ़ेद	vita	सफ़ेद	vit	N;NOM;MASC;SG;3	ADJ;NOM;PL
सफ़ेद	vit	सफ़ेद	vit	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
सफ़ेद	vitt	सफ़ेद	vitt	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
हरे	hare	हरा	hare		N;NOM;INDF;MASC+FEM;SG
सोलहवीं	sextonde	सोलहवाँ	sextonde	ADJ;ACC;FEM;SG	ADJ;NOM
फ़ाइल	filer	फााइल	fil	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
फ़ाइल	akter	फााइल	akt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
फ़ाइल	mappar	फााइल	mappa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
स्वागत	välkommen	स्वागत	välkomm	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
स्वागत	välkomna	स्वागत	välkomna	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
पक्षियों	fåglar	पक्षी	fågel	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
विरासत	efterlevande	विरासत	efterlevande	N;NOM;FEM;SG;3	ADJ;NOM;PRS;V.PTCP
विरासत	ärva	विरासत	ärva	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
विरासत	ärver	विरासत	ärva	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
गोली	skjutna	गोली	skjuta	N;NOM;FEM;SG;3	ADJ;NOM;PL;PST;V.PTCP
गोली	skjuten	गोली	skjuta	N;NOM;FEM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
गोली	sköt	गोली	sköta	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
गोली	piller	गोली	piller	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
आयुर्वेद	ayurveda	आयुर्वेद	ayurveda	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मतदान	röstar	मतदान	rösta	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
नील	indigo	नील	indig	PROPN;NOM;MASC;SG;3	PROPN;NOM
पृष्ठों	sidorna	पृष्ठ	sida	N;ACC;MASC;PL;3	N;NOM;DEF;MASC+FEM;PL
पृष्ठों	sidor	पृष्ठ	sida	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
दुर्लभ	sällsynta	दुर्लभ	sällsynta		ADJ;NOM;PL
