月	μουν	月	μουν	N	
即時	άμεση	即時	άμεσος	ADV	ADJ;NOM;FEM;SG
航空	αεροπλανοφόρο	航空	αεροπλανοφόρος	N	ADJ;NOM;NEUT;SG
移植	μεταμοσχεύσεις	移植	μεταμοσχεύση	V	N;NOM;FEM;PL
移植	μεταμόσχευση	移植	μεταμόσχευση	V	N;ACC;FEM;SG
移植	μόσχευμα	移植	μόσχευμα	V	N;NOM;NEUT;SG
移植	μεταμόσχευση	移植	μεταμόσχευση	V	N;ACC;FEM;SG
四	εποχές	四	εποχή	NUM	N;NOM;FEM;PL
考古	αρχαιολογική	考古	αρχαιολογικός	V	ADJ;NOM;FEM;SG
考古	αρχαιολογία	考古	αρχαιολογία	V	N;NOM;FEM;SG
考古	αρχαιολογικό	考古	αρχαιολογικός	V	ADJ;NOM;NEUT;SG
考古	αρχαιολογία	考古	αρχαιολογία	V	N;NOM;FEM;SG
發音	προφορά	發音	προφορά	V	N;NOM;FEM;SG
高地	highlands	高地	highlands	N	
高地	χάιλαντ	高地	χάιλαντ	N	
高地	terra	高地	terra	N	
高地	ύψη	高地	ύψη	N	ADV
咀	τσούι	咀	τούι	N	
脫	στριπ	脫	στριπ	V	
脫	λωρίδα	脫	λωρίδα	V	N;NOM;FEM;SG
禹	γου	禹	γου	PROPN	N
降落	εκφόρτωση	降落	εκφόρτωση	V	N;ACC;FEM;SG
降落	προσγείωση	降落	προσγείωση	V	N;ACC;FEM;SG
鳳凰	φοίνικας	鳳凰	φοίνικος	PROPN	ADJ;NOM;MASC;SG
鳳凰	φοίνιξ	鳳凰	φοίνιξ	PROPN	PROPN;NOM;FEM;SG
鳳凰	phoenix	鳳凰	phoenix	PROPN	
鳳凰	φοίνικα	鳳凰	φοίνικος	PROPN	ADJ;NOM;NEUT;SG
五	five	五	five	NUM	
喜愛	αγαπημένα	喜愛	αγαπημένος		ADV
喜愛	αγαπημένη	喜愛	αγαπημένος		V;PFV;NOM;FEM;SG;V.PTCP;PASS
喜愛	αγαπημένος	喜愛	αγαπημένος		V;PFV;NOM;MASC;SG;V.PTCP;PASS
喜愛	αγαπημένο	喜愛	αγαπημένος		V;PFV;NOM;NEUT;SG;V.PTCP;PASS
喜愛	αγαπημένες	喜愛	αγαπημένος		V;PFV;NOM;FEM;PL;V.PTCP;PASS
洪	πλημμύρα	洪	πλημμύρα	PROPN	N;NOM;FEM;SG
洪	πλημμύρες	洪	πλημμύρα	PROPN	N;NOM;FEM;PL
洪	πλημμύρα	洪	πλημμύρα	PROPN	N;NOM;FEM;SG
洪	πλημμύρες	洪	πλημμύρα	PROPN	N;NOM;FEM;PL
防衛	άμυνα	防衛	άμυνα	V	N;NOM;FEM;SG
防衛	υπεράσπιση	防衛	υπεράσπιση	V	N;ACC;FEM;SG
防衛	άμυνας	防衛	άμυνα	V	N;GEN;FEM;SG
防衛	άμυνα	防衛	άμυνα	V	N;NOM;FEM;SG
防衛	υπεράσπιση	防衛	υπεράσπιση	V	N;ACC;FEM;SG
相當	ισοδύναμα	相當	ισοδύναμα	V	N;NOM;NEUT;PL
相當	ισοδύναμη	相當	ισοδύναμη	V	ADJ;NOM;FEM;SG
相當	ισοδύναμος	相當	ισοδύναμος	V	ADJ;NOM;MASC;SG
相當	ισοδύναμο	相當	ισοδύναμος	V	N;NOM;NEUT;SG
水利	υδραυλικός	水利	υδραυλικός	N	ADJ;NOM;MASC;SG
水利	υδραυλικά	水利	υδραυλικά	N	ADV
水利	υδραυλικό	水利	υδραυλικός	N	ADJ;NOM;NEUT;SG
藥	ιατρική	藥	ιατρικός	N	ADJ;NOM;FEM;SG
慶祝	εορτασμός	慶祝	εορτασμός	V	N;NOM;MASC;SG
慶祝	γιορτή	慶祝	γιορτής	V	N;NOM;FEM;SG
慶祝	εορτασμός	慶祝	εορτασμός	V	N;NOM;MASC;SG
認證	βεβαιώνω	認證	βεβαιώνω	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
認證	πιστοποιημένο	認證	πιστοποιώ	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
認證	πιστοποιημένη	認證	πιστοποιώ	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
生長	αυξανόμενη	生長	αυξανόμενος	V	ADJ;NOM;FEM;SG
韻	ομοιοκαταληξία	韻	ομοιοκαταληξία	PROPN	N;NOM;FEM;SG
韻	ρίμα	韻	ρίμα	PROPN	N;NOM;FEM;SG
情人	ερωμένες	情人	ερώνω	N	V;PFV;NOM;FEM;PL;V.PTCP;PASS
情人	ερωμένη	情人	ερώνω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
晴	σάνι	晴	σάνι	PROPN	
晴	ηλιόλουστο	晴	ηλιόλουστος	PROPN	ADJ;NOM;NEUT;SG
晴	ηλιόλουστη	晴	ηλιόλουστος	PROPN	ADJ;NOM;FEM;SG
晴	λιακάδα	晴	λιακάδα	PROPN	N;NOM;FEM;SG
性別	σεξ	性別	σεξ	N	
性別	sex	性別	sex	N	
新	πρωτοετείς	新	πρωτοετής	PART	N;NOM;MASC;PL
新	πρωτοετής	新	πρωτοετής	PART	N;NOM;MASC;SG
雁	χήνας	雁	χήνας	PROPN	N;GEN;FEM;SG
雁	χήνα	雁	χήνας	PROPN	N;NOM;FEM;SG
雁	χήνες	雁	χήνη	PROPN	N;NOM;FEM;PL
夏威夷	χαβάη	夏威夷	χαβά	PROPN	PROPN;NOM;FEM;SG
夏威夷	χαβάης	夏威夷	χαβά	PROPN	PROPN;GEN;FEM;SG
夏威夷	χαβανέζικο	夏威夷	χαβανέζικος	PROPN	N;NOM;NEUT;SG
普及	καθολική	普及	καθολικός	V	ADJ;NOM;FEM;SG
盒	box	盒	box	N	
盒	κουτι	盒	κουτι	N	
牆	wall	牆	wall	N	
牆	γουόλ	牆	γουόλ	N	
鶴	γερανοί	鶴	γερανός	PROPN	N;NOM;MASC;PL
鶴	κρέιν	鶴	κρέιν	PROPN	
鶴	γερανός	鶴	γερανός	PROPN	N;NOM;MASC;SG
隸屬	υπαγωγή	隸屬	υπαγωγή	V	N;NOM;FEM;SG
添	τιμ	添	τιμα		
添	tim	添	tim		
微	microsoft	微	microsoft	N	
企圖	απόπειρα	企圖	απόπειρα	V	N;NOM;FEM;SG
企圖	απόπειρες	企圖	απόπειρας	V	N;NOM;FEM;PL
企圖	προσπάθειες	企圖	προσπάθεια	V	N;NOM;FEM;PL
企圖	προσπάθεια	企圖	προσπάθεια	V	N;NOM;FEM;SG
企圖	απόπειρα	企圖	απόπειρα	V	N;NOM;FEM;SG
廢止	κατάργηση	廢止	κατάργηση	V	N;ACC;FEM;SG
社團	σύλλογοι	社團	σύλλογος	N	ADJ;NOM;MASC;PL
步行	περπατώντας	步行	περπατώ	N	V;IPFV;V.CVB;ACT
步行	περίπατος	步行	περίπατος	N	ADJ;NOM;MASC;SG
車廂	κουπέ	車廂	κουπέ	N	
韓	κορεάτικα	韓	κορεάτικος	PROPN	ADJ;NOM;NEUT;PL
日	γεν	日	γεν	PROPN	N
日	γιεν	日	γιεν	PROPN	
基督	κριστιάν	基督	κριστιάν	PROPN	
基督	christian	基督	christian	PROPN	
基督	χριστιανοί	基督	χριστιανός	PROPN	N;NOM;MASC;PL
基督	κρίστιαν	基督	κρίστιαν	PROPN	
基督	χριστιανός	基督	χριστιανός	PROPN	N;NOM;MASC;SG
基督	χριστιανούς	基督	χριστιανός	PROPN	N;ACC;MASC;PL
基督	χριστιανοί	基督	χριστιανός	PROPN	N;NOM;MASC;PL
假設	υποθετικά	假設	υποθετικά	N	ADV
假設	υποθετική	假設	υποθετικός	N	ADJ;NOM;FEM;SG
假設	υποθετικό	假設	υποθετικός	N	ADJ;NOM;NEUT;SG
假設	υποθέτοντας	假設	υποθέτω	N	V;IPFV;V.CVB;ACT
搭配	μίγμα	搭配	μίγμα	V	N;NOM;NEUT;SG
搭配	μείγμα	搭配	μείγμα	V	N;NOM;NEUT;SG
搭配	μίξη	搭配	μίξη	V	N;NOM;FEM;SG
轉移	μεταφορά	轉移	μεταφορά	V	N;NOM;FEM;SG
轉移	μετάθεση	轉移	μετάθεση	V	N;ACC;FEM;SG
轉移	μεταβίβαση	轉移	μεταβίβαση	V	N;ACC;FEM;SG
周邊	κοντινές	周邊	κοντινός	N	ADJ;NOM;FEM;PL
周邊	κοντά	周邊	κοντά	N	ADV
繁忙	πολυάσχολος	繁忙	πολυάσχολος	ADJ	N;NOM;MASC;SG
繁忙	απασχολημένη	繁忙	απασχολώ	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
繁忙	απασχολημένος	繁忙	απασχολημένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
繁忙	απασχολημένοι	繁忙	απασχολώ	ADJ	V;PFV;NOM;MASC;PL;V.PTCP;PASS
清真	τζαμιά	清真	τζαμιά	PROPN	N;NOM;NEUT;PL
清真	τζαμί	清真	τζαμί	PROPN	N;NOM;NEUT;SG
清真	τέμενος	清真	τέμενος	PROPN	N;NOM;NEUT;SG
排除	εξαίρεση	排除	εξαίρεση	V	N;ACC;FEM;SG
排除	αποκλεισμού	排除	αποκλεισμός	V	N;GEN;MASC;SG
排除	αποκλεισμός	排除	αποκλεισμός	V	N;NOM;MASC;SG
排除	εξαιρέσεις	排除	εξαίρεση	V	N;NOM;FEM;PL
輔助	συμπληρώνουν	輔助	συμπληρώνω	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
輔助	βοηθητικά	輔助	βοηθητικός	N	ADV
輔助	βοηθητικό	輔助	βοηθητικός	N	ADJ;NOM;NEUT;SG
輔助	βοηθητική	輔助	βοηθητικός	N	ADJ;NOM;FEM;SG
颶風	τυφώνας	颶風	τυφώνας		N;NOM;MASC;SG
颶風	τυφώνα	颶風	τυφώνας		N;GEN;FEM;PL
颶風	τυφώνες	颶風	τυφώνας		N;NOM;FEM;PL
塞爾維亞	σερβία	塞爾維亞	σερβία	PROPN	PROPN;ACC;FEM;SG
錯	λάθος	錯	λάθος		N;NOM;NEUT;SG
仿	μίμηση	仿	μίμηση		N;ACC;FEM;SG
仿	απομιμήσεις	仿	απομίμηση		N;NOM;FEM;PL
仿	απομίμηση	仿	απομίμηση		N;ACC;FEM;SG
曼谷	μπανγκόκ	曼谷	μπανγκόκ	PROPN	
加利福尼亞	καλιφόρνια	加利福尼亞	καλιφόρνια	PROPN	PROPN;NOM;FEM;SG
加利福尼亞	california	加利福尼亞	california	PROPN	
改進	βελτίωση	改進	βελτίωση	V	N;ACC;FEM;SG
改進	βελτιώσεις	改進	βελτίωση	V	N;NOM;FEM;PL
改進	βελτίωση	改進	βελτίωση	V	N;ACC;FEM;SG
改進	βελτίωση	改進	βελτίωση	V	N;ACC;FEM;SG
改進	βελτίωση	改進	βελτίωση	V	N;ACC;FEM;SG
正義	δίκαιος	正義	δίκαιος	N	ADJ;NOM;MASC;SG
正義	δίκαιοι	正義	δίκαιο	N	ADJ;NOM;MASC;PL
模擬	αναλογικά	模擬	αναλογικά	N	ADV
模擬	αναλογική	模擬	αναλογικός	N	ADJ;NOM;FEM;SG
模擬	ανάλογο	模擬	ανάλογος	N	ADJ;NOM;NEUT;SG
模擬	αναλογικό	模擬	αναλογικός	N	ADJ;NOM;NEUT;SG
模擬	αναλογική	模擬	αναλογικός	N	ADJ;NOM;FEM;SG
模擬	αναλογικά	模擬	αναλογικά	N	ADV
模擬	αναλογικό	模擬	αναλογικός	N	ADJ;NOM;NEUT;SG
伊斯蘭	ισλαμική	伊斯蘭	ισλαμικός	PROPN	ADJ;NOM;FEM;SG
伊斯蘭	ισλαμικό	伊斯蘭	ισλαμικός	PROPN	ADJ;NOM;NEUT;SG
伊斯蘭	ισλαμιστές	伊斯蘭	ισλαμιστής	PROPN	N;NOM;MASC;PL
伊斯蘭	ισλάμ	伊斯蘭	ισλάμ	PROPN	N;NOM;NEUT;SG
最	ισχυρότερο	最	ισχύρος	ADV	ADJ;NOM;CMPR;NEUT;SG
最	δυνατότερος	最	δύνα	ADV	ADJ;NOM;CMPR;MASC;SG
局部	μερική	局部	μερικοί	N	ADJ;NOM;FEM;SG
局部	τοπικός	局部	τοπικός	N	ADJ;NOM;MASC;SG
局部	τοπική	局部	τοπικός	N	ADJ;NOM;FEM;SG
局部	τοπικά	局部	τοπικά	N	ADV
局部	τοπικό	局部	τοπικός	N	ADJ;NOM;NEUT;SG
局部	τοπικές	局部	τοπικός	N	ADJ;NOM;FEM;PL
局部	μερικώς	局部	μερικώς	N	ADV
木星	δία	木星	δία	PROPN	N;VOC;MASC;SG
木星	δίας	木星	δία	PROPN	PROPN;NOM;MASC;SG
影響	αντίκτυπος	影響	αντίκτυπος	V	N;NOM;MASC;SG
影響	επίπτωση	影響	επίπτωση	V	N;ACC;FEM;SG
影響	σύγκρουση	影響	σύγκρουση	V	N;NOM;FEM;SG
影響	πρόσκρουση	影響	πρόσκρουση	V	N;NOM;FEM;SG
影響	επιπτώσεις	影響	επίπτωση	V	N;NOM;FEM;PL
影響	επίδραση	影響	επίδραση	V	N;ACC;FEM;SG
影響	επιρροές	影響	επιρροή	V	N;NOM;FEM;PL
影響	επιρροή	影響	επιρροή	V	N;ACC;FEM;SG
海峽	channel	海峽	channel	N	
爪	πατούσα	爪	πατών	N	V;IPFV;IND;SG;1;PST;FIN;ACT
筆	πεν	筆	πεν	N	
筆	pen	筆	pen	N	
孔子	κομφούκιος	孔子	κομφούκιος	PROPN	ADJ;NOM;MASC;SG
推進	πρόωσης	推進	πρόωση	V	N;GEN;FEM;SG
轟炸	βομβιστής	轟炸	βομβιστής	V	N;NOM;MASC;SG
轟炸	βομβιστή	轟炸	βομβιστής	V	N;NOM;MASC;SG
轟炸	βομβαρδιστικά	轟炸	βομβαρδιστικά	V	ADV
轟炸	βομβιστές	轟炸	βομβιστής	V	N;NOM;MASC;PL
要	οχυρό	要	οχυρός	V	N;NOM;NEUT;SG
要	οχυρό	要	οχυρός	V	N;NOM;NEUT;SG
要	φρούριο	要	φρούριο	V	N;NOM;NEUT;SG
要	οχυρό	要	οχυρός	V	N;NOM;NEUT;SG
要	φορτ	要	φορτ	V	
要	fort	要	fort	V	
要	φρούριο	要	φρούριο	V	N;NOM;NEUT;SG
黎明	αυγή	黎明	αυγή	PROPN	N;NOM;FEM;SG
黎明	ξημέρωμα	黎明	ξημέρωμα	PROPN	N;NOM;NEUT;SG
黎明	ντόουν	黎明	ντόω	PROPN	V;IPFV;IND;PL;3;PRS;FIN;ACT
巴勒斯坦	παλαιστίνη	巴勒斯坦	παλαιστίνος	PROPN	PROPN;ACC;FEM;SG
巴勒斯坦	παλαιστινιακό	巴勒斯坦	παλαιστινιακός	PROPN	ADJ;NOM;NEUT;SG
巴勒斯坦	παλαιστίνης	巴勒斯坦	παλαιστίνος	PROPN	PROPN;GEN;FEM;SG
跨	διέλευση	跨	διέλευση	V	N;ACC;FEM;SG
跨	διάβαση	跨	διάβαση	V	N;ACC;FEM;SG
暖	ζεστή	暖	ζεστός	N	ADJ;NOM;FEM;SG
暖	ζεστός	暖	ζεστός	N	ADJ;NOM;MASC;SG
暖	ζεστά	暖	ζεστά	N	ADV
刺激	τόνωση	刺激	τόνωση	V	N;ACC;FEM;SG
刺激	διέγερση	刺激	διέγερση	V	N;ACC;FEM;SG
刺激	ερέθισμα	刺激	ερέθισμα	V	N;ACC;NEUT;SG
刺激	τόνωση	刺激	τόνωση	V	N;ACC;FEM;SG
刺激	τόνωση	刺激	τόνωση	V	N;ACC;FEM;SG
刺激	ερεθιστικό	刺激	ερεθιστικός	V	ADJ;NOM;NEUT;SG
刺激	διεγερτικό	刺激	διεγερτικός	V	ADJ;NOM;NEUT;SG
道教	ταοϊσμός	道教	ταοϊσμός	PROPN	N;NOM;MASC;SG
借用	δανεισμός	借用	δανεισμός	V	N;NOM;MASC;SG
借用	δανεισμού	借用	δανεισμός	V	N;GEN;MASC;SG
勇士	μαχητές	勇士	μαχητός	N	ADJ;NOM;MASC;PL
因子	παράγοντας	因子	παράγοντας	N	V;IPFV;V.CVB;ACT
姐	sis	姐	sis	PROPN	
儲存	αποθήκευση	儲存	αποθήκευση	V	N;NOM;FEM;SG
儲存	αποθήκη	儲存	αποθήκη	V	N;NOM;FEM;SG
儲存	αποθήκευσης	儲存	αποθήκευση	V	N;GEN;FEM;SG
成年	ενήλικο	成年	ενήλικος	N	ADJ;NOM;NEUT;SG
成年	ενήλικας	成年	ενήλικα	N	ADJ;NOM;MASC;SG
成年	ενήλικα	成年	ενήλικος	N	ADV
成年	ενήλικος	成年	ενήλικος	N	ADJ;NOM;MASC;SG
成年	ενήλικες	成年	ενήλικος	N	ADJ;NOM;FEM;PL
繁殖	αναπαραγωγή	繁殖	αναπαραγωγή	V	N;NOM;FEM;SG
繁殖	εκτροφή	繁殖	εκτροφή	V	N;NOM;FEM;SG
繁殖	ράτσα	繁殖	ράτσα	V	N;NOM;FEM;SG
繁殖	αναπαραγωγή	繁殖	αναπαραγωγή	V	N;NOM;FEM;SG
實驗	εργαστήριο	實驗	εργαστήριο	V	N;NOM;NEUT;SG
實驗	εργαστηριακά	實驗	εργαστηριακά	V	ADV
實驗	εργαστήρια	實驗	εργαστήρια	V	N;NOM;NEUT;PL
實驗	εργαστήριο	實驗	εργαστήριο	V	N;NOM;NEUT;SG
敘述	αφήγηση	敘述	αφήγηση	V	N;ACC;FEM;SG
敘述	περιγραφικό	敘述	περιγραφικός	V	ADJ;NOM;NEUT;SG
水晶	κρίσταλ	水晶	κρίσταλ	N	
水晶	κρυσταλλική	水晶	κρυσταλλικός	N	ADJ;NOM;FEM;SG
跟	follow	跟	follow	ADP	
跟	ακολούθησε	跟	ακολουθώ	ADP	V;PFV;IND;SG;3;PST;FIN;ACT
跟	ακολουθήστε	跟	ακολουθώ	ADP	V;PFV;IND;PL;2;FIN;PASS
跟	ακολουθείστε	跟	ακολουθώ	ADP	V;IPFV;IND;PL;2;FIN;ACT
秘魯	περού	秘魯	περ	PROPN	PROPN;NOM;NEUT;SG
反射	αντανακλαστικό	反射	αντανακλαστικός	V	ADJ;NOM;NEUT;SG
反射	αντανακλαστικά	反射	αντανακλαστικά	V	ADV
反射	αντανάκλαση	反射	αντανάκλαση	V	N;NOM;FEM;SG
反射	αντανακλάσεις	反射	αντανάκλαση	V	N;NOM;FEM;PL
那	αυτό	那	αυτός	DET	PRO;NOM;NEUT;SG;3
那	ότι	那	ότι	DET	CONJ
那	that	那	that	DET	
血液	blood	血液	blood	N	
日常	καθημερινή	日常	καθημερινός	N	ADJ;NOM;FEM;SG
日常	καθημερινά	日常	καθημερινά	N	ADV
主人	δάσκαλε	主人	δασκάλλω	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
分解	αποσύνθεση	分解	αποσύνθεση	V	N;NOM;FEM;SG
除	εκτός	除	εκτός	V	ADV
馬德里	μαδρίτη	馬德里	μαδρίτη	PROPN	PROPN;ACC;FEM;SG
馬德里	μαδρίτης	馬德里	μαδρίτης	PROPN	PROPN;GEN;FEM;SG
較高	ψηλότερα	較高	ψηλά	ADJ	ADV;CMPR
較高	υψηλότερα	較高	ψηλά	ADJ	ADV;CMPR
標示	σήμανση	標示	σήμανση	V	N;NOM;FEM;SG
標示	μαρκ	標示	μαρκ	V	
標示	μάρκ	標示	μάρκ	V	
標示	mark	標示	mark	V	
經濟	οικονομικά	經濟	οικονομικά	N	ADV
中午	μεσημέρι	中午	μεσημέρι	N	ADV
中午	μεσημέρι	中午	μεσημέρι	N	ADV
減	μείωση	減	μείωση	ADP	N;ACC;FEM;SG
減	ελάττωση	減	ελάττωση	ADP	N;ACC;FEM;SG
減	μείον	減	μείον	ADP	ADV
談判	διαπραγματεύσεις	談判	διαπραγμάτευση	V	N;NOM;FEM;PL
談判	διαπραγμάτευση	談判	διαπραγμάτευση	V	N;NOM;FEM;SG
談判	διαπραγματεύσεις	談判	διαπραγμάτευση	V	N;NOM;FEM;PL
談判	διαπραγμάτευση	談判	διαπραγμάτευση	V	N;NOM;FEM;SG
談判	διαπραγματεύσεων	談判	διαπραγμάτευση	V	N;GEN;FEM;PL
談判	διαπραγματεύσεις	談判	διαπραγμάτευση	V	N;NOM;FEM;PL
流通	κυκλοφορία	流通	κυκλοφορία	V	N;ACC;FEM;SG
流通	ροή	流通	ροή	V	N;NOM;FEM;SG
費用	cost	費用	cost	N	
購物	shop	購物	shop	N	
加里	γκάρυ	加里	γκάρ	PROPN	PROPN;NOM;MASC;SG
加里	γκάρι	加里	γκάρι	PROPN	
最少	ελάχιστα	最少	λίγο	ADJ	ADV;CMPR
撤銷	αποφυγή	撤銷	αποφυγή	V	N;DAT;FEM;SG
撤銷	αναίρεση	撤銷	αναίρεση	V	N;ACC;FEM;SG
氣體	γκάζι	氣體	γκάζι	N	PROPN;NOM;NEUT;SG
喇嘛	λάμα	喇嘛	λάμα	N	
盟軍	συμμαχικές	盟軍	συμμαχικός	N	ADJ;NOM;FEM;PL
灰色	γκρέι	灰色	γκρέι	N	
灰色	γκρέι	灰色	γκρέι	N	
灰色	grey	灰色	grey	N	
妍	γιον	妍	γιον	PROPN	
累積	συσσώρευση	累積	συσσώρευση	V	N;ACC;FEM;SG
蘇丹	σουδάν	蘇丹	σουδάν	PROPN	
獵	hunt	獵	hunt	N	
獵	χαντ	獵	χαντ	N	PROPN;NOM;MASC;SG
俄國	ρωσία	俄國	ρωσία	PROPN	PROPN;ACC;FEM;SG
俄國	ρωσίας	俄國	ρωσία	PROPN	PROPN;GEN;FEM;SG
電氣	ηλεκτρικά	電氣	ηλεκτρικά	N	ADV
電氣	ηλεκτρικές	電氣	ηλεκτρικός	N	ADJ;NOM;FEM;PL
電氣	ηλεκτρική	電氣	ηλεκτρικός	N	ADJ;NOM;FEM;SG
電氣	ηλεκτρικός	電氣	ηλεκτρικός	N	ADJ;NOM;MASC;SG
電氣	ηλεκτρικά	電氣	ηλεκτρικά	N	ADV
電氣	ηλεκτρικό	電氣	ηλεκτρικός	N	ADJ;NOM;NEUT;SG
電氣	ηλεκτρική	電氣	ηλεκτρικός	N	ADJ;NOM;FEM;SG
電氣	ηλεκτρικός	電氣	ηλεκτρικός	N	ADJ;NOM;MASC;SG
為	γιατι	為	γιατι	ADP	ADV
為	γιατί	為	γιατί	ADP	CONJ
評估	εκτίμηση	評估	εκτίμηση	V	N;ACC;FEM;SG
評估	αξιολόγηση	評估	αξιολόγηση	V	N;ACC;FEM;SG
評估	αξιολογήσεις	評估	αξιολόγηση	V	N;NOM;FEM;PL
評估	αξιολόγηση	評估	αξιολόγηση	V	N;ACC;FEM;SG
記憶	ram	記憶	ram	N	
擴展	εκτεταμένο	擴展	εκτεταμένος	V	ADJ;NOM;NEUT;SG
擴展	επέκταση	擴展	επέκταση	V	N;ACC;FEM;SG
擴展	παράταση	擴展	παράταση	V	N;ACC;FEM;SG
擴展	επέκταση	擴展	επέκταση	V	N;ACC;FEM;SG
飯店	hotel	飯店	hotel	N	
建國	ιδρυτικό	建國	ιδρυτικός	V	ADJ;NOM;NEUT;SG
建國	ίδρυση	建國	ίδρυση	V	N;NOM;FEM;SG
解放	sla	解放	sla	V	
解放	pla	解放	pla	V	
較	μεγαλύτερος	較	μεγάλος	ADV	ADJ;NOM;CMPR;MASC;SG
較	μεγαλύτερο	較	μεγάλος	ADV	ADJ;NOM;CMPR;NEUT;SG
較	μεγαλύτερη	較	μεγάλος	ADV	ADJ;NOM;CMPR;FEM;SG
較	μεγαλύτερος	較	μεγάλος	ADV	ADJ;NOM;CMPR;MASC;SG
較	μεγαλύτερο	較	μεγάλος	ADV	ADJ;NOM;CMPR;NEUT;SG
較	μεγαλύτερη	較	μεγάλος	ADV	ADJ;NOM;CMPR;FEM;SG
泰山	ταρζάν	泰山	ταρζάν	PROPN	
每月	μηνιαίως	每月	μηνιαίως	DET	ADV
每月	μηνιαία	每月	μηνιαία	DET	ADJ;NOM;FEM;SG
每月	μηνιαίες	每月	μηνιαίος	DET	ADJ;NOM;FEM;PL
每月	μηνιαίο	每月	μηνιαίος	DET	N;NOM;NEUT;SG
更換	αντικατάσταση	更換	αντικατάσταση	V	N;ACC;FEM;SG
更換	αντικατάσταση	更換	αντικατάσταση	V	N;ACC;FEM;SG
更換	αντικαταστάτης	更換	αντικαταστάτης	V	N;NOM;MASC;SG
快樂	ευτυχής	快樂	ευτυχής	N	ADJ;NOM;MASC;SG
快樂	ευτυχισμένη	快樂	ευτυχίζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
快樂	χαρούμενος	快樂	χαρούμενος	N	ADJ;NOM;MASC;SG
快樂	χαρούμενη	快樂	χαρούμενος	N	ADJ;NOM;FEM;SG
快樂	ευτυχισμένος	快樂	ευτυχισμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
守護	φυλάσσεται	守護	φυλάγω	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
法	γάλλοι	法	γάλλος	PROPN	PROPN;NOM;MASC;PL
法	γάλλος	法	γάλλος	PROPN	N;NOM;MASC;SG
法	γαλλική	法	γαλλική	PROPN	ADJ;NOM;FEM;SG
法	γαλλικό	法	γαλλικός	PROPN	ADJ;NOM;NEUT;SG
法	γαλλικά	法	γαλλικά	PROPN	ADV
增長	ανάπτυξη	增長	ανάπτυξη	V	N;ACC;FEM;SG
增長	μεγέθυνση	增長	μεγέθυνση	V	N;ACC;FEM;SG
