категорія	luokan	категорія	luokka	N;INAN;NOM;FEM;SG	N;GEN;SG
навантаження	liikenteen	навантаження	liikenne	N;INAN;NOM;NEUT;SG	N;GEN;SG
навантаження	ruuhkaa	навантаження	ruuhka	N;INAN;NOM;NEUT;SG	N;PRT;SG
навантаження	liikennettä	навантаження	liikenne	N;INAN;NOM;NEUT;SG	N;PRT;SG
сестра	siskon	сестра	sisko	N;ANIM;NOM;FEM;SG	N;GEN;SG
генріх	heinrich	генрій	heinrich	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
генріх	henrik	генрій	henrik	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
генріх	henry	генрій	henry	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
марна	marne	марний	marne		
жовтень	lokakuussa	жовтень	lokakuu	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
жовтень	lokakuun	жовтень	lokakuu	N;INAN;NOM;MASC;SG	N;GEN;SG
місії	tehtäviä	місія	tehtävä	N;INAN;NOM;FEM;PL	N;PRT;PL
праця	työvoiman	праця	työ#voima	N;INAN;NOM;FEM;SG	N;GEN;SG
роз	roz	роз	roz		N;NOM;SG
літературна	kirjallisuus	літературний	kirjallisuus	ADJ;NOM;FEM;SG	N;NOM;SG
літературна	kirjallisuuden	літературний	kirjallisuus	ADJ;NOM;FEM;SG	N;GEN;SG
випромінювання	säteilyä	випромінювання	säteily	N;INAN;NOM;NEUT;SG	N;PRT;SG
випромінювання	säteilyn	випромінювання	säteily	N;INAN;NOM;NEUT;SG	N;GEN;SG
ракети	ohjuksia	ракета	ohjus	N;INAN;NOM;FEM;PL	N;PRT;PL
ракети	raketti	ракета	raketti	N;INAN;NOM;FEM;PL	N;NOM;SG
кот	côte	кот	côte		PROPN;NOM;SG
кот	côtes	кот	côtes		N;NOM;SG
червень	kesäkuuta	червень	kesäkuu	N;INAN;NOM;MASC;SG	N;PRT;SG
червень	kesäkuussa	червень	kesäkuu	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
кале	kale	кале	kale	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
випробування	oikeudenkäynnit	випробування	oikeuden#käynti	N;INAN;NOM;NEUT;SG	N;NOM;PL
випробування	kokeet	випробування	koe	N;INAN;NOM;NEUT;SG	N;NOM;PL
випробування	testaa	випробування	testata	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;PRS;FIN;ACT
ведення	hakkuut	ведення	hakkua	N;INAN;NOM;NEUT;SG	N;NOM;PL
третя	kolmannet	третій	kolmas	ADJ;NOM;FEM;SG	ADJ;NOM;PL
третя	kolmanneksi	третій	kolmas	ADJ;NOM;FEM;SG	ADJ;TRANS;SG
принципи	periaatteita	принцип	periaate	N;INAN;NOM;MASC;PL	N;PRT;PL
принципи	käsitteitä	принцип	käsite	N;INAN;NOM;MASC;PL	N;PRT;PL
фотографії	kuvia	фотографія	kuva	N;INAN;NOM;FEM;PL	N;PRT;PL
фотографії	valokuvia	фотографія	valo#kuva	N;INAN;NOM;FEM;PL	N;PRT;PL
фотографії	kuvien	фотографія	kuva	N;INAN;NOM;FEM;PL	N;GEN;PL
фотографії	valokuvan	фотографія	valo#kuva	N;INAN;NOM;FEM;PL	N;GEN;SG
фотографії	valokuva	фотографія	valo#kuva	N;INAN;NOM;FEM;PL	N;NOM;SG
ліс	metsän	ліс	metsä	N;INAN;NOM;MASC;SG	N;GEN;SG
ліс	metsät	ліс	metsä	N;INAN;NOM;MASC;SG	N;NOM;PL
ліс	metsää	ліс	metsä	N;INAN;NOM;MASC;SG	N;PRT;SG
вчених	oppineet	вчений	oppia	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	V;NOM;PL;V.PTCP;ACT
вчених	tutkijat	вчений	tutkija	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	N;NOM;PL
вчених	tutkijoita	вчений	tutkija	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	N;PRT;PL
вчених	tiedemiehet	вчений	tiede#mies	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	N;NOM;PL
вчених	tutkijat	вчений	tutkija	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	N;NOM;PL
вчених	tiedemiehiä	вчений	tiede#mies	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	N;PRT;PL
гурти	bändiä	гурти	bändi	N;ANIM;NOM;MASC;PL	N;PRT;SG
приклади	esimerkkejä	приклад	esi#merkki	N;INAN;NOM;MASC;PL	N;PRT;PL
зал	käytävillä	зал	käytävä	N;INAN;NOM;MASC;SG	N;AT+ESS
;PL
зал	käytävät	зал	käytävä	N;INAN;NOM;MASC;SG	N;NOM;PL
зал	halliin	зал	halli	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
зал	hall	зал	hall	N;INAN;NOM;MASC;SG	
розташовано	sijaitsee	розташовано	sijaita	V;PFV;IND;0;FIN	V;IND;SG;3;PRS;FIN;ACT
присвячена	oppikirja	присвячений	oppi#kirja	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	N;NOM;SG
пройшли	matkusti	пройти	matkustaa	V;PFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN;ACT
пройшли	matkustanut	пройти	matkustaa	V;PFV;IND;PL;PST;FIN	V;NOM;SG;V.PTCP;ACT
належали	kuulunut	належати	kuulua	V;IPFV;IND;PL;PST;FIN	V;NOM;SG;V.PTCP;ACT
належали	kuului	належати	kuulua	V;IPFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN;ACT
виявлення	havaitse	виявлення	havaita	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
виявлення	havaita	виявлення	havaita	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
завершив	täydentää	завершити	täydentää	V;PFV;MASC;IND;SG;PST;FIN	V;IND;SG;3;PRS;FIN;ACT
завершив	täydennetään	завершити	täydentää	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PRS;FIN;PASS
одяг	vaatteet	одяг	vaate	N;INAN;NOM;MASC;SG	N;NOM;PL
одяг	vaatteita	одяг	vaate	N;INAN;NOM;MASC;SG	N;PRT;PL
одяг	vaatteet	одяг	vaate	N;INAN;NOM;MASC;SG	N;NOM;PL
одяг	vaatteita	одяг	vaate	N;INAN;NOM;MASC;SG	N;PRT;PL
зверху	huippu	зверху	huippu	ADV	N;NOM;SG
зверху	top	зверху	top	ADV	PROPN;NOM;SG
зверху	huippua	зверху	huippu	ADV	N;PRT;SG
зверху	ylä	зверху	ylä	ADV	N;NOM;SG
зверху	suosituimmat	зверху	suosittu	ADV	ADJ;NOM;RL;PL
співробітник	kollegan	співробітник	kollega	N;ANIM;NOM;MASC;SG	N;GEN;SG
співробітник	kollegansa	співробітник	kollega	N;ANIM;NOM;MASC;SG	N;GEN;SG
акції	osakkeita	акція	osake	N;INAN;NOM;FEM;PL	N;PRT;PL
харчування	ruokaa	харчування	ruoka	N;INAN;NOM;NEUT;SG	N;PRT;SG
харчування	elintarvikkeet	харчування	elin#tarvike	N;INAN;NOM;NEUT;SG	N;NOM;PL
харчування	aterioita	харчування	ateria	N;INAN;NOM;NEUT;SG	N;PRT;PL
харчування	ateriat	харчування	ateria	N;INAN;NOM;NEUT;SG	N;NOM;PL
займають	miehittää	займати	miehittää	V;IPFV;IND;PL;3;PRS;FIN	V;IND;SG;FIN;ACT
персонажі	merkkejä	персонаж	merkki	N;ANIM;NOM;MASC;PL	N;PRT;PL
персонажі	merkkiä	персонаж	merkki	N;ANIM;NOM;MASC;PL	N;PRT;SG
якийсь	osa	якийсь	osa	DET;NOM;MASC;SG	N;NOM;SG
якийсь	joitakin	якийсь	jokin	DET;NOM;MASC;SG	PRO;PRT;PL
якийсь	jotkut	якийсь	joku	DET;NOM;MASC;SG	PRO;NOM;PL
присутні	lahja	присутній	lahja	ADJ;NOM;PL	N;NOM;SG
присутні	paikalla	присутній	paikka	ADJ;NOM;PL	N;AT+ESS
;SG
присутні	läsnä	присутній	läsnä	ADJ;NOM;PL	ADV
присутні	nykyinen	присутній	nykyinen	ADJ;NOM;PL	ADJ;NOM;SG
чорна	beluga	чорний	beluga	ADJ;NOM;FEM;SG	N;NOM;SG
чорна	mustat	чорний	musta	ADJ;NOM;FEM;SG	ADJ;NOM;PL
чорна	black	чорний	black	ADJ;NOM;FEM;SG	
чорна	musta	чорний	musta	ADJ;NOM;FEM;SG	N;NOM;SG
чорна	mustaa	чорний	musta	ADJ;NOM;FEM;SG	ADJ;PRT;SG
розроблений	kehittynyt	розроблений	kehittyä	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
розроблений	kehitetty	розроблений	kehittää	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
розроблений	kehittyneet	розроблений	kehittyä	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;PL;V.PTCP;ACT
розроблений	kehitettiin	розроблений	kehittää	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
знайдені	löydetty	знайдений	löytää	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
знайдені	löytynyt	знайдений	löytyä	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
знайдені	löydettiin	знайдений	löytää	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IND;PST;FIN;PASS
знайдені	löysi	знайдений	löytää	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
знайдені	löyty	знайдений	löytyä	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
знайдені	löytyi	знайдений	löytyä	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
написано	kirjalliset	написати	kirjallinen	V;PFV;IND;0;FIN	ADJ;NOM;PL
тривалий	asteittain	тривалий	asteittain	ADJ;NOM;MASC;SG	ADV
додати	lisää	додати	lisää	V;PFV;NFIN	ADV
додати	add	додати	add	V;PFV;NFIN	N;NOM;SG
знаю	tiedä	знати	tietää	V;IPFV;IND;SG;1;PRS;FIN	V;IMP;SG;2;FIN;ACT
сергійович	gorbatšov	сергійович	gorbatšov	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
кров	blood	кров	blood	N;INAN;NOM;FEM;SG	
кров	verta	кров	veri	N;INAN;NOM;FEM;SG	N;PRT;SG
відсутності	poissaolo	відсутність	poissaolo	N;INAN;GEN;FEM;SG	N;NOM;SG
відсутності	puuttuminen	відсутність	puuttuminen	N;INAN;GEN;FEM;SG	N;NOM;SG
герцог	duke	герцог	duke	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
січень	tammikuussa	січеня	tammikuu	N;INAN;NOM;NEUT;SG	N;IN+ESS;SG
січень	tammikuun	січеня	tammikuu	N;INAN;NOM;NEUT;SG	N;GEN;SG
січень	tammikuuta	січеня	tammikuu	N;INAN;NOM;NEUT;SG	N;PRT;SG
хоче	haluu	хотіти	haluta	V;IPFV;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
хоче	haluaa	хотіти	haluta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;0;PRS;FIN;ACT
ссавці	nisäkäs	ссавець	nisäkäs	N;ANIM;NOM;MASC;PL	N;NOM;SG
американські	amerikkalainen	американський	amerikkalainen	ADJ;NOM;PL	ADJ;NOM;SG
американські	amerikan	американський	amerikka	ADJ;NOM;PL	N;GEN;SG
американські	amerikkalaiset	американський	amerikkalainen	ADJ;NOM;PL	N;NOM;PL
американські	american	американський	america	ADJ;NOM;PL	
американські	roller	американський	roller	ADJ;NOM;PL	N;NOM;SG
послуги	palvelujen	послуга	palvelu	N;INAN;NOM;FEM;PL	N;GEN;PL
послуги	palveluja	послуга	palvelu	N;INAN;NOM;FEM;PL	N;PRT;PL
інструментів	instrumentit	інструмент	instrumentti	N;INAN;GEN;MASC;PL	N;NOM;PL
інструментів	välineitä	інструмент	väline	N;INAN;GEN;MASC;PL	N;PRT;PL
інструментів	välineet	інструмент	väline	N;INAN;GEN;MASC;PL	N;NOM;PL
клітини	selli	клітина	selli	N;INAN;NOM;FEM;PL	N;NOM;SG
клітини	solu	клітина	solu	N;INAN;NOM;FEM;PL	N;NOM;SG
клітини	solun	клітина	solu	N;INAN;NOM;FEM;PL	N;GEN;SG
тексти	tekstejä	текст	teksti	N;INAN;NOM;MASC;PL	N;PRT;PL
кандидатів	hakijat	кандидат	hakija	N;ANIM;ACC;MASC;PL	N;NOM;PL
кандидатів	ehdokkaat	кандидат	ehdokas	N;ANIM;ACC;MASC;PL	N;NOM;PL
кандидатів	ehdokkaiden	кандидат	ehdokas	N;ANIM;ACC;MASC;PL	N;GEN;PL
кандидатів	ehdokkaita	кандидат	ehdokas	N;ANIM;ACC;MASC;PL	N;PRT;PL
двір	kotitaloudet	двір	koti#talous	N;INAN;NOM;MASC;SG	N;NOM;PL
двір	kotitalouden	двір	koti#talous	N;INAN;NOM;MASC;SG	N;GEN;SG
двір	kotitalouksien	двір	koti#talous	N;INAN;NOM;MASC;SG	N;GEN;PL
середовище	ympäristön	середовище	ympäristö	N;INAN;NOM;NEUT;SG	N;GEN;SG
технологія	teknologian	технологія	teknologia	N;INAN;NOM;FEM;SG	N;GEN;SG
планування	suunnittelua	планування	suunnittelu	N;INAN;NOM;NEUT;SG	N;PRT;SG
планування	aikataulujen	планування	aika#taulu	N;INAN;NOM;NEUT;SG	N;GEN;PL
планування	aikataulut	планування	aika#taulu	N;INAN;NOM;NEUT;SG	N;NOM;PL
формат	muodossa	формат	muoto	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
папа	paavin	пап	paavi	N;ANIM;NOM;MASC;SG	N;GEN;SG
папа	pope	пап	pope	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
вмс	laivaston	вмс	laivasto		N;GEN;SG
вмс	laivastoon	вмс	laivasto		N;IN+ALL;SG
вмс	laivasto	вмс	laivasto		N;NOM;SG
вмс	merijalkaväki	вмс	meri#jalka#väki		N;NOM;SG
захищав	puolustaa	захищати	puolustaa	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;SG;PRS;FIN;ACT
захищав	puolustaminen	захищати	puolustaminen	V;IPFV;MASC;IND;SG;PST;FIN	N;NOM;SG
річард	richardin	річард	richardi	PROPN;ANIM;NOM;MASC;SG	N;GEN;SG
річард	richard	річард	richard	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
річард	rikhard	річард	rikhard	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
фрідріх	friedrich	фрідрий	friedrich	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
селищі	kyläläiset	селище	kyläläinen	N;INAN;DAT;NEUT;SG	N;NOM;PL
майстрів	meister	майстр	meister	N;ANIM;ACC;MASC;PL	N;NOM;SG
опору	vastarinnan	опорий	vasta#rinta	N;INAN;NOM;MASC;SG	N;GEN;SG
опору	vastarintaa	опорий	vastarinta	N;INAN;NOM;MASC;SG	N;PRT;SG
ілля	ilia	ілля	ili	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
польська	puola	польський	puola	ADJ;NOM;FEM;SG	PROPN;NOM;SG
польська	puolalaiset	польський	puolalainen	ADJ;NOM;FEM;SG	N;NOM;PL
польська	puolan	польський	puola	ADJ;NOM;FEM;SG	N;GEN;SG
польська	polska	польський	polska	ADJ;NOM;FEM;SG	N;NOM;SG
півострова	balkanin	півострів	balkan	N;INAN;NOM;MASC;SG	N;GEN;SG
шлюб	avioliiton	шлюб	avio#liitto	N;INAN;NOM;MASC;SG	N;GEN;SG
грудень	joulukuussa	грудень	joulukuu	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
грудень	joulukuuta	грудень	joulukuu	N;INAN;NOM;MASC;SG	N;PRT;SG
моделей	malleja	модель	malli	N;INAN;GEN;FEM;PL	N;PRT;PL
моделей	mallit	модель	malli	N;INAN;GEN;FEM;PL	N;NOM;PL
частка	hiukkasten	частка	hiukkanen	N;INAN;NOM;FEM;SG	N;GEN;PL
частка	kutistuu	частка	kutistua	N;INAN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
царства	beninin	царство	benin	N;INAN;NOM;NEUT;SG	N;GEN;SG
царства	benin	царство	benin	N;INAN;NOM;NEUT;SG	V;IND;SG;1;PRS;FIN;ACT
автоматично	automaattinen	автоматично	automaattinen	ADV	ADJ;NOM;SG
автоматично	auto	автоматично	auto	ADV	N;NOM;SG
колекції	kokoelma	колекція	kokoelma	N;INAN;NOM;FEM;PL	N;NOM;SG
колекції	kokoelman	колекція	kokoelma	N;INAN;NOM;FEM;PL	N;GEN;SG
колекції	keräys	колекція	keräys	N;INAN;NOM;FEM;PL	N;NOM;SG
колекції	kerääminen	колекція	kerääminen	N;INAN;NOM;FEM;PL	N;NOM;SG
колекції	keruu	колекція	keruu	N;INAN;NOM;FEM;PL	N;NOM;SG
прийнятий	hyväksytty	прийнятий	hyväksyä	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
прийнятий	hyväksyttiin	прийнятий	hyväksyä	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
прийнятий	hyväksytyt	прийнятий	hyväksyä	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
прийнятий	hyväksytään	прийнятий	hyväksyä	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;IND;PRS;FIN;PASS
проводяться	kantoi	проводитися	kantaa	V;IPFV;IND;PL;3;PRS;FIN	V;IND;SG;3;PST;FIN;ACT
підтримує	tukevat	підтримувати	tukea	V;IPFV;IND;SG;3;PRS;FIN	V;PL;V.PTCP;ACT
березень	marssi	березень	marssia	N;INAN;NOM;MASC;SG	V;IND;SG;3;PST;FIN;ACT
березень	maaliskuuta	березень	maaliskuu	N;INAN;NOM;MASC;SG	N;PRT;SG
березень	marssia	березень	marssi	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
обличчя	naamat	обличчя	naama	N;INAN;NOM;NEUT;SG	N;NOM;PL
обличчя	ilmeet	обличчя	ilme	N;INAN;NOM;NEUT;SG	N;NOM;PL
обличчя	kasvoja	обличчя	kasvot	N;INAN;NOM;NEUT;SG	N;PRT;PL
обличчя	kasvot	обличчя	kasvot	N;INAN;NOM;NEUT;SG	N;NOM;PL
обличчя	kasvot	обличчя	kasvot	N;INAN;NOM;NEUT;SG	N;NOM;PL
обличчя	naamaa	обличчя	naama	N;INAN;NOM;NEUT;SG	N;PRT;SG
обличчя	face	обличчя	face	N;INAN;NOM;NEUT;SG	
річний	vuosittain	річний	vuosittain	ADJ;NOM;MASC;SG	ADV
річний	vuosittaiset	річний	vuosittainen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
сторіччя	vuosisatojen	сторіччя	vuosi#sata	N;INAN;NOM;NEUT;SG	N;GEN;PL
сторіччя	vuosisatoja	сторіччя	vuosi#sata	N;INAN;NOM;NEUT;SG	N;PRT;PL
зразок	näytettä	зразок	näyte	N;INAN;NOM;MASC;SG	N;PRT;SG
зразок	näytteen	зразок	näyte	N;INAN;NOM;MASC;SG	N;GEN;SG
зразок	yksilöä	зразок	yksilö	N;INAN;NOM;MASC;SG	N;PRT;SG
зразок	tykkää	зразок	tykätä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
зразок	kuten	зразок	kuten	N;INAN;NOM;MASC;SG	CONJ
зразок	kuin	зразок	kuin	N;INAN;NOM;MASC;SG	CONJ
концерт	konserttiin	концерт	konsertti	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
концерт	konserttia	концерт	konsertti	N;INAN;NOM;MASC;SG	N;PRT;SG
концерт	konsertissa	концерт	konsertti	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
вирішили	ratkaistu	вирішити	ratkaista	V;PFV;IND;PL;PST;FIN	V;NOM;SG;V.PTCP;PASS
вирішили	ratkaisi	вирішити	ratkaista	V;PFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN;ACT
вирішили	päättänyt	вирішити	päättää	V;PFV;IND;PL;PST;FIN	V;NOM;SG;V.PTCP;ACT
вирішили	päätetty	вирішити	päättää	V;PFV;IND;PL;PST;FIN	V;NOM;SG;V.PTCP;PASS
вирішили	päätti	вирішити	päättää	V;PFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN;ACT
зазнав	kärsineet	зазнати	kärsiä	V;PFV;MASC;IND;SG;PST;FIN	V;NOM;PL;V.PTCP;ACT
золото	kultaa	золото	kulta	N;INAN;NOM;NEUT;SG	N;PRT;SG
золото	kullan	золото	kulta	N;INAN;NOM;NEUT;SG	N;GEN;SG
встановлений	asennettu	встановлений	asentaa	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
встановлений	asennetut	встановлений	asentaa	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
встановлений	asennettuna	встановлений	asentaa	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;FRML;SG;V.PTCP;PASS
шляхи	reittejä	шлях	reitti	N;INAN;NOM;MASC;PL	N;PRT;PL
шляхи	polkuja	шлях	polku	N;INAN;NOM;MASC;PL	N;PRT;PL
шляхи	tapoja	шлях	tapa	N;INAN;NOM;MASC;PL	N;PRT;PL
шляхи	keinoja	шлях	keino	N;INAN;NOM;MASC;PL	N;PRT;PL
липень	heinäkuussa	липень	heinäkuu	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
липень	heinäkuun	липень	heinäkuu	N;INAN;NOM;MASC;SG	N;GEN;SG
липень	heinäkuuta	липень	heinäkuu	N;INAN;NOM;MASC;SG	N;PRT;SG
берега	shore	берег	shore	N;INAN;GEN;MASC;SG	
берега	rantaan	берег	ranta	N;INAN;GEN;MASC;SG	N;IN+ALL;SG
берега	ranta	берег	ranta	N;INAN;GEN;MASC;SG	N;NOM;SG
десь	jossain	десь	jokin	ADV	PRO;IN+ESS;SG
десь	jossakin	десь	jokin	ADV	PRO;IN+ESS;SG
співробітників	työntekijöitä	співробітник	työ#tekijä	N;ANIM;ACC;MASC;PL	N;PRT;PL
співробітників	työntekijöiden	співробітник	työ#tekijä	N;ANIM;ACC;MASC;PL	N;GEN;PL
співробітників	työntekijät	співробітник	työn#tekijä	N;ANIM;ACC;MASC;PL	N;NOM;PL
росте	kasvavat	рости	kasvaa	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
сербії	serbiassa	сербія	serbia	PROPN;INAN;GEN;FEM;SG	N;IN+ESS;SG
сербії	serbia	сербія	serbi	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;SG
сербії	serbian	сербія	serbia	PROPN;INAN;GEN;FEM;SG	N;GEN;SG
аргентини	argentiina	аргентина	argentiina	PROPN;INAN;NOM;FEM;SG	N;IN+ALL;SG
аргентини	argentiinan	аргентина	argentiina	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
аргентини	argentiina	аргентина	argentiina	PROPN;INAN;NOM;FEM;SG	N;IN+ALL;SG
аргентини	argentiinan	аргентина	argentiina	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
користувачі	käyttäjien	користувач	käyttäjä	N;ANIM;NOM;MASC;PL	N;GEN;PL
користувачі	käyttäjiä	користувач	käyttäjä	N;ANIM;NOM;MASC;PL	N;PRT;PL
прямо	hetero	прямо	hetero	ADV	N;NOM;SG
прямо	suorat	прямо	suora	ADV	ADJ;NOM;PL
прямо	suora	прямо	suora	ADV	ADJ;NOM;SG
храми	kirkkoja	храм	kirkko	N;INAN;NOM;MASC;PL	N;PRT;PL
храми	kirkkojen	храм	kirkka	N;INAN;NOM;MASC;PL	N;GEN;PL
храми	temppeleitä	храм	temppeli	N;INAN;NOM;MASC;PL	N;PRT;PL
марки	postimerkkejä	марка	posti#merkki	N;INAN;NOM;FEM;PL	N;PRT;PL
литви	liettuan	литва	liettu	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
литви	liettua	литва	liettua	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
зустріч	kohtaamista	зустріч	kohdaaminen	N;INAN;NOM;FEM;SG	N;PRT;SG
жити	live	жити	live	V;IPFV;NFIN	N;NOM;SG
жити	livenä	жити	livi	V;IPFV;NFIN	N;FRML;SG
покарання	rangaistuksen	покарання	rangaistus	N;INAN;NOM;NEUT;SG	N;GEN;SG
покарання	rangaistusta	покарання	rangaistus	N;INAN;NOM;NEUT;SG	N;PRT;SG
занадто	too	занадто	too	ADV	
звичайний	plain	звичайний	plain	ADJ;NOM;MASC;SG	INTJ
звичайний	säännöllisesti	звичайний	säännöllisesti	ADJ;NOM;MASC;SG	ADV
звичайний	säännölliset	звичайний	säännöllinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
звичайний	normaalia	звичайний	normaali	ADJ;NOM;MASC;SG	ADJ;PRT;SG
бачу	nää	бачити	tämä	V;IPFV;IND;SG;1;PRS;FIN	PRO;NOM;PL
бачу	katso	бачити	katsoa	V;IPFV;IND;SG;1;PRS;FIN	V;IMP;SG;2;FIN;ACT
попередник	edeltäjänsä	попередник	edeltäjä	N;ANIM;NOM;MASC;SG	N;GEN;SG
продукти	tuotteita	продукт	tuote	N;INAN;NOM;MASC;PL	N;PRT;PL
продукти	tuotteiden	продукт	tuote	N;INAN;NOM;MASC;PL	N;GEN;PL
ріки	jokia	ріка	joki	N;INAN;NOM;FEM;PL	N;PRT;PL
ріки	jokien	ріка	joki	N;INAN;NOM;FEM;PL	N;GEN;PL
ріки	rivers	ріка	rivers	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
племен	heimot	племено	heimo	N;INAN;GEN;FEM;PL	N;NOM;PL
дослідник	tutkijan	дослідник	tutkija	N;ANIM;NOM;MASC;SG	N;GEN;SG
