right	prawo	righta	prawo		N;NOM;NEUT;SG
eric	eryk	eric	eryk	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
eric	eric	eric	eric	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
dekle	dziewczynę	dekle	dziewczyna	N;NOM;NEUT;SG	N;ACC;FEM;SG
dekle	dziewczyny	dekle	dziewczyna	N;NOM;NEUT;SG	N;NOM;FEM;PL
dekle	dziewczyno	dekle	dziewczyna	N;NOM;NEUT;SG	V;IPFV;IMP;SG;2;FIN;ACT
popolno	idealnie	popoln	idealnie	ADJ;NOM;NEUT;SG	ADV
manuel	manuel	manuel	manuel	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
das	das	das	das		
yorku	jorku	york	jorek	N;DAT;MASC;SG	N;GEN;MASC;SG
yorku	jork	york	jork	N;DAT;MASC;SG	N;NOM;MASC;SG
yorku	york	york	york	N;DAT;MASC;SG	
primerno	odpowiednie	primeren	odpowiedni	ADJ;NOM;NEUT;SG	V;PFV;IND;SG;FIN;ACT
primerno	odpowiednie	primeren	odpowiedni	ADJ;NOM;NEUT;SG	V;PFV;IND;SG;FIN;ACT
zaliv	zatoce	zaliv	zatoc	N;NOM;MASC;SG	
zaliv	zatoki	zaliv	zatok	N;NOM;MASC;SG	
zaliv	bay	zaliv	bać	N;NOM;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
značilnost	charakterystyczne	značilnost	charakterystyczny	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
mama	mamo	mama	mama	N;NOM;FEM;SG	
stvar	rzecz	stvar	rzecz	N;NOM;FEM;SG	
enačbe	równanie	enačba	równać	N;NOM;FEM;PL	N;NOM;NEUT;SG
enačbe	równania	enačba	równać	N;NOM;FEM;PL	N;NOM;NEUT;SG
polkovnik	pułkowniku	polkovnik	pułkownik	N;NOM;MASC;SG	N;VOC;MASC;SG
vere	wierze	vera	wierzyć	N;NOM;FEM;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
vere	faith	vera	faith	N;NOM;FEM;PL	
vere	wiara	vera	wiara	N;NOM;FEM;PL	N;NOM;FEM;SG
vere	wiary	vera	wiara	N;NOM;FEM;PL	N;GEN;FEM;SG
vere	wiarę	vera	wiara	N;NOM;FEM;PL	N;ACC;FEM;SG
vere	religii	vera	religia	N;NOM;FEM;PL	N;GEN;FEM;SG
vere	wyznanie	vera	wyznanie	N;NOM;FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
vere	religia	vera	religia	N;NOM;FEM;PL	N;NOM;FEM;SG
gorski	mountain	gorski	mountain	ADJ;NOM;MASC;SG	
gorski	góra	gorski	góra	ADJ;NOM;MASC;SG	
gorski	góry	gorski	góra	ADJ;NOM;MASC;SG	N;NOM;FEM;PL
solo	solo	solo	solo	N;NOM;MASC;SG	
solo	solówki	solo	solówka	N;NOM;MASC;SG	N;NOM;FEM;PL
peti	piątej	peti	piąty	ADJ;NOM;MASC;SG	ADJ;GEN;FEM;SG
peti	piąte	peti	piąty	ADJ;NOM;MASC;SG	
peti	piąta	peti	piąty	ADJ;NOM;MASC;SG	
zagotavlja	zapewni	zagotavljati	zapewnić	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
znanstvene	naukowy	znanstven	naukowy	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
znanstvene	naukowa	znanstven	naukowy	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
znanstvene	naukowe	znanstven	naukowy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
stanko	stanko	stanka	stanko	PROPN;NOM;MASC;SG	
takšne	taki	takšen	taki	DET;NOM;FEM;PL	DET;NOM;MASC;SG
takšne	takie	takšen	taki	DET;NOM;FEM;PL	DET;NOM;MASC;SG
posameznik	indywidualny	posameznik	indywidualny	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
posameznik	indywidualne	posameznik	indywidualny	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
posameznik	poszczególnych	posameznik	poszczególny	N;NOM;MASC;SG	ADJ;GEN;MASC;PL
posameznik	indywidualnie	posameznik	indywidualnie	N;NOM;MASC;SG	ADV
serijo	serie	serija	serie	N;ACC;FEM;SG	
serijo	series	serija	series	N;ACC;FEM;SG	
serijo	seria	serija	seria	N;ACC;FEM;SG	N;NOM;FEM;SG
serijo	serii	serija	seria	N;ACC;FEM;SG	
zvezni	federalnej	zvezen	federalny	ADJ;NOM;MASC;SG	ADJ;GEN;FEM;SG
slavko	slavko	slavko	slavko	N;NOM;MASC;SG	
alenka	alenka	alenka	alenka	N;NOM;FEM;SG	
true	prawdziwe	true	prawdziwy	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
true	true	true	true	N;NOM;MASC;SG	
barbara	barbary	barbara	barbara	N;NOM;FEM;SG	
barbara	barbara	barbara	barbar	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
barbara	barbaro	barbara	barbaro	N;NOM;FEM;SG	
jackson	jackson	jackson	jackson	N;NOM;MASC;SG	
stephen	stephen	stephen	stephen	PROPN;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
stephen	stefan	stephen	stefan	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
stephen	stephena	stephen	stephen	PROPN;NOM;MASC;SG	N;ACC;MASC;SG
green	greene	green	greć		
green	zieleń	green	zieleń		
green	zielony	green	zielony		
green	zielono	green	zielono		
green	zielona	green	zielony		
green	zielone	green	zielony		
maks	max	maks	max	PROPN;NOM;MASC;SG	
maks	maks	maks	maks	PROPN;NOM;MASC;SG	
cerkva	kościoły	cerkva	kościół	N;GEN;FEM;SG	N;NOM;MASC;PL
nižje	niżej	nizek	nisko	ADJ;NOM;CMPR;NEUT;SG	ADV;CMPR
nižje	lower	nizek	lower	ADJ;NOM;CMPR;NEUT;SG	N;NOM;MASC;SG
nižje	dolna	nizek	dolny	ADJ;NOM;CMPR;NEUT;SG	
mesti	miasta	mesto	miasto	N;NOM;NEUT;PL	N;GEN;NEUT;SG
reakcija	reakcji	reakcija	reakcja	N;NOM;FEM;SG	N;GEN;FEM;SG
reakcija	reakcje	reakcija	reakcja	N;NOM;FEM;SG	N;NOM;FEM;PL
tradicionalno	tradycyjne	tradicionalno	tradycyjny	ADV	ADJ;NOM;NEUT;SG
tradicionalno	tradycyjna	tradicionalno	tradycyjny	ADV	ADJ;NOM;FEM;SG
tradicionalno	tradycja	tradicionalno	tradycja	ADV	N;NOM;FEM;SG
tradicionalno	tradycyjny	tradicionalno	tradycyjny	ADV	ADJ;NOM;MASC;SG
tradicionalno	tradycyjnych	tradicionalno	tradycyjny	ADV	ADJ;GEN;MASC;PL
škotski	szkocja	škotski	szkocja	ADJ;NOM;DEF;MASC;SG	
škotski	szkocji	škotski	szkocja	ADJ;NOM;DEF;MASC;SG	PROPN;GEN;FEM;SG
škotski	szkocka	škotski	szkocki	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG
škotski	szkocki	škotski	szkocki	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
številke	figury	številka	figura	N;NOM;FEM;PL	N;ACC;FEM;PL
številke	liczby	številka	liczba	N;NOM;FEM;PL	N;ACC;FEM;SG
številke	cyfry	številka	cyfra	N;NOM;FEM;PL	
številke	liczby	številka	liczba	N;NOM;FEM;PL	N;ACC;FEM;SG
rojstva	narodziny	rojstvo	narodziny	N;NOM;NEUT;PL	N;NOM;NEUT;SG
rojstva	urodzenia	rojstvo	urodzić	N;NOM;NEUT;PL	N;NOM;NEUT;SG
rojstva	poród	rojstvo	poród	N;NOM;NEUT;PL	N;NOM;MASC;SG
rojstva	narodziny	rojstvo	narodziny	N;NOM;NEUT;PL	N;NOM;NEUT;SG
hart	hart	harta	hart	N;NOM;MASC;SG	
lokalni	lokalnych	lokalen	lokalny	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
mit	mity	mit	mit	N;NOM;MASC;SG	N;NOM;MASC;PL
slovar	słownika	slovar	słownik	N;NOM;MASC;SG	N;GEN;MASC;SG
andré	andré	andré	andra	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
andré	andre	andré	andra	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
občutek	czucie	občutek	czucie	N;NOM;MASC;SG	
imenovani	mianowany	imenovan	mianować	ADJ;NOM;MASC;PL;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
imenovani	wyznaczony	imenovan	wyznaczyć	ADJ;NOM;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
imenovani	wyznaczona	imenovan	wyznaczyć	ADJ;NOM;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
glave	nagłówki	glava	nagłówka	N;GEN;FEM;SG	N;NOM;FEM;PL
glave	reszka	glava	reszka	N;GEN;FEM;SG	N;NOM;MASC;SG
glave	głowy	glava	głowa	N;GEN;FEM;SG	N;ACC;FEM;SG
glave	glowy	glava	glowa	N;GEN;FEM;SG	V;IPFV;IND;SG;FIN;ACT
glave	głowice	glava	głowica	N;GEN;FEM;SG	N;NOM;FEM;PL
glave	orzeł	glava	orzeł	N;GEN;FEM;SG	N;NOM;MASC;SG
belgija	belgii	belgija	belgia	N;NOM;FEM;SG	
belgija	belgia	belgija	belgia	N;NOM;FEM;SG	
priznanja	spowiedzi	priznanje	spowiedź	N;NOM;NEUT;PL	N;GEN;FEM;SG
priznanja	spowiedź	priznanje	spowiedź	N;NOM;NEUT;PL	
priznanja	wyznanie	priznanje	wyznanie	N;NOM;NEUT;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
priznanja	wyznania	priznanje	wyznanie	N;NOM;NEUT;PL	N;NOM;NEUT;SG
sodelavci	współpracowników	sodelavec	współpracownik	N;NOM;MASC;PL	N;ACC;MASC;PL
sodelavci	współpracowników	sodelavec	współpracownik	N;NOM;MASC;PL	N;ACC;MASC;PL
polno	pełna	polno	pełny	ADV	ADJ;NOM;FEM;SG
polno	full	polno	full	ADV	
polno	pełen	polno	pełen	ADV	N;NOM;MASC;SG
polno	pełne	polno	pełny	ADV	
polno	pełny	polno	pełny	ADV	ADJ;NOM;MASC;SG
iihf	iihf	iihf	iihf	PROPN;NOM;FEM;SG	
uspešen	udanych	uspešen	udać	ADJ;NOM;INDF;MASC;SG	ADJ;GEN;MASC;PL
uspešen	udany	uspešen	udany	ADJ;NOM;INDF;MASC;SG	
pohod	wędrówkę	pohod	wędrówka	N;NOM;MASC;SG	N;ACC;FEM;SG
pohod	quest	pohod	quest	N;NOM;MASC;SG	
pohod	marzec	pohod	marzec	N;NOM;MASC;SG	
pohod	marca	pohod	marza	N;NOM;MASC;SG	
space	przestrzeni	space	przestrzeń	N;NOM;MASC;SG	N;GEN;FEM;SG
space	kosmos	space	kosmos	N;NOM;MASC;SG	
margaret	margaret	margaret	margaret	N;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
margaret	małgorzata	margaret	małgorzata	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
potovanje	podróży	potovanje	podróż	N;NOM;NEUT;SG	N;GEN;FEM;SG
potovanje	podróże	potovanje	podróż	N;NOM;NEUT;SG	N;ACC;FEM;PL
potovanje	podróże	potovanje	podróż	N;NOM;NEUT;SG	N;ACC;FEM;PL
potovanje	podróży	potovanje	podróż	N;NOM;NEUT;SG	N;GEN;FEM;SG
potovanje	trip	potovanje	trip	N;NOM;NEUT;SG	
potovanje	podróży	potovanje	podróż	N;NOM;NEUT;SG	N;GEN;FEM;SG
potovanje	podróże	potovanje	podróż	N;NOM;NEUT;SG	N;ACC;FEM;PL
najboljša	najlepsza	dober	dobry	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;FEM;SG
najboljša	najlepszy	dober	dobry	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;MASC;SG
najboljša	najlepiej	dober	dobrze	ADJ;NOM;RL;FEM;SG	ADV;RL
najboljša	best	dober	best	ADJ;NOM;RL;FEM;SG	
najboljša	najlepsze	dober	dobry	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
napake	pomyłki	napaka	pomyłka	N;NOM;FEM;PL	
napake	błędów	napaka	błąd	N;NOM;FEM;PL	N;GEN;MASC;PL
napake	błędów	napaka	błąd	N;NOM;FEM;PL	N;GEN;MASC;PL
napake	usterki	napaka	usterka	N;NOM;FEM;PL	N;ACC;FEM;PL
napake	wad	napaka	wada	N;NOM;FEM;PL	
napake	wady	napaka	wada	N;NOM;FEM;PL	V;IPFV;IND;SG;FIN;ACT
hvala	dzieki	hvala	dziek	N;NOM;FEM;SG	
hvala	dziękujemy	hvala	dziękować	N;NOM;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
hvala	dzięki	hvala	dzięki	N;NOM;FEM;SG	ADP
moja	mine	moj	miny	DET;NOM;FEM;SG;1	
moja	kopalnia	moj	kopalniać	DET;NOM;FEM;SG;1	N;NOM;FEM;SG
moja	moja	moj	mój	DET;NOM;FEM;SG;1	DET;NOM;FEM;SG;1
moja	moje	moj	mój	DET;NOM;FEM;SG;1	DET;NOM;NEUT;SG;1
kurt	kurt	kurt	kurt	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
kurt	kurta	kurt	kurta	PROPN;NOM;MASC;SG	
princesa	księżniczki	princes	księżniczka	N;NOM;FEM;SG	N;GEN;FEM;SG
princesa	królewna	princes	królewny	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
napada	atakują	napad	atakować	N;NOM;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
napada	atakuje	napad	atakować	N;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
najde	znajdzie	najti	znaleźć	V;PFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
najde	znajduje	najti	znajdować	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
wiki	wiki	wika	wik	N;NOM;MASC;SG	
sodelovali	uczestniczyło	sodelovati	uczestniczyć	V;IPFV;MASC;PL;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
sodelovali	uczestniczył	sodelovati	uczestniczyć	V;IPFV;MASC;PL;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
sodelovali	udział	sodelovati	udział	V;IPFV;MASC;PL;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
sodelovali	uczestniczyła	sodelovati	uczestniczyć	V;IPFV;MASC;PL;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
branje	czytaj	branje	czytać	N;NOM;NEUT;SG	V;IPFV;IMP;SG;2;FIN;ACT
branje	czytać	branje	czytać	N;NOM;NEUT;SG	V;IPFV;NFIN;ACT
branje	przeczytaj	branje	przeczytać	N;NOM;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
branje	czytania	branje	czytać	N;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
branje	czytam	branje	czytać	N;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
milano	milan	milan	milan	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
milano	mediolan	milan	mediolan	PROPN;NOM;MASC;SG	N;NOM;NEUT;SG
milano	milano	milan	milano	PROPN;NOM;MASC;SG	V;IPFV;IND;PRS;FIN;ACT
château	château	chrtet	châtea	N;DAT;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
varnosti	bezpieczeństwa	varnost	bezpieczeństwo	N;GEN;FEM;SG	N;NOM;NEUT;SG
varnosti	bezpieczeństwo	varnost	bezpieczeństwo	N;GEN;FEM;SG	N;NOM;NEUT;SG
izkušnje	doświadczenia	izkušnja	doświadczenie	N;NOM;FEM;PL	N;NOM;NEUT;SG
izkušnje	przeżycia	izkušnja	przeżycie	N;NOM;FEM;PL	N;NOM;NEUT;SG
izkušnje	doświadczeń	izkušnja	doświadczenie	N;NOM;FEM;PL	N;GEN;NEUT;PL
izkušnje	doświadczenia	izkušnja	doświadczenie	N;NOM;FEM;PL	N;NOM;NEUT;SG
izkušnje	doświadczenie	izkušnja	doświadczenie	N;NOM;FEM;PL	N;NOM;NEUT;SG
najvišje	najwyższa	visok	wysoki	ADJ;NOM;RL;NEUT;SG	ADJ;NOM;CMPR;FEM;SG
najvišje	najwyższy	visok	wysoki	ADJ;NOM;RL;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
najvišje	najwyższe	visok	wysoki	ADJ;NOM;RL;NEUT;SG	ADJ;NOM;CMPR;NEUT;SG
strokovno	zawodowe	strokovno	zawodowy	ADV	ADJ;NOM;NEUT;SG
strokovno	zawodowych	strokovno	zawodowy	ADV	ADJ;GEN;MASC;PL
strokovno	profesjonalne	strokovno	profesjonalny	ADV	ADJ;NOM;NEUT;SG
strokovno	profesjonalna	strokovno	profesjonalny	ADV	ADJ;NOM;FEM;SG
strokovno	profesjonalny	strokovno	profesjonalny	ADV	ADJ;NOM;MASC;SG
račun	rachunek	račun	rachunek	N;NOM;MASC;SG	N;ACC;MASC;SG
račun	konta	račun	konta	N;NOM;MASC;SG	N;GEN;MASC;SG
račun	karcie	račun	karta	N;NOM;MASC;SG	
račun	faktury	račun	faktura	N;NOM;MASC;SG	N;ACC;FEM;PL
račun	fakturę	račun	faktura	N;NOM;MASC;SG	N;ACC;FEM;SG
glasov	głosy	glas	głos	N;GEN;MASC;PL	N;NOM;MASC;PL
glasov	głosowania	glas	głosować	N;GEN;MASC;PL	N;GEN;NEUT;SG
glasov	głosy	glas	głos	N;GEN;MASC;PL	N;NOM;MASC;PL
glasov	voices	glas	voices	N;GEN;MASC;PL	
pomanjkanje	niedoborem	pomanjkanje	niedobor	N;NOM;NEUT;SG	N;INS;MASC;SG
pomanjkanje	brak	pomanjkanje	brak	N;NOM;NEUT;SG	V;IND;PRS;FIN
tema	temat	tema	temat	N;NOM;FEM;SG	N;ACC;MASC;SG
tema	tematu	tema	temat	N;NOM;FEM;SG	N;GEN;MASC;SG
tema	temat	tema	temat	N;NOM;FEM;SG	N;ACC;MASC;SG
tema	motywu	tema	motyw	N;NOM;FEM;SG	N;GEN;MASC;SG
tema	mroku	tema	mrok	N;NOM;FEM;SG	N;GEN;MASC;SG
tema	ciemności	tema	ciemność	N;NOM;FEM;SG	N;GEN;FEM;SG
vodnik	przewodniku	vodnik	przewodnik	N;NOM;MASC;SG	N;DAT;MASC;SG
vodnik	przewodnikiem	vodnik	przewodnik	N;NOM;MASC;SG	N;INS;MASC;SG
vodnik	przewodnika	vodnik	przewodnik	N;NOM;MASC;SG	N;ACC;MASC;SG
ccd	ccd	ccd	ccd	N;NOM;MASC;SG	
zahod	zachodnia	zahod	zachodni	N;NOM;MASC;SG	
zahod	west	zahod	wysta	N;NOM;MASC;SG	
zahod	sunset	zahod	sunset	N;NOM;MASC;SG	
norveški	norweskiego	norveški	norweski	ADJ;NOM;DEF;MASC;SG	ADJ;ACC;MASC;SG
watson	watson	watson	watson	N;NOM;MASC;SG	
kategorijo	kategoria	kategorija	kategoria	N;ACC;FEM;SG	N;NOM;FEM;SG
kategorijo	kategorii	kategorija	kategoria	N;ACC;FEM;SG	N;GEN;FEM;SG
objekt	obiekty	objekt	obiekt	N;NOM;MASC;SG	N;NOM;MASC;PL
objekt	obiektu	objekt	obiekt	N;NOM;MASC;SG	N;GEN;MASC;SG
objekt	placówki	objekt	placówka	N;NOM;MASC;SG	N;NOM;FEM;PL
danska	dania	danska	danie	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
danska	danii	danska	danie	ADJ;NOM;FEM;SG	
barvo	kolor	barva	kolor	N;ACC;FEM;SG	N;NOM;MASC;SG
barvo	kolory	barva	kolor	N;ACC;FEM;SG	N;NOM;MASC;PL
barvo	barwa	barva	barwa	N;ACC;FEM;SG	N;NOM;FEM;SG
barvo	koloru	barva	kolor	N;ACC;FEM;SG	N;GEN;MASC;SG
barvo	farba	barva	farba	N;ACC;FEM;SG	N;NOM;FEM;SG
barvo	farby	barva	farba	N;ACC;FEM;SG	N;ACC;FEM;PL
barvo	kolor	barva	kolor	N;ACC;FEM;SG	N;NOM;MASC;SG
barvo	kolory	barva	kolor	N;ACC;FEM;SG	N;NOM;MASC;PL
barvo	barwa	barva	barwa	N;ACC;FEM;SG	N;NOM;FEM;SG
barvo	kolorowy	barva	kolorowy	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
svetnik	radnego	svetnik	radny	N;NOM;MASC;SG	N;ACC;MASC;SG
svetnik	święty	svetnik	święty	N;NOM;MASC;SG	
svetnik	święta	svetnik	święto	N;NOM;MASC;SG	
svetnik	saint	svetnik	saint	N;NOM;MASC;SG	
premeščen	przeniesiono	premeščen	przenieść	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
simptomi	objawami	simptom	objaw	N;NOM;MASC;PL	N;INS;MASC;PL
marc	marca	marca	marza	N;NOM;MASC;SG	
marc	marc	marca	marc	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
krilo	spódnicę	krilo	spódnica	N;NOM;NEUT;SG	N;ACC;FEM;SG
krilo	spódnicy	krilo	spódnik	N;NOM;NEUT;SG	N;GEN;FEM;SG
krilo	wing	krilo	wing	N;NOM;NEUT;SG	
olja	ola	olje	ola	N;NOM;NEUT;PL	PROPN;NOM;FEM;SG
olja	oleju	olje	olej	N;NOM;NEUT;PL	N;GEN;MASC;SG
olja	olej	olje	olej	N;NOM;NEUT;PL	N;NOM;MASC;SG
olja	oliwa	olje	oliwa	N;NOM;NEUT;PL	
prikaz	demonstracje	prikaz	demonstracja	N;NOM;MASC;SG	N;NOM;FEM;PL
prikaz	demonstracji	prikaz	demonstracja	N;NOM;MASC;SG	N;GEN;FEM;SG
prikaz	wyświetlania	prikaz	wyświetlanie	N;NOM;MASC;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
internet	internetu	internet	internet	N;NOM;MASC;SG	N;GEN;MASC;SG
internet	internecie	internet	internet	N;NOM;MASC;SG	N;ACC;MASC;SG
corporation	corporation	corporation	corporation	N;NOM;MASC;SG	
corporation	korporacji	corporation	korporacja	N;NOM;MASC;SG	N;GEN;FEM;SG
sergej	siergiej	sergej	siergi	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
sergej	siergiej	sergej	siergi	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
učinkovito	skutecznie	učinkovit	skutecznie	ADJ;NOM;NEUT;SG	ADV
učinkovito	efektywnie	učinkovit	efektywnie	ADJ;NOM;NEUT;SG	ADV
mrs	msr	mrs	msr	N;NOM;MASC;SG	
konstantin	konstantin	konstantin	konstantin	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
journal	journal	journati	journal	N;NOM;MASC;SG	
journal	pamiętnik	journati	pamiętnik	N;NOM;MASC;SG	N;ACC;MASC;SG
zgornja	upper	zgornji	upper	ADJ;NOM;FEM;SG	
zgornja	górny	zgornji	górny	ADJ;NOM;FEM;SG	
steve	steve	steva	steve	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
jane	jane	jane	jane	PROPN;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
jane	katarzyna	jane	katarzyno	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
polovico	pół	polovica	pół	N;ACC;FEM;SG	
polovico	połowa	polovica	połowy	N;ACC;FEM;SG	
zgodovinske	historyczne	zgodovinski	historyczny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
zgodovinske	historyczny	zgodovinski	historyczny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
zgodovinske	historyczna	zgodovinski	historyczny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
kranju	kranj	kranj	kranja	N;DAT;MASC;SG	PROPN;NOM;MASC;SG
uredil	uchwyt	urediti	uchwyt	V;PFV;MASC;SG;V.PTCP	N;ACC;MASC;SG
uredil	rączka	urediti	rączka	V;PFV;MASC;SG;V.PTCP	N;NOM;FEM;SG
prednosti	mocne	prednost	mocny	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
prednosti	korzyści	prednost	korzyść	N;NOM;FEM;PL	N;ACC;FEM;SG
prednosti	zalet	prednost	zalet	N;NOM;FEM;PL	
prednosti	przewaga	prednost	przewaga	N;NOM;FEM;PL	N;NOM;FEM;SG
prednosti	korzyść	prednost	korzyść	N;NOM;FEM;PL	N;NOM;FEM;SG
prednosti	przewagę	prednost	przewaga	N;NOM;FEM;PL	N;ACC;FEM;SG
niz	strun	niz	struna	N;NOM;MASC;SG	
leva	lwa	lev	lwa	ADJ;NOM;FEM;SG	N;ACC;MASC;SG
leva	lew	lev	lew	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
leva	lewo	lev	lewo	ADJ;NOM;FEM;SG	
edvard	edvard	edvard	edvard	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
edvard	edwarda	edvard	edwardy	N;NOM;MASC;SG	N;ACC;MASC;SG
edvard	edward	edvard	edward	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
edvard	edwardzie	edvard	edward	N;NOM;MASC;SG	N;VOC;MASC;SG
obstoj	istnienia	obstoj	istnieć	N;NOM;MASC;SG	N;GEN;NEUT;SG
parlament	parlamentowi	parlament	parlament	N;NOM;MASC;SG	N;DAT;MASC;SG
parlament	parlamentu	parlament	parlament	N;NOM;MASC;SG	N;GEN;MASC;SG
logotip	logo	logotip	Lóg	N;NOM;MASC;SG	
dokaz	dowód	dokaz	dowód	N;NOM;MASC;SG	N;ACC;MASC;SG
dokaz	dowody	dokaz	dowód	N;NOM;MASC;SG	N;NOM;MASC;PL
dokaz	dowód	dokaz	dowód	N;NOM;MASC;SG	N;ACC;MASC;SG
dokaz	dowody	dokaz	dowód	N;NOM;MASC;SG	N;NOM;MASC;PL
kraljevo	royal	kraljev	royal	ADJ;NOM;NEUT;SG	
napade	ataki	napad	atak	N;ACC;MASC;SG	N;NOM;MASC;PL
napade	ataków	napad	atak	N;ACC;MASC;SG	N;GEN;MASC;PL
napade	atakuje	napad	atakować	N;ACC;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
oznake	marek	oznak	marek	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
oznake	marks	oznak	marks	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
oznake	etykiety	oznak	etykiet	N;NOM;FEM;PL	N;ACC;MASC;PL
oznake	oznakowania	oznak	oznakowanie	N;NOM;FEM;PL	N;GEN;NEUT;SG
oznake	oznaczenia	oznak	oznaczenie	N;NOM;FEM;PL	N;NOM;NEUT;SG
tesno	ciasne	tesno	ciasny	ADV	ADJ;NOM;NEUT;SG
obseg	skali	obseg	skala	N;NOM;MASC;SG	
obseg	objętości	obseg	objętość	N;NOM;MASC;SG	N;GEN;FEM;SG
obseg	wielkość	obseg	wielkość	N;NOM;MASC;SG	N;ACC;FEM;SG
obseg	pojemność	obseg	pojemność	N;NOM;MASC;SG	N;ACC;FEM;SG
jugoslavijo	jugosławii	jugoslavija	jugosławia	N;ACC;FEM;SG	
andrew	andrzej	andrew	andrzej	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
andrew	andrzeja	andrew	andrzej	PROPN;NOM;MASC;SG	
andrew	andrew	andrew	andrew	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
miran	miran	miran	miran	N;NOM;MASC;SG	
klasični	klasyk	klasičen	klasyk	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
