maurice	maurice	maurizar	maurice	PROPN	
exacta	præcis	exacto	præcis	ADJ;FEM;SG	ADV
exacta	nøjagtigt	exacto	nøjagtigt	ADJ;FEM;SG	ADV
transmitido	fremsendt	transmitido	fremsende	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
transmitido	videresendt	transmitido	videresendt	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
afectado	påvirkede	afectado	påvirke	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
afectado	berørt	afectado	berøre	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
afectado	påvirket	afectado	påvirke	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
afectado	berørte	afectado	berøre	ADJ;MASC;SG;V.PTCP	ADJ;PL
hablado	talt	hablar	tale	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
hablado	snakket	hablar	snakke	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
hablado	talte	hablar	tale	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
hablado	snakket	hablar	snakke	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
hablado	snakkede	hablar	snakke	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
hablado	talte	hablar	tale	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
entierro	begraver	entierro	begrave	N;MASC;SG	V;IND;PRS;FIN;ACT
entierro	begrave	entierro	begrave	N;MASC;SG	V;NFIN;ACT
interesado	interesserede	interesado	interessere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
interesado	interesseret	interesado	interessere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
claves	taster	clave	taste	N;FEM;PL	V;IND;PRS;FIN;ACT
claves	nøglen	clave	nøgle	N;FEM;PL	N;DEF;MASC+FEM;SG
claves	tast	clave	taste	N;FEM;PL	V;IMP
claves	nøgle	clave	nøgen	N;FEM;PL	N;INDF;MASC+FEM;SG
intermedio	pausen	intermedio	pause	ADJ;MASC;SG	N;DEF;MASC+FEM;SG
intermedio	mellemprodukt	intermedio	mellemprodukt	ADJ;MASC;SG	N;INDF;NEUT;SG
intermedio	mellemniveau	intermedio	mellemniveau	ADJ;MASC;SG	N;INDF;NEUT;SG
hermann	hermann	hermann	hermann	N;MASC;SG	
colocado	anbragt	colocado	anbragt	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
colocado	placerede	colocado	placere	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
colocado	placeret	colocado	placere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
colocado	placeret	colocado	placere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
remo	roning	remo	roning		N;INDF;MASC+FEM;SG
remo	åre	remo	åre		N;INDF;MASC+FEM;SG
remo	padle	remo	padle		V;NFIN;ACT
remo	remo	remo	remo		
computadoras	computeren	computador	computer	N;FEM;PL	N;DEF;MASC+FEM;SG
computadoras	computer	computador	compute	N;FEM;PL	N;INDF;MASC+FEM;SG
sacrificio	ofre	sacrificio	offer	N;MASC;SG	N;INDF;NEUT;PL
intenciones	hensigtserklæring	intención	hensigtserklæring	N;FEM;PL	N;INDF;MASC+FEM;SG
intenciones	hensigt	intención	hensigt	N;FEM;PL	N;INDF;MASC+FEM;SG
promesa	lover	promesa	love	N;FEM;SG	V;IND;PRS;FIN;ACT
promesa	løfte	promesa	løfte	N;FEM;SG	V;NFIN;ACT
ejecutados	henrettet	ejecutado	henrette	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
ejecutados	henrettede	ejecutado	henrettet	ADJ;MASC;PL;V.PTCP	V;PST;V.PTCP;ACT
todd	todd	todd	todd	PROPN	N;INDF;MASC+FEM;SG
consultar	forespørgsel	consultar	forespørgsel	V;NFIN	N;INDF;MASC+FEM;SG
consultar	forespørgslen	consultar	forespørgsel	V;NFIN	N;DEF;MASC+FEM;SG
cilindros	cylinder	cilindro	cylinde	N;MASC;PL	N;INDF;MASC+FEM;SG
cilindros	flaske	cilindro	flaske	N;MASC;PL	N;INDF;MASC+FEM;SG
cilindros	cylinderen	cilindro	cylinder	N;MASC;PL	N;DEF;MASC+FEM;SG
walt	walt	walt	walt	PROPN	
belgrado	beograd	belgrado	beograd	N;MASC;SG	
raro	sjældne	raro	sjælden	ADJ;MASC;SG	ADJ;PL
raro	sjældent	raro	sjældent	ADJ;MASC;SG	ADV
raro	særling	raro	særling	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
raro	tosse	raro	tos	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
baterías	batteri	batería	batteri	N;FEM;PL	N;INDF;NEUT;SG
baterías	batteriet	batería	batterium	N;FEM;PL	N;DEF;NEUT;SG
baterías	batteri	batería	batteri	N;FEM;PL	N;INDF;NEUT;SG
aumentando	tiltagende	aumentar	tiltagende	V;V.MSDR	ADJ
conquistar	erobrer	conquistar	erobrer	V;NFIN	N;INDF;MASC+FEM;SG
conquistar	erobrer	conquistar	erobrer	V;NFIN	N;INDF;MASC+FEM;SG
stuart	stuart	stuar	stuart	PROPN	N;INDF;MASC+FEM;SG
fila	row	fila	row	N;FEM;SG	
natalia	natasha	natalia	natasha	N;FEM;SG	
natalia	natalya	natalia	natalya	N;FEM;SG	
toque	rør	toque	røre	N;SG	V;IMP
deseos	ønsker	deseo	ønske	N;MASC;PL	V;IND;PRS;FIN;ACT
deseos	lyster	deseo	lyste	N;MASC;PL	V;IND;PRS;FIN;ACT
deseos	begær	deseo	begær	N;MASC;PL	N;INDF;NEUT;SG
brujas	brugge	bruja	brugge	N;FEM;PL	N;INDF;MASC+FEM;SG
continentales	continental	continental	continental	ADJ;PL	
causado	forårsaget	causado	forårsage	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
causado	forårsagede	causado	forårsage	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
match	matcher	match	matcher	N;MASC;SG	V;IND;PRS;FIN;ACT
match	matche	match	matche	N;MASC;SG	V;NFIN;ACT
incorporado	inkorporeret	incorporado	inkorporere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
incorporado	indbygget	incorporado	indbygge	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
incorporado	indarbejdet	incorporado	indarbejde	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
fiables	pålidelig	fiable	pålidelig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
fiables	troværdig	fiable	troværdig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
fiables	pålideligt	fiable	pålideligt	ADJ;PL	ADJ;INDF;NEUT;SG
fiables	pålidelig	fiable	pålidelig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
enfermo	syge	enfermo	syg	ADJ;MASC;SG	ADJ;PL
enfermo	ill	enfermo	ill	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
enfermo	syge	enfermo	syg	ADJ;MASC;SG	ADJ;PL
polar	polære	polar	polær	N;SG	N;INDF;MASC+FEM;PL
avanzado	avancerede	avanzado	avanceret	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
avanzado	avanceret	avanzado	avanceret	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
avanzado	fremskreden	avanzado	fremskrede	ADJ;MASC;SG;V.PTCP	N;DEF;MASC+FEM;SG
llamas	flamme	llama	flamme	N;FEM;PL	N;INDF;MASC+FEM;SG
llamas	flammen	llama	flamme	N;FEM;PL	N;DEF;MASC+FEM;SG
away	væk	away	væk	N	ADV
caro	caro	caro	caro	ADJ;MASC;SG	
caro	dyre	caro	dyr	ADJ;MASC;SG	ADJ;PL
óptica	optiske	óptico	optisk	N;FEM;SG	ADJ;PL
óptica	optisk	óptico	optisk	N;FEM;SG	ADJ;INDF;SG
pizarro	pizarro	pizarro	pizarro	N;MASC;SG	
sustituir	vikar	sustituir	vikar	V;NFIN	N;INDF;MASC+FEM;SG
sustituir	stedfortræder	sustituir	stedfortræder	V;NFIN	N;INDF;MASC+FEM;SG
sustituir	erstatning	sustituir	erstatning	V;NFIN	N;INDF;MASC+FEM;SG
montero	montero	montero	montero	N;MASC;SG	
eliminados	slettede	eliminado	slette	ADJ;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
eliminados	strøget	eliminado	strøg	ADJ;MASC;PL;V.PTCP	N;DEF;NEUT;SG
eliminados	udgået	eliminado	udgå	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
eliminados	udgår	eliminado	udgå	ADJ;MASC;PL;V.PTCP	V;IND;PRS;FIN;ACT
eliminados	slettet	eliminado	slette	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
eliminados	elimineret	eliminado	elimineret	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
eliminados	fjernet	eliminado	fjerne	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
eliminados	afhentes	eliminado	afhente	ADJ;MASC;PL;V.PTCP	V;NFIN;PASS
eliminados	fjernede	eliminado	fjerne	ADJ;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
extraña	fremmede	extraño	fremmed	ADJ;FEM;SG	ADJ;PL
extraña	besynderligt	extraño	besynderligt	ADJ;FEM;SG	ADV
enormes	kæmpestort	enorme	kæmpestort	ADJ;PL	ADV
enormes	enorm	enorme	enorm	ADJ;PL	ADJ;INDF;MASC+FEM;SG
enormes	enormt	enorme	enormt	ADJ;PL	ADV
amarillas	gult	amarillo	gult	ADJ;FEM;PL	ADJ;INDF;NEUT;SG
amarillas	yellow	amarillo	yellow	ADJ;FEM;PL	
amarillas	gul	amarillo	gul	ADJ;FEM;PL	ADJ;INDF;MASC+FEM;SG
rompió	flad	romper	flad	V;IND;SG;3;PST;FIN	ADJ;INDF;MASC+FEM;SG
rompió	brød	romper	brød	V;IND;SG;3;PST;FIN	N;INDF;NEUT;SG
asiento	siddepladser	asiento	siddeplads	N;MASC;SG	N;INDF;MASC+FEM;PL
asiento	hjemsted	asiento	hjemsted	N;MASC;SG	ADJ
