château	σατό	châti	σατός	V;IND;PL;3;IPFV;FIN	N
identice	πανομοιότυπο	identic	πανομοιότυπο	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
fotografia	φώτο	fotografie	φώτος	N;DEF;FEM;SG	N;ACC;FEM;SG
fotografia	photo	fotografie	photo	N;DEF;FEM;SG	
fotografia	φωτογραφία	fotografie	φωτογραφία	N;DEF;FEM;SG	N;ACC;FEM;SG
fotografia	φωτο	fotografie	φωτος	N;DEF;FEM;SG	
fotografia	φωτό	fotografie	φωτός	N;DEF;FEM;SG	N;ACC;FEM;SG
fotografia	φωτογραφια	fotografie	φωτογραφια	N;DEF;FEM;SG	N;NOM;FEM;SG
fotografia	φωτογραφίας	fotografie	φωτογραφία	N;DEF;FEM;SG	N;GEN;FEM;SG
fotografia	φωτογραφία	fotografie	φωτογραφία	N;DEF;FEM;SG	N;ACC;FEM;SG
locuite	κατοικείται	locui	κατοικώ	ADJ;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
albrecht	άλμπρεχτ	albrecht	άλμπρεχτ	PROPN	
aia	αυτό	acela	αυτός	PRO;FEM;SG;3	PRO;NOM;NEUT;SG;3
aia	ότι	acela	ότι	PRO;FEM;SG;3	CONJ
aia	that	acela	that	PRO;FEM;SG;3	
separarea	διαχωρισμός	separare	διαχωρισμός	N;DEF;FEM;SG	N;NOM;MASC;SG
separarea	χωρισμός	separare	χωρισμός	N;DEF;FEM;SG	N;NOM;MASC;SG
separarea	διαχωρισμού	separare	διαχωρισμός	N;DEF;FEM;SG	N;GEN;MASC;SG
datoria	δασμός	datorie	δασμός	N;DEF;FEM;SG	N;NOM;MASC;SG
datoria	καθήκον	datorie	καθήκον	N;DEF;FEM;SG	N;NOM;NEUT;SG
scrisoarea	επιστολή	scrisoare	επιστολή	N;DEF;FEM;SG	N;ACC;FEM;SG
scrisoarea	γράμμα	scrisoare	γράμμα	N;DEF;FEM;SG	N;NOM;NEUT;SG
scrisoarea	γραμμα	scrisoare	γραμμα	N;DEF;FEM;SG	N;NOM;NEUT;SG
eroul	ήρωας	erou	ήρωο	N;DEF;MASC;SG	N;NOM;MASC;SG
eroul	ήρωα	erou	ήρωα	N;DEF;MASC;SG	N;ACC;MASC;SG
aviației	αεροπορία	aviație	αεροπορία	N;DEF;FEM;SG	N;NOM;FEM;SG
rupt	σπασμένα	rupt	σπάζω	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;PL
rupt	άρπαξαν	rupt	αρπάζω	ADJ;INDF;MASC;SG	V;PFV;IND;PL;3;PST;FIN;ACT
integrate	ολοκληρωμένη	integra	ολοκληρώνω	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
integrate	ολοκληρωμένα	integra	ολοκληρώνω	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
integrate	ολοκληρωμένο	integra	ολοκληρώνω	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
integrate	ολοκληρωμένες	integra	ολοκληρώνω	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;PL;V.PTCP;PASS
panama	παναμά	panamă	παναμύς	PROPN	PROPN;NOM;NEUT;SG
afc	afc	afc	afc	N	
utilizări	χρησιμοποιεί	utilizare	χρησιμοποιώ	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
greaca	ελληνική	greacă	ελληνικός	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
greaca	ελληνικά	greacă	ελληνικός	N;DEF;FEM;SG	ADV
greaca	ελληνίδα	greacă	ελληνίδα	N;DEF;FEM;SG	N;NOM;FEM;SG
greaca	ελληνικό	greacă	ελληνικός	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
greaca	ελληνικα	greacă	ελληνικα	N;DEF;FEM;SG	N;NOM;NEUT;PL
nancy	νάνσι	nancy	νάνσι	PROPN	
nancy	νάνσυ	nancy	νάνσυ	PROPN	PROPN;NOM;FEM;SG
comisie	προμήθεια	comisie	προμήθεια	N;INDF;FEM;SG	N;NOM;FEM;SG
comisie	επιτροπή	comisie	επιτροπή	N;INDF;FEM;SG	N;NOM;FEM;SG
comisie	επιτροπη	comisie	επιτροπος	N;INDF;FEM;SG	N;NOM;FEM;SG
westfalia	βεστφαλίας	westfalia	βεστφαλία	PROPN	PROPN;GEN;FEM;SG
arkansas	αρκάνσας	arkansas	αρκάνσας	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
sinteza	σύνθεση	sinteză	σύνθεση	N;DEF;FEM;SG	N;ACC;FEM;SG
aripa	πτέρυγα	aripă	πτέρυγα	N;DEF;FEM;SG	N;NOM;FEM;SG
aripa	wing	aripă	wing	N;DEF;FEM;SG	
aripa	φτερό	aripă	φτερός	N;DEF;FEM;SG	N;NOM;NEUT;SG
cauzele	προκαλεί	cauză	προκαλώ	N;DEF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
cauzele	αιτίες	cauză	αιτία	N;DEF;FEM;PL	N;NOM;FEM;PL
cauzele	αίτια	cauză	αίτιο	N;DEF;FEM;PL	N;NOM;NEUT;PL
graz	γκρατς	graz	γκρα	PROPN	
veniturile	έσοδα	venit	έσοδο	N;DEF;FEM;PL	N;NOM;NEUT;PL
veniturile	εισόδημα	venit	εισόδημα	N;DEF;FEM;PL	N;NOM;NEUT;SG
veniturile	έσοδα	venit	έσοδο	N;DEF;FEM;PL	N;NOM;NEUT;PL
veniturile	εισοδήματα	venit	εισόδημα	N;DEF;FEM;PL	N;NOM;NEUT;PL
veniturile	εισοδήματος	venit	εισόδημα	N;DEF;FEM;PL	N;GEN;NEUT;SG
clinton	κλίντον	clinton	κλίντον	PROPN	PROPN;ACC;FEM;SG
clinton	clinton	clinton	clinton	PROPN	
continuând	συνέχιση	continua	συνέχιση	V;V.MSDR	N;ACC;FEM;SG
împărăteasă	αυτοκράτειρα	împărăti	αυτοκράτειρα	ADJ;INDF;FEM;SG	N;NOM;FEM;SG
integrare	ολοκλήρωση	integrare	ολοκλήρωση	N;INDF;FEM;SG	N;ACC;FEM;SG
integrare	ένταξη	integrare	ένταξη	N;INDF;FEM;SG	N;ACC;FEM;SG
integrare	ενσωμάτωση	integrare	ενσωμάτωση	N;INDF;FEM;SG	N;ACC;FEM;SG
integrare	ενοποίηση	integrare	ενοποίηση	N;INDF;FEM;SG	N;ACC;FEM;SG
districtele	συνοικίες	district	συνοικία	N;DEF;FEM;PL	N;NOM;FEM;PL
miercurea	τετάρτη	miercure	τετάρτη	N;DEF;FEM;SG	N;NOM;FEM;SG
miercurea	τετάρτες	miercure	τετάρτης	N;DEF;FEM;SG	NUM;NOM;FEM;PL
scenele	σκηνές	scenă	σκηνός	N;DEF;FEM;PL	N;NOM;FEM;PL
dramatice	δραματικά	dramatic	δραματικά	ADJ;INDF;FEM;PL	ADV
dramatice	δραματικός	dramatic	δραματικός	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
dramatice	δραματικό	dramatic	δραματικός	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
dramatice	δραματική	dramatic	δραματικός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
transmiterea	μετάδοση	transmitere	μετάδοση	N;DEF;FEM;SG	N;ACC;FEM;SG
transmiterea	διαβίβαση	transmitere	διαβίβαση	N;DEF;FEM;SG	N;ACC;FEM;SG
ralph	ράλφ	ralph	ράλφ	PROPN	N
ralph	ραλφ	ralph	ραλφ	PROPN	
hunter	χάντερ	hunter	χάντερ	N;INDF;MASC;SG	
hunter	hunter	hunter	hunter	N;INDF;MASC;SG	
armeni	αρμένιοι	armen	αρμένιος	N;INDF;MASC;PL	ADJ;NOM;MASC;PL
armeni	αρμενίων	armen	αρμένιος	N;INDF;MASC;PL	PROPN;GEN;MASC;PL
vera	βέρα	vera	βέρα	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
sferturi	τρίμηνα	sfert	τρίμηνα	N;INDF;FEM;PL	ADV
sferturi	τέταρτα	sfert	τέταρτος	N;INDF;FEM;PL	NUM;NOM;NEUT;PL
demo	demo	demo	demo	N;INDF;MASC;SG	
demo	δοκιμαστικό	demo	δοκιμαστικός	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
demo	ντέμο	demo	ντέμο	N;INDF;MASC;SG	
minimă	ελάχιστη	minim	λίγο	ADJ;INDF;FEM;SG	ADJ;NOM;CMPR;FEM;SG
minimă	ελάχιστα	minim	λίγο	ADJ;INDF;FEM;SG	ADV;CMPR
minimă	ελάχιστες	minim	ελάχιστος	ADJ;INDF;FEM;SG	ADJ;NOM;CMPR;FEM;PL
minimă	ελάχιστο	minim	λίγο	ADJ;INDF;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
minimă	ελάχιστος	minim	ελάχιστος	ADJ;INDF;FEM;SG	ADJ;NOM;CMPR;MASC;SG
minimă	ελάχιστο	minim	λίγο	ADJ;INDF;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
minimă	ελάχιστα	minim	λίγο	ADJ;INDF;FEM;SG	ADV;CMPR
minimă	ελάχιστη	minim	λίγο	ADJ;INDF;FEM;SG	ADJ;NOM;CMPR;FEM;SG
minimă	ελάχιστος	minim	ελάχιστος	ADJ;INDF;FEM;SG	ADJ;NOM;CMPR;MASC;SG
utilă	χρήσιμο	util	χρήσιμο	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
utilă	χρήσιμες	util	χρήσιμος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
utilă	χρήσιμα	util	χρήσιμα	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;PL
utilă	χρήσιμη	util	χρήσιμος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
utilă	χρήσιμος	util	χρήσιμος	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
utilă	χρήσιμο	util	χρήσιμο	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
utilă	χρήσιμη	util	χρήσιμος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
dotat	προικισμένη	dota	προικίζω	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
dotat	προικισμένος	dota	προικισμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
dotat	προικισμένος	dota	προικισμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
păstrată	διατηρημένο	păstrat	διατηρώ	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
păstrată	διατηρημένα	păstrat	διατηρώ	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
păstrată	διατηρήθηκαν	păstrat	διατηρώ	ADJ;INDF;FEM;SG	V;PFV;IND;PL;3;PST;FIN;PASS
isabella	ιζαμπέλα	isabella	ιζαμπέλα	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
predare	διδασκαλία	predare	διδασκαλία	N;INDF;FEM;SG	N;NOM;FEM;SG
airlines	αερογραμμές	airlines	αερογραμμή	PROPN	N;NOM;FEM;PL
airlines	airlines	airlines	airlines	PROPN	
sănătatea	υγεία	sănătate	υγεία	N;DEF;FEM;SG	N;NOM;FEM;SG
transfermarkt	transfermarkt	transfermarkt	transfermarkt	N;INDF;MASC;SG	
climă	κλίμα	climă	κλίμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
grație	γκρέις	grație	γκρέι	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
avere	περιουσία	avere	περιουσία	N;INDF;FEM;SG	N;ACC;FEM;SG
avere	τύχη	avere	τύχη	N;INDF;FEM;SG	N;ACC;FEM;SG
avere	πλούτος	avere	πλούτος	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
avere	πλούτο	avere	πλούτος	N;INDF;FEM;SG	N;ACC;MASC;SG
avere	πλούτη	avere	πλούτος	N;INDF;FEM;SG	N;NOM;NEUT;PL
windsor	γουίντσορ	windsor	γουίντσορ	PROPN	PROPN;NOM;FEM;SG
fin	πτερύγιο	fin	πτερύγιο	ADV	N;NOM;NEUT;SG
fin	fin	fin	fin	ADV	
fin	φιν	fin	φιν	ADV	
secretul	μυστικός	secret	μυστικός	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
secretul	μυστικό	secret	μυστικός	N;DEF;MASC;SG	N;NOM;NEUT;SG
secretul	μυστική	secret	μυστικός	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
trilogia	τριλογία	trilogie	τριλογία	N;DEF;FEM;SG	N;NOM;FEM;SG
aniversare	γενέθλια	aniversare	γενέθλιο	N;INDF;FEM;SG	N;NOM;NEUT;PL
aniversare	επέτειος	aniversare	επέτειος	N;INDF;FEM;SG	N;GEN;FEM;SG
aniversare	επέτειο	aniversare	επέτειο	N;INDF;FEM;SG	N;ACC;FEM;SG
gonzaga	γκονζάγκα	gonzaga	γκονζάγκα	N;DEF;FEM;SG	
frumusețea	ομορφιά	frumusețe	ομορφιά	N;DEF;FEM;SG	N;NOM;FEM;SG
executată	εκτελέστηκαν	executa	εκτελώ	ADJ;INDF;FEM;SG	V;PFV;IND;PL;3;PST;FIN;PASS
executată	εκτελέστηκε	executa	εκτελώ	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
executată	εκτελείται	executa	εκτελώ	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
executată	εκτελεστεί	executa	εκτελώ	ADJ;INDF;FEM;SG	V;PFV;NFIN;PASS
musulmană	μουσουλμανική	musulmană	μουσουλμανικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
musulmană	μουσουλμάνος	musulmană	μουσουλμάνος	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
musulmană	μουσουλμάνοι	musulmană	μουσουλμάνος	ADJ;INDF;FEM;SG	N;NOM;MASC;PL
rob	rob	rob	rob	N;INDF;MASC;SG	
rob	ρομπ	rob	ρομπ	N;INDF;MASC;SG	
mehmed	μεχμέτ	mehmed	μεχμέτ	N;INDF;MASC;SG	
concret	τσιμέντο	concret	τσίμει	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
concret	σκυροδέματος	concret	σκύροδεμα	ADJ;INDF;MASC;SG	N;GEN;NEUT;SG
concret	σκυρόδεμα	concret	σκυρόδεμα	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
frumusețe	ομορφιά	frumusețe	ομορφιά	N;INDF;FEM;SG	N;NOM;FEM;SG
laboratorul	εργαστήριο	laborator	εργαστήριο	N;DEF;MASC;SG	N;NOM;NEUT;SG
laboratorul	εργαστηριακά	laborator	εργαστηριακά	N;DEF;MASC;SG	ADV
laboratorul	εργαστήριο	laborator	εργαστήριο	N;DEF;MASC;SG	N;NOM;NEUT;SG
ala	αλα	ala	αλα		N
ala	ala	ala	ala		
batalionul	τάγμα	batalion	τάγμα	N;DEF;MASC;SG	N;NOM;NEUT;SG
decorative	διακοσμητικά	decorativ	διακοσμητικός	ADJ;INDF;FEM;PL	N;NOM;NEUT;PL
decorative	διακοσμητικό	decorativ	διακοσμητικός	ADJ;INDF;FEM;PL	N;NOM;NEUT;SG
șansă	ευκαιρία	șansă	ευκαιρία	N;INDF;FEM;SG	N;ACC;FEM;SG
autostrada	αυτοκινητόδρομος	autostradă	αυτοκινητόδρομος	N;DEF;FEM;SG	N;NOM;MASC;SG
autostrada	αυτοκινητόδρομο	autostradă	αυτοκινητόδρομος	N;DEF;FEM;SG	N;NOM;MASC;SG
autostrada	αυτοκινητόδρομος	autostradă	αυτοκινητόδρομος	N;DEF;FEM;SG	N;NOM;MASC;SG
autostrada	λεωφόρος	autostradă	λεωφόρος	N;DEF;FEM;SG	N;NOM;FEM;SG
autostrada	αυτοκινητόδρομο	autostradă	αυτοκινητόδρομος	N;DEF;FEM;SG	N;NOM;MASC;SG
fabricație	κατασκευή	fabricație	κατασκευή	N;INDF;FEM;SG	N;NOM;FEM;SG
fabricație	μεταποίηση	fabricație	μεταποίηση	N;INDF;FEM;SG	N;NOM;FEM;SG
alegere	επιλογή	alegere	επιλογή	N;INDF;FEM;SG	N;NOM;FEM;SG
notre	notre	motru	notre	N;INDF;MASC;SG	
moștenire	κληρονομιά	moștenire	κληρονομιά	N;INDF;FEM;SG	N;NOM;FEM;SG
moștenire	κληρονομιά	moștenire	κληρονομιά	N;INDF;FEM;SG	N;NOM;FEM;SG
mode	mode	mode	mode	N;INDF;MASC;SG	
negocierile	διαπραγματεύσεις	negociere	διαπραγμάτευση	N;DEF;FEM;PL	N;NOM;FEM;PL
linda	λίντα	lindă	λίντα	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
split	σπλιτ	split	σπλιτ	N;INDF;MASC;SG	
cascada	καταρράκτη	cascada	καταρράκτης	N;DEF;FEM;SG	N;ACC;MASC;SG
lev	λεβ	lev	λεβ	PROPN	
colin	κόλιν	colin	κόλιν	PROPN	
colin	colin	colin	colin	PROPN	
legendele	θρύλοι	legendă	θρύλος	N;DEF;FEM;PL	N;NOM;MASC;PL
legendele	θρύλους	legendă	θρύλος	N;DEF;FEM;PL	N;ACC;MASC;PL
legendele	μύθοι	legendă	μύθος	N;DEF;FEM;PL	N;NOM;MASC;PL
măsurile	μετρα	măsură	μέτρο	N;DEF;FEM;PL	N;NOM;NEUT;PL
măsurile	μέτρα	măsură	μέτρο	N;DEF;FEM;PL	N;NOM;NEUT;PL
germana	γερμανοί	germană	γερμανός	N;DEF;FEM;SG	PROPN;NOM;MASC;PL
germana	γερμανός	germană	γερμανός	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
germana	γερμανικό	germană	γερμανικός	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
germana	γερμανικά	germană	γερμανικά	N;DEF;FEM;SG	ADV
germana	γερμανική	germană	γερμανικός	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
gruparea	ομαδοποίηση	grupare	ομαδοποίηση	N;DEF;FEM;SG	N;NOM;FEM;SG
intenționat	σκοπίμως	intenționat	σκοπίμως	ADJ;INDF;MASC;SG	ADV
intenționat	σκόπιμα	intenționat	σκόπιμα	ADJ;INDF;MASC;SG	ADV
iulius	τζούλιους	iulius	τζούλιος	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
virusul	ιού	virus	ιού	N;DEF;MASC;SG	N;GEN;NEUT;SG
virusul	ιός	virus	ιός	N;DEF;MASC;SG	N;NOM;MASC;SG
virusul	ιό	virus	ιό	N;DEF;MASC;SG	N;ACC;MASC;SG
tribul	φυλή	trib	φυλή	N;DEF;MASC;SG	N;NOM;FEM;SG
petrolul	πετρέλαιο	petrol	πετρέλαιο	N;DEF;MASC;SG	N;NOM;NEUT;SG
petrolul	λάδι	petrol	λάδι	N;DEF;MASC;SG	N;NOM;NEUT;SG
petrolul	έλαιο	petrol	έλαιο	N;DEF;MASC;SG	N;NOM;NEUT;SG
petrolul	πετρελαίου	petrol	πετρέλαιο	N;DEF;MASC;SG	N;GEN;NEUT;SG
unghiul	γωνία	unghi	γωνία	N;DEF;MASC;SG	N;NOM;FEM;SG
egipteană	αιγυπτιακό	egiptean	αιγυπτιακός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
egipteană	αιγυπτιακή	egiptean	αιγυπτιακός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
implementarea	εφαρμογή	implementare	εφαρμογή	N;DEF;FEM;SG	N;NOM;FEM;SG
implementarea	υλοποίηση	implementare	υλοποίηση	N;DEF;FEM;SG	N;ACC;FEM;SG
cuneo	cuneo	cunoo	cuneo	N;INDF;SG	
jakob	jakob	jakob	jakob	PROPN	
organizațiile	οργανώσεις	organizație	οργάνωση	N;DEF;FEM;PL	N;NOM;FEM;PL
organizațiile	οργανισμοί	organizație	οργανισμός	N;DEF;FEM;PL	N;NOM;MASC;PL
msg	msg	msg	msg	N;INDF;MASC;SG	
masacrul	σφαγή	masacru	σφαγή	N;DEF;MASC;SG	N;ACC;FEM;SG
patria	πατρίδα	patrie	πατρίδα	N;DEF;FEM;SG	N;ACC;FEM;SG
patria	πατρίδα	patrie	πατρίδα	N;DEF;FEM;SG	N;ACC;FEM;SG
hessa	hessen	hessa	hessen	N;INDF;MASC;SG	
hessa	έσσε	hessa	έσσε	N;INDF;MASC;SG	
transferată	μεταφέρθηκαν	transfera	μεταφέρθηκαν	ADJ;INDF;FEM;SG	V;PFV;IND;PL;3;PST;FIN;PASS
transferată	μεταφερθεί	transfera	μεταφέρω	ADJ;INDF;FEM;SG	V;PFV;NFIN;PASS
transferată	μεταφέρθηκε	transfera	μεταφέρω	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
musulman	μουσουλμάνος	musulman	μουσουλμάνος	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
musulman	μουσουλμάνοι	musulman	μουσουλμάνος	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
runda	στρογγυλό	runda	στρογγυλός	N;DEF;FEM;SG	N;NOM;NEUT;SG
runda	γύρο	runda	γύρος	N;DEF;FEM;SG	N;ACC;MASC;SG
runda	στρογγυλά	runda	στρογγυλά	N;DEF;FEM;SG	N;NOM;NEUT;PL
runda	στρογγυλή	runda	στρογγυλή	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
runda	γύρος	runda	γύρος	N;DEF;FEM;SG	N;NOM;MASC;SG
negativă	αρνητικά	negativ	αρνητικά	ADJ;INDF;FEM;SG	ADV
negativă	αρνητικός	negativ	αρνητικός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
negativă	αρνητικό	negativ	αρνητικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
negativă	αρνητική	negativ	αρνητικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
estimează	εκτίμηση	estima	εκτίμηση	V;IND;3;PRS;FIN	N;ACC;FEM;SG
dezvăluit	γνωστοποιούνται	dezvăluit	γνωστοποιώ	ADJ;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
dezvăluit	αποκάλυψε	dezvăluit	αποκαλύπτω	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
dezvăluit	αποκαλύφθηκε	dezvăluit	αποκαλύπτω	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
dezvăluit	αποκάλυψε	dezvăluit	αποκαλύπτω	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
dezvăluit	αποκαλύπτεται	dezvăluit	αποκαλύπτω	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
nixon	νίξον	nixon	νίξον	PROPN	PROPN;NOM;MASC;SG
zborul	φυγή	zbor	φυγή	N;DEF;MASC;SG	N;ACC;FEM;SG
zborul	πτήση	zbor	πτήση	N;DEF;MASC;SG	N;NOM;FEM;SG
arcade	arcade	arcade	arcade	N;INDF;FEM;PL	
voluntar	εθελοντικά	voluntar	εθελοντικά	ADJ;INDF;MASC;SG	ADV
voluntar	εθελοντής	voluntar	εθελοντής	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
voluntar	εθελόντρια	voluntar	εθελόντρια	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
responsabilitatea	ευθύνη	responsabilitate	ευθύνη	N;DEF;FEM;SG	N;ACC;FEM;SG
responsabilitatea	υπευθυνότητα	responsabilitate	υπευθυνότητα	N;DEF;FEM;SG	N;ACC;FEM;SG
ceh	τσεχική	ceh	τσεχικός	ADJ;INDF;MASC;SG	PROPN;NOM;FEM;SG
elias	ηλία	elias	ηλία	PROPN	PROPN;NOM;MASC;SG
elias	ελάιας	elias	ελάια	PROPN	N;GEN;FEM;SG
elias	ηλίας	elias	ηλία	PROPN	PROPN;NOM;MASC;SG
stâncă	rock	stâncă	rock	N;INDF;FEM;SG	
stâncă	πέτρα	stâncă	πέτρο	N;INDF;FEM;SG	N;NOM;FEM;SG
stâncă	ροκ	stâncă	ροκ	N;INDF;FEM;SG	
stâncă	βράχος	stâncă	βράχος	N;INDF;FEM;SG	N;NOM;MASC;SG
sfert	quarter	sfert	quarter	N;INDF;MASC;SG	
violente	βίαιος	violent	βίαιος	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
violente	βίαιη	violent	βίαιη	ADJ;INDF;FEM;PL	N;NOM;FEM;SG
violente	βίαια	violent	βίαιο	ADJ;INDF;FEM;PL	ADV
violente	βίαιο	violent	βίαιο	ADJ;INDF;FEM;PL	N;ACC;NEUT;SG
colț	γωνιακό	colț	γωνιακός	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
succesive	διαδοχικά	succesiv	διαδοχικά	ADJ;INDF;FEM;PL	ADV
eșec	απέτυχε	eșec	αποτύγω	N;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
cannes	κάννες	cannes	κάννας	N;INDF;MASC;SG	PROPN;NOM;FEM;PL
anatomie	ανατομία	anatomie	ανατομία	N;INDF;FEM;SG	N;NOM;FEM;SG
varna	βάρνα	varnă	βάρνα	PROPN	PROPN;ACC;FEM;SG
currentclub	currentclub	currentclub	currentclub	N;INDF;MASC;SG	
confirmă	επιβεβαιώνω	confirma	επιβεβαιώνω	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
confirmă	επιβεβαίωση	confirma	επιβεβαίωση	V;IND;SG;3;PST;FIN	N;NOM;FEM;SG
houston	χιούστον	houston	χιούστος	PROPN	
yeung	γιουνγκ	yeung	γιουνγκ		NUM;NOM;MASC;SG
eficientă	αποτελεσματική	eficient	αποτελεσματικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
eficientă	αποτελεσματικό	eficient	αποτελεσματικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
eficientă	αποδοτικό	eficient	αποδοτικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
eficientă	αποδοτική	eficient	αποδοτικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
eficientă	αποτελεσματική	eficient	αποτελεσματικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
eficientă	αποτελεσματικός	eficient	αποτελεσματικός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
eficientă	αποτελεσματικό	eficient	αποτελεσματικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
eficientă	αποτελεσματικά	eficient	αποτελεσματικά	ADJ;INDF;FEM;SG	ADV
împărăteasa	αυτοκράτειρα	împărăteasă	αυτοκράτειρα	N;DEF;FEM;SG	N;NOM;FEM;SG
proiectare	σχεδιασμό	proiectare	σχεδιασμός	N;INDF;FEM;SG	N;ACC;MASC;SG
proiectare	σχεδίαση	proiectare	σχεδίαση	N;INDF;FEM;SG	N;ACC;FEM;SG
proiectare	design	proiectare	design	N;INDF;FEM;SG	
proiectare	σχέδιο	proiectare	σχέδιο	N;INDF;FEM;SG	N;NOM;NEUT;SG
proiectare	σχεδιασμός	proiectare	σχεδιασμός	N;INDF;FEM;SG	N;NOM;MASC;SG
marche	marche	marche	marche	N;INDF;FEM;PL	
sancho	σάντσο	sancho	σάντσο	N;INDF;MASC;SG	
violență	βία	violență	βία	N;INDF;FEM;SG	N;NOM;FEM;SG
violență	βια	violență	βια	N;INDF;FEM;SG	N;NOM;FEM;SG
eleanor	έλενορ	eleanor	έλενορ	PROPN	N;NOM;NEUT;SG
oferta	προσφορά	ofertă	προσφορά	N;DEF;FEM;SG	N;ACC;FEM;SG
