del	del	di	del	ADJ;SG	ADP;MASC;SG
fame	hambriento	fame	hambriento	N;FEM;SG	ADJ;MASC;SG
treno	trenes	treno	tren	N;MASC;SG	N;MASC;PL
treno	entrenar	treno	entrenar	N;MASC;SG	V;NFIN
davide	davide	davide	davidir	N;SG	PROPN
davide	jose	davide	jose	N;SG	
davide	david	davide	david	N;SG	PROPN
copia	copiar	copia	copiar	N;FEM;SG	V;NFIN
copia	copiado	copia	copiado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
copia	copie	copia	copie	N;FEM;SG	V;IMP;SG;3;FIN
copia	ejemplar	copia	ejemplar	N;FEM;SG	V;NFIN
copia	copiar	copia	copiar	N;FEM;SG	V;NFIN
copia	copiando	copia	copiar	N;FEM;SG	V;V.MSDR
copia	copiado	copia	copiado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
privato	privados	privato	privado	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
privato	privadas	privato	privado	ADJ;MASC;SG	ADJ;FEM;PL;V.PTCP
elevato	high	elevato	high	ADJ;MASC;SG	N
elevato	elevadas	elevato	elevado	ADJ;MASC;SG	ADJ;FEM;PL;V.PTCP
elevato	elevados	elevato	elevado	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
morale	moral	morale	moral	ADJ;SG	N;FEM;SG
morale	moraleja	morale	moraleja	ADJ;SG	N;FEM;SG
morale	moral	morale	moral	ADJ;SG	N;FEM;SG
morale	morales	morale	moral	ADJ;SG	ADJ;PL
morale	moral	morale	moral	ADJ;SG	N;FEM;SG
morale	moralidad	morale	moralidad	ADJ;SG	N;FEM;SG
morale	moral	morale	moral	ADJ;SG	N;FEM;SG
henri	henri	henre	henri	N;MASC;SG	PROPN
aires	aires	aires	aire	N;FEM;SG	N;MASC;PL
alpino	alpes	alpino	alpe	ADJ;MASC;SG	N;MASC;PL
adriano	adriano	adriano	adriano	ADJ;MASC;SG	N;MASC;SG
adriano	adriano	adriano	adriano	ADJ;MASC;SG	N;MASC;SG
adriano	adrian	adriano	adrir	ADJ;MASC;SG	PROPN
adriano	adriano	adriano	adriano	ADJ;MASC;SG	N;MASC;SG
adriano	adrián	adriano	adrián	ADJ;MASC;SG	PROPN
segni	señalización	segno	señalización	N;MASC;PL	N;FEM;SG
incluso	incluidos	includere	incluido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
incluso	incluidas	includere	incluir	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
incluso	incluida	includere	incluido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
incluso	incluído	includere	incluído	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
incluso	incluido	includere	incluido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
incluso	incluida	includere	incluido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
incluso	incluido	includere	incluido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
incluso	incluidos	includere	incluido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
acquistato	adquiridos	acquistare	adquirido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
acquistato	comprados	acquistare	comprado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
acquistato	adquiridas	acquistare	adquirido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
acquistato	comprada	acquistare	comprado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
acquistato	adquirido	acquistare	adquirido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
acquistato	comprado	acquistare	comprar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
greci	griega	grecio	griego	N;MASC;PL	ADJ;FEM;SG
greci	griego	grecio	griego	N;MASC;PL	N;MASC;SG
professionista	profesional	professionista	profesional	N;SG	ADJ;SG
professionista	professional	professionista	professional	N;SG	ADJ;SG
professionista	profesionales	professionista	profesional	N;SG	N;PL
avanzata	avanzado	avanzata	avanzado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
avanzata	avanzadas	avanzata	avanzado	N;FEM;SG	ADJ;FEM;PL;V.PTCP
avanzata	avanzados	avanzata	avanzado	N;FEM;SG	ADJ;MASC;PL;V.PTCP
avanzata	adelantado	avanzata	adelantar	N;FEM;SG	ADJ;MASC;SG;V.PTCP
avanzata	avanzada	avanzata	avanzado	N;FEM;SG	ADJ;FEM;SG;V.PTCP
pasquale	pasquale	pasquale	pasquale	ADJ;SG	N;SG
pontificio	papal	pontificio	papal	N;MASC;SG	ADJ;SG
proposto	propuesto	proporre	propuesto	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
proposto	propuesta	proporre	propuesta	V;MASC;SG;PST;V.PTCP	N;FEM;SG
proposto	proponía	proporre	proponer	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
proposto	propuestas	proporre	propuesta	V;MASC;SG;PST;V.PTCP	N;FEM;PL
corse	corse	corso	corse	N;FEM;PL	
corse	racing	corso	racing	N;FEM;PL	N;MASC;SG
espresso	expresas	esprimere	expresa	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL
espresso	express	esprimere	express	V;MASC;SG;PST;V.PTCP	N;MASC
espresso	expreso	esprimere	expreso	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
espresso	expresa	esprimere	expresar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
espresso	exprés	esprimere	exprés	V;MASC;SG;PST;V.PTCP	
espresso	espresso	esprimere	espresso	V;MASC;SG;PST;V.PTCP	N;MASC;SG
espresso	expreso	esprimere	expreso	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
espresso	expresadas	esprimere	expresado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
espresso	expresada	esprimere	expresado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
espresso	expresado	esprimere	expresado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
espresso	expresados	esprimere	expresado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
introdotto	introducido	introdurre	introducir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
introdotto	introducidos	introdurre	introducido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
introdotto	introducida	introdurre	introducido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
friedrich	federico	friedrich	federico	N;MASC;SG	ADJ;MASC;SG
uccelli	pajaro	uccello	pajaro	N;MASC;PL	N;MASC;SG
uccelli	pájaro	uccello	pájaro	N;MASC;PL	N;MASC;SG
uccelli	ave	uccello	ave	N;MASC;PL	N;FEM;SG
organizzata	organizada	organizzare	organizado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
organizzata	organizados	organizzare	organizado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
organizzata	organizadas	organizzare	organizado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
organizzata	organizado	organizzare	organizado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
organizzata	organizada	organizzare	organizado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
organizzata	organizados	organizzare	organizado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
organizzata	organizadas	organizzare	organizado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
organizzata	organizado	organizzare	organizado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
variabile	variables	variabile	variable	ADJ;SG	N;FEM;PL
mix	mezcle	mix	mezcle	N;MASC	V;SBJV;SG;3;FIN
mix	mezclar	mix	mezclar	N;MASC	V;NFIN
cibo	alimentos	cibo	alimento	N;MASC;SG	N;MASC;PL
annuale	anualmente	annuale	anualmente	ADJ;SG	ADV
annuale	anuales	annuale	anual	ADJ;SG	ADJ;PL
annuale	anualmente	annuale	anualmente	ADJ;SG	ADV
annuale	anuales	annuale	anual	ADJ;SG	ADJ;PL
cristiani	cristiano	cristiano	cristiano	N;MASC;PL	ADJ;MASC;SG
cristiani	christian	cristiano	christiar	N;MASC;PL	PROPN
cristiani	cristiana	cristiano	cristiano	N;MASC;PL	ADJ;FEM;SG
cristiani	cristian	cristiano	cristiar	N;MASC;PL	PROPN
cristiani	cristián	cristiano	cristián	N;MASC;PL	N;MASC;SG
migliaia	mil	migliaio	mil	N;FEM;PL	NUM;PL
migliaia	miles	migliaio	mil	N;FEM;PL	NUM;PL
moore	moore	moore	moore	N;MASC;SG	PROPN
ognuno	cada	ognuno	cada	PRO;MASC;SG	DET;SG
acciaio	aceros	acciaio	acero	N;MASC;SG	N;MASC;PL
campagne	campagne	campagna	campagne	N;FEM;PL	N;FEM;SG
corrispondenza	correspondencias	corrispondenza	correspondencia	N;FEM;SG	N;FEM;PL
corrispondenza	coincidir	corrispondenza	coincidir	N;FEM;SG	V;NFIN
bonus	extra	bonus	extra	N;MASC	
ferrovie	ferrocarril	ferrovia	ferrocarril	N;FEM;PL	N;MASC;SG
ferrovie	ferroviario	ferrovia	ferroviario	N;FEM;PL	ADJ;MASC;SG
ferrovie	ferrocarril	ferrovia	ferrocarril	N;FEM;PL	N;MASC;SG
ferrovie	ferrocarril	ferrovia	ferrocarril	N;FEM;PL	N;MASC;SG
ferrovie	ferrocarril	ferrovia	ferrocarril	N;FEM;PL	N;MASC;SG
ferrovie	carril	ferrovia	carril	N;FEM;PL	N;MASC;SG
tradizionali	tradicional	tradizionale	tradicional	ADJ;PL	ADJ;SG
differenze	diferencia	differenza	diferencia	N;FEM;PL	N;FEM;SG
razza	razas	razza	raza	N;FEM;SG	N;FEM;PL
razza	reproducirse	razza	reproducir	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
laboratorio	laboratorios	laboratorio	laboratorio	N;MASC;SG	N;MASC;PL
abbandonato	abandonadas	abbandonare	abandonado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
abbandonato	abandonada	abbandonare	abandonado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
abbandonato	abandonado	abbandonare	abandonado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
abbandonato	abandonados	abbandonare	abandonado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
abbandonato	abandonado	abbandonare	abandonado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
corrispondente	corresponsal	corrispondere	corresponsal	V;SG;PRS;V.PTCP	N;SG
corrispondente	corresponsales	corrispondere	corresponsal	V;SG;PRS;V.PTCP	N;PL
corrispondente	correspondiente	corrispondere	correspondiente	V;SG;PRS;V.PTCP	ADJ;SG
corrispondente	correspondientes	corrispondere	correspondiente	V;SG;PRS;V.PTCP	ADJ;PL
sostituzione	sustituir	sostituzione	sustituir	N;FEM;SG	V;NFIN
oliver	oliver	oliver	oliver	N;FEM;SG	PROPN
limitata	limited	limitare	limited	V;FEM;SG;PST;V.PTCP	N
limitata	limitados	limitare	limitado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
limitata	limitado	limitare	limitado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
limitata	limitada	limitare	limitado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
limitata	limitadas	limitare	limitado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
limitata	restringida	limitare	restringido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
limitata	restringido	limitare	restringido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
limitata	restringidos	limitare	restringido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
costi	coste	costo	coste	N;MASC;PL	N;MASC;SG
costi	costo	costo	costo	N;MASC;PL	N;MASC;SG
probabile	probablemente	probabile	probablemente	ADJ;SG	ADV
probabile	probables	probabile	probable	ADJ;SG	ADJ;PL
probabile	probables	probabile	probable	ADJ;SG	ADJ;PL
ryan	ryan	ryan	ryan	N;SG	PROPN
interessi	interes	interesse	inter	N;MASC;PL	N;MASC;SG
interessi	interés	interesse	interés	N;MASC;PL	N;MASC;SG
hot	caliente	hot	caliente	N	ADJ;SG
hot	calientes	hot	caliente	N	ADJ;PL
opposizione	oposiciones	opposizione	oposición	N;FEM;SG	N;FEM;PL
opposizione	opositores	opposizione	opositor	N;FEM;SG	N;MASC;PL
poesie	poesía	poesia	poesía	N;FEM;PL	N;FEM;SG
dura	dure	durare	durar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
dura	duro	durare	duro	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG
dura	duros	durare	duro	V;IND;SG;3;PRS;FIN	ADJ;MASC;PL
dura	hard	durare	hard	V;IND;SG;3;PRS;FIN	N;SG
dura	difícil	durare	difícil	V;IND;SG;3;PRS;FIN	ADJ;SG
dura	dura	durare	duro	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG
dura	duro	durare	duro	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG
dura	duros	durare	duro	V;IND;SG;3;PRS;FIN	ADJ;MASC;PL
dura	rudo	durare	rudo	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG
dura	dura	durare	duro	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG
dura	áspero	durare	áspero	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG
dura	dura	durare	duro	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG
elettronica	electrónicos	elettronico	electrónico	ADJ;FEM;SG	ADJ;MASC;PL
elettronica	electrónicos	elettronico	electrónico	ADJ;FEM;SG	ADJ;MASC;PL
elettronica	electrónicas	elettronico	electrónico	ADJ;FEM;SG	ADJ;FEM;PL
elettronica	electronic	elettronico	electronic	ADJ;FEM;SG	N;MASC;SG
eliminazione	eliminando	eliminazione	eliminar	N;FEM;SG	V;V.MSDR
eliminazione	borrando	eliminazione	borrar	N;FEM;SG	V;V.MSDR
monete	moneda	moneta	moneda	N;FEM;PL	N;FEM;SG
monete	moneda	moneta	moneda	N;FEM;PL	N;FEM;SG
convinto	convencidos	convinto	convencido	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
spaziale	espaciales	spaziale	espacial	ADJ;SG	ADJ;PL
arabo	arab	arabo	arab	ADJ;MASC;SG	N
arabo	arabe	arabo	arabar	ADJ;MASC;SG	N;SG
arabo	árabe	arabo	árabe	ADJ;MASC;SG	N;SG
arabo	árabes	arabo	árabe	ADJ;MASC;SG	N;PL
arabo	arabe	arabo	arabar	ADJ;MASC;SG	N;SG
arabo	árabe	arabo	árabe	ADJ;MASC;SG	N;SG
dave	dave	dave	dave	N	PROPN
torrente	torrent	torrente	torrent	N;MASC;SG	
sinistro	izquierdo	sinistro	izquierdo	N;MASC;SG	ADJ;MASC;SG
menzionato	mencionado	menzionare	mencionado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
menzionato	mencionada	menzionare	mencionado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
menzionato	mencionados	menzionare	mencionado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
vuoi	quieres	volere	querer	V;IMP;SG;2;PRS;FIN	V;IND;SG;2;PRS;FIN
vuoi	quiero	volere	querer	V;IMP;SG;2;PRS;FIN	V;IND;SG;1;PRS;FIN
vuoi	want	volere	want	V;IMP;SG;2;PRS;FIN	N
vuoi	quieren	volere	querer	V;IMP;SG;2;PRS;FIN	V;IND;PL;3;PRS;FIN
cambia	cambios	cambiare	cambio	V;IND;SG;3;PRS;FIN	N;MASC;PL
cambia	cambio	cambiare	cambio	V;IND;SG;3;PRS;FIN	N;MASC;SG
cambia	variación	cambiare	variación	V;IND;SG;3;PRS;FIN	N;FEM;SG
russell	russell	russell	russell	N;MASC;SG	PROPN
commento	comentar	commento	comentar	N;MASC;SG	V;NFIN
commento	comenten	commento	comentar	N;MASC;SG	V;IMP;PL;3;FIN
commento	comenta	commento	comentar	N;MASC;SG	V;IND;SG;3;PRS;FIN
composti	compuesto	composto	compuesto	N;MASC;PL	ADJ;MASC;SG;V.PTCP
composti	compuestas	composto	compuesto	N;MASC;PL	ADJ;FEM;PL;V.PTCP
terrestre	terrestre	terrestre	terrestre	N;MASC;SG	ADJ;SG
terrestre	terrenal	terrestre	terrenal	N;MASC;SG	ADJ;SG
terrestre	terrestres	terrestre	terrestre	N;MASC;SG	N;PL
ottimo	excelentes	ottimo	excelente	ADJ;MASC;SG	ADJ;PL
jonathan	jonathan	jonathan	jonathar	N	PROPN
western	occidental	western	occidental	N	ADJ;SG
western	occidentales	western	occidental	N	ADJ;PL
andato	gone	andare	gone	V;MASC;SG;PST;V.PTCP	N
turchia	pavo	turchia	pavo	N;FEM;SG	
relativo	pariente	relativo	pariente	ADJ;MASC;SG	N;SG
continuo	continuas	continuo	continuo	ADJ;MASC;SG	ADJ;FEM;PL
vincitrice	ganador	vincitore	ganador	ADJ;FEM;SG	N;MASC;SG
vincitrice	vencedor	vincitore	vencedor	ADJ;FEM;SG	N;MASC;SG
alternativa	alternativo	alternativa	alternativo	N;FEM;SG	ADJ;MASC;SG
alternativa	alternativos	alternativa	alternativo	N;FEM;SG	ADJ;MASC;PL
cognome	apellidos	cognome	apellido	N;MASC;SG	N;MASC;PL
speranza	esperanzas	speranza	esperanza	N;FEM;SG	N;FEM;PL
esattamente	exacto	esattamente	exacto	ADV	ADJ;MASC;SG
montagne	montaña	montagna	montaña	N;FEM;PL	N;FEM;SG
montagne	montagne	montagna	montagne	N;FEM;PL	N;FEM;SG
power	poder	power	poder	N	V;NFIN
riduzione	reduciendo	riduzione	reducir	N;FEM;SG	V;V.MSDR
riduzione	reductores	riduzione	reductor	N;FEM;SG	N;MASC;PL
riduzione	reducir	riduzione	reducir	N;FEM;SG	V;NFIN
manuale	manuales	manuale	manual	ADJ;SG	N;MASC;PL
like	gustar	like	gustar		V;NFIN
like	like	like	like		N
like	como	like	como		CONJ
venduto	vendida	vendere	vendido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
venduto	vendido	vendere	vender	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
venduto	vendidos	vendere	vendido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
venduto	vendidas	vendere	vendido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
dick	dick	dick	dick	N	PROPN
assume	contrataciones	assumere	contratación	V;IND;SG;3;PRS;FIN	N;FEM;PL
pesce	peces	pesce	pez	N;MASC;SG	N;MASC;PL
pesce	pescados	pesce	pescado	N;MASC;SG	N;MASC;PL
pesce	mariscos	pesce	marisco	N;MASC;SG	N;MASC;PL
macchine	maquinaria	macchina	maquinaria	N;FEM;PL	N;FEM;SG
macchine	maquinaria	macchina	maquinaria	N;FEM;PL	N;FEM;SG
gerusalemme	jerusalem	gerusalemma	jerusalem	ADJ;SG	PROPN
gerusalemme	jerusalén	gerusalemma	jerusalén	ADJ;SG	N;MASC;SG
two	dos	two	dos		NUM;PL
two	two	two	two		PROPN
punk	gamberro	punk	gamberro	N	ADJ;MASC;SG
salerno	salerno	salerno	salerno	ADJ;MASC;SG	N;MASC;SG
musiche	música	musica	música	N;FEM;PL	N;FEM;SG
musiche	musica	musica	musica	N;FEM;PL	N;FEM;SG
riviste	cargador	rivista	cargador	N;FEM;PL	N;MASC;SG
riviste	magazine	rivista	magazine	N;FEM;PL	N;SG
riviste	revista	rivista	revista	N;FEM;PL	N;FEM;SG
jason	jason	jason	jason	N;MASC;SG	PROPN
ridotto	reducido	ridurre	reducido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ridotto	reducida	ridurre	reducido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ridotto	reducidas	ridurre	reducido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
ridotto	reducidos	ridurre	reducido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
confronto	comparaciones	confronto	comparación	N;MASC;SG	N;FEM;PL
canali	canal	canale	canal	N;MASC;PL	N;MASC;SG
canali	canalizar	canale	canalizar	N;MASC;PL	V;NFIN
canali	channel	canale	channel	N;MASC;PL	N;SG
regio	regio	regio	regio	ADJ;MASC;SG	N;MASC;SG
regio	royal	regio	royal	ADJ;MASC;SG	N;MASC;SG
regio	reales	regio	real	ADJ;MASC;SG	ADJ;PL
universale	universales	universale	universal	ADJ;SG	ADJ;PL
dance	bailar	dance	bailar	N	V;NFIN
dance	baila	dance	bailar	N	V;IND;SG;3;PRS;FIN
considerati	considerada	considerare	considerado	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
considerati	considerados	considerare	considerado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
considerati	consideradas	considerare	considerar	V;MASC;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
considerati	considerado	considerare	considerado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
inutile	inútiles	inutile	inútil	ADJ;SG	ADJ;PL
inutile	innecesarios	inutile	innecesario	ADJ;SG	ADJ;MASC;PL
inutile	innecesarias	inutile	innecesario	ADJ;SG	ADJ;FEM;PL
successore	sucesores	successore	sucesor	N;MASC;SG	N;MASC;PL
claude	claude	claude	claude	N;MASC;SG	PROPN
claude	claudio	claude	claudio	N;MASC;SG	PROPN
fascista	fascistas	fascista	fascista	N;SG	N;PL
offerta	ofrezcan	offerta	ofrecer	N;FEM;SG	V;IMP;PL;3;FIN
roy	roy	roy	roy	N	PROPN
arrestato	detenida	arrestare	detenido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
arrestato	detenido	arrestare	detenido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
arrestato	arrestada	arrestare	arrestado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
arrestato	detenidos	arrestare	detenido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
arrestato	arrestados	arrestare	arrestado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
arrestato	arrestado	arrestare	arrestado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
colspan	colspan	colspan	colspar	ADJ;SG	
soldi	dinero	soldo	dinero	N;MASC;PL	N;MASC;SG
indietro	atrasada	indietro	atrasado	ADV	ADJ;FEM;SG;V.PTCP
indietro	atrasado	indietro	atrasado	ADV	ADJ;MASC;SG;V.PTCP
indietro	volver	indietro	volver	ADV	V;NFIN
indietro	espalda	indietro	espalda	ADV	N;FEM;SG
indietro	regreso	indietro	regreso	ADV	N;MASC;SG
indietro	back	indietro	back	ADV	
bernard	bernard	bernard	bernard	N;MASC;SG	PROPN
democratico	democráticos	democratico	democrático	ADJ;MASC;SG	ADJ;MASC;PL
democratico	demócratas	democratico	demócrata	ADJ;MASC;SG	N;PL
nozze	boda	nozza	boda	N;FEM;PL	N;FEM;SG
nozze	casamiento	nozza	casamiento	N;FEM;PL	N;MASC;SG
misure	medición	misura	medición	N;FEM;PL	N;FEM;SG
risolvere	resolverlo	risolvere	resolverlo	V;NFIN	PROPN
ombra	sombras	ombra	sombra	N;FEM;SG	N;FEM;PL
logo	logos	logo	logo	N;MASC;SG	N;MASC;PL
logo	logotipos	logo	logotipo	N;MASC;SG	N;MASC;PL
virtù	virtudes	virtù	virtud	N;FEM;SG	N;FEM;PL
virtù	virtud	virtù	virtud	N;FEM;SG	
master	amo	master	amar	N;MASC	V;IND;SG;1;PRS;FIN
altitudine	elevaciones	altitudine	elevación	N;FEM;SG	N;FEM;PL
cerimonia	ceremonias	cerimonia	ceremonia	N;FEM;SG	N;FEM;PL
distrutto	destruida	distruggere	destruido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
distrutto	destruidas	distruggere	destruido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
distrutto	destruidos	distruggere	destruido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
distrutto	destruido	distruggere	destruido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
distrutto	destrozada	distruggere	destrozado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
distrutto	destrozados	distruggere	destrozado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
distrutto	destrozado	distruggere	destrozado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
distrutto	rallado	distruggere	rallar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
superare	superada	superare	superado	V;NFIN	ADJ;FEM;SG;V.PTCP
superare	superación	superare	superación	V;NFIN	N;FEM;SG
capi	cabeza	capo	cabeza	N;MASC;PL	N;FEM;SG
free	libres	frendere	libre	N	ADJ;PL
free	gratis	frendere	gratis	N	
free	libre	frendere	libre	N	ADJ;SG
free	gratuito	frendere	gratuito	N	ADJ;MASC;SG
spiega	explique	spiegare	explicar	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
spiega	expliquen	spiegare	explicar	V;IND;SG;3;PRS;FIN	V;IMP;PL;3;FIN
bad	malas	bad	malo	N;SG	ADJ;FEM;PL
bad	malos	bad	malo	N;SG	ADJ;MASC;PL
bad	malo	bad	malo	N;SG	ADJ;MASC;SG
bad	mal	bad	mal	N;SG	ADV
bad	mala	bad	malo	N;SG	ADJ;FEM;SG
ancona	ancona	ancona	anconar	N;FEM;SG	PROPN
ospite	invitada	ospite	invitada	N;SG	ADJ;FEM;SG;V.PTCP
ospite	invitado	ospite	invitado	N;SG	ADJ;MASC;SG;V.PTCP
ospite	invitados	ospite	invitado	N;SG	N;MASC;PL
versi	verso	verso	verso	N;MASC;PL	N;MASC;SG
versi	estrofa	verso	estrofar	N;MASC;PL	N;FEM;SG
versi	versículo	verso	versículo	N;MASC;PL	N;MASC;SG
organi	órgano	organo	órgano	N;MASC;PL	N;MASC;SG
religiosi	religioso	religioso	religioso	ADJ;MASC;PL	ADJ;MASC;SG
religiosi	religiosa	religioso	religioso	ADJ;MASC;PL	ADJ;FEM;SG
tag	etiquetar	tag	etiquetar	N	V;NFIN
paragrafo	apartado	paragrafo	apartado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
paragrafo	párrafos	paragrafo	párrafo	N;MASC;SG	N;MASC;PL
special	especiales	special	especial	N;FEM;SG	ADJ;PL
special	especial	special	especial	N;FEM;SG	ADJ;SG
musical	musical	musical	musical	N;MASC	ADJ;SG
navigazione	navegando	navigazione	navegar	N;FEM;SG	V;V.MSDR
bernardo	bernard	bernardo	bernard	N;MASC;SG	PROPN
bernardo	bernhard	bernardo	bernhard	N;MASC;SG	PROPN
raffaele	raffaele	raffaele	raffaele	N;SG	PROPN
raffaele	ralph	raffaele	ralph	N;SG	PROPN
cambiato	cambiado	cambiare	cambiar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
cambiato	cambiada	cambiare	cambiado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
tipica	típicas	tipico	típico	ADJ;FEM;SG	ADJ;FEM;PL
