for	varten	for	varten	ADP	ADV
alvorlige	ankara	alvorlig	ankara	ADJ;PL	ADJ;NOM;SG
alvorlige	vakava	alvorlig	vakava	ADJ;PL	ADJ;NOM;SG
kombination	yhdistetään	kombination	yhdistää	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
begyndelse	alkuja	begyndelse	alku	N;INDF;MASC+FEM;SG	N;PRT;PL
guild	guild	guild	guild		
kaj	laituri	kaj	laituri	PROPN	N;NOM;SG
kaj	kaj	kaj	kajs	PROPN	PROPN;NOM;SG
kaj	laiturille	kaj	laituri	PROPN	N;AT+ALL;SG
kaj	laituri	kaj	laituri	PROPN	N;NOM;SG
tidende	päiväkirja	tidende	päivä#kirja	V;PRS;V.PTCP	N;NOM;SG
tidende	lehti	tidende	lehti	V;PRS;V.PTCP	N;NOM;SG
auf	auf	auf	auf	V;IND;PST;FIN;ACT	INTJ
action	toimi	action	toimia	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
action	toimia	action	toimia	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
story	tarinaa	story	tarina		N;PRT;SG
story	tarina	story	tarina		N;NOM;SG
story	tarinan	story	tarina		N;GEN;SG
baner	kaistaa	bane	kaista	N;INDF;MASC+FEM;PL	N;PRT;SG
tommy	tommyn	tommy	tommy		N;GEN;SG
tommy	tommy	tommy	tommy		PROPN;NOM;SG
skridt	astu	skridt	astua	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
skridt	vaiheita	skridt	vaihe	N;INDF;NEUT;SG	N;PRT;PL
skridt	vaiheet	skridt	vaihe	N;INDF;NEUT;SG	N;NOM;PL
skridt	askelia	skridt	askel	N;INDF;NEUT;SG	N;PRT;PL
skridt	portaat	skridt	portaat	N;INDF;NEUT;SG	N;NOM;PL
skridt	askeleet	skridt	askel	N;INDF;NEUT;SG	N;NOM;PL
hammer	hammer	hammer	hammer	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
bruun	bruun	bruun	bruku		PROPN;NOM;SG
fredede	suojeltu	frede	suojella	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
fredede	suojattu	frede	suojata	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
fredede	suojellut	frede	suojella	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
målt	mitatut	måle	mitata	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
plade	kirjataan	plade	kirjata	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
airlines	lentoyhtiöt	airline	lento#yhtiö	N;INDF;MASC+FEM;SG	N;NOM;PL
airlines	lentoyhtiöiden	airline	lento#yhtiö	N;INDF;MASC+FEM;SG	N;GEN;PL
revet	riutta	rive	riusi	V;INDF;SG;PST;V.PTCP	N;NOM;SG
besiddelse	hallussa	besiddelse	hallussa	N;INDF;MASC+FEM;SG	ADV
bulgarien	bulgariassa	bulgarie	bulgaria	PROPN	N;IN+ESS;SG
bulgarien	bulgarian	bulgarie	bulgaria	PROPN	N;GEN;SG
bulgarien	bulgaria	bulgarie	bulgari	PROPN	N;NOM;SG
font	kirjasin	font	kirjata		V;IND;SG;1;PST;FIN;ACT
administrativ	hallinnolliset	administrativ	hallinnollinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
frue	madam	frue	madam	N;INDF;MASC+FEM;SG	
frue	lady	frue	lady	N;INDF;MASC+FEM;SG	
kronen	crown	kron	crown	N;DEF;MASC+FEM;SG	
kemisk	kemikaali	kemisk	kemikaali	ADJ;INDF;SG	N;NOM;SG
kemisk	kemialliset	kemisk	kemiallinen	ADJ;INDF;SG	ADJ;NOM;PL
kemisk	kemiallisesti	kemisk	kemiallisesti	ADJ;INDF;SG	ADV
fødselsdag	syntymäpäivät	fødselsdag	syntymä#päivät	N;INDF;MASC+FEM;SG	N;NOM;PL
fødselsdag	synttärit	fødselsdag	synttäri	N;INDF;MASC+FEM;SG	N;NOM;PL
fattige	köyhä	fattig	köyhä	ADJ;PL	ADJ;NOM;SG
master	mestari	mast	mestari	N;INDF;MASC+FEM;PL	N;NOM;SG
master	isäntä	mast	isäntä	N;INDF;MASC+FEM;PL	N;NOM;SG
heart	heart	heart	heart		
heart	sydäntä	heart	sydäntä		N;PRT;SG
heart	sydän	heart	sydän		N;NOM;SG
heart	sydämen	heart	sydän		N;GEN;SG
overordnede	esimiesten	overordne	esi#mies	ADJ;PL	N;GEN;PL
muslimske	muslimi	muslimsk	muslimi	ADJ;PL	N;NOM;SG
muslimske	muslimien	muslimsk	muslimi	ADJ;PL	N;GEN;PL
muslimske	muslimit	muslimsk	muslimi	ADJ;PL	N;NOM;PL
besatte	riivattu	besætte	riivata	V;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
besatte	varattu	besætte	varata	V;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
besatte	pakkomielteinen	besætte	pakko#mielteinen	V;PST;FIN;ACT	ADJ;NOM;SG
besatte	pakkomielle	besætte	pakko#mielle	V;PST;FIN;ACT	N;AT+ALL;SG
nationalt	kansallinen	nationalt	kansallinen	ADV	ADJ;NOM;SG
nationalt	kansalliset	nationalt	kansallinen	ADV	ADJ;NOM;PL
nationalt	kansallisten	nationalt	kansallinen	ADV	ADJ;GEN;PL
præcis	tarkkaa	præcis	tarkka	ADV	ADJ;PRT;SG
præcis	tarkka	præcis	tarkka	ADV	ADJ;NOM;SG
præcis	tarkka	præcis	tarkka	ADV	ADJ;NOM;SG
præcis	tarkat	præcis	tarkka	ADV	ADJ;NOM;PL
brugeren	käyttäjät	bruger	käyttäjä	N;DEF;MASC+FEM;SG	N;NOM;PL
denmark	tanska	denmark	tanska		PROPN;NOM;SG
pensioneret	eläkkeelle	pensionere	eläke	V;INDF;SG;PST;V.PTCP	N;AT+ALL;SG
pensioneret	eläkkeellä	pensionere	eläke	V;INDF;SG;PST;V.PTCP	N;AT+ESS
;SG
middelhavet	välimeren	middelhavet	väli#meri	N;DEF;NEUT;SG	PROPN;GEN;SG
howard	howard	howard	howard	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
nemt	helposti	nemt	helposti	ADJ;INDF;NEUT;SG	ADV
ohio	ohio	ohio	ohio	PROPN	
ohio	ohion	ohio	ohio	PROPN	N;GEN;SG
brun	ruskeat	brun	ruskea	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
brun	brownin	brun	brown	ADJ;INDF;MASC+FEM;SG	N;GEN;SG
brun	brown	brun	brown	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;SG
angivet	lueteltujen	angive	luetella	V;INDF;SG;PST;V.PTCP	V;GEN;PL;V.PTCP;PASS
angivet	luetellut	angive	luetella	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
angivet	määritetyt	angive	määrittää	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
francis	francis	francis	francis		PROPN;NOM;SG
overlevende	selviytyjä	overleve	selviytyjä	V;PRS;V.PTCP	N;NOM;SG
preussiske	preussin	preussisk	preussi	ADJ;PL	N;GEN;SG
nedre	alemmas	nedre	alemmas	ADJ	ADV
nedre	alhaisempi	nedre	alhainen	ADJ	ADJ;NOM;CMPR;SG
nedre	pienempi	nedre	pieni	ADJ	ADJ;NOM;CMPR;SG
wikimedia	wikimedia	wikimedia	wikimedia		N;NOM;SG
iso	iso	iso	iso	N;INDF;NEUT;SG	ADJ;NOM;SG
tim	tim	tim	tim		PROPN;NOM;SG
tim	timin	tim	timi		N;GEN;SG
stamme	rasittaa	stamme	rasittaa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
indbyggerne	asukasta	indbygger	asukas	N;DEF;MASC+FEM;PL	N;PRT;SG
tilgængelig	saatavissa	tilgængelig	saada	ADJ;INDF;MASC+FEM;SG	V;IN+ESS;PL;V.PTCP;PASS
tilgængelig	käytettävissä	tilgængelig	käyttää	ADJ;INDF;MASC+FEM;SG	V;IN+ESS;PL;V.PTCP;PASS
tilgængelig	tarjolla	tilgængelig	tarjolla	ADJ;INDF;MASC+FEM;SG	ADV
tilgængelig	saatavilla	tilgængelig	saada	ADJ;INDF;MASC+FEM;SG	V;AT+ESS
;PL;V.PTCP;PASS
tilgængelig	saatavana	tilgængelig	saada	ADJ;INDF;MASC+FEM;SG	V;FRML;SG;V.PTCP;PASS
bredere	laajempaa	bred	laaja	ADV;CMPR	ADJ;PRT;CMPR;SG
bredere	laajempi	bred	laaja	ADV;CMPR	ADJ;NOM;CMPR;SG
bredere	laajempia	bred	laaja	ADV;CMPR	ADJ;PRT;CMPR;PL
bredere	laajemmat	bred	laaja	ADV;CMPR	ADJ;NOM;CMPR;PL
bredere	laajempaa	bred	laaja	ADV;CMPR	ADJ;PRT;CMPR;SG
bredere	laajempi	bred	laaja	ADV;CMPR	ADJ;NOM;CMPR;SG
bredere	laajemmat	bred	laaja	ADV;CMPR	ADJ;NOM;CMPR;PL
fyret	potkut	fyre	potku	V;INDF;SG;PST;V.PTCP	N;NOM;PL
hjerte	heart	hjerte	heart	N;INDF;NEUT;SG	
afsluttede	suoritettu	afslutte	suorittaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
afsluttede	päätökseen	afslutte	päätös	V;IND;PST;FIN;ACT	N;IN+ALL;SG
afsluttede	valmis	afslutte	valmis	V;IND;PST;FIN;ACT	ADJ;NOM;SG
afsluttede	valmiit	afslutte	valmis	V;IND;PST;FIN;ACT	ADJ;NOM;PL
anmeldelser	arvostelu	anmeldelse	arvostelu	N;INDF;MASC+FEM;PL	N;NOM;SG
wild	wild	wild	wild		
wild	villiä	wild	villi		ADJ;PRT;SG
wild	hurja	wild	hurja		ADJ;NOM;SG
wild	villi	wild	villi		ADJ;NOM;SG
kap	cape	kipe	cape		
kap	kap	kipe	kap		N;GEN;SG
kap	viitta	kipe	viisi		N;NOM;SG
gentagne	toistuva	gentage	toistua	V;PL;PST;V.PTCP	ADJ;NOM;SG
gentagne	toistuvat	gentage	toistua	V;PL;PST;V.PTCP	V;IND;PL;3;PRS;FIN;ACT
info	info	info	info	N;INDF;NEUT;SG	INTJ
info	tiedot	info	tieto	N;INDF;NEUT;SG	N;NOM;PL
info	tietoja	info	tieto	N;INDF;NEUT;SG	N;PRT;PL
løn	palkat	løn	palkka	N;INDF;MASC+FEM;SG	N;NOM;PL
løn	maksa	løn	maksaa	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
løn	maksaa	løn	maksaa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
løn	maksettava	løn	maksaa	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;PASS
løn	palkat	løn	palkka	N;INDF;MASC+FEM;SG	N;NOM;PL
løn	palkkoja	løn	palkka	N;INDF;MASC+FEM;SG	N;PRT;PL
gammelt	muinaiset	gammel	muinainen	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
gammelt	antiikin	gammel	antiikki	ADJ;INDF;NEUT;SG	N;GEN;SG
gammelt	vanhat	gammel	vanha	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
gammelt	vanhoja	gammel	vanha	ADJ;INDF;NEUT;SG	ADJ;PRT;PL
beck	beck	beck	beck		PROPN;NOM;SG
skifter	kytkimet	skifte	kytkin	V;IND;PRS;FIN;ACT	N;NOM;PL
skifter	muuttaminen	skifte	muuttaminen	V;IND;PRS;FIN;ACT	N;NOM;SG
skifter	vaihtaminen	skifte	vaihtaminen	V;IND;PRS;FIN;ACT	N;NOM;SG
falde	syksy	falde	syksy	V;NFIN;ACT	N;NOM;SG
ddr	ddr	ddr	ddr		N;NOM;SG
georgia	georgiassa	georgia	georgia		N;IN+ESS;SG
georgia	georgian	georgia	georgia		N;GEN;SG
georgia	georgia	georgia	georg		N;NOM;SG
georgia	georgiaa	georgia	georgia		N;PRT;SG
fame	mainetta	fame	maine		N;PRT;SG
fame	maine	fame	maine		N;NOM;SG
fame	kuuluisuus	fame	kuuluisuus		N;NOM;SG
positive	myönteinen	positiv	myönteinen	ADJ;PL	ADJ;NOM;SG
positive	positiivinen	positiv	positiivinen	ADJ;PL	ADJ;NOM;SG
positive	positiivista	positiv	positiivinen	ADJ;PL	ADJ;PRT;SG
europe	euroopan	europe	eurooppa		PROPN;GEN;SG
europe	eurooppa	europe	eurooppa		PROPN;NOM;SG
ocean	meri	ocean	meri		N;NOM;SG
ocean	valtameri	ocean	valta#meri		N;NOM;SG
ocean	ocean	ocean	ocea		
kroatien	kroatia	kroati	kroati	PROPN	N;NOM;SG
kroatien	kroatian	kroati	kroatia	PROPN	N;GEN;SG
positiv	positiiviset	positiv	positiivinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
samtidige	samanaikaista	samtidig	saman#aikainen	ADJ;PL	ADJ;PRT;SG
samtidige	samanaikainen	samtidig	samanaikainen	ADJ;PL	ADJ;NOM;SG
samtidige	samanaikaisesti	samtidig	samanaikaisesti	ADJ;PL	ADV
samtidige	samanaikaista	samtidig	saman#aikainen	ADJ;PL	ADJ;PRT;SG
samtidige	samanaikainen	samtidig	samanaikainen	ADJ;PL	ADJ;NOM;SG
faldet	langennut	falde	langennut	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
studie	opiskella	studie	opiskella	N;INDF;NEUT;SG	V;SG;NFIN;ACT
trykt	painetut	trykke	painaa	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
thor	thor	thor	thor	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
krige	sodan	krig	sota	N;INDF;MASC+FEM;PL	N;GEN;SG
krige	sotaa	krig	sota	N;INDF;MASC+FEM;PL	N;PRT;SG
krige	sota	krig	sota	N;INDF;MASC+FEM;PL	N;NOM;SG
palle	lava	palle	lava	PROPN	N;NOM;SG
japanerne	japanilaista	japaner	japanilainen	N;DEF;MASC+FEM;PL	N;PRT;SG
japanerne	japani	japaner	japani	N;DEF;MASC+FEM;PL	N;NOM;SG
japanerne	japanilainen	japaner	japanilainen	N;DEF;MASC+FEM;PL	ADJ;NOM;SG
japanerne	japanin	japaner	japani	N;DEF;MASC+FEM;PL	N;GEN;SG
hærens	armeija	hær	armeija	N;GEN;DEF;MASC+FEM;SG	N;NOM;SG
vidner	todistaja	vidne	todistaja	N;INDF;NEUT;PL	N;NOM;SG
vidner	silminnäkijä	vidne	silminnäkijä	N;INDF;NEUT;PL	N;NOM;SG
vidner	todistajan	vidne	todistaja	N;INDF;NEUT;PL	N;GEN;SG
jarl	earl	jarl	earl	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
kritiseret	kritiikki	kritisere	kritiikki	V;INDF;SG;PST;V.PTCP	N;NOM;SG
kritiseret	arvostelua	kritisere	arvostelu	V;INDF;SG;PST;V.PTCP	N;PRT;SG
kritiseret	arvostelu	kritisere	arvostelu	V;INDF;SG;PST;V.PTCP	N;NOM;SG
kritiseret	arvostelun	kritisere	arvostelu	V;INDF;SG;PST;V.PTCP	N;GEN;SG
kritiseret	kritiikkiä	kritisere	kritiikki	V;INDF;SG;PST;V.PTCP	N;PRT;SG
hemmelige	salaisuuden	hemmelig	salaisuus	ADJ;PL	N;GEN;SG
hemmelige	salaista	hemmelig	salainen	ADJ;PL	ADJ;PRT;SG
hemmelige	salainen	hemmelig	salainen	ADJ;PL	ADJ;NOM;SG
hemmelige	salaisuus	hemmelig	salaisuus	ADJ;PL	N;NOM;SG
bruce	bruce	bruce	bruce		PROPN;NOM;SG
milano	milanossa	milano	milano	PROPN	PROPN;IN+ESS;SG
milano	milano	milano	milano	PROPN	PROPN;NOM;SG
milano	milanon	milano	milano	PROPN	PROPN;GEN;SG
milano	milanossa	milano	milano	PROPN	PROPN;IN+ESS;SG
milano	milano	milano	milano	PROPN	PROPN;NOM;SG
dollars	dollareita	dollar	dollari	N;INDF;MASC+FEM;SG	N;PRT;PL
søndag	sunnuntaita	søndag	sunnuntai	N;INDF;MASC+FEM;SG	N;PRT;PL
bosat	kotimaiset	bosat	kotimainen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL
bosat	kotimainen	bosat	koti#mainen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
bosat	asukas	bosat	asukas	V;INDF;SG;PST;V.PTCP	N;NOM;SG
levetid	elinikäinen	levetid	elin#ikäinen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
citat	lainata	citat	lainata	N;INDF;NEUT;SG	V;SG;NFIN;ACT
dalen	valley	dal	valley	N;DEF;MASC+FEM;SG	
erfaring	kokemukset	erfaring	kokemus	N;INDF;MASC+FEM;SG	N;NOM;PL
erfaring	kokemuksia	erfaring	kokemus	N;INDF;MASC+FEM;SG	N;PRT;PL
øge	lisäys	øge	lisäys	V;NFIN;ACT	N;NOM;SG
øge	kasvu	øge	kasvu	V;NFIN;ACT	N;NOM;SG
øge	korotus	øge	korotus	V;NFIN;ACT	N;NOM;SG
afviste	hylättiin	afvise	hylätä	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
afviste	hylätty	afvise	hylätä	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
afviste	evätty	afvise	evätä	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
oliver	oliver	oliv	oliver	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
canadisk	kanadan	canadisk	kanada	ADJ;INDF;SG	N;GEN;SG
frø	siemen	frø	siemi	N;INDF;NEUT;PL	N;NOM;SG
frø	sammakon	frø	sammakko	N;INDF;NEUT;PL	N;GEN;SG
frø	sammakko	frø	sammakko	N;INDF;NEUT;PL	N;NOM;SG
dei	dei	dei	dei		
facebook	facebookissa	facebook	facebook	N;INDF;MASC+FEM;SG	PROPN;IN+ESS;SG
facebook	facebookin	facebook	facebook	N;INDF;MASC+FEM;SG	PROPN;GEN;SG
facebook	facebook	facebook	facebook	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
facebook	facebookiin	facebook	facebook	N;INDF;MASC+FEM;SG	PROPN;IN+ALL;SG
superligaen	majors	superliga	majors	N;DEF;MASC+FEM;SG	
sydney	sydneyn	sydney	syddä		N;GEN;SG
sydney	sydney	sydney	sydneyt		N;NOM;SG
naturlig	luonnolliset	naturlig	luonnollinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
naturlig	luonnon	naturlig	luonto	ADJ;INDF;MASC+FEM;SG	N;GEN;SG
øverst	huippu	øverst	huippu	ADJ;RL	N;NOM;SG
øverst	top	øverst	top	ADJ;RL	PROPN;NOM;SG
øverst	huippua	øverst	huippu	ADJ;RL	N;PRT;SG
øverst	ylä	øverst	ylä	ADJ;RL	N;NOM;SG
bryde	tauko	bryde	tauko	V;NFIN;ACT	N;NOM;SG
etniske	etninen	etnisk	etninen	ADJ;PL	ADJ;NOM;SG
etniske	etnistä	etnisk	etninen	ADJ;PL	N;PRT;SG
lena	lena	lena	lena		PROPN;NOM;SG
mistet	hukassa	miste	hukassa	V;INDF;SG;PST;V.PTCP	ADV
bundet	sidotut	binde	sidottu	V;INDF;SG;PST;V.PTCP	N;NOM;PL
bundet	sidotut	binde	sidottu	V;INDF;SG;PST;V.PTCP	N;NOM;PL
conrad	conrad	conrad	conrad	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
regional	alueellinen	regional	alueellinen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
regional	alueelliset	regional	alueellinen	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
regional	alueellisten	regional	alueellinen	N;INDF;MASC+FEM;SG	ADJ;GEN;PL
human	inhimillinen	human	inhimillinen		ADJ;NOM;SG
dække	kansi	dække	kansi	V;NFIN;ACT	N;NOM;SG
dække	kannen	dække	kansi	V;NFIN;ACT	N;GEN;SG
venedig	venetsia	venedig	venetsi	PROPN	N;NOM;SG
venedig	venetsiassa	venedig	venetsia	PROPN	N;IN+ESS;SG
venedig	venetsian	venedig	venetsi	PROPN	N;GEN;SG
væsentlige	välttämätöntä	væsentlig	välttämätön	ADJ;PL	ADJ;PRT;SG
væsentlige	oleellinen	væsentlig	oleellinen	ADJ;PL	ADJ;NOM;SG
væsentlige	olennainen	væsentlig	olennainen	ADJ;PL	ADJ;NOM;SG
fremtidige	tulevaisuuden	fremtidig	tulevaisuus	ADJ;PL	N;GEN;SG
fremtidige	tuleva	fremtidig	tulla	ADJ;PL	ADJ;NOM;SG
fremtidige	tulevaisuus	fremtidig	tulevaisuus	ADJ;PL	N;NOM;SG
fremtidige	tulevaisuutta	fremtidig	tulevaisuus	ADJ;PL	N;PRT;SG
fremtidige	tulevaisuudessa	fremtidig	tulevaisuus	ADJ;PL	N;IN+ESS;SG
fremtidige	tulevaisuuteen	fremtidig	tulevaisuus	ADJ;PL	N;IN+ALL;SG
prøvede	yritetty	prøve	yrittää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
prøvede	kokeiltu	prøve	kokeilla	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
arnold	arnold	arnold	arnold		N;NOM;SG
ida	ida	ida	ida		N;NOM;SG
ross	ross	ross	ross	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
juridiske	oikeudellinen	juridisk	oikeudellinen	ADJ;PL	ADJ;NOM;SG
juridiske	laillinen	juridisk	laillinen	ADJ;PL	ADJ;NOM;SG
musikalsk	musikaali	musikalsk	musikaali	ADV	N;NOM;SG
konflikten	konfliktit	konflikt	konflikti	N;DEF;MASC+FEM;SG	N;NOM;PL
stemte	äänestetty	stemme	äänestää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
opfundet	keksitty	opfinde	keksiä	V;INDF;SG;PST;V.PTCP	N;NOM;SG
slægter	suku	slægte	suku	N;INDF;MASC+FEM;PL	N;NOM;SG
slægter	sukuun	slægte	suku	N;INDF;MASC+FEM;PL	N;IN+ALL;SG
sletning	pyyhkii	sletning	pyyhkiä	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
sletning	poistetaan	sletning	poistaa	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
midlertidig	tilapäisesti	midlertidig	tila#päisesti	ADJ;INDF;MASC+FEM;SG	ADV
midlertidig	väliaikaisesti	midlertidig	väli#aikaisesti	ADJ;INDF;MASC+FEM;SG	ADV
midlertidig	väliaikaisesti	midlertidig	väli#aikaisesti	ADJ;INDF;MASC+FEM;SG	ADV
midlertidig	väliaikaiset	midlertidig	väli#aikainen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
midlertidig	tilapäiset	midlertidig	tilapäinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
plus	lisäksi	plus	lisäksi	N;INDF;MASC+FEM;SG	ADV
unit	yksikön	unit	yksikkö		N;GEN;SG
unit	yksikköä	unit	yksikkö		N;PRT;SG
unit	yksikkö	unit	yksikkö		N;NOM;SG
arkiv	arkistot	arkiv	arkisto	N;INDF;NEUT;SG	N;NOM;PL
arkiv	arkistojen	arkiv	arkisto	N;INDF;NEUT;SG	N;GEN;PL
arkiv	arkistoja	arkiv	arkisto	N;INDF;NEUT;SG	N;PRT;PL
arkiv	arkistot	arkiv	arkisto	N;INDF;NEUT;SG	N;NOM;PL
lærde	oppineet	lærde	oppia	ADJ;PL	V;NOM;PL;V.PTCP;ACT
lærde	tutkijat	lærde	tutkija	ADJ;PL	N;NOM;PL
lærde	oppinut	lærde	oppia	ADJ;PL	V;NOM;SG;V.PTCP;ACT
forstår	ymmärrä	forstå	ymmärtää	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
sol	sun	sol	sinä	N;INDF;MASC+FEM;SG	PRO;GEN;SG;2
sol	sol	sol	solla	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
løst	irti	løse	irti	V;INDF;SG;PST;V.PTCP	ADV
løst	löysä	løse	löysä	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
løst	vapaana	løse	vapaa	V;INDF;SG;PST;V.PTCP	ADJ;FRML;SG
tilføje	lisää	tilføje	lisää	V;NFIN;ACT	ADV
tilføje	add	tilføje	add	V;NFIN;ACT	N;NOM;SG
jernbaner	rautatie	jernbane	rauta#tie	N;INDF;MASC+FEM;PL	N;NOM;SG
jernbaner	rautatie	jernbane	rauta#tie	N;INDF;MASC+FEM;PL	N;NOM;SG
salt	suolan	salt	suola	ADJ;INDF;SG	N;GEN;SG
salt	suola	salt	suola	ADJ;INDF;SG	N;NOM;SG
salt	salt	salt	salt	ADJ;INDF;SG	
salt	suolaa	salt	suola	ADJ;INDF;SG	N;PRT;SG
tilstrækkelig	riittävät	tilstrækkelig	riittävä	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
tilstrækkelig	riittävästi	tilstrækkelig	riittävästi	ADJ;INDF;MASC+FEM;SG	ADV
tilstrækkelig	riittävät	tilstrækkelig	riittävä	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
fjender	vihollinen	fjende	vihollinen	N;INDF;MASC+FEM;PL	N;NOM;SG
antonio	antonio	antonio	antonio		N;NOM;SG
trondheim	trondheim	trondheim	trondheim	N;INDF;NEUT;SG	PROPN;NOM;SG
gold	kultaa	gold	kulta		N;PRT;SG
gold	kulta	gold	kulta		N;NOM;SG
gold	kullan	gold	kulta		N;GEN;SG
endeligt	lopullinen	endelig	lopullinen	ADV	ADJ;NOM;SG
endeligt	finaali	endelig	finaali	ADV	N;NOM;SG
helsinki	helsingissä	helsinki	helsinki	N;INDF;NEUT;SG	PROPN;IN+ESS;SG
helsinki	helsingin	helsinki	helsinki	N;INDF;NEUT;SG	PROPN;GEN;SG
vejer	punnitaan	veje	punnita	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
kommun	kunta	kommun	kunta		N;NOM;SG
simple	yksinkertaista	simpel	yksinkertainen	ADJ;PL	ADJ;PRT;SG
simple	yksinkertainen	simpel	yksin#kertainen	ADJ;PL	ADJ;NOM;SG
relevante	merkityksellinen	relevante	merkityksellinen	ADJ;PL	ADJ;NOM;SG
nick	nick	nick	nick		PROPN;NOM;SG
dublin	dublin	dublin	dublin	N;INDF;MASC+FEM;SG	
alvorlig	vakavat	alvorlig	vakava	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
alvorlig	vakavat	alvorlig	vakava	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
rod	rod	rod	rod	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
kapacitet	valmiudet	kapacitet	valmius	N;INDF;MASC+FEM;SG	N;NOM;PL
kapacitet	valmiuksia	kapacitet	valmius	N;INDF;MASC+FEM;SG	N;PRT;PL
kapacitet	valmiudet	kapacitet	valmius	N;INDF;MASC+FEM;SG	N;NOM;PL
kapacitet	valmiudet	kapacitet	valmius	N;INDF;MASC+FEM;SG	N;NOM;PL
indstillet	setti	indstille	setti	V;INDF;SG;PST;V.PTCP	N;NOM;SG
korn	jyviä	korn	jyvä	N;INDF;NEUT;SG	N;PRT;PL
korn	jyvät	korn	jyädä	N;INDF;NEUT;SG	N;NOM;PL
konflikter	konflikti	konflikt	konflikti	N;INDF;MASC+FEM;PL	N;NOM;SG
konflikter	selkkaus	konflikt	selkkaus	N;INDF;MASC+FEM;PL	N;NOM;SG
konflikter	konfliktin	konflikt	konflikti	N;INDF;MASC+FEM;PL	N;GEN;SG
konflikter	ristiriita	konflikt	risti#riita	N;INDF;MASC+FEM;PL	N;NOM;SG
kai	kai	kai	kai		ADV
dame	lady	dame	lady	N;INDF;MASC+FEM;SG	
dame	dame	dame	dame	N;INDF;MASC+FEM;SG	
tænke	ajattelun	tænke	ajattelu	V;NFIN;ACT	N;GEN;SG
