और	és	और	és		CONJ
भारतीयों	indiaiak	भारतीय	indiai	N;ACC;MASC;PL;3	N;NOM;PL
त्रुटि	hibák	त्रुटि	hiba	N;NOM;MASC;SG;3	N;NOM;PL
त्रुटि	hibákat	त्रुटि	hiba	N;NOM;MASC;SG;3	N;ACC;PL
ऊँची	high	ऊँचा	high	ADJ;NOM;FEM;SG	
ऊँची	magasan	ऊँचा	magasan	ADJ;NOM;FEM;SG	
आराम	nyugodt	आराम	nyugodt	PROPN;NOM;MASC;SG;3	
आराम	laza	आराम	laza	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
आराम	kényelem	आराम	kényelem	PROPN;NOM;MASC;SG;3	
आराम	kényelmet	आराम	kényelem	PROPN;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
आराम	vigasz	आराम	vigasz	PROPN;NOM;MASC;SG;3	N;NOM;SG
आराम	pihenés	आराम	pihenés	PROPN;NOM;MASC;SG;3	N;NOM;SG
आराम	többi	आराम	többi	PROPN;NOM;MASC;SG;3	
आराम	pihenő	आराम	pihenő	PROPN;NOM;MASC;SG;3	
रवि	szudáni	रवि	szudáni	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
रवि	szudán	रवि	szuda	PROPN;NOM;MASC;SG;3	N;NOM;SG
रवि	napsütés	रवि	napsütés	PROPN;NOM;MASC;SG;3	N;NOM;SG
रवि	sun	रवि	sun	PROPN;NOM;MASC;SG;3	
रवि	nap	रवि	nap	PROPN;NOM;MASC;SG;3	N;NOM;SG
रवि	napfény	रवि	napfény	PROPN;NOM;MASC;SG;3	N;NOM;SG
रवि	ravi	रवि	ravi	PROPN;NOM;MASC;SG;3	
रवि	találkozó	रवि	találkozó	PROPN;NOM;MASC;SG;3	N;NOM;SG
बेटा	béta	बेटा	béta	N;NOM;MASC;SG;3	
टुकड़े	darabok	टुकडा	darab	V;PFV;MASC;PL;V.PTCP;ACT	N;NOM;PL
टुकड़े	darabjai	टुकडा	darab	V;PFV;MASC;PL;V.PTCP;ACT	N;NOM;PL
टुकड़े	darab	टुकडा	darab	V;PFV;MASC;PL;V.PTCP;ACT	
टुकड़े	darabokban	टुकडा	darab	V;PFV;MASC;PL;V.PTCP;ACT	N;IN+ESS;PL
क्रिस्टल	crystal	क्रिस्टल	crystal	N;NOM;MASC;SG;3	
क्रिस्टल	kristály	क्रिस्टल	kristály	N;NOM;MASC;SG;3	
चौथा	negyedszer	चौथा	negyedszer	ADJ;NOM;MASC;SG	
चौथा	negyedik	चौथा	negyed	ADJ;NOM;MASC;SG	
प्रसन्न	jolly	प्रसन्न	jolly	PROPN;NOM;MASC;SG;3	
प्रसन्न	elégedett	प्रसन्न	elégedett	PROPN;NOM;MASC;SG;3	
प्रसन्न	örülök	प्रसन्न	örül	PROPN;NOM;MASC;SG;3	V;DEF;IND;SG;1;PRS;FIN;ACT
प्रसन्न	boldogság	प्रसन्न	boldogság	PROPN;NOM;MASC;SG;3	N;NOM;SG
प्रसन्न	boldog	प्रसन्न	boldog	PROPN;NOM;MASC;SG;3	
सार	absztrakt	सार	absztrakt		N;NOM;SG
पड़ोसी	szomszéd	पड़ोसी	szomszéd	N;NOM;MASC;SG;3	
पड़ोसी	szomszédok	पड़ोसी	szomszéd	N;NOM;MASC;SG;3	N;NOM;PL
पड़ोसी	szomszédokkal	पड़ोसी	szomszéd	N;NOM;MASC;SG;3	N;INS;PL
पड़ोसी	szomszédok	पड़ोसी	szomszéd	N;NOM;MASC;SG;3	N;NOM;PL
पड़ोसी	szomszédok	पड़ोसी	szomszéd	N;NOM;MASC;SG;3	N;NOM;PL
पड़ोसी	szomszéd	पड़ोसी	szomszéd	N;NOM;MASC;SG;3	
गाया	sang	गा	sang	V;PFV;MASC;SG;V.PTCP;ACT	
भ्रम	zavart	भ्रम	zavart	N;NOM;MASC;SG;3	
राजनेता	politikus	राजनेता	politikus	N;NOM;MASC;PL;3	N;NOM;SG
रविवार	vasárnap	रविवार	vasárnap	PROPN;NOM;MASC;SG;3	
रविवार	vasárnapi	रविवार	vasárnapi	PROPN;NOM;MASC;SG;3	
सारणी	asztali	सारणी	asztali	N;NOM;FEM;SG;3	
अपवाद	kivételek	अपवाद	kivétel		N;NOM;PL
अपवाद	kivételek	अपवाद	kivétel		N;NOM;PL
लिखना	írással	लिख	írás	V;MASC;NFIN;ACT	N;INS;SG
लिखना	írás	लिख	írás	V;MASC;NFIN;ACT	N;NOM;SG
लिखना	írása	लिख	írás	V;MASC;NFIN;ACT	N;NOM;SG
पाप	sin	पाप	sin	N;NOM;MASC;SG;3	
गले	ölel	गला	ölel	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
जनक	anyavállalat	जनक	anyavállalat		N;NOM;SG
जनक	szülői	जनक	szülői		N;NOM;SG
जनक	szülő	जनक	szülő		N;NOM;SG
स्वचालित	auto	स्वचालित	auto	ADJ;NOM	
स्वचालित	automata	स्वचालित	automata	ADJ;NOM	
स्वचालित	automatikus	स्वचालित	automatikus	ADJ;NOM	N;NOM;SG
स्वचालित	automatizált	स्वचालित	automatizált	ADJ;NOM	V;INDF;IND;SG;3;PST;FIN;ACT
स्वचालित	automata	स्वचालित	automata	ADJ;NOM	
स्वचालित	automatikus	स्वचालित	automatikus	ADJ;NOM	N;NOM;SG
खेत	farm	खेत	farm	N;NOM;MASC;SG;3	
असाधारण	rendkívüli	असाधारण	rendkívüli		ADJ;NOM;SG
असाधारण	rendkívüli	असाधारण	rendkívüli		ADJ;NOM;SG
असाधारण	kivételes	असाधारण	kivételes		ADJ;NOM;SG
अपील	ellenvetés	अपील	ellenvetés	N;NOM;FEM;SG;3	
दर्शक	megjelenítő	दर्शक	megjelenítő	N;NOM;MASC;PL;3	ADJ;NOM;SG
दर्शक	néző	दर्शक	néző	N;NOM;MASC;PL;3	
दर्शक	célközönség	दर्शक	célközönség	N;NOM;MASC;PL;3	N;NOM;SG
दर्शक	közönség	दर्शक	közönség	N;NOM;MASC;PL;3	N;NOM;SG
दर्शक	néző	दर्शक	néző	N;NOM;MASC;PL;3	
सैकड़ों	száz	सैकडा	száz	N;ACC;MASC;PL;3	NUM;NOM;SG
क्लास	óra	क्लास	óra		N;NOM;SG
क्लास	osztály	क्लास	osztály		N;NOM;SG
लीला	leila	लीला	leila	N;NOM;FEM;SG;3	
लीला	leela	लीला	lela	N;NOM;FEM;SG;3	PROPN;NOM;SG
मंगोल	mongolok	मंगोल	mongol	PROPN;NOM;MASC;SG;3	N;NOM;PL
मंगोल	mongólia	मंगोल	mongólia	PROPN;NOM;MASC;SG;3	
स्वीकृत	elfogadva	स्वीकृत	elfogadva	PROPN;NOM;MASC;SG;3	ADV;V.CVB
स्वीकृत	elfogadott	स्वीकृत	el+fogadott	PROPN;NOM;MASC;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
स्वीकृत	elfogadta	स्वीकृत	el+fogad	PROPN;NOM;MASC;SG;3	V;DEF;IND;SG;3;PST;FIN;ACT
स्वीकृत	elfogadja	स्वीकृत	el+fogad	PROPN;NOM;MASC;SG;3	V;DEF;IND;SG;3;PRS;FIN;ACT
स्वीकृत	elfogad	स्वीकृत	el+fogad	PROPN;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
स्वीकृत	elfogadó	स्वीकृत	elfogadó	PROPN;NOM;MASC;SG;3	
स्वीकृत	engedélyezett	स्वीकृत	engedélyezett	PROPN;NOM;MASC;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
स्वीकृत	jóváhagyott	स्वीकृत	jóváhagyott	PROPN;NOM;MASC;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
बैटरी	elemmel	बैटरी	elem	N;NOM;FEM;SG;3	N;INS;SG
बैटरी	telepek	बैटरी	telep	N;NOM;FEM;SG;3	N;NOM;PL
बैटरी	akkumulátorok	बैटरी	akkumulátor	N;NOM;FEM;SG;3	N;NOM;PL
बैटरी	elemek	बैटरी	elem	N;NOM;FEM;SG;3	N;NOM;PL
कहानियाँ	történeteket	कहानी	történet	N;NOM;FEM;PL;3	N;ACC;PL
पुष्प	virágok	पुष्प	virág		N;NOM;PL
पुष्प	virág	पुष्प	virág		N;NOM;SG
पुष्प	virágot	पुष्प	virág		N;ACC;SG
पुष्प	virág	पुष्प	virág		N;NOM;SG
अक्षांश	szélesség	अक्षांश	szélesség	PROPN;NOM;MASC;SG;3	N;NOM;SG
मियामी	miami	मियामी	miami	PROPN;NOM;MASC;SG;3	
मियामी	miamiban	मियामी	miami	PROPN;NOM;MASC;SG;3	PROPN;IN+ESS;SG
सम्पर्क	kontakt	संपर्क	kontakt	N;NOM;MASC;SG;3	
सम्पर्क	kapcsolatba	संपर्क	kapcsolat	N;NOM;MASC;SG;3	N;IN+ALL;SG
सम्पर्क	kapcsolatok	संपर्क	kapcsolat	N;NOM;MASC;SG;3	N;NOM;PL
परिस्थिति	körülmények	परिस्थिति	körülmény	N;NOM;FEM;SG;3	N;NOM;PL
कुश्ती	birkózás	कुश्ती	birkózás	PROPN;NOM;MASC;SG;3	N;NOM;SG
कुश्ती	birkózó	कुश्ती	birkózó	PROPN;NOM;MASC;SG;3	N;NOM;SG
क्लिक	kattints	क्लिक	kattints	N;NOM;MASC;SG;3	V;DEF;IMP;SG;1;PRS;FIN;ACT
लेबल	címke	लेबल	cím	N;NOM;MASC;SG;3	
लेबल	címkéket	लेबल	címkék	N;NOM;MASC;SG;3	N;ACC;PL
लेबल	címkék	लेबल	címkék	N;NOM;MASC;SG;3	
लेबल	címke	लेबल	cím	N;NOM;MASC;SG;3	
पैलेस	palace	पैलेस	palace	N;NOM;MASC;SG;3	
नीला	kék	नीला	kék	ADJ;NOM;MASC;SG	
नीला	blue	नीला	blue	ADJ;NOM;MASC;SG	
पोर्ट	kikötők	पोर्ट	ki+kötő	N;NOM;MASC;SG;3	N;NOM;PL
पोर्ट	port	पोर्ट	por	N;NOM;MASC;SG;3	
पोर्ट	kikötők	पोर्ट	ki+kötő	N;NOM;MASC;SG;3	N;NOM;PL
विधेयक	bill	विधेयक	bill	N;NOM;MASC;SG;3	
बलों	erők	बल	erő	N;ACC;MASC;PL;3	N;NOM;PL
स्टील	steel	स्टील	steel	N;NOM;FEM;SG;3	
स्टील	steele	स्टील	steele	N;NOM;FEM;SG;3	
यूनान	görögország	यूनान	görögország	PROPN;NOM;MASC;SG;3	N;NOM;SG
थोड़े	enyhén	थोड़ा	enyhén	ADJ;ACC;MASC;SG	
थोड़े	kissé	थोड़ा	kissé	ADJ;ACC;MASC;SG	
थोड़े	kevéssé	थोड़ा	kevéssé	ADJ;ACC;MASC;SG	
ऑस्टिन	austin	ऑस्टिन	austin	PROPN;NOM;MASC;SG;3	
सेकंड	másodpercek	सेकंड	másodperc	PROPN;NOM;MASC;SG;3	N;NOM;PL
सेकंड	másodperc	सेकंड	másodperc	PROPN;NOM;MASC;SG;3	
सेकंड	másodszor	सेकंड	másod	PROPN;NOM;MASC;SG;3	
सेकंड	másodperc	सेकंड	másodperc	PROPN;NOM;MASC;SG;3	
सेकंड	második	सेकंड	második	PROPN;NOM;MASC;SG;3	
अवयव	elemet	अवयव	elem	N;NOM;MASC;SG;3	N;ACC;SG
आलेख	árucikkek	आलेख	árucik	N;NOM;MASC;SG;3	N;NOM;PL
आलेख	cikkek	आलेख	cikk	N;NOM;MASC;SG;3	N;NOM;PL
फ्लोरिडा	floridai	फ्लोरिडा	floridai	PROPN;NOM;MASC;SG;3	
फ्लोरिडा	floridában	फ्लोरिडा	florida	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
फ्लोरिडा	florida	फ्लोरिडा	florida	PROPN;NOM;MASC;SG;3	
फ्लोरिडा	floridába	फ्लोरिडा	florida	PROPN;NOM;MASC;SG;3	N;IN+ALL;SG
पूर्वोत्तर	északkelet	पूर्वोत्तर	északkelet	N;NOM;MASC;SG;3	N;ON+ESS;SG
साक्ष्य	bizonyíték	साक्ष्य	bizonyíték	N;NOM;MASC;PL;3	N;NOM;SG
कहाँ	hol	कहाँ	hol	PRO	ADV
कहाँ	ahol	कहाँ	ahol	PRO	ADV
आवरण	borítékot	आवरण	boríték	N;NOM;MASC;SG;3	N;ACC;SG
आवरण	fedezze	आवरण	fedez	N;NOM;MASC;SG;3	V;DEF;IMP;SG;3;PRS;FIN;ACT
आवरण	címlap	आवरण	címlap	N;NOM;MASC;SG;3	CONJ
आवरण	fedezni	आवरण	fedez	N;NOM;MASC;SG;3	V;NFIN;ACT
आंकड़े	statisztika	आंकड़ा	statisztika	N;NOM;MASC;PL;3	N;NOM;SG
आंकड़े	statisztika	आंकड़ा	statisztika	N;NOM;MASC;PL;3	N;NOM;SG
उपदेश	prédikál	उपदेश	prédikál	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
उपदेश	prédikálni	उपदेश	prédikál	N;NOM;MASC;SG;3	V;NFIN;ACT
फोटो	fényképek	फोटो	fénykép	N;NOM;FEM;SG;3	N;NOM;PL
फोटो	fotók	फोटो	fotó	N;NOM;FEM;SG;3	N;NOM;PL
फोटो	fényképek	फोटो	fénykép	N;NOM;FEM;SG;3	N;NOM;PL
फोटो	képek	फोटो	kép	N;NOM;FEM;SG;3	N;NOM;PL
चोरी	lopott	चोरी	lopott	N;NOM;FEM;SG;3	
चोरी	ellopták	चोरी	el+lop	N;NOM;FEM;SG;3	V;DEF;IND;PL;3;PST;FIN;ACT
चोरी	lop	चोरी	lop	N;NOM;FEM;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
चोरी	lopni	चोरी	lop	N;NOM;FEM;SG;3	V;NFIN;ACT
चोरी	ellopni	चोरी	ellop	N;NOM;FEM;SG;3	V;NFIN;ACT
सिंहासन	trónt	सिंहासन	trónt	N;NOM;MASC;SG;3	N;ACC;SG
हरी	zöld	हरा	zöld	ADJ;NOM;FEM;SG	
हरी	hari	हरा	hari	ADJ;NOM;FEM;SG	
शरण	menedék	शरण	menedék	N;NOM;FEM;SG;3	
मुंह	szád	मुँह	szád	N;NOM;MASC;SG;3	V;DEF;IND;SG;1;PRS;FIN;ACT
पाक	pak	पाक	pak	PROPN;NOM;MASC;SG;3	
बेल्जियम	belgium	बेल्जियम	belgium	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
वितरित	szállított	वितरित	szállított	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
वितरित	leszállított	वितरित	leszállított	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
वितरित	elosztására	वितरित	elosztás	ADJ	N;ON+ALL;SG
वितरित	terjesztés	वितरित	terjesztés	ADJ	N;NOM;SG
वितरित	elosztás	वितरित	elosztás	ADJ	N;NOM;SG
वितरित	elosztása	वितरित	elosztás	ADJ	N;NOM;SG
वितरित	elosztva	वितरित	elosztva	ADJ	ADV;V.CVB
वितरित	elosztott	वितरित	elosztott	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
वितरित	osztott	वितरित	osztott	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
श्रेणियाँ	céh	श्रेणी	céh	N;NOM;FEM;PL;3	N;NOM;SG
श्रेणियाँ	kategória	श्रेणी	kategória	N;NOM;FEM;PL;3	
आतंकवादी	terrorista	आतंकवादी	terrorista	N;NOM;MASC;PL;3	N;NOM;SG
प्रतिबंधित	korlátozzák	प्रतिबंधित	korlátoz	ADJ	V;DEF;IND;PL;3;PRS;FIN;ACT
प्रतिबंधित	korlátozott	प्रतिबंधित	korlátozott	ADJ	
प्रतिबंधित	korlátozottak	प्रतिबंधित	korlátozott	ADJ	V;INDF;IND;PL;3;PST;FIN;ACT
प्रतिबंधित	tiltott	प्रतिबंधित	tilt	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
साथियों	kollégák	साथी	kolléga	N;ACC;MASC;PL;3	N;NOM;PL
साथियों	munkatársak	साथी	munkatárs	N;ACC;MASC;PL;3	N;NOM;PL
न्यूटन	newton	न्यूटन	newton	PROPN;NOM;MASC;SG;3	
पारस्परिक	kölcsönös	पारस्परिक	kölcsönös	N;NOM;MASC;SG;3	
अद्यतन	frissítések	अद्यतन	frissítés	N;NOM;MASC;SG;3	N;NOM;PL
बैठे	ülve	बैठ	ülve	V;PFV;MASC;SG;V.PTCP;ACT	
पारम्परिक	hagyományos	पारम्परिक	hagyományos	PROPN;NOM;MASC;SG;3	
पारम्परिक	tradicionális	पारम्परिक	tradicionális	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
विलुप्त	kihaltak	विलुप्त	ki+hal	PROPN;NOM;MASC;SG;3	V;INDF;IND;PL;3;PST;FIN;ACT
विलुप्त	kihalt	विलुप्त	ki+hal	PROPN;NOM;MASC;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
प्रशिक्षित	edzett	प्रशिक्षित	edzett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
प्रशिक्षित	képzett	प्रशिक्षित	képzett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
प्रशिक्षित	kiképzett	प्रशिक्षित	kiképzett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
सैद्धांतिक	elméleti	सैद्धांतिक	elméleti	PROPN;NOM;SG;3	ADJ;NOM;SG
स्पेनी	spanyolul	स्पेनी	spanyolul	PROPN;NOM;MASC;SG;3	
स्पेनी	spanyolok	स्पेनी	spanyol	PROPN;NOM;MASC;SG;3	N;NOM;PL
स्पेनी	spanyol	स्पेनी	spanyol	PROPN;NOM;MASC;SG;3	
संलग्न	csatolja	संलग्न	csatol		V;DEF;IND;SG;3;PRS;FIN;ACT
संलग्न	csatolva	संलग्न	csatolva		ADV;V.CVB
सिक्के	érméket	सिक्का	érmék	N;NOM;MASC;PL;3	N;ACC;PL
सिक्के	érme	सिक्का	érer	N;NOM;MASC;PL;3	N;NOM;SG
अवलोकन	áttekintés	अवलोकलन	áttekintés	N;NOM;MASC;SG;3	N;NOM;PL
नमूने	mintákat	नमूना	minta	N;NOM;MASC;PL;3	N;ACC;PL
बन्द	le	बंद	le		ADV
बन्द	kikapcsolva	बंद	kikapcsolva		ADV;V.CVB
बन्द	bezárt	बंद	bezárt		V;INDF;IND;SG;3;PST;FIN;ACT
बन्द	zárva	बंद	zárva		ADV;V.CVB
बन्द	zárt	बंद	zárt		V;INDF;IND;SG;3;PST;FIN;ACT
बन्द	bezárása	बंद	bezárás		N;NOM;SG
कब	mikor	कब	mikor	PRO	ADV
कब	amikor	कब	amikor	PRO	ADV
एकदम	abszolút	एकदम	abszolú	ADV	
खुदाई	ásni	खुदाई	ás	N;NOM;FEM;SG;3	V;NFIN;ACT
फलों	gyümölcs	फल	gyümölcs	N;ACC;MASC;PL;3	N;NOM;SG
फलों	gyümölcsök	फल	gyümölcs	N;ACC;MASC;PL;3	N;NOM;PL
हमलों	támadások	हमला	támadás	N;ACC;MASC;PL;3	N;NOM;PL
हमलों	támad	हमला	támad	N;ACC;MASC;PL;3	V;INDF;IND;SG;3;PRS;FIN;ACT
हमलों	lecsap	हमला	lecsap	N;ACC;MASC;PL;3	V;INDF;IND;SG;3;PRS;FIN;ACT
बीस	twenty	बीस	twenty	NUM	
शिकायत	panaszokat	शिकायत	panasz	N;NOM;FEM;SG;3	N;ACC;PL
शिकायत	panaszok	शिकायत	panasz	N;NOM;FEM;SG;3	N;NOM;PL
शिकायत	panaszt	शिकायत	panaszt	N;NOM;FEM;SG;3	N;ACC;SG
शिकायत	panaszkodni	शिकायत	panaszkodik	N;NOM;FEM;SG;3	V;NFIN;ACT
अन्ना	anna	अन्ना	az	PROPN;NOM;MASC;SG;3	
अन्ना	annának	अन्ना	anna	PROPN;NOM;MASC;SG;3	N;GEN;SG
विन्यास	konfigurációs	विन्यास	konfigurációs	N;NOM;MASC;SG;3	ADJ;NOM;SG
विन्यास	beállítások	विन्यास	beállítás	N;NOM;MASC;SG;3	N;NOM;PL
ध्रुवीय	sarki	ध्रुवीय	sarki	PROPN;NOM;SG;3	
पार्श्व	oldalra	पार्श्व	oldal		N;ON+ALL;SG
पार्श्व	oldalam	पार्श्व	oldal		N;NOM;SG
रोशनी	lámpák	रोशनी	lámpa	N;NOM;FEM;SG;3	N;NOM;PL
रोशनी	fények	रोशनी	fény	N;NOM;FEM;SG;3	N;NOM;PL
रोशनी	light	रोशनी	light	N;NOM;FEM;SG;3	
रोशनी	fényt	रोशनी	fény	N;NOM;FEM;SG;3	N;ACC;SG
आलोचक	kritikus	आलोचक	kritikus	N;NOM;MASC;SG;3	
रखरखाव	karbantartási	रखरखाव	karbantartási	N;NOM;MASC;SG;3	ADJ;NOM;SG
डीएनए	dns	डीएनए	dns	PROPN;NOM;MASC;SG;3	N;NOM;SG
नाना	nagyi	नाना	nagyi		N;NOM;SG
स्पर्श	érintés	स्पर्श	érintés		N;NOM;SG
वनों	erdőirtás	वन	erdőirtás	N;NOM;MASC;PL;3	N;NOM;SG
वनों	erdei	वन	erdei	N;NOM;MASC;PL;3	
वनों	erdő	वन	erdő	N;NOM;MASC;PL;3	
कबीर	kabir	कबीर	kabir	PROPN;NOM;MASC;SG;3	
हानिकारक	ártalmas	हानिकारक	ártalmas	PROPN;NOM;MASC;SG;3	
हानिकारक	káros	हानिकारक	káros	PROPN;NOM;MASC;SG;3	
आमंत्रित	meghívott	आमंत्रित	meghívott	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
आमंत्रित	meghívva	आमंत्रित	meghívva	ADJ	ADV;V.CVB
शिल्प	kézműves	शिल्प	kézműves		ADJ;NOM;SG
पीला	sárgák	पीला	sár	N;NOM;MASC;SG;3	V;DEF;IND;PL;3;PRS;FIN;ACT
पीला	sárga	पीला	sárga	N;NOM;MASC;SG;3	
सीधी	egyenesen	सीधा	egyenesen	ADJ;FEM;SG	
सीधी	egyenes	सीधा	egyenes	ADJ;FEM;SG	
बादल	felhők	बादल	fél	PROPN;NOM;MASC;SG;3	N;NOM;PL
बादल	felhő	बादल	felhő	PROPN;NOM;MASC;SG;3	N;NOM;SG
बादल	cloud	बादल	cloud	PROPN;NOM;MASC;SG;3	
चंद्रमा	hold	चंद्रमा	hold	PROPN;NOM;MASC;SG;3	
चंद्रमा	holdon	चंद्रमा	hold	PROPN;NOM;MASC;SG;3	
चंद्रमा	holdat	चंद्रमा	holdat	PROPN;NOM;MASC;SG;3	N;ACC;SG
चंद्रमा	moon	चंद्रमा	moon	PROPN;NOM;MASC;SG;3	
कोयला	szenet	कोयला	szenet	N;NOM;MASC;SG;3	N;ACC;SG
उपयोगिता	hasznosságát	उपयोगिता	hasznosság	N;NOM;FEM;SG;3	N;ACC;SG
संवेदनशील	érzékeny	संवेदनशील	érzékeny	ADJ;NOM	
संवेदनशील	érzékenyek	संवेदनशील	érzékeny	ADJ;NOM	N;NOM;PL
मान्य	érvényes	मान्य	érvényes		ADJ;NOM;SG
अनुसूचित	ütemezett	अनुसूचित	ütemezett	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
