oli	avea	olla	avea	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
osui	hit	osua	hit	V;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
osui	lovit	osua	lovi	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
osui	loveste	osua	lovest	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
termiä	termenul	termi	termen	N;PRT;SG	N;DEF;MASC;SG
termiä	mențiune	termi	mențiune	N;PRT;SG	N;INDF;FEM;SG
venäjää	rusă	venäjä	rus	N;PRT;SG	ADJ;INDF;FEM;SG
venäjää	rusesc	venäjä	rusesc	N;PRT;SG	ADV
venäjää	rusa	venäjä	rusa	N;PRT;SG	N;DEF;FEM;SG
venäjää	rus	venäjä	rus	N;PRT;SG	ADJ;INDF;MASC;SG
venäjää	rusia	venäjä	rusie	N;PRT;SG	PROPN
josef	josef	josef	josef	PROPN;NOM;SG	PROPN
jako	împărțit	jako	împărți	N;NOM;SG	ADJ;INDF;MASC;SG
jako	divizat	jako	diviza	N;NOM;SG	ADJ;INDF;MASC;SG
jako	împarte	jako	împărți	N;NOM;SG	V;IND;SG;3;PRS;FIN
odottaa	aștept	odottaa	aștepta	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
odottaa	astept	odottaa	astept	V;IND;SG;3;PRS;FIN;ACT	
odottaa	așteptare	odottaa	așteptare	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
tappiot	pierderea	tappio	pierdere	N;NOM;PL	N;DEF;FEM;SG
tappiot	pierdere	tappio	pierdere	N;NOM;PL	N;INDF;FEM;SG
tappiot	pierderile	tappio	pierdere	N;NOM;PL	N;DEF;FEM;PL
lisätään	adăugarea	lisätä	adăugare	V;IND;PRS;FIN;PASS	N;DEF;FEM;SG
puhua	vorbim	puhua	vorbi	V;SG;NFIN;ACT	V;IND;PL;1;PRS;FIN
näytti	părea	näyttää	părea	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
vastaanoton	primire	vastaanotto	primire	N;GEN;SG	N;INDF;FEM;SG
vastaanoton	recepție	vastaanotto	recepție	N;GEN;SG	N;INDF;FEM;SG
vastaanoton	receptie	vastaanotto	receptie	N;GEN;SG	N;INDF;FEM;SG
eroa	diferența	ero	diferență	N;PRT;SG	N;DEF;FEM;SG
eroa	diferență	ero	diferență	N;PRT;SG	N;INDF;FEM;SG
eroa	diferenta	ero	diferent	N;PRT;SG	N;DEF;FEM;SG
pään	capul	pää	cap	N;GEN;SG	N;DEF;MASC;SG
äänet	sunet	ääni	sunet	N;NOM;PL	N;INDF;MASC;SG
äänet	sound	ääni	sound	N;NOM;PL	N;INDF;MASC;SG
äänet	sunetul	ääni	sunet	N;NOM;PL	N;DEF;MASC;SG
äänet	voturile	ääni	vot	N;NOM;PL	N;DEF;FEM;PL
äänet	sunetele	ääni	sunet	N;NOM;PL	N;DEF;FEM;PL
äänet	vocile	ääni	voce	N;NOM;PL	N;DEF;FEM;PL
kuvien	imaginile	kuva	imagine	N;GEN;PL	N;DEF;FEM;PL
kuvien	fotografiile	kuva	fotografie	N;GEN;PL	N;DEF;FEM;PL
luis	luis	luus	luis	PROPN;NOM;SG	PROPN
luvan	autorizarea	lupa	autorizare	N;GEN;SG	N;DEF;FEM;SG
luvan	autorizația	lupa	autorizație	N;GEN;SG	N;DEF;FEM;SG
luvan	autorizare	lupa	autorizare	N;GEN;SG	N;INDF;FEM;SG
luvan	autorizație	lupa	autorizație	N;GEN;SG	N;INDF;FEM;SG
lakia	lege	laki	lege	N;PRT;SG	N;INDF;FEM;SG
lakia	legea	laki	lege	N;PRT;SG	N;DEF;FEM;SG
luostarin	manastirea	luostari	manastire	N;GEN;SG	N;DEF;FEM;SG
luostarin	mănăstirea	luostari	mănăstire	N;GEN;SG	N;DEF;FEM;SG
luostarin	manastire	luostari	manastire	N;GEN;SG	N;INDF;FEM;SG
luostarin	mânăstire	luostari	mânăstire	N;GEN;SG	N;INDF;FEM;SG
luostarin	mănăstire	luostari	mănăstire	N;GEN;SG	N;INDF;FEM;SG
villa	lâna	villa	lână	N;NOM;SG	N;DEF;FEM;SG
villa	lână	villa	lână	N;NOM;SG	N;INDF;FEM;SG
villa	vilă	villa	vilă	N;NOM;SG	N;INDF;FEM;SG
villa	vila	villa	vilă	N;NOM;SG	N;DEF;FEM;SG
villa	villa	villa	villa	N;NOM;SG	N;DEF;FEM;SG
klaus	klaus	klaus	klaus	PROPN;NOM;SG	PROPN
keskeytti	întrerupt	keskeyttää	întrerupt	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
keskeytti	întreruptă	keskeyttää	întrerupt	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
kova	greu	kova	greu	ADJ;NOM;SG	ADV
kova	tare	kova	tare	ADJ;NOM;SG	ADV
kova	greu	kova	greu	ADJ;NOM;SG	ADV
kova	dură	kova	dur	ADJ;NOM;SG	ADJ;INDF;FEM;SG
samanlainen	similară	samanlainen	similar	ADJ;NOM;SG	ADJ;INDF;FEM;SG
samanlainen	similare	samanlainen	similar	ADJ;NOM;SG	ADJ;INDF;FEM;PL
asunut	trăită	asua	trăi	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
voitot	profit	voitto	profit	N;NOM;PL	N;INDF;MASC;SG
voitot	profitul	voitto	profit	N;NOM;PL	N;DEF;MASC;SG
voitot	victoriile	voitto	victorie	N;NOM;PL	N;DEF;FEM;PL
voitot	profiturilor	voitto	profit	N;NOM;PL	N;DEF;FEM;PL
voitot	profiturile	voitto	profit	N;NOM;PL	N;DEF;FEM;PL
miller	miller	miller	miller	PROPN;NOM;SG	PROPN
kilogrammaa	kilograme	kilogrammaa	kilogram	N;PRT;SG	N;INDF;FEM;PL
moore	moore	moore	muor	PROPN;NOM;SG	PROPN
brasiliassa	brazilia	brasilia	brazilie	N;IN+ESS;SG	PROPN
herman	herman	herma	herman	N;NOM;SG	PROPN
väittää	pretenții	väittää	pretent	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
väittää	creanțe	väittää	creanță	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
serbian	serbia	serbia	serbia	N;GEN;SG	PROPN
serbian	sârb	serbia	sârb	N;GEN;SG	ADJ;INDF;MASC;SG
serbian	sârbi	serbia	sârb	N;GEN;SG	N;INDF;MASC;PL
serbian	sârbă	serbia	sârb	N;GEN;SG	N;INDF;FEM;SG
ranskalaiset	franceză	ranska#lainen	francez	N;NOM;PL	ADJ;INDF;FEM;SG
ranskalaiset	franceza	ranska#lainen	franceza	N;NOM;PL	N;DEF;FEM;SG
ranskalaiset	francezi	ranska#lainen	francez	N;NOM;PL	ADJ;INDF;MASC;PL
ranskalaiset	francez	ranska#lainen	francez	N;NOM;PL	ADJ;INDF;MASC;SG
nils	nils	nils	nils	PROPN;NOM;SG	PROPN
haastattelu	interviul	haastattelu	interviu	N;NOM;SG	N;DEF;MASC;SG
institute	institutul	institute	institut	N;NOM;SG	N;DEF;MASC;SG
sanoja	cuvintele	sana	cuvânt	N;PRT;PL	N;DEF;FEM;PL
arvioitiin	evaluate	arvioida	evaluat	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;PL
arvioitiin	evaluat	arvioida	evaluat	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
arvioitiin	evaluată	arvioida	evalua	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
andreas	andreas	andreas	andreas	N;NOM;SG	PROPN
pariisiin	paris	pariisi	paris	N;IN+ALL;SG	PROPN
pariisiin	parisul	pariisi	paris	N;IN+ALL;SG	N;DEF;MASC;SG
korkeintaan	topuri	korkeintaan	top	ADV	N;INDF;FEM;PL
intialainen	indiană	intialainen	indian	ADJ;NOM;SG	ADJ;INDF;FEM;SG
intialainen	indianul	intialainen	indian	ADJ;NOM;SG	N;DEF;MASC;SG
åbo	åbo	åbo	åbo	PROPN;NOM;SG	
alapuolella	dedesubt	alapuolella	dedesubt	ADV	
kieliä	limbile	kieli	limbă	N;PRT;PL	N;DEF;FEM;PL
täynnä	plina	täynnä	plină	ADV	ADJ;DEF;FEM;SG
täynnä	full	täynnä	full	ADV	
täynnä	plină	täynnä	plin	ADV	ADJ;INDF;FEM;SG
wayne	wayne	wayne	waynă	PROPN;NOM;SG	PROPN
dragon	balaur	dragon	balaur		N;INDF;MASC;SG
dragon	dragonul	dragon	dragon		N;DEF;MASC;SG
dragon	dragon	dragon	dragon		N;INDF;MASC;SG
valtioiden	statele	valtio	stat	N;GEN;PL	N;DEF;FEM;PL
toimitti	înaintat	toimittaa	înainta	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
toimitti	prezentat	toimittaa	prezenta	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
osallistuu	participă	osallistua	participa	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
energian	energia	energia	energie	N;GEN;SG	N;DEF;FEM;SG
energian	energie	energia	energie	N;GEN;SG	N;INDF;FEM;SG
rick	rick	rick	rick	PROPN;NOM;SG	PROPN
poisto	ștergere	poisto	ștergere	N;NOM;SG	N;INDF;FEM;SG
poisto	îndepărtare	poisto	îndepărtare	N;NOM;SG	N;INDF;FEM;SG
poisto	îndepărtarea	poisto	îndepărtare	N;NOM;SG	N;DEF;FEM;SG
sopivat	adecvată	sopiva	adecvat	ADJ;NOM;PL	ADJ;INDF;FEM;SG
sopivat	adecvat	sopiva	adecvat	ADJ;NOM;PL	ADJ;INDF;MASC;SG
mars	marte	mars	marte	INTJ	
mars	mars	mars	mars	INTJ	N;INDF;MASC;SG
nelson	nelson	nelson	nelson		PROPN
florida	florida	florida	florida		N;DEF;FEM;SG
eeva	eeva	eevä	eeva	PROPN;NOM;SG	
eeva	eva	eevä	eva	PROPN;NOM;SG	PROPN
eeva	eve	eevä	ev	PROPN;NOM;SG	N;INDF;MASC;SG
eeva	ajunul	eevä	ajun	PROPN;NOM;SG	N;DEF;MASC;SG
kevyt	lumină	kevyt	lumină	ADJ;NOM;SG	N;INDF;FEM;SG
kevyt	light	kevyt	light	ADJ;NOM;SG	
kevyt	lumina	kevyt	lumină	ADJ;NOM;SG	N;DEF;FEM;SG
maatalous	agricol	maa#talous	agricol	N;NOM;SG	ADJ;INDF;MASC;SG
maatalous	agricole	maa#talous	agricol	N;NOM;SG	ADJ;INDF;FEM;PL
maatalous	agricultura	maa#talous	agricultură	N;NOM;SG	N;DEF;FEM;SG
maatalous	agricultură	maa#talous	agricultură	N;NOM;SG	N;INDF;FEM;SG
henkilökohtainen	personal	henkilö#kohtainen	personal	ADJ;NOM;SG	ADV
henkilökohtainen	personala	henkilö#kohtainen	personal	ADJ;NOM;SG	ADJ;DEF;FEM;SG
henkilökohtainen	personală	henkilö#kohtainen	personal	ADJ;NOM;SG	ADJ;INDF;FEM;SG
henkilökohtainen	personale	henkilö#kohtainen	personal	ADJ;NOM;SG	ADJ;INDF;FEM;PL
luvut	cifrele	luku	cifre	N;NOM;PL	N;DEF;FEM;PL
luvut	numerele	luku	număr	N;NOM;PL	N;DEF;FEM;PL
luvut	capitolele	luku	capitol	N;NOM;PL	N;DEF;FEM;PL
ylitti	depasit	ylittää	depasit	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
ylitti	traversat	ylittää	traversa	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
ylitti	depășit	ylittää	depăși	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
karhu	ursul	karhu	urs	N;NOM;SG	N;DEF;MASC;SG
karhu	ursu	karhu	ursu	N;NOM;SG	PROPN
hallitsija	suverane	hallitsija	suveran	N;NOM;SG	N;INDF;FEM;PL
hallitsija	suverană	hallitsija	suveran	N;NOM;SG	ADJ;INDF;FEM;SG
kykenee	capabili	kyetä	capabil	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;2;IPFV;FIN
kykenee	capabila	kyetä	capabilă	V;IND;SG;3;PRS;FIN;ACT	ADJ;DEF;FEM;SG
kykenee	capabile	kyetä	capabil	V;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;FEM;PL
kykenee	capabilă	kyetä	capabil	V;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;FEM;SG
kykenee	capabil	kyetä	capabil	V;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
kehitystä	dezvoltarea	kehitys	dezvoltare	N;PRT;SG	N;DEF;FEM;SG
kehitystä	elaborare	kehitys	elaborare	N;PRT;SG	N;INDF;FEM;SG
kehitystä	dezvoltare	kehitys	dezvoltare	N;PRT;SG	N;INDF;FEM;SG
koulua	scoala	koulu	scoală	N;PRT;SG	N;DEF;FEM;SG
koulua	școala	koulu	școală	N;PRT;SG	N;DEF;FEM;SG
koulua	şcoala	koulu	pcoală	N;PRT;SG	N;DEF;FEM;SG
koulua	școală	koulu	școală	N;PRT;SG	N;INDF;FEM;SG
koulua	şcoală	koulu	şcoală	N;PRT;SG	N;INDF;FEM;SG
runko	hull	runko	hull	N;NOM;SG	PROPN
kuorma	sarcină	kuorma	sarcină	N;NOM;SG	N;INDF;FEM;SG
kuorma	încarcă	kuorma	încărca	N;NOM;SG	V;IND;3;PRS;FIN
wienin	viena	wien	viena	PROPN;GEN;SG	PROPN
wienin	vienna	wien	viennă	PROPN;GEN;SG	PROPN
lisa	lisa	lisa	lisa	PROPN;NOM;SG	N;DEF;FEM;SG
afrikka	africa	afrikka	africa	N;NOM;SG	N;DEF;FEM;SG
afrikka	africani	afrikka	african	N;NOM;SG	ADJ;INDF;MASC;PL
afrikka	africană	afrikka	african	N;NOM;SG	ADJ;INDF;FEM;SG
afrikka	africane	afrikka	african	N;NOM;SG	ADJ;INDF;FEM;PL
afrikka	african	afrikka	african	N;NOM;SG	ADJ;INDF;MASC;SG
kapinan	rebeliune	kapina	rebeliune	N;GEN;SG	N;INDF;FEM;SG
kapinan	rebeliunea	kapina	rebeliune	N;GEN;SG	N;DEF;FEM;SG
kala	pesti	kala	pesti	N;NOM;SG	N;INDF;MASC;PL
kala	pești	kala	pești	N;NOM;SG	N;INDF;MASC;PL
natsi	nazistă	natsi	nazist	N;NOM;SG	N;INDF;FEM;SG
vietiin	luată	viedä	lua	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
vietiin	luat	viedä	lua	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
vietiin	luate	viedä	luat	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;PL
areena	arena	are	arena	N;NOM;SG	N;DEF;FEM;SG
areena	arenă	are	arenă	N;NOM;SG	N;INDF;FEM;SG
yleisö	audiență	yleisö	audiență	N;NOM;SG	N;INDF;FEM;SG
yleisö	audiența	yleisö	audiență	N;NOM;SG	N;DEF;FEM;SG
yleisö	mulțimea	yleisö	mulțime	N;NOM;SG	N;DEF;FEM;SG
yleisö	multime	yleisö	multime	N;NOM;SG	N;INDF;FEM;SG
yleisö	mulțime	yleisö	mulțime	N;NOM;SG	N;INDF;FEM;SG
lukumäärä	numărul	luku#määrä	număr	N;NOM;SG	N;DEF;MASC;SG
steven	steven	steven	steven		PROPN
edustavat	reprezinta	edustaa	reprezinta	V;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
tuotiin	adusă	tuoda	aduce	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
tuotiin	adusa	tuoda	adusa	V;IND;PST;FIN;PASS	ADJ;DEF;FEM;SG
boris	boris	boris	boris	PROPN;NOM;SG	PROPN
myöntää	granturi	myöntää	grant	V;SG;NFIN;ACT	N;INDF;FEM;PL
myöntää	subvenții	myöntää	subvenție	V;SG;NFIN;ACT	N;INDF;FEM;PL
myöntää	subvenție	myöntää	subvenție	V;SG;NFIN;ACT	N;INDF;FEM;SG
myöntää	grant	myöntää	grant	V;SG;NFIN;ACT	N;INDF;MASC;SG
opinnot	studiată	opinto	studiat	N;NOM;PL	ADJ;INDF;FEM;SG
opinnot	studiat	opinto	studiat	N;NOM;PL	ADJ;INDF;MASC;SG
opinnot	studiile	opinto	studiu	N;NOM;PL	N;DEF;FEM;PL
kiss	pup	kiss	pup		V;IND;SG;1;PRS;FIN
teollisuuden	industrie	teollisuus	industrie	N;GEN;SG	N;INDF;FEM;SG
teollisuuden	industria	teollisuus	industrie	N;GEN;SG	N;DEF;FEM;SG
paavali	paul	paavali	paul	N;NOM;SG	PROPN
paavali	pavel	paavali	pavel	N;NOM;SG	PROPN
mäki	colina	mäki	colină	N;NOM;SG	N;DEF;FEM;SG
mäki	dealul	mäki	deal	N;NOM;SG	N;DEF;MASC;SG
mäki	hill	mäki	hill	N;NOM;SG	PROPN
fernando	fernando	fernando	fernando		PROPN
sydämen	cardiace	sydän	cardiac	N;GEN;SG	ADJ;INDF;FEM;PL
sydämen	cardiacă	sydän	cardiac	N;GEN;SG	ADJ;INDF;FEM;SG
sydämen	inima	sydän	inimă	N;GEN;SG	N;DEF;FEM;SG
sydämen	inimă	sydän	inimă	N;GEN;SG	N;INDF;FEM;SG
sydämen	heart	sydän	heart	N;GEN;SG	
paha	rău	paha	rău	ADJ;NOM;SG	ADV
paha	bad	paha	bad	ADJ;NOM;SG	N;INDF;MASC;SG
paha	rau	paha	rau	ADJ;NOM;SG	
paha	rea	paha	rău	ADJ;NOM;SG	ADJ;INDF;FEM;SG
paha	răul	paha	rău	ADJ;NOM;SG	N;DEF;MASC;SG
paha	răutate	paha	răutate	ADJ;NOM;SG	N;INDF;FEM;SG
preussin	prusia	preussi	prusie	N;GEN;SG	N;DEF;FEM;SG
preussin	prusiei	preussi	prusie	N;GEN;SG	PROPN;DEF;FEM;SG
opetusta	predau	opetus	preda	N;PRT;SG	V;IND;PL;3;IPFV;FIN
opetusta	predare	opetus	predare	N;PRT;SG	N;INDF;FEM;SG
rekisteröity	înregistrate	rekisteröidä	înregistra	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
rekisteröity	înregistrată	rekisteröidä	înregistrat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
rekisteröity	înregistrat	rekisteröidä	înregistrat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
rekisteröity	inregistrat	rekisteröidä	inregistra	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
aiheita	subiectele	aihe	subiect	N;PRT;PL	N;DEF;FEM;PL
ludwig	ludwig	ludwig	ludwig	N;NOM;SG	PROPN
paikassa	locul	paikka	loc	N;IN+ESS;SG	N;DEF;MASC;SG
riittävästi	suficiente	riittävästi	suficient	ADV	ADJ;INDF;FEM;PL
riittävästi	suficientă	riittävästi	suficient	ADV	ADJ;INDF;FEM;SG
pete	pete	pete	pată	PROPN;NOM;SG	N;INDF;FEM;PL
ron	ron	ron	ron	PROPN;NOM;SG	
stefan	ștefan	stefan	ștefan	N;NOM;SG	PROPN
stefan	stefan	stefan	stefan	N;NOM;SG	PROPN
stefan	ştefan	stefan	ştefan	N;NOM;SG	PROPN
arvoa	valoare	arvo	valoare	N;PRT;SG	N;INDF;FEM;SG
arvoa	valoarea	arvo	valoare	N;PRT;SG	N;DEF;FEM;SG
kunkin	fiecare	kukin	fiecare	PRO;GEN;SG	PRO;SG;3
sairaalassa	spitalul	sairaala	spital	N;IN+ESS;SG	N;DEF;MASC;SG
tavallinen	normale	tavallinen	normal	ADJ;NOM;SG	ADJ;INDF;FEM;PL
tavallinen	normală	tavallinen	normal	ADJ;NOM;SG	ADJ;INDF;FEM;SG
tavallinen	normal	tavallinen	normal	ADJ;NOM;SG	ADV
tavallinen	regulată	tavallinen	regulat	ADJ;NOM;SG	ADJ;INDF;FEM;SG
tavallinen	regulate	tavallinen	regulat	ADJ;NOM;SG	ADJ;INDF;FEM;PL
tavallinen	regulat	tavallinen	regulat	ADJ;NOM;SG	ADV
tavallinen	ordinare	tavallinen	ordinare	ADJ;NOM;SG	ADJ;INDF;FEM;PL
tavallinen	obișnuită	tavallinen	obișnuit	ADJ;NOM;SG	ADJ;INDF;FEM;SG
paula	paula	paula	paulă	N;NOM;SG	N;DEF;FEM;SG
linkit	linkurile	linkki	link	N;NOM;PL	N;DEF;FEM;PL
menetelmä	metodologie	menetelmä	metodologie	N;NOM;SG	N;INDF;FEM;SG
menetelmä	metodologia	menetelmä	metodologie	N;NOM;SG	N;DEF;FEM;SG
menetelmä	metodă	menetelmä	metodă	N;NOM;SG	N;INDF;FEM;SG
menetelmä	metoda	menetelmä	metodă	N;NOM;SG	N;DEF;FEM;SG
ylläpitäjä	administratorul	ylläpitäjä	administrator	N;NOM;SG	N;DEF;MASC;SG
ylläpitäjä	administratorul	ylläpitäjä	administrator	N;NOM;SG	N;DEF;MASC;SG
ylläpitäjä	responsabilul	ylläpitäjä	responsabil	N;NOM;SG	N;DEF;MASC;SG
ylläpitäjä	responsabil	ylläpitäjä	responsabil	N;NOM;SG	ADJ;INDF;MASC;SG
aurinko	soarele	aurinko	soare	N;NOM;SG	N;DEF;MASC;SG
aurinko	sun	aurinko	sun	N;NOM;SG	
aurinko	solare	aurinko	solar	N;NOM;SG	N;INDF;FEM;PL
aurinko	solară	aurinko	sola	N;NOM;SG	ADJ;INDF;FEM;SG
säännöt	regulile	sääntö	regulă	N;NOM;PL	N;DEF;FEM;PL
matematiikan	matematică	matematiikka	matematică	N;GEN;SG	N;INDF;FEM;SG
matematiikan	matematică	matematiikka	matematică	N;GEN;SG	N;INDF;FEM;SG
matematiikan	matematica	matematiikka	matematică	N;GEN;SG	N;DEF;FEM;SG
matematiikan	mate	matematiikka	mate	N;GEN;SG	
matematiikan	matematică	matematiikka	matematică	N;GEN;SG	N;INDF;FEM;SG
matematiikan	matematica	matematiikka	matematică	N;GEN;SG	N;DEF;FEM;SG
nfl	nfl	nfl	nfl	PROPN;NOM;SG	N;INDF;MASC
manner	continental	manner	continental	N;NOM;SG	ADV
manner	continentale	manner	continental	N;NOM;SG	ADJ;INDF;FEM;PL
manner	continentală	manner	continental	N;NOM;SG	ADJ;INDF;FEM;SG
manner	continentală	manner	continental	N;NOM;SG	ADJ;INDF;FEM;SG
jordan	jordan	jorta	jordan	PROPN;NOM;SG	PROPN
jordan	iordania	jorta	iordanie	PROPN;NOM;SG	PROPN
ferrari	ferrari	ferrari	ferrare	PROPN;NOM;SG	N;INDF;MASC;PL
venäläisiä	rusii	venäläinen	rus	N;PRT;PL	N;DEF;MASC;PL
laite	dispozitivul	laite	dispozitiv	N;NOM;SG	N;DEF;MASC;SG
laite	mașină	laite	mașină	N;NOM;SG	N;INDF;FEM;SG
laite	aparate	laite	apara	N;NOM;SG	N;INDF;FEM;PL
russell	russel	russell	russel	N;NOM;SG	PROPN
russell	russell	russell	russell	N;NOM;SG	PROPN
paljastaa	dezvălui	paljastaa	dezvălui	V;IND;SG;3;PRS;FIN;ACT	
paljastaa	expun	paljastaa	expune	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
uuno	uuno	uuno	uu	N;NOM;SG	
orkesterin	orchestra	orkesteri	orchestră	N;GEN;SG	N;DEF;FEM;SG
orkesterin	orchestră	orkesteri	orchestră	N;GEN;SG	N;INDF;FEM;SG
planeetan	planeta	planeetta	planetă	N;GEN;SG	N;DEF;FEM;SG
planeetan	planetă	planeetta	planetă	N;GEN;SG	N;INDF;FEM;SG
rakennuksessa	clădire	rakennus	clădire	N;IN+ESS;SG	N;INDF;FEM;SG
rakennuksessa	cladire	rakennus	cladire	N;IN+ESS;SG	N;INDF;FEM;SG
rakennuksessa	clădirea	rakennus	clădire	N;IN+ESS;SG	N;DEF;FEM;SG
pan	tigaie	pan	tigaie	N;NOM;SG	N;INDF;FEM;SG
pan	pan	pan	pan	N;NOM;SG	
loppu	sfarsit	loppu	sfarsi	N;NOM;SG	
miehistön	echipajul	miehistö	echipaj	N;GEN;SG	N;DEF;MASC;SG
taloudellinen	economică	taloudellinen	economic	ADJ;NOM;SG	ADJ;INDF;FEM;SG
taloudellinen	economice	taloudellinen	economic	ADJ;NOM;SG	ADJ;INDF;FEM;PL
kertomus	raportul	kertomus	raport	N;NOM;SG	N;DEF;MASC;SG
kertomus	raportează	kertomus	raporta	N;NOM;SG	V;IND;3;PRS;FIN
myydään	vand	myydä	vand	V;IND;PRS;FIN;PASS	
myydään	vind	myydä	vinde	V;IND;PRS;FIN;PASS	
myydään	vandut	myydä	vandut	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
myydään	vândute	myydä	vinde	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;PL
myydään	vândută	myydä	vânde	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;SG
myydään	vândut	myydä	vinde	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
myydään	vind	myydä	vinde	V;IND;PRS;FIN;PASS	
myydään	vand	myydä	vand	V;IND;PRS;FIN;PASS	
syyrian	siria	syyri	sirie	N;GEN;SG	N;DEF;FEM;SG
syyrian	sirian	syyri	sirian	N;GEN;SG	ADJ;INDF;MASC;SG
harris	harris	harris	harris	PROPN;NOM;SG	PROPN
omistettu	devotată	omistaa	devota	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
omistettu	devotat	omistaa	devotat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
omistettu	dedicată	omistaa	dedica	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
omistettu	dedicate	omistaa	dedica	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
omistettu	dedicat	omistaa	dedica	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
reitin	rută	reitti	rută	N;GEN;SG	N;INDF;FEM;SG
reitin	ruta	reitti	ruta	N;GEN;SG	N;DEF;FEM;SG
reitin	traseul	reitti	traseu	N;GEN;SG	N;DEF;MASC;SG
kumpikin	amandoua	kumpikin	amandoi	PRO;NOM;SG	
kumpikin	amândoi	kumpikin	amândoi	PRO;NOM;SG	NUM;MASC;PL
kumpikin	ambele	kumpikin	ambii	PRO;NOM;SG	NUM;FEM;PL
kumpikin	amândouă	kumpikin	amândoi	PRO;NOM;SG	NUM;FEM;PL
kumpikin	fiecare	kumpikin	fiecare	PRO;NOM;SG	PRO;SG;3
ruoka	mancare	ruoka	mancare	N;NOM;SG	N;INDF;FEM;SG
ruoka	mâncare	ruoka	mâncare	N;NOM;SG	N;INDF;FEM;SG
ruoka	alimentare	ruoka	alimentare	N;NOM;SG	N;INDF;FEM;SG
ruoka	alimente	ruoka	aliment	N;NOM;SG	N;INDF;FEM;PL
ruoka	hrană	ruoka	hrană	N;NOM;SG	N;INDF;FEM;SG
aino	aino	aino	aino	PROPN;NOM;SG	
claude	claude	claude	claudă	PROPN;NOM;SG	PROPN
kotipaikka	resedinta	koti#paikka	resedinta	N;NOM;SG	N;DEF;FEM;SG
kotipaikka	reședință	koti#paikka	reședință	N;NOM;SG	N;INDF;FEM;SG
kotipaikka	reședința	koti#paikka	reședință	N;NOM;SG	N;DEF;FEM;SG
kotipaikka	domiciliul	koti#paikka	domiciliu	N;NOM;SG	N;DEF;MASC;SG
vahingossa	accidental	vahinko	accidental	N;IN+ESS;SG	ADV
vahingossa	accidentale	vahinko	accidental	N;IN+ESS;SG	ADJ;INDF;FEM;PL
vahingossa	accidentală	vahinko	accidental	N;IN+ESS;SG	ADJ;INDF;FEM;SG
vahingossa	accidental	vahinko	accidental	N;IN+ESS;SG	ADV
avioliitto	căsătorie	avio#liitto	căsătorie	N;NOM;SG	N;INDF;FEM;SG
