усвояване	الاستيعاب	усвояване	اِستِيعَاب	N;INDF;NEUT;SG	N;NOM;DEF;SG
кафяво	اسمر	кафяво	أَسمَر	ADV	
кафяво	البني	кафяво	بَنِّيّ	ADV	N;NOM;DEF;SG
кафяво	بنية	кафяво	بِنيَة	ADV	N;NOM;INDF;SG
кафяво	براون	кафяво	براون	ADV	
изолирани	معزول	изолирам-(се)	مَعزُول	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
изолирани	معزولة	изолирам-(се)	مَعزُول	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
изолирани	عزل	изолирам-(се)	عزل	V;PFV;INDF;PL;V.PTCP;PASS	
изолирани	منعزل	изолирам-(се)	مُنعَزِل	V;PFV;INDF;PL;V.PTCP;PASS	
потъва	غرق	потъва	غَرَق	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
потъва	الاحواض	потъва	حَوض	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
маска	القناع	маска	قَنَاع	N;INDF;FEM;SG	N;NOM;DEF;SG
ядрен	النووية	ядрен	نَوَوِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
дора	دورا	дора	دَور	PROPN;INDF;FEM;SG	N;ACC;INDF;SG
зрялост	الاستحقاق	зрялост	اِستِحقَاق	N;INDF;FEM;SG	N;NOM;DEF;SG
зрялост	النضج	зрялост	نَضج	N;INDF;FEM;SG	N;NOM;DEF;SG
зрялост	النضوج	зрялост	نُضُوج	N;INDF;FEM;SG	N;NOM;DEF;SG
зелените	الخضر	зелен	خُضرَة	ADJ;DEF;PL	
гийом	غيوم	гийом	غِيَوم	N;INDF;MASC;SG	
пирати	قراصنة	пират	قراصنة	N;INDF;MASC;PL	
пирати	القراصنة	пират	قُرصُنّ	N;INDF;MASC;PL	
сексуално	جنسي	сексуално	جِنسِيّ	ADV	ADJ;NOM;INDF;MASC;SG
сексуално	الجنسية	сексуално	جِنسِيَّة	ADV	N;NOM;DEF;SG
сексуално	جنسية	сексуално	جِنسِيّ	ADV	ADJ;NOM;INDF;FEM;SG
сексуално	جنسيا	сексуално	جِنسِيّ	ADV	ADJ;ACC;INDF;MASC;SG
намерена	وجد	намеря-(се)	وَجَد	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
намерена	خلصت	намеря-(се)	خَلَّص	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
намерена	وجدت	намеря-(се)	وَجَد	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
пеперуда	الفراشة	пеперуда	فَرَّاشَة	N;INDF;FEM;SG	N;NOM;DEF;SG
пеперуда	فراشه	пеперуда	فراشه	N;INDF;FEM;SG	PRO;NOM;MASC;SG;3
отделени	منفصل	отделя-(се)	مُنفَصِل	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
отделени	منفصل	отделя-(се)	مُنفَصِل	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
отделени	منفصلة	отделя-(се)	مُنفَصِل	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
сектори	القطاعات	сектор	قِطَاع	N;INDF;MASC;PL	N;NOM;DEF;PL
проектирането	تصميم	проектиране	تَصمِيم	N;DEF;NEUT;SG	N;NOM;INDF;SG
берн	برن	берн	برِن	PROPN;INDF;MASC;SG	
берн	بيرن	берн	بِيرن	PROPN;INDF;MASC;SG	
непознати	الغرباء	непознат	غَرِيب	ADJ;INDF;PL	N;NOM;DEF;PL
непознати	غرباء	непознат	غَرِيب	ADJ;INDF;PL	N;NOM;INDF;PL
стандартен	المعيار	стандартен	مِعيَار	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
стандартен	معيار	стандартен	مُعِير	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
превъзходство	التفوق	превъзходство	تَفَوُّق	N;INDF;NEUT;SG	N;NOM;DEF;SG
тулуза	تولوز	тулуз	تَولَز	N;INDF;FEM;SG	
съкращение	المختصر	съкращение	مُختَصَر	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
двойни	دبل	двоен	دَبلَ	ADJ;INDF;PL	
двойни	مزدوج	двоен	مزدوج	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
двойни	مزدوجة	двоен	مُزدَوِج	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
двойни	مضاعفة	двоен	مُضَاعَفَة	ADJ;INDF;PL	N;NOM;INDF;SG
двойни	ضعف	двоен	ضُعف	ADJ;INDF;PL	N;NOM;INDF;SG
двойни	مضاعف	двоен	مَضعِف	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
авив	ابيب	авив	أَبِيب	PROPN;INDF;MASC;SG	
водород	الهيدروجين	водород	الهيدروجين	N;INDF;MASC;SG	N;NOM;DEF;DU
алгоритми	الخوارزميات	алгоритъм	خُورَزمِيّ	N;INDF;MASC;PL	
библейски	التوراتي	библейски	تُورَاتِيّ	ADJ;INDF;MASC;SG	
картите	بطاقات	карта	بِطَاقَة	N;DEF;FEM;PL	N;NOM;INDF;PL
картите	كروت	карта	كروت	N;DEF;FEM;PL	N;NOM;INDF;PL
картите	خرائط	карта	خَرِيطَة	N;DEF;FEM;PL	N;NOM;INDF;PL
сменен	استبدل	сменя-(се)	اِستَبدَل	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
активи	اصول	актив	أَصل	N;INDF;MASC;PL	
активи	موجودات	актив	مَوجُود	N;INDF;MASC;PL	ADJ;NOM;INDF;FEM;PL
активи	الاصول	актив	أَصل	N;INDF;MASC;PL	N;NOM;DEF;PL
активи	الموجودات	актив	مَوجُود	N;INDF;MASC;PL	ADJ;NOM;DEF;FEM;PL
активи	اصول	актив	أَصل	N;INDF;MASC;PL	
активи	الاصول	актив	أَصل	N;INDF;MASC;PL	N;NOM;DEF;PL
активи	الموجودات	актив	مَوجُود	N;INDF;MASC;PL	ADJ;NOM;DEF;FEM;PL
активи	موجودات	актив	مَوجُود	N;INDF;MASC;PL	ADJ;NOM;INDF;FEM;PL
сек	s	секунда	s	N;INDF;FEM;PL	
постановление	المرسوم	постановление	مَرسُوم	N;INDF;NEUT;SG	N;NOM;DEF;SG
флак	فلاك	флак	فلاك	PROPN;INDF;MASC;SG	
ъгли	الزوايا	ъгъл	زَاوِيَة	N;INDF;FEM;PL	N;NOM;DEF;PL
ъгли	الاركان	ъгъл	رُكن	N;INDF;FEM;PL	N;NOM;DEF;PL
ъгли	الزوايا	ъгъл	زَاوِيَة	N;INDF;FEM;PL	N;NOM;DEF;PL
писти	المدارج	пистя	مَدرَجَة	N;INDF;FEM;PL	N;NOM;DEF;PL
писти	المسارات	пистя	مَسَار	N;INDF;FEM;PL	N;NOM;DEF;PL
кая	كايا	кай	كَاي	PROPN;INDF;MASC;SG	
прехвърлен	نقلت	прехвърля-(се)	نَقَل	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
развитите	طور	развия-(се)	طَور	ADJ;PFV;DEF;PL;V.PTCP;PASS	
ърнест	ايرنست	ърнест	أَيرنسِت	PROPN;INDF;MASC;SG	
изоставен	مهجور	изоставя	مَهُور	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
изоставен	مهجورة	изоставя	مهجورة	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
изоставен	هجرت	изоставя	هَجَر	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
изоставен	المهجورة	изоставя	مَهُجُورَة	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
лава	لافا	лав	لافا	N;INDF;FEM;SG	
лава	الحمم	лав	حَمم	N;INDF;FEM;SG	N;NOM;DEF;SG
слънчев	سني	слънчев	سَنَى	N;INDF;MASC;SG	
студия	الاستوديوهات	студия	اِستَودَيُوه	N;INDF;NEUT;PL	
студия	الاستديوهات	студия	اِستَدَاو	N;INDF;NEUT;PL	N;NOM;DEF;PL
студия	استوديوهات	студия	استوديوهات	N;INDF;NEUT;PL	
студия	استديوهات	студия	اِستَدَاو	N;INDF;NEUT;PL	
обстоятелствата	ظروف	обстоятелство	ظَرف	N;DEF;NEUT;PL	N;NOM;INDF;PL
заплащане	الاجر	заплащане	أَجر	N;INDF;NEUT;SG	N;NOM;DEF;SG
заплащане	الاجور	заплащане	أَجر	N;INDF;NEUT;SG	N;NOM;DEF;PL
заплащане	الدفع	заплащане	دَفع	N;INDF;NEUT;SG	N;NOM;DEF;SG
заплащане	الاجر	заплащане	أَجر	N;INDF;NEUT;SG	N;NOM;DEF;SG
заплащане	ادفع	заплащане	أَدفَع	N;INDF;NEUT;SG	V;MASC;IMP;SG;FIN
заплащане	دفع	заплащане	دَفَع	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
заплащане	الدفع	заплащане	دَفع	N;INDF;NEUT;SG	N;NOM;DEF;SG
заплащане	السداد	заплащане	سَدَاد	N;INDF;NEUT;SG	N;NOM;DEF;SG
заплащане	الدفعة	заплащане	دَفعَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
заплащане	دفع	заплащане	دَفَع	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
поклонение	الحج	поклонение	حَجّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
екипи	الفرق	екип	فِرقَة	N;INDF;MASC;PL	N;NOM;DEF;SG
проби	العينات	проба	عِينَة	N;INDF;FEM;PL	N;NOM;DEF;PL
премахнат	ازيلت	премахна	أَزَال	V;PFV;IND;PL;3;PRS;FIN;ACT	V;PFV;FEM;SG;3;PASS
премахнат	ازال	премахна	أَزَال	V;PFV;IND;PL;3;PRS;FIN;ACT	
бронз	البرونز	бронз	بُرُونز	N;INDF;MASC;SG	N;NOM;DEF;SG
хигинс	هيغنز	хигинс	هِيغنز	PROPN;INDF;MASC;SG	
лисици	الثعالب	лисица	ثَعَالُب	N;INDF;FEM;PL	
завършено	اكتمل	завърша	اِكتَمَل	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
завършено	اكملت	завърша	أَكمَل	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
завършено	اكتملت	завърша	اِكتَمَل	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
завършено	كامل	завърша	كَامِل	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
завършено	اكتمل	завърша	اِكتَمَل	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
завършено	كاملة	завърша	كَامِل	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
възнесение	الارتقاء	възнесение	اِرتِقَاء	N;INDF;NEUT;SG	N;NOM;DEF;SG
колонизация	الاستعمار	колонизация	اِستِعمَار	N;INDF;FEM;SG	N;NOM;DEF;SG
колонизация	الاستعمارية	колонизация	اِستِعمَارِيّ	N;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
камерън	كاميرون	камерън	كاميرون	N;INDF;MASC;SG	
ата	عطا	ата	عطا	N;INDF;NEUT;SG	
разрешаване	العزيمة	разрешаване	عَزِيمَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
санскрит	السنسكريتية	санскрит	سِنسِكرِيّ	N;INDF;MASC;SG	
оксид	اكسيد	оксид	اكسيد	N;INDF;MASC;SG	
ензими	الانزيمات	ензим	اِنزِيمَات	N;INDF;MASC;PL	N;NOM;DEF;PL
ензими	الانزيم	ензим	الانزيم	N;INDF;MASC;PL	N;NOM;DEF;SG
летища	المطارات	летище	مَطَار	N;INDF;NEUT;PL	N;NOM;DEF;PL
диаманти	الماس	диамант	مَاس	N;INDF;MASC;PL	N;NOM;DEF;SG
диаманти	الالماس	диамант	أَلمَاس	N;INDF;MASC;PL	N;NOM;DEF;SG
улеснява	تيسر	улеснявам	تيسر	V;IPFV;IND;SG;3;PRS;FIN;ACT	
лама	lama	лама	شَافِظ	N;DEF;MASC;SG	
лама	لاما	лама	لَامَا	N;DEF;MASC;SG	
сценарии	السيناريوهات	сценарий	السيناريوهات	N;INDF;MASC;PL	
сценарии	سيناريو	сценарий	سِينَارِيُو	N;INDF;MASC;PL	N;NOM;INDF;SG
сценарии	السيناريو	сценарий	السيناريو	N;INDF;MASC;PL	
сценарии	نص	сценарий	نَصّ	N;INDF;MASC;PL	N;NOM;INDF;SG
сценарии	النص	сценарий	نَصّ	N;INDF;MASC;PL	N;NOM;DEF;SG
постигнато	حققت	постигна	حَقَّق	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
проектирана	صمم	проектирам	صَمَّم	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
проектирана	صممت	проектирам	صَمَّم	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
ефективни	فعالة	ефективен	فَعَّال	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
ефективни	فعالية	ефективен	فَعَّالِيَّة	ADJ;INDF;PL	N;NOM;INDF;SG
ефективни	فعال	ефективен	فَعَّال	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
ефективни	الفعال	ефективен	فَعَّال	ADJ;INDF;PL	N;NOM;DEF;SG
топографски	الطوبوغرافية	топографски	طُوبُوغرَافِيَّة	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
творческа	الابداعية	творчески	أَبِدعِيّ	ADJ;INDF;FEM;SG	
творческа	مبدع	творчески	مبدع	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
творческа	ابداع	творчески	بَدَع	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
барбадос	بربادوس	барбадос	بربادوس	N;INDF;FEM;SG	
боксьори	الملاكمين	боксьор	مُلَاكِم	N;INDF;MASC;PL	N;NOM;DEF;PL
абсолютна	المطلق	абсолютен	مُطلَق	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
претендент	تشالنجر	претендент	تشالنجر	N;INDF;MASC;SG	
склад	المخزن	склад	مَخزَن	N;INDF;MASC;SG	N;NOM;DEF;SG
склад	المستودع	склад	مُستَودَع	N;INDF;MASC;SG	N;NOM;DEF;SG
склад	المخزن	склад	مَخزَن	N;INDF;MASC;SG	N;NOM;DEF;SG
склад	التخزين	склад	تَخزِين	N;INDF;MASC;SG	N;NOM;DEF;SG
видимо	مرئي	видимо	مرئي	ADV	N;NOM;INDF;SG
видимо	ظاهر	видимо	ظاهر	ADV	
видимо	مرئية	видимо	مَرئِيّ	ADV	ADJ;NOM;INDF;FEM;SG
видимо	ظاهر	видимо	ظاهر	ADV	
видимо	الظاهر	видимо	الظاهر	ADV	N;NOM;DEF;SG
компютрите	حواسيب	компютър	حَاسُوب	N;DEF;MASC;PL	N;NOM;INDF;PL
чука	هامر	чукам-(се)	هَامِر	V;IPFV;IND;SG;3;PRS;FIN;ACT	
чука	المطرقة	чукам-(се)	مُطَّرِق	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
чука	مطرقة	чукам-(се)	مطرقة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
яйце	البيضة	яйце	بَيضَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
яйце	بيض	яйце	بَيض	N;INDF;NEUT;SG	
меркурий	الزئبق	меркурий	زَئبَق	N;INDF;MASC;SG	N;NOM;DEF;SG
рейтинг	التقييم	рейтинг	تَقيِيم	N;INDF;MASC;SG	N;NOM;DEF;SG
рейтинг	التصنيف	рейтинг	تَصنِيف	N;INDF;MASC;SG	N;NOM;DEF;SG
рейтинг	التصنيفات	рейтинг	تَصنِيفَة	N;INDF;MASC;SG	N;NOM;DEF;PL
рейтинг	التقييمات	рейтинг	تَقيِيم	N;INDF;MASC;SG	N;NOM;DEF;PL
рейтинг	تقييمات	рейтинг	تَقيِيم	N;INDF;MASC;SG	N;NOM;INDF;PL
рейтинг	التصنيف	рейтинг	تَصنِيف	N;INDF;MASC;SG	N;NOM;DEF;SG
софи	صوفى	софа	صُوفِي	N;INDF;FEM;SG	
софи	صوفي	софа	صُوفِي	N;INDF;FEM;SG	
суми	المبالغ	сума	مَبلَغ	N;INDF;FEM;PL	N;NOM;DEF;PL
суми	مبالغ	сума	مَبلَغ	N;INDF;FEM;PL	N;NOM;INDF;SG
суми	المبالغ	сума	مَبلَغ	N;INDF;FEM;PL	N;NOM;DEF;PL
суми	مبالغ	сума	مَبلَغ	N;INDF;FEM;PL	N;NOM;INDF;SG
предшественици	الاجداد	предшественик	الاجداد	N;INDF;MASC;PL	N;NOM;DEF;PL
водорасли	الطحالب	водорасла	طَحَالَب	N;INDF;MASC;PL	N;NOM;DEF;PL
атом	الذرة	атом	ذُرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
желания	الرغبات	желание	رَغبَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
желания	يود	желание	يَود	N;INDF;NEUT;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
батиста	باتيستا	батист	بَاتِيستَا	N;INDF;MASC;SG	
настилка	الرصيف	настилка	رَصِيف	N;INDF;FEM;SG	N;NOM;DEF;SG
настилка	ارضية	настилка	أَرضِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
корупцията	فساد	корупция	فَسَاد	N;DEF;FEM;SG	N;NOM;INDF;SG
спасяване	حفظ	спасяване	حِفظ	N;INDF;NEUT;SG	
спасяване	وفر	спасяване	وَفر	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
спасяване	احفظ	спасяване	أَحفَظ	N;INDF;NEUT;SG	
спасяване	الادخار	спасяване	اِدِّخَار	N;INDF;NEUT;SG	N;NOM;DEF;SG
спасяване	الحفظ	спасяване	حِفظ	N;INDF;NEUT;SG	N;NOM;DEF;SG
спасяване	الانقاذ	спасяване	إِنقَاذ	N;INDF;NEUT;SG	N;NOM;DEF;SG
саша	ساشا	саша	سَاشَا	N;INDF;MASC;SG	
интелектуалци	المثقفين	интелектуалец	مُثَقَّف	N;INDF;MASC;PL	N;NOM;DEF;PL
геолог	الجيولوجي	геолог	جِيُولُوجِيّ	N;INDF;MASC;SG	
геолог	جيولوجي	геолог	جيولوجي	N;INDF;MASC;SG	
тонове	طن	тон	طُنّ	N;INDF;MASC;PL	N;NOM;INDF;SG
тонове	طنا	тон	طُنّ	N;INDF;MASC;PL	N;ACC;INDF;SG
морал	معنويات	морал	مَعنَوِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;PL
морал	المعنويات	морал	مَعنُوِّيَّة	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;PL
морал	اخلاقي	морал	إِخلَاقِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
морал	الاخلاقية	морал	أَخلَاقِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
морал	اخلاقية	морал	إِخلَاقِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
морал	الاخلاق	морал	خُلق	N;INDF;MASC;SG	N;NOM;DEF;PL
морал	الاخلاق	морал	خُلق	N;INDF;MASC;SG	N;NOM;DEF;PL
енергетика	الطاقة	енергетика	طَاقَة	N;INDF;FEM;SG	N;NOM;DEF;SG
пейдж	بيج	пейдж	بَيج	PROPN;INDF;MASC;SG	
пейдж	بايج	пейдж	بَايِج	PROPN;INDF;MASC;SG	
бернар	بيرنارد	бернар	بِيرنَارد	PROPN;INDF;MASC;SG	
бернар	برنارد	бернар	برنارد	PROPN;INDF;MASC;SG	
харков	خاركوف	харков	خاركوف	PROPN;INDF;MASC;SG	
метрото	مترو	метро	مترو	N;DEF;NEUT;SG	
метрото	ميترو	метро	ميترو	N;DEF;NEUT;SG	
хокей	الهوكي	хокей	الهوكي	N;INDF;MASC;SG	N;NOM;DEF;SG
хокей	هوكي	хокей	هوكي	N;INDF;MASC;SG	
пруски	البروسية	пруски	بُرُوسِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
пруски	بروسية	пруски	بروسية	ADJ;INDF;MASC;SG	
разбиване	تكسر	разбиване	كَسَّر	N;INDF;NEUT;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
разбиване	ينكسر	разбиване	اِنكَسَر	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
шефилд	شيفيلد	шефилд	شِيفِيلد	N;INDF;MASC;SG	
засягат	يؤثر	засягам-(се)	أَثَّر	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
честоти	الترددات	честотя	تَرَدُّد	N;INDF;MASC;PL	N;NOM;DEF;PL
единадесет	e	единадесет	هُوَ	NUM;INDF;PL	
механични	ميكانيكي	механичен	مِيكَانِيكِي	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
механични	ميكانيكية	механичен	مِيكَانِيكِيَّة	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
механични	الميكانيكية	механичен	مِيكَانِيكِيَّة	ADJ;INDF;PL	N;NOM;DEF;SG
омир	هومر	омир	هُومُر	PROPN;INDF;MASC;SG	
експрес	اعرب	експрес	أَعرَب	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
прозореца	نافذة	прозорец	نَافِذ	N;DEF;MASC;SG	N;NOM;INDF;SG
слепи	عمياء	слепя	عَمِيّ	N;INDF;MASC;PL	ADJ;NOM;INDF;FEM;SG
