modificación	modifikation	modificación	modifikation	N;FEM;SG	ADJ
ruido	lärm	ruido	lärm	N;MASC;SG	
ricos	reiches	rico	reich	N;MASC;PL	ADJ;NOM;NEUT;SG
ricos	reichen	rico	reichen	N;MASC;PL	V;NFIN
ricos	reich	rico	reich	N;MASC;PL	ADJ
ricos	rich	rico	reihen	N;MASC;PL	
ricos	wohlhabende	rico	wohlhabend	N;MASC;PL	ADJ;NOM;FEM;PL
ricos	reichen	rico	reichen	N;MASC;PL	V;NFIN
ricos	wohlhabend	rico	wohlhabend	N;MASC;PL	ADJ
radar	radar	radar	radar	N;MASC;SG	
wagner	wagner	wagner	wagner	PROPN	PROPN;NOM;MASC;SG
quieren	will	querer	wollen	V;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
quieren	wollen	querer	wollen	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
quieren	möchten	querer	mögen	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PST;FIN
television	fernseher	television	fernseher	N;FEM;SG	
television	fernsehgeräte	television	fernsehgeräte	N;FEM;SG	ADJ;NOM;PL
television	fernsehen	television	fernsehen	N;FEM;SG	V;NFIN
television	fernseh	television	fernseh	N;FEM;SG	
television	fernsehgerät	television	fernsehgerät	N;FEM;SG	ADJ
teatros	theater	teatro	theat	N;MASC;PL	N;NOM;SG
teatros	kinos	teatro	kinos	N;MASC;PL	
teatros	theater	teatro	theat	N;MASC;PL	N;NOM;SG
teatros	kino	teatro	kino	N;MASC;PL	N;NOM;NEUT;SG
teatros	theater	teatro	theat	N;MASC;PL	N;NOM;SG
añadido	fügte	añadido	fügen	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
añadido	hinzugefügt	añadido	hinzufügen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
fabricantes	hersteller	fabricante	hersteller	N;PL	ADJ
fabricantes	hersteller	fabricante	hersteller	N;PL	ADJ
fabricantes	produzenten	fabricante	produzent	N;PL	V;IND;PL;3;PST;FIN
finca	hof	finca	hof	N;FEM;SG	
finca	farm	finca	farm	N;FEM;SG	PROPN
finca	bauernhof	finca	bauernhof	N;FEM;SG	ADJ
finca	bauernhaus	finca	bauernhaus	N;FEM;SG	ADJ
finca	finca	finca	finca	N;FEM;SG	PROPN;NOM;SG
finca	estate	finca	estate	N;FEM;SG	PROPN
finca	anwesen	finca	anwesen	N;FEM;SG	
pilares	säulen	pilar	säulen	N;MASC;PL	V;NFIN
pilares	pfeiler	pilar	pfeil	N;MASC;PL	ADJ
pilares	grundpfeiler	pilar	grundpfeiler	N;MASC;PL	ADJ
pilares	säule	pilar	säul	N;MASC;PL	
pilares	stützen	pilar	stützen	N;MASC;PL	V;NFIN
guarnición	beilagen	guarnición	beiliegen	N;FEM;SG	V;NFIN
guarnición	beilage	guarnición	beilage	N;FEM;SG	
guarnición	garrison	guarnición	garrison	N;FEM;SG	PROPN
guarnición	garnison	guarnición	garnison	N;FEM;SG	
edwards	edwards	edwards	edwards	PROPN	PROPN;NOM;MASC;SG
fábricas	produktionsstätten	fábrica	produktionsstätten	N;FEM;PL	V;NFIN
fábricas	fabriken	fábrica	fabrik	N;FEM;PL	ADJ;PL
fábricas	fabrik	fábrica	fabrik	N;FEM;PL	
fábricas	mühlen	fábrica	mühlen	N;FEM;PL	V;NFIN
fábricas	mills	fábrica	mills	N;FEM;PL	PROPN
fábricas	mühle	fábrica	mühlen	N;FEM;PL	
fábricas	werk	fábrica	werk	N;FEM;PL	N;NOM;NEUT;SG
fábricas	fabrik	fábrica	fabrik	N;FEM;PL	
roman	römischen	romar	römisch	N	ADJ;NOM;PL
roman	römer	romar	rom	N	
roman	römische	romar	römisch	N	ADJ;NOM;FEM;PL
oliva	olive	oliva	olive	N;FEM;SG	
oliva	olivenöl	oliva	olivenöl	N;FEM;SG	V;NFIN
oliva	oliven	oliva	olive	N;FEM;SG	V;NFIN
oliva	oliva	oliva	oliva	N;FEM;SG	PROPN;NOM;MASC;SG
conservadores	tories	conservador	toren	N;MASC;PL	PROPN;NOM
conservadores	konservativ	conservador	konservativ	N;MASC;PL	ADJ
conservadores	konservativen	conservador	konservativ	N;MASC;PL	ADJ;PL
conservadores	conservative	conservador	conservativ	N;MASC;PL	ADJ;NOM;FEM;PL
conservadores	konservativer	conservador	konservativ	N;MASC;PL	ADJ
conservadores	konservative	conservador	konservativ	N;MASC;PL	ADJ;NOM;FEM;PL
conservadores	konservativ	conservador	konservativ	N;MASC;PL	ADJ
conservadores	konservativen	conservador	konservativ	N;MASC;PL	ADJ;PL
conservadores	conservative	conservador	conservativ	N;MASC;PL	ADJ;NOM;FEM;PL
conservadores	konservativer	conservador	konservativ	N;MASC;PL	ADJ
conservadores	konservative	conservador	konservativ	N;MASC;PL	ADJ;NOM;FEM;PL
secos	dry	seco	dry	ADJ;MASC;PL	
secos	trocknen	seco	trocknen	ADJ;MASC;PL	V;NFIN
secos	trockenes	seco	trocken	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
secos	getrocknet	seco	trocknen	ADJ;MASC;PL	V;V.PTCP
escape	abgas	escape	abges	N;MASC;SG	
escape	abgase	escape	abgese	N;MASC;SG	
escape	auspuff	escape	auspuff	N;MASC;SG	PROPN;NOM;SG
escape	fliehen	escape	fliehen	N;MASC;SG	V;NFIN
escape	entkommen	escape	entkommen	N;MASC;SG	V;NFIN
escape	entfliehen	escape	entfliehen	N;MASC;SG	V;NFIN
escape	escape	escape	escape	N;MASC;SG	PROPN
shakespeare	shakespeares	shakespeare	shakespeares	N	ADJ;NOM;NEUT;SG
marín	marin	marín	marin	N;MASC;SG	PROPN;NOM;SG
marín	marín	marín	marín	N;MASC;SG	PROPN
marín	marín	marín	marín	N;MASC;SG	PROPN
under	under	under	under	PROPN	
under	unter	under	unter	PROPN	ADP
eugenia	eugenia	eugenia	eugenia	N;FEM;SG	PROPN;NOM;SG
cap	kappe	cap	kappen		N;SG
cap	cap	cap	cap		PROPN
cap	mütze	cap	mützen		N;NOM;SG
cap	gap	cap	gepen		PROPN
desarrollados	entwickelte	desarrollado	entwickeln	ADJ;MASC;PL;V.PTCP	V;IND;SG;3;PST;FIN
desarrollados	entwickelt	desarrollado	entwickeln	ADJ;MASC;PL;V.PTCP	V;V.PTCP
desarrollados	entwickelten	desarrollado	entwickeln	ADJ;MASC;PL;V.PTCP	V;IND;PL;3;PST;FIN
baños	toiletten	baño	toilent	N;MASC;PL	V;NFIN
baños	badezimmer	baño	badezimmer	N;MASC;PL	
baños	toiletten	baño	toilent	N;MASC;PL	V;NFIN
baños	bäder	baño	bad	N;MASC;PL	ADJ
baños	bädern	baño	bädern	N;MASC;PL	V;NFIN
baños	bäder	baño	bad	N;MASC;PL	ADJ
baños	badezimmer	baño	badezimmer	N;MASC;PL	
baños	bad	baño	bad	N;MASC;PL	
baños	badewanne	baño	badewanne	N;MASC;PL	
baños	bäder	baño	bad	N;MASC;PL	ADJ
alternativas	alternativen	alternativa	alternativ	N;FEM;PL	ADJ
alternativas	alternative	alternativa	alternativ	N;FEM;PL	ADJ;NOM;FEM;PL
extracción	extraktion	extracción	extraktion	N;FEM;SG	PROPN
extracción	extrahieren	extracción	extrahieren	N;FEM;SG	V;NFIN
extracción	gewinnung	extracción	gewinnung	N;FEM;SG	ADJ
profundamente	tiefgreifend	profundamente	tiefgreifend	ADV	ADJ
profundamente	tief	profundamente	tief	ADV	ADJ
fresco	frische	fresco	frisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
fresco	fresh	fresco	fresh	ADJ;MASC;SG	PROPN
fresco	fresken	fresco	fresken	ADJ;MASC;SG	N;NOM;PL
fresco	fresko	fresco	fresko	ADJ;MASC;SG	N;NOM;NEUT;SG
nacionalismo	nationalismus	nacionalismo	nationalismus	N;MASC;SG	PROPN;NOM;SG
cruzar	kreuzung	cruzar	kreuzung	V;NFIN	
cruzar	überfahrt	cruzar	überfahren	V;NFIN	ADJ;V.PTCP
adulto	erwachsene	adulto	erwachsen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
adulto	erwachsen	adulto	erwachsen	ADJ;MASC;SG	V;V.PTCP
disciplinas	fachbereiche	disciplina	fachbereich	N;FEM;PL	ADJ;NOM;FEM;PL
geográficas	geographie	geográfico	geographie	ADJ;FEM;PL	
responder	antwort	responder	antworen	V;NFIN	
responder	erwiderung	responder	Erwiderung	V;NFIN	N;FEM;SG
responder	antwort	responder	antworen	V;NFIN	
hermosa	schöne	hermoso	schön	ADJ;FEM;SG	ADJ;NOM;FEM;PL
hermosa	schöne	hermoso	schön	ADJ;FEM;SG	ADJ;NOM;FEM;PL
propiamente	ordnungsgemäße	propiamente	ordnungsgemäß	ADV	ADJ;NOM;FEM;PL
propiamente	ordnungsgemäß	propiamente	ordnungsgemäß	ADV	ADJ
electrónicos	elektrogeräte	electrónico	elektrogerät	ADJ;MASC;PL	ADJ;NOM;FEM;SG
galaxia	galaxien	galaxia	galaxien	N;FEM;SG	
galaxia	galaxie	galaxia	galaxie	N;FEM;SG	
galaxia	galaxis	galaxia	galaxis	N;FEM;SG	PROPN;NOM;SG
galaxia	galaxy	galaxia	galaxy	N;FEM;SG	PROPN;NOM;SG
age	alter	age	alt	N	ADJ
cubiertas	erfaßt	cubierto	erfaßen	ADJ;FEM;PL;V.PTCP	V;V.PTCP
cubiertas	gedeckt	cubierto	decken	ADJ;FEM;PL;V.PTCP	V;V.PTCP
cubiertas	abgedeckt	cubierto	abdecken	ADJ;FEM;PL;V.PTCP	V;V.PTCP
cubiertas	umfasst	cubierto	umfassen	ADJ;FEM;PL;V.PTCP	V;IND;SG;3;PRS;FIN
cubiertas	deckt	cubierto	decken	ADJ;FEM;PL;V.PTCP	V;IND;SG;3;PRS;FIN
cubiertas	decks	cubierto	decks	ADJ;FEM;PL;V.PTCP	
existió	existierten	existir	existieren	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN
existió	existiert	existir	existieren	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN
dependencias	abhängigkeiten	dependencia	abhängigkeit	N;FEM;PL	V;NFIN
abu	abu	abu	abu	N;MASC;SG	PROPN;NOM;MASC;SG
bola	ball	bola	ball	N;FEM;SG	PROPN
bola	kugel	bola	kugeln	N;FEM;SG	
bola	bälle	bola	bäll	N;FEM;SG	ADJ
lázaro	lázaro	lázaro	lázaro	N;MASC;SG	PROPN;NOM;MASC;SG
lázaro	lazarus	lázaro	lazarus	N;MASC;SG	PROPN;NOM;MASC;SG
wolf	wölfen	wolf	wölfen	N	
wolf	wölfe	wolf	wölfen	N	
wolf	wolf	wolf	wolf	N	;SG
certificado	bescheinigt	certificado	bescheinigen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
certificado	zertifiziert	certificado	zertifizieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
certificado	zeugnis	certificado	zeugnis	ADJ;MASC;SG;V.PTCP	N;NOM;NEUT;SG
certificado	zertifikat	certificado	zertifikat	ADJ;MASC;SG;V.PTCP	V;V.PTCP
certificado	urkunde	certificado	urkunde	ADJ;MASC;SG;V.PTCP	N
vigor	lebenskraft	vigor	lebenskraft	N;MASC;SG	ADJ
vigor	vitalität	vigor	vitalität	N;MASC;SG	ADJ
rita	rita	rita	rita	N;FEM;SG	PROPN;NOM;FEM;SG
uss	uss	us	uss	N;MASC;SG	PROPN;NOM;MASC;SG
escándalo	skandalös	escándalo	skandalös	N;MASC;SG	ADJ
escándalo	affäre	escándalo	affäre	N;MASC;SG	ADJ;SG
escándalo	skandale	escándalo	skandal	N;MASC;SG	ADJ;NOM;FEM;PL
escándalo	skandale	escándalo	skandal	N;MASC;SG	ADJ;NOM;FEM;PL
tanque	behälter	tanque	behälter	N;MASC;SG	ADJ
tanque	tank	tanque	tank	N;MASC;SG	PROPN;NOM;SG
tanque	panzer	tanque	panzer	N;MASC;SG	ADJ
tanque	tanks	tanque	tanks	N;MASC;SG	
sólido	fest	sólido	fest	ADJ;MASC;SG	ADV
sólido	feste	sólido	fest	ADJ;MASC;SG	ADJ;NOM;FEM;PL
kiev	kiew	kiev	keißen	PROPN	
serpiente	schlange	serpiente	schlange	N;FEM;SG	ADJ;NOM
serpiente	snake	serpiente	snak	N;FEM;SG	PROPN;SG
serpiente	schlangen	serpiente	schlangen	N;FEM;SG	N;NOM;FEM;PL
serpiente	schlange	serpiente	schlange	N;FEM;SG	ADJ;NOM
serpiente	schlangen	serpiente	schlangen	N;FEM;SG	N;NOM;FEM;PL
testigos	zeuge	testigo	zeuge	N;MASC;PL	
testigos	zeugen	testigo	zeugen	N;MASC;PL	V;NFIN
testigos	bezeugen	testigo	bezeugen	N;MASC;PL	V;NFIN
testigos	zeugenaussagen	testigo	zeugenaussagen	N;MASC;PL	V;NFIN
testigos	augenzeugen	testigo	augenzeugen	N;MASC;PL	V;V.PTCP
testigos	zeuge	testigo	zeuge	N;MASC;PL	
testigos	zeugen	testigo	zeugen	N;MASC;PL	V;NFIN
testigos	zeugin	testigo	zeugin	N;MASC;PL	
testigos	bezeugen	testigo	bezeugen	N;MASC;PL	V;NFIN
economista	ökonom	economista	ökonom	N;SG	PROPN;NOM;SG
economista	ökonomen	economista	ökonom	N;SG	
economista	wirtschaftswissenschaftler	economista	wirtschaftswissenschaftler	N;SG	ADJ
submarino	sub	submarino	sub	N;MASC;SG	
submarino	unterwasser	submarino	unterwasser	N;MASC;SG	
códigos	kodex	código	kodex	N;MASC;PL	
códigos	vorwahl	código	vorwahl	N;MASC;PL	PROPN
códigos	code	código	code	N;MASC;PL	
códigos	quelltext	código	quelltext	N;MASC;PL	V;IND;SG;3;PST;FIN
códigos	codes	código	code	N;MASC;PL	
prevención	vorbeugende	prevención	vorbeugend	N;FEM;SG	ADJ;NOM;FEM;PL
prevención	präventiv	prevención	präventiv	N;FEM;SG	ADJ
prevención	prävention	prevención	prävention	N;FEM;SG	ADJ
prevención	präventive	prevención	präventiv	N;FEM;SG	ADJ;NOM;FEM;PL
prevención	prävention	prevención	prävention	N;FEM;SG	ADJ
prevención	vorsorge	prevención	vorsorge	N;FEM;SG	PROPN;SG
descubierta	entdeckte	descubrir	entdecken	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
descubierta	gefunden	descubrir	finden	ADJ;FEM;SG;V.PTCP	V;V.PTCP
descubierta	herausgefunden	descubrir	herausfinden	ADJ;FEM;SG;V.PTCP	V;V.PTCP
descubierta	entdeckt	descubrir	entdecken	ADJ;FEM;SG;V.PTCP	V;V.PTCP
descubierta	entdeckte	descubrir	entdecken	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
descubierta	bemerkte	descubrir	bemerkt	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
descubierta	gesehen	descubrir	sehen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
descubierta	entdeckt	descubrir	entdecken	ADJ;FEM;SG;V.PTCP	V;V.PTCP
descubierta	gesichtet	descubrir	sichten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
descubierta	aufgedeckt	descubrir	aufdecken	ADJ;FEM;SG;V.PTCP	V;V.PTCP
solares	grundstück	solar	grundstücken	N;MASC;PL	
solares	parzelle	solar	parzell	N;MASC;PL	
solares	flächen	solar	flächen	N;MASC;PL	V;NFIN
solares	grundstücke	solar	grundstück	N;MASC;PL	ADJ;NOM;PL
solares	solarenergie	solar	solarenergie	N;MASC;PL	ADJ
solares	solar	solar	solar	N;MASC;PL	
solares	sonnenenergie	solar	sonnenenergie	N;MASC;PL	ADJ
progresivo	progressive	progresivo	progressiv	ADJ;MASC;SG	ADJ;NOM;FEM;PL
estudia	studium	estudiar	studium	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
estudia	studie	estudiar	studie	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
estudia	arbeitszimmer	estudiar	arbeitszimmer	V;IND;SG;3;PRS;FIN	
paloma	taube	paloma	tauben	N;FEM;SG	
paloma	tauben	paloma	tauben	N;FEM;SG	V;NFIN
paloma	taube	paloma	tauben	N;FEM;SG	
paloma	paloma	paloma	paloma	N;FEM;SG	PROPN;SG
folk	leute	folk	leute	N;SG	N;NOM;PL
folk	volksmusik	folk	volksmusik	N;SG	PROPN
folk	folk	folk	folk	N;SG	ADJ
ira	zorn	ira	zorn	N;FEM;SG	
ira	zornig	ira	zornig	N;FEM;SG	ADJ
ira	ärger	ira	ärger	N;FEM;SG	ADJ
ira	zorn	ira	zorn	N;FEM;SG	
ira	wütend	ira	wütend	N;FEM;SG	ADJ
ira	zornig	ira	zornig	N;FEM;SG	ADJ
ira	wut	ira	wut	N;FEM;SG	
ira	ira	ira	ira	N;FEM;SG	PROPN;NOM;MASC;SG
atractivo	sehenswürdigkeit	atractivo	sehenswürdigkeit	ADJ;MASC;SG	N;NOM;FEM;SG
atractivo	anziehung	atractivo	anziehung	ADJ;MASC;SG	
atractivo	ansprechende	atractivo	ansprechend	ADJ;MASC;SG	ADJ;NOM;FEM;PL
atractivo	attraktiven	atractivo	attraktiv	ADJ;MASC;SG	ADJ;PL
atractivo	attraktive	atractivo	attraktiv	ADJ;MASC;SG	ADJ;NOM;FEM;PL
atractivo	berufung	atractivo	berufung	ADJ;MASC;SG	N
atractivo	einspruch	atractivo	einspruch	ADJ;MASC;SG	N
cinematográfico	cinematic	cinematográfico	cinematic	ADJ;MASC;SG	PROPN
volar	fly	volar	fly	V;NFIN	PROPN;NOM;SG
volar	fliege	volar	fliegen	V;NFIN	
volar	fliegende	volar	fliegend	V;NFIN	ADJ;NOM;FEM;PL
recta	gerade	recta	gerade	N;FEM;SG	ADV
recta	straight	recta	straight	N;FEM;SG	ADJ
recta	hetero	recta	hetero	N;FEM;SG	ADJ
recta	direkt	recta	direkt	N;FEM;SG	ADJ
recta	geradeaus	recta	geradeaus	N;FEM;SG	ADJ
ecuatoriano	ecuadorianischen	ecuatoriano	ecuadorianisch	N;MASC;SG	ADJ;NOM;MASC;PL
ecuatoriano	ecuador	ecuatoriano	ecuador	N;MASC;SG	PROPN;NOM;NEUT;SG
entregado	lieferte	entregado	liefern	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
entregado	geliefert	entregado	liefern	ADJ;MASC;SG;V.PTCP	V;V.PTCP
entregado	zugestellt	entregado	zustellen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
entregado	ausgeliefert	entregado	ausliefern	ADJ;MASC;SG;V.PTCP	V;V.PTCP
entregado	aufgegeben	entregado	aufgeben	ADJ;MASC;SG;V.PTCP	V;V.PTCP
entregado	übergeben	entregado	übergeben	ADJ;MASC;SG;V.PTCP	V;V.PTCP
entregado	zurückgegeben	entregado	zurückgeben	ADJ;MASC;SG;V.PTCP	V;V.PTCP
entregado	abgegeben	entregado	abgeben	ADJ;MASC;SG;V.PTCP	V;V.PTCP
entregado	ergeben	entregado	ergeben	ADJ;MASC;SG;V.PTCP	V;V.PTCP
etiopía	äthiopien	etiopía	äthiopien	N;FEM;SG	PROPN;NOM;NEUT;SG
etiopía	äthiopien	etiopía	äthiopien	N;FEM;SG	PROPN;NOM;NEUT;SG
etiopía	äthiopischen	etiopía	äthiopisch	N;FEM;SG	ADJ;ACC;MASC;SG
etiopía	äthiopische	etiopía	äthiopisch	N;FEM;SG	ADJ;NOM;FEM;PL
dick	schwanz	dick	schwanzen	PROPN	N
dick	dick	dick	dick	PROPN	ADJ
jefferson	jefferson	jefferson	jefferson	N;MASC;SG	PROPN;NOM;SG
celeste	celeste	celeste	celest	ADJ;SG	PROPN;NOM;SG
celeste	himmlische	celeste	himmlisch	ADJ;SG	ADJ;NOM;FEM;PL
palermo	palermo	palermo	palermo		PROPN;SG
palermo	syrakus	palermo	syrakus		PROPN;NOM;MASC;SG
asientos	sitzplatz	asiento	sitzplatz	N;MASC;PL	ADJ
asientos	sitze	asiento	sitzen	N;MASC;PL	
asientos	sitzplätze	asiento	sitzplatz	N;MASC;PL	
asientos	sitze	asiento	sitzen	N;MASC;PL	
asientos	sitzplätze	asiento	sitzplatz	N;MASC;PL	
dominios	domains	dominio	domains	N;MASC;PL	PROPN
dominios	bereiche	dominio	bereich	N;MASC;PL	
dominios	domain	dominio	domain	N;MASC;PL	PROPN;SG
dominios	domänen	dominio	domän	N;MASC;PL	V;FIN
dominios	domäne	dominio	domän	N;MASC;PL	
dominios	domain	dominio	domain	N;MASC;PL	PROPN;SG
dominios	bereich	dominio	bereich	N;MASC;PL	ADV
dominios	domänen	dominio	domän	N;MASC;PL	V;FIN
falsa	false	falso	falsen	ADJ;FEM;SG	PROPN
falsa	falsche	falso	falsch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
falsa	gefälscht	falso	fälschen	ADJ;FEM;SG	V;V.PTCP
falsa	fake	falso	faklen	ADJ;FEM;SG	
tribunales	tribunal	tribunal	tribunal	N;MASC;PL	PROPN;NOM;SG
tribunales	gerichte	tribunal	gericht	N;MASC;PL	
tribunales	tribunale	tribunal	tribunale	N;MASC;PL	ADJ;NOM;FEM;PL
tribunales	hofe	tribunal	hofen	N;MASC;PL	
tribunales	gerichtshofes	tribunal	gerichtshofes	N;MASC;PL	ADJ;NOM;NEUT;SG
tribunales	gerichtshof	tribunal	gerichtshof	N;MASC;PL	PROPN
tribunales	hof	tribunal	hof	N;MASC;PL	
tribunales	gericht	tribunal	ringen	N;MASC;PL	N;NOM;SG
tribunales	gerichten	tribunal	gericht	N;MASC;PL	V;NFIN
tribunales	gerichte	tribunal	gericht	N;MASC;PL	
tribunales	gericht	tribunal	ringen	N;MASC;PL	N;NOM;SG
bond	anleihe	bond	anleihen	N;SG	
bond	kaution	bond	kaution	N;SG	ADJ
bond	anleihen	bond	anleihen	N;SG	V;NFIN
bond	bond	bond	bond	N;SG	PROPN;NOM;MASC;SG
cerdo	schweinefleisch	cerdo	schweinefleisch	N;MASC;SG	ADJ
cerdo	schwein	cerdo	schwein	N;MASC;SG	
cerdo	schwein	cerdo	schwein	N;MASC;SG	
cerdo	schweinen	cerdo	schweinen	N;MASC;SG	V;NFIN
cerdo	schweine	cerdo	schweinen	N;MASC;SG	
cerdo	schweine	cerdo	schweinen	N;MASC;SG	
cerdo	schwein	cerdo	schwein	N;MASC;SG	
dorsal	dorsalen	dorsal	dorsal	ADJ;SG	V;NFIN
blood	blutes	blood	blut	N	ADJ;NOM;NEUT;SG
blood	blood	blood	blood	N	PROPN
blood	blutprobe	blood	blutprobe	N	ADJ
danés	dänisch	danés	dänisch	N;MASC;SG	ADJ
danés	dänische	danés	dänisch	N;MASC;SG	ADJ;NOM;FEM;PL
danés	dänischer	danés	dänisch	N;MASC;SG	ADJ
danés	dänischen	danés	dänisch	N;MASC;SG	ADJ;MASC
danés	dane	danés	dan	N;MASC;SG	PROPN;NOM;MASC;SG
danés	dänen	danés	dän	N;MASC;SG	
cajas	schachteln	caja	schachteln	N;FEM;PL	V;NFIN
cajas	kartons	caja	kartons	N;FEM;PL	ADV
cajas	kästchen	caja	kästchen	N;FEM;PL	V;NFIN
cajas	boxen	caja	boxen	N;FEM;PL	V;NFIN
ring	ring	ring	ringen	N;MASC;SG	
ring	läuten	ring	lau	N;MASC;SG	V;NFIN
ring	klingeln	ring	klingeln	N;MASC;SG	V;NFIN
ring	klingel	ring	klingel	N;MASC;SG	
fiebre	fieber	fiebre	fieber	N;FEM;SG	
geometría	geometrie	geometría	geometrie	N;FEM;SG	
geometría	geometrische	geometría	geometrisch	N;FEM;SG	ADJ;NOM;FEM;PL
geometría	geometrie	geometría	geometrie	N;FEM;SG	
geometría	geometrischen	geometría	geometrisch	N;FEM;SG	ADJ
pink	pink	pink	pink	N;SG	PROPN
pink	rosa	pink	rosa	N;SG	PROPN
doblaje	synchronisation	doblaje	synchronisation	N;MASC;SG	ADJ
hoteles	hotelzimmer	hotel	hotelzimmer	N;MASC;PL	
hoteles	hotel	hotel	Hotel	N;MASC;PL	N;NOM;NEUT;SG
hoteles	hotels	hotel	hotels	N;MASC;PL	ADV
blas	bert	bla	bert	PROPN	PROPN;NOM;MASC;SG
blas	blas	bla	blas	PROPN	PROPN;SG
blas	blaise	bla	blaise	PROPN	PROPN;NOM;MASC;SG
bull	bull	bull	bull	N;SG	
bull	bulle	bull	bullen	N;SG	PROPN;SG
bull	stier	bull	stoßen	N;SG	
bull	ziff	bull	ziffen	N;SG	
ayala	ayala	ayalar	ayala	N;SG	PROPN;NOM;MASC;SG
derrotas	niederlage	derrota	niederlage	N;FEM;PL	N;NOM;FEM;SG
derrotas	besiegen	derrota	besiegen	N;FEM;PL	V;NFIN
derrotas	niederlagen	derrota	niederliegen	N;FEM;PL	V;NFIN
macizo	fest	macizo	fest	N;MASC;SG	ADV
macizo	massiv	macizo	massiv	N;MASC;SG	ADJ
macizo	solide	macizo	solide	N;MASC;SG	ADJ;NOM
macizo	feste	macizo	fest	N;MASC;SG	ADJ;NOM;FEM;PL
macizo	festen	macizo	fest	N;MASC;SG	ADJ
macizo	massiv	macizo	massiv	N;MASC;SG	ADJ
sacramento	sacramento	sacramento	sacramento	N;MASC;SG	PROPN;NOM;SG
sacramento	sakrament	sacramento	sakrament	N;MASC;SG	ADJ
neil	neil	neil	neil	PROPN	PROPN;NOM;SG
neil	jutta	neil	jutta	PROPN	PROPN;NOM;FEM;SG
documentales	dokumentation	documental	dokumentation	N;MASC;PL	N;NOM;FEM;SG
documentales	dokumentarfilm	documental	dokumentarfilm	N;MASC;PL	PROPN
documentales	doku	documental	doku	N;MASC;PL	
documentales	dokumentarfilm	documental	dokumentarfilm	N;MASC;PL	PROPN
documentales	dokumentarfilme	documental	dokumentarfilme	N;MASC;PL	ADJ;NOM;FEM;PL
libia	libyschen	libia	libysch	ADJ;FEM;SG	ADJ;NOM;MASC;PL
libia	libyens	libia	libyens	ADJ;FEM;SG	PROPN;GEN;NEUT;SG
libia	libyen	libia	libyen	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
libia	libyen	libia	libyen	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
canciller	bundeskanzlerin	canciller	bundeskanzlerin	N;SG	ADJ
canciller	kanzlerin	canciller	kanzlerin	N;SG	ADJ
canciller	bundeskanzler	canciller	bundeskanzler	N;SG	ADJ
canciller	kanzler	canciller	kanzl	N;SG	ADJ
collins	collins	collin	collins	N;MASC;SG	PROPN;NOM;MASC;SG
aldeas	dorf	aldea	dorf	N;FEM;PL	N;NOM;NEUT;SG
aldeas	dörfer	aldea	dörfern	N;FEM;PL	
aldeas	ortschaften	aldea	ortschaften	N;FEM;PL	ADJ
silvia	sylvia	silvia	sylvia	N;FEM;SG	PROPN;NOM;FEM;SG
silvia	sylvie	silvia	sylvie	N;FEM;SG	PROPN;NOM;SG
silvia	silvia	silvia	silvia	N;FEM;SG	PROPN;NOM;FEM;SG
conjuntamente	gemeinsam	conjuntamente	gemeinsam	ADV	ADJ
potente	starke	potente	stark	ADJ;SG	ADJ;NOM;FEM;PL
potente	leistungsfähige	potente	leistungsfähig	ADJ;SG	ADJ;NOM;FEM;PL
potente	mächtige	potente	mächtig	ADJ;SG	ADJ;NOM;FEM;PL
potente	starke	potente	stark	ADJ;SG	ADJ;NOM;FEM;PL
potente	starken	potente	stark	ADJ;SG	ADJ;ACC;PL
desafío	challenge	desafío	challeng	N;MASC;SG	
desafío	herausforderung	desafío	herausforderung	N;MASC;SG	ADJ;NOM;FEM;SG
desafío	missachtung	desafío	mißtachtung	N;MASC;SG	
desafío	defiance	desafío	defiance	N;MASC;SG	PROPN;NOM;SG
cerebral	zerebrale	cerebral	zerebral	ADJ;SG	ADJ;NOM;FEM;PL
determinados	bestimmten	determinado	bestimmen	ADJ;MASC;PL;V.PTCP	V;PL;FIN
