और	in	और	in		CONJ
कम्युनिस्ट	komunistični	कम्युनिस्ट	komunističen	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
प्रसंग	teme	प्रसंग	tema	N;NOM;MASC;SG;3	N;NOM;FEM;PL
प्रसंग	temo	प्रसंग	tema	N;NOM;MASC;SG;3	N;ACC;FEM;SG
प्रसंग	tematska	प्रसंग	tematski	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
बिहारी	bihari	बिहारी	bihar	PROPN;NOM;MASC;SG;3	
पेड़ों	dreves	पेड़	drevo	N;ACC;MASC;PL;3	N;GEN;NEUT;PL
पेड़ों	drevje	पेड़	drevje	N;ACC;MASC;PL;3	N;NOM;NEUT;SG
पेड़ों	drevesa	पेड़	drevo	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
अफ़ग़ानिस्तान	afganistan	अफ़ग़ानिस्तान	afganistan	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
अफ़ग़ानिस्तान	afganistanu	अफ़ग़ानिस्तान	afganistan	PROPN;NOM;MASC;SG;3	N;DAT;MASC;SG
इन्द्र	indra	इंद्र	indra	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
कॉमेडी	komedijo	कॉमेडी	komedija	N;NOM;FEM;SG;3	N;ACC;FEM;SG
बर्तन	posodo	बर्तन	posoda	N;NOM;MASC;SG;3	N;ACC;FEM;SG
बर्तन	posode	बर्तन	posoda	N;NOM;MASC;SG;3	N;NOM;FEM;PL
बर्तन	jedi	बर्तन	jed	N;NOM;MASC;SG;3	N;NOM;FEM;PL
अस्वीकार	upadanje	अस्वीकार	upadanje		N;NOM;NEUT;SG
अस्वीकार	upad	अस्वीकार	upad		N;NOM;MASC;SG
अस्वीकार	zanikati	अस्वीकार	zanikati		V;PFV;NFIN
अस्वीकार	zavrne	अस्वीकार	zavrniti		V;PFV;IND;SG;3;PRS;FIN
जाएगी	tremor	जा	tremor	V;FEM;IND;SG;3;FUT;FIN;ACT	N;NOM;MASC;SG
मधुमेह	diabetične	मधुमेह	diabetičen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
मधुमेह	sladkorna	मधुमेह	sladkoren	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
हॉट	vroče	हॉट	vroč		ADJ;NOM;NEUT;SG
हॉट	vroč	हॉट	vroč		ADJ;NOM;INDF;MASC;SG
हॉट	vroča	हॉट	vroč		ADJ;NOM;FEM;SG
पाठकों	bralci	पाठक	bralec	N;ACC;MASC;PL;3	N;NOM;MASC;PL
नाइट्रोजन	dušika	नाइट्रोजन	dušik	N;NOM;MASC;SG;3	N;GEN;MASC;SG
मार्गदर्शन	smernice	मार्गदर्शन	smernica	N;NOM;MASC;SG;3	N;NOM;FEM;PL
मार्गदर्शन	napotki	मार्गदर्शन	napotek	N;NOM;MASC;SG;3	N;NOM;MASC;PL
समापन	likvidacijo	समापन	likvidacija	N;NOM;MASC;SG;3	N;ACC;FEM;SG
समापन	likvidacije	समापन	likvidacija	N;NOM;MASC;SG;3	N;NOM;FEM;PL
कर्तव्य	dajatev	कर्तव्य	dajatev	N;NOM;MASC;SG;3	N;GEN;FEM;SG
कर्तव्य	dolžnosti	कर्तव्य	dolžnost	N;NOM;MASC;SG;3	N;NOM;FEM;PL
कर्तव्य	dajatve	कर्तव्य	dajatev	N;NOM;MASC;SG;3	N;NOM;FEM;PL
कर्तव्य	dolžnosti	कर्तव्य	dolžnost	N;NOM;MASC;SG;3	N;NOM;FEM;PL
नस्ल	pasme	नस्ल	pasma	N;NOM;FEM;SG;3	N;NOM;FEM;PL
नस्ल	narodnosti	नस्ल	narodnost	N;NOM;FEM;SG;3	N;NOM;FEM;PL
केबल	kabli	केबल	kabel	N;NOM;MASC;SG;3	N;NOM;MASC;PL
केबल	kable	केबल	kabel	N;NOM;MASC;SG;3	N;ACC;MASC;PL
केबल	kabli	केबल	kabel	N;NOM;MASC;SG;3	N;NOM;MASC;PL
केबल	kabelski	केबल	kabelski	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
सिडनी	sydney	सिडनी	sydney	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
परिचालन	operacije	परिचालन	operacija	N;NOM;MASC;SG;3	N;NOM;FEM;PL
परिचालन	usmerjevalni	परिचालन	usmerjevalen	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
हाइड्रोकार्बन	ogljikovodikov	हाइड्रोकार्बन	ogljikovok	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
कश्मीरी	kašmirju	कश्मीरी	kašmir	N;NOM;MASC;SG;3	N;DAT;MASC;SG
स्वप्न	sanje	स्वप्न	sanja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
स्वप्न	sanjsko	स्वप्न	sanjski	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
प्रसिद्धि	slavo	प्रसिद्धि	slava	N;NOM;FEM;SG;3	N;ACC;FEM;SG
अपराधी	kriminalno	अपराधी	kriminalen	N;NOM;MASC;PL;3	ADJ;NOM;NEUT;SG
अपराधी	kazensko	अपराधी	kazenski	N;NOM;MASC;PL;3	ADJ;NOM;NEUT;SG
अपराधी	kriminalec	अपराधी	kriminalec	N;NOM;MASC;PL;3	N;NOM;MASC;SG
अपराधी	kazenskih	अपराधी	kazenski	N;NOM;MASC;PL;3	ADJ;GEN;MASC;PL
अपराधी	kriv	अपराधी	kriv	N;NOM;MASC;PL;3	ADJ;NOM;INDF;MASC;SG
अपराधी	kriva	अपराधी	kriv	N;NOM;MASC;PL;3	ADJ;NOM;FEM;SG
अपराधी	storilec	अपराधी	storilec	N;NOM;MASC;PL;3	N;NOM;MASC;SG
नाट्य	gledališki	नाट्य	gledališki	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
दुकान	prodajalna	दुकान	prodajalna	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
दुकान	trgovino	दुकान	trgovina	N;NOM;FEM;SG;3	N;ACC;FEM;SG
नियत	nastavi	नियत	nastaviti		V;PFV;IND;SG;3;PRS;FIN
नियत	komplet	नियत	komplet		N;NOM;MASC;SG
सुना	poslušali	सुन	poslušati	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;PL;V.PTCP
सुना	poslušal	सुन	poslušati	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;SG;V.PTCP
सर्जरी	operacijo	सर्जरी	operacija	N;NOM;FEM;SG;3	N;ACC;FEM;SG
सर्जरी	operacije	सर्जरी	operacija	N;NOM;FEM;SG;3	N;NOM;FEM;PL
भयंकर	pošastno	भयंकर	pošastno		ADV
भयंकर	grozno	भयंकर	grozen		ADJ;NOM;NEUT;SG
भयंकर	grozna	भयंकर	grozen		ADJ;NOM;FEM;SG
भयंकर	grozno	भयंकर	grozen		ADJ;NOM;NEUT;SG
भयंकर	grozen	भयंकर	grozen		ADJ;NOM;INDF;MASC;SG
मेयर	zupan	मेयर	zupan	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
औषधीय	zdravilne	औषधीय	zdravilen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
धमनी	arterijo	धमनी	arterija	N;NOM;FEM;SG;3	N;ACC;FEM;SG
आर्थर	arthur	आर्थर	arthur	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
आर्थर	arthurja	आर्थर	arthur	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
आर्थर	artur	आर्थर	artur	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
डाउनलोड	naloži	डाउनलोड	nalož	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PRS;FIN
डाउनलोड	prenesel	डाउनलोड	prenesti	N;NOM;MASC;SG;3	V;PFV;MASC;SG;V.PTCP
डाउनलोड	prenosi	डाउनलोड	prenositi	N;NOM;MASC;SG;3	N;NOM;MASC;PL
डाउनलोड	prejemanja	डाउनलोड	prejemanje	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
नीदरलैंड	nizozemsko	नीदरलैंड	nizozemski	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
नीदरलैंड	nizozemski	नीदरलैंड	nizozemski	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
नीदरलैंड	nizozemskem	नीदरलैंड	nizozemski	PROPN;NOM;MASC;SG;3	ADJ;DAT;MASC;SG
नीदरलैंड	nizozemska	नीदरलैंड	nizozemski	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
धर्मों	religije	धर्म	religija	N;ACC;MASC;PL;3	N;NOM;FEM;PL
धर्मों	vere	धर्म	vera	N;ACC;MASC;PL;3	N;NOM;FEM;PL
धर्मों	verovanja	धर्म	verovanje	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
धर्मों	religij	धर्म	religija	N;ACC;MASC;PL;3	N;GEN;FEM;PL
प्रशंसकों	ventilatorji	प्रशंसक	ventilator	N;ACC;MASC;PL;3	N;NOM;MASC;PL
प्रशंसकों	ljubitelji	प्रशंसक	ljubitelj	N;ACC;MASC;PL;3	N;NOM;MASC;PL
प्रशंसकों	oboževalci	प्रशंसक	oboževalec	N;ACC;MASC;PL;3	N;NOM;MASC;PL
प्रशंसकों	navijači	प्रशंसक	navijač	N;ACC;MASC;PL;3	N;NOM;MASC;PL
घाव	rane	घाव	ran	N;NOM;MASC;SG;3	N;NOM;FEM;PL
घाव	rano	घाव	ran	N;NOM;MASC;SG;3	N;ACC;FEM;SG
स्पोर्ट्स	športni	स्पोर्ट	športen	N;NOM;MASC;PL;3	ADJ;NOM;MASC;SG
स्पोर्ट्स	šport	स्पोर्ट	šport	N;NOM;MASC;PL;3	N;NOM;MASC;SG
स्पोर्ट्स	športne	स्पोर्ट	športen	N;NOM;MASC;PL;3	ADJ;NOM;FEM;PL
स्पोर्ट्स	športna	स्पोर्ट	športen	N;NOM;MASC;PL;3	ADJ;NOM;FEM;SG
क्रॉस	križec	क्रॉस	križec		N;NOM;MASC;SG
क्रॉस	navzkrižna	क्रॉस	navzkrižen		ADJ;NOM;FEM;SG
क्रॉस	križ	क्रॉस	križ		N;NOM;MASC;SG
क्रॉस	cross	क्रॉस	cross		N;NOM;MASC;SG
क्रॉस	navzkrižno	क्रॉस	navzkrižno		ADV
साप्ताहिक	tedenska	साप्ताहिक	tedenski	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
साप्ताहिक	tedenski	साप्ताहिक	tedenski	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
साप्ताहिक	tedensko	साप्ताहिक	tedensko	N;NOM;MASC;SG;3	ADV
सुनील	sunil	सुनील	suniti	PROPN;NOM;MASC;SG;3	V;PFV;MASC;SG;V.PTCP
अनुभूति	občutki	अनुभूति	občutek	N;NOM;FEM;SG;3	N;NOM;MASC;PL
मेजर	maj	मेजर	maj	N;NOM;MASC;SG;3	
स्वतः	samodejno	स्वतः	samodejno		ADV
स्वतः	samodejna	स्वतः	samodejen		ADJ;NOM;FEM;SG
स्वतः	auto	स्वतः	auta		N;NOM;MASC;SG
स्टीव	steve	स्टीव	steva	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
स्टीव	steva	स्टीव	stev	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
थिएटर	gledališča	थिएटर	gledališče	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
थिएटर	kinih	थिएटर	kino	N;NOM;MASC;SG;3	N;ESS;MASC;PL
थिएटर	gledališča	थिएटर	gledališče	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
दूरसंचार	telekomunikacijskih	दूरसंचार	telekomunikacijski	N;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
खपत	porabljen	खपत	porabljen	N;NOM;FEM;SG;3	ADJ;NOM;INDF;MASC;SG;V.PTCP
खपत	porabljena	खपत	porabljen	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG;V.PTCP
खपत	porabljene	खपत	porabljen	N;NOM;FEM;SG;3	ADJ;NOM;FEM;PL;V.PTCP
चक्कर	vrtoglavico	चक्कर	vrtoglavica	N;NOM;MASC;SG;3	N;ACC;FEM;SG
चक्कर	vrti	चक्कर	vrteti	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN
परिवेश	okolico	परिवेश	okolica	N;NOM;MASC;SG;3	N;ACC;FEM;SG
सूजन	otekline	सूजन	oteklina	N;NOM;FEM;SG;3	N;NOM;FEM;PL
सूजन	vnetja	सूजन	vnetje	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
प्रतिरक्षा	imunski	प्रतिरक्षा	imunski	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
दृढ़	vztrajna	दृढ़	vztrajen		ADJ;NOM;FEM;SG
गुलाब	vrtnice	गुलाब	vrtnica	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
गुलाब	rose	गुलाब	rosa	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
गुलाब	vrtnica	गुलाब	vrtnica	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
झिल्ली	membrane	झिल्ली	membran	N;NOM;FEM;SG;3	N;NOM;FEM;PL
भालू	koala	भालू	koala	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
भालू	medo	भालू	meda	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
भालू	medvedka	भालू	medvedek	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
भालू	medvedje	भालू	medvedje	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
भालू	medved	भालू	medved	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
भालू	medvedek	भालू	medvedek	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
दूरदर्शन	televizijo	दूरदर्शन	televizija	N;NOM;MASC;SG;3	N;ACC;FEM;SG
सोमवार	ponedeljkih	सोमवार	ponedeljk	PROPN;NOM;MASC;SG;3	N;ESS;MASC;PL
सोमवार	ponedeljek	सोमवार	ponedeljek	PROPN;NOM;MASC;SG;3	N;INAN;ACC;MASC;SG
सर्दियों	zime	सर्दी	zima	N;ACC;FEM;PL;3	N;NOM;FEM;SG
सर्दियों	winters	सर्दी	winters	N;ACC;FEM;PL;3	
सर्दियों	zimska	सर्दी	zimski	N;ACC;FEM;PL;3	ADJ;NOM;FEM;SG
सर्दियों	zimsko	सर्दी	zimski	N;ACC;FEM;PL;3	ADJ;NOM;NEUT;SG
सर्दियों	zimo	सर्दी	zima	N;ACC;FEM;PL;3	N;ACC;FEM;SG
सर्दियों	zima	सर्दी	zima	N;ACC;FEM;PL;3	N;NOM;FEM;SG
सर्दियों	winter	सर्दी	winter	N;ACC;FEM;PL;3	N;NOM;MASC;SG
गांवों	vasi	गांव	vas	N;NOM;MASC;PL;3	N;GEN;FEM;SG
ऑटो	samodejno	ऑटो	samodejno	N;NOM;MASC;SG;3	ADV
ऑटो	samodejna	ऑटो	samodejen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
सामान्यत	normalnost	सामान्यत	normalnost		N;NOM;FEM;SG
इलेक्ट्रिक	električno	इलेक्ट्रिक	električen	N;NOM	ADJ;NOM;NEUT;SG
इलेक्ट्रिक	električna	इलेक्ट्रिक	električen	N;NOM	ADJ;NOM;FEM;SG
इलेक्ट्रिक	električni	इलेक्ट्रिक	električen	N;NOM	ADJ;NOM;MASC;SG
मक्का	meka	मक्का	mek	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
मक्का	koruza	मक्का	koruza	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
मक्का	koruze	मक्का	koruz	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
मक्का	koruzo	मक्का	koruza	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
आस्था	vere	आस्था	vera	N;NOM;FEM;SG;3	N;NOM;FEM;PL
आस्था	vero	आस्था	vera	N;NOM;FEM;SG;3	N;ACC;FEM;SG
अफगानिस्तान	afganistan	अफगानिस्तान	afganistan	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
अफगानिस्तान	afganistanu	अफगानिस्तान	afganistan	PROPN;NOM;MASC;SG;3	N;DAT;MASC;SG
निष्पादन	usmrtili	निष्पादन	usmrtiti	N;NOM;MASC;SG;3	V;PFV;MASC;PL;V.PTCP
निष्पादन	uspešnosti	निष्पादन	uspešnost	N;NOM;MASC;SG;3	N;GEN;FEM;SG
पहचाना	ugotovljene	पहचान	ugotovljen	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;PL;V.PTCP
पहचाना	ugotovljena	पहचान	ugotovljen	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;V.PTCP
पहचाना	priznan	पहचान	priznan	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
पहचाना	priznana	पहचान	priznan	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;V.PTCP
पहचाना	priznano	पहचान	priznan	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;V.PTCP
वाहक	prevoznika	वाहक	prevoznik		N;ANIM;ACC;MASC;SG
वाहक	prevoznik	वाहक	prevoznik		N;NOM;MASC;SG
वाहक	nosilca	वाहक	nosilec		N;NOM;MASC;SG
वाहक	nosilec	वाहक	nosilec		N;NOM;MASC;SG
वाहक	nosilci	वाहक	nosilec		N;NOM;MASC;PL
वाहक	prevozniki	वाहक	prevoznik		N;NOM;MASC;PL
अभिक्रिया	reakcijo	अभिक्रिया	reakcija	N;NOM;FEM;SG;3	N;ACC;FEM;SG
सुनने	zaslišanje	सुन	zaslišanje	V;NFIN;ACT	N;NOM;NEUT;SG
सुनने	sluh	सुन	sluh	V;NFIN;ACT	N;NOM;MASC;SG
हड्डी	kosti	हड्डी	kost	N;NOM;FEM;SG;3	N;NOM;FEM;PL
वक्र	krivuljo	वक्र	krivulja	N;NOM;MASC;SG;3	N;ACC;FEM;SG
वक्र	krivulje	वक्र	krivulja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
वक्र	krivulje	वक्र	krivulja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पुरातत्व	arheološki	पुरातत्व	arheološki	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
पुरातत्व	arheologija	पुरातत्व	arheologija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
वरुण	varuna	वरुण	varun	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
वरुण	neptun	वरुण	neptun	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
आजाद	svoboden	आजाद	svoboden	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
आजाद	prosto	आजाद	prosto	PROPN;NOM;MASC;SG;3	ADV
आजाद	free	आजाद	free	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
आजाद	svobodna	आजाद	svoboden	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
आजाद	brezplačno	आजाद	brezplačno	PROPN;NOM;MASC;SG;3	ADV
आजाद	brezplačna	आजाद	brezplačen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
आजाद	azad	आजाद	azad	PROPN;NOM;MASC;SG;3	
मेहता	mehta	मेहता	mehto	PROPN;NOM;SG;3	N;NOM;MASC;SG
कॉर्पोरेट	podjetniški	कॉर्पोरेट	podjetniški	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
आयाम	amplitude	आयाम	amplitud	N;NOM;MASC;SG;3	N;NOM;FEM;PL
आयाम	mere	आयाम	mera	N;NOM;MASC;SG;3	N;NOM;FEM;PL
आयाम	dimenzije	आयाम	dimenzija	N;NOM;MASC;SG;3	N;NOM;FEM;PL
चन्द्रमा	moon	चन्द्रमा	moon	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
बेटियाँ	hčera	बेटी	hčera	N;NOM;FEM;PL;3	N;NOM;FEM;SG
बेटियाँ	hčerki	बेटी	hčerka	N;NOM;FEM;PL;3	N;NOM;FEM;DU
जादू	čarobno	जादू	čarobno		ADJ;NOM;NEUT;SG
जादू	čarovnija	जादू	čarovnija		N;NOM;FEM;SG
जादू	magic	जादू	magica		N;NOM;MASC;SG
जादू	magično	जादू	magičen		ADJ;NOM;NEUT;SG
जादू	magijo	जादू	magija		N;ACC;FEM;SG
कोच	trenerjev	कोच	trener	N;NOM;MASC;SG;3	N;GEN;MASC;PL
कोच	trenerji	कोच	trener	N;NOM;MASC;SG;3	N;NOM;MASC;PL
कोच	trenerja	कोच	trener	N;NOM;MASC;SG;3	N;ACC;MASC;SG
बंदी	zapornik	बंदी	zapornik		N;NOM;MASC;SG
बंदी	jetnik	बंदी	jetnik		N;NOM;MASC;SG
बंदी	ujetnik	बंदी	ujetnik		N;NOM;MASC;SG
ऑक्सफोर्ड	oxford	ऑक्सफोर्ड	osford	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
ऑक्सफोर्ड	oxfordu	ऑक्सफोर्ड	onford	PROPN;NOM;MASC;SG;3	N;DAT;MASC;SG
निधि	sredstva	निधि	sredstvo	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
निधि	skladi	निधि	sklad	N;NOM;FEM;SG;3	N;NOM;MASC;PL
लोहा	železo	लोहा	želez		N;NOM;NEUT;SG
लोहा	železov	लोहा	želez		N;NOM;MASC;SG
लोहा	železna	लोहा	železen		ADJ;NOM;FEM;SG
लोहा	železa	लोहा	železo		N;GEN;NEUT;SG
छिद्र	pore	छिद्र	pora	N;NOM;MASC;SG;3	N;NOM;MASC;PL
फ़ोन	telefoni	फोोन	telefon	N;NOM;MASC;SG;3	N;NOM;MASC;PL
फ़ोन	telefone	फोोन	telefon	N;NOM;MASC;SG;3	N;ACC;MASC;PL
अवकाश	počitnice	अवकाश	počitnice	N;NOM;MASC;SG;3	N;NOM;FEM;PL
अवकाश	počitnice	अवकाश	počitnice	N;NOM;MASC;SG;3	N;NOM;FEM;PL
अवकाश	prazniki	अवकाश	praznik	N;NOM;MASC;SG;3	N;NOM;MASC;PL
अवकाश	praznike	अवकाश	praznik	N;NOM;MASC;SG;3	N;ACC;MASC;PL
अवकाश	počitnice	अवकाश	počitnice	N;NOM;MASC;SG;3	N;NOM;FEM;PL
मुलाकात	imenovanja	मुलाकात	imenovanje	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
मुलाकात	sestanke	मुलाकात	sestanek	N;NOM;FEM;SG;3	N;ACC;MASC;PL
बुरा	zlo	बुरा	zlo	ADJ;NOM;MASC;SG	
अफ़्रीकी	afriko	अफ़्रीकी	afrika	N;NOM;MASC;SG;3	N;ACC;FEM;SG
अफ़्रीकी	afriški	अफ़्रीकी	afriški	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
अफ़्रीकी	afriška	अफ़्रीकी	afriški	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
अफ़्रीकी	afriške	अफ़्रीकी	afriški	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
अफ़्रीकी	afriško	अफ़्रीकी	afriški	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
ब्रेक	zlomil	ब्रेक	zlomiti	N;NOM;MASC;SG;3	V;PFV;MASC;SG;V.PTCP
ब्रेक	poči	ब्रेक	počati	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PRS;FIN
ब्रेक	zavoro	ब्रेक	zavora	N;NOM;MASC;SG;3	N;ACC;FEM;SG
एक्सचेंज	izmenjavo	एक्सचेंज	izmenjava	N;NOM;MASC;SG;3	N;ACC;FEM;SG
एक्सचेंज	izmenjave	एक्सचेंज	izmenjava	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पतली	tanke	पतला	tanek	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
पतली	tanko	पतला	tanko	ADJ;NOM;FEM;SG	ADV
बिन	bin	बिन	bin	PROPN;NOM;MASC;SG;3	
बिन	koš	बिन	koš	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
न्यूज़	novica	न्यूज़	novica		N;NOM;FEM;SG
न्यूज़	novice	न्यूज़	novica		N;NOM;FEM;PL
जलप्रपात	slapovi	जलप्रपात	slap	N;NOM;MASC;SG;3	N;NOM;MASC;PL
जलप्रपात	pade	जलप्रपात	pasti	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PRS;FIN
जलप्रपात	padci	जलप्रपात	padec	N;NOM;MASC;SG;3	N;NOM;MASC;PL
टॉप	top	टॉप	top		N;NOM;MASC;SG
टॉप	vrh	टॉप	vrh		N;NOM;MASC;SG
रावण	ravan	रावण	ravan	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
रावण	ravana	रावण	ravan	PROPN;NOM;MASC;SG;3	
प्रिंस	princa	प्रिंस	princ	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
प्रिंस	prince	प्रिंस	prince	PROPN;NOM;MASC;SG;3	
प्रिंस	knez	प्रिंस	knez	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रिंस	princ	प्रिंस	princ	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
सशस्त्र	oboroženi	सशस्त्र	oborožen	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;V.PTCP
सशस्त्र	oborožena	सशस्त्र	oborožen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;V.PTCP
सशस्त्र	oborožen	सशस्त्र	oborožen	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG;V.PTCP
सशस्त्र	oborožene	सशस्त्र	oborožen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL;V.PTCP
सवार	jahač	सवार	jahač	ADJ	N;NOM;MASC;SG
सवार	jezdec	सवार	jezdec	ADJ	N;NOM;MASC;SG
नारी	ženska	नारी	ženska		N;NOM;FEM;SG
नारी	žensko	नारी	ženska		N;ACC;FEM;SG
हार्ड	trde	हार्ड	trd		ADJ;NOM;FEM;PL
हार्ड	težko	हार्ड	težek		ADJ;NOM;NEUT;SG
हार्ड	trdo	हार्ड	trdo		ADV
उर्फ	aka	उर्फ	aka	PART	
वसंत	spomladanska	वसंत	spomladanski	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
वसंत	pomladno	वसंत	pomladno	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
