apg	apg	apg	apg		N;INDF;MASC;SG
przejęcie	achizitia	przejąć	achizitie	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
przejęcie	achizitie	przejąć	achizitie	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
pieszych	pieton	pieszy	pieton		N;INDF;MASC;SG
pieszych	pietoni	pieszy	pieton		N;INDF;MASC;PL
laurent	laurent	laurent	laurent	PROPN;NOM;MASC;SG	PROPN
przedstawiona	prezentata	przedstawić	prezenta	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
przedstawiona	prezentate	przedstawić	prezentat	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
plakat	posterul	plakat	poster	N;NOM;MASC;SG	N;DEF;MASC;SG
inicjatywa	initiativa	inicjatywa	initiativă	N;NOM;FEM;SG	N;DEF;FEM;SG
inicjatywa	initiativa	inicjatywa	initiativă	N;NOM;FEM;SG	N;DEF;FEM;SG
inicjatywa	initiativa	inicjatywa	initiativă	N;NOM;FEM;SG	N;DEF;FEM;SG
bohaterka	eroina	bohaterka	eroina	N;NOM;FEM;SG	N;DEF;FEM;SG
bohaterka	eroina	bohaterka	eroina	N;NOM;FEM;SG	N;DEF;FEM;SG
palermo	palermo	palermo	palermo	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
wdowa	vaduva	wdowa	vaduva	N;NOM;FEM;SG	N;DEF;FEM;SG
wdowa	vaduva	wdowa	vaduva	N;NOM;FEM;SG	N;DEF;FEM;SG
wdowa	vaduva	wdowa	vaduva	N;NOM;FEM;SG	N;DEF;FEM;SG
cole	cole	cól	cola		PROPN
kulturowe	culturala	kulturowy	cultural	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
kulturowe	culturale	kulturowy	cultural	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
mma	mma	mma	mm		N;INDF;MASC;SG
prywatny	privata	prywatny	privat	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
prywatny	private	prywatny	privat	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
usuwania	eliminare	usuwać	eliminare	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
usuwania	eliminarea	usuwać	eliminare	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
gil	gil	gil	gil	PROPN;NOM;MASC;SG	PROPN
boliwii	bolivian	boliwia	bolivian		ADJ;INDF;MASC;SG
boliwii	bolivia	boliwia	bolivie		PROPN
wyrażenia	frazele	wyrażenie	frază	N;NOM;NEUT;SG	N;DEF;FEM;PL
wyrażenia	fraze	wyrażenie	frază	N;NOM;NEUT;SG	N;INDF;FEM;PL
wyrażenia	expresii	wyrażenie	expresie	N;NOM;NEUT;SG	N;INDF;FEM;PL
wyrażenia	expresiile	wyrażenie	expresie	N;NOM;NEUT;SG	N;DEF;FEM;PL
wyrażenia	expresii	wyrażenie	expresie	N;NOM;NEUT;SG	N;INDF;FEM;PL
wyrażenia	expresia	wyrażenie	expresie	N;NOM;NEUT;SG	N;DEF;FEM;SG
wyrażenia	exprimare	wyrażenie	exprimare	N;NOM;NEUT;SG	N;INDF;FEM;SG
wyrażenia	expresie	wyrażenie	expresie	N;NOM;NEUT;SG	N;INDF;FEM;SG
gazy	gazele	gaz	gaz	N;NOM;MASC;PL	N;DEF;FEM;PL
gazy	gaza	gaz	gază	N;NOM;MASC;PL	PROPN
edu	edu	edeb	ed		N
nasion	samanta	nasiono	samanta		N;DEF;FEM;SG
flora	flora	flor	flor		N;DEF;FEM;SG
śródziemnego	mediterana	śródziemny	mediteran	ADJ;ACC;MASC;SG	N;DEF;FEM;SG
śródziemnego	mediterana	śródziemny	mediteran	ADJ;ACC;MASC;SG	N;DEF;FEM;SG
śródziemnego	mediteranean	śródziemny	mediteranean	ADJ;ACC;MASC;SG	ADV
starsza	elder	stary	elder	ADJ;NOM;CMPR;FEM;SG	N;INDF;MASC;SG
esp	esp	espy	esp		N;INDF;MASC
porównania	comparatia	porównanie	comparatie	N;NOM;NEUT;SG	N;DEF;FEM;SG
porównania	comparatie	porównanie	comparatie	N;NOM;NEUT;SG	N;INDF;FEM;SG
porównania	comparatie	porównanie	comparatie	N;NOM;NEUT;SG	N;INDF;FEM;SG
porównania	comparatie	porównanie	comparatie	N;NOM;NEUT;SG	N;INDF;FEM;SG
porównania	compararea	porównanie	comparare	N;NOM;NEUT;SG	N;DEF;FEM;SG
phillips	philips	phillips	philips	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
phillips	phillips	phillips	phillips	PROPN;NOM;MASC;SG	PROPN
jiří	jiří	jiří	jiří	PROPN;NOM;MASC;SG	PROPN
seine	sena	seiny	sena		N;DEF;FEM;SG
seine	seine	seiny	senee		PROPN
antwerpii	antwerp	antwerpia	antwerp	PROPN;NOM;MASC;SG	PROPN
münchen	münchen	münchen	münchen	PROPN;NOM;MASC;SG	PROPN
poczęcia	conceperea	począć	concepere	N;GEN;NEUT;SG	N;DEF;FEM;SG
chaos	mutilare	chaos	mutilar	N;NOM;MASC;SG	N;INDF;FEM;SG
chaos	haosul	chaos	haos	N;NOM;MASC;SG	N;DEF;MASC;SG
zarzut	pledoarie	zarzut	pledoarie	N;NOM;MASC;SG	N;INDF;FEM;SG
dziób	ciocul	dziób	cioc	N;NOM;MASC;SG	N;DEF;MASC;SG
ustaw	setata	ustawa	setată	V;IPFV;IMP;SG;2;FIN;ACT	N;DEF;FEM;SG
ustaw	stabileste	ustawa	stabili	V;IPFV;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
ustaw	set	ustawa	set	V;IPFV;IMP;SG;2;FIN;ACT	N;INDF;MASC;SG
ustaw	seteaza	ustawa	setează	V;IPFV;IMP;SG;2;FIN;ACT	V;IND;SG;3;IPFV;FIN
ustaw	setat	ustawa	setat	V;IPFV;IMP;SG;2;FIN;ACT	ADJ;INDF;MASC;SG
dialog	dialogul	dialog	dialog	N;NOM;MASC;SG	N;DEF;MASC;SG
dialog	dialoguri	dialog	dialog	N;NOM;MASC;SG	N;INDF;FEM;PL
palace	palatul	palak	palat	N;NOM;MASC;SG	N;DEF;MASC;SG
sztuczne	artificiale	sztuczny	artificial	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
sztuczne	artificiala	sztuczny	artificială	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
sztuczne	artificiala	sztuczny	artificială	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
sztuczne	artificial	sztuczny	artificial	ADJ;NOM;NEUT;SG	ADV
baltimore	baltimore	baltimor	baltimore	N;NOM;MASC;SG	PROPN
ogrodzie	gradina	ogród	gradină	N;DAT;MASC;SG	N;DEF;FEM;SG
ogrodzie	gradina	ogród	gradină	N;DAT;MASC;SG	N;DEF;FEM;SG
ogrodzie	gradina	ogród	gradină	N;DAT;MASC;SG	N;DEF;FEM;SG
robertson	robertson	robertson	robertson	PROPN;NOM;MASC;SG	PROPN
apple	mere	appo	mere		N;INDF;FEM;PL
apple	apple	appo	appla		N;INDF
iwona	yvonne	iwon	yvonn	PROPN;NOM;FEM;SG	PROPN
galaktyk	galaxiile	galaktyk	galaxie	N;GEN;MASC;PL	N;DEF;FEM;PL
wiosna	primavara	wiosna	primavară		N;DEF;FEM;SG
wiosna	primavara	wiosna	primavară		N;DEF;FEM;SG
wiosna	primavara	wiosna	primavară		N;DEF;FEM;SG
wiosna	izvor	wiosna	izvor		N;INDF;MASC;SG
wiosna	spring	wiosna	springe		N;INDF;MASC;SG
rządowe	guvernul	rządowy	guvern	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
rządowe	guvernare	rządowy	guvernare	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
rządowe	guvern	rządowy	guvern	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
śpiewa	canta	śpiewać	cantă	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
śpiewa	canto	śpiewać	canto	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
śpiewa	cantand	śpiewać	cantand	V;IPFV;IND;SG;3;PRS;FIN;ACT	
śpiewa	cantand	śpiewać	cantand	V;IPFV;IND;SG;3;PRS;FIN;ACT	
przekonany	convinsa	przekonany	convinsa	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
kaliber	calibrul	kaliber	calibru		N;DEF;MASC;SG
kaliber	calibru	kaliber	calibru		N;INDF;MASC;SG
kaliber	calibru	kaliber	calibru		N;INDF;MASC;SG
jessica	jessica	jessica	jessică	N;NOM;FEM;SG	N;DEF;FEM;SG
bibliotekę	biblioteca	biblioteka	bibliotecă	N;ACC;FEM;SG	N;DEF;FEM;SG
bibliotekę	biblioteca	biblioteka	bibliotecă	N;ACC;FEM;SG	N;DEF;FEM;SG
bibliotekę	librarie	biblioteka	librarie	N;ACC;FEM;SG	N;INDF;FEM;SG
moritz	moritz	moritz	morit	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
orbitę	orbita	orbić	orbită	N;ACC;FEM;SG	N;DEF;FEM;SG
orbitę	orbita	orbić	orbită	N;ACC;FEM;SG	N;DEF;FEM;SG
mohamed	mohamed	mohamed	mohamed	N;NOM;MASC;SG	PROPN
osobowość	personalitate	osobowość	personalitate	N;NOM;FEM;SG	N;INDF;FEM;SG
osobowość	personalitatea	osobowość	personalitate	N;NOM;FEM;SG	N;DEF;FEM;SG
ciężki	heavy	ciężki	heavy	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
ciężki	greu	ciężki	greu	ADJ;NOM;MASC;SG	ADV
ciężki	grele	ciężki	greu	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
ciężki	grea	ciężki	greu	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
ciężki	grei	ciężki	grei	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;PL
zarejestrowany	inregistrate	zarejestrować	inregistra	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zarejestrowany	inregistrata	zarejestrować	inregistrat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
zarejestrowany	inregistrate	zarejestrować	inregistra	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zarejestrowany	inregistrata	zarejestrować	inregistrat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
zależność	dependenta	zależność	dependenta	N;NOM;FEM;SG	N;DEF;FEM;SG
zależność	dependenta	zależność	dependenta	N;NOM;FEM;SG	N;DEF;FEM;SG
zależność	dependenta	zależność	dependenta	N;NOM;FEM;SG	N;DEF;FEM;SG
child	copile	child	copil		N;INDF;FEM;PL
child	copila	child	copilă		N;DEF;FEM;SG
child	copil	child	copil		N;INDF;MASC;SG
child	copila	child	copilă		N;DEF;FEM;SG
oddanie	daruire	oddanie	daruire	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
oddanie	devotamentul	oddanie	devotament	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;MASC;SG
podejścia	abordarile	podejść	abordare	N;GEN;NEUT;SG	N;DEF;FEM;PL
podejścia	abordari	podejść	abordar	N;GEN;NEUT;SG	
podejścia	abordarea	podejść	abordare	N;GEN;NEUT;SG	N;DEF;FEM;SG
podejścia	abordare	podejść	abordare	N;GEN;NEUT;SG	N;INDF;FEM;SG
okładki	acoperi	okładka	acoperi	N;ACC;FEM;PL	
okładki	acopera	okładka	acopera	N;ACC;FEM;PL	V;IND;SG;3;IPFV;FIN
okładki	coperta	okładka	copertă	N;ACC;FEM;PL	N;DEF;FEM;SG
okładki	coperta	okładka	copertă	N;ACC;FEM;PL	N;DEF;FEM;SG
okładki	cover	okładka	cover	N;ACC;FEM;PL	N;INDF;MASC;SG
okładki	acoperire	okładka	acoperire	N;ACC;FEM;PL	N;INDF;FEM;SG
okładki	acopera	okładka	acopera	N;ACC;FEM;PL	V;IND;SG;3;IPFV;FIN
podmiot	subiectul	podmiot	subiect	N;NOM;MASC;SG	N;DEF;MASC;SG
podmiot	entitate	podmiot	entitate	N;NOM;MASC;SG	N;INDF;FEM;SG
podmiot	entitatea	podmiot	entitate	N;NOM;MASC;SG	N;DEF;FEM;SG
volley	salva	volley	salva		V;IND;SG;3;IPFV;FIN
url	url	urla	url		N;INDF;MASC;SG
rzymian	romani	rzymianin	roman		N;INDF;MASC;PL
zaproszony	invitata	zaprosić	invitate	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
zbiorowe	colective	zbiorowy	colectiv	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
zbiorowe	colectiva	zbiorowy	colectiva	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
zbiorowe	colectivul	zbiorowy	colectiv	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
reprezentujący	reprezentand	reprezentować	reprezenta	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	
wież	towers	wież	towers	N;GEN;FEM;PL	PROPN
wież	turnurile	wież	turn	N;GEN;FEM;PL	N;DEF;FEM;PL
ostro	dur	ostro	dur		ADJ;INDF;MASC;SG
kość	oase	kość	os	N;NOM;FEM;SG	N;INDF;FEM;PL
kość	osul	kość	os	N;NOM;FEM;SG	N;DEF;MASC;SG
kość	bone	kość	bonă	N;NOM;FEM;SG	
sucha	usca	suchy	usca		V;IND;SG;3;IPFV;FIN
sucha	uscate	suchy	uscat		ADJ;INDF;FEM;PL
sucha	uscat	suchy	uscat		ADJ;INDF;MASC;SG
sucha	uscata	suchy	uscată		N;DEF;FEM;SG
współpracownik	asociat	współpracownik	asociat	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
współpracownik	asociaza	współpracownik	asociază	N;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
współpracownik	asociata	współpracownik	asociat	N;NOM;MASC;SG	ADJ;DEF;FEM;SG
lokomotywy	locomotiva	lokomotywa	locomotivă	N;ACC;FEM;PL	N;DEF;FEM;SG
lokomotywy	locomotiva	lokomotywa	locomotivă	N;ACC;FEM;PL	N;DEF;FEM;SG
zagrzeb	zagreb	zagrzeb	zagreb	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
kalisz	kalisz	kalisz	kalisz	N;NOM;MASC;SG	PROPN
tomáš	tomáš	tomry	tomáš	PROPN;NOM;MASC;SG	PROPN
księżniczki	printesa	księżniczka	printesă	N;GEN;FEM;SG	N;DEF;FEM;SG
księżniczki	printesa	księżniczka	printesă	N;GEN;FEM;SG	N;DEF;FEM;SG
księżniczki	printesa	księżniczka	printesă	N;GEN;FEM;SG	N;DEF;FEM;SG
kopiowania	copierea	kopiować	copiere	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
kopiowania	copiere	kopiować	copiere	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
techniczna	tehnica	techniczny	tehnică	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
techniczna	tehnice	techniczny	tehnic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
świadomość	constiinta	świadomość	constiinta	N;NOM;FEM;SG	N;DEF;FEM;SG
świadomość	sensibilizare	świadomość	sensibilizare	N;NOM;FEM;SG	N;INDF;FEM;SG
miles	miles	miles	miles		PROPN
miles	kilometri	miles	kilometru		N;INDF;MASC;PL
piechota	infanterie	piechoty	infanterie	N;NOM;FEM;SG	N;INDF;FEM;SG
piechota	infanteria	piechoty	infanterie	N;NOM;FEM;SG	N;DEF;FEM;SG
mongolii	mongolia	mongolia	mongolie		N;DEF;FEM;SG
smak	gusturi	smak	gust	N;NOM;MASC;SG	N;INDF;FEM;PL
smak	gusta	smak	gusta	N;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
smak	gustul	smak	gust	N;NOM;MASC;SG	N;DEF;MASC;SG
smak	gusta	smak	gusta	N;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
smak	savoare	smak	savoare	N;NOM;MASC;SG	N;INDF;FEM;SG
smak	aroma	smak	aroma	N;NOM;MASC;SG	N;DEF;FEM;SG
smak	aroma	smak	aroma	N;NOM;MASC;SG	N;DEF;FEM;SG
smak	savoare	smak	savoare	N;NOM;MASC;SG	N;INDF;FEM;SG
smak	aroma	smak	aroma	N;NOM;MASC;SG	N;DEF;FEM;SG
smak	aroma	smak	aroma	N;NOM;MASC;SG	N;DEF;FEM;SG
tabor	tabor	tabor	tabor	N;NOM;MASC;SG	
utrata	pierzand	utratać	pierzand	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
utrata	pierderi	utratać	pierdere	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
utrata	pierderea	utratać	pierdere	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
utrata	pierdere	utratać	pierdere	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
weber	weber	weber	weber		PROPN
zatwierdzony	validata	zatwierdzić	validat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
zatwierdzony	validate	zatwierdzić	valida	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zatwierdzony	aprobate	zatwierdzić	aprobat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zatwierdzony	aprobata	zatwierdzić	aprobat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
potocki	potocki	potocka	potock	PROPN;NOM;MASC;SG	PROPN
michelle	michelle	michelle	michellă	PROPN;NOM;FEM;SG	PROPN
baden	baden	baden	baden		PROPN
przestępstwa	infractiuni	przestępstwo	infractiune	N;NOM;NEUT;SG	N;INDF;FEM;PL
przestępstwa	infractiuni	przestępstwo	infractiune	N;NOM;NEUT;SG	N;INDF;FEM;PL
przestępstwa	delicte	przestępstwo	delict	N;NOM;NEUT;SG	N;INDF;FEM;PL
przestępstwa	infractiuni	przestępstwo	infractiune	N;NOM;NEUT;SG	N;INDF;FEM;PL
przestępstwa	crime	przestępstwo	crimă	N;NOM;NEUT;SG	N;INDF;FEM;PL
przestępstwa	crima	przestępstwo	crimă	N;NOM;NEUT;SG	N;DEF;FEM;SG
przestępstwa	crima	przestępstwo	crimă	N;NOM;NEUT;SG	N;DEF;FEM;SG
przestępstwa	criminalitate	przestępstwo	criminalitate	N;NOM;NEUT;SG	N;INDF;FEM;SG
alma	alma	alma	alm		PROPN
jutro	maine	jutro	maină	ADV	
jutro	maine	jutro	maină	ADV	
ostre	sharp	ostry	sharp		N;INDF;MASC;SG
ostre	picante	ostry	picant		ADJ;INDF;FEM;PL
ostre	picanta	ostry	picanta		N;DEF;FEM;SG
ostre	picant	ostry	picant		N;INDF;MASC;SG
ostre	condimentat	ostry	condimentat		ADJ;INDF;MASC;SG
ostre	acute	ostry	acut		N;INDF;FEM;PL
ostre	acut	ostry	acut		ADJ;INDF;MASC;SG
ostre	acuta	ostry	acuta		N;DEF;FEM;SG
luftwaffe	luftwaffe	luftwaffe	luftwaffă		PROPN
szybkość	viteza	szybkość	viteză	N;ACC;FEM;SG	N;DEF;FEM;SG
szybkość	viteza	szybkość	viteză	N;ACC;FEM;SG	N;DEF;FEM;SG
szybkość	turatia	szybkość	turatie	N;ACC;FEM;SG	N;DEF;FEM;SG
podgatunki	subspecii	podgatunka	subspeciu	N;NOM;MASC;PL	N;DEF;FEM;PL
software	software	softwary	software		N;INDF;MASC;SG
zatopiony	scufundate	zatopić	scufunda	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zatopiony	scufundata	zatopić	scufundat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
zatopiony	scufundata	zatopić	scufundat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
wiktorii	victoriei	wiktoria	victorie	N;GEN;FEM;SG	PROPN;DEF;FEM;SG
wiktorii	victoria	wiktoria	victorie	N;GEN;FEM;SG	N;DEF;FEM;SG
giorgio	giorgio	giorgio	giorgio		PROPN
alejandro	alejandro	alejandro	alejandro	N;NOM;MASC;SG	PROPN
sandra	sandra	sandra	sandra	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
wallace	wallace	wallace	wallace		PROPN
wellington	wellington	wellington	wellington		PROPN
regionalny	regionala	regionalny	regional	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
regionalny	regionale	regionalny	regional	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
następna	urmatorul	następny	urmator		N;DEF;MASC;SG
następna	urmatorul	następny	urmator		N;DEF;MASC;SG
następna	urmator	następny	urmator		ADJ;INDF;MASC;SG
następna	urmatoarea	następny	urmatore		ADJ;DEF;FEM;SG
wyroby	articolele	wyrób	articol	N;NOM;MASC;PL	N;DEF;FEM;PL
wyroby	produsele	wyrób	produs	N;NOM;MASC;PL	N;DEF;FEM;PL
strategii	strategii	strategia	strategie	N;GEN;FEM;SG	N;INDF;FEM;PL
strategii	strategiile	strategia	strategie	N;GEN;FEM;SG	N;DEF;FEM;PL
strategii	strategie	strategia	strategie	N;GEN;FEM;SG	N;INDF;FEM;SG
strategii	strategia	strategia	strategie	N;GEN;FEM;SG	N;DEF;FEM;SG
informuje	informeaza	informować	informează	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
emmy	emmy	emmy	emmy	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;MASC;SG
nadzoru	supervizare	nadzór	supervizare	N;GEN;MASC;SG	N;INDF;FEM;SG
nadzoru	supraveghere	nadzór	supraveghere	N;GEN;MASC;SG	N;INDF;FEM;SG
nadzoru	supravegherea	nadzór	supraveghere	N;GEN;MASC;SG	N;DEF;FEM;SG
nadzoru	supraveghere	nadzór	supraveghere	N;GEN;MASC;SG	N;INDF;FEM;SG
nadzoru	supravegherea	nadzór	supraveghere	N;GEN;MASC;SG	N;DEF;FEM;SG
nadzoru	supravegherea	nadzór	supraveghere	N;GEN;MASC;SG	N;DEF;FEM;SG
satelitarne	satelitul	satelitarny	satelit	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
satelitarne	satelit	satelitarny	satelit	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
zabawy	distractie	zabawa	distractie	N;ACC;FEM;SG	N;INDF;FEM;SG
zabawy	distractiv	zabawa	distractiv	N;ACC;FEM;SG	ADJ;INDF;MASC;SG
zabawy	distractie	zabawa	distractie	N;ACC;FEM;SG	N;INDF;FEM;SG
operatora	operatorul	operator	operator	N;ACC;MASC;SG	N;DEF;MASC;SG
operatora	operatorului	operator	operator	N;ACC;MASC;SG	N;DEF;MASC;SG
nico	nico	nico	nico		N;INDF;MASC;SG
wymiana	inlocuirea	wymianać	inlocuire	N;NOM;FEM;SG	N;DEF;FEM;SG
wymiana	inlocuitor	wymianać	inlocuitor	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
wymiana	inlocuire	wymianać	inlocuire	N;NOM;FEM;SG	N;INDF;FEM;SG
wymiana	schimbul	wymianać	schimb	N;NOM;FEM;SG	N;DEF;MASC;SG
przeznaczenia	destinul	przeznaczenie	destin	N;GEN;NEUT;SG	N;DEF;MASC;SG
przeznaczenia	soarta	przeznaczenie	soartă	N;GEN;NEUT;SG	N;DEF;FEM;SG
przeznaczenia	soarta	przeznaczenie	soartă	N;GEN;NEUT;SG	N;DEF;FEM;SG
łuk	plecaciune	łuk	plecaciune	N;NOM;MASC;SG	N;INDF;FEM;SG
łuk	arcul	łuk	arc	N;NOM;MASC;SG	N;DEF;MASC;SG
łuk	bow	łuk	bow	N;NOM;MASC;SG	PROPN
lucie	lucie	luto	lucie	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
atlancie	atlanta	atlant	atlanta	N;DAT;MASC;SG	PROPN
regionalna	regionala	regionalny	regional	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
regionalna	regionale	regionalny	regional	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
smoka	dragonul	smoka	dragon	N;ACC;MASC;SG	N;DEF;MASC;SG
opisano	descrise	opisać	descrie	V;PFV;IND;0;PST;FIN;ACT	V;IND;SG;3;PST;FIN
opisano	descrisa	opisać	descrisa	V;PFV;IND;0;PST;FIN;ACT	ADJ;DEF;FEM;SG
opisano	descris	opisać	descris	V;PFV;IND;0;PST;FIN;ACT	ADJ;INDF;MASC;SG
kwatera	sferturi	kwater	sfert	N;NOM;FEM;SG	N;INDF;FEM;PL
tajne	secreta	tajny	secret		N;DEF;FEM;SG
tajne	secret	tajny	secret		N;INDF;MASC;SG
tajne	secreta	tajny	secret		N;DEF;FEM;SG
tajne	secrete	tajny	secret		N;INDF;FEM;PL
tajne	secretul	tajny	secret		N;DEF;MASC;SG
tajne	clasificate	tajny	clasificat		ADJ;INDF;FEM;PL
tajne	clasificat	tajny	clasifica		ADJ;INDF;MASC;SG
tajne	clasificata	tajny	clasificat		ADJ;DEF;FEM;SG
julius	julius	julius	juliu	PROPN;NOM;MASC;SG	PROPN
julius	iulius	julius	iulius	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ciepło	caldura	ciepło	caldura		N;DEF;FEM;SG
ciepło	heat	ciepło	heat		N;INDF;MASC;SG
ciepło	caldura	ciepło	caldura		N;DEF;FEM;SG
ciepło	caldura	ciepło	caldura		N;DEF;FEM;SG
ciepło	calde	ciepło	cald		ADJ;INDF;FEM;PL
ciepło	cald	ciepło	cald		ADJ;INDF;MASC;SG
ciepło	calda	ciepło	calda		ADJ;DEF;FEM;SG
ciepło	caldura	ciepło	caldura		N;DEF;FEM;SG
ciepło	caldura	ciepło	caldura		N;DEF;FEM;SG
ciepło	caldura	ciepło	caldura		N;DEF;FEM;SG
alexandre	alexandre	alexandre	alexandre	N;NOM;MASC;SG	PROPN
jankowski	jankowski	jankowski	jankowsk	PROPN;NOM;MASC;SG	PROPN
aniołów	ingerii	anioł	inger	N;GEN;MASC;PL	N;DEF;MASC;PL
aniołów	angels	anioł	angels	N;GEN;MASC;PL	N;INDF;MASC;SG
aniołów	ingerii	anioł	inger	N;GEN;MASC;PL	N;DEF;MASC;PL
wycofanie	retrageri	wycofać	retragere	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;PL
wycofanie	retragere	wycofać	retragere	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
wycofanie	retragerea	wycofać	retragere	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
gość	vizitatorul	gość	vizitator	V;IPFV;IND;SG;PST;FIN;ACT	N;DEF;MASC;SG
gość	vizitator	gość	vizitator	V;IPFV;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
gość	guy	gość	guy	V;IPFV;IND;SG;PST;FIN;ACT	PROPN
gość	tip	gość	tip	V;IPFV;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
gość	musafir	gość	musafir	V;IPFV;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
gość	oaspete	gość	oaspete	V;IPFV;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
gość	invitat	gość	invita	V;IPFV;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
