černych	τσερνίχ	černy	τσερνίχ	N;ANIM;NOM;MASC;SG	
uzavreté	κλειστο	uzavretý	κλειστος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	DET;NOM;DEF;MASC;SG
uzavreté	κλειστά	uzavretý	κλειστώ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
tlači	press	tlač	press	N;DAT;FEM;SG	
tlači	τύπου	tlač	τύπος	N;DAT;FEM;SG	N;GEN;MASC;SG
tlači	πατήστε	tlač	πατώ	N;DAT;FEM;SG	V;PFV;IND;PL;2;FIN;ACT
tlači	τύπος	tlač	τύπος	N;DAT;FEM;SG	N;NOM;MASC;SG
tlači	πάτα	tlač	πάτα	N;DAT;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
spolupracovala	συνεργάστηκαν	spolupracovať	συνεργώ	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
spolupracovala	συνεργάστηκαν	spolupracovať	συνεργώ	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
liečbu	κέρασμα	liečba	κέρασμα	N;ACC;FEM;SG	N;NOM;NEUT;SG
liečbu	θεραπεία	liečba	θεραπείο	N;ACC;FEM;SG	N;NOM;FEM;SG
zabili	σκότωσε	zabiť	σκοτώνω	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
zabili	σκοτώθηκε	zabiť	σκοτώνω	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gréckom	ελληνική	grécko	ελληνικός	ADJ;ESS;NEUT;SG	ADJ;NOM;FEM;SG
gréckom	ελληνικά	grécko	ελληνικός	ADJ;ESS;NEUT;SG	ADV
gréckom	ελληνίδα	grécko	ελληνίδα	ADJ;ESS;NEUT;SG	N;NOM;FEM;SG
gréckom	ελληνικό	grécko	ελληνικός	ADJ;ESS;NEUT;SG	ADJ;NOM;NEUT;SG
gréckom	ελληνικα	grécko	ελληνικα	ADJ;ESS;NEUT;SG	N;NOM;NEUT;PL
sfondo	sfondo	sfondo	sfondo	PROPN;ANIM;NOM;MASC;SG	
osudu	μοίρα	osud	μοίρα	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
osudu	πεπρωμένο	osud	πεπρωμένος	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
štýly	στυλ	štýl	στυλ	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
štýly	στάιλς	štýl	στάιλς	N;INAN;NOM;MASC;PL	
hlboký	βαθιά	hlboký	βαθύς	N;INAN;NOM;MASC;SG	ADV
hlboký	βαθειά	hlboký	βαθειός	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
zaujíma	ενδιαφέρομαι	zaujímať	ενδιαφέρομαι	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;PASS
zaujíma	ενδιαφέρονται	zaujímať	ενδιαφέρω	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;PASS
zaujíma	ενδιαφερόμενα	zaujímať	ενδιαφερόμενος	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;NEUT;PL
cape	κέιπ	cape	κέιπ	N;NOM;MASC;SG	
rekreačné	αναψυχής	rekreačný	αναψυχή	ADJ;NOM;NEUT;SG	N;GEN;FEM;SG
vyrobená	παραγόμενα	vyrobený	παραγόμενος	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADV
vyrobená	παρήχθησαν	vyrobený	παραχθώ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
vyrobená	παράγεται	vyrobený	παράγω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
vyrobená	κατασκευάζεται	vyrobený	κατασκευάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
vyrobená	κατασκευασμένα	vyrobený	κατασκευασμένος	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
vyrobená	κατασκευασμένο	vyrobený	κατασκευασμένος	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
vyrobená	παρασκευάζεται	vyrobený	παρασκευάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
vyrobená	κατασκευάστηκαν	vyrobený	κατασκευάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
vyrobená	κατασκευάζονται	vyrobený	κατασκευάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
vyrobená	φτιαγμένο	vyrobený	φτιαγμένος	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
vyrobená	φτιαγμένα	vyrobený	φτιαγμένα	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;PL
vyrobená	φτιαγμένη	vyrobený	φτιαγμένος	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
vyrobená	έκανε	vyrobený	κάνω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
kalendára	ημερολόγιο	kalendár	ημερολόγιο	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
kalendára	ημερολογιακό	kalendár	ημερολογιακός	N;INAN;GEN;MASC;SG	ADJ;NOM;NEUT;SG
flotily	στόλου	flotil	στόλος	N;NOM;FEM;PL	N;GEN;MASC;SG
flotily	στόλο	flotil	στόλο	N;NOM;FEM;PL	N;ACC;MASC;SG
flotily	στόλος	flotil	στόλος	N;NOM;FEM;PL	N;NOM;MASC;SG
flotily	στόλους	flotil	στόλος	N;NOM;FEM;PL	N;ACC;MASC;PL
flotily	στόλων	flotil	στόλος	N;NOM;FEM;PL	N;GEN;MASC;PL
menším	μικρότερος	malý	μικρός	ADJ;INS;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
menším	μικρότερο	malý	μικρός	ADJ;INS;CMPR;NEUT;SG	ADJ;NOM;CMPR;NEUT;SG
menším	μικρότερες	malý	μικρός	ADJ;INS;CMPR;NEUT;SG	ADJ;NOM;CMPR;FEM;PL
menším	μικρότερα	malý	μικρός	ADJ;INS;CMPR;NEUT;SG	ADV;CMPR
menším	μικρότερη	malý	μικρός	ADJ;INS;CMPR;NEUT;SG	ADJ;NOM;CMPR;FEM;SG
sektor	τομέα	sektor	τομέας	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
école	école	écola	école	N;INAN;NOM;MASC;SG	
búrka	στορμ	búrka	στορμ	N;NOM;FEM;SG	
guillaume	γκιγιόμ	guillauť	γκιγιόμ	N;ANIM;NOM;MASC;SG	
domácu	σπιτική	domáci	σπιτικός	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
domácu	σπιτικά	domáci	σπιτικά	N;ACC;FEM;SG	N;NOM;NEUT;PL
domácu	σπιτικό	domáci	σπιτικός	N;ACC;FEM;SG	N;NOM;NEUT;SG
keith	κηθ	keith	κηθ	PROPN;ANIM;NOM;MASC;SG	N
keith	keith	keith	keith	PROPN;ANIM;NOM;MASC;SG	
keith	κιθ	keith	κιθ	PROPN;ANIM;NOM;MASC;SG	
pablo	πάμπλο	pabnúť	πάμπλο	PROPN;ANIM;NOM;MASC;SG	
slonoviny	ελεφαντοστού	slonovina	ελεφαντοστός	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
tvrdý	σκληροί	tvrdý	σκληρός	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
súrodencov	αδέλφια	súrodenec	αδέρφι	N;ANIM;ACC;MASC;PL	N;NOM;NEUT;PL
súrodencov	αδέρφια	súrodenec	αδέρφι	N;ANIM;ACC;MASC;PL	N;NOM;NEUT;PL
éra	εποχή	éra	εποχή	N;NOM;FEM;SG	N;ACC;FEM;SG
presvedčený	αυτοπεποίθηση	presvedčený	αυτοπεποίθηση	ADJ;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
presvedčený	πιστέψτε	presvedčený	πιστέψτε	ADJ;ANIM;NOM;MASC;SG	V;PFV;IND;PL;2;PST;FIN;ACT
presvedčený	πίστεψε	presvedčený	πιστεύω	ADJ;ANIM;NOM;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
presvedčený	έπεισε	presvedčený	πείθω	ADJ;ANIM;NOM;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
zranenie	ζημία	zranenie	ζημία	N;NOM;NEUT;SG	N;ACC;FEM;SG
zranenie	ζημίας	zranenie	ζημία	N;NOM;NEUT;SG	N;GEN;FEM;SG
zranenie	κακώσεις	zranenie	κάκωση	N;NOM;NEUT;SG	N;NOM;FEM;PL
labuť	σουάν	labuť	σουάν	N;NOM;FEM;SG	
labuť	κύκνο	labuť	κύκνος	N;NOM;FEM;SG	N;ACC;MASC;SG
hitlera	χίτλερ	hitler	χίτλερ	N;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
reštaurácia	εστιατόρια	reštaurácia	εστιατόριο	N;NOM;FEM;SG	N;NOM;NEUT;PL
brad	μπράντ	brad	μπράντ	PROPN;ANIM;NOM;MASC;SG	
brad	μπραντ	brad	μπραντ	PROPN;ANIM;NOM;MASC;SG	
doplnené	συμπληρώθηκε	doplnený	συμπληρώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
doplnené	αναπληρωθεί	doplnený	αναπληρώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;FIN;PASS
calgary	κάλγκαρι	calgar	κάλγκαρι	N;INAN;NOM;MASC;PL	PROPN;NOM;NEUT;SG
zastávky	σταματάει	zastávka	σταματώ	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
zastávky	σταματά	zastávka	σταματός	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
ukončiť	έξοδος	ukončiť	έξοδος	V;PFV;POS;NFIN	N;NOM;FEM;SG
ukončiť	έξοδο	ukončiť	έξοδος	V;PFV;POS;NFIN	N;ACC;FEM;SG
ukončiť	τέλος	ukončiť	τέλος	V;PFV;POS;NFIN	ADV
ukončiť	λήξη	ukončiť	λήξη	V;PFV;POS;NFIN	N;ACC;FEM;SG
ukončiť	τερματισμός	ukončiť	τερματισμός	V;PFV;POS;NFIN	N;NOM;MASC;SG
udelené	απονέμεται	udelený	απονέμω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
gregory	γκρέγκορι	gregor	γκρέγκορι	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
gregory	γκρέγκορυ	gregor	γκρέγκω	PROPN;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
predpisy	κανονισμούς	predpis	κανονισμός	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
lars	λαρς	lars	λαός	PROPN;ANIM;NOM;MASC;SG	
pokrok	progress	pokrok	progress	N;INAN;NOM;MASC;SG	
pokrok	πρόοδο	pokrok	πρόοδος	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
ostrý	κοφτερό	ostrý	κοφτερός	ADJ;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
ostrý	σαρπ	ostrý	σαρπ	ADJ;INAN;NOM;MASC;SG	N
marko	μάρκο	marko	μάρκο	PROPN;ANIM;NOM;MASC;SG	
ponuky	προσφορά	ponuka	προσφορά	N;NOM;FEM;PL	N;ACC;FEM;SG
ponuky	προσφορών	ponuka	προσφορά	N;NOM;FEM;PL	N;GEN;FEM;PL
ponuky	προσφέρει	ponuka	προσφέρω	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
univerzít	πανεπιστήμια	univerzit	πανεπιστήμιο	N;GEN;FEM;PL	N;NOM;NEUT;PL
vlaku	τρένο	vlak	τρένο	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
vlaku	αμαξοστοιχία	vlak	αμαξοστοιχία	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
vlaku	τραίνο	vlak	τραίνος	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
susedné	γείτονες	susedný	γείτονας	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
susedné	γειτονικές	susedný	γειτονικός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
susedné	δίπλα	susedný	δίπλα	ADJ;NOM;NEUT;SG	ADV
budúce	μελλοντικός	budúci	μελλοντικός	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
poskytol	παρεχόμενες	poskytnúť	παρεχόμενος	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;PL
poskytol	παρεχόμενη	poskytnúť	παρεχόμενος	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG
dean	ντιν	dean	ντιν	PROPN;ANIM;NOM;MASC;SG	
dean	ντην	dean	ντην	PROPN;ANIM;NOM;MASC;SG	
zabitý	σκότωσε	zabitý	σκοτώνω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
zabitý	σκοτώθηκε	zabitý	σκοτώνω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zabitý	σκοτώθηκαν	zabitý	σκοτώνω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
nepriateľom	εχθρός	nepriateľ	εχθρός	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
nepriateľom	εχθρό	nepriateľ	εχθρό	N;ANIM;INS;MASC;SG	N;ACC;MASC;SG
nepriateľom	εχθροί	nepriateľ	εχθρός	N;ANIM;INS;MASC;SG	N;NOM;MASC;PL
nepriateľom	εχθρούς	nepriateľ	εχθρός	N;ANIM;INS;MASC;SG	N;ACC;MASC;PL
výnimky	εξαίρεση	výnimka	εξαίρεση	N;NOM;FEM;PL	N;ACC;FEM;SG
výnimky	εξαίρεση	výnimka	εξαίρεση	N;NOM;FEM;PL	N;ACC;FEM;SG
bin	μπιν	bin	μπιν	PROPN;ANIM;NOM;MASC;SG	
expozície	έκθεση	expozícia	έκθεση	N;NOM;FEM;PL	N;ACC;FEM;SG
expozície	εκθεση	expozícia	εκθεση	N;NOM;FEM;PL	N;ACC;FEM;SG
ruka	βραχίονα	ruka	βραχίονα	N;NOM;FEM;SG	N;ACC;NEUT;SG
bohužiaľ	δυστυχώς	bohužiaľ	δυστυχώς	PART	ADV
bohužiaľ	δυστυχώς	bohužiaľ	δυστυχώς	PART	ADV
drevených	ξύλινα	drevený	ξυλένα	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;PL
drevených	ξύλινο	drevený	ξυλένιος	ADJ;GEN;MASC;PL	N;NOM;NEUT;SG
drevených	ξύλινες	drevený	ξυλινός	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;PL
drevených	ξύλινη	drevený	ξυλένιος	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
strieborný	ασημί	strieborný	ασημί	ADJ;ANIM;NOM;MASC;SG	N;NOM;NEUT;PL
strieborný	ασημένια	strieborný	ασημένιος	ADJ;ANIM;NOM;MASC;SG	ADV
strieborný	σίλβερ	strieborný	σίλβερ	ADJ;ANIM;NOM;MASC;SG	
strieborný	ασήμι	strieborný	ασήμι	ADJ;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
strieborný	silver	strieborný	silver	ADJ;ANIM;NOM;MASC;SG	
kapacity	χωρητικότητα	kapacita	χωρητικότητα	N;NOM;FEM;PL	N;ACC;FEM;SG
kapacity	ικανότητα	kapacita	ικανότητα	N;NOM;FEM;PL	N;ACC;FEM;SG
kapacity	δυναμικότητα	kapacita	δυναμικότητα	N;NOM;FEM;PL	N;ACC;FEM;SG
luigi	λουίτζι	luiga	λουίτζι	PROPN;ANIM;NOM;MASC;SG	
android	android	android	android	N;INAN;NOM;MASC;SG	
android	ανδροειδές	android	ανδροειδής	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
rozprávanie	μιλώντας	rozprávanie	μιλώ	N;NOM;NEUT;SG	V;IPFV;V.CVB;ACT
voličov	ψηφοφόρων	volič	ψηφόφορος	N;ANIM;ACC;MASC;PL	ADJ;GEN;FEM;PL
voličov	ψηφοφόρους	volič	ψηφόφορος	N;ANIM;ACC;MASC;PL	ADJ;NOM;MASC;PL
voličov	ψηφοφόροι	volič	ψηφοφόρος	N;ANIM;ACC;MASC;PL	ADJ;NOM;MASC;PL
lov	hunt	lov	hunt	N;INAN;NOM;MASC;SG	
lov	χαντ	lov	χαντ	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
lov	λαβ	lov	λαβ	N;INAN;NOM;MASC;SG	
sady	σετ	sady	σετ	N;NOM;FEM;PL	
kanála	κανάλι	kanál	κανάλι	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
kanála	κανάλι	kanál	κανάλι	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
kanála	channel	kanál	channel	N;INAN;GEN;MASC;SG	
jeruzalema	ιερουσαλήμ	jeruzalem	ιερουσαλήμ	N;INAN;GEN;MASC;SG	PROPN;NOM;FEM;SG
červenú	κόκκινη	červený	κόκκινος	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
červenú	κόκκινα	červený	κόκκινος	N;ACC;FEM;SG	ADJ;NOM;NEUT;PL
červenú	κόκκινος	červený	κόκκινος	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
červenú	κόκκινο	červený	κόκκινος	N;ACC;FEM;SG	N;NOM;NEUT;SG
červenú	κοκκινο	červený	κοκκινός	N;ACC;FEM;SG	N;NOM;NEUT;SG
hrobka	τάφο	hrobka	τάφος	N;NOM;FEM;SG	N;ACC;MASC;SG
china	κίνα	china	κίνα		PROPN;ACC;FEM;SG
flash	λάμψη	flash	λάμψη	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
flash	flash	flash	flash	N;INAN;NOM;MASC;SG	
pacific	ειρηνικός	pacific	ειρηνικός	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
pacific	ειρηνικού	pacific	ειρηνικός	N;INAN;NOM;MASC;SG	ADJ;GEN;NEUT;SG
pacific	πασίφικ	pacific	πασίφικ	N;INAN;NOM;MASC;SG	
pacific	ειρηνικό	pacific	ειρηνικός	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
prítomný	παρών	prítomný	παράνω	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
prítomný	δώρο	prítomný	δώρος	ADJ;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
prítomný	παρόντες	prítomný	παρών	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
prítomný	παρόν	prítomný	παρόν	ADJ;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
tón	τόνο	tón	τόνος	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
povrchové	επιφανειακές	povrchový	επιφανειακός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
povrchové	επιφανειακά	povrchový	επιφανειακός	ADJ;NOM;NEUT;SG	ADV
pomocné	βοηθητικά	pomocný	βοηθητικός	ADJ;NOM;NEUT;SG	ADV
pracujúcich	εργαζόμενοι	pracujúci	εργαζόμενος	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;NOM;MASC;PL
pracujúcich	εργαζομένων	pracujúci	εργαζόμενος	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;GEN;MASC;PL
pracujúcich	εργάτες	pracujúci	εργάτης	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;NOM;MASC;PL
ouest	ouest	ouest	ouest	PROPN;ANIM;NOM;MASC;SG	
nissan	nissan	nissan	nissan	N;INAN;NOM;MASC;SG	
kanálov	κανάλια	kanál	κανάλιος	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
dres	τζέρσεϋ	dres	τζέρω	N;INAN;NOM;MASC;SG	
dres	τζέρσεϊ	dres	τζέρω	N;INAN;NOM;MASC;SG	
dres	τζέρσι	dres	τζέρσι	N;INAN;NOM;MASC;SG	
dres	jersey	dres	jersey	N;INAN;NOM;MASC;SG	
cassini	cassini	cassiňa	cassini	N;NOM;FEM;SG	
vysielať	μετάδοση	vysielať	μετάδοση	V;IPFV;POS;NFIN	N;ACC;FEM;SG
vysielať	εκπομπή	vysielať	εκπομπή	V;IPFV;POS;NFIN	N;ACC;FEM;SG
vysielať	μετάδοση	vysielať	μετάδοση	V;IPFV;POS;NFIN	N;ACC;FEM;SG
lietadlom	αεροπλάνο	lietadlo	αεροπλάνο	N;INS;NEUT;SG	N;NOM;NEUT;SG
lietadlom	αεροπλάνο	lietadlo	αεροπλάνο	N;INS;NEUT;SG	N;NOM;NEUT;SG
churchill	τσόρτσιλ	churchill	τσόρτσιλ	PROPN;ANIM;NOM;MASC;SG	
churchill	τσώρτσιλ	churchill	τσώρτσιλ	PROPN;ANIM;NOM;MASC;SG	
kenneth	κένεθ	kenneth	κένεθ	PROPN;ANIM;NOM;MASC;SG	
larry	λάρρυ	larra	λάρρς	PROPN;ANIM;NOM;MASC;SG	N
larry	larry	larra	larry	PROPN;ANIM;NOM;MASC;SG	
larry	λάρυ	larra	λάρυ	PROPN;ANIM;NOM;MASC;SG	N
larry	λάρι	larra	λάρι	PROPN;ANIM;NOM;MASC;SG	
mitchell	mitchell	mitchell	mitchell	PROPN;ANIM;NOM;MASC;SG	
mitchell	μίτσελ	mitchell	μίτσελ	PROPN;ANIM;NOM;MASC;SG	
viet	ποινές	vedieť	ποινή	N;GEN;FEM;PL	N;NOM;FEM;PL
gibson	γκίμπσον	gibson	γκίμπσον	PROPN;ANIM;NOM;MASC;SG	
absolútna	απόλυτες	absolútny	απόλυτα	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
lyžiar	σκιέρ	lyžiar	σκιέρ	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
ball	μπαλάκι	ball	μπαλάκι		N;NOM;NEUT;SG
ball	μπάλα	ball	μπάλα		N;NOM;FEM;SG
ann	ann	ann	ann	PROPN;NOM;FEM;SG	
ann	ανν	ann	ανν	PROPN;NOM;FEM;SG	
siedmy	έβδομη	siedmy	έβδομος	ADJ;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
siedmy	έβδομο	siedmy	έβδομος	ADJ;INAN;NOM;MASC;SG	NUM;NOM;NEUT;SG
tepelná	θερμικές	tepelný	θερμικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
patent	ευρεσιτεχνίας	patent	ευρεσιτεχνία	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
prijíma	αποδοχή	prijímať	αποδοχή	V;IPFV;IND;SG;3;POS;PRS;FIN	N;ACC;FEM;SG
bielkovín	πρωτεΐνη	bielkovina	πρωτεύνω	N;GEN;FEM;PL	N;NOM;FEM;SG
bielkovín	πρωτεΐνες	bielkovina	πρωτεύνα	N;GEN;FEM;PL	N;NOM;FEM;PL
kat	δήμιος	kat	δήμιος		N;NOM;MASC;SG
kat	εκτελεστής	kat	εκτελεστής		N;NOM;MASC;SG
kat	δήμιος	kat	δήμιος		N;NOM;MASC;SG
kat	κρεμάλα	kat	κρεμάλα		N;NOM;NEUT;SG
kat	kat	kat	kat		
novinárov	δημοσιογράφοι	novinár	δημοσιογράφος	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
pokusov	δίκες	pokus	δίκα	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
pokusov	δοκιμασίες	pokus	δοκιμασία	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
pokusov	δοκιμές	pokus	δοκιμή	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
pokusov	απόπειρες	pokus	απόπειρας	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
pokusov	προσπάθειες	pokus	προσπάθεια	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
čaká	περιμένω	čakať	περιμένω	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
čaká	αναμονή	čakať	αναμονή	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;FEM;SG
čaká	εκκρεμεί	čakať	εκκρέπω	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
písomné	γραπτές	písomný	γραπτός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
písomné	γραπτή	písomný	γραπτός	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
písomné	γράφτηκε	písomný	γράφτω	ADJ;NOM;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;PASS
písomné	γραμμένα	písomný	γραμμένος	ADJ;NOM;NEUT;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
písomné	γράψει	písomný	γράψει	ADJ;NOM;NEUT;SG	V;PFV;NFIN;ACT
písomné	γραμμένο	písomný	γραμμένος	ADJ;NOM;NEUT;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
chemici	χημικούς	chemica	χημικός	N;ANIM;NOM;MASC;PL	ADJ;ACC;MASC;PL
huby	μύκητα	huby	μύκητος	N;NOM;FEM;PL	N;NOM;NEUT;SG
huby	μανιτάρι	huby	μανιτάρι	N;NOM;FEM;PL	N;NOM;NEUT;SG
pomohli	βοήθησα	pomôcť	βοηθώ	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
pomohli	βοήθησε	pomôcť	βοηθώ	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
orbiter	orbiter	orbiter	orbiter	N;INAN;NOM;MASC;SG	
role	ρόλος	role	ρόλος	N;NOM;FEM;PL	N;NOM;MASC;SG
role	ρόλο	role	ρόλος	N;NOM;FEM;PL	N;ACC;MASC;SG
role	ρόλων	role	ρόλος	N;NOM;FEM;PL	N;GEN;MASC;PL
role	ρόλους	role	ρόλος	N;NOM;FEM;PL	N;ACC;MASC;PL
prispeli	συνέβαλε	prispieť	συμβάλλω	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
prispeli	δωρεά	prispieť	δωραός	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	N;NOM;FEM;SG
automatické	αυτόματο	automatický	αύτομα	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
automatické	auto	automatický	auto	ADJ;NOM;NEUT;SG	
automatické	αυτόματο	automatický	αύτομα	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
automatické	αυτόματες	automatický	αυτόματος	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
automatické	αυτόματα	automatický	αυτόματα	ADJ;NOM;NEUT;SG	ADV
