το	os	ο	o	DET;NOM;DEF;NEUT;SG	PRO;ACC;MASC;PL;3
κορέας	coreia	κορέας	coreia	PROPN;GEN;FEM;SG	N;FEM;SG
πολιτιστικό	culturais	πολιτιστικός	cultural	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
ρωμαϊκό	romana	ρωμαϊκός	romano	ADJ;NOM;NEUT;SG	N;FEM;SG
ρωμαϊκό	romanas	ρωμαϊκός	romano	ADJ;NOM;NEUT;SG	N;FEM;PL
ρωμαϊκό	roman	ρωμαϊκός	roman	ADJ;NOM;NEUT;SG	N;MASC;SG
ρωμαϊκό	romano	ρωμαϊκός	romano	ADJ;NOM;NEUT;SG	N;MASC;SG
ρωμαϊκό	romanos	ρωμαϊκός	romano	ADJ;NOM;NEUT;SG	N;MASC;PL
ακριβής	precisos	ακριβής	preciso	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ακριβής	exato	ακριβής	exato	ADJ;NOM;MASC;SG	N;MASC;SG
ακριβής	exatas	ακριβής	exato	ADJ;NOM;MASC;SG	N;FEM;PL
ακριβής	exatos	ακριβής	exato	ADJ;NOM;MASC;SG	N;MASC;PL
ακριβής	exato	ακριβής	exato	ADJ;NOM;MASC;SG	N;MASC;SG
ακριβής	exatas	ακριβής	exato	ADJ;NOM;MASC;SG	N;FEM;PL
αίτημα	pedir	αίτημα	pedir	N;NOM;NEUT;SG	V;NFIN
αίτημα	solicitar	αίτημα	solicitar	N;NOM;NEUT;SG	V;NFIN
πόλεμοι	wars	πόλεμος	war	N;NOM;MASC;PL	N;MASC;SG
στρατιωτικά	militares	στρατιωτικά	militar	ADV	N;MASC;PL
στρατιωτικά	militar	στρατιωτικά	militar	ADV	N;MASC;SG
πυροβόλα	atire	πυροβόλο	atire	N;NOM;NEUT;PL	V;SBJV;SG;3;PRS;FIN
πυροβόλα	atirar	πυροβόλο	atirar	N;NOM;NEUT;PL	V;NFIN
σικάγο	chicago	σικάγος	chicago		N;MASC;SG
σταθερό	estáveis	σταθερός	estável	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σταθερό	estábulo	σταθερός	estábulo	ADJ;NOM;NEUT;SG	N;MASC;SG
σταθερό	fixo	σταθερός	fixo	ADJ;NOM;NEUT;SG	N;MASC;SG
σταθερό	fixas	σταθερός	fixo	ADJ;NOM;NEUT;SG	N;FEM;PL
σταθερό	fixos	σταθερός	fixo	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σταθερό	corrigido	σταθερός	corrigir	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
σταθερό	fixa	σταθερός	fixo	ADJ;NOM;NEUT;SG	N;FEM;SG
αθλήματα	desporto	άθλημα	desporto	N;NOM;NEUT;PL	N;MASC;SG
καταδικάστηκε	condenados	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
καταδικάστηκε	condenados	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
διαθέσιμο	disponível	διαθέσιμο	disponível	N;NOM;NEUT;SG	ADJ;MASC;SG
διαθέσιμο	disponíveis	διαθέσιμο	disponível	N;NOM;NEUT;SG	N;MASC;PL
διαθέσιμο	disponivel	διαθέσιμο	disponivel	N;NOM;NEUT;SG	ADJ;MASC;SG
εμπρός	forward	εμπρός	forward	ADV	N;MASC;SG
εμπρός	encaminhar	εμπρός	encaminhar	ADV	V;NFIN
εμπρός	avante	εμπρός	avante	ADV	N;MASC;SG
στενή	estreito	στενός	estreito	ADJ;NOM;FEM;SG	N;MASC;SG
στενή	estreitas	στενός	estreito	ADJ;NOM;FEM;SG	N;FEM;PL
πολίτης	civis	πολίτης	civil	N;NOM;MASC;SG	N;MASC;PL
παρέμβαση	interferências	παρέμβαση	interferência	N;ACC;FEM;SG	N;FEM;PL
παρέμβαση	intervenções	παρέμβαση	intervenção	N;ACC;FEM;SG	N;FEM;PL
ένοπλες	armada	ένοπλος	armar	ADJ;NOM;FEM;PL	V;FEM;SG;V.PTCP
ένοπλες	armados	ένοπλος	armar	ADJ;NOM;FEM;PL	V;MASC;PL;V.PTCP
ένοπλες	armadas	ένοπλος	armar	ADJ;NOM;FEM;PL	N;FEM;PL
ένοπλες	armado	ένοπλος	armar	ADJ;NOM;FEM;PL	V;MASC;SG;V.PTCP
λάδι	óleos	λάδι	óleos	N;NOM;NEUT;SG	N;MASC;PL
αριστερή	esquerdo	αριστερής	esquerdo	ADJ;NOM;FEM;SG	N;MASC;SG
αριστερή	left	αριστερής	left	ADJ;NOM;FEM;SG	N;MASC;SG
αριστερή	esquerda	αριστερής	esquerda	ADJ;NOM;FEM;SG	N;FEM;SG
αριστερή	partiu	αριστερής	partir	ADJ;NOM;FEM;SG	V;IND;SG;3;PST;FIN
έντονο	intensas	έντονος	intenso	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
έντονο	intensos	έντονος	intenso	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
νεότερος	caçula	νεότερος	caçula	ADJ;NOM;CMPR;MASC;SG	N;MASC;SG
νεότερος	younger	νεότερος	younger	ADJ;NOM;CMPR;MASC;SG	N;MASC;SG
μέτρηση	medir	μέτρηση	medir	N;NOM;FEM;SG	V;NFIN
μέτρηση	medindo	μέτρηση	medir	N;NOM;FEM;SG	V;V.MSDR
μέτρηση	medições	μέτρηση	medição	N;NOM;FEM;SG	N;FEM;PL
μεταφέρθηκαν	transferida	μεταφέρθηκαν	transferir	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
μεταφέρθηκαν	transferido	μεταφέρθηκαν	transferir	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
μεταφέρθηκαν	transportado	μεταφέρθηκαν	transportar	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
μεταφέρθηκαν	transportada	μεταφέρθηκαν	transportar	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
χαρά	alegrias	χαρά	alegria	N;NOM;FEM;SG	N;FEM;PL
αμβέρσα	antuérpia	αμβέρω	antuérpia	PROPN;ACC;FEM;SG	N;FEM;SG
έγγραφο	documentar	έγγραφο	documentar	N;NOM;NEUT;SG	V;NFIN
καταγραφή	gravando	καταγραφή	gravar	N;ACC;FEM;SG	V;V.MSDR
καταγραφή	inscrições	καταγραφή	inscrição	N;ACC;FEM;SG	N;FEM;PL
παρόμοιες	semelhante	παρόμοιος	semelhante	ADJ;NOM;FEM;PL	ADJ;MASC;SG
παρόμοιες	similar	παρόμοιος	similar	ADJ;NOM;FEM;PL	ADJ;MASC;SG
παρόμοιες	similares	παρόμοιος	similar	ADJ;NOM;FEM;PL	N;MASC;PL
κυπριακή	cipriotas	κυπριακός	cipriota	ADJ;NOM;FEM;SG	N;FEM;PL
κυπριακή	cipriota	κυπριακός	cipriota	ADJ;NOM;FEM;SG	N;FEM;SG
αξίζει	worth	αξίζω	worth	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
ιστορικούς	historiadores	ιστορικός	historiador	ADJ;ACC;MASC;PL	N;MASC;PL
πτολεμαίος	ptolomeu	πτολεμαίος	ptolomer	PROPN;NOM;MASC;SG	N;MASC;SG
θηλυκό	feminino	θηλυκός	feminino	N;NOM;NEUT;SG	ADJ;MASC;SG
διήρκεσε	duraram	διαρκώ	durar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
χιλ	colina	χιλ	colina		N;FEM;SG
χιλ	hill	χιλ	hill		N;MASC;SG
ζημιές	dano	ζημιά	dano	N;NOM;FEM;PL	N;MASC;SG
ζημιές	indemnização	ζημιά	indemnização	N;NOM;FEM;PL	N;FEM;SG
ζημιές	dano	ζημιά	dano	N;NOM;FEM;PL	N;MASC;SG
ζημιές	estrago	ζημιά	estrago	N;NOM;FEM;PL	N;MASC;SG
βενιζέλου	venizelos	βενιζέλος	venizelo	PROPN;GEN;MASC;SG	N;MASC;SG
πέφτει	quedas	πέφτω	queda	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
πέφτει	cataratas	πέφτω	catarata	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
πέφτει	falls	πέφτω	fall	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
ελπίδα	esperanças	ελπίδα	esperança	N;NOM;FEM;SG	N;FEM;PL
σύλληψη	capturar	σύλληψη	capturar	N;ACC;FEM;SG	V;NFIN
λευκωσία	nicósia	λευκωσία	nicósia	PROPN;ACC;FEM;SG	N;FEM;SG
αίτηση	pedir	αίτηση	pedir	N;NOM;FEM;SG	V;NFIN
αίτηση	solicitar	αίτηση	solicitar	N;NOM;FEM;SG	V;NFIN
χημικά	químico	χημικά	químico	ADV	N;MASC;SG
χημικά	químicos	χημικά	químico	ADV	N;MASC;PL
χημικά	química	χημικά	química	ADV	N;FEM;SG
χημικά	químicos	χημικά	químico	ADV	N;MASC;PL
σικελία	sicilia	σικελία	sicilia	PROPN;ACC;FEM;SG	N;MASC;SG
σικελία	sicília	σικελία	sicília	PROPN;ACC;FEM;SG	N;FEM;SG
πλούσιο	ricas	πλούσιο	rico	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
πλούσιο	ricos	πλούσιο	rico	ADJ;NOM;NEUT;SG	N;MASC;PL
πλούσιο	rich	πλούσιο	rich	ADJ;NOM;NEUT;SG	N;MASC;SG
πτυχίο	graus	πτυχίο	grau	N;NOM;NEUT;SG	N;MASC;PL
γρήγορη	fast	γρήγορος	fast	ADJ;NOM;FEM;SG	N;MASC;SG
επέλεξε	escolhi	επιλέγω	escolher	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
εκπαιδευτικό	educacionais	εκπαιδευτικός	educacional	ADJ;NOM;NEUT;SG	N;MASC;PL
εκπαιδευτικό	educação	εκπαιδευτικός	educação	ADJ;NOM;NEUT;SG	N;FEM;SG
σοβαρή	serio	σοβαρός	ser	ADJ;NOM;FEM;SG	N;MASC;SG
σοβαρή	severo	σοβαρός	severo	ADJ;NOM;FEM;SG	N;MASC;SG
σοβαρή	severas	σοβαρός	severa	ADJ;NOM;FEM;SG	ADJ;FEM;PL
αποελ	apoel	αποελ	apoel		N;MASC;SG
βαριά	pesado	βαριός	pesar	ADV	V;MASC;SG;V.PTCP
βαριά	heavy	βαριός	heavy	ADV	N;MASC;SG
βαριά	pesadas	βαριός	pesar	ADV	V;FEM;PL;V.PTCP
βαριά	pesados	βαριός	pesar	ADV	V;MASC;PL;V.PTCP
βαριά	pesada	βαριός	pesar	ADV	V;FEM;SG;V.PTCP
κόντρα	contra	κόντρο	contra	N;ACC;FEM;SG	ADP
κόντρα	contras	κόντρο	contra	N;ACC;FEM;SG	N;MASC;PL
κόντρα	contra	κόντρο	contra	N;ACC;FEM;SG	ADP
ταξίδια	viajar	ταξίδι	viajar	N;NOM;NEUT;PL	V;NFIN
ταξίδια	viagem	ταξίδι	viagem	N;NOM;NEUT;PL	N;FEM;SG
ταξίδια	viaje	ταξίδι	viaje	N;NOM;NEUT;PL	V;SBJV;SG;3;PRS;FIN
ταξίδια	viaja	ταξίδι	viajar	N;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN
ταξίδια	viajando	ταξίδι	viajar	N;NOM;NEUT;PL	V;V.MSDR
ταξίδια	viajar	ταξίδι	viajar	N;NOM;NEUT;PL	V;NFIN
ταξίδια	viajando	ταξίδι	viajar	N;NOM;NEUT;PL	V;V.MSDR
ταξίδια	viajar	ταξίδι	viajar	N;NOM;NEUT;PL	V;NFIN
θετικές	positivos	θετικός	positivo	ADJ;NOM;FEM;PL	N;MASC;PL
θετικές	positivo	θετικός	positivo	ADJ;NOM;FEM;PL	ADJ;MASC;SG
θετικές	positiva	θετικός	positivo	ADJ;NOM;FEM;PL	ADJ;FEM;SG
ήρωες	heroes	ήρωο	heroes	N;NOM;MASC;PL	N;MASC;SG
κρις	chris	κρις	chri		N;MASC;SG
κρις	cris	κρις	cris		N;FEM;SG
σκοτώσει	kill	σκοτώνω	kill	V;PFV;NFIN;ACT	N;MASC;SG
σκοτώσει	mata	σκοτώνω	matar	V;PFV;NFIN;ACT	N;FEM;SG
επιδόσεις	performance	επίδοση	performance	N;NOM;FEM;PL	N;FEM;SG
επιδόσεις	atuação	επίδοση	atuação	N;NOM;FEM;PL	N;FEM;SG
επιδόσεις	desempenho	επίδοση	desempenho	N;NOM;FEM;PL	N;MASC;SG
τριάντα	thirty	τριάντα	thirty	NUM;NOM;NEUT;PL	N;MASC;SG
αντικατάσταση	substituir	αντικατάσταση	substituir	N;ACC;FEM;SG	V;NFIN
αντικατάσταση	substituindo	αντικατάσταση	substituir	N;ACC;FEM;SG	V;V.MSDR
αντικατάσταση	substituir	αντικατάσταση	substituir	N;ACC;FEM;SG	V;NFIN
αντικατάσταση	substitui	αντικατάσταση	substituir	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
αντικατάσταση	substitua	αντικατάσταση	substituar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
αντικατάσταση	sobrescrever	αντικατάσταση	sobrescrever	N;ACC;FEM;SG	V;NFIN
αντικατάσταση	sobrepor	αντικατάσταση	sobrepor	N;ACC;FEM;SG	V;NFIN
αντικατάσταση	substituir	αντικατάσταση	substituir	N;ACC;FEM;SG	V;NFIN
βιομηχανική	industriais	βιομηχανικός	industrial	ADJ;NOM;FEM;SG	N;MASC;PL
συνεργάτης	associada	συνεργάτης	associar	N;NOM;MASC;SG	V;FEM;SG;V.PTCP
συνεργάτης	associado	συνεργάτης	associar	N;NOM;MASC;SG	V;MASC;SG;V.PTCP
συνεργάτης	associados	συνεργάτης	associado	N;NOM;MASC;SG	V;MASC;PL;V.PTCP
συνεργάτης	associar	συνεργάτης	associar	N;NOM;MASC;SG	V;NFIN
κλαμπ	club	κλαμπ	club		N;MASC;SG
κλαμπ	clube	κλαμπ	clube		N;MASC;SG
κλαμπ	clubs	κλαμπ	clubs		N;MASC;PL
κλαμπ	discotecas	κλαμπ	discoteca		N;FEM;PL
κλαμπ	clubes	κλαμπ	clube		N;MASC;PL
εσωτερικά	internas	εσωτερικά	interno	ADV	N;FEM;PL
εσωτερικά	internos	εσωτερικά	interno	ADV	N;MASC;PL
εσωτερικά	interno	εσωτερικά	interno	ADV	ADJ;MASC;SG
εσωτερικά	interna	εσωτερικά	interno	ADV	ADJ;FEM;SG
επιρροές	influencia	επιρροή	influencia	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
επιρροές	influência	επιρροή	influência	N;NOM;FEM;PL	N;FEM;SG
επιρροές	influenciar	επιρροή	influenciar	N;NOM;FEM;PL	V;NFIN
περού	peruano	περ	peruano	PROPN;NOM;NEUT;SG	N;MASC;SG
περού	peruana	περ	peruano	PROPN;NOM;NEUT;SG	N;FEM;SG
περού	perú	περ	perú	PROPN;NOM;NEUT;SG	N;MASC;SG
περού	peru	περ	peru	PROPN;NOM;NEUT;SG	N;MASC;SG
έπαιζε	joguei	παίζω	joguar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
έπαιζε	jogaram	παίζω	jogar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
υποχρεώσεις	passivo	υποχρέωση	passivo	N;NOM;FEM;PL	ADJ;MASC;SG
υποχρεώσεις	passivos	υποχρέωση	passivo	N;NOM;FEM;PL	ADJ;MASC;PL
μπράιαν	brian	μπράιαν	brian		N;MASC;SG
φρανσουά	françois	φρανσούά	françol	PROPN;NOM;MASC;SG	N;MASC;SG
φρανσουά	françois	φρανσούά	françol	PROPN;NOM;MASC;SG	N;MASC;SG
ιδιωτική	private	ιδιωτικός	private	ADJ;NOM;FEM;SG	N;MASC;SG
θετικά	positivos	θετικός	positivo	ADV	N;MASC;PL
θετικά	positivas	θετικός	positivo	ADV	ADJ;FEM;PL
θετικά	positivo	θετικός	positivo	ADV	ADJ;MASC;SG
θετικά	positiva	θετικός	positivo	ADV	ADJ;FEM;SG
δυσκολίες	dificuldade	δυσκολία	dificuldade	N;NOM;FEM;PL	N;FEM;SG
τάφο	grave	τάφος	grave	N;ACC;MASC;SG	ADJ;MASC;SG
στάλθηκε	enviadas	στέλνω	enviar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
στάλθηκε	enviados	στέλνω	enviar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
ατομικό	indivíduo	ατομικός	indivíduo	ADJ;NOM;NEUT;SG	N;MASC;SG
ατομικό	individuais	ατομικός	individual	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
αναφέρθηκε	comunicados	αναφέρω	comunicado	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
βουλγαρική	búlgara	βουλγάρικος	búlgara	ADJ;NOM;FEM;SG	N;FEM;SG
βουλγαρική	búlgaro	βουλγάρικος	búlgaro	ADJ;NOM;FEM;SG	N;MASC;SG
βουλγαρική	búlgaros	βουλγάρικος	búlgaro	ADJ;NOM;FEM;SG	N;MASC;PL
αραβική	árabe	αραβικός	árabe	ADJ;NOM;FEM;SG	N;MASC;SG
αραβική	árabes	αραβικός	árabe	ADJ;NOM;FEM;SG	N;MASC;PL
αραβική	árabe	αραβικός	árabe	ADJ;NOM;FEM;SG	N;MASC;SG
αραβική	árabes	αραβικός	árabe	ADJ;NOM;FEM;SG	N;MASC;PL
δωρεάν	livre	δωρεάν	livre		ADJ;MASC;SG
δωρεάν	grátis	δωρεάν	grátis		N;MASC;SG
δωρεάν	free	δωρεάν	free		N;MASC;SG
δωρεάν	gratuito	δωρεάν	gratuito		ADJ;MASC;SG
βελιγραδίου	belgrado	βελιγράδιο	belgrado	PROPN;GEN;NEUT;SG	N;MASC;SG
εξετάσεις	exame	εξέταση	exame	N;NOM;FEM;PL	N;MASC;SG
συνδυασμός	combine	συνδυασμός	combinar	N;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
συνδυασμός	combinar	συνδυασμός	combinar	N;NOM;MASC;SG	V;NFIN
τζαζ	jazz	τζαζ	jazz		N;MASC;SG
σόλο	solo	σόλος	solo		N;MASC;SG
αντάρτες	guerrilha	αντάρτης	guerrilha	N;NOM;MASC;PL	N;FEM;SG
διατριβή	teses	διατριβός	tese	N;NOM;FEM;SG	N;FEM;PL
φιλοσοφική	filosófica	φιλοσοφικός	filosófico	ADJ;NOM;FEM;SG	N;FEM;SG
φιλοσοφική	filosóficos	φιλοσοφικός	filosófico	ADJ;NOM;FEM;SG	N;MASC;PL
φιλοσοφική	filosóficas	φιλοσοφικός	filosófico	ADJ;NOM;FEM;SG	N;FEM;PL
βελιγράδι	belgrado	βελιγράδι	belgrado	PROPN;NOM;NEUT;SG	N;MASC;SG
διάσπαση	dividir	διάσπαση	dividir	N;NOM;FEM;SG	V;NFIN
στάλιν	stalin	στάλιν	stalin		N;MASC;SG
στάλιν	estaline	στάλιν	estaline		N;MASC;SG
επαγγελματικό	professional	επαγγελματικός	professional	ADJ;NOM;NEUT;SG	N;MASC;SG
επαγγελματικό	profissionais	επαγγελματικός	profissional	ADJ;NOM;NEUT;SG	N;MASC;PL
επαγγελματικό	profissional	επαγγελματικός	profissional	ADJ;NOM;NEUT;SG	N;MASC;SG
μαύρα	preta	μαύρας	preto	N;NOM;NEUT;PL	N;FEM;SG
μαύρα	black	μαύρας	black	N;NOM;NEUT;PL	N;MASC;SG
μαύρα	preto	μαύρας	preto	N;NOM;NEUT;PL	N;MASC;SG
μαύρα	negro	μαύρας	negro	N;NOM;NEUT;PL	ADJ;MASC;SG
κίνδυνος	riscos	κίνδυνος	risco	N;NOM;MASC;SG	N;MASC;PL
κίνδυνος	perigos	κίνδυνος	perigo	N;NOM;MASC;SG	N;MASC;PL
κίνδυνος	perigos	κίνδυνος	perigo	N;NOM;MASC;SG	N;MASC;PL
φυσικοί	físicos	φυσικός	físico	ADJ;NOM;MASC;PL	N;MASC;PL
αποδείχθηκε	provei	αποδεικνύω	prover	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;1;PST;FIN
φλωρεντία	florença	φλωρεντία	florença	PROPN;NOM;FEM;SG	N;MASC;SG
μονακό	mónaco	μονακός	mónaco		N;MASC;SG
μονακό	mônaco	μονακός	mônaco		N;MASC;SG
μονακό	monaco	μονακός	monaco		N;MASC;SG
λήμνου	lemnos	λήμνο	lemno	PROPN;GEN;FEM;SG	N;MASC;PL
μεταφορές	transporte	μεταφορά	transporte	N;NOM;FEM;PL	N;MASC;SG
φάρμακα	remédio	φάρμακο	remédio	N;NOM;NEUT;PL	N;MASC;SG
φάρμακα	medicina	φάρμακο	medicina	N;NOM;NEUT;PL	N;FEM;SG
δυναμική	dinâmicas	δυναμικός	dinâmica	ADJ;NOM;FEM;SG	N;FEM;PL
δυναμική	dinâmica	δυναμικός	dinâmica	ADJ;NOM;FEM;SG	N;FEM;SG
δυναμική	dinâmicos	δυναμικός	dinâmico	ADJ;NOM;FEM;SG	ADJ;MASC;PL
δυναμική	dinâmicas	δυναμικός	dinâmica	ADJ;NOM;FEM;SG	N;FEM;PL
δυναμική	dynamic	δυναμικός	dynamic	ADJ;NOM;FEM;SG	N;MASC;SG
δυναμική	dinâmica	δυναμικός	dinâmica	ADJ;NOM;FEM;SG	N;FEM;SG
κατάλληλο	apropriada	κατάλληλος	apropriar	ADJ;NOM;NEUT;SG	V;FEM;SG;V.PTCP
κατάλληλο	adequados	κατάλληλος	adequado	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
κατάλληλο	apropriados	κατάλληλος	apropriado	ADJ;NOM;NEUT;SG	V;MASC;PL;V.PTCP
κατάλληλο	apropriado	κατάλληλος	apropriar	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
κατάλληλο	adequados	κατάλληλος	adequado	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
συνεργάτες	associados	συνεργάτης	associado	N;NOM;MASC;PL	V;MASC;PL;V.PTCP
συνεργάτες	associadas	συνεργάτης	associar	N;NOM;MASC;PL	V;FEM;PL;V.PTCP
εναλλακτική	alternativas	εναλλακτικός	alternativa	ADJ;NOM;FEM;SG	N;FEM;PL
εναλλακτική	alternativa	εναλλακτικός	alternativa	ADJ;NOM;FEM;SG	N;FEM;SG
εναλλακτική	suplente	εναλλακτικός	suplente	ADJ;NOM;FEM;SG	N;MASC;SG
εναλλακτική	alternar	εναλλακτικός	alternar	ADJ;NOM;FEM;SG	V;NFIN
ίαν	lan	ίαν	lan		N;FEM;SG
ίαν	ian	ίαν	ian		N;MASC;SG
ίαν	lan	ίαν	lan		N;FEM;SG
ίαν	ian	ίαν	ian		N;MASC;SG
μύθος	mitos	μύθος	mito	N;NOM;MASC;SG	N;MASC;PL
έξοδο	sair	έξοδος	sair	N;ACC;FEM;SG	V;NFIN
χανς	hans	χανς	haver		N;MASC;SG
στερεά	sólidos	στεργώ	sólido	ADV	N;MASC;PL
στερεά	sólido	στεργώ	sólido	ADV	ADJ;MASC;SG
στερεά	sólida	στεργώ	sólido	ADV	ADJ;FEM;SG
στερεά	sólidos	στεργώ	sólido	ADV	N;MASC;PL
ισπανός	espanhol	ισπανός	espanhol	ADJ;NOM;MASC;SG	N;MASC;SG
ισπανός	castelhano	ισπανός	castelhano	ADJ;NOM;MASC;SG	N;MASC;SG
ισπανός	espanhola	ισπανός	espanhola	ADJ;NOM;MASC;SG	N;FEM;SG
ισπανός	espanhóis	ισπανός	espanhol	ADJ;NOM;MASC;SG	N;MASC;PL
ισπανός	espanhol	ισπανός	espanhol	ADJ;NOM;MASC;SG	N;MASC;SG
τυπική	típicas	τυπικός	típico	ADJ;NOM;FEM;SG	ADJ;FEM;PL
τυπική	típicos	τυπικός	típico	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ρυθμός	classifique	ρυθμός	classificar	N;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
ελαφρά	ligeiro	ελαφρά	ligeiro	ADV	ADJ;MASC;SG
ελαφρά	ligeira	ελαφρά	ligeira	ADV	N;FEM;SG
σεν	shen	σεν	shen		N;MASC;SG
σεν	sen	σεν	sen		N;MASC;SG
βιρτζίνια	virgínia	βιρτζίνιος	virgínia	PROPN;NOM;FEM;SG	N;FEM;SG
βιρτζίνια	virginia	βιρτζίνιος	virginia	PROPN;NOM;FEM;SG	N;FEM;SG
μέταλλα	metal	μέταλλος	metal	N;NOM;NEUT;PL	N;MASC;SG
χορός	dançar	χορός	dançar	N;NOM;MASC;SG	V;NFIN
χορός	dançando	χορός	dançar	N;NOM;MASC;SG	V;V.MSDR
χορός	dançar	χορός	dançar	N;NOM;MASC;SG	V;NFIN
κύμα	acenar	κύμα	acenar	N;NOM;NEUT;SG	V;NFIN
σχεδιάστηκε	concebidos	σχεδιάζω	conceber	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
μαδρίτη	madrid	μαδρίτη	madrid	PROPN;ACC;FEM;SG	N;MASC;SG
μαδρίτη	madri	μαδρίτη	madri	PROPN;ACC;FEM;SG	N;MASC;SG
κάρλος	carlos	κάρλος	carlo	PROPN;NOM;MASC;SG	N;MASC;SG
πύλες	gates	πύλη	gater	N;NOM;FEM;PL	N;MASC;SG
πρόσφατη	recentes	πρόσφατος	recente	ADJ;NOM;FEM;SG	N;MASC;PL
ρίο	rio	ρίο	rio		N;MASC;SG
βυζάντιο	bizâncio	βυζάντιος	bizâncio	PROPN;NOM;NEUT;SG	N;MASC;SG
αρσενικό	arsénio	αρσενικός	arsénio	ADJ;NOM;NEUT;SG	N;MASC;SG
αρσενικό	macho	αρσενικός	macho	ADJ;NOM;NEUT;SG	N;MASC;SG
αρσενικό	masculino	αρσενικός	masculino	ADJ;NOM;NEUT;SG	N;MASC;SG
ψηφιακή	digitais	ψηφιακός	digital	ADJ;NOM;FEM;SG	N;MASC;PL
ψηφιακή	digital	ψηφιακός	digital	ADJ;NOM;FEM;SG	N;MASC;SG
ηλεκτρονική	eletrônica	ηλεκτρονικός	eletrônico	ADJ;NOM;FEM;SG	N;FEM;SG
ηλεκτρονική	electrónica	ηλεκτρονικός	electrónica	ADJ;NOM;FEM;SG	N;FEM;SG
ηλεκτρονική	eletrônicos	ηλεκτρονικός	eletrônico	ADJ;NOM;FEM;SG	N;MASC;PL
ηλεκτρονική	eletrônica	ηλεκτρονικός	eletrônico	ADJ;NOM;FEM;SG	N;FEM;SG
ηλεκτρονική	electrónica	ηλεκτρονικός	electrónica	ADJ;NOM;FEM;SG	N;FEM;SG
ηλεκτρονική	eletrônicos	ηλεκτρονικός	eletrônico	ADJ;NOM;FEM;SG	N;MASC;PL
ηλεκτρονική	eletrônico	ηλεκτρονικός	eletrônico	ADJ;NOM;FEM;SG	N;MASC;SG
τεράστιο	enormes	τεράστιος	enorme	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
τεράστιο	enormes	τεράστιος	enorme	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
κομμουνιστικό	comunistas	κομμουνιστικός	comunista	ADJ;NOM;NEUT;SG	N;MASC;PL
κατάργηση	revogar	κατάργηση	revogar	N;ACC;FEM;SG	V;NFIN
ήλιος	sun	ήλιος	sun	PROPN;NOM;MASC;SG	N;MASC;SG
ήλιος	sol	ήλιος	sol	PROPN;NOM;MASC;SG	N;MASC;SG
άσπρο	brancos	άσπρο	branco	N;NOM;NEUT;SG	N;MASC;PL
άσπρο	brancas	άσπρο	branco	N;NOM;NEUT;SG	N;FEM;PL
