है	האי	है	האי	V;IND;SG;3;PRS;FIN;ACT	
साउथ	דרום	साउथ	דרום	PROPN;NOM;MASC;SG;3	N;MASC;SG
साउथ	דרומה	साउथ	דרומה	PROPN;NOM;MASC;SG;3	
साउथ	הדרום	साउथ	הדרום	PROPN;NOM;MASC;SG;3	
गहन	עמוקה	गहन	עמוק	ADJ;NOM	ADV
गहन	עמוק	गहन	עמוק	ADJ;NOM	
बाघ	נמר	बाघ	נמר	N;NOM;MASC;SG;3	
बाघ	טייגר	बाघ	טייגר	N;NOM;MASC;SG;3	PROPN
बाघ	טיגריס	बाघ	טיגריס	N;NOM;MASC;SG;3	PROPN
टिकट	כרטיסים	टिकट	כרטיס	N;NOM;MASC;SG;3	N;MASC;PL
टिकट	לכרטיסים	टिकट	לכרטיס	N;NOM;MASC;SG;3	N;MASC;PL
राजशाही	המלוכה	राजशाही	המלוך	N;NOM;MASC;SG;3	PROPN
पैरों	רגל	पैर	רגל	N;ACC;MASC;PL;3	
पैरों	מטר	पैर	מטר	N;ACC;MASC;PL;3	PROPN
पैरों	רגלי	पैर	רגל	N;ACC;MASC;PL;3	
पैरों	רגלים	पैर	רגל	N;ACC;MASC;PL;3	
ब्लॉग	בלוג	ब्लॉग	בלוג	N;NOM;MASC;SG;3	
ब्लॉग	בלוגים	ब्लॉग	בלוג	N;NOM;MASC;SG;3	N;MASC;PL
उद्देश्यों	יזם	उद्देश्य	יזם	N;ACC;MASC;PL;3	PROPN
उद्देश्यों	יזמות	उद्देश्य	יזם	N;ACC;MASC;PL;3	N;FEM;SG
जाल	נטו	जाल	נטו	N;NOM;MASC;SG;3	
मिलान	גפרורים	मिलान	גפרור	N;NOM;MASC;SG;3	N;MASC;PL
मिलान	התאמות	मिलान	התאמה	N;NOM;MASC;SG;3	N;FEM;PL
मिलान	מילאנו	मिलान	מילאנו	N;NOM;MASC;SG;3	PROPN
मिलान	מילאן	मिलान	מילאן	N;NOM;MASC;SG;3	PROPN
मिलान	תואם	मिलान	תאם	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP;ACT
मिलान	תואמים	मिलान	תואם	N;NOM;MASC;SG;3	V;MASC;PL;V.PTCP;ACT
सदस्यता	מנוי	सदस्यता	מנוי	N;NOM;FEM;SG;3	PROPN
रिकार्ड	תקליט	रिकार्ड	הקליט	N;NOM;MASC;SG;3	PROPN
साझा	שיתפו	साझा	שיתף		V;PL;3;PST;ACT
साझा	שיתף	साझा	שיתף		V;MASC;SG;3;PST;ACT
साझा	משותף	साझा	משותף		ADJ;MASC;SG
साझा	משותפת	साझा	משותף		ADJ;FEM;SG
साझा	שיתופים	साझा	שיתוף		N;MASC;PL
साझा	מניות	साझा	מנייה		N;FEM;PL
अधिकृत	מורשה	अधिकृत	מורשה	PROPN;NOM;SG;3	V;MASC;SG;V.PTCP;PASS
अधिकृत	מוסמך	अधिकृत	מוסמך	PROPN;NOM;SG;3	V;MASC;SG;V.PTCP;PASS
सापेक्ष	יחסי	सापेक्ष	יחסים	N;NOM;MASC;SG;3	N;PSSD;MASC;PL
विफल	נכשל	विफल	נכשל	ADJ	V;MASC;SG;3;PST;MID
विफल	נכשלה	विफल	נכשל	ADJ	V;FEM;SG;3;PST;MID
संदेह	בספק	संदेह	בספק	N;NOM;MASC;SG;3	ADV
संदेह	ספקות	संदेह	ספקה	N;NOM;MASC;SG;3	
आग्रह	בקשי	आग्रह	בקש	N;NOM;MASC;SG;3	PROPN
आग्रह	בקש	आग्रह	בקש	N;NOM;MASC;SG;3	PROPN
किरण	קירן	किरण	קירן	PROPN;NOM;FEM;SG;3	PROPN
कारोबार	עסקים	कारोबार	עסק	N;NOM;MASC;SG;3	N;MASC;PL
ऑपरेशन	המבצע	ऑपरेशन	המבצע	N;NOM;MASC;SG;3	PROPN
आपसी	הדדית	आपसी	הדדי	ADJ;NOM	ADV
आपसी	הדדי	आपसी	הדדי	ADJ;NOM	PROPN
पवन	הרוח	पवन	הרוח	PROPN;NOM;MASC;SG;3	
पवन	רוח	पवन	רוח	PROPN;NOM;MASC;SG;3	N;FEM;SG
छूट	הנחות	छूट	הנחה	N;NOM;FEM;SG;3	N;FEM;PL
बाधा	מכשול	बाधा	מכשול	N;NOM;FEM;SG;3	
अमीर	אמיר	अमीर	אמיר	N;NOM;MASC;SG;3	PROPN
अमीर	עשיר	अमीर	עשיר	N;NOM;MASC;SG;3	ADJ;MASC;SG
अमीर	עשירים	अमीर	עשיר	N;NOM;MASC;SG;3	ADJ;MASC;PL
अमीर	עשירה	अमीर	עשיר	N;NOM;MASC;SG;3	ADJ;FEM;SG
समतल	שטוחה	समतल	שטוח	N;NOM;MASC;SG;3	
समतल	במול	समतल	במול	N;NOM;MASC;SG;3	PROPN
समतल	שטוח	समतल	שטוח	N;NOM;MASC;SG;3	
बस्ती	טאון	बस्ती	טאון	N;NOM;FEM;SG;3	PROPN
बस्ती	העיר	बस्ती	העיר	N;NOM;FEM;SG;3	V;MASC;SG;3;PST;ACT
कठिनाई	קשיים	कठिनाई	קושי	N;NOM;FEM;SG;3	N;MASC;PL
कठिनाई	הקושי	कठिनाई	הקושי	N;NOM;FEM;SG;3	ADJ;MASC;SG
पुर्तगाली	פורטוגזית	पुर्तगाली	פורטוגזי	PROPN;NOM;MASC;SG;3	PROPN
पुर्तगाली	בפורטוגזית	पुर्तगाली	בפורטוגזית	PROPN;NOM;MASC;SG;3	PROPN
जड़	שורש	जड़	שורש		PROPN
जड़	רוט	जड़	רוט		PROPN
जड़	שורשי	जड़	שורש		PROPN
जड़	שורשים	जड़	שורש		N;MASC;PL
बौद्धिक	אינטלקטואלי	बौद्धिक	אינטלקטואלי	PROPN;NOM;SG;3	ADJ;MASC;SG
बौद्धिक	אינטלקטואלית	बौद्धिक	אינטלקטואלי	PROPN;NOM;SG;3	ADV
निकलता	צלעות	निकल	צלעות	V;IPFV;MASC;SG;V.PTCP;ACT	N;FEM;PL
स्वर्ग	עדן	स्वर्ग	עדן	N;NOM;MASC;SG;3	
प्रोटोकॉल	הפרוטוקול	प्रोटोकॉल	הפרוטוקול	N;NOM;MASC;SG;3	PROPN
प्रोटोकॉल	פרוטוקולים	प्रोटोकॉल	פרוטוקול	N;NOM;MASC;SG;3	N;MASC;PL
व्यय	הוצאות	व्यय	הוצאה	N;NOM;MASC;SG;3	N;FEM;PL
माया	מאיה	माया	מאיה		PROPN
तिब्बती	טיבטי	तिब्बती	טיבטי	ADJ;NOM	PROPN
तिब्बती	טיבט	तिब्बती	טיבט	ADJ;NOM	PROPN
अतिथि	אורחים	अतिथि	אורח	N;NOM;MASC;SG;3	N;MASC;PL
लें	קח	ले	קח	V;SBJV;PL;3;FIN;ACT	PROPN
शानदार	מבריקה	शानदार	הבריק	ADJ	V;FEM;SG;V.PTCP;ACT
प्रतिद्वंद्वी	היריב	प्रतिद्वंद्वी	היריב	N;NOM;MASC;SG;3	PROPN
प्रतिद्वंद्वी	היריבים	प्रतिद्वंद्वी	היריב	N;NOM;MASC;SG;3	N;MASC;PL
प्रतिद्वंद्वी	יריבים	प्रतिद्वंद्वी	יריב	N;NOM;MASC;SG;3	N;MASC;PL
मनु	מנו	मनु	מנו	PROPN;NOM;MASC;SG;3	
संयोग	מקריות	संयोग	מקריות		N;FEM;SG
तरंग	אדווה	तरंग	אדווה	N;NOM;FEM;SG;3	PROPN
तरंग	גל	तरंग	גל	N;NOM;FEM;SG;3	PROPN
अंतराल	מרווח	अंतराल	מרווח	N;NOM;MASC;SG;3	
अंतराल	הפגרה	अंतराल	הפגרה	N;NOM;MASC;SG;3	PROPN
क्रिस	כריס	क्रिस	כריס	PROPN;NOM;MASC;SG;3	PROPN
क्रिस	קריס	क्रिस	קריס	PROPN;NOM;MASC;SG;3	PROPN
क्रिस	קריס	क्रिस	קריס	PROPN;NOM;MASC;SG;3	PROPN
परिचित	מוכרת	परिचित	מוכר	ADP	ADJ;FEM;SG
परिचित	מוכר	परिचित	מוכר	ADP	
परिचित	מכרים	परिचित	מכר	ADP	N;MASC;PL
परिचित	מכר	परिचित	מכר	ADP	N;MASC;SG
परिचित	היכרות	परिचित	היכרות	ADP	N;FEM;SG
इंडोनेशिया	אינדונזיה	इंडोनेशिया	אינדונזיה	PROPN;NOM;MASC;SG;3	PROPN
विश्वसनीय	אמין	विश्वसनीय	אמין	ADJ;NOM	N;MASC;SG
विश्वसनीय	אמינות	विश्वसनीय	אמינות	ADJ;NOM	N;FEM;SG
विश्वसनीय	אמינה	विश्वसनीय	אמין	ADJ;NOM	ADV
विश्वसनीय	אמין	विश्वसनीय	אמין	ADJ;NOM	N;MASC;SG
विश्वसनीय	אמינה	विश्वसनीय	אמין	ADJ;NOM	ADV
विश्वसनीय	אמינות	विश्वसनीय	אמינות	ADJ;NOM	N;FEM;SG
विश्वसनीय	מהימן	विश्वसनीय	מהימן	ADJ;NOM	N;MASC;SG
विश्वसनीय	בטחה	विश्वसनीय	בטח	ADJ;NOM	PROPN
अब्दुल	עבדול	अब्दुल	עבדול	PROPN;NOM;MASC;SG;3	PROPN
तत्काल	מייד	तत्काल	מייד	ADV	
तत्काल	בדחיפות	तत्काल	בדחיפות	ADV	PROPN
तत्काल	מיידי	तत्काल	מיידי	ADV	ADJ;MASC;SG
तत्काल	מיידי	तत्काल	מיידי	ADV	ADJ;MASC;SG
तत्काल	בהול	तत्काल	בהול	ADV	
तत्काल	דחוף	तत्काल	דחוף	ADV	
तत्काल	דחופה	तत्काल	דחוף	ADV	PROPN
बाबू	אבא	बाबू	אבא	PROPN;NOM;MASC;SG;3	
पैदल	מדרכה	पैदल	מדרכה	ADJ	N;FEM;SG
पैदल	דוושת	पैदल	דוושה	ADJ	N;FEM;SG
संतान	צאצאים	संतान	צאצאי	N;NOM;FEM;SG;3	N;MASC;PL
संतान	צאצא	संतान	צאצא	N;NOM;FEM;SG;3	
जर्नल	יומן	जर्नल	יומן	N;NOM;MASC;SG;3	PROPN
गुप्ता	גופטה	गुप्ता	גופטה	PROPN;NOM;SG;3	PROPN
लाखों	מיליונים	लाख	מיליונים	N;ACC;MASC;PL;3	NUM;MASC;PL
शैक्षणिक	חינוכית	शैक्षणिक	חינוכי	ADJ;NOM	ADV
खोला	נפתח	खोल	נפתח	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;PST;MID
खोला	נפתחה	खोल	נפתח	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;SG;3;PST;MID
बेस्ट	best	बेस्ट	best	PROPN;NOM;MASC;SG;3	
भ्रूण	העובר	भ्रूण	העובר	N;NOM;MASC;SG;3	ADV
भ्रूण	עובר	भ्रूण	עבר	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP;ACT
भंग	להמיס	भंग	המיס		V;NFIN;ACT
चेक	המחאה	चेक	המחאה	N;NOM;MASC;SG;3	PROPN
ब्राजील	ברזיל	ब्राजील	ברזיל	PROPN;NOM;MASC;SG;3	PROPN
राग	לחן	राग	לחן	N;NOM;MASC;SG;3	PROPN
राग	מלודי	राग	מלודי	N;NOM;MASC;SG;3	PROPN
ख्याति	תהילה	ख्याति	תהילה	N;NOM;FEM;SG;3	PROPN
पंजीकृत	רשום	पंजीकृत	רשם	ADJ	PROPN
पंजीकृत	רשומה	पंजीकृत	רשומה	ADJ	N;FEM;SG
सिंध	סינד	सिंध	סינד	PROPN;NOM;MASC;SG;3	PROPN
वैध	תקף	वैध	תקף		V;MASC;SG;3;PST;ACT
वैध	תקפה	वैध	תקפה		N;FEM;SG
वैध	תוקף	वैध	תוקף		N;MASC;SG
टॉम	טום	टॉम	טום	PROPN;NOM;MASC;SG;3	PROPN
टॉम	תום	टॉम	תום	PROPN;NOM;MASC;SG;3	PROPN
संकल्प	החלטות	संकल्प	החלטה	N;NOM;MASC;SG;3	N;FEM;PL
जूनियर	זוטר	जूनियर	זוטר	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
चुम्बकीय	מגנטיים	चुम्बकीय	מגנטי	N;NOM;MASC;SG;3	ADJ;MASC;PL
चुम्बकीय	מגנטיות	चुम्बकीय	מגנטית	N;NOM;MASC;SG;3	N;FEM;PL
बादशाह	המלך	बादशाह	המלך	N;NOM;MASC;SG;3	
बादशाह	קינג	बादशाह	קינג	N;NOM;MASC;SG;3	PROPN
रचनात्मक	יצירתית	रचनात्मक	יצירתי	ADJ	ADV
रचनात्मक	יצירתיות	रचनात्मक	יצירתי	ADJ	N;FEM;SG
रचनात्मक	קריאייטיב	रचनात्मक	קריאייטיב	ADJ	N
मुखपृष्ठ	הביתה	मुखपृष्ठ	הביתה	N;NOM;MASC;SG;3	ADV
मुखपृष्ठ	הום	मुखपृष्ठ	הום	N;NOM;MASC;SG;3	
मुखपृष्ठ	בבית	मुखपृष्ठ	בבית	N;NOM;MASC;SG;3	
मुखपृष्ठ	הבית	मुखपृष्ठ	הבית	N;NOM;MASC;SG;3	ADV
मुखपृष्ठ	home	मुखपृष्ठ	home	N;NOM;MASC;SG;3	
ट्रस्ट	לבטוח	ट्रस्ट	בטח	N;NOM;MASC;SG;3	V;NFIN;ACT
उपर	עליון	उपर	עליון		ADJ;MASC;SG
धरोहर	מורשת	धरोहर	מורשת		N;FEM;SG
भूल	השכחה	भूल	השכחה	PROPN;NOM;FEM;SG;3	N;FEM;SG
भूल	שכחה	भूल	שכחה	PROPN;NOM;FEM;SG;3	N;FEM;SG
अद्वितीय	ייחודיים	अद्वितीय	ייחודי	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
अद्वितीय	ייחודיות	अद्वितीय	ייחודי	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
अद्वितीय	ייחודית	अद्वितीय	ייחודי	PROPN;NOM;MASC;SG;3	ADV
अद्वितीय	ייחודי	अद्वितीय	ייחודי	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
त्यौहार	הפסטיבל	त्यौहार	הפסטיבל	N;NOM;MASC;SG;3	PROPN
त्यौहार	פסטיבלים	त्यौहार	פסטיבל	N;NOM;MASC;SG;3	N;MASC;PL
त्यौहार	חגיגית	त्यौहार	חגיגי	N;NOM;MASC;SG;3	ADV
त्यौहार	חגיגי	त्यौहार	חגיגי	N;NOM;MASC;SG;3	ADJ;MASC;SG
परिमाण	פרמטרים	परिमाण	פרמטרי	N;NOM;MASC;SG;3	N;MASC;PL
संक्रमित	נגועה	संक्रमित	נגוע	N;NOM;MASC;SG;3	ADJ;FEM;SG
संक्रमित	נגועים	संक्रमित	נגוע	N;NOM;MASC;SG;3	ADJ;MASC;PL
संक्रमित	נגוע	संक्रमित	גווע	N;NOM;MASC;SG;3	ADJ;MASC;SG
देखना	צפיה	देख	צפיה	V;MASC;NFIN;ACT	
देखना	צפייה	देख	צפייה	V;MASC;NFIN;ACT	N;FEM;SG
देखना	שעון	देख	שעון	V;MASC;NFIN;ACT	PROPN
देखना	צפו	देख	צפה	V;MASC;NFIN;ACT	PROPN
देखना	צפה	देख	צפה	V;MASC;NFIN;ACT	PROPN
ख़ास	ספיישל	खक़ास	ספיישל		PROPN
ख़ास	מיוחדת	खक़ास	מיוחד		ADJ;FEM;SG
ख़ास	מיוחדים	खक़ास	מיוחד		ADJ;MASC;PL
ख़ास	מיוחדות	खक़ास	מיוחד		ADJ;FEM;PL
ख़ास	מיוחד	खक़ास	מיוחד		ADJ;MASC;SG
माँग	דורש	माँग	דרש	N;NOM;FEM;SG;3	V;MASC;SG;V.PTCP;ACT
स्पेनिश	ספרדי	स्पेनिश	ספרדי	PROPN;NOM;MASC;SG;3	PROPN
स्पेनिश	ספרדית	स्पेनिश	ספרדית	PROPN;NOM;MASC;SG;3	PROPN
महारानी	מלכה	महारानी	מלכה	N;NOM;FEM;SG;3	PROPN
महारानी	המלכה	महारानी	המלכה	N;NOM;FEM;SG;3	
त्रुटि	שגיאות	त्रुटि	שגיאה	N;NOM;MASC;SG;3	N;FEM;PL
ज्यामिति	גיאומטריה	ज्यामिति	גיאומטריה	N;NOM;FEM;SG;3	PROPN
आराम	רגועה	आराम	רגועה	PROPN;NOM;MASC;SG;3	ADV
आराम	נינוח	आराम	נינוח	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
आराम	רגוע	आराम	רגוע	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
आराम	נוחות	आराम	נוחות	PROPN;NOM;MASC;SG;3	N;FEM;SG
आराम	נחמה	आराम	נחמה	PROPN;NOM;MASC;SG;3	
आराम	להירגע	आराम	נרגע	PROPN;NOM;MASC;SG;3	V;NFIN;MID
आराम	לנוח	आराम	נח	PROPN;NOM;MASC;SG;3	V;NFIN;ACT
आराम	השאר	आराम	השאר	PROPN;NOM;MASC;SG;3	
आराम	מנוחה	आराम	מנוחה	PROPN;NOM;MASC;SG;3	N;FEM;SG
आराम	נוחי	आराम	נוחי	PROPN;NOM;MASC;SG;3	PROPN
आराम	תנוח	आराम	תנוח	PROPN;NOM;MASC;SG;3	PROPN
रवि	סודאן	रवि	סודאן	PROPN;NOM;MASC;SG;3	PROPN
रवि	השמש	रवि	השמש	PROPN;NOM;MASC;SG;3	
रवि	שמש	रवि	שמש	PROPN;NOM;MASC;SG;3	
रवि	סון	रवि	סון	PROPN;NOM;MASC;SG;3	PROPN
रवि	סאן	रवि	סאן	PROPN;NOM;MASC;SG;3	PROPN
रवि	ראבי	रवि	ראבי	PROPN;NOM;MASC;SG;3	PROPN
रवि	האיחוד	रवि	האיחוד	PROPN;NOM;MASC;SG;3	PROPN
रवि	איחוד	रवि	None	PROPN;NOM;MASC;SG;3	N;MASC;SG
भाजपा	bjp	भाजपा	bjp	PROPN;NOM;FEM;SG;3	
तलाश	חפש	तलाश	חפש	N;NOM;FEM;SG;3	
बेटा	ביתא	बेटा	ביתא	N;NOM;MASC;SG;3	PROPN
बेटा	בטא	बेटा	בטא	N;NOM;MASC;SG;3	PROPN
बेटा	בני	बेटा	בני	N;NOM;MASC;SG;3	PROPN
बेटा	בן	बेटा	בן	N;NOM;MASC;SG;3	PROPN
टुकड़े	פיסות	टुकडा	פיסה	V;PFV;MASC;PL;V.PTCP;ACT	N;FEM;PL
टुकड़े	חתיכות	टुकडा	חתיכות	V;PFV;MASC;PL;V.PTCP;ACT	N;FEM;PL
टुकड़े	חלקים	टुकडा	חלק	V;PFV;MASC;PL;V.PTCP;ACT	N;MASC;PL
क्रिस्टल	גביש	क्रिस्टल	גביש	N;NOM;MASC;SG;3	PROPN
क्रिस्टल	קריסטל	क्रिस्टल	קריסטל	N;NOM;MASC;SG;3	PROPN
चौथा	רביעי	चौथा	רביעי	ADJ;NOM;MASC;SG	PROPN
चौथा	רביעית	चौथा	רביעית	ADJ;NOM;MASC;SG	NUM;FEM;SG
चौथा	fourth	चौथा	fourth	ADJ;NOM;MASC;SG	
चौथा	הרביעית	चौथा	הרביעית	ADJ;NOM;MASC;SG	ADV
चौथा	הרביעי	चौथा	הרביע	ADJ;NOM;MASC;SG	PROPN
प्रसन्न	עליז	प्रसन्न	עליז	PROPN;NOM;MASC;SG;3	
प्रसन्न	מרוצה	प्रसन्न	מרוצה	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
प्रसन्न	מרוצה	प्रसन्न	מרוצה	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
प्रसन्न	מאושר	प्रसन्न	מאושר	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
प्रसन्न	שמחה	प्रसन्न	שמחה	PROPN;NOM;MASC;SG;3	PROPN
प्रसन्न	שמח	प्रसन्न	שמח	PROPN;NOM;MASC;SG;3	
प्रसन्न	מאושרת	प्रसन्न	מאושר	PROPN;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;PASS
सार	מופשט	सार	הופשט		V;MASC;SG;V.PTCP;PASS
सार	מופשטת	सार	הופשט		V;FEM;SG;V.PTCP;PASS
पड़ोसी	שכן	पड़ोसी	שכן	N;NOM;MASC;SG;3	CONJ
पड़ोसी	שכנים	पड़ोसी	שכן	N;NOM;MASC;SG;3	N;MASC;PL
पड़ोसी	השכנים	पड़ोसी	השכן	N;NOM;MASC;SG;3	N;MASC;PL
पड़ोसी	שכנים	पड़ोसी	שכן	N;NOM;MASC;SG;3	N;MASC;PL
पड़ोसी	שכן	पड़ोसी	שכן	N;NOM;MASC;SG;3	CONJ
पड़ोसी	השכן	पड़ोसी	השכן	N;NOM;MASC;SG;3	
गाया	שרתי	गा	שרתי	V;PFV;MASC;SG;V.PTCP;ACT	N;PSSD;MASC;PL
गाया	סאנג	गा	סאנג	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
भ्रम	האשליה	भ्रम	האשליה	N;NOM;MASC;SG;3	PROPN
राजनेता	פוליטיקאי	राजनेता	פוליטיקאי	N;NOM;MASC;PL;3	N;MASC;SG
गोल्ड	זהב	गोल्ड	זהב		N;MASC;SG
गोल्ड	גולד	गोल्ड	גולד		PROPN
भिन्नता	ההבדל	भिन्नता	ההבדל	N;NOM;FEM;SG;3	V;MASC;SG;3;PST
रविवार	ראשון	रविवार	ראשון	PROPN;NOM;MASC;SG;3	PROPN
सारणी	השולחן	सारणी	השולחן	N;NOM;FEM;SG;3	PROPN
नाभिकीय	גרעינית	नाभिकीय	גרעיני	N;NOM;MASC	ADV
नाभिकीय	גרעיני	नाभिकीय	גרעיני	N;NOM;MASC	ADJ;MASC;SG
अपवाद	חריגות	अपवाद	חריג		N;FEM;PL
अपवाद	חריגה	अपवाद	חריגה		N;FEM;SG
लिखना	כתיבה	लिख	כתיבה	V;MASC;NFIN;ACT	N;FEM;SG
