loại	napíšte	loại	napísiť	N	V;PFV;IMP;PL;2;POS;FIN
nghỉ	odpočinku	nghỉ	odpočinka	V	N;INAN;GEN;MASC;SG
paul	pavol	paul	pavol		PROPN;ANIM;NOM;MASC;SG
paul	paul	paul	paul		PROPN;ANIM;NOM;MASC;SG
paul	pavla	paul	pavnúť		PROPN;ANIM;ACC;MASC;SG
thua	prehry	thua	prehra	V	N;INAN;NOM;MASC;PL
thua	prehra	thua	prehra	V	N;NOM;FEM;SG
thua	porazený	thua	porazený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
thua	stratená	thua	stratený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
thua	stratené	thua	stratený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
thua	stratený	thua	stratený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
thua	stratení	thua	stratený	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
uống	pitie	uống	pitie	V	N;NOM;NEUT;SG
uống	nápoj	uống	nápoj	V	N;INAN;NOM;MASC;SG
uống	nápoje	uống	nápoj	V	N;INAN;NOM;MASC;PL
uống	pitie	uống	pitie	V	N;NOM;NEUT;SG
uống	nápojov	uống	nápoj	V	N;INAN;GEN;MASC;PL
nhu	potrebuje	nhu	potrebovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
phạt	potrestať	phạt	potrestať	N	V;PFV;POS;NFIN
phạt	potrestaný	phạt	potrestaný	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
phạt	potrestaná	phạt	potrestaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
phạt	potrestaní	phạt	potrestaný	N	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
đoán	asi	đoán	asi	V	PART
chị	sis	chị	sis	N	
chị	sister	chị	sister	N	
cốt	by	cốt	by	N	V;COND
phe	bočný	phe	bočný	N	ADJ;ANIM;NOM;MASC;SG
phe	side	phe	sideť	N	INTJ
huế	huế	huế	huế	N	PROPN;ANIM;NOM;MASC;SG
lam	hotová	lam	hotový	N	ADJ;NOM;FEM;SG
lam	urobené	lam	urobený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lam	hotové	lam	hotový	N	ADJ;NOM;NEUT;SG
lam	hotovo	lam	hotovo	N	ADV
lam	vykonané	lam	vykonaný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lam	urobil	lam	urobiť	N	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
hoài	dosiahnutý	hoài	dosiahnutý	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
hoài	dosiahnutá	hoài	dosiahnutý	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
hoài	dosiahlo	hoài	dosiahnuť	N	V;PFV;NEUT;SG;POS;PST;V.PTCP
hoài	dosiahnuté	hoài	dosiahnutý	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
hoài	dosiahli	hoài	dosiahnuť	N	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
del	del	del	del		PROPN;ANIM;NOM;MASC;SG
internet	internete	internet	internet		N;INAN;NOM;MASC;SG
internet	internetová	internet	internetový		ADJ;NOM;FEM;SG
internet	internetom	internet	internet		N;INAN;INS;MASC;SG
internet	internet	internet	internet		N;INAN;NOM;MASC;SG
haute	haute	haute	haute		N;NOM;FEM;SG
trà	caj	trà	caj	N	INTJ
der	der	der	der	N	PROPN;ANIM;NOM;MASC;SG
link	spojiť	link	spojiť	N	V;PFV;POS;NFIN
link	prepojiť	link	prepojiť	N	V;PFV;POS;NFIN
kiên	trpezlivosť	kiên	trpezlivosť	ADJ	N;NOM;FEM;SG
kiên	trpezlivosti	kiên	trpezlivosť	ADJ	N;GEN;FEM;SG
nóng	horúci	nóng	horúci	ADJ	N;INAN;NOM;MASC;SG
nóng	sexi	nóng	sexi	ADJ	N;NOM;FEM;SG
nóng	hot	nóng	hot	ADJ	
pha	pha	pha	pho	N	PROPN;ANIM;NOM;MASC;SG
pha	vyrobiť	pha	vyrobiť	N	V;PFV;POS;NFIN
pha	urobiť	pha	urobiť	N	V;PFV;POS;NFIN
pha	aby	pha	aby	N	CONJ;COND
phức	mikroskop	phức	mikroskop	V	N;INAN;NOM;MASC;SG
tròn	kruh	tròn	kruh	ADJ	N;INAN;NOM;MASC;SG
tròn	krúžok	tròn	krúžok	ADJ	N;INAN;NOM;MASC;SG
tròn	kruhu	tròn	kruh	ADJ	N;INAN;GEN;MASC;SG
nhảy	skok	nhảy	skok	V	N;INAN;NOM;MASC;SG
nhảy	skákanie	nhảy	skákanie	V	N;NOM;NEUT;SG
nhảy	jumping	nhảy	jumping	V	N;INAN;NOM;MASC;SG
lạnh	zima	lạnh	zima	ADJ	N;NOM;FEM;SG
lạnh	chlad	lạnh	chlad	ADJ	N;INAN;NOM;MASC;SG
đòi	dopytu	đòi	dopyt	V	N;INAN;GEN;MASC;SG
đòi	dopyt	đòi	dopyt	V	N;INAN;NOM;MASC;SG
washington	washingtonu	washington	washington		N;INAN;GEN;MASC;SG
washington	washington	washington	washington		PROPN;ANIM;NOM;MASC;SG
tiêm	injekciu	tiêm	injekcia	V	DET;ACC;FEM;SG
tiêm	injekcia	tiêm	injekcia	V	DET;NOM;FEM;SG
tiêm	vstrekovanie	tiêm	vstrekovanie	V	N;NOM;NEUT;SG
tiêm	stav	tiêm	stav	V	N;INAN;NOM;MASC;SG
tiêm	podmienkou	tiêm	podmienka	V	N;INS;FEM;SG
tiêm	podmienky	tiêm	podmienka	V	N;NOM;FEM;PL
tiêm	podmienka	tiêm	podmienka	V	N;NOM;FEM;SG
bottom	dne	bottom	deň		N;NOM;NEUT;SG
bottom	spodný	bottom	spodný		ADJ;ANIM;NOM;MASC;SG
bottom	dno	bottom	dno		N;NOM;NEUT;SG
bottom	spodok	bottom	spodok		N;INAN;NOM;MASC;SG
bottom	dolný	bottom	dolný		ADJ;INAN;NOM;MASC;SG
đau	bolí	đau	byť	ADJ	V;IPFV;IND;SG;3;POS;PRS;FIN
đau	bolesti	đau	bolesť	ADJ	N;NOM;FEM;PL
đau	bolesť	đau	bolesť	ADJ	N;NOM;FEM;SG
đau	ublížiť	đau	ublížiť	ADJ	V;PFV;POS;NFIN
lọc	filter	lọc	filter	V	N;INAN;NOM;MASC;SG
lọc	filtrovanie	lọc	filtrovanie	V	N;NOM;NEUT;SG
lọc	filtre	lọc	filter	V	N;NOM;FEM;PL
lọc	filtrov	lọc	filter	V	N;INAN;GEN;MASC;PL
vui	vtipné	vui	vtipný		ADJ;NOM;NEUT;SG
vui	smiešne	vui	smiešne		ADV
vui	sranda	vui	sranda		N;NOM;FEM;SG
vui	zábavné	vui	zábavný		ADJ;NOM;NEUT;SG
vui	fun	vui	fun		
vui	zábava	vui	zábava		N;NOM;FEM;SG
vui	sranda	vui	sranda		N;NOM;FEM;SG
vui	srandy	vui	sranda		N;NOM;FEM;PL
vui	šťastný	vui	šťastný		ADJ;ANIM;NOM;MASC;SG
vui	šťastne	vui	šťastne		ADV
vui	šťastné	vui	šťastný		ADJ;NOM;NEUT;SG
israel	izraela	israel	izrael		N;NOM;FEM;SG
israel	izrael	israel	izrael		N;INAN;NOM;MASC;SG
israel	izraelom	israel	izrael		N;INAN;INS;MASC;SG
khổ	trápenie	khổ	trápenie	ADJ	N;NOM;NEUT;SG
khổ	utrpenie	khổ	utrpenie	ADJ	N;NOM;NEUT;SG
khổ	utrpenia	khổ	utrpenie	ADJ	N;NOM;NEUT;PL
khổ	tvrdo	khổ	tvrdo	ADJ	ADV
khổ	silno	khổ	silno	ADJ	ADV
khổ	ťažko	khổ	ťažko	ADJ	ADV
khổ	bieda	khổ	bieda	ADJ	N;NOM;FEM;SG
khổ	trápenie	khổ	trápenie	ADJ	N;NOM;NEUT;SG
khổ	utrpenie	khổ	utrpenie	ADJ	N;NOM;NEUT;SG
site	stránka	site	stránka		N;NOM;FEM;SG
site	lokalita	site	lokalita		N;NOM;FEM;SG
site	mieste	site	miesto		N;NOM;NEUT;SG
site	site	site	site		INTJ
site	miesto	site	miesto		N;NOM;NEUT;SG
canh	strážiť	canh	strážiť	N	V;PFV;POS;NFIN
thuế	daňové	thuế	daňový	N	ADJ;NOM;NEUT;SG
kansas	kansas	kansas	kansas	N	PROPN;ANIM;NOM;MASC;SG
love	love	love	lov		
love	lásky	love	láska		N;NOM;FEM;PL
love	milovať	love	milovať		V;IPFV;POS;NFIN
love	laska	love	laska		N;NOM;FEM;SG
love	láska	love	láska		N;NOM;FEM;SG
des	des	des	des	N	
dinh	dinh	dinh	dinh		PROPN;ANIM;NOM;MASC;SG
anime	anime	anime	anima		
giọng	hlasové	giọng	hlasový	N	ADJ;NOM;NEUT;SG
michael	michaela	michael	michail		PROPN;NOM;FEM;SG
michael	michal	michael	michať		PROPN;ANIM;NOM;MASC;SG
michael	michael	michael	michael		PROPN;ANIM;NOM;MASC;SG
tám	eight	tám	eight	NUM	PROPN;ANIM;NOM;MASC;SG
cặp	pár	cặp	pár	N	NUM;NOM;NEUT;SG
cặp	pár	cặp	pár	N	NUM;NOM;NEUT;SG
non	non	non	non	N	PROPN;ANIM;NOM;MASC;SG
insee	insee	insee	insee	N	
lee	lee	lee	lee	N	PROPN;ANIM;NOM;MASC;SG
campuchia	kambodžské	campuchia	kambodžský	N	ADJ;NOM;NEUT;SG
colombia	kolumbijská	colombia	kolumbijský	N	ADJ;NOM;FEM;SG
charles	charles	charles	charles		PROPN;ANIM;NOM;MASC;SG
chối	popieranie	chối	popieranie	V	N;NOM;NEUT;SG
than	uhoľné	than	uhoľný		ADJ;NOM;NEUT;SG
than	uhlie	than	uhlieť		N;NOM;NEUT;PL
than	sťažovať	than	sťažovať		V;IPFV;POS;NFIN
than	uhlie	than	uhlieť		N;NOM;NEUT;PL
tuấn	juna	tuấn	juna	N	
tuấn	jún	tuấn	jún	N	INTJ
tuấn	jun	tuấn	jun	N	
