char	char	char	char	N;MASC;SG	
armés	οπλισμένος	armer	οπλισμένος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
armés	ένοπλες	armer	ένοπλος	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL
armés	οπλισμένο	armer	οπλίζω	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
ward	πτέρυγα	ward	πτέρυγα	PROPN	N;NOM;FEM;SG
ward	γουόρντ	ward	γουόρντ	PROPN	
matthieu	μάθιου	matthieu	μάθιος	PROPN	PROPN;NOM;MASC;SG
matthieu	ματ	matthieu	ματ	PROPN	N
matthieu	matt	matthieu	matt	PROPN	
crête	ριτζ	crête	ριτζ	N;FEM;SG	
crête	crest	crête	crest	N;FEM;SG	
textile	υφαντικές	textile	υφαντικός	N;MASC;SG	ADJ;NOM;FEM;PL
textile	κλωστοϋφαντουργικά	textile	κλωστοϋφτουρουργικός	N;MASC;SG	ADV
textile	υφάσματα	textile	ύφασμα	N;MASC;SG	N;NOM;NEUT;PL
pionnier	πρωτοποριακό	pionnier	πρωτοποριακός	N;MASC;SG	ADJ;NOM;NEUT;SG
pionnier	πρωτοπόρος	pionnier	πρωτοπόρος	N;MASC;SG	ADJ;NOM;MASC;SG
assise	καθισμένος	asseoir	καθισμένος	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
assise	καθιστός	asseoir	καθιστός	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
assise	καθισμένος	asseoir	καθισμένος	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
assise	ασίζης	asseoir	ασίζη	V;FEM;SG;PST;V.PTCP	N;GEN;FEM;SG
assise	σαβ	asseoir	σαβ	V;FEM;SG;PST;V.PTCP	
sables	άμμου	sable	άμμος	N;MASC;PL	N;GEN;FEM;SG
sables	σαντ	sable	σαντ	N;MASC;PL	
sables	άμμος	sable	άμμος	N;MASC;PL	N;NOM;FEM;SG
sables	άμμο	sable	άμμος	N;MASC;PL	N;NOM;FEM;SG
sables	σαντς	sable	σαντς	N;MASC;PL	
sables	άμμος	sable	άμμος	N;MASC;PL	N;NOM;FEM;SG
mystique	mystic	mystique	mystic	ADJ;MASC;SG	
mystique	μυστίκ	mystique	μυστίκ	ADJ;MASC;SG	N
zoo	ζωολογικό	zoo	ζωολογικός	N;MASC;SG	ADJ;NOM;NEUT;SG
proposés	προτεινόμενη	proposer	προτεινόμενος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
proposés	προτεινόμενο	proposer	προτεινόμενος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
proposés	προτεινόμενος	proposer	προτεινόμενος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
lotus	lotus	lotus	lotus	PROPN	
fischer	fischer	fischer	fischer	PROPN	
fischer	φίσερ	fischer	φίσερ	PROPN	
innocent	αθώα	innocent	αθώα	ADJ;MASC;SG	ADV
innocent	αθώοι	innocent	αθώοι	ADJ;MASC;SG	ADJ;NOM;MASC;PL
parking	πάρκινγκ	parking	πάρκινγκ	N;MASC;SG	
trek	τρεκ	trek	τρεκ	N;MASC;SG	
leclerc	λεκλέρκ	leclerc	λεκλέρκ	PROPN	N
fabriqué	φτιαγμένα	fabriquer	φτιαγμένα	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;PL
fabriqué	κατασκευάζεται	fabriquer	κατασκευάζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
fabriqué	κατασκευασμένα	fabriquer	κατασκευασμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
fabriqué	παρασκευάζεται	fabriquer	παρασκευάζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
fabriqué	κατασκευάστηκαν	fabriquer	κατασκευάζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
fabriqué	κατασκευάζονται	fabriquer	κατασκευάζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
fabriqué	κατασκευασμένες	fabriquer	κατασκευασμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
fabriqué	κατασκευασμένα	fabriquer	κατασκευασμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
comportements	συμπεριφορά	comportement	συμπεριφορά	N;MASC;PL	N;ACC;FEM;SG
comportements	συμπεριφορα	comportement	συμπεριφορα	N;MASC;PL	N;ACC;FEM;SG
cardinaux	καρδινάλιοι	cardinal	καρδινάλιο	N;MASC;PL	ADJ;NOM;MASC;PL
locomotives	ατμομηχανή	locomotive	ατμομηχανός	N;FEM;PL	N;NOM;FEM;SG
paraguay	παραγουάη	paraguay	παραγουάος	PROPN	PROPN;ACC;FEM;SG
oran	οράν	oran	οράν	PROPN	PROPN;NOM;NEUT;SG
rodríguez	ροντρίγκεζ	rodríguer	ροντρίγκω	PROPN	
rodríguez	rodríguez	rodríguer	rodríguez	PROPN	
ruth	ruth	ruth	ruth	PROPN	
ruth	ρουθ	ruth	ρουθ	PROPN	
tactique	τακτικές	tactique	τακτικός	ADJ;FEM;SG	ADJ;NOM;FEM;PL
fondamentale	θεμελιώδη	fondamental	θεμελιώδη	ADJ;FEM;SG	ADV
fondamentale	θεμελιώδεις	fondamental	θεμελίωδη	ADJ;FEM;SG	N;NOM;FEM;PL
fondamentale	θεμελιωδών	fondamental	θεμελιώδης	ADJ;FEM;SG	ADJ;GEN;FEM;PL
balzac	μπαλζάκ	balzac	μπαλζάκ	PROPN	
originaux	πρωτότυπα	original	πρωτότυπο	ADJ;MASC;PL	ADV
originaux	αυθεντικό	original	αυθεντικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
originaux	αρχική	original	αρχικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
originaux	πρωτότυπο	original	πρωτότυπο	ADJ;MASC;PL	N;NOM;NEUT;SG
originaux	αρχικό	original	αρχικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
originaux	αρχικός	original	αρχικός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
vera	βέρα	voia	βέρα	PROPN	PROPN;NOM;FEM;SG
boeing	boeing	boeing	boeing	N;MASC;SG	
newton	νιούτον	newton	νιούτος	PROPN	
newton	newton	newton	newton	PROPN	
armstrong	άρμστρονγκ	armstrong	άρμστρονγκ	PROPN	PROPN;NOM;MASC;SG
sauvé	αποθηκευμένα	sauver	αποθηκεύω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
sauvé	αποθηκευμένες	sauver	αποθηκεύω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
récompensé	απονέμεται	récompenser	απονέμω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
alonso	alonso	alonso	alonso	PROPN	
jambes	πόδι	jambe	πόδι	N;FEM;PL	N;NOM;NEUT;SG
cracovie	κρακοβία	cracovie	κρακοβία	PROPN	PROPN;NOM;FEM;SG
cracovie	κρακοβία	cracovie	κρακοβία	PROPN	PROPN;NOM;FEM;SG
dissoute	διαλυμένο	dissoudre	διαλύω	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
gil	gil	gil	gil	PROPN	
gil	γκιλ	gil	γκιλ	PROPN	
céréales	δημητριακά	céréale	δημητριακός	N;FEM;PL	ADV
céréales	δημητριακά	céréale	δημητριακός	N;FEM;PL	ADV
pts	pts	pts	pts	N;MASC;SG	
confirmer	επιβεβαίωση	confirmer	επιβεβαίωση	V;NFIN	N;NOM;FEM;SG
diminuer	μείωση	diminuer	μείωση	V;NFIN	N;ACC;FEM;SG
diminuer	ελάττωση	diminuer	ελάττωση	V;NFIN	N;ACC;FEM;SG
diminuer	φθίνουσα	diminuer	φθίνων	V;NFIN	ADV
coréenne	κορεάτικα	coréen	κορεάτικος	ADJ;FEM;SG	ADJ;NOM;NEUT;PL
coréenne	κορέας	coréen	κορέας	ADJ;FEM;SG	PROPN;GEN;FEM;SG
coréenne	κορέα	coréen	κορέας	ADJ;FEM;SG	PROPN;ACC;FEM;SG
intermédiaires	ενδιάμεσα	intermédiaire	ενδιάμεσα	ADJ;MASC;PL	ADV
intermédiaires	ενδιάμεσος	intermédiaire	ενδιάμεσος	ADJ;MASC;PL	ADJ;NOM;MASC;SG
intermédiaires	ενδιάμεση	intermédiaire	ενδιάμεση	ADJ;MASC;PL	N;NOM;FEM;SG
intermédiaires	ενδιάμεσο	intermédiaire	ενδιάμεσος	ADJ;MASC;PL	N;NOM;NEUT;SG
intermédiaires	ενδιάμεσος	intermédiaire	ενδιάμεσος	ADJ;MASC;PL	ADJ;NOM;MASC;SG
intermédiaires	μεσάζοντες	intermédiaire	μεσάζω	ADJ;MASC;PL	N;NOM;MASC;PL
délégués	εκπρόσωποι	déléguer	εκπρόσωπος	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;PL
délégués	αντιπρόσωποι	déléguer	αντιπρόσωπος	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;PL
délégués	αντιπρόσωπος	déléguer	αντιπρόσωπος	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;SG
délégués	εκπρόσωπος	déléguer	εκπρόσωπος	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;SG
rabat	ραμπάτ	rabat	ραμπάτ	N;MASC;SG	
habsbourg	habsburg	habsbourg	habsburg	N;MASC;SG	
équipés	εξοπλισμένο	équiper	εξοπλίζω	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
voté	ψήφισαν	voter	ψηφίζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
voltaire	βολταίρος	voltaire	βολταίρος	ADJ;MASC;SG	N;NOM;MASC;SG
rogers	ρότζερς	roger	ρότζερς	PROPN	
santo	σάντο	santo	σάντος	PROPN	
renouvellement	ανανεώσει	renouvellement	ανανεώνω	N;MASC;SG	V;PFV;IND;SG;3;FIN;ACT
renouvellement	ανανεώσεις	renouvellement	ανάνεωση	N;MASC;SG	N;NOM;FEM;PL
plumes	φτερό	plume	φτερός	N;FEM;PL	N;NOM;NEUT;SG
plumes	φτερωτό	plume	φτερωτός	N;FEM;PL	N;NOM;NEUT;SG
entrepreneur	ανάδοχο	entrepreneur	ανάδοχος	N;MASC;SG	ADJ;NOM;FEM;SG
entrepreneur	ανάδοχος	entrepreneur	ανάδοχος	N;MASC;SG	ADJ;NOM;MASC;SG
martín	μαρτίν	martín	μαρτίν	PROPN	
martín	martin	martín	martin	PROPN	
martín	μάρτιν	martín	μάρτιν	PROPN	
municipaux	δημοτική	municipal	δημοτικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
jung	γιουνγκ	jung	γιουνγκ	PROPN	NUM;NOM;MASC;SG
jung	τζουνγκ	jung	τζουνγκ	PROPN	N
jamie	jamie	jamie	jamie	PROPN	
jamie	τζέιμι	jamie	τζέιμι	PROPN	
manœuvre	ελιγμών	œuvre	ελιγμή	N;FEM;SG	N;GEN;FEM;PL
népal	νεπάλ	népal	νεπάλ	N;MASC;SG	
assassin	δολοφόνος	assassin	δολοφόνος	N;MASC;SG	ADJ;NOM;MASC;SG
assassin	δολοφόνος	assassin	δολοφόνος	N;MASC;SG	ADJ;NOM;MASC;SG
associées	σχετιζόμενη	associer	σχετιζόμενος	V;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
bactéries	βακτήριο	bactérie	βακτήριο	N;FEM;PL	N;NOM;NEUT;SG
véronique	veronica	véronique	veronica	ADJ;MASC;SG	
biographies	bios	biographie	bios	N;FEM;PL	
chuck	τσακ	chuck	τσακ	PROPN	NUM;NOM;MASC;SG
chuck	chuck	chuck	chuck	PROPN	
kyoto	κυότο	kyoto	κύοτος	PROPN	N;NOM;MASC;SG
kyoto	κιότο	kyoto	κιότο	PROPN	
invisible	αόρατοι	invisible	αόρατος	ADJ;MASC;SG	ADJ;NOM;MASC;PL
invisible	αόρατα	invisible	αόρα	ADJ;MASC;SG	ADJ;NOM;NEUT;PL
cambodge	καμπότζη	cambodge	καμπότζη	N;MASC;SG	
attribués	απέδωσε	attribuer	αποδίδω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
attribués	αποδόθηκε	attribuer	αποδίδω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
attribués	αποδίδεται	attribuer	αποδίδω	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
bonsoir	καληνύχτα	bonsoir	καληνύχος	INTJ	N;VOC;FEM;SG
légumes	λαχανικό	légume	λαχανικός	N;MASC;PL	N;NOM;NEUT;SG
légumes	λαχανικά	légume	λαχανικά	N;MASC;PL	ADV
niger	νίγηρα	niger	νίγηρα	N;MASC;SG	
vain	ματαιόδοξος	vain	ματαιόδοξος	ADJ;MASC;SG	N;NOM;FEM;SG
caserne	στρατώνες	caserne	στρατώνα	N;FEM;SG	N;NOM;FEM;PL
anthropologie	anthropologie	anthropologie	anthropologie	N;FEM;SG	
anthropologie	ανθρωπολογική	anthropologie	ανθρωπολογικός	N;FEM;SG	ADJ;NOM;FEM;SG
mexicaine	μεξικάνος	mexicain	μεξικάνος	ADJ;FEM;SG	ADV
dupuis	dupuis	dupuis	dupuis	PROPN	
weber	γουέμπερ	weber	γουέμπερ	PROPN	
weber	weber	weber	weber	PROPN	
cédric	σέντρικ	cédric	σέντρικ	PROPN	
cédric	σεντρίκ	cédric	σεντρίκ	PROPN	N
quarantaine	καραντίνα	quarantaine	καραντίνα	N;FEM;SG	ADV
concurrents	διαγωνιζόμενοι	concurrent	διαγωνιζόμενος	N;MASC;PL	V;PFV;NOM;MASC;PL;V.PTCP;PASS
concurrents	ανταγωνιστής	concurrent	ανταγωνιστής	N;MASC;PL	N;NOM;MASC;SG
concurrents	ανταγωνιστή	concurrent	ανταγωνιστής	N;MASC;PL	N;ACC;MASC;SG
estimations	εκτίμηση	estimation	εκτίμηση	N;FEM;PL	N;ACC;FEM;SG
estimations	εκτιμώμενη	estimation	εκτιμώμενος	N;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
estimations	εκτιμώμενο	estimation	εκτιμώμενο	N;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
jackie	τζάκι	jackie	τζάκι	PROPN	N;NOM;NEUT;SG
jackie	τζάκυ	jackie	τζάκυ	PROPN	N
jackie	jackie	jackie	jackie	PROPN	
dissous	διαλυμένο	dissoudre	διαλύω	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
réplique	απαντήστε	réplique	απαντώ	N;FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
staline	στάλιν	staline	στάλιν	N;FEM;SG	
ban	μπαν	ban	μπαν	N;MASC;SG	
azerbaïdjan	αζερμπαϊτζάν	azerbaïdjan	αζερμπαϊτζάν	PROPN	
tgv	tgv	tgv	tgv	N;MASC;SG	
walsh	γουόλς	walsh	γουόλς	PROPN	N;NOM;MASC;SG
