der	os	der	o	DET;NOM;DEF;MASC;SG	PRO;ACC;MASC;PL;3
betroffenen	afetadas	betroffen	afetar	ADJ;PL	V;FEM;PL;V.PTCP
betroffenen	afectados	betroffen	afectar	ADJ;PL	V;MASC;PL;V.PTCP
betroffenen	afetada	betroffen	afetado	ADJ;PL	V;FEM;SG;V.PTCP
betroffenen	afectado	betroffen	afectar	ADJ;PL	V;MASC;SG;V.PTCP
betroffenen	afetados	betroffen	afetar	ADJ;PL	V;MASC;PL;V.PTCP
gelb	amber	gelb	amber	ADJ	N;MASC;SG
gelb	âmbar	gelb	âmbar	ADJ	N;MASC;SG
gelb	amarelos	gelb	amarelo	ADJ	N;MASC;PL
gelb	amarela	gelb	amarela	ADJ	N;FEM;SG
nachfolge	sucessor	nachfolg	sucessor	ADJ	N;MASC;SG
nachfolge	sucessora	nachfolg	sucessora	ADJ	N;FEM;SG
nachfolge	sucessão	nachfolg	sucessão	ADJ	N;FEM;SG
absatz	parágrafo	absatz	parágrafo		N;MASC;SG
absatz	calcanhar	absatz	calcanhar		N;MASC;SG
arrondissement	arrondissement	arrondissement	arrondissement	ADJ	N;MASC;SG
feuerwehr	fire	feuerwehr	fire	ADJ	N;MASC;SG
feuerwehr	fogueira	feuerwehr	fogueira	ADJ	N;FEM;SG
feuerwehr	fogo	feuerwehr	fogo	ADJ	N;MASC;SG
feuerwehr	incêndio	feuerwehr	incêndio	ADJ	N;MASC;SG
feuerwehr	bombeiros	feuerwehr	bombeiro	ADJ	N;MASC;PL
feuerwehr	bombeiro	feuerwehr	bombeiro	ADJ	N;MASC;SG
bekannter	familiaridade	bekannter	familiaridade	ADJ	N;FEM;SG
leichtathletik	atletismo	leichtathletik	atletismo	ADJ	N;MASC;SG
leichtathletik	iaaf	leichtathletik	iaaf	ADJ	N;FEM;SG
golden	dourada	golden	dourar		V;FEM;SG;V.PTCP
golden	dourados	golden	dourar		V;MASC;PL;V.PTCP
golden	golden	golden	golden		N;MASC;SG
golden	ouro	golden	ouro		N;MASC;SG
golden	dourado	golden	dourar		V;MASC;SG;V.PTCP
integriert	integral	integrieren	integral	V;V.PTCP	ADJ;MASC;SG
freier	pretendente	frei	pretendente	ADJ	N;MASC;SG
genaue	exato	genau	exato	ADJ;NOM	N;MASC;SG
genaue	exatas	genau	exato	ADJ;NOM	N;FEM;PL
genaue	exatos	genau	exato	ADJ;NOM	N;MASC;PL
genaue	exato	genau	exato	ADJ;NOM	N;MASC;SG
genaue	exatas	genau	exato	ADJ;NOM	N;FEM;PL
spuren	trilhas	spur	trilha	V;NFIN	N;FEM;PL
spuren	trilhos	spur	trilho	V;NFIN	N;MASC;PL
spuren	faixas	spur	faixa	V;NFIN	N;FEM;PL
spuren	traces	spur	trace	V;NFIN	N;MASC;SG
spuren	traços	spur	traço	V;NFIN	N;MASC;PL
spuren	vestígios	spur	vestígio	V;NFIN	N;MASC;PL
spuren	pegadas	spur	pegada	V;NFIN	N;FEM;PL
spuren	passos	spur	passo	V;NFIN	N;MASC;PL
spuren	traço	spur	traço	V;NFIN	N;MASC;SG
spuren	vestígios	spur	vestígio	V;NFIN	N;MASC;PL
schwierig	complicado	schwierig	complicar	ADJ	V;MASC;SG;V.PTCP
schwierig	hard	schwierig	hard	ADJ	N;MASC;SG
schwierig	dura	schwierig	durar	ADJ	V;IND;SG;3;PRS;FIN
schwierig	durão	schwierig	durão	ADJ	N;MASC;SG
benjamin	benjamin	benjamin	benjamin	PROPN;NOM;MASC;SG	N;MASC;SG
benjamin	benjamim	benjamin	benjamim	PROPN;NOM;MASC;SG	N;MASC;SG
kaufte	comprei	kaufen	comprar	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
kaufte	comprados	kaufen	comprar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
angeschlossen	afiliado	anschließen	afiliar	ADJ;V.PTCP	V;MASC;SG;V.PTCP
angeschlossen	filiados	anschließen	filiar	ADJ;V.PTCP	V;MASC;PL;V.PTCP
angeschlossen	afiliada	anschließen	afiliar	ADJ;V.PTCP	V;FEM;SG;V.PTCP
angeschlossen	associadas	anschließen	associar	ADJ;V.PTCP	V;FEM;PL;V.PTCP
angeschlossen	afiliados	anschließen	afiliar	ADJ;V.PTCP	N;MASC;PL
angeschlossen	anexada	anschließen	anexar	ADJ;V.PTCP	V;FEM;SG;V.PTCP
angeschlossen	anexados	anschließen	anexar	ADJ;V.PTCP	V;MASC;PL;V.PTCP
angeschlossen	anexa	anschließen	anexo	ADJ;V.PTCP	N;FEM;SG
angeschlossen	anexado	anschließen	anexado	ADJ;V.PTCP	V;MASC;SG;V.PTCP
angeschlossen	ligada	anschließen	ligar	ADJ;V.PTCP	V;FEM;SG;V.PTCP
angeschlossen	conectados	anschließen	conectar	ADJ;V.PTCP	V;MASC;PL;V.PTCP
angeschlossen	ligado	anschließen	ligar	ADJ;V.PTCP	V;MASC;SG;V.PTCP
angeschlossen	ligados	anschließen	ligar	ADJ;V.PTCP	V;MASC;PL;V.PTCP
angeschlossen	conectado	anschließen	conectar	ADJ;V.PTCP	V;MASC;SG;V.PTCP
angeschlossen	aderiram	anschließen	aderir	ADJ;V.PTCP	V;IND;PL;3;FIN
angeschlossen	entrou	anschließen	entrar	ADJ;V.PTCP	V;IND;SG;3;PST;FIN
angeschlossen	aderiu	anschließen	aderir	ADJ;V.PTCP	V;IND;SG;3;PST;FIN
angeschlossen	juntou	anschließen	juntar	ADJ;V.PTCP	V;IND;SG;3;PST;FIN
hoffe	esperando	hoffen	esperar		V;V.MSDR
hoffe	esperança	hoffen	esperança		N;FEM;SG
hoffe	hope	hoffen	hope		N;MASC;SG
hoffe	esperanças	hoffen	esperança		N;FEM;PL
konzert	concerto	konzert	concerto	ADJ	N;MASC;SG
konzert	concerto	konzert	concerto	ADJ	N;MASC;SG
konzert	concertos	konzert	concerto	ADJ	N;MASC;PL
konzert	concert	konzert	concert	ADJ	N;MASC;SG
konzert	concertos	konzert	concerto	ADJ	N;MASC;PL
konzert	shows	konzert	show	ADJ	N;MASC;PL
betrifft	assunto	betreffen	assunto	V;IND;SG;3;PRS;FIN	N;MASC;SG
betrifft	objecto	betreffen	objecto	V;IND;SG;3;PRS;FIN	N;MASC;SG
jahrbuch	anuário	jahrbuch	anuário		N;MASC;SG
verstorbenen	defunto	verstorben	defunto	V;IND;PL;3;PST;FIN	N;MASC;SG
verstorbenen	falecida	verstorben	falecer	V;IND;PL;3;PST;FIN	N;FEM;SG
verstorbenen	falecido	verstorben	falecer	V;IND;PL;3;PST;FIN	V;MASC;SG;V.PTCP
milliarden	bilhão	milliarden	bilhão	N;NOM;FEM;PL	N;MASC;SG
heer	exército	heer	exército		N;MASC;SG
heer	tropa	heer	tropa		N;FEM;SG
heer	army	heer	army		N;MASC;SG
erhältlich	disponíveis	erhältlich	disponível	ADJ	N;MASC;PL
gang	gangue	gang	gangue		N;FEM;SG
gang	gang	gang	gang		N;MASC;SG
gang	quadrilha	gang	quadrilha		N;FEM;SG
gang	bando	gang	bando		N;MASC;SG
last	carregar	last	carregar		V;NFIN
last	carga	last	carga		N;FEM;SG
last	ónus	last	ónus		N;MASC;SG
last	fardo	last	fardo		N;MASC;SG
schneller	swift	schnell	swift	ADJ	N;MASC;SG
schneller	fast	schnell	fast	ADJ	N;MASC;SG
angabe	indicação	angabe	indicação		N;FEM;SG
runs	runs	runs	rum		N;MASC;PL
lehrte	ensinei	lehren	ensinir	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
lehrte	ensinados	lehren	ensinar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
jahrzehnten	décadas	jahrzehnt	década	ADJ	N;FEM;PL
tirol	tirol	tirol	tirol		N;MASC;SG
tirol	innsbruck	tirol	innsbruck		N;MASC;SG
tirol	tirol	tirol	tirol		N;MASC;SG
verhandlungen	negociação	verhandlingen	negociação	V	N;FEM;SG
verhandlungen	negociações	verhandlingen	negociação	V	N;FEM;PL
verhandlungen	negociação	verhandlingen	negociação	V	N;FEM;SG
verhandlungen	negociações	verhandlingen	negociação	V	N;FEM;PL
verhandlungen	negociações	verhandlingen	negociação	V	N;FEM;PL
verhandlungen	debates	verhandlingen	debate	V	N;MASC;PL
umfeld	arredores	umfeld	arredores	ADJ	N;MASC;PL
umfeld	ambientes	umfeld	ambiente	ADJ	N;MASC;PL
claude	cláudia	claude	cláudia	PROPN;NOM;MASC;SG	N;FEM;SG
claude	claude	claude	claude	PROPN;NOM;MASC;SG	N;MASC;SG
zdf	zdf	zdf	zdf	PROPN;NOM;MASC;SG	N;FEM;SG
tony	tony	tony	tony	PROPN;NOM;MASC;SG	N;MASC;SG
schaden	lesões	schaden	lesão	V;NFIN	N;FEM;PL
schaden	lesão	schaden	lesão	V;NFIN	N;FEM;SG
schaden	prejuízo	schaden	prejuízo	V;NFIN	N;MASC;SG
schaden	ferimento	schaden	ferimento	V;NFIN	N;MASC;SG
schaden	dano	schaden	dano	V;NFIN	N;MASC;SG
schaden	danos	schaden	dano	V;NFIN	N;MASC;PL
schaden	estrago	schaden	estrago	V;NFIN	N;MASC;SG
schaden	dano	schaden	dano	V;NFIN	N;MASC;SG
schaden	danos	schaden	dano	V;NFIN	N;MASC;PL
schaden	prejuízos	schaden	prejuízo	V;NFIN	N;MASC;PL
schaden	indemnização	schaden	indemnização	V;NFIN	N;FEM;SG
zeitungen	jornal	zeitungen	jornal	V;NFIN	N;MASC;SG
zeitungen	jornais	zeitungen	jornal	V;NFIN	N;MASC;PL
zeitungen	jornal	zeitungen	jornal	V;NFIN	N;MASC;SG
zeitungen	jornais	zeitungen	jornal	V;NFIN	N;MASC;PL
zeitungen	papéis	zeitungen	papel	V;NFIN	N;MASC;PL
königlich	regal	königlich	regal	ADJ	N;MASC;SG
königlich	realeza	königlich	realezar	ADJ	N;FEM;SG
königlich	real	königlich	real	ADJ	N;MASC;SG
königlich	royal	königlich	royal	ADJ	N;MASC;SG
iran	irã	iran	irã	PROPN;NOM;MASC;SG	N;MASC;SG
iran	irão	iran	ir	PROPN;NOM;MASC;SG	V;IND;PL;3;FUT;FIN
iran	iraniana	iran	iraniano	PROPN;NOM;MASC;SG	N;FEM;SG
iran	iranianos	iran	iraniano	PROPN;NOM;MASC;SG	N;MASC;PL
iran	iraniano	iran	iraniano	PROPN;NOM;MASC;SG	N;MASC;SG
seen	lagos	sein	lago		N;MASC;PL
feste	sólidos	fest	sólido	ADJ;NOM;FEM;PL	N;MASC;PL
feste	sólido	fest	sólido	ADJ;NOM;FEM;PL	ADJ;MASC;SG
feste	sólida	fest	sólido	ADJ;NOM;FEM;PL	ADJ;FEM;SG
feste	fixo	fest	fixo	ADJ;NOM;FEM;PL	N;MASC;SG
feste	fixas	fest	fixo	ADJ;NOM;FEM;PL	N;FEM;PL
feste	corrigido	fest	corrigir	ADJ;NOM;FEM;PL	V;MASC;SG;V.PTCP
feste	fixa	fest	fixo	ADJ;NOM;FEM;PL	N;FEM;SG
kabinett	armário	kabinett	armário	PROPN	N;MASC;SG
kabinett	gabinete	kabinett	gabinete	PROPN	N;MASC;SG
vorpommern	pomerânia	vorpommern	pomerânia	PROPN	N;FEM;SG
vorpommern	vorpommern	vorpommern	vorpommern	PROPN	N;MASC;SG
assistent	assistente	assistent	assistente	ADJ	N;MASC;SG
assistent	wizard	assistent	wizard	ADJ	N;MASC;SG
assistent	mágico	assistent	mágico	ADJ	N;MASC;SG
assistent	assistente	assistent	assistente	ADJ	N;MASC;SG
assistent	mago	assistent	mago	ADJ	N;MASC;SG
assistent	feiticeiro	assistent	feiticeiro	ADJ	N;MASC;SG
warten	espera	warten	espera	V;NFIN	N;FEM;SG
andrew	andré	andrew	andré	PROPN;NOM;SG	N;MASC;SG
andrew	andrew	andrew	andrew	PROPN;NOM;SG	N;MASC;SG
register	regista	register	registar		V;IND;SG;3;PRS;FIN
register	registro	register	registro		N;MASC;SG
register	registrar	register	registrar		V;NFIN
register	registo	register	registo		N;MASC;SG
register	registar	register	registar		V;NFIN
register	registos	register	registo		N;MASC;PL
register	secretaria	register	secretaria		N;FEM;SG
register	registro	register	registro		N;MASC;SG
register	registo	register	registo		N;MASC;SG
douglas	douglas	douglas	dougla	PROPN;NOM;MASC;SG	N;FEM;PL
beginnen	início	beginnen	início	V;NFIN	N;MASC;SG
koblenz	koblenz	koblenz	koblenz		N;MASC;SG
becker	becker	becker	becker	PROPN;NOM;MASC;SG	N;MASC;SG
flotte	frotas	flott	frota	ADJ;NOM;FEM;SG	N;FEM;PL
flotte	frota	flott	frota	ADJ;NOM;FEM;SG	N;FEM;SG
flugzeug	avião	flugzeug	avião	ADJ	N;MASC;SG
flugzeug	avião	flugzeug	avião	ADJ	N;MASC;SG
flugzeug	aviões	flugzeug	avião	ADJ	N;MASC;PL
flugzeug	avião	flugzeug	avião	ADJ	N;MASC;SG
flugzeug	aeronave	flugzeug	aeronave	ADJ	N;FEM;SG
flugzeug	aviões	flugzeug	avião	ADJ	N;MASC;PL
flugzeug	aeronaves	flugzeug	aeronave	ADJ	N;FEM;PL
flugzeug	avião	flugzeug	avião	ADJ	N;MASC;SG
bestehend	consistindo	bestehend	consistir	ADJ	V;V.MSDR
server	servidores	serv	servidor		N;MASC;PL
server	servidor	serv	servidor		N;MASC;SG
server	server	serv	server		N;MASC;SG
kritisiert	críticas	kritisieren	crítica	V;V.PTCP	N;FEM;PL
kritisiert	crítica	kritisieren	crítico	V;V.PTCP	N;FEM;SG
vermutet	suspeita	vermuten	suspeita	V;V.PTCP	N;FEM;SG
vermutet	suspeito	vermuten	suspeito	V;V.PTCP	N;MASC;SG
vermutet	suspeitos	vermuten	suspeito	V;V.PTCP	N;MASC;PL
vermutet	suspeitos	vermuten	suspeito	V;V.PTCP	N;MASC;PL
vermutet	presumível	vermuten	presumível	V;V.PTCP	ADJ;MASC;SG
angst	angústia	angst	angústia		N;FEM;SG
angst	fear	angst	fear		N;MASC;SG
angst	temer	angst	temer		V;NFIN
angst	medo	angst	medo		N;MASC;SG
angst	ansiedade	angst	ansiedade		N;FEM;SG
angst	receios	angst	receio		N;MASC;PL
angst	temores	angst	temor		N;MASC;PL
angst	medos	angst	medo		N;MASC;PL
angst	assustado	angst	assustar		V;MASC;SG;V.PTCP
angst	assustados	angst	assustado		V;MASC;PL;V.PTCP
angst	medo	angst	medo		N;MASC;SG
angst	assustada	angst	assustar		V;FEM;SG;V.PTCP
innen	inside	innen	insidir	ADV	N;MASC;SG
wesentliche	essência	wesentlich	essência	ADJ;NOM;FEM;PL	N;FEM;SG
wesentliche	essencial	wesentlich	essencial	ADJ;NOM;FEM;PL	ADJ;MASC;SG
wesentliche	essencial	wesentlich	essencial	ADJ;NOM;FEM;PL	ADJ;MASC;SG
unbeschränkt	ilimitada	unbeschränkt	ilimitar	ADJ	V;FEM;SG;V.PTCP
unbeschränkt	ilimitado	unbeschränkt	ilimitar	ADJ	V;MASC;SG;V.PTCP
unbeschränkt	ilimitadas	unbeschränkt	ilimitar	ADJ	V;FEM;PL;V.PTCP
unbeschränkt	ilimitados	unbeschränkt	ilimitar	ADJ	V;MASC;PL;V.PTCP
konzerte	concertos	konzern	concerto		N;MASC;PL
konzerte	shows	konzern	show		N;MASC;PL
konstruktion	construções	konstruktion	construção	N;SG	N;FEM;PL
schlicht	plain	schlicht	plain	ADJ	N;MASC;SG
schlicht	planície	schlicht	planície	ADJ	N;FEM;SG
schlicht	simplesmente	schlicht	simplesmente	ADJ	ADV
auseinandersetzung	controvérsias	auseinandersetzen	controvérsia		N;FEM;PL
auseinandersetzung	controvérsia	auseinandersetzen	controvérsia		N;FEM;SG
auseinandersetzung	polêmica	auseinandersetzen	polêmica		N;FEM;SG
auseinandersetzung	confrontação	auseinandersetzen	confrontação		N;FEM;SG
auseinandersetzung	confronto	auseinandersetzen	confronto		N;MASC;SG
auseinandersetzung	confrontos	auseinandersetzen	confronto		N;MASC;PL
erwin	erwin	erwin	erwin	PROPN;NOM;MASC;SG	N;MASC;SG
erinnern	lembrete	erinnern	lembreter	V;NFIN	N;MASC;SG
bochum	bochum	bochum	bochum	PROPN;NOM;SG	N;MASC;SG
bearbeiten	edit	bearbeiten	edit	V;NFIN	N;MASC;SG
bearbeiten	edição	bearbeiten	edição	V;NFIN	N;FEM;SG
ausdrücklich	expressamente	ausdrücklich	expressamente	ADJ	ADV
ausdrücklich	explicitamente	ausdrücklich	explicitamente	ADJ	ADV
legende	legend	legend	legend	ADJ;NOM;FEM;PL	N;MASC;SG
legende	lenda	legend	lenda	ADJ;NOM;FEM;PL	N;FEM;SG
legende	legenda	legend	legenda	ADJ;NOM;FEM;PL	N;FEM;SG
legende	legends	legend	legends	ADJ;NOM;FEM;PL	N;MASC;SG
legende	lendas	legend	lenda	ADJ;NOM;FEM;PL	N;FEM;PL
box	box	box	box		N;MASC;SG
box	caixa	box	caixa		N;FEM;SG
promotion	promo	promotion	promo	ADJ	N;FEM;SG
promotion	promoção	promotion	promoção	ADJ	N;FEM;SG
promotion	doutoramento	promotion	doutoramento	ADJ	N;MASC;SG
promotion	doutorado	promotion	doutorado	ADJ	N;MASC;SG
promotion	doutoramento	promotion	doutoramento	ADJ	N;MASC;SG
promotion	doutorado	promotion	doutorado	ADJ	N;MASC;SG
promotion	phd	promotion	phd	ADJ	N;MASC;SG
preußische	prussiano	preußisch	prussiano	ADJ;NOM;FEM;PL	N;MASC;SG
preußische	prussiana	preußisch	prussiano	ADJ;NOM;FEM;PL	N;FEM;SG
besatzung	crew	Besatzung	crew	ADJ	N;MASC;SG
besatzung	tripulação	Besatzung	tripulação	ADJ	N;FEM;SG
vorstellung	introdução	vorstellung	introdução	ADJ;SG	N;FEM;SG
vorstellung	idéia	vorstellung	idéia	ADJ;SG	N;FEM;SG
vorstellung	idea	vorstellung	idea	ADJ;SG	N;MASC;SG
vorstellung	ideia	vorstellung	ideia	ADJ;SG	N;FEM;SG
vorstellung	apresentações	vorstellung	apresentação	ADJ;SG	N;FEM;PL
vorstellung	apresentação	vorstellung	apresentação	ADJ;SG	N;FEM;SG
schwedische	suecos	schwedisch	sueco	ADJ;NOM;FEM;PL	N;MASC;PL
schwedische	sueco	schwedisch	sueco	ADJ;NOM;FEM;PL	N;MASC;SG
schwedische	sueca	schwedisch	suecar	ADJ;NOM;FEM;PL	N;FEM;SG
botschaft	embaixadas	botschaft	embaixada	ADJ;NOM;FEM;SG	N;FEM;PL
botschaft	recado	botschaft	recado	ADJ;NOM;FEM;SG	N;MASC;SG
botschaft	mensagem	botschaft	mensagem	ADJ;NOM;FEM;SG	N;FEM;SG
botschaft	embaixada	botschaft	embaixada	ADJ;NOM;FEM;SG	N;FEM;SG
botschaft	embaixadas	botschaft	embaixada	ADJ;NOM;FEM;SG	N;FEM;PL
botschaft	consulado	botschaft	consulado	ADJ;NOM;FEM;SG	N;MASC;SG
botschaft	consulados	botschaft	consular	ADJ;NOM;FEM;SG	N;MASC;PL
botschaft	consulados	botschaft	consular	ADJ;NOM;FEM;SG	N;MASC;PL
brunnen	bem	brunnen	bem	ADJ	ADV
brunnen	fonte	brunnen	fonte	ADJ	N;FEM;SG
brunnen	poços	brunnen	poço	ADJ	N;MASC;PL
brunnen	wells	brunnen	well	ADJ	N;MASC;SG
brunnen	fontes	brunnen	fonte	ADJ	N;FEM;PL
technisch	técnicos	technisch	técnico	ADJ	N;MASC;PL
technisch	técnico	technisch	técnico	ADJ	N;MASC;SG
technisch	técnica	technisch	técnica	ADJ	N;FEM;SG
technisch	tecnologicamente	technisch	tecnologicamente	ADJ	ADV
technisch	tecnicamente	technisch	tecnicamente	ADJ	ADV
uni	uni	uni	uni		N;MASC;SG
benannte	designados	benennen	designar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
benannte	designadas	benennen	designar	V;IND;SG;3;PST;FIN	V;FEM;PL;V.PTCP
typische	típico	typisch	típico	ADJ;NOM;FEM;PL	ADJ;MASC;SG
typische	típica	typisch	típico	ADJ;NOM;FEM;PL	ADJ;FEM;SG
flora	flora	flora	flora	PROPN;NOM;SG	N;FEM;SG
sätze	frases	satzen	frase		N;FEM;PL
sätze	conjuntos	satzen	conjunto		N;MASC;PL
sätze	sets	satzen	set		N;MASC;PL
sätze	frases	satzen	frase		N;FEM;PL
sätze	sentenças	satzen	sentença		N;FEM;PL
paderborn	paderborn	paderborn	paderborn	PROPN;NOM;MASC;SG	N;MASC;SG
direkten	directa	direkt	directo	ADJ	N;FEM;SG
direkten	diretos	direkt	direto	ADJ	N;MASC;PL
direkten	direct	direkt	direct	ADJ	N;MASC;SG
direkten	direto	direkt	direto	ADJ	N;MASC;SG
bisschen	bit	bißchen	bit	ADV	N;MASC;SG
bisschen	bits	bißchen	bit	ADV	N;MASC;PL
museen	museus	museen	museu	V;NFIN	N;MASC;PL
museen	museus	museen	museu	V;NFIN	N;MASC;PL
museen	museu	museen	museu	V;NFIN	N;MASC;SG
indischen	indianos	indisch	indiano	ADJ;MASC	N;MASC;PL
indischen	índios	indisch	índio	ADJ;MASC	N;MASC;PL
indischen	indian	indisch	indian	ADJ;MASC	N;MASC;SG
indischen	índio	indisch	índio	ADJ;MASC	N;MASC;SG
indischen	indiano	indisch	indiano	ADJ;MASC	N;MASC;SG
indischen	índia	indisch	índia	ADJ;MASC	N;FEM;SG
symbol	símbolo	symbol	símbolo		N;MASC;SG
symbol	simbolo	symbol	simbolo		N;MASC;SG
symbol	símbolos	symbol	símbolo		N;MASC;PL
symbol	ícone	symbol	ícone		N;MASC;SG
symbol	ícones	symbol	ícone		N;MASC;PL
übergeben	pass	übergeben	pass	V;V.PTCP	N;MASC;SG
eric	eric	eric	eric	PROPN;NOM;MASC;SG	N;MASC;SG
neuseeland	zelândia	neuseeland	zelândia	ADJ	N;FEM;SG
neuseeland	queenstown	neuseeland	queenstown	ADJ	N;MASC;SG
neuseeland	wellington	neuseeland	wellington	ADJ	N;MASC;SG
neuseeland	christchurch	neuseeland	christchurch	ADJ	N;MASC;SG
neuseeland	auckland	neuseeland	auckland	ADJ	N;MASC;SG
verfügbar	disponíveis	verfügbar	disponível	ADJ	N;MASC;PL
brüssel	bruxelas	brüssel	bruxela	PROPN;NOM;NEUT;SG	N;FEM;PL
verlängerung	prolongamento	verlängerung	prolongamento	ADJ;NOM;FEM;SG	N;MASC;SG
verlängerung	prorrogação	verlängerung	prorrogação	ADJ;NOM;FEM;SG	N;FEM;SG
verlängerung	prolongamento	verlängerung	prolongamento	ADJ;NOM;FEM;SG	N;MASC;SG
verlängerung	prorrogação	verlängerung	prorrogação	ADJ;NOM;FEM;SG	N;FEM;SG
verlängerung	prolongamento	verlängerung	prolongamento	ADJ;NOM;FEM;SG	N;MASC;SG
verlängerung	extensão	verlängerung	extensão	ADJ;NOM;FEM;SG	N;FEM;SG
verlängerung	prorrogação	verlängerung	prorrogação	ADJ;NOM;FEM;SG	N;FEM;SG
verlängerung	renovação	verlängerung	renovação	ADJ;NOM;FEM;SG	N;FEM;SG
parameter	parâmetro	paramet	parâmetro	ADJ	N;MASC;SG
parameter	parâmetros	paramet	parâmetro	ADJ	N;MASC;PL
parameter	parâmetros	paramet	parâmetro	ADJ	N;MASC;PL
getroffen	met	treffen|triefen	met	V;V.PTCP	N;MASC;SG
getroffen	hit	treffen|triefen	hit	V;V.PTCP	N;MASC;SG
reduziert	diminuição	reduzieren	diminuição	V;V.PTCP	N;FEM;SG
gegenstand	item	gegenstehen	item	ADJ	N;MASC;SG
gegenstand	objeto	gegenstehen	objeto	ADJ	N;MASC;SG
gegenstand	objecto	gegenstehen	objecto	ADJ	N;MASC;SG
gegenstand	sujeito	gegenstehen	sujeitar	ADJ	V;MASC;SG;V.PTCP
gegenstand	assunto	gegenstehen	assunto	ADJ	N;MASC;SG
gegenstand	objecto	gegenstehen	objecto	ADJ	N;MASC;SG
engel	angélica	engel	angélico		N;FEM;SG
engel	angelical	engel	angelical		ADJ;MASC;SG
engel	engel	engel	engel		N;MASC;SG
engel	angels	engel	angel		N;MASC;SG
engel	anjos	engel	anjo		N;MASC;PL
engel	anjinho	engel	anjinho		N;MASC;SG
engel	ángel	engel	ángel		N;MASC;SG
engel	anjo	engel	anjo		N;MASC;SG
engel	angel	engel	angel		N;MASC;SG
christi	christi	christi	christi		N;MASC;SG
holte	recuperados	holen	recuperar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
holte	holte	holen	holtar	V;IND;SG;3;PST;FIN	N;MASC;SG
lokomotiven	locomotivas	lokomotiv	locomotiva	ADJ;NOM;PL	N;FEM;PL
lokomotiven	locomotiva	lokomotiv	locomotiva	ADJ;NOM;PL	N;FEM;SG
auftritte	atuações	auftritten	atuação	V;IND;SG;3;PST;FIN	N;FEM;PL
auftritte	performances	auftritten	performance	V;IND;SG;3;PST;FIN	N;FEM;PL
auftritte	desempenhos	auftritten	desempenho	V;IND;SG;3;PST;FIN	N;MASC;PL
auftritte	actuações	auftritten	actuação	V;IND;SG;3;PST;FIN	N;FEM;PL
auftritte	aparências	auftritten	aparência	V;IND;SG;3;PST;FIN	N;FEM;PL
auftritte	aparições	auftritten	aparição	V;IND;SG;3;PST;FIN	N;FEM;PL
warschau	warszawa	warschau	warszar	PROPN;NOM;MASC;SG	N;MASC;SG
warschau	varsóvia	warschau	varsóvia	PROPN;NOM;MASC;SG	N;FEM;SG
regionalen	regionais	regional	regional	ADJ;NOM;MASC;PL	N;MASC;PL
regionalen	regional	regional	regional	ADJ;NOM;MASC;PL	N;MASC;SG
arabischen	árabe	arabisch	árabe	ADJ;NOM;PL	N;MASC;SG
arabischen	árabes	arabisch	árabe	ADJ;NOM;PL	N;MASC;PL
arabischen	árabe	arabisch	árabe	ADJ;NOM;PL	N;MASC;SG
arabischen	árabes	arabisch	árabe	ADJ;NOM;PL	N;MASC;PL
arabischen	arábia	arabisch	arábia	ADJ;NOM;PL	N;FEM;SG
fertig	preparados	fertig	preparar	ADJ	V;MASC;PL;V.PTCP
fertig	preparado	fertig	preparar	ADJ	V;MASC;SG;V.PTCP
fertig	terminei	fertig	terminar	ADJ	V;IND;SG;1;PST;FIN
fertig	terminou	fertig	terminar	ADJ	V;IND;SG;3;PST;FIN
fertig	acabado	fertig	acabar	ADJ	V;MASC;SG;V.PTCP
fertig	concluído	fertig	concluir	ADJ	V;MASC;SG;V.PTCP
fertig	terminado	fertig	terminar	ADJ	V;MASC;SG;V.PTCP
fertig	terminada	fertig	terminar	ADJ	V;FEM;SG;V.PTCP
fertig	feito	fertig	fazer	ADJ	V;MASC;SG;V.PTCP
haltung	atitudes	haltung	atitude	N;NOM;FEM;SG	N;FEM;PL
normalen	ordinário	normal	ordinário	ADJ	N;MASC;SG
normalen	ordinária	normal	ordinário	ADJ	N;FEM;SG
phil	phil	phil	phil	PROPN;NOM;MASC;SG	N;MASC;SG
höhepunkt	destaque	höhrunkt	destaque	ADJ	N;MASC;SG
höhepunkt	realçar	höhrunkt	realçar	ADJ	V;NFIN
höhepunkt	realce	höhrunkt	realce	ADJ	N;MASC;SG
höhepunkt	destacar	höhrunkt	destacar	ADJ	V;NFIN
höhepunkt	clímax	höhrunkt	clímax	ADJ	N;MASC;SG
höhepunkt	pico	höhrunkt	pico	ADJ	N;MASC;SG
höhepunkt	peak	höhrunkt	peak	ADJ	N;MASC;SG
nhl	nhl	nhl	nhl	PROPN;NOM;MASC;SG	N;MASC;SG
nachkommen	descendência	nachkommen	descendência	V;NFIN	N;FEM;SG
nachkommen	descendente	nachkommen	descendente	V;NFIN	N;MASC;SG
nachkommen	semente	nachkommen	semente	V;NFIN	N;FEM;SG
nachkommen	sementes	nachkommen	semente	V;NFIN	N;FEM;PL
nachkommen	prole	nachkommen	prole	V;NFIN	N;FEM;SG
