عنبر	ward	عُنبُر	ward		PROPN;ANIM;NOM;MASC;SG
اسفل	dole	أَسفَل	dole		ADV
المستوطنات	zúčtovanie	مُستَوطَنَة	zúčtovanie	N;NOM;DEF;PL	N;NOM;NEUT;SG
المستوطنات	osád	مُستَوطَنَة	osád	N;NOM;DEF;PL	N;GEN;FEM;PL
المستوطنات	urovnanie	مُستَوطَنَة	urovnanie	N;NOM;DEF;PL	N;NOM;NEUT;SG
دوس	dos	دُوسَ	dos		PROPN;ANIM;NOM;MASC;SG
هوندا	honda	هوندا	honda		N;INAN;NOM;MASC;SG
الجرحى	zranených	جَرِيح	zranený	N;NOM;DEF;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
الجرحى	zraneného	جَرِيح	zranený	N;NOM;DEF;PL	ADJ;ANIM;GEN;MASC;SG;POS;V.PTCP;PASS
الجرحى	ranený	جَرِيح	ranený	N;NOM;DEF;PL	ADJ;ANIM;NOM;MASC;SG
الجرحى	zranený	جَرِيح	zranený	N;NOM;DEF;PL	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
الكوميدي	komik	كُومِيدِيّ	komik		N;ANIM;NOM;MASC;SG
كلير	claire	كلير	claire		PROPN;NOM;FEM;SG
تراكم	akumulácie	تَرَاكُم	akumulácia	N;NOM;INDF;SG	N;NOM;FEM;PL
الناتو	nato	الناتو	nato		
مؤشرات	ukazovateľov	مُؤَشِّر	ukazovateľ	N;NOM;INDF;PL	N;ANIM;GEN;MASC;PL
واجب	úlohy	وَاجِب	úloha	N;NOM;INDF;SG	N;NOM;FEM;PL
الاستثمارات	investovanie	اِستِثمَار	investovanie	N;NOM;DEF;PL	N;NOM;NEUT;SG
الاستثمارات	investícia	اِستِثمَار	investícia	N;NOM;DEF;PL	N;NOM;FEM;SG
الاستثمارات	investovanie	اِستِثمَار	investovanie	N;NOM;DEF;PL	N;NOM;NEUT;SG
المضيف	hosť	مُضِيف	hosť	ADJ;NOM;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
المضيف	hostiteľskej	مُضِيف	hostiteľský	ADJ;NOM;DEF;MASC;SG	ADJ;GEN;FEM;SG
المضيف	hostiteľa	مُضِيف	hostiteľ	ADJ;NOM;DEF;MASC;SG	N;ANIM;ACC;MASC;SG
المضيف	host	مُضِيف	host	ADJ;NOM;DEF;MASC;SG	N;INAN;NOM;MASC;SG
المضيف	hostiteľ	مُضِيف	hostiteľ	ADJ;NOM;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
تقليدي	klasika	تَقلِيدِيّ	klasik	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
غارسيا	garcia	غارسيا	garcia		PROPN;ANIM;NOM;MASC;SG
رويال	kráľovská	رويال	kráľovský		ADJ;NOM;FEM;SG
رويال	royal	رويال	royať		PROPN;ANIM;NOM;MASC;SG
رويال	kráľovský	رويال	kráľovský		ADJ;ANIM;NOM;MASC;SG
رويال	kráľovské	رويال	kráľovský		ADJ;NOM;NEUT;SG
شهيد	mučeníka	شَهِيد	mučeník	N;NOM;INDF;SG	N;ANIM;ACC;MASC;SG
بالتحديد	špecificky	بِ	špecificky	N;GEN;DEF;SG	ADV
بالتحديد	konkrétne	بِ	konkrétny	N;GEN;DEF;SG	ADJ;NOM;NEUT;SG
هدية	prítomná	هَدِيَّة	prítomný	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
هدية	prezentovať	هَدِيَّة	prezentovať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
هدية	prítomný	هَدِيَّة	prítomný	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
انتقادات	kritika	اِنتِقَاد	kritika	N;NOM;INDF;PL	N;NOM;FEM;SG
انتقادات	kritike	اِنتِقَاد	kritika	N;NOM;INDF;PL	N;DAT;FEM;SG
انتقادات	kritiku	اِنتِقَاد	kritika	N;NOM;INDF;PL	N;ACC;FEM;SG
انتقادات	kritiku	اِنتِقَاد	kritika	N;NOM;INDF;PL	N;ACC;FEM;SG
تشعر	pocit	شَعَر	pocit	V;IPFV;MASC;IND;SG;2;FIN;ACT	N;INAN;NOM;MASC;SG
ملاك	anjelik	ملاك	anjelik		N;ANIM;NOM;MASC;SG
ملاك	anjela	ملاك	anjelať		N;ANIM;ACC;MASC;SG
ملاك	angel	ملاك	angel		PROPN;ANIM;NOM;MASC;SG
ملاك	anjel	ملاك	anjel		N;ANIM;NOM;MASC;SG
حشرات	chýb	حَشَرَة	chýb	N;NOM;INDF;PL	N;GEN;FEM;PL
حشرات	chrobákov	حَشَرَة	chrobák	N;NOM;INDF;PL	N;ANIM;GEN;MASC;PL
يضرب	zasiahne	ضَرَب	zasiahnuť	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
يضرب	hity	ضَرَب	hity	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;INAN;NOM;MASC;PL
تطالب	náročná	طَالَب	náročný	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;FEM;SG
الدخان	dymu	دَخَّان	dym	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
الدخان	fajčiť	دَخَّان	fajčiť	N;NOM;DEF;SG	V;IPFV;POS;NFIN
الاعتقال	zatknúť	اِعتِقَال	zatknúť	N;NOM;DEF;SG	V;PFV;POS;NFIN
الاعتقال	zatknutý	اِعتِقَال	zatknutý	N;NOM;DEF;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
الاعتقال	zadržania	اِعتِقَال	zadržanie	N;NOM;DEF;SG	N;NOM;NEUT;PL
الزوايا	rohov	زَاوِيَة	roh	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
الزوايا	uhlov	زَاوِيَة	uhlov	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
المستقيم	konečníka	مُستَقِيم	konečník		N;INAN;GEN;MASC;SG
خلاصة	abstraktné	خُلَاصَة	abstraktný	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
الصوفي	mystic	صُوفِيّ	mystica		N;NOM;FEM;SG
الوفاق	zmierenia	وِفَاق	zmierenie	N;NOM;DEF;SG	N;NOM;NEUT;PL
الوفاق	concord	وِفَاق	concord	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
تسرب	preteká	تَسَرُّب	preteký	N;NOM;INDF;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
الفرار	utiecť	فِرَار	utiecť	N;NOM;DEF;SG	V;PFV;POS;NFIN
دعاء	modlitbu	دِعَاء	modlitba	N;NOM;INDF;SG	N;ACC;FEM;SG
دعاء	modlitbe	دِعَاء	modlitba	N;NOM;INDF;SG	N;DAT;FEM;SG
غرامي	grammy	غرامي	gramma		N;NOM;FEM;SG
تمدد	natiahnuť	تَمَدُّد	natiahnuť	N;NOM;INDF;SG	V;PFV;POS;NFIN
سماء	sky	سَمَاء	sky	N;NOM;INDF;SG	PROPN;ANIM;NOM;MASC;SG
حقا	vážne	حَقّ	vážne	N;NOM;INDF;SG	ADV
حقا	ozaj	حَقّ	ozaj	N;NOM;INDF;SG	PART
حقا	naozaj	حَقّ	naozaj	N;NOM;INDF;SG	PART
مساكن	ubytovanie	مَسكَن	ubytovanie	N;NOM;INDF;PL	N;NOM;NEUT;SG
مساكن	bývanie	مَسكَن	bývanie	N;NOM;INDF;PL	N;NOM;NEUT;SG
مساكن	obydlí	مَسكَن	obydliť	N;NOM;INDF;PL	N;GEN;NEUT;PL
فو	foo	فو	foo		PROPN;ANIM;NOM;MASC;SG
فو	pho	فو	po		N;NOM;FEM;SG
فو	phu	فو	phu		PROPN;ANIM;NOM;MASC;SG
بنيامين	benjamin	بِنيَامِين	benjamin		N;INS;FEM;PL
نبيلة	noble	نَبِيل	nobľa		
نبيلة	vznešené	نَبِيل	vznešený		ADJ;NOM;NEUT;SG
الزهري	syfilis	زِهرِيّ	syfilis		N;INAN;NOM;MASC;SG
الميثاق	paktu	مِيثَاق	pakt	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
الميثاق	kompaktné	مِيثَاق	kompaktný	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الميثاق	charty	مِيثَاق	charta	N;NOM;DEF;SG	N;NOM;FEM;PL
الانتقادات	kritika	اِنتِقَاد	kritika	N;NOM;DEF;PL	N;NOM;FEM;SG
الانتقادات	kritike	اِنتِقَاد	kritika	N;NOM;DEF;PL	N;DAT;FEM;SG
الانتقادات	kritiku	اِنتِقَاد	kritika	N;NOM;DEF;PL	N;ACC;FEM;SG
الانتقادات	kritiku	اِنتِقَاد	kritika	N;NOM;DEF;PL	N;ACC;FEM;SG
باز	buzz	بَاز	buzz		N;INAN;NOM;MASC;SG
خبز	chleba	خَبز	chlieb	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
البيضاوي	oválne	بَيضَاوِيّ	oválny		ADJ;NOM;NEUT;SG
هجر	opustenie	هَجر	opustenie		N;NOM;NEUT;SG
هجر	opustenia	هَجر	opustenie		N;NOM;NEUT;PL
زيمبابوي	zimbabwe	زِيمبَابوِي	zimbabeň		ADV
زيمبابوي	zimbabwianske	زِيمبَابوِي	zimbabwiansky		ADV
تقوية	posilniť	تَقوِيَة	posilniť	N;NOM;INDF;SG	V;PFV;POS;NFIN
تقوية	posilňovať	تَقوِيَة	posilňovať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
تقوية	posilnenia	تَقوِيَة	posilnenie	N;NOM;INDF;SG	N;NOM;NEUT;PL
ناس	ludia	نَاسِي	ludia		N;ANIM;NOM;MASC;PL
ناس	ludi	نَاسِي	ludia		INTJ
ناس	ľudia	نَاسِي	človek		N;ANIM;NOM;MASC;PL
ناس	ľudí	نَاسِي	človek		N;ANIM;ACC;MASC;PL
ناس	people	نَاسِي	peopeľ		PROPN;ANIM;VOC;MASC;SG
قزم	elf	قَزَّم	elf	N;NOM;INDF;SG	PROPN;ANIM;NOM;MASC;SG
قزم	trpaslíka	قَزَّم	trpaslík	N;NOM;INDF;SG	N;ANIM;ACC;MASC;SG
تشارلي	charlieho	تشَارلِي	charlí		ADJ;ANIM;GEN;MASC;SG
تشارلي	charlie	تشَارلِي	charlie		N;ANIM;NOM;MASC;SG
تشارلي	charliemu	تشَارلِي	charlí		ADJ;DAT;MASC;SG
حشد	davu	حَشد	dav	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
القيادات	vedenie	قِيَادَة	vedenie	N;NOM;DEF;PL	N;NOM;NEUT;SG
فاتح	ľahký	فاتح	ľahký		ADJ;INAN;NOM;MASC;SG
فاتح	svetlo	فاتح	svetlo		N;NOM;NEUT;SG
فاتح	svetla	فاتح	svetlo		N;NOM;NEUT;PL
فاتح	fatih	فاتح	fatih		N;ANIM;NOM;MASC;SG
جيرسي	dres	جِيرسِي	dres		N;INAN;NOM;MASC;SG
جيرسي	drese	جِيرسِي	dres		N;INAN;NOM;MASC;SG
جيرسي	jersey	جِيرسِي	jersey		PROPN;ANIM;NOM;MASC;SG
نيوكاسل	newcastle	نِيُوكَاسل	newcastle		PROPN;NOM;NEUT;SG
ضرر	škody	ضَرَّر	škoda	N;NOM;INDF;SG	N;NOM;FEM;PL
الموضة	módne	مُوضَة	módny	N;NOM;DEF;SG	N;NOM;FEM;PL
الموضة	fashion	مُوضَة	fashion	N;NOM;DEF;SG	N;VOC;FEM;SG
الموضة	módy	مُوضَة	móda	N;NOM;DEF;SG	N;NOM;FEM;PL
التحضير	prípravu	تَحضِير	príprava	N;NOM;DEF;SG	N;ACC;FEM;SG
التحضير	pripravujeme	تَحضِير	pripravovať	N;NOM;DEF;SG	V;IPFV;IND;PL;1;POS;PRS;FIN
جوليان	julian	جوليان	julian		N;ANIM;NOM;MASC;SG
جوليان	juliana	جوليان	julian		N;NOM;FEM;SG
توت	bobule	تَوتَ	bobule		N;INAN;NOM;MASC;PL
بيني	penny	بَينِيّ	penny		N;NOM;FEM;SG
مولود	narodená	مولود	narodený	N;NOM;INDF;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
مولود	narodené	مولود	narodený	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
مولود	narodený	مولود	narodený	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
يحول	transformácií	حَوَّل	transformácia	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;FEM;PL
العاصفة	storm	عَاصِفَة	storý	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
الكهنة	kňazi	كُهنَة	kňaz	N;NOM;DEF;SG	N;ANIM;NOM;MASC;PL
الكهنة	kňazov	كُهنَة	kňaz	N;NOM;DEF;SG	N;ANIM;ACC;MASC;PL
مربعة	námestie	مُرَبَّع	námestie	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
مربعة	štvorec	مُرَبَّع	štvorec	ADJ;NOM;INDF;FEM;SG	N;INAN;NOM;MASC;SG
مربعة	square	مُرَبَّع	squar	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
مربعة	štvorcových	مُرَبَّع	štvorcový	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;MASC;PL
التمثال	sochu	تَمَثَّال	socha	N;NOM;DEF;SG	N;ACC;FEM;SG
المواشي	dobytok	مَوشِي	dobytok	N;NOM;DEF;PL	N;INAN;NOM;MASC;SG
فارغة	prázdna	فارغة	prázdno	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
فارغة	vyprázdniť	فارغة	vyprázdniť	ADJ;NOM;INDF;FEM;SG	V;PFV;POS;NFIN
فارغة	prázdna	فارغة	prázdno	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
خطية	napísal	خَطِّيّ	napísať	ADJ;NOM;INDF;FEM;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
خطية	napísali	خَطِّيّ	napísať	ADJ;NOM;INDF;FEM;SG	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
السموم	toxínov	سُمُوم	toxín	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
انجلترا	england	إِنجِلتِرَا	england		
انجلترا	anglicko	إِنجِلتِرَا	anglicko		ADV
انجلترا	anglicka	إِنجِلتِرَا	anglicko		N;NOM;FEM;SG
وود	wood	وَودَ	wood		PROPN;ANIM;NOM;MASC;SG
وود	drevo	وَودَ	drevo		N;NOM;NEUT;SG
سعيدة	šťastne	سَعِيد	šťastne	ADJ;NOM;INDF;FEM;SG	ADV
يحتفظ	ponechá	اِحتَفَظ	ponechý	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
القوارب	člnov	قَارِبَة	čln	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
تدقيق	kontrolu	تَدقِيق	kontrola	N;NOM;INDF;SG	N;ACC;FEM;SG
تدقيق	kontrolujem	تَدقِيق	kontrolovať	N;NOM;INDF;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
الانسان	ľudský	إِنسَان	ľudský	N;NOM;DEF;SG	ADJ;INAN;NOM;MASC;SG
الانسان	ľudských	إِنسَان	ľudský	N;NOM;DEF;SG	ADJ;GEN;MASC;PL
الانسان	ľudské	إِنسَان	ľudský	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الانسان	ľudská	إِنسَان	ľudský	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
رونالد	ronald	رُونَالد	ronald		PROPN;ANIM;NOM;MASC;SG
المعرفية	poznávacie	مَعرِفِيّ	poznávací	N;NOM;DEF;SG	ADJ;NOM;NEUT;PL
المعرفية	kognitívne	مَعرِفِيّ	kognitívne	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
كوين	quinn	كُوَين	quinn		PROPN;ANIM;NOM;MASC;SG
لوكاس	lucas	لوكاس	lucas		PROPN;ANIM;NOM;MASC;SG
ستين	sixty	سِتُّون	sixta	NUM;NOM;INDF	N;NOM;FEM;SG
تحديدا	špecificky	تَحدِيد	špecificky	N;ACC;INDF;SG	ADV
تحديدا	konkrétne	تَحدِيد	konkrétny	N;ACC;INDF;SG	ADJ;NOM;NEUT;SG
كفاية	stačí	كِفَايَة	stačiť	N;NOM;INDF;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
كفاية	dost	كِفَايَة	dost	N;NOM;INDF;SG	INTJ
كفاية	dosť	كِفَايَة	dosť	N;NOM;INDF;SG	ADV
قاعات	sál	قَاعَة	sál	N;NOM;INDF;PL	N;GEN;FEM;PL
التقاط	catch	اِلتِقَاط	catch	N;NOM;INDF;SG	
التقاط	chytiť	اِلتِقَاط	chytiť	N;NOM;INDF;SG	V;PFV;POS;NFIN
التقاط	zachytiť	اِلتِقَاط	zachytiť	N;NOM;INDF;SG	V;PFV;POS;NFIN
التقاط	zajať	اِلتِقَاط	zajať	N;NOM;INDF;SG	V;PFV;POS;NFIN
القماش	tkaniny	قِمَاش	tkanina	N;NOM;DEF;SG	N;NOM;FEM;PL
القماش	textílie	قِمَاش	textília	N;NOM;DEF;SG	N;NOM;FEM;PL
فكرية	intelektuálne	فِكرِيّ	intelektuálne	ADJ;NOM;INDF;FEM;SG	ADV
فكرية	duševného	فِكرِيّ	duševný	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;NEUT;SG
جرير	greer	جَرِير	greer		PROPN;ANIM;NOM;MASC;SG
الحيتان	veľryby	حَيَتَان	veľryb		N;NOM;FEM;PL
الرقبة	krku	رَقبَة	krk	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
المزرعة	farme	مَزرَعَة	farm	N;NOM;DEF;SG	N;DAT;FEM;SG
المزرعة	farmu	مَزرَعَة	farm	N;NOM;DEF;SG	N;ACC;FEM;SG
الطماطم	paradajky	طَمَاطِم	paradajky	N;NOM;DEF;SG	N;NOM;FEM;PL
الطماطم	paradajky	طَمَاطِم	paradajky	N;NOM;DEF;SG	N;NOM;FEM;PL
اطلاق	spustiť	إِطلَاق	spustiť	N;NOM;INDF;SG	V;PFV;POS;NFIN
سانتوس	santos	سانتوس	santos		PROPN;ANIM;NOM;MASC;SG
تنظيف	čistiť	تَنظِيف	čistiť	N;NOM;INDF;SG	V;IPFV;POS;NFIN
هرقل	hercules	هرقل	hercules		N;INAN;NOM;MASC;SG
ستانلي	stanley	ستانلي	stanley		PROPN;ANIM;NOM;MASC;SG
التشريعات	legislatíva	تَشرِيع	legislatíva	N;NOM;DEF;PL	N;NOM;FEM;SG
التشريعات	legislatívu	تَشرِيع	legislatíva	N;NOM;DEF;PL	N;ACC;FEM;SG
سمة	témou	سِمَّة	téma	N;NOM;INDF;SG	N;INS;FEM;SG
سمة	tému	سِمَّة	téma	N;NOM;INDF;SG	N;ACC;FEM;SG
بارما	parma	بَارِم	parm		PROPN;ANIM;NOM;MASC;SG
محفوظة	rezervované	مَحفُوظ	rezervovaný	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
محفوظة	vyhradené	مَحفُوظ	vyhradený	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
محفوظة	vyhradená	مَحفُوظ	vyhradený	N;NOM;INDF;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
يونكس	unix	يُونكس	unix		N;INAN;NOM;MASC;SG
الملايين	miliónov	مِليُون	milión	NUM;NOM;DEF;PL	NUM;INAN;GEN;MASC;PL
الملايين	milióny	مِليُون	milión	NUM;NOM;DEF;PL	N;INAN;NOM;MASC;PL
مستقيم	rovno	مُستَقِيم	rovno		ADV
مستقيم	priamo	مُستَقِيم	priamo		ADV
مستقيم	priamy	مُستَقِيم	priamy		ADJ;INAN;NOM;MASC;SG
مستقيم	rovné	مُستَقِيم	rovný		ADJ;NOM;NEUT;SG
جبريل	gabriel	جبريل	gabrieť		N;ANIM;NOM;MASC;SG
جداول	prúdov	جَدوَل	prúd	N;NOM;INDF;PL	N;INAN;GEN;MASC;PL
المتزايد	rastie	مُتَزَايِد	rásť	ADJ;NOM;DEF;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
المتزايد	pestovanie	مُتَزَايِد	pestovanie	ADJ;NOM;DEF;MASC;SG	N;NOM;NEUT;SG
مفاعل	reaktora	مُفَاعِل	reaktor	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
الذئب	wolf	ذِئب	wolf	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
الفخار	keramiky	فِخَار	keramika	N;NOM;DEF;SG	N;NOM;FEM;PL
سحاب	oblaky	سَحَّاب	oblak	N;NOM;INDF;SG	N;INAN;NOM;MASC;PL
سحاب	oblakov	سَحَّاب	oblak	N;NOM;INDF;SG	N;INAN;GEN;MASC;PL
سحاب	oblakoch	سَحَّاب	oblak	N;NOM;INDF;SG	N;INAN;INS;MASC;PL
سحاب	mraky	سَحَّاب	mrak	N;NOM;INDF;SG	N;INAN;NOM;MASC;PL
حافلة	autobusom	حَافِلَة	autobus	N;NOM;INDF;SG	N;INAN;INS;MASC;SG
الرفع	zdvíhacie	رَفع	zdvíhací	N;NOM;DEF;SG	ADJ;NOM;NEUT;PL
مشعل	maják	مشعل	maják		N;INAN;NOM;MASC;SG
مشعل	vatra	مشعل	vatra		N;INAN;NOM;MASC;SG
محليا	lokálne	مَحَلِّيّ	lokálny	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;NEUT;SG
محليا	miestne	مَحَلِّيّ	miestne	ADJ;ACC;INDF;MASC;SG	ADV
محليا	lokálny	مَحَلِّيّ	lokálny	ADJ;ACC;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
محليا	miestna	مَحَلِّيّ	miestny	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;SG
محليا	miestne	مَحَلِّيّ	miestne	ADJ;ACC;INDF;MASC;SG	ADV
محليا	lokálna	مَحَلِّيّ	lokálny	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;SG
محليا	miestny	مَحَلِّيّ	miestny	ADJ;ACC;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
محليا	lokálne	مَحَلِّيّ	lokálny	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;NEUT;SG
تشو	chu	تشو	cho		PROPN;ANIM;NOM;MASC;SG
تشو	cho	تشو	cho		PROPN;NOM;FEM;SG
الجراثيم	baktérie	جَرَاثُوم	baktéria		N;NOM;FEM;PL
مصور	fotografa	مُصَوِّر	fotograf	N;NOM;INDF;SG	N;ANIM;ACC;MASC;SG
الكونية	kozmického	كُونِيّ	kozmický	ADJ;NOM;DEF;FEM;SG	ADJ;GEN;NEUT;SG
باسكال	pascal	باسكال	pascať		N;ANIM;NOM;MASC;SG
فرنسيس	františek	فَرَنسِيس	františek		N;ANIM;NOM;MASC;SG
فرنسيس	francis	فَرَنسِيس	francis		PROPN;ANIM;NOM;MASC;SG
عاطف	atef	عاطف	atef		PROPN;ANIM;NOM;MASC;SG
رونالدو	ronaldo	رُونَالدُو	ronaldo		N;INAN;NOM;MASC;SG
لورد	lord	لورد	lord		PROPN;ANIM;NOM;MASC;SG
لورد	pane	لورد	pán		PROPN;ANIM;VOC;MASC;SG
مغطاة	kryté	مُغَطَّا	krytý	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
بيلا	bella	بَيل	bella		N;NOM;FEM;SG
نزلت	stiahli	نَزَل	stiahnuť	V;PFV;FEM;SG;3;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
نزلت	stiahnuté	نَزَل	stiahnutý	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ملبورن	melbourne	ملبورن	melbourne		N;INS;FEM;SG
صيغ	vzorce	صَيغ	vzorec	N;NOM;INDF;SG	N;INAN;NOM;MASC;PL
صيغ	vzorcov	صَيغ	vzorec	N;NOM;INDF;SG	N;INAN;GEN;MASC;PL
بستان	sad	بستان	sad		N;INAN;NOM;MASC;SG
بستان	sad	بستان	sad		N;INAN;NOM;MASC;SG
معاناة	utrpenia	مُعَانَاة	utrpenie	N;NOM;INDF;SG	N;NOM;NEUT;PL
العبارات	fráz	عِبَارَة	fráza	N;NOM;DEF;PL	N;GEN;FEM;PL
العبارات	ferries	عِبَارَة	ferries	N;NOM;DEF;PL	N;NOM;FEM;SG
البلوغ	puberty	بَلوَغ	pubert	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
ثور	thor	ثُور	thor		PROPN;ANIM;NOM;MASC;SG
اكتسب	nadobudnuté	اِكتَسَب	nadobudnutý	V;PFV;MASC;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
اكتسب	získaná	اِكتَسَب	získaný	V;PFV;MASC;SG;3;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
اكتسب	získané	اِكتَسَب	získaný	V;PFV;MASC;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
فورا	ihned	فَور	ihned	N;ACC;INDF;SG	N;NOM;FEM;SG
فورا	ihneď	فَور	ihneď	N;ACC;INDF;SG	ADV
فورا	okamžite	فَور	okamžite	N;ACC;INDF;SG	ADV
تحطم	páde	تَحَطُّم	pád	N;NOM;INDF;SG	N;INAN;ESS;MASC;SG
تحطم	haváriu	تَحَطُّم	haváriť	N;NOM;INDF;SG	N;ACC;FEM;SG
الدمار	ničenia	دَمَار	ničenie	N;NOM;DEF;SG	N;NOM;NEUT;PL
كرات	lopty	كُرَة	lopta		N;NOM;FEM;PL
كرات	guľôčky	كُرَة	guľôčka		N;NOM;FEM;PL
كرات	gule	كُرَة	guľa		N;NOM;FEM;PL
كرات	loptičky	كُرَة	loptička		N;NOM;FEM;PL
ريكاردو	ricardo	ريكاردو	ricardo		N;ANIM;NOM;MASC;SG
الفوج	pluku	فَوجَة	pluka	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
لادن	naložené	لادن	naložený		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
لادن	zaťažené	لادن	zaťažený		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
لادن	naložený	لادن	naložený		ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
النرويجية	nórske	نُروِيجِيّ	nórsky	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
النرويجية	nórska	نُروِيجِيّ	nórsko	N;NOM;DEF;SG	PROPN;NOM;NEUT;SG
النرويجية	nórsky	نُروِيجِيّ	nórsk	N;NOM;DEF;SG	ADJ;ANIM;NOM;MASC;SG
النرويجية	nórskom	نُروِيجِيّ	nórsko	N;NOM;DEF;SG	ADJ;INS;NEUT;SG
الملاحظة	poznámku	مُلَاحَظَة	poznámka	N;NOM;DEF;SG	N;ACC;FEM;SG
الملاحظة	pozorovania	مُلَاحَظَة	pozorovanie	N;NOM;DEF;SG	N;NOM;NEUT;PL
النسبي	relatívne	نِسبِيّ	relatívny	ADJ;NOM;DEF;MASC;SG	ADV
النسبي	príbuzný	نِسبِيّ	príbuzný	ADJ;NOM;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
خلط	zmiešaním	خَلط	zmiešaný	N;NOM;INDF;SG	N;INS;NEUT;SG
اواخر	neskorý	آخِر	neskorý	ADJ;NOM;INDF;MASC;PL	ADJ;INAN;NOM;MASC;SG
اواخر	neskoro	آخِر	neskoro	ADJ;NOM;INDF;MASC;PL	ADV
اواخر	oneskorené	آخِر	oneskorený	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
اواخر	neskoré	آخِر	neskorý	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;NEUT;SG
