الكرامة	αξιοπρέπεια	كَرَامَة	αξιοπρέπεια	N;NOM;DEF;SG	N;ACC;FEM;SG
التحرر	χειραφέτηση	تَحَرُّر	χειραφέτηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الانسان	ανθρώπινα	إِنسَان	ανθρώπινος	N;NOM;DEF;SG	ADJ;NOM;NEUT;PL
الانسان	ανθρώπινη	إِنسَان	ανθρώπινος	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الانسان	ανθρώπινο	إِنسَان	ανθρώπινος	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الانسان	ανθρωπίνων	إِنسَان	ανθρώπινος	N;NOM;DEF;SG	ADJ;GEN;NEUT;PL
الانسان	ανθρώπινος	إِنسَان	ανθρώπινος	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
رونالد	ρόναλντ	رُونَالد	ρόναλντ		PROPN;NOM;MASC;SG
المعرفية	γνωστική	مَعرِفِيّ	γνωστικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
كوين	quinn	كُوَين	quinn		
كوين	κουίν	كُوَين	κουίν		
لوكاس	λούκας	لوكاس	λούκα		PROPN;NOM;MASC;SG
لوكاس	λουκά	لوكاس	λουκά		N;MASC;SG
لوكاس	lucas	لوكاس	lucas		
تحديدا	συγκεκριμένα	تَحدِيد	συγκεκριμένα	N;ACC;INDF;SG	ADV
كفاية	αρκετά	كِفَايَة	αρκετά	N;NOM;INDF;SG	ADV
التقاط	πιάσε	اِلتِقَاط	πιάνω	N;NOM;INDF;SG	V;PFV;IND;SG;1;PST;FIN;ACT
التقاط	πιάσουμε	اِلتِقَاط	πιάνω	N;NOM;INDF;SG	V;PFV;IND;PL;1;FIN;ACT
التقاط	αλιεύματα	اِلتِقَاط	αλίευμα	N;NOM;INDF;SG	N;NOM;NEUT;PL
التقاط	σύλληψη	اِلتِقَاط	σύλληψη	N;NOM;INDF;SG	N;ACC;FEM;SG
جرير	γκριρ	جَرِير	γκριρ		
الحيتان	φαλαινών	حَيَتَان	φαλαινός		N;GEN;NEUT;PL
الحيتان	φάλαινες	حَيَتَان	φάλαινα		N;NOM;FEM;PL
بقعة	spot	بقعة	spot	N;NOM;INDF;SG	
المزرعة	farm	مَزرَعَة	farm	N;NOM;DEF;SG	
الطماطم	τομάτες	طَمَاطِم	τομάτης	N;NOM;DEF;SG	N;NOM;FEM;PL
الطماطم	ντομάτες	طَمَاطِم	ντομάτης	N;NOM;DEF;SG	N;NOM;FEM;PL
اطلاق	εκτόξευση	إِطلَاق	εκτόξευση	N;NOM;INDF;SG	N;ACC;FEM;SG
اطلاق	εκτόξευση	إِطلَاق	εκτόξευση	N;NOM;INDF;SG	N;ACC;FEM;SG
سانتوس	santos	سانتوس	santos		
سانتوس	σάντος	سانتوس	σάντος		
تنظيف	καθαρισμού	تَنظِيف	καθαρισμός	N;NOM;INDF;SG	N;GEN;MASC;SG
هرقل	ηρακλής	هرقل	ηρακλής		PROPN;NOM;MASC;SG
هرقل	ηρακλή	هرقل	ηρακλή		PROPN;NOM;MASC;SG
ستانلي	stanley	ستانلي	stanley		
ستانلي	στάνλεϋ	ستانلي	στάνλω		
ستانلي	στάνλεϊ	ستانلي	στάνλεϊ		
التشريعات	νομοθεσία	تَشرِيع	νομοθεσία	N;NOM;DEF;PL	N;NOM;FEM;SG
بارما	πάρμα	بَارِم	πάρμα		
محفوظة	προορίζεται	مَحفُوظ	προορίζω	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
يونكس	unix	يُونكس	unix		
الملايين	εκατομμύρια	مِليُون	εκατομμύριο	NUM;NOM;DEF;PL	N;NOM;NEUT;PL
مطبوع	τυπωμένο	مُطبَو	τυπωμένος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
مطبوع	τυπωμένα	مُطبَو	τυπωμένος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
مستقيم	ευθεία	مُستَقِيم	ευθεία		N;NOM;FEM;SG
مستقيم	ίσια	مُستَقِيم	ίσιος		ADV
مستقيم	στρέιτ	مُستَقِيم	στρέιτ		N;NOM;MASC;SG
مستقيم	κατευθείαν	مُستَقِيم	κατεύθεια		ADV
جبريل	gabriel	جبريل	gabriel		
جبريل	γαβριήλ	جبريل	γαβριήλ		PROPN;NOM;MASC;SG
جبريل	γκάμπριελ	جبريل	γκάμπριελ		
جبريل	γκαμπριέλ	جبريل	γκαμπριέλ		
المتزايد	μεγαλώνει	مُتَزَايِد	μεγαλώνω	ADJ;NOM;DEF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
مفاعل	αντιδραστήρα	مُفَاعِل	αντιδραστήρα	N;NOM;INDF;SG	N;ACC;MASC;SG
الذئب	γουλφ	ذِئب	γουλφ	N;NOM;DEF;SG	
الذئب	wolf	ذِئب	wolf	N;NOM;DEF;SG	
الفخار	κεραμικά	فِخَار	κεραμικά	N;NOM;DEF;SG	ADV
الفخار	κεραμικής	فِخَار	κεραμικός	N;NOM;DEF;SG	ADJ;GEN;FEM;SG
سحاب	σύννεφα	سَحَّاب	σύννεφο	N;NOM;INDF;SG	N;NOM;NEUT;PL
الرفع	ανύψωση	رَفع	ανύψωση	N;NOM;DEF;SG	N;ACC;FEM;SG
الرفع	άρση	رَفع	άρση	N;NOM;DEF;SG	N;ACC;FEM;SG
مبتدئ	πρωτάρη	مُبتَدَع	πρωτάρλω	N;NOM;INDF;SG	N;VOC;MASC;SG
مشعل	φάρος	مشعل	φάρος		N;NOM;MASC;SG
محليا	τοπικά	مَحَلِّيّ	τοπικά	ADJ;ACC;INDF;MASC;SG	ADV
محليا	τοπικός	مَحَلِّيّ	τοπικός	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;MASC;SG
محليا	τοπική	مَحَلِّيّ	τοπικός	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;SG
محليا	τοπικά	مَحَلِّيّ	τοπικά	ADJ;ACC;INDF;MASC;SG	ADV
محليا	τοπικό	مَحَلِّيّ	τοπικός	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;NEUT;SG
محليا	τοπικές	مَحَلِّيّ	τοπικός	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;PL
مكسيكي	μεξικάνος	مكسيكي	μεξικάνος	ADJ;NOM;INDF;MASC;SG	ADV
تشو	τσου	تشو	τσου		N
تشو	τσο	تشو	τσο		
تشو	cho	تشو	cho		
اليوتيوب	youtube	اليوتيوب	youtube	N;NOM;DEF;SG	
السلمية	ειρηνικά	سِلمِيّ	ειρηνικά	ADJ;NOM;DEF;FEM;SG	ADV
الجراثيم	μικρόβια	جَرَاثُوم	μικρόβιος		N;NOM;NEUT;PL
الكونية	κοσμικές	كُونِيّ	κοσμικός	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
باسكال	πασκάλ	باسكال	πασκάλ		
فرنسيس	francis	فَرَنسِيس	francis		
فرنسيس	φράνσις	فَرَنسِيس	φράνσις		PROPN;NOM;MASC;SG
عاطف	ατέφ	عاطف	ατέφ		N
رونالدو	ρονάλντο	رُونَالدُو	ρονάλντος		
لورد	άρχοντα	لورد	άρχω		N;ACC;MASC;SG
لورد	άρχοντας	لورد	άρχω		V;IPFV;V.CVB;ACT
مغطاة	καλύπτεται	مُغَطَّا	καλύπτω	ADJ;NOM;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
مغطاة	καλυμμένοι	مُغَطَّا	καλύμμινος	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL
مغطاة	καλύπτονται	مُغَطَّا	καλύπτω	ADJ;NOM;INDF;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
مغطاة	καλυμμένη	مُغَطَّا	καλύμμενος	ADJ;NOM;INDF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
مغطاة	καλυμμένο	مُغَطَّا	καλύμμενος	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
بيلا	μπέλα	بَيل	μπέλα		
بيلا	bella	بَيل	bella		
بيلا	μπέλλα	بَيل	μπέλλα		PROPN;NOM;FEM;SG
نزلت	κατέβασα	نَزَل	κατεβάζω	V;PFV;FEM;SG;3;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
ملبورن	μελβούρνη	ملبورن	μελβούρνο		PROPN;NOM;FEM;SG
صيغ	φόρμουλες	صَيغ	φόρμουλος	N;NOM;INDF;SG	N;NOM;FEM;PL
بستان	γκρόουβ	بستان	γκρόος		
بستان	περιβόλι	بستان	περιβόλι		N;NOM;NEUT;SG
معاناة	βάσανα	مُعَانَاة	βάσανα	N;NOM;INDF;SG	N;NOM;NEUT;PL
العبارات	ferries	عِبَارَة	ferries	N;NOM;DEF;PL	
ثور	θωρ	ثُور	θωρ		
ثور	θορ	ثُور	θορ		
اكتسب	αποκτήθηκαν	اِكتَسَب	αποκτώ	V;PFV;MASC;SG;3;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
اكتسب	αποκτήθηκε	اِكتَسَب	αποκτώ	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
اكتسب	κεκτημένα	اِكتَسَب	κεκτημένος	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;PL
فورا	αμέσως	فَور	αμέσως	N;ACC;INDF;SG	ADV
قلادة	κολιέ	قُلَادَة	κολία	N;NOM;INDF;SG	N;NOM;NEUT;PL
سماع	ακρόαση	سَمَاع	ακρόαση	N;NOM;INDF;SG	N;ACC;FEM;SG
تحطم	συντριβή	تَحَطُّم	συντριβός	N;NOM;INDF;SG	N;ACC;FEM;SG
الدمار	καταστροφή	دَمَار	καταστροφή	N;NOM;DEF;SG	N;ACC;FEM;SG
العنصري	ρατσιστές	عُنصُرِيّ	ρατσιστής	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;PL
كرات	μπάλες	كُرَة	μπάλη		N;NOM;FEM;PL
كرات	μπαλάκια	كُرَة	μπαλάκια		N;NOM;NEUT;PL
ريكاردو	ρικάρντο	ريكاردو	ρικάρντος		
لادن	λάντεν	لادن	λάντεν		
النرويجية	νορβηγική	نُروِيجِيّ	νορβηγικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
النرويجية	νορβηγικό	نُروِيجِيّ	νορβηγικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
النرويجية	νορβηγικές	نُروِيجِيّ	νορβηγικός	N;NOM;DEF;SG	ADJ;NOM;FEM;PL
النرويجية	νορβηγικά	نُروِيجِيّ	νορβηγικός	N;NOM;DEF;SG	ADV
الملاحظة	παρατήρηση	مُلَاحَظَة	παρατήρηση	N;NOM;DEF;SG	N;ACC;FEM;SG
النسبي	συγγενής	نِسبِيّ	συγγενής	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
خلط	ανάμειξη	خَلط	ανάμειξη	N;NOM;INDF;SG	N;ACC;FEM;SG
خلط	ανάμιξη	خَلط	ανάμιξη	N;NOM;INDF;SG	N;ACC;FEM;SG
اواخر	αργά	آخِر	αργά	ADJ;NOM;INDF;MASC;PL	ADV
الرياضيين	αθλητές	رِيَاضِيّ	αθλητός	ADJ;ACC;DEF;MASC;PL	N;NOM;MASC;PL
صافي	καθαρή	صافي	καθερός		ADJ;NOM;FEM;SG
صافي	δίχτυ	صافي	δίχτυ		N;NOM;NEUT;SG
صافي	καθαρά	صافي	καθερά		ADV
صافي	net	صافي	net		
صافي	καθαρό	صافي	καθερός		ADJ;NOM;NEUT;SG
كبر	μεγέθυνση	كَبر	μεγέθυνση		N;ACC;FEM;SG
كبر	εστίαση	كَبر	εστίαση		N;ACC;FEM;SG
كبر	ζουμ	كَبر	ζουμ		N;GEN;MASC;SG
النية	πρόθεσή	نِيَّة	πρόθεση	N;NOM;DEF;SG	N;ACC;FEM;SG
النية	πρόθεση	نِيَّة	πρόθεση	N;NOM;DEF;SG	N;ACC;FEM;SG
النية	πρόθεση	نِيَّة	πρόθεση	N;NOM;DEF;SG	N;ACC;FEM;SG
الرهبان	μοναχούς	رَهَبَان	μοναχός	N;NOM;DEF;PL	N;ACC;MASC;PL
وقائع	χρονικό	وَقِيعَة	χρονικός	N;NOM;INDF;PL	N;NOM;NEUT;SG
سياسيا	πολιτικά	سِيَاسِيّ	πολιτικός	ADJ;ACC;INDF;MASC;SG	ADV
ودية	φιλικοί	وُدِّيّ	φιλικός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL
ودية	φιλικά	وُدِّيّ	φιλικά	ADJ;NOM;INDF;FEM;SG	ADV
ثقيلة	βαρύ	ثَقِيل	βαρύς	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
ثقيلة	βαριά	ثَقِيل	βαριός	ADJ;NOM;INDF;FEM;SG	ADV
الحقن	ενέσεις	الحقن	ένεση	N;NOM;DEF;SG	N;NOM;FEM;PL
الحقن	ενέσιμο	الحقن	ενέσιμο	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الحقن	ένεση	الحقن	ένεση	N;NOM;DEF;SG	N;ACC;FEM;SG
الصداع	πονοκέφαλοι	صِدَاع	πονοκέφαλος	N;NOM;DEF;SG	N;NOM;MASC;PL
الصداع	πονοκεφάλους	صِدَاع	πονοκέφαλος	N;NOM;DEF;SG	N;NOM;MASC;PL
وفاء	πλήρωση	وفاء	πλήρωση		N;ACC;FEM;SG
وفاء	εκπλήρωση	وفاء	εκπλήρωση		N;ACC;FEM;SG
وفاء	πίστη	وفاء	πίστα		N;NOM;FEM;SG
وفاء	αφοσίωση	وفاء	αφοσίωση		N;ACC;FEM;SG
وفاء	εκπλήρωση	وفاء	εκπλήρωση		N;ACC;FEM;SG
مونت	mont	مونت	mont		
مونت	μον	مونت	μον		N
مونت	μόντε	مونت	μόντε		
خوارزمية	αλγόριθμο	خُورزَمِيّ	αλγόριθμος		N;ACC;MASC;SG
خوارزمية	αλγόριθμος	خُورزَمِيّ	αλγόριθμος		N;NOM;MASC;SG
المطارات	αερολιμένες	مَطَار	αερολιμένος	N;NOM;DEF;PL	ADJ;NOM;FEM;PL
زارة	ζάρα	زَارّ	ζάρα	N;NOM;INDF;SG	
جيف	τζεφ	جِيف	τζεφ		
جيف	jeff	جِيف	jeff		
هندوراس	ονδούρα	هندوراس	ονδούρα		PROPN;NOM;FEM;SG
ظواهر	φαινομένων	ظَاهِرَة	φαινόμενο	N;NOM;INDF;PL	N;GEN;NEUT;PL
المختلطة	μεικτή	مُختَلِط	μεικτός	ADJ;NOM;DEF;FEM;SG	PROPN;NOM;FEM;SG
المختلطة	μεικτό	مُختَلِط	μεικτός	ADJ;NOM;DEF;FEM;SG	N;NOM;NEUT;SG
المختلطة	μεικτά	مُختَلِط	μεικτός	ADJ;NOM;DEF;FEM;SG	ADV
المختلطة	μεικτές	مُختَلِط	μεικτός	ADJ;NOM;DEF;FEM;SG	N;NOM;FEM;PL
المختلطة	υβρίδιο	مُختَلِط	υβρίδιο	ADJ;NOM;DEF;FEM;SG	N;NOM;NEUT;SG
المختلطة	υβριδικά	مُختَلِط	υβριδικά	ADJ;NOM;DEF;FEM;SG	ADV
صغر	μικρή	صَغَر	μικρός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
صغر	μικρό	صَغَر	μικρός	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
صغر	μικρές	صَغَر	μικρός	N;NOM;INDF;SG	ADJ;NOM;FEM;PL
صغر	μικρός	صَغَر	μικρός	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
صغر	μικρά	صَغَر	μικρός	N;NOM;INDF;SG	ADV
صغر	ελαχιστοποίηση	صَغَر	ελαχιστοποίηση	N;NOM;INDF;SG	N;ACC;FEM;SG
التفاح	μήλα	تَفَاح	μήλας	N;NOM;DEF;SG	N;NOM;NEUT;PL
راح	γουίλ	رَاح	γουίλ		
راح	will	رَاح	will		
راح	θα	رَاح	θα		PART
اخترع	εφηύρε	اِختَرَع	φεύρω	V;PFV;MASC;SG;3;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
اخترع	εφευρέθηκε	اِختَرَع	εφευρώ	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
عطاء	τρυφερό	عَطَاء	τρυφερός		ADJ;NOM;NEUT;SG
عطاء	τρυφερή	عَطَاء	τρυφερής		ADJ;NOM;FEM;SG
عطاء	τρυφερός	عَطَاء	τρυφερός		ADJ;NOM;MASC;SG
الاحتكاك	τριβής	اِحتِكَاك	τριβός	N;NOM;DEF;SG	N;GEN;FEM;SG
عظمة	κόκαλα	عَظمَة	κόκαλο	N;NOM;INDF;SG	N;NOM;NEUT;PL
عظمة	οστά	عَظمَة	οστά	N;NOM;INDF;SG	N;NOM;NEUT;PL
عظمة	μεγαλεία	عَظمَة	μεγάλειο	N;NOM;INDF;SG	N;NOM;NEUT;PL
عظمة	μεγαλείο	عَظمَة	μεγαλείο	N;NOM;INDF;SG	N;ACC;NEUT;SG
المعدية	μεταδοτική	مَعدِيَة	μεταδοτικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
المعدية	μεταδοτικό	مَعدِيَة	μεταδοτικό	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
غراند	χιλιάρικο	غراند	χιλιάρικο		N;NOM;NEUT;SG
غراند	grand	غراند	grand		
لاتينية	λατινικά	لاتينية	λατινικός	ADJ;NOM;INDF;FEM;SG	ADV
لاتينية	λατίνα	لاتينية	λατίνα	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
النظرة	κοίτα	نَظرَة	κοίτα	N;NOM;DEF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
الممتلكات	ακίνητο	مُمتَلَكَات	ακίνητος	N;NOM;DEF;PL	N;NOM;NEUT;SG
الممتلكات	ιδιοκτησία	مُمتَلَكَات	ιδιοκτησία	N;NOM;DEF;PL	N;ACC;FEM;SG
الممتلكات	ιδιότητα	مُمتَلَكَات	ιδιότητα	N;NOM;DEF;PL	N;ACC;FEM;SG
الغاية	σκοπό	غَايَة	σκοπός	N;NOM;DEF;SG	N;ACC;MASC;SG
باع	πωλείται	بَاع	πωλώ	V;PFV;MASC;SG;3;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
باع	πουλήθηκε	بَاع	πουλώ	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
باع	πωλήθηκε	بَاع	πωλώ	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
باع	πωλούνται	بَاع	πωλώ	V;PFV;MASC;SG;3;ACT	V;IPFV;IND;PL;3;PRS;FIN;PASS
الرعد	κεραυνό	رَعد	κεραυνός	N;NOM;DEF;SG	NUM;NOM;MASC;SG
روميو	ρομέο	رُومِيُو	ρομέο		
روميو	ρωμαίος	رُومِيُو	ρωμαίος		PROPN;NOM;MASC;SG
روميو	ρωμαίο	رُومِيُو	Ρωμαίος		N;ACC;MASC;SG
رسومات	γραφικά	رَسم	γραφικά	N;NOM;INDF;PL	ADV
مصباح	λάμπα	مِصبَاح	λάμπα		N;NOM;FEM;SG
مصباح	φανός	مِصبَاح	φανός		N;NOM;MASC;SG
مايا	maya	مَاي	maya		
مايا	μάγια	مَاي	μάγι		N;NOM;NEUT;PL
التغطية	κάλυψη	تَغطِيَة	κάλυψη	N;NOM;DEF;SG	N;ACC;FEM;SG
التراجع	υποχώρηση	تَرَاجُع	υποχώρηση	N;NOM;DEF;SG	N;ACC;FEM;SG
التراجع	οπισθοχώρηση	تَرَاجُع	οπισθοχώρηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الزينة	στολίδια	زِينَة	στολίδιο	N;NOM;DEF;SG	N;NOM;NEUT;PL
الزينة	διακοσμητικά	زِينَة	διακοσμητικός	N;NOM;DEF;SG	N;NOM;NEUT;PL
الكلوي	νεφρική	كُلُوِيّ	νεφρικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
السقف	οροφής	سَقف	οροφή	N;NOM;DEF;SG	N;GEN;FEM;SG
السقف	οροφή	سَقف	οροφή	N;NOM;DEF;SG	N;ACC;FEM;SG
السقف	οροφή	سَقف	οροφή	N;NOM;DEF;SG	N;ACC;FEM;SG
السقف	ταράτσα	سَقف	ταράτσα	N;NOM;DEF;SG	N;ACC;FEM;SG
فراغ	κενού	فَرَاغ	κενό	N;NOM;INDF;SG	N;GEN;NEUT;SG
الطاولة	τάβλι	طَاوِلَة	τάβλι	N;NOM;DEF;SG	
بلاط	πλακάκια	بَلَاط	πλακάκι	N;NOM;INDF;SG	N;NOM;NEUT;PL
بلاط	πλακίδια	بَلَاط	πλακίδιο	N;NOM;INDF;SG	N;NOM;NEUT;PL
بلاط	πλακάκια	بَلَاط	πλακάκι	N;NOM;INDF;SG	N;NOM;NEUT;PL
متزوجة	παντρεμένοι	مُتَزَوِّج	παντρένω	ADJ;NOM;INDF;FEM;SG	V;PFV;NOM;MASC;PL;V.PTCP;PASS
متزوجة	παντρεμένος	مُتَزَوِّج	παντρεμένος	ADJ;NOM;INDF;FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
متزوجة	παντρεμένη	مُتَزَوِّج	παντρένω	ADJ;NOM;INDF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
متزوجة	παντρεύτηκε	مُتَزَوِّج	παντρέω	ADJ;NOM;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
متزوجة	παντρεύτηκα	مُتَزَوِّج	παντρεύτεκα	ADJ;NOM;INDF;FEM;SG	V;PFV;IND;SG;1;PST;FIN;PASS
المرات	times	مَرَّة	times	N;NOM;DEF;PL	
تولد	γεννήθηκα	تَوَلُّد	γεννώ	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;PASS
تولد	γεννημένος	تَوَلُّد	γεννημένος	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;NOM;MASC;SG;V.PTCP;PASS
تولد	γεννήθηκε	تَوَلُّد	γεννώ	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
تولد	γεννηθείς	تَوَلُّد	γεννηθής	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;MASC;SG
تولد	ράτσα	تَوَلُّد	ράτσα	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;FEM;SG
تمرير	πάσα	تَمرِير	πάσα	N;NOM;INDF;SG	N;ACC;FEM;SG
تمرير	περάσει	تَمرِير	περνώ	N;NOM;INDF;SG	V;PFV;NFIN;ACT
تمرير	πάσο	تَمرِير	πάσο	N;NOM;INDF;SG	
عجلة	τροχό	عَجَلَة	τροχός	N;NOM;INDF;SG	N;ACC;MASC;SG
عجلة	τροχού	عَجَلَة	τροχός	N;NOM;INDF;SG	N;GEN;MASC;SG
فاي	φέι	فاي	φέγω		PROPN;NOM;FEM;SG
مطلقة	χωρισμένος	مُطلَق	χωρισμένος	ADJ;NOM;INDF;FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
مطلقة	χωρισμένη	مُطلَق	χωρίζω	ADJ;NOM;INDF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
مطلقة	χωρισμένοι	مُطلَق	χωρισμένος	ADJ;NOM;INDF;FEM;SG	V;PFV;NOM;MASC;PL;V.PTCP;PASS
مطلقة	διαζύγιο	مُطلَق	διαζύγιο	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
مطلقة	απόλυτες	مُطلَق	απόλυτα	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
كروية	σφαιρικά	كُروِيّ	σφαιρικά	ADJ;NOM;INDF;FEM;SG	ADV
ديربي	ντέρμπι	ديربي	ντέρμπι		
رون	ρον	رُون	ρον		
رون	ron	رُون	ron		
جيوفاني	giovann	جيوفاني	giovann		
جيوفاني	τζιοβάνι	جيوفاني	τζιοβάνι		
الكهرومغناطيسية	ηλεκτρομαγνητικό	كَهرُومغَاطِيسِيَّة	ηλεκτρομαγνητικός		ADJ;NOM;NEUT;SG
الكهرومغناطيسية	ηλεκτρομαγνητικά	كَهرُومغَاطِيسِيَّة	ηλεκτρομαγνητικά		ADV
الكهرومغناطيسية	ηλεκτρομαγνητική	كَهرُومغَاطِيسِيَّة	ηλεκτρομαγνητικός		ADJ;NOM;FEM;SG
المدمرة	καταστροφέα	مُدَمِّر	καταστροφέα	N;NOM;DEF;SG	N;ACC;MASC;SG
المدمرة	αντιτορπιλικό	مُدَمِّر	αντιτορπιλικό	N;NOM;DEF;SG	
الحائط	wall	حَائِط	wall	N;NOM;DEF;SG	
الحائط	τοίχο	حَائِط	τοίχος	N;NOM;DEF;SG	N;ACC;MASC;SG
الحائط	γουόλ	حَائِط	γουόλ	N;NOM;DEF;SG	
الهدنة	ανακωχή	هُدنَة	ανακωχή	N;NOM;DEF;SG	N;ACC;FEM;SG
الهدنة	εκεχειρία	هُدنَة	εκεχειρία	N;NOM;DEF;SG	N;ACC;FEM;SG
الهدنة	ανακωχή	هُدنَة	ανακωχή	N;NOM;DEF;SG	N;ACC;FEM;SG
الهدنة	εκεχειρία	هُدنَة	εκεχειρία	N;NOM;DEF;SG	N;ACC;FEM;SG
كاترين	κατρίν	كَاتِر	κατρίν		PROPN;NOM;FEM;SG
الكتل	μπλοκ	كَتل	μπλοκ	N;NOM;DEF;PL	N;NOM;NEUT;SG
الكتل	τετράγωνα	كَتل	τετράγωνος	N;NOM;DEF;PL	ADV
زميل	συνάδελφος	زَمِيل	συνάδελφος		N;NOM;MASC;SG
زميل	συνάδελφός	زَمِيل	συνάδελφος		N;NOM;MASC;SG
زميل	συνάδελφό	زَمِيل	συνάδελφος		N;ACC;MASC;SG
زميل	συνάδελφο	زَمِيل	συνάδελφος		N;VOC;MASC;SG
زميل	συμμαθητής	زَمِيل	συμμαθητής		N;NOM;MASC;SG
زميل	συμμαθητή	زَمِيل	συμμαθητής		N;ACC;MASC;SG
معلقة	εκκρεμεί	مُعَلَّق	εκκρέπω	ADJ;NOM;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
نورمان	νόρμαν	نُورَمَان	νόρμαν		
