το	the	ο	the	DET;NOM;DEF;NEUT;SG	PROPN
φίλοι	teman	φίλος	teman	N;VOC;MASC;PL	N;SG
φίλοι	friends	φίλος	friends	N;VOC;MASC;PL	PROPN
φίλοι	berteman	φίλος	berteman	N;VOC;MASC;PL	V;SG;ACT
στελέχη	eksekutif	στέλεχος	eksekutif	N;NOM;NEUT;PL	N;SG
όπλων	gendongan	όπλο	gendongan	N;GEN;NEUT;PL	N;SG
όπλων	lengan	όπλο	lengan	N;GEN;NEUT;PL	N;SG
όπλων	arms	όπλο	arms	N;GEN;NEUT;PL	PROPN
αναλογία	proporsional	αναλογία	proporsional	N;ACC;FEM;SG	ADJ;SG
άγνωστος	bruk	άγνωστος	bruk	ADJ;NOM;MASC;SG	PROPN
πρόσφατες	terkini	πρόσφατα	terkini	ADJ;NOM;FEM;PL	N;SG
πρόσφατες	terbaru	πρόσφατα	terbaru	ADJ;NOM;FEM;PL	ADJ;RL;SG
δυνατότητες	kemungkinannya	δυνατότητα	kemungkinan	N;NOM;FEM;PL	N;SG
δυνατότητες	kemungkinan	δυνατότητα	kemungkinan	N;NOM;FEM;PL	N;SG
δυνατότητες	potensi	δυνατότητα	potensi	N;NOM;FEM;PL	N;SG
δυνατότητες	potensial	δυνατότητα	potensial	N;NOM;FEM;PL	N;SG
ουρά	antri	ουρώ	antri	N;NOM;FEM;SG	
ουρά	tail	ουρώ	tail	N;NOM;FEM;SG	PROPN
αποικίες	koloni	αποικία	koloni	N;NOM;FEM;PL	N;SG
αυξάνεται	meningkat	αυξάνω	mentingkat	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SG;ACT
αυξάνεται	meningkatkan	αυξάνω	mentingkatkan	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SG;ACT
ήρωας	hero	ήρωο	hero	N;NOM;MASC;SG	PROPN
κορυφαία	top	κορυφαία	top	ADV	ADJ;SG
κορυφαία	puncak	κορυφαία	puncak	ADV	N;SG
κορυφαία	teratas	κορυφαία	teratas	ADV	ADJ;RL;SG
συν	ditambah	συν	ditambah	N	V;SG;PASS
συν	plus	συν	plus	N	PROPN
νήσος	pulau	νήσος	pulau	PROPN;NOM;FEM;SG	N;SG
νήσος	island	νήσος	island	PROPN;NOM;FEM;SG	PROPN
νήσος	isle	νήσος	isle	PROPN;NOM;FEM;SG	PROPN
μεραρχία	division	μεραρχία	division	N;ACC;FEM;SG	PROPN
ταξινόμηση	mengurutkan	ταξινόμηση	menkurutkan	N;ACC;FEM;SG	V;SG;ACT
ταξινόμηση	menyortir	ταξινόμηση	mensortir	N;ACC;FEM;SG	V;SG;ACT
ματς	korek	ματός	korek		N;SG;ACT
ματς	cocok	ματός	cocok		ADJ;SG
ματς	pertandingan	ματός	pertandingan		N;SG
ματς	kecocokan	ματός	kecocokan		N;SG
έντουαρντ	edward	έντουαρντ	edward	PROPN;NOM;MASC;SG	PROPN
λαμβάνουν	menerima	λαμβάνω	menterima	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SG;ACT
αυτόματα	automatic	αυτόματα	automatic	ADV	N;SG
αυτόματα	otomatis	αυτόματα	otomatis	ADV	
αυτόματα	atis	αυτόματα	atis	ADV	N
αυτόματα	otomatis	αυτόματα	otomatis	ADV	
γυμναστήριο	gym	γυμναστήριο	gym	N;NOM;NEUT;SG	PROPN
λίμνες	lakes	λίμνη	lakes	N;NOM;FEM;PL	PROPN
λίμνες	danau	λίμνη	danau	N;NOM;FEM;PL	N;SG
πίστευε	diyakini	πιστεύω	diyakini	V;IPFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
πίστευε	dipercaya	πιστεύω	dipercaya	V;IPFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
χαν	khan	χαν	khan	N	PROPN
χαν	han	χαν	han	N	PROPN
λήψη	download	λήψη	download	N;ACC;FEM;SG	PROPN
λήψη	mengunduh	λήψη	menunduh	N;ACC;FEM;SG	V;SG;ACT
λήψη	unduh	λήψη	unduh	N;ACC;FEM;SG	PROPN;SG;ACT
λήψη	ambil	λήψη	ambil	N;ACC;FEM;SG	V;SG;ACT
λήψη	take	λήψη	take	N;ACC;FEM;SG	PROPN
χριστιανοί	christian	χριστιανός	christian	N;NOM;MASC;PL	PROPN
χριστιανοί	kristiani	χριστιανός	kristiani	N;NOM;MASC;PL	PROPN;SG
χριστιανοί	kristen	χριστιανός	kristen	N;NOM;MASC;PL	PROPN;SG
χριστιανοί	nasrani	χριστιανός	nasrani	N;NOM;MASC;PL	PROPN
χριστιανοί	kristen	χριστιανός	kristen	N;NOM;MASC;PL	PROPN;SG
οπτική	visual	οπτικός	visual	ADJ;NOM;FEM;SG	N
οπτική	optik	οπτικός	optik	ADJ;NOM;FEM;SG	N;SG
ενίσχυση	aid	ενίσχυση	aid	N;ACC;FEM;SG	PROPN
ευγενείς	bangsawan	ευγενής	bangsawan	ADJ;NOM;MASC;PL	N;MASC;SG
ευγενείς	bangsawan	ευγενής	bangsawan	ADJ;NOM;MASC;PL	N;MASC;SG
ευγενείς	mulia	ευγενής	mulia	ADJ;NOM;MASC;PL	ADJ;SG
ευγενείς	noble	ευγενής	noble	ADJ;NOM;MASC;PL	PROPN
μάρκος	markos	μάρκος	markos	N;NOM;MASC;SG	PROPN
μάρκος	marcos	μάρκος	marcos	N;NOM;MASC;SG	PROPN
δέρμα	leather	δέρμα	leather	N;NOM;NEUT;SG	PROPN
δέρμα	skin	δέρμα	skin	N;NOM;NEUT;SG	PROPN
οθόνη	screen	οθόνος	screen	N;NOM;FEM;SG	PROPN
οθόνη	memantau	οθόνος	menpantau	N;NOM;FEM;SG	V;SG;ACT
σάο	são	σάος	são		PROPN
σάο	sao	σάος	sao		PROPN
τουρκικά	turki	τουρκικός	turki	ADV	PROPN;SG
τουρκικά	turkish	τουρκικός	turkish	ADV	PROPN
μίλια	miles	μίλιος	miles	N;NOM;NEUT;PL	PROPN
μίλια	mil	μίλιος	mil	N;NOM;NEUT;PL	N;SG
προτείνω	disarankan	προτείνω	disarankan	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;SG;PASS
προτείνω	rekomendasikan	προτείνω	rekomendasikan	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;SG
προτείνω	sarankan	προτείνω	sarankan	V;IPFV;IND;SG;1;PRS;FIN;ACT	
ιδρύματα	institusi	ίδρυμα	institusi	N;NOM;NEUT;PL	N;SG
ιδρύματα	lembaga	ίδρυμα	lembaga	N;NOM;NEUT;PL	N;SG
ήχο	sound	ήχο	sound	N;ACC;MASC;SG	PROPN
ήχο	suara	ήχο	suara	N;ACC;MASC;SG	PROPN;SG
στρατευμάτων	pasukan	στράτευμα	pasukan	N;GEN;NEUT;PL	N;SG
στόλος	fleet	στόλος	fleet	N;NOM;MASC;SG	PROPN
σκωτία	scotland	σκωτία	scotland	PROPN;ACC;FEM;SG	PROPN
σκωτία	skotlandia	σκωτία	skotlandia	PROPN;ACC;FEM;SG	N;SG
ίδιοι	same	ίδιος	same	ADJ;NOM;MASC;PL	PROPN
έγκλημα	crime	έγκλημα	crime	N;NOM;NEUT;SG	PROPN
στέλιος	stelios	στέλιος	stelios	PROPN;NOM;MASC;SG	PROPN
συσκευές	peralatan	συσκευά	peralatan	N;NOM;FEM;PL	N;SG
συσκευές	perangkat	συσκευά	perangkat	N;NOM;FEM;PL	N;SG
συσκευές	aparat	συσκευά	aparat	N;NOM;FEM;PL	N;SG
παράγουν	menghasilkan	παράγω	menhasilkan	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SG;ACT
παράγουν	memproduksi	παράγω	menproduksi	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SG;ACT
γιαν	jan	γιαν	jan		
ρωμαίος	roman	ρωμαίος	roman	PROPN;NOM;MASC;SG	PROPN
ρωμαίος	romawi	ρωμαίος	romawi	PROPN;NOM;MASC;SG	PROPN;SG
ρωμαίος	romeo	ρωμαίος	romeo	PROPN;NOM;MASC;SG	PROPN
σχολές	sekolah	σχολή	sekolah	N;NOM;FEM;PL	N;SG
σχολές	fakultas	σχολή	fakultas	N;NOM;FEM;PL	N;SG
ρίζα	root	ρίζος	root	N;NOM;FEM;SG	PROPN
κοινωνικά	social	κοινωνικά	social	ADV	PROPN
κοινωνικά	sosial	κοινωνικά	sosial	ADV	N;SG
σωστό	kanan	σωστός	kanan	ADJ;NOM;NEUT;SG	N;SG
σωστό	right	σωστός	right	ADJ;NOM;NEUT;SG	PROPN
κομητεία	county	κομητείο	county	N;NOM;FEM;SG	PROPN
κεφάλαιο	capital	κεφάλαιο	capital	N;NOM;NEUT;SG	PROPN
πνευματική	spiritual	πνευματικός	spiritual	ADJ;NOM;FEM;SG	N
πνευματική	rohani	πνευματικός	rohani	ADJ;NOM;FEM;SG	N;SG
πνευματική	cendekiawan	πνευματικός	cendekiawan	ADJ;NOM;FEM;SG	N;SG
εκδότης	redaksi	εκδότης	redaksi	N;NOM;MASC;SG	PROPN
χρυσά	golden	χρυσάς	golden	N;NOM;NEUT;PL	PROPN
χρυσά	emas	χρυσάς	emas	N;NOM;NEUT;PL	N;SG
χρυσά	keemasan	χρυσάς	keemasan	N;NOM;NEUT;PL	N;SG
χρυσά	emas	χρυσάς	emas	N;NOM;NEUT;PL	N;SG
χρυσά	gold	χρυσάς	gold	N;NOM;NEUT;PL	PROPN
παλαιότερη	terlama	παλιός	terlama	ADJ;NOM;CMPR;FEM;SG	ADJ;RL;SG
παλαιότερη	tertua	παλιός	tertua	ADJ;NOM;CMPR;FEM;SG	ADJ;RL;SG
υψηλό	high	ψηλός	high	ADJ;NOM;NEUT;SG	PROPN
παραδοσιακό	traditional	παραδοσιακός	traditional	ADJ;NOM;NEUT;SG	N
απόστολος	rasul	απόστολος	rasul	ADJ;NOM;MASC;SG	N;SG
όρη	gunung	όρος	gunung	N;NOM;NEUT;PL	N;SG
όρη	pegunungan	όρος	pegunungan	N;NOM;NEUT;PL	N;SG
αποφασίστηκε	memutuskan	αποφασίζω	menputuskan	V;PFV;IND;SG;3;PST;FIN;PASS	V;SG;ACT
μοναδικός	keunikan	μοναδικός	keunikan	ADJ;NOM;MASC;SG	N;SG
μοναδικός	unique	μοναδικός	unique	ADJ;NOM;MASC;SG	PROPN
ξεκινάει	dimulai	ξεκινώ	dimulai	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PASS
σκοτώθηκαν	dibunuh	σκοτώνω	dibunuh	V;PFV;IND;PL;3;PST;FIN;PASS	V;SG;PASS
σκοτώθηκαν	tewas	σκοτώνω	tewas	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;SG
σκοτώθηκαν	terbunuh	σκοτώνω	terbunuh	V;PFV;IND;PL;3;PST;FIN;PASS	V;SG;PASS
ζακ	zac	ζακ	zac	PROPN;NOM;MASC;SG	PROPN
ζακ	zack	ζακ	zack	PROPN;NOM;MASC;SG	PROPN
ζακ	zach	ζακ	zach	PROPN;NOM;MASC;SG	PROPN
ζακ	jacques	ζακ	jacques	PROPN;NOM;MASC;SG	PROPN
φινλανδία	finlandia	φινλανδία	finlandia	PROPN;ACC;FEM;SG	PROPN;SG
επιδρομές	razia	επιδρομή	razia	N;NOM;FEM;PL	N;SG
επιδρομές	perampasan	επιδρομή	penrampasan	N;NOM;FEM;PL	N;SG
επιδρομές	penggerebekan	επιδρομή	pengerebekan	N;NOM;FEM;PL	N;SG
νωρίς	early	νωρίς	early	ADV	PROPN
νωρίς	dini	νωρίς	dini	ADV	ADJ;SG
νωρίς	awal	νωρίς	awal	ADV	ADJ;SG
κατασκευάστηκαν	diproduksi	κατασκευάζω	diproduksi	V;PFV;IND;PL;3;PST;FIN;PASS	V;SG;PASS
μάτι	eye	μάτι	eye	N;NOM;NEUT;SG	PROPN
μάτι	matty	μάτι	matty	N;NOM;NEUT;SG	PROPN
κανάλια	saluran	κανάλιος	saluran	N;NOM;NEUT;PL	N;SG
νορβηγία	norwegia	νορβηγία	norwegia	PROPN;ACC;FEM;SG	PROPN
αποτελούνται	terdiri	αποτελώ	terdiri	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;SG;PASS
ιδιοκτησία	property	ιδιοκτησία	property	N;ACC;FEM;SG	PROPN
είσοδος	memasuki	είσοδος	menmasuki	N;NOM;FEM;SG	V;SG;ACT
είσοδος	memasukkan	είσοδος	menmasukkan	N;NOM;FEM;SG	V;SG;ACT
είσοδος	masukkan	είσοδος	masukkan	N;NOM;FEM;SG	V;SG;ACT
είσοδος	entry	είσοδος	entry	N;NOM;FEM;SG	PROPN
σχηματίζεται	membentuk	σχηματίζω	menbentuk	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SG;ACT
αποσαφήνιση	mengklarifikasi	αποσαφήνιση	menklarifikasi	N;NOM;FEM;SG	V;SG;ACT
αποσαφήνιση	perjelas	αποσαφήνιση	perjelas	N;NOM;FEM;SG	V;SG;ACT
αποσαφήνιση	disambiguasi	αποσαφήνιση	disambiguasi	N;NOM;FEM;SG	V;SG;PASS
μεσόγειο	mediterania	μεσόγειο	mediterania	PROPN;ACC;FEM;SG	N;SG
αεροσκαφών	pesawat	αεροσκαφή	pesawat	N;GEN;NEUT;PL	N;SG
αεροσκαφών	aircraft	αεροσκαφή	aircraft	N;GEN;NEUT;PL	PROPN
πάντοτε	always	πάντοτε	always	ADV	PROPN
χάρτες	maps	χάρτης	maps	N;NOM;MASC;PL	PROPN
χάρτες	peta	χάρτης	peta	N;NOM;MASC;PL	N;SG
χοσέ	jose	χοσέ	jose		PROPN
χοσέ	josé	χοσέ	josé		PROPN
χοσέ	josé	χοσέ	josé		PROPN
ζηλανδία	zealand	ζηλανδία	zealand	PROPN;ACC;FEM;SG	PROPN
ζηλανδία	selandia	ζηλανδία	selandia	PROPN;ACC;FEM;SG	PROPN;SG
κυβερνήσεις	pemerintah	κυβέρνηση	penperintah	N;NOM;FEM;PL	N;SG
κυβερνήσεις	pemerintahan	κυβέρνηση	penperintahan	N;NOM;FEM;PL	N;SG
μαξ	max	μαξ	max		
μαξ	maks	μαξ	maks		PROPN
μαξ	maksimal	μαξ	maksimal		ADJ;SG
επαγγελματίας	profesional	επαγγελματίας	profesional	N;NOM;FEM;SG	ADJ;SG
επαγγελματίας	pro	επαγγελματίας	pro	N;NOM;FEM;SG	PROPN
συστηματική	sistemik	συστηματικός	sistemik	ADJ;NOM;FEM;SG	N
συστηματική	sistematis	συστηματικός	sistematis	ADJ;NOM;FEM;SG	N
κινητήρες	mesin	κινητήρας	mesin	N;NOM;MASC;PL	N;SG
ίχνη	trek	ίχνος	trek	N;NOM;NEUT;PL	PROPN
ίχνη	jejak	ίχνος	jejak	N;NOM;NEUT;PL	N;SG
ίχνη	lacak	ίχνος	lacak	N;NOM;NEUT;PL	N;SG;ACT
ίχνη	trace	ίχνος	trace	N;NOM;NEUT;PL	PROPN
ίχνη	jejak	ίχνος	jejak	N;NOM;NEUT;PL	N;SG
μηνών	bulan	μήνας	bulan	N;GEN;MASC;PL	N;SG
σπορ	sport	σπορ	sport	N	PROPN
σπορ	sports	σπορ	sports	N	PROPN
δημοσίευση	posting	δημοσίευση	posting	N;NOM;FEM;SG	PROPN
δημοσίευση	mengirim	δημοσίευση	menkirim	N;NOM;FEM;SG	V;SG;ACT
δημοσίευση	mengirimkan	δημοσίευση	menkirimkan	N;NOM;FEM;SG	V;SG;ACT
δημοσίευση	publikasikan	δημοσίευση	publikasikan	N;NOM;FEM;SG	V
δημοσίευση	terbitkan	δημοσίευση	terbitkan	N;NOM;FEM;SG	V;SG;PASS
δημοσίευση	dipublikasikan	δημοσίευση	dipublikasikan	N;NOM;FEM;SG	V;SG;PASS
δημοσίευση	diterbitkan	δημοσίευση	diterbitkan	N;NOM;FEM;SG	V;SG;PASS
δημοσίευση	terbitkan	δημοσίευση	terbitkan	N;NOM;FEM;SG	V;SG;PASS
δημοσίευση	posting	δημοσίευση	posting	N;NOM;FEM;SG	PROPN
δημοσίευση	kirimkan	δημοσίευση	kirimkan	N;NOM;FEM;SG	V;SG;ACT
δημοσίευση	kirim	δημοσίευση	kirim	N;NOM;FEM;SG	V;SG;ACT
δημοσίευση	post	δημοσίευση	post	N;NOM;FEM;SG	PROPN
βιβλιοθήκες	pustaka	βιβλιοθήκη	pustaka	V;PFV;IND;PL;2;PST;FIN;PASS	N
βιβλιοθήκες	perpustakaan	βιβλιοθήκη	perpustakaan	V;PFV;IND;PL;2;PST;FIN;PASS	N;SG
ευρύ	lebar	ευρύς	lebar	N;NOM;NEUT;SG	ADJ;SG
ευρύ	wide	ευρύς	wide	N;NOM;NEUT;SG	PROPN
κόμικς	komik	κόμικός	komik	ADV	N
σκάφη	perahu	σκάφος	perahu	N;NOM;NEUT;PL	N;SG
σκάφη	kapal	σκάφος	kapal	N;NOM;NEUT;PL	N;SG
σκάφη	bejana	σκάφος	bejana	N;NOM;NEUT;PL	N;SG
γνώσεις	pengetahuan	γνώση	pengetahuan	N;NOM;FEM;PL	N;SG
γνώσεις	knowledge	γνώση	knowledge	N;NOM;FEM;PL	PROPN
απαραίτητη	diperlukan	απαραίτητος	diperlukan	ADJ;NOM;FEM;SG	V;SG;PASS
απαραίτητη	perlu	απαραίτητος	perlu	ADJ;NOM;FEM;SG	V;SG;ACT
ζώνες	zona	ζώνη	zona	N;NOM;FEM;PL	N;SG
θύματα	korban	θύμα	korban	N;NOM;NEUT;PL	N;SG
επιθετικός	striker	επιθετικός	striker	ADJ;NOM;MASC;SG	N;SG
πετρούπολη	petersburg	πετρούπολη	petersburg	PROPN;ACC;FEM;SG	PROPN
πνευματικά	spiritual	πνευματικά	spiritual	ADV	N
πνευματικά	rohani	πνευματικά	rohani	ADV	N;SG
πνευματικά	spiritual	πνευματικά	spiritual	ADV	N
πνευματικά	rohani	πνευματικά	rohani	ADV	N;SG
πνευματικά	mental	πνευματικά	mental	ADV	N;SG
λαρούς	larousse	λαρός	larousse	PROPN;NOM;MASC;SG	PROPN
άλμα	jump	άλμα	jump	N;NOM;NEUT;SG	PROPN
άλμα	melompat	άλμα	menlompat	N;NOM;NEUT;SG	V;SG;ACT
άλμα	leap	άλμα	leap	N;NOM;NEUT;SG	PROPN
άλμα	alma	άλμα	alma	N;NOM;NEUT;SG	PROPN
πολιτικούς	politisi	πολιτικός	politisi	ADJ;NOM;MASC;PL	N;SG
πολιτικούς	politikus	πολιτικός	politikus	ADJ;NOM;MASC;PL	N;SG
θέα	melihat	θέα	menlihat	N;NOM;FEM;SG	V;SG;ACT
θέα	lihat	θέα	lihat	N;NOM;FEM;SG	V;SG;ACT
ουκρανίας	ukraina	ουκρανία	ukraina	PROPN;GEN;FEM;SG	N;SG
ουκρανίας	ukraina	ουκρανία	ukraina	PROPN;GEN;FEM;SG	N;SG
ηθική	beretika	ηθικός	beretika	ADJ;NOM;FEM;SG	V;SG;ACT
ηθική	etis	ηθικός	etis	ADJ;NOM;FEM;SG	N;SG
ηθική	etika	ηθικός	etika	ADJ;NOM;FEM;SG	N;SG
ηθική	akhlak	ηθικός	akhlak	ADJ;NOM;FEM;SG	N;SG
ηθική	moral	ηθικός	moral	ADJ;NOM;FEM;SG	N;SG
ηθική	moral	ηθικός	moral	ADJ;NOM;FEM;SG	N;SG
ηθική	moral	ηθικός	moral	ADJ;NOM;FEM;SG	N;SG
ηθική	moralitas	ηθικός	moralitas	ADJ;NOM;FEM;SG	N
ξύλο	wood	ξύλο	wood	N;NOM;NEUT;SG	PROPN
ανάγνωση	bacalah	ανάγνωση	bacalah	N;NOM;FEM;SG	V;SG;ACT
ανάγνωση	baca	ανάγνωση	baca	N;NOM;FEM;SG	V;SG;ACT
ανάγνωση	read	ανάγνωση	read	N;NOM;FEM;SG	PROPN
ανάγνωση	dibaca	ανάγνωση	dibaca	N;NOM;FEM;SG	V;SG;PASS
ανάγνωση	membaca	ανάγνωση	menbaca	N;NOM;FEM;SG	V;SG;ACT
ανάγνωση	membaca	ανάγνωση	menbaca	N;NOM;FEM;SG	V;SG;ACT
ανάγνωση	reading	ανάγνωση	reading	N;NOM;FEM;SG	PROPN
αλή	ali	αλή	ali	PROPN;NOM;MASC;SG	PROPN
μαθηματικός	matematikawan	μαθηματικός	matematikawan	ADJ;NOM;MASC;SG	N
λίβερπουλ	liverpool	λίβερπουλ	liverpool	PROPN;NOM;FEM;SG	PROPN
μιλάνο	milan	μιλάνος	milan	PROPN;NOM;NEUT;SG	PROPN
μιλάνο	milano	μιλάνος	milano	PROPN;NOM;NEUT;SG	PROPN
νεότερη	younger	νέος	younger	ADJ;NOM;CMPR;FEM;SG	PROPN
νεότερη	muda	νέος	muda	ADJ;NOM;CMPR;FEM;SG	ADJ;SG
θερμότητα	heat	θερμότητα	heat	N;NOM;FEM;SG	PROPN
θερμότητα	panas	θερμότητα	panas	N;NOM;FEM;SG	ADJ;SG
λακωνίας	lakonia	λακωνία	lakonia	PROPN;GEN;FEM;SG	PROPN
αε	roi	αε	roi	N	PROPN
εξελίχθηκε	berevolusi	εκελίχνω	berevolusi	V;PFV;IND;SG;3;PST;FIN;PASS	V;SG;ACT
αργά	terlambat	αργά	terlambat	ADV	ADJ;SG
αργά	telat	αργά	telat	ADV	ADJ;SG
αργά	larut	αργά	larut	ADV	V;SG;ACT
αργά	slow	αργά	slow	ADV	PROPN
αργά	lambat	αργά	lambat	ADV	ADJ;SG
αργά	lamban	αργά	lamban	ADV	ADJ;SG
αύγουστος	august	αύγουστος	august	N;NOM;MASC;SG	
καθηγητές	profesor	καθηγητής	profesor	N;NOM;MASC;PL	N;SG
καθηγητές	guru	καθηγητής	guru	N;NOM;MASC;PL	N;SG
τοπίο	tumbang	τοπίο	tumbang	N;NOM;NEUT;SG	V;SG;ACT
επιτέθηκε	menyerang	επιτίθεμαι	menserang	V;PFV;IND;SG;3;PST;FIN;PASS	V;SG;ACT
κανόνας	rule	κανόνας	rule	N;NOM;MASC;SG	PROPN
ιερός	sakral	ιερός	sakral	ADJ;NOM;MASC;SG	N
όγκο	volum	όγκος	volum	N;ACC;MASC;SG	PROPN;SG
ξεχωριστά	terpisah	ξεχωριστώ	terpisah	ADV	ADJ;SG;PASS
ξεχωριστά	pisahkan	ξεχωριστώ	pisahkan	ADV	V;SG;ACT
ξεχωριστά	memisahkan	ξεχωριστώ	menpisahkan	ADV	V;SG;ACT
ξεχωριστά	dipisah	ξεχωριστώ	dipisah	ADV	V;SG;PASS
μουσικούς	musisi	μουσικός	musisi	ADJ;ACC;MASC;PL	N
άγνωστη	bruk	άγνωστος	bruk	ADJ;NOM;FEM;SG	PROPN
εξώφυλλο	cover	εξώφυλλο	cover	N;NOM;NEUT;SG	PROPN
εξώφυλλο	tutupi	εξώφυλλο	tutupi	N;NOM;NEUT;SG	V;SG;ACT
σχεδιασμός	merencanakan	σχεδιασμός	menrencanakan	N;NOM;MASC;SG	V;SG;ACT
σχεδιασμός	berencana	σχεδιασμός	berrencana	N;NOM;MASC;SG	V;SG;ACT
ναυτικών	pelaut	ναυτικός	penlaut	ADJ;GEN;NEUT;PL	N;SG
ανθρώπινο	manusiawi	ανθρώπινος	manusiawi	ADJ;NOM;NEUT;SG	N
ανθρώπινο	manusia	ανθρώπινος	manusia	ADJ;NOM;NEUT;SG	N;SG
ανθρώπινο	human	ανθρώπινος	human	ADJ;NOM;NEUT;SG	PROPN
τζόουνς	jones	τζόουνς	jones	PROPN;NOM;MASC;SG	PROPN
αντόνιο	antonio	αντόνιο	antonio		PROPN
αδέλφια	saudara	αδέρφι	saudara	N;NOM;NEUT;PL	N;SG
αδέλφια	saudara	αδέρφι	saudara	N;NOM;NEUT;PL	N;SG
αδέλφια	bersaudara	αδέρφι	bersaudara	N;NOM;NEUT;PL	V;SG;ACT
σουδάν	sudan	σουδάν	sudan		PROPN
εύρος	range	εύρος	range	N;ACC;NEUT;SG	PROPN
θρησκευτικές	religi	θρησκευτικός	religi	ADJ;NOM;FEM;PL	N
θρησκευτικές	keagamaan	θρησκευτικός	keagamaan	ADJ;NOM;FEM;PL	N;SG
θρησκευτικές	religius	θρησκευτικός	religius	ADJ;NOM;FEM;PL	N
θρησκευτικές	agama	θρησκευτικός	agama	ADJ;NOM;FEM;PL	N;SG
ευρεία	luas	ευρεία	luas	ADJ;NOM;FEM;SG	N;SG
υποστηρικτές	pendukung	υποστηρικτής	pendukung	N;NOM;MASC;PL	N;SG
λατρεία	sembah	λατρεία	sembah	N;NOM;FEM;SG	
λατρεία	menyembah	λατρεία	mensembah	N;NOM;FEM;SG	V;SG;ACT
λατρεία	beribadah	λατρεία	beribadah	N;NOM;FEM;SG	V;SG;ACT
κακή	bad	κακός	bad	ADJ;NOM;FEM;SG	PROPN
ιταλικό	italia	ιταλικός	italia	ADJ;NOM;NEUT;SG	PROPN
τυχαία	random	τυχαίος	random	ADV	PROPN
τυχαία	acak	τυχαίος	acak	ADV	ADJ;SG
τυχαία	disengaja	τυχαίος	disengaja	ADV	V
πετρελαίου	oil	πετρέλαιο	oil	N;GEN;NEUT;SG	PROPN
πετρελαίου	petroleum	πετρέλαιο	petroleum	N;GEN;NEUT;SG	PROPN
ντράμερ	drumer	ντράμερ	drumer		N
ντράμερ	drummer	ντράμερ	drummer		N
ακρωτήριο	cape	ακρωτήριο	cape	N;NOM;NEUT;SG	PROPN
ακρωτήριο	tanjung	ακρωτήριο	tanjung	N;NOM;NEUT;SG	PROPN
μέτρησης	mengukur	μέτρηση	menukur	N;GEN;FEM;SG	V;SG;ACT
σικελίας	sisilia	σικελία	sisilia	PROPN;GEN;FEM;SG	PROPN
μπάλα	ball	μπάλα	ball	N;NOM;FEM;SG	PROPN
ξεκινώντας	dimulai	ξεκινώ	dimulai	V;IPFV;V.CVB;ACT	V;SG;PASS
ξεκινώντας	starting	ξεκινώ	starting	V;IPFV;V.CVB;ACT	PROPN
συνεχείς	berkelanjutan	συνεχής	berkelanjutan	ADJ;NOM;FEM;PL	V;SG;ACT
συνεχείς	kontinu	συνεχής	kontinu	ADJ;NOM;FEM;PL	PROPN;SG
επισκέπτες	pengunjung	επισκέπτης	penkunjung	N;NOM;MASC;PL	N;SG
επισκέπτες	tamu	επισκέπτης	tamu	N;NOM;MASC;PL	N;SG
απαιτήσεις	persyaratan	απαίτηση	persyaratan	N;NOM;FEM;PL	N;SG
απαιτήσεις	tuntutan	απαίτηση	tuntutan	N;NOM;FEM;PL	N;SG
απαιτήσεις	klaim	απαίτηση	klaim	N;NOM;FEM;PL	N;SG
απαιτήσεις	mengklaim	απαίτηση	menklaim	N;NOM;FEM;PL	V;SG;ACT
κονγκό	kongo	κονγκός	kongo	PROPN;NOM;NEUT;SG	PROPN
κονγκό	ekuador	κονγκός	ekuador	PROPN;NOM;NEUT;SG	PROPN;SG
κονγκό	kongo	κονγκός	kongo	PROPN;NOM;NEUT;SG	PROPN
πρόποδες	foothills	πρόποδος	foothills	N;NOM;MASC;PL	PROPN
εβραίοι	yahudi	εβραίος	yahudi	ADJ;NOM;MASC;PL	PROPN;SG
εβραίοι	yahudi	εβραίος	yahudi	ADJ;NOM;MASC;PL	PROPN;SG
κατάρρευση	roboh	κατάρρευση	roboh	N;ACC;FEM;SG	;SG
κατάρρευση	runtuh	κατάρρευση	runtuh	N;ACC;FEM;SG	;SG
κατάρρευση	tumbang	κατάρρευση	tumbang	N;ACC;FEM;SG	V;SG;ACT
κινείται	memindahkan	κινώ	menpindahkan	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SG;ACT
κινείται	pindah	κινώ	pindah	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SG;ACT
κινείται	bergerak	κινώ	bergerak	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SG;ACT
