tennessee	tennessee	tennessee	tennesse	PROPN	PROPN;NOM;MASC;SG
pasarea	bird	pasare	bird	N;DEF;FEM;SG	
pasarea	ptič	pasare	ptič	N;DEF;FEM;SG	N;NOM;MASC;SG
tei	apna	tei	apna		N;NOM;MASC;SG
tei	apno	tei	apen		N;NOM;FEM;SG
vaduva	vdovo	vaduva	vdova	N;DEF;FEM;SG	N;ACC;FEM;SG
vaduva	vdove	vaduva	vdova	N;DEF;FEM;SG	N;NOM;FEM;PL
vaduva	vdova	vaduva	vdova	N;DEF;FEM;SG	N;NOM;FEM;SG
vaduva	vdovo	vaduva	vdova	N;DEF;FEM;SG	N;ACC;FEM;SG
vaduva	vdove	vaduva	vdova	N;DEF;FEM;SG	N;NOM;FEM;PL
vaduva	vdova	vaduva	vdova	N;DEF;FEM;SG	N;NOM;FEM;SG
vaduva	vdovo	vaduva	vdova	N;DEF;FEM;SG	N;ACC;FEM;SG
vaduva	vdove	vaduva	vdova	N;DEF;FEM;SG	N;NOM;FEM;PL
vaduva	vdova	vaduva	vdova	N;DEF;FEM;SG	N;NOM;FEM;SG
garcia	garcia	garcia	garcia	PROPN	N;NOM;MASC;SG
caseta	kaseta	caseta	kaseta	N;DEF;FEM;SG	N;NOM;FEM;SG
caseta	trak	caseta	trak	N;DEF;FEM;SG	N;NOM;MASC;SG
caseta	kaseta	caseta	kaseta	N;DEF;FEM;SG	N;NOM;FEM;SG
caseta	kaseta	caseta	kaseta	N;DEF;FEM;SG	N;NOM;FEM;SG
musical	glasbeni	musical	glasben	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
musical	glasbena	musical	glasben	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
gyula	gyula	gyula	gyula	PROPN	ADJ;NOM;INDF;MASC;SG
olimpia	olimpia	olimpie	olimpia	N;DEF;FEM;SG	N;NOM;FEM;SG
patriei	domovino	patrie	domovina	PROPN;DEF;FEM;SG	N;ACC;FEM;SG
patriei	domovinska	patrie	domovinski	PROPN;DEF;FEM;SG	ADJ;NOM;FEM;SG
patriei	domovina	patrie	domovina	PROPN;DEF;FEM;SG	N;NOM;FEM;SG
armat	oboroženi	armat	oborožen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
armat	oborožene	armat	oborožen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
armat	okrepljene	armat	okrepljen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
mongolii	mongoli	mongol	mongoli	N;DEF;MASC;PL	N;NOM;MASC;PL
sodiu	natrijev	sodiu	natrijev	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
prenume	priimek	prenume	priimek		N;NOM;MASC;SG
tentativa	poizkus	tentativa	poizkus	N;DEF;FEM;SG	N;NOM;MASC;SG
tentativa	poskus	tentativa	poskus	N;DEF;FEM;SG	N;NOM;MASC;SG
tentativa	poizkus	tentativa	poizkus	N;DEF;FEM;SG	N;NOM;MASC;SG
tentativa	poskus	tentativa	poskus	N;DEF;FEM;SG	N;NOM;MASC;SG
prinde	ulov	prinde	ul	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
prinde	ujemi	prinde	ujem	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
valdemar	valdemar	valdemar	valdamar	PROPN	N;NOM;MASC;SG
lut	gline	lut	gline	N;INDF;MASC;SG	N;NOM;FEM;PL
lut	clay	lut	clay	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
istria	istra	istrie	istra	PROPN	N;NOM;FEM;SG
istria	istri	istrie	istra	PROPN	N;NOM;MASC;SG
judecat	sojeno	judeca	sojen	ADJ;INDF;MASC;SG	
dieter	dieter	dieter	dieter	PROPN	PROPN;NOM;MASC;SG
raspandire	širjenje	raspandire	širjenje	N;INDF;FEM;SG	N;NOM;NEUT;SG
raspandire	razširi	raspandire	razšir	N;INDF;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
raspandire	širjenje	raspandire	širjenje	N;INDF;FEM;SG	N;NOM;NEUT;SG
patricia	patricia	patricie	patricia	N;DEF;FEM;SG	N;NOM;FEM;SG
esenta	bistva	esent	bistvo	N;DEF;FEM;SG	N;GEN;NEUT;SG
esenta	bistvo	esent	bistvo	N;DEF;FEM;SG	N;NOM;NEUT;SG
esenta	bistva	esent	bistvo	N;DEF;FEM;SG	N;GEN;NEUT;SG
esenta	bistvo	esent	bistvo	N;DEF;FEM;SG	N;NOM;NEUT;SG
cetatenia	državljanstvo	cetatenie	državljanstvo	N;DEF;FEM;SG	N;NOM;NEUT;SG
cetatenia	državljanstvo	cetatenie	državljanstvo	N;DEF;FEM;SG	N;NOM;NEUT;SG
nice	lep	nice	lep		ADJ;NOM;INDF;MASC;SG
nice	prijetno	nice	prijeten		ADJ;NOM;NEUT;SG
nice	lepo	nice	lep		ADJ;NOM;NEUT;SG
beatrice	beatrice	beatric	beatrica	N;INDF;FEM;PL	N;NOM;FEM;SG
atasat	priloženi	atasa	priložen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
atasat	priloženi	atasa	priložen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
spada	meč	spadă	meč	N;DEF;FEM;SG	N;NOM;MASC;SG
bolivia	boliviji	bolivie	bolivija	PROPN	N;NOM;FEM;SG
ciuperci	goba	ciupercă	goba	N;INDF;FEM;PL	N;NOM;FEM;SG
criteriul	merilo	criteriu	merilo	N;DEF;MASC;SG	N;NOM;NEUT;SG
criteriul	kriterij	criteriu	kriterij	N;DEF;MASC;SG	N;NOM;MASC;SG
goga	goga	gogă	goga	PROPN	N;NOM;FEM;SG
performante	nastop	performant	nastop	N;INDF;FEM;PL	N;NOM;MASC;SG
performante	zmogljivost	performant	zmogljivost	N;INDF;FEM;PL	N;NOM;FEM;SG
performante	uspešnost	performant	uspešnost	N;INDF;FEM;PL	N;NOM;FEM;SG
performante	uspešnosti	performant	uspešnost	N;INDF;FEM;PL	N;GEN;FEM;SG
pakistan	pakistan	pakistan	pakistan	PROPN	N;NOM;MASC;SG
optica	optično	optic	optično	N;DEF;FEM;SG	ADV
optica	optični	optic	optičen	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
optica	optična	optic	optičen	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
optica	optika	optic	optika	N;DEF;FEM;SG	N;NOM;FEM;SG
optica	optika	optic	optika	N;DEF;FEM;SG	N;NOM;FEM;SG
profesoara	učiteljica	profesoară	učiteljica	N;DEF;FEM;SG	N;NOM;FEM;SG
profesoara	učitelj	profesoară	učitelj	N;DEF;FEM;SG	N;NOM;MASC;SG
nad	nad	nade	nad	PROPN	ADP;INS
éditions	éditions	éditions	éditions	PROPN	
solide	trdna	solid	trden	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
solide	trden	solid	trden	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
solide	trdno	solid	trdno	ADJ;INDF;FEM;PL	ADV
artificiala	umetne	artificială	umeten	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
artificiala	umetna	artificială	umeten	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
artificiala	umetno	artificială	umeten	ADJ;DEF;FEM;SG	ADV
artificiala	umetni	artificială	umeten	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
artificiala	umetnega	artificială	umeten	ADJ;DEF;FEM;SG	ADJ;GEN;NEUT;SG
artificiala	umetne	artificială	umeten	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
artificiala	umetna	artificială	umeten	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
artificiala	umetno	artificială	umeten	ADJ;DEF;FEM;SG	ADV
artificiala	umetni	artificială	umeten	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
artificiala	umetnega	artificială	umeten	ADJ;DEF;FEM;SG	ADJ;GEN;NEUT;SG
banks	banks	banks	banks	PROPN	
banks	bankam	banks	banka	PROPN	N;DAT;FEM;PL
banks	bankah	banks	banka	PROPN	N;ESS;FEM;PL
banks	bankami	banks	banka	PROPN	N;NOM;FEM;PL
banks	banke	banks	banka	PROPN	N;NOM;FEM;PL
adige	adige	adige	adiga	N;INDF;FEM;SG	N;NOM;MASC;SG
turismul	turizem	turism	turizem	N;DEF;MASC;SG	N;NOM;MASC;SG
flacara	plamen	flacară	plamen	N;DEF;FEM;SG	N;NOM;MASC;SG
flacara	plamen	flacară	plamen	N;DEF;FEM;SG	N;NOM;MASC;SG
flacara	plamen	flacară	plamen	N;DEF;FEM;SG	N;NOM;MASC;SG
grupari	skupini	grupar	skupina	N;INDF;FEM;PL	N;NOM;FEM;DU
marion	marion	marion	marion	PROPN	N;NOM;FEM;SG
efectua	opravljanje	efectua	opravljanje	V;IND;SG;3;IPFV;FIN	N;NOM;NEUT;SG
liège	liège	liège	limga	PROPN	PROPN;NOM;MASC;SG
evidenta	očitno	evident	očitno	N;DEF;FEM;SG	ADV
evidenta	očiten	evident	očiten	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
evidenta	očitna	evident	očiten	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
evidenta	očitno	evident	očitno	N;DEF;FEM;SG	ADV
evidenta	očiten	evident	očiten	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
evidenta	očitna	evident	očiten	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
distinctia	razlikovanje	distinctie	razlikovanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
glasgow	glasgow	glasgow	glasgow	PROPN	PROPN;NOM;MASC;SG
geniu	genialno	geniu	genialno	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
broadway	broadway	broadway	broadway	PROPN	N;NOM;MASC;SG
intreprinderea	enterprise	intreprindere	enterpris	N;DEF;FEM;SG	N;NOM;MASC;SG
intreprinderea	podjetništvo	intreprindere	podjetništvo	N;DEF;FEM;SG	N;NOM;NEUT;SG
toledo	toledo	toledo	toleda	PROPN	PROPN;NOM;MASC;SG
autorilor	avtorji	autor	avtor	N;DEF;MASC;PL	N;NOM;MASC;PL
abdul	abdul	abdu	abduti	PROPN	N;NOM;MASC;SG
cavaleria	konjenica	cavalerie	konjenica	N;DEF;FEM;SG	N;NOM;FEM;SG
burgas	burgas	burgas	burgas	PROPN	N;NOM;MASC;SG
ciuc	ciuc	ciuc	ciuc	PROPN	
coltul	vogal	colt	vogal	N;DEF;MASC;SG	N;NOM;MASC;SG
coltul	kotu	colt	kot	N;DEF;MASC;SG	N;DAT;MASC;SG
evanghelia	evangelij	evanghelie	evangelij	N;DEF;FEM;SG	N;NOM;MASC;SG
informativ	informativno	informativ	informativen	ADJ;INDF;MASC;SG	ADV
marturie	pričevanje	marturie	pričevanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
marturie	pričanje	marturie	pričanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
marturie	pričevanje	marturie	pričevanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
marturie	pričanje	marturie	pričanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
emmanuel	emmanuel	emmanuel	emmanuel	PROPN	PROPN;NOM;MASC;SG
alpii	alp	alpiu	alp	N;DEF;MASC;PL	PROPN;NOM;FEM;SG
alpii	alpe	alpiu	alpa	N;DEF;MASC;PL	N;NOM;MASC;SG
alpii	alpah	alpiu	alpah	N;DEF;MASC;PL	N;ESS;FEM;PL
caracteristic	značilnost	caracteristic	značilnost	ADV	N;NOM;FEM;SG
conditie	pogoj	conditie	pogoj	N;INDF;FEM;SG	N;NOM;MASC;SG
conditie	stanje	conditie	stanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
dobandit	pridobljene	dobandi	pridobljen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
onorific	častni	onorific	časten	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
onorific	častna	onorific	časten	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
grey	sive	grey	siv	PROPN	ADJ;NOM;FEM;PL
grey	sivo	grey	siv	PROPN	ADJ;NOM;NEUT;SG
grey	sivi	grey	siv	PROPN	ADJ;NOM;DEF;MASC;SG
grey	grey	grey	grey	PROPN	
grey	siva	grey	siv	PROPN	ADJ;NOM;FEM;SG
como	como	como	coma	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
cartiere	okrožja	cartier	okrožje	N;INDF;FEM;PL	N;NOM;NEUT;SG
stand	stojalo	sta	stojati		N;NOM;NEUT;SG
stand	stand	sta	standa		N;NOM;MASC;SG
stand	stati	sta	stati		V;IPFV;NFIN
stand	sedenje	sta	sedenje		N;NOM;NEUT;SG
sanse	chance	sansă	chanec		
sanse	priložnost	sansă	priložnost		N;NOM;FEM;SG
sanse	možnost	sansă	možnost		N;NOM;FEM;SG
sanse	chance	sansă	chanec		
sanse	priložnost	sansă	priložnost		N;NOM;FEM;SG
sanse	možnost	sansă	možnost		N;NOM;FEM;SG
sanse	verjetnost	sansă	verjetnost		N;NOM;FEM;SG
sanse	možnosti	sansă	možnost		N;NOM;FEM;PL
guvernele	vladam	guvern	vlada	N;DEF;FEM;PL	N;DAT;FEM;PL
guvernele	vlade	guvern	vlada	N;DEF;FEM;PL	N;NOM;FEM;PL
confederatia	konfederacija	confederatie	konfederacija	N;DEF;FEM;SG	N;NOM;FEM;SG
confederatia	konfederacijo	confederatie	konfederacija	N;DEF;FEM;SG	N;ACC;FEM;SG
confederatia	konfederacija	confederatie	konfederacija	N;DEF;FEM;SG	N;NOM;FEM;SG
confederatia	konfederacijo	confederatie	konfederacija	N;DEF;FEM;SG	N;ACC;FEM;SG
ward	ward	ward	ward	PROPN	
localnicilor	domačini	localnic	domačin	N;DEF;MASC;PL	N;NOM;MASC;PL
organisme	trupla	organism	trupla	N;INDF;FEM;PL	V;PFV;FEM;PL;V.PTCP
deciziile	odločitve	decizie	odločitev	N;DEF;FEM;PL	N;NOM;FEM;PL
deciziile	odločbe	decizie	odločba	N;DEF;FEM;PL	N;NOM;FEM;PL
deciziile	sklepi	decizie	sklep	N;DEF;FEM;PL	N;NOM;MASC;PL
nevada	nevadi	nevada	nevada	PROPN	N;NOM;MASC;SG
iarba	trava	iarbă	trava	N;DEF;FEM;SG	N;NOM;FEM;SG
iarba	trave	iarbă	trava	N;DEF;FEM;SG	N;NOM;FEM;PL
iarba	travo	iarbă	trava	N;DEF;FEM;SG	N;ACC;FEM;SG
iarba	trava	iarbă	trava	N;DEF;FEM;SG	N;NOM;FEM;SG
iarba	trave	iarbă	trava	N;DEF;FEM;SG	N;NOM;FEM;PL
iarba	travo	iarbă	trava	N;DEF;FEM;SG	N;ACC;FEM;SG
iarba	trava	iarbă	trava	N;DEF;FEM;SG	N;NOM;FEM;SG
iarba	trave	iarbă	trava	N;DEF;FEM;SG	N;NOM;FEM;PL
iarba	travo	iarbă	trava	N;DEF;FEM;SG	N;ACC;FEM;SG
iarba	trava	iarbă	trava	N;DEF;FEM;SG	N;NOM;FEM;SG
iarba	trave	iarbă	trava	N;DEF;FEM;SG	N;NOM;FEM;PL
iarba	travo	iarbă	trava	N;DEF;FEM;SG	N;ACC;FEM;SG
completat	zaključene	completa	zaključen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
capabila	zmožen	capabilă	zmožen	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
capabila	sposobni	capabilă	sposoben	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
capabila	sposobne	capabilă	sposoben	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
capabila	sposoben	capabilă	sposoben	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
capabila	zmožen	capabilă	zmožen	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
capabila	sposobni	capabilă	sposoben	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
capabila	sposobne	capabilă	sposoben	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
capabila	sposoben	capabilă	sposoben	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
masiva	ogromen	masivă	ogromen	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
saga	saga	sagă	sag	N;DEF;FEM;SG	N;NOM;FEM;SG
natalia	natalija	natalie	natalija	N;DEF;FEM;SG	N;NOM;FEM;SG
natalia	natalija	natalie	natalija	N;DEF;FEM;SG	N;NOM;FEM;SG
natalia	natalia	natalie	natalia	N;DEF;FEM;SG	N;NOM;FEM;SG
anexate	priložen	anexat	priložen	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
višnjan	višnjan	višnjan	višnjan	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
arestarea	aretacija	arestare	aretacija	N;DEF;FEM;SG	N;NOM;FEM;SG
arestarea	aretacije	arestare	aretacija	N;DEF;FEM;SG	N;NOM;FEM;PL
arestarea	aretacija	arestare	aretacija	N;DEF;FEM;SG	N;NOM;FEM;SG
arestarea	aretiran	arestare	aretiran	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
arestarea	prijetje	arestare	prijetje	N;DEF;FEM;SG	N;NOM;NEUT;SG
hart	hart	hart	harta	PROPN	N;NOM;MASC;SG
vanzarea	prodajo	vanzare	prodaja	N;DEF;FEM;SG	N;ACC;FEM;SG
vanzarea	prodaja	vanzare	prodaja	N;DEF;FEM;SG	N;NOM;FEM;SG
bella	bello	bella	bello	N;DEF;FEM;SG	N;NOM;MASC;SG
bella	bella	bella	bell	N;DEF;FEM;SG	N;NOM;FEM;SG
daily	dnevno	daily	dnevno	N;INDF;MASC;SG	ADV
daily	dnevna	daily	dneven	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
daily	dnevni	daily	dneven	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
sociologie	sociologija	sociologie	sociologija	N;INDF;FEM;SG	N;NOM;FEM;SG
variabila	spremenljivka	variabilă	spremenljivka	N;DEF;FEM;SG	N;NOM;FEM;SG
variabila	spremenljivo	variabilă	spremenljivo	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
variabila	spremenljiva	variabilă	spremenljiv	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
variabila	spremenljivka	variabilă	spremenljivka	N;DEF;FEM;SG	N;NOM;FEM;SG
variabila	spremenljivo	variabilă	spremenljivo	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
variabila	spremenljiva	variabilă	spremenljiv	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
antrenat	treniral	antrenat	trenirati	ADJ;INDF;MASC;SG	V;IPFV;MASC;SG;V.PTCP
antrenat	izurjeni	antrenat	izurjen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
antrenat	usposobljeni	antrenat	usposobljen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
divine	božanski	diven	božanski	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
divine	božanska	diven	božanski	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
divine	božansko	diven	božanski	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
grecesc	grk	grecesc	grk	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
sabia	meč	sabia	meč	N;DEF;FEM;SG	N;NOM;MASC;SG
proiectarea	zasnova	proiectare	zasnova	N;DEF;FEM;SG	N;NOM;FEM;SG
proiectarea	oblikovanje	proiectare	oblikovanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
proiectarea	dizajn	proiectare	dizajno	N;DEF;FEM;SG	N;NOM;MASC;SG
existent	obstoječe	existent	obstoječ	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
existent	obstoječi	existent	obstoječ	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
instalarea	namestitev	instalare	namestitev	N;DEF;FEM;SG	N;NOM;FEM;SG
instalarea	vgradnja	instalare	vgradnja	N;DEF;FEM;SG	N;NOM;FEM;SG
instalarea	montaža	instalare	montaža	N;DEF;FEM;SG	N;NOM;FEM;SG
instalarea	nameščanje	instalare	nameščanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
afectata	prizadeta	afectată	prizadet	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
afectata	prizadetih	afectată	prizadet	N;DEF;FEM;SG	ADJ;GEN;MASC;PL;V.PTCP
afectata	prizadete	afectată	prizadeti	N;DEF;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
afectata	prizadeti	afectată	prizadeti	N;DEF;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
afectata	prizadet	afectată	prizadet	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
afectata	prizadeto	afectată	prizadeto	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
afectata	prizadeta	afectată	prizadet	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
afectata	prizadetih	afectată	prizadet	N;DEF;FEM;SG	ADJ;GEN;MASC;PL;V.PTCP
afectata	prizadete	afectată	prizadeti	N;DEF;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
afectata	prizadeti	afectată	prizadeti	N;DEF;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
afectata	prizadet	afectată	prizadet	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
afectata	prizadeto	afectată	prizadeto	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
drobeta	drobeta	drobeta	drobet	PROPN	N;NOM;MASC;SG
franci	franks	franc	franks	N;INDF;MASC;PL	N;NOM;MASC;SG
tropicale	tropski	tropical	tropski	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
kane	kane	kane	kan	PROPN	N;NOM;MASC;SG
kane	kana	kane	kan	PROPN	N;ACC;MASC;SG
puerto	puerto	puerto	puert	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
cheltuielile	izdatki	cheltuială	izdatek	N;DEF;FEM;PL	N;NOM;MASC;PL
cheltuielile	stroški	cheltuială	strošek	N;DEF;FEM;PL	N;NOM;MASC;PL
costurile	stroški	cost	strošek	N;DEF;FEM;PL	N;NOM;MASC;PL
tehnologic	tehnološke	tehnologic	tehnološki	ADV	ADJ;NOM;FEM;PL
tehnologic	tehnološka	tehnologic	tehnološki	ADV	ADJ;NOM;FEM;SG
tehnologic	tehnološki	tehnologic	tehnološki	ADV	ADJ;NOM;MASC;SG
semnate	podpisana	semnat	podpisan	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;V.PTCP
semnate	podpisano	semnat	podpisan	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;V.PTCP
semnate	podpisan	semnat	podpisan	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
vai	dolin	vai	dolina		N;GEN;FEM;PL
vai	doline	vai	dolina		N;NOM;FEM;PL
opereaza	obratuje	operează	obratovati	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;3;PRS;FIN
dallas	dallas	dallas	dallas	PROPN	PROPN;NOM;MASC;SG
geometrie	geometrija	geometrie	geometrija	N;INDF;FEM;SG	N;NOM;FEM;SG
notele	ocene	notă	ocena	N;DEF;FEM;PL	N;NOM;FEM;PL
notele	stopnje	notă	stopnja	N;DEF;FEM;PL	N;NOM;FEM;PL
notele	ocen	notă	ocena	N;DEF;FEM;PL	N;GEN;FEM;PL
calde	topla	cald	toplo	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
calde	topel	cald	topel	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
calde	toplo	cald	toplo	ADJ;INDF;FEM;PL	ADV
calul	konjsko	cal	konjski	N;DEF;MASC;SG	ADV
calul	konj	cal	konj	N;DEF;MASC;SG	N;NOM;MASC;SG
calul	konja	cal	konj	N;DEF;MASC;SG	N;ANIM;ACC;MASC;SG
abuz	zlorabe	abuz	zloraba	N;INDF;MASC;SG	N;NOM;FEM;PL
piacenza	piacenza	piacenză	piacenza	PROPN	N;NOM;FEM;SG
relativa	sorodnik	relativa	sorodnik	ADJ;DEF;FEM;SG	N;NOM;MASC;SG
relativa	relativna	relativa	relativen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
relativa	relativno	relativa	relativno	ADJ;DEF;FEM;SG	ADV
interventii	posredovanja	intervent	posredovanje	N;INDF;FEM;PL	N;GEN;NEUT;SG
interventii	posredovanja	intervent	posredovanje	N;INDF;FEM;PL	N;GEN;NEUT;SG
examenul	izpit	examen	izpit	N;DEF;MASC;SG	N;NOM;MASC;SG
operatie	delovanje	operatie	delovanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
operatie	operacija	operatie	operacija	N;INDF;FEM;SG	N;NOM;FEM;SG
operatie	operacijo	operatie	operacija	N;INDF;FEM;SG	N;ACC;FEM;SG
operatie	obratovanje	operatie	obratovanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
operatie	operacijo	operatie	operacija	N;INDF;FEM;SG	N;ACC;FEM;SG
operatie	kirurgija	operatie	kirurgija	N;INDF;FEM;SG	N;NOM;FEM;SG
operatie	operacija	operatie	operacija	N;INDF;FEM;SG	N;NOM;FEM;SG
voivodina	vojvodini	voivodină	vojvodina	N;DEF;FEM;SG	N;NOM;FEM;SG
peisajul	pokrajina	peisaj	pokrajina	N;DEF;MASC;SG	N;NOM;FEM;SG
peisajul	pokrajine	peisaj	pokrajina	N;DEF;MASC;SG	N;NOM;FEM;PL
peisajul	pokrajino	peisaj	pokrajina	N;DEF;MASC;SG	N;ACC;FEM;SG
copaci	drevje	copac	drevje	N;INDF;MASC;PL	N;NOM;NEUT;SG
urs	medvedje	urs	medvedje	N;INDF;MASC;SG	N;NOM;MASC;PL
nina	nina	nină	nino	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
nina	nino	nină	nino	N;DEF;FEM;SG	PROPN;NOM;MASC;SG
divortat	ločeni	divorta	ločen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
divortat	ločeni	divorta	ločen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
stratul	plast	strat	plast	N;DEF;MASC;SG	N;NOM;FEM;SG
stratul	sloj	strat	sloj	N;DEF;MASC;SG	N;NOM;MASC;SG
stratul	plasti	strat	plast	N;DEF;MASC;SG	N;NOM;FEM;PL
plantele	rastline	plantă	rastlina	N;DEF;FEM;PL	N;NOM;FEM;PL
plantele	rastlin	plantă	rastlina	N;DEF;FEM;PL	N;GEN;FEM;PL
orientala	oriental	orientală	orientati	ADJ;DEF;FEM;SG	V;PFV;MASC;SG;V.PTCP
rick	rick	rick	rick	PROPN	N;NOM;MASC;SG
rick	ricka	rick	ricko	PROPN	N;ACC;MASC;SG
jeremy	jeremy	jeremy	jeremy	PROPN	PROPN;NOM;MASC;SG
ueda	ueda	ueda	ueda		
cafea	kavo	cafea	kava	N;DEF;FEM;SG	N;ACC;FEM;SG
cafea	kava	cafea	kava	N;DEF;FEM;SG	N;NOM;FEM;SG
profesional	profesionalno	profesional	profesionalen	ADJ;INDF;MASC;SG	ADV
profesional	strokovno	profesional	strokovno	ADJ;INDF;MASC;SG	ADV
profesional	poklicne	profesional	poklicen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
profesional	profesionalno	profesional	profesionalen	ADJ;INDF;MASC;SG	ADV
aziz	aziz	aziz	aziz	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
weber	weber	weber	weber	PROPN	N;NOM;MASC;SG
