月	قمر	月	قَمَر	N	
結局	المنتهي	結局	مُنتَهِي	N	ADJ;NOM;DEF;MASC;SG
旋轉	الدوران	旋轉	دَوَرَان	V	N;NOM;DEF;SG
旋轉	تناوب	旋轉	تَنَاوُب	V	N;NOM;INDF;SG
旋轉	دوران	旋轉	دَوَرَان	V	N;NOM;INDF;SG
旋轉	التناوب	旋轉	تَنَاوُب	V	N;NOM;DEF;SG
旋轉	تناوب	旋轉	تَنَاوُب	V	N;NOM;INDF;SG
旋轉	تدوير	旋轉	تَدوِير	V	N;NOM;INDF;SG
旋轉	سبين	旋轉	سَبَين	V	
旋轉	الدوران	旋轉	دَوَرَان	V	N;NOM;DEF;SG
額外	اضافي	額外	إِضَافِيّ	N	ADJ;NOM;INDF;MASC;SG
額外	اضافية	額外	إِضَافِيّ	N	ADJ;NOM;INDF;FEM;SG
札幌	سابورو	札幌	سابورو	PROPN	
軍官	ضابطة	軍官	ضَابِط	N	ADJ;NOM;INDF;FEM;SG
近期	مؤخرا	近期	مُؤَخَّر	N	ADJ;ACC;INDF;MASC;SG
近期	حديثة	近期	حَدِيث	N	ADJ;NOM;INDF;FEM;SG
物理	فيزياء	物理	فِيزِيَاء	N	
物理	الفيزياء	物理	الفيزياء	N	
具體	محدد	具體	مُحَدَّد	V	ADJ;NOM;INDF;MASC;SG
具體	محددة	具體	مُحَدَّد	V	ADJ;NOM;INDF;FEM;SG
具體	ملموسة	具體	مَلمُوس	V	ADJ;NOM;INDF;FEM;SG
具體	الاسمنت	具體	أَسمَنت	V	N;NOM;DEF;SG
具體	الخرسانة	具體	خَرَسَانَة	V	N;NOM;DEF;SG
黎巴嫩	لبنانية	黎巴嫩	لُبنَانِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
黎巴嫩	لبناني	黎巴嫩	لُبنَانِيّ	PROPN	N;NOM;INDF;SG
黎巴嫩	اللبناني	黎巴嫩	لُبنَانِيّ	PROPN	ADJ;NOM;DEF;MASC;SG
黎巴嫩	اللبنانيين	黎巴嫩	لُبنَانِيّ	PROPN	N;NOM;DEF;PL
黎巴嫩	لبنان	黎巴嫩	لُبنَان	PROPN	N;NOM;INDF;SG
黎巴嫩	بلبن	黎巴嫩	بَلَب	PROPN	
領導	زعيم	領導	زَعِيم	V	N;NOM;INDF;SG
領導	قائد	領導	قَائِد	V	N;NOM;INDF;SG
領導	قادة	領導	قَائِد	V	N;NOM;INDF;PL
領導	الزعماء	領導	زَعِيم	V	N;NOM;DEF;PL
領導	القادة	領導	قَائِد	V	N;NOM;DEF;PL
領導	زعماء	領導	زَعِيم	V	N;NOM;INDF;PL
比率	نسب	比率	نَسَب	N	V;PFV;MASC;SG;3;PASS
醫師	دكتور	醫師	دُكتُور	N	
醫師	دكتورة	醫師	دُكتُورَة	N	
三	الثلاثي	三	ثُلَاثِيّ	NUM	
三	ثلاثي	三	ثَلَاثِي	NUM	ADJ;NOM;INDF;MASC;SG
三	ثلاثية	三	ثُلَاثِيّ	NUM	ADJ;NOM;INDF;FEM;SG
山谷	وادي	山谷	وادي	N	
山谷	فالى	山谷	فالى	N	
山谷	فالي	山谷	فالي	N	
創意	الابداعية	創意	أَبِدعِيّ	N	
創意	مبدعة	創意	مبدعة	N	ADJ;NOM;INDF;FEM;SG
牛津	اوكسفورد	牛津	اوكسفورد	PROPN	
牛津	اكسفورد	牛津	اكسفورد	PROPN	
終止	انهاء	終止	إِنهَاء	V	N;NOM;INDF;SG
波士頓	بوسطن	波士頓	بُوسطُن	PROPN	
雕	صقر	雕	صَقَر	N	
雕	هوك	雕	هُوك	N	
地獄	جهنم	地獄	جَهَنَّم	N	
混淆	مشوش	混淆	مَشوَش	N	ADJ;NOM;INDF;MASC;SG
混淆	محتار	混淆	محتار	N	
混淆	مرتبك	混淆	مرتبك	N	ADJ;NOM;INDF;MASC;SG
參數	ضابطة	參數	ضَابِط	N	ADJ;NOM;INDF;FEM;SG
參數	حجج	參數	حَجج	N	
藏	التبت	藏	اَلتِّبِت	PROPN	
磡	هوم	磡	هُوَ	N	
共用	المشتركة	共用	مُشتَرَك	V	ADJ;NOM;DEF;FEM;SG
共用	تقاسم	共用	تَقَاسُم	V	N;NOM;INDF;SG
共用	مشترك	共用	مُشتَرَك	V	ADJ;NOM;INDF;MASC;SG
共用	مشاركة	共用	مُشَارَكَة	V	N;NOM;INDF;SG
共用	المشاركة	共用	مُشَارَكَة	V	N;NOM;DEF;SG
共用	تقاسم	共用	تَقَاسُم	V	N;NOM;INDF;SG
共用	التشارك	共用	تَشَارُك	V	N;NOM;DEF;SG
共用	مشاركة	共用	مُشَارَكَة	V	N;NOM;INDF;SG
共用	المشاركة	共用	مُشَارَكَة	V	N;NOM;DEF;SG
共用	حصة	共用	حِصَّة	V	N;NOM;INDF;SG
共用	نصيب	共用	نَصِيب	V	N;NOM;INDF;SG
樂器	الة	樂器	آلَة	N	
清理	تنظيف	清理	تَنظِيف	V	N;NOM;INDF;SG
清理	التنظيف	清理	تَنظِيف	V	N;NOM;DEF;SG
來賓	ضيف	來賓	ضِيف	N	
耶路撒	القدس	耶路撒	قُدس	PROPN	N;NOM;DEF;SG
雕塑	نحت	雕塑	نَحَا	N	V;PFV;FEM;SG;3;ACT
房子	هاوس	房子	هاوس	N	
崇拜	الطائفة	崇拜	طَائِفَة	V	N;NOM;DEF;SG
崇拜	عبادة	崇拜	عبادة	V	N;NOM;INDF;SG
崇拜	طائفة	崇拜	طَائِفَة	V	N;NOM;INDF;SG
崇拜	عبادة	崇拜	عبادة	V	N;NOM;INDF;SG
崇拜	العبادة	崇拜	عِبَادَة	V	N;NOM;DEF;SG
積分	النقاط	積分	نُقطَة	V	N;NOM;DEF;PL
積分	نقاط	積分	نُقطَة	V	N;NOM;INDF;PL
積分	متكاملة	積分	مُتَكَامِل	V	ADJ;NOM;INDF;FEM;SG
積分	تكامل	積分	تَكَامُل	V	N;NOM;INDF;SG
例外	الاستثناءات	例外	اِستِثنَاء		N;NOM;DEF;PL
例外	استثناءات	例外	اِستِثنَاء		N;NOM;INDF;PL
例外	استثناء	例外	اِستِثنَاء		N;NOM;INDF;SG
例外	الاستثناء	例外	اِستِثنَاء		N;NOM;DEF;SG
布拉格	براغ	布拉格	براغ	PROPN	
插入	ادراج	插入	إِدرَاج	V	N;NOM;INDF;SG
明珠	بيرل	明珠	بِيرل	N	
螺旋	لولب	螺旋	لُولب	N	
珊瑚	كورال	珊瑚	كُورَال	N	
珊瑚	مرجانية	珊瑚	مَرجَانِيّ	N	ADJ;NOM;INDF;FEM;SG
財務	مالي	財務	مَالِيّ	N	
財務	مالية	財務	مَالِيّ	N	ADJ;NOM;INDF;FEM;SG
財務	مالية	財務	مَالِيّ	N	ADJ;NOM;INDF;FEM;SG
財務	مالية	財務	مَالِيّ	N	ADJ;NOM;INDF;FEM;SG
預測	الاسقاط	預測	إِسقَاط	V	N;NOM;DEF;SG
預測	اسقاط	預測	إِسقَاط	V	N;NOM;INDF;SG
預測	تنبؤات	預測	تَنَبُّؤ	V	N;NOM;INDF;PL
預測	التنبؤات	預測	تَنَبُّؤ	V	N;NOM;DEF;PL
預測	التوقع	預測	تَوَقُّع	V	N;NOM;DEF;SG
預測	التنبؤ	預測	تَنَبُّؤ	V	N;NOM;DEF;SG
預測	التوقعات	預測	تَوَقُّع	V	N;NOM;DEF;PL
預測	توقعات	預測	تَوَقُّع	V	N;NOM;INDF;PL
預測	التوقعات	預測	تَوَقُّع	V	N;NOM;DEF;PL
期望	التوقع	期望	تَوَقُّع	V	N;NOM;DEF;SG
期望	توقعات	期望	تَوَقُّع	V	N;NOM;INDF;PL
期望	التطلعات	期望	تَطَلُّع	V	N;NOM;DEF;PL
期望	التوقعات	期望	تَوَقُّع	V	N;NOM;DEF;PL
呼籲	نداءات	呼籲	نِدَاء	V	N;NOM;INDF;PL
呼籲	النداءات	呼籲	نِدَاء	V	N;NOM;DEF;PL
呼籲	الطعون	呼籲	طَعن	V	N;NOM;DEF;PL
呼籲	النداء	呼籲	نِدَاء	V	N;NOM;DEF;SG
呼籲	الطعن	呼籲	طَعن	V	N;NOM;DEF;SG
呼籲	نداء	呼籲	نِدَاء	V	N;NOM;INDF;SG
呼籲	الاستئناف	呼籲	اِستِئنَاف	V	N;NOM;DEF;SG
呼籲	استئناف	呼籲	اِستِئنَاف	V	N;NOM;INDF;SG
公平	انصاف	公平	إِنصَاف	N	
公平	عادل	公平	عادل	N	
公平	عادلة	公平	عَادِل	N	ADJ;NOM;INDF;FEM;SG
公平	عدل	公平	عدل	N	
公平	منصف	公平	مَنصِف	N	
電池	البطاريات	電池	بَطَّارِيَّة	N	ADJ;NOM;DEF;FEM;PL
窄	ضيق	窄	ضيق	PART	N;NOM;INDF;SG
窄	تضييق	窄	تَضيِيق	PART	N;NOM;INDF;SG
失蹤	اختفاء	失蹤	اِختِفَاء	V	N;NOM;INDF;SG
失蹤	مفقودين	失蹤	مَفقُود	V	ADJ;NOM;INDF;MASC;PL
失蹤	المفقودين	失蹤	مَفقُود	V	ADJ;ACC;DEF;MASC;PL
失蹤	مفقودة	失蹤	مَفقُود	V	ADJ;NOM;INDF;FEM;SG
失蹤	مفقود	失蹤	مَفقُود	V	ADJ;NOM;INDF;MASC;SG
獵人	هانتر	獵人	هانتر	N	
獵人	صياد	獵人	صياد	N	
獵人	هنتر	獵人	هنتر	N	
葡萄	عنب	葡萄	عُنبَ	N	
葡萄	عنب	葡萄	عُنبَ	N	
皇室	رويال	皇室	رويال	N	
富豪	فولفو	富豪	فُولفُو	N	
靈魂	روحي	靈魂	روحي	N	
靈魂	روح	靈魂	رُوح	N	
杏	مشمش	杏	مشمش	N	
殼	شيل	殼	شيل	N	
春天	ربيع	春天	ربيع	N	
吋	بوصة	吋	بُوصَة	PROPN	N;NOM;INDF;SG
吋	انش	吋	أَنش	PROPN	
神戶	كوبي	神戶	كُوبِي	PROPN	
行李	متاع	行李	مُتَاع	N	
旁白	راوي	旁白	راوي	N	
穿	ارتداء	穿	اِرتِدَاء	V	N;NOM;INDF;SG
癌症	سرطان	癌症	سُرطَانَ	N	
練習	التدريب	練習	تَدرِيب	V	N;NOM;DEF;SG
練習	ممارسة	練習	مُمَارَسَة	V	N;NOM;INDF;SG
練習	الممارسة	練習	مُمَارَسَة	V	N;NOM;DEF;SG
練習	التمرين	練習	تَمرِين	V	N;NOM;DEF;SG
練習	تدريب	練習	تَدرِيب	V	N;NOM;INDF;SG
練習	التمرين	練習	تَمرِين	V	N;NOM;DEF;SG
練習	تمرين	練習	تَمرِين	V	N;NOM;INDF;SG
分散	متفرقة	分散	مُتَفَرِّق	V	ADJ;NOM;INDF;FEM;SG
奇怪	غريب	奇怪	غريب	N	
抱	حضن	抱	حِضن	V	
抱	عناق	抱	عِنَاق	V	N;NOM;INDF;SG
圖書	كتب	圖書	كَتَب	N	V;PFV;MASC;SG;3;ACT
情感	عاطفية	情感	عَاطِفِيّ	N	ADJ;NOM;INDF;FEM;SG
情感	عاطفي	情感	عاطفي	N	ADJ;NOM;INDF;MASC;SG
鴨	بط	鴨	بَطّ	N	
鴨	داك	鴨	دَاك	N	
鴨	بطة	鴨	بَطَّة	N	
妖	عفريت	妖	عفريت	N	
臉	وجه	臉	وَجَّه	N	V;PFV;MASC;SG;3;ACT
臉	واجه	臉	وَاجَه	N	V;PFV;MASC;SG;3;ACT
開啟	مفتوح	開啟	مَفتُوح	V	ADJ;NOM;INDF;MASC;SG
開啟	مفتوحة	開啟	مَفتُوح	V	ADJ;ACC;INDF;FEM;SG
開啟	افتح	開啟	فَتَح	V	
開啟	فتح	開啟	فتح	V	
效應	المؤثرات	效應	مُؤَثِّر	N	ADJ;NOM;DEF;FEM;PL
交叉	كروس	交叉	كروس	N	
分數	كسري	分數	كَسرِيّ	N	
遊客	الزائرين	遊客	زَائِر	N	ADJ;ACC;DEF;MASC;PL
遊客	السياحية	遊客	سِيَاحِيّ	N	ADJ;NOM;DEF;FEM;SG
分行	برانش	分行	برانش	N	
強制	الالزامية	強制	إِلزَامِيّ	V	ADJ;NOM;DEF;FEM;SG
強制	الزام	強制	زَام	V	N;NOM;DEF;SG
強制	الزامية	強制	زَامِي	V	ADJ;NOM;DEF;FEM;SG
強制	اجبار	強制	إِجبَار	V	N;NOM;INDF;SG
強制	الالزامية	強制	إِلزَامِيّ	V	ADJ;NOM;DEF;FEM;SG
強制	الزامية	強制	زَامِي	V	ADJ;NOM;DEF;FEM;SG
女生	بنت	女生	بَنَى	N	V;PFV;FEM;SG;3;ACT
鍵	كيز	鍵	كَيَّز	N	
鍵	بوند	鍵	بوند	N	
可汗	خان	可汗	خان	N	
氯	كلور	氯	كُلُور	N	
干涉	التدخل	干涉	تَدَخُّل	V	N;NOM;DEF;SG
干涉	التدخلات	干涉	تَدَخُّل	V	N;NOM;DEF;PL
干涉	التدخل	干涉	تَدَخُّل	V	N;NOM;DEF;SG
干涉	تدخل	干涉	تَدَخُّل	V	N;NOM;INDF;SG
雅各	يعقوب	雅各	يعقوب	PROPN	
雅各	جيكوب	雅各	جيكوب	PROPN	
雅各	جاكوب	雅各	جَاكُوب	PROPN	
小	الكمان	小	كَمَان	PART	N;NOM;DEF;SG
小	كمان	小	كَمَان	PART	
到期	المستحقة	到期	مُستَحِقّ	V	ADJ;NOM;DEF;FEM;SG
到期	الاستحقاق	到期	اِستِحقَاق	V	N;NOM;DEF;SG
到期	النضج	到期	نَضج	V	N;NOM;DEF;SG
到期	نضج	到期	نَضج	V	N;NOM;INDF;SG
到期	استحقاق	到期	اِستِحقَاق	V	N;NOM;INDF;SG
到期	النضوج	到期	نُضُوج	V	N;NOM;DEF;SG
敵	عدو	敵	عَدُوّ	N	
釜山	بوسان	釜山	بوسان	PROPN	
閃	وميض	閃	وميض	N	
閃	فلاش	閃	فلاش	N	
敘利亞	سورية	敘利亞	سُورِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
敘利亞	syria	敘利亞	قُثَّة	PROPN	
敘利亞	سوريا	敘利亞	سُورِيَا	PROPN	
敘利亞	سوري	敘利亞	سُورِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
敘利亞	سورية	敘利亞	سُورِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
敘利亞	السورية	敘利亞	سُورِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
敘利亞	سوريا	敘利亞	سُورِيَا	PROPN	
敘利亞	السوري	敘利亞	سُورِيّ	PROPN	ADJ;NOM;DEF;MASC;SG
短期	قصيرة	短期	قَصِير	N	ADJ;NOM;INDF;FEM;SG
短期	القصير	短期	قَصِير	N	
短期	قصير	短期	قَصِير	N	ADJ;NOM;INDF;MASC;SG
短期	شورت	短期	شورت	N	
首頁	المنزل	首頁	مَنزِل		N;NOM;DEF;SG
首頁	الوطن	首頁	وَطَن		N;NOM;DEF;SG
首頁	منزل	首頁	مَنزِل		N;NOM;INDF;SG
首頁	البيت	首頁	بَيت		N;NOM;DEF;SG
德文	الالمانية	德文	أَلمَانِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
德文	المان	德文	أَلمَانِيّ	PROPN	
德文	الالماني	德文	أَلمَانِيّ	PROPN	ADJ;NOM;DEF;MASC;SG
德文	المانيا	德文	أَلمَانِيَا	PROPN	
德文	الماني	德文	أَلمَانِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
德文	المانية	德文	أَلمَانِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
霧	ضبابي	霧	ضبابي	N	ADJ;NOM;INDF;MASC;SG
編碼	كود	編碼	كود	N	
吸	مص	吸	مَصَ	V	
吸	امتص	吸	مَتَص	V	
啤酒	جعة	啤酒	جُعَّة	N	
上訴	نداءات	上訴	نِدَاء	V	N;NOM;INDF;PL
上訴	النداءات	上訴	نِدَاء	V	N;NOM;DEF;PL
上訴	الطعون	上訴	طَعن	V	N;NOM;DEF;PL
上訴	النداء	上訴	نِدَاء	V	N;NOM;DEF;SG
上訴	الطعن	上訴	طَعن	V	N;NOM;DEF;SG
上訴	نداء	上訴	نِدَاء	V	N;NOM;INDF;SG
上訴	الاستئناف	上訴	اِستِئنَاف	V	N;NOM;DEF;SG
上訴	استئناف	上訴	اِستِئنَاف	V	N;NOM;INDF;SG
老	تايجر	老	تايجر	PART	
老	النمر	老	نَمَر	PART	N;NOM;DEF;SG
老	نمر	老	نمر	PART	
老	نمور	老	نمور	PART	
老	النمور	老	النمور	PART	
敏感	الحساس	敏感	حِسَاس	N	
敏感	حساسة	敏感	حَسَّاس	N	ADJ;NOM;INDF;FEM;SG
向前	للامام	向前	لَلَام	N	
時裝	ازياء	時裝	زِيّ	N	
富有	ثريا	富有	ثَرِّيّ	V	
富有	غني	富有	غَنِّيّ	V	
富有	ريتش	富有	ريتش	V	
富有	الغنية	富有	غَنِيّ	V	ADJ;NOM;DEF;FEM;SG
富有	ثري	富有	ثري	V	
富有	غنية	富有	غَنِيّ	V	ADJ;NOM;INDF;FEM;SG
每周	اسبوعيا	每周	أُسبُوعِيّ	DET	ADJ;ACC;INDF;MASC;SG
每周	الاسبوعية	每周	أُسبُوعِيّ	DET	ADJ;NOM;DEF;FEM;SG
每周	اسبوعي	每周	أُسبُوعِيّ	DET	ADJ;NOM;INDF;MASC;SG
每周	الاسبوعي	每周	أُسبُوعِيّ	DET	ADJ;NOM;DEF;MASC;SG
每周	اسبوعية	每周	أُسبُوعِيّ	DET	ADJ;NOM;INDF;FEM;SG
簡體	مبسطة	簡體	مبسطة	N	ADJ;NOM;INDF;FEM;SG
魔女	ساحرة	魔女	سَاحِرَة	N	ADJ;NOM;INDF;FEM;SG
擴張	التوسع	擴張	تَوَسُّع	V	N;NOM;DEF;SG
擴張	التوسع	擴張	تَوَسُّع	V	N;NOM;DEF;SG
擴張	وسع	擴張	وُسع	V	
擴張	توسع	擴張	تَوَسُّع	V	N;NOM;INDF;SG
擴張	توسيع	擴張	تَوسِيع	V	N;NOM;INDF;SG
擴張	التوسع	擴張	تَوَسُّع	V	N;NOM;DEF;SG
擴張	التوسيع	擴張	تَوسِيع	V	N;NOM;DEF;SG
擴張	توسع	擴張	تَوَسُّع	V	N;NOM;INDF;SG
擴張	توسيع	擴張	تَوسِيع	V	N;NOM;INDF;SG
斷	مكسور	斷	مُكَسَّر		ADJ;NOM;INDF;MASC;SG
斷	كسر	斷	كَسر		N;NOM;INDF;SG
斷	مكسورة	斷	مَكسُور		ADJ;NOM;INDF;FEM;SG
甲基	الميثيل	甲基	مِيثِيل	N	
腦	مخ	腦	مَخّ	N	
腦	عقل	腦	عَقَل	N	
進步	التدريجي	進步	تَدرِيجِيّ	N	ADJ;NOM;DEF;MASC;SG
進步	تدريجي	進步	تَدرِيجِيّ	N	ADJ;NOM;INDF;MASC;SG
德	الالمانية	德	أَلمَانِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
德	المان	德	أَلمَانِيّ	PROPN	
德	الالماني	德	أَلمَانِيّ	PROPN	ADJ;NOM;DEF;MASC;SG
德	المانيا	德	أَلمَانِيَا	PROPN	
德	الماني	德	أَلمَانِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
德	المانية	德	أَلمَانِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
白金	البلاتينيوم	白金	البلاتينيوم	N	
拆卸	تفكيك	拆卸	تَفكِيك	V	N;NOM;INDF;SG
創新	مبتكر	創新	مُبتَكِر	N	ADJ;NOM;INDF;MASC;SG
創新	مبتكرة	創新	مُبتَكِر	N	ADJ;NOM;INDF;FEM;SG
修正	التعديل	修正	تَعدِيل	V	N;NOM;DEF;SG
修正	تعديلات	修正	تَعدِيل	V	N;NOM;INDF;PL
修正	التعديلات	修正	تَعدِيل	V	N;NOM;DEF;PL
辦事	المكتب	辦事	مَكتَب	V	N;NOM;DEF;SG
辦事	مكتب	辦事	مَكتَب	V	N;NOM;INDF;SG
辦事	المنصب	辦事	مَنصِب	V	N;NOM;DEF;SG
叉	مفترق	叉	مفترق	N	
海灣	باي	海灣	باي	N	
希爾	تل	希爾	تَلّ	PROPN	
希爾	هيل	希爾	هيل	PROPN	
希爾	التل	希爾	تَلّ	PROPN	N;NOM;DEF;SG
希爾	تلة	希爾	تِلَّة	PROPN	
錄音	تسجيل	錄音	تَسجِيل	V	N;NOM;INDF;SG
錄音	التسجيل	錄音	تَسجِيل	V	N;NOM;DEF;SG
農民	فلاح	農民	فلاح	N	
農民	فارمر	農民	فارمر	N	
赤道	الاستوائية	赤道	اِستِوَائِيّ	N	
回憶	الذكريات	回憶	ذُكرِيّ	V	
回憶	ذكري	回憶	ذُكرِيّ	V	
回憶	ذكريات	回憶	ذكريات	V	ADJ;NOM;INDF;FEM;PL
回憶	الذاكرة	回憶	الذاكرة	V	N;NOM;DEF;SG
回憶	الذكرى	回憶	ذِكرَى	V	N;NOM;DEF;SG
回憶	ذاكرة	回憶	ذَاكِرَة	V	N;NOM;INDF;SG
回憶	ذكرى	回憶	ذِكرَى	V	N;NOM;INDF;SG
有趣	للاهتمام	有趣	للاهتمام	N	PRO;GEN;MASC;SG;3
雕刻	النقش	雕刻	نَقش	V	N;NOM;DEF;SG
雕刻	نقش	雕刻	نَقش	V	N;NOM;INDF;SG
雕刻	النحت	雕刻	نَحت	V	N;NOM;DEF;SG
雕刻	تمثال	雕刻	تِمثَال	V	N;NOM;INDF;SG
除外	عدا	除外	عَدَا	N	
除外	الا	除外	إِلَّا	N	PART
除外	ماعدا	除外	مَاعِد	N	ADJ;ACC;INDF;MASC;SG
除外	باستثناء	除外	باستثناء	N	
金色	ذهبي	金色	ذهبي	N	ADJ;NOM;INDF;MASC;SG
金色	الذهبي	金色	ذَهَبِيّ	N	ADJ;NOM;DEF;MASC;SG
金色	ذهبية	金色	ذَهَبِيّ	N	ADJ;NOM;INDF;FEM;SG
金色	ذهبي	金色	ذهبي	N	ADJ;NOM;INDF;MASC;SG
金色	جولد	金色	جولد	N	
金色	غولد	金色	غُولِد	N	
金色	ذهب	金色	ذَهَب	N	V;PFV;MASC;SG;3;ACT
理性	العقلانية	理性	عَقلَانِيّ	N	
理性	عقلاني	理性	عقلاني	N	ADJ;NOM;INDF;MASC;SG
理性	عقلانية	理性	عقلانية	N	ADJ;NOM;INDF;FEM;SG
理性	الرشيد	理性	الرشيد	N	
外表	المظهر	外表	مَظهَر	N	
外表	الخارجي	外表	خَارِجِيّ	N	ADJ;NOM;DEF;MASC;SG
外表	خارجي	外表	خَارِجِيّ	N	ADJ;NOM;INDF;MASC;SG
承諾	الوعود	承諾	وَعد		N;NOM;DEF;PL
承諾	وعود	承諾	وَعد		
承諾	عدني	承諾	عدني		ADJ;NOM;INDF;MASC;SG
承諾	الوعد	承諾	وَعد		N;NOM;DEF;SG
承諾	دك	承諾	دَك		
承諾	وعد	承諾	وَعَد		V;PFV;MASC;SG;3;ACT
承諾	الالتزام	承諾	اِلتِزَام		N;NOM;DEF;SG
承諾	التزام	承諾	اِلتِزَام		N;NOM;INDF;SG
承諾	الالتزامات	承諾	اِلتِزَام		N;NOM;DEF;PL
承諾	التزامات	承諾	اِلتِزَام		N;NOM;INDF;PL
稅	ضريبي	稅	ضَرِيبِيّ	N	ADJ;NOM;INDF;MASC;SG
催化	محفز	催化	محفز	V	N;NOM;INDF;SG
催化	المحفز	催化	مُحَفَّز	V	N;NOM;DEF;SG
橘	اورانج	橘	اورانج	N	
橘	البرتقالي	橘	بُرتُقَالِيّ	N	ADJ;NOM;DEF;MASC;SG
橘	برتقالي	橘	بُرتُقَالِيّ	N	
橘	برتقال	橘	بُرتُقَال	N	
橘	برتقالية	橘	بُرتُقَالِيّ	N	ADJ;NOM;INDF;FEM;SG
建築	معماري	建築	مُعَمَّار	V	ADJ;NOM;INDF;MASC;SG
建築	المعماريين	建築	مُعَمَّار	V	ADJ;NOM;DEF;MASC;PL
總是	دايما	總是	دَايمَا		
總是	دائما	總是	دَائِم		ADJ;ACC;INDF;MASC;SG
總是	دوما	總是	دَوم		N;ACC;INDF;SG
彩色	ملون	彩色	مِلوَن	N	ADJ;NOM;INDF;MASC;SG
彩色	ملونة	彩色	مُلَوَّن	N	ADJ;NOM;INDF;FEM;SG
工會	يونيون	工會	يُونِيُون	N	
蜘蛛	عنكبوت	蜘蛛	عُنكُبُوت	N	
蜘蛛	سبايدر	蜘蛛	سبَايدَر	N	
離婚	الطلاق	離婚	طَلَاق	V	N;NOM;DEF;SG
離婚	طلاق	離婚	طَلَاق	V	N;NOM;INDF;SG
離婚	مطلق	離婚	مُطلَق	V	ADJ;NOM;INDF;MASC;SG
離婚	مطلقة	離婚	مُطلَق	V	ADJ;NOM;INDF;FEM;SG
享受	استمتع	享受	اِستَمتَع	V	
享受	تمتع	享受	تمتع	V	
享受	الاستمتاع	享受	اِستِمتَاع	V	N;NOM;DEF;SG
享受	التمتع	享受	تَمَتُّع	V	N;NOM;DEF;SG
享受	الاستمتاع	享受	اِستِمتَاع	V	N;NOM;DEF;SG
鑽石	ماسة	鑽石	مَاسَّة	N	
鑽石	دايموند	鑽石	دايموند	N	
吉祥	الميمون	吉祥	مَيمُون	N	
三菱	ميتسوبيشي	三菱	ميتسوبيشي	PROPN	
美女	جميلة	美女	جَمِيل	N	ADJ;NOM;INDF;FEM;SG
美女	جميله	美女	جميله	N	PRO;NOM;FEM;SG;3
美女	جمال	美女	جمال	N	
神經	عصب	神經	عَصِبَ	N	
神經	اعصاب	神經	عَصَب	N	
溫哥華	فانكوفر	溫哥華	فَانكُوفر	PROPN	
窩	عش	窩	عَشّ	N	
混亂	فوضى	混亂	فوضى	N	
裸	عاري	裸	عَارِيّ	N	ADJ;NOM;INDF;MASC;SG
裸	عارية	裸	عَارِيَة	N	ADJ;NOM;INDF;FEM;SG
裸	عاريا	裸	عَارِيّ	N	ADJ;ACC;INDF;MASC;SG
裸	عارية	裸	عَارِيَة	N	ADJ;NOM;INDF;FEM;SG
裸	العارية	裸	عَارِي	N	ADJ;NOM;DEF;FEM;SG
馬丁	مارتن	馬丁	مَارتِن	PROPN	
馬丁	مارتين	馬丁	مَارَّة	PROPN	
衝擊	الاثر	衝擊	أَثَر	V	N;NOM;DEF;SG
衝擊	تاثير	衝擊	تَأثِير	V	N;NOM;INDF;SG
衝擊	التاثير	衝擊	تَاثِير	V	N;NOM;DEF;SG
衝擊	الاصطدام	衝擊	اِصطِدَام	V	N;NOM;DEF;SG
衝擊	الصدمة	衝擊	صَدمَة	V	N;NOM;DEF;SG
衝擊	صدمة	衝擊	صَدمَة	V	N;NOM;INDF;SG
衝擊	الصدمات	衝擊	صِدمَة	V	N;NOM;DEF;PL
衝擊	صدمات	衝擊	صِدمَة	V	N;NOM;INDF;PL
光學	بصرية	光學	بَصَرِيّ	N	ADJ;NOM;INDF;FEM;SG
光學	بصري	光學	بَصَرِيّ	N	
卵	بيض	卵	بَيض	N	
氟	فلوريد	氟	فلوريد	N	
出租	تاكسي	出租	تاكسي	V	
出租	التاكسي	出租	التاكسي	V	
軍方	عسكرية	軍方	عَسكَرِيّ	N	ADJ;NOM;INDF;FEM;SG
軍方	العسكري	軍方	عَسكَرِيّ	N	ADJ;NOM;DEF;MASC;SG
軍方	عسكري	軍方	عَسكَرِيّ	N	ADJ;NOM;INDF;MASC;SG
過度	مفرط	過度	مفرط	N	ADJ;NOM;INDF;MASC;SG
過度	فرط	過度	فَرَط	N	
