procurar	für	procurar	für	V	ADP
estragar	ruin	estragar	ruin	V	N
debiches	ihr	debiches	ihr	PROPN	PRO;NOM;MASC;SG
debiches	dich	debiches	du	PROPN	
debiches	du	debiches	du	PROPN	PRO;NOM;SG;2
debiches	dir	debiches	dur	PROPN	
debiches	sie	debiches	sie	PROPN	PRO;NOM;FEM;SG;3
debiches	haben	debiches	haben	PROPN	V;IND;PL;3;FIN
debiches	habe	debiches	haben	PROPN	V;SBJV;SG;3;PRS;FIN
debiches	sollte	debiches	sollen	PROPN	V;IND;SG;3;PST;FIN
debiches	soll	debiches	sollen	PROPN	V;IND;SG;3;PRS;FIN
debiches	sollten	debiches	sollen	PROPN	V;IND;PL;3;PST;FIN
debiches	sollen	debiches	sollen	PROPN	V;IND;PL;3;PRS;FIN
debiches	muss	debiches	müssen	PROPN	V;IND;SG;3;PRS;FIN
debiches	muß	debiches	müssen	PROPN	V;IND;SG;3;PRS;FIN
debiches	mussen	debiches	mussen	PROPN	
debiches	müssen	debiches	müssen	PROPN	V;IND;PL;3;PRS;FIN
debiches	must	debiches	müssen	PROPN	PROPN
patrulla	patrouillen	patrulla	patrouill	N	V;NFIN
patrulla	streife	patrulla	streifen	N	ADJ;NOM
patrulla	patrouille	patrulla	patrouille	N	ADJ;NOM;SG
£	quartal	£	quartal	PROPN	N
£	quarter	£	quarter	PROPN	PROPN
£	vierteljahr	£	vierteljahr	PROPN	
£	viertel	£	viertel	PROPN	
£	million	£	Million	PROPN	NUM
£	millionen	£	million	PROPN	N;NOM;FEM;PL
£	mio	£	mio	PROPN	;SG
salta	jump	salta	jump	N	ADJ
salta	spring	salta	springen	N	PROPN
salta	springen	salta	springen	N	V;NFIN
salta	springe	salta	springen	N	V;IND;SG;3;PRS;FIN
rematará	end	rematar	end	V	
rematará	ende	rematar	ende	V	N;ACC;NEUT;SG
rematará	will	rematar	wollen	V	V;IND;SG;3;PRS;FIN
rematará	werden	rematar	werden	V	V;NFIN;PASS
rematará	wird	rematar	werden	V	V;IND;SG;3;PRS;FIN;PASS
rematará	wille	rematar	willen	V	
rematará	werde	rematar	werden	V	V;SBJV;SG;3;PRS;FIN
traidores	verräter	traidor	verräter	N	ADJ
alabama	alabama	alabamar	alabama	PROPN	PROPN;NOM;NEUT;SG
desexas	ihr	desexa	ihr	V	PRO;NOM;MASC;SG
desexas	dich	desexa	du	V	
desexas	du	desexa	du	V	PRO;NOM;SG;2
desexas	dir	desexa	dur	V	
desexas	sie	desexa	sie	V	PRO;NOM;FEM;SG;3
desexas	will	desexa	wollen	V	V;IND;SG;3;PRS;FIN
desexas	wollen	desexa	wollen	V	V;IND;PL;3;PRS;FIN
desexas	möchten	desexa	mögen	V	V;IND;PL;3;PST;FIN
milicia	miliz	milicia	miliz	N	
morrese	stirb	morrer	sterben	V	PROPN
norton	norton	norton	norton	PROPN	PROPN;NOM;SG
serea	schlag	ser	schlagen	N	
serea	sprengen	ser	sprengen	N	V;NFIN
serea	blast	ser	blast	N	ADJ
serea	blasen	ser	blasen	N	V;NFIN
chamando	berufung	chamar	berufung	V	N
chamando	aufruf	chamar	aufruf	V	N;SG
chamando	anruf	chamar	anruf	V	N
prepara	ihr	preparar	ihr	V	PRO;NOM;MASC;SG
prepara	dich	preparar	du	V	
prepara	du	preparar	du	V	PRO;NOM;SG;2
prepara	dir	preparar	dur	V	
prepara	sie	preparar	sie	V	PRO;NOM;FEM;SG;3
gustouche	hast	gustouche	haben	V	V;IND;SG;3;PRS;FIN
gustouche	ihr	gustouche	ihr	V	PRO;NOM;MASC;SG
gustouche	dich	gustouche	du	V	
gustouche	du	gustouche	du	V	PRO;NOM;SG;2
gustouche	dir	gustouche	dur	V	
gustouche	sie	gustouche	sie	V	PRO;NOM;FEM;SG;3
gustouche	wie	gustouche	wie	V	ADP
gustouche	like	gustouche	like	V	PROPN;NOM;SG
comerciantes	gewerbetreibende	comerciante	gewerbetreibend	N	ADJ;NOM;FEM;SG
comerciantes	händler	comerciante	händler	N	ADJ
comerciantes	kaufleute	comerciante	kaufleut	N	ADJ;NOM;PL
comerciantes	händlern	comerciante	händlern	N	V;NFIN
comerciantes	kaufleute	comerciante	kaufleut	N	ADJ;NOM;PL
arrestado	festnahme	arrestar	festnahm	V	N;NOM;FEM;SG
facela	mache	facelar	machen	N	V;IND;SG;3;PRS;FIN
facela	make	facelar	maken	N	PROPN
facela	machen	facelar	machen	N	V;NFIN
facela	ihr	facelar	ihr	N	PRO;NOM;MASC;SG
facela	ihre	facelar	ihr	N	DET;NOM;FEM;SG
varón	männlichen	varón	männlich	N	ADJ
varón	männliche	varón	männlich	N	ADJ;NOM;FEM;PL
varón	männlich	varón	männlich	N	ADJ
varón	rüde	varón	rüde	N	ADJ
varón	jungen	varón	jung	N	ADJ
varón	junge	varón	jung	N	ADJ;NOM;FEM;PL
varón	boy	varón	boy	N	PROPN
probábel	wohl	probábel	wohl	ADJ	ADV
giuseppe	giuseppe	giuseppe	giuseppe	PROPN	PROPN;NOM;MASC;SG
indio	indischen	indio	indisch	N	ADJ;MASC
indio	indianer	indio	indianer	N	
indio	indischer	indio	indisch	N	ADJ
indio	indische	indio	indisch	N	ADJ;NOM;FEM;PL
dáte	beeilen	dáte	beeilen	PROPN	V;NFIN
dáte	schnell	dáte	schnell	PROPN	ADJ
liras	lire	lira	lire	N	PROPN;NOM;SG
berce	wiege	berce	weigen	N	
traficante	händler	traficante	händler	N	ADJ
traficante	dealer	traficante	dealer	N	
traficante	fachhändler	traficante	fachhändler	N	ADJ
benditos	selig	bendito	selig	N	ADJ
benditos	gesegnet	bendito	segnen	N	V;V.PTCP
benditos	gesegneten	bendito	gesegnet	N	ADJ;PL
benditos	wie	bendito	wie	N	ADP
benditos	inwiefern	bendito	inwiefern	N	ADV
benditos	woher	bendito	woher	N	ADV
benditos	sind	bendito	sein	N	V;IND;PL;3;PRS;FIN
boden	boden	boder	boden	V	ADV
estuardo	stuart	estuardo	stuaren	N	PROPN
reféns	geiseln	refén	geiseln	N	
putos	scheiss	puto	scheiß	N	
putos	verdammte	puto	verdammen	N	ADJ;SG
putos	fucking	puto	fucking	N	PROPN
putos	ficken	puto	ficken	N	V;NFIN
dios	god	dio	god	N	PROPN
dios	allah	dio	allah	N	PROPN;NOM;SG
dios	sake	dio	seken	N	
dios	herrgott	dio	herrgoten	N	
dios	jesu	dio	jesu	N	PROPN;NOM;MASC;SG
dios	jesus	dio	jesus	N	PROPN;NOM;MASC;SG
frota	flotte	frota	flott	N	ADJ;NOM;FEM;SG
frota	flotten	frota	flott	N	ADJ;PL
celoso	eifersucht	celoso	eifersuchen	ADJ	
serventes	bedienstete	servente	bedienstet	ADJ	V;IND;SG;3;PST;FIN
serventes	diener	servente	dien	ADJ	
serventes	bediensteten	servente	bedienstet	ADJ	V;IND;PL;3;PST;FIN
seo	seo	seo	seo	N	
punishment	pein	punishment	pein	PROPN	PROPN;SG
punishment	bestrafung	punishment	bestrafung	PROPN	N;NOM;FEM;SG
punishment	strafe	punishment	strafen	PROPN	
mercadorías	grundstoffe	mercadoría	grundstoff	N	
mercadorías	waren	mercadoría	sein	N	V;IND;PL;3;PST;FIN
mercadorías	rohstoffe	mercadoría	rohstoff	N	PROPN
mercadorías	waren	mercadoría	sein	N	V;IND;PL;3;PST;FIN
mercadorías	güter	mercadoría	gut	N	
anano	zwerg	anano	zwerg	N	
anano	zwerge	anano	zwerg	N	
anano	mann	anano	mann	N	
anano	man	anano	man	N	PRO;NOM;INDF;SG
gueto	ghetto	gueto	ghetto	N	PROPN
drummer	drummer	drummer	drummer	PROPN	
drummer	schlagzeuger	drummer	schlagzeuger	PROPN	ADJ
asger	asger	asger	asger	PROPN	
esmeralda	esmeralda	esmeraldar	esmeralda	N	PROPN;NOM;SG
mali	mali	mali	mali	PROPN	
mali	zurück	mali	zurück	PROPN	ADV
mali	wieder	mali	wieder	PROPN	ADV
mali	rücken	mali	rücken	PROPN	V;NFIN
mali	hinten	mali	hinten	PROPN	ADV
mali	rückseite	mali	rückseite	PROPN	ADJ
daenerys	daenerys	daenerys	daenerys	PROPN	
dorne	dorne	dorne	dorn	N	
impulso	puls	impulso	puls	N	
impulso	drängen	impulso	dringen|drängen	N	V;NFIN
impulso	fordere	impulso	forder	N	V;SBJV;SG;3;PRS;FIN
impulso	drang	impulso	drang	N	V;IND;SG;3;PST;FIN
corán	koran	corán	koran	N	
corán	qur	corán	qur	N	
dígolles	sag	dígolle	saugen	N	
dígolles	sagen	dígolle	sagen	N	V;NFIN
dígolles	tell	dígolle	tell	N	
dígolles	ihr	dígolle	ihr	N	PRO;NOM;MASC;SG
dígolles	dich	dígolle	du	N	
dígolles	du	dígolle	du	N	PRO;NOM;SG;2
dígolles	dir	dígolle	dur	N	
dígolles	sie	dígolle	sie	N	PRO;NOM;FEM;SG;3
clínicas	kliniken	clínico	klinik	ADJ	N;NOM;PL
rifles	gewehren	rifle	gewehren	N	
lombo	zurück	lombo	zurück	N	ADV
lombo	wieder	lombo	wieder	N	ADV
lombo	rücken	lombo	rücken	N	V;NFIN
lombo	hinten	lombo	hinten	N	ADV
lombo	rückseite	lombo	rückseite	N	ADJ
procedemento	vorgehensweise	procedemento	vorgehensweise	N	ADV
procedemento	verfahren	procedemento	verfahren	N	V;NFIN
procedemento	prozedur	procedemento	prozedur	N	
custo	kosten	custo	kosten	N	V;NFIN
custo	cost	custo	cost	N	ADJ
aforros	einsparungen	aforro	einsparung	N	V
aforros	ersparnisse	aforro	ersparnis	N	ADJ;NOM;FEM;PL
aforros	sparen	aforro	sparen	N	V;NFIN
aforros	ersparnis	aforro	ersparnis	N	ADJ
previr	verhinderung	previr	verhinderung	V	N;NOM;FEM;SG
chiste	scherz	chistir	scherz	N	ADJ
chiste	witz	chistir	witz	N	
tigre	tiger	tigre	tiger	N	ADJ
crecen	erhalten	crecer	erhalten	V	ADJ;V.PTCP
crecen	sie	crecer	sie	V	PRO;NOM;FEM;SG;3
crecen	ältere	crecer	alt	V	ADJ;NOM;FEM;PL
crecen	älteren	crecer	alt	V	ADJ
crecen	älter	crecer	alt	V	ADJ
crecen	älteres	crecer	alt	V	ADJ;NOM;NEUT;SG
crecen	älterer	crecer	alt	V	ADJ
cáncer	krebserkrankungen	cáncer	krebserkrankung	PROPN	N;NOM;FEM;PL
cáncer	krebs	cáncer	krebs	PROPN	
empezan	sie	empezar	sie	V	PRO;NOM;FEM;SG;3
empezan	start	empezar	Start	V	PROPN
empezan	anfang	empezar	anfang	V	N;ACC;MASC;SG
conectados	verbunden	conectar	verbinden	V	ADJ;V.PTCP
conectados	angeschlossen	conectar	anschließen	V	ADJ;V.PTCP
conectados	verbundene	conectar	verbunden	V	ADJ;NOM;FEM;SG
tradución	übersetzung	tradución	übersetzung	N	ADJ
tradución	übersetzer	tradución	übersetzer	N	ADJ
tradución	übersetzen	tradución	übersetzen	N	V;NFIN
tradución	übersetzungen	tradución	übersetzingen	N	V;NFIN
cuxo	wessen	cuxo	wessen	N	PRO;NOM;MASC;SG
cuxo	dessen	cuxo	der	N	DET;GEN;MASC;SG
cuxo	wem	cuxo	wer	N	ADV
cuxo	deren	cuxo	der	N	DET;GEN;PL
pintar	farbe	pintar	farben	V	
pintar	anstrich	pintar	anstrich	V	ADJ
pintar	lackierung	pintar	lackierung	V	N;NOM;FEM;SG
colectivo	kollektives	colectivo	kollektiv	N	ADJ;NOM;NEUT;SG
colectivo	kollektive	colectivo	kollektiv	N	ADJ;NOM;FEM;PL
colectivo	kollektiven	colectivo	kollektiv	N	ADJ
colectivo	kollektiv	colectivo	kollektiv	N	ADJ
instintos	instinkt	instinto	instinken	N	
instintos	instinkte	instinto	instinkt	N	
básicos	grundlegenden	básico	grundlegend	ADJ	V;FIN
básicos	basic	básico	basic	ADJ	
alimentación	lebensmittel	alimentación	lebensmittel	N	
alimentación	essen	alimentación	essen	N	V;NFIN
alimentación	verpflegung	alimentación	verpflegung	N	ADJ
alimentación	bekleidung	alimentación	bekleidung	N	
alimentación	kleider	alimentación	kleider	N	ADJ
doulle	geben	doulle	geben	PROPN	V;NFIN
doulle	gebe	doulle	geben	PROPN	V;SBJV;SG;3;PRS;FIN
doulle	give	doulle	giv	PROPN	
doulle	gib	doulle	gib	PROPN	V;IND;SG;2;PRS;FIN
doulle	schenken	doulle	schenken	PROPN	V;NFIN
loitas	bekämpfen	loita	bekämpfen	N	V;NFIN
loitas	kämpfen	loita	kämpfen	N	V;NFIN
loitas	streit	loita	streit	N	ADJ
loitas	kämpfe	loita	kämpfen	N	
bunker	bunker	bunker	bunk	N	
bunker	bunker	bunker	bunk	N	
favorito	lieblings	favorito	lieblings	N	
favorito	favoriten	favorito	favorit	N	V;NFIN
favorito	favorit	favorito	favorit	N	ADJ
básico	grundlegenden	básico	grundlegend	ADJ	V;FIN
básico	basic	básico	basic	ADJ	
camboxa	kambodscha	camboxa	kambodscha	PROPN	PROPN;NOM;SG
defensores	verteidiger	defensor	verteidiger	N	ADJ
axencias	reisebüros	axencia	reisebüros	N	ADJ
axencias	agentur	axencia	agentur	N	PROPN;NOM;SG
axencias	reisebüro	axencia	reisebüro	N	
pausa	pause	pausa	pausen	N	
pausa	anhalten	pausa	anhalten	N	V;NFIN
celas	zelle	cela	zellen	N	
celas	zellen	cela	zellen	N	V;NFIN
alfombra	teppich	alfombra	teppich	N	
alfombra	teppich	alfombra	teppich	N	
alfombra	teppiche	alfombra	teppich	N	
botarlle	nehmen	botarlle	nehmen	N	V;NFIN
botarlle	übernehmen	botarlle	übernehmen	N	V;NFIN
botarlle	nimm	botarlle	nehmen	N	V;IND;SG;2;PRS;FIN
botarlle	nehme	botarlle	nehmen	N	V;IND;SG;3;PRS;FIN
agardade	warte	agardade	wart	N	V;IND;SG;3;PRS;FIN
agardade	wartet	agardade	warten	N	V;IND;SG;3;PRS;FIN
agardade	warten	agardade	warten	N	V;NFIN
agardade	wartezeit	agardade	wartezeit	N	ADJ
agardade	abwarten	agardade	abwarten	N	V;NFIN
conceptos	begriffe	concepto	begreifen	N	ADJ
xenéticas	gene	xenético	gen	ADJ	
xenéticas	gen	xenético	gen	ADJ	
xenéticas	gens	xenético	gens	ADJ	
asociados	verbunden	asociar	verbinden	V	ADJ;V.PTCP
asociados	verbundene	asociar	verbunden	V	ADJ;NOM;FEM;SG
asociados	mit	asociar	mit	V	ADP
confuso	verwirrt	confuso	verwirren	N	ADJ;V.PTCP
confuso	verwirren	confuso	verwirren	N	V;NFIN
confuso	verwechselt	confuso	verwechseln	N	V;V.PTCP
confuso	durcheinander	confuso	durcheinander	N	ADV
confuso	verlor	confuso	verlieren	N	V;IND;SG;3;PST;FIN
confuso	verirrt	confuso	verirren	N	V;V.PTCP
confuso	verloren	confuso	verlieren	N	V;V.PTCP
confuso	verlorene	confuso	verloren	N	ADJ;NOM;FEM;SG
confuso	lost	confuso	lossen	N	PROPN
empregar	verwendung	empregar	verwendung	V	N;SG
empregar	nutzung	empregar	nutzung	V	N;NOM;FEM;SG
empregar	gebrauch	empregar	gebrauch	V	ADJ
oposición	widerstand	oposición	widerstehen	N	ADV
mecánica	mechanisch	mecánica	mechanisch	N	ADJ
mecánica	mechanisches	mecánica	mechanisch	N	ADJ;NOM;NEUT;SG
mecánica	maschinenbau	mecánica	maschinenbau	N	ADJ
mecánica	mechanischen	mecánica	mechanisch	N	ADJ
mecánica	mechanische	mecánica	mechanisch	N	ADJ;NOM;FEM;PL
agochados	ausblenden	agochar	ausblenden	V	ADJ
agochados	versteckt	agochar	verstecken	V	ADJ
agochados	versteck	agochar	verstecken	V	N;SG
agochados	verborgene	agochar	verborgen	V	ADJ;NOM;FEM;SG
agochados	verborgen	agochar	verborgen	V	ADJ
agochados	versteckt	agochar	verstecken	V	ADJ
pesados	heavy	pesar	heavy	V	PROPN
pesados	schwerer	pesar	schwer	V	ADJ
pesados	schwer	pesar	schwer	V	ADJ
pesados	schweren	pesar	schwer	V	ADJ;SG
pesados	schwere	pesar	schwer	V	ADJ;NOM;FEM;PL
buraco	loch	buraco	loch	N	ADV
buraco	hole	buraco	holen	N	
chamámoslle	aufruf	chamámoslle	aufruf	ADV	N;SG
chamámoslle	anrufen	chamámoslle	anrufen	ADV	V;NFIN
chamámoslle	rufen	chamámoslle	rufen	ADV	V;NFIN
chamámoslle	call	chamámoslle	call	ADV	ADJ
chamámoslle	nennen	chamámoslle	nennen	ADV	V;NFIN
chamámoslle	anruf	chamámoslle	anruf	ADV	N
elevado	high	elevado	high	ADJ	PROPN
direccións	richtung	dirección	richtung	N	V;V.PTCP
situacións	situationen	situación	situation	N	V;NFIN
odia	hasse	odia	hassen	V	
odia	haß	odia	haßen	V	
odia	hate	odia	haben	V	PROPN;NOM;SG
odia	hass	odia	hassen	V	
susan	susanne	susar	susanne	PROPN	PROPN;NOM;SG
susan	susan	susar	susan	PROPN	PROPN;NOM;SG
facerte	make	facerte	maken	V	PROPN
facerte	ihr	facerte	ihr	V	PRO;NOM;MASC;SG
facerte	dich	facerte	du	V	
facerte	du	facerte	du	V	PRO;NOM;SG;2
facerte	dir	facerte	dur	V	
facerte	sie	facerte	sie	V	PRO;NOM;FEM;SG;3
continúan	sowie	continuar	sowie	V	CONJ
continúan	und	continuar	und	V	CONJ
continúan	weiter	continuar	weiter	V	ADV
mundiais	welt	mundial	welt	ADJ	N;NOM;FEM;SG
tentarei	versuche	tentar	versuchen	V	N;NOM;SG
tentarei	erhalten	tentar	erhalten	V	ADJ;V.PTCP
prioridade	prioritäten	prioridade	priorität	N	V;NFIN
prioridade	priorität	prioridade	priorität	N	ADJ
prioridade	vorrang	prioridade	vorringen	N	
pensabamos	gedanke	pensabar	gedank	V	ADJ
revistas	magazin	revista	magazin	N	ADJ
revistas	zeitschriften	revista	zeitschreifen	N	V;NFIN
revistas	zeitschrift	revista	zeitschrefen	N	ADJ
revistas	heft	revista	hefen	N	
revistas	magazin	revista	magazin	N	ADJ
revistas	zeitschriften	revista	zeitschreifen	N	V;NFIN
mentras	während	mentras	während	N	CONJ
mentras	weile	mentras	weil	N	ADV
bocas	mund	boca	mund	N	
bocas	munde	boca	mund	N	ADV
bocas	maul	boca	maul	N	
lograr	erhalten	lograr	erhalten	V	ADJ;V.PTCP
lograr	make	lograr	maken	V	PROPN
distinguir	unterscheidung	distinguir	unterscheidung	V	ADJ
distinguir	sag	distinguir	saugen	V	
distinguir	tell	distinguir	tell	V	
lagos	lagos	lago	lagos	N	PROPN;NOM;SG
lagos	seen	lago	sein	N	
recentes	kürzlich	recente	kürzlich	ADJ	ADV
funcione	werk	funcionar	werk	V	N;NOM;NEUT;SG
funcione	arbeit	funcionar	arbeit	V	N;NOM;FEM;SG
funcione	arbeitsplatz	funcionar	arbeitsplatz	V	
certificado	zertifikat	certificado	zertifikat	N	V;V.PTCP
certificado	bescheinigung	certificado	Bescheinigung	N	ADJ
certificado	zertifikate	certificado	zertifikate	N	ADJ;NOM;FEM;SG
pipa	pipe	pipa	pipe	N	
pipa	rohre	pipa	rohren	N	
pipa	pfeife	pipa	pfeif	N	
pipa	röhre	pipa	röhren	N	
pipa	rohr	pipa	Rohr	N	
conversas	unterhaltungen	converso	unterhaltung	N	V;NFIN
conversas	gespräche	converso	gespräch	N	ADJ
vivendas	wohnungen	vivenda	wohnung	N	ADJ
obesidade	übergewicht	obesidade	überwechen	N	
obesidade	fettleibigkeit	obesidade	Fettleibigkeit	N	PROPN;NOM;SG
cuando	wenn	cuando	wenn	V	CONJ
cuando	wann	cuando	wann	V	ADV
cadrado	square	cadrado	squar	ADJ	PROPN
cadrado	rechteck	cadrado	rechteck	ADJ	
cadrado	quadrat	cadrado	quadrat	ADJ	
cadrado	platz	cadrado	platz	ADJ	ADV
prosperidade	wohlfahrt	prosperidade	wohlfahren	N	
prosperidade	wohlstand	prosperidade	wohlstehen	N	
exilio	verbannung	exilio	verbannung	N	ADJ
palma	palme	palma	palmen	N	
palma	palmöl	palma	palmöl	N	
palma	palm	palma	palm	N	
palma	palmen	palma	palmen	N	V;NFIN
relativamente	relativ	relativamente	relativ	ADV	ADJ
relativamente	verhältnismäßig	relativamente	verhältnismäßig	ADV	ADJ
cordas	schnüre	corda	schnür	N	ADJ
cordas	strings	corda	strings	N	PROPN
gráficos	grafik	gráfico	grafik	ADJ	
gráficos	graphik	gráfico	graphik	ADJ	
gráficos	grafiken	gráfico	grafik	ADJ	V;NFIN
gráficos	graphiken	gráfico	graphiken	ADJ	
órganos	organe	órgano	organ	N	
órganos	gremien	órgano	gremien	N	ADJ
órganos	organen	órgano	orgehen	N	V;NFIN
órganos	organ	órgano	organ	N	
decatarse	hinweis	decatarse	hinweis	V	ADV
decatarse	bekanntmachung	decatarse	bekanntmachung	V	ADJ
decatarse	mitteilung	decatarse	mitteilung	V	N;FEM;SG
decatarse	benachrichtigung	decatarse	benachrichtigung	V	ADJ
penicilina	penicillin	penicilinar	penicillin	N	
comunicarse	kommunizieren	comunicarse	kommunizieren	PROPN	V;NFIN
apple	äpfel	apple	apfel	PROPN	
apple	apfel	apple	apfel	PROPN	
apple	apple	apple	applen	PROPN	
apple	verfügt	apple	verfügen	PROPN	V;IND;SG;3;PRS;FIN
apple	hat	apple	haben	PROPN	V;IND;SG;3;PRS;FIN
funcións	funktionen	función	funktionen	N	V;NFIN
funcións	funktionsumfang	función	funktionsumfang	N	ADJ
colonial	colonial	colonial	colonial	ADJ	PROPN
exceso	vom	exceso	vom	N	
exceso	von	exceso	von	N	ADP
exceso	ab	exceso	ab	N	ADP
exceso	aus	exceso	aus	N	ADP
exceso	übersteigen	exceso	übersteigen	N	V;NFIN
exceso	überschuss	exceso	überschuß	N	
ostras	krümel	ostra	krümel	N	
vermellas	rotwein	vermello	rotwein	N	
vermellas	roten	vermello	rot	N	ADJ;NOM;PL
vermellas	rot	vermello	rot	N	ADJ
vermellas	rote	vermello	rot	N	ADJ;NOM;FEM;PL
vermellas	red	vermello	red	N	PROPN;NOM;MASC;SG
ocupados	beschäftigt	ocupado	beschäftigen	ADJ	V;V.PTCP
ocupados	besetzt	ocupado	besetzen	ADJ	V;V.PTCP
avanzada	fortgeschrittene	avanzar	fortgeschritten	V	ADJ;NOM;FEM;PL
cascos	helme	casco	helm	N	
darvos	give	darvo	giv	V	
darvos	ihr	darvo	ihr	V	PRO;NOM;MASC;SG
darvos	dich	darvo	du	V	
darvos	du	darvo	du	V	PRO;NOM;SG;2
darvos	dir	darvo	dur	V	
darvos	sie	darvo	sie	V	PRO;NOM;FEM;SG;3
darvos	wie	darvo	wie	V	ADP
darvos	like	darvo	like	V	PROPN;NOM;SG
botóns	buttons	botóns	buttons	N	
botóns	schaltflächen	botóns	schaltfläch	N	V;NFIN
botóns	knöpfen	botóns	knöpfen	N	V;NFIN
interésame	interessiert	interésame	interessieren	V	ADJ
interésame	interessenten	interésame	interessent	V	
interésame	interesse	interésame	interesse	V	
afirmación	anweisung	afirmación	anweisung	N	
afirmación	aussage	afirmación	aussagen	N	
afirmación	bekräftigung	afirmación	bekräftigung	N	
emocionado	aufgeregt	emocionar	aufgeregt	V	ADJ
emocionado	gespannt	emocionar	spannen	V	ADJ
emocionado	begeistert	emocionar	begeistern	V	ADJ
champaña	champagne	champaña	champagne	N	PROPN;NOM;SG
champaña	sekt	champaña	sekt	N	
champaña	champagner	champaña	champagner	N	ADJ
inda	still	inda	still	ADV	ADJ
nalgo	sowas	nalgo	sowas	N	
nalgo	irgendwas	nalgo	irgendwas	N	ADV
nalgo	irgendetwas	nalgo	irgendetwas	N	ADV
nalgo	etwas	nalgo	etwas	N	ADV
chamaría	würden	chamar	werden	V	V;SBJV;PL;3;PST;FIN
chamaría	wäre	chamar	sein	V	V;SBJV;SG;3;PST;FIN
chamaría	hätte	chamar	haben	V	V;SBJV;SG;3;PST;FIN
chamaría	würde	chamar	werden	V	V;SBJV;SG;3;PST;FIN
chamaría	aufruf	chamar	aufruf	V	N;SG
chamaría	call	chamar	call	V	ADJ
chamaría	anruf	chamar	anruf	V	N
austria	österreich	austria	österreich	PROPN	PROPN;SG
agricultura	landwirtschaft	agricultura	landwirtschaft	N	ADJ
unidas	vereinigten	unir	vereinigen	V	ADJ;PL
unidas	united	unir	united	V	
unidas	vereinigtes	unir	vereinigt	V	ADJ;NOM;NEUT;SG
unidas	zusammen	unir	zusammen	V	ADV
unidas	gemeinsam	unir	gemeinsam	V	ADJ
ratos	rats	rato	ratsen	N	
ratos	ratte	rato	raten	N	
plataforma	bahnsteig	plataforma	bahnsteig	N	
plataforma	plattform	plataforma	plattform	N	ADJ
celebración	feiern	celebración	feiern	N	V;NFIN
celebración	feier	celebración	feier	N	
soubera	weiss	soubera	wissen	V	
provén	vom	prover	vom	V	
provén	von	prover	von	V	ADP
provén	ab	prover	ab	V	ADP
provén	aus	prover	aus	V	ADP
avós	großväter	avó	großvät	N	ADJ
avós	großeltern	avó	großeltern	N	ADJ
namorada	love	namorar	love	V	PROPN
namorada	liebe	namorar	lieb	V	PROPN;NOM;SG
namorada	liebes	namorar	lieb	V	;NOM;SG
namorada	liebste	namorar	lieb	V	ADJ
namorada	mit	namorar	mit	V	ADP
ademáis	neben	ademáis	neben	ADV	ADP
enfadado	wütend	enfadar	wütend	V	ADJ
enfadado	böse	enfadar	böse	V	
enfadado	zornig	enfadar	zornig	V	ADJ
enfadado	verärgert	enfadar	verärgert	V	ADJ
enfadado	sauer	enfadar	sauer	V	ADJ
enfadado	wütend	enfadar	wütend	V	ADJ
enfadado	mad	enfadar	mad	V	PROPN;NOM;SG
enfadado	verrückt	enfadar	verrücken	V	ADJ
demasiadas	zu	demasiadas	zu	ADJ	PART
demasiadas	ebenfalls	demasiadas	ebenfalls	ADJ	ADV
demasiadas	auch	demasiadas	auch	ADJ	ADV
demasiadas	vieles	demasiadas	viel	ADJ	PRO;NOM;INDF;NEUT;SG
dígoo	just	dígoo	just	ADV	PROPN;NOM;SG
impórtalle	betreuung	impórtalle	betreuung	ADJ	N;SG
impórtalle	pflege	impórtalle	pfleg	ADJ	
impórtalle	care	impórtalle	care	ADJ	PROPN;NOM;SG
impórtalle	ihr	impórtalle	ihr	ADJ	PRO;NOM;MASC;SG
impórtalle	dich	impórtalle	du	ADJ	
impórtalle	du	impórtalle	du	ADJ	PRO;NOM;SG;2
impórtalle	dir	impórtalle	dur	ADJ	
impórtalle	sie	impórtalle	sie	ADJ	PRO;NOM;FEM;SG;3
impórtalle	verstand	impórtalle	verstehen	ADJ	
impórtalle	mind	impórtalle	mind	ADJ	
impórtalle	geist	impórtalle	geisen	ADJ	
evidencias	beweismittel	evidencia	beweismittel	N	
preocupados	beunruhigt	preocupar	beunruhigen	V	ADJ;V.PTCP
preocupados	besorgt	preocupar	besorgt	V	ADJ
preocupados	über	preocupar	über	V	ADP
preocupados	etwa	preocupar	etwa	V	ADV
secundaria	high	secundario	high	ADJ	PROPN
secundaria	schule	secundario	schule	ADJ	N;NOM;FEM;SG
secundaria	schulen	secundario	schallen	ADJ	V;NFIN
secundaria	sekundarstufe	secundario	sekundarstufe	ADJ	
primas	baustoffe	prima	baustoff	N	
primas	materialien	prima	materialien	N	V;NFIN
primas	werkstoffe	prima	werkstoff	N	
irlanda	nordirland	irlanda	nordirland	PROPN	PROPN
irlanda	irland	irlanda	irland	PROPN	PROPN;NOM;NEUT;SG
escritores	schriftsteller	escritor	schriftsteller	N	ADJ
escritores	autoren	escritor	autor	N	
universidades	universität	universidade	universität	N	ADJ
ridícula	lächerliche	ridícula	lächerlich	N	ADJ;NOM;FEM;PL
ridícula	albern	ridícula	albern	N	ADJ
ridícula	lächerlich	ridícula	lächerlich	N	ADJ
podre	verkommen	podre	verkommen	V	ADJ
calcetíns	ihre	calcetíns	ihr	N	DET;NOM;FEM;SG
