que	той	que	той	PRO;MASC;SG	DET;NOM;MASC;SG
romênia	румунія	romênia	румунія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
wikimedia	wikimedia	wikimedia	wikimedia	N;MASC;SG	
aeronave	літаків	aeronave	літак	N;FEM;SG	N;INAN;GEN;MASC;PL
aeronave	авіаційна	aeronave	авіаційний	N;FEM;SG	ADJ;NOM;FEM;SG
confronto	розбірки	confronto	розбірка	N;MASC;SG	N;INAN;NOM;MASC;PL
confronto	clash	confronto	clash	N;MASC;SG	
fale	поговоримо	falar	поговорити	V;SBJV;SG;3;PRS;FIN	V;PFV;IND;PL;1;FUT;FIN
fale	розмова	falar	розмова	V;SBJV;SG;3;PRS;FIN	N;INAN;NOM;FEM;SG
fale	talk	falar	talk	V;SBJV;SG;3;PRS;FIN	
fale	розмовляють	falar	розмовляти	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
fale	говоріть	falar	говорити	V;SBJV;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN
fale	speak	falar	speak	V;SBJV;SG;3;PRS;FIN	
defende	захищають	defender	захищати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
defende	захисти	defender	захисти	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
jeff	джефф	jeff	джефф	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sal	солі	sal	сіль	N;MASC;SG	N;INAN;NOM;FEM;PL
sal	сел	sal	сел	N;MASC;SG	
sal	селе	sal	селе	N;MASC;SG	
xiv	xiv	xiv	xiv	N;MASC;SG	
piauí	піауї	piauí	піаувати	N;MASC;SG	
sétimo	сьомому	sétimo	сьомий	ADJ;MASC;SG	
graus	градус	grau	градус	N;MASC;PL	N;INAN;NOM;MASC;SG
graus	ступінь	grau	ступінь	N;MASC;PL	N;INAN;NOM;MASC;SG
moçambique	мозамбіку	moçambique	мозамбіка	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
polo	polo	polo	polo	N;MASC;SG	
polo	поло	polo	поло	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
bulgária	болгарії	bulgário	болгарія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
bulgária	болгарія	bulgário	болгарія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
laura	лора	laura	лора	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
laura	лаура	laura	лаура	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
operacional	кооперативів	operacional	кооператив	N;MASC;SG	N;INAN;GEN;MASC;PL
operacional	оперативного	operacional	оперативний	N;MASC;SG	ADJ;GEN;MASC;SG
operacional	оперативна	operacional	оперативний	N;MASC;SG	ADJ;NOM;FEM;SG
tóquio	токіо	tóquio	токіо	N;MASC;SG	PROPN;INAN;NOM;NEUT;SG
tóquio	tokyo	tóquio	tokyo	N;MASC;SG	
faça	make	fazer	make	V;SBJV;SG;3;PRS;FIN	
emissoras	радіоведучі	emissora	радіоведучий	N;FEM;PL	ADJ;NOM;PL
primeiramente	перша	primeiramente	перший	ADV	ADJ;NOM;FEM;SG
primeiramente	перший	primeiramente	перший	ADV	ADJ;NOM;MASC;SG
capazes	здатний	capaz	здатний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
capazes	здатен	capaz	здатний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
percussão	ударних	percussão	ударний	N;FEM;SG	ADJ;GEN;PL
francis	френсіс	franci	френсіс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
permanece	залишки	permanecer	залишки	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;PL
iraque	іракський	iraque	іракський	N;MASC;SG	ADJ;NOM;MASC;SG
iraque	ірак	iraque	ірак	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
iraque	іраку	iraque	ірак	N;MASC;SG	PROPN;INAN;GEN;MASC;SG
legenda	субтитрів	legenda	субтитр	N;FEM;SG	N;INAN;GEN;MASC;PL
legenda	субтитри	legenda	субтитр	N;FEM;SG	N;INAN;NOM;FEM;PL
fenômeno	явища	fenômeno	явище	N;MASC;SG	N;INAN;NOM;NEUT;PL
morro	morro	morro	morro	N;MASC;SG	
road	дорожні	road	дорожній	N;MASC;SG	ADJ;NOM;PL
cientistas	вчений	cientista	вчений	N;MASC;PL	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
cientistas	науковець	cientista	науковець	N;MASC;PL	N;ANIM;NOM;MASC;SG
cientistas	вчених	cientista	вчений	N;MASC;PL	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
cientistas	вчені	cientista	вченя	N;MASC;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
estatística	статистики	estatístico	статистика	N;FEM;SG	N;INAN;NOM;FEM;PL
estatística	статистичні	estatístico	статистичний	N;FEM;SG	ADJ;NOM;PL
estatística	статистичних	estatístico	статистичний	N;FEM;SG	ADJ;ACC;PL
finlândia	фінляндія	finlândia	фінляндія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
finlândia	фінляндії	finlândia	фінляндія	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
desconhecido	невідомий	desconhecer	невідомий	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
desconhecido	невідомо	desconhecer	невідомо	V;MASC;SG;V.PTCP	ADV
desconhecido	невідома	desconhecer	невідомий	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
desconhecido	невідомі	desconhecer	невідомий	V;MASC;SG;V.PTCP	ADJ;NOM;PL
desconhecido	невідоме	desconhecer	невідомий	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
supremo	supreme	supremo	supreme	N;MASC;SG	
produções	production	produção	production	N;FEM;PL	
extinto	вимерли	extinguir	вимерти	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
sabia	знала	saber	знати	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;IND;SG;PST;FIN
sabia	знало	saber	знати	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;IND;SG;PST;FIN
sabia	знали	saber	знати	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;PL;PST;FIN
sabia	знав	saber	знати	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN
necessidades	вимагає	necessidade	вимагати	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
necessidades	потребує	necessidade	потребувати	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
substituir	заміри	substituir	замір	V;NFIN	N;INAN;NOM;MASC;PL
substituir	заміна	substituir	заміна	V;NFIN	N;INAN;NOM;FEM;SG
substituir	заміна	substituir	заміна	V;NFIN	N;INAN;NOM;FEM;SG
substituir	замінник	substituir	замінник	V;NFIN	N;INAN;NOM;MASC;SG
espera	чекайте	espera	чекати	N;FEM;SG	V;IPFV;IMP;PL;2;FIN
espera	почекайте	espera	почекати	N;FEM;SG	V;PFV;IMP;PL;2;FIN
espera	чекати	espera	чекати	N;FEM;SG	V;IPFV;NFIN
espera	почекати	espera	почекати	N;FEM;SG	V;PFV;NFIN
sons	звучить	som	звучати	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
recurso	ресурси	recurso	ресурс	N;MASC;SG	N;INAN;NOM;MASC;PL
destruir	розірвання	destruir	розірвання	V;NFIN	N;INAN;NOM;NEUT;SG
destruir	знищення	destruir	знищення	V;NFIN	N;INAN;NOM;NEUT;SG
fronteiras	зближення	fronteira	зближення	N;FEM;PL	N;INAN;NOM;NEUT;SG
aluno	зіниці	aluno	зіниця	N;MASC;SG	N;INAN;NOM;FEM;PL
aluno	студентська	aluno	студентський	N;MASC;SG	ADJ;NOM;FEM;SG
tentativas	намагається	tentativa	намагатися	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
tarefas	вести	tarefa	вести	N;FEM;PL	V;IPFV;NFIN
tarefas	завдання	tarefa	завдання	N;FEM;PL	N;INAN;NOM;NEUT;SG
ensaio	перевірити	ensaio	перевірити	N;MASC;SG	V;PFV;NFIN
ensaio	test	ensaio	test	N;MASC;SG	
ensaio	есе	ensaio	есе	N;MASC;SG	
eletrônico	електронне	eletrônico	електронний	N;MASC;SG	ADJ;NOM;NEUT;SG
eletrônico	електронні	eletrônico	електронний	N;MASC;SG	ADJ;NOM;PL
eletrônico	електронна	eletrônico	електронний	N;MASC;SG	ADJ;NOM;FEM;SG
eletrônico	електронний	eletrônico	електронний	N;MASC;SG	ADJ;NOM;MASC;SG
sorte	пощастило	sorte	пощастити	N;FEM;SG	V;PFV;NEUT;IND;SG;PST;FIN
sorte	щасливим	sorte	щасливий	N;FEM;SG	ADJ;INS;NEUT;SG
escritas	писав	escrever	писати	V;FEM;PL;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
escritas	записані	escrever	записаний	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
parar	зупинка	parar	зупинка	V;NFIN	N;INAN;NOM;FEM;SG
parar	стоп	parar	стоп	V;NFIN	
parar	зупинки	parar	зупинка	V;NFIN	N;INAN;NOM;FEM;PL
parar	зупинка	parar	зупинка	V;NFIN	N;INAN;NOM;FEM;SG
lixo	викинути	lixo	викинути	N;MASC;SG	V;PFV;NFIN
coloca	додаю	colocar	додати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
coloca	ставимо	colocar	ставити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;1;PRS;FIN
gregos	грецька	grego	грецький	N;MASC;PL	N;INAN;NOM;FEM;SG
gregos	грецький	grego	грецький	N;MASC;PL	ADJ;NOM;MASC;SG
gregos	грецьке	grego	грецький	N;MASC;PL	ADJ;NOM;NEUT;SG
gregos	грек	grego	грек	N;MASC;PL	N;ANIM;NOM;MASC;SG
gregos	грецькі	grego	грецький	N;MASC;PL	ADJ;NOM;PL
pires	пірес	piro	пірес	N;MASC;SG	
cross	крос	cross	крос	N;MASC;SG	
datas	дати	data	дати	N;FEM;PL	V;PFV;NFIN
youtube	youtube	youtube	youtube	N;MASC;SG	
causou	завдали	causar	завдати	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
indiano	індійська	indiano	індійський	N;MASC;SG	ADJ;NOM;FEM;SG
indiano	індійський	indiano	індійський	N;MASC;SG	ADJ;NOM;MASC;SG
australian	австралійська	australian	австралійський	N;MASC;SG	ADJ;NOM;FEM;SG
australian	австралійський	australian	австралійський	N;MASC;SG	ADJ;NOM;MASC;SG
colega	колеги	colega	колега	N;MASC;SG	N;ANIM;NOM;MASC;PL
duplo	дабл	duplo	дабл	N;MASC;SG	
duplo	двічі	duplo	двічі	N;MASC;SG	ADV
duplo	подвійна	duplo	подвійний	N;MASC;SG	ADJ;NOM;FEM;SG
duplo	подвійний	duplo	подвійний	N;MASC;SG	ADJ;NOM;MASC;SG
duplo	подвійне	duplo	подвійний	N;MASC;SG	ADJ;NOM;NEUT;SG
duplo	оснащений	duplo	оснащений	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
duplo	подвійний	duplo	подвійний	N;MASC;SG	ADJ;NOM;MASC;SG
negócio	ділова	negócio	ділово	N;MASC;SG	ADJ;NOM;FEM;SG
negócio	business	negócio	business	N;MASC;SG	
negócio	діловий	negócio	діловий	N;MASC;SG	ADJ;NOM;MASC;SG
africana	африканська	africano	африканський	N;FEM;SG	ADJ;NOM;FEM;SG
africana	африканський	africano	африканський	N;FEM;SG	ADJ;NOM;MASC;SG
africana	африканські	africano	африканський	N;FEM;SG	ADJ;NOM;PL
africana	африканських	africano	африканський	N;FEM;SG	ADJ;ANIM;ACC;PL
diogo	дієго	diogo	діяти	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
diogo	діогу	diogo	діог	N;MASC;SG	
convite	запрошую	convite	запрошувати	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN
convite	запросити	convite	запросити	N;MASC;SG	V;PFV;NFIN
corridas	racing	corrida	racing	N;FEM;PL	
frio	холодні	frio	холодний	N;MASC;SG	ADJ;NOM;PL
frio	холодна	frio	холодний	N;MASC;SG	ADJ;NOM;FEM;SG
frio	холодно	frio	холодно	N;MASC;SG	ADV
frio	холодний	frio	холодний	N;MASC;SG	ADJ;NOM;MASC;SG
gravar	рекорд	gravar	рекорд	V;NFIN	N;INAN;NOM;MASC;SG
gravar	запис	gravar	запис	V;NFIN	N;INAN;NOM;MASC;SG
adicional	додаткові	adicional	додатковий	ADJ;MASC;SG	ADJ;NOM;PL
leonard	леонард	leonard	леонард	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
italianos	італійською	italiano	італійський	N;MASC;PL	ADJ;INS;FEM;SG
italianos	італійський	italiano	італійський	N;MASC;PL	ADJ;NOM;MASC;SG
italianos	італієць	italiano	італієць	N;MASC;PL	N;ANIM;NOM;MASC;SG
italianos	італійська	italiano	італійський	N;MASC;PL	ADJ;NOM;FEM;SG
italianos	італійської	italiano	італійський	N;MASC;PL	ADJ;GEN;FEM;SG
mover	хід	mover	хід	V;NFIN	N;INAN;NOM;MASC;SG
mover	пересування	mover	пересування	V;NFIN	N;INAN;NOM;NEUT;SG
may	травнева	may	травневий	N;MASC;SG	ADJ;NOM;FEM;SG
may	травневі	may	травневий	N;MASC;SG	ADJ;NOM;PL
may	травні	may	травень	N;MASC;SG	ADV
inauguração	відкривається	inauguração	відкриватися	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
inauguração	відкриваємо	inauguração	відкривати	N;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN
impossível	неможливо	impossível	неможливо	ADJ;MASC;SG	ADV
clientes	замовник	cliente	замовник	N;MASC;PL	N;ANIM;NOM;MASC;SG
clientes	клієнт	cliente	клієнт	N;MASC;PL	N;ANIM;NOM;MASC;SG
anel	кільцева	anel	кільцевий	N;MASC;SG	ADJ;NOM;FEM;SG
hop	гоп	hop	гоп	N;MASC;SG	
hop	hop	hop	hop	N;MASC;SG	
hop	хоп	hop	хоп	N;MASC;SG	
evolution	evolution	evolution	evolution	N;MASC;SG	
instrumental	інструментальний	instrumental	інструментальний	N;MASC;SG	ADJ;NOM;MASC;SG
con	кон	com	кон	N;MASC;SG	
con	con	com	con	N;MASC;SG	
action	бойовики	action	бойовик	N;MASC;SG	N;ANIM;NOM;MASC;PL
action	дії	action	дія	N;MASC;SG	N;INAN;NOM;FEM;PL
rádios	приладдям	rádio	приладдя	N;MASC;PL	N;INAN;INS;MASC;SG
contando	підрахунок	contar	підрахунок	V;V.MSDR	N;INAN;NOM;MASC;SG
contando	порядковий	contar	порядковий	V;V.MSDR	ADJ;NOM;MASC;SG
contando	обліку	contar	облік	V;V.MSDR	N;INAN;GEN;MASC;SG
contando	відлік	contar	відлік	V;V.MSDR	N;INAN;NOM;MASC;SG
viana	віана	viana	віано	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
bulbophyllum	bulbophyllum	bulbophyllum	bulbophyllum	N;MASC;SG	
formal	формальні	formal	формальний	ADJ;MASC;SG	ADJ;NOM;PL
girls	дівчатка	girl	дівчатко	N;MASC;SG	N;ANIM;NOM;FEM;PL
girls	дівчата	girl	дівчина	N;MASC;SG	N;ANIM;NOM;FEM;PL
cedo	рання	cedo	ранній	ADV	ADJ;NOM;FEM;SG
cedo	раннє	cedo	ранній	ADV	ADJ;NOM;NEUT;SG
cedo	ранній	cedo	ранній	ADV	ADJ;NOM;MASC;SG
marte	марс	marte	марс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
marte	mars	marte	mars	N;MASC;SG	
convidados	запрошує	convidado	запрошувати	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
convidados	запросив	convidado	запросити	N;MASC;PL	V;PFV;MASC;IND;SG;PST;FIN
convidados	запрошено	convidado	запрошити	N;MASC;PL	V;PFV;IND;0;FIN
convidados	запрошують	convidado	запрошувати	N;MASC;PL	V;IPFV;IND;PL;3;PRS;FIN
convidados	запрошені	convidado	запрошений	N;MASC;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
convidados	гостя	convidado	гість	N;MASC;PL	N;ANIM;ACC;MASC;SG
convidados	гість	convidado	гість	N;MASC;PL	N;ANIM;NOM;MASC;SG
convidados	guest	convidado	guest	N;MASC;PL	
convidados	гостем	convidado	гість	N;MASC;PL	N;ANIM;INS;MASC;SG
iniciais	початкова	inicial	початковий	N;MASC;PL	ADJ;NOM;FEM;SG
iniciais	початковий	inicial	початковий	N;MASC;PL	ADJ;NOM;MASC;SG
iniciais	початкове	inicial	початковий	N;MASC;PL	ADJ;NOM;NEUT;SG
gosta	уподобання	gostar	уподобання	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;PL
gosta	уподобань	gostar	уподобання	V;IND;SG;3;PRS;FIN	N;INAN;GEN;FEM;PL
gosta	вподобань	gostar	вподобання	V;IND;SG;3;PRS;FIN	N;INAN;GEN;FEM;PL
gosta	вподобання	gostar	вподобання	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
terminar	фініш	terminar	фініш	V;NFIN	N;INAN;NOM;MASC;SG
terminar	кінець	terminar	кінець	V;NFIN	N;INAN;NOM;MASC;SG
terminar	закінчення	terminar	закінчення	V;NFIN	N;INAN;NOM;NEUT;SG
criadas	створені	criar	створений	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
criadas	створене	criar	створений	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
criadas	створена	criar	створений	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
estabelecido	подальшому	estabelecer	подальший	V;MASC;SG;V.PTCP	ADJ;DAT;MASC;SG
estabelecido	заснований	estabelecer	заснований	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
dedicada	присвяченого	dedicar	присвячений	V;FEM;SG;V.PTCP	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
cobre	міді	cobre	міди	N;MASC;SG	
lúcio	пайк	lúcio	пайк	N;MASC;SG	
lúcio	лучіо	lúcio	лучіо	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
lúcio	луцій	lúcio	луцій	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
recusou	відмовились	recusar	відмовитися	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
recusou	відмовилися	recusar	відмовитися	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
recusou	відхилено	recusar	відхилити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
recusou	відмовилися	recusar	відмовитися	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
recusou	відмовлено	recusar	відмовити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
enfrentou	зустрілися	enfrentar	зустрітися	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
ida	іда	ida	іди	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
commons	commons	commom	commons	N;FEM;SG	
equilíbrio	рівноваги	equilíbrio	рівновага	N;MASC;SG	N;INAN;NOM;FEM;PL
espiritual	духовні	espiritual	духовний	ADJ;MASC;SG	ADJ;NOM;PL
armada	armada	armar	armada	V;FEM;SG;V.PTCP	
armada	озброєний	armar	озброєний	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
armada	озброєні	armar	озброєний	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
armada	збройних	armar	збройний	V;FEM;SG;V.PTCP	ADJ;GEN;PL
católico	католицька	católico	католицький	N;MASC;SG	ADJ;NOM;FEM;SG
relevantes	актуальна	relevante	актуальний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
católicos	католицька	católico	католицький	N;MASC;PL	ADJ;NOM;FEM;SG
morre	загине	morrer	загинути	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN
morre	die	morrer	die	V;IND;SG;3;PRS;FIN	
morre	помре	morrer	помре	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN
hip	hip	hip	hip	N;MASC;SG	
hip	хіп	hip	хіп	N;MASC;SG	
familiar	знайомі	familiar	знайомий	ADJ;MASC;SG	ADJ;NOM;PL
democrata	демократичні	democrata	демократичний	N;MASC;SG	ADJ;NOM;PL
democrata	демократичний	democrata	демократичний	N;MASC;SG	ADJ;NOM;MASC;SG
democrata	демократична	democrata	демократичний	N;MASC;SG	ADJ;NOM;FEM;SG
democrata	демократичний	democrata	демократичний	N;MASC;SG	ADJ;NOM;MASC;SG
indústrias	industries	indústria	industries	N;FEM;PL	
fator	фактори	fator	фактор	N;MASC;SG	N;INAN;NOM;MASC;PL
transformar	перетворення	transformar	перетворення	V;NFIN	N;INAN;NOM;NEUT;SG
illinois	іллінойс	illinol	іллінойс	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
envolvidos	звязок	envolver	звязок	V;MASC;PL;V.PTCP	N;INAN;NOM;MASC;SG
mariana	mariana	mariana	mariana	N;FEM;SG	
gordon	гордон	gordon	гордон	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
cantar	спів	cantar	спіти	V;NFIN	N;INAN;NOM;MASC;SG
hard	hard	hard	hard	N;MASC;SG	
hard	тяжко	hard	тяжко	N;MASC;SG	ADV
hard	важкий	hard	важкий	N;MASC;SG	ADJ;NOM;MASC;SG
hard	складна	hard	складний	N;MASC;SG	ADJ;NOM;FEM;SG
hard	важка	hard	важка	N;MASC;SG	ADJ;NOM;FEM;SG
hard	жорсткий	hard	жорсткий	N;MASC;SG	ADJ;NOM;MASC;SG
gray	сірий	gray	сірий	N;MASC;SG	ADJ;NOM;MASC;SG
gray	сірі	gray	сіра	N;MASC;SG	ADJ;NOM;PL
impressão	надрукувати	impressão	надрукувати	N;FEM;SG	V;PFV;NFIN
impressão	друкувати	impressão	друкувати	N;FEM;SG	V;IPFV;NFIN
derrotar	поразка	derrotar	поразка	V;NFIN	N;INAN;NOM;FEM;SG
derrotar	поразки	derrotar	поразка	V;NFIN	N;INAN;NOM;FEM;PL
confusão	плутанини	confusão	плутанина	N;FEM;SG	N;INAN;GEN;FEM;PL
tensão	напруги	tensão	напруга	N;FEM;SG	N;INAN;NOM;FEM;PL
mhz	мгц	mhz	мгце	N;MASC;PL	INTJ
when	коли	when	коли	N;MASC;SG	ADV
assinado	підписали	assinar	підписати	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
receberam	отримано	receber	отримати	V;IND;PL;3;FIN	V;PFV;IND;0;FIN
receberam	отримані	receber	отриманий	V;IND;PL;3;FIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
