que	那	que	那	PRO	DET
camisa	襯衣	camisa	襯衣	N	PROPN
camisa	領	camisa	領	N	
pregunte	問	pregunte	問	V	
toman	她們	tomar	她	V	PRO;PL;3
toman	他們	tomar	他	V	PRO;PL;3
toman	它們	tomar	它	V	PRO;PL;3
pesca	捕撈	pesca	捕撈	N	V
pesca	捕魚	pesca	捕魚	N	V
labregos	農民	labrego	農民	ADJ	N
labregos	農夫	labrego	農夫	ADJ	N
labregos	農民	labrego	農民	ADJ	N
quilómetros	萬里	quilómetros	萬里	N	PROPN
quilómetros	miles	quilómetros	miles	N	
quilómetros	日	quilómetros	日	N	PROPN
quilómetros	一	quilómetros	一	N	NUM
quilómetros	day	quilómetros	day	N	
quilómetros	來	quilómetros	來	N	V
quilómetros	從	quilómetros	從	N	ADP
i	queen	i	queen	N	
chocolate	巧克	chocolate	巧克	PROPN	PROPN
chocolate	蛋	chocolate	蛋	PROPN	N
chocolate	雞蛋	chocolate	雞蛋	PROPN	N
chocolate	一些	chocolate	一些	PROPN	ADJ
chocolate	有些	chocolate	有些	PROPN	V
chocolate	熱	chocolate	熱	PROPN	PART
chocolate	燙	chocolate	燙	PROPN	N
vaian	黨	ir	黨	V	N
vaian	政黨	ir	政黨	V	N
vaian	宴會	ir	宴會	V	N
vaian	聚會	ir	聚會	V	N
vaian	你	ir	你	V	PRO;2
beizos	雙	beizo	雙	N	NUM
beizos	你	beizo	你	N	PRO;2
beizos	然而	beizo	然而	N	ADV
moderna	摩登	moderno	摩登	ADJ	PROPN
moderna	現代	moderno	現代	ADJ	N
moderna	近代	moderno	近代	ADJ	N
moderna	現代	moderno	現代	ADJ	N
auténtica	正宗	auténtico	正宗	ADJ	N
auténtica	real	auténtico	real	ADJ	
semellaba	讚	semellar	讚	V	
semellaba	就	semellar	就	V	ADV
semellaba	像	semellar	像	V	ADP
decote	有	decote	有	ADV	V
sitios	這裡	sitio	這裡	N	PRO
show	展示	show	展示	PROPN	V
show	顯示	show	顯示	PROPN	V
show	show	show	show	PROPN	
show	音樂	show	音樂	PROPN	N
show	演唱	show	演唱	PROPN	V
show	績效	show	績效	PROPN	N
show	業績	show	業績	PROPN	N
colla	你	colla	你	V	PRO;2
malleira	踢	malleira	踢	N	V
recordos	回憶	recordo	回憶	N	V
recordos	紀念	recordo	紀念	N	V
corea	韓國	corea	韓國	N	PROPN
corea	朝鮮	corea	朝鮮	N	PROPN
corea	韓國	corea	韓國	N	PROPN
corea	韓	corea	韓	N	PROPN
viviu	活	vivir	活	V	N
viviu	live	vivir	live	V	
bebida	喝	bebida	喝	N	V
bebida	喝酒	bebida	喝酒	N	V
amar	戀愛	amar	戀愛	V	N
amar	love	amar	love	V	
amar	愛情	amar	愛情	V	N
escoitade	聽著	escoitade	聽著	N	V
escoitade	聽	escoitade	聽	N	ADP
tendas	向	tenda	向	N	ADP
filmar	拍戲	filmar	拍戲	V	N
filmar	電影	filmar	電影	V	N
filmar	膠片	filmar	膠片	V	N
filmar	影片	filmar	影片	V	N
filmar	射	filmar	射	V	N
explosión	爆炸	explosión	爆炸	N	V
explosión	爆炸	explosión	爆炸	N	V
explosión	爆	explosión	爆	N	V
feble	弱	feble	弱	ADJ	PART
feble	弱者	feble	弱者	ADJ	N
tarxeta	卡	tarxeta	卡	N	PROPN
tarxeta	註冊	tarxeta	註冊	N	V
tarxeta	登記	tarxeta	登記	N	V
tarxeta	卡	tarxeta	卡	N	PROPN
colleita	莊	colleita	莊	N	PROPN
colleita	收成	colleita	收成	N	V
colleita	收割	colleita	收割	N	V
colleita	收穫	colleita	收穫	N	V
colleita	莊	colleita	莊	N	PROPN
colleita	古	colleita	古	N	PART
fixese	甚至	facer	甚至	V	ADV
fixese	她	facer	她	V	PRO;3
abra	開	abra	開	V	
abra	那	abra	那	V	DET
verbo	關於	verbo	關於	N	ADP
verbo	這	verbo	這	N	PRO
verbo	這	verbo	這	N	DET
inocentes	生	inocente	生	ADJ	V
inocentes	誕生	inocente	誕生	ADJ	V
inocentes	出生	inocente	出生	ADJ	V
inocentes	天生	inocente	天生	ADJ	N
levala	她	levalar	她	ADJ	PRO;3
levala	你	levalar	你	ADJ	PRO;2
corta	切	corta	切	V	ADV
corta	關	corta	關	V	PROPN
corta	全部	corta	全部	V	DET
corta	所有	corta	所有	V	DET
corta	all	corta	all	V	
movas	移動	movo	移動	N	V
movas	仍然	movo	仍然	N	ADV
movas	依然	movo	依然	N	ADV
sophie	sophie	sophie	sophie	PROPN	
deixade	現在	deixade	現在	V	N
cruz	cross	cruz	cross	N	
michiño	陰戶	michiño	陰戶	PROPN	N
michiño	kitty	michiño	kitty	PROPN	
roudier	死	roudier	死	PROPN	N
penny	penny	penny	penny	PROPN	
penny	便士	penny	便士	PROPN	N
penny	有趣	penny	有趣	PROPN	N
penny	字元	penny	字元	PROPN	N
penny	人物	penny	人物	PROPN	N
penny	角色	penny	角色	PROPN	N
penny	性格	penny	性格	PROPN	N
penny	品格	penny	品格	PROPN	N
precisaba	需求	precisar	需求	V	N
separación	分離	separación	分離	N	V
separación	離職	separación	離職	N	V
separación	分居	separación	分居	N	V
separación	緩衝	separación	緩衝	N	V
separación	緩衝	separación	緩衝	N	V
clave	key	clave	key	N	
opción	其他	opción	其他	N	DET
opción	選擇	opción	選擇	N	V
vital	生命	vital	生命	ADJ	N
vital	人生	vital	人生	ADJ	N
vital	生活	vital	生活	ADJ	V
vital	生活	vital	生活	ADJ	V
curta	短期	curto	短期	ADJ	N
curta	短	curto	短	ADJ	PART
curta	矮	curto	矮	ADJ	N
curta	小說	curto	小說	ADJ	N
figura	圖	figurar	圖	V	N
figura	形狀	figurar	形狀	V	N
figura	目標	figurar	目標	V	N
figura	壞	figurar	壞	V	N
quedamos	你	quedar	你	V	PRO;2
quedamos	應	quedar	應	V	V
expresar	快車	expresar	快車	V	N
expresar	express	expresar	express	V	
expresar	特快	expresar	特快	V	N
doutras	其他	doutra	其他	N	DET
gustou	讚	gustar	讚	V	
gustou	就	gustar	就	V	ADV
gustou	像	gustar	像	V	ADP
gustou	讚	gustar	讚	V	
gustou	best	gustar	best	V	
gustou	最好	gustar	最好	V	ADJ
estrés	壓力	estrés	壓力	PROPN	N
estrés	強調	estrés	強調	PROPN	V
estrés	應力	estrés	應力	PROPN	N
estrés	被	estrés	被	PROPN	V;PASS
afecta	差額	afectar	差額	V	N
afecta	區別	afectar	區別	V	N
afecta	差別	afectar	差別	V	N
afecta	差異	afectar	差異	V	N
afecta	已	afectar	已	V	ADV
asustada	她	asustar	她	ADJ	PRO;3
asustada	害怕	asustar	害怕	ADJ	V
asustada	怕	asustar	怕	ADJ	
sociedades	多	sociedade	多	N	
sociedades	更多	sociedade	更多	N	ADJ
sociedades	更	sociedade	更	N	ADV
concreto	一	concreto	一	ADJ	NUM
concreto	one	concreto	one	ADJ	
concreto	一	concreto	一	ADJ	NUM
concreto	具體	concreto	具體	ADJ	V
concreto	兒童	concreto	兒童	ADJ	N
concreto	孩子	concreto	孩子	ADJ	N
concreto	具體	concreto	具體	ADJ	V
concreto	混凝	concreto	混凝	ADJ	V
concreto	水泥	concreto	水泥	ADJ	N
operacións	運算	operación	運算	N	V
operacións	操作	operación	操作	N	V
pareza	讚	pareza	讚	V	
pareza	就	pareza	就	V	ADV
pareza	像	pareza	像	V	ADP
farán	她們	facer	她	V	PRO;PL;3
farán	他們	facer	他	V	PRO;PL;3
farán	它們	facer	它	V	PRO;PL;3
farán	威爾	facer	威爾	V	PROPN
farán	元	facer	元	V	PROPN
farán	你	facer	你	V	PRO;2
sofre	從	sofrer	從	V	ADP
sofre	苦難	sofrer	苦難	V	N
sofre	痛苦	sofrer	痛苦	V	N
contén	這	conter	這	V	PRO
contén	這	conter	這	V	DET
fiestras	windows	fiestra	windows	N	
fiestras	視	fiestra	視	N	V
presentes	現任	presente	現任	ADJ	N
presentes	這些	presente	這些	ADJ	DET
presentes	人	presente	人	ADJ	N
presentes	人們	presente	人	ADJ	N;PL
presentes	人民	presente	人民	ADJ	N
presentes	遇見	presente	遇見	ADJ	V
criada	女傭	criar	女傭	V	N
criada	傭人	criar	傭人	V	N
tela	她	tel	她	N	PRO;3
méxico	墨西哥	méxico	墨西哥	PROPN	PROPN
navalla	mackie	navalla	mackie	N	
encantadora	迷人	encantador	迷人	ADJ	N
encantadora	她	encantador	她	ADJ	PRO;3
encantadora	可	encantador	可	ADJ	V
encantadora	非常	encantador	非常	ADJ	ADV
encantadora	尼斯	encantador	尼斯	ADJ	PROPN
encantadora	晚間	encantador	晚間	ADJ	N
encantadora	晚上	encantador	晚上	ADJ	N
encantadora	傍晚	encantador	傍晚	ADJ	N
familiares	家人	familiar	家人	ADJ	N
familiares	家屬	familiar	家屬	ADJ	N
familiares	家庭	familiar	家庭	ADJ	N
familiares	成員	familiar	成員	ADJ	N
familiares	親屬	familiar	親屬	ADJ	N
familiares	親戚	familiar	親戚	ADJ	N
caixas	而且	caixa	而且	N	ADV
caixas	和	caixa	和	N	ADP
caixas	還	caixa	還	N	ADV
nadar	游泳	nadar	游泳	V	N
nadar	游	nadar	游	V	N
nadar	游泳	nadar	游泳	V	N
nadar	游	nadar	游	V	N
publicidade	公示	publicidade	公示	N	V
publicidade	中斷	publicidade	中斷	N	V
publicidade	休息	publicidade	休息	N	V
publicidade	打破	publicidade	打破	N	V
pesadelo	夢幻	pesadelo	夢幻	N	ADJ
pesadelo	做夢	pesadelo	做夢	N	V
maxia	神奇	maxia	神奇	N	ADJ
taller	研討	taller	研討	N	V
taller	日	taller	日	N	PROPN
taller	一	taller	一	N	NUM
taller	day	taller	day	N	
taller	shop	taller	shop	N	
buscas	尋找	busca	尋找	N	V
buscas	你	busca	你	N	PRO;2
inglesa	政府	inglesa	政府	ADJ	N
inglesa	輪胎	inglesa	輪胎	ADJ	N
inglesa	胎	inglesa	胎	ADJ	N
inglesa	鋼鐵	inglesa	鋼鐵	ADJ	N
inglesa	鐵	inglesa	鐵	ADJ	PROPN
atópase	你	atópar	你	V	PRO;2
posúe	授權	posuír	授權	V	N
agardamos	等	agardar	等	V	N
agardamos	等	agardar	等	V	N
agardamos	等	agardar	等	V	N
estúpida	蠢	estúpido	蠢	ADJ	N
estúpida	笨	estúpido	笨	ADJ	PART
estúpida	愚蠢	estúpido	愚蠢	ADJ	N
estúpida	傻	estúpido	傻	ADJ	
estúpida	傻	estúpido	傻	ADJ	
bote	船	bote	船	PROPN	N
bote	船隻	bote	船隻	PROPN	N
bote	艇	bote	艇	PROPN	N
bote	罐	bote	罐	PROPN	N
bote	罐子	bote	罐子	PROPN	N
bote	嘿	bote	嘿	PROPN	
contos	仙	conto	仙	N	PROPN
torre	tower	torre	tower	N	
probabelmente	將	probabel	將	ADV	V;CAUS
probabelmente	威爾	probabel	威爾	ADV	PROPN
marcos	標示	marco	標示	N	V
marcos	馬克	marco	馬克	N	PROPN
marcos	mark	marco	mark	N	
chamarei	電話	chamar	電話	V	N
chamarei	通話	chamar	通話	V	N
vergonza	你	vergonza	你	N	PRO;2
mocidade	年輕	mocidade	年輕	N	ADJ
mocidade	young	mocidade	young	N	
dareiche	你	dareiche	你	N	PRO;2
móvete	動	móvete	動	PROPN	N
móvete	移動	móvete	移動	PROPN	V
érguete	獲取	érguete	獲取	N	V
érguete	獲得	érguete	獲得	N	V
érguete	得到	érguete	得到	N	V
érguete	站立	érguete	站立	N	V
érguete	站	érguete	站	N	V
érguete	升起	érguete	升起	N	V
érguete	上升	érguete	上升	N	V
deixarei	只	deixar	只	V	ADV
deixarei	只要	deixar	只要	V	ADP
deixarei	元	deixar	元	V	PROPN
confío	信任	confío	信任	V	N
confío	信託	confío	信託	V	N
confío	唐	confío	唐	V	PROPN
confío	don	confío	don	V	
paréceche	那	paréceche	那	PROPN	DET
paréceche	你	paréceche	你	PROPN	PRO;2
levaron	她們	levar	她	V	PRO;PL;3
levaron	他們	levar	他	V	PRO;PL;3
levaron	它們	levar	它	V	PRO;PL;3
levaron	led	levar	led	V	
amodo	緩慢	amodo	緩慢	ADV	ADJ
amodo	慢	amodo	慢	ADV	
amodo	慢慢	amodo	慢慢	ADV	ADJ
amodo	輕鬆	amodo	輕鬆	ADV	ADJ
amodo	簡單	amodo	簡單	ADV	ADJ
zhang	張	zhang	張	PROPN	PROPN
aron	這裡	aron	這裡	N	PRO
branson	開車	branson	開車	PROPN	V
branson	駕駛	branson	駕駛	PROPN	V
seguía	仍然	seguir	仍然	V	ADV
seguía	依然	seguir	依然	V	ADV
pregunteille	她	pregunteille	她	ADJ	PRO;3
regresa	背	regresar	背	V	
regresa	回	regresar	回	V	PROPN
cola	而且	cola	而且	N	ADV
cola	和	cola	和	N	ADP
cola	還	cola	還	N	ADV
cola	line	cola	line	N	
cola	排隊	cola	排隊	N	V
axudarnos	幫助	axudarno	幫助	N	V
axudarnos	幫忙	axudarno	幫忙	N	V
operación	運算	operación	運算	N	V
operación	操作	operación	操作	N	V
operación	一	operación	一	N	NUM
operación	one	operación	one	N	
operación	一	operación	一	N	NUM
actualmente	目前	actual	目前	ADV	N
actualmente	現在	actual	現在	ADV	N
actualmente	今日	actual	今日	ADV	N
actualmente	今天	actual	今天	ADV	N
dominante	執政	dominante	執政	ADJ	V
dominante	裁決	dominante	裁決	ADJ	V
dominante	裁定	dominante	裁定	ADJ	V
once	eleven	once	eleven	NUM	
vinganza	報復	vinganza	報復	N	V
vinganza	報仇	vinganza	報仇	N	V
vinganza	復仇	vinganza	復仇	N	V
vinganza	復仇	vinganza	復仇	N	V
puro	純潔	puro	純潔	N	ADJ
puro	純純	puro	純純	N	PROPN
puro	純	puro	純	N	
puro	純粹	puro	純粹	N	ADV
dalgunha	一些	dalgún	一些	DET	ADJ
dalgunha	有些	dalgún	有些	DET	V
dalgunha	善良	dalgún	善良	DET	N
pegar	毆打	pegar	毆打	V	
pegar	命中	pegar	命中	V	N
pegar	背	pegar	背	V	
pegar	回	pegar	回	V	PROPN
pegar	你	pegar	你	V	PRO;2
verá	威爾	ver	威爾	V	PROPN
verá	gmt	ver	gmt	V	
verá	你	ver	你	V	PRO;2
xaponés	日本	xaponés	日本	PROPN	PROPN
xaponés	日文	xaponés	日文	PROPN	N
artigos	奢侈	artigo	奢侈	N	ADJ
artigos	奢華	artigo	奢華	N	ADJ
artigos	奢侈	artigo	奢侈	N	ADJ
demanda	需求	demanda	需求	N	V
demanda	要求	demanda	要求	N	V
demanda	投訴	demanda	投訴	N	V
ofrecer	優惠	ofrecer	優惠	V	N
nerviosa	緊張	nervioso	緊張	ADJ	N
nerviosa	你	nervioso	你	ADJ	PRO;2
durou	上次	durar	上次	V	N
durou	最後	durar	最後	V	N
durou	那	durar	那	V	DET
durou	久	durar	久	V	N
durou	長	durar	長	V	PART
vixilancia	監視	vixilancia	監視	N	V
bébedo	喝醉	bébedo	喝醉	N	V
bébedo	你	bébedo	你	N	PRO;2
creación	創作	creación	創作	N	V
creación	創建	creación	創建	N	V
creación	創造	creación	創造	N	V
creación	建立	creación	建立	N	V
creación	形成	creación	形成	N	V
pedimos	問	pedir	問	V	
pedimos	想要	pedir	想要	V	
seremos	威爾	ser	威爾	V	PROPN
letras	言	letra	言	N	V
letras	書寫	letra	書寫	N	V
letras	寫入	letra	寫入	N	V
letras	寫	letra	寫	N	V
letras	撰寫	letra	撰寫	N	V
pensen	只	pensar	只	V	ADV
pensen	只要	pensar	只要	V	ADP
pensen	關於	pensar	關於	V	ADP
pensen	她們	pensar	她	V	PRO;PL;3
pensen	他們	pensar	他	V	PRO;PL;3
pensen	它們	pensar	它	V	PRO;PL;3
límites	限制	límite	限制	N	V
regreso	背	regreso	背	N	
regreso	回	regreso	回	N	PROPN
regreso	返回	regreso	返回	N	V
regreso	回歸	regreso	回歸	N	V
unido	一起	unir	一起	V	N
perde	她	perder	她	V	PRO;3
boston	波士頓	boston	波士頓	PROPN	PROPN
unicamente	只要	unicamente	只要	ADV	ADP
unicamente	只有	unicamente	只有	ADV	ADP
excelencia	grace	excelencia	grace	N	
excelencia	你	excelencia	你	N	PRO;2
influencia	一些	influencia	一些	N	ADJ
influencia	有些	influencia	有些	N	V
influencia	影響	influencia	影響	N	V
influencia	影響	influencia	影響	N	V
facerche	你	facerchar	你	V	PRO;2
facerche	問	facerchar	問	V	
facerche	傷害	facerchar	傷害	V	N
move	動	mover	動	V	N
move	動作	mover	動作	V	N
move	透過	mover	透過	V	ADP
move	通過	mover	通過	V	ADP
saberá	威爾	saber	威爾	V	PROPN
letra	言	letra	言	N	V
letra	來	letra	來	N	ADV
letra	讚	letra	讚	N	
letra	就	letra	就	N	ADV
letra	像	letra	像	N	ADP
letra	喜歡	letra	喜歡	N	V
deporte	玩	deporte	玩	N	V
deporte	播放	deporte	播放	N	V
deporte	game	deporte	game	N	
deporte	博弈	deporte	博弈	N	V
absoluta	絕對	absoluta	絕對	N	ADV
absoluta	絕對	absoluta	絕對	N	ADJ
absoluta	共計	absoluta	共計	N	V
absoluta	總計	absoluta	總計	N	V
irán	伊朗	ir	伊朗	PROPN	PROPN
irán	每個	ir	每個	PROPN	DET
irán	每	ir	每	PROPN	DET
irán	她們	ir	她	PROPN	PRO;PL;3
irán	他們	ir	他	PROPN	PRO;PL;3
irán	它們	ir	它	PROPN	PRO;PL;3
irán	將	ir	將	PROPN	V;CAUS
irán	威爾	ir	威爾	PROPN	PROPN
represión	壓迫	represión	壓迫	N	V
represión	打壓	represión	打壓	N	V
represión	鎮壓	represión	鎮壓	N	V
represión	壓制	represión	壓制	N	V
fíxose	她	fíxose	她	V	PRO;3
foxo	開局	foxo	開局	N	V
foxo	開幕	foxo	開幕	N	V
foxo	孔	foxo	孔	N	PROPN
foxo	孔	foxo	孔	N	PROPN
foxo	洞	foxo	洞	N	PROPN
35	關於	35	關於	NUM	ADP
muda	更	muda	更	V	ADV
muda	你	muda	你	V	PRO;2
muda	更	muda	更	V	ADV
tendes	你	tender	你	V	PRO;2
deixen	左側	deixar	左側	V	N
deixen	左	deixar	左	V	N
deixen	左翼	deixar	左翼	V	N
deixen	左邊	deixar	左邊	V	N
deixen	唐	deixar	唐	V	PROPN
deixen	don	deixar	don	V	
límite	限制	límite	限制	N	V
límite	已	límite	已	N	ADV
límite	line	límite	line	N	
baseada	藥品	basear	藥品	V	N
baseada	藥物	basear	藥物	V	N
baseada	醫學	basear	醫學	V	N
baseada	藥	basear	藥	V	N
baseada	醫藥	basear	醫藥	V	N
decente	體面	decente	體面	ADJ	N
decente	正派	decente	正派	ADJ	N
decente	誠實	decente	誠實	ADJ	N
sé	你	sé	你	ADV	PRO;2
sé	大	sé	大	ADV	PART
habemos	威爾	haber	威爾	V	PROPN
habemos	元	haber	元	V	PROPN
veñas	你	ver	你	V	PRO;2
veñas	唐	ver	唐	V	PROPN
veñas	don	ver	don	V	
deixando	左側	deixar	左側	V	N
deixando	左	deixar	左	V	N
deixando	左翼	deixar	左翼	V	N
deixando	左邊	deixar	左邊	V	N
deixando	而且	deixar	而且	V	ADV
deixando	和	deixar	和	V	ADP
deixando	還	deixar	還	V	ADV
deixando	背後	deixar	背後	V	N
deixando	後面	deixar	後面	V	N
deixando	身後	deixar	身後	V	N
ar	air	ar	air	N	
ar	關	ar	關	N	PROPN
ar	關閉	ar	關閉	N	V
caos	混沌	caos	混沌	PROPN	N
caos	混亂	caos	混亂	PROPN	N
caos	亂	caos	亂	PROPN	N
caos	爛	caos	爛	PROPN	N
negras	black	negro	black	N	
negras	你	negro	你	N	PRO;2
vivín	透過	vivir	透過	V	ADP
vivín	通過	vivir	通過	V	ADP
vivín	周圍	vivir	周圍	V	N
gando	而且	gando	而且	N	ADV
gando	和	gando	和	N	ADP
gando	還	gando	還	N	ADV
aprendeu	學	aprender	學	V	N
ponme	想要	ponme	想要	PROPN	
ponme	關	ponme	關	PROPN	PROPN
ponme	關閉	ponme	關閉	PROPN	V
explica	那	explicar	那	V	DET
explica	為何	explicar	為何	V	
explica	為	explicar	為	V	ADP
explica	為	explicar	為	V	ADP
explica	如何	explicar	如何	V	
telescopio	望遠	telescopio	望遠	N	V
preferiría	偏好	preferir	偏好	V	N
aviso	通知	aviso	通知	N	V
aviso	你	aviso	你	N	PRO;2
aviso	word	aviso	word	N	
borracho	喝醉	borracho	喝醉	N	V
n	失	n	失	N	V
n	輸	n	輸	N	V
n	輸	n	輸	N	V
n	遺失	n	遺失	N	V
n	迷失	n	迷失	N	V
socialista	社會	socialista	社會	ADJ	N
rompeu	破碎	rompar	破碎	V	N
rompeu	破損	rompar	破損	V	N
rompeu	斷	rompar	斷	V	
rompeu	她	rompar	她	V	PRO;3
dígalle	她	dígalle	她	PROPN	PRO;3
dígalle	你	dígalle	你	PROPN	PRO;2
voute	你	voute	你	V	PRO;2
ocupación	佔領	ocupación	佔領	N	V
louise	louise	louise	louise	PROPN	
chaqueta	關	chaqueta	關	N	PROPN
chaqueta	關閉	chaqueta	關閉	N	V
fusil	槍支	fusil	槍支	ADJ	N
fusil	槍	fusil	槍	ADJ	N
fusil	炮	fusil	炮	ADJ	N
fusil	步槍	fusil	步槍	ADJ	N
fusil	獵槍	fusil	獵槍	ADJ	N
fusil	步槍	fusil	步槍	ADJ	N
liberar	free	liberar	free	V	
liberar	自由	liberar	自由	V	N
liberar	免費	liberar	免費	V	N
asustado	害怕	asustar	害怕	ADJ	V
vietnamitas	越南	vietnamita	越南	N	PROPN
kaspar	kaspar	kaspar	kaspar	PROPN	
kaspar	今日	kaspar	今日	PROPN	N
kaspar	今天	kaspar	今天	PROPN	N
kaspar	你	kaspar	你	PROPN	PRO;2
kang	姜	kang	姜	PROPN	PROPN
kang	康	kang	康	PROPN	PROPN
chorando	淚水	chorar	淚水	V	N
chorando	淚	chorar	淚	V	N
chorando	眼淚	chorar	眼淚	V	N
poñen	她們	poñer	她	V	PRO;PL;3
poñen	他們	poñer	他	V	PRO;PL;3
poñen	它們	poñer	它	V	PRO;PL;3
poñen	事情	poñer	事情	V	N
poñen	集	poñer	集	V	N
contan	數	contar	數	V	N
contan	伯爵	contar	伯爵	V	N
contan	數數	contar	數數	V	N
contan	計數	contar	計數	V	N
contan	她們	contar	她	V	PRO;PL;3
contan	他們	contar	他	V	PRO;PL;3
contan	它們	contar	它	V	PRO;PL;3
medra	成長	medra	成長	N	V
medra	生長	medra	生長	N	V
medra	生長	medra	生長	N	V
medra	成長	medra	成長	N	V
tradicional	傳統	tradicional	傳統	ADJ	N
engadir	加	engadir	加	V	ADP
engadir	只	engadir	只	V	ADV
engadir	只要	engadir	只要	V	ADP
espectacular	壯觀	espectacular	壯觀	ADJ	N
espectacular	戲劇	espectacular	戲劇	ADJ	N
poderosa	強大	poder	強大	ADJ	N
poderosa	強國	poder	強國	ADJ	N
cubrir	封面	cubrir	封面	V	N
cubrir	掩護	cubrir	掩護	V	N
cubrir	如何	cubrir	如何	V	
atope	當	atopar	當	V	ADP
atope	她	atopar	她	V	PRO;3
cero	零	cero	零	N	NUM
cero	出局	cero	出局	N	V
interesantes	有趣	interesante	有趣	ADJ	N
interesantes	有些	interesante	有些	ADJ	V
interesantes	事情	interesante	事情	ADJ	N
interesantes	見	interesante	見	ADJ	V
có	已	có	已	N	ADV
saen	關	saír	關	V	PROPN
saen	她們	saír	她	V	PRO;PL;3
saen	他們	saír	他	V	PRO;PL;3
saen	它們	saír	它	V	PRO;PL;3
revés	其他	revés	其他	N	DET
revés	圍繞	revés	圍繞	N	V
revés	圍繞	revés	圍繞	N	V
revés	向	revés	向	N	ADP
pesada	重	pesar	重	ADJ	N
pesada	重型	pesar	重型	ADJ	N
pesada	沈	pesar	沈	ADJ	PROPN
pesada	痛	pesar	痛	ADJ	N
pesada	傷痛	pesar	傷痛	ADJ	N
pesada	疼痛	pesar	疼痛	ADJ	N
pesada	痛苦	pesar	痛苦	ADJ	N
auténtico	real	auténtico	real	ADJ	
axudarme	你	axudarme	你	V	PRO;2
debedes	你	debede	你	V	PRO;2
debedes	應	debede	應	V	V
debedes	必須	debede	必須	V	V
casou	已婚	casar	已婚	V	N
casou	她	casar	她	V	PRO;3
embargo	雖然	embargo	雖然	N	ADP
embargo	但	embargo	但	N	ADV
embargo	不過	embargo	不過	N	ADV
embargo	但是	embargo	但是	N	ADV
embargo	然而	embargo	然而	N	ADV
embargo	然而	embargo	然而	N	ADV
embargo	一	embargo	一	N	NUM
embargo	one	embargo	one	N	
embargo	一	embargo	一	N	NUM
volven	她們	volver	她	V	PRO;PL;3
volven	他們	volver	他	V	PRO;PL;3
volven	它們	volver	它	V	PRO;PL;3
volven	背	volver	背	V	
volven	回	volver	回	V	PROPN
volven	再次	volver	再次	V	ADV
vermellos	red	vermello	red	N	
buscan	她們	buscar	她	V	PRO;PL;3
buscan	他們	buscar	他	V	PRO;PL;3
buscan	它們	buscar	它	V	PRO;PL;3
traballas	你	traballa	你	N	PRO;2
dificultades	自己	dificultade	自己	N	PRO
dificultades	硬	dificultade	硬	N	PART
empezamos	而且	empezar	而且	V	ADV
empezamos	和	empezar	和	V	ADP
empezamos	還	empezar	還	V	ADV
coida	護理	coida	護理	V	N
coida	關心	coida	關心	V	N
coida	後	coida	後	V	ADV
coida	之後	coida	之後	V	N
chinés	漢	chinés	漢	N	PROPN
chinés	華	chinés	華	N	PROPN
chinés	唐人	chinés	唐人	N	PROPN
chinés	華埠	chinés	華埠	N	PROPN
xemelgos	雙	xemelgo	雙	N	NUM
xemelgos	峰	xemelgo	峰	N	PROPN
xemelgos	銬	xemelgo	銬	N	V
pechados	室內	pechar	室內	V	N
pechados	眼神	pechar	眼神	V	N
pechados	雙	pechar	雙	V	NUM
pechados	眼睛	pechar	眼睛	V	N
pechados	眼	pechar	眼	V	N
pechados	信封	pechar	信封	V	N
vendedor	推銷	vendedor	推銷	N	V
luxo	奢侈	luxo	奢侈	N	ADJ
luxo	奢華	luxo	奢華	N	ADJ
luxo	奢侈	luxo	奢侈	N	ADJ
sexual	性	sexual	性	ADJ	N
sexual	性別	sexual	性別	ADJ	N
sexual	性	sexual	性	ADJ	N
sexual	性	sexual	性	ADJ	N
sexual	性	sexual	性	ADJ	N
alcance	觸及	alcance	觸及	N	
