heller	heller	hell	heller	ADJ	N;NOM;SG
rakete	rakett	raken	rakett	ADJ;NOM;SG	N;NOM;SG
rakete	rakett	raken	rakett	ADJ;NOM;SG	N;NOM;SG
spezifische	konkreetne	spezifisch	konkreetne	ADJ;NOM;FEM;PL	ADJ;NOM;SG
spezifische	konkreetsete	spezifisch	konkreetne	ADJ;NOM;FEM;PL	ADJ;GEN;PL
spezifische	spetsiifiline	spezifisch	spetsiifiline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
ausgleich	hüvitis	ausgleich	hüvitis	ADJ	N;NOM;SG
ausgleich	hüvitamine	ausgleich	hüvitamine	ADJ	N;NOM;SG
ausgleich	tasakaalustamise	ausgleich	tasa_kaalustamine	ADJ	N;GEN;SG
ausgleich	tasakaalustamine	ausgleich	tasa_kaalustamine	ADJ	N;NOM;SG
ausgleich	tasakaalustavad	ausgleich	tasa_kaalustama	ADJ	V;IND;PL;3;PRS;FIN;ACT
ausgleich	nihe	ausgleich	nihe	ADJ	N;NOM;SG
ausgleich	kompenseerida	ausgleich	kompenseerima	ADJ	V;NFIN
wallace	wallace	wallace	wallace	PROPN;NOM;SG	N;NOM;SG
kapital	pealinn	kapital	pea_linn		N;NOM;SG
kapital	kapital	kapital	kapital		N;NOM;SG
verwechselt	segaduses	verwechseln	segadus	V;V.PTCP	N;IN+ESS;SG
abschaffung	kaotati	abschaffung	kaotama	N;NOM;FEM;SG	V;IND;PST;FIN;PASS
helena	helena	helena	hele	PROPN;NOM;SG	N;NOM;SG
helena	helen	helena	helen	PROPN;NOM;SG	N;NOM;SG
anwesend	olevik	anwesend	olevik	ADJ	N;NOM;SG
anwesend	kingitus	anwesend	kingitus	ADJ	N;NOM;SG
moses	mooses	moses	moos	PROPN;NOM;MASC;SG	N;NOM;SG
moses	moses	moses	mosk	PROPN;NOM;MASC;SG	N;NOM;SG
champion	tšempion	champion	tšempion	PROPN	N;NOM;SG
champion	tšempion	champion	tšempion	PROPN	N;NOM;SG
singapur	singapuri	singapur	singa_puri	PROPN;NOM;MASC;SG	N;NOM;SG
singapur	singapuris	singapur	singa_puris	PROPN;NOM;MASC;SG	N;IN+ESS;SG
pablo	pablo	pablo	pablo	PROPN;NOM;MASC;SG	N;NOM;SG
mülheim	mülheim	mülheim	mülheim	PROPN;NOM;SG	N;NOM;SG
toulouse	toulouse	toulouse	toulous	PROPN;NOM;MASC;SG	N;NOM;SG
verlegung	üleviimine	verlegung	üle_viimine	V	N;NOM;SG
verlegung	ülekandmine	verlegung	üle_kandmine	V	N;NOM;SG
verlegung	ülekanne	verlegung	üle_kanne	V	N;NOM;SG
verlegung	üleandmine	verlegung	üleandmine	V	N;NOM;SG
verlegung	ümberpaigutamine	verlegung	ümber_paigutamine	V	N;NOM;SG
nordöstlichen	kirde	nordöstlich	kirde	ADJ;NOM;MASC;PL	N;NOM;SG
lyriker	luuletaja	lyrik	luuletaja	ADJ	N;NOM;SG
lyriker	poeet	lyrik	poeet	ADJ	N;NOM;SG
lyriker	poeedid	lyrik	poeet	ADJ	N;NOM;PL
muslime	moslemid	muslim	moslem		N;NOM;PL
muslime	moslem	muslim	moslem		N;NOM;SG
muslime	moslemi	muslim	moslem		N;NOM;SG
stille	vaikne	still	vaikne		ADJ;NOM;SG
stille	vaikimine	still	vaikimine		N;NOM;SG
stille	vaikus	still	vaikus		N;NOM;SG
miles	miles	miles	milema	PROPN;NOM;SG	N;NOM;SG
miles	miili	miles	miil	PROPN;NOM;SG	N;PRT;SG
christlich	christian	christlich	christian	ADJ	N;NOM;SG
christlich	kristlane	christlich	kristlane	ADJ	N;NOM;SG
ellen	ellen	ellen	ellen	PROPN;NOM;MASC;SG	N;NOM;SG
fell	kukkus	fell	kukkuma		V;IND;SG;3;PST;FIN;ACT
fell	karvad	fell	karv		N;NOM;PL
fell	karusnaha	fell	karus_naha		N;NOM;SG
fell	karv	fell	karv		N;NOM;SG
sternen	staarid	sternen	staar	V;NFIN	N;NOM;PL
sternen	tähed	sternen	täht	V;NFIN	N;NOM;PL
sternen	tähtede	sternen	täht	V;NFIN	N;GEN;PL
arno	arno	arno	arno	PROPN;NOM;MASC;SG	N;NOM;SG
argumenten	väited	argument	väide	V;NFIN	N;NOM;PL
argumenten	argumendid	argument	argument	V;NFIN	N;NOM;PL
bemerkungen	märkused	bemerkungen	märkus	V;NFIN	N;NOM;PL
bemerkungen	märkus	bemerkungen	märkus	V;NFIN	N;NOM;SG
bemerkungen	märkmed	bemerkungen	märkmed	V;NFIN	N;NOM;PL
bemerkungen	märkused	bemerkungen	märkus	V;NFIN	N;NOM;PL
bemerkungen	tähelepanekud	bemerkungen	tähele_panek	V;NFIN	N;NOM;PL
bemerkungen	vaatlused	bemerkungen	vaatlus	V;NFIN	N;NOM;PL
bemerkungen	kommentaarid	bemerkungen	kommentaar	V;NFIN	N;NOM;PL
bemerkungen	märkused	bemerkungen	märkus	V;NFIN	N;NOM;PL
cleveland	cleveland	cleveland	cleveland	PROPN;NOM;SG	N;NOM;SG
santos	santos	santos	santos	PROPN	N;NOM;SG
geografische	geograafiline	geografisch	geo_graafiline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
geografische	geograafiline	geografisch	geo_graafiline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
gefangene	vangi	gefangen	vang	ADJ;NOM;FEM;PL	N;IN+ALL;LGSPEC1;SG
gefangene	kinnipeetav	gefangen	kinnipeeta=v	ADJ;NOM;FEM;PL	ADJ;NOM;SG;PRS;V.PTCP;ACT
gefangene	vang	gefangen	vang	ADJ;NOM;FEM;PL	N;NOM;SG
gefangene	vangistuses	gefangen	vangistus	ADJ;NOM;FEM;PL	N;IN+ESS;SG
gefangene	vange	gefangen	vang	ADJ;NOM;FEM;PL	N;PRT;PL
gefangene	vangid	gefangen	vang	ADJ;NOM;FEM;PL	N;NOM;PL
gefangene	kinnipeetavate	gefangen	kinni_peetav	ADJ;NOM;FEM;PL	ADJ;GEN;PL;PRS;V.PTCP;ACT
geiger	viiuldaja	geiger	viiuldaja		N;NOM;SG
geiger	geiger	geiger	geiger		N;NOM;SG
aufrecht	püsti	aufrecht	püsti	ADJ	ADV
freud	freud	freuden	freud	PROPN;NOM;SG	N;NOM;SG
minor	alaealine	minor	alaealine	PROPN;SG	ADJ;NOM;SG
qualitativ	kvalitatiivselt	qualitativ	kvalitatiivselt	ADJ	ADV
god	jumal	god	jumal	PROPN	N;NOM;SG
situationen	olukordi	situation	olu_kord	V;NFIN	N;PRT;PL
situationen	olukorrad	situation	olu_kord	V;NFIN	N;NOM;PL
kontrolliert	kontrollitud	kontrollieren	kontrolli=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
kontrolliert	kontrollitud	kontrollieren	kontrolli=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
kontrolliert	kontrollitav	kontrollieren	kontrollitav	V;V.PTCP	ADJ;NOM;SG;PRS;V.PTCP;ACT
kontrolliert	kontrollitud	kontrollieren	kontrolli=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
piper	piper	piper	piper	PROPN;NOM;MASC;SG	N;NOM;SG
besuchern	külastajad	besuchern	külastaja	V;NFIN	N;NOM;PL
besuchern	külalised	besuchern	külaline	V;NFIN	N;NOM;PL
besuchern	külastaja	besuchern	külastaja	V;NFIN	N;NOM;SG
besuchern	külaline	besuchern	külaline	V;NFIN	N;NOM;SG
algerien	alžiir	algerien	alžiir		N;NOM;SG
algerien	alžeeria	algerien	alžeeria		ADJ
algerien	alžeeria	algerien	alžeeria		ADJ
kanzler	kantsler	kanzl	kantsler	ADJ	N;NOM;SG
provence	provence	provence	provenc	PROPN;NOM;SG	N;NOM;SG
kanonen	kahur	kanon	kahur	N;NOM;FEM;PL	N;NOM;SG
verwaltungsgemeinschaft	valeri	verwaltungsgemeinschaft	valer	ADJ	N;NOM;SG
verwaltungsgemeinschaft	valerie	verwaltungsgemeinschaft	valerie	ADJ	N;NOM;SG
streitigkeiten	vaidluse	streitigkeit	vaidlus	N;NOM;FEM;PL	N;GEN;SG
streitigkeiten	vaidlus	streitigkeit	vaidlus	N;NOM;FEM;PL	N;NOM;SG
erhob	rose	erheben	rose	V;IND;SG;3;PST;FIN	N;NOM;SG
erhob	roos	erheben	roos	V;IND;SG;3;PST;FIN	N;NOM;SG
erhob	roosi	erheben	roos	V;IND;SG;3;PST;FIN	N;NOM;SG
kenneth	kenneth	kenneth	kenneth	PROPN;NOM;SG	N;NOM;SG
durchgehend	järjekindlalt	durchgehend	järje_kindlalt	ADJ	ADV
durchgehend	järjepidevalt	durchgehend	järje_pidevalt	ADJ	ADV
franziska	francesca	franziska	francesca	PROPN;NOM;FEM;SG	N;NOM;SG
franziska	frances	franziska	frances	PROPN;NOM;FEM;SG	N;NOM;SG
newton	newton	newton	newton	PROPN	N;NOM;SG
aufführungen	esitus	aufführingen	esitus	N;NOM;FEM;PL	N;NOM;SG
katastrophe	katastroofide	katastrophe	katastroof	N;NOM;FEM;SG	N;GEN;PL
katastrophe	katastroofiline	katastrophe	katastroofiline	N;NOM;FEM;SG	ADJ;NOM;SG
katastrophe	katastroofi	katastrophe	katastroof	N;NOM;FEM;SG	N;PRT;SG
weiterbildung	koolitus	weiterbildung	koolitus	ADJ	N;NOM;SG
weiterbildung	koolitused	weiterbildung	koolitus	ADJ	N;NOM;PL
weiterbildung	väljaõpe	weiterbildung	välja_õpe	ADJ	N;NOM;SG
weiterbildung	treeningud	weiterbildung	treening	ADJ	N;NOM;PL
weiterbildung	haridus	weiterbildung	haridus	ADJ	N;NOM;SG
weiterbildung	jätkamine	weiterbildung	jätkamine	ADJ	N;NOM;SG
weiterbildung	jätkuvad	weiterbildung	jätkuma	ADJ	V;IND;PL;3;PRS;FIN;ACT
formulierungen	sõnastuse	formulierung	sõnastus	N;NOM;FEM;PL	N;GEN;SG
formulierungen	sõnastus	formulierung	sõnastus	N;NOM;FEM;PL	N;NOM;SG
charaktere	märgid	charakt	märk	ADJ;NOM;PL	N;NOM;PL
charaktere	tegelased	charakt	tegelane	ADJ;NOM;PL	N;NOM;PL
torhüter	väravavaht	torhüter	värava_vaht		N;NOM;SG
lords	isandad	lords	isand	PROPN;NOM	N;NOM;PL
neutralität	neutraalsuse	neutralität	neutraalsus	ADJ	N;GEN;SG
neutralität	erapooletus	neutralität	era_pooletus	ADJ	N;NOM;SG
after	pärast	aft	pärast	PROPN;NOM;SG	ADV
ignaz	ignaz	ignaz	ignaz	PROPN;NOM;MASC;SG	N;NOM;SG
ignaz	ignatius	ignaz	ignatius	PROPN;NOM;MASC;SG	N;NOM;SG
true	tõene	treen	tõene		ADJ;NOM;SG
true	tõsi	treen	tõsi		N;NOM;SG
wohnhäuser	elamu	wohnhaus	elamu		N;NOM;SG
qualitätssicherung	kvaliteet	qualitätssicherung	kvaliteet	ADJ	N;NOM;SG
automatische	automaat	automatisch	automaat	ADJ;NOM;FEM;PL	N;NOM;SG
automatische	automaatne	automatisch	automaatne	ADJ;NOM;FEM;PL	ADJ;NOM;SG
quartett	quartet	quartett	zuartet	V;IND;SG;3;PRS;FIN	N;NOM;SG
flandern	flandria	flandern	flandria	N;NOM;FEM;PL	ADJ
flandern	flaami	flandern	flaam	N;NOM;FEM;PL	ADJ
viola	viola	viola	violama		N;NOM;SG
bristol	bristol	bristol	bristol	PROPN	N;NOM;SG
namibia	namiibia	namibia	namiibia	PROPN;NOM;MASC;SG	ADJ
gottesdienst	kummardavad	gottesdienst	kummardama	ADJ	V;IND;PL;3;PRS;FIN;ACT
bergwerk	minu	bergwerk	mina	N;NOM;NEUT;SG	PRO;GEN;SG;1
bergwerk	kaevandused	bergwerk	kaevandus	N;NOM;NEUT;SG	N;NOM;PL
bergwerk	miinid	bergwerk	miin	N;NOM;NEUT;SG	N;NOM;PL
verteilen	levinud	verteilen	levi=nud	V;NFIN	ADJ;PST;V.PTCP;ACT
verteilen	levik	verteilen	levik	V;NFIN	N;NOM;SG
salomon	salomon	salomon	salomon	PROPN;NOM;SG	N;NOM;SG
salomon	solomon	salomon	solomon	PROPN;NOM;SG	N;NOM;SG
salomon	saalomoni	salomon	saalomon	PROPN;NOM;SG	N;NOM;SG
greifen	haare	greifen	haare	V;NFIN	N;NOM;SG
erika	erica	erika	erica	PROPN;NOM;FEM;SG	N;NOM;SG
lauten	nomineeritud	lauten	nomineeritud	V;NFIN	ADJ;PST;V.PTCP;PASS
lauten	valjult	lauten	valjult	V;NFIN	ADV
lauten	valju	lauten	vali	V;NFIN	N;NOM;SG
konvention	konventsiooni	konvention	konventsioon		N;PRT;SG
konvention	konventsioon	konvention	konventsioon		N;NOM;SG
tatsächliche	tegelik	tatsächlich	tegelik	ADJ;NOM;FEM;PL	ADJ;NOM;SG
haase	haase	haasen	haas	PROPN;NOM;MASC;SG	N;NOM;SG
abwarten	ootel	abwarten	oode	V;NFIN	N;AT+ESS
;SG
abwarten	ootamine	abwarten	ootamine	V;NFIN	N;NOM;SG
but	aga	bun	aga		CONJ
but	kuid	bun	kuid		CONJ
atlantik	atlandi	atlantik	atland		N;PRT;SG
atlantik	atlantic	atlantik	atlantic		N;NOM;SG
wettbewerben	võistlused	wettbewerben	võistlus	V;NFIN	N;NOM;PL
grundstein	nurgakivi	grundstein	nurga_kivi	ADJ	N;NOM;SG
pont	pont	pont	pont	PROPN;NOM;MASC;SG	N;NOM;SG
geburtsdatum	sünniaeg	geburtsdatum	sünni_aeg	ADJ	N;NOM;SG
geburtsdatum	sünnipäeva	geburtsdatum	sünni_päev	ADJ	N;PRT;SG
geburtsdatum	sünnipäev	geburtsdatum	sünni_päev	ADJ	N;NOM;SG
zusammenbruch	kokkuvarisemine	zusammenbruch	kokku_varise=mine	ADJ	N;NOM;SG
draußen	välitingimustes	draußen	väli_tingimus	ADV	N;IN+ESS;PL
draußen	õues	draußen	õu	ADV	N;IN+ESS;SG
draußen	out	draußen	out	ADV	N;NOM;SG
marina	marina	marina	marina	PROPN;NOM;SG	N;NOM;SG
gehalt	palk	halten	palk		N;NOM;SG
gehalt	töötasu	halten	töö_tasu		N;NOM;SG
gehalt	sisu	halten	sisu		N;NOM;SG
gehalt	sisaldus	halten	sisaldus		N;NOM;SG
gehalt	palgad	halten	palk		N;NOM;PL
düren	düren	dür	düren		N;NOM;SG
forstwirtschaft	metsanduse	forstwirtschaft	metsandus	ADJ	N;GEN;SG
forstwirtschaft	metsandus	forstwirtschaft	metsandus	ADJ	N;NOM;SG
forstwirtschaft	metsad	forstwirtschaft	mets	ADJ	N;NOM;PL
forstwirtschaft	mets	forstwirtschaft	mets	ADJ	N;NOM;SG
forstwirtschaft	metsa	forstwirtschaft	mets	ADJ	N;IN+ALL;LGSPEC1;SG
herzogin	hertsoginna	herzogin	hertsoginn	PROPN;NOM;SG	N;NOM;SG
harrison	harrisoni	harrison	harrison	PROPN;NOM;MASC;SG	N;PRT;SG
harrison	harrison	harrison	harrison	PROPN;NOM;MASC;SG	N;NOM;SG
diana	diana	diana	diana	PROPN;NOM;FEM;SG	N;NOM;SG
handschrift	käekiri	handschreifen	käe_kiri	ADJ	N;NOM;SG
handschrift	käekirja	handschreifen	käe_kiri	ADJ	N;PRT;SG
handschrift	käsikiri	handschreifen	käsi_kiri	ADJ	N;NOM;SG
handschrift	käsikirja	handschreifen	käsi_kiri	ADJ	N;PRT;SG
ron	ron	ron	ron	PROPN;NOM;MASC;SG	N;NOM;SG
landwirt	talunikud	landwiren	talunik		N;NOM;PL
landwirt	talupidajad	landwiren	talu_pidaja		N;NOM;PL
landwirt	põllumajandustootjate	landwiren	põllu_majandus_tootja		N;GEN;PL
landwirt	farmer	landwiren	farmer		N;NOM;SG
mehrzahl	enamus	mehrzahl	enamus	ADJ	N;NOM;SG
mehrzahl	mitmuses	mehrzahl	mitmus	ADJ	N;IN+ESS;SG
regierungszeit	valitsemisaeg	regierungszeit	valitsemis_aeg	ADJ	N;NOM;SG
heilig	pühal	heilig	püha	ADJ	N;AT+ESS
;SG
nordwestlichen	northwesterni	nordwestlich	northwestern	ADJ;NOM;MASC;PL	N;NOM;SG
sorge	muret	sorgen	mure		N;PRT;SG
sorge	mure	sorgen	mure		N;NOM;SG
sorge	muretse	sorgen	muretsema		V;IMP;SG;2;PRS;FIN;ACT
malaysia	malaisia	malaysia	malaisia	PROPN;NOM;SG	N;NOM;SG
malaysia	malaisias	malaysia	malaisia	PROPN;NOM;SG	N;IN+ESS;SG
augustus	augustus	augustus	augustuma	PROPN;NOM;MASC;SG	N;NOM;SG
strahlung	radiatsiooni	strahlung	radiatsioon	PROPN	N;PRT;SG
strahlung	radiatsioon	strahlung	radiatsioon	PROPN	N;NOM;SG
strahlung	kiirgus	strahlung	kiirgus	PROPN	N;NOM;SG
eintragung	kirje	eintragung	kirje	ADJ	N;NOM;SG
eintragung	sissekanne	eintragung	sisse_kanne	ADJ	N;NOM;SG
eintragung	sisenemine	eintragung	sisenemine	ADJ	N;NOM;SG
eintragung	registreerimine	eintragung	registreerimine	ADJ	N;NOM;SG
vera	vera	vera	vera	PROPN;NOM;SG	N;NOM;SG
substanzen	ained	substanzen	aine	V;NFIN	N;NOM;PL
internen	sise	intern	sise		N;NOM;SG
internen	sisemised	intern	sisemine		ADJ;NOM;PL
internen	sisemine	intern	sisemine		ADJ;NOM;SG
alexandria	alexandria	alexandria	alexandria	PROPN;NOM;MASC;SG	N;NOM;SG
ergänzungen	täiendused	ergänzung	täiendus	V;NFIN	N;NOM;PL
ergänzungen	täiendused	ergänzung	täiendus	V;NFIN	N;NOM;PL
psychiatrie	psühhiaatria	psychiatrie	psühhiaatria	PROPN;NOM;SG	N;NOM;SG
psychiatrie	psühhiaatrilised	psychiatrie	psühhiaatriline	PROPN;NOM;SG	ADJ;NOM;PL
abends	õhtust	abends	õhtune	ADV	ADJ;IN+ABL;SG
abends	õhtu	abends	õhtu	ADV	N;NOM;SG
abends	õhtused	abends	õhtune	ADV	ADJ;NOM;PL
abends	õhtune	abends	õhtune	ADV	ADJ;NOM;SG
ohren	kõrv	ohr	kõrv	N;NOM;NEUT;PL	N;NOM;SG
ohren	kõrva	ohr	kõrv	N;NOM;NEUT;PL	N;PRT;SG
ohren	kõrvu	ohr	kõrv	N;NOM;NEUT;PL	N;PRT;PL
ruft	kõned	rufen	kõne	V;IND;SG;3;PRS;FIN	N;NOM;PL
ruft	helistamine	rufen	helistamine	V;IND;SG;3;PRS;FIN	N;NOM;SG
bösen	kurjus	böse	kurjuma	PROPN	N;NOM;SG
bösen	kurja	böse	kuri	PROPN	N;NOM;SG
bösen	kuri	böse	kuri	PROPN	ADJ;NOM;SG
bösen	õel	böse	õel	PROPN	ADJ;NOM;SG
vergleichbare	võrreldav	vergleichbar	võrreldav	ADJ;NOM;FEM;PL	ADJ;NOM;SG;PRS;V.PTCP;ACT
vergleichbare	võrreldavad	vergleichbar	võrreldav	ADJ;NOM;FEM;PL	V;IND;PL;3;PRS;FIN;ACT
bush	bush	bush	bush	PROPN;NOM;MASC;SG	N;NOM;SG
bush	põõsas	bush	põõsas	PROPN;NOM;MASC;SG	N;IN+ESS;SG
belastung	koormus	belastung	koormus	ADJ	N;NOM;SG
belastung	laadi	belastung	laad	ADJ	N;PRT;SG
belastung	laadimine	belastung	laadimine	ADJ	N;NOM;SG
belastung	tüve	belastung	tüve	ADJ	N;NOM;SG
belastung	tüvi	belastung	tüvi	ADJ	N;NOM;SG
belastung	stress	belastung	stress	ADJ	N;NOM;SG
belastung	stressist	belastung	stress	ADJ	N;IN+ABL;SG
belastung	stressi	belastung	stress	ADJ	N;PRT;SG
belastung	koormus	belastung	koormus	ADJ	N;NOM;SG
belastung	koorem	belastung	koorem	ADJ	N;NOM;SG
verbundene	seotud	verbunden	siduma	ADJ;NOM;FEM;SG	V;PST;V.PTCP;PASS
verbundene	seostatud	verbunden	seosta=tud	ADJ;NOM;FEM;SG	V;PST;V.PTCP;PASS
verbundene	ühendatud	verbunden	ühendama	ADJ;NOM;FEM;SG	V;PST;V.PTCP;PASS
verbundene	seotud	verbunden	siduma	ADJ;NOM;FEM;SG	V;PST;V.PTCP;PASS
vorherige	eelnev	vorherig	eelnev	ADJ;NOM;FEM;PL	ADJ;NOM;SG;PRS;V.PTCP;ACT
vorherige	varasem	vorherig	varasem	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;SG
vorherige	eelmine	vorherig	eelmine	ADJ;NOM;FEM;PL	ADJ;NOM;SG
bordeaux	bordeaux	bordeaux	bordeaux	PROPN	N;NOM;SG
erscheinungsbild	välimus	erscheinungsbild	välimus	ADJ	N;NOM;SG
elite	eliit	elite	eliit	PROPN;NOM	N;NOM;SG
elias	elias	elias	elias	PROPN;NOM;MASC;SG	N;NOM;SG
elias	elia	elias	elia	PROPN;NOM;MASC;SG	N;NOM;SG
astronomen	astronoomid	astronom	astronoom	ADJ	N;NOM;PL
astronomen	astronoom	astronom	astronoom	ADJ	N;NOM;SG
hochwasser	üleujutused	hochwasser	üle_ujutus		N;NOM;PL
hochwasser	üleujutus	hochwasser	üle_ujutus		N;NOM;SG
hochwasser	üleujutused	hochwasser	üle_ujutus		N;NOM;PL
hochwasser	üleujutuste	hochwasser	üle_ujutus		N;GEN;PL
hochwasser	üleujutus	hochwasser	üle_ujutus		N;NOM;SG
vertraut	usaldatud	vertraut	usaldama	ADJ	V;PST;V.PTCP;PASS
vertraut	usaldab	vertraut	usaldama	ADJ	V;IND;SG;3;PRS;FIN;ACT
erleben	kogemus	erleben	kogemus	V;NFIN	N;NOM;SG
erleben	kogemused	erleben	kogemus	V;NFIN	N;NOM;PL
abwesenheit	puuduvad	abwesenheit	puuduma	ADJ	V;IND;PL;3;PRS;FIN;ACT
abwesenheit	puudub	abwesenheit	puuduma	ADJ	V;IND;SG;3;PRS;FIN;ACT
abwesenheit	puudumine	abwesenheit	puudumine	ADJ	N;NOM;SG
gerichtshof	tribunal	gerichtshof	tribunal	PROPN	N;NOM;SG
gerichtshof	kohus	gerichtshof	kohus	PROPN	N;NOM;SG
rallye	ralli	rallye	ralli		N;NOM;SG
abb	abb	abb	abb		N;NOM;SG
abb	joonis	abb	joonis		N;NOM;SG
kraus	kraus	kraus	kraus	PROPN;NOM;SG	N;NOM;SG
pädagogischen	pedagoogilist	pädagogisch	pedagoogiline	ADJ;NOM	ADJ;PRT;SG
gemahlin	naise	gemahlin	naine		N;GEN;SG
gemahlin	naine	gemahlin	naine		N;NOM;SG
einstein	einstein	einstein	einstein		N;NOM;SG
motivation	motivatsioon	motivation	motivatsioon	ADJ	N;NOM;SG
motivation	motivatsiooni	motivation	motivatsioon	ADJ	N;PRT;SG
apostel	apostel	apostel	apostel		N;NOM;SG
islamische	islami	islamisch	islam	ADJ;NOM;FEM;PL	N;NOM;SG
islamische	islam	islamisch	islam	ADJ;NOM;FEM;PL	N;NOM;SG
spalten	veerud	spalten	veerg	V;NFIN	N;NOM;PL
spalten	jagamine	spalten	jagamine	V;NFIN	N;NOM;SG
singer	singer	singer	singer	PROPN;SG	N;NOM;SG
singer	laulja	singer	laulja	PROPN;SG	N;NOM;SG
aufsicht	ülevaataja	aufsichen	üle_vaataja		N;NOM;SG
aufsicht	järelvalve	aufsichen	järel_valve		N;NOM;SG
aufsicht	järelevalve	aufsichen	järele_valve		N;NOM;SG
aufsicht	järelevalve	aufsichen	järele_valve		N;NOM;SG
middle	keskmine	middle	keskmine	PROPN	ADJ;NOM;SG
feder	sulg	feder	sulg		N;NOM;SG
feder	pen	feder	pen		N;NOM;SG
feder	pliiats	feder	pliiats		N;NOM;SG
orthodoxe	õigeusu	orthodox	õige_usk	ADJ;NOM;FEM;PL	N;NOM;SG
ausgegeben	emiteeritud	ausgeben	emiteerima	V;V.PTCP	ADJ;PST;V.PTCP;PASS
gewährt	antud	gewähren|währen	antud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
eurovision	eurovisiooni	eurovision	euro_visioon	PROPN;NOM;SG	N;PRT;SG
gutachten	arvamused	gutacht	arvamus	V;NFIN	N;NOM;PL
gutachten	nõustamise	gutacht	nõustamine	V;NFIN	N;GEN;SG
gutachten	arvamus	gutacht	arvamus	V;NFIN	N;NOM;SG
festgehalten	hoitud	festhalten	hoi=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
festgehalten	kinnipeetud	festhalten	kinni_peetud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
vermerkt	märkis	vermerken	märkima	ADJ;V.PTCP	V;IND;SG;3;PST;FIN;ACT
bock	bock	bock	bock	PROPN;SG	N;NOM;SG
prima	prima	prima	prima	ADJ	N;NOM;SG
winkler	winkler	winkler	winkler	PROPN	N;NOM;SG
match	sobivus	match	sobivus	PROPN	N;NOM;SG
match	match	match	match	PROPN	N;NOM;SG
repräsentiert	esindav	repräsentieren	esindav	V;V.PTCP	ADJ;NOM;SG;PRS;V.PTCP;ACT
erneuerung	uuendamine	Erneuerung	uuendamine	ADJ;NOM;FEM;SG	N;NOM;SG
erneuerung	pikendamine	Erneuerung	pikendamine	ADJ;NOM;FEM;SG	N;NOM;SG
firefox	firefox	firefox	firefox	PROPN	N;NOM;SG
colin	colin	colin	colin	PROPN	N;NOM;SG
phasen	etapid	phasen	etapp	V;NFIN	N;NOM;PL
phasen	etapid	phasen	etapp	V;NFIN	N;NOM;PL
kombiniert	kombineerimine	kombinieren	kombineeri=mine	V;V.PTCP	N;NOM;SG
kombiniert	kombineeritud	kombinieren	kombineeri=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
brecht	brecht	brecht	brecht	PROPN	N;NOM;SG
olga	olga	olga	olema	PROPN;NOM;FEM;SG	N;NOM;SG
italiener	itaallased	italiener	itaallane		N;NOM;PL
italiener	pitsat	italiener	pitsa		N;PRT;SG
italiener	pitsa	italiener	pitsa		N;NOM;SG
italiener	pizza	italiener	pizza		N;NOM;SG
italiener	itaalia	italiener	itaalia		ADJ
prägte	vermitud	prägen	vermi=tud	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
industrielle	tööstusliku	industriell	tööstuslik	ADJ;NOM;FEM;PL	ADJ;GEN;SG
industrielle	tööstus	industriell	tööstus	ADJ;NOM;FEM;PL	N;NOM;SG
industrielle	tööstuslik	industriell	tööstuslik	ADJ;NOM;FEM;PL	ADJ;NOM;SG
industrielle	töösturid	industriell	tööstur	ADJ;NOM;FEM;PL	N;NOM;PL
industrielle	tööstur	industriell	tööstur	ADJ;NOM;FEM;PL	N;NOM;SG
het	het	hen	het		N;NOM;SG
gezeichnet	joonistatud	zeichnen	joonista=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
gefühle	emotsioon	gefühlen	emotsioon	ADJ	N;NOM;SG
gefühle	emotsioonid	gefühlen	emotsioon	ADJ	N;NOM;PL
gefühle	emotsiooni	gefühlen	emotsioon	ADJ	N;PRT;SG
gefühle	tunne	gefühlen	tunne	ADJ	N;NOM;SG
gefühle	emotsioonid	gefühlen	emotsioon	ADJ	N;NOM;PL
gefühle	tundeid	gefühlen	tunne	ADJ	N;PRT;PL
gefühle	tunded	gefühlen	tunne	ADJ	N;NOM;PL
atlantic	atlandi	atlantic	atland	PROPN	N;PRT;SG
atlantic	atlantic	atlantic	atlantic	PROPN	N;NOM;SG
steffen	kathryn	steffen	kathryn	PROPN	N;NOM;SG
steffen	ronald	steffen	ronald	PROPN	N;NOM;SG
steffen	freddy	steffen	freddy	PROPN	N;NOM;SG
sozialistische	sotsialistid	sozialistisch	sotsialist	ADJ;NOM;FEM;PL	N;NOM;PL
sozialistische	sotsialistliku	sozialistisch	sotsialistlik	ADJ;NOM;FEM;PL	ADJ;GEN;SG
sozialistische	sotsialistlik	sozialistisch	sotsialistlik	ADJ;NOM;FEM;PL	ADJ;NOM;SG
