категорія	kategória	категорія	kategória	N;INAN;NOM;FEM;SG	
полтава	poltava	полтава	poltava	PROPN;INAN;NOM;FEM;SG	
текстів	szövegek	текст	szöveg	N;INAN;GEN;MASC;PL	N;NOM;PL
зброю	fegyver	зброя	fegyver	N;INAN;ACC;FEM;SG	N;NOM;SG
зброю	fegyverek	зброя	fegyver	N;INAN;ACC;FEM;SG	N;NOM;PL
зброю	fegyvereket	зброя	fegyver	N;INAN;ACC;FEM;SG	N;ACC;PL
зброю	ágyúk	зброя	ágyúk	N;INAN;ACC;FEM;SG	N;NOM;PL
зброю	fegyverek	зброя	fegyver	N;INAN;ACC;FEM;SG	N;NOM;PL
вінниця	vinnicja	вінниця	vinnic	PROPN;INAN;NOM;FEM;SG	
ідею	ötletem	ідея	ötlet	N;INAN;ACC;FEM;SG	N;NOM;SG
ідею	elképzelés	ідея	elképzelés	N;INAN;ACC;FEM;SG	
ідею	ötlet	ідея	ötlet	N;INAN;ACC;FEM;SG	N;NOM;SG
франц	franz	франц	franz	PROPN;ANIM;NOM;MASC;SG	
активний	aktív	активний	aktív	ADJ;NOM;MASC;SG	
активний	aktívak	активний	aktív	ADJ;NOM;MASC;SG	N;NOM;PL
раду	radu	рада	radu	N;INAN;ACC;FEM;SG	
співвідношення	arányban	співвідношення	arány	N;INAN;NOM;NEUT;SG	N;IN+ESS;SG
зберігаються	tárolt	зберігатися	tárolt	V;IPFV;IND;PL;3;PRS;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
відень	bécs	відень	bécs	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
відень	bécsi	відень	bécsi	PROPN;INAN;NOM;MASC;SG	
суддя	judge	суддя	jud	N;ANIM;NOM;MASC;SG	
суддя	bíró	суддя	bíró	N;ANIM;NOM;MASC;SG	
суддя	bíró	суддя	bíró	N;ANIM;NOM;MASC;SG	
швейцарія	svájc	швейцарія	svájc	N;INAN;NOM;FEM;SG	
латвії	lettország	латвія	lettország	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
платформа	platform	платформа	platform	N;INAN;NOM;FEM;SG	
ударні	dob	ударня	dob	ADJ;NOM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
ударні	dobok	ударня	dob	ADJ;NOM;PL	N;NOM;PL
кореспондент	tudósító	кореспондент	tudósító	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG
журі	esküdtek	жур	esküd	N;INAN;NOM;MASC;SG	V;INDF;IND;PL;3;PST;FIN;ACT
журі	esküdt	жур	esküdt	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
спеціального	hüllő	спеціальний	hüllő	ADJ;GEN;MASC;SG	N;NOM;SG
стане	válik	стати	válik	V;PFV;IND;SG;3;FUT;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
навчального	akadémiai	навчальний	akadémiai	ADJ;GEN;MASC;SG	N;NOM;SG
відповіді	válaszokat	відповідь	válasz	N;INAN;NOM;FEM;PL	N;ACC;PL
відповіді	válaszokat	відповідь	válasz	N;INAN;NOM;FEM;PL	N;ACC;PL
хосе	jose	хось	jose	PROPN;ANIM;NOM;FEM;SG	
хосе	josé	хось	josé	PROPN;ANIM;NOM;FEM;SG	
хосе	jose	хось	jose	PROPN;ANIM;NOM;FEM;SG	
хосе	josé	хось	josé	PROPN;ANIM;NOM;FEM;SG	
романи	regényeket	роман	regény	N;INAN;NOM;MASC;PL	N;ACC;PL
романи	regény	роман	regény	N;INAN;NOM;MASC;PL	N;NOM;SG
потребує	szükséglet	потребувати	szükséglet	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
потребує	szükségletei	потребувати	szükséglet	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
потребує	szükségletek	потребувати	szükséglet	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
передач	transzfer	передач	transzfer	N;INAN;GEN;FEM;PL	N;NOM;SG
джованні	giovanni	джовання	giovan	N;INAN;NOM;NEUT;SG	
порівняння	összehasonlítás	порівняння	összehasonlítás	N;INAN;NOM;NEUT;SG	
порівняння	összehasonlítani	порівняння	összehasonlít	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
порівняння	összehasonlítás	порівняння	összehasonlítás	N;INAN;NOM;NEUT;SG	
порівняння	összehasonlító	порівняння	összehasonlító	N;INAN;NOM;NEUT;SG	ADJ;FRML;SG
порівняння	diff	порівняння	diff	N;INAN;NOM;NEUT;SG	
диплом	oklevél	диплом	oklevél	N;INAN;NOM;MASC;SG	
встановлені	telepítve	встановлений	telepítve	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;NOM;SG
встановлені	beépített	встановлений	beépített	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
встановлені	telepített	встановлений	telepít	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
висока	high	високий	high	ADJ;NOM;FEM;SG	
висока	magasan	високий	magasan	ADJ;NOM;FEM;SG	
релігійні	vallásos	релігійний	vallásos	ADJ;NOM;PL	
релігійні	vallás	релігійний	vallás	ADJ;NOM;PL	N;NOM;SG
релігійні	vallási	релігійний	vallási	ADJ;NOM;PL	ADJ;NOM;SG
літературні	irodalmi	літературний	irodalmi	ADJ;NOM;PL	
історичної	történelmi	історичний	történelmi	ADJ;GEN;FEM;SG	ADJ;NOM;SG
атаки	támad	атаки	támad	N;INAN;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
атаки	támadásokat	атаки	támadás	N;INAN;NOM;FEM;PL	N;ACC;PL
атаки	támadás	атаки	támadás	N;INAN;NOM;FEM;PL	N;NOM;SG
наші	miénk	наш	miénk	DET;NOM;PL;1	
тече	flow	тече	flow	V;IPFV;IND;SG;3;PRS;FIN	
відоме	ismeretes	відомий	ismeretes	ADJ;NOM;NEUT;SG	
відоме	ismertek	відомий	ismer	ADJ;NOM;NEUT;SG	V;INDF;IND;PL;3;PST;FIN;ACT
відоме	ismert	відомий	ismert	ADJ;NOM;NEUT;SG	
звільнений	lőtt	звільнений	lőtt	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
спогади	emlék	спогад	emlék	N;INAN;NOM;MASC;PL	N;NOM;SG
югославії	jugoszlávia	югославія	jugoszlávia	PROPN;INAN;DAT;FEM;SG	N;NOM;SG
регулярно	rendszeresen	регулярно	rendszeres	ADV	ADJ;FRML;SG
залізничний	sín	залізничний	sín	ADJ;NOM;MASC;SG	N;NOM;SG
залізничний	vasút	залізничний	vasút	ADJ;NOM;MASC;SG	N;NOM;SG
залізничний	vasúti	залізничний	vasúti	ADJ;NOM;MASC;SG	N;NOM;SG
бізнесу	vállalkozói	бізнес	vállalkozói	N;INAN;GEN;MASC;SG	N;NOM;PL
бізнесу	üzletek	бізнес	üzlet	N;INAN;GEN;MASC;SG	N;NOM;PL
бізнесу	vállalkozások	бізнес	vállalkozás	N;INAN;GEN;MASC;SG	N;NOM;PL
дорослому	felnőtt	дорослий	felnőtt	ADJ;DAT;NEUT;SG	
шампань	pezsgőt	шампання	pezsgő	N;INAN;NOM;MASC;SG	N;ACC;SG
шампань	pezsgő	шампання	pezsgő	N;INAN;NOM;MASC;SG	
тимчасово	ideiglenesen	тимчасово	ideiglenes	ADV	ADJ;FRML;SG
тимчасово	átmenetileg	тимчасово	átmeneti	ADV	ADJ;FRML;SG
тимчасово	ideiglenesen	тимчасово	ideiglenes	ADV	ADJ;FRML;SG
тимчасово	ideiglenes	тимчасово	ideiglenes	ADV	ADJ;NOM;SG
тимчасово	átmeneti	тимчасово	átmeneti	ADV	
ніби	állítólag	ніби	állítólag	PART	
обмін	megosztás	обмін	megosztás	N;INAN;NOM;MASC;SG	
платформи	platform	платформа	platform	N;INAN;NOM;FEM;PL	
платформи	platform	платформа	platform	N;INAN;NOM;FEM;PL	
проектування	tervezési	проектування	tervezési	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
проектування	design	проектування	design	N;INAN;NOM;NEUT;SG	
скасування	törlés	скасування	törlés	N;INAN;NOM;NEUT;SG	
довгі	hosszú	довгий	hosszú	ADJ;NOM;PL	
антоніо	antonio	антоніо	antonio	PROPN;ANIM;NOM;MASC;SG	
чорні	fekete	чорний	feket	ADJ;NOM;PL	
чорні	black	чорний	black	ADJ;NOM;PL	
пристроїв	eszközök	пристрій	eszköz	N;INAN;GEN;MASC;PL	N;NOM;PL
пристроїв	berendezések	пристрій	berendezés	N;INAN;GEN;MASC;PL	N;NOM;PL
пристроїв	készülékek	пристрій	készülék	N;INAN;GEN;MASC;PL	N;NOM;PL
ані	ani	ані	ani	INTJ	
ані	sem	ані	sem	INTJ	ADV
фізичні	fizikai	фізичний	fizikai	ADJ;NOM;PL	
артилерії	tüzérség	артилерія	tüzérség	N;INAN;NOM;FEM;PL	N;NOM;SG
медіа	media	медіа	media	N;INAN;NOM;MASC;SG	
повернутися	visszatérés	повернутися	visszatérés	V;PFV;NFIN	N;NOM;SG
повернутися	vissza	повернутися	vissza	V;PFV;NFIN	ADV
природні	természetes	природний	természetes	ADJ;NOM;PL	ADJ;NOM;SG
мозель	moselle	мозель	mosel		
горі	gori	гора	gori	N;INAN;NOM;FEM;SG	
гілки	szál	гілка	szál	N;INAN;NOM;FEM;PL	N;NOM;SG
луар	loir	луар	loir		
луар	loire	луар	loire		PROPN;NOM;SG
економічні	gazdasági	економічний	gazdasági	ADJ;NOM;PL	ADJ;NOM;SG
журналісти	újságírás	журналіст	újságírás	N;ANIM;NOM;MASC;PL	N;NOM;SG
журналісти	újságírókat	журналіст	újságíró	N;ANIM;NOM;MASC;PL	N;ACC;PL
щит	shield	щит	shield	N;INAN;NOM;MASC;SG	
берлін	berlin	берлін	berlin	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;SG
берлін	berlinben	берлін	berlin	PROPN;INAN;NOM;MASC;SG	
берлін	berlini	берлін	berlini	PROPN;INAN;NOM;MASC;SG	
лікарня	kórházi	лікарня	kórházi	N;INAN;NOM;FEM;SG	
папи	pápa	папа	pápa	PROPN;ANIM;ACC;MASC;SG	
папи	pope	папа	pope	PROPN;ANIM;ACC;MASC;SG	
японський	japán	японський	japán	ADJ;NOM;MASC;SG	
японський	japánok	японський	japán	ADJ;NOM;MASC;SG	N;NOM;PL
вільний	ingyenes	вільний	ingyenes	ADJ;NOM;MASC;SG	
вільний	ingyen	вільний	ingyen	ADJ;NOM;MASC;SG	
вільний	free	вільний	free	ADJ;NOM;MASC;SG	
вільний	szabad	вільний	szabad	ADJ;NOM;MASC;SG	
німецькою	németül	німецький	németül	ADJ;INS;FEM;SG	
німецькою	német	німецький	német	ADJ;INS;FEM;SG	ADJ;NOM;SG
заліза	vas	залізо	vas	N;INAN;NOM;NEUT;SG	
заліза	vasat	залізо	vasat	N;INAN;NOM;NEUT;SG	N;ACC;SG
вільно	szabadon	вільно	szabad	ADV	ADJ;FRML;SG
вільно	ingyenes	вільно	ingyenes	ADV	
вільно	ingyen	вільно	ingyen	ADV	
вільно	free	вільно	free	ADV	
вільно	szabad	вільно	szabad	ADV	
впровадження	végrehajtására	впровадження	végrehajtás	N;INAN;NOM;NEUT;SG	N;ON+ALL;SG
нагоди	alkalom	нагода	alkalom	N;INAN;NOM;FEM;PL	N;NOM;SG
вальтер	walther	вальтер	walther	PROPN;ANIM;NOM;MASC;SG	
вальтер	walter	вальтер	walter	PROPN;ANIM;NOM;MASC;SG	
справді	tényleg	справді	tényleg	ADV	
справді	igazán	справді	igazán	ADV	
європа	európa	європа	európa	PROPN;INAN;NOM;FEM;SG	
європа	europe	європа	europe	PROPN;INAN;NOM;FEM;SG	
європа	európában	європа	európa	PROPN;INAN;NOM;FEM;SG	N;IN+ESS;SG
приєднання	csatlakozz	приєднання	csatlakozz	N;INAN;NOM;NEUT;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
приєднання	csatlakozik	приєднання	csatlakozik	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
дорослих	felnőtt	дорослий	felnőtt	ADJ;ACC;PL	
дорослих	nagykorú	дорослий	nagykorú	ADJ;ACC;PL	
знятий	felemelte	знятий	felemel	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
розроблена	tervezett	розроблений	tervezett	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
розроблена	megtervezett	розроблений	megtervezett	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
відповідальність	felelősséget	відповідальність	felelősség	N;INAN;NOM;FEM;SG	N;ACC;SG
розповсюдження	terjed	розповсюдження	terjed	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
потік	flow	потік	flow	N;INAN;NOM;MASC;SG	
дана	dana	дан	dana	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	
гай	gaius	гай	gaius	N;ANIM;NOM;MASC;SG	
гай	fickó	гай	fickó	N;ANIM;NOM;MASC;SG	
гай	guy	гай	guy	N;ANIM;NOM;MASC;SG	
поточний	áramlat	поточний	áramlat	ADJ;NOM;MASC;SG	N;NOM;SG
поточний	jelenlegi	поточний	jelenlegi	ADJ;NOM;MASC;SG	
лідерів	vezetői	лідер	vezető	N;ANIM;ACC;MASC;PL	N;NOM;PL
лідерів	vezetők	лідер	vezető	N;ANIM;ACC;MASC;PL	N;NOM;PL
давніх	ősi	давній	ősi	ADJ;GEN;PL	
давніх	ős	давній	ős	ADJ;GEN;PL	
давніх	ókori	давній	ókori	ADJ;GEN;PL	
румунія	románia	румунія	románia	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
підтвердження	megerősítést	підтвердження	megerősítés	N;INAN;NOM;NEUT;SG	N;ACC;SG
підтвердження	megerősítve	підтвердження	megerősítve	N;INAN;NOM;NEUT;SG	ADV;V.CVB
підтвердження	jóváhagyás	підтвердження	jóváhagyás	N;INAN;NOM;NEUT;SG	
підтвердження	jóváhagyási	підтвердження	jóváhagyási	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
культурі	kitaláció	культура	kitaláció	N;INAN;DAT;FEM;SG	N;NOM;SG
культурі	fikció	культура	fikció	N;INAN;DAT;FEM;SG	N;NOM;SG
танк	tank	танк	tank	N;INAN;NOM;MASC;SG	
педагогічний	pedagógiai	педагогічний	pedagógiai	ADJ;NOM;MASC;SG	N;NOM;SG
друзів	barátokkal	друг	barát	N;ANIM;ACC;MASC;PL	N;INS;PL
друзів	barátok	друг	barát	N;ANIM;ACC;MASC;PL	N;NOM;PL
друзів	barátaim	друг	barát	N;ANIM;ACC;MASC;PL	N;NOM;PL
друзів	ismerősök	друг	ismerős	N;ANIM;ACC;MASC;PL	N;NOM;PL
коней	lovak	коній	lovak	N;ANIM;ACC;MASC;PL	N;NOM;PL
щороку	évente	щороку	éven	ADV	N;ON+ESS;SG
щороку	éves	щороку	éves	ADV	ADJ;NOM;SG
щороку	évente	щороку	éven	ADV	N;ON+ESS;SG
будинках	házak	будинок	ház	N;INAN;ESS;MASC;PL	N;NOM;PL
будинках	házakat	будинок	ház	N;INAN;ESS;MASC;PL	N;ACC;PL
білих	fehérek	білий	fehér	ADJ;ACC;PL	N;NOM;PL
ібн	ibn	ібн	ibn	PROPN;ANIM;NOM;MASC;SG	
вищий	magasabbak	вищий	magasab	ADJ;NOM;CMPR;MASC;SG	ADV
вищий	feljebb	вищий	fől	ADJ;NOM;CMPR;MASC;SG	ADV
структур	struktúrák	структура	struktúra	N;INAN;GEN;FEM;PL	N;NOM;PL
структур	szerkezetek	структура	szerkezet	N;INAN;GEN;FEM;PL	N;NOM;PL
повітряно	levegőben	повітряно	levégő	ADV	N;IN+ESS;SG
виконавців	előadók	виконавець	előadó	N;ANIM;ACC;MASC;PL	N;NOM;PL
виконавців	erőforrások	виконавець	erőforrás	N;ANIM;ACC;MASC;PL	N;NOM;PL
виконавців	erőforrás	виконавець	erőforrás	N;ANIM;ACC;MASC;PL	
виконавців	források	виконавець	forrás	N;ANIM;ACC;MASC;PL	N;NOM;PL
виконавців	előadók	виконавець	előadó	N;ANIM;ACC;MASC;PL	N;NOM;PL
виконавців	művészek	виконавець	művész	N;ANIM;ACC;MASC;PL	N;NOM;PL
четвертий	negyedszer	четвертий	negyedszer	ADJ;NOM;MASC;SG	
четвертий	negyedik	четвертий	negyed	ADJ;NOM;MASC;SG	
зліва	bal	злів	bal	ADV	
зліва	balra	злів	balra	ADV	
уникнути	elkerülése	уникнути	elkerülés	V;PFV;NFIN	N;NOM;SG
літ	irodalom	літа	irodalom		N;NOM;SG
літ	világít	літа	világít		V;INDF;IND;SG;3;PRS;FIN;ACT
маршрут	útvonalon	маршрут	útvonal	N;INAN;NOM;MASC;SG	N;ON+ESS;SG
едвард	edvard	едвард	edvard	PROPN;ANIM;NOM;MASC;SG	
едвард	edward	едвард	edward	PROPN;ANIM;NOM;MASC;SG	
перемог	győz	перемогти	győz	N;INAN;GEN;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
перемог	nyert	перемогти	nyert	N;INAN;GEN;FEM;PL	V;INDF;IND;SG;3;PST;FIN;ACT
пояснення	elmagyarázni	пояснення	elmagyaráz	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
пояснення	magyarázatot	пояснення	magyarázat	N;INAN;NOM;NEUT;SG	N;ACC;SG
пояснення	magyarázatot	пояснення	magyarázat	N;INAN;NOM;NEUT;SG	N;ACC;SG
журналістів	újságírók	журналіст	újságíró	N;ANIM;ACC;MASC;PL	N;NOM;PL
засуджений	elítéltek	засуджений	elítél	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;PL
засуджений	elítélték	засуджений	elítél	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;DEF;IND;PL;3;PST;FIN;ACT
засуджений	elítélt	засуджений	elítélt	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
засуджений	fegyenc	засуджений	fegyenc	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	
засуджений	elítélt	засуджений	elítélt	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
засуджений	elítéltek	засуджений	elítél	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;PL
засуджений	elítélte	засуджений	elítél	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
засуджений	elítélt	засуджений	elítélt	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
засуджений	elítélt	засуджений	elítélt	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
вхід	belépés	вхід	belépés	N;INAN;NOM;MASC;SG	
хан	kahn	хан	kahn	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
хан	khan	хан	khan	PROPN;ANIM;NOM;MASC;SG	
хан	kán	хан	kán	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
хан	han	хан	han	PROPN;ANIM;NOM;MASC;SG	
художньої	ritmikus	художній	ritmikus	ADJ;GEN;FEM;SG	N;NOM;SG
якось	valamikor	якось	valamikor	ADV	
якось	valahogy	якось	valahogy	ADV	
чарльз	károly	чарльз	károly	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
чарльз	charles	чарльз	charles	PROPN;ANIM;NOM;MASC;SG	
випадки	esetekben	випадок	eset	N;INAN;NOM;MASC;PL	N;IN+ESS;PL
випадки	incidens	випадок	incidens	N;INAN;NOM;MASC;PL	N;NOM;SG
вирішено	megoldott	вирішити	megoldott	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
вирішено	megoldódott	вирішити	megoldódik	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
вирішено	megoldva	вирішити	megoldva	V;PFV;IND;0;FIN	N;NOM;SG
вирішено	megoldott	вирішити	megoldott	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
вирішено	megoldotta	вирішити	megold	V;PFV;IND;0;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
вирішено	megoldva	вирішити	megoldva	V;PFV;IND;0;FIN	N;NOM;SG
розпаду	bomlás	розпада	bomlás	N;INAN;GEN;MASC;SG	N;NOM;SG
призначено	tervezett	призначити	tervezett	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
призначено	szándékolt	призначити	szándékolt	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
чорно	monokróm	чорно	monokróm	N;INAN;NOM;FEM;SG	
читання	olvasott	читання	olvasot	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
читання	olvasok	читання	olvas	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
читання	olvasni	читання	olvas	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
пара	páros	пара	páros	N;INAN;NOM;FEM;SG	
пара	pár	пара	pár	N;INAN;NOM;FEM;SG	
виступали	végrehajtott	виступати	végrehajt	V;IPFV;IND;PL;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
виступали	elvégzett	виступати	elvégzett	V;IPFV;IND;PL;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
союзників	szövetséges	союзник	szövetséges	N;ANIM;ACC;MASC;PL	ADJ;NOM;SG
союзників	szövetségesek	союзник	szövetséges	N;ANIM;ACC;MASC;PL	N;NOM;PL
табір	camp	табір	camp	N;INAN;NOM;MASC;SG	
смуги	csíkos	смуга	csíkos	N;INAN;NOM;FEM;PL	
сталося	megtörtént	статися	meg+történik	V;PFV;NEUT;IND;SG;PST;FIN	
десятки	tízes	десяток	tízes	N;INAN;NOM;MASC;PL	
десятки	tucatnyi	десяток	tucatnyi	N;INAN;NOM;MASC;PL	
десятки	tucatnyi	десяток	tucatnyi	N;INAN;NOM;MASC;PL	
десятки	tucat	десяток	tucat	N;INAN;NOM;MASC;PL	
житловий	bentlakásos	житловий	bentlakásos	ADJ;NOM;MASC;SG	N;NOM;SG
сирії	szíriában	сирія	szíria	PROPN;INAN;GEN;FEM;SG	N;IN+ESS;SG
сирії	szíria	сирія	szíria	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
схожі	hasonló	схожий	hasonló	ADJ;NOM;PL	ADJ;NOM;SG
