stregone	ساحر.	stregone	ساحر.	N;MASC;SG	PROPN;NOM;MASC;SG;3
magra	لاحاصل	magro	لاحاصل	ADJ;FEM;SG	N;NOM;MASC;SG;3
magra	جھکاؤ	magro	جھکاؤ	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
magra	چھانٹنا	magro	چھانٹ	ADJ;FEM;SG	V;SG;NFIN;ACT
magra	thinly	magro	thinly	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
magra	شاخوں	magro	شاخہ	ADJ;FEM;SG	N;ACC;MASC;PL;3
magra	گھٹانا.	magro	گھٹانا.	ADJ;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
magra	چھانٹنا	magro	چھانٹ	ADJ;FEM;SG	V;SG;NFIN;ACT
magra	دُبلا	magro	دُبلا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
magra	thinly	magro	thinly	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
magra	شاخوں	magro	شاخہ	ADJ;FEM;SG	N;ACC;MASC;PL;3
magra	رقیق	magro	رقیق	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
magra	گھٹانا.	magro	گھٹانا.	ADJ;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
magra	نحیف	magro	نحیف	ADJ;FEM;SG	N;NOM;MASC;SG;3
magra	لطیف	magro	لطیف	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
magra	پتلا	magro	پتلا	ADJ;FEM;SG	N;NOM;MASC;SG;3
portatore	ہرکارہ	portatore	ہرکارہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
portatore	بیرا	portatore	بیرا	N;MASC;SG	PROPN;NOM;MASC;SG;3
bravi	اچھا	bravo	اچھا	ADJ;MASC;PL	ADJ;NOM;MASC;SG
bravi	خوبی	bravo	خوبی	ADJ;MASC;PL	N;NOM;MASC;SG;3
bravi	باادب	bravo	باادب	ADJ;MASC;PL	
bravi	اثاثہ	bravo	اثاثہ	ADJ;MASC;PL	N;NOM;MASC;SG;3
bravi	کافی.	bravo	کافی.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
bravi	مدّعا	bravo	مدّعا	ADJ;MASC;PL	
saccheggio	فائدہ.	saccheggio	فائدہ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
saccheggio	تاراجی.	saccheggio	تاراجی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
saw	مقولہ	essere	مقولہ	N;MASC;SG	ADJ
saw	مثل	essere	مثل	N;MASC;SG	
saw	مقولہ	essere	مقولہ	N;MASC;SG	ADJ
diabete	ذیابیطس	diabete	ذیابیطس	N;MASC;SG	PROPN;NOM;MASC;SG;3
diabete	پیاس	diabete	پیاس	N;MASC;SG	V;SG;ACT
geometrica	(	geometrico	(	ADJ;FEM;SG	
geometrica	نقشے	geometrico	نقشہ	ADJ;FEM;SG	N;NOM;MASC;SG;3
seguace	پیرو.	seguace	پیرو.	N;SG	PROPN;NOM;MASC;SG;3
seguace	مطیع	seguace	مطیع	N;SG	ADJ
abbandonate	لاابالی	abbandonato	لاابالی	V;FEM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
abbandonate	آزادانہ	abbandonato	آزادانہ	V;FEM;PL;PST;V.PTCP	ADJ
abbandonate	لاابالی	abbandonato	لاابالی	V;FEM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
proclama	اعلان	proclamare	اعلان	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
inversa	الٹی	inversare	الٹی	ADJ;FEM;SG	N;NOM;MASC;SG;3
inversa	الٹ.	inversare	الٹ.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
inversa	ترتیب	inversare	ترتیب	ADJ;FEM;SG	N;NOM;FEM;SG;3
inversa	تشکیل	inversare	تشکیل	ADJ;FEM;SG	N;NOM;MASC;SG;3
inversa	نقیض	inversare	نقیض	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
inversa	مقلوب.	inversare	مقلوب.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
inversa	معکوس	inversare	معکوس	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
esplode	غصے	esplodere	غصے	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
esplode	بم	esplodere	بم	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
esplode	بارود	esplodere	بارود	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
esplode	جذبے	esplodere	جذبہ	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
busta	لفافہ	busta	لفافہ	N;FEM;SG	
busta	پوشش	busta	پوشش	N;FEM;SG	PROPN;NOM;MASC;SG;3
direct	to	direct	to	N	
direct	اصلی	direct	اصلی	N	ADJ
direct	مستقیم	direct	مستقیم	N	ADJ
direct	واضح	direct	واضح	N	ADJ
direct	انصرام	direct	انصرام	N	PROPN;NOM;MASC;SG;3
rumble	by	rumble	by	N;MASC;SG	
rumble	بنکارنا	rumble	بنکار	N;MASC;SG	V;NFIN
rumble	(	rumble	(	N;MASC;SG	
rumble	along	rumble	along	N;MASC;SG	PROPN;NOM;MASC;SG;3
rumble	گڑگڑاہٹ.	rumble	گڑگڑاہٹ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
rumble	گونجتی	rumble	گونجتی	N;MASC;SG	V;IPFV;FEM;SG;V.PTCP;ACT
dragone	غصیل	dragone	غصیل	N;MASC;SG	PROPN;NOM;MASC;SG;3
devoto	زاہد	devoto	زاہد	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
decorativo	زیباشی	decorativo	زیباشی	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
decorativo	زیباشی	decorativo	زیباشی	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
matrix	سانچا	matrix	سانچا	N;MASC	
vitamina	حیاتین	vitamina	حیاتین	N;FEM;SG	N;NOM;MASC;PL;3
ministeriale	مؤیّد.	ministeriale	مؤیّد.	ADJ;SG	PROPN;NOM;MASC;SG;3
organizzano	سلجھانا.	organizzare	سلجھان	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
sospendere	منصب	sospendere	منصب	V;NFIN	N;NOM;MASC;SG;3
sospendere	خارج	sospendere	خارج	V;NFIN	ADJ
delicata	بالحاظ	delicato	بالحاظ	ADJ;FEM;SG	N
delicata	بالحاظ	delicato	بالحاظ	ADJ;FEM;SG	N
estraneo	اناڑی.	estraneo	اناڑی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
estraneo	پرایا.	estraneo	پرایا.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
estraneo	پرایا.	estraneo	پرایا.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
estraneo	اجنبی	estraneo	اجنبی	ADJ;MASC;SG	V;SG;V.PTCP;ACT
fantastica	طرفہ.	fantastico	طرفہ.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
fantastica	نرالا	fantastico	نرالا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
fantastica	بارعب	fantastico	بارعب	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
escursioni	انحراف.	escursione	انحراف.	N;FEM;PL	PROPN;NOM;MASC;SG;3
escursioni	یلغار	escursione	یلغار	N;FEM;PL	N;NOM;MASC;SG;3
abitante	باشندہ	abitante	باشندہ	N;SG	ADJ
etiope	ایتھیوپیائی.	etiope	ایتھیوپیائی.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
etiope	حبشی	etiope	حبشی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
intuizione	القا	intuizione	القا	N;FEM;SG	PROPN;NOM;MASC;SG;3
intuizione	کشف.	intuizione	کشف.	N;FEM;SG	
intuizione	کنایہ.	intuizione	کنایہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
intuizione	احساس.	intuizione	احساس.	N;FEM;SG	PROPN;NOM;MASC;SG;3
intuizione	کُب.	intuizione	کُب.	N;FEM;SG	
corsia	گلی	corsia	گلی	N;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
frizione	پکڑ	frizione	پکڑ	N;FEM;SG	V;ACT
frizione	شکنجہ.	frizione	شکنجہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
frizione	فرکی	frizione	فرکی	N;FEM;SG	PROPN;NOM;MASC;SG;3
frizione	گھسائی	frizione	گھسائی	N;FEM;SG	PROPN;NOM;MASC;SG;3
frizione	فرک.	frizione	فرک.	N;FEM;SG	
frizione	رگڑائی	frizione	رگڑائی	N;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
frizione	مالش.	frizione	مالش.	N;FEM;SG	PROPN;NOM;MASC;SG;3
frizione	ٹکرائو	frizione	ٹکرائو	N;FEM;SG	V;SG;V.PTCP;ACT
frizione	اختلاف.	frizione	اختلاف.	N;FEM;SG	ADJ
coltivare	تادیب	coltivare	تادیب	V;NFIN	PROPN;NOM;MASC;SG;3
coltivare	تزئین	coltivare	تزئین	V;NFIN	N;NOM;MASC;SG;3
coltivare	پالنا.	coltivare	پالنا.	V;NFIN	PROPN;NOM;MASC;SG;3
mongolo	منگولی.	mongolo	منگولی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
intelletto	جاننے	intelletto	جان	N;MASC;SG	V;ACC;NFIN
intelletto	جاننے	intelletto	جان	N;MASC;SG	V;ACC;NFIN
disgrazia	بدقسمتی	disgrazia	بدقسمتی	N;FEM;SG	V;FEM;SG;V.PTCP;ACT
disgrazia	ذلّت	disgrazia	ذلّت	N;FEM;SG	PROPN;NOM;MASC;SG;3
disgrazia	شرمناک	disgrazia	شرمناک	N;FEM;SG	ADJ
disgrazia	نااہل	disgrazia	نااہل	N;FEM;SG	ADJ
disgrazia	رُسوائی	disgrazia	رُسوائی	N;FEM;SG	PROPN;NOM;MASC;SG;3
disgrazia	بدنامی	disgrazia	بدنامی	N;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
disgrazia	ذلّت	disgrazia	ذلّت	N;FEM;SG	PROPN;NOM;MASC;SG;3
disgrazia	شرمناک	disgrazia	شرمناک	N;FEM;SG	ADJ
disgrazia	نااہل	disgrazia	نااہل	N;FEM;SG	ADJ
stimoli	تحرک	stimolare	تحرک	N;MASC;SG	
stimoli	اُکساہٹ	stimolare	اُکساہٹ	N;MASC;SG	PROPN;NOM;MASC;SG;3
stimoli	اُکساہٹ	stimolare	اُکساہٹ	N;MASC;SG	PROPN;NOM;MASC;SG;3
stimoli	مہیج	stimolare	مہیج	N;MASC;SG	PROPN;NOM;MASC;SG;3
stimoli	ہیجان.	stimolare	ہیجان.	N;MASC;SG	PROPN;NOM;MASC;SG;3
vertebre	فقرہ	vertebra	فقرہ	N;FEM;PL	
vertebre	منکا.	vertebra	منکا.	N;FEM;PL	PROPN;NOM;MASC;SG;3
enfasi	واضح	enfasi	واضح	N;FEM	ADJ
alloggi	سمجھوتہ	alloggio	سمجھوتہ	N;MASC;PL	PROPN;NOM;MASC;SG;3
alloggi	موافقت	alloggio	موافقت	N;MASC;PL	N;NOM;MASC;SG;3
alloggi	رواداری.	alloggio	رواداری.	N;MASC;PL	PROPN;NOM;MASC;SG;3
alloggi	(	alloggio	(	N;MASC;PL	
recinto	ٹالنا	recinto	ٹال	N;MASC;SG	V;SG;NFIN;ACT
recinto	گھیرنا	recinto	گھیر	N;MASC;SG	
recinto	جنگلہ	recinto	جنگلہ	N;MASC;SG	
recinto	ٹالنا	recinto	ٹال	N;MASC;SG	V;SG;NFIN;ACT
recinto	گھیرنا	recinto	گھیر	N;MASC;SG	
recinto	جنگلہ	recinto	جنگلہ	N;MASC;SG	
recinto	باڑ	recinto	باڑ	N;MASC;SG	
estrarre	جوہر	estrarre	جوہر	V;NFIN	PROPN;NOM;MASC;SG;3
estrarre	ملخص	estrarre	ملخص	V;NFIN	
estrarre	(	estrarre	(	V;NFIN	
estrarre	اقتباس.	estrarre	اقتباس.	V;NFIN	PROPN;NOM;MASC;SG;3
estrarre	لطف	estrarre	لطف	V;NFIN	ADJ
estrarre	نقل	estrarre	نقل	V;NFIN	N;NOM;MASC;SG;3
estrarre	جوہر	estrarre	جوہر	V;NFIN	PROPN;NOM;MASC;SG;3
estrarre	ملخص	estrarre	ملخص	V;NFIN	
estrarre	(	estrarre	(	V;NFIN	
estrarre	ست	estrarre	ست	V;NFIN	
estrarre	اقتباس.	estrarre	اقتباس.	V;NFIN	PROPN;NOM;MASC;SG;3
estrarre	لطف	estrarre	لطف	V;NFIN	ADJ
estrarre	نقل	estrarre	نقل	V;NFIN	N;NOM;MASC;SG;3
colt	نیا	colt	نیا	N	ADJ;NOM;MASC;SG
colt	نیا	colt	نیا	N	ADJ;NOM;MASC;SG
colt	بچھیرا	colt	بچھیرا	N	PROPN;NOM;MASC;SG;3
quantitativo	ضخامت	quantitativo	ضخامت	ADJ;MASC;SG	N;NOM;MASC;SG;3
quantitativo	کمیت	quantitativo	کمیت	ADJ;MASC;SG	N;NOM;MASC;SG;3
quantitativo	وسعت	quantitativo	وسعت	ADJ;MASC;SG	N;NOM;MASC;SG;3
quantitativo	بہتات	quantitativo	بہتات	ADJ;MASC;SG	N;NOM;MASC;SG;3
quantitativo	مقدار.	quantitativo	مقدارچ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
portamento	چول	portamento	چول	N;MASC;SG	PROPN;NOM;MASC;SG;3
portamento	ٹھہرائو.	portamento	ٹھہرائو.	N;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
portamento	اعتدال	portamento	اعتدال	N;MASC;SG	ADJ
serenità	سکون	serenità	سکون	N;FEM	
serenità	شانتی.	serenità	شانتی.	N;FEM	PROPN;NOM;MASC;SG;3
serenità	خموشی	serenità	خموشی	N;FEM	PROPN;NOM;MASC;SG;3
carboni	زغال.	carbone	زغال.	N;MASC;PL	
carboni	کوئلہ	carbone	کوئلہ	N;MASC;PL	N;NOM;MASC;SG;3
carboni	انگارہ	carbone	انگارہ	N;MASC;PL	
simbolica	رمزی.	simbolico	رمزی.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
simbolica	رمزی.	simbolico	رمزی.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
turche	کرغیزی.	turca	کرغیزی.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
eternità	دوام	eternità	دوام	N;FEM	PROPN;NOM;MASC;SG;3
isolate	نرالا.	isolato	نرالاؤ	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
isolate	انوکھا	isolato	انوکھا	ADJ;FEM;PL	ADJ;NOM;MASC;SG
zombi	ٹھس	zombo	ٹھس	N;MASC;PL	
taverna	سرائے	taverna	سرائے	N;FEM;SG	PROPN;NOM;MASC;SG;3
incompleto	ادھورا.	incompleto	ادھورا.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
delusione	واہمہ.	delusione	واہمہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
delusione	واہمہ.	delusione	واہمہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
delusione	وہم	delusione	وہم	N;FEM;SG	PROPN;NOM;MASC;SG;3
anomalie	شے	anomalia	شے	N;FEM;PL	N;NOM;FEM;SG;3
ascia	کلھاڑا	ascia	کلھاڑا	N;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
ascia	اخراجات	ascia	خرچ	N;FEM;SG	N;NOM;MASC;PL;3
ascia	کلھاڑی	ascia	کلھاڑی	N;FEM;SG	PROPN;NOM;MASC;SG;3
ascia	تیشہ.	ascia	تیشہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
ascia	تبر	ascia	تبر	N;FEM;SG	
ascia	کلھاڑا	ascia	کلھاڑا	N;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
ascia	اخراجات	ascia	خرچ	N;FEM;SG	N;NOM;MASC;PL;3
ascia	کلھاڑی	ascia	کلھاڑی	N;FEM;SG	PROPN;NOM;MASC;SG;3
ascia	تیشہ.	ascia	تیشہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
sigma	c.	sigma	c.	N	
sigma	σ	sigma	σ	N	
midollo	جوہر.	midollo	جوہر.	N;MASC;SG	PROPN;NOM;MASC;SG;3
gradino	کھانچا	gradino	کھانچا	N;MASC;SG	
gradino	چاپ.	gradino	چاپ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
gradino	چال	gradino	چال	N;MASC;SG	;MASC;SG;3
feeling	جذباتی	feeling	جذباتی	N;MASC	ADJ;NOM
feeling	حسّاس	feeling	حسّاس	N;MASC	PROPN;NOM;MASC;SG;3
feeling	ہمدرد.	feeling	ہمدرد.	N;MASC	PROPN;NOM;MASC;SG;3
idraulica	آبی	idraulico	آبی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
prigioniera	قیدی.	prigioniera	قیدی.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
prigioniera	اسیر.	prigioniera	اسیر.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
prigioniera	محصور.	prigioniera	محصور.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
parabola	مثالیہ	parabola	مثالیہ	N;FEM;SG	PROPN;NOM;MASC;SG;3
parabola	رمزیہ	parabola	رمزیہ	N;FEM;SG	PROPN;NOM;MASC;SG;3
parabola	مجازیہ.	parabola	مجازیہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
pretendente	بننے	pretendente	بن	N;SG	V;NFIN
velluto	مخملی	velluto	مخملی	N;MASC;SG	PROPN;NOM;MASC;SG;3
velluto	مخمل	velluto	مخمل	N;MASC;SG	PROPN;NOM;MASC;SG;3
velluto	مخملی	velluto	مخملی	N;MASC;SG	PROPN;NOM;MASC;SG;3
vulnerabile	عاجز	vulnerabile	عاجز	ADJ;SG	N;NOM;MASC;SG;3
elaborati	دقت	elaborato	دقت	ADJ;MASC;PL	N;NOM;MASC;SG;3
pulita	صفائی	pulito	صفائی	ADJ;FEM;SG	N;NOM;MASC;SG;3
pulita	قطعاً	pulito	قطعاً	ADJ;FEM;SG	N
pulita	سْتھرا	pulito	سْتھرا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
pulita	کاملاً	pulito	کاملاً	ADJ;FEM;SG	ADV
pulita	پُھرتیلا	pulito	پُھرتیلا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
pulita	بنانا	pulito	بنا	ADJ;FEM;SG	V;MASC;SG;NFIN;ACT
pulita	سڈول	pulito	سڈول	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
recupera	(	recuperare	(	V;IND;SG;2;PRS;FIN	
recupera	تسلّط	recuperare	تسلّط	V;IND;SG;2;PRS;FIN	PROPN;NOM;MASC;SG;3
recupera	درستی	recuperare	درستی	V;IND;SG;2;PRS;FIN	ADJ
recupera	(	recuperare	(	V;IND;SG;2;PRS;FIN	
mediana	رگ	mediano	رگ	ADJ;FEM;SG	N;NOM;MASC;SG;3
mediana	درمیانی.	mediano	درمیانی.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
mediana	وسطی	mediano	وسطی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
mediana	۸	mediano	۸	ADJ;FEM;SG	
mediana	۴	mediano	۴	ADJ;FEM;SG	
mediana	۳	mediano	۳	ADJ;FEM;SG	
imposizione	ٹیکس.	imposizione	ٹیکس.	N;FEM;SG	PROPN;NOM;MASC;SG;3
connessa	مسلسل	connessare	مسلسل	ADJ;FEM;SG	ADV
connessa	متعلق	connessare	متعلق	ADJ;FEM;SG	ADP
connessa	منسوب.	connessare	منسوب.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
insufficienti	نارسا	insufficiente	نارسا	ADJ;PL	PROPN;NOM;MASC;SG;3
insufficienti	کمتر.	insufficiente	کمتر.	ADJ;PL	PROPN;NOM;MASC;SG;3
insufficienti	نارسا	insufficiente	نارسا	ADJ;PL	PROPN;NOM;MASC;SG;3
insufficienti	کمتر.	insufficiente	کمتر.	ADJ;PL	PROPN;NOM;MASC;SG;3
propagazione	پھیلاؤ	propagazione	پھیلاؤ	N;FEM;SG	PROPN;NOM;MASC;SG;3
mercy	عفو	mercy	عفو	N	
mercy	درگزر.	mercy	درگزر.	N	
mercy	ترس	mercy	ترس	N	V;ACT
mercy	عفو	mercy	عفو	N	
mercy	درگزر.	mercy	درگزر.	N	
mercy	ترس	mercy	ترس	N	V;ACT
bilancia	ٹھہرا	bilancia	ٹھہر	N;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
tan	سنولانا	tan	سنولانا		V;NFIN;ACT
impasto	نقدی.	impasto	نقدی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
inattività	نکمّا.	inattività	نکمیاؤ	N;FEM	PROPN;NOM;MASC;SG;3
inattività	غیرمستعمل	inattività	غیرمستعمل	N;FEM	ADJ
inattività	ناکارہ	inattività	ناکارہ	N;FEM	ADJ
inattività	معطل.	inattività	معطل.	N;FEM	PROPN;NOM;MASC;SG;3
inattività	متروک	inattività	متروک	N;FEM	ADJ
inattività	خالی	inattività	خالی	N;FEM	ADJ
inattività	نکمّا.	inattività	نکمیاؤ	N;FEM	PROPN;NOM;MASC;SG;3
inattività	غیرمستعمل	inattività	غیرمستعمل	N;FEM	ADJ
inattività	ناکارہ	inattività	ناکارہ	N;FEM	ADJ
inattività	معطل.	inattività	معطل.	N;FEM	PROPN;NOM;MASC;SG;3
inattività	متروک	inattività	متروک	N;FEM	ADJ
inattività	معطل	inattività	معطل	N;FEM	ADJ
inattività	سست	inattività	سست	N;FEM	ADJ
inattività	کاہل.	inattività	کاہل.	N;FEM	
inattività	مجہول.	inattività	مجہول.	N;FEM	PROPN;NOM;MASC;SG;3
inattività	آلکسی.	inattività	آلکسی.	N;FEM	PROPN;NOM;MASC;SG;3
pal	ساتھی	pala	ساتھی	ADJ;SG	N;NOM;MASC;SG;3
pal	یار	pala	یار	ADJ;SG	PROPN;NOM;MASC;SG;3
pal	ہمکار.	pala	ہمکارؤ	ADJ;SG	PROPN;NOM;MASC;SG;3
pal	دوست	pala	دوست	ADJ;SG	N;NOM;MASC;SG;3
pal	ساتھی	pala	ساتھی	ADJ;SG	N;NOM;MASC;SG;3
pal	یار	pala	یار	ADJ;SG	PROPN;NOM;MASC;SG;3
pal	ہمکار.	pala	ہمکارؤ	ADJ;SG	PROPN;NOM;MASC;SG;3
bunny	ہدف.	bunny	ہدف.	N;MASC	
straight	(	straight	(	N	
straight	فوراً	straight	فوراً	N	ADV
straight	مسلسل	straight	مسلسل	N	ADV
straight	مربوط	straight	مربوط	N	ADJ
straight	مقطع	straight	مقطع	N	PROPN;NOM;MASC;SG;3
straight	ہموار	straight	ہموار	N	ADJ
straight	مرتب	straight	مرتب	N	ADJ
straight	ابھی.	straight	ابھی.	N	PROPN;NOM;MASC;SG;3
straight	ایماندارانہ	straight	ایماندارانہ	N	ADJ
straight	باقاعدہ	straight	باقاعدہ	N	ADJ
straight	(	straight	(	N	
straight	فوراً	straight	فوراً	N	ADV
straight	راست	straight	راست	N	
straight	مسلسل	straight	مسلسل	N	ADV
straight	مربوط	straight	مربوط	N	ADJ
straight	مقطع	straight	مقطع	N	PROPN;NOM;MASC;SG;3
straight	ہموار	straight	ہموار	N	ADJ
straight	مرتب	straight	مرتب	N	ADJ
straight	ابھی.	straight	ابھی.	N	PROPN;NOM;MASC;SG;3
straight	ایماندارانہ	straight	ایماندارانہ	N	ADJ
straight	باقاعدہ	straight	باقاعدہ	N	ADJ
allegoria	رمز.	allegoria	رمز.	N;FEM;SG	PROPN;NOM;MASC;SG;3
allegoria	ڈراما	allegoria	ڈراما	N;FEM;SG	PROPN;NOM;MASC;SG;3
allegoria	رمز.	allegoria	رمز.	N;FEM;SG	PROPN;NOM;MASC;SG;3
allegoria	ڈراما	allegoria	ڈراما	N;FEM;SG	PROPN;NOM;MASC;SG;3
orfanotrofio	یتیمی.	orfanotrofio	یتیمی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
hull	ڈھکنا.	hull	ڈھکنا.	N;MASC	V;SG;V.PTCP;ACT
hull	کشتی	hull	کشتی	N;MASC	PROPN;NOM;MASC;SG;3
trance	سرمستی.	trance	سرمستی.	N;MASC	PROPN;NOM;MASC;SG;3
bicchiere	سوڈے	bicchiere	سوڈے	N;MASC;SG	V;PFV;MASC;PL;V.PTCP;ACT
bicchiere	لگانا.	bicchiere	لگان	N;MASC;SG	V;MASC;SG;NFIN;ACT
aggiuntivo	فاضل	aggiuntivo	فاضل	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
aggiuntivo	اضافی.	aggiuntivo	اضافیؤ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
aggiuntivo	فاضل	aggiuntivo	فاضل	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
aggiuntivo	اضافی.	aggiuntivo	اضافیؤ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
fluidi	بہنے	fluidere	بہ	N;MASC;PL	V;NFIN;ACT
fluidi	ریزش	fluidere	ریزش	N;MASC;PL	PROPN;NOM;MASC;SG;3
fluidi	متغیر	fluidere	متغیر	N;MASC;PL	N;NOM;MASC;SG;3
fluidi	بہنے	fluidere	بہ	N;MASC;PL	V;NFIN;ACT
fluidi	ریزش	fluidere	ریزش	N;MASC;PL	PROPN;NOM;MASC;SG;3
fluidi	متغیر	fluidere	متغیر	N;MASC;PL	N;NOM;MASC;SG;3
fluidi	رواں	fluidere	رواں	N;MASC;PL	ADJ
spostati	جنبش	spostato	جنبش	V;MASC;PL;PST;V.PTCP	
spostati	حرکت	spostato	حرکت	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;SG;3
colta	مہذّب	cogliere	مہذّب	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
colta	شائستہ	cogliere	شائستہ	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
arterie	شریان	arteria	شریان	N;FEM;PL	N;NOM;MASC;SG;3
monastica	راہب	monastico	راہب	ADJ;FEM;SG	N;NOM;MASC;SG;3
confermo	پختہ	confermo	پختہ	V;IND;SG;1;PRS;FIN	ADJ
confermo	توثیق	confermo	توثیق	V;IND;SG;1;PRS;FIN	N;NOM;MASC;SG;3
confermo	املاک	confermo	ملک	V;IND;SG;1;PRS;FIN	N;NOM;MASC;SG;3
indifferente	ادنیٰ.	indifferente	ادنیٰ.	ADJ;SG	PROPN;NOM;MASC;SG;3
miocene	مائسینی	miocene	مائسینی	N;MASC	PROPN;NOM;MASC;SG;3
oak	یونیورسٹی	oak	یونیورسٹی	N;MASC	PROPN;NOM;MASC;SG;3
raffinato	نفیس	raffinato	نفیس	ADJ;MASC;SG	
raffinato	شائستہ	raffinato	شائستہ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
telecamera	کیمرا.	telecamera	کیمرا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
wireless	لاسلکی.	wireless	لاسلکی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
enormemente	بہت	enormemente	بہت	ADV	DET
enormemente	غیرمعمولی	enormemente	غیرمعمولی	ADV	ADJ
cofano	قصابے	cofano	قصابہ	N;MASC;SG	
cofano	چھولداری.	cofano	چھولداری.	N;MASC;SG	PROPN;NOM;MASC;SG;3
cofano	شامیانہ	cofano	شامیانہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
cenere	پیلی.	cenere	پیلی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
rinnovare	آغاز	rinnovare	آغاز	V;NFIN	N;NOM;MASC;SG;3
rinnovare	رکنیت	rinnovare	رکنیت	V;NFIN	N;NOM;MASC;SG;3
truppa	جمگھٹا	truppa	جمگھٹا	N;FEM;SG	PROPN;NOM;MASC;SG;3
