der	на	der	на	DET;NOM;DEF;MASC;SG	ADP
schreibweise	правописа	schreibweise	правопишс	ADJ	N;DEF;MASC;SG
schreibweise	правопис	schreibweise	правопис	ADJ	N;INDF;MASC;SG
schreibweise	нотация	schreibweise	нотация	ADJ	N;INDF;FEM;SG
schreibweise	означение	schreibweise	означение	ADJ	N;INDF;NEUT;SG
marcus	маркус	marcus	маркус	PROPN	PROPN;INDF;MASC;SG
marcus	маркъс	marcus	маркъс	PROPN	N;INDF;MASC;SG
franzosen	французи	franzosen	француга	ADJ	N;INDF;MASC;PL
franzosen	французина	franzosen	французин	ADJ	N;DEF;MASC;SG
franzosen	французин	franzosen	французин	ADJ	N;INDF;MASC;SG
franzosen	френско	franzosen	френски	ADJ	ADV
franzosen	французи	franzosen	француга	ADJ	N;INDF;MASC;PL
franzosen	французин	franzosen	французин	ADJ	N;INDF;MASC;SG
zusammengefasst	обобщени	zusammenfassen	обобщя	V;V.PTCP	N;INDF;MASC;PL
zusammengefasst	обобщени	zusammenfassen	обобщя	V;V.PTCP	N;INDF;MASC;PL
minute	минута	minute	минута		N;INDF;FEM;SG
minute	мин	minute	минута		N;INDF;FEM;PL
minute	min	minute	min		PROPN;INDF;MASC;SG
funde	намира	fund	намирам-(се)	N;NOM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
massachusetts	масачузетс	massachusetts	масачузетс	PROPN;NOM;SG	N;INDF;MASC;SG
griechisch	гръцко	griechisch	гръцко	ADJ	ADV
griechisch	грък	griechisch	грък	ADJ	N;INDF;MASC;SG
griechisch	греко	griechisch	греко	ADJ	PROPN;INDF;MASC;SG
ausstattung	удобства	ausstattung	удобство	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
great	страхотно	greaen	страхотно	PROPN	ADV
stockholm	стокхолм	stockholm	стокхолм	PROPN	PROPN;INDF;MASC;SG
gelegen	лейн	liegen	лейн	ADJ;V.PTCP	PROPN;INDF;MASC;SG
gelegen	разположена	liegen	разположа-(се)	ADJ;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
gelegen	разположен	liegen	разположа-(се)	ADJ;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
gelegen	разположени	liegen	разположа-(се)	ADJ;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
gelegen	разположено	liegen	разположа-(се)	ADJ;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
gelegen	разположена	liegen	разположа-(се)	ADJ;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
gelegen	разположен	liegen	разположа-(се)	ADJ;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
gelegen	разположено	liegen	разположа-(се)	ADJ;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
porträt	портрети	porträt	портрет	N;SG	N;INDF;MASC;PL
systematik	номенклатура	systematik	номенклатура	ADJ	N;INDF;FEM;SG
systematik	номенклатурата	systematik	номенклатура	ADJ	N;DEF;FEM;SG
vorgänger	предшественик	vorgänger	предшественик	ADJ	N;INDF;MASC;SG
vorgänger	предшественици	vorgänger	предшественик	ADJ	N;INDF;MASC;PL
vorgänger	предшествениците	vorgänger	предшественик	ADJ	N;DEF;MASC;PL
autobahn	магистрала	Autobahn	магистрала	ADJ	N;INDF;FEM;SG
autobahn	магистрала	Autobahn	магистрала	ADJ	N;INDF;FEM;SG
autobahn	магистралата	Autobahn	магистрала	ADJ	N;DEF;FEM;SG
autobahn	магистрала	Autobahn	магистрала	ADJ	N;INDF;FEM;SG
autobahn	магистралата	Autobahn	магистрала	ADJ	N;DEF;FEM;SG
chemiker	химици	chemiker	химица	ADJ	N;INDF;FEM;PL
chemiker	химик	chemiker	химик	ADJ	N;INDF;MASC;SG
gestern	вчера	gestern	вчера		ADV
beider	двете	beide	два	PRO;NOM;INDF;PL	NUM;DEF;FEM;PL
bronzemedaille	бронз	bronzemedaille	бронз	ADJ	N;INDF;MASC;SG
bronzemedaille	бронзов	bronzemedaille	бронзов	ADJ	N;INDF;MASC;SG
umfangreiche	изчерпателна	umfangreich	изчерпателен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
umfangreiche	всеобхватен	umfangreich	всеобхватен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
umfangreiche	изчерпателно	umfangreich	изчерпателно	ADJ;NOM;FEM;PL	ADV
umfangreiche	изчерпателен	umfangreich	изчерпателен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
umfangreiche	обширно	umfangreich	обширно	ADJ;NOM;FEM;PL	ADV
bereiche	варира	bereich	варир		V;IPFV;IND;SG;3;PRS;FIN;ACT
bereiche	области	bereich	област		N;INDF;FEM;PL
bereiche	секторите	bereich	сектор		N;DEF;MASC;PL
bereiche	отрасли	bereich	отрасля-(се)		N;INDF;MASC;PL
bereiche	сектори	bereich	сектор		N;INDF;MASC;PL
bereiche	райони	bereich	район		N;INDF;MASC;PL
bereiche	зони	bereich	зоня		N;INDF;FEM;PL
bereiche	площи	bereich	площ		N;INDF;FEM;PL
bereiche	области	bereich	област		N;INDF;FEM;PL
keller	мазе	kell	маз		N;INDF;NEUT;SG
keller	мазето	kell	мазе		N;DEF;NEUT;SG
keller	изба	kell	изба		N;INDF;FEM;SG
keller	мазе	kell	маз		N;INDF;NEUT;SG
keller	мазето	kell	мазе		N;DEF;NEUT;SG
keller	избата	kell	избат		N;INDF;FEM;SG
keller	мазета	kell	мазет		N;INDF;NEUT;PL
keller	келър	kell	келър		N;INDF;MASC;SG
gutes	добро	gut	добър	ADJ;NOM;NEUT;SG	ADV
gutes	добре	gut	добре	ADJ;NOM;NEUT;SG	ADV
ansatz	подходи	ansatz	подход	N;SG	N;INDF;MASC;PL
abgeordneten	заместници	abgeordnet	заместник	ADJ;PL	N;INDF;MASC;PL
abgeordneten	депутати	abgeordnet	депутат	ADJ;PL	N;INDF;MASC;PL
abgeordneten	конгресмен	abgeordnet	конгресмен	ADJ;PL	N;INDF;MASC;SG
abgeordneten	депутатите	abgeordnet	депутат	ADJ;PL	N;DEF;MASC;PL
abgeordneten	депутати	abgeordnet	депутат	ADJ;PL	N;INDF;MASC;PL
taylor	тейлър	taylor	тейлър	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
vorlagen	шаблони	vorliegen	шаблон	V;NFIN	N;INDF;MASC;PL
vorlagen	образци	vorliegen	образец	V;NFIN	N;INDF;MASC;PL
vorlagen	стилове	vorliegen	стил	V;NFIN	N;INDF;MASC;PL
vorlagen	стайлс	vorliegen	стайлс	V;NFIN	N;INDF;MASC;SG
vorlagen	шаблон	vorliegen	шаблон	V;NFIN	N;INDF;MASC;SG
flagge	флаг	flagge	флаг		N;INDF;MASC;SG
flagge	знамето	flagge	знаме		N;DEF;NEUT;SG
flagge	знаме	flagge	знаме		N;INDF;NEUT;SG
flagge	знамена	flagge	знамена		N;INDF;NEUT;PL
flagge	флагове	flagge	флаг		N;INDF;MASC;PL
flagge	знамената	flagge	знаме		N;DEF;FEM;PL
italienisch	италианец	italienisch	италианец	ADJ	N;INDF;MASC;SG
italienisch	италианско	italienisch	италиански	ADJ	ADV
schottland	абърдийн	schottland	абърдийн	ADJ	N;INDF;MASC;SG
schottland	уелс	schottland	уелс	ADJ	PROPN;INDF;MASC;SG
schottland	шотландия	schottland	шотландия	ADJ	N;INDF;FEM;SG
schottland	глазгоу	schottland	глазгоу	ADJ	PROPN;INDF;MASC;SG
relevanten	съответна	relevant	съответен	V;NFIN	ADJ;INDF;FEM;SG
relevanten	съответен	relevant	съответен	V;NFIN	ADJ;INDF;MASC;SG
leipziger	leipziger	leipzig	leipziger	ADJ	PROPN;INDF;MASC;SG
verteidigung	отбранителна	verteidigung	отбранителен	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
geschäftsführer	управител	geschäftsführer	управител	ADJ	N;INDF;MASC;SG
geschäftsführer	мениджър	geschäftsführer	мениджър	ADJ	N;INDF;MASC;SG
geschäftsführer	директорите	geschäftsführer	директор	ADJ	N;DEF;MASC;PL
geschäftsführer	режисьори	geschäftsführer	режисьор	ADJ	N;INDF;MASC;PL
geschäftsführer	директори	geschäftsführer	директор	ADJ	N;INDF;MASC;PL
finnland	финландия	finnlind	финландия	PROPN;NOM;NEUT;SG	PROPN;INDF;FEM;SG
finnland	хелзинки	finnlind	хелзинка	PROPN;NOM;NEUT;SG	N;INDF;FEM;PL
inschrift	надпис	inschrefen	надпис	ADJ	N;INDF;MASC;SG
inschrift	посвещение	inschrefen	посвещение	ADJ	N;INDF;NEUT;SG
inschrift	шифър	inschrefen	шифър	ADJ	N;INDF;MASC;SG
mauer	стена	mauer	стена		N;INDF;FEM;SG
mauer	стената	mauer	стена		N;DEF;FEM;SG
mauer	уол	mauer	уол		N;INDF;FEM;SG
mauer	стени	mauer	стена		N;INDF;FEM;PL
mauer	стените	mauer	стена		N;DEF;FEM;PL
army	армията	army	армия		N;DEF;FEM;SG
army	армеец	army	армеец		N;INDF;MASC;SG
army	армия	army	армия		N;INDF;FEM;SG
army	армейски	army	армейски		ADJ;INDF;MASC;SG
psychologie	психолози	psychologie	психолог	N;NOM;FEM;SG	N;INDF;MASC;PL
redaktion	редактори	redaktion	редактор	N;SG	N;INDF;MASC;PL
redaktion	редакционната	redaktion	редакционен	N;SG	ADJ;DEF;FEM;SG
erfahren	опитен	erfahren	опитен	V;V.PTCP	ADJ;INDF;MASC;SG
erfahren	опитна	erfahren	опитна-(се)	V;V.PTCP	ADJ;INDF;FEM;SG
erfahren	опитни	erfahren	опитен	V;V.PTCP	ADJ;INDF;PL
führenden	водещи	führend	водя	V;PL;FIN	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
führenden	водещо	führend	водя	V;PL;FIN	ADV
strukturen	структури	struktur	структура	V;NFIN	N;INDF;FEM;PL
strukturen	конструкции	struktur	конструкция	V;NFIN	N;INDF;FEM;PL
strukturen	постройки	struktur	постройка	V;NFIN	N;INDF;FEM;PL
strukturen	структура	struktur	структура	V;NFIN	N;INDF;FEM;SG
strukturen	конструкция	struktur	конструкция	V;NFIN	N;INDF;FEM;SG
bayerische	баварски	bayerisch	баварски	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
bayerische	bayerische	bayerisch	bayerische	ADJ;NOM;FEM;PL	PROPN;INDF;MASC;SG
betroffenen	загрижени	betroffen	загрижа	ADJ;PL	V;PFV;INDF;PL;V.PTCP;PASS
betroffenen	загрижена	betroffen	загрижа-(се)	ADJ;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
betroffenen	загрижен	betroffen	загрижа-(се)	ADJ;PL	ADJ;INDF;MASC;SG
betroffenen	обезпокоен	betroffen	обезпокоен	ADJ;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
betroffenen	засегната	betroffen	засегна-(се)	ADJ;PL	ADJ;PFV;DEF;FEM;SG;V.PTCP;PASS
betroffenen	засегнато	betroffen	засегна-(се)	ADJ;PL	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
betroffenen	засегнат	betroffen	засегна-(се)	ADJ;PL	V;PFV;IND;PL;3;PRS;FIN;ACT
betroffenen	засегнати	betroffen	засегна-(се)	ADJ;PL	V;PFV;INDF;PL;V.PTCP;PASS
gelb	амбър	gelb	амбър	ADJ	PROPN;INDF;FEM;SG
gelb	жълто	gelb	жълт	ADJ	ADV
gelb	жълт	gelb	жълт	ADJ	N;INDF;MASC;SG
nachfolge	наследник	nachfolg	наследник	ADJ	N;INDF;MASC;SG
nachfolge	наследяването	nachfolg	наследяване	ADJ	N;DEF;NEUT;SG
absatz	параграф	absatz	параграф		N;INDF;MASC;SG
absatz	абзац	absatz	абзац		N;INDF;MASC;SG
absatz	пета	absatz	пети		ADJ;INDF;FEM;SG
absatz	петата	absatz	пети		ADJ;DEF;FEM;SG
feuerwehr	огън	feuerwehr	огън	ADJ	N;INDF;MASC;SG
feuerwehr	пожар	feuerwehr	пожар	ADJ	N;INDF;MASC;SG
feuerwehr	пожарникарите	feuerwehr	пожарникар	ADJ	N;DEF;MASC;PL
feuerwehr	пожарникари	feuerwehr	пожарникар	ADJ	N;INDF;MASC;PL
feuerwehr	пожарникари	feuerwehr	пожарникар	ADJ	N;INDF;MASC;PL
feuerwehr	пожарникар	feuerwehr	пожарникар	ADJ	N;INDF;MASC;SG
bekannter	познат	bekannter	познат	ADJ	N;INDF;MASC;SG
bekannter	запознанство	bekannter	запознанство	ADJ	N;INDF;NEUT;SG
bekannter	познат	bekannter	познат	ADJ	N;INDF;MASC;SG
leichtathletik	атлетика	leichtathletik	атлетика	ADJ	N;INDF;FEM;SG
leichtathletik	иааф	leichtathletik	иааф	ADJ	PROPN;INDF;MASC;SG
golden	златен	golden	златен		ADJ;INDF;MASC;SG
golden	златни	golden	златен		ADJ;INDF;PL
golden	златно	golden	златен		ADV
golden	златна	golden	златен		ADJ;INDF;FEM;SG
integriert	неделима	integrieren	неделим	V;V.PTCP	ADJ;INDF;FEM;SG
integriert	неразделна	integrieren	неразделен	V;V.PTCP	ADJ;INDF;FEM;SG
integriert	вграден	integrieren	вграден	V;V.PTCP	ADJ;INDF;MASC;SG
freier	кандидат	frei	кандидат	ADJ	N;INDF;MASC;SG
spuren	следите	spur	следя	V;NFIN	N;DEF;FEM;PL
spuren	писти	spur	пистя	V;NFIN	N;INDF;FEM;PL
spuren	следи	spur	следя	V;NFIN	N;INDF;FEM;PL
spuren	релси	spur	релса	V;NFIN	N;INDF;FEM;PL
spuren	следи	spur	следя	V;NFIN	N;INDF;FEM;PL
spuren	стъпките	spur	стъпка	V;NFIN	N;DEF;FEM;PL
spuren	стъпки	spur	стъпка	V;NFIN	N;INDF;FEM;PL
spuren	трейс	spur	трейс	V;NFIN	N;INDF;FEM;SG
schwierig	трудно	schwierig	трудно	ADJ	ADV
schwierig	силно	schwierig	силно	ADJ	ADV
schwierig	здраво	schwierig	здраво	ADJ	ADV
schwierig	твърдо	schwierig	твърдо	ADJ	ADV
schwierig	трудно	schwierig	трудно	ADJ	ADV
benjamin	бенджамин	benjamin	бенджамин	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
kaufte	купих	kaufen	купя	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
angeschlossen	прикрепени	anschließen	прикрепя	ADJ;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
angeschlossen	прикрепен	anschließen	прикрепя	ADJ;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
angeschlossen	прикрепена	anschließen	прикрепя	ADJ;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
angeschlossen	свързани	anschließen	свържа	ADJ;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
angeschlossen	свързан	anschließen	свържа	ADJ;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
angeschlossen	свързано	anschließen	свържа	ADJ;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
angeschlossen	свързана	anschließen	свържа	ADJ;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
angeschlossen	съединени	anschließen	съединя-(се)	ADJ;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
hoffe	надеждата	hoffen	надежда		N;DEF;FEM;SG
hoffe	хоуп	hoffen	хоуп		N;INDF;MASC;SG
hoffe	надежда	hoffen	надежда		N;INDF;FEM;SG
konzert	концерт	konzert	концерт	ADJ	N;INDF;MASC;SG
konzert	концерт	konzert	концерт	ADJ	N;INDF;MASC;SG
konzert	концерти	konzert	концерт	ADJ	N;INDF;MASC;PL
konzert	концертите	konzert	концерт	ADJ	N;DEF;MASC;PL
betrifft	засягат	betreffen	засягам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
betrifft	субект	betreffen	субект	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
betrifft	обект	betreffen	обект	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
jahrbuch	годишника	jahrbuch	годишника		N;DEF;MASC;SG
brach	разорен	brechen	разорен	V;IND;SG;3;PST;FIN	ADJ;INDF;MASC;SG
brach	разорени	brechen	разоря-(се)	V;IND;SG;3;PST;FIN	ADJ;INDF;PL
verstorbenen	починала	verstorben	почина-(си)	V;IND;PL;3;PST;FIN	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
verstorbenen	покойник	verstorben	покойник	V;IND;PL;3;PST;FIN	N;INDF;MASC;SG
verstorbenen	починал	verstorben	почина-(си)	V;IND;PL;3;PST;FIN	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
milliarden	милиарда	milliarden	милиард	N;NOM;FEM;PL	N;DEF;MASC;SG
milliarden	милиард	milliarden	милиард	N;NOM;FEM;PL	N;INDF;MASC;SG
heer	армията	heer	армия		N;DEF;FEM;SG
heer	армеец	heer	армеец		N;INDF;MASC;SG
heer	армия	heer	армия		N;INDF;FEM;SG
heer	армейски	heer	армейски		ADJ;INDF;MASC;SG
erhältlich	налично	erhältlich	налично	ADJ	ADV
gang	походка	gang	походка		N;INDF;FEM;SG
gang	банда	gang	банда		N;INDF;FEM;SG
last	зареди	last	заредя		V;PFV;IMP;SG;2;FIN
last	натоварване	last	натоварване		N;INDF;NEUT;SG
last	зареждане	last	зареждане		N;INDF;NEUT;SG
last	товар	last	товар		N;INDF;MASC;SG
last	бреме	last	бреме		N;INDF;NEUT;SG
last	тежест	last	тежест		N;INDF;FEM;SG
schneller	бързо	schnell	бързо	ADJ	ADV
schneller	суифт	schnell	суифт	ADJ	PROPN;INDF;MASC;SG
schneller	бързо	schnell	бързо	ADJ	ADV
angabe	индикация	angabe	индикация		N;INDF;FEM;SG
angabe	указание	angabe	указание		N;INDF;NEUT;SG
angabe	показание	angabe	показание		N;INDF;NEUT;SG
runs	управлява	runs	управлявам		V;IPFV;IND;SG;3;PRS;FIN;ACT
runs	тича	runs	тича		V;IPFV;IND;SG;3;PRS;FIN;ACT
lehrte	научени	lehren	науча-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;PL;V.PTCP;PASS
jahrzehnten	десетилетия	jahrzehnt	десетилетие	ADJ	N;INDF;NEUT;PL
tirol	тирол	tirol	тирол		PROPN;INDF;MASC;SG
tirol	инсбрук	tirol	инсбрук		PROPN;INDF;MASC;SG
tirol	tirol	tirol	tirol		PROPN;INDF;MASC;SG
verhandlungen	договаряне	verhandlingen	договаряне	V	N;INDF;NEUT;SG
verhandlungen	преговори	verhandlingen	преговори	V	N;INDF
verhandlungen	преговорите	verhandlingen	преговори	V	N;DEF
verhandlungen	договаряне	verhandlingen	договаряне	V	N;INDF;NEUT;SG
verhandlungen	преговори	verhandlingen	преговори	V	N;INDF
verhandlungen	преговорите	verhandlingen	преговори	V	N;DEF
verhandlungen	преговори	verhandlingen	преговори	V	N;INDF
verhandlungen	разисквания	verhandlingen	разискване	V	N;INDF;NEUT;PL
verhandlungen	дебати	verhandlingen	дебат	V	N;INDF;MASC;PL
umfeld	обстановка	umfeld	обстановка	ADJ	N;INDF;FEM;SG
umfeld	обкръжение	umfeld	обкръжение	ADJ	N;INDF;NEUT;SG
umfeld	среда	umfeld	среда	ADJ	N;INDF;FEM;SG
umfeld	среди	umfeld	сряда	ADJ	N;INDF;FEM;PL
beinhaltet	включват	beinhalten	включвам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
claude	клод	claude	клод	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
zdf	zdf	zdf	zdf	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
tony	тони	tony	тони	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
schaden	нараняване	schaden	нараняване	V;NFIN	N;INDF;NEUT;SG
schaden	контузия	schaden	контузия	V;NFIN	N;INDF;FEM;SG
schaden	травма	schaden	травма	V;NFIN	N;INDF;FEM;SG
schaden	наранявания	schaden	нараняване	V;NFIN	N;INDF;NEUT;PL
schaden	вреда	schaden	вреда	V;NFIN	N;INDF;FEM;SG
schaden	увреждане	schaden	увреждане	V;NFIN	N;INDF;NEUT;SG
schaden	щети	schaden	щета	V;NFIN	N;INDF;FEM;PL
schaden	повреда	schaden	повреда	V;NFIN	N;INDF;FEM;SG
schaden	вреди	schaden	вреда	V;NFIN	N;INDF;FEM;PL
schaden	повреди	schaden	повредя	V;NFIN	N;INDF;MASC;PL
schaden	щети	schaden	щета	V;NFIN	N;INDF;FEM;PL
schaden	обезщетение	schaden	обезщетение	V;NFIN	N;INDF;NEUT;SG
schaden	вреди	schaden	вреда	V;NFIN	N;INDF;FEM;PL
schaden	обезщетения	schaden	обезщетение	V;NFIN	N;INDF;NEUT;PL
zeitungen	вестник	zeitungen	вестник	V;NFIN	N;INDF;MASC;SG
zeitungen	вестници	zeitungen	вестник	V;NFIN	N;INDF;MASC;PL
