sandstein	arenisca	sandstein	arenisca		N;FEM;SG
weinbau	viñedos	weinbau	viñedo		N;MASC;PL
weinbau	viñedo	weinbau	viñedo		N;MASC;SG
weinbau	viñas	weinbau	viña		N;FEM;PL
weinbau	viñedos	weinbau	viñedo		N;MASC;PL
weinbau	viticultura	weinbau	viticultura		N;FEM;SG
weinbau	vinos	weinbau	vino		N;MASC;PL
weinbau	vino	weinbau	vino		N;MASC;SG
griechen	griegos	griechen	griego		N;MASC;PL
griechen	griega	griechen	griego		ADJ;FEM;SG
griechen	griego	griechen	griego		N;MASC;SG
griechen	griegos	griechen	griego		N;MASC;PL
individuelle	individuo	individuell	individuo	ADJ;NOM;FEM;PL	N;MASC;SG
individuelle	individual	individuell	individual	ADJ;NOM;FEM;PL	ADJ;SG
individuelle	personalizada	individuell	personalizado	ADJ;NOM;FEM;PL	ADJ;FEM;SG;V.PTCP
individuelle	personalizado	individuell	personalizado	ADJ;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
fair	feria	fair	feria	ADJ	N;FEM;SG
fair	justo	fair	justo	ADJ	ADV
scheitern	falla	scheitern	fallar	V;NFIN	N;FEM;SG
scheitern	fracaso	scheitern	fracaso	V;NFIN	N;MASC;SG
scheitern	fracaso	scheitern	fracaso	V;NFIN	N;MASC;SG
scheitern	fallo	scheitern	fallo	V;NFIN	N;MASC;SG
scheitern	falla	scheitern	fallar	V;NFIN	N;FEM;SG
scheitern	fallas	scheitern	falla	V;NFIN	N;FEM;PL
scheitern	fracasos	scheitern	fracaso	V;NFIN	N;MASC;PL
scheitern	fallos	scheitern	fallo	V;NFIN	N;MASC;PL
spitzen	encaje	spitz	encaje	V;NFIN	N;MASC;SG
spitzen	encajes	spitz	encaje	V;NFIN	N;MASC;PL
spitzen	picos	spitz	pico	V;NFIN	N;MASC;PL
aussieht	miradas	aussehen	mirada	V;IND;SG;3;PRS;FIN	N;FEM;PL
aussieht	aspecto	aussehen	aspecto	V;IND;SG;3;PRS;FIN	N;MASC;SG
aussieht	looks	aussehen	look	V;IND;SG;3;PRS;FIN	N;MASC;PL
mohammed	mohammad	mohammed	mohammad		N;MASC;SG
mohammed	mahoma	mohammed	mahomo		N;MASC;SG
mohammed	muhammad	mohammed	muhammad		N;MASC;SG
mohammed	mahoma	mohammed	mahomo		N;MASC;SG
mohammed	mohammed	mohammed	mohammed		N;MASC;SG
mohammed	mahoma	mohammed	mahomo		N;MASC;SG
mohammed	mohamed	mohammed	mohamed		N;MASC;SG
mohammed	mohamed	mohammed	mohamed		N;MASC;SG
marktplatz	mercado	marktplatz	mercado	ADJ	N;MASC;SG
arkansas	arkansas	arkansas	arkansa	PROPN;NOM;NEUT;SG	N;PL
indonesien	indonesia	indonesien	indonesio	PROPN;NOM;NEUT;SG	N;FEM;SG
indonesien	indonesio	indonesien	indonesio	PROPN;NOM;NEUT;SG	N;MASC;SG
indonesien	indonesia	indonesien	indonesio	PROPN;NOM;NEUT;SG	N;FEM;SG
indonesien	indonesio	indonesien	indonesio	PROPN;NOM;NEUT;SG	N;MASC;SG
bedingung	condicionado	bedingung	condicionado		ADJ;MASC;SG;V.PTCP
bedingung	condicional	bedingung	condicional		ADJ;SG
bedingung	condicionales	bedingung	condicional		ADJ;PL
bedingung	condicionada	bedingung	condicionado		ADJ;FEM;SG;V.PTCP
bedingung	condicion	bedingung	condicionr		N;FEM;SG
bedingung	estado	bedingung	estado		N;MASC;SG
bedingung	condición	bedingung	condición		N;FEM;SG
bedingung	restricción	bedingung	restricción		N;FEM;SG
bedingung	limitación	bedingung	limitación		N;FEM;SG
paolo	paolo	paolo	paolo	PROPN;NOM;MASC;SG	N;MASC;SG
tagebuch	diario	tagebuch	diario	ADJ	N;MASC;SG
tagebuch	journal	tagebuch	journal	ADJ	N;SG
tagebuch	revista	tagebuch	revista	ADJ	N;FEM;SG
tagebuch	diario	tagebuch	diario	ADJ	N;MASC;SG
tagebuch	agenda	tagebuch	agenda	ADJ	N;FEM;SG
tagebuch	diarios	tagebuch	diario	ADJ	N;MASC;PL
ethik	ética	ethik	ética		N;FEM;SG
ethik	éticos	ethik	ético		ADJ;MASC;PL
ethik	éticas	ethik	ético		ADJ;FEM;PL
ethik	ético	ethik	ético		ADJ;MASC;SG
ethik	ética	ethik	ética		N;FEM;SG
ethik	éticos	ethik	ético		ADJ;MASC;PL
ethik	éticas	ethik	ético		ADJ;FEM;PL
ausgewählte	seleccionado	ausgewählt	seleccionado	ADJ;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
ausgewählte	seleccionada	ausgewählt	seleccionado	ADJ;NOM;FEM;PL	ADJ;FEM;SG;V.PTCP
britisch	británico	britisch	británico	ADJ	N;MASC;SG
britisch	británicos	britisch	británico	ADJ	N;MASC;PL
entdecken	detección	entdecken	detección	V;NFIN	N;FEM;SG
entdecken	descubrimientos	entdecken	descubrimiento	V;NFIN	N;MASC;PL
entdecken	discovery	entdecken	discovery	V;NFIN	N;MASC;SG
entdecken	descubrimiento	entdecken	descubrimiento	V;NFIN	N;MASC;SG
gestapo	gestapo	gestapo	gestapo		N;FEM;SG
beginnend	comienzo	beginnend	comienzo	ADJ	N;MASC;SG
beginnend	empezando	beginnend	empezar	ADJ	V;V.MSDR
beginnend	comenzando	beginnend	comenzar	ADJ	V;V.MSDR
beginnend	comenzando	beginnend	comenzar	ADJ	V;V.MSDR
frequenz	frecuencias	frequenz	frecuencia	ADJ	N;FEM;PL
frequenz	periodicidad	frequenz	periodicidad	ADJ	N;FEM;SG
frequenz	frecuencia	frequenz	frecuencia	ADJ	N;FEM;SG
lit	lit	lit	lit		INTJ
lit	encendida	lit	encendido		ADJ;FEM;SG;V.PTCP
lit	encendido	lit	encendido		ADJ;MASC;SG;V.PTCP
lit	iluminado	lit	iluminar		ADJ;MASC;SG;V.PTCP
auffällig	visiblemente	auffällig	visiblemente	ADJ	ADV
verlinkung	link	verlinkung	link	ADJ	N;MASC;SG
verlinkung	enlazar	verlinkung	enlazar	ADJ	V;NFIN
verlinkung	enlace	verlinkung	enlace	ADJ	N;MASC;SG
verlinkung	vínculo	verlinkung	vínculo	ADJ	N;MASC;SG
verlinkung	enlazar	verlinkung	enlazar	ADJ	V;NFIN
verlinkung	vincular	verlinkung	vincular	ADJ	V;NFIN
verlinkung	vinculación	verlinkung	vinculación	ADJ	N;FEM;SG
seltene	rara	selten	raro	ADJ;NOM;PL	ADJ;FEM;SG
seltene	raro	selten	raro	ADJ;NOM;PL	ADJ;MASC;SG
marshall	marshall	marshall	marshall	PROPN	N;SG
marshall	mariscal	marshall	mariscal	PROPN	N;MASC;SG
marshall	alguacil	marshall	alguacil	PROPN	N;MASC;SG
marshall	mariscal	marshall	mariscal	PROPN	N;MASC;SG
marshall	marshal	marshall	marshal	PROPN	N;SG
marshall	comisario	marshall	comisario	PROPN	N;MASC;SG
handwerk	artesanía	handwerk	artesanía		N;FEM;SG
handwerk	artesanía	handwerk	artesanía		N;FEM;SG
handwerk	manualidades	handwerk	manualidad		N;FEM;PL
handwerk	artesanías	handwerk	artesanía		N;FEM;PL
handwerk	artesanía	handwerk	artesanía		N;FEM;SG
handwerk	embarcaciones	handwerk	embarcación		N;FEM;PL
handwerk	artesanía	handwerk	artesanía		N;FEM;SG
handwerk	artesanías	handwerk	artesanía		N;FEM;PL
handwerk	artesanía	handwerk	artesanía		N;FEM;SG
handwerk	manualidades	handwerk	manualidad		N;FEM;PL
handwerk	artesanías	handwerk	artesanía		N;FEM;PL
most	most	most	most		N
grosse	grande	groß	grande	N;NOM;FEM;PL	ADJ;SG
grosse	grandes	groß	grande	N;NOM;FEM;PL	ADJ;PL
grosse	grosse	groß	grosse	N;NOM;FEM;PL	N;SG
gütersloh	gütersloh	güterslehen	gütersloh	PROPN;NOM;MASC;SG	N;MASC;SG
geeignete	apropiada	geeignet	apropiado	ADJ;NOM;FEM;PL	ADJ;FEM;SG;V.PTCP
geeignete	adecuado	geeignet	adecuado	ADJ;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
geeignete	apropiado	geeignet	apropiado	ADJ;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
geeignete	apto	geeignet	apto	ADJ;NOM;FEM;PL	ADJ;MASC;SG
geeignete	apropiado	geeignet	apropiado	ADJ;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
geeignete	adecuado	geeignet	adecuado	ADJ;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
contest	concurso	contest	concurso	PROPN;NOM;SG	N;MASC;SG
contest	certamen	contest	certamen	PROPN;NOM;SG	N;MASC;SG
houston	houston	houston	houston	PROPN;NOM;SG	N;MASC;SG
adrian	adrian	adrian	adrir	PROPN;NOM;MASC;SG	PROPN
adrian	adriano	adrian	adriano	PROPN;NOM;MASC;SG	N;MASC;SG
adrian	adrián	adrian	adrián	PROPN;NOM;MASC;SG	PROPN
reichlich	amplia	reichlich	amplio	ADV	ADJ;FEM;SG
reichlich	amplio	reichlich	amplio	ADV	ADJ;MASC;SG
reichlich	abundante	reichlich	abundante	ADV	ADJ;SG
reichlich	abundantes	reichlich	abundante	ADV	ADJ;PL
reichlich	abundancia	reichlich	abundancia	ADV	N;FEM;SG
reichlich	abundante	reichlich	abundante	ADV	ADJ;SG
reichlich	abundantes	reichlich	abundante	ADV	ADJ;PL
gefallenen	caído	gefallen	caído	ADJ;PL	ADJ;MASC;SG;V.PTCP
gefallenen	caido	gefallen	caido	ADJ;PL	ADJ;MASC;SG;V.PTCP
kaffee	cafetera	kaffee	cafetero		ADJ;FEM;SG
kaffee	coffee	kaffee	coffear		N
kaffee	cafe	kaffee	cafe		N;SG
kaffee	cafetería	kaffee	cafetería		N;FEM;SG
kaffee	café	kaffee	café		N;MASC;SG
kaffee	cafe	kaffee	cafe		N;SG
kaffee	cafetería	kaffee	cafetería		N;FEM;SG
kaffee	café	kaffee	café		N;MASC;SG
gedenkstätte	memorial	gedenkstätte	memorial	ADJ;NOM;FEM;SG	N;MASC;SG
gedenkstätte	monumento	gedenkstätte	monumento	ADJ;NOM;FEM;SG	N;MASC;SG
agent	agente	agent	agente	PROPN;NOM;SG	N;SG
agent	mandatario	agent	mandatario	PROPN;NOM;SG	N;MASC;SG
agent	agent	agent	agent	PROPN;NOM;SG	N
zagreb	zagreb	zagreb	zagreb	PROPN	N;MASC;SG
fokus	enfoque	fokus	enfoque	ADJ	N;MASC;SG
fokus	centrar	fokus	centrar	ADJ	V;NFIN
fokus	concentración	fokus	concentración	ADJ	N;FEM;SG
fokus	focus	fokus	focu	ADJ	N
fokus	foco	fokus	foco	ADJ	N;MASC;SG
verbesserungen	mejoras	verberseringen	mejora	V	N;FEM;PL
verbesserungen	mejoras	verberseringen	mejora	V	N;FEM;PL
verbesserungen	mejoras	verberseringen	mejora	V	N;FEM;PL
verbesserungen	mejoría	verberseringen	mejoría	V	N;FEM;SG
verbesserungen	mejoramiento	verberseringen	mejoramiento	V	N;MASC;SG
verbesserungen	perfeccionamiento	verberseringen	perfeccionamiento	V	N;MASC;SG
verbesserungen	mejora	verberseringen	mejora	V	N;FEM;SG
gegenseitig	mutuamente	gegenseitig	mutuamente	ADJ	ADV
schien	aparecieron	scheinen	aparecer	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN
schien	aparecido	scheinen	aparecido	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
schien	brillaba	scheinen	brillar	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
schien	parecía	scheinen	parecer	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
schien	parecieron	scheinen	parecer	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN
turnieren	torneos	turnieren	torneo	V;NFIN	N;MASC;PL
grey	gris	grey	gris	PROPN;NOM;SG	
grey	grey	grey	grey	PROPN;NOM;SG	N
grey	grises	grey	gris	PROPN;NOM;SG	N;PL
krakau	cracovia	krakau	cracovia	PROPN;NOM;SG	N;MASC;SG
krakau	cracovia	krakau	cracovia	PROPN;NOM;SG	N;MASC;SG
krakau	cracovia	krakau	cracovia	PROPN;NOM;SG	N;MASC;SG
gedenken	conmemoración	gedenken	conmemoración	V;NFIN	N;FEM;SG
gesendet	transmitida	senden	transmitir	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gesendet	transmitido	senden	transmitido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gesendet	transmitidos	senden	transmitir	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gesendet	enviada	senden	enviado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gesendet	enviados	senden	enviar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gesendet	enviadas	senden	enviado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
gesendet	enviado	senden	enviado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gesendet	publicados	senden	publicado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gesendet	publicado	senden	publicado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gesendet	publicada	senden	publicado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
zypern	zimbabwe	zypern	zimbabwe		ADJ;SG
zypern	zimbabue	zypern	zimbabue		N;SG
zypern	chipre	zypern	chipre		N;FEM;SG
zypern	malta	zypern	malta		N;FEM;SG
anleitung	orientaciones	anleitung	orientación	N;NOM;FEM;SG	N;FEM;PL
anleitung	manuales	anleitung	manual	N;NOM;FEM;SG	N;MASC;PL
anleitung	manual	anleitung	manual	N;NOM;FEM;SG	ADJ;SG
anleitung	tutorial	anleitung	tutorial	N;NOM;FEM;SG	ADJ;SG
anleitung	instrucciones	anleitung	instrucción	N;NOM;FEM;SG	N;FEM;PL
jeff	jeff	jeff	jeff	PROPN;NOM;MASC;SG	PROPN
staatsbürgerschaft	nacionalidad	staatsbürgerschaft	nacionalidad	ADJ	N;FEM;SG
staatsbürgerschaft	ciudadanía	staatsbürgerschaft	ciudadanía	ADJ	N;FEM;SG
staatsbürgerschaft	nacionalidad	staatsbürgerschaft	nacionalidad	ADJ	N;FEM;SG
zwang	obligado	zwingen	obligado	V;SG;FIN	ADJ;MASC;SG;V.PTCP
zwang	forzado	zwingen	forzado	V;SG;FIN	ADJ;MASC;SG;V.PTCP
zwang	forzados	zwingen	forzado	V;SG;FIN	ADJ;MASC;PL;V.PTCP
zwang	forzada	zwingen	forzado	V;SG;FIN	ADJ;FEM;SG;V.PTCP
zwang	coacción	zwingen	coacción	V;SG;FIN	N;FEM;SG
zwang	compulsión	zwingen	compulsión	V;SG;FIN	N;FEM;SG
zwang	coerción	zwingen	coerción	V;SG;FIN	N;FEM;SG
zwang	coacción	zwingen	coacción	V;SG;FIN	N;FEM;SG
zwang	coacción	zwingen	coacción	V;SG;FIN	N;FEM;SG
zwang	restricción	zwingen	restricción	V;SG;FIN	N;FEM;SG
zwang	limitación	zwingen	limitación	V;SG;FIN	N;FEM;SG
germania	germania	germania	germania	PROPN;NOM;SG	N;FEM;SG
praktischen	practicidad	praktisch	practicidad	ADJ	N;FEM;SG
unterart	subtipo	unterart	subtipo	ADJ	N;MASC;SG
unterart	subespecies	unterart	subespecie	ADJ	N;FEM;PL
unterart	subespecie	unterart	subespecie	ADJ	N;FEM;SG
komplexe	complejos	komplex	complejo	ADJ;NOM;FEM;PL	N;MASC;PL
komplexe	complejidad	komplex	complejidad	ADJ;NOM;FEM;PL	N;FEM;SG
komplexe	compleja	komplex	complejo	ADJ;NOM;FEM;PL	ADJ;FEM;SG
komplexe	complejo	komplex	complejo	ADJ;NOM;FEM;PL	ADJ;MASC;SG
komplexe	complejos	komplex	complejo	ADJ;NOM;FEM;PL	N;MASC;PL
verbündeten	aliado	verbünden	aliado	V;IND;PL;3;PST;FIN	ADJ;MASC;SG;V.PTCP
verbündeten	aliadas	verbünden	aliado	V;IND;PL;3;PST;FIN	ADJ;FEM;PL;V.PTCP
verbündeten	aliada	verbünden	aliado	V;IND;PL;3;PST;FIN	ADJ;FEM;SG;V.PTCP
verbündeten	aliados	verbünden	aliado	V;IND;PL;3;PST;FIN	N;MASC;PL
verbündeten	aliadas	verbünden	aliado	V;IND;PL;3;PST;FIN	ADJ;FEM;PL;V.PTCP
verbündeten	aliados	verbünden	aliado	V;IND;PL;3;PST;FIN	N;MASC;PL
verbündeten	aliado	verbünden	aliado	V;IND;PL;3;PST;FIN	ADJ;MASC;SG;V.PTCP
verbündeten	ally	verbünden	ally	V;IND;PL;3;PST;FIN	N;SG
verbündeten	aliada	verbünden	aliado	V;IND;PL;3;PST;FIN	ADJ;FEM;SG;V.PTCP
monats	mensualmente	monats	mensualmente		ADV
monats	mensual	monats	mensual		ADJ;SG
monats	mensuales	monats	mensual		ADJ;PL
monats	mes	monats	mes		N;MASC;SG
truppe	tropa	trapp	tropa		N;FEM;SG
truppe	tropas	trapp	tropa		N;FEM;PL
türme	torre	türm	torre	N;NOM;PL	N;FEM;SG
türme	tower	türm	tower	N;NOM;PL	N;MASC;SG
hut	sombreros	hun	sombrero	N;SG	N;MASC;PL
hut	gorros	hun	gorro	N;SG	N;MASC;PL
hut	gorras	hun	gorra	N;SG	N;FEM;PL
verbleib	paradero	verbleib	paradero		N;MASC;SG
verbleib	destino	verbleib	destino		N;MASC;SG
abgeschafft	abolida	abschaffen	abolida	V;V.PTCP	ADJ;FEM;SG;V.PTCP
abgeschafft	abolido	abschaffen	abolido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
abgeschafft	suprimido	abschaffen	suprimir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
milch	lecheras	milch	lechera		N;FEM;PL
milch	lácteos	milch	lácteo		N;MASC;PL
milch	lácteo	milch	lácteo		ADJ;MASC;SG
milch	leche	milch	leche		N;FEM;SG
milch	milk	milch	milk		N
kommerziellen	anuncio	kommerziell	anuncio	ADJ	N;MASC;SG
jon	jon	jon	jon	PROPN;NOM;MASC;SG	PROPN
schmitt	schmitt	schmein	schmitt	PROPN	N;MASC;SG
weswegen	porqué	weswegen	porqué	ADV	
weswegen	why	weswegen	why	ADV	
hills	colinas	hills	colina	PROPN	N;FEM;PL
hills	cerros	hills	cerros	PROPN	N;MASC;PL
baptist	bautista	baptist	bautista	PROPN;NOM;MASC;SG	N;SG
angelegten	ajardinada	angelegt	ajardinado	V;PL;FIN	ADJ;FEM;SG;V.PTCP
anfänglich	inicialmente	anfänglich	inicialmente	ADJ	ADV
beeinflussen	influencia	beeinflussen	influencia	V;NFIN	N;FEM;SG
beeinflussen	influencias	beeinflussen	influencia	V;NFIN	N;FEM;PL
bug	bicho	bugen	bicho		N;MASC;SG
bug	insecto	bugen	insecto		N;MASC;SG
bug	bug	bugen	bug		N;MASC;SG
bug	moño	bugen	moño		N;MASC;SG
bug	reverencia	bugen	reverencia		N;FEM;SG
bug	arco	bugen	arco		N;MASC;SG
bug	proa	bugen	proa		N;FEM;SG
bug	bow	bugen	bow		N
meilen	mile	meilen	mile		N;MASC;SG
meilen	milla	meilen	milla		N;FEM;SG
meilen	kilómetro	meilen	kilómetro		N;MASC;SG
meilen	miles	meilen	mil		NUM;PL
meilen	millas	meilen	milla		N;FEM;PL
meilen	kilómetros	meilen	kilómetro		N;MASC;PL
meilen	kilometraje	meilen	kilometraje		N;MASC;SG
farm	granja	farm	granja	PROPN	N;FEM;SG
farm	finca	farm	finca	PROPN	N;FEM;SG
oberstleutnant	coronel	oberstleutnant	coronel	ADJ	N;MASC;SG
ermitteln	detección	ermitteln	detección	V;NFIN	N;FEM;SG
wta	wta	wta	wta		N;SG
freizeit	esparcimiento	freizeit	esparcimiento		N;MASC;SG
freizeit	ocio	freizeit	ocio		N;MASC;SG
freizeit	recreo	freizeit	recreo		N;MASC;SG
freizeit	recreación	freizeit	recreación		N;FEM;SG
freizeit	esparcimiento	freizeit	esparcimiento		N;MASC;SG
freizeit	ocio	freizeit	ocio		N;MASC;SG
freizeit	deportivo	freizeit	deportivo		ADJ;MASC;SG
freizeit	deportes	freizeit	deporte		N;MASC;PL
freizeit	deporte	freizeit	deporte		N;MASC;SG
drum	tambor	drum	tambor	ADV	N;MASC;SG
gera	gera	gera	gera	PROPN;NOM;MASC;SG	
motorrad	bicicletas	motorrad	bicicleta		N;FEM;PL
motorrad	bicis	motorrad	bicis		N;FEM;PL
motorrad	motos	motorrad	moto		N;FEM;PL
motorrad	motocicletas	motorrad	motocicleta		N;FEM;PL
motorrad	motos	motorrad	moto		N;FEM;PL
motorrad	bici	motorrad	bici		N;FEM;SG
motorrad	bicicletas	motorrad	bicicleta		N;FEM;PL
motorrad	moto	motorrad	moto		N;FEM;SG
motorrad	bike	motorrad	bike		N
motorrad	bicicleta	motorrad	bicicleta		N;FEM;SG
motorrad	motocicleta	motorrad	motocicleta		N;FEM;SG
motorrad	motos	motorrad	moto		N;FEM;PL
motorrad	moto	motorrad	moto		N;FEM;SG
motorrad	motocicleta	motorrad	motocicleta		N;FEM;SG
motorrad	moto	motorrad	moto		N;FEM;SG
lutherische	luterana	lutherisch	luterano	ADJ;NOM;FEM;PL	ADJ;FEM;SG
aktueller	actualidad	aktuell	actualidad	ADJ	N;FEM;SG
aktueller	corriente	aktuell	corriente	ADJ	N;MASC;SG
peer	peer	peer	peer		N
peer	pares	peer	par		N;MASC;PL
wellen	ejes	wellen	eje		N;MASC;PL
wellen	olas	wellen	ola		N;FEM;PL
wellen	oleaje	wellen	oleaje		N;MASC;SG
wellen	ondas	wellen	onda		N;FEM;PL
wellen	oleadas	wellen	oleada		N;FEM;PL
maßstab	balanza	maßsteben	balanza	ADV	N;FEM;SG
maßstab	baremo	maßsteben	baremo	ADV	N;MASC;SG
maßstab	escalar	maßsteben	escalar	ADV	V;NFIN
maßstab	escala	maßsteben	escala	ADV	N;FEM;SG
maßstab	referencia	maßsteben	referencia	ADV	N;FEM;SG
ständige	permanente	ständig	permanente	ADJ;NOM;FEM;PL	ADJ;SG
ständige	constante	ständig	constante	ADJ;NOM;FEM;PL	ADJ;SG
verbreiteten	difundido	verbreiten	difundido	V;IND;PL;3;PST;FIN	ADJ;MASC;SG;V.PTCP
verbreiteten	divulgado	verbreiten	divulgado	V;IND;PL;3;PST;FIN	ADJ;MASC;SG;V.PTCP
verbreiteten	difundida	verbreiten	difundido	V;IND;PL;3;PST;FIN	ADJ;FEM;SG;V.PTCP
landete	aterrizaron	landen	aterrizar	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN
landete	desembarcado	landen	desembarcado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
landete	aterrizado	landen	aterrizado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
sopran	soprano	sopran	soprano		N;FEM;SG
schoss	regazo	schießen	regazo	V;V.PTCP	N;MASC;SG
schoss	vuelta	schießen	vuelta	V;V.PTCP	N;FEM;SG
schoss	tiro	schießen	tiro	V;V.PTCP	N;MASC;SG
schoss	shot	schießen	shot	V;V.PTCP	N
schoss	disparo	schießen	disparo	V;V.PTCP	N;MASC;SG
fachliteratur	literatura	fachliteratur	literatura	ADJ	N;FEM;SG
philosophische	filosófica	philosophisch	filosófico	ADJ;NOM;FEM;PL	ADJ;FEM;SG
philosophische	filosófico	philosophisch	filosófico	ADJ;NOM;FEM;PL	ADJ;MASC;SG
klassiker	clásicos	klassik	clásico	ADJ	N;MASC;PL
klassiker	clásicos	klassik	clásico	ADJ	N;MASC;PL
klassiker	clásicos	klassik	clásico	ADJ	N;MASC;PL
klassiker	classic	klassik	classic	ADJ	N
burgund	borgoña	burgund	borgoña	PROPN;NOM;MASC;SG	N;FEM;SG
partnerschaft	sociedad	partnerschaft	sociedad	ADJ	N;FEM;SG
partnerschaft	asociación	partnerschaft	asociación	ADJ	N;FEM;SG
partnerschaft	hermanamiento	partnerschaft	hermanamiento	ADJ	N;MASC;SG
partnerschaft	asociaciones	partnerschaft	asociación	ADJ	N;FEM;PL
partnerschaft	colaboraciones	partnerschaft	colaboración	ADJ	N;FEM;PL
partnerschaft	alianzas	partnerschaft	alianza	ADJ	N;FEM;PL
pauli	pauli	pauli	pauli	PROPN;NOM;MASC;SG	N;SG
brot	pan	broten	pan		N;MASC;SG
ukrainischen	ucrania	ukrainisch	ucrania	ADJ;NOM;MASC;PL	N;FEM;SG
ukrainischen	ucraniana	ukrainisch	ucraniano	ADJ;NOM;MASC;PL	ADJ;FEM;SG
ukrainischen	ucraniano	ukrainisch	ucraniano	ADJ;NOM;MASC;PL	ADJ;MASC;SG
xiii	xiii	xiii	xiii		N
lehren	enseñanzas	lehren	enseñanza	V;NFIN	N;FEM;PL
lehren	lecciones	lehren	lección	V;NFIN	N;FEM;PL
lehren	clases	lehren	clase	V;NFIN	N;FEM;PL
lehren	docencia	lehren	docencia	V;NFIN	N;FEM;SG
lehren	enseñanza	lehren	enseñanza	V;NFIN	N;FEM;SG
lehren	enseñas	lehren	enseña	V;NFIN	N;FEM;PL
lehren	profe	lehren	profe	V;NFIN	INTJ
lehren	enseñanzas	lehren	enseñanza	V;NFIN	N;FEM;PL
marseille	marsella	marseill	marsella	PROPN;NOM;NEUT;SG	N;FEM;SG
marseille	marsella	marseill	marsella	PROPN;NOM;NEUT;SG	N;FEM;SG
hugh	hugo	hagh	hugo	PROPN;NOM;SG	N;MASC;SG
chen	chen	chen	chen	PROPN;NOM;MASC;SG	PROPN
leon	león	leon	león	PROPN;NOM;SG	N;MASC;SG
leon	leon	leon	leer	PROPN;NOM;SG	N
ostseite	este	ostseite	este	ADJ	PRO;MASC;SG
ostseite	oriente	ostseite	oriente	ADJ	N;MASC;SG
ostseite	east	ostseite	east	ADJ	N;MASC;SG
höfe	juzgados	hofen	juzgado	N;NOM;PL	ADJ;MASC;PL;V.PTCP
beethoven	beethoven	beethoven	beethoven		N;FEM;SG
mönche	monje	mönch	monje		N;MASC;SG
mönche	monjes	mönch	monje		N;MASC;PL
krefeld	krefeld	krefeld	krefeld	PROPN	N;MASC;SG
tommy	tommy	tommy	tommy	PROPN;NOM;MASC;SG	PROPN
ungarisch	húngaros	ungarisch	húngaro	ADJ	N;MASC;PL
ungarisch	húngaro	ungarisch	húngaro	ADJ	N;MASC;SG
ungarisch	hungría	ungarisch	hungría	ADJ	N;FEM;SG
rgb	rgb	rgb	rgb		N;MASC;SG
görlitz	görlitz	görlitz	görlitz	PROPN;NOM;SG	PROPN
glatt	plain	glatt	plain	ADJ	N
glatt	llanura	glatt	llanura	ADJ	N;FEM;SG
beauftragte	enviada	beauftragen	enviado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
beauftragte	enviado	beauftragen	enviado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
beauftragte	encargo	beauftragen	encargo	V;IND;SG;3;PST;FIN	N;MASC;SG
beauftragte	encargado	beauftragen	encargado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
beauftragte	delegada	beauftragen	delegado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
beauftragte	delegados	beauftragen	delegado	V;IND;SG;3;PST;FIN	N;MASC;PL
beauftragte	delegado	beauftragen	delegado	V;IND;SG;3;PST;FIN	N;MASC;SG
aussicht	prospecto	aussechen	prospecto	PROPN	N;MASC;SG
aussicht	perspectivas	aussechen	perspectiva	PROPN	N;FEM;PL
aussicht	outlook	aussechen	outlook	PROPN	N;MASC;SG
aussicht	perspectiva	aussechen	perspectiva	PROPN	N;FEM;SG
aussicht	vistas	aussechen	visto	PROPN	ADJ;FEM;PL;V.PTCP
aussicht	reproducciones	aussechen	reproducción	PROPN	N;FEM;PL
aussicht	visualizaciones	aussechen	visualización	PROPN	N;FEM;PL
