les	la	le	el	DET;DEF;PL	DET;DEF;FEM;SG
chargée	carregat	charger	carregat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
chargée	carregats	charger	carregat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
chronique	columna	chronique	columna	N;FEM;SG	
imposer	imposant	imposer	imposar	V;NFIN	V;V.MSDR
imposer	imposició	imposer	imposició	V;NFIN	N;FEM;SG
frais	fresc	frais	fresc	ADJ;MASC;SG	
frais	fresques	frais	fresc	ADJ;MASC;SG	ADJ;FEM;PL
frais	frescos	frais	fresc	ADJ;MASC;SG	ADJ;MASC;PL
frais	honoraris	frais	honorari	ADJ;MASC;SG	N;MASC;PL
frais	taxes	frais	taxa	ADJ;MASC;SG	N;FEM;PL
frais	despeses	frais	despesa	ADJ;MASC;SG	N;FEM;PL
traite	munyir	traite	munyir	N;FEM;SG	V;NFIN
pérou	peru	pérou	peru	N;MASC;SG	
bac	bac	bac	bac	N;MASC;SG	
bloqué	bloquejats	bloqué	bloquejat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
bloqué	bloquejat	bloqué	bloquejar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
palette	palet	palette	palet	N;FEM;SG	
palette	paleta	palette	paleta	N;FEM;SG	
indépendante	independents	indépendant	independent	ADJ;FEM;SG	ADJ;PL
tramway	tramvia	tramway	tramvia	N;MASC;SG	
tramway	tramvies	tramway	tramvia	N;MASC;SG	N;MASC;PL
tramway	tramway	tramway	tramway	N;MASC;SG	
élisabeth	elizabeth	élisabeth	elizabeth	N;FEM;SG	
élisabeth	elisabet	élisabeth	elisabet	N;FEM;SG	
amiens	amiens	amien	amians	PROPN	
troubles	trastorns	trouble	trastorn	ADJ;MASC;PL	N;MASC;PL
marco	marco	marco	marco	PROPN	PROPN
lès	lès	el	ell	N;MASC;SG	
offensive	ofensiu	offensif	ofensiu	ADJ;FEM;SG	
offensive	ofensiva	offensif	ofensiva	ADJ;FEM;SG	N;FEM;SG
alias	àlies	alias	àlia	ADV	
alias	àlies	alias	àlia	ADV	
alias	àlies	alias	àlia	ADV	
passagers	passatger	passager	passatger	N;MASC;PL	N;MASC;SG
degré	graus	degré	grau	N;MASC;SG	N;MASC;PL
puissant	puissant	puissant	puissar	ADJ;MASC;SG	V;V.MSDR
puissant	poderosos	puissant	poderós	ADJ;MASC;SG	ADJ;MASC;PL
puissant	poderoses	puissant	poderós	ADJ;MASC;SG	ADJ;FEM;PL
espagnols	castellà	espagnol	castellà	ADJ;MASC;PL	N;MASC;SG
espagnols	espanyol	espagnol	espanyol	ADJ;MASC;PL	ADJ;MASC;SG
hamilton	hamilton	hamilton	hamilton	PROPN	PROPN
partiellement	parcials	partiellement	parcial	ADV	ADJ;PL
tim	tim	tim	tim	PROPN	PROPN
sauver	desa	sauver	desa	V;NFIN	
sauver	desant	sauver	desant	V;NFIN	
sauver	estalvi	sauver	estalvi	V;NFIN	N;MASC;SG
juniors	júnior	junior	júnior	N;MASC;PL	
juniors	junior	junior	junior	N;MASC;PL	
visage	facial	visage	facial	N;MASC;SG	ADJ;SG
visage	cara	visage	cara	N;MASC;SG	
visage	face	visage	face	N;MASC;SG	
possibles	possible	possible	possible	ADJ;MASC;PL	ADJ;SG
danois	danesos	danois	danès	ADJ;MASC;SG	ADJ;MASC;PL
montrer	espectacle	montrer	espectacle	V;NFIN	N;MASC;SG
conférences	conferència	conférence	conferència	N;FEM;PL	N;FEM;SG
paramètres	arranjament	paramètre	arranjament	N;MASC;PL	N;MASC;SG
philadelphie	filadèlfia	philadelphie	filadèlfia	N;FEM;SG	
philadelphie	philadelphia	philadelphie	philadelphia	N;FEM;SG	
actualité	notícies	actualité	notícia	N;FEM;SG	N;FEM;PL
logements	allotjament	logement	allotjament	N;MASC;PL	N;MASC;SG
mariée	núvia	marier	núvia	V;FEM;SG;PST;V.PTCP	N;FEM;SG
mariée	casats	marier	casat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
mariée	casat	marier	casat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
meuse	meuse	meuse	meuse	N;FEM;SG	
billy	billy	billy	billy	PROPN	
suffisamment	suficient	suffisamment	suficient	ADV	ADJ;SG
poser	plantejant	poser	plantejar	V;NFIN	V;V.MSDR
poser	postures	poser	postura	V;NFIN	N;FEM;PL
traditionnel	tradicionals	traditionnel	tradicional	ADJ;MASC;SG	ADJ;PL
suprême	suprem	suprême	suprem	ADJ;MASC;SG	N;MASC;SG
suprême	suprema	suprême	suprema	ADJ;MASC;SG	
musulmans	musulmà	musulman	musulmà	N;MASC;PL	ADJ;MASC;SG
ain	ain	ain	ain	PROPN	
échanges	intercanvis	échange	intercanvi	N;MASC;PL	
échanges	comerç	échange	comerç	N;MASC;PL	N;MASC;SG
procédé	procés	procéder	procés	V;MASC;SG;PST;V.PTCP	N;MASC;SG
sexe	sex	sexe	sex	N;MASC;SG	PROPN
andy	andy	andy	andy	PROPN	PROPN
norme	norma	norme	norma	N;FEM;SG	
norme	estàndard	norme	estàndard	N;FEM;SG	
appareils	electrodomèstics	appareil	electrodomèstic	N;MASC;PL	ADJ;MASC;PL
gordon	gordon	gordon	gordondre	PROPN	PROPN
graphique	gràfics	graphique	gràfic	ADJ;MASC;SG	ADJ;MASC;PL
repose	descans	reposer	descans	V;IND;SG;3;PRS;FIN	N;MASC;SG
nick	nick	nick	nick	PROPN	PROPN
surprise	sorprèn	surprise	sorprendre	N;FEM;SG	V;IND;SG;3;PRS;FIN
surprise	sorprès	surprise	sorprès	N;FEM;SG	ADJ;MASC;SG;V.PTCP
juif	juif	juif	juif	ADJ;MASC;SG	
efficace	eficients	efficace	eficient	ADJ;MASC;SG	ADJ;PL
grecs	grecs	grec	grec	N;MASC;PL	ADJ;MASC;PL
grecs	grec	grec	grec	N;MASC;PL	ADJ;MASC;SG
perdre	perdent	perdre	perdre	V;NFIN	V;V.MSDR
contes	tales	conte	tala	N;MASC;PL	
longs	llarga	long	llarg	ADJ;MASC;PL	ADJ;FEM;SG
longs	llarg	long	llarg	ADJ;MASC;PL	ADJ;MASC;SG
longs	long	long	long	ADJ;MASC;PL	
supplémentaires	addicional	supplémentaire	addicional	ADJ;MASC;PL	ADJ;SG
supplémentaires	extra	supplémentaire	extra	ADJ;MASC;PL	
pavillon	pavillon	pavillon	pavillon	N;MASC;SG	
will	will	will	will	PROPN	PROPN
will	voluntat	will	voluntat	PROPN	N;FEM;SG
tournois	torneig	tournoi	torneig	N;MASC;PL	N;MASC;SG
gagné	guanyat	gagner	guanyat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
gagné	guanyat	gagner	guanyat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ateliers	curset	atelier	curset	N;MASC;PL	N;MASC;SG
ateliers	taller	atelier	taller	N;MASC;PL	N;MASC;SG
xviiie	xviiie	xviiie	xviiie	ADJ;MASC;SG	
xviiie	xviii	xviiie	xviiar	ADJ;MASC;SG	
den	den	den	den	PROPN	
den	donin	den	donar	PROPN	V;SBJV;PL;3;PRS;FIN
venezuela	veneçuela	venezuela	veneçuela	PROPN	ADJ;FEM;SG
triple	triple	triple	triple	ADJ;MASC;SG	
vécu	vivia	vivre	viure	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
vécu	viscut	vivre	viure	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
autel	altar	autel	altar	N;MASC;SG	
manoir	manoir	manoir	manoir	N;MASC;SG	
continuer	continuant	continuer	continuar	V;NFIN	V;V.MSDR
créés	creades	créer	creat	V;MASC;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
créés	creats	créer	creat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
créés	creat	créer	creat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
roussillon	rosselló	roussillon	rosselló	N;MASC;SG	
influencé	influenciat	influencer	influenciar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
influencé	influït	influencer	influir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
vacances	holiday	vacance	holiday	N;FEM;PL	
vacances	festiu	vacance	festiu	N;FEM;PL	ADJ;MASC;SG
plat	plànols	plat	plànol	N;MASC;SG	N;MASC;PL
plat	bemoll	plat	bemoll	N;MASC;SG	
plat	plana	plat	plana	N;MASC;SG	V;IND;SG;3;PRS;FIN
columbia	columbia	columbia	columbia	PROPN	N;FEM;SG
bons	bona	bon	bo	ADJ;MASC;PL	ADJ;FEM;SG
choisir	escollint	choisir	escollir	V;NFIN	V;V.MSDR
choisir	triant	choisir	triar	V;NFIN	
choisir	tria	choisir	triar	V;NFIN	
reliant	connectant	relier	connectar	V;PRS;V.PTCP	V;V.MSDR
reliant	reliant	relier	reliar	V;PRS;V.PTCP	
spécialisée	especialitzats	spécialiser	especialitzat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
spécialisée	especialitzat	spécialiser	especialitzat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
global	globals	global	global	ADJ;MASC;SG	ADJ;PL
bruce	bruce	bruce	bruce	PROPN	PROPN
troupe	troupe	troupe	troupe	N;FEM;SG	
sauvage	wild	sauvage	wild	ADJ;MASC;SG	PROPN
sauvage	salvatge	sauvage	salvatge	ADJ;MASC;SG	
sauvage	salvatge	sauvage	salvatge	ADJ;MASC;SG	
consulté	accedit	consulter	accedir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
consulté	consultats	consulter	consultat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
consulté	consultat	consulter	consultar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
clip	clips	clip	clip	N;MASC;SG	N;MASC;PL
accéder	accés	accéder	accés	V;NFIN	N;MASC;SG
occidental	western	occidental	western	ADJ;MASC;SG	
augmenter	increment	augmenter	increment	V;NFIN	N;MASC;SG
augmenter	augment	augmenter	augment	V;NFIN	N;MASC;SG
instant	instant	instant	instant	N;MASC;SG	
pourraient	podria	pouvoir	poder	V;COND;PL;3;PRS;FIN	V;COND;SG;3;FIN
voyages	viatja	voyage	viatjar	N;MASC;PL	V;IND;SG;3;PRS;FIN
phare	far	phare	far	ADJ;MASC;SG	
phare	phare	phare	phare	ADJ;MASC;SG	
déplacement	desplaçaments	déplacement	desplaçament	N;MASC;SG	N;MASC;PL
différente	diferents	différent	diferent	ADJ;FEM;SG	ADJ;PL
revenus	ingrés	revenu	ingrés	N;MASC;PL	N;MASC;SG
désert	deserta	désert	desertar	N;MASC;SG	ADJ;FEM;SG
désert	desertes	désert	deserta	N;MASC;SG	ADJ;FEM;PL
musiques	música	musique	música	N;FEM;PL	N;FEM;SG
naturels	natural	naturel	natural	ADJ;MASC;PL	ADJ;SG
ibn	ibn	ibn	ibn	PROPN	PROPN
nam	nam	nam	nam	PROPN	PROPN
enseignant	mestres	enseignant	mestre	N;MASC;SG	N;MASC;PL
enseignant	professors	enseignant	professor	N;MASC;SG	N;MASC;PL
enseignant	docents	enseignant	docent	N;MASC;SG	N;PL
territoriale	territorials	territorial	territorial	ADJ;FEM;SG	ADJ;PL
pedro	pedro	pedro	pedro	PROPN	
exactement	exacte	exactement	exacte	ADV	ADJ;MASC;SG
exactement	exactes	exactement	exacte	ADV	ADJ;PL
marquée	marcat	marquer	marcat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
hollywood	hollywood	hollywood	hollywood	N;MASC;SG	
tunis	tunis	tunir	tuni	PROPN	
presses	presses	presse	pressa	N;FEM;PL	
prusse	prússia	prusse	prússia	N;FEM;SG	ADJ;SG
laura	laura	laurer	laura	PROPN	
intérieure	indoor	intérieur	indoor	ADJ;FEM;SG	N;MASC;SG
augustin	agustí	augustin	agustí	PROPN	
augustin	augustin	augustin	augustar	PROPN	ADJ;MASC;SG
peint	pintat	peindre	pintar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
littéraires	literari	littéraire	literari	ADJ;MASC;PL	ADJ;MASC;SG
littéraires	literària	littéraire	literari	ADJ;MASC;PL	ADJ;FEM;SG
froid	fred	froid	fred	ADJ;MASC;SG	N;MASC;SG
froid	chill	froid	chill	ADJ;MASC;SG	
not	no	not	no	PRO;SG;3	ADV;NEG
syrie	síria	syrie	síriar	N;FEM;SG	ADJ;FEM;SG
flandre	flandre	flandre	flandre	PROPN	
flandre	flandes	flandre	flanda	PROPN	N;FEM;PL
villeneuve	villeneuve	villeneuve	villeneuve	N;MASC;SG	
alexis	alexis	alexis	alexir	PROPN	
lublin	lublin	lublin	lublir	N;FEM;SG	PROPN
playstation	playstation	playstation	playstation	N;FEM;SG	
ronde	ronda	ronde	rondar	N;FEM;SG	V;IND;SG;3;PRS;FIN
allen	allen	allen	allar	PROPN	PROPN
responsables	responsable	responsable	responsable	ADJ;MASC;PL	N;SG
riches	ric	riche	ric	ADJ;MASC;PL	ADJ;MASC;SG
riches	rich	riche	rich	ADJ;MASC;PL	PROPN
pékin	pequín	pékin	pequín	PROPN	
pékin	beijing	pékin	beijing	PROPN	
academy	academy	academy	academy	N;SG	
retrouvé	trobat	retrouver	trobar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
retrouvé	recuperats	retrouver	recuperat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
retrouvé	recuperat	retrouver	recuperar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
changé	canviades	changer	canviat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
changé	canviat	changer	canviar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
changé	canviada	changer	canviada	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
châteaux	châteaux	château	châteaux	N;MASC;PL	PROPN
line	línia	line	línia	N;SG	
mathématicien	matemàtic	mathématicien	matemàtic	N;MASC;SG	ADJ;MASC;SG
autonomie	autònoma	autonomie	autònom	N;FEM;SG	ADJ;FEM;SG
particuliers	particulars	particulier	particular	N;MASC;PL	ADJ;PL
partielle	parcials	partiel	parcial	ADJ;FEM;SG	ADJ;PL
dragons	drac	dragon	drac	N;MASC;PL	
dragons	dragons	dragon	dragó	N;MASC;PL	ADJ;MASC;PL
besançon	besançon	besançon	besançon	N;MASC;SG	
giuseppe	giuseppe	giuseppe	giuseppe	PROPN	PROPN
communal	comunals	communal	comunal	ADJ;MASC;SG	ADJ;PL
provisoire	provisionals	provisoire	provisional	ADJ;MASC;SG	ADJ;PL
classés	classificades	classer	classificat	V;MASC;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
classés	classificat	classer	classificat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
classés	classificats	classer	classificat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
classés	classificada	classer	classificat	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
veuve	vidu	veuve	vidu	N;FEM;SG	
nicole	nicole	nicole	nicole	N;FEM;SG	
programmation	programacions	programmation	programació	N;FEM;SG	N;FEM;PL
cesse	cessa	cesse	cessa	N;FEM;SG	V;IND;SG;3;PRS;FIN
héritier	hereu	héritier	hereu	N;MASC;SG	
héritier	héritier	héritier	héritier	N;MASC;SG	
lah	lah	lah	lah	N;MASC;SG	
bot	bot	bot	bot	N;MASC;SG	
botanique	botanic	botanique	botanic	ADJ;MASC;SG	
connues	conegut	connaître	conegut	V;FEM;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
amoureux	lovers	amoureux	lover	ADJ;MASC;SG	N;MASC
amoureux	amants	amoureux	amant	ADJ;MASC;SG	N;MASC;PL
amoureux	amant	amoureux	amant	ADJ;MASC;SG	
amélioration	millores	amélioration	millora	N;FEM;SG	N;FEM;PL
amélioration	millora	amélioration	millorar	N;FEM;SG	V;IND;SG;3;PRS;FIN
manchester	manchester	manchester	manchester	V;NFIN	ADJ;MASC;SG
spécifiques	específic	spécifique	específic	ADJ;MASC;PL	ADJ;MASC;SG
iso	iso	iso	iso	N;MASC;SG	
voile	navegant	voile	navegant	N;FEM;SG	V;V.MSDR
aisne	aisne	aisne	aisne	N;FEM;SG	ADJ;MASC;SG
spécialisé	especialitzats	spécialiser	especialitzat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
spécialisé	especialitzat	spécialiser	especialitzat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
soutenu	sostinguda	soutenir	sostingut	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
soutenu	sostingut	soutenir	sostingut	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
soutenu	subvencionat	soutenir	subvencionat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
soutenu	recolzada	soutenir	recolzat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
marchand	mercader	marchand	mercader	N;MASC;SG	
marchand	marchand	marchand	marchand	N;MASC;SG	PROPN
remarquable	notables	remarquable	notable	ADJ;MASC;SG	ADJ;PL
remarquable	remarcables	remarquable	remarcable	ADJ;MASC;SG	ADJ;PL
yougoslavie	iugoslàvia	yougoslavie	iugoslavi	N;FEM;SG	ADJ;FEM;SG
hugues	hughes	hugue	hugha	PROPN	PROPN
hugues	hugues	hugue	huga	PROPN	
hugues	hug	hugue	hug	PROPN	
hugues	hugh	hugue	hugh	PROPN	PROPN
zurich	zürich	zurich	zürich	PROPN	
zurich	zuric	zurich	zuric	PROPN	
zurich	zuric	zurich	zuric	PROPN	
zurich	zurich	zurich	zurich	PROPN	
assassinat	assassinat	assassinat	assassinat	N;MASC;SG	ADJ;MASC;SG;V.PTCP
abandonné	abandonat	abandonner	abandonat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
fernando	fernando	fernando	fernando	PROPN	
wilhelm	wilhelm	wilhelm	wilhelm	PROPN	PROPN
tribu	tribu	tribu	tribu	N;FEM;SG	
hebdomadaire	setmanals	hebdomadaire	setmanal	ADJ;MASC;SG	ADJ;PL
belges	belges	belge	belga	N;MASC;PL	
belges	belgues	belge	belga	N;MASC;PL	ADJ;PL
belges	belga	belge	belga	N;MASC;PL	ADJ;SG
rotation	rotatius	rotation	rotatiu	N;FEM;SG	ADJ;MASC;PL
rotation	girar	rotation	girar	N;FEM;SG	
rotation	gira	rotation	girar	N;FEM;SG	V;IND;SG;3;PRS;FIN
composés	compostos	composer	compost	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL
transféré	redistribuïts	transférer	redistribuït	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
transféré	transferit	transférer	transferir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
clark	clark	clark	clark	PROPN	PROPN
paulo	paulo	paulo	paulo	PROPN	PROPN
civils	civil	civil	civil	ADJ;MASC;PL	ADJ;SG
limoges	llemotges	limoge	llemotge	PROPN	
têtes	head	tête	head	N;FEM;PL	
têtes	capçal	tête	capçal	N;FEM;PL	N;MASC;SG
têtes	têtes	tête	teta	N;FEM;PL	
métal	metal	métal	metal	N;MASC;SG	ADJ;SG
matches	coincideix	match	coincidir	N;MASC;PL	V;IND;SG;3;PRS;FIN
ryan	ryan	ryan	ryan	PROPN	PROPN
fini	acabada	finir	acabar	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
fini	finalitzat	finir	finalitzar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
fini	acabat	finir	acabar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
épée	espases	épée	espasa	N;FEM;SG	N;FEM;PL
épée	espasa	épée	espasa	N;FEM;SG	V;IND;SG;3;PRS;FIN
salut	hola	salut	hol	N;MASC;SG	
salut	ei	salut	ei	N;MASC;SG	
banlieue	arrabal	banlieue	arrabal	N;FEM;SG	PROPN
banlieue	suburbana	banlieue	suburbà	N;FEM;SG	ADJ;FEM;SG
banlieue	urbanitzacions	banlieue	urbanització	N;FEM;SG	N;FEM;PL
protégée	protegit	protéger	protegit	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
courts	curt	court	curt	ADJ;MASC;PL	ADJ;MASC;SG
toulon	toló	toulon	toló	N;MASC;SG	
voilà	aquí	voilà	aquí	V	ADV
voilà	aqui	voilà	aqui	V	
voilà	ací	voilà	ací	V	
fantasy	fantasia	fantasy	fantasia	N;MASC;SG	
devoir	deure	devoir	deure	V;NFIN	
servant	servint	servir	servir	V;PRS;V.PTCP	
servant	complint	servir	complir	V;PRS;V.PTCP	V;V.MSDR
servant	ració	servir	ració	V;PRS;V.PTCP	N;FEM;SG
opposé	oposat	opposer	oposar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
opposé	contrari	opposer	contrari	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
bleue	blau	bleu	blau	ADJ;FEM;SG	
irak	iraq	irak	iraq	PROPN	N;MASC;SG
bruges	brugge	bruge	brugge	N;MASC;SG	PROPN
bruges	bruges	bruge	bruga	N;MASC;SG	
tonnes	tona	tonne	tona	N;FEM;PL	N;FEM;SG
poche	butxaca	poche	butxaca	N;FEM;SG	V;IND;SG;3;PRS;FIN
producteurs	productor	producteur	productor	N;MASC;PL	N;MASC;SG
copie	còpia	copie	còpia	N;FEM;SG	V;IND;SG;3;PRS;FIN
copie	còpies	copie	còpia	N;FEM;SG	N;FEM;PL
copie	exemplars	copie	exemplar	N;FEM;SG	N;MASC;PL
copie	copiar	copie	copiar	N;FEM;SG	V;NFIN
copie	copiant	copie	copiar	N;FEM;SG	V;V.MSDR
intégré	integrats	intégrer	integrat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
intégré	integrat	intégrer	integrat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
intégré	incrustat	intégrer	incrustar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
intégré	encastat	intégrer	encastat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
jason	jason	jason	jason	PROPN	
jason	jàson	jason	jàson	PROPN	PRO;SG;2
surnommé	doblada	surnommer	doblat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
carbone	carboni	carbone	carboni	N;MASC;SG	ADJ;MASC;SG
modifié	editada	modifier	editat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
modifié	editat	modifier	editat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
modifié	modificats	modifier	modificat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
modifié	modificades	modifier	modificat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
modifié	modificat	modifier	modificar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
mâle	masculí	mâle	masculí	N;MASC;SG	ADJ;MASC;SG
mâle	mascle	mâle	mascle	N;MASC;SG	
ouvrir	oberta	ouvrir	obert	V;NFIN	ADJ;FEM;SG;V.PTCP
ouvrir	oberts	ouvrir	obert	V;NFIN	ADJ;MASC;PL;V.PTCP
ouvrir	open	ouvrir	open	V;NFIN	
ouvrir	obert	ouvrir	obert	V;NFIN	ADJ;MASC;SG;V.PTCP
pétrole	oli	pétrole	oli	N;MASC;SG	
normal	normals	normal	normal	ADJ;MASC;SG	ADJ;PL
illinois	illinois	illinois	illinoi	PROPN	N;MASC;SG
jura	jura	jura	jura	N;MASC;SG	
attaché	adjuntat	attacher	adjuntat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
gras	negreta	gras	negreta	ADJ;MASC;SG	
gras	fat	gras	fat	ADJ;MASC;SG	
gras	greix	gras	greix	ADJ;MASC;SG	N;MASC;SG
gras	grassos	gras	gras	ADJ;MASC;SG	N;MASC;PL
hervé	hervé	herver	hervé	PROPN	
possèdent	posseir	posséder	posseir	V;IND;PL;3;PRS;FIN	
africaine	african	africain	africar	ADJ;FEM;SG	
extra	extra	extra	extra	N;MASC;SG	
dark	darth	dark	darth	PROPN	
tenter	intent	tenter	intent	V;NFIN	N;MASC;SG
pasteur	pastor	pasteur	pastor	N;MASC;SG	
pasteur	pasteur	pasteur	pasteur	N;MASC;SG	
adopté	adoptats	adopter	adoptat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
adopté	adoptat	adopter	adoptat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
kelly	kelly	kelly	kelly	PROPN	PROPN
arnaud	arnaud	arnaud	arnaud	PROPN	PROPN
actifs	actiu	actif	actiu	ADJ;MASC;PL	ADJ;MASC;SG
actifs	actius	actif	actiu	ADJ;MASC;PL	N;MASC;PL
volontaires	voluntaris	volontaire	voluntari	ADJ;MASC;PL	N;MASC;PL
volontaires	voluntària	volontaire	voluntari	ADJ;MASC;PL	ADJ;FEM;SG
volontaires	voluntària	volontaire	voluntari	ADJ;MASC;PL	ADJ;FEM;SG
volontaires	voluntari	volontaire	voluntari	ADJ;MASC;PL	ADJ;MASC;SG
arrête	stop	arrêter	stop	V;IND;SG;3;PRS;FIN	
filiale	subsidiària	filiale	subsidiari	N;FEM;SG	ADJ;FEM;SG
filiale	filial	filiale	filial	N;FEM;SG	
plaisir	gaudi	plaisir	gaudar	N;MASC;SG	
plaisir	fun	plaisir	fun	N;MASC;SG	
plaisir	divertit	plaisir	divertit	N;MASC;SG	ADJ;MASC;SG;V.PTCP
limousin	llemosí	limousin	llemosí	N;MASC;SG	ADJ;MASC;SG
époux	cònjuges	époux	cònjuga	N;MASC;SG	N;MASC;PL
organiser	organitzant	organiser	organitzar	V;NFIN	V;V.MSDR
lisa	lisa	lisa	lisa	PROPN	
individuel	individu	individuel	individu	ADJ;MASC;SG	N;MASC;SG
individuel	individuals	individuel	individual	ADJ;MASC;SG	ADJ;PL
croire	creure	croire	creure	V;NFIN	V;NFIN
croire	estimant	croire	estimant	V;NFIN	V;V.MSDR
croire	creença	croire	creença	V;NFIN	N;FEM;SG
présentant	presentant	présenter	presentar	V;PRS;V.PTCP	V;V.MSDR
échapper	escapant	échapper	escapar	V;NFIN	V;V.MSDR
échapper	fugida	échapper	fugida	V;NFIN	N;FEM;SG
échapper	escape	échapper	escape	V;NFIN	
fenêtres	windows	fenêtre	window	N;FEM;PL	
fenêtres	finestra	fenêtre	finestra	N;FEM;PL	V;IND;SG;3;PRS;FIN
mineur	miner	mineur	miner	N;MASC;SG	ADJ;MASC;SG
mineur	menor	mineur	menor	N;MASC;SG	ADJ;SG
mineur	minor	mineur	minor	N;MASC;SG	
équilibre	equilibrat	équilibre	equilibrat	N;MASC;SG	ADJ;MASC;SG;V.PTCP
équilibre	equilibrada	équilibre	equilibrat	N;MASC;SG	ADJ;FEM;SG;V.PTCP
empêche	impedeixi	empêcher	impedir	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
erreurs	error	erreur	error	N;FEM;PL	N;MASC;SG
bis	bis	bis	bis	N;MASC;SG	
slovaquie	eslovàquia	slovaquie	eslovàquia	PROPN	ADJ;FEM;SG
statistique	estadística	statistique	estadística	ADJ;MASC;SG	N;FEM;SG
statistique	estadístiques	statistique	estadística	ADJ;MASC;SG	N;FEM;PL
