par	glede	par	glede		ADV
bumbu	žoga	bumba	žoga	N;ACC;FEM;SG	N;NOM;FEM;SG
bumbu	žogica	bumba	žogica	N;ACC;FEM;SG	N;NOM;FEM;SG
ausis	ušes	auss	ušes	N;NOM;FEM;PL	N;GEN;NEUT;PL
apmācības	trening	apmācība	trening	N;NOM;FEM;PL	N;NOM;MASC;SG
apmācības	usposabljanja	apmācība	usposabljanje	N;NOM;FEM;PL	N;GEN;NEUT;SG
apmācības	usposabljanje	apmācība	usposabljanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
mūzikā	glasba	mūzika	glasba	N;ESS;FEM;SG	N;NOM;FEM;SG
mūzikā	muzika	mūzika	muzik	N;ESS;FEM;SG	N;NOM;FEM;SG
mūzikā	glasbo	mūzika	glasba	N;ESS;FEM;SG	N;ACC;FEM;SG
runas	govore	runa	govor	N;NOM;FEM;PL	N;ACC;MASC;PL
runas	govorov	runa	govor	N;NOM;FEM;PL	N;GEN;MASC;PL
runas	govor	runa	govor	N;NOM;FEM;PL	N;NOM;MASC;SG
atbrīvoja	olajšanje	atbrīvot	olajšanje	V;FH;IND;3;POS;PST;FIN;ACT	N;NOM;NEUT;SG
atbrīvoja	osvobojen	atbrīvot	osvobojen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
redzami	vidno	redzēt	vidno	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADV
redzami	vidni	redzēt	viden	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADJ;NOM;MASC;PL
redzami	viden	redzēt	viden	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
redzami	vidna	redzēt	viden	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADJ;NOM;FEM;SG
redzami	vidno	redzēt	vidno	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADV
fabrikas	tovarn	fabrika	tovarna	N;NOM;FEM;PL	N;GEN;FEM;PL
iepriekšējās	predhodna	iepriekšēja	predhoden	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
iepriekšējās	prejšnja	iepriekšēja	prejšnji	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
iepriekšējās	predhodni	iepriekšēja	predhoden	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
iepriekšējās	prejšnji	iepriekšēja	prejšnji	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
iepriekšējās	predhodno	iepriekšēja	predhodno	ADJ;NOM;FEM;PL	ADV
ķīmiskais	kemikalija	ķīmisks	kemikalija	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
franku	franc	franka	franc	PROPN;ACC;MASC;SG	N;NOM;MASC;SG
franku	frankov	franka	frankov	PROPN;ACC;MASC;SG	N;GEN;MASC;PL
plašs	široki	plašs	širok	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
plašs	široko	plašs	široko	ADJ;NOM;MASC;SG	ADV
plašs	obširno	plašs	obširen	ADJ;NOM;MASC;SG	ADV
plašs	obsežno	plašs	obsežno	ADJ;NOM;MASC;SG	ADV
plašs	obsežne	plašs	obsežen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
plašs	prostorno	plašs	prostorno	ADJ;NOM;MASC;SG	ADV
plašs	široko	plašs	široko	ADJ;NOM;MASC;SG	ADV
volīnijas	volyn	volīnija	volyn	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
dziļi	globoka	dziļi	globok	ADV	ADJ;NOM;FEM;SG
dziļi	globok	dziļi	globok	ADV	ADJ;NOM;INDF;MASC;SG
tradīciju	tradicije	tradīcija	tradicija	N;ACC;FEM;SG	N;NOM;FEM;PL
tradīciju	tradicija	tradīcija	tradicija	N;ACC;FEM;SG	N;NOM;FEM;SG
utc	utc+	utcs	utce	PROPN	
vairākums	večini	vairākums	večina	N;NOM;MASC;SG	N;DAT;FEM;SG
vairākums	večine	vairākums	večina	N;NOM;MASC;SG	N;NOM;FEM;PL
automašīnas	avte	automašīna	avto	N;NOM;FEM;PL	N;ACC;MASC;PL
automašīnas	avtomobile	automašīna	avtomobil	N;NOM;FEM;PL	N;ACC;MASC;PL
valērijs	valerij	valērijs	valerija	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
noformējums	predstavitvi	noformējums	predstavitev	N;NOM;MASC;SG	N;DAT;FEM;SG
noformējums	predstavitve	noformējums	predstavitev	N;NOM;MASC;SG	N;NOM;FEM;PL
noformējums	umetnine	noformējums	umetnina	N;NOM;MASC;SG	N;NOM;FEM;PL
bayern	bayern	bayern	bayern		N;NOM;MASC;SG
izvirzīja	vzgojen	izvirzīt	vzgojen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
izvirzīja	vzgojena	izvirzīt	vzgojen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
izvirzīja	postavljeno	izvirzīt	postavljen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
dejas	dance	deja	danca	N;NOM;FEM;PL	N;NOM;MASC;SG
dejas	pleši	deja	plešiti	N;NOM;FEM;PL	N;NOM;MASC;SG
dejas	plesno	deja	plesno	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
dejas	ples	deja	ples	N;NOM;FEM;PL	N;NOM;MASC;SG
dejas	plese	deja	plesti	N;NOM;FEM;PL	N;ACC;MASC;PL
dejas	pleše	deja	pleš	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
dejas	ples	deja	ples	N;NOM;FEM;PL	N;NOM;MASC;SG
dejas	plesa	deja	ples	N;NOM;FEM;PL	N;NOM;MASC;SG
austrālija	avstralijo	austrālija	avstralija	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
austrālija	avstralije	austrālija	avstralija	PROPN;NOM;FEM;SG	N;NOM;FEM;PL
austrālija	avstraliji	austrālija	avstralija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
austrālija	avstralija	austrālija	avstralij	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
zinātniskā	znanstvene	zinātniska	znanstven	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
minesotas	minnesoti	minesot	minnesoti	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	N;NOM;FEM;SG
šveice	švico	šveice	švica		N;ACC;FEM;SG
šveice	švici	šveice	švica		N;DAT;FEM;SG
šveice	švice	šveice	švica		N;NOM;FEM;PL
šveice	švica	šveice	švica		N;NOM;FEM;SG
mieru	mir	miers	mir	N;ACC;MASC	N;NOM;MASC;SG
mieru	peace	miers	peac	N;ACC;MASC	
zarnu	črevesje	zarns	črevesje	N;ACC;MASC;SG	N;NOM;NEUT;SG
zarnu	črevo	zarns	črevo	N;ACC;MASC;SG	N;NOM;NEUT;SG
zarnu	črevesje	zarns	črevesje	N;ACC;MASC;SG	N;NOM;NEUT;SG
zarnu	čreva	zarns	čreva	N;ACC;MASC;SG	N;NOM;NEUT;PL
zarnu	črevesje	zarns	črevesje	N;ACC;MASC;SG	N;NOM;NEUT;SG
zarnu	trebuh	zarns	trebuh	N;ACC;MASC;SG	N;NOM;MASC;SG
zarnu	črevesje	zarns	črevesje	N;ACC;MASC;SG	N;NOM;NEUT;SG
ģermāņu	germanski	ģermānis	germanski	N;GEN;MASC;PL	ADJ;NOM;MASC;SG
zelts	zlato	zelts	zlat	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
zelts	zlate	zelts	zlat	N;NOM;MASC;SG	ADJ;NOM;FEM;PL
zelts	zlati	zelts	zlat	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
zelts	zlata	zelts	zlat	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
grādus	stopinje	grāds	stopinja	N;ACC;MASC;PL	N;NOM;FEM;PL
grādus	stopinj	grāds	stopinja	N;ACC;MASC;PL	N;GEN;FEM;SG
īsā	kratko	īss	kratko	ADJ;NOM;FEM;SG	ADV
īsā	kratke	īss	kratek	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
minhenes	münchen	minhene	münchen	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
minhenes	münchnu	minhene	münchen	PROPN;NOM;FEM;SG	PROPN;DAT;MASC;SG
bibliotēku	knjižnica	bibliotēka	knjižnica	N;ACC;FEM;SG	N;NOM;FEM;SG
bibliotēku	knjižnici	bibliotēka	knjižnica	N;ACC;FEM;SG	N;DAT;FEM;SG
džo	joe	džo	joe	PROPN	PROPN;NOM;MASC;SG
italia	italia	italis	italia		PROPN;NOM;MASC;SG
dānijā	dansko	dānija	danski	PROPN;ESS;FEM;SG	ADJ;NOM;NEUT;SG
dānijā	danski	dānija	danski	PROPN;ESS;FEM;SG	ADJ;NOM;DEF;MASC;SG
dānijā	danska	dānija	danska	PROPN;ESS;FEM;SG	ADJ;NOM;FEM;SG
kristīne	kristine	kristīne	kristina	PROPN;NOM;FEM;SG	N;NOM;FEM;PL
kristīne	christina	kristīne	christina	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
emīls	emil	emīls	emiti	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
welt	welt	welt	welta		
pilnu	poln	pilna	poln	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;MASC;SG
pilnu	full	pilna	full	ADJ;ACC;MASC;SG	N;NOM;MASC;SG
pilnu	polno	pilna	polno	ADJ;ACC;MASC;SG	ADV
pilnu	polni	pilna	poln	ADJ;ACC;MASC;SG	ADJ;NOM;MASC;PL
pilnu	polna	pilna	poln	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
reliģiskās	verski	reliģiska	verski	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
reliģiskās	versko	reliģiska	versko	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
reliģiskās	verska	reliģiska	verski	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
reliģiskās	verskega	reliģiska	verski	ADJ;NOM;FEM;PL	ADJ;GEN;NEUT;SG
pasākumi	dogodke	pasākums	dogodek	N;NOM;MASC;PL	N;ACC;MASC;PL
pasākumi	dogodkov	pasākums	dogodek	N;NOM;MASC;PL	N;GEN;MASC;PL
reģistrēta	registrirana	reģistrēt	registriran	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
reģistrēta	registrirano	reģistrēt	registrirano	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
reģistrēta	registrirani	reģistrēt	registriran	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
reģistrēta	registriran	reģistrēt	registriran	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
raķešu	raketni	raķetis	raketen	N;GEN;FEM;PL	ADJ;NOM;DEF;MASC;SG
raķešu	raketo	raķetis	raketa	N;GEN;FEM;PL	N;ACC;FEM;SG
raķešu	raketa	raķetis	raketa	N;GEN;FEM;PL	N;NOM;FEM;SG
kareivji	bojevnike	kareivji	bojevnik	N;NOM;MASC;PL	N;ACC;MASC;PL
panākumi	uspehe	panākums	uspeh	N;NOM;MASC;PL	N;ACC;MASC;PL
panākumi	uspehov	panākums	uspeh	N;NOM;MASC;PL	N;GEN;MASC;PL
panākumi	uspehov	panākums	uspeh	N;NOM;MASC;PL	N;GEN;MASC;PL
panākumi	uspeh	panākums	uspeh	N;NOM;MASC;PL	N;NOM;MASC;SG
panākumi	uspešnost	panākums	uspešnost	N;NOM;MASC;PL	N;NOM;FEM;SG
failu	datoteka	fails	datoteka	N;ACC;MASC;SG	N;NOM;FEM;SG
piloti	pilote	pilots	pilota	N;NOM;MASC;PL	N;ACC;MASC;PL
maina	spreminjanje	mainīt	spreminjanje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
pārošanās	parjenja	pārošanās	parjenje	N;NOM;FEM;SG	N;GEN;NEUT;SG
sofija	sophie	sofija	sophia	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
sofija	sofija	sofija	sofija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
sofija	sofia	sofija	sofia	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
sofija	sofija	sofija	sofija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
sofija	sophio	sofija	sophia	PROPN;NOM;FEM;SG	
sofija	sophia	sofija	sophia	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
ved	vodi	vest	voditi	V;IMP;SG;2;POS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
pamats	temelje	pamats	temelj	N;NOM;MASC;SG	N;ACC;MASC;PL
pamats	razlogi	pamats	razlog	N;NOM;MASC;SG	N;NOM;MASC;PL
labas	pridna	laba	pridno	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
labas	dober	laba	dober	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
pārmaiņas	spremeni	pārmaiņa	spremeniti	N;NOM;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
pārmaiņas	sprememba	pārmaiņa	sprememba	N;NOM;FEM;PL	N;NOM;FEM;SG
kapa	grobnico	kaps	grobnica	N;NOM;MASC;SG	N;ACC;FEM;SG
mediju	medijev	medijs	medij	N;ACC;MASC;SG	N;GEN;MASC;PL
mediju	mediji	medijs	medij	N;ACC;MASC;SG	N;NOM;MASC;PL
mediju	media	medijs	media	N;ACC;MASC;SG	N;NOM;MASC;SG
aktīva	dejavno	aktīva	dejavno	ADJ;NOM;FEM;SG	ADV
aktīva	aktivni	aktīva	aktiven	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
aktīva	aktivno	aktīva	aktivno	ADJ;NOM;FEM;SG	ADV
aktīva	sredstvo	aktīva	sredstvo	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
krustnešu	križar	krustnesis	križar	N;GEN;MASC;PL	N;NOM;MASC;SG
hot	vroče	hot	vroč		ADJ;NOM;NEUT;SG
hot	vroč	hot	vroč		ADJ;NOM;INDF;MASC;SG
hot	vroča	hot	vroč		ADJ;NOM;FEM;SG
miljons	milijoni	miljons	milijon	N;NOM;MASC;SG	N;NOM;MASC;PL
miljons	milijonov	miljons	milijon	N;NOM;MASC;SG	N;GEN;MASC;PL
maiks	mike	maiks	mik	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ita	ita	ita	iti		N;NOM;MASC;SG
regulārā	redno	regulāra	redno	ADJ;NOM;FEM;SG	ADV
atbildes	odgovore	atbilde	odgovor	N;NOM;FEM;PL	N;ACC;MASC;PL
austrija	avstrijo	austrija	avstrija	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
austrija	avstrija	austrija	avstrija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
brauc	vožnja	braukt	vožnja	V;IMP;SG;2;POS;FIN;ACT	N;NOM;FEM;SG
brauc	pogon	braukt	pogon	V;IMP;SG;2;POS;FIN;ACT	N;NOM;MASC;SG
brauc	vozi	braukt	voziti	V;IMP;SG;2;POS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
piejūras	charente	piejūra	charent	N;NOM;FEM;PL	N;NOM;MASC;SG
piejūras	pomorski	piejūra	pomorski	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
piejūras	pomorsko	piejūra	pomorski	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
piejūras	pomorske	piejūra	pomorski	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
armēņu	armenski	armēnis	armenski	N;GEN;MASC;PL	ADJ;NOM;DEF;MASC;SG
pašvaldībām	občin	pašvaldība	občina	N;DAT;FEM;PL	N;GEN;FEM;PL
pašvaldībām	občine	pašvaldība	občina	N;DAT;FEM;PL	N;NOM;FEM;PL
rangers	rangerji	rangers	ranger	N;NOM;MASC;SG	N;NOM;MASC;PL
ostu	harbour	osta	harbour	N;ACC;FEM;SG	N;NOM;MASC;SG
iekārta	rastline	iekārta	rastlina	N;NOM;FEM;SG	N;NOM;FEM;PL
iekārta	opremo	iekārta	oprema	N;NOM;FEM;SG	N;ACC;FEM;SG
paldies	zahvala	paldies	zahvala	INTJ	N;NOM;FEM;SG
paldies	hvala	paldies	hvala	INTJ	N;NOM;FEM;SG
leju	dol	leja	dol	N;ACC;FEM;SG	
leju	navzdol	leja	navzdol	N;ACC;FEM;SG	ADV
leju	navzdol	leja	navzdol	N;ACC;FEM;SG	ADV
vadīt	vožnja	vadīt	vožnja	V;POS;NFIN	N;NOM;FEM;SG
vadīt	pogon	vadīt	pogon	V;POS;NFIN	N;NOM;MASC;SG
kauņas	kaunas	kauna	kaunas	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
zemākā	najnižje	zema	nizko	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;RL;NEUT;SG
zemākā	najnižja	zema	nizek	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;RL;FEM;SG
zemākā	najnižji	zema	nizek	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;DEF;RL;MASC;SG
zemākā	spodnji	zema	spodnji	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;DEF;MASC;SG
zemākā	spodnja	zema	spodnji	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;FEM;SG
oslo	oslo	osls	oslo	PROPN	PROPN;NOM;MASC;SG
krājumi	zalog	krājums	zaloga	N;NOM;MASC;PL	N;GEN;FEM;SG
krājumi	zaloga	krājums	zaloga	N;NOM;MASC;PL	N;NOM;FEM;SG
krājumi	stalež	krājums	stalež	N;NOM;MASC;PL	N;NOM;MASC;SG
krājumi	zaloga	krājums	zaloga	N;NOM;MASC;PL	N;NOM;FEM;SG
atmodas	prebujanje	atmoda	prebujanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
stingri	stroga	stingri	strog	ADV	ADJ;NOM;FEM;SG
stingri	strogi	stingri	strog	ADV	ADJ;NOM;MASC;SG
stingri	stroge	stingri	strog	ADV	ADJ;NOM;FEM;PL
izlūkošanas	obveščevalna	izlūkošana	obveščevalen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
izlūkošanas	izvidniška	izlūkošana	izvidniški	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
eļļas	olje	eļļa	olje	N;NOM;FEM;PL	N;NOM;NEUT;SG
eļļas	nafta	eļļa	naft	N;NOM;FEM;PL	N;NOM;FEM;SG
leons	léon	leons	léon	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
leons	leon	leons	leon	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
viedoklis	ogledov	viedoklis	ogled	N;NOM;MASC;SG	N;GEN;MASC;SG
viedoklis	mnenja	viedoklis	mnenje	N;NOM;MASC;SG	N;NOM;NEUT;PL
viedoklis	stališča	viedoklis	stališče	N;NOM;MASC;SG	N;NOM;NEUT;PL
viedoklis	pogledi	viedoklis	pogled	N;NOM;MASC;SG	N;NOM;MASC;PL
tehniskā	tehnično	tehniska	tehnično	ADJ;NOM;FEM;SG	ADV
platuma	širine	platums	širina	N;GEN;MASC;SG	N;NOM;FEM;PL
diemžēl	žal	diemžēl	žal	PART	ADV
neveiksmīgi	nesrečna	neveiksmīgi	nesrečen	ADV	ADJ;NOM;FEM;SG
neveiksmīgi	nesrečni	neveiksmīgi	nesrečen	ADV	ADJ;NOM;MASC;PL
neveiksmīgi	neuspešno	neveiksmīgi	neuspešen	ADV	ADJ;NOM;NEUT;SG
neveiksmīgi	neuspešen	neveiksmīgi	neuspešen	ADV	ADJ;NOM;INDF;MASC;SG
neveiksmīgi	neuspešni	neveiksmīgi	neuspešen	ADV	ADJ;NOM;MASC;PL
likumdošanas	zakonodajno	likumdošana	zakonodajen	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
likumdošanas	zakonodajna	likumdošana	zakonodajen	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
atšķirīgs	drugačni	atšķirīgs	drugačen	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
ainava	pokrajine	ainava	pokrajina	N;NOM;FEM;SG	N;NOM;FEM;PL
ainava	pokrajino	ainava	pokrajina	N;NOM;FEM;SG	N;ACC;FEM;SG
skābekli	kisika	skābeklis	kisik	N;ACC;MASC;SG	N;GEN;MASC;SG
skābekli	kisik	skābeklis	kisik	N;ACC;MASC;SG	N;NOM;MASC;SG
galda	preglednica	galds	preglednica	N;GEN;MASC;SG	N;NOM;FEM;SG
galda	razpredelnica	galds	razpredelnica	N;GEN;MASC;SG	N;NOM;FEM;SG
galda	miza	galds	miza	N;GEN;MASC;SG	N;NOM;FEM;SG
galda	tabela	galds	tabela	N;GEN;MASC;SG	N;NOM;FEM;SG
tramvaja	tramvajski	tramvajs	tramvajski	N;GEN;MASC;SG	ADJ;NOM;MASC;SG
maiņu	premik	maiņa	premik	N;ACC;FEM;SG	N;NOM;MASC;SG
tehnika	tehniko	tehnika	tehnika	N;NOM;FEM;SG	N;ACC;FEM;SG
tehnika	stroji	tehnika	stroj	N;NOM;FEM;SG	N;NOM;MASC;PL
standarts	standardna	standarts	standarden	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
standarts	standardno	standarts	standardno	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
dzirnavu	mlin	dzirnava	mlin	N;ACC;FEM;SG	N;NOM;MASC;SG
dzirnavu	mill	dzirnava	mila	N;ACC;FEM;SG	
dzirnavu	žaga	dzirnava	žaga	N;ACC;FEM;SG	N;NOM;FEM;SG
pabeigts	končano	pabeigt	končan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
pabeigts	končana	pabeigt	končan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
pabeigts	končano	pabeigt	končan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
pabeigts	zaključene	pabeigt	zaključen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
pabeigts	izpolnjeno	pabeigt	izpolnjen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
pabeigts	končana	pabeigt	končan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
pabeigts	zaključena	pabeigt	zaključen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
pabeigts	popolna	pabeigt	popoln	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
pabeigts	popolno	pabeigt	popoln	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
vīri	možev	vīrs	mož	N;NOM;MASC;PL	N;GEN;MASC;SG
vīri	moške	vīrs	moški	N;NOM;MASC;PL	ADJ;NOM;FEM;PL
vīri	men	vīrs	mena	N;NOM;MASC;PL	N;NOM;MASC;SG
vīri	moška	vīrs	moški	N;NOM;MASC;PL	ADJ;NOM;FEM;SG
tibetas	tibetanski	tibeta	tibetanski	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
tibetas	tibeta	tibeta	tibet	N;NOM;FEM;PL	N;NOM;MASC;SG
tibetas	tibetu	tibeta	tibet	N;NOM;FEM;PL	N;DAT;MASC;SG
tibetas	tibet	tibeta	tibet	N;NOM;FEM;PL	N;NOM;MASC;SG
monako	monako	monako	monako	PROPN	PROPN;NOM;MASC;SG
balkānu	balkan	balkāns	balkan	N;ACC;MASC;SG	N;NOM;MASC;SG
balkānu	balkana	balkāns	balkana	N;ACC;MASC;SG	N;GEN;MASC;SG
balkānu	balkan	balkāns	balkan	N;ACC;MASC;SG	N;NOM;MASC;SG
update	posodobi	update	posodobiti	N;NOM;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
redzes	vizualno	redze	vizualen	N;NOM;FEM;PL	ADV
azerbaidžānas	azerbajdžanska	azerbaidžāna	azerbajdžanski	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
tostring	tostring	tostringt	tostring		N;NOM;MASC;SG
berlin	berlin	berlin	berlin		N;NOM;MASC;SG
īsa	kratko	īsa	kratko	ADJ;NOM;FEM;SG	ADV
īsa	kratke	īsa	kratek	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
norādīts	indicirano	norādīt	indicirano	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
norādīts	določeno	norādīt	določen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
atļauts	pooblaščeni	atļauts	pooblaščen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
atļauts	dovoljeno	atļauts	dovoljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
atļauts	dovoljen	atļauts	dovoljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
atļauts	dovoljeno	atļauts	dovoljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
atļauts	dovoljen	atļauts	dovoljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
atļauts	dovoljeno	atļauts	dovoljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
atļauts	dovoljen	atļauts	dovoljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
kristians	christian	kristians	christian	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
kristians	krščanski	kristians	krščanski	PROPN;NOM;MASC;SG	ADJ;NOM;MASC;SG
kristians	kristjan	kristians	kristjan	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
kristians	kristian	kristians	kristian	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
aizliegts	prepovedano	aizliegt	prepovedan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
aizliegts	prepovedan	aizliegt	prepovedan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
aizliegts	prepovedani	aizliegt	prepovedan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
aizliegts	prepovedana	aizliegt	prepovedan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
aizliegts	prepovedano	aizliegt	prepovedan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
aizliegts	prepovedane	aizliegt	prepovedan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
aizliegts	prepovedani	aizliegt	prepovedan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
aizliegts	prepovedana	aizliegt	prepovedan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
