lokalizacji	местоположения	lokalizacja	местоположение	N;GEN;FEM;SG	N;INDF;NEUT;PL
pokonany	победени	pokonać	победя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
pokonany	победен	pokonać	победя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
norm	норми	norma	норма		N;INDF;FEM;PL
norm	нормите	norma	норма		N;DEF;FEM;PL
norm	стандартите	norma	стандарт		N;DEF;MASC;PL
norm	стандарти	norma	стандарт		N;INDF;MASC;PL
norm	норма	norma	норма		N;INDF;FEM;SG
peugeot	пежо	peugeot	пежо		N;INDF;NEUT;SG
węgiel	въглища	węgiel	въглища	N;NOM;MASC;SG	N;INDF;PL
węgiel	въглени	węgiel	въглен	N;NOM;MASC;SG	N;INDF;MASC;PL
bass	бас	bass	бас		N;INDF;MASC;SG
bass	баса	bass	баса		N;DEF;MASC;SG
bass	костур	bass	костур		N;INDF;MASC;SG
zamość	замошч	zamość	замошч	V;IPFV;IND;SG;FIN;ACT	N;INDF;MASC;SG
automatyczna	автоматични	automatyczny	автоматичен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
automatyczna	автоматично	automatyczny	автоматично	ADJ;NOM;FEM;SG	ADV
aspekty	аспект	aspekt	аспект	N;NOM;MASC;PL	N;INDF;MASC;SG
prezentacji	презентации	prezentacja	презентация	N;GEN;FEM;SG	N;INDF;FEM;PL
stefano	стефано	stefać	стефано	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
domeny	области	domen	област		N;INDF;FEM;PL
domeny	владение	domen	владение		N;INDF;NEUT;SG
domeny	домейн	domen	домейн		N;INDF;MASC;SG
pracujący	работим	pracować	работя	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
wzory	дизайни	wzór	дизаен	N;NOM;MASC;PL	ADJ;INDF;PL
podlaski	подляски	podlaski	подляска	PROPN;NOM;MASC;SG	ADJ;INDF;MASC;SG
zatonął	потопен	zatonąć	потопя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zatonął	потопени	zatonąć	потопя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
strunowce	хордови	strunowiec	хордов		ADJ;INDF;PL
joel	джоел	joel	джоя-(се)	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
joel	джоуел	joel	джоуд	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
porównanie	сравни	porównać	сравен	N;NOM;NEUT;SG	V;PFV;IMP;SG;2;FIN
dell	дел	dell	дел		PROPN
dell	dell	dell	dell		N;INDF;MASC;SG
ewy	ив	ewy	ив		PROPN;INDF;FEM;SG
ewy	ева	ewy	ева		PROPN;INDF;FEM;SG
fra	fra	frać	fra		PROPN;INDF;NEUT;SG
osobisty	лично	osobisty	лично	ADJ;NOM;MASC;SG	ADV
osobisty	лични	osobisty	личен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
prezydenckie	президентските	prezydencki	президентски	ADJ;NOM;NEUT;SG	ADJ;DEF;PL
carmen	кармен	carmen	кармен	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
oun	цнс	oun	цнс		N;INDF;MASC;SG
jądro	ядрото	jądro	ядро		ADJ;DEF;NEUT;SG
jądro	тестис	jądro	тестис		N;INDF;MASC;SG
jądro	тестиси	jądro	тестиса		N;INDF;MASC;PL
jądro	ядро	jądro	ядро		ADV
jądro	сърцевина	jądro	сърцевина		N;INDF;FEM;SG
jądro	ядрото	jądro	ядро		ADJ;DEF;NEUT;SG
salomona	соломон	salomon	соломон		N;INDF;MASC;SG
pearl	пърл	pearl	пърл		N;INDF;MASC;SG
pearl	перла	pearl	пера		N;INDF;FEM;SG
wywołało	задейства	wywołać	задейство	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
wywołało	предизвикана	wywołać	предизвикам	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
wywołało	задействана	wywołać	задействам-(се)	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
wiktoria	виктория	wiktoria	виктория	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
przodków	предците	przodek	предци	N;ACC;MASC;PL	N;DEF
przodków	прародител	przodek	прародител	N;ACC;MASC;PL	N;INDF;MASC;SG
chińskie	китайци	chiński	китаец	ADJ;NOM;NEUT;SG	N;INDF;MASC;PL
chińskie	китайско	chiński	китайски	ADJ;NOM;NEUT;SG	ADV
chińskie	китаец	chiński	китаец	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
kielicha	бокал	kielicha	бокал		N;INDF;MASC;SG
liber	liber	liber	liber		PROPN;INDF;MASC;SG
przydatne	полезно	przydatny	полезен	ADJ;NOM;NEUT;SG	ADV
przydatne	полезни	przydatny	полезен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
rzemiosła	занаяти	rzemieść	занаят	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;INDF;MASC;PL
kompetencji	компетенции	kompetencja	компетенция	N;GEN;FEM;SG	N;INDF;FEM;PL
kompetencji	компетенции	kompetencja	компетенция	N;GEN;FEM;SG	N;INDF;FEM;PL
żyjący	живите	żyć	жив	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ;DEF;PL
żyjący	живи	żyć	жив	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ;INDF;PL
mercury	живак	mercura	живак		N;INDF;MASC;SG
mercury	меркурий	mercura	меркурий		N;INDF;MASC;SG
prezentowane	препоръчани	prezentować	препоръчам-(се)	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
prezentowane	представени	prezentować	представя-(се)	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
prezentowane	представено	prezentować	представя-(се)	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
prezentowane	представена	prezentować	представя-(се)	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
prezentowane	представен	prezentować	представя-(се)	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kazań	казан	kazanie	кажа	N;GEN;NEUT;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
uroczyste	тържествено	uroczysty	тържествено	ADJ;NOM;NEUT;SG	ADV
uroczyste	празнични	uroczysty	празничен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
uroczyste	празнично	uroczysty	празнично	ADJ;NOM;NEUT;SG	ADV
greckie	гръцко	grecki	гръцко	ADJ;NOM;NEUT;SG	ADV
greckie	грък	grecki	грък	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
venus	венера	venus	венер		N;INDF;FEM;SG
armata	оръдия	armat	оръди	N;NOM;FEM;SG	N;INDF;NEUT;PL
armata	кенън	armat	кенън	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
homo	хомо	homo	хомо		N;INDF;MASC;SG
herbie	хърби	herba	хърбя	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;MASC;PL
wien	wien	wien	wien	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
bergen	берген	bergen	берген	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ciemne	тъмно	ciemny	тъмно	ADJ;NOM;NEUT;SG	ADV
wymagane	поиска	wymagać	поискам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
wymagane	поискани	wymagać	поискам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
wymagane	поискано	wymagać	поискам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
wymagane	поискана	wymagać	поискам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
wymagane	поискаха	wymagać	поискам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;ACT
wymagane	изисквана	wymagać	изисквам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
metry	метри	metr	метър	N;ACC;MASC;SG	N;INDF;MASC;PL
metry	метри	metr	метър	N;ACC;MASC;SG	N;INDF;MASC;PL
bit	бит	bit	бия-(се)		N;INDF;MASC;SG
toma	тома	toma	том		N;DEF;MASC;SG
bomba	бомбата	bomba	бомба		N;DEF;FEM;SG
bomba	бомба	bomba	бомба		N;INDF;FEM;SG
ekspertów	експертно	ekspert	експертно	N;ACC;MASC;PL	ADV
ekspertów	експерт	ekspert	експерт	N;ACC;MASC;PL	N;INDF;MASC;SG
sparta	спарта	sparty	спарт		PROPN;INDF;FEM;SG
ziemskiego	земно	ziemski	земно	ADJ;ACC;MASC;SG	ADV
dorosłe	възрастни	dorosły	възрастен	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;INDF;PL
konstytucyjnego	конституционни	konstytucyjny	конституционен	ADJ;ACC;MASC;SG	ADJ;INDF;PL
newton	нютън	newton	нютън	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
newton	нютон	newton	нютон	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
pzl	pzl	pzl	pzl		N;INDF;MASC;SG
personelu	служители	personel	служител	N;GEN;MASC;SG	N;INDF;MASC;PL
con	измама	con	измама		N;INDF;FEM;SG
tylny	отзад	tylny	отзад	ADJ;NOM;MASC;SG	ADV
tylny	задни	tylny	заден	ADJ;NOM;MASC;SG	ADJ;INDF;PL
tylny	задно	tylny	задно	ADJ;NOM;MASC;SG	ADV
wiązanie	задължителен	wiązanie	задължителен	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;INDF;MASC;SG
wiązanie	обвързващи	wiązanie	обвързвам-(се)	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
emanuel	емануел	emanuel	емануел	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
dublin	дъблин	dublina	дъблин	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
andre	андре	andra	андре	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
andre	андре	andra	андре	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
tymczasowego	временни	tymczasowy	временен	ADJ;ACC;MASC;SG	ADJ;INDF;PL
niebie	раят	niebo	рай	N;DAT;NEUT;SG	ADV
nocny	вечер	nocny	вечер	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
nocny	нощ	nocny	нощ	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
nocny	нощта	nocny	нощ	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
gleb	почвите	gleb	почва		N;DEF;FEM;PL
gleb	почви	gleb	почва		N;INDF;FEM;PL
josh	джош	josh	джош	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
gwatemali	гватемала	gwatemać	гватемал	V;IPFV;MASC;IND;PL;PST;FIN;ACT	N;DEF;MASC;SG
gwatemali	гватемалски	gwatemać	гватемалски	V;IPFV;MASC;IND;PL;PST;FIN;ACT	ADJ;INDF;MASC;SG
traktowane	лекувани	traktować	лекувам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
traktowane	обработен	traktować	обработя	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
traktowane	обработени	traktować	обработя	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
traktowane	третирани	traktować	третирам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
traktowane	лекувана	traktować	лекувам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
sobota	събота	sobota	събота		N;INDF;FEM;SG
zajęte	зает	zajęty	зает		ADJ;INDF;MASC;SG
zajęte	заети	zajęty	заема-(се)		V;PFV;INDF;PL;V.PTCP;PASS
zajęte	заето	zajęty	заема-(се)		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zajęte	заето	zajęty	заема-(се)		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
chirurgii	хирургическа	chirurgia	хирургически	N;GEN;FEM;SG	ADJ;INDF;FEM;SG
chirurgii	хирургически	chirurgia	хирургически	N;GEN;FEM;SG	ADJ;INDF;MASC;SG
uczucia	чуства	uczucie	чуствам	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
elektronów	електрон	elektron	електрон	N;GEN;MASC;PL	N;INDF;MASC;SG
nintendo	нинтендо	nintendo	нинтендо		ADJ;INDF;MASC;SG
armstrong	армстронг	armstrong	армстронг		PROPN;INDF;MASC;SG
cezar	цезар	cezar	цезар	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;MASC;SG
klasycznego	класика	klasyczny	класика	ADJ;ACC;MASC;SG	N;INDF;FEM;SG
klasycznego	класическо	klasyczny	класически	ADJ;ACC;MASC;SG	ADV
klasycznego	класически	klasyczny	класически	ADJ;ACC;MASC;SG	ADV
podłogi	етажите	podłoga	етаж	N;ACC;FEM;SG	N;DEF;MASC;PL
podłogi	подове	podłoga	под	N;ACC;FEM;SG	N;INDF;MASC;PL
podłogi	етажи	podłoga	етаж	N;ACC;FEM;SG	N;INDF;MASC;PL
komety	кометата	kometa	комета		N;DEF;FEM;SG
komety	комета	kometa	комета		N;INDF;FEM;SG
komety	кометите	kometa	комет		N;DEF;MASC;PL
komety	комети	kometa	комет		N;INDF;MASC;PL
otoczona	обкръжени	otoczyć	обкръжа	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
otoczona	обкръжен	otoczyć	обкръжа	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
otoczona	обграден	otoczyć	обградя	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
otoczona	обградени	otoczyć	обградя	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
otoczona	заобиколен	otoczyć	заобиколя	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
lahti	лахти	lahta	лаш	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
boca	бока	boca	бок	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
prowadzące	водещи	prowadzić	водя	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
prowadzące	водещо	prowadzić	водя	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	ADV
oznaczone	маркирани	oznaczyć	маркирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
oznaczone	маркиран	oznaczyć	маркирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
oznaczone	отбелязани	oznaczyć	отбележа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
oznaczone	отбелязан	oznaczyć	отбележа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
oznaczone	маркирани	oznaczyć	маркирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
oznaczone	маркирана	oznaczyć	маркирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
oznaczone	белязани	oznaczyć	бележа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
oznaczone	маркиран	oznaczyć	маркирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
oznaczone	белязан	oznaczyć	бележа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
nestor	нестор	nestor	нестор	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
sodu	натрий	sód	натрий		N;INDF;MASC;SG
sodu	натриев	sód	натриев		N;INDF;MASC;SG
leśnictwa	горски	leśnictwo	горски	N;GEN;NEUT;SG	ADJ;INDF;MASC;SG
językowej	езикови	językowy	езиков	ADJ;GEN;FEM;SG	ADJ;INDF;PL
volkswagen	фолксваген	volkswagen	фолксваген		N;INDF;MASC;SG
ronnie	рони	ronnąć	рона	ADV	N;INDF;MASC;SG
soczi	сочи	soczeć	соча	PROPN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
warta	уърт	warta	уърт		N;INDF;FEM;SG
zmienione	преработени	zmienić	преработя	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zmienione	преразгледан	zmienić	преразгледам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zmienione	преразгледани	zmienić	преразгледам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zmienione	преработен	zmienić	преработен	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zmienione	преразгледана	zmienić	преразгледам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zmienione	променена	zmienić	променя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zmienione	променени	zmienić	променя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zmienione	променен	zmienić	променя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zmienione	променено	zmienić	променя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zmienione	променени	zmienić	променя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zmienione	променено	zmienić	променя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zmienione	променена	zmienić	променя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zmienione	променен	zmienić	променя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zmienione	променени	zmienić	променя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zmienione	променено	zmienić	променя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zmienione	модифициран	zmienić	модифицирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zmienione	променен	zmienić	променя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zmienione	модифицирани	zmienić	модифицирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zmienione	модифицирана	zmienić	модифицирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zmienione	изменено	zmienić	изменя	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zmienione	изменен	zmienić	изменя	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zmienione	изменени	zmienić	изменя	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zmienione	изменена	zmienić	изменя	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
sin	грехът	sin	грях		N;DEF;MASC;SG
sin	грехове	sin	грях		N;INDF;MASC;PL
sin	грях	sin	грях		N;INDF;MASC;SG
meyer	майър	meyer	майър		PROPN;INDF;MASC;SG
meyer	майер	meyer	майер		PROPN;INDF;MASC;SG
scalemajor	scalemajor	scalemajor	scalemajor		PROPN;INDF;MASC;SG
timeaxis	timeaxis	timeaxis	timeaxis		N;INDF;MASC;SG
ciekawy	любопитно	ciekawy	любопитно	ADJ;NOM;MASC;SG	ADV
ciekawy	любопитни	ciekawy	любопитен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
dale	дейл	dal	дейл		PROPN;INDF;MASC;SG
potrzebuje	необходимост	potrzebować	необходимост	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
potrzebuje	нужда	potrzebować	нужда	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
potrzebuje	потребност	potrzebować	потребност	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
potrzebuje	нужди	potrzebować	нужда	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
forever	завинаги	forever	завинаги		ADV
forever	вечно	forever	вечно		ADV
cat	котарак	cat	котарак		N;INDF;MASC;SG
cat	котка	cat	котка		N;INDF;FEM;SG
cat	кат	cat	кат		N;INDF;MASC;SG
cat	коте	cat	ко		N;INDF;NEUT;SG
zwykłych	обикновен	zwykły	обикновен	ADJ;GEN;MASC;PL	ADJ;INDF;MASC;SG
zwykłych	обикновена	zwykły	обикновен	ADJ;GEN;MASC;PL	ADJ;INDF;FEM;SG
wydawcy	издателите	wydawca	издател	N;NOM;MASC;SG	N;DEF;MASC;PL
wydawcy	издатели	wydawca	издател	N;NOM;MASC;SG	N;INDF;MASC;PL
wydawcy	редактори	wydawca	редактор	N;NOM;MASC;SG	N;INDF;MASC;PL
episkopatu	епископалната	episkopat	епископален	N;ACC;MASC;SG	ADJ;DEF;FEM;SG
freedom	свобода	freed	свобода		N;INDF;FEM;SG
adaptacji	адаптации	adaptacja	адаптация	N;GEN;FEM;SG	N;INDF;FEM;PL
imagesize	imagesize	imagesiza	imagesize		PROPN;INDF;MASC;SG
yang	янг	yang	янг	V;IPFV;IND;SG;2;PRS;FIN;ACT	PROPN;INDF;MASC;SG
burbon	бърбън	burbon	бърбън		N;INDF;MASC;SG
dołączyła	съединени	dołączyć	съединя-(се)	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
sal	сал	sal	сал		PROPN;INDF;MASC;SG
plotarea	plotarea	plotar	plotarea		N;INDF;MASC;SG
lucy	люси	lucy	люс		N;INDF;MASC;SG
lucy	луси	lucy	лус		N;INDF;FEM;SG
sebastiana	себастиан	sebastiany	себастиан	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	N;INDF;MASC;SG
sebastiana	себастиян	sebastiany	себастиян	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	N;INDF;MASC;SG
allan	алън	allan	алън	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
allan	алан	allan	алан	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
ostry	остро	ostry	остро		ADV
ostry	шарп	ostry	шарп		PROPN;INDF;MASC;SG
ostry	остър	ostry	остър		N;INDF;MASC;SG
ostry	остра	ostry	остър		N;INDF;FEM;SG
ostry	остри	ostry	остър		ADJ;INDF;PL
ostry	остро	ostry	остро		ADV
ostry	остър	ostry	остър		N;INDF;MASC;SG
ostry	остра	ostry	остър		N;INDF;FEM;SG
berger	бъргър	berger	бъргър	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
równoległy	паралелно	równolec	паралелно		ADV
równoległy	успоредно	równolec	успореден		ADV
równoległy	успоредни	równolec	успореден		ADJ;INDF;PL
równoległy	паралелна	równolec	паралелен		ADJ;INDF;FEM;SG
równoległy	паралелни	równolec	паралелен		ADJ;INDF;PL
edytuj	редактиране	edytować	редактиране		N;INDF;NEUT;SG
wells	уелс	wells	уелс	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
wells	кладенци	wells	кладенец	PROPN;NOM;MASC;SG	N;INDF;MASC;PL
fizyczna	физическо	fizyczny	физически	ADJ;NOM;FEM;SG	ADV
możliwy	възможно	możliwy	възможно	ADJ;NOM;MASC;SG	ADV
możliwy	възможни	możliwy	възможен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
konsul	консул	konsul	консул		N;INDF;MASC;SG
clarke	кларк	clarka	кларк		PROPN;INDF;MASC;SG
alain	ален	alain	ален	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
astronomii	астрономия	astronomia	астрономия		N;INDF;FEM;SG
astronomii	астрономията	astronomia	астрономия		N;DEF;FEM;SG
protesty	протест	protest	протест	N;NOM;MASC;PL	N;INDF;MASC;SG
ahmed	ахмед	ahmed	ахмед	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ahmed	ахмад	ahmed	ахмад	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
anatolij	анатоли	anatolać	анатол	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
anatolij	анатоли	anatolać	анатол	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
anatolij	анатолий	anatolać	анатолий	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
płótnie	платна	płótno	платно	N;ACC;NEUT;SG	N;INDF;NEUT;PL
gerhard	герхард	gerhard	герхард	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
modyfikacji	модификации	modyfikacja	модификация	N;GEN;FEM;SG	N;INDF;FEM;PL
modyfikacji	изменения	modyfikacja	изменение	N;GEN;FEM;SG	N;INDF;NEUT;PL
karate	карате	karat	карам-се		V;IPFV;IND;PL;2;PRS;FIN;ACT
kapitału	капитали	kapitał	капитал	N;GEN;MASC;SG	N;INDF;MASC;PL
foster	приемен	foster	приемен	V;IPFV;IND;SG;2;PRS;FIN;ACT	ADJ;INDF;MASC;SG
