और	og	और	og		CONJ
वयस्क	voksen	वयस्क	voks		ADJ;INDF;SG
वयस्क	voksent	वयस्क	voksent		N;INDF;MASC;SG
वयस्क	voksne	वयस्क	voksne		N;INDF;NEUT;SG
वयस्क	moden	वयस्क	moden		ADJ;INDF;SG
वयस्क	modent	वयस्क	modent		ADJ;INDF;NEUT;SG
वयस्क	modne	वयस्क	modne		ADJ;PL
ब्लॉक	blokkeringer	ब्लॉक	blokkeringe	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ब्लॉक	kvartaler	ब्लॉक	kvartale	N;NOM;MASC;SG;3	N;INDF;MASC;PL
ब्लॉक	blokker	ब्लॉक	blokke	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ब्लॉक	blokkere	ब्लॉक	blokkere	N;NOM;MASC;SG;3	V;NFIN
समुदायों	samfunn	समुदाय	samfunn	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
मुसलमान	muslimske	मुसलमान	muslimsk	N;NOM;MASC;PL;3	ADJ;PL
मुसलमान	muslim	मुसलमान	muslim	N;NOM;MASC;PL;3	N;INDF;MASC;SG
मुसलमान	muslimsk	मुसलमान	muslimsk	N;NOM;MASC;PL;3	ADJ;INDF;NEUT;SG
सम्पादन	redigerer	सम्पादन	redigere	N;NOM;MASC;SG;3	V;IND;PRS;FIN
सम्पादन	redigere	सम्पादन	redigere	N;NOM;MASC;SG;3	V;NFIN
भव्य	storslått	भव्य	storslått		ADJ;INDF;NEUT;SG
भव्य	praktfullt	भव्य	praktfull		ADJ;INDF;NEUT;SG
भव्य	storslagent	भव्य	storslagent		N;INDF;MASC;SG
स्वीकृति	godkjenner	स्वीकृति	godkjenne	N;NOM;FEM;SG;3	V;IND;PRS;FIN
स्वीकृति	godkjenne	स्वीकृति	godkjenne	N;NOM;FEM;SG;3	ADJ;INDF;SG;V.PTCP
पटेल	patel	पटेल	patel	PROPN;NOM;SG;3	N;INDF;MASC;SG
पीने	drikking	पी	drikking	V;NFIN;ACT	N;INDF;FEM;SG
पीने	drikke	पी	drikke	V;NFIN;ACT	N;INDF;FEM;SG
पीने	drikker	पी	drikker	V;NFIN;ACT	N;INDF;FEM;PL
असली	real	असली	real	ADJ;NOM	N;INDF;MASC;SG
असली	originalen	असली	originale	ADJ;NOM	N;DEF;MASC;SG
पैसे	money	पैसा	money	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
पैसे	penger	पैसा	penge	N;NOM;MASC;PL;3	N;INDF;MASC;SG
शुष्क	tørt	शुष्क	tørr	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
शुष्क	tørr	शुष्क	tørr	N;NOM;MASC;SG;3	ADJ;INDF;SG
शुरुआती	nybegynner	शुरुआती	nybegynne	ADJ	N;INDF;FEM;PL
मेट्रो	metro	मेट्रो	metro	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
नव	nav	नव	nav		N
गर्मियों	sommeren	गर्मी	sommer	N;ACC;FEM;PL;3	ADJ;INDF;SG
गर्मियों	summer	गर्मी	summer	N;ACC;FEM;PL;3	N;INDF;NEUT;SG
गर्मियों	sommer	गर्मी	sommer	N;ACC;FEM;PL;3	N;INDF;MASC;SG
प्रकाशक	utgivere	प्रकाशक	utgivere	N;NOM;MASC;SG;3	V;NFIN
स्वीडन	sweden	स्वीडन	swede	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
स्वीडन	sverige	स्वीडन	sverige	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
गाय	ku	गाय	ku		N;INDF;MASC;SG
प्रशांत	stillehavet	प्रशांत	stillehav	PROPN;NOM;MASC;SG;3	N;DEF;NEUT;SG
प्रशांत	pacific	प्रशांत	pacific	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
खाली	tomt	खाली	tomt	ADJ	N;INDF;FEM;SG
खाली	tomt	खाली	tomt	ADJ	N;INDF;FEM;SG
प्रतिष्ठा	prestige	प्रतिष्ठा	prestig	N;NOM;FEM;SG;3	ADJ;PL
हार्ट	hart	हार्ट	hart	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अनुमानित	beregnet	अनुमानित	beregn	ADJ	N;DEF;NEUT;SG
होली	holly	होली	holly	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
गिरफ्तार	arrest	गिरफ्तार	arrest	ADJ	N;INDF;MASC;SG
गिरफ्तार	arrestere	गिरफ्तार	arrestere	ADJ	V;NFIN
गिरफ्तार	arrestasjon	गिरफ्तार	arrestasjon	ADJ	N;INDF;MASC;SG
गिरफ्तार	anholdt	गिरफ्तार	anhold	ADJ	N;INDF;MASC;SG
गिरफ्तार	pågrepet	गिरफ्तार	pågrep	ADJ	N;DEF;NEUT;SG
मारा	mara	मार	mara	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
प्रवासी	utvandrere	प्रवासी	utvandrere	N;NOM;MASC;SG;3	V;NFIN
माइक्रोसॉफ्ट	microsoft	माइक्रोसॉफ्ट	microsoft	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
चाल	flytte	चाल	flytte	N;NOM;FEM;SG;3	V;IND;FIN
चाल	flytt	चाल	flytt	N;NOM;FEM;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
गीता	gita	गीता	git	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
कोलंबिया	columbia	कोलंबिया	columbi	PROPN;NOM;MASC;SG;3	PROPN
कोलंबिया	colombias	कोलंबिया	colombias	PROPN;NOM;MASC;SG;3	N
कोलंबिया	colombia	कोलंबिया	colombi	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
देशी	dagligtale	देशी	dagligtal		N;INDF;NEUT;SG
देशी	innfødt	देशी	innføde		ADJ;INDF;NEUT;SG;V.PTCP
दुर्गा	durga	दुर्गा	durg	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
नक्षत्र	stjernebilder	नक्षत्र	stjernebilder	N;NOM;MASC;SG;3	N;INDF;MASC;PL
मौखिक	muntlig	मौखिक	muntlig		ADJ;INDF;NEUT;SG
मौखिक	verbal	मौखिक	verbal		N;INDF;NEUT;SG
चलाया	henrettet	चला	henrett	V;PFV;MASC;SG;V.PTCP;ACT	N;DEF;NEUT;SG
रहें	opphold	रह	opphold	V;SBJV;PL;FIN;ACT	ADJ;INDF;NEUT;SG
रहें	bli	रह	bli	V;SBJV;PL;FIN;ACT	V;IMP;FIN
रहें	stay	रह	stay	V;SBJV;PL;FIN;ACT	N
ध्रुव	pole	ध्रुव	pole	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ध्रुव	stolpe	ध्रुव	stolpe	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
विनिमय	bytte	विनिमय	byte	N;NOM;MASC;SG;3	ADJ;PL;V.PTCP
भोपाल	bhopal	भोपाल	bhopal	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ड्राइव	drive	ड्राइव	drive	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
ड्राइव	kjører	ड्राइव	kjøre	N;NOM;MASC;SG;3	V;IND;PRS;FIN
कोर	sangkor	कोर	sangkor		N;INDF;MASC;SG
कोर	core	कोर	core		N
कोर	kjernen	कोर	kjerne		N;DEF;MASC;SG
कोर	kjerne	कोर	kjerne		N;INDF;MASC;SG
कोर	fortauet	कोर	fortau		N;DEF;NEUT;SG
नियुक्ति	avtaler	नियुक्ति	avtale	N;NOM;FEM;SG;3	N;INDF;FEM;PL
बहती	flyter	बह	flyte	V;IPFV;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
बहती	flyter	बह	flyte	V;IPFV;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
विटामिन	vitaminer	विटामिन	vitamin	N;NOM;MASC;SG;3	N;INDF;FEM;PL
उपयोगकर्ताओं	brukere	उपयोगकर्ता	brukere	N;ACC;MASC;PL;3	V;NFIN
उपयोगकर्ताओं	brukerne	उपयोगकर्ता	brukerne	N;ACC;MASC;PL;3	N;INDF;FEM;SG
एड्स	aids	एड्स	aid	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
बर्मा	burma	बर्मा	burme	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
बर्मा	burmas	बर्मा	burm	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डच	nederlandsk	डच	nederlandsk		N;INDF;MASC;SG
डच	nederlendere	डच	nederlendere		V;NFIN
डच	hollandsk	डच	hollandsk		ADJ;INDF;SG
वंशज	etterkommer	वंशज	etterkomme	N;NOM;MASC;PL;3	N;INDF;MASC;SG
उम्मीदवार	kandidaten	उम्मीदवार	kandidat	N;NOM;MASC;PL;3	N;DEF;MASC;SG
उम्मीदवार	kandidat	उम्मीदवार	kandidat	N;NOM;MASC;PL;3	N;INDF;MASC;SG
प्रभावों	impresjonisme	प्रभाव	impresjonisme	N;ACC;MASC;PL;3	N;INDF;MASC;SG
बिलकुल	absolutt	बिलकुल	absolutt	ADV	ADJ;INDF;NEUT;SG
रत्न	ratna	रत्न	ratne	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ग्रहों	planet	ग्रह	plan	N;ACC;MASC;PL;3	N;DEF;NEUT;SG
रूपांतरण	konverteringer	रूपांतरण	konverteringe	N;NOM;MASC;SG;3	N;INDF;FEM;PL
मैसूर	mysore	मैसूर	mysor	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कन्नड़	kannada	कन्नड़	kannad	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सीता	sita	सीता	site	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
चमक	gløder	चमक	glød	N;NOM;FEM;SG;3	N;INDF;FEM;PL
चमक	stråler	चमक	stråle	N;NOM;FEM;SG;3	N;INDF;FEM;PL
हिल	hill	हिल	hill		PROPN
हिल	ås	हिल	ås		N;INDF;MASC;SG
नैदानिक	klinisk	नैदानिक	klinisk	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
अद्भुत	utrolig	अद्भुत	utrolig	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
अद्भुत	amazing	अद्भुत	amazing	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
अद्भुत	herlig	अद्भुत	herlig	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
एकत्रित	samlet	एकत्रित	saml	ADJ	N;DEF;NEUT;SG
एकत्रित	samle	एकत्रित	samle	ADJ	V;NFIN
एकत्रित	samles	एकत्रित	samles	ADJ	N;INDF;MASC;SG
तोड़	smash	तोड़	smash	V;ACT	N;INDF;MASC;SG
तोड़	knus	तोड़	knus	V;ACT	N;INDF;MASC;SG
दशकों	tiår	दशक	tiår	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
दशकों	årtier	दशक	årti	N;NOM;MASC;PL;3	N;INDF;FEM;SG
खतरे	trusler	खतरा	trusle	N;NOM;MASC;SG;3	N;INDF;FEM;PL
हमारा	vår	हम	vår	PRO;MASC;PL;1	PRO;MASC;SG
हमारा	vårt	हम	vår	PRO;MASC;PL;1	PRO;NEUT;SG
पाल	paulus	पाल	paulus		N;MASC
पाल	paul	पाल	paul		N;MASC
पाल	seile	पाल	seil		N;INDF;FEM;SG
पाल	seil	पाल	seil		N;INDF;MASC;SG
पाल	pal	पाल	pal		N;INDF;MASC;SG
निर्दिष्ट	spesifisert	निर्दिष्ट	spesifisere	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG;V.PTCP
निर्दिष्ट	oppgitt	निर्दिष्ट	oppgi	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
निर्दिष्ट	angitte	निर्दिष्ट	angitte	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
निर्दिष्ट	angitt	निर्दिष्ट	angitt	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जोड़े	par	जोड़	par	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
जोड़े	parene	जोड़	pare	V;PFV;MASC;SG;V.PTCP;ACT	N;DEF;FEM;PL
निर्माताओं	produsenter	निर्माता	produsenter	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
समर्थक	hovedpersonen	समर्थक	hovedperson	N;NOM;MASC;PL;3	N;DEF;MASC;SG
समर्थक	støttespillere	समर्थक	støttespillere	N;NOM;MASC;PL;3	V;NFIN
समर्थक	supportere	समर्थक	supportere	N;NOM;MASC;PL;3	N;INDF;FEM;SG
समर्थक	tilhengere	समर्थक	tilhengere	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
समर्थक	tilhenger	समर्थक	tilhenger	N;NOM;MASC;PL;3	V;IND;PRS;FIN
पॉप	pop	पॉप	pop	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
खबर	nyheter	खबर	nyhet	N;NOM;FEM;SG;3	N;INDF;FEM;PL
प्रबल	seire	प्रबल	seire		N;INDF;NEUT;SG
प्रबल	dominerende	प्रबल	dominerende		ADJ;PL;V.PTCP
आलोचकों	kritikere	आलोचक	kritikere	N;ACC;MASC;PL;3	V;NFIN
विभक्त	splittet	विभक्त	splitt	ADJ	N;DEF;NEUT;SG
एयरलाइंस	flyselskaper	एयरलाइन	flyselskap	N;NOM;FEM;PL;3	N;INDF;NEUT;SG
एयरलाइंस	airlines	एयरलाइन	airlines	N;NOM;FEM;PL;3	N;INDF;NEUT;SG
श्रीमती	fru	श्रीमती	fru	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
श्रीमती	mrs	श्रीमती	mrs	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
अवैध	fredløs	अवैध	fredløs	ADJ;NOM	N;INDF;MASC;SG
अवैध	lovløs	अवैध	lovløs	ADJ;NOM	N;INDF;MASC;SG
अवैध	invalid	अवैध	invalid	ADJ;NOM	N
जीवाणु	bakterier	जीवाणु	bakterium	N;NOM;MASC;SG;3	N;INDF;MASC;PL
हाँ	yes	हाँ	yes		N;INDF;NEUT;SG
हाँ	ja	हाँ	ja		INTJ
हाँ	yeah	हाँ	yeah		N;INDF
हाँ	ja	हाँ	ja		INTJ
हाँ	jada	हाँ	jada		ADJ;INDF;NEUT;SG;V.PTCP
राहुल	rahul	राहुल	rahul	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
प्राण	pran	प्राण	pran	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
राजीव	rajiv	राजीव	rajiv	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
शिकागो	chicago	शिकागो	chicago	PROPN;NOM;MASC;SG;3	N
विकी	wiki	विकी	wiki	PROPN;NOM;MASC;SG;3	N
इंग्लैण्ड	england	इंग्लैण्ड	england	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
गुरू	guru	गुरू	guru		N;INDF;MASC;SG
दौड़	driver	दौड	drive		N;INDF;MASC;SG
दौड़	renner	दौड	renne		V;IND;PRS;FIN
दौड़	kappløp	दौड	kappløp		N;INDF;NEUT;SG
दौड़	rase	दौड	rase		N;INDF;MASC;SG
दौड़	race	दौड	race		N
दौड़	raser	दौड	raser		N;INDF;NEUT;SG
दौड़	arrangement	दौड	arrangement		N;INDF;NEUT;SG
दौड़	veddeløp	दौड	veddeløp		N;INDF;NEUT;SG
दौड़	racing	दौड	racing		N;INDF;MASC;SG
छाया	skyggene	छा	skygge	V;PFV;MASC;SG;V.PTCP;ACT	N;DEF;MASC;PL
छाया	skygger	छा	skygge	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;PL
छाया	skygge	छा	skygge	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
छाया	shadow	छा	shadow	V;PFV;MASC;SG;V.PTCP;ACT	N
छाया	skyggen	छा	skygg	V;PFV;MASC;SG;V.PTCP;ACT	N;DEF;MASC;SG
छाया	skygge	छा	skygge	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
समक्ष	forgrunnen	समक्ष	forgrunn	ADV;NOM;MASC;SG;3	N;DEF;MASC;SG
समक्ष	forgrunn	समक्ष	forgrunn	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
मैरी	merry	मैरी	merry	PROPN;NOM;FEM;SG;3	N;INDF;SG
मैरी	mary	मैरी	mary	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
फाउंडेशन	foundation	फाउंडेशन	foundation	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
फाउंडेशन	stiftelse	फाउंडेशन	stiftelse	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
फाउंडेशन	stiftelsen	फाउंडेशन	stiftelse	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
विक्टोरिया	victoria	विक्टोरिया	victorie	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कार्यकर्ता	arbeider	कार्यकर्ता	arbeide	N;NOM;MASC;PL;3	V;IND;PRS;FIN
कार्यकर्ता	arbeideren	कार्यकर्ता	arbeider	N;NOM;MASC;PL;3	N;DEF;MASC;SG
पब्लिक	offentleg	पब्लिक	offentleg	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
पब्लिक	offentlige	पब्लिक	offentlige	N;NOM;MASC;SG;3	ADJ;PL
पब्लिक	offentlig	पब्लिक	offentlig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
बोल	bol	बोल	bol	V;ACT	N;INDF;NEUT;SG
कान	ørene	कान	øren	N;NOM;MASC;SG;3	N;DEF;FEM;PL
कान	ører	कान	øre	N;NOM;MASC;SG;3	V;IND;PRS;FIN
बनवाया	bygget	बन	bygg	V;PFV;MASC;SG;V.PTCP;ACT	N;DEF;NEUT;SG
बनवाया	bygde	बन	byggje	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PL;V.PTCP
बनवाया	bygd	बन	byggje	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
महर्षि	maharishi	महर्षि	maharishi	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मेले	rettferdig	मेला	rettferdig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
शांत	edru	शांत	edru	ADJ	N;INDF;MASC;SG
शांत	roen	शांत	ro	ADJ	N;DEF;MASC;SG
शांत	stillhet	शांत	stillh	ADJ	N;INDF;MASC;SG
उद्घाटन	åpninger	उद्घाटन	åpning	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्रिय	kjære	प्रिय	kjære		N
रेड	razzia	रेड	razzi	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
रेड	raid	रेड	raid	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
रेड	raidet	रेड	raid	PROPN;NOM;MASC;SG;3	N;DEF;NEUT;SG
रेड	rødt	रेड	rødt	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
रेड	rød	रेड	rød	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
रेड	red	रेड	red	PROPN;NOM;MASC;SG;3	N
स्व	self	स्व	selfef		N;INDF;NEUT;SG
सृजन	skapelsen	सृजन	skapelse		N;DEF;MASC;SG
सृजन	oppretting	सृजन	oppretting		N;INDF;FEM;SG
सृजन	skapning	सृजन	skapning		N;INDF;MASC;SG
सृजन	skaperverk	सृजन	skaperverk		N;INDF;NEUT;SG
सृजन	skapelse	सृजन	skapelse		N;INDF;MASC;SG
सृजन	opprettelse	सृजन	opprettelse		N;INDF;MASC;SG
सृजन	kreativitet	सृजन	kreativitet		N;INDF;MASC;SG
सृजन	kreativiteten	सृजन	kreativitet		N;DEF;MASC;SG
वकील	jurist	वकील	jurist	N;NOM;MASC;PL;3	N;INDF;MASC;SG
वकील	advokat	वकील	advokat	N;NOM;MASC;PL;3	N;INDF;MASC;SG
करो	karo	कर	karo	V;SBJV;SG;FIN;ACT	N;INDF;MASC;SG
विलियम्स	williams	विलियम्स	williams	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
भावनाओं	følelser	भावना	følelse	N;ACC;FEM;PL;3	N;INDF;MASC;SG
बच	overlevd	बच	overleve	V;ACT	ADJ;INDF;NEUT;SG;V.PTCP
बच	bach	बच	bach	V;ACT	N;INDF;MASC;SG
छोड़ने	dropper	छोड़	droppe	V;NFIN;ACT	N;INDF;FEM;PL
रणनीति	strategier	रणनीति	strategi	N;NOM;FEM;SG;3	N;INDF;FEM;PL
बुलाया	kalles	बुला	kalles	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
बुलाया	ringt	बुला	ringe	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
बुलाया	kalt	बुला	kalle	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG
शत्रु	fiendtlige	शत्रु	fiendtlige	N;NOM;MASC;SG;3	ADJ;PL
शत्रु	fiendtlig	शत्रु	fiendtlig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
शत्रु	uvenner	शत्रु	uvenner	N;NOM;MASC;SG;3	N;INDF;MASC;PL
अनुच्छेद	avsnitt	अनुच्छेद	avsnitt	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
अनुच्छेद	avsnittet	अनुच्छेद	avsnitt	PROPN;NOM;MASC;SG;3	N;DEF;NEUT;SG
अनुच्छेद	avsnitt	अनुच्छेद	avsnitt	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
आयात	importer	आयात	importer	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आयात	importere	आयात	importere	N;NOM;MASC;SG;3	V;NFIN
आयात	importerer	आयात	importere	N;NOM;MASC;SG;3	V;IND;PRS;FIN
आधा	halvt	आधा	halv	NUM	ADJ;INDF;NEUT;SG
आधा	halve	आधा	halv	NUM	ADJ;DEF;SG
आधा	halv	आधा	halv	NUM	ADJ;INDF;SG
आधा	halvparten	आधा	halvpart	NUM	N;DEF;MASC;SG
आधा	half	आधा	half	NUM	N
धन्यवाद	takk	धन्यवाद	takk		N;INDF;FEM;SG
बेल	belle	बेल	belle		N;INDF;FEM;SG
बेल	vine	बेल	vine		N;INDF;MASC;SG
बेल	bjelle	बेल	bjelle		N;INDF;MASC;SG
बेल	bell	बेल	bell		N;INDF;MASC;SG
सेंट्रल	central	सेंट्रल	central	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सेंट्रल	sentral	सेंट्रल	sentral	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
सेंट्रल	sentralt	सेंट्रल	sentral	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
घातक	dødelig	घातक	dødelig	ADJ	N;INDF;MASC;SG
पहल	initiativ	पहल	initiativ		N;INDF;NEUT;SG
पहल	initiativet	पहल	initiativ		N;DEF;NEUT;SG
परे	hinsides	परे	hinsides		N;INDF;MASC;SG
परे	bortenfor	परे	bortenfor		N;DEF;MASC;SG
परे	beyond	परे	beyond		N
परे	utover	परे	utover		ADP
वाहनों	kjøretøyer	वाहन	kjøretøy	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
वाहनों	kjøretøy	वाहन	kjøretøy	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
राजपूत	rajput	राजपूत	rajput	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सच	ekte	सच	ekte	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
सच	sant	सच	sann	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
सच	sanne	सच	sann	N;NOM;MASC;SG;3	ADJ;PL
पाउंड	kilo	पाउंड	kilo	N;NOM;MASC;SG;3	N;INDF;MASC;PL
इण्डिया	india	इण्डिया	india	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
प्राधिकरण	autoriteter	प्राधिकरण	autoritet	N;NOM;MASC;SG;3	N;INDF;MASC;PL
प्राधिकरण	myndigheter	प्राधिकरण	myndigheter	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्राधिकरण	myndighetene	प्राधिकरण	myndighet	N;NOM;MASC;SG;3	N;DEF;FEM;PL
धातुओं	metaller	धातुा	metalle	N;ACC;MASC;PL;3	N;INDF;MASC;SG
अतीत	fortida	अतीत	fortid		N;DEF;FEM;SG
अतीत	fortiden	अतीत	fortid		N;DEF;MASC;SG
अतीत	fortid	अतीत	fortid		N;INDF;FEM;SG
अतीत	forbi	अतीत	forbi		ADP
अतीत	past	अतीत	past		N;INDF
समाजवादी	sosialist	समाजवादी	sosialist	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
समाजवादी	sosialistiske	समाजवादी	sosialistisk	PROPN;NOM;MASC;SG;3	ADJ;PL
समाजवादी	sosialistisk	समाजवादी	sosialistisk	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
समाजवादी	sosialisme	समाजवादी	sosialisme	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
आखिरी	sist	आखिरी	sist	ADJ	ADV
धूम्रपान	røyker	धूम्रपान	røyke	N;NOM;MASC;SG;3	N;INDF;FEM;PL
शिवाजी	shivaji	शिवाजी	shivaji	PROPN;NOM;MASC;SG;3	N
घोड़े	horse	घोड़ा	horse	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
घोड़े	hest	घोड़ा	hest	N;NOM;MASC;PL;3	N;INDF;MASC;SG
घोड़े	hesten	घोड़ा	hest	N;NOM;MASC;PL;3	N;DEF;MASC;SG
माला	maldivene	माला	maldiv	PROPN;NOM;FEM;SG;3	N;DEF;FEM;PL
माला	garland	माला	garland	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
माला	mala	माला	mal	PROPN;NOM;FEM;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
तेलुगु	telugu	तेलुगु	telugu	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
दीवारों	graffiti	दीवार	graffiti	N;ACC;FEM;PL;3	N;INDF;MASC;SG
