und	si	und	sine	CONJ	
ausgeführt	efectuat	ausführen	efectua	V;V.PTCP	ADJ;INDF;MASC;SG
charts	diagrame	charts	diagramă	ADV	N;INDF;FEM;PL
charts	grafice	charts	grafic	ADV	ADJ;INDF;FEM;PL
organisationen	organizațiile	organisation	organizație	N;NOM;FEM;PL	N;DEF;FEM;PL
ziehen	tragerea	ziehen	tragere	V;NFIN	N;DEF;FEM;SG
ziehen	remiză	ziehen	remiză	V;NFIN	N;INDF;FEM;SG
fahrer	sofer	fahrer	sofer	ADJ	N;INDF;MASC;SG
fahrer	driver	fahrer	driver	ADJ	N;INDF;MASC;SG
fahrer	șofer	fahrer	șofer	ADJ	N;INDF;MASC;SG
fahrer	rider	fahrer	rider	ADJ	N;INDF;MASC;SG
verkaufte	vandut	verkaufen	vandut	V;IND;SG;3;PST;FIN	ADJ;INDF;MASC;SG
verkaufte	vândute	verkaufen	vinde	V;IND;SG;3;PST;FIN	ADJ;INDF;FEM;PL
verkaufte	vândută	verkaufen	vânde	V;IND;SG;3;PST;FIN	ADJ;INDF;FEM;SG
verkaufte	vândut	verkaufen	vinde	V;IND;SG;3;PST;FIN	ADJ;INDF;MASC;SG
magdeburg	magdeburg	magdeburg	magdeburg	PROPN	PROPN
lagen	straturi	liegen	strat	V;IND;PL;3;PST;FIN	N;INDF;FEM;PL
kommentar	comment	kommentar	comment	ADJ	
kommentar	comentează	kommentar	comenta	ADJ	V;IND;3;PRS;FIN
kommentar	comentarii	kommentar	comentariu	ADJ	N;INDF;FEM;PL
kommentar	comentariul	kommentar	comentariu	ADJ	N;DEF;MASC;SG
kommentar	comentariu	kommentar	comentariu	ADJ	N;INDF;MASC;SG
kommentar	comentarii	kommentar	comentariu	ADJ	N;INDF;FEM;PL
kommentar	comentariile	kommentar	comentariu	ADJ	N;DEF;FEM;PL
kommentar	observații	kommentar	observație	ADJ	N;INDF;FEM;PL
vorbei	peste	vorbei	peste	ADV	ADP;ACC
vorbei	over	vorbei	over	ADV	N;INDF;MASC;SG
bieten	oferirea	bieten	oferire	V;NFIN	N;DEF;FEM;SG
bieten	ofrandă	bieten	ofrandă	V;NFIN	N;INDF;FEM;SG
bieten	oferta	bieten	ofertă	V;NFIN	N;DEF;FEM;SG
bieten	ofertă	bieten	ofertă	V;NFIN	N;INDF;FEM;SG
küste	coastă	küsen	coastă	ADJ	N;INDF;FEM;SG
küste	coasta	küsen	coastă	ADJ	N;DEF;FEM;SG
küste	coastă	küsen	coastă	ADJ	N;INDF;FEM;SG
küste	coast	küsen	coast	ADJ	N;INDF;MASC;SG
wege	cărări	wege	cară		N;INDF;FEM;PL
wege	căi	wege	cale		N;INDF;FEM;PL
wege	moduri	wege	mod		N;INDF;FEM;PL
debüt	debut	debüt	debut	V;SG;FIN	N;INDF;MASC;SG
debüt	debutul	debüt	debut	V;SG;FIN	N;DEF;MASC;SG
eindruck	impresie	eindruck	impresie	ADV	N;INDF;FEM;SG
gedichte	poemele	gedicht	poem	N;NOM;NEUT;PL	N;DEF;FEM;PL
gedichte	poeziile	gedicht	poezie	N;NOM;NEUT;PL	N;DEF;FEM;PL
gedichte	poezia	gedicht	poezie	N;NOM;NEUT;PL	N;DEF;FEM;SG
gedichte	poezie	gedicht	poezie	N;NOM;NEUT;PL	N;INDF;FEM;SG
produkte	produsul	produkt	produs	N;NOM;NEUT;PL	N;DEF;MASC;SG
produkte	produs	produkt	produs	N;NOM;NEUT;PL	N;INDF;MASC;SG
produkte	produsele	produkt	produs	N;NOM;NEUT;PL	N;DEF;FEM;PL
besitzer	proprietar	besitzer	proprietar	ADJ	N;INDF;MASC;SG
besitzer	proprietarul	besitzer	proprietar	ADJ	N;DEF;MASC;SG
besitzer	proprietarii	besitzer	proprietar	ADJ	N;DEF;MASC;PL
besitzer	proprietari	besitzer	proprietar	ADJ	N;INDF;MASC;PL
besitzer	proprietarilor	besitzer	proprietar	ADJ	N;DEF;MASC;PL
besitzer	holder	besitzer	holder	ADJ	N;INDF;MASC;SG
besitzer	titular	besitzer	titular	ADJ	N;INDF;MASC;SG
besitzer	titularul	besitzer	titular	ADJ	N;DEF;MASC;SG
möglichkeiten	posibilitati	möglichkeiten	posibilitati	V;NFIN	
möglichkeiten	posibilități	möglichkeiten	posibilitate	V;NFIN	N;INDF;FEM;PL
möglichkeiten	posibilitățile	möglichkeiten	posibilitate	V;NFIN	N;DEF;FEM;PL
möglichkeiten	optiuni	möglichkeiten	optiune	V;NFIN	N;INDF;FEM;PL
möglichkeiten	opțiuni	möglichkeiten	opțiune	V;NFIN	N;INDF;FEM;PL
möglichkeiten	oportunități	möglichkeiten	oportunitate	V;NFIN	N;INDF;FEM;PL
donau	dunăre	donau	dunăre	PROPN;NOM;SG	
donau	dunărea	donau	dunăre	PROPN;NOM;SG	
donau	dunării	donau	dunăre	PROPN;NOM;SG	PROPN;DEF;FEM;SG
donau	donau	donau	dona	PROPN;NOM;SG	V;IND;PL;3;IPFV;FIN
mission	misiunea	mission	misiune		N;DEF;FEM;SG
mission	misiune	mission	misiune		N;INDF;FEM;SG
spanischer	spaniola	spanisch	spaniolă	ADJ	N;DEF;FEM;SG
spanischer	spaniolă	spanisch	spaniolă	ADJ	N;INDF;FEM;SG
gegend	vecinătate	gegend	vecinătate	ADV	N;INDF;FEM;SG
gegend	cartierul	gegend	cartier	ADV	N;DEF;MASC;SG
gegend	cartier	gegend	cartier	ADV	N;INDF;MASC;SG
kombination	combinații	kombination	combinație	N;SG	N;INDF;FEM;PL
kombination	combinat	kombination	combina	N;SG	ADJ;INDF;MASC;SG
kombination	combinată	kombination	combinat	N;SG	ADJ;INDF;FEM;SG
kombination	combinate	kombination	combina	N;SG	ADJ;INDF;FEM;PL
first	primii	fersen	prim	PROPN	NUM;DEF;MASC;PL
first	prima	fersen	prim	PROPN	NUM;DEF;FEM;SG
first	primul	fersen	prim	PROPN	NUM;DEF;MASC;SG
prinz	prințul	prinz	prinț	N;NOM;MASC;SG	N;DEF;MASC;SG
prinz	prinţul	prinz	pring	N;NOM;MASC;SG	N;DEF;MASC;SG
endgültig	finală	endgültig	finală	ADJ	N;INDF;FEM;SG
endgültig	final	endgültig	final	ADJ	N;INDF;MASC;SG
endgültig	finala	endgültig	finală	ADJ	N;DEF;FEM;SG
endgültig	definitiv	endgültig	definitiv	ADJ	ADV
juan	juan	juan	juan	PROPN;NOM;MASC;SG	PROPN
drehbuch	scenariul	drehbuch	scenariu	N;NOM;NEUT;SG	N;DEF;MASC;SG
drehbuch	scenariul	drehbuch	scenariu	N;NOM;NEUT;SG	N;DEF;MASC;SG
versuche	încercați	versuchen	încerca	N;NOM;SG	V;IND;PL;2;IPFV;FIN
versuche	încearcă	versuchen	încerca	N;NOM;SG	V;IND;3;PRS;FIN
versuche	incearca	versuchen	incearca	N;NOM;SG	V;IND;SG;3;IPFV;FIN
versuche	încercări	versuchen	încercare	N;NOM;SG	N;INDF;FEM;PL
versuche	procese	versuchen	proces	N;NOM;SG	N;INDF;FEM;PL
versuche	tentative	versuchen	tentativă	N;NOM;SG	N;INDF;FEM;PL
versuche	experimentele	versuchen	experiment	N;NOM;SG	N;DEF;FEM;PL
versuche	experimente	versuchen	experiment	N;NOM;SG	N;INDF;FEM;PL
ortschaften	localuri	ortschaften	local	ADJ	N;INDF;FEM;PL
ortschaften	locuri	ortschaften	loc	ADJ	N;INDF;FEM;PL
ortschaften	sate	ortschaften	sat	ADJ	N;INDF;FEM;PL
ortschaften	satele	ortschaften	sat	ADJ	N;DEF;FEM;PL
ortschaften	locatii	ortschaften	locat	ADJ	N;INDF;FEM;PL
ortschaften	locații	ortschaften	locație	ADJ	N;INDF;FEM;PL
ortschaften	localitati	ortschaften	localitati	ADJ	N;INDF;MASC;PL
ortschaften	oraşe	ortschaften	orac	ADJ	N;INDF;FEM;PL
alternative	alternativă	alternativ	alternativ	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
alternative	alternativ	alternativ	alternativ	ADJ;NOM;FEM;PL	ADV
alternative	alternativa	alternativ	alternativă	ADJ;NOM;FEM;PL	N;DEF;FEM;SG
alternative	supleant	alternativ	supleant	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
alternative	alternativ	alternativ	alternativ	ADJ;NOM;FEM;PL	ADV
alternative	alternativele	alternativ	alternativă	ADJ;NOM;FEM;PL	N;DEF;FEM;PL
sorry	scuze	sorry	scuză		N;INDF;FEM;PL
infrastruktur	infrastructuri	infrastruktur	infrastructură	ADJ	N;INDF;FEM;PL
infrastruktur	infrastructură	infrastruktur	infrastructură	ADJ	N;INDF;FEM;SG
infrastruktur	infrastructura	infrastruktur	infrastructură	ADJ	N;DEF;FEM;SG
infrastruktur	infrastructurile	infrastruktur	infrastructurile	ADJ	N;DEF;FEM;PL
infrastruktur	infrastructuri	infrastruktur	infrastructură	ADJ	N;INDF;FEM;PL
praktisch	practic	praktisch	practic	ADJ	ADV
praktisch	convenabil	praktisch	convenabil	ADJ	ADV
praktisch	practice	praktisch	practica	ADJ	
praktisch	practică	praktisch	practica	ADJ	V;IND;SG;3;PST;FIN
praktisch	practic	praktisch	practic	ADJ	ADV
praktisch	handy	praktisch	handy	ADJ	
jacques	jacques	jacques	jacques	PROPN;NOM;MASC;SG	PROPN
biografie	biografia	biografie	biografie		N;DEF;FEM;SG
biografie	biografie	biografie	biografie		N;INDF;FEM;SG
biografie	biografia	biografie	biografie		N;DEF;FEM;SG
biografie	biografie	biografie	biografie		N;INDF;FEM;SG
gründe	motive	gründen	motiv		N;INDF;FEM;PL
gründe	motivele	gründen	motiv		N;DEF;FEM;PL
gründe	cauzele	gründen	cauză		N;DEF;FEM;PL
gründe	cauze	gründen	cauză		N;INDF;FEM;PL
phase	faza	phase	fază		N;DEF;FEM;SG
phase	fază	phase	fază		N;INDF;FEM;SG
phase	faze	phase	fază		N;INDF;FEM;PL
phase	fazele	phase	fază		N;DEF;FEM;PL
junioren	junior	junior	junior	N;NOM;FEM;PL	
françois	francois	françois	francois	PROPN;NOM;MASC;SG	PROPN
françois	francois	françois	francois	PROPN;NOM;MASC;SG	PROPN
françois	françois	françois	françois	PROPN;NOM;MASC;SG	PROPN
antike	antică	antik	antic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
antike	antichitate	antik	antichitate	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
antike	antici	antik	antic	ADJ;NOM;FEM;SG	N;INDF;MASC;PL
antike	anticii	antik	antic	ADJ;NOM;FEM;SG	N;DEF;MASC;PL
antike	străvechi	antik	străvechi	ADJ;NOM;FEM;SG	
antike	antică	antik	antic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
antike	antice	antik	antic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
antike	antichitate	antik	antichitate	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
korrekt	corectează	korrekt	corecta	ADJ	V;IND;3;PRS;FIN
korrekt	corect	korrekt	corect	ADJ	ADV
behandlung	terapie	behandlung	terapie		N;INDF;FEM;SG
behandlung	terapia	behandlung	terapie		N;DEF;FEM;SG
behandlung	tratamentul	behandlung	tratament		N;DEF;MASC;SG
behandlung	tratamentului	behandlung	tratament		N;DEF;MASC;SG
behandlung	tratament	behandlung	tratament		N;INDF;MASC;SG
behandlung	tratamentele	behandlung	tratament		N;DEF;FEM;PL
behandlung	tratamente	behandlung	tratament		N;INDF;FEM;PL
wichtigen	important	wichtig	important	ADJ	ADV
verändert	schimbat	verändern	schimba	V;V.PTCP	ADJ;INDF;MASC;SG
verändert	schimbată	verändern	schimba	V;V.PTCP	ADJ;INDF;FEM;SG
verändert	modificat	verändern	modificat	V;V.PTCP	ADJ;INDF;MASC;SG
verändert	modificată	verändern	modifica	V;V.PTCP	ADJ;INDF;FEM;SG
verändert	modificate	verändern	modificat	V;V.PTCP	ADJ;INDF;FEM;PL
verändert	modificat	verändern	modificat	V;V.PTCP	ADJ;INDF;MASC;SG
erstellen	creare	erstellen	creare	V;NFIN	N;INDF;FEM;SG
erstellen	crearea	erstellen	creare	V;NFIN	N;DEF;FEM;SG
erstellen	creare	erstellen	creare	V;NFIN	N;INDF;FEM;SG
pokal	trofeul	pokal	trofeu	N;NOM;MASC;SG	N;DEF;MASC;SG
pokal	pokal	pokal	pokal	N;NOM;MASC;SG	
pokal	cupa	pokal	cupă	N;NOM;MASC;SG	N;DEF;FEM;SG
pokal	cupă	pokal	cupă	N;NOM;MASC;SG	N;INDF;FEM;SG
pokal	ceașcă	pokal	ceașcă	N;NOM;MASC;SG	N;INDF;FEM;SG
meisterschaften	campionatele	meisterschaften	campionat	V;NFIN	N;DEF;FEM;PL
meisterschaften	campionate	meisterschaften	campiona	V;NFIN	N;INDF;FEM;PL
meisterschaften	campionatul	meisterschaften	campionat	V;NFIN	N;DEF;MASC;SG
meisterschaften	campionat	meisterschaften	campiona	V;NFIN	N;INDF;MASC;SG
eng	eng	eng	eng	ADJ	N;INDF;MASC
eng	strans	eng	strans	ADJ	
eng	strâns	eng	strâns	ADJ	ADV
eng	restrânge	eng	restrânge	ADJ	V;IND;SG;3;PRS;FIN
jack	jack	jack	jack	PROPN;NOM;SG	PROPN
handeln	actorie	handeln	actorie	V;NFIN	N;INDF;FEM;SG
handeln	actoria	handeln	actorie	V;NFIN	N;DEF;FEM;SG
handeln	actul	handeln	act	V;NFIN	N;DEF;MASC;SG
handeln	act	handeln	act	V;NFIN	N;INDF;MASC;SG
mary	mary	mary	mary	PROPN;NOM;SG	N;INDF;MASC;SG
nikolaus	nikolaus	nikolaus	nikolaus	PROPN;NOM;MASC;SG	PROPN
nikolaus	nicolaus	nikolaus	nicolaus	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
nikolaus	nicholas	nikolaus	nicholas	PROPN;NOM;MASC;SG	PROPN
nikolaus	nicolae	nikolaus	nicolae	PROPN;NOM;MASC;SG	PROPN
bedeutende	eminent	bedeutend	eminent	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
bedeutende	semnificativă	bedeutend	semnificativ	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
bedeutende	semnificativ	bedeutend	semnificativ	ADJ;NOM;FEM;PL	ADV
beteiligten	implicate	beteiligt	implicat	V;IND;PL;3;PST;FIN	ADJ;INDF;FEM;PL
beteiligten	implicată	beteiligt	implica	V;IND;PL;3;PST;FIN	ADJ;INDF;FEM;SG
beteiligten	implicat	beteiligt	implicat	V;IND;PL;3;PST;FIN	ADJ;INDF;MASC;SG
freunde	prietenii	freund	prietenie	N;NOM;PL	N;DEF;MASC;PL
freunde	prieten	freund	prieten	N;NOM;PL	N;INDF;MASC;SG
freunde	prietenă	freund	prietenă	N;NOM;PL	N;INDF;FEM;SG
frieden	pace	frieden	pace		N;INDF;FEM;SG
frieden	pacea	frieden	pace		N;DEF;FEM;SG
stub	ciot	stub	ciot		ADJ;INDF;MASC;SG
bereichen	intervale	bereichen	interval	V;NFIN	N;INDF;FEM;PL
bereichen	domenii	bereichen	domeniu	V;NFIN	N;INDF;FEM;PL
bereichen	câmpuri	bereichen	câmp	V;NFIN	N;INDF;FEM;PL
bereichen	câmpurile	bereichen	câmp	V;NFIN	N;DEF;FEM;PL
bereichen	arii	bereichen	arie	V;NFIN	N;INDF;FEM;PL
bereichen	domenii	bereichen	domeniu	V;NFIN	N;INDF;FEM;PL
bereichen	zonele	bereichen	zonă	V;NFIN	N;DEF;FEM;PL
bereichen	zone	bereichen	zonă	V;NFIN	N;INDF;FEM;PL
ruf	reputație	ruf	reputație	N;NOM;MASC;SG	N;INDF;FEM;SG
ruf	reputația	ruf	reputație	N;NOM;MASC;SG	N;DEF;FEM;SG
ruf	reputatie	ruf	reputatie	N;NOM;MASC;SG	N;INDF;FEM;SG
ruf	fru	ruf	fru	N;NOM;MASC;SG	
herz	cardiace	herz	cardiac		ADJ;INDF;FEM;PL
herz	cardiacă	herz	cardiac		ADJ;INDF;FEM;SG
herz	inima	herz	inimă		N;DEF;FEM;SG
herz	inimă	herz	inimă		N;INDF;FEM;SG
herz	heart	herz	heart		
herz	herz	herz	herz		N;INDF;MASC;SG
herz	inimi	herz	inimă		N;INDF;FEM;PL
herz	inimile	herz	inimă		N;DEF;FEM;PL
handlung	complot	handlung	complot		N;INDF;MASC;SG
handlung	intriga	handlung	intriga		N;DEF;FEM;SG
handlung	intrigă	handlung	intriga		N;INDF;FEM;SG
biographie	biografia	biographie	biografie		N;DEF;FEM;SG
biographie	biografie	biographie	biografie		N;INDF;FEM;SG
eröffnung	inaugurare	Eröffnung	inaugurare		N;INDF;FEM;SG
eröffnung	inaugurarea	Eröffnung	inaugurare		N;DEF;FEM;SG
eröffnung	deschiderea	Eröffnung	deschidere		N;DEF;FEM;SG
eröffnung	deschidere	Eröffnung	deschidere		N;INDF;FEM;SG
eröffnung	deschid	Eröffnung	deschide		V;IND;PL;3;PRS;FIN
ägypten	egipt	ägypten	egipt	PROPN;NOM	PROPN
ägypten	egiptul	ägypten	egipt	PROPN;NOM	N;DEF;MASC;SG
ägypten	cairo	ägypten	cairo	PROPN;NOM	PROPN
ägypten	alexandria	ägypten	alexandrie	PROPN;NOM	PROPN
ägypten	egipteană	ägypten	egiptean	PROPN;NOM	ADJ;INDF;FEM;SG
ägypten	egiptean	ägypten	egiptean	PROPN;NOM	ADJ;INDF;MASC;SG
ägypten	egiptene	ägypten	egipten	PROPN;NOM	ADJ;INDF;FEM;PL
mittlere	medie	mittler	medie	ADJ;NOM;FEM;PL	N;INDF;FEM;SG
mittlere	intermediar	mittler	intermediar	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
mittlere	intermediară	mittler	intermediar	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
mittlere	medii	mittler	medie	ADJ;NOM;FEM;PL	N;INDF;FEM;PL
mittlere	medium	mittler	medium	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
mittlere	mediu	mittler	mediu	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
mittlere	medie	mittler	medie	ADJ;NOM;FEM;PL	N;INDF;FEM;SG
mittlere	mediană	mittler	median	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
mittlere	median	mittler	median	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
mittlere	mijloc	mittler	mijloc	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
studio	studio	studio	studio	PROPN;NOM;SG	N;INDF;MASC;SG
studio	studioul	studio	studio	PROPN;NOM;SG	N;DEF;MASC;SG
spanisch	spaniola	spanisch	spaniolă	ADJ	N;DEF;FEM;SG
spanisch	spaniolă	spanisch	spaniolă	ADJ	N;INDF;FEM;SG
kollegen	colega	kolleg	colegă	V;FIN	N;DEF;FEM;SG
kollegen	colegul	kolleg	coleg	V;FIN	N;DEF;MASC;SG
kollegen	colegă	kolleg	colegă	V;FIN	N;INDF;FEM;SG
kollegen	coleg	kolleg	coleg	V;FIN	N;INDF;MASC;SG
kollegen	colegi	kolleg	coleg	V;FIN	N;INDF;MASC;PL
kollegen	colegii	kolleg	coleg	V;FIN	N;DEF;MASC;PL
kollegen	colegi	kolleg	coleg	V;FIN	N;INDF;MASC;PL
ursprüngliche	originalele	ursprünglich	original	ADJ;NOM;FEM;PL	N;DEF;FEM;PL
not	nu	not	nu	PROPN;SG	PART;NEG
not	primejdie	not	primejdie	PROPN;SG	N;INDF;FEM;SG
hill	colina	hallen	colină	PROPN;NOM;MASC;SG	N;DEF;FEM;SG
hill	dealul	hallen	deal	PROPN;NOM;MASC;SG	N;DEF;MASC;SG
hill	hill	hallen	hill	PROPN;NOM;MASC;SG	PROPN
hill	deal	hallen	deal	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
raus	out	raus	out	ADV	
bruno	bruno	bruno	brun	PROPN;NOM;SG	PROPN
regensburg	regensburg	regensburg	regensburg	PROPN;NOM;SG	N;INDF;MASC;SG
bildern	imagini	bildern	imagine	V;NFIN	N;INDF;FEM;PL
bildern	imaginile	bildern	imagine	V;NFIN	N;DEF;FEM;PL
bildern	imagini	bildern	imagine	V;NFIN	N;INDF;FEM;PL
bildern	poze	bildern	poză	V;NFIN	N;INDF;FEM;PL
bildern	poze	bildern	poză	V;NFIN	N;INDF;FEM;PL
dortmund	dortmund	dortmund	dortmunde	PROPN;NOM;MASC;SG	PROPN
gebieten	teritoriile	gebieten	teritoriu	V;NFIN	N;DEF;FEM;PL
gebieten	teritorii	gebieten	teritoriu	V;NFIN	N;INDF;FEM;PL
evtl	posibil	evtl	posibil		ADV
aktion	acţiune	aktion	acţiune		N;INDF;FEM;SG
aktion	actiune	aktion	actiune		N;INDF;FEM;SG
aktion	acțiune	aktion	acțiune		N;INDF;FEM;SG
gemälde	tablou	gemälde	tablou		N;INDF;MASC;SG
gemälde	vopsire	gemälde	vopsire		N;INDF;FEM;SG
gemälde	pictura	gemälde	pictură		N;DEF;FEM;SG
gemälde	pictură	gemälde	pictură		N;INDF;FEM;SG
gemälde	tablouri	gemälde	tablou		N;INDF;FEM;PL
gemälde	picturi	gemälde	pictură		N;INDF;FEM;PL
persönlichen	personal	persönlich	personal	ADJ;ACC;MASC;SG	ADV
persönlichen	personala	persönlich	personal	ADJ;ACC;MASC;SG	ADJ;DEF;FEM;SG
persönlichen	personală	persönlich	personal	ADJ;ACC;MASC;SG	ADJ;INDF;FEM;SG
persönlichen	personale	persönlich	personal	ADJ;ACC;MASC;SG	ADJ;INDF;FEM;PL
mannheim	mannheim	mannheim	mannheim	PROPN;NOM;NEUT;SG	PROPN
wichtiger	important	wichtig	important	ADJ	ADV
griechenland	grecia	griechenland	grecie	ADJ	PROPN
neustadt	neustadt	neustadt	neustadt	PROPN;SG	PROPN
leo	leo	leo	leo	PROPN;NOM;MASC;SG	PROPN
gestaltung	proiectare	gestaltung	proiectare	N;NOM;FEM;SG	N;INDF;FEM;SG
gestaltung	proiectarea	gestaltung	proiectare	N;NOM;FEM;SG	N;DEF;FEM;SG
gestaltung	modelarea	gestaltung	modelare	N;NOM;FEM;SG	N;DEF;FEM;SG
gestaltung	proiectare	gestaltung	proiectare	N;NOM;FEM;SG	N;INDF;FEM;SG
ufer	shore	ufer	shore	ADJ	PROPN
anspruch	revendică	anspruch	revendic	N	V;IND;SG;3;PST;FIN
politikerin	politician	politikerin	politician	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
angebot	cita	anpieten	cita	N;NOM;NEUT;SG	
angebot	citez	anpieten	citez	N;NOM;NEUT;SG	
angebot	citat	anpieten	cita	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
angebot	citatul	anpieten	citat	N;NOM;NEUT;SG	N;DEF;MASC;SG
angebot	oferte	anpieten	ofertă	N;NOM;NEUT;SG	N;INDF;FEM;PL
angebot	ofertele	anpieten	ofertă	N;NOM;NEUT;SG	N;DEF;FEM;PL
angebot	oferta	anpieten	ofertă	N;NOM;NEUT;SG	N;DEF;FEM;SG
angebot	ofertă	anpieten	ofertă	N;NOM;NEUT;SG	N;INDF;FEM;SG
angebot	ofer	anpieten	oferi	N;NOM;NEUT;SG	V;IND;SG;1;PRS;FIN
auftreten	apariție	auftreten	apariție	V;NFIN	N;INDF;FEM;SG
zweifel	îndoielnic	zweifel	îndoielnic		ADV
zweifel	îndoiala	zweifel	îndoială		N;DEF;FEM;SG
zweifel	îndoială	zweifel	îndoială		N;INDF;FEM;SG
zweifel	indoiala	zweifel	indoială		ADJ;DEF;FEM;SG
zweifel	dubii	zweifel	dubiu		N;INDF;FEM;PL
zweifel	îndoieli	zweifel	îndoieli		N;INDF;FEM;PL
zweifel	îndoielile	zweifel	îndoieală		N;DEF;FEM;PL
reine	reine	rein	reine	ADJ;NOM	N;INDF;MASC;SG
reine	pură	rein	pur	ADJ;NOM	ADJ;INDF;FEM;SG
reine	pura	rein	pura	ADJ;NOM	ADJ;DEF;FEM;SG
reine	pure	rein	pur	ADJ;NOM	
reine	pur	rein	pur	ADJ;NOM	ADV
produzent	producator	produzent	producator	ADJ	N;INDF;MASC;SG
produzent	producător	produzent	producător	ADJ	N;INDF;MASC;SG
südwestlich	southwest	südwestlich	southwest	ADJ	PROPN
lager	depozit	lager	depozit	ADJ	N;INDF;MASC;SG
lager	depozitul	lager	depozit	ADJ	N;DEF;MASC;SG
lager	antrepozit	lager	antrepozit	ADJ	N;INDF;MASC;SG
lager	rulmenți	lager	rulment	ADJ	N;INDF;MASC;PL
lager	depozite	lager	depozit	ADJ	N;INDF;FEM;PL
lager	tabără	lager	tabără	ADJ	N;INDF;FEM;SG
lager	camp	lager	camp	ADJ	N;INDF;MASC;SG
lager	tabăra	lager	tabără	ADJ	N;DEF;FEM;SG
lager	lagăr	lager	lagăr	ADJ	N;INDF;MASC;SG
lager	tabara	lager	tabară	ADJ	N;DEF;FEM;SG
lager	lagăre	lager	lagăr	ADJ	N;INDF;FEM;PL
lager	tabere	lager	tabără	ADJ	N;INDF;FEM;PL
beck	beck	beck	beck	PROPN;NOM;MASC;SG	N
ministerpräsident	premier	ministerpräsident	premier	ADJ	N;INDF;MASC;SG
ministerpräsident	premierul	ministerpräsident	premier	ADJ	N;DEF;MASC;SG
niederländischen	olandeză	niederländisch	olandez	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
niederländischen	olandez	niederländisch	olandez	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
niederländischen	dutch	niederländisch	dutch	ADJ;NOM;MASC;PL	N;INDF;MASC;SG
jones	jones	jones	jones	PROPN;NOM;MASC;SG	PROPN
zentralen	centralizat	zentral	centralizat	ADJ;NOM;PL	ADJ;INDF;MASC;SG
zentralen	centralizată	zentral	centraliza	ADJ;NOM;PL	ADJ;INDF;FEM;SG
verbrachte	cheltuit	verbringen	cheltui	V;IND;SG;3;PST;FIN	ADJ;INDF;MASC;SG
verbrachte	cheltuite	verbringen	cheltui	V;IND;SG;3;PST;FIN	ADJ;INDF;FEM;PL
verbrachte	petrecut	verbringen	petrece	V;IND;SG;3;PST;FIN	ADJ;INDF;MASC;SG
blue	albastră	blue	albastru	PROPN;NOM;SG	ADJ;INDF;FEM;SG
blue	albastru	blue	albastru	PROPN;NOM;SG	ADJ;INDF;MASC;SG
umgeben	inconjurat	umgeben	inconjura	V;V.PTCP	ADJ;INDF;MASC;SG
umgeben	înconjurată	umgeben	înconjura	V;V.PTCP	ADJ;INDF;FEM;SG
umgeben	înconjurat	umgeben	înconjura	V;V.PTCP	ADJ;INDF;MASC;SG
kat	kat	kaben	kat		N;INDF;MASC;SG
net	plasa	Net	plasa		N;DEF;FEM;SG
net	net	Net	net		N;INDF;MASC;SG
net	plasă	Net	plasă		N;INDF;FEM;SG
net	fileu	Net	fileu		N;INDF;MASC;SG
errichtung	stabilirea	errichtung	stabilire	ADJ	N;DEF;FEM;SG
errichtung	stabilire	errichtung	stabilire	ADJ	N;INDF;FEM;SG
hitler	hitler	hitler	hitler	PROPN;NOM;MASC;SG	PROPN
springer	knight	spring	knight	ADJ	PROPN
springer	cavaler	spring	cavaler	ADJ	N;INDF;MASC;SG
springer	cavalerul	spring	cavaler	ADJ	N;DEF;MASC;SG
springer	springer	spring	springer	ADJ	N;INDF;MASC;SG
mögliche	potențial	möglich	potențial	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
mögliche	potențialul	möglich	potențial	ADJ;NOM;FEM;PL	N;DEF;MASC;SG
mögliche	potential	möglich	potential	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
mögliche	posibil	möglich	posibil	ADJ;NOM;FEM;PL	ADV
mögliche	posibila	möglich	posibil	ADJ;NOM;FEM;PL	ADJ;DEF;FEM;SG
mögliche	posibilă	möglich	posibil	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
