през	דרך	през	דרך	ADP	
кралицата	מלכה	кралица	מלכה	N;DEF;FEM;SG	PROPN
кралицата	המלכה	кралица	המלכה	N;DEF;FEM;SG	
пънк	פרחח	пънк	פרחח	N;INDF;MASC;SG	PROPN
пънк	פאנק	пънк	פאנק	N;INDF;MASC;SG	PROPN
испанска	ספרדי	испански	ספרדי	ADJ;INDF;FEM;SG	PROPN
испанска	ספרדית	испански	ספרדית	ADJ;INDF;FEM;SG	PROPN
йордания	ירדן	йордания	ירדן	PROPN;INDF;FEM;SG	PROPN
съгласие	ההסכמה	съгласие	ההסכם	N;INDF;NEUT;SG	PROPN
разбиране	ההבנה	разбиране	ההבנה	N;INDF;NEUT;SG	PROPN
филмова	סרט	филмов	סרט	ADJ;INDF;FEM;SG	N;MASC;SG
филмова	קולנוע	филмов	קולנוע	ADJ;INDF;FEM;SG	N;MASC;SG
намеса	הפרעות	намеса	הפרעה	N;INDF;FEM;SG	N;FEM;PL
арменски	ארמני	арменски	ארמני	ADJ;INDF;MASC;SG	PROPN
борисов	בוריסוב	борисов	בוריסוב	PROPN;INDF;MASC;SG	PROPN
евгений	יבגני	евгений	יבגן	PROPN;INDF;MASC;SG	PROPN
мисъл	חשבתי	мисъл	חשב	N;INDF;FEM;SG	V;SG;1;PST
мисъл	חשבה	мисъл	חשב	N;INDF;FEM;SG	V;FEM;SG;3;PST
финансова	פיננסי	финансов	פיננסי	ADJ;INDF;FEM;SG	PROPN
танкове	מיכלי	танк	מיכלי	N;INDF;MASC;PL	PROPN
бари	בארי	бара	בארי	PROPN;INDF;MASC;SG	PROPN
бари	ברי	бара	ברי	PROPN;INDF;MASC;SG	
бари	בארי	бара	בארי	PROPN;INDF;MASC;SG	PROPN
буш	בוש	буш	בוש	PROPN;INDF;MASC;SG	PROPN
буш	שיח	буш	שיח	PROPN;INDF;MASC;SG	PROPN
купува	קנייה	купувам	קנייה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
купува	קונה	купувам	קנה	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
петрич	פטריץ	петрич	פטריץ	N;INDF;MASC;SG	PROPN
съставено	הלחין	съставя	הלחין	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
съставено	הידור	съставя	הידור	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	
овце	כבשה	овце	כבש	N;INDF;FEM;PL	N;FEM;SG
овце	כבשים	овце	כבש	N;INDF;FEM;PL	
стъпки	צעדי	стъпка	צעד	N;INDF;FEM;PL	PROPN
улрих	אולריך	улра	אולריך	PROPN;INDF;MASC;SG	PROPN
редовен	סדיר	редовен	סדיר	ADJ;INDF;MASC;SG	
математически	מתמטית	математически	מתמטי	ADJ;INDF;MASC;SG	N;FEM;SG
математически	מתמטי	математически	מתמיט	ADJ;INDF;MASC;SG	N;MASC;SG
математически	מתמטית	математически	מתמטי	ADJ;INDF;MASC;SG	N;FEM;SG
калабрия	קלבריה	калабрия	קלבריה	PROPN;INDF;FEM;SG	PROPN
електрическа	חשמלית	електрически	חשמלי	ADJ;INDF;FEM;SG	ADV
електрическа	חשמל	електрически	חשמל	ADJ;INDF;FEM;SG	N;MASC;SG
електрическа	חשמלית	електрически	חשמלי	ADJ;INDF;FEM;SG	ADV
записан	הקליט	запиша-(се)	הקליט	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
марио	מריו	марио	מריו	PROPN;INDF;MASC;SG	PROPN
почви	אדמה	почва	אדמה	N;INDF;FEM;PL	N;FEM;SG
почви	קרקע	почва	קרקע	N;INDF;FEM;PL	N;FEM;SG
командващ	קומנדר	командващ	קומנדר	N;INDF;MASC;SG	PROPN
разработен	פיתח	разработя-(се)	פיתח	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;MASC;SG
разработен	מפותחת	разработя-(се)	מפותח	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
потвърждава	מאשרת	потвърждавам	אישר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
потвърждава	מאמת	потвърждавам	מאמת	V;IPFV;IND;SG;3;PRS;FIN;ACT	
поддържаща	תומך	поддържам	תמך	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
поддържаща	תומכת	поддържам	תמך	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
зимбабве	זימבבואה	зимбабве	זימבבואה	N;INDF;NEUT;SG	PROPN
гари	גרי	гара	גרי	PROPN;INDF;MASC;SG	PROPN
гари	גארי	гара	גארי	PROPN;INDF;MASC;SG	PROPN
птолемей	תלמי	птолемей	תלם	N;INDF;MASC;SG	PROPN
нормално	נורמלי	нормално	נורמלי	ADV	ADJ;MASC;SG
нормално	נורמליות	нормално	נורמלי	ADV	N;FEM;PL
нормално	נורמאלי	нормално	נורמאלי	ADV	ADJ;MASC;SG
нормално	רגיל	нормално	רגיל	ADV	ADJ;MASC;SG
условие	תנאי	условие	תנאי	N;INDF;NEUT;SG	
леви	לוי	ляв	לוי	ADJ;INDF;PL	PROPN
леви	לוי	ляв	לוי	ADJ;INDF;PL	PROPN
регент	העוצרת	регент	העוצר	N;INDF;MASC;SG	ADV
мнения	דעה	мнение	דעה	N;INDF;NEUT;PL	N;FEM;SG
отглеждане	גדל	отглеждане	גדל	N;INDF;NEUT;SG	
отглеждане	גדלים	отглеждане	גודל	N;INDF;NEUT;SG	N;MASC;PL
отглеждане	צומח	отглеждане	צומח	N;INDF;NEUT;SG	
горни	עליון	горен	עליון	ADJ;INDF;PL	ADJ;MASC;SG
горни	העליונה	горен	העליונה	ADJ;INDF;PL	PROPN
пауло	פאולו	пауло	פאול	PROPN;INDF;MASC;SG	PROPN
пауло	פאולו	пауло	פאול	PROPN;INDF;MASC;SG	PROPN
огромно	ענק	огромен	ענק	ADV	N;MASC;SG
успешни	מוצלח	успешен	מוצלח	ADJ;INDF;PL	ADJ;MASC;SG
успешни	מוצלחת	успешен	הוצלח	ADJ;INDF;PL	ADJ;FEM;SG
успешни	מצליחה	успешен	הצליח	ADJ;INDF;PL	V;FEM;SG;V.PTCP;ACT
успешни	מצליח	успешен	הצליח	ADJ;INDF;PL	V;MASC;SG;V.PTCP;ACT
доказва	מוכיחה	доказвам	הוכיח	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
доказва	מוכיח	доказвам	הוכיח	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
заснет	צולם	заснет	צולם	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
заснет	צילמה	заснет	צילמה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;3;PST;ACT
заснет	צילם	заснет	צילם	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
човечеството	אנושות	човечество	אנושה	N;DEF;NEUT;SG	
разходи	מחיר	разход	מחיר	N;INDF;MASC;PL	N;MASC;SG
разходи	עלות	разход	עלות	N;INDF;MASC;PL	N;FEM;SG
разходи	הוצאה	разход	הוצאה	N;INDF;MASC;PL	N;FEM;SG
разходи	עולה	разход	עולה	N;INDF;MASC;PL	N;MASC;SG
подписан	חתום	подпиша-(се)	חתום	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
подписан	חתומה	подпиша-(се)	חתומה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;FEM;SG
подписан	חתם	подпиша-(се)	חתם	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
подписан	נחתם	подпиша-(се)	נחתם	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;3;PST;MID
анонимни	אנונימי	анонимен	אנונימי	ADJ;INDF;PL	ADV
анонимни	אנונימיות	анонимен	אנונימיות	ADJ;INDF;PL	N;FEM;PL
анонимни	אלמוני	анонимен	אלמוני	ADJ;INDF;PL	PROPN
анонимни	אנונימית	анонимен	אנונימי	ADJ;INDF;PL	ADV
андре	אנדרה	андре	אנדרה	PROPN;INDF;MASC;SG	PROPN
андре	אנדרי	андре	אנדרי	PROPN;INDF;MASC;SG	PROPN
андре	אנדרה	андре	אנדרה	PROPN;INDF;MASC;SG	PROPN
андре	אנדרי	андре	אנדרי	PROPN;INDF;MASC;SG	PROPN
загреб	זאגרב	загреб	זאגרב	PROPN;INDF;MASC;SG	PROPN
съзнание	בהכרה	съзнание	בהכרה	N;INDF;NEUT;SG	
съзнание	מודע	съзнание	מודע	N;INDF;NEUT;SG	ADJ;MASC;SG
съзнание	מודעת	съзнание	מודעה	N;INDF;NEUT;SG	ADJ;FEM;SG
фронта	חזיתות	фронт	חזית	N;DEF;MASC;SG	N;FEM;PL
смесено	מעורב	смесено	מעורב	ADV	ADJ;MASC;SG
смесено	מעורבים	смесено	מעורב	ADV	ADJ;MASC;PL
смесено	מעורבב	смесено	מעורבב	ADV	ADJ;MASC;SG
следствие	השלכות	следствие	השלכה	N;INDF;NEUT;SG	N;FEM;PL
изгнание	הגלות	изгнание	הגלה	N;INDF;NEUT;SG	N;FEM;PL
изгнание	גלות	изгнание	גלות	N;INDF;NEUT;SG	
изабела	איזבלה	изабела	איזבל	N;INDF;FEM;SG	PROPN
въздействие	השפעות	въздействие	השפעה	N;INDF;NEUT;SG	N;FEM;PL
въздействие	אפקטים	въздействие	אפקט	N;INDF;NEUT;SG	N;MASC;PL
авъл	אולוס	авъл	אולוס	PROPN;INDF;MASC;SG	
нацистка	נאצית	нацистка	נאצי	N;INDF;FEM;SG	PROPN
нацистка	נאצי	нацистка	נאצי	N;INDF;FEM;SG	PROPN
изрази	הבעות	изразя-(се)	הבעה	V;PFV;IMP;SG;3;PST;FIN;ACT	N;FEM;PL
изрази	ביטויים	изразя-(се)	ביטוי	V;PFV;IMP;SG;3;PST;FIN;ACT	N;MASC;PL
пролет	מעיין	пролет	מעיין	N;INDF;FEM;SG	PROPN
пролет	האביב	пролет	האביב	N;INDF;FEM;SG	V;MASC;SG;3;PST;ACT
мнозинството	הרוב	мнозинство	הרוב	N;DEF;NEUT;SG	
преминаване	מעבר	преминаване	מעבר	N;INDF;NEUT;SG	
преминаване	חולף	преминаване	חלף	N;INDF;NEUT;SG	PROPN
преминаване	עובר	преминаване	עבר	N;INDF;NEUT;SG	V;MASC;SG;V.PTCP;ACT
преминаване	חולפת	преминаване	חולף	N;INDF;NEUT;SG	ADJ;FEM;SG
театрални	תיאטרלי	театрален	תיאטרלי	ADJ;INDF;PL	ADJ;MASC;SG
продадени	נמכרה	продам	נמכר	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;3;PST;MID
продадени	מכר	продам	מכר	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;SG
продадени	נמכרו	продам	נמכר	V;PFV;INDF;PL;V.PTCP;PASS	V;PL;3;PST;MID
продадени	נמכר	продам	נמכר	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;3;PST;MID
катерина	קתרינה	катерина	קתרינה	N;INDF;FEM;SG	PROPN
катерина	קטרינה	катерина	קטרינה	N;INDF;FEM;SG	PROPN
катерина	קתרין	катерина	קתרין	N;INDF;FEM;SG	PROPN
взаимно	הדדי	взаимно	הדדי	ADV	PROPN
вътрешно	פנים	вътрешен	פנים	ADV	N;MASC;PL
вътрешно	בפנים	вътрешен	בפנים	ADV	
вътрешно	בתוכו	вътрешен	בתוך	ADV	
вътрешно	בתוך	вътрешен	בתוך	ADV	ADP
вътрешно	פנימיות	вътрешен	פנימייה	ADV	N;FEM;PL
вътрешно	פנימי	вътрешен	פנימי	ADV	
развита	פיתח	развитам	פיתח	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;MASC;SG
развита	מפותחת	развитам	מפותח	V;PFV;INDF;FEM;SG;V.PTCP;PASS	PROPN
борби	נאבק	борба	נאבק	N;INDF;FEM;PL	V;MASC;SG;3;PST;MID
улици	רחובות	улица	רחובות	N;INDF;FEM;PL	PROPN
химн	מזמור	химн	מזמור	N;INDF;MASC;SG	PROPN
зевс	זאוס	зевс	זאוס	N;DEF;MASC;SG	PROPN
жълто	צהוב	жълт	צהוב	ADV	
жълто	צהובה	жълт	צהובה	ADV	PROPN
спасява	חוסך	спасявам-(се)	חסך	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
спасява	מציל	спасявам-(се)	הציל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
обувки	נעל	обувка	נעל	N;INDF;FEM;PL	N;FEM;SG
обувки	נעלי	обувка	נעל	N;INDF;FEM;PL	N;PSSD;FEM;PL
обувки	הנעלה	обувка	הנעלה	N;INDF;FEM;PL	N;FEM;SG
посещение	בקרי	посещение	בקר	N;INDF;NEUT;SG	
шекспир	שייקספיר	шекспир	שייקספיר	N;INDF;MASC;SG	PROPN
равен	שווים	равен	שווה	ADJ;INDF;MASC;SG	ADJ;MASC;PL
равен	שווה	равен	שווה	ADJ;INDF;MASC;SG	PROPN
бах	באך	съм	באך	PROPN;INDF;MASC;SG	PROPN
буда	בודהה	буда	בודהה	N;INDF;MASC;SG	PROPN
датски	דנית	датски	דנית	ADJ;INDF;MASC;SG	PROPN
датски	דנים	датски	דן	ADJ;INDF;MASC;SG	N;MASC;PL
милион	מיליון	милион	מיליון	N;INDF;MASC;SG	NUM;MASC;SG
мисисипи	מיסיסיפי	мисисипя	מיסיסיפי	N;INDF;MASC;PL	PROPN
нейна	שלה	мой	של	DET;INDF;FEM;SG;3	
андреев	אנדרייב	андреев	אנדרייב	PROPN;INDF;MASC;SG	PROPN
инспектор	המפקח	инспектор	המפקח	N;INDF;MASC;SG	PROPN
инспектор	מפקחת	инспектор	פיקח	N;INDF;MASC;SG	V;FEM;SG;V.PTCP;ACT
броня	פגוש	броня	פגוש	N;INDF;FEM;SG	
нисък	שפל	нисък	שפל	ADJ;INDF;MASC;SG	N;MASC;SG
аврелий	אורליוס	аврелий	אורליוס	PROPN;INDF;MASC;SG	PROPN
мкс	איס	мкс	איס	N;INDF;MASC;SG	
съединение	מתחם	съединение	מתחם	N;INDF;NEUT;SG	PROPN
галия	גאליה	галия	גאליה	PROPN;INDF;FEM;SG	PROPN
комисар	הנציב	комисар	הנציב	N;INDF;MASC;SG	PROPN
комисар	נציב	комисар	נציב	N;INDF;MASC;SG	
комисар	קומיסר	комисар	קומיסר	N;INDF;MASC;SG	PROPN
животно	חיה	животно	None	N;INDF;NEUT;SG	V;FEM;SG;V.PTCP;ACT
кавказ	הקווקז	кавказ	הקווקז	N;INDF;FEM;SG	PROPN
ивица	פס	ивица	פס	N;INDF;FEM;SG	PROPN
ивица	איוויצה	ивица	איוויצה	N;INDF;FEM;SG	PROPN
биология	ביוגרפיה	биология	ביוגרפיה	N;INDF;FEM;SG	PROPN
биология	ביו	биология	ביו	N;INDF;FEM;SG	
фифа	מונדיאל	фиф	מונדיאל	N;INDF;MASC;SG	PROPN
южни	דרומי	южен	דרומי	ADJ;INDF;PL	PROPN
южни	דרומית	южен	דרומי	ADJ;INDF;PL	ADV
южни	דרום	южен	דרום	ADJ;INDF;PL	N;MASC;SG
южни	הדרומי	южен	הדרום	ADJ;INDF;PL	PROPN
юта	יוטה	юта	יוטה	PROPN;INDF;FEM;SG	N;FEM;SG
противник	היריב	противник	היריב	N;INDF;MASC;SG	PROPN
вселената	יקום	вселя	יקום	N;DEF;FEM;SG	PROPN
вселената	היקום	вселя	היקום	N;DEF;FEM;SG	
уволнен	ירה	уволня-(се)	ירה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
председатели	נשיא	председател	נשיא	N;INDF;MASC;PL	N;MASC;SG
днк	dna	днк	dna	N;INDF;FEM;SG	
феликс	פליקס	феликс	פליקס	N;INDF;MASC;SG	PROPN
северни	צפון	северен	צפון	ADJ;INDF;PL	N;MASC;SG
юний	יוניוס	юний	יוניוס	PROPN;INDF;MASC;SG	PROPN
детайли	לפרטים	детайла	לפרטים	N;INDF;MASC;PL	ADV
дитрих	דיטריך	дитрих	דיטריך	PROPN;INDF;MASC;SG	PROPN
аржентински	ארגנטינאי	аржентински	ארגנטינאי	ADJ;INDF;MASC;SG	PROPN
богато	עשיר	богат	עשיר	ADV	ADJ;MASC;SG
богато	עשירים	богат	עשיר	ADV	ADJ;MASC;PL
богато	עושר	богат	עושר	ADV	N;MASC;SG
богато	עשירה	богат	עשיר	ADV	ADJ;FEM;SG
приемане	מקבל	приемане	קיבל	N;INDF;NEUT;SG	V;MASC;SG;V.PTCP;ACT
адриан	אדריאן	адриан	אדריאן	PROPN;INDF;MASC;SG	PROPN
адриан	אדריאן	адриан	אדריאן	PROPN;INDF;MASC;SG	PROPN
свидетелства	העיד	свидетелство	העיד	N;INDF;NEUT;PL	V;MASC;SG;3;PST;ACT
свидетелства	העידה	свидетелство	העיד	N;INDF;NEUT;PL	V;FEM;SG;3;PST;ACT
свидетелства	תעיד	свидетелство	העיד	N;INDF;NEUT;PL	V;FEM;SG;3;FUT;ACT
свидетелства	להעיד	свидетелство	העיד	N;INDF;NEUT;PL	V;NFIN;ACT
лисабон	ליסבון	лисабон	ליסבון	N;INDF;MASC;SG	PROPN
поета	המשורר	поет	המשורר	N;DEF;MASC;SG	PROPN
улиците	רחובות	улица	רחובות	N;DEF;FEM;PL	PROPN
служител	העובד	служител	העובד	N;INDF;MASC;SG	PROPN
служител	עובד	служител	עובד	N;INDF;MASC;SG	PROPN
независим	עצמאית	независим	עצמאי	ADJ;INDF;MASC;SG	ADV
независим	עצמאיות	независим	עצמאי	ADJ;INDF;MASC;SG	ADJ;FEM;PL
независим	עצמאיים	независим	עצמאי	ADJ;INDF;MASC;SG	ADJ;MASC;PL
независим	בעצמאות	независим	בעצמאות	ADJ;INDF;MASC;SG	ADV
запазен	שמורות	запазя-(се)	שמורה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;FEM;PL
запазен	שמורה	запазя-(се)	שמורה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;FEM;SG
айрес	איירס	айрес	איירס	PROPN;INDF;MASC;SG	PROPN
одеса	אודסה	одес	אודסה	N;INDF;FEM;SG	PROPN
артист	בדרן	артист	בדרן	N;INDF;MASC;SG	PROPN
артист	אומן	артист	אומן	N;INDF;MASC;SG	
артист	אמנית	артист	אמני	N;INDF;MASC;SG	ADV
артист	אמן	артист	אמן	N;INDF;MASC;SG	
артист	האמן	артист	האמן	N;INDF;MASC;SG	
масив	מערך	масив	מערך	N;INDF;MASC;SG	PROPN
масив	מאסיב	масив	מאסיב	N;INDF;MASC;SG	PROPN
масив	מסיבית	масив	מסיבית	N;INDF;MASC;SG	ADV
масив	מסיבי	масив	מסיב	N;INDF;MASC;SG	ADJ;MASC;SG
изчезнал	נעלמו	изчезна	נעלם	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;PL;3;PST;MID
изчезнал	נעלמה	изчезна	נעלם	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;FEM;SG;3;PST;MID
изчезнал	נעלם	изчезна	נעלם	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;MASC;SG;MID
изчезнал	נעדר	изчезна	נעדר	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	
изчезнал	חסרה	изчезна	חסר	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	N;FEM;SG
изчезнал	חסרים	изчезна	חסר	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	ADJ;MASC;PL
изчезнал	געגועים	изчезна	געגוע	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	N;MASC;PL
изчезнал	חסר	изчезна	חסר	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	ADJ;MASC;SG
разрушен	הריסה	разруша-(се)	הריסה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;FEM;SG
зелени	ירוקה	зелен	ירוקה	ADJ;INDF;PL	ADJ;FEM;SG
зелени	גרין	зелен	מה"גרין	ADJ;INDF;PL	PROPN
зелени	ירוק	зелен	ירוק	ADJ;INDF;PL	ADJ;MASC;SG
разговори	שיחה	разговор	שיחה	N;INDF;MASC;PL	N;FEM;SG
разговори	השיחה	разговор	השיח	N;INDF;MASC;PL	N;FEM;SG
