から	no	から	no	CONJ	
ランダム	nejaušības	ランダム	nejaušība	ADJ	N;NOM;FEM;PL
ランダム	izlases	ランダム	izlase	ADJ	N;NOM;FEM;PL
アルファ	alfa	アルファ	alfa	N	
バスク	basku	バスク	baska	PROPN	N;NOM;MASC;SG
エージェンシー	aģentūra	エージェンシー	aģentūra	PROPN	N;NOM;FEM;SG
佐渡	sado	佐渡	sadot	PROPN	
笑い	smiekli	笑い	smiekli	V	N;NOM;MASC
挨拶	sveiciens	挨拶	sveiciens	V	N;NOM;MASC;SG
挨拶	sveicieni	挨拶	sveiciens	V	N;NOM;MASC;PL
ニコライ	nikolajs	ニコライ	nikolajs	PROPN	ADJ;NOM;MASC;SG
アレックス	aleksa	アレックス	alekss	PROPN	N;NOM;FEM;SG
アレックス	alekss	アレックス	alekss	PROPN	PROPN;NOM;MASC;SG
アレックス	aleks	アレックス	aleks	PROPN	PROPN;NOM;MASC;SG
排出	emisijas	排出	emisija	V	N;NOM;FEM;PL
排出	emisiju	排出	emisija	V	N;ACC;FEM;SG
排出	emisija	排出	emisija	V	N;NOM;FEM;SG
セルフ	sevis	セルフ	sevis	N	PRO;GEN;REFL
セルフ	sevi	セルフ	sevis	N	PRO;ACC;REFL
太平	taipinu	太平	taipināt	PROPN	N;ACC;MASC;SG
リクエスト	pieprasīt	リクエスト	pieprasīt	N	V;POS;NFIN
ホット	hot	ホット	hot	N	
ホット	karsts	ホット	karsts	N	ADJ;NOM;MASC;SG
ホット	karsti	ホット	karsti	N	ADV
交際	attiecības	交際	attiecība	V	N;NOM;FEM;PL
交際	iepazīšanās	交際	iepazīšanās	V	N;NOM;FEM;SG
交際	attiecības	交際	attiecība	V	N;NOM;FEM;PL
交際	saistība	交際	saistība	V	N;NOM;FEM;SG
どこ	kautkur	どこ	kautkur	PRO	ADV
マニュアル	manuāla	マニュアル	manuāls	N	ADJ;NOM;FEM;SG
露出	iedarbība	露出	iedarbība	V	N;NOM;FEM;SG
露出	ekspozīcija	露出	ekspozīcija	V	N;NOM;FEM;SG
露出	iedarbības	露出	iedarbība	V	N;NOM;FEM;PL
ポル	pol	ポル	pol	PROPN	
フェザー	spalvu	フェザー	spalva	PROPN	N;ACC;FEM;SG
フェザー	spalva	フェザー	spalva	PROPN	N;NOM;FEM;SG
ミネソタ	minesotas	ミネソタ	minesot	PROPN	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
いっぱい	pilnu	いっぱい	pilna	N	ADJ;ACC;MASC;SG
いっぱい	pilnas	いっぱい	pilna	N	ADJ;NOM;FEM;PL
いっぱい	pilns	いっぱい	pilns	N	ADJ;NOM;MASC;SG
いっぱい	pilnā	いっぱい	pilns	N	ADJ;NOM;FEM;SG
いっぱい	pilni	いっぱい	pilns	N	ADJ;NOM;MASC;PL
いっぱい	pilna	いっぱい	pilna	N	ADJ;NOM;FEM;SG
貴重	vērtīgi	貴重	vērtīgi	ADJ	ADV
貴重	dārgums	貴重	dārgums	ADJ	N;NOM;MASC;SG
燃焼	dedzināšana	燃焼	dedzināšana	V	N;NOM;FEM;SG
燃焼	sadegšanas	燃焼	sadegšana	V	N;NOM;FEM;SG
燃焼	sadedzināšana	燃焼	sadedzināšana	V	N;NOM;FEM;SG
最長	visilgāk	最長	lgt	PART	ADV;RL
パナソニック	panasonic	パナソニック	panasonic	PROPN	N
フォワード	pārsūtīt	フォワード	pārsūtīt	N	V;POS;NFIN
骨折	lūzumi	骨折	lūzums	V	N;NOM;MASC;PL
骨折	lūzums	骨折	lūzums	V	N;NOM;MASC;SG
支払い	atalgojums	支払う	atalgojums	V	N;NOM;MASC;SG
支払い	samaksa	支払う	samaksa	V	N;NOM;FEM;SG
支払い	maksājumus	支払う	maksājums	V	N;ACC;MASC;PL
支払い	maksājumi	支払う	maksājums	V	N;NOM;MASC;PL
支払い	maksājumi	支払う	maksājums	V	N;NOM;MASC;PL
支払い	samaksa	支払う	samaksa	V	N;NOM;FEM;SG
支払い	maksājums	支払う	maksājums	V	N;NOM;MASC;SG
アダム	adam	アダム	ads	PROPN	
賭け	derības	賭ける	derības	V	N;NOM;FEM;PL
賭け	derību	賭ける	derības	V	N;ACC;FEM;SG
賭け	derības	賭ける	derības	V	N;NOM;FEM;PL
アポロ	apollo	アポロ	apolot	PROPN	
アップル	apple	アップル	apple	PROPN	
アップル	ābols	アップル	ābols	PROPN	N;NOM;MASC;SG
アップル	ābolu	アップル	ābols	PROPN	N;ACC;MASC;SG
ポルト	porto	ポルト	ports	PROPN	
ポルト	portu	ポルト	ports	PROPN	N;ACC;MASC;SG
ハワード	hovards	ハワード	hovards	PROPN	PROPN;NOM;MASC;SG
アシスト	palīdz	アシスト	palīdzēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
識別	identificēšana	識別	identificēšana	V	N;NOM;FEM;SG
識別	identifikācijas	識別	identifikācija	V	N;NOM;FEM;PL
識別	identifikācija	識別	identifikācija	V	N;NOM;FEM;SG
識別	identificēšana	識別	identificēšana	V	N;NOM;FEM;SG
アフガニスタン	afganistāna	アフガニスタン	afganistāna	PROPN	N;NOM;MASC;SG
アフガニスタン	afgāņu	アフガニスタン	afgāns	PROPN	N;GEN;MASC;PL
アフガニスタン	afganistānas	アフガニスタン	afganistāna	PROPN	N;NOM;FEM;PL
アフガニスタン	afganistāna	アフガニスタン	afganistāna	PROPN	N;NOM;MASC;SG
オットー	otto	オットー	otts	PROPN	
オットー	oto	オットー	oto	PROPN	PROPN
微妙	smalki	微妙	smalki	ADJ	ADV
片山	katajama	片山	katajams	PROPN	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
心配	jāuztraucas	心配	uztraukties		V;POS;REFL;FIN;ACT
心配	raizes	心配	raize		N;NOM;FEM;PL
降下	nolaišanās	降下	nolaišanās	V	N;NOM;FEM;SG
ドス	dos	ドス	dot	N	V;FH;IND;3;POS;FUT;FIN;ACT
ノア	noā	ノア	noa	PROPN	
デルタ	delta	デルタ	delts	PROPN	
辞退	kritums	辞退	kritums	V	N;NOM;MASC;SG
パーセント	procentuālais	パーセント	procentuāls	N	ADJ;NOM;MASC;SG
ジル	džila	ジル	džila	PROPN	PROPN;NOM;FEM;SG
勾配	gradients	勾配	gradients	V	N;NOM;MASC;SG
勾配	slīpums	勾配	slīpums	V	N;NOM;MASC;SG
エンター	uzņēmums	エンター	uzņēmums	PROPN	N;NOM;MASC;SG
エンター	uzņēmējdarbība	エンター	uzņēmējdarbība	PROPN	N;NOM;FEM;SG
救済	pestīšanas	救済	pestīšana	V	N;GEN;FEM;SG
ハンドル	apstrādāt	ハンドル	apstrādāt	N	V;POS;NFIN
デラックス	deluxe	デラックス	deluxe	N	
ゆえ	tāpēc	ゆえ	tāpēc	N	ADV
ゆえ	tādēļ	ゆえ	tādēļ	N	ADV
配下	padotajiem	配下	padot	N	V;PFV;DAT;DEF;MASC;PL;PST;V.PTCP
ワーナー	warner	ワーナー	warner	PROPN	
テネシー	tenesī	テネシー	tenesis	PROPN	PROPN
つる	vīnogulāju	つる	vīnogulājs		N;ACC;MASC;SG
カウント	skaitīt	カウント	skaitīt	N	V;POS;NFIN
カウント	saskaitīt	カウント	saskaitīt	N	V;POS;NFIN
カウント	skaitīt	カウント	skaitīt	N	V;POS;NFIN
アレクサンダー	aleksandrs	アレクサンダー	aleksandrs	PROPN	PROPN;NOM;MASC;SG
サード	trešā	サード	trešā	PROPN	ADJ;NOM;DEF;FEM;SG
サード	trešais	サード	trešais	PROPN	ADJ;NOM;DEF;MASC;SG
割り当て	sadale	割り当てる	sadale	V	N;NOM;FEM;SG
割り当て	sadalījums	割り当てる	sadalījums	V	N;NOM;MASC;SG
割り当て	piešķiršana	割り当てる	piešķiršana	V	N;NOM;FEM;SG
割り当て	piešķiršana	割り当てる	piešķiršana	V	N;NOM;FEM;SG
考察	apsvērumi	考察	apsvērums	V	N;NOM;MASC;PL
トリノ	turīna	トリノ	turīna	PROPN	N;NOM;FEM;SG
明るい	gaismu	明るい	gaisma	ADJ	N;ACC;FEM;SG
明るい	gaismas	明るい	gaisma	ADJ	N;NOM;FEM;PL
明るい	gaisma	明るい	gaisma	ADJ	N;NOM;FEM;SG
明るい	gaiši	明るい	gaiši	ADJ	ADV
明るい	koši	明るい	kosis	ADJ	ADV
明るい	spilgti	明るい	spilgti	ADJ	ADV
平塚	hiratsuka	平塚	hiratsuka	PROPN	N;NOM;MASC;SG
いつか	kādreiz	いつか	kādreiz		ADV
いつか	kādreiz	いつか	kādreiz		ADV
バファローズ	bifeļiem	バファローズ	bifelis	PROPN	N;DAT;MASC;PL
ハリス	harris	ハリス	harris	PROPN	PROPN;NOM;MASC;SG
ボランティア	brīvprātīgais	ボランティア	brīvprātīgs	N	ADJ;NOM;MASC;SG
ボランティア	brīvprātīgā	ボランティア	brīvprātīga	N	ADJ;NOM;FEM;SG
ボランティア	brīvprātīgie	ボランティア	brīvprātīgs	N	ADJ;NOM;MASC;PL
ボランティア	brīvprātīgo	ボランティア	brīvprātīga	N	ADJ;ACC;MASC;SG
瑞穂	midzuho	瑞穂	midzuhot	PROPN	N
フェラーリ	ferrari	フェラーリ	ferraris	PROPN	PROPN
ファイブ	piecus	ファイブ	pieci	N	NUM;ACC;MASC;PL
ファイブ	piecas	ファイブ	piecas	N	NUM;NOM;FEM;PL
ファイブ	pieciem	ファイブ	pieci	N	NUM;DAT;MASC;PL
ファイブ	pieci	ファイブ	pieci	N	NUM;NOM;MASC;PL
みなと	minato	みなと	minato	ADV	
坂井	sakai	坂井	sacīt	PROPN	N;NOM;FEM;SG
コック	gatavot	コック	gatavot	N	V;POS;NFIN
たかし	takaši	たかしむ	takaši	PROPN	N;NOM;MASC;PL
マケドニア	maķedonija	マケドニア	maķedonija	PROPN	N;NOM;FEM;SG
ナポリ	neapoles	ナポリ	neapole	PROPN	PROPN;NOM;FEM;SG
ナポリ	napoli	ナポリ	napole	PROPN	
ヤク	jaks	ヤク	jaks	PROPN	PROPN;NOM;MASC;SG
ハミルトン	hamiltons	ハミルトン	hamiltons	PROPN	N;NOM;MASC;SG
妄想	mānija	妄想	mānija	V	N;NOM;FEM;SG
妄想	maldi	妄想	malde	V	N;NOM;MASC;PL
妄想	paranoja	妄想	paranot	V	N;NOM;FEM;SG
シアトル	sietlas	シアトル	sietla	PROPN	PROPN;NOM;FEM;PL
解雇	izbeigšana	解雇	izbeigšana	V	N;NOM;FEM;SG
解雇	pārtraukšana	解雇	pārtraukšana	V	N;NOM;FEM;SG
解雇	izbeigšanās	解雇	izbeigšanās	V	N;NOM;FEM;SG
解雇	atlaišana	解雇	atlaišana	V	N;NOM;FEM;SG
廃棄	likvidēšana	廃棄	likvidēšana	V	N;NOM;FEM;SG
廃棄	iznīcināšana	廃棄	iznīcināšana	V	N;NOM;FEM;SG
廃棄	atteikšanās	廃棄	atteikšanās	V	N;NOM;FEM;SG
タイムズ	laiki	タイムズ	laiks	PROPN	N;NOM;MASC;PL
マレー	malajiešu	マレー	malajietis	PROPN	ADJ;GEN;MASC;PL
マレー	murray	マレー	murray	PROPN	
ルートヴィヒ	ludvigs	ルートヴィヒ	ludvigs	PROPN	PROPN;NOM;MASC;SG
遺伝	ģenētisko	遺伝	ģenētiska	N	ADJ;ACC;MASC;SG
遺伝	ģenētiskā	遺伝	ģenētiska	N	ADJ;NOM;FEM;SG
違法	nelegāli	違法	nelegāli	ADJ	ADV
違法	nelikumīgi	違法	nelikumīgi	ADJ	ADV
キエフ	kijevas	キエフ	kijeva	PROPN	PROPN;NOM;FEM;SG
キエフ	kijevā	キエフ	kijeva	PROPN	PROPN;ESS;FEM;SG
野生	wild	野生	wildēt	N	
パトリック	patriks	パトリック	patrikt	PROPN	PROPN;NOM;MASC;SG
公衆	publiski	公衆	publiski	N	ADV
公衆	publiskais	公衆	publisks	N	ADJ;NOM;MASC;SG
公衆	publiska	公衆	publiska	N	ADJ;NOM;FEM;SG
ケネディ	kenedijs	ケネディ	kenedijs	PROPN	PROPN;NOM;MASC;SG
那須	nasu	那須	nass	PROPN	N;NOM;MASC;SG
マーシャル	māršala	マーシャル	māršala	PROPN	N;NOM;FEM;SG
出荷	sūtījums	出荷	sūtījums	V	N;NOM;MASC;SG
出荷	nosūtīšana	出荷	nosūtīšana	V	N;NOM;FEM;SG
ハーバード	hārvardas	ハーバード	hārvarda	PROPN	N;NOM;FEM;PL
イエロー	dzeltens	イエロー	dzeltens	N	ADJ;NOM;MASC;SG
イエロー	dzeltena	イエロー	dzeltena	N	ADJ;NOM;FEM;SG
イエロー	dzeltenas	イエロー	dzeltena	N	ADJ;NOM;FEM;PL
イエロー	dzeltenais	イエロー	dzeltens	N	ADJ;NOM;MASC;SG
ラッセル	rasels	ラッセル	rasels	PROPN	PROPN;NOM;MASC;SG
受付	pieņemšana	受付	pieņemšana	V	N;NOM;FEM;SG
受付	pieņemšanas	受付	pieņemšana	V	N;NOM;FEM;PL
受付	saņemšana	受付	saņemšana	V	N;NOM;FEM;SG
受付	pieņemšana	受付	pieņemšana	V	N;NOM;FEM;SG
受付	uzņemšana	受付	uzņemšana	V	N;NOM;FEM;SG
クラフト	kraft	クラフト	kraft	N	
ドキュメント	dok	ドキュメント	dok	N	
思考	domāt	思考	domāt	N	V;POS;NFIN
思考	domāja	思考	domāt	N	V;FH;IND;3;POS;PST;FIN;ACT
思考	domāju	思考	domāt	N	V;FH;IND;SG;1;POS;PRS;FIN;ACT
思考	likās	思考	likties	N	V;FH;IND;3;POS;REFL;PST;FIN;ACT
ニール	nils	ニール	nils	PROPN	PROPN;NOM;MASC;SG
ニール	nīls	ニール	nīls	PROPN	PROPN;NOM;MASC;SG
ニール	nilu	ニール	nils	PROPN	PROPN;ACC;MASC;SG
ニール	nīla	ニール	nīlēt	PROPN	N;NOM;FEM;SG
ニール	nīls	ニール	nīls	PROPN	PROPN;NOM;MASC;SG
ホップ	hop	ホップ	hop	N	
ロベルト	roberts	ロベルト	roberts	PROPN	PROPN;NOM;MASC;SG
ロベルト	roberto	ロベルト	robertot	PROPN	PROPN
仮想	virtuālā	仮想	virtuāls	N	ADJ;NOM;FEM;SG
仮想	virtuālo	仮想	virtuāls	N	ADJ;ACC;MASC;SG
マイアミ	maiami	マイアミ	maiami	PROPN	
転用	novirzīšanās	転用	novirzīšanās	V	N;NOM;FEM;SG
転用	novirzīšanu	転用	novirzīšana	V	N;ACC;FEM;SG
常陸	hitachi	常陸	hitachi	PROPN	N
ロジャー	sapratu	ロジャー	saprast	PROPN	V;FH;IND;SG;1;POS;PST;FIN;ACT
ロジャー	rodžers	ロジャー	rodžers	PROPN	N;NOM;MASC;SG
ローラ	laura	ローラ	laura	PROPN	PROPN;NOM;FEM;SG
ローラ	lora	ローラ	lora	PROPN	N;NOM;FEM;SG
ローラ	lola	ローラ	lols	PROPN	N;NOM;FEM;SG
ハナ	hana	ハナ	hana	PROPN	PROPN;NOM;FEM;SG
フレデリック	frederiks	フレデリック	frederiks	PROPN	N;NOM;MASC;SG
フレデリック	frīdrihs	フレデリック	frīdrihs	PROPN	PROPN;NOM;MASC;SG
ヴェルディ	verdi	ヴェルディ	verds	PROPN	PROPN
スタブ	stubs	スタブ	stubs	N	PROPN;NOM;SG
デイヴィッド	deivids	デイヴィッド	deivids	PROPN	PROPN;NOM;MASC;SG
デイヴィッド	dāvids	デイヴィッド	dāvids	PROPN	N;NOM;MASC;SG
デイヴィッド	david	デイヴィッド	david	PROPN	
虚偽	aplams	虚偽	aplams	N	ADJ;NOM;MASC;SG
虚偽	kļūdaini	虚偽	kļūdaini	N	ADV
アリゾナ	arizona	アリゾナ	arizons	PROPN	PROPN;NOM;FEM;SG
プラハ	prāgas	プラハ	prāga	PROPN	PROPN;NOM;FEM;SG
プラハ	prāga	プラハ	prāgt	PROPN	
プラハ	prāgā	プラハ	prāgs	PROPN	N;ESS;MASC;SG
不在	prombūtnē	不在	prombūtne	V	N;ESS;FEM;SG
オブジェクト	iebilst	オブジェクト	iebilst	N	V;FH;IND;3;POS;PRS;FIN;ACT
加茂	kamo	加茂	kamot	PROPN	
バンコク	bangkokā	バンコク	bangkoks	PROPN	N;ESS;MASC;SG
リサーチ	pētījumi	リサーチ	pētījums	V	N;NOM;MASC;PL
リサーチ	pētniecības	リサーチ	pētniecība	V	N;NOM;FEM;PL
リサーチ	pētniecība	リサーチ	pētniecība	V	N;NOM;FEM;SG
リサーチ	izpēte	リサーチ	izpēte	V	N;NOM;FEM;SG
取り扱い	apstrāde	取り扱い	apstrāde	V	N;NOM;FEM;SG
取り扱い	apiešanās	取り扱い	apiešanās	V	N;NOM;FEM;SG
取り扱い	apstrādes	取り扱い	apstrāde	V	N;NOM;FEM;PL
シベリア	sibīrijas	シベリア	sibīrija	PROPN	N;NOM;FEM;PL
シベリア	sibīriju	シベリア	sibīrija	PROPN	N;ACC;FEM;SG
ムハンマド	muhameds	ムハンマド	muhameds	PROPN	N;NOM;MASC;SG
頭文字	sākotnējā	頭文字	sākotnēja	N	ADJ;ESS;FEM;SG
頭文字	sākotnējais	頭文字	sākotnējs	N	ADJ;NOM;MASC;SG
矛盾	pretrunas	矛盾	pretruna	V	N;NOM;FEM;PL
矛盾	pretruna	矛盾	pretruna	V	N;NOM;FEM;SG
矛盾	pretrunu	矛盾	pretruna	V	N;ACC;FEM;SG
矛盾	pretrunas	矛盾	pretruna	V	N;NOM;FEM;PL
誇り	lepnums	誇る	lepnums	V	N;NOM;MASC;SG
誇り	lepni	誇る	lepni	V	ADV
誇り	lepna	誇る	lepna	V	ADJ;NOM;FEM;SG
切断	amputācija	切断	amputācija	V	N;NOM;FEM;SG
アムステルダム	amsterdamā	アムステルダム	amstert	PROPN	V;NOM;FEM;SG;V.CVB
アムステルダム	amsterdamas	アムステルダム	amstert	PROPN	V;NOM;FEM;V.CVB
ホン	hong	ホン	hong	PROPN	
座標	koordinē	座標	koordinēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
座標	koordinēt	座標	koordinēt	N	V;POS;NFIN
座標	koordinātas	座標	koordināt	N	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
必須	nepieciešami	必須	nepieciešams	N	ADJ;NOM;MASC;PL
必須	nepieciešama	必須	nepieciešama	N	ADJ;NOM;FEM;SG
必須	prasīts	必須	prasīt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
必須	pieprasīts	必須	pieprasīt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
必須	nepieciešams	必須	nepieciešams	N	ADJ;NOM;MASC;SG
パキスタン	pakistāna	パキスタン	pakistāns	PROPN	N;NOM;FEM;SG
パキスタン	pakistānas	パキスタン	pakistāna	PROPN	N;NOM;FEM;PL
複製	replikāciju	複製	replikācija	V	N;ACC;FEM;SG
複製	dublikāts	複製	dublikāts	V	N;NOM;MASC;SG
ケリー	kelly	ケリー	kelly	PROPN	
ケリー	kerry	ケリー	kerry	PROPN	
ミズーリ	misūri	ミズーリ	misūri	PROPN	PROPN;NOM;FEM;SG
笑顔	smaida	笑顔	smaidīt	N	V;FH;IND;3;POS;PRS;FIN;ACT
紀元	epoch	紀元	epoch	N	
取り組み	pūles	取り組む	pūle	V	N;NOM;FEM;PL
取り組み	centieni	取り組む	centieni	V	N;NOM;MASC;PL
取り組み	pūliņi	取り組む	pūliņš	V	N;NOM;MASC;PL
乗る	brauciens	乗る	brauciens	V	N;NOM;MASC;SG
追悼	piemiņas	追悼	piemiņa	V	N;NOM;FEM;PL
ギャル	gal	ギャル	gal	N	
アルプス	alpos	アルプス	alps	PROPN	N;ESS;FEM;PL
アルプス	alpu	アルプス	alpa	PROPN	N;NOM;MASC;SG
有機	organisko	有機	organiska	N	ADJ;ACC;MASC;SG
有機	organiskie	有機	organisks	N	ADJ;NOM;MASC;PL
広州	guangzhou	広州	guangzho	PROPN	N
ラック	rack	ラック	rack	N	
コロラド	kolorado	コロラド	kolorado	PROPN	
プチ	petit	プチ	petit	N	
ウォン	uzvarēja	ウォン	uzvarēt	N	V;FH;IND;3;POS;PST;FIN;ACT
ウォン	uzvarējis	ウォン	uzvarēt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ウォン	ieguva	ウォン	iegūt	N	V;FH;IND;3;POS;PST;FIN;ACT
付随	nejauša	付随	nejauša	V	ADJ;NOM;FEM;SG
批評	kritika	批評	kritika	V	N;NOM;FEM;SG
批評	kritiku	批評	kritika	V	N;ACC;FEM;SG
ムーア	moore	ムーア	moore	PROPN	
ムーア	mūra	ムーア	mūris	PROPN	N;NOM;MASC;SG
本当	patiess	本当	patiess	N	ADJ;NOM;MASC;SG
本当	patiesa	本当	patiesa	N	ADJ;NOM;FEM;SG
ミシェル	mišela	ミシェル	mišels	PROPN	PROPN;NOM;FEM;SG
ミシェル	michel	ミシェル	michel	PROPN	
アドルフ	ādolfs	アドルフ	ādolfs	PROPN	PROPN;NOM;MASC;SG
磐田	iwata	磐田	ifats	PROPN	
モーツァルト	mocarts	モーツァルト	mocarts	PROPN	N;NOM;MASC;SG
本堂	hondo	本堂	hondo	N	
円形	apaļa	円形	apaļa	N	ADJ;NOM;FEM;SG
円形	cirkulārā	円形	cirkulārs	N	ADJ;NOM;FEM;SG
円形	apļveida	円形	apļveida	N	
ロッキー	rokijs	ロッキー	rokijs	PROPN	N;NOM;MASC;SG
ヴィクトリア	viktorija	ヴィクトリア	viktorija	PROPN	N;NOM;FEM;SG
ヴィクトリア	viktorijas	ヴィクトリア	viktorija	PROPN	N;NOM;FEM;PL
風俗	mores	風俗	more	N	PROPN;NOM;FEM;SG
忠実	uzticamais	忠実	uzticēt	ADJ	V;NOM;DEF;MASC;SG;PRS;V.PTCP;PASS
制約	ierobežojums	制約	ierobežojums	V	N;NOM;MASC;SG
地面	malti	地面	malti	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
公布	izsludināšanu	公布	izsludināšana	V	N;ACC;FEM;SG
クルーズ	kruīza	クルーズ	kruīzs	PROPN	N;NOM;FEM;SG
クルーズ	kruīzu	クルーズ	kruīzs	PROPN	N;ACC;MASC;SG
最適	optimāli	最適	optimāli	ADJ	ADV
マック	mac	マック	macēt	PROPN	
マック	mak	マック	mak	PROPN	
マック	meka	マック	meks	PROPN	N;NOM;FEM;SG
透明	caurspīdīgs	透明	caurspīdīgs		ADJ;NOM;MASC;SG
透明	caurspīdīga	透明	caurspīdīga		ADJ;NOM;FEM;SG
透明	atklātība	透明	atklātība		N;NOM;FEM;SG
アンダーソン	andersone	アンダーソン	andersone	PROPN	PROPN;NOM;FEM;SG
アンダーソン	andersons	アンダーソン	andersons	PROPN	PROPN;NOM;MASC;SG
津軽	cugaru	津軽	cugars	PROPN	N;ACC;MASC;SG
助言	konsultācijas	助言	konsultācija	V	N;NOM;FEM;PL
助言	padoms	助言	padoms	V	N;NOM;MASC;SG
助言	ieteikumi	助言	ieteikums	V	N;NOM;MASC;PL
アップデート	atjaunināt	アップデート	atjaunināt	PROPN	V;POS;NFIN
アップデート	atjauninājums	アップデート	atjauninājums	PROPN	N;NOM;MASC;SG
アップデート	atjaunot	アップデート	atjaunot	PROPN	V;POS;NFIN
アップデート	update	アップデート	update	PROPN	N;NOM;FEM;SG
アップデート	atjaunināšana	アップデート	atjaunināšana	PROPN	N;NOM;FEM;SG
アップデート	atjauninājumus	アップデート	atjauninājums	PROPN	N;ACC;MASC;PL
アップデート	atjauninājumi	アップデート	atjauninājums	PROPN	N;NOM;MASC;PL
汽船	tvaikoni	汽船	tvaikons	PROPN	N;ACC;MASC;SG
決断	lēmums	決断	lēmums	V	N;NOM;MASC;SG
ターゲット	target	ターゲット	target	N	
ヒップ	hip	ヒップ	hipēt	N	
セリフ	serif	セリフ	serif	N	
ホームズ	holmes	ホームズ	holme	PROPN	PROPN;NOM;FEM;SG
満足	apmierinātība	満足	apmierinātība		N;NOM;FEM;SG
満足	apmierināti	満足	apmierināt		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
満足	apmierināta	満足	apmierināt		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
満足	apmierināts	満足	apmierināt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
スティーヴン	stīvens	スティーヴン	stīvens	PROPN	PROPN;NOM;MASC;SG
スティーヴン	stīvens	スティーヴン	stīvens	PROPN	PROPN;NOM;MASC;SG
支給	noteikums	支給	noteikums	V	N;NOM;MASC;SG
ルノー	renault	ルノー	renault	PROPN	N
ユリ	lilijas	ユリ	lilija	PROPN	N;NOM;FEM;PL
ユリ	lilijas	ユリ	lilija	PROPN	N;NOM;FEM;PL
ユリ	lilija	ユリ	lilija	PROPN	N;NOM;FEM;SG
引き分け	kaklasaite	引き分け	kaklasaite	V	N;NOM;FEM;SG
シャープ	asas	シャープ	asa	N	ADJ;NOM;FEM;PL
シャープ	krasas	シャープ	krasa	N	ADJ;NOM;FEM;PL
シャープ	asu	シャープ	ass	N	ADJ;ACC;MASC;SG
信者	ticīgajiem	信者	ticīgs	N	ADJ;DAT;MASC;PL
祈り	lūgšanas	祈り	lūgšana	V	N;NOM;FEM;PL
祈り	lūgšanu	祈り	lūgšana	V	N;ACC;FEM;SG
祈り	lūgšanas	祈り	lūgšana	V	N;NOM;FEM;PL
直人	naoto	直人	naota	PROPN	N
好み	priekšroka	好む	priekšroka	V	N;NOM;FEM;SG
好み	priekšroku	好む	priekšroka	V	N;ACC;FEM;SG
マルコ	marko	マルコ	markot	PROPN	PROPN
マルコ	marko	マルコ	markot	PROPN	PROPN
ジーン	žans	ジーン	žans	PROPN	PROPN;NOM;MASC;SG
ジーン	džīna	ジーン	džīna	PROPN	PROPN;NOM;FEM;SG
ジーン	gēns	ジーン	gēns	PROPN	N;NOM;MASC;SG
ジーン	gēnu	ジーン	gēns	PROPN	N;ACC;MASC;SG
アコースティック	akustisko	アコースティック	akustiska	N	ADJ;ACC;MASC;SG
アンドリュー	endrū	アンドリュー	endrū	PROPN	PROPN
勧告	padomdevēja	勧告	padomdevējs	V	N;GEN;MASC;SG
勧告	padomdevēju	勧告	padomdevējs	V	N;ACC;MASC;SG
アルメニア	armēnijas	アルメニア	armēnija	PROPN	PROPN;NOM;FEM;SG
アルメニア	armēņu	アルメニア	armēnis	PROPN	N;GEN;MASC;PL
アルメニア	armēnija	アルメニア	armēnija	PROPN	N;NOM;FEM;SG
読書	lasīšana	読書	lasīšana	V	N;NOM;FEM;SG
読書	lasījumā	読書	lasījums	V	N;ESS;MASC;SG
クリスト	kristofers	クリスト	kristofers	PROPN	N;NOM;MASC;SG
ハドソン	hadsona	ハドソン	hadsons	PROPN	N;NOM;MASC;SG
樺太	sahalīnas	樺太	sahalīna	PROPN	N;NOM;FEM;PL
ミシシッピ	misisipi	ミシシッピ	misisips	PROPN	ADV
ソフィア	sofijā	ソフィア	sofija	PROPN	N;ESS;FEM;SG
ソフィア	sofija	ソフィア	sofija	PROPN	PROPN;NOM;FEM;SG
ソフィア	sofija	ソフィア	sofija	PROPN	PROPN;NOM;FEM;SG
サテライト	pavadonis	サテライト	pavadonis	PROPN	N;NOM;MASC;SG
サテライト	satelītu	サテライト	satelīts	PROPN	N;ACC;MASC;SG
ガールズ	meitenes	ガールズ	meitene	PROPN	N;NOM;FEM;PL
ガールズ	meitenēm	ガールズ	meitene	PROPN	N;DAT;FEM;PL
フォーム	formas	フォーム	forma		N;NOM;FEM;PL
フォーム	formās	フォーム	forma		N;ESS;FEM;PL
フォーム	veidlapas	フォーム	veidlapa		N;NOM;FEM;PL
フォーム	forma	フォーム	forma		N;NOM;FEM;SG
ちょうど	tikai	ちょうど	tikai	ADV	PART
ルビー	ruby	ルビー	ruby	N	
モントリオール	montréal	モントリオール	montréal	PROPN	
