של	shel	של	shel	PART;GEN	N;MASC;SG
רצוי	desejada	None	desejar	ADJ;MASC;SG	V;FEM;SG;V.PTCP
רצוי	desejado	None	desejar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
רצוי	desejados	None	desejar	ADJ;MASC;SG	V;MASC;PL;V.PTCP
לסיים	acabamento	סיים	acabamento	V;NFIN;ACT	N;MASC;SG
רועי	roi	רועה	roi	PROPN	N;MASC;SG
רועי	roy	רועה	roy	PROPN	N;MASC;SG
כשל	falha	כשל	falha		N;FEM;SG
כשל	insucesso	כשל	insucesso		N;MASC;SG
כשל	falhanço	כשל	falhanço		N;MASC;SG
כשל	fracasso	כשל	fracasso		N;MASC;SG
ארכיון	arquivar	ארכיון	arquivar	N;MASC;SG	V;NFIN
ארכיון	arquivos	ארכיון	arquivo	N;MASC;SG	N;MASC;PL
פנימי	internas	פנימי	interno		N;FEM;PL
פנימי	internos	פנימי	interno		N;MASC;PL
פנימי	interno	פנימי	interno		ADJ;MASC;SG
פנימי	interna	פנימי	interno		ADJ;FEM;SG
סטיב	steve	סטיב	steve	PROPN	PROPN;MASC;SG
אקס	machado	אקס	machar	PROPN	N;MASC;SG
אקס	axe	אקס	axe	PROPN	N;MASC;SG
חלקה	suave	חלקה	suave	N;FEM;SG	ADJ;MASC;SG
חלקה	suaves	חלקה	suave	N;FEM;SG	ADJ;MASC;PL
גלעד	gilad	גלעד	gilad	PROPN	N;MASC;SG
מאתר	mather	מאתר	mather		N;MASC;SG
קרלוס	carlos	קרלוס	carlo		N;MASC;SG
תוכנן	concebidos	תוכנן	conceber	V;MASC;SG;3;PST;PASS	V;MASC;PL;V.PTCP
רוטשילד	rothschild	רוטשילד	rothschild	PROPN	N;MASC;SG
רכס	cume	רכס	cume	PROPN	N;MASC;SG
רכס	ridge	רכס	ridge	PROPN	N;MASC;SG
מישל	michelle	מישל	michelle	PROPN	N;FEM;SG
מישל	michele	מישל	michele	PROPN	N;MASC;SG
מישל	michel	מישל	michel	PROPN	N;MASC;SG
תעתיק	transcrição	העתיק	transcrição	PROPN	N;FEM;SG
חיובי	positivos	חיובי	positivo	ADJ;MASC;SG	N;MASC;PL
חיובי	positivas	חיובי	positivo	ADJ;MASC;SG	ADJ;FEM;PL
חיובי	afirmativo	חיובי	afirmativo	ADJ;MASC;SG	N;MASC;SG
חיובי	afirmativa	חיובי	afirmativa	ADJ;MASC;SG	N;FEM;SG
השלים	concluídas	השלים	concluir	V;MASC;SG;3;PST;ACT	V;FEM;PL;V.PTCP
השלים	concluídos	השלים	concluir	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
מערכה	agir	מערכה	agir	N;FEM;SG	V;NFIN
שכתוב	sobrescrever	שכתוב	sobrescrever	PROPN	V;NFIN
שכתוב	sobrepor	שכתוב	sobrepor	PROPN	V;NFIN
עדי	dda	עדי	dda	PROPN	N;MASC;SG
עדי	adi	עדי	adi	PROPN	N;FEM;SG
בוב	bob	בוב	bob	PROPN	N;MASC;SG
בוב	beto	בוב	beto	PROPN	N;MASC;SG
מפורסמים	famosa	מפורסם	famoso	ADJ;MASC;PL	ADJ;FEM;SG
מפורסמים	famosos	מפורסם	famoso	ADJ;MASC;PL	N;MASC;PL
מפורסמים	famoso	מפורסם	famoso	ADJ;MASC;PL	ADJ;MASC;SG
מפורסמים	celebridades	מפורסם	celebridade	ADJ;MASC;PL	N;FEM;PL
תפילה	preces	תפילה	prece	N;FEM;SG	N;FEM;PL
תפילה	orações	תפילה	oração	N;FEM;SG	N;FEM;PL
מוריס	morris	הוריס	morrer	PROPN	N;MASC;SG
מוריס	maurice	הוריס	maurice	PROPN	N;MASC;SG
מוריס	maurício	הוריס	maurício	PROPN	N;MASC;SG
חקירה	interrogatórios	חקירה	interrogatório	N;FEM;SG	N;MASC;PL
חקירה	inquéritos	חקירה	inquérito	N;FEM;SG	N;MASC;PL
יידיש	iídiche	יידיש	iídiche	PROPN	N;MASC;SG
שעון	assista	שעון	assistar	PROPN	V;SBJV;SG;3;PRS;FIN
שעון	relógio	שעון	relógio	PROPN	N;MASC;SG
שעון	assistir	שעון	assistir	PROPN	V;NFIN
שעון	assistam	שעון	assistir	PROPN	V;SBJV;PL;3;PRS;FIN
שעון	relógio	שעון	relógio	PROPN	N;MASC;SG
הפרשים	cavalaria	הפרש	cavalaria	N;MASC;PL	N;FEM;SG
מרכזית	centrais	מרכזי	central	ADV	N;MASC;PL
מרכזית	central	מרכזי	central	ADV	N;FEM;SG
בקר	controle	בקר	controle		N;MASC;SG
בקר	controladora	בקר	controladora		N;FEM;SG
בקר	controlador	בקר	controlador		N;MASC;SG
בקר	becker	בקר	becker		N;MASC;SG
בקר	carne	בקר	carne		N;FEM;SG
בקר	bife	בקר	bife		N;MASC;SG
בקר	beef	בקר	beef		N;MASC;SG
בקר	gado	בקר	gado		N;MASC;SG
בקר	bovinos	בקר	bovino		N;MASC;PL
דג	peixes	דג	peixe		N;MASC;PL
דג	peixe	דג	peixe		N;MASC;SG
ארסנל	arsenal	ארסנל	arsenal	PROPN	N;MASC;SG
פונה	evacuados	פנה	evacuar	V;MASC;SG;V.PTCP;ACT	V;MASC;PL;V.PTCP
גדעון	gideon	גדעון	gideon	PROPN	N;MASC;SG
מדד	índices	מדד	índice	N;MASC;SG	N;MASC;PL
כריסטיאן	christian	כריסטיאן	christian	PROPN	N;MASC;SG
כריסטיאן	cristã	כריסטיאן	cristã	PROPN	N;FEM;SG
כריסטיאן	cristiano	כריסטיאן	cristiano	PROPN	N;MASC;SG
כריסטיאן	cristão	כריסטיאן	cristão	PROPN	N;MASC;SG
כריסטיאן	cristãos	כריסטיאן	cristão	PROPN	N;MASC;PL
בייחוד	especialmente	בייחוד	especialmente		ADV
התופעה	fenómeno	התופעה	fenómeno	V;FEM;SG;3;PST	N;MASC;SG
התופעה	fenômeno	התופעה	fenômeno	V;FEM;SG;3;PST	N;MASC;SG
התופעה	fenômenos	התופעה	fenômeno	V;FEM;SG;3;PST	N;MASC;PL
אוטומטי	auto	אוטומטי	auto	ADJ;MASC;SG	N;MASC;SG
אוטומטי	automáticos	אוטומטי	automático	ADJ;MASC;SG	ADJ;MASC;PL
אוטומטי	automáticas	אוטומטי	automático	ADJ;MASC;SG	N;FEM;PL
כהה	dark	כהה	dark		N;MASC;SG
כהה	escura	כהה	escuro		ADJ;FEM;SG
כהה	sombrio	כהה	sombrio		ADJ;MASC;SG
כהה	escuro	כהה	escuro		ADJ;MASC;SG
כח	dosagem	כוח	dosagem		N;FEM;SG
כח	força	כוח	força		N;FEM;SG
כח	forças	כוח	força		N;FEM;PL
כח	force	כוח	forcer		N;MASC;SG
כח	força	כוח	força		N;FEM;SG
כח	forçar	כוח	forçar		V;NFIN
כח	potência	כוח	potência		N;FEM;SG
כח	energia	כוח	energia		N;FEM;SG
כח	poder	כוח	poder		N;MASC;SG
כח	power	כוח	power		N;MASC;SG
בהשתתפות	destaque	בהשתתפות	destaque	ADV	N;MASC;SG
בהשתתפות	destaques	בהשתתפות	destaque	ADV	N;MASC;PL
בהשתתפות	indicados	בהשתתפות	indicar	ADV	V;MASC;PL;V.PTCP
בהשתתפות	caracterizado	בהשתתפות	caracterizado	ADV	V;MASC;SG;V.PTCP
בהשתתפות	apresentando	בהשתתפות	apresentar	ADV	V;V.MSDR
כלום	nada	כלום	nada	N;MASC;SG	PRO;MASC;SG
הסנאט	senado	הסנאט	senado	PROPN	N;MASC;SG
מומחה	especializado	מומחה	especializar	N;MASC;SG	V;MASC;SG;V.PTCP
סיכון	riscos	סיכון	risco	N;MASC;SG	N;MASC;PL
מזהה	reconhecem	זיהה	reconhecer	V;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
מזהה	reconhece	זיהה	reconhecer	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
הנביא	profeta	הנביא	profeta	PROPN	N;MASC;SG
החיבור	ligação	החיבור	ligação	PROPN	N;FEM;SG
החיבור	conexão	החיבור	conexão	PROPN	N;FEM;SG
נוח	confortáveis	נוח	confortável	ADJ;MASC;SG	ADJ;MASC;PL
נוח	noé	נוח	noé	ADJ;MASC;SG	N;MASC;SG
נוח	noah	נוח	noah	ADJ;MASC;SG	N;MASC;SG
נוח	confortáveis	נוח	confortável	ADJ;MASC;SG	ADJ;MASC;PL
מסורתי	tradicionais	מסורתי	tradicional	ADJ;MASC;SG	ADJ;MASC;PL
עבדה	trabalhava	עבד	trabalhar	V;FEM;SG;3;PST	V;IND;SG;3;IPFV;FIN
עבדה	trabalhadas	עבד	trabalhar	V;FEM;SG;3;PST	V;FEM;PL;V.PTCP
עבדה	trabalhados	עבד	trabalhar	V;FEM;SG;3;PST	V;MASC;PL;V.PTCP
חואן	juan	חואן	juan	PROPN	N;MASC;SG
מודרני	moderna	מודרני	moderno	ADJ;MASC;SG	N;FEM;SG
מודרני	modernas	מודרני	moderno	ADJ;MASC;SG	N;FEM;PL
מודרני	modern	מודרני	modern	ADJ;MASC;SG	N;MASC;SG
נאסר	nasser	נאסר	nasser	V;MASC;SG;3;PST;MID	N;MASC;SG
נאסר	proibidos	נאסר	proibir	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
נאסר	proibidas	נאסר	proibir	V;MASC;SG;3;PST;MID	V;FEM;PL;V.PTCP
נאסר	proibidos	נאסר	proibir	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
פינלנד	finlândia	פינלנד	finlândia	PROPN	N;FEM;SG
פינלנד	finlandia	פינלנד	finlandia	PROPN	N;FEM;SG
לבנה	brancos	לבן	branco		N;MASC;PL
לבנה	branco	לבן	branco		N;MASC;SG
לבנה	white	לבן	white		N;MASC;SG
לבנה	brancas	לבן	branco		N;FEM;PL
לבנה	branca	לבן	branco		N;FEM;SG
לבנה	brick	לבן	brick		N;MASC;SG
לבנה	tijolo	לבן	tijolo		N;MASC;SG
לבנה	tijolos	לבן	tijolo		N;MASC;PL
לבנה	caucasiano	לבן	caucasiano		ADJ;MASC;SG
תרבותי	culturais	תרבותי	cultural	ADJ;MASC;SG	ADJ;MASC;PL
פוליטיות	politico	פוליטי	politico	ADJ;FEM;PL	N;MASC;SG
פוליטיות	político	פוליטי	político	ADJ;FEM;PL	N;MASC;SG
חלונות	windows	חלון	window	N;MASC;PL	N;MASC;SG
מקבלת	recebimento	קיבל	recebimento	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
מפעילים	operadoras	מפעיל	operadora	V;MASC;PL;V.PTCP;ACT	N;FEM;PL
מפעילים	operadores	מפעיל	operador	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
התפתח	desenvolvidas	התפתח	desenvolver	V;MASC;SG;3;PST	V;FEM;PL;V.PTCP
התפתח	desenvolvidos	התפתח	desenvolver	V;MASC;SG;3;PST	V;MASC;PL;V.PTCP
התפתח	evoluíram	התפתח	evoluir	V;MASC;SG;3;PST	V;IND;PL;3;FIN
פנימית	internas	פנימי	interno	ADV	N;FEM;PL
פנימית	internos	פנימי	interno	ADV	N;MASC;PL
פנימית	interno	פנימי	interno	ADV	ADJ;MASC;SG
פנימית	interna	פנימי	interno	ADV	ADJ;FEM;SG
מתה	morreu	מת	morrer	PROPN	V;IND;SG;3;PST;FIN
מתה	morri	מת	morrer	PROPN	V;IND;SG;1;PST;FIN
מתה	morreram	מת	morrer	PROPN	V;IND;PL;3;FIN
מתה	faleceu	מת	falecer	PROPN	V;IND;SG;3;PST;FIN
מתה	morta	מת	morto	PROPN	N;FEM;SG
מתה	morto	מת	morrer	PROPN	V;MASC;SG;V.PTCP
מתה	mortos	מת	morto	PROPN	N;MASC;PL
מתה	dead	מת	dead	PROPN	N;MASC;SG
מדיה	media	מדיה	media	N;MASC;SG	N;MASC;PL
מדיה	médio	מדיה	médio	N;MASC;SG	ADJ;MASC;SG
מדיה	meio	מדיה	meio	N;MASC;SG	ADV
רשימות	lista	רשימה	lista	N;FEM;PL	N;FEM;SG
נפה	província	נפה	província	PROPN	N;FEM;SG
אימון	malhar	אימון	malhar	N;MASC;SG	V;NFIN
אימון	praticar	אימון	praticar	N;MASC;SG	V;NFIN
אימון	pratique	אימון	pratique	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
אימון	treinos	אימון	treino	N;MASC;SG	N;MASC;PL
קרי	kerry	קרי	kerry		N;MASC;SG
קרי	carrie	קרי	carrie		N;FEM;SG
קרי	kree	קרי	kree		N;MASC;SG
המון	lotes	המון	lote		N;MASC;PL
המון	montes	המון	monte		N;MASC;PL
המון	cargas	המון	carga		N;FEM;PL
סטלין	stalin	סטלין	stalin	PROPN	N;MASC;SG
סטלין	estaline	סטלין	estaline	PROPN	N;MASC;SG
נכשל	falha	נכשל	falha	V;MASC;SG;3;PST;MID	N;FEM;SG
הוצאות	despesa	הוצאה	despesa	N;FEM;PL	N;FEM;SG
הוצאות	gasto	הוצאה	gastar	N;FEM;PL	V;MASC;SG;V.PTCP
להוביל	chumbo	הוביל	chumbo	V;NFIN;ACT	N;MASC;SG
להוביל	lead	הוביל	lead	V;NFIN;ACT	N;MASC;SG
חרב	sword	חרב	sword		N;MASC;SG
חרב	espada	חרב	espada		N;FEM;SG
מפורסם	famosa	מפורסם	famoso	V;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG
מפורסם	famosas	מפורסם	famoso	V;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL
מפורסם	famosos	מפורסם	famoso	V;MASC;SG;V.PTCP;PASS	N;MASC;PL
מפורסם	famoso	מפורסם	famoso	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
מפורסם	celebridade	מפורסם	celebridade	V;MASC;SG;V.PTCP;PASS	N;FEM;SG
מפורסם	celebridades	מפורסם	celebridade	V;MASC;SG;V.PTCP;PASS	N;FEM;PL
יוצרת	cria	יצר	criar	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
יוצרת	criação	יצר	criação	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
יוצרת	criador	יצר	criador	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
יוצרת	criadora	יצר	criadora	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
מחודשת	renovada	מחודש	renovar	ADJ;FEM;SG	V;FEM;SG;V.PTCP
מחודשת	renovado	מחודש	renovar	ADJ;FEM;SG	V;MASC;SG;V.PTCP
מחודשת	renovados	מחודש	renovar	ADJ;FEM;SG	V;MASC;PL;V.PTCP
מחודשת	renovadas	מחודש	renovar	ADJ;FEM;SG	V;FEM;PL;V.PTCP
אלפים	milhares	אלפים	milhar	NUM;MASC;PL	N;MASC;PL
אלפים	elfos	אלפים	elfo	NUM;MASC;PL	N;MASC;PL
אלפים	duendes	אלפים	duender	NUM;MASC;PL	N;MASC;PL
מנזר	monastério	מנזר	monastério	PROPN	N;MASC;SG
מנזר	mosteiro	מנזר	mosteiro	PROPN	N;MASC;SG
מנזר	mosteiros	מנזר	mosteiro	PROPN	N;MASC;PL
נוי	ornamentais	נוי	ornamental	PROPN	N;MASC;PL
נוי	noy	נוי	noy	PROPN	N;MASC;SG
נוי	nui	נוי	nui	PROPN	N;MASC;SG
סימנים	marks	סימן	mark	N;MASC;PL	N;MASC;SG
סימנים	sinalização	סימן	sinalização	N;MASC;PL	N;FEM;SG
חם	quente	חם	quente		N;MASC;SG
חם	gostosa	חם	gostoso		N;FEM;SG
חם	gostosas	חם	gostoso		ADJ;FEM;PL
חם	quentes	חם	quente		ADJ;MASC;PL
חם	quente	חם	quente		N;MASC;SG
חם	morno	חם	morno		ADJ;MASC;SG
מרקוס	marcus	מרקוס	marcus	PROPN	N;MASC;SG
מרקוס	marcos	מרקוס	marco	PROPN	N;MASC;PL
מרקוס	markus	מרקוס	markus	PROPN	N;MASC;SG
עיניים	eyes	עין	eyes	N;FEM;PL	N;MASC;SG
זכאי	elegíveis	זכאי	elegível		ADJ;MASC;PL
זכאי	elegível	זכאי	elegível		ADJ;MASC;SG
זכאי	intitulado	זכאי	intitular		V;MASC;SG;V.PTCP
לירות	atire	ירה	atire		V;SBJV;SG;3;PRS;FIN
לירות	atirar	ירה	atirar		V;NFIN
התוצאות	resultados	התוצאות	resultado	N;FEM;SG	N;MASC;PL
בלוס	foles	בלוס	fole		N;MASC;PL
בלוס	bellows	בלוס	bellom		N;MASC;SG
עזבו	deixe	עזב	deixar	V;PL;3;PST;ACT	V;SBJV;SG;3;PRS;FIN
קשורים	relacionada	קשר	relacionar	V;MASC;PL;V.PTCP;ACT	V;FEM;SG;V.PTCP
קשורים	relacionado	קשר	relacionar	V;MASC;PL;V.PTCP;ACT	V;MASC;SG;V.PTCP
טורניר	torneios	טורניר	torneio	N;MASC;SG	N;MASC;PL
הרגל	hábito	הרגל	hábito	PROPN	N;MASC;SG
חברון	hebron	חברון	hebron	PROPN	N;MASC;SG
סרביה	sérvia	סרביה	sérvio	PROPN	N;FEM;SG
צלם	fotógrafa	צלם	fotógrafa	PROPN	N;FEM;SG
צלם	fotografo	צלם	fotografo	PROPN	N;MASC;SG
צלם	fotógrafo	צלם	fotógrafo	PROPN	N;MASC;SG
שמינית	oitava	שמינית	oitavo	ADV	N;FEM;SG
שמינית	oitavo	שמינית	oitavo	ADV	ADJ;MASC;SG
עילית	elite	עילה	elite	PROPN	N;FEM;SG
עילית	elites	עילה	elite	PROPN	N;FEM;PL
שהתקיימה	empreendido	שהתקיים	empreender	PROPN	V;MASC;SG;V.PTCP
שהתקיימה	empreendidas	שהתקיים	empreender	PROPN	V;FEM;PL;V.PTCP
און	eun	און	eun		N;MASC;SG
הקול	voice	הקול	voice		N;MASC;SG
הקול	voz	הקול	voz		N;FEM;SG
פישר	fisher	פישר	fisher	PROPN	N;MASC;SG
פישר	fischer	פישר	fischer	PROPN	N;MASC;SG
נפתלי	naftali	נפתלי	naftali	PROPN	N;MASC;PL
ורדן	verdun	ורדן	verdun	PROPN	N;MASC;SG
איור	figo	איור	figo	PROPN	N;MASC;SG
איור	fig	איור	fig	PROPN	N;MASC;SG
איור	ilustração	איור	ilustração	PROPN	N;FEM;SG
איור	ilustrações	איור	ilustração	PROPN	N;FEM;PL
המלחין	compositor	המלחין	compositor	PROPN	N;MASC;SG
המלחין	compositora	המלחין	compositora	PROPN	N;FEM;SG
נמצאה	encontrados	נמצא	encontrar	V;FEM;SG;3;PST;MID	V;MASC;PL;V.PTCP
נמצאה	achado	נמצא	achado	V;FEM;SG;3;PST;MID	N;MASC;SG
נמצאה	encontraram	נמצא	encontrar	V;FEM;SG;3;PST;MID	V;IND;PL;3;FIN
חברתיות	social	חברתי	social	ADJ;FEM;PL	ADJ;MASC;SG
פרשנות	comentários	פרשנות	comentário	N;FEM;SG	N;MASC;PL
ויילס	gales	ויילס	gale	PROPN	N;MASC;SG
הכנסה	receitas	הכנסה	receita	N;FEM;SG	N;FEM;PL
הכנסה	receitas	הכנסה	receita	N;FEM;SG	N;FEM;PL
הכנסה	proveitos	הכנסה	proveito	N;FEM;SG	N;MASC;PL
הכנסה	rendimentos	הכנסה	rendimento	N;FEM;SG	N;MASC;PL
תסריטאי	escritora	תסריטאי	escritor	PROPN	N;FEM;SG
תסריטאי	escritor	תסריטאי	escritor	PROPN	N;MASC;SG
תסריטאי	argumentista	תסריטאי	argumentista	PROPN	N;MASC;SG
תסריטאי	roteirista	תסריטאי	roteirista	PROPN	N;MASC;SG
הפרט	indivíduo	הפרט	indivíduo	PROPN	N;MASC;SG
הפרט	individual	הפרט	individual	PROPN	ADJ;MASC;SG
הפרט	individuais	הפרט	individual	PROPN	ADJ;MASC;PL
ברכה	bênção	ברכה	bênção	PROPN	N;FEM;SG
ברכה	benção	ברכה	benção	PROPN	N;FEM;SG
ברכה	cumprimento	ברכה	cumprimento	PROPN	N;MASC;SG
ברכה	saudação	ברכה	saudação	PROPN	N;FEM;SG
ברכה	saudações	ברכה	saudação	PROPN	N;FEM;PL
ברכה	bênçãos	ברכה	bênção	PROPN	N;FEM;PL
ברכה	bençãos	ברכה	benção	PROPN	N;FEM;PL
מחזיק	holder	החזיק	holder	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
מחזיק	detentor	החזיק	detentor	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מחזיק	titular	החזיק	titular	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
מחזיק	holding	החזיק	holding	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
נבחרים	escolhido	נבחר	escolher	N;MASC;PL	V;MASC;SG;V.PTCP
נבחרים	escolhida	נבחר	escolher	N;MASC;PL	V;FEM;SG;V.PTCP
נבחרים	escolhidos	נבחר	escolher	N;MASC;PL	V;MASC;PL;V.PTCP
נבחרים	destaque	נבחר	destaque	N;MASC;PL	N;MASC;SG
נבחרים	indicados	נבחר	indicar	N;MASC;PL	V;MASC;PL;V.PTCP
נבחרים	caracterizado	נבחר	caracterizado	N;MASC;PL	V;MASC;SG;V.PTCP
נבחרים	seleccionado	נבחר	seleccionar	N;MASC;PL	V;MASC;SG;V.PTCP
נבחרים	selecionadas	נבחר	selecionar	N;MASC;PL	V;FEM;PL;V.PTCP
נבחרים	selecionado	נבחר	selecionar	N;MASC;PL	V;MASC;SG;V.PTCP
נבחרים	selecionada	נבחר	selecionado	N;MASC;PL	V;FEM;SG;V.PTCP
נבחרים	selecionados	נבחר	selecionar	N;MASC;PL	V;MASC;PL;V.PTCP
ברכות	bênçãos	ברכה	bênção		N;FEM;PL
ברכות	bençãos	ברכה	benção		N;FEM;PL
ברכות	saudações	ברכה	saudação		N;FEM;PL
ברכות	cumprimentos	ברכה	cumprimento		N;MASC;PL
בירה	cervejas	בירה	cerveja	N;FEM;SG	N;FEM;PL
מצווה	ordenação	ציווה	ordenação	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
מצווה	comandos	ציווה	comando	V;FEM;SG;V.PTCP;ACT	N;MASC;PL
מצווה	mitzvah	ציווה	mitzvah	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
בהיר	brilhante	בהיר	brilhante		ADJ;MASC;SG
בהיר	bright	בהיר	bright		N;MASC;SG
בהיר	brilhantes	בהיר	brilhante		N;MASC;PL
בלה	blá	בלה	blá	PROPN	ADV
בלה	bella	בלה	bella	PROPN	N;FEM;SG
רביעית	quarta	רביעית	quarto	NUM;FEM;SG	ADJ;FEM;SG
נשואה	casou	נשוי	casar	ADJ;FEM;SG	V;IND;SG;3;PST;FIN
נשואה	casada	נשוי	casado	ADJ;FEM;SG	N;FEM;SG
נשואה	casado	נשוי	casado	ADJ;FEM;SG	N;MASC;SG
נשואה	casados	נשוי	casado	ADJ;FEM;SG	N;MASC;PL
חוסיין	hussein	חוסיין	hussein	PROPN	N;MASC;SG
אפשרית	possivel	אפשרי	possivel	ADV	ADJ;MASC;SG
אפשרית	possíveis	אפשרי	possível	ADV	ADJ;MASC;PL
אפשרית	possível	אפשרי	possível	ADV	ADJ;MASC;SG
התערוכה	exibição	התערוכה	exibição	V;FEM;SG;3;PST	N;FEM;SG
התערוכה	exposição	התערוכה	exposição	V;FEM;SG;3;PST	N;FEM;SG
התערוכה	exposições	התערוכה	exposição	V;FEM;SG;3;PST	N;FEM;PL
פטר	pedro	פטר	pedro	PROPN	N;MASC;SG
פטר	peter	פטר	peter	PROPN	N;MASC;SG
עלות	custos	עלות	custo	N;FEM;SG	N;MASC;PL
דייוויס	davis	דייוויס	davi	PROPN	N;MASC;SG
דייוויס	davies	דייוויס	davie	PROPN	N;MASC;PL
שמיר	dill	שמיר	dill	PROPN	N;MASC;SG
שמיר	shamir	שמיר	shamir	PROPN	N;MASC;SG
כתבתי	escreveu	כתבתי	escrever	V;SG;1;PST;ACT	V;IND;SG;3;PST;FIN
כתבתי	escrevia	כתבתי	escrever	V;SG;1;PST;ACT	V;IND;SG;3;IPFV;FIN
פרטית	privada	פרטי	privado	ADV	ADJ;FEM;SG
פרטית	privado	פרטי	privado	ADV	ADJ;MASC;SG
פרטית	private	פרטי	private	ADV	N;MASC;SG
שלומית	salomé	שלומית	salomé	PROPN	N;FEM;SG
רן	correu	רן	correr	PROPN	V;IND;SG;3;PST;FIN
רן	correram	רן	correr	PROPN	V;IND;PL;3;FIN
רן	corri	רן	correr	PROPN	V;IND;SG;1;PST;FIN
רן	wren	רן	wren	PROPN	N;MASC;SG
רן	ren	רן	ren	PROPN	N;MASC;SG
לוגו	logo	לוגו	logo	PROPN	ADV
לוגו	logótipo	לוגו	logótipo	PROPN	N;MASC;SG
לוגו	logotipo	לוגו	logotipo	PROPN	N;MASC;SG
לוגו	logos	לוגו	logo	PROPN	N;MASC;PL
לוגו	logotipos	לוגו	logotipo	PROPN	N;MASC;PL
הסכסוך	conflito	הסכסוך	conflito	PROPN	N;MASC;SG
הסכסוך	conflitos	הסכסוך	conflito	PROPN	N;MASC;PL
כוונה	intenções	כוונה	intenção	N;FEM;SG	N;FEM;PL
כוונה	intenções	כוונה	intenção	N;FEM;SG	N;FEM;PL
עשיר	ricas	עשיר	rico	ADJ;MASC;SG	ADJ;FEM;PL
עשיר	ricos	עשיר	rico	ADJ;MASC;SG	N;MASC;PL
עשיר	rich	עשיר	rich	ADJ;MASC;SG	N;MASC;SG
בצלאל	bezalel	בצלאל	bezalel	PROPN	N;MASC;SG
יאן	jan	יאן	jan	PROPN	N;MASC;SG
יאן	yan	יאן	yan	PROPN	N;MASC;SG
המדבר	deserto	המדבר	deserto	PROPN	N;MASC;SG
המדבר	desert	המדבר	desert	PROPN	N;MASC;SG
המדבר	desertos	המדבר	deserto	PROPN	N;MASC;PL
לוקח	leva	לקח	levar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
נדיר	raros	נדיר	raro		ADJ;MASC;PL
נדיר	rara	נדיר	raro		ADJ;FEM;SG
נדיר	raras	נדיר	raro		ADJ;FEM;PL
נדיר	raro	נדיר	raro		ADJ;MASC;SG
לוחות	comprimidos	לוח	comprimir	N;MASC;PL	V;MASC;PL;V.PTCP
סם	sam	סם	sam		N;MASC;SG
תמר	tamar	תמר	tamar		N;MASC;SG
טילי	tilly	טילי	tilly	PROPN	N;FEM;SG
סופיה	sofia	סופיה	sofiar	PROPN	N;FEM;SG
סופיה	sófia	סופיה	sófia	PROPN	N;MASC;SG
סופיה	sofia	סופיה	sofiar	PROPN	N;FEM;SG
סופיה	sophia	סופיה	sophia	PROPN	N;FEM;SG
ספרית	cabeleireiro	ספרית	cabeleireiro	PROPN	N;MASC;SG
ספרית	cabeleireiros	ספרית	cabeleireiro	PROPN	N;MASC;PL
ספרית	cabeleireira	ספרית	cabeleireira	PROPN	N;FEM;SG
קרובים	fecha	קרוב	fechar	N;MASC;PL	V;IND;SG;3;PRS;FIN
קרובים	feche	קרוב	fecher	N;MASC;PL	V;SBJV;SG;3;PRS;FIN
קרובים	perto	קרוב	perto	N;MASC;PL	ADV
קרובים	close	קרוב	close	N;MASC;PL	N;MASC;SG
קרובים	fechar	קרוב	fechar	N;MASC;PL	V;NFIN
החוצה	out	החוצה	out	ADV	N;MASC;SG
ביטוח	segurado	ביטוח	segurar	N;MASC;SG	V;MASC;SG;V.PTCP
ביטוח	segurados	ביטוח	segurar	N;MASC;SG	N;MASC;PL
ביטוח	seguros	ביטוח	seguro	N;MASC;SG	N;MASC;PL
מגע	toques	מגע	toque	N;MASC;SG	N;MASC;PL
ביקור	visitado	ביקור	visitar	N;MASC;SG	V;MASC;SG;V.PTCP
ביקור	visitada	ביקור	visitar	N;MASC;SG	V;FEM;SG;V.PTCP
ביקור	visitei	ביקור	visitar	N;MASC;SG	V;IND;SG;1;PST;FIN
ביקור	visitou	ביקור	visitar	N;MASC;SG	V;IND;SG;3;PST;FIN
