категорія	kategorii	категорія	kategoria	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
надто	tez	надто	tez	ADV	
надто	też	надто	też	ADV	PART
надто	too	надто	too	ADV	
надто	zbyt	надто	zbyt	ADV	PART
мінська	mińsku	мінський	mińsko	PROPN;INAN;NOM;FEM;SG	PROPN;DAT;MASC;SG
тижнів	tygodniami	тиждень	tydzień	N;INAN;GEN;MASC;PL	N;INS;MASC;PL
тижнів	tygodnie	тиждень	tydzień	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
австралія	australii	австралія	australia	PROPN;INAN;NOM;FEM;SG	PROPN;GEN;FEM;SG
австралія	australia	австралія	australia	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
припинення	zabij	припинення	zabić	N;INAN;NOM;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
припинення	kill	припинення	kill	N;INAN;NOM;NEUT;SG	
припинення	zabicie	припинення	zabity	N;INAN;NOM;NEUT;SG	V;PFV;IND;PST;FIN;ACT
повість	novella	повість	novelle	N;INAN;NOM;FEM;SG	
французькою	francuski	французький	francuski	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
французькою	francuska	французький	francuski	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG
французькою	french	французький	fren	ADJ;INS;FEM;SG	
французькою	francuskie	французький	francuski	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG
явища	fenomen	явище	fenomen	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
явища	zjawisk	явище	zjawisko	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL
явища	zjawisko	явище	zjawisko	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
забезпечити	zapewnianie	забезпечити	zapewniać	V;PFV;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
забезпечити	zapewnienie	забезпечити	zapewnić	V;PFV;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
забезпечити	zapewnienia	забезпечити	zapewnić	V;PFV;NFIN	N;GEN;NEUT;SG
забезпечити	zapewniają	забезпечити	zapewniać	V;PFV;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
забезпечити	zapewnienie	забезпечити	zapewnić	V;PFV;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
доріг	autostrady	дорога	autostrada	N;INAN;GEN;FEM;PL	
доріг	autostrad	дорога	autostrada	N;INAN;GEN;FEM;PL	
доріг	dróg	дорога	droga	N;INAN;GEN;FEM;PL	
доріг	drogi	дорога	droga	N;INAN;GEN;FEM;PL	
двигуни	silników	двигун	silnik	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
вежі	wież	вежа	wież	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
враження	wyświetleń	враження	wyświetlenie	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;PL
враження	wyświetlenia	враження	wyświetlić	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
враження	wrażenia	враження	wrażenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
враження	doświadczeń	враження	doświadczenie	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;PL
враження	doznania	враження	doznanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
враження	wrażenia	враження	wrażenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
охоплює	okładki	охоплювати	okładka	V;IPFV;IND;SG;3;PRS;FIN	N;ACC;FEM;PL
охоплює	pokrywy	охоплювати	pokrywy	V;IPFV;IND;SG;3;PRS;FIN	N;ACC;FEM;PL
пропозиції	sugestie	пропозиція	sugest	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;FIN;ACT
пропозиції	ofert	пропозиція	ofert	N;INAN;NOM;FEM;PL	V;IPFV;IND;PL;FIN;ACT
пропозиції	oferty	пропозиція	oferta	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
нідерланди	niderlandy	нідерланда	niderland	PROPN;INAN;NOM	
нідерланди	holandii	нідерланда	holandia	PROPN;INAN;NOM	N;GEN;FEM;SG
нідерланди	holandia	нідерланда	holandia	PROPN;INAN;NOM	N;NOM;FEM;SG
сцени	scena	сцена	scena	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
адреси	adresów	адреса	adres	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
адреси	lokalizacji	адреса	lokalizacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
носії	nośnik	носій	nośnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
носії	mediów	носій	medień	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
носії	składowanie	носій	składowanie	N;ANIM;NOM;MASC;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
носії	magazyn	носій	magazyn	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
носії	przechowywanie	носій	przechowywać	N;ANIM;NOM;MASC;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
носії	magazynowanie	носій	magazynowanie	N;ANIM;NOM;MASC;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
полювання	polować	полювання	polować	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN;ACT
полювання	łowy	полювання	łowa	N;INAN;NOM;NEUT;SG	
полювання	hunt	полювання	hunt	N;INAN;NOM;NEUT;SG	
помічник	asystenta	помічник	asystent	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
помічник	pomocnika	помічник	pomocnik	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
мовлення	mowa	мовлення	mowa	N;INAN;NOM;NEUT;SG	
вільгельм	wilhelm	вільгельм	wilhelm	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
вести	vesta	вести	vesta	V;IPFV;NFIN	
дизайн	design	дизайн	design	N;INAN;NOM;MASC;SG	
знає	adhd	знати	adhd	V;IPFV;IND;SG;3;PRS;FIN	
законодавства	prawodawstwa	законодавство	prawodawstwo	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
додому	domu	додому	dom	ADV	N;GEN;MASC;SG
додому	dom	додому	dom	ADV	N;NOM;MASC;SG
лук	łuk	лук	łuk		N;NOM;MASC;SG
картин	obrazy	картина	obraz	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
скульптури	rzeźby	скульптура	rzeźba	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
пасажирів	pasażerowie	пасажир	pasażer	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
пасажирів	pasażerom	пасажир	pasażer	N;INAN;GEN;MASC;PL	N;DAT;MASC;PL
пасажирів	pasażerów	пасажир	pasażer	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
змінити	edit	змінити	edit	V;PFV;NFIN	
змінити	edycja	змінити	edycja	V;PFV;NFIN	N;NOM;FEM;SG
змінити	edytuj	змінити	edytować	V;PFV;NFIN	
змінити	zmiana	змінити	zmiana	V;PFV;NFIN	N;NOM;FEM;SG
змінити	zmiany	змінити	zmiana	V;PFV;NFIN	N;ACC;FEM;PL
стенлі	stanley	стенль	stanle	PROPN;ANIM;NOM;MASC;SG	
стенлі	stanleya	стенль	stanley	PROPN;ANIM;NOM;MASC;SG	
переліку	listing	перелік	listing	N;INAN;GEN;MASC;SG	
священик	księdza	священик	ksiądz	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
священик	księża	священик	ksiądz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
змогли	mógł	змогти	móc	V;PFV;IND;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
дослідників	naukowiec	дослідник	naukowiec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
дослідників	badacz	дослідник	badaczyć	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
шосе	autostrada	шосе	autostrada		N;NOM;FEM;SG
шосе	autostradzie	шосе	autostrada		V;IPFV;IND;SG;3;PRS;FIN;ACT
шосе	autostrady	шосе	autostrada		
шосе	autostrada	шосе	autostrada		N;NOM;FEM;SG
шосе	highway	шосе	highwać		
шосе	autostradzie	шосе	autostrada		V;IPFV;IND;SG;3;PRS;FIN;ACT
відображення	wyświetlania	відображення	wyświetlanie	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
губернія	gubernia	губернія	gubernia	N;INAN;NOM;FEM;SG	
циклу	pętli	цикл	pętla	N;INAN;GEN;MASC;SG	
циклу	pętla	цикл	pętlać	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
вежа	tower	вежа	tower	N;INAN;NOM;FEM;SG	
вежа	wieży	вежа	wieża	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
деталі	detale	деталі	detała	N;INAN;NOM;FEM;PL	
частинок	cząsteczki	частинка	cząsteczka	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
частинок	cząstki	частинка	cząstka	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
єпископа	biskup	єпископ	biskup	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
єпископа	bishop	єпископ	bishop	N;ANIM;ACC;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
єпископа	goniec	єпископ	goniec	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
асоціація	skojarzenia	асоціація	skojarzenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL
асоціація	association	асоціація	association	N;INAN;NOM;FEM;SG	
характерні	charakterystyczny	характерний	charakterystyczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
характерні	charakterystyczne	характерний	charakterystyczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
розробив	zaprojektowane	розробити	zaprojektować	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
розробив	zaprojektowana	розробити	zaprojektować	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
розробив	zaprojektowany	розробити	zaprojektować	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
розробив	zaprojektowanych	розробити	zaprojektować	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
видобуток	psuje	видобуток	psuć	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
видобуток	łupy	видобуток	łup	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
сена	sena	сено	sen		
сюжет	story	сюжет	stora	N;INAN;NOM;MASC;SG	
майстерні	studio	майстерня	studio	N;INAN;NOM;FEM;PL	
драма	drama	драма	drama	N;INAN;NOM;FEM;SG	
католицька	katolickiej	католицький	katolicki	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
католицька	katolickiego	католицький	katolicki	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
зауваження	uwaga	зауваження	uwaga	N;INAN;NOM;NEUT;PL	
зауваження	notatka	зауваження	notatka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
зауваження	zauważ	зауваження	zauważ	N;INAN;NOM;NEUT;PL	
зауваження	zawiadomienie	зауваження	zawiadomienie	N;INAN;NOM;NEUT;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
погляд	peek	погляд	peek	N;INAN;NOM;MASC;SG	
мас	mas	ми	mas		
віра	vera	віра	vera	N;ANIM;NOM;FEM;SG	
віра	wierze	віра	wierzyć	N;ANIM;NOM;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
віра	faith	віра	faith	N;ANIM;NOM;FEM;SG	
віра	wiary	віра	wiara	N;ANIM;NOM;FEM;SG	N;GEN;FEM;SG
віра	wiarę	віра	wiara	N;ANIM;NOM;FEM;SG	N;ACC;FEM;SG
віра	wierzenia	віра	wierzyć	N;ANIM;NOM;FEM;SG	N;NOM;NEUT;PL
повернути	obrót	повернути	obrót	V;PFV;NFIN	N;NOM;MASC;SG
стрічки	żywi	стрічка	żywić	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
стрічки	taśmy	стрічка	taśma	N;INAN;NOM;FEM;PL	
стрічки	taśma	стрічка	taśma	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
стрічки	pasek	стрічка	pask	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
стрічки	strip	стрічка	strip	N;INAN;NOM;FEM;PL	
визволення	wyzwolenia	визволення	wyzwolić	N;INAN;NOM;NEUT;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
цікаво	ciekawe	цікаво	ciekawy	ADV	ADJ;NOM;NEUT;SG
цікаво	ciekawość	цікаво	ciekawość	ADV	N;NOM;FEM;SG
цікаво	ciekawa	цікаво	ciekawy	ADV	
цікаво	ciekawy	цікаво	ciekawy	ADV	ADJ;NOM;MASC;SG
цікаво	interesujące	цікаво	interesujący	ADV	ADJ;NOM;NEUT;SG
цікаво	ciekawe	цікаво	ciekawy	ADV	ADJ;NOM;NEUT;SG
цікаво	interesujący	цікаво	interesujący	ADV	ADJ;NOM;MASC;SG
цікаво	zainteresowanych	цікаво	zainteresować	ADV	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
цікаво	zainteresowane	цікаво	zainteresować	ADV	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
цікаво	zainteresowani	цікаво	zainteresować	ADV	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
цікаво	zainteresowana	цікаво	zainteresować	ADV	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
цікаво	zainteresowany	цікаво	zainteresować	ADV	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
цікаво	wonder	цікаво	wonder	ADV	
користування	używając	користування	używać	N;INAN;NOM;NEUT;SG	V;IPFV;PRS;V.CVB;ACT
користування	użyć	користування	użyć	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
користування	użyj	користування	użyj	N;INAN;NOM;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
татар	tatar	татарин	tatar	N;ANIM;ACC;MASC;PL	
мінерали	minerałów	мінерал	minerał	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
семінарії	seminarium	семінарія	seminarium	N;INAN;NOM;FEM;PL	N;ACC;NEUT;SG
інтереси	zainteresowań	інтерес	zainteresowanie	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
змісту	toc	зміст	toc	N;INAN;GEN;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
заміж	żonaty	заміж	żonaty	N;ANIM;NOM;FEM;SG	ADJ;NOM;MASC;SG
плани	planów	план	plan	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
плани	planuje	план	planować	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
прибуток	profit	прибуток	profit	N;INAN;NOM;MASC;SG	
прибуток	zysku	прибуток	zysk	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
прибуток	zyski	прибуток	zysk	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
прибуток	przychody	прибуток	przychody	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
прибуток	dochodów	прибуток	dochód	N;INAN;NOM;MASC;SG	N;GEN;MASC;PL
прибуток	dochody	прибуток	dochód	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
прибуток	przychody	прибуток	przychody	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
прибуток	dochody	прибуток	dochód	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
акцій	kapitałowych	акція	kapitałowy	N;INAN;GEN;FEM;PL	ADJ;GEN;MASC;PL
кут	kut	кут	kut	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
кут	kąta	кут	kąta	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
вибрані	wybrany	вибраний	wybrać	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
вибрані	zaznaczone	вибраний	zaznaczyć	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
вибрані	wybrane	вибраний	wybrać	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
вибрані	wybrana	вибраний	wybrać	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
вибрані	wybrano	вибраний	wybrać	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
вибрані	ulubione	вибраний	ulubiony	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG
вибрані	ulubionych	вибраний	ulubić	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;GEN;MASC;PL
митрополит	arcybiskupa	митрополит	arcybiskup	N;ANIM;NOM;MASC;SG	N;GEN;MASC;SG
надано	zapewnione	надати	zapewnić	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
надано	dostarczone	надати	dostarczyć	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
надано	podane	надати	podać	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
надано	podana	надати	podać	V;PFV;IND;0;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
надано	dostarczane	надати	dostarczać	V;PFV;IND;0;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
надано	dostarczona	надати	dostarczyć	V;PFV;IND;0;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
надано	dostarczony	надати	dostarczyć	V;PFV;IND;0;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
надано	dostarczany	надати	dostarczać	V;PFV;IND;0;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
надано	dostarczone	надати	dostarczyć	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
лютий	luty	лютий	luty	ADJ;NOM;MASC;SG	
лютий	lutego	лютий	luty	ADJ;NOM;MASC;SG	
явище	zjawiska	явище	zjawisko	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
явище	zjawisk	явище	zjawisko	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;PL
явище	zjawiska	явище	zjawisko	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
азербайджану	azerbejdżan	азербайджаний	azerbejdżan	PROPN;INAN;GEN;MASC;SG	
медичні	medyczna	медичний	medyczny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
медичні	medyczny	медичний	medyczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
медичні	medyczne	медичний	medyczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
подорож	podróży	подорож	podróż	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
подорож	podróże	подорож	podróż	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
подорож	trip	подорож	trip	N;INAN;NOM;FEM;SG	
подорож	podróży	подорож	podróż	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
подорож	podróże	подорож	podróż	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
філіп	phillip	філіп	phillip	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
філіп	phillipa	філіп	phillipa	PROPN;ANIM;NOM;MASC;SG	
філіп	filip	філіп	filip	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
філіп	philippe	філіп	philippa	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
філіп	filip	філіп	filip	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
філіп	filipa	філіп	filip	PROPN;ANIM;NOM;MASC;SG	
філіп	philip	філіп	philip	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
філіп	filip	філіп	filip	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
філіп	filip	філіп	filip	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
оцінка	rating	оцінка	rating	N;INAN;NOM;FEM;SG	
оцінка	ocena	оцінка	ocenać	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
оцінка	szacunki	оцінка	szacunek	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
оцінка	szacowania	оцінка	szacowanie	N;INAN;NOM;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
оцінка	oszacowania	оцінка	oszacowanie	N;INAN;NOM;FEM;SG	N;GEN;NEUT;SG
оцінка	ocena	оцінка	ocenać	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
долини	doliny	долина	dolina	N;INAN;NOM;FEM;PL	
долини	vale	долина	vale	N;INAN;NOM;FEM;PL	
погляди	celownik	погляд	celownik	N;INAN;NOM;MASC;PL	N;ACC;MASC;SG
погляди	zabytków	погляд	zabytek	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
погляди	przekonania	погляд	przekonanie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
погляди	wyświetlenia	погляд	wyświetlić	N;INAN;NOM;MASC;PL	N;GEN;NEUT;SG
учні	studentów	учень	student	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
учні	uczniów	учень	uczeń	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
повне	full	повний	full	ADJ;NOM;NEUT;SG	
повне	pełen	повний	pełen	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
повне	pełne	повний	pełny	ADJ;NOM;NEUT;SG	
пік	piz	пік	piz	N;INAN;NOM;MASC;SG	
пік	pik	пік	pik	N;INAN;NOM;MASC;SG	
пік	pik	пік	pik	N;INAN;NOM;MASC;SG	
пік	peak	пік	peak	N;INAN;NOM;MASC;SG	
необхідні	wymagana	необхідний	wymagać	ADJ;NOM;PL	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
необхідні	wymagane	необхідний	wymagać	ADJ;NOM;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
необхідні	wymagany	необхідний	wymagać	ADJ;NOM;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
необхідні	niezbędny	необхідний	niezbędny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
необхідні	konieczny	необхідний	konieczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
необхідні	konieczna	необхідний	konieczny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
необхідні	niezbędne	необхідний	niezbędny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
необхідні	konieczne	необхідний	konieczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
дали	dał	дати	dać	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
комах	owadów	комаха	owad	N;ANIM;ACC;FEM;PL	N;GEN;MASC;PL
комах	owady	комаха	owad	N;ANIM;ACC;FEM;PL	N;NOM;MASC;PL
юлія	julii	юлія	julia	PROPN;ANIM;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
юлія	julia	юлія	julia	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
ріо	rio	ріо	rio		
ріо	río	ріо	río		PROPN;NOM;MASC;SG
полтава	połtawa	полтава	połtawa	PROPN;INAN;NOM;FEM;SG	
текстів	teksty	текст	tekst	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
зброю	broń	зброя	broń	N;INAN;ACC;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
зброю	uzbrojenie	зброя	uzbrojenie	N;INAN;ACC;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
зброю	broni	зброя	bronić	N;INAN;ACC;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
зброю	bronie	зброя	bron	N;INAN;ACC;FEM;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
зброю	broń	зброя	broń	N;INAN;ACC;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
зброю	pistolety	зброя	pistolet	N;INAN;ACC;FEM;SG	N;NOM;MASC;PL
зброю	bronie	зброя	bron	N;INAN;ACC;FEM;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
посольство	ambasady	посольство	ambasada	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
посольство	ambasadzie	посольство	ambasada	N;INAN;NOM;NEUT;SG	N;DAT;FEM;SG
посольство	a	посольство	a	N;INAN;NOM;NEUT;SG	CONJ
ідею	pomysl	ідея	pomysl	N;INAN;ACC;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
ідею	pomysł	ідея	pomysł	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
ідею	idea	ідея	idea	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
франц	franz	франц	franz	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ядра	jądra	ядра	jądro	N;INAN;NOM;NEUT;SG	
ядра	jądro	ядра	jądro	N;INAN;NOM;NEUT;SG	
активний	aktywni	активний	aktywny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
раду	radu	рада	rad	N;INAN;ACC;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
співвідношення	proporcji	співвідношення	proporcja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
співвідношення	proporcjonalnie	співвідношення	proporcjonalnie	N;INAN;NOM;NEUT;SG	ADV
співвідношення	odsetek	співвідношення	odsetka	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
співвідношення	proporcje	співвідношення	proporcja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
співвідношення	proporcje	співвідношення	proporcja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
