ausscheiden	звільнення	ausscheiden	звільнення	V;NFIN	N;INAN;NOM;NEUT;SG
erwünscht	хотіли	erwünscht	хотіти	ADJ	V;IPFV;IND;PL;PST;FIN
erwünscht	хотіла	erwünscht	хотіти	ADJ	V;IPFV;FEM;IND;SG;PST;FIN
konzentriert	зосереджена	konzentrieren	зосереджений	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
konzentriert	фокусі	konzentrieren	фокус	V;V.PTCP	N;INAN;DAT;MASC;SG
edwin	едвін	edwin	едвін	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
kent	кент	kent	кент	PROPN	
matthäus	матвія	matthäus	матвія	PROPN	PROPN;ANIM;NOM;FEM;SG
matthäus	матвій	matthäus	матвій	PROPN	PROPN;ANIM;NOM;MASC;SG
matthäus	метью	matthäus	меть	PROPN	PROPN;ANIM;NOM;FEM;SG
bond	бонд	bond	бонд	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
aluminium	алюміній	aluminium	алюмінія	ADJ	N;INAN;NOM;MASC;SG
aluminium	алюміній	aluminium	алюмінія	ADJ	N;INAN;NOM;MASC;SG
dimension	вимір	dimension	вимір		N;INAN;NOM;MASC;SG
schönheit	краса	schönheit	краса	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
sauerstoff	киснем	sauerstoff	кисень	PROPN;SG	N;INAN;INS;MASC;SG
sauerstoff	кисень	sauerstoff	кисень	PROPN;SG	N;INAN;NOM;MASC;SG
erstellte	зібрані	erstellt	зібраний	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
erstellte	зібрано	erstellt	зібрати	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
erstellte	створено	erstellt	створити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
erstellte	створені	erstellt	створений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
erstellte	створене	erstellt	створений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
erstellte	створена	erstellt	створений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
mitchell	мітчелл	mitchell	мітчелл	PROPN	PROPN;ANIM;NOM;MASC;SG
marion	маріон	marion	маріон	PROPN;NOM;SG	PROPN;ANIM;NOM;FEM;SG
rasse	расової	rassen	расовий		ADJ;GEN;FEM;SG
rasse	ставлять	rassen	ставити		V;IPFV;IND;PL;3;PRS;FIN
rasse	розмноження	rassen	розмноження		N;INAN;NOM;NEUT;SG
rasse	породи	rassen	порода		N;INAN;NOM;FEM;PL
rasse	порода	rassen	порода		N;INAN;NOM;FEM;SG
rasse	перегони	rassen	перегона		N;INAN;NOM;MASC;PL
rasse	забіг	rassen	забігти		N;INAN;NOM;MASC;SG
rasse	раса	rassen	рас		N;INAN;NOM;FEM;SG
schwarzwald	шварцвальд	schwarzwald	шварцвальд	PROPN	N;INAN;NOM;MASC;SG
ingolstadt	інгольштадт	ingolstadt	інгольштадт	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
geäußert	дзвінкий	äußern	дзвінкий	V;V.PTCP	ADJ;NOM;MASC;SG
zähne	зуби	zähnen	зуб	N;NOM;SG	N;INAN;NOM;MASC;PL
zähne	зуби	zähnen	зуб	N;NOM;SG	N;INAN;NOM;MASC;PL
basierend	засновано	basierend	засновати	ADJ	V;PFV;IND;0;FIN
cottbus	котбус	cottbus	котбус	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
freuen	неволі	freuen	неволі	V;NFIN	N;INAN;NOM;FEM;PL
statthalter	губернатора	statthalter	губернатор	ADJ	N;ANIM;NOM;MASC;SG
sri	шрі	sri	шрі		
systematische	systematic	systematisch	systematic	ADJ;NOM;FEM;PL	
satelliten	супутники	satellit	супутник	V;FIN	N;ANIM;NOM;MASC;PL
satelliten	супутник	satellit	супутник	V;FIN	N;INAN;NOM;MASC;SG
umgehen	ухилення	umgehen	ухилення	V;NFIN	N;INAN;NOM;NEUT;SG
symbole	символів	symbol	символ		N;INAN;GEN;MASC;PL
symbole	символи	symbol	символ		N;INAN;NOM;MASC;PL
symbole	піктограми	symbol	піктограма		N;INAN;NOM;FEM;PL
symbole	ікони	symbol	ікона		N;INAN;NOM;FEM;PL
symbole	піктограм	symbol	піктограма		N;INAN;GEN;FEM;PL
theo	тео	theo	тео	PROPN;NOM;MASC;SG	
medaillen	медаль	medaill	медаль	V;NFIN	N;INAN;ACC;FEM;SG
medaillen	медалі	medaill	медалі	V;NFIN	N;INAN;NOM;FEM;PL
abbruch	перервати	abbruch	перервати	N;SG	V;PFV;NFIN
spannungen	напругу	spannungen	напруга	V;NFIN	N;INAN;ACC;FEM;SG
spannungen	напруга	spannungen	напруга	V;NFIN	N;INAN;NOM;FEM;SG
spannungen	заворушення	spannungen	заворушення	V;NFIN	N;INAN;NOM;NEUT;PL
resultat	результат	resultat	результат	ADJ	N;INAN;NOM;MASC;SG
bricht	перерв	brechen	перерва	V;IND;SG;3;PRS;FIN	N;INAN;GEN;FEM;PL
sony	sony	sony	sony	PROPN;NOM;SG	
verarbeitung	обробки	verarbeitung	обробка	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
verarbeitung	обробку	verarbeitung	обробка	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
empfohlen	рекомендації	empfehlen	рекомендація	V;V.PTCP	N;INAN;NOM;FEM;PL
empfohlen	запропоновані	empfehlen	запропонований	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
empfohlen	рекомендовані	empfehlen	рекомендований	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
empfohlen	рекомендовані	empfehlen	рекомендований	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
empfohlen	рекомендований	empfehlen	рекомендований	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
vernichtet	знищені	vernichten	знищений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
vernichtet	знищені	vernichten	знищений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
frühling	весна	frühling	весна	ADJ	N;INAN;NOM;FEM;SG
frühling	весні	frühling	весні	ADJ	ADV
raf	раф	rafen	раф	PROPN;NOM;SG	
akzeptieren	згодна	akzeptieren	згодна	V;NFIN	ADJ;NOM;FEM;SG
akzeptieren	прийняттям	akzeptieren	прийняття	V;NFIN	N;INAN;INS;NEUT;SG
gräber	могили	grab	могила		N;INAN;NOM;FEM;PL
collins	коллінз	collins	коллінз	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
collins	коллін	collins	коллін	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
einander	взаємопов	einander	взаємопов		
übersehen	оглядова	übersehen	оглядовий	V;V.PTCP	N;INAN;NOM;FEM;SG
wäldern	лісі	wäldern	ліс		N;INAN;DAT;MASC;SG
wäldern	ліси	wäldern	ліс		N;INAN;NOM;MASC;PL
wäldern	лісах	wäldern	ліс		N;INAN;ESS;MASC;PL
wäldern	лісами	wäldern	ліс		N;INAN;INS;MASC;PL
analysis	числення	analysis	числення	PROPN;NOM;SG	N;INAN;NOM;NEUT;SG
terry	террі	terry	терр	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sockel	шапка	sockel	шапка		N;INAN;NOM;FEM;SG
sockel	кап	sockel	кап		
sockel	сокет	sockel	сокет		N;INAN;NOM;MASC;SG
sockel	гнізда	sockel	гніздо		N;INAN;NOM;NEUT;PL
sockel	socket	sockel	socket		
sockel	lga	sockel	lga		
sockel	socket	sockel	socket		
sockel	гнізд	sockel	гнізд		N;INAN;GEN;FEM;PL
sockel	гнізда	sockel	гніздо		N;INAN;NOM;NEUT;PL
erlaubte	дозволили	erlauben	дозволити	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
erlaubte	дозволено	erlauben	дозволити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
erlaubte	дозволено	erlauben	дозволити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
erlaubte	дозволені	erlauben	дозволений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
vergeblich	марно	vergeblich	марно	ADJ	ADV
mögen	потреб	mögen	потреб	V;FIN	N;INAN;GEN;FEM;PL
mögen	зразок	mögen	зразок	V;FIN	N;INAN;NOM;MASC;SG
mögen	like	mögen	like	V;FIN	
mögen	уподобання	mögen	уподобання	V;FIN	N;INAN;NOM;NEUT;PL
mögen	уподобань	mögen	уподобання	V;FIN	N;INAN;GEN;FEM;PL
mögen	вподобань	mögen	вподобання	V;FIN	N;INAN;GEN;FEM;PL
mögen	вподобання	mögen	вподобання	V;FIN	N;INAN;NOM;NEUT;SG
schulze	шульце	schulz	шульце		PROPN;ANIM;NOM;MASC;SG
traditionen	традиції	tradition	традиція	V;NFIN	N;INAN;NOM;FEM;PL
traditionen	традиція	tradition	традиція	V;NFIN	N;INAN;NOM;FEM;SG
traditionen	традиції	tradition	традиція	V;NFIN	N;INAN;NOM;FEM;PL
six	шість	six	шість		NUM;NOM
six	шестеро	six	шестеро		NUM;NOM
hunde	псів	hund	пес		N;ANIM;ACC;MASC;PL
hunde	собак	hund	собака		N;ANIM;ACC;MASC;PL
hunde	собаки	hund	собака		N;ANIM;NOM;MASC;PL
hunde	пси	hund	пес		N;ANIM;NOM;MASC;PL
hunde	собака	hund	собака		N;ANIM;NOM;MASC;SG
hunde	собачка	hund	собачка		N;ANIM;NOM;FEM;SG
hunde	пес	hund	пес		N;ANIM;NOM;MASC;SG
krebs	кребс	krebs	кребс		
krebs	рак	krebs	рак		N;INAN;NOM;MASC;SG
verfolgen	стеження	verfolgen	стеження	V;NFIN	N;INAN;NOM;NEUT;SG
virus	вірус	virus	вірус		N;INAN;NOM;MASC;SG
girls	дівчатка	girls	дівчатко	PROPN	N;ANIM;NOM;FEM;PL
girls	дівчата	girls	дівчина	PROPN	N;ANIM;NOM;FEM;PL
unit	юніт	unit	юніт		N;INAN;NOM;MASC;SG
unit	одиниці	unit	одиниця		N;INAN;NOM;FEM;PL
unit	одиниця	unit	одиниця		N;INAN;NOM;FEM;SG
fett	жирний	fett	жирний		ADJ;NOM;MASC;SG
fett	жирним	fett	жирний		ADJ;INS;NEUT;SG
fett	жирний	fett	жирний		ADJ;NOM;MASC;SG
fett	жиру	fett	жир		N;INAN;GEN;MASC;SG
fett	жирна	fett	жирний		ADJ;NOM;FEM;SG
fett	жири	fett	жир		N;INAN;NOM;MASC;PL
direkter	direct	direkt	direct	ADJ	
anzeigen	відображення	anzeigen	відображення	V;NFIN	N;INAN;NOM;NEUT;SG
anzeigen	дисплей	anzeigen	диспля	V;NFIN	N;INAN;NOM;MASC;SG
anzeigen	показ	anzeigen	показ	V;NFIN	N;INAN;NOM;MASC;SG
anzeigen	перегляд	anzeigen	перегляд	V;NFIN	N;INAN;NOM;MASC;SG
anzeigen	вигляд	anzeigen	вигляд	V;NFIN	N;INAN;NOM;MASC;SG
anzeigen	view	anzeigen	view	V;NFIN	
anzeigen	вид	anzeigen	вид	V;NFIN	N;INAN;NOM;MASC;SG
anzeigen	оголошення	anzeigen	оголошення	V;NFIN	N;INAN;NOM;NEUT;SG
anzeigen	реклами	anzeigen	реклама	V;NFIN	N;INAN;NOM;FEM;PL
anzeigen	рекламу	anzeigen	реклама	V;NFIN	N;INAN;ACC;FEM;SG
anzeigen	ad	anzeigen	ad	V;NFIN	
anzeigen	реклама	anzeigen	реклама	V;NFIN	N;INAN;NOM;FEM;SG
anzeigen	шоу	anzeigen	шоу	V;NFIN	N;INAN;NOM;NEUT;SG
anzeigen	show	anzeigen	show	V;NFIN	
alain	ален	alain	ален	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
blättern	лист	blättern	лист	V;NFIN	N;INAN;NOM;MASC;SG
blättern	листок	blättern	листок	V;NFIN	N;INAN;NOM;MASC;SG
blättern	leaf	blättern	leaf	V;NFIN	
blättern	листочки	blättern	листочка	V;NFIN	N;INAN;NOM;MASC;PL
blättern	листя	blättern	листя	V;NFIN	N;INAN;NOM;NEUT;SG
blättern	прокручування	blättern	прокручування	V;NFIN	N;INAN;NOM;NEUT;SG
blättern	прокручування	blättern	прокручування	V;NFIN	N;INAN;NOM;NEUT;SG
wiederholen	повторення	wiederholen	повторення	V;NFIN	N;INAN;NOM;NEUT;SG
wiederholen	повтор	wiederholen	повтор	V;NFIN	N;INAN;NOM;MASC;SG
reformierte	квітку	reformiert	квітка	ADJ;NOM;SG	N;INAN;ACC;FEM;SG
astronomie	астрономія	astronomie	астрономія		N;INAN;NOM;FEM;SG
stadtzentrum	центр	stadtzentrum	центр	V;V.PTCP	N;INAN;NOM;MASC;SG
decke	склепіннях	decken	склепіння		N;INAN;ESS;NEUT;PL
decke	ковдра	decken	ковдр		N;INAN;NOM;FEM;SG
decke	покривало	decken	покривати		V;IPFV;NEUT;IND;SG;PST;FIN
decke	ковдри	decken	ковдри		N;INAN;NOM;FEM;PL
decke	стелі	decken	стеля		N;INAN;NOM;FEM;PL
decke	стеля	decken	стеля		N;INAN;NOM;FEM;SG
decke	дах	decken	дах		N;INAN;NOM;MASC;SG
wohnt	життів	wohnen	життя	V;IND;SG;3;PRS;FIN	N;INAN;GEN;NEUT;PL
schritte	слідами	schritt	слід		N;INAN;INS;MASC;PL
schritte	кроків	schritt	крок		N;INAN;GEN;MASC;PL
schritte	кроки	schritt	крок		N;INAN;NOM;MASC;PL
wachsenden	росте	wachsend	рости	V;PL;FIN	V;IPFV;IND;SG;3;PRS;FIN
wachsenden	нарощування	wachsend	нарощування	V;PL;FIN	N;INAN;NOM;NEUT;SG
geschafft	худоби	schaffen	худоба	V;V.PTCP	N;INAN;NOM;FEM;PL
geschafft	переможно	schaffen	переможно	V;V.PTCP	ADV
geschafft	made	schaffen	made	V;V.PTCP	
geschafft	готово	schaffen	готово	V;V.PTCP	ADV
geschafft	done	schaffen	done	V;V.PTCP	
geschafft	успішне	schaffen	успішний	V;V.PTCP	ADJ;NOM;NEUT;SG
michail	михайло	michail	михайло	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
globe	глобус	glob	глобус	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
ulrike	сара	ulrike	сара	PROPN;NOM;FEM;SG	PROPN;ANIM;NOM;FEM;SG
ulrike	ульріка	ulrike	ульріка	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
ulrike	юлія	ulrike	юлія	PROPN;NOM;FEM;SG	PROPN;ANIM;NOM;FEM;SG
ulrike	джулія	ulrike	джулія	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
nicholas	миколай	nicholas	миколай	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
nicholas	ніколас	nicholas	ніколас	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
nicholas	миколая	nicholas	микола	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
jubiläum	ювілейна	jubiläum	ювілейний	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
jubiläum	ювілеї	jubiläum	ювіля	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
schnabel	дзьоб	schnabel	дзьоб	ADJ	N;INAN;NOM;MASC;SG
française	франсез	française	франсез	PROPN;NOM;SG	
schriftlich	писав	schriftlich	писати	ADJ	V;IPFV;MASC;IND;SG;PST;FIN
schriftlich	записано	schriftlich	записати	ADJ	V;PFV;IND;0;FIN
schriftlich	написано	schriftlich	написати	ADJ	V;PFV;IND;0;FIN
schriftlich	написання	schriftlich	написання	ADJ	N;INAN;NOM;NEUT;SG
schriftlich	запис	schriftlich	запис	ADJ	N;INAN;NOM;MASC;SG
schriftlich	писати	schriftlich	писати	ADJ	V;IPFV;NFIN
schriftlich	запису	schriftlich	запис	ADJ	N;INAN;GEN;MASC;SG
palästina	автономії	palästina	автономія	PROPN;NOM;SG	N;INAN;DAT;FEM;PL
palästina	палестинська	palästina	палестинський	PROPN;NOM;SG	ADJ;NOM;FEM;SG
klärung	прояснити	klärung	прояснити	ADJ	V;PFV;NFIN
klärung	вияснити	klärung	вияснити	ADJ	V;PFV;NFIN
wilfried	вілфред	wilfrieden	вілфред	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
wilfried	вільфрід	wilfrieden	вільфрід	PROPN;NOM;MASC;SG	
verfolgte	привиди	verfolgen	привид	V;IND;SG;3;PST;FIN	N;ANIM;NOM;MASC;PL
verfolgte	переслідували	verfolgen	переслідувати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN
angewandt	застосування	anwenden	застосування	V;V.PTCP	N;INAN;NOM;NEUT;SG
still	тихіше	still	тихіше	ADJ	ADV;CMPR
still	still	still	still	ADJ	
still	ще	still	ще	ADJ	ADV
still	надалі	still	надалі	ADJ	ADV
still	досі	still	досі	ADJ	ADV
vorgaben	конфігурації	vorgeben	конфігурація	V;NFIN	N;INAN;NOM;FEM;PL
vorgaben	набори	vorgeben	набір	V;NFIN	N;INAN;NOM;MASC;PL
vorgaben	типові	vorgeben	тип	V;NFIN	ADJ;NOM;PL
beobachter	спостерігачі	beobachter	спостерігач	ADJ	N;ANIM;NOM;MASC;PL
beobachter	спостерігачів	beobachter	спостерігач	ADJ	N;ANIM;ACC;MASC;PL
beobachter	стежить	beobachter	стежати	ADJ	V;IPFV;IND;SG;3;PRS;FIN
beobachter	монітори	beobachter	монітор	ADJ	N;ANIM;NOM;MASC;PL
beobachter	спостерігач	beobachter	спостерігач	ADJ	N;ANIM;NOM;MASC;SG
beobachter	спостерігача	beobachter	спостерігач	ADJ	N;ANIM;ACC;MASC;SG
bilanz	баланс	bilanz	баланс		N;INAN;NOM;MASC;SG
produkten	продукція	produkt	продукція	V;IND;PL;3;FIN	N;INAN;NOM;FEM;SG
produkten	виріб	produkt	виріб	V;IND;PL;3;FIN	N;INAN;NOM;MASC;SG
produkten	вироби	produkt	виріб	V;IND;PL;3;FIN	N;INAN;NOM;MASC;PL
produkten	продукти	produkt	продукт	V;IND;PL;3;FIN	N;INAN;NOM;MASC;PL
fürth	фюрт	fürth	фюрт	PROPN;SG	PROPN;INAN;NOM;MASC;SG
indirekt	непрямі	indirekt	непрямий	ADJ	N;INAN;NOM;MASC;PL
mtv	mtv	mtv	mtv	PROPN;NOM	
alias	псевдонім	alias	псевдонім	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
alias	aka	alias	aka	PROPN;NOM;SG	
bestätigung	підтвердити	Bestätigung	підтвердити	N;NOM;FEM;SG	V;PFV;NFIN
bestätigung	підтвердити	Bestätigung	підтвердити	N;NOM;FEM;SG	V;PFV;NFIN
mühlen	млин	mühlen	млина	V;NFIN	
mühlen	вітряки	mühlen	вітряка	V;NFIN	N;INAN;NOM;MASC;PL
mühlen	міллс	mühlen	міллс	V;NFIN	PROPN;ANIM;NOM;FEM;SG
libretto	лібрето	libretto	лібрето	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
wiederherstellen	відновлення	wiederherstellen	відновлення	V;NFIN	N;INAN;NOM;NEUT;SG
wiederherstellen	відновлення	wiederherstellen	відновлення	V;NFIN	N;INAN;NOM;NEUT;SG
wiederherstellen	відновлення	wiederherstellen	відновлення	V;NFIN	N;INAN;NOM;NEUT;SG
massaker	злочини	massaker	злочин	ADJ	N;INAN;NOM;MASC;PL
massaker	різня	massaker	різній	ADJ	N;INAN;NOM;FEM;SG
suffix	суфікс	suffix	суфікс	ADJ	N;INAN;NOM;MASC;SG
rudolph	рудольф	rudolph	рудольф	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
umgangssprachlich	сленг	umgangssprachlich	сленг	ADJ	N;INAN;NOM;MASC;SG
rennfahrer	racer	rennfahrer	racer	ADJ	
matrix	масиву	matrix	масива	PROPN	ADJ;GEN;FEM;SG
matrix	масив	matrix	масити	PROPN	N;INAN;NOM;MASC;SG
matrix	масиві	matrix	масива	PROPN	N;INAN;DAT;FEM;SG
matrix	матриця	matrix	матриця	PROPN	N;INAN;NOM;FEM;SG
matrix	матриці	matrix	матрика	PROPN	N;INAN;NOM;FEM;PL
ähnlichkeit	подібності	ähnlichkeit	подібність	ADJ	N;INAN;DAT;FEM;SG
ähnlichkeit	схожість	ähnlichkeit	схожість	ADJ	N;INAN;NOM;FEM;SG
ähnlichkeit	подібність	ähnlichkeit	подібність	ADJ	N;INAN;NOM;FEM;SG
verteidigte	захищали	verteidigen	захищати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN
empfehlung	рекомендовано	empfehlung	рекомендовано	N;NOM;FEM;SG	V;PFV;IND;0;FIN
empfehlung	рекомендовані	empfehlung	рекомендований	N;NOM;FEM;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
empfehlung	рекомендується	empfehlung	рекомендуватися	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
empfehlung	рекомендований	empfehlung	рекомендований	N;NOM;FEM;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
empfehlung	рекомендацію	empfehlung	рекомендація	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
bedrohung	загрози	bedrohung	загроза	N;FEM;SG	N;INAN;NOM;FEM;PL
bedrohung	загрози	bedrohung	загроза	N;FEM;SG	N;INAN;NOM;FEM;PL
bedrohung	погроз	bedrohung	погроз	N;FEM;SG	N;INAN;GEN;FEM;PL
bedrohung	погрози	bedrohung	погрози	N;FEM;SG	N;INAN;NOM;FEM;PL
landkreise	райони	landkreise	район	PROPN	N;INAN;NOM;MASC;PL
landung	посадку	landung	посадок	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
statistischen	статистичних	statistisch	статистичний	ADJ;NOM	ADJ;ACC;PL
dallas	даллас	dallas	даллас	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;FEM;SG
offensive	наступ	offensiv	наступ	ADJ;NOM;FEM;PL	N;INAN;NOM;MASC;SG
offensive	операція	offensiv	операція	ADJ;NOM;FEM;PL	N;INAN;NOM;FEM;SG
fein	файно	fein	файно	ADJ	
fein	добре	fein	добре	ADJ	ADV
pole	поле	polen	поле		N;INAN;NOM;NEUT;SG
pole	полюс	polen	полюс		N;INAN;NOM;MASC;SG
pole	поляків	polen	поляк		N;ANIM;ACC;MASC;PL
pole	поляки	polen	поляк		N;ANIM;NOM;MASC;PL
herman	герман	herman	герман	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
besiegt	поразки	besiegen	поразка	V;V.PTCP	N;INAN;NOM;FEM;PL
krause	краузе	kraus	краузе	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
bindung	бонд	bindung	бонд	N;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG
entwürfe	designs	entwürfen	designs	N;NOM;MASC;PL	
entwürfe	креслень	entwürfen	кресленя	N;NOM;MASC;PL	N;INAN;GEN;NEUT;PL
