تلاقی	reunion	تلاقی	reunion	ADJ	N
جوڑنا	add	جوڑ	add	V;MASC;SG;NFIN;ACT	
جوڑنا	tổng	جوڑ	tổng	V;MASC;SG;NFIN;ACT	N
جوڑنا	mate	جوڑ	mate	V;MASC;SG;NFIN;ACT	
جوڑنا	invent	جوڑ	invent	V;MASC;SG;NFIN;ACT	
جوڑنا	patch	جوڑ	patch	V;MASC;SG;NFIN;ACT	
جوڑُو	miser	جوڑُو	miser	PROPN;NOM;MASC;SG;3	
جوڑواں	twin	جوڑواں	twin	PROPN;NOM;MASC;SG;3	
جوڑواں	song	جوڑواں	song	PROPN;NOM;MASC;SG;3	CONJ
جوڑی	mate	جوڑی	mate	PROPN;NOM;MASC;SG;3	
جوڑی	thủ	جوڑی	thủ	PROPN;NOM;MASC;SG;3	N
جوڑی	khớp	جوڑی	khớp	PROPN;NOM;MASC;SG;3	N
جوڑی	cặp	جوڑی	cặp	PROPN;NOM;MASC;SG;3	N
جوڑی	couple	جوڑی	couple	PROPN;NOM;MASC;SG;3	
جوڑی	đôi	جوڑی	đôi	PROPN;NOM;MASC;SG;3	NUM
جوڑی	cặp	جوڑی	cặp	PROPN;NOM;MASC;SG;3	N
جوڑی	ghép	جوڑی	ghép	PROPN;NOM;MASC;SG;3	V
جوڑی	đôi	جوڑی	đôi	PROPN;NOM;MASC;SG;3	NUM
جوڑیا	khớp	جوڑیا	khớp	PROPN;NOM;MASC;SG;3	N
جوڑیا	twin	جوڑیا	twin	PROPN;NOM;MASC;SG;3	
جوڑیا	song	جوڑیا	song	PROPN;NOM;MASC;SG;3	CONJ
جَوز	nutmeg	جَوز	nutmeg	PROPN;NOM;MASC;SG;3	
جَوسق	mansion	جَوسق	mansion	PROPN;NOM;MASC;SG;3	
جوش	sôi	جوش	sôi	N;NOM;MASC;SG;3	V
جوش	frenzy	جوش	frenzy	N;NOM;MASC;SG;3	
جوش	sôi	جوش	sôi	N;NOM;MASC;SG;3	V
جوش	frenzy	جوش	frenzy	N;NOM;MASC;SG;3	
جوشان	sôi	جوشان	sôi	PROPN;NOM;MASC;SG;3	V
جوشِش	nhiệt	جوشِش	nhiệt	PROPN;NOM;MASC;SG;3	N
جَوشن	bùa	جَوشن	bùa	PROPN;NOM;MASC;SG;3	N
جَوشن	armour	جَوشن	armour	PROPN;NOM;MASC;SG;3	N
جَوشن	giáp	جَوشن	giáp	PROPN;NOM;MASC;SG;3	V
جوشیلا	hâm	جوشیلا	hâm	PROPN;NOM;MASC;SG;3	V
جُوع	ham	جُوع	ham		N
جُوع	đói	جُوع	đói		V
جَوف	rỗng	جَوف	rỗng		V
جَوف	cave	جَوف	cave		N
جَوف	bụng	جَوف	bụng		ADJ
جَوق	nhóm	جَوق	nhóm		N
جُوکا	rận	جُوکا	rận	PROPN;NOM;MASC;SG;3	N
جوکھ	cân	جوکھ	cân		V
جوکھم	tien	جوکھم	tien	N;NOM;MASC;SG;3	
جوکھم	nguy	جوکھم	nguy	N;NOM;MASC;SG;3	V
جوکھم	peril	جوکھم	peril	N;NOM;MASC;SG;3	
جوکھوں	nguy	جوکھ	nguy	N;ACC;MASC;PL;3	V
جوکھوں	peril	جوکھ	peril	N;ACC;MASC;PL;3	
جوگ	qua	جوگ	qua	PROPN;NOM;MASC;SG;3	V
جوگ	khỏi	جوگ	khỏi	PROPN;NOM;MASC;SG;3	V
جوگ	từ	جوگ	từ	PROPN;NOM;MASC;SG;3	ADP
جوگ	union	جوگ	union	PROPN;NOM;MASC;SG;3	N
جوگ	hợp	جوگ	hợp	PROPN;NOM;MASC;SG;3	ADJ
جوگ	dịp	جوگ	dịp	PROPN;NOM;MASC;SG;3	N
جوگ	quả	جوگ	quả	PROPN;NOM;MASC;SG;3	N
جوگ	hã	جوگ	hã	PROPN;NOM;MASC;SG;3	
جوگ	chữa	جوگ	chữa	PROPN;NOM;MASC;SG;3	V
جوگ	cure	جوگ	cure	PROPN;NOM;MASC;SG;3	
جوگا	opportune	جوگا	opportune	PROPN;NOM;MASC;SG;3	
جوگا	hợp	جوگا	hợp	PROPN;NOM;MASC;SG;3	ADJ
جوگتا	capability	جوگ	capability	PROPN;NOM;MASC;SG;3	ADJ
جوگنی	thuỷ	جوگنی	thuỷ	PROPN;NOM;MASC;SG;3	N
جوگنی	thủy	جوگنی	thủy	PROPN;NOM;MASC;SG;3	V
جوگی	yogi	جوگی	yogi	PROPN;NOM;MASC;SG;3	N
جوگی	phaethornis	جوگی	phaethornis	PROPN;NOM;MASC;SG;3	ADJ
جوگیا	ochre	جوگیا	ochre	PROPN;NOM;MASC;SG;3	
جوَل	châm	جوَل	châm		N
جوَل	đèn	جوَل	đèn		N
جوَل	nhạt	جوَل	nhạt		ADJ
جوَل	blaze	جوَل	blaze		N
جوَل	lửa	جوَل	lửa		N
جَولان	bay	جَولان	bay	PROPN;NOM;MASC;SG;3	
جَولان	xích	جَولان	xích	PROPN;NOM;MASC;SG;3	N
جَولان	irons	جَولان	irons	PROPN;NOM;MASC;SG;3	
جَولان	ecstasy	جَولان	ecstasy	PROPN;NOM;MASC;SG;3	
جَولان	chạy	جَولان	chạy	PROPN;NOM;MASC;SG;3	V
جَولان	rapture	جَولان	rapture	PROPN;NOM;MASC;SG;3	
جُولاہا	ploceus	جُولاہا	ploceus		N
جُولاہا	weaver	جُولاہا	weaver		N
جولیدہ	căm	جولیدہ	căm	PROPN;NOM;MASC;SG;3	V
جولیدہ	loãng	جولیدہ	loãng	PROPN;NOM;MASC;SG;3	ADJ
جوَن	muslim	جوَن	muslim		N
جَون	gì	جَون	gì		PROPN
جَون	mà	جَون	mà		CONJ
جَون	ai	جَون	ai		PROPN
جَون	who	جَون	who		NUM
جُون	tiêm	جُون	tiêm		V
جُون	trạng	جُون	trạng		N
جُون	nhê	جُون	nhê		ADJ
جُوں	như	جو	như	N;NOM;MASC;PL;3	CONJ
جُوں	thích	جو	thích	N;NOM;MASC;PL;3	V
جُوں	like	جو	like	N;NOM;MASC;PL;3	V
جُونا	gầy	جُونا	gầy	PROPN;NOM;MASC;SG;3	ADJ
جُونا	nghiêng	جُونا	nghiêng	PROPN;NOM;MASC;SG;3	ADJ
جُونا	mỏng	جُونا	mỏng	PROPN;NOM;MASC;SG;3	ADJ
جُونا	gầy	جُونا	gầy	PROPN;NOM;MASC;SG;3	ADJ
جُونا	thin	جُونا	thin	PROPN;NOM;MASC;SG;3	
جُونا	cũ	جُونا	cũ	PROPN;NOM;MASC;SG;3	ADJ
جُونا	tuổi	جُونا	tuổi	PROPN;NOM;MASC;SG;3	N
جُونا	già	جُونا	già	PROPN;NOM;MASC;SG;3	ADJ
جَونرا	đau	جَونرا	đau	PROPN;NOM;MASC;SG;3	ADJ
جونک	lệch	جونک	lệch	PROPN;NOM;MASC;SG;3	ADJ
جونک	đỉa	جونک	đỉa	PROPN;NOM;MASC;SG;3	N
جُونی	cũ	جُونی	cũ	PROPN;NOM;MASC;SG;3	ADJ
جُونی	tuổi	جُونی	tuổi	PROPN;NOM;MASC;SG;3	N
جُونی	già	جُونی	già	PROPN;NOM;MASC;SG;3	ADJ
جَوہر	nguyên	جَوہر	nguyên	PROPN;NOM;MASC;SG;3	N
جَوہر	atom	جَوہر	atom	PROPN;NOM;MASC;SG;3	
جَوہر	constituent	جَوہر	constituent	PROPN;NOM;MASC;SG;3	
جَوہر	essence	جَوہر	essence	PROPN;NOM;MASC;SG;3	N
جَوہر	ngọc	جَوہر	ngọc	PROPN;NOM;MASC;SG;3	N
جَوہر	jewel	جَوہر	jewel	PROPN;NOM;MASC;SG;3	N
جَوہر	chất	جَوہر	chất	PROPN;NOM;MASC;SG;3	N
جَوہر	gem	جَوہر	gem	PROPN;NOM;MASC;SG;3	N
جوہردار	đan	جوہردار	đan	PROPN;NOM;MASC;SG;3	
جُوئبار	hẻm	جُوئبار	hẻm	PROPN;NOM;MASC;SG;3	N
جوئِندہ	enquirer	جوئِندہ	enquirer	PROPN;NOM;MASC;SG;3	
جویا	inquirer	جویا	inquirer	PROPN;NOM;MASC;SG;3	V
جویا	inquirer	جویا	inquirer	PROPN;NOM;MASC;SG;3	V
جویائی	tìm	جویائی	tìm	PROPN;NOM;MASC;SG;3	V
جویائی	inquiry	جویائی	inquiry	PROPN;NOM;MASC;SG;3	
جہ	gamma	جہ	gamma	V;ACT	N
جِہات	chiều	جِہات	chiều	PROPN;NOM;MASC;SG;3	N
جِہات	mặt	جِہات	mặt	PROPN;NOM;MASC;SG;3	N
جہاز	ship	جہاز	ship	N;NOM;MASC;SG;3	V
جہازی	lớn	جہازی	lớn	PROPN;NOM;MASC;SG;3	ADJ
جہازی	huge	جہازی	huge	PROPN;NOM;MASC;SG;3	ADJ
جہاں	đâu	جہاں	đâu	PRO;NOM	PROPN
جِہت	hướng	جِہت	hướng	PROPN;NOM;MASC;SG;3	N
جِہت	mẫu	جِہت	mẫu	PROPN;NOM;MASC;SG;3	N
جِہت	bên	جِہت	bên	PROPN;NOM;MASC;SG;3	N
جِہت	phe	جِہت	phe	PROPN;NOM;MASC;SG;3	N
جِہت	trang	جِہت	trang	PROPN;NOM;MASC;SG;3	N
جِہت	chi	جِہت	chi	PROPN;NOM;MASC;SG;3	N
جِہت	face	جِہت	face	PROPN;NOM;MASC;SG;3	N
جِہت	mặt	جِہت	mặt	PROPN;NOM;MASC;SG;3	N
جِہت	chiều	جِہت	chiều	PROPN;NOM;MASC;SG;3	N
جِہت	chi	جِہت	chi	PROPN;NOM;MASC;SG;3	N
جہندہ	nhảy	جہندہ	nhảy	PROPN;NOM;MASC;SG;3	V
جہنّم	hellfire	جہنّم	hellfire	PROPN;NOM;MASC;SG;3	
جہنّمی	damned	جہنّمی	damned	PROPN;NOM;MASC;SG;3	
جہنّمی	infernal	جہنّمی	infernal	PROPN;NOM;MASC;SG;3	
جہنّمی	doomed	جہنّمی	doomed	PROPN;NOM;MASC;SG;3	
جی	dũng	جی	dũng	V;SG;V.PTCP;ACT	N
جی	self	جی	self	V;SG;V.PTCP;ACT	
جی	tự	جی	tự	V;SG;V.PTCP;ACT	PROPN
جی	lượng	جی	lượng	V;SG;V.PTCP;ACT	N
جی	đời	جی	đời	V;SG;V.PTCP;ACT	N
جی	hồn	جی	hồn	V;SG;V.PTCP;ACT	N
جی	soul	جی	soul	V;SG;V.PTCP;ACT	N
جی	disposition	جی	disposition	V;SG;V.PTCP;ACT	
جَے	triumph	جو	triumph		N
جِیا	hồn	جِیا	hồn	PROPN;NOM;MASC;SG;3	N
جِیا	soul	جِیا	soul	PROPN;NOM;MASC;SG;3	N
جِیا	đời	جِیا	đời	PROPN;NOM;MASC;SG;3	N
جِیا	tim	جِیا	tim	PROPN;NOM;MASC;SG;3	
جِیا	heart	جِیا	heart	PROPN;NOM;MASC;SG;3	
جِیالا	fearless	جِیالا	fearless	PROPN;NOM;MASC;SG;3	N
جِیالا	dauntless	جِیالا	dauntless	PROPN;NOM;MASC;SG;3	
جِیالا	courageous	جِیالا	courageous	PROPN;NOM;MASC;SG;3	V
جِیب	lưỡi	جِیب	lưỡi	PROPN;NOM;MASC;SG;3	N
جِیت	thang	جِیت	thang	PROPN;NOM;MASC;SG;3	N
جِیت	win	جِیت	win	PROPN;NOM;MASC;SG;3	N
جِیت	thắng	جِیت	thắng	PROPN;NOM;MASC;SG;3	N
جِیت	conquest	جِیت	conquest	PROPN;NOM;MASC;SG;3	
جِیتا	sống	جِیتا	sống	PROPN;NOM;MASC;SG;3	V
جِیتا	living	جِیتا	living	PROPN;NOM;MASC;SG;3	
جِیتا	won	جِیتا	won	PROPN;NOM;MASC;SG;3	
جِیتا	thắng	جِیتا	thắng	PROPN;NOM;MASC;SG;3	N
جِیتا	sống	جِیتا	sống	PROPN;NOM;MASC;SG;3	V
جِیتا	live	جِیتا	live	PROPN;NOM;MASC;SG;3	
جِیتا	alive	جِیتا	alive	PROPN;NOM;MASC;SG;3	
جِیتب	đời	جِیتب	đời	PROPN;NOM;MASC;SG;3	N
جیٹھا	trước	جیٹھ	trước	PROPN;NOM;MASC;SG;3	
جیٹھا	đầu	جیٹھ	đầu	PROPN;NOM;MASC;SG;3	N
جیٹھی	lòi	جیٹھی	lòi	PROPN;NOM;MASC;SG;3	ADJ
جیٹھی	stick	جیٹھی	stick	PROPN;NOM;MASC;SG;3	N
جیجی	vú	جیجی	vú	PROPN;NOM;MASC;SG;3	N
جیّد	tốt	جیّد	tốt	PROPN;NOM;MASC;SG;3	ADJ
جیّد	hay	جیّد	hay	PROPN;NOM;MASC;SG;3	CONJ
جیّد	ngon	جیّد	ngon	PROPN;NOM;MASC;SG;3	ADJ
جیّد	sạch	جیّد	sạch	PROPN;NOM;MASC;SG;3	V
جیّد	đan	جیّد	đan	PROPN;NOM;MASC;SG;3	
جیّد	tuyệt	جیّد	tuyệt	PROPN;NOM;MASC;SG;3	ADJ
جیّد	acclaimed	جیّد	acclaimed	PROPN;NOM;MASC;SG;3	N
جَیسا	như	جَیسا	như	PROPN;NOM;MASC;SG;3	CONJ
جَیسا	thích	جَیسا	thích	PROPN;NOM;MASC;SG;3	V
جَیسا	like	جَیسا	like	PROPN;NOM;MASC;SG;3	V
جَیسے	như	جویسہ	như		CONJ
جَیسے	thích	جویسہ	thích		V
جَیسے	like	جویسہ	like		V
جَیش	quân	جَیش	quân	PROPN;NOM;MASC;SG;3	N
جَیش	army	جَیش	army	PROPN;NOM;MASC;SG;3	N
جِیغہ	tiara	جِیغہ	tiara	PROPN;NOM;MASC;SG;3	N
جِیفہ	base	جِیفہ	base	PROPN;NOM;MASC;SG;3	
جیل	giam	جیل	giam	N;NOM;FEM;SG;3	V
جیل	giam	جیل	giam	N;NOM;FEM;SG;3	V
جِیمنا	ăn	جِیمنا	ăn	PROPN;NOM;MASC;SG;3	V
جِینا	sống	جِینا	sống	PROPN;NOM;MASC;SG;3	V
جِینا	live	جِینا	live	PROPN;NOM;MASC;SG;3	
جِینا	đời	جِینا	đời	PROPN;NOM;MASC;SG;3	N
جِیو	đời	جِیو	đời	PROPN;NOM;MASC;SG;3	N
جِیو	hồn	جِیو	hồn	PROPN;NOM;MASC;SG;3	N
جِیو	soul	جِیو	soul	PROPN;NOM;MASC;SG;3	N
جِیو	tim	جِیو	tim	PROPN;NOM;MASC;SG;3	
جِیو	heart	جِیو	heart	PROPN;NOM;MASC;SG;3	
جِیو	vật	جِیو	vật	PROPN;NOM;MASC;SG;3	N
جیو	sống	جی	sống	PROPN;NOM;MASC;SG;3	V
جیو	live	جی	live	PROPN;NOM;MASC;SG;3	
جِیوَت	sống	جِیوَت	sống	PROPN;NOM;MASC;SG;3	V
جِیوَت	living	جِیوَت	living	PROPN;NOM;MASC;SG;3	
جِیوَت	đời	جِیوَت	đời	PROPN;NOM;MASC;SG;3	N
جِیوَت	sống	جِیوَت	sống	PROPN;NOM;MASC;SG;3	V
جِیوَت	live	جِیوَت	live	PROPN;NOM;MASC;SG;3	
جِیوَت	alive	جِیوَت	alive	PROPN;NOM;MASC;SG;3	
جیوتی	lửa	جیوتی	lửa	PROPN;NOM;MASC;SG;3	N
جیوتی	splendour	جیوتی	splendour	PROPN;NOM;MASC;SG;3	V
جیوتی	radiance	جیوتی	radiance	PROPN;NOM;MASC;SG;3	
جِیوَٹ	dũng	جِیوَٹ	dũng	PROPN;NOM;MASC;SG;3	N
جِیوَٹ	chống	جِیوَٹ	chống	PROPN;NOM;MASC;SG;3	V
جِیوَٹ	lively	جِیوَٹ	lively	PROPN;NOM;MASC;SG;3	
جِیوَٹ	courageous	جِیوَٹ	courageous	PROPN;NOM;MASC;SG;3	V
جِیوڑا	đời	جِیوڑا	đời	PROPN;NOM;MASC;SG;3	N
جِیوڑا	hồn	جِیوڑا	hồn	PROPN;NOM;MASC;SG;3	N
جِیوڑا	soul	جِیوڑا	soul	PROPN;NOM;MASC;SG;3	N
جِیوڑا	tim	جِیوڑا	tim	PROPN;NOM;MASC;SG;3	
جِیوڑا	heart	جِیوڑا	heart	PROPN;NOM;MASC;SG;3	
جیوڑا	dây	جیوڑا	dây	PROPN;NOM;MASC;SG;3	N
جِیون	sống	جِیون	sống	PROPN;NOM;MASC;SG;3	V
جِیون	living	جِیون	living	PROPN;NOM;MASC;SG;3	
جِیون	đời	جِیون	đời	PROPN;NOM;MASC;SG;3	N
جِیُوں	như	جِیُ	như	N;ACC;MASC;PL;3	CONJ
جِیُوں	thích	جِیُ	thích	N;ACC;MASC;PL;3	V
جِیُوں	like	جِیُ	like	N;ACC;MASC;PL;3	V
جیونا	ăn	جیونا	ăn	PROPN;NOM;MASC;SG;3	V
جیونار	feast	جیونار	feast	PROPN;NOM;MASC;SG;3	N
جیونار	tiệc	جیونار	tiệc	PROPN;NOM;MASC;SG;3	N
جیونار	yến	جیونار	yến	PROPN;NOM;MASC;SG;3	N
جیونار	entertainment	جیونار	entertainment	PROPN;NOM;MASC;SG;3	N
جِیوہ	mercury	جِیوہ	mercury	PROPN;NOM;MASC;SG;3	N
جھابر	lầy	جھابر	lầy		N
جھابر	fen	جھابر	fen		N
جھاپڑ	tát	جھاپڑ	tát		V
جھات	gỗ	جھات	gỗ	PROPN;NOM;MASC;SG;3	N
جھات	củi	جھات	củi	PROPN;NOM;MASC;SG;3	N
جھاجن	ngứa	جھاجن	ngứa		V
جھاڑ	cây	جھاڑ	cây	V;ACT	N
جھاڑ	bush	جھاڑ	bush	V;ACT	N
جھاڑ	cây	جھاڑ	cây	V;ACT	N
جھاڑ	bush	جھاڑ	bush	V;ACT	N
جھاڑ	chandelier	جھاڑ	chandelier	V;ACT	ADJ
جھاڑا	charm	جھاڑا	charm	PROPN;NOM;MASC;SG;3	N
جھاڑا	clearing	جھاڑا	clearing	PROPN;NOM;MASC;SG;3	
جھاڑُو	chổi	جھاڑُو	chổi	PROPN;NOM;MASC;SG;3	N
جھاڑی	bush	جھاڑی	bush	ADJ	N
جھاڑی	shrub	جھاڑی	shrub	ADJ	
جھاڑی	bramble	جھاڑی	bramble	ADJ	
جھاڑی	bush	جھاڑی	bush	ADJ	N
جھاڑی	shrub	جھاڑی	shrub	ADJ	
جھاڑی	bramble	جھاڑی	bramble	ADJ	
جھاگ	xốp	جھاگ	xốp	V;ACT	N
جھاگ	bọt	جھاگ	bọt	V;ACT	N
جھاگ	bã	جھاگ	bã	V;ACT	N
جھال	ham	جھال	ham		N
جھال	nhiệt	جھال	nhiệt		N
جھال	thác	جھال	thác		N
جھالر	mái	جھالر	mái	PROPN;NOM;MASC;SG;3	V
جھالر	fringe	جھالر	fringe	PROPN;NOM;MASC;SG;3	N
جھالردار	fringed	جھالردار	fringed	PROPN;NOM;MASC;SG;3	V
جھالرا	chà	جھالرا	chà	PROPN;NOM;MASC;SG;3	N
جھالرا	ừm	جھالرا	ừm	PROPN;NOM;MASC;SG;3	PART
جھالری	cymbal	جھالری	cymbal	PROPN;NOM;MASC;SG;3	N
جھالنا	polish	جھال	polish	V;MASC;SG;NFIN;ACT	NUM
جھالنا	cai	جھال	cai	V;MASC;SG;NFIN;ACT	N
جھامر	lầy	جھامر	lầy	PROPN;NOM;MASC;SG;3	N
جھانپڑ	thump	جھانپڑ	thump	PROPN;NOM;MASC;SG;3	
جھانپڑ	hộp	جھانپڑ	hộp	PROPN;NOM;MASC;SG;3	N
جھانپڑ	box	جھانپڑ	box	PROPN;NOM;MASC;SG;3	N
جھانپڑ	bốc	جھانپڑ	bốc	PROPN;NOM;MASC;SG;3	V
جھانپڑ	tát	جھانپڑ	tát	PROPN;NOM;MASC;SG;3	V
جھانپڑ	slap	جھانپڑ	slap	PROPN;NOM;MASC;SG;3	
جھانپنا	mờ	جھانپنا	mờ	V;MASC;SG;NFIN;ACT	N
جھانپنا	bìa	جھانپنا	bìa	V;MASC;SG;NFIN;ACT	
جھانپنا	cover	جھانپنا	cover	V;MASC;SG;NFIN;ACT	
جھانپنا	che	جھانپنا	che	V;MASC;SG;NFIN;ACT	N
جھانجھ	cãi	جھانجھ	cãi	PROPN;NOM;MASC;SG;3	V
جھانجھ	cymbal	جھانجھ	cymbal	PROPN;NOM;MASC;SG;3	N
جھانجھ	cãi	جھانجھ	cãi	PROPN;NOM;MASC;SG;3	V
جھانجھر	cracked	جھانجھر	cracked	PROPN;NOM;MASC;SG;3	
جھانجھر	gãy	جھانجھر	gãy	PROPN;NOM;MASC;SG;3	V
جھانجھر	vỡ	جھانجھر	vỡ	PROPN;NOM;MASC;SG;3	V
جھانجھر	hỏng	جھانجھر	hỏng	PROPN;NOM;MASC;SG;3	V
جھانجھر	hư	جھانجھر	hư	PROPN;NOM;MASC;SG;3	ADJ
جھانسا	deception	جھانسا	deception	PROPN;NOM;MASC;SG;3	V
جھانسا	trick	جھانسا	trick	PROPN;NOM;MASC;SG;3	
جھانسا	bịp	جھانسا	bịp	PROPN;NOM;MASC;SG;3	N
جھانسا	lừa	جھانسا	lừa	PROPN;NOM;MASC;SG;3	V
جھانسادینا	cheat	جھانسادینا	cheat	PROPN;NOM;MASC;SG;3	N
جھانسادینا	trick	جھانسادینا	trick	PROPN;NOM;MASC;SG;3	
جھانسادینا	bịp	جھانسادینا	bịp	PROPN;NOM;MASC;SG;3	N
جھانسادینا	lừa	جھانسادینا	lừa	PROPN;NOM;MASC;SG;3	V
جھانسیا	cheat	جھانسیا	cheat	PROPN;NOM;MASC;SG;3	N
جھانک	hươu	جھانک	hươu	V;ACT	N
جھانکا	đê	جھانکا	đê		N
جھانکا	nứt	جھانکا	nứt		V
جھانکڑ	gầy	جھانکڑ	gầy		ADJ
جھانکڑ	nghiêng	جھانکڑ	nghiêng		ADJ
جھانکڑ	underwood	جھانکڑ	underwood		N
جھانکڑ	mỏng	جھانکڑ	mỏng		ADJ
جھانکڑ	gầy	جھانکڑ	gầy		ADJ
جھانکی	drama	جھانکی	drama	PROPN;NOM;MASC;SG;3	N
جھانکی	kịch	جھانکی	kịch	PROPN;NOM;MASC;SG;3	N
جھانکھ	hươu	جھانکھ	hươu		N
جھانورا	đen	جھانورا	đen	PROPN;NOM;MASC;SG;3	ADJ
جھانوڑا	hut	جھانوڑا	hut	PROPN;NOM;MASC;SG;3	N
جھانوڑا	lều	جھانوڑا	lều	PROPN;NOM;MASC;SG;3	N
جھانولی	wink	جھانولی	wink	PROPN;NOM;MASC;SG;3	N
جھانولی	ogle	جھانولی	ogle	PROPN;NOM;MASC;SG;3	
جھبّا	tassel	جھبّا	tassel	PROPN;NOM;MASC;SG;3	
جھبّا	pendant	جھبّا	pendant	PROPN;NOM;MASC;SG;3	
جھبرا	hairy	جھبرا	hairy	PROPN;NOM;MASC;SG;3	N
جھبرا	hairy	جھبرا	hairy	PROPN;NOM;MASC;SG;3	N
جھبرا	shaggy	جھبرا	shaggy	PROPN;NOM;MASC;SG;3	N
جھبڑا	coop	جھبڑا	coop	PROPN;NOM;MASC;SG;3	N
جھبکانا	dazzle	جھبکانا	dazzle	PROPN;NOM;MASC;SG;3	N
جھبکانا	blend	جھبکانا	blend	PROPN;NOM;MASC;SG;3	
جھبُّوا	cong	جھبُّوا	cong	PROPN;NOM;MASC;SG;3	
جھبُّوا	bent	جھبُّوا	bent	PROPN;NOM;MASC;SG;3	NUM
جھپ	xuân	جھپ	xuân		N
جھپ	nhanh	جھپ	nhanh		ADJ
جھپ	ngố	جھپ	ngố		N
جھپ	mau	جھپ	mau		ADJ
جھپ	nhanh	جھپ	nhanh		ADJ
جھپ	nhảy	جھپ	nhảy		V
جھپاسیا	sharp	جھپاسیا	sharp	PROPN;NOM;MASC;SG;3	N
جھپاسیا	nhọn	جھپاسیا	nhọn	PROPN;NOM;MASC;SG;3	V
جھپٹنا	assault	جھپٹ	assault	V;SG;NFIN;ACT	N
جھپک	đu	جھپک	đu		N
جھپک	wink	جھپک	wink		N
جھپکانا	wink	جھپکا	wink	V;MASC;SG;NFIN;ACT	N
جھٹ	nhanh	جھٹ	nhanh		ADJ
جھٹ	gta	جھٹ	gta		N
جھٹاس	sốc	جھٹاس	sốc		N
جھٹاس	cốc	جھٹاس	cốc		N
جھٹاس	gõ	جھٹاس	gõ		V
جھٹاس	strike	جھٹاس	strike		N
جھٹاس	đâm	جھٹاس	đâm		V
جھٹاس	slr	جھٹاس	slr		N
جھٹاس	vỗ	جھٹاس	vỗ		V
جھٹک	lắc	جھٹک	lắc		V
جھٹک	rung	جھٹک	rung		V
جھٹک	ngố	جھٹک	ngố		N
جھٹکا	shock	جھٹکا	shock	N;NOM;MASC;SG;3	
جھٹکا	shock	جھٹکا	shock	N;NOM;MASC;SG;3	
جھٹکانا	pull	جھٹکا	pull	V;MASC;SG;NFIN;ACT	
جُھٹّل	mock	جُھٹّل	mock	PROPN;NOM;MASC;SG;3	
جُھٹیا	braid	جُھٹیا	braid	PROPN;NOM;MASC;SG;3	
جُھٹیا	tết	جُھٹیا	tết	PROPN;NOM;MASC;SG;3	N
جُھٹَیل	trái	جُھٹَیل	trái	PROPN;NOM;MASC;SG;3	
جُھٹَیل	phơi	جُھٹَیل	phơi	PROPN;NOM;MASC;SG;3	V
جھجھری	bày	جھجھری	bày	PROPN;NOM;MASC;SG;3	V
جھجھری	lattice	جھجھری	lattice	PROPN;NOM;MASC;SG;3	V
جُھرجُھری	run	جُھرجُھری	run	PROPN;NOM;MASC;SG;3	
جھرلو	deception	جھرلو	deception	PROPN;NOM;MASC;SG;3	V
جھرلو	chant	جھرلو	chant	PROPN;NOM;MASC;SG;3	
جھرلو	charm	جھرلو	charm	PROPN;NOM;MASC;SG;3	N
جُھرمٹ	đám	جُھرمٹ	đám	PROPN;NOM;MASC;SG;3	N
جُھرمٹ	bunch	جُھرمٹ	bunch	PROPN;NOM;MASC;SG;3	
جُھرمٹ	lũ	جُھرمٹ	lũ	PROPN;NOM;MASC;SG;3	N
جھرنا	cascade	جھر	cascade	PROPN;NOM;MASC;SG;3	N
جھرنا	drip	جھر	drip	PROPN;NOM;MASC;SG;3	
جھرنا	thác	جھر	thác	PROPN;NOM;MASC;SG;3	N
جھرنا	lens	جھر	lens	PROPN;NOM;MASC;SG;3	
جھرنا	leak	جھر	leak	PROPN;NOM;MASC;SG;3	
جُھرنا	wilt	جُھر	wilt	PROPN;NOM;MASC;SG;3	
جُھرنا	sag	جُھر	sag	PROPN;NOM;MASC;SG;3	
جھروکا	sổ	جھروکا	sổ	PROPN;NOM;MASC;SG;3	N
جھری	thác	جھری	thác	PROPN;NOM;MASC;SG;3	N
جھری	cascade	جھری	cascade	PROPN;NOM;MASC;SG;3	N
جِھری	slit	جِھری	slit	PROPN;NOM;MASC;SG;3	
جِھری	đê	جِھری	đê	PROPN;NOM;MASC;SG;3	N
جِھری	nứt	جِھری	nứt	PROPN;NOM;MASC;SG;3	V
جُھرّی	nhăn	جُھرّی	nhăn	PROPN;NOM;MASC;SG;3	
جھڑ	mỡ	جھڑ	mỡ	V;ACT	N
جھڑپ	contention	جھڑپ	contention	N;NOM;MASC;SG;3	
جھڑپ	cãi	جھڑپ	cãi	N;NOM;MASC;SG;3	V
جھڑتی	ve	جھڑ	ve	V;IPFV;FEM;SG;V.PTCP;ACT	
جِھڑجِھڑاٹ	rầy	جِھڑجِھڑاٹ	rầy	PROPN;NOM;MASC;SG;3	V
جِھڑجِھڑانا	lắc	جِھڑجِھڑانا	lắc	PROPN;NOM;MASC;SG;3	V
جِھڑجِھڑانا	rung	جِھڑجِھڑانا	rung	PROPN;NOM;MASC;SG;3	V
جِھڑجِھڑانا	chửi	جِھڑجِھڑانا	chửi	PROPN;NOM;MASC;SG;3	V
جِھڑجِھڑانا	ngố	جِھڑجِھڑانا	ngố	PROPN;NOM;MASC;SG;3	N
جِھڑجِھڑانا	flap	جِھڑجِھڑانا	flap	PROPN;NOM;MASC;SG;3	N
