विपक्षी	антагонисти	विपक्षी	антагонист	N;NOM;MASC;SG;3	N;INDF;MASC;PL
निर्वासित	депортират	निर्वासित	депортирам	ADJ	V;IPFV;IND;PL;3;PRS;FIN;ACT
सरस	сочна	सरस	сочен		ADJ;INDF;FEM;SG
सरस	сочно	सरस	сочно		ADV
सरस	сочни	सरस	сочен		ADJ;INDF;PL
सरस	сочен	सरस	сочен		ADJ;INDF;MASC;SG
स्ट्रिंग	струнната	स्ट्रिंग	струнен	N;NOM;FEM;SG;3	ADJ;DEF;FEM;SG
बुनाई	тъкане	बुना	тъкане		N;INDF;NEUT;SG
बुनाई	плетене	बुना	плетене		N;INDF;NEUT;SG
विवाहित	женени	विवाहित	женя-(се)	N;NOM;MASC;SG;3	V;IPFV;INDF;PL;V.PTCP;PASS
विवाहित	женена	विवाहित	женя-(се)	N;NOM;MASC;SG;3	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
विवाहित	омъжена	विवाहित	омъжя	N;NOM;MASC;SG;3	V;PFV;INDF;FEM;SG;V.PTCP;PASS
विवाहित	женен	विवाहित	женен	N;NOM;MASC;SG;3	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
आभा	аурата	आभा	аура	PROPN;NOM;FEM;SG;3	N;DEF;FEM;SG
आभा	аура	आभा	аура	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
मांसाहारी	месоядни	मांसाहारी	месояден	N;NOM;MASC;SG;3	ADJ;INDF;PL
बॉन	бон	बॉन	бон	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बॉन	бон	बॉन	бон	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
पाँव	крака	पाँव	крак	N;NOM;MASC;SG;3	N;INDF;MASC;PL
पाँव	краката	पाँव	крак	N;NOM;MASC;SG;3	N;DEF;MASC;PL
पाँव	крачета	पाँव	краче	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
द्वेष	омраза	द्वेष	омраза	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
द्वेष	ненавист	द्वेष	ненавист	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
द्वेष	злоба	द्वेष	злоб	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
रेखांकित	подчертано	रेखांकित	подчертано	ADJ	ADV
रेखांकित	подчерта	रेखांकित	подчертая	ADJ	V;PFV;IND;SG;3;PST;FIN;ACT
रेखांकित	подчертая	रेखांकित	подчертая	ADJ	V;PFV;IND;SG;1;PRS;FIN;ACT
कॉलम	колони	कॉलम	колона	N;NOM;MASC;SG;3	N;INDF;FEM;PL
समस्थानिक	изотопи	समस्थानिक	изотопя-(се)	N;NOM;MASC;SG;3	N;INDF;MASC;PL
कहावत	максим	कहावत	максим	N;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
टेड	тед	टेड	тед	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
समष्टि	пространство	समष्टि	пространство		N;INDF;NEUT;SG
समष्टि	космос	समष्टि	космос		N;INDF;MASC;SG
समष्टि	космоса	समष्टि	космос		N;DEF;MASC;SG
शायरी	стихове	शायरी	стих	N;NOM;FEM;SG;3	N;INDF;MASC;PL
मुंडा	мунда	मुंडा	мунда	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बर्नार्ड	бернард	बर्नार्ड	бернард	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बर्नार्ड	бернар	बर्नार्ड	бернар	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
बर्नार्ड	бърнард	बर्नार्ड	бърнард	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सचेत	съзнание	सचेत	съзнание	ADJ	N;INDF;NEUT;SG
सचेत	съзнателно	सचेत	съзнателно	ADJ	ADV
एमिनेम	еминем	एमिनेम	емина	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डेव	дейв	डेव	дейв	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
धोखे	заблудена	धोखा	заблудя	V;MASC;SG;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
धोखे	заблуден	धोखा	заблудя-(се)	V;MASC;SG;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
धोखे	измамен	धोखा	измамя-(се)	V;MASC;SG;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
धोखे	измамени	धोखा	измамя-(се)	V;MASC;SG;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
हार्ले	харли	हार्ला	харли		N;INDF;MASC;SG
पेंट	бои	पेंट	бой	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
सोन	синко	सोन	синко	PROPN;NOM;FEM;SG;3	INTJ
सोन	сине	सोन	син	PROPN;NOM;FEM;SG;3	PART
सोन	син	सोन	син	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
नीलामी	търгове	नीलामी	търг	N;NOM;FEM;SG;3	N;INDF;MASC;PL
नीलामी	търговете	नीलामी	търг	N;NOM;FEM;SG;3	N;DEF;MASC;PL
नाटो	нато	नाटो	нато	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
ग्लेन	глен	ग्लेन	глен	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
ग्लेन	глен	ग्लेन	глен	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
विरल	спорадични	विरल	спорадичен	CONJ	ADJ;INDF;PL
विरल	рядко	विरल	рядко	CONJ	ADV
विरल	редки	विरल	редка	CONJ	N;INDF;FEM;PL
विरल	рядкост	विरल	рядкост	CONJ	N;INDF;FEM;SG
नवाचार	иновации	नवाचार	иновация	N;NOM;MASC;SG;3	N;INDF;FEM;PL
डायमंड	диамант	डायमंड	диамант	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डायमंड	диамантен	डायमंड	диамантен	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
डायमंड	диаманта	डायमंड	диамант	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
डायमंड	даймънд	डायमंड	даймънд	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
महंगी	скъпо	महंगा	скъпо	ADJ;FEM;SG	ADV
फ्रायड	фройд	फ्रायड	фройд	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
तर्कसंगत	рационално	तर्कसंगत	рационален	PROPN;NOM;MASC;SG;3	ADV
तर्कसंगत	рационален	तर्कसंगत	рационален	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
तर्कसंगत	разумен	तर्कसंगत	разумя-(се)	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
पीना	пиене	पी	пиена	V;MASC;NFIN;ACT	N;INDF;NEUT;SG
पीना	пиенето	पी	пиене	V;MASC;NFIN;ACT	N;DEF;NEUT;SG
पीना	пий	पी	пий	V;MASC;NFIN;ACT	N;INDF;MASC;SG
पीना	питие	पी	питие	V;MASC;NFIN;ACT	N;INDF;NEUT;SG
स्ट्रिप	ленти	स्ट्रिप	лента	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अब्दुल्ला	абдула	अब्दुल्ला	абдула	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
वर्जिन	девствен	वर्जिन	девствен	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
वर्जिन	девствена	वर्जिन	девствен	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
वर्जिन	девица	वर्जिन	девица	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
वर्जिन	девственица	वर्जिन	девственица	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
डेप	деп	डेप	деп	N;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
चक्रों	чакра	चक्र	чакър	N;ACC;MASC;PL;3	N;INDF;FEM;SG
सिन्धी	синдхи	सिन्धी	синдхи	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मानकीकृत	стандартизирани	मानकीकृत	стандартизирам	N;NOM;MASC;SG;3	V;PFV;INDF;PL;V.PTCP;PASS
अवस्थिति	местоположения	अवस्थिति	местоположение	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
ढोल	барабани	ढोल	барабам	N;NOM;MASC;SG;3	N;INDF;MASC;PL
राजसी	величествено	राजसी	величествено		ADV
राजसी	величествен	राजसी	величествен		ADJ;INDF;MASC;SG
राजसी	царски	राजसी	царски		ADJ;INDF;MASC;SG
राजसी	regal	राजसी	regal		N;INDF;MASC;SG
टिकाऊ	устойчиви	टिकाऊ	устойчив		ADJ;INDF;PL
टिकाऊ	устойчива	टिकाऊ	устойчив		ADJ;INDF;FEM;SG
टिकाऊ	устойчиво	टिकाऊ	устойчив		ADV
टिकाऊ	устойчив	टिकाऊ	устойчив		ADJ;INDF;MASC;SG
टिकाऊ	трайно	टिकाऊ	траен		ADV
टिकाऊ	траен	टिकाऊ	траен		ADJ;INDF;MASC;SG
टिकाऊ	трайна	टिकाऊ	траен		ADJ;INDF;FEM;SG
टिकाऊ	трайни	टिकाऊ	траен		ADJ;INDF;PL
कूप	купе	कूप	купе		N;INDF;NEUT;SG
कीन	кийн	कीन	кийн	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
स्टेनली	станли	स्टेनली	стана	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
स्टेनली	стенли	स्टेनली	стенл	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
लेखनी	писалка	लेखनी	писалка	V;FEM;NFIN;ACT	N;INDF;FEM;SG
लेखनी	pen	लेखनी	pen	V;FEM;NFIN;ACT	N;INDF;MASC;SG
लेखनी	химикалка	लेखनी	химикалка	V;FEM;NFIN;ACT	N;INDF;FEM;SG
लेखनी	химикал	लेखनी	химикал	V;FEM;NFIN;ACT	N;INDF;MASC;SG
सोल	сол	सोल	сол		N;INDF;FEM;SG
सोल	соу	सोल	соу		N;INDF;NEUT;SG
धड़कन	победи	धड़कन	победа	N;NOM;FEM;SG;3	N;INDF;FEM;PL
धड़कन	бие	धड़कन	бия-(се)	N;NOM;FEM;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
छल्ले	пръстени	छल्ले	пръстя	N;NOM;MASC;PL;3	ADJ;INDF;PL
छल्ले	пръстените	छल्ले	пръстя	N;NOM;MASC;PL;3	ADJ;DEF;PL
क्रेन	крейн	क्रेन	крейн	N;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
आखरी	последно	आखरी	последно		ADV
आखरी	последен	आखरी	последен		ADJ;INDF;MASC;SG
आखरी	последни	आखरी	последен		ADJ;INDF;PL
आखरी	последна	आखरी	последен		ADJ;INDF;FEM;SG
लिली	лили	लिल	лила	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
लिली	лили	लिल	лила	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
लिली	лилия	लिल	лилия	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
लिली	лили	लिल	лила	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
बेली	бейли	बेली	бейл		N;INDF;MASC;SG
बेली	коремче	बेली	коремче		N;INDF;NEUT;SG
बेली	шкембе	बेली	шкембе		N;INDF;NEUT;SG
बेली	корема	बेली	корем		N;DEF;MASC;SG
बेली	корем	बेली	корем		N;INDF;MASC;SG
बेली	кючек	बेली	кючек		N;INDF;MASC;SG
ग्रहीय	планетарна	ग्रहीय	планетарен	PROPN;NOM;SG;3	ADJ;INDF;FEM;SG
मेलबोर्न	мелбърн	मेलबोर्न	мелбърн	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
करुणा	любезност	करुणा	любезност	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
करुणा	доброта	करुणा	доброта	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
करुणा	добрина	करुणा	добрина	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
अकसर	често	अकसर	често	CONJ	ADV
मशरूम	гъби	मशरूम	гъба	N;NOM;FEM;SG;3	N;INDF;FEM;PL
मशरूम	гъби	मशरूम	гъба	N;NOM;FEM;SG;3	N;INDF;FEM;PL
शांतिपूर्ण	мирно	शांतिपूर्ण	мирно	ADJ	ADV
शांतिपूर्ण	мирен	शांतिपूर्ण	мирен	ADJ	N;INDF;MASC;SG
गरुड़	гаруда	गरुड	гаруд	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
फ्लू	грип	फ्लू	грип	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
नरक	ад	नरक	ад		N;INDF;MASC;SG
नरक	ада	नरक	ада		ADV
ट्री	трий	ट्री	трий		N;INDF;FEM;SG
ट्री	дървото	ट्री	дърво		N;DEF;NEUT;SG
ट्री	дръвче	ट्री	дръвче		N;INDF;NEUT;SG
ट्री	дърво	ट्री	дърво		N;INDF;NEUT;SG
अवरोधित	блокирани	अवरोधित	блокирам	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
अवरोधित	блокирано	अवरोधित	блокирам	ADJ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
अवरोधित	блокиран	अवरोधित	блокирам	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
अवरोधित	блокирана	अवरोधित	блокирам	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
आत्मविश्वास	уверен	आत्मविश्वास	уверен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
आत्मविश्वास	уверено	आत्मविश्वास	уверено	N;NOM;MASC;SG;3	ADV
आत्मविश्वास	уверена	आत्मविश्वास	уверя-(се)	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
आत्मविश्वास	уверени	आत्मविश्वास	уверя-(се)	N;NOM;MASC;SG;3	ADJ;INDF;PL
लापता	изчезнал	लापता	изчезна	ADJ	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
लापता	липсва	लापता	липсвам	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
लापता	изчезнала	लापता	изчезна	ADJ	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
नूर	нур	नूर	нур		PROPN;INDF;MASC;SG
राई	рай	राई	рай		N;INDF;MASC;SG
वाइड	широко	वाइड	широко	N;NOM;MASC;SG;3	ADV
वाइड	широки	वाइड	широк	N;NOM;MASC;SG;3	ADJ;INDF;PL
वाइड	широк	वाइड	широк	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
वाइड	широка	वाइड	широк	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
फर्नीचर	мебели	फर्नीचर	мебел	N;NOM;MASC;SG;3	N;INDF;MASC;PL
वारिस	наследниците	वारिस	наследник	N;NOM;MASC;SG;3	N;DEF;MASC;PL
वारिस	наследници	वारिस	наследник	N;NOM;MASC;SG;3	N;INDF;MASC;PL
परिवर्तनशील	променлива	परिवर्तनशील	променлив	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
परिवर्तनशील	променливи	परिवर्तनशील	променлив	N;NOM;MASC;SG;3	ADJ;INDF;PL
परिवर्तनशील	променливо	परिवर्तनशील	променлив	N;NOM;MASC;SG;3	ADV
परिवर्तनशील	променлив	परिवर्तनशील	променлив	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
मच्छर	комари	मच्छर	комар	N;NOM;MASC;SG;3	N;INDF;MASC;PL
अनजान	непозната	अनजान	непознат	ADP	ADJ;INDF;FEM;SG
अनजान	неизвестен	अनजान	неизвестен	ADP	ADJ;INDF;MASC;SG
अनजान	неизвестни	अनजान	неизвестен	ADP	ADJ;INDF;PL
अनजान	неизвестно	अनजान	неизвестен	ADP	ADV
अनजान	непознат	अनजान	непознат	ADP	N;INDF;MASC;SG
अनजान	неизвестна	अनजान	неизвестен	ADP	ADJ;INDF;FEM;SG
ग्रांट	грант	ग्रांट	грант	N;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
गंगोत्री	ганготри	गंगोत्री	ганготър	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
सनी	слънчев	सनी	слънчев	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
सनी	слънчево	सनी	слънчево	PROPN;NOM;FEM;SG;3	ADV
सनी	слънчева	सनी	слънчев	PROPN;NOM;FEM;SG;3	ADJ;INDF;FEM;SG
सनी	съни	सनी	сън	PROPN;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
सनी	слънчеви	सनी	слънчев	PROPN;NOM;FEM;SG;3	ADJ;INDF;PL
भावुक	емоционална	भावुक	емоционален	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
भावुक	емоционални	भावुक	емоционален	PROPN;NOM;MASC;SG;3	ADJ;INDF;PL
भावुक	емоционален	भावुक	емоционален	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
भावुक	емоционално	भावुक	емоционално	PROPN;NOM;MASC;SG;3	ADV
भावुक	сантиментални	भावुक	сантиментален	PROPN;NOM;MASC;SG;3	ADJ;INDF;PL
भावुक	сантиментална	भावुक	сантиментален	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
भावुक	сантиментално	भावुक	сантиментално	PROPN;NOM;MASC;SG;3	ADV
भावुक	сантиментален	भावुक	сантиментален	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
कैन	кейн	कैन	кейн		PROPN;INDF;MASC;SG
कैन	каин	कैन	каин		N;INDF;MASC;SG
कैन	кан	कैन	кан		PROPN;INDF;MASC;SG
घोटाला	скандали	घोटाला	скандал	N;NOM;MASC;SG;3	N;INDF;MASC;PL
घोटाला	скандално	घोटाला	скандално	N;NOM;MASC;SG;3	ADV
मिस्री	египетски	मिस्री	египетски		ADJ;INDF;MASC;SG
ईर्ष्या	ревнив	ईर्ष्या	ревнив	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
ईर्ष्या	ревнива	ईर्ष्या	ревнив	N;NOM;FEM;SG;3	ADJ;INDF;FEM;SG
ईर्ष्या	завиждат	ईर्ष्या	завиждам	N;NOM;FEM;SG;3	V;IPFV;IND;PL;3;PRS;FIN;ACT
समरूप	хомогенна	समरूप	хомогенен		ADJ;INDF;FEM;SG
जैज़	джаз	जैज़	джаз	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
