par	za	par	za		ADP;ACC
gravitācijas	gravitacija	gravitācija	gravitacija	N;NOM;FEM;PL	N;NOM;FEM;SG
pelēkā	siva	pelēks	siv	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
pelēkā	grey	pelēks	grey	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG
publicists	publicista	publicists	publicist	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
samazināts	smanjena	samazināt	smanjiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
samazināts	smanjene	samazināt	smanjiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;PL;V.PTCP
samazināts	smanjen	samazināt	smanjiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
samazināts	smanjena	samazināt	smanjiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
zaudē	gubljenje	zaudēt	gubljenje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
augstā	visoko	augsts	visoko	ADJ;NOM;FEM;SG	ADV
kategorija	kategorije	kategorija	kategorija	N;NOM;FEM;SG	N;NOM;FEM;PL
nolaišanās	slijetanja	nolaišanās	slijetanje	N;NOM;FEM;SG	N;NOM;NEUT;PL
foundation	zaklada	foundation	zaklada		N;NOM;FEM;SG
foundation	osnova	foundation	osnova		N;NOM;FEM;SG
foundation	fondacija	foundation	fondacija		N;NOM;FEM;SG
foundation	temelji	foundation	temeljiti		V;IND;SG;3;PRS;FIN
foundation	temelj	foundation	temelj		N;NOM;MASC;SG
grādi	stupnjeva	grāds	stupanj	N;NOM;MASC;PL	N;GEN;MASC;PL
citādi	drugi	citādi	drugi	ADV	ADJ;NOM;MASC;SG
citādi	drugo	citādi	drugi	ADV	ADJ;NOM;NEUT;SG
citādi	druga	citādi	drugi	ADV	ADJ;NOM;FEM;SG
citādi	inace	citādi	inace	ADV	N;NOM;MASC;SG
likvidēta	likvidiran	likvidēt	likvidirati	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
sarkanais	crveno	sarkans	crven	ADJ;NOM;MASC;SG	ADV
dots	dano	dot	dati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
ķēniņš	kralju	ķēniņš	kralj	N;NOM;MASC;SG	N;DAT;MASC;SG
ķēniņš	king	ķēniņš	king	N;NOM;MASC;SG	ADP
debesīs	raja	debess	raj	N;ESS;FEM;PL	N;GEN;MASC;SG
debesīs	raj	debess	raj	N;ESS;FEM;PL	N;NOM;MASC;SG
debesīs	nebesa	debess	nebes	N;ESS;FEM;PL	N;NOM;MASC;SG
debesīs	nebo	debess	nebo	N;ESS;FEM;PL	N;NOM;NEUT;SG
atjaunošanu	obnavljanje	atjaunošana	obnavljanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
atjaunošanu	obnova	atjaunošana	obnova	N;ACC;FEM;SG	N;NOM;FEM;SG
nosūtīts	poslana	nosūtīt	poslati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
nosūtīts	poslano	nosūtīt	poslano	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
mazulis	mala	mazulis	mali	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
piekrita	dogovoreno	piekrist	dogovoren	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
vienāda	uniforma	vienāda	uniforma	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
vienāda	uniforme	vienāda	uniforma	ADJ;NOM;FEM;SG	N;NOM;FEM;PL
vienāda	odora	vienāda	odor	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
vienāda	uniformu	vienāda	uniforma	ADJ;NOM;FEM;SG	N;ACC;FEM;SG
vienāda	jednaki	vienāda	jednak	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;PL
vienāda	jednako	vienāda	jednako	ADJ;NOM;FEM;SG	ADV
vienāda	jednaki	vienāda	jednak	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;PL
vienāda	jednako	vienāda	jednako	ADJ;NOM;FEM;SG	ADV
atbrīvots	pušten	atbrīvot	pušten	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
atbrīvots	puštena	atbrīvot	pustiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
atbrīvots	izuzeti	atbrīvot	izuzeti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
mežs	šume	mežs	Šuma	N;NOM;MASC;SG	N;NOM;FEM;PL
mežs	forest	mežs	forest	N;NOM;MASC;SG	ADP
mars	marsa	mars	marsa	PROPN;NOM;MASC;SG	N;GEN;MASC;SG
mars	mars	mars	mars	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
mclaren	mclaren	mclaren	mclaren	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
izvēlēties	odabir	izvēlēties	odabir	V;POS;REFL;NFIN	N;NOM;MASC;SG
olimpiskā	olimpijski	olimpiska	olimpijski	ADJ;NOM;FEM;SG	ADV
olimpiskā	olympic	olimpiska	olympic	ADJ;NOM;FEM;SG	ADP
dara	dara	darīt	dar	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;MASC;SG
velsas	velški	velsties	velški	PROPN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
velosipēdu	bicikli	velosipēds	bicik	N;ACC;MASC;SG	N;NOM;MASC;PL
velosipēdu	bicikle	velosipēds	bicik	N;ACC;MASC;SG	N;ACC;MASC;PL
velosipēdu	biciklima	velosipēds	bicik	N;ACC;MASC;SG	N;DAT;MASC;PL
velosipēdu	bicikla	velosipēds	bicik	N;ACC;MASC;SG	N;NOM;MASC;SG
velosipēdu	biciklu	velosipēds	bicik	N;ACC;MASC;SG	N;DAT;MASC;SG
velosipēdu	bicikl	velosipēds	bicikl	N;ACC;MASC;SG	N;NOM;MASC;SG
velosipēdu	biciklom	velosipēds	bicik	N;ACC;MASC;SG	N;INS;MASC;SG
uzbrūk	napada	uzbrukt	napad	V;FH;IND;3;POS;PRS;FIN;ACT	N;GEN;MASC;SG
kariem	ratovi	karš	rat	N;DAT;MASC;PL	N;NOM;MASC;PL
kariem	ratove	karš	rat	N;DAT;MASC;PL	N;ACC;MASC;PL
kariem	ratova	karš	rat	N;DAT;MASC;PL	N;GEN;MASC;PL
pilis	dvorce	pils	dvorac	N;NOM;FEM;PL	N;ACC;MASC;PL
eiropiešu	europljani	eiropietis	europljan	N;GEN;MASC;PL	N;NOM;MASC;PL
kazaņas	kazan	kazaņa	kazan	N;NOM;FEM;PL	N;NOM;MASC;SG
septiņi	sedmica	septiņi	sedmica	NUM;NOM;MASC;PL	N;NOM;FEM;SG
brazīlija	brazil	brazīlija	brazil	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
brazīlija	brazila	brazīlija	braziti	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
kristiāns	christian	kristiāns	christian	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
kristiāns	kršćanin	kristiāns	kršćanin	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
kristiāns	kristijan	kristiāns	kristijan	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
izmeklēšanas	upite	izmeklēšana	upiti	N;NOM;FEM;SG	N;ACC;MASC;PL
izmeklēšanas	upiti	izmeklēšana	upiti	N;NOM;FEM;SG	V;NFIN
izmeklēšanas	istrage	izmeklēšana	istraga	N;NOM;FEM;SG	N;NOM;FEM;PL
olimpiskais	olimpijski	olimpisks	olimpijski	ADJ;NOM;MASC;SG	ADV
olimpiskais	olympic	olimpisks	olympic	ADJ;NOM;MASC;SG	ADP
aizliedza	zabranjena	aizliegt	zabraniti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG;V.PTCP
aizliedza	zabranjen	aizliegt	zabraniti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
paris	paris	paris	paris		PROPN;NOM;MASC;SG
paris	pariz	paris	pariz		PROPN;NOM;MASC;SG
paris	pariza	paris	pariz		N;GEN;MASC;SG
sienu	zid	siena	zid	N;ACC;FEM;SG	N;NOM;MASC;SG
sienu	zida	siena	zid	N;ACC;FEM;SG	N;GEN;MASC;SG
svarīgs	bitno	svarīgs	bitno	ADJ;NOM;MASC;SG	ADV
bumbu	lopta	bumba	lopt	N;ACC;FEM;SG	N;NOM;FEM;SG
bumbu	loptica	bumba	loptica	N;ACC;FEM;SG	N;NOM;FEM;SG
bumbu	ball	bumba	ball	N;ACC;FEM;SG	ADP
bumbu	kugla	bumba	kugao	N;ACC;FEM;SG	N;NOM;FEM;SG
apmācības	trening	apmācība	trening	N;NOM;FEM;PL	N;NOM;MASC;SG
apmācības	obuka	apmācība	obuka	N;NOM;FEM;PL	N;NOM;FEM;SG
apmācības	treniranje	apmācība	treniranje	N;NOM;FEM;PL	N;NOM;NEUT;SG
mūzikā	muzika	mūzika	muzika	N;ESS;FEM;SG	N;NOM;FEM;SG
mūzikā	glazba	mūzika	glazba	N;ESS;FEM;SG	N;NOM;FEM;SG
runas	govore	runa	govoriti	N;NOM;FEM;PL	V;IND;PL;3;PRS;FIN
runas	govor	runa	govor	N;NOM;FEM;PL	N;NOM;MASC;SG
atbrīvoja	olakšanje	atbrīvot	olakšanje	V;FH;IND;3;POS;PST;FIN;ACT	N;NOM;NEUT;SG
atbrīvoja	oslobođen	atbrīvot	osloboditi	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
atbrīvoja	oslobođeni	atbrīvot	osloboditi	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;MASC;PL;V.PTCP
redzami	vidljiv	redzēt	vidljiv	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADJ;NOM;MASC;SG
redzami	vidljiva	redzēt	vidljiv	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
redzami	vidljive	redzēt	vidljiv	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;PL
redzami	vidljivo	redzēt	vidljiv	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG
redzami	vidljivi	redzēt	vidljiv	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;PL
redzami	vidno	redzēt	vidno	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADV
iepriekšējās	prethodni	iepriekšēja	prethodan	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
iepriekšējās	prethodna	iepriekšēja	prethodan	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
ķīmiskais	kemikalija	ķīmisks	kemikalija	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
ķīmiskais	kemijski	ķīmisks	kemijski	ADJ;NOM;MASC;SG	ADV
ķīmiskais	kemikalije	ķīmisks	kemikalija	ADJ;NOM;MASC;SG	N;NOM;FEM;PL
produkti	proizvode	produkts	proizvod	N;NOM;MASC;PL	N;ACC;MASC;PL
franku	franak	franka	franak	PROPN;ACC;MASC;SG	N;NOM;MASC;SG
franku	franaka	franka	franak	PROPN;ACC;MASC;SG	N;NOM;MASC;SG
plašs	širom	plašs	širok	ADJ;NOM;MASC;SG	ADP;GEN
plašs	široko	plašs	široko	ADJ;NOM;MASC;SG	ADV
plašs	prostrana	plašs	prostran	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
dziļi	duboka	dziļi	dubok	ADV	ADJ;NOM;DEF;FEM;SG
tradīciju	tradicije	tradīcija	tradicija	N;ACC;FEM;SG	N;NOM;FEM;PL
tradīciju	tradicija	tradīcija	tradicija	N;ACC;FEM;SG	N;NOM;FEM;SG
utc	utc+	utcs	utc+	PROPN	
vairākums	većinski	vairākums	većinski	N;NOM;MASC;SG	ADV
valērijs	valery	valērijs	valery	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
noformējums	prezentacije	noformējums	prezentacija	N;NOM;MASC;SG	N;NOM;FEM;PL
noformējums	umjetnine	noformējums	umjetnina	N;NOM;MASC;SG	N;NOM;FEM;PL
bayern	bayern	bayern	bayern		PROPN;NOM;MASC;SG
izvirzīja	odgojen	izvirzīt	odgojen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
izvirzīja	podignuta	izvirzīt	podići	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
dejas	dance	deja	danca	N;NOM;FEM;PL	N;NOM;MASC;SG
dejas	pleši	deja	plesati	N;NOM;FEM;PL	N;NOM;MASC;SG
dejas	ples	deja	ples	N;NOM;FEM;PL	N;NOM;MASC;SG
dejas	plesove	deja	ples	N;NOM;FEM;PL	N;ACC;MASC;PL
dejas	pleše	deja	plesati	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
dejas	plesanje	deja	plesanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
dejas	ples	deja	ples	N;NOM;FEM;PL	N;NOM;MASC;SG
austrālija	australija	austrālija	australija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
austrālija	australiji	austrālija	australija	PROPN;NOM;FEM;SG	N;DAT;FEM;SG
austrālija	australije	austrālija	australija	PROPN;NOM;FEM;SG	N;NOM;FEM;PL
zinātniskā	znanstveni	zinātniska	znanstven	ADJ;NOM;FEM;SG	ADV
zinātniskā	znanstveno	zinātniska	znanstveno	ADJ;NOM;FEM;SG	ADV
minesotas	minnesoti	minesot	minnesoti	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	N;DAT;FEM;SG
šveice	švicarska	šveice	švicarski		ADJ;NOM;DEF;FEM;SG
šveice	švicarskoj	šveice	švicarski		ADJ;DAT;FEM;SG
mieru	mir	miers	mir	N;ACC;MASC	N;NOM;MASC;SG
zarnu	crijeva	zarns	crijevo	N;ACC;MASC;SG	N;NOM;NEUT;SG
zarnu	crijeva	zarns	crijevo	N;ACC;MASC;SG	N;NOM;NEUT;SG
zarnu	crijeva	zarns	crijevo	N;ACC;MASC;SG	N;NOM;NEUT;SG
ģermāņu	germanski	ģermānis	germanski	N;GEN;MASC;PL	ADJ;NOM;DEF;MASC;SG
zelts	zlatna	zelts	zlatan	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
zelts	zlatni	zelts	zlatan	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
zelts	gold	zelts	gold	N;NOM;MASC;SG	ADP
zelts	zlata	zelts	zlat	N;NOM;MASC;SG	N;GEN;MASC;SG
gubernators	guverneru	gubernators	guverner	N;NOM;MASC;SG	N;DAT;MASC;SG
grādus	stupnjeva	grāds	stupanj	N;ACC;MASC;PL	N;GEN;MASC;PL
grādus	diplome	grāds	diploma	N;ACC;MASC;PL	N;NOM;FEM;PL
īsā	ukratko	īss	ukratko	ADJ;NOM;FEM;SG	ADV
īsā	kratko	īss	kratko	ADJ;NOM;FEM;SG	ADV
minhenes	münchen	minhene	münchen	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
sadarbība	suradnji	sadarbība	suradnja	N;NOM;FEM;SG	N;DAT;FEM;SG
sadarbība	suradnju	sadarbība	suradnja	N;NOM;FEM;SG	N;ACC;FEM;SG
aktieri	glumce	aktieris	glumac	N;NOM;MASC;PL	N;ACC;MASC;PL
bibliotēku	knjižnica	bibliotēka	knjižnica	N;ACC;FEM;SG	N;NOM;FEM;SG
bibliotēku	biblioteka	bibliotēka	biblioteka	N;ACC;FEM;SG	N;NOM;FEM;SG
džo	džo	džo	džo	PROPN	N;NOM;MASC;SG
džo	joe	džo	on	PROPN	PROPN;NOM;MASC;SG
italia	italia	italis	italia		PROPN;NOM;MASC;SG
dānijā	danske	dānija	danski	PROPN;ESS;FEM;SG	ADJ;NOM;DEF;FEM;PL
dānijā	danska	dānija	danska	PROPN;ESS;FEM;SG	ADJ;NOM;DEF;FEM;SG
dānijā	danskoj	dānija	danski	PROPN;ESS;FEM;SG	ADJ;DAT;DEF;FEM;SG
kristīne	christina	kristīne	christina	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
kristīne	kristina	kristīne	kristina	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
emīls	emile	emīls	emila	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
emīls	emil	emīls	emil	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
welt	welt	welt	welt		ADP
pilnu	pun	pilna	pun	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;MASC;SG
pilnu	full	pilna	full	ADJ;ACC;MASC;SG	N;NOM;MASC;SG
pilnu	puna	pilna	pun	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;FEM;SG
pilnu	puni	pilna	pun	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
signāls	signala	signāls	signal	N;NOM;MASC;SG	N;GEN;MASC;SG
reliģiskās	religiozni	reliģiska	religiozni	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
reliģiskās	vjerska	reliģiska	vjerski	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
reliģiskās	vjerski	reliģiska	vjerski	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
pasākumi	događaja	pasākums	događaj	N;NOM;MASC;PL	N;GEN;MASC;PL
pasākumi	događaje	pasākums	događaj	N;NOM;MASC;PL	N;ACC;MASC;PL
reģistrēta	registrirani	reģistrēt	registriran	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
reģistrēta	registriran	reģistrēt	registrirati	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
reģistrēta	registrirano	reģistrēt	registrirati	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
izvietoti	stacioniran	izvietot	stacionirati	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
raķešu	raketa	raķetis	raketa	N;GEN;FEM;PL	N;NOM;FEM;SG
panākumi	uspjehe	panākums	uspjeh	N;NOM;MASC;PL	N;ACC;MASC;PL
panākumi	uspjeh	panākums	uspjeh	N;NOM;MASC;PL	N;NOM;MASC;SG
failu	datoteka	fails	datoteka	N;ACC;MASC;SG	N;NOM;FEM;SG
ali	alija	alī	alija	PROPN	N;NOM;MASC;SG
piloti	pilote	pilots	pilot	N;NOM;MASC;PL	N;ACC;MASC;PL
maina	mijenjanje	mainīt	mijenjanje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
maina	mijenjam	mainīt	mijenjati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
pārošanās	parenja	pārošanās	parenje	N;NOM;FEM;SG	N;NOM;NEUT;PL
sofija	sophie	sofija	sophiti	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
sofija	sofija	sofija	sofija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
sofija	sofiji	sofija	sofija	PROPN;NOM;FEM;SG	N;DAT;FEM;SG
sofija	sofia	sofija	sofia	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
sofija	sofija	sofija	sofija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
sofija	sophia	sofija	sophi	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
ved	vodi	vest	voditi	V;IMP;SG;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
pamats	temelji	pamats	temeljiti	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
labas	dobro	laba	dobro	ADJ;NOM;FEM;PL	ADV
labas	dobar	laba	dobar	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
pārmaiņas	promjena	pārmaiņa	promjena	N;NOM;FEM;PL	N;NOM;FEM;SG
pārmaiņas	promijeni	pārmaiņa	promijeniti	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
kapa	groba	kaps	grob	N;NOM;MASC;SG	N;ACC;MASC;SG
mediju	media	medijs	media	N;ACC;MASC;SG	PROPN;NOM;MASC;SG
mediju	mediji	medijs	medij	N;ACC;MASC;SG	N;NOM;MASC;PL
mediju	medijski	medijs	medijski	N;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
topos	topos	tops	topos	N;ESS;MASC	N;NOM;MASC;SG
aktīva	aktivne	aktīva	aktivan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;PL
aktīva	aktivno	aktīva	aktivno	ADJ;NOM;FEM;SG	ADV
aktīva	imovina	aktīva	imovina	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
krustnešu	križar	krustnesis	križar	N;GEN;MASC;PL	N;NOM;MASC;SG
hot	vruće	hot	vruć		ADJ;NOM;DEF;NEUT;SG
hot	vrelo	hot	vrelo		N;NOM;NEUT;SG
hot	zgodna	hot	zgodan		ADJ;NOM;DEF;FEM;SG
maiks	mike	maiks	mika	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
ita	ita	ita	ita		PROPN;NOM;MASC;SG
regulārā	redovito	regulāra	redovito	ADJ;NOM;FEM;SG	ADV
regulārā	redovno	regulāra	redovno	ADJ;NOM;FEM;SG	ADV
atbildes	odgovore	atbilde	odgovor	N;NOM;FEM;PL	N;ACC;MASC;PL
austrija	austrija	austrija	austrija	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
austrija	austriju	austrija	austrija	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
austrija	austrije	austrija	austrija	PROPN;NOM;FEM;SG	N;NOM;FEM;PL
brauc	pogon	braukt	pogon	V;IMP;SG;2;POS;FIN;ACT	N;NOM;MASC;SG
brauc	vozi	braukt	voziti	V;IMP;SG;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
piejūras	pomorski	piejūra	pomorski	N;NOM;FEM;PL	ADV
armēņu	armenski	armēnis	armenski	N;GEN;MASC;PL	ADJ;NOM;MASC;SG
pašvaldībām	općine	pašvaldība	općina	N;DAT;FEM;PL	N;NOM;FEM;PL
doktors	doc	doktors	doc	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
iekārta	biljke	iekārta	biljka	N;NOM;FEM;SG	N;NOM;FEM;PL
iekārta	instalacije	iekārta	instalacija	N;NOM;FEM;SG	N;NOM;FEM;PL
iekārta	instalaciju	iekārta	instalacija	N;NOM;FEM;SG	N;ACC;FEM;SG
paldies	hvala	paldies	hvati	INTJ	V;FEM;SG;PST;V.PTCP;ACT
leju	dolje	leja	dolje	N;ACC;FEM;SG	ADV
vadīt	pogon	vadīt	pogon	V;POS;NFIN	N;NOM;MASC;SG
kauņas	kaunas	kauna	kaunas	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
zemākā	najniža	zema	nizak	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;DEF;RL;FEM;SG
zemākā	najniži	zema	nizak	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;DEF;RL;MASC;SG
zemākā	najniže	zema	mnogo	ADJ;NOM;CMPR;FEM;SG	ADV;RL
zemākā	donja	zema	donji	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;DEF;FEM;SG
zemākā	niže	zema	nisko	ADJ;NOM;CMPR;FEM;SG	ADV;CMPR
oslo	oslu	osls	osla	PROPN	PROPN;DAT;MASC;SG
vilciens	vlakom	vilciens	vlak	N;NOM;MASC;SG	N;INS;MASC;SG
atmodas	buđenje	atmoda	buđenje	N;NOM;FEM;PL	N;NOM;NEUT;SG
stingri	strogi	stingri	strog	ADV	ADJ;NOM;DEF;MASC;SG
stingri	stroga	stingri	strog	ADV	ADJ;NOM;DEF;FEM;SG
izlūkošanas	obavještajna	izlūkošana	obavještajan	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
izlūkošanas	inteligenciju	izlūkošana	inteligencija	N;NOM;FEM;SG	N;ACC;FEM;SG
eļļas	ulje	eļļa	ulje	N;NOM;FEM;PL	N;NOM;NEUT;SG
eļļas	nafta	eļļa	nafta	N;NOM;FEM;PL	N;NOM;FEM;SG
leons	léon	leons	léon	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
leons	leone	leons	leone	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
leons	leon	leons	leon	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
viedoklis	pogledi	viedoklis	pogled	N;NOM;MASC;SG	N;NOM;MASC;PL
tehniskā	tehnički	tehniska	tehnički	ADJ;NOM;FEM;SG	ADV
platuma	širina	platums	širina	N;GEN;MASC;SG	N;NOM;FEM;SG
diemžēl	nazalost	diemžēl	nazalost	PART	N;NOM;FEM;SG
diemžēl	nažalost	diemžēl	nažalost	PART	ADV
neveiksmīgi	nesretna	neveiksmīgi	nesretan	ADV	ADJ;NOM;DEF;FEM;SG
neveiksmīgi	neuspješni	neveiksmīgi	neuspješan	ADV	ADJ;NOM;DEF;MASC;SG
likumdošanas	zakonodavne	likumdošana	zakonodavan	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
atšķirīgs	drukčije	atšķirīgs	drukčije	ADJ;NOM;MASC;SG	ADV
atšķirīgs	drugačije	atšķirīgs	drugačije	ADJ;NOM;MASC;SG	ADV
skābekli	kisika	skābeklis	kisik	N;ACC;MASC;SG	N;GEN;MASC;SG
skābekli	kisik	skābeklis	kisik	N;ACC;MASC;SG	N;NOM;MASC;SG
galda	stol	galds	stol	N;GEN;MASC;SG	N;NOM;MASC;SG
galda	tablica	galds	tablica	N;GEN;MASC;SG	N;NOM;FEM;SG
maiņu	pomak	maiņa	pomak	N;ACC;FEM;SG	N;NOM;MASC;SG
tehnika	strojeve	tehnika	stroj	N;NOM;FEM;SG	N;ACC;MASC;PL
standarts	standardni	standarts	standardan	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
standarts	standardno	standarts	standardno	N;NOM;MASC;SG	ADV
standarts	standardna	standarts	standardan	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
dzirnavu	mlin	dzirnava	mlin	N;ACC;FEM;SG	N;NOM;MASC;SG
dzirnavu	mill	dzirnava	mill	N;ACC;FEM;SG	PROPN;NOM;MASC;SG
pabeigts	završeno	pabeigt	završiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
pabeigts	dovršeno	pabeigt	dovršiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
pabeigts	završena	pabeigt	završiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
pabeigts	završeno	pabeigt	završiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
