और	og	और	og		CONJ
अणु	partikler	अणु	partikel	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
अणु	partiklerne	अणु	partikel	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
अणु	atomer	अणु	atome	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
भीड़	overfyldt	भीड़	overfylde	N;NOM;FEM;SG;3	ADJ;INDF;SG
ब्लू	blå	ब्लू	blå	PROPN;NOM;MASC;SG;3	ADJ;PL
ब्लू	blåt	ब्लू	blå	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
ब्लू	blue	ब्लू	blue	PROPN;NOM;MASC;SG;3	
ब्लू	blues	ब्लू	blue	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
रिकॉर्डिंग	optager	रिकॉर्डिंग	optage	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
क्रेडिट	credits	क्रेडिट	credits	N;NOM;MASC;SG;3	
क्रेडिट	kreditter	क्रेडिट	kreditte	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
द्वीपसमूह	øerne	द्वीपसमूह	øerne	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
द्वीपसमूह	øer	द्वीपसमूह	øe	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
स्कोर	score	स्कोर	score	N;NOM;MASC;SG;3	V;NFIN;ACT
स्कोर	score	स्कोर	score	N;NOM;MASC;SG;3	V;NFIN;ACT
स्कोर	scorer	स्कोर	score	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
अवशेष	rest	अवशेष	rest	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
अवशेष	resterende	अवशेष	resterende	N;NOM;MASC;PL;3	V;PRS;V.PTCP
अवशेष	tilbageværende	अवशेष	tilbageværende	N;NOM;MASC;PL;3	ADJ
अवशेष	rest	अवशेष	rest	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
गुजराती	gujarati	गुजराती	gujarati	PROPN;NOM;FEM;SG;3	
चेतावनी	advarsler	चेतावनी	advarsel	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
चेतावनी	indberetninger	चेतावनी	indberetning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
चेतावनी	underretninger	चेतावनी	underretning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
चेतावनी	alarmer	चेतावनी	alarme	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
चेतावनी	advarsler	चेतावनी	advarsel	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
परामर्श	konsultationer	परामर्श	konsultation	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
परामर्श	høringer	परामर्श	høring	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
दंड	straffe	दंड	straffe	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
दंड	sanktioner	दंड	sanktion	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
दंड	straffe	दंड	straffe	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
दंड	straffe	दंड	straffe	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
हिट	hits	हिट	hits		N;INDF;NEUT;SG
हिट	rammer	हिट	ramme		V;IND;PRS;FIN;ACT
हिट	ramte	हिट	ramme		V;IND;PST;FIN;ACT
हिट	ramt	हिट	ramme		V;INDF;SG;PST;V.PTCP
हिट	slå	हिट	slå		V;NFIN;ACT
हिट	hit	हिट	hit		N;INDF;NEUT;SG
प्रतिबंध	begrænsninger	प्रतिबंध	begrænsning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
प्रतिबंध	restriktioner	प्रतिबंध	restriktion	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
प्रतिबंध	restriktioner	प्रतिबंध	restriktion	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
पढ़ाई	studier	पढ़ाई	studi	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
पढ़ाई	studeret	पढ़ाई	studere	N;NOM;FEM;SG;3	V;INDF;SG;PST;V.PTCP
पढ़ाई	undersøgt	पढ़ाई	undersøge	N;NOM;FEM;SG;3	V;INDF;SG;PST;V.PTCP
पढ़ाई	studerede	पढ़ाई	studere	N;NOM;FEM;SG;3	V;IND;PST;FIN;ACT
जैक	jack	जैक	jack	PROPN;NOM;MASC;SG;3	
संदर्भित	refereret	संदर्भित	referere	ADJ	V;INDF;SG;PST;V.PTCP
संदर्भित	refererede	संदर्भित	referere	ADJ	V;IND;PST;FIN;ACT
पहाड़	mountain	पहाड	mountain	N;NOM;MASC;SG;3	
बांध	dam	बांध	dam	V;SG;FIN;ACT	
बांध	dæmningen	बांध	dæmning	V;SG;FIN;ACT	N;DEF;MASC+FEM;SG
बांध	dæmning	बांध	dæmning	V;SG;FIN;ACT	N;INDF;MASC+FEM;SG
बांध	dige	बांध	dige	V;SG;FIN;ACT	N;INDF;NEUT;SG
बांध	molen	बांध	mole	V;SG;FIN;ACT	N;DEF;MASC+FEM;SG
बांध	kaj	बांध	kaj	V;SG;FIN;ACT	PROPN
बांध	pier	बांध	pier	V;SG;FIN;ACT	N;INDF;MASC+FEM;SG
बांध	mole	बांध	mole	V;SG;FIN;ACT	N;INDF;MASC+FEM;SG
क्रांतिकारी	revolutionerende	क्रांतिकारी	revolutionere	N;NOM;MASC;SG;3	V;PRS;V.PTCP
क्रांतिकारी	revolutionær	क्रांतिकारी	revolutionær	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
क्रांतिकारी	revolutionære	क्रांतिकारी	revolutionær	N;NOM;MASC;SG;3	ADJ;PL
आउट	stumper	आउट	stump	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
आउट	ud	आउट	ud	N;NOM;MASC;SG;3	ADV
आउट	out	आउट	out	N;NOM;MASC;SG;3	
आउट	ude	आउट	ude	N;NOM;MASC;SG;3	ADV
संशोधित	revideret	संशोधित	revidere	ADJ	V;INDF;SG;PST;V.PTCP
संशोधित	reviderede	संशोधित	revidere	ADJ	V;PL;PST;V.PTCP
संशोधित	korrigerede	संशोधित	korrigere	ADJ	V;IND;PST;FIN;ACT
संशोधित	korrigeret	संशोधित	korrigere	ADJ	V;INDF;SG;PST;V.PTCP
संशोधित	rettet	संशोधित	rette	ADJ	V;INDF;SG;PST;V.PTCP
संशोधित	modificerede	संशोधित	modificere	ADJ	V;PL;PST;V.PTCP
संशोधित	ændret	संशोधित	ændre	ADJ	V;INDF;SG;PST;V.PTCP
संशोधित	modificeret	संशोधित	modificeret	ADJ	V;INDF;SG;PST;V.PTCP
संशोधित	ombygget	संशोधित	ombygge	ADJ	V;INDF;SG;PST;V.PTCP
नौसेना	navy	नौसेना	navy	N;NOM;FEM;SG;3	
सहमति	aftalt	सहमति	aftale	N;NOM;FEM;SG;3	V;INDF;SG;PST;V.PTCP
सूचित	orienteret	सूचित	orientere	ADJ	V;INDF;SG;PST;V.PTCP
सूचित	informerede	सूचित	informere	ADJ	V;PL;PST;V.PTCP
सूचित	oplyst	सूचित	oplyse	ADJ	V;INDF;SG;PST;V.PTCP
सूचित	underrettet	सूचित	underrettet	ADJ	V;INDF;SG;PST;V.PTCP
सूचित	informeret	सूचित	informere	ADJ	V;INDF;SG;PST;V.PTCP
सूचित	underrette	सूचित	underrette	ADJ	V;NFIN;ACT
सूचित	underret	सूचित	underret	ADJ	V;IMP
सूचित	anmelde	सूचित	anmelde	ADJ	V;NFIN;ACT
कवर	dækning	कवर	dækning		N;INDF;MASC+FEM;SG
कवर	dække	कवर	dække		V;NFIN;ACT
कवर	omslag	कवर	omslag		N;INDF;NEUT;SG
कवर	cover	कवर	cove		N;INDF;MASC+FEM;SG
कवर	dæk	कवर	dæk		N;INDF;NEUT;PL
कवर	overtræk	कवर	overtræk		N;INDF;NEUT;SG
कवर	omslag	कवर	omslag		N;INDF;NEUT;SG
कवर	dækker	कवर	dække		V;IND;PRS;FIN;ACT
भय	frygter	भय	frygte	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
अस्थायी	flygtig	अस्थायी	flygtig	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
अस्थायी	forbigående	अस्थायी	forbigående	N;NOM;MASC;SG;3	ADJ
अस्थायी	midlertidig	अस्थायी	midlertidig	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
अस्थायी	midlertidigt	अस्थायी	midlertidigt	N;NOM;MASC;SG;3	ADV
अस्थायी	foreløbigt	अस्थायी	foreløbigt	N;NOM;MASC;SG;3	ADV
अस्थायी	foreløbige	अस्थायी	foreløbige	N;NOM;MASC;SG;3	ADJ;PL
अस्थायी	foreløbig	अस्थायी	foreløbig	N;NOM;MASC;SG;3	ADV
अस्थायी	temp	अस्थायी	temp	N;NOM;MASC;SG;3	
कमल	lotus	कमल	lotus	PROPN;NOM;MASC;SG;3	
कमल	kamal	कमल	kamal	PROPN;NOM;MASC;SG;3	
नागरिकों	civile	नागरिक	civil	N;ACC;MASC;PL;3	ADJ;PL
प्रमाणित	certificeret	प्रमाणित	certificere	ADJ	V;INDF;SG;PST;V.PTCP
प्रमाणित	attesteret	प्रमाणित	attestere	ADJ	V;INDF;SG;PST;V.PTCP
प्रमाणित	certificerede	प्रमाणित	certificere	ADJ	V;PL;PST;V.PTCP
बुक	bestilt	बुक	bestille	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
बुक	booket	बुक	booke	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
बुक	bogført	बुक	bogføre	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
बुक	reserveret	बुक	reservere	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
बुक	book	बुक	book	N;NOM;MASC;SG;3	V;IMP
माप	foranstaltning	माप	foranstaltning		N;INDF;MASC+FEM;SG
माप	måle	माप	måle		V;NFIN;ACT
माप	måling	माप	måling		N;INDF;MASC+FEM;SG
माप	målinger	माप	måling		N;INDF;MASC+FEM;PL
माप	måling	माप	måling		N;INDF;MASC+FEM;SG
माप	målinger	माप	måling		N;INDF;MASC+FEM;PL
थॉमस	thomas	थॉमस	thomas	PROPN;NOM;MASC;SG;3	
कानपुर	kanpur	कानपुर	kanpur	PROPN;NOM;MASC;SG;3	PROPN
एडवर्ड	edvard	एडवर्ड	edvard	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
एडवर्ड	edward	एडवर्ड	edward	PROPN;NOM;MASC;SG;3	
ओलम्पिक	olympiske	ओलम्पिक	olympisk	PROPN;NOM;MASC;SG;3	ADJ;PL
ओलम्पिक	olympic	ओलम्पिक	olympic	PROPN;NOM;MASC;SG;3	
ओलम्पिक	olympisk	ओलम्पिक	olympisk	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
गणेश	ganesh	गणेश	ganesh	PROPN;NOM;MASC;SG;3	
गणेश	ganesha	गणेश	ganesha	PROPN;NOM;MASC;SG;3	N;GEN;INDF;MASC+FEM;SG
वसा	fats	वसा	fats	N;NOM;MASC;SG;3	
वसा	fedtstoffer	वसा	fedtstof	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
वसा	fed	वसा	fed	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
वसा	fedt	वसा	fedt	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
वसा	fede	वसा	fed	N;NOM;MASC;SG;3	ADJ;PL
नजर	øjne	नजर	øje	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
नजर	eye	नजर	ey	N;NOM;FEM;SG;3	
असर	virkninger	असर	virkning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
सीधा	lige	सीधा	lige	ADJ;NOM;MASC;SG	ADV
सीधा	straight	सीधा	straight	ADJ;NOM;MASC;SG	
सीधा	direkte	सीधा	direkte	ADJ;NOM;MASC;SG	ADV
सीधा	direct	सीधा	direct	ADJ;NOM;MASC;SG	N;INDF;MASC+FEM;SG
ग्रीन	green	ग्रीन	gre		
ग्रीन	grønt	ग्रीन	grøn		ADJ;INDF;NEUT;SG
ग्रीन	grønne	ग्रीन	grøn		ADJ;PL
ग्रीन	grøn	ग्रीन	grøn		ADJ;INDF;MASC+FEM;SG
नामित	opkaldt	नामित	opkalde	ADJ	V;INDF;SG;PST;V.PTCP
नामित	navngivet	नामित	navngivet	ADJ	V;INDF;SG;PST;V.PTCP
भागीदारी	partnerskaber	भागीदारी	partnerskab	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
उद्योगों	industries	उद्योग	industri	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;SG
उद्योगों	iværksætter	उद्योग	iværksætte	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;SG
उद्योगों	entreprenør	उद्योग	entreprenør	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;SG
स्टॉक	lager	स्टॉक	lage	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
मर	dødt	मर	død	V;ACT	ADJ;INDF;NEUT;SG
मर	døde	मर	død	V;ACT	ADJ;PL
मर	død	मर	død	V;ACT	N;INDF;MASC+FEM;SG
मर	dead	मर	dead	V;ACT	
बच्चन	bachchan	बच्चन	bachchan	PROPN;NOM;SG;3	
गहरी	deep	गहरा	deep	ADJ;NOM;FEM;SG	
गहरी	dybe	गहरा	dyb	ADJ;NOM;FEM;SG	ADJ;PL
गहरी	dybt	गहरा	dybt	ADJ;NOM;FEM;SG	ADV
लिंक्स	los	लिंक्स	los	N;NOM;FEM;SG;3	PROPN
विस्फोट	eksplosioner	विस्फोट	eksplosion	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
विस्फोट	eksplosioner	विस्फोट	eksplosion	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
नक्शा	kort	नक्शा	kort	N;NOM;MASC;SG;3	ADJ;INDF;SG
पाये	fundet	पा	finde	V;PFV;MASC;PL;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
नामांकित	nominerede	नामांकित	nominere	ADJ;NOM	V;PL;PST;V.PTCP
नामांकित	tilmeldte	नामांकित	tilmelde	ADJ;NOM	V;PL;PST;V.PTCP
नामांकित	tilmeldt	नामांकित	tilmelde	ADJ;NOM	V;INDF;SG;PST;V.PTCP
कथन	redegørelser	कथन	redegørelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
कथन	opgørelser	कथन	opgørelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
कथन	erklæringer	कथन	erklæring	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
कथन	udtalelser	कथन	udtalelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
भरे	fyldt	भर	fylde	V;PFV;MASC;PL;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
भरे	udfyldt	भर	udfylde	V;PFV;MASC;PL;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
ज्वालामुखी	vulkaner	ज्वालामुखी	vulkane	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
बैंकों	banks	बैंक	banks	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;SG
बैंकों	bankers	बैंक	bank	N;ACC;MASC;PL;3	N;GEN;INDF;MASC+FEM;PL
सुल्तान	sultanen	सुल्तान	sultane	PROPN;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
सुल्तान	sultan	सुल्तान	sultan	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सिविल	civil	सिविल	civil	N;NOM;MASC;SG;3	
सिविल	civile	सिविल	civil	N;NOM;MASC;SG;3	ADJ;PL
शेर	lions	शेर	lions	N;NOM;MASC;SG;3	
शेर	løver	शेर	løve	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
शेर	løverne	शेर	løver	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
शेर	sher	शेर	she	N;NOM;MASC;SG;3	
प्रतिदिन	daglige	प्रतिदिन	daglig	N;NOM;MASC;SG;3	ADJ;PL
प्रतिदिन	daglige	प्रतिदिन	daglig	N;NOM;MASC;SG;3	ADJ;PL
प्रतिदिन	dagligt	प्रतिदिन	dagligt	N;NOM;MASC;SG;3	ADV
प्रतिदिन	daily	प्रतिदिन	daily	N;NOM;MASC;SG;3	
प्रतिदिन	daglig	प्रतिदिन	daglig	N;NOM;MASC;SG;3	ADV
असामान्य	usædvanligt	असामान्य	usædvanlig	PROPN;NOM;SG;3	ADJ;INDF;NEUT;SG
असामान्य	usædvanlige	असामान्य	usædvanlig	PROPN;NOM;SG;3	ADJ;PL
असामान्य	usædvanlig	असामान्य	usædvanlig	PROPN;NOM;SG;3	ADJ;INDF;MASC+FEM;SG
असामान्य	abnorm	असामान्य	abnorm	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
असामान्य	unormalt	असामान्य	unormalt	PROPN;NOM;SG;3	ADJ;INDF;NEUT;SG
असामान्य	unormale	असामान्य	unormal	PROPN;NOM;SG;3	ADJ;PL
असामान्य	unormal	असामान्य	unormal	PROPN;NOM;SG;3	ADJ;INDF;MASC+FEM;SG
कमरे	lokaler	कमरा	lokale	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
कमरे	værelser	कमरा	værelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
स्वाद	smage	स्वाद	smage	N;NOM;MASC;SG;3	V;NFIN;ACT
स्वाद	smager	स्वाद	smage	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
चित्रकार	malere	चित्रकार	male	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
विद्यार्थी	eleverne	विद्यार्थी	elev	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
विद्यार्थी	studerende	विद्यार्थी	studere	N;NOM;MASC;SG;3	V;PRS;V.PTCP
विद्यार्थी	elever	विद्यार्थी	elev	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
विद्यार्थी	studenter	विद्यार्थी	student	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
विद्यार्थी	studerende	विद्यार्थी	studere	N;NOM;MASC;SG;3	V;PRS;V.PTCP
पेय	drikkevarer	पेय	drikkevarer	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
पेय	drikker	पेय	drikke	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
पेय	drikke	पेय	drikke	N;NOM;MASC;SG;3	V;NFIN;ACT
पेय	drikkevarer	पेय	drikkevarer	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
पेय	drikkevarer	पेय	drikkevarer	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
अनुक्रम	order	अनुक्रम	orde	N;NOM;MASC;SG;3	
अनुक्रम	bestil	अनुक्रम	bestil	N;NOM;MASC;SG;3	V;IMP
चक	chuck	चक	chuck	PROPN;NOM;MASC;SG;3	
सूचीबद्ध	anført	सूचीबद्ध	anføre	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
सूचीबद्ध	opført	सूचीबद्ध	opføre	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
सूचीबद्ध	angivet	सूचीबद्ध	angive	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
माध्यमिक	sekundære	माध्यमिक	sekundær	N;NOM;MASC;SG;3	ADJ;PL
माध्यमिक	sekundær	माध्यमिक	sekundær	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
माध्यमिक	sekundært	माध्यमिक	sekundært	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
खगोलीय	astronomiske	खगोलीय	astronomisk	PROPN;NOM	ADJ;PL
गौतम	gautama	गौतम	gautama	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
लक्ष्मी	lakshmi	लक्ष्मी	lakshmi	PROPN;NOM;FEM;SG;3	
तार	snore	तार	snore	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
तार	strenge	तार	streng	N;NOM;MASC;SG;3	ADJ;PL
पृथक	isoleret	पृथक	isolere		V;INDF;SG;PST;V.PTCP
पृथक	isolerede	पृथक	isolere		V;PL;PST;V.PTCP
पृथक	separat	पृथक	separat		ADV
पृथक	særskilt	पृथक	særskilt		ADJ;INDF;SG
पृथक	adskilt	पृथक	adskille		V;INDF;SG;PST;V.PTCP
पृथक	separate	पृथक	separat		N;INDF;NEUT;SG
ओम	ohm	ओम	ohm	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जाट	jat	जाट	jat	PROPN;NOM;MASC;SG;3	
संसदीय	parlamentarisk	संसदीय	parlamentarisk	N;NOM;MASC;SG;3	ADV
संसदीय	parlamentariske	संसदीय	parlamentarisk	N;NOM;MASC;SG;3	ADJ;PL
डर	angst	डर	angst		N;INDF;MASC+FEM;SG
डर	frygter	डर	frygte		V;IND;PRS;FIN;ACT
डर	frygt	डर	frygt		N;INDF;MASC+FEM;SG
डर	bange	डर	bange		ADJ
करियर	karrierer	करियर	karriere	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
शुक्र	fre	शुक्र	fre	PROPN;NOM;MASC;SG;3	ADV
शुक्र	venus	शुक्र	venus	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जानवर	dyrs	जानवर	dyr	N;NOM;MASC;SG;3	N;GEN;INDF;NEUT;PL
जानवर	animalsk	जानवर	animalsk	N;NOM;MASC;SG;3	ADJ;INDF;SG
जानवर	animal	जानवर	animal	N;NOM;MASC;SG;3	
आना	ana	आ	ana	V;MASC;NFIN;ACT	
चेहरे	ansigts	चेहरा	ansigt	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
चेहरे	ansigt	चेहरा	ansigt	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
चेहरे	ansigtet	चेहरा	ansigt	N;NOM;MASC;PL;3	N;DEF;NEUT;SG
चेहरे	fjæs	चेहरा	fjæs	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
चेहरे	face	चेहरा	face	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
अंग्रेज	englændere	अंग्रेज	englænder	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
अंग्रेज	engelske	अंग्रेज	engelsk	N;NOM;MASC;SG;3	ADJ;PL
अंग्रेज	engelsk	अंग्रेज	engelsk	N;NOM;MASC;SG;3	ADJ;INDF;SG
अंग्रेज	english	अंग्रेज	english	N;NOM;MASC;SG;3	
चिन्ह	symboler	चिन्ह	symbol	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
चरम	ekstrem	चरम	ekstrem		ADJ;INDF;MASC+FEM;SG
चरम	ekstremt	चरम	ekstremt		ADJ;INDF;SG
चरम	ekstreme	चरम	ekstrem		ADJ;PL
केन्द्रित	centreret	केंद्रित	centerere	ADJ	V;INDF;SG;PST;V.PTCP
केन्द्रित	fokuseret	केंद्रित	fokusere	ADJ	V;INDF;SG;PST;V.PTCP
कर्ण	karna	कर्ण	karna	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
निर्यात	eksportere	निर्यात	eksportere	N;NOM;MASC;SG;3	V;NFIN;ACT
स्मिथ	smith	स्मिथ	smith	PROPN;NOM;MASC;SG;3	
गाड़ी	car	गाड़ी	car	N;NOM;FEM;SG;3	
उड़ीसा	orissa	उड़ीसा	orissa	PROPN;NOM;MASC;SG;3	
हिंसा	voldshandlinger	हिंसा	voldshandling	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
भर्ती	ansættelser	भर्ती	ansættelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
भर्ती	rekrutterer	भर्ती	rekruttere	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
भर्ती	rekruttere	भर्ती	rekruttere	N;NOM;FEM;SG;3	V;NFIN;ACT
भर्ती	rekruttere	भर्ती	rekruttere	N;NOM;FEM;SG;3	V;NFIN;ACT
भर्ती	ansætter	भर्ती	ansætte	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
स्तंभ	spalter	स्तंभ	spalter	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
स्तंभ	søjler	स्तंभ	søjle	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
स्तंभ	kolonner	स्तंभ	kolon	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
कार्यकाल	åbningstider	कार्यकाल	åbningstid	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
कार्यकाल	arbejdstimer	कार्यकाल	arbejdstime	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
कार्यकाल	timer	कार्यकाल	time	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
ताल	beat	ताल	beat		N;INDF;NEUT;SG
ताल	slået	ताल	slå		V;INDF;SG;PST;V.PTCP
ताल	slå	ताल	slå		V;NFIN;ACT
ताल	taal	ताल	taal		
आजादी	freedom	आजादी	freedom	N;NOM;FEM;SG;3	
बोध	opfattelse	बोध	opfattelse		N;INDF;MASC+FEM;SG
बोध	opfattelsen	बोध	opfattelse		N;DEF;MASC+FEM;SG
मलेशिया	malaysia	मलेशिया	malaysia	PROPN;NOM;MASC;SG;3	
बनाम	versus	बनाम	versus		
बनाम	kontra	बनाम	kontra		N;INDF;MASC+FEM;SG
जीवनी	biografi	जीवनी	biografi	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
