som	kot	som	kot	ADP	CONJ
beordret	naročeno	beordre	naročen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
beordret	naročil	beordre	naročiti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
sørget	žaloval	sørg	žalovati	N;DEF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
vladimir	vladimir	vladimir	vladimir	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
innviet	začet	innvi	začet	N;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
orgel	orgle	orgel	orgeti	N;INDF;NEUT;SG	N;ACC;MASC;PL
info	informacije	info	informacija	N;INDF;MASC;SG	N;NOM;FEM;PL
ray	ray	ray	ray	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
tilskuere	gledalci	tilskuere	gledalec	N;INDF;FEM;SG	N;NOM;MASC;PL
organer	organe	organer	organ	N;INDF;NEUT;SG	N;ACC;MASC;PL
organer	organi	organer	organ	N;INDF;NEUT;SG	N;NOM;MASC;PL
organer	organih	organer	organ	N;INDF;NEUT;SG	N;ESS;MASC;PL
finale	končna	finale	končen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
finale	končni	finale	končen	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
noensinne	ever	noensinne	ever	N;INDF;SG	
noensinne	kdaj	noensinne	kdaj	N;INDF;SG	ADV
kristin	kristin	kristin	kristina	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
middelhavet	sredozemski	middelhav	sredozemski	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
middelhavet	sredozemsko	middelhav	sredozemsko	N;DEF;NEUT;SG	ADV
nøyaktig	natančni	nøyaktig	natančen	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
forbindelser	povezave	forbindelse	povezava	N;INDF;NEUT;SG	N;NOM;FEM;PL
forbindelser	priključki	forbindelse	priključek	N;INDF;NEUT;SG	N;NOM;MASC;PL
kvalifiserte	kvalificirano	kvalifisere	kvalificiran	ADJ;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
kvalifiserte	usposobljena	kvalifisere	usposobljen	ADJ;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
kvalifiserte	kvalificiran	kvalifisere	kvalificiran	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
kvalifiserte	usposobljeno	kvalifisere	usposobljen	ADJ;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
kvalifiserte	usposobljen	kvalifisere	usposobljen	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
kvalifiserte	upravičena	kvalifisere	upravičen	ADJ;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
kvalifiserte	upravičen	kvalifisere	upravičen	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
evans	evans	evans	evans	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
religiøs	verske	religiøs	verski	ADJ;INDF;SG	ADJ;NOM;FEM;PL
hold	drži	hold	držati	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
hold	obdrži	hold	obdržiti	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
hold	ohrani	hold	ohran	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
rudolf	rudolph	rudolf	rudolph	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
rudolf	rudolf	rudolf	rudolf	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
rudolf	rudolf	rudolf	rudolf	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
tårnet	tower	tårne	tower	N;DEF;NEUT;SG	
alex	alex	alex	alex	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
alex	aleš	alex	ali	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
detaljer	detajli	detaljer	detajl	N;INDF;NEUT;SG	N;NOM;MASC;PL
detaljer	podrobnosti	detaljer	podrobnost	N;INDF;NEUT;SG	N;NOM;FEM;PL
torino	torino	torino	torina	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
torino	torinu	torino	torin	N;INDF;MASC;SG	PROPN;DAT;MASC;SG
styrt	vladal	styre	vladati	ADJ;INDF;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
styrt	odločilo	styre	odločiti	ADJ;INDF;SG;V.PTCP	V;PFV;NEUT;SG;V.PTCP
bidratt	prispeval	bidratt	prispevati	N;INDF;NEUT;SG	V;MASC;SG;V.PTCP
stilt	vprašal	stille	vprašati	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
stilt	vprašali	stille	vprašati	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;PL;V.PTCP
just	le	just	le	N;INDF;MASC;SG	PART
just	samo	just	samo	N;INDF;MASC;SG	PART
formet	oblikovane	form	oblikovan	N;DEF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
formet	oblikovani	form	oblikovan	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
formet	oblikovano	form	oblikovan	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
formet	oblikovan	form	oblikovan	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
blandet	mešani	bland	mešan	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP
blandet	mešana	bland	mešan	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
blandet	mešane	bland	mešan	N;DEF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
blandet	mešano	bland	mešan	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
publiserte	objavljeno	publisere	objavljen	V;IND;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
publiserte	objavljene	publisere	objavljen	V;IND;PST;FIN	ADJ;NOM;FEM;PL;V.PTCP
publiserte	objavljena	publisere	objavljen	V;IND;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
publiserte	objavljeno	publisere	objavljen	V;IND;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
publiserte	objavljeni	publisere	objavljen	V;IND;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
publiserte	objavljen	publisere	objavljen	V;IND;PST;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
tilstand	državno	tilstand	državen	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
sam	sam	sam	samo	N;INDF;MASC;SG	PART
geografisk	zemljepisno	geografisk	zemljepisno	ADJ;INDF;NEUT;SG	ADV
bytte	preklopi	byte	preklop	ADJ;PL;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
bytte	zamenjaj	byte	zamenjaj	ADJ;PL;V.PTCP	V;PFV;IMP;SG;2;FIN
bytte	stikalo	byte	stikalo	ADJ;PL;V.PTCP	N;NOM;NEUT;SG
bytte	trgovanje	byte	trgovanje	ADJ;PL;V.PTCP	N;NOM;NEUT;SG
bytte	trgovina	byte	trgovina	ADJ;PL;V.PTCP	N;NOM;FEM;SG
bytte	menjava	byte	menjava	ADJ;PL;V.PTCP	N;NOM;FEM;SG
bytte	plen	byte	plen	ADJ;PL;V.PTCP	N;NOM;MASC;SG
bytte	zamenjava	byte	zamenjava	ADJ;PL;V.PTCP	N;NOM;FEM;SG
bytte	zamenjaj	byte	zamenjaj	ADJ;PL;V.PTCP	V;PFV;IMP;SG;2;FIN
bytte	swap	byte	swap	ADJ;PL;V.PTCP	N;NOM;MASC;SG
bytte	menjava	byte	menjava	ADJ;PL;V.PTCP	N;NOM;FEM;SG
bytte	izmenjava	byte	izmenjava	ADJ;PL;V.PTCP	N;NOM;FEM;SG
bytte	izmenjavo	byte	izmenjava	ADJ;PL;V.PTCP	N;ACC;FEM;SG
bytte	izmenjave	byte	izmenjava	ADJ;PL;V.PTCP	N;NOM;FEM;PL
bytte	menjava	byte	menjava	ADJ;PL;V.PTCP	N;NOM;FEM;SG
påbegynt	začet	påbegynt	začet	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
københavns	københavnu	københavns	krbenhaven	N;INDF;MASC;SG	ADJ;DAT;MASC;SG
fanget	ujeta	fang	ujeti	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
fanget	ujeti	fang	ujeti	N;DEF;NEUT;SG	V;PFV;NFIN
fanget	ujet	fang	ujet	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
fanget	ujete	fang	ujeti	N;DEF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
fanget	ujeta	fang	ujeti	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
fanget	ujel	fang	ujeti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
fanget	ujeli	fang	ujeti	N;DEF;NEUT;SG	V;PFV;MASC;PL;V.PTCP
fanget	ujet	fang	ujet	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
fanget	ujeli	fang	ujeti	N;DEF;NEUT;SG	V;PFV;MASC;PL;V.PTCP
fanget	ujeta	fang	ujeti	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
fanget	zajeti	fang	zajeti	N;DEF;NEUT;SG	V;PFV;NFIN
fanget	ujet	fang	ujet	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
two	dve	Two	dva		NUM;NOM;FEM;DU
two	dva	Two	dva		NUM;NOM;MASC;DU
mil	kilometre	mil	kilometer	N;INDF;FEM;SG	N;ACC;MASC;PL
mil	kilometri	mil	kilometer	N;INDF;FEM;SG	N;NOM;MASC;PL
mil	miles	mil	miles	N;INDF;FEM;SG	
mil	kilometrov	mil	kilometer	N;INDF;FEM;SG	N;GEN;MASC;PL
mil	milj	mil	milja	N;INDF;FEM;SG	N;NOM;FEM;PL
hode	head	hode	heada	N;INDF;MASC;SG	
fag	pouk	fag	pouk	N;INDF;NEUT;PL	N;NOM;MASC;SG
fag	predmet	fag	predmet	N;INDF;NEUT;PL	N;NOM;MASC;SG
fag	osebek	fag	osebek	N;INDF;NEUT;PL	N;NOM;MASC;SG
fag	subjekt	fag	subjekt	N;INDF;NEUT;PL	N;NOM;MASC;SG
olaf	olaf	olaf	olaf	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
vinger	krila	vinge	krilo	N;INDF;MASC;SG	N;NOM;NEUT;PL
vinger	krilca	vinge	krilec	N;INDF;MASC;SG	N;NOM;MASC;DU
vinger	krili	vinge	krilo	N;INDF;MASC;SG	N;NOM;MASC;PL
søk	uveljavi	søk	uveljava	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
likt	všeč	lik	všeč	ADJ;INDF;NEUT;SG	ADV
flytende	plavajoče	flytende	plavajoč	N;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
flytende	tekoče	flytende	tekoče	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
flytende	tekočine	flytende	tekočina	N;INDF;MASC;SG	N;NOM;FEM;PL
flytende	tekoča	flytende	tekoč	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
flytende	tekoči	flytende	tekoč	N;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
utenom	razen	utenom	razen	N;INDF;NEUT;SG	ADP;GEN
led	trpel	led	trpeti	N;INDF;MASC;SG	V;IPFV;MASC;SG;V.PTCP
led	trpela	led	trpeti	N;INDF;MASC;SG	V;IPFV;FEM;SG;V.PTCP
led	vodil	led	voditi	N;INDF;MASC;SG	V;IPFV;MASC;SG;V.PTCP
led	povedel	led	povedeti	N;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
hot	vroče	hot	vroč	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
hot	vroč	hot	vroč	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
hot	vroča	hot	vroč	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
seire	zmag	seire	zmag	N;INDF;NEUT;SG	N;GEN;FEM;PL
seire	zmage	seire	zmaga	N;INDF;NEUT;SG	N;NOM;FEM;PL
seire	prevladujejo	seire	prevladovati	N;INDF;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN
discovery	discovery	discovery	discovery	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
stillehavet	pacific	stillehav	pacifica	N;DEF;NEUT;SG	
uavgjort	kravato	uavgjort	kravat	ADJ;INDF;NEUT;SG	ADV
uavgjort	žreb	uavgjort	žreb	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
uavgjort	narisal	uavgjort	narisati	ADJ;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
uavgjort	vezani	uavgjort	vezan	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
uavgjort	zavezal	uavgjort	zavezati	ADJ;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
gutter	fanta	gutter	fant	N;INDF;FEM;PL	N;ACC;MASC;SG
gutter	druščina	gutter	druščina	N;INDF;FEM;PL	N;NOM;FEM;SG
lyse	svetlo	lyse	svetlo	ADJ;PL	ADV
lyse	svetla	lyse	svetel	ADJ;PL	ADJ;NOM;FEM;SG
uppsala	uppsala	uppsala	uppsati	N;DEF;FEM;SG	V;PFV;FEM;SG;V.PTCP
trafikk	prometni	trafikk	prometen	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
tilbud	ponudbe	tilbud	ponudba	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilbud	ponuja	tilbud	ponujati	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
order	naročila	ord	naročiti	N;INDF	V;PFV;FEM;SG;V.PTCP
order	naroči	ord	naroči	N;INDF	V;PFV;IND;SG;3;PRS;FIN
dukker	punčke	dukke	punčka	N;INDF;NEUT;SG	N;NOM;FEM;PL
dukker	lutke	dukke	lutka	N;INDF;NEUT;SG	N;NOM;FEM;PL
dukker	lutk	dukke	lutka	N;INDF;NEUT;SG	N;GEN;FEM;PL
enklere	lažje	enklere	lahko	V;NFIN	ADV;CMPR
enklere	lažji	enklere	lahek	V;NFIN	ADJ;NOM;DEF;CMPR;MASC;SG
enklere	enostavneje	enklere	enostavno	V;NFIN	ADJ;NOM;CMPR;NEUT;SG
enklere	lažja	enklere	lahek	V;NFIN	ADJ;NOM;CMPR;FEM;SG
enklere	enostavneje	enklere	enostavno	V;NFIN	ADJ;NOM;CMPR;NEUT;SG
enklere	enostavnejše	enklere	enostaven	V;NFIN	ADJ;NOM;CMPR;NEUT;SG
spredte	raztresena	spredte	raztresen	ADJ;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
datert	hodila	datere	hoditi	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;FEM;SG;V.PTCP
verlag	verlag	verlag	verlag	N;INDF;NEUT;SG	
jernbane	železnice	jernbane	železnica	N;INDF;FEM;SG	N;NOM;FEM;PL
foreløpig	predhodno	foreløpig	predhodno	ADJ;INDF;NEUT;SG	ADV
when	kadar	when	kadar		CONJ
when	ko	when	ko		CONJ
when	kdaj	when	kdaj		ADV
praha	pragi	prahe	praga	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
sky	sky	sky	sky	N;INDF;FEM;SG	
miller	miller	mille	miller	N;INDF;MASC;SG	
seilte	odplula	seilje	odpluti	N;INDF;NEUT;SG	V;PFV;FEM;SG;V.PTCP
fine	lep	fin	lep	ADJ;PL	ADJ;NOM;INDF;MASC;SG
fine	prijetno	fin	prijeten	ADJ;PL	ADJ;NOM;NEUT;SG
fine	lepo	fin	lep	ADJ;PL	ADJ;NOM;NEUT;SG
valley	valley	valley	valley	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
valley	doline	valley	dolina	N;INDF;MASC;SG	N;NOM;FEM;PL
stengt	zaprte	stenge	zaprt	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
stengt	zaprti	stenge	zaprt	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
down	dol	down	dol	N;INDF;SG	
down	navzdol	down	navzdol	N;INDF;SG	ADV
bord	mize	bord	miza	N;INDF;NEUT;SG	N;NOM;FEM;PL
bord	tabele	bord	tabela	N;INDF;NEUT;SG	N;NOM;FEM;PL
bord	preglednice	bord	preglednica	N;INDF;NEUT;SG	N;NOM;FEM;PL
hopp	skoči	hopp	skočiti	N;INDF;NEUT;SG	
hopp	preskoči	hopp	preskočiti	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
istedenfor	namesto	istedenfor	namesto	N;INDF;MASC;SG	ADP;GEN
frihet	svobode	frih	svoboda	N;INDF;MASC;SG	N;NOM;FEM;PL
utføre	opravljanje	utføre	opravljanje	V;NFIN	N;NOM;NEUT;SG
kjetil	kjetil	kjetil	kjetiti	N;MASC	PROPN;NOM;MASC;SG
louise	louise	louis	louis	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
gruppene	skupini	gruppe	skupina	N;DEF;FEM;PL	N;NOM;FEM;DU
konger	kralje	konge	kralj	N;INDF;NEUT;SG	N;ACC;MASC;PL
konger	kralji	konge	kralj	N;INDF;NEUT;SG	N;NOM;MASC;PL
skogen	gozdovi	skog	gozd	N;DEF;MASC;SG	N;NOM;MASC;PL
skogen	woods	skog	woods	N;DEF;MASC;SG	PROPN;NOM;MASC;SG
skogen	gozdni	skog	gozden	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
skogen	gozdovi	skog	gozd	N;DEF;MASC;SG	N;NOM;MASC;PL
kurt	kurt	kurt	kurt	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
henger	obešen	henger	obešen	V;IND;PRS;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
henger	obešanje	henger	obešanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
gjenværende	preostali	gjenværende	preostal	N;INDF;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
gjenværende	preostale	gjenværende	preostal	N;INDF;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
gjenværende	preostalo	gjenværende	preostati	N;INDF;FEM;SG	V;PFV;NEUT;SG;V.PTCP
kommunikasjon	komunikacije	kommunikasjon	komunikacija	N;INDF;MASC;SG	N;NOM;FEM;PL
administrasjon	uprave	administrasjon	uprava	N;INDF;MASC;SG	N;NOM;FEM;PL
revolusjon	revolucije	revolusjon	revolucija	N;INDF;MASC;SG	N;NOM;FEM;PL
omgitt	obkrožen	omgi	obkrožen	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
omgitt	obkrožena	omgi	obkrožen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
omgitt	obkoljena	omgi	obkoljen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
kroatia	hrvaška	kroati	hrvaški	N;DEF;NEUT;PL	ADJ;NOM;FEM;SG
månen	moon	måne	moon	N;DEF;MASC;SG	PROPN;NOM;MASC;SG
illinois	illinois	illinois	illinois	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
diameter	premera	diameter	premer	N;INDF;MASC;PL	N;GEN;MASC;SG
diameter	premer	diameter	premer	N;INDF;MASC;PL	N;NOM;MASC;SG
inger	inger	inger	inger	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
tidene	krat	tid	krat	N;DEF;FEM;PL	ADV
tidene	times	tid	times	N;DEF;FEM;PL	N;NOM;MASC;SG
nettverk	mreže	nettverk	mreža	N;INDF;NEUT;SG	N;NOM;FEM;PL
nettverk	omrežja	nettverk	omrežje	N;INDF;NEUT;SG	N;NOM;NEUT;PL
nettverk	omrežja	nettverk	omrežje	N;INDF;NEUT;SG	N;NOM;NEUT;PL
jenter	punci	jente	punca	N;INDF;FEM;PL	N;NOM;FEM;SG
motsatt	nasproti	motsatt	nasproti	ADJ;INDF;NEUT;SG	
motsatt	nasprotje	motsatt	nasprotje	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
krysser	prečkanje	krysse	prečkanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
krysser	prehod	krysse	prehod	V;IND;PRS;FIN	N;NOM;MASC;SG
krysser	križarka	krysse	križarka	V;IND;PRS;FIN	N;NOM;FEM;SG
munner	ust	munne	usta	V;IND;PRS;FIN	N;GEN;NEUT;PL
munner	usta	munne	usta	V;IND;PRS;FIN	N;NOM;NEUT;PL
regionale	regionalno	regional	regionalen	ADJ;PL	ADJ;NOM;NEUT;SG
regionale	regionalna	regional	regionalen	ADJ;PL	ADJ;NOM;FEM;SG
regionale	regionalni	regional	regionalen	ADJ;PL	ADJ;NOM;MASC;SG
lave	nizki	lave	nizek	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
lave	nizka	lave	nizek	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
lave	nizko	lave	nizko	N;INDF;NEUT;SG	ADV
lave	nizek	lave	nizek	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
lave	nizke	lave	nizek	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
dele	deli	dele	del	V;NFIN	N;NOM;MASC;PL
dele	delež	dele	delež	V;NFIN	N;INAN;ACC;MASC;SG
håper	upanja	håpe	upanje	V;IND;PRS;FIN	N;GEN;NEUT;SG
håper	hope	håpe	hopa	V;IND;PRS;FIN	
håper	upanje	håpe	upanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
redde	reševalna	redd	reševalen	ADJ;PL	ADJ;NOM;FEM;SG
redde	reševanje	redd	reševanje	ADJ;PL	N;NOM;NEUT;SG
nes	nes	nes	nes	N;INDF;NEUT;SG	
main	glavne	main	glaven	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
main	main	main	main	N;INDF;NEUT;SG	
main	glavni	main	glaven	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
main	glavno	main	glaven	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
main	glavna	main	glaven	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
reidar	reidar	reid	reidar	N;INDF;MASC;SG	
egnet	primerna	egn	primeren	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG
egnet	primerno	egn	primeren	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
egnet	primerni	egn	primeren	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL
egnet	ustrezna	egn	ustrezen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG
egnet	primeren	egn	primeren	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
stiller	stiller	stille	stiller	V;IND;PRS;FIN	N;NOM;MASC;SG
home	domača	home	domač	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
home	doma	home	doma	N;INDF;NEUT;SG	ADV
home	domov	home	domov	N;INDF;NEUT;SG	ADV
halden	halden	halde	halden	ADJ;INDF;SG;V.PTCP	N;NOM;MASC;SG
tilpasset	prilagojena	tilpass	prilagojen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
tilpasset	prilagojene	tilpass	prilagojen	N;DEF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
tilpasset	prilagojen	tilpass	prilagojen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
tilpasset	prilagojeni	tilpass	prilagojen	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
tilpasset	prilagojeno	tilpass	prilagojen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
tilpasset	prirejen	tilpass	prirejen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
israelske	izraelsko	israelsk	izraelski	ADJ;PL	ADJ;NOM;NEUT;SG
israelske	izraelska	israelsk	izraelski	ADJ;PL	ADJ;NOM;FEM;SG
israelske	izraelski	israelsk	izraelski	ADJ;PL	ADJ;NOM;MASC;SG
billy	billy	billy	billy	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
fox	fox	fox	fox	N	PROPN;NOM;MASC;SG
viii	viii	viii	videti	N;INDF	
overgang	prehodno	overgang	prehodno	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
tyrkisk	turška	tyrkisk	turški	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
tyrkisk	turški	tyrkisk	turški	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
tyrkisk	turško	tyrkisk	turški	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
innlegg	objava	innlegg	objava	N;INDF;NEUT;PL	N;NOM;FEM;SG
innlegg	post	innlegg	post	N;INDF;NEUT;PL	N;NOM;MASC;SG
innlegg	objavi	innlegg	objava	N;INDF;NEUT;PL	N;DAT;FEM;SG
innlegg	objavo	innlegg	objava	N;INDF;NEUT;PL	N;ACC;FEM;SG
innlegg	napotitvi	innlegg	napotitev	N;INDF;NEUT;PL	N;DAT;FEM;SG
innlegg	objavljanje	innlegg	objavljanje	N;INDF;NEUT;PL	N;NOM;NEUT;SG
opplevde	izkušeni	oppleve	izkušen	V;IND;PST;FIN	ADJ;NOM;MASC;PL
opplevde	izkušena	oppleve	izkušen	V;IND;PST;FIN	N;NOM;FEM;SG
opplevde	izkušen	oppleve	izkušen	V;IND;PST;FIN	ADJ;NOM;INDF;MASC;SG
administratorer	upravitelji	administrator	upravitelj	N;INDF;NEUT;SG	N;NOM;MASC;PL
administratorer	administratorji	administrator	administrator	N;INDF;NEUT;SG	N;NOM;MASC;PL
administratorer	skrbniki	administrator	skrbnik	N;INDF;NEUT;SG	N;NOM;MASC;PL
administratorer	upravljavci	administrator	upravljavec	N;INDF;NEUT;SG	N;NOM;MASC;PL
administratorer	upravitelji	administrator	upravitelj	N;INDF;NEUT;SG	N;NOM;MASC;PL
trengte	potreben	trengje	potreben	V;IND;PST;FIN	ADJ;NOM;INDF;MASC;SG
trengte	potrebna	trengje	potreben	V;IND;PST;FIN	ADJ;NOM;FEM;SG
snakket	spregovorila	snakke	spregovoriti	N;DEF;NEUT;SG	V;PFV;FEM;SG;V.PTCP
snakket	govoril	snakke	govoriti	N;DEF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
snakket	govoril	snakke	govoriti	N;DEF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
att	att	att	att	ADP	
fløy	letel	fløy	leteti	N;INDF;FEM;SG	V;IPFV;MASC;SG;V.PTCP
fløy	poletela	fløy	poleteti	N;INDF;FEM;SG	V;PFV;FEM;SG;V.PTCP
fløy	letela	fløy	leteti	N;INDF;FEM;SG	V;IPFV;FEM;SG;V.PTCP
trekker	vlečenje	trekke	vlečenje	V;IND;PRS;FIN	N;NOM;NEUT;SG
vind	vetrovi	vind	veter	N;INDF;MASC;SG	N;NOM;MASC;PL
andel	deli	andel	del	N;INDF;MASC;SG	N;NOM;MASC;PL
andel	delimo	andel	deliti	N;INDF;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN
andel	delim	andel	del	N;INDF;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN
høyden	višine	høyd	višina	N;DEF;MASC;SG	N;NOM;FEM;PL
tidvis	občasno	tidvis	občasno	ADJ;INDF;NEUT;SG	ADV
funksjoner	funkcije	funksjon	funkcija	N;INDF;MASC;SG	N;NOM;FEM;PL
funksjoner	funkcij	funksjon	funkcija	N;INDF;MASC;SG	N;GEN;FEM;PL
funksjoner	lastnosti	funksjon	lastnost	N;INDF;MASC;SG	N;NOM;FEM;PL
funksjoner	značilnosti	funksjon	značilnost	N;INDF;MASC;SG	N;NOM;FEM;PL
