से	от	से	от		ADP
संक्रमित	инфектирани	संक्रमित	инфектирам	N;NOM;MASC;SG;3	V;PFV;INDF;PL;V.PTCP;PASS
संक्रमित	заразен	संक्रमित	заразя-(се)	N;NOM;MASC;SG;3	V;PFV;INDF;MASC;SG;V.PTCP;PASS
संक्रमित	заразени	संक्रमित	заразя-(се)	N;NOM;MASC;SG;3	V;PFV;INDF;PL;V.PTCP;PASS
देखना	гледане	देख	гледане	V;MASC;NFIN;ACT	N;INDF;NEUT;SG
ख़ास	специална	खक़ास	специален		ADJ;INDF;FEM;SG
ख़ास	специално	खक़ास	специално		ADV
ख़ास	специални	खक़ास	специален		ADJ;INDF;PL
ख़ास	специален	खक़ास	специален		ADJ;INDF;MASC;SG
गोस्वामी	госвами	गोस्वामी	госвам	PROPN;NOM;SG;3	N;INDF;MASC;PL
स्पेनिश	испанци	स्पेनिश	испанец	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
स्पेनिश	испанска	स्पेनिश	испански	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
स्पेनिश	испанско	स्पेनिश	испански	PROPN;NOM;MASC;SG;3	ADV
स्पेनिश	испански	स्पेनिश	испански	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
निरीक्षण	инспекции	निरीक्षण	инспекция	N;NOM;MASC;SG;3	N;INDF;FEM;PL
त्रुटि	грешки	त्रुटि	грешка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ऊँची	високи	ऊँचा	висок	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ऊँची	високо	ऊँचा	високо	ADJ;NOM;FEM;SG	ADV
आराम	спокойна	आराम	спокоен	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
आराम	спокоен	आराम	спокоен	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
आराम	отпуснат	आराम	отпусна-(се)	PROPN;NOM;MASC;SG;3	V;PFV;IND;PL;3;PRS;FIN;ACT
आराम	отпусната	आराम	отпусна-(се)	PROPN;NOM;MASC;SG;3	V;PFV;INDF;FEM;SG;V.PTCP;PASS
आराम	комфорт	आराम	комфорт	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
आराम	утеха	आराम	утех	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
आराम	удобство	आराम	удобство	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
आराम	почивка	आराम	почивка	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
रवि	судан	रवि	судан	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
रवि	сън	रवि	сън	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
रवि	слънце	रवि	слънце	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
रवि	рави	रवि	равя-(се)	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
रवि	събиране	रवि	събиране	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
तलाश	търси	तलाश	търся	N;NOM;FEM;SG;3	V;IPFV;IMP;SG;3;PRS;FIN
पिछली	прев	पिछला	прев	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
बेटा	синко	बेटा	синко	N;NOM;MASC;SG;3	INTJ
बेटा	сине	बेटा	син	N;NOM;MASC;SG;3	PART
उपमहाद्वीप	субконтинент	उपमहाद्वीप	субконтинент	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
टुकड़े	бройки	टुकडा	бройка	V;PFV;MASC;PL;V.PTCP;ACT	N;INDF;FEM;PL
टुकड़े	парченца	टुकडा	парченц	V;PFV;MASC;PL;V.PTCP;ACT	N;INDF;NEUT;PL
टुकड़े	парчета	टुकडा	парче	V;PFV;MASC;PL;V.PTCP;ACT	N;INDF;NEUT;PL
क्रिस्टल	кристална	क्रिस्टल	кристален	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
क्रिस्टल	кристално	क्रिस्टल	кристално	N;NOM;MASC;SG;3	ADV
प्रसन्न	възхитен	प्रसन्न	възхитен	PROPN;NOM;MASC;SG;3	V;PFV;INDF;MASC;SG;V.PTCP;PASS
प्रसन्न	джоли	प्रसन्न	джол	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
प्रसन्न	доволна	प्रसन्न	доволен	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
प्रसन्न	доволен	प्रसन्न	доволен	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
प्रसन्न	щастлив	प्रसन्न	щастлив	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
प्रसन्न	щастливи	प्रसन्न	щастлив	PROPN;NOM;MASC;SG;3	ADJ;INDF;PL
प्रसन्न	щастлива	प्रसन्न	щастлив	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
प्रसन्न	щастливо	प्रसन्न	щастлив	PROPN;NOM;MASC;SG;3	ADV
प्रसन्न	хепи	प्रसन्न	хеп	PROPN;NOM;MASC;SG;3	INTJ
सार	абстрактно	सार	абстрактно		ADV
पड़ोसी	съседите	पड़ोसी	съсед	N;NOM;MASC;SG;3	N;DEF;MASC;PL
पड़ोसी	съседи	पड़ोसी	съсед	N;NOM;MASC;SG;3	N;INDF;MASC;PL
पड़ोसी	съседи	पड़ोसी	съсед	N;NOM;MASC;SG;3	N;INDF;MASC;PL
गाया	санг	गा	санг	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
भ्रम	илюзии	भ्रम	илюзия	N;NOM;MASC;SG;3	N;INDF;FEM;PL
राजनेता	политик	राजनेता	политик	N;NOM;MASC;PL;3	N;INDF;MASC;SG
गोल्ड	златен	गोल्ड	златен		ADJ;INDF;MASC;SG
गोल्ड	златни	गोल्ड	златен		ADJ;INDF;PL
गोल्ड	златно	गोल्ड	златен		ADV
गोल्ड	златна	गोल्ड	златен		ADJ;INDF;FEM;SG
गोल्ड	злато	गोल्ड	злато		N;INDF;NEUT;SG
रविवार	неделно	रविवार	неделно	PROPN;NOM;MASC;SG;3	ADV
रविवार	неделя	रविवार	неделя	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
नाभिकीय	ядрено	नाभिकीय	ядрен	N;NOM;MASC	ADV
नाभिकीय	ядрен	नाभिकीय	ядрен	N;NOM;MASC	ADJ;INDF;MASC;SG
नाभिकीय	ядрена	नाभिकीय	ядрен	N;NOM;MASC	ADJ;INDF;FEM;SG
नाभिकीय	атомна	नाभिकीय	атомен	N;NOM;MASC	ADJ;INDF;FEM;SG
नाभिकीय	ядрени	नाभिकीय	ядрен	N;NOM;MASC	ADJ;INDF;PL
अपवाद	изключения	अपवाद	изключение		N;INDF;NEUT;PL
अपवाद	изключения	अपवाद	изключение		N;INDF;NEUT;PL
अपवाद	изключение	अपवाद	изключение		N;INDF;NEUT;SG
लिखना	писане	लिख	писане	V;MASC;NFIN;ACT	N;INDF;NEUT;SG
पाप	грехове	पाप	грях	N;NOM;MASC;SG;3	N;INDF;MASC;PL
गले	прегръдки	गला	прегръдка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
सिद्धार्थ	сидхарта	सिद्धार्थ	сидхарт	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
जनक	родител	जनक	родител		N;INDF;MASC;SG
स्वचालित	автоматично	स्वचालित	автоматично	ADJ;NOM	ADV
स्वचालित	авто	स्वचालित	авто	ADJ;NOM	N;INDF;MASC;PL
स्वचालित	автоматизирани	स्वचालित	автоматизирам	ADJ;NOM	V;PFV;INDF;PL;V.PTCP;PASS
स्वचालित	автоматично	स्वचालित	автоматично	ADJ;NOM	ADV
नागपुर	нагпур	नागपुर	нагпур	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
सेमी	полу	सेमी	полу		ADJ;INDF;MASC;SG
असाधारण	необикновено	असाधारण	необикновено		ADV
असाधारण	необикновен	असाधारण	необикновен		ADJ;INDF;MASC;SG
असाधारण	изключителна	असाधारण	изключителен		ADJ;INDF;FEM;SG
असाधारण	изключителен	असाधारण	изключителен		ADJ;INDF;MASC;SG
असाधारण	изключителни	असाधारण	изключителен		ADJ;INDF;PL
असाधारण	изключителна	असाधारण	изключителен		ADJ;INDF;FEM;SG
दर्शक	четец	दर्शक	четец	N;NOM;MASC;PL;3	N;INDF;MASC;SG
दर्शक	зрител	दर्शक	зрител	N;NOM;MASC;PL;3	N;INDF;MASC;SG
दर्शक	аудитория	दर्शक	аудитория	N;NOM;MASC;PL;3	N;INDF;FEM;SG
दर्शक	публика	दर्शक	публика	N;NOM;MASC;PL;3	N;INDF;FEM;SG
दर्शक	зрител	दर्शक	зрител	N;NOM;MASC;PL;3	N;INDF;MASC;SG
इनपुट	входяща	इनपुट	входящ	N;NOM;MASC;SG;3	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
पार्वती	парвати	पार्वती	парват	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
क्लास	клас	क्लास	клас		N;INDF;MASC;SG
क्लास	класа	क्लास	клас		N;DEF;MASC;SG
कलात्मक	артистична	कलात्मक	артистичен	PROPN;NOM;SG;3	ADJ;INDF;FEM;SG
कलात्मक	художествена	कलात्मक	художествен	PROPN;NOM;SG;3	ADJ;INDF;FEM;SG
कलात्मक	артистичен	कलात्मक	артистичен	PROPN;NOM;SG;3	ADJ;INDF;MASC;SG
कलात्मक	артистично	कलात्मक	артистичен	PROPN;NOM;SG;3	ADV
मंगोल	монголците	मंगोल	монголец	PROPN;NOM;MASC;SG;3	N;DEF;MASC;PL
मंगोल	монголия	मंगोल	монголия	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
उपनिषद	упанишад	उपनिषद	упанишад	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PST;FIN;ACT
शुभ	добър	शुभ	добър		ADJ;INDF;MASC;SG
शुभ	добро	शुभ	добър		ADV
शुभ	добре	शुभ	добре		ADV
स्वीकृत	приета	स्वीकृत	приема	PROPN;NOM;MASC;SG;3	V;PFV;INDF;FEM;SG;V.PTCP;PASS
स्वीकृत	приети	स्वीकृत	приема	PROPN;NOM;MASC;SG;3	V;PFV;INDF;PL;V.PTCP;PASS
स्वीकृत	прие	स्वीकृत	приема	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;PST;FIN;ACT
स्वीकृत	прието	स्वीकृत	приема	PROPN;NOM;MASC;SG;3	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
स्वीकृत	приет	स्वीकृत	приема	PROPN;NOM;MASC;SG;3	V;PFV;INDF;MASC;SG;V.PTCP;PASS
स्वीकृत	приема	स्वीकृत	приемам	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
स्वीकृत	одобрено	स्वीकृत	одобря	PROPN;NOM;MASC;SG;3	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
स्वीकृत	одобрен	स्वीकृत	одобря	PROPN;NOM;MASC;SG;3	V;PFV;INDF;MASC;SG;V.PTCP;PASS
स्वीकृत	одобрени	स्वीकृत	одобря	PROPN;NOM;MASC;SG;3	V;PFV;INDF;PL;V.PTCP;PASS
स्वीकृत	одобрена	स्वीकृत	одобря	PROPN;NOM;MASC;SG;3	V;PFV;INDF;FEM;SG;V.PTCP;PASS
बैटरी	батерии	बैटरी	батерия	N;NOM;FEM;SG;3	N;INDF;FEM;PL
बैटरी	акумулатори	बैटरी	акумулатор	N;NOM;FEM;SG;3	N;INDF;MASC;PL
बैटरी	батерии	बैटरी	батерия	N;NOM;FEM;SG;3	N;INDF;FEM;PL
बैटरी	батериите	बैटरी	батерия	N;NOM;FEM;SG;3	N;DEF;FEM;PL
असमर्थ	неспособна	असमर्थ	неспособен	ADP	ADJ;INDF;FEM;SG
पुष्प	цветята	पुष्प	цветя		N;DEF;NEUT;PL
पुष्प	цветя	पुष्प	цвете		N;INDF;NEUT;PL
पुष्प	цвете	पुष्प	цвете		N;INDF;NEUT;SG
अक्षांश	ширина	अक्षांश	ширина	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
मियामी	маями	मियामी	маям-(се)	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
सम्पर्क	контакти	संपर्क	контакт	N;NOM;MASC;SG;3	N;INDF;MASC;PL
सम्पर्क	контакти	संपर्क	контакт	N;NOM;MASC;SG;3	N;INDF;MASC;PL
कार्यवाही	производства	कार्यवाही	производство	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
परिस्थिति	обстоятелства	परिस्थिति	обстоятелство	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
उपलब्धि	постижения	उपलब्धि	постижение	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
कुश्ती	борба	कुश्ती	борба	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
कुश्ती	кеч	कुश्ती	кеч	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
क्लिक	кликнете	क्लिक	кликна	N;NOM;MASC;SG;3	V;PFV;IMP;PL;2;FIN
क्लिक	щрак	क्लिक	щрак	N;NOM;MASC;SG;3	ADV
लेबल	етикети	लेबल	етикет	N;NOM;MASC;SG;3	N;INDF;MASC;PL
लेबल	етикетите	लेबल	етикет	N;NOM;MASC;SG;3	N;DEF;MASC;PL
फैशन	модно	फैशन	моден	N;NOM;MASC;SG;3	ADV
नीला	сини	नीला	син	ADJ;NOM;MASC;SG	ADJ;INDF;PL
नीला	блу	नीला	блу	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
नीला	синьо	नीला	син	ADJ;NOM;MASC;SG	ADV
नीला	син	नीला	син	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
पोर्ट	пристанищата	पोर्ट	пристанище	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
पोर्ट	пристанища	पोर्ट	пристанище	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
विधेयक	бил	विधेयक	съм	N;NOM;MASC;SG;3	V;IPFV;INDF;MASC;IND;SG;V.PTCP;ACT
स्टील	стоманен	स्टील	стоманен	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
रोशन	рошан	रोशन	рошан		N;INDF;MASC;SG
यूनान	гърция	यूनान	гърция	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
ऑस्टिन	остин	ऑस्टिन	остин	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
सेकंड	секунди	सेकंड	секунда	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
सेकंड	второ	सेकंड	втори	PROPN;NOM;MASC;SG;3	ADV
सेकंड	втора	सेकंड	втори	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
सेकंड	втори	सेकंड	втори	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
आलेख	изделия	आलेख	изделие	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
आलेख	статии	आलेख	статия	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आलेख	артикули	आलेख	артикул	N;NOM;MASC;SG;3	N;INDF;MASC;PL
दिव्य	божествен	दिव्य	божествен		ADJ;INDF;MASC;SG
दिव्य	божествена	दिव्य	божествен		ADJ;INDF;FEM;SG
दिव्य	божествени	दिव्य	божествен		ADJ;INDF;PL
दिव्य	божествено	दिव्य	божествено		ADV
फ्लोरिडा	флорида	फ्लोरिडा	флорида	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
नली	маркучи	नली	маркуч	N;NOM;FEM;SG;3	N;INDF;MASC;PL
पूर्वोत्तर	североизточна	पूर्वोत्तर	североизточен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
साक्ष्य	доказателство	साक्ष्य	доказателство	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
कहाँ	къде	कहाँ	къде	PRO	ADV
आंकड़े	статистика	आंकड़ा	статистика	N;NOM;MASC;PL;3	N;INDF;FEM;SG
आंकड़े	статистика	आंकड़ा	статистика	N;NOM;MASC;PL;3	N;INDF;FEM;SG
आंकड़े	статистиката	आंकड़ा	статистика	N;NOM;MASC;PL;3	N;DEF;FEM;SG
उपदेश	проповеди	उपदेश	проповедя	N;NOM;MASC;SG;3	N;INDF;MASC;PL
उपदेश	проповядва	उपदेश	проповядвам-(се)	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
फोटो	снимки	फोटो	снимка	N;NOM;FEM;SG;3	N;INDF;FEM;PL
फोटो	снимките	फोटो	снимка	N;NOM;FEM;SG;3	N;DEF;FEM;PL
चोरी	откраднат	चोरी	открадна	N;NOM;FEM;SG;3	V;PFV;IND;PL;3;PRS;FIN;ACT
चोरी	открадната	चोरी	откраден	N;NOM;FEM;SG;3	ADJ;DEF;FEM;SG
चोरी	крадени	चोरी	крада	N;NOM;FEM;SG;3	V;IPFV;INDF;PL;V.PTCP;PASS
चोरी	откраднати	चोरी	открадна	N;NOM;FEM;SG;3	V;PFV;INDF;PL;V.PTCP;PASS
चोरी	откраднато	चोरी	открадна	N;NOM;FEM;SG;3	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
