nasr	nasr	nasr	nasr	PROPN	
ardere	płonie	ardere	płonąć	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ardere	palenie	ardere	palen	N;INDF;FEM;SG	N;NOM;NEUT;SG
ardere	spalenie	ardere	spalenie	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ardere	pieczenie	ardere	pieczenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
cost	koszty	cost	koszt	N;INDF;MASC;SG	N;NOM;MASC;PL
întoarcere	wróć	întoarcere	wróć	N;INDF;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
întoarcere	zwrot	întoarcere	zwrot	N;INDF;FEM;SG	N;NOM;MASC;SG
întoarcere	zamian	întoarcere	zamian	N;INDF;FEM;SG	
întoarcere	powrót	întoarcere	powrót	N;INDF;FEM;SG	
cercetătorii	naukowcy	cercetător	naukowiec	N;DEF;MASC;PL	N;NOM;MASC;PL
cercetătorii	badacze	cercetător	badacz	N;DEF;MASC;PL	N;NOM;MASC;PL
cercetătorii	naukowców	cercetător	naukowiec	N;DEF;MASC;PL	N;ACC;MASC;PL
peșteră	jaskinia	peșteră	jaskiniać	N;INDF;FEM;SG	
peșteră	jaskini	peșteră	jaskinia	N;INDF;FEM;SG	
senat	senat	sena	senat	N;INDF;MASC;SG	
gay	gejów	gay	gej	N;INDF;MASC;SG	N;GEN;MASC;PL
gay	geje	gay	gej	N;INDF;MASC;SG	
gay	gej	gay	on	N;INDF;MASC;SG	
gay	gejowskie	gay	gejowski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
gay	gay	gay	gać	N;INDF;MASC;SG	
creta	kreta	creta	kreta	N;DEF;FEM;SG	
creta	kreda	creta	kred	N;DEF;FEM;SG	
ming	ming	ming	minga	PROPN	
montgomery	montgomery	montgomery	montgomer	PROPN	N;ACC;MASC;SG
egiptean	egipcjanie	egiptean	egipcjanin	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
variabile	zmienna	variabilă	zmienny	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
variabile	zmiennej	variabilă	zmienny	N;INDF;FEM;PL	ADJ;GEN;FEM;SG
variabile	zmienne	variabilă	zmienny	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
variabile	zmienny	variabilă	zmienny	N;INDF;FEM;PL	ADJ;NOM;MASC;SG
variabile	zmiennych	variabilă	zmienny	N;INDF;FEM;PL	ADJ;GEN;MASC;PL
variabile	zmienne	variabilă	zmienny	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
mediterană	śródziemnego	mediteran	śródziemny	ADJ;INDF;FEM;SG	ADJ;ACC;MASC;SG
metale	metalowe	metal	metalowy	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
metale	metalowy	metal	metalowy	N;INDF;FEM;PL	ADJ;NOM;MASC;SG
metale	metal	metal	metal	N;INDF;FEM;PL	N;NOM;MASC;SG
pană	pióro	pană	pióro	N;INDF;FEM;SG	
pană	piórko	pană	piórko	N;INDF;FEM;SG	
bush	bush	bush	bush	PROPN	PROPN;NOM;MASC;SG
bush	buszu	bush	busz	PROPN	N;GEN;MASC;SG
bush	krzaki	bush	krzak	PROPN	N;NOM;MASC;PL
standardele	standardy	standard	standard	N;DEF;FEM;PL	N;NOM;MASC;PL
standardele	normy	standard	norma	N;DEF;FEM;PL	
standardele	norm	standard	norma	N;DEF;FEM;PL	
daneză	duńskie	daneză	duński	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
daneză	duński	daneză	duński	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
daneză	duńskim	daneză	duński	ADJ;INDF;FEM;SG	ADJ;INS;MASC;SG
verticală	pionowa	vertical	pionowy	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
verticală	pionowo	vertical	pionowo	ADJ;INDF;FEM;SG	ADV
verticală	pionowe	vertical	pionowy	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
renunță	anuluj	renunța	anulować	V;IND;SG;3;PST;FIN	V;PFV;IMP;SG;2;FIN;ACT
azerbaidjan	azerbejdżan	azerbaidjan	azerbejdżan	N;INDF;MASC;SG	
mitchell	mitchell	mitchell	mitchell	PROPN	PROPN;NOM;MASC;SG
mantova	mantova	mantova	mantov	PROPN	PROPN;NOM;MASC;SG
notat	zauważył	nota	zauważyć	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
notat	zauważyć	nota	zauważyć	ADJ;INDF;MASC;SG	V;PFV;NFIN;ACT
notat	odnotowano	nota	odnotować	ADJ;INDF;MASC;SG	V;PFV;IND;0;PST;FIN;ACT
strategică	strategicznych	strategic	strategiczny	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
strategică	strategiczne	strategic	strategiczny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
strategică	strategiczny	strategic	strategiczny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
cambodgia	kambodży	cambodgie	kambodza	PROPN	
cambodgia	kambodży	cambodgie	kambodza	PROPN	
pablo	pablo	pablo	pablo	PROPN	PROPN;NOM;MASC;SG
morris	morris	morri	morris	PROPN	
lent	wolno	lent	wolno	ADV	V;IND;PRS;FIN
prevăzută	przewidziana	prevăzut	przewidziany	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
prevăzută	przewidziane	prevăzut	przewidziać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
prevăzută	przewidywane	prevăzut	przewidywać	ADJ;INDF;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
academice	akademickie	academic	akademicki	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
ice	lodu	ice	lód		N;GEN;MASC;SG
kate	kasia	kate	kasia		N;NOM;FEM;SG
aurora	aurora	aurora	auror	N;DEF;FEM;SG	
rou	rou	rou	rou	N;INDF;MASC;SG	
maría	maría	marga	maría	PROPN	PROPN;NOM;FEM;SG
oregon	oregon	oregon	oregon	PROPN	PROPN;NOM;MASC;SG
bănci	banks	bancă	banks	N;INDF;FEM;PL	
afectate	dotknięty	afectat	dotknięty	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
afectate	dotknięte	afectat	dotknąć	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
baltă	kałuża	baltă	kałuż	N;INDF;FEM;SG	N;NOM;FEM;SG
baltă	kałuży	baltă	kałuż	N;INDF;FEM;SG	N;GEN;FEM;SG
pavia	pawii	pavia	pawiić	N;DEF;FEM;SG	PROPN;NOM;MASC;SG
structurile	konstrukcje	structură	konstrukcja	N;DEF;FEM;PL	N;NOM;FEM;PL
structurile	budowle	structură	budowa	N;DEF;FEM;PL	N;NOM;MASC;PL
structurile	struktury	structură	struktura	N;DEF;FEM;PL	N;ACC;FEM;PL
structurile	konstrukcji	structură	konstrukcja	N;DEF;FEM;PL	N;GEN;FEM;SG
impuse	nałożono	impune	nałożyć	V;IND;PL;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
impuse	nałożone	impune	nałożyć	V;IND;PL;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
silezia	śląski	silezie	śląski	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
silezia	śląsk	silezie	śląsk	N;DEF;FEM;SG	PROPN;NOM;MASC;SG
uriaș	gigant	uriaș	gigant	ADJ;INDF;MASC;SG	
uriaș	olbrzymie	uriaș	olbrzymi	ADJ;INDF;MASC;SG	
uriaș	olbrzym	uriaș	olbrzym	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
alma	alma	alm	alma	PROPN	
formulă	wzór	formulă	wzór	N;INDF;FEM;SG	N;NOM;MASC;SG
formulă	formuła	formulă	formuła	N;INDF;FEM;SG	N;NOM;FEM;SG
kentucky	kentucky	kentucky	kentucki	PROPN	
indicat	wskazano	indica	wskazać	ADJ;INDF;MASC;SG	V;PFV;IND;0;PST;FIN;ACT
indicat	wskazane	indica	wskazany	ADJ;INDF;MASC;SG	
mărfuri	cargo	marfă	cargo	N;INDF;FEM;PL	
mărfuri	ładunek	marfă	ładunek	N;INDF;FEM;PL	N;ACC;MASC;SG
belle	belle	belle	bell	N;INDF;MASC;SG	
grâu	pszenica	grâu	pszenica		N;NOM;FEM;SG
grâu	pszenicy	grâu	pszenica		N;GEN;FEM;SG
cuantică	kwantowa	cuantic	kwantowy	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
cuantică	kwantowej	cuantic	kwantowy	N;INDF;FEM;SG	ADJ;GEN;FEM;SG
văzute	widział	văzut	widzieć	ADJ;INDF;FEM;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
văzute	widziane	văzut	widzieć	ADJ;INDF;FEM;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
văzute	widziany	văzut	widzieć	ADJ;INDF;FEM;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
văzute	wyświetlone	văzut	wyświetlić	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
văzute	postrzegane	văzut	postrzegać	ADJ;INDF;FEM;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
walt	walt	walt	walt	PROPN	
walt	walta	walt	walta	PROPN	
dublin	dublinie	dublin	dublina	PROPN	
dublin	dublina	dublin	dublina	PROPN	
dublin	dublin	dublin	dublina	PROPN	PROPN;NOM;MASC;SG
festivaluri	festiwale	festival	festiwal	N;INDF;FEM;PL	N;NOM;MASC;SG
ball	piłkę	ball	piłka	PROPN	N;ACC;FEM;SG
ball	ball	ball	ball	PROPN	
ball	piłka	ball	piłka	PROPN	N;NOM;FEM;SG
ball	kula	ball	kula	PROPN	
rusesc	rosyjski	rusesc	rosyjski	ADV	ADJ;NOM;MASC;SG
rusesc	rosyjska	rusesc	rosyjski	ADV	ADJ;NOM;FEM;SG
rusesc	rosyjskie	rusesc	rosyjski	ADV	ADJ;NOM;NEUT;SG
rusesc	rosjanin	rusesc	rosjanin	ADV	N;NOM;MASC;SG
concepte	koncepcji	concept	koncepcja	N;INDF;FEM;PL	N;GEN;FEM;SG
concepte	pojęcia	concept	pojęcie	N;INDF;FEM;PL	N;NOM;NEUT;SG
padova	padwy	padova	padwa	PROPN	PROPN;GEN;MASC;SG
echivalentul	równowartość	echivalent	równowartość	N;DEF;MASC;SG	N;ACC;FEM;SG
echivalentul	odpowiednik	echivalent	odpowiednik	N;DEF;MASC;SG	N;NOM;MASC;SG
echivalentul	równoważny	echivalent	równoważny	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
echivalentul	ekwiwalent	echivalent	ekwiwalent	N;DEF;MASC;SG	N;NOM;MASC;SG
echivalentul	równoważne	echivalent	równoważny	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
postum	pośmiertne	postum	pośmiertny	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
postum	pośmiertnie	postum	pośmiertnie	N;INDF;MASC;SG	ADV
postum	pośmiertnie	postum	pośmiertnie	N;INDF;MASC;SG	ADV
plovdiv	płowdiw	plovdiv	płowdiwy	PROPN	PROPN;NOM;MASC;SG
participanții	uczestników	participant	uczestnik	N;DEF;MASC;PL	N;ACC;MASC;PL
participanții	uczestnikom	participant	uczestnik	N;DEF;MASC;PL	N;DAT;MASC;PL
participanții	uczestnicy	participant	uczestnik	N;DEF;MASC;PL	N;NOM;MASC;PL
morminte	graves	mormânt	graves	N;INDF;FEM;PL	
potențialul	potencjał	potențial	potencjać	N;DEF;MASC;SG	N;ACC;MASC;SG
exactă	dokładne	exact	dokładny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
exactă	dokładny	exact	dokładny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
exactă	dokładna	exact	dokładny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
horror	grozy	horror	gróz	N;INDF;MASC;SG	
vizibile	widoczna	vizibil	widoczny	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
vizibile	widoczny	vizibil	widoczny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
vizibile	widoczne	vizibil	widoczny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
uss	uss	uss	usies	PROPN	PROPN;NOM;MASC;SG
flash	błysk	flash	błysk	N;INDF;MASC;SG	
flash	flash	flash	flash	N;INDF;MASC;SG	
duminica	niedziele	duminică	niedziela	N;DEF;FEM;SG	
duminica	sunday	duminică	sunday	N;DEF;FEM;SG	
duminica	niedziela	duminică	niedziela	N;DEF;FEM;SG	
duminica	niedzielny	duminică	niedzielny	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
materia	materia	materie	materia	N;DEF;FEM;SG	N;NOM;FEM;SG
materia	materii	materie	materia	N;DEF;FEM;SG	N;GEN;FEM;SG
persia	persji	persie	persja	N;DEF;FEM;SG	
elementare	podstawowy	elementar	podstawowy	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
elementare	podstawowej	elementar	podstawowy	ADJ;INDF;FEM;PL	ADJ;GEN;FEM;SG
christina	christina	christina	christina	N;DEF;FEM;SG	N;NOM;FEM;SG
christina	krystyna	christina	krystyna	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
arhipelagul	archipelagu	arhipelag	archipelag	N;DEF;MASC;SG	N;GEN;MASC;SG
succesiunea	dziedziczenia	succesiune	dziedziczenie	N;DEF;FEM;SG	N;GEN;NEUT;SG
protocol	protokoły	protocol	protokół	N;INDF;MASC;SG	N;NOM;MASC;PL
update	aktualizacja	upda	aktualizacja	N;INDF;FEM;PL	N;NOM;FEM;SG
update	aktualizacji	upda	aktualizacja	N;INDF;FEM;PL	N;GEN;FEM;SG
update	uaktualnienie	upda	uaktualnienie	N;INDF;FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
execută	wykonaj	executa	wykonać	V;IND;SG;3;PST;FIN	V;PFV;IMP;SG;2;FIN;ACT
ecuador	ekwador	ecuador	ekwador	PROPN	PROPN;NOM;MASC;SG
bull	bull	bull	bull	N;INDF;MASC;SG	
kenya	kenii	kenya	kenia	PROPN	PROPN;NOM;FEM;SG
november	listopad	november	listopad	N;INDF;MASC;SG	
locații	lokalizacji	locație	lokalizacja	N;INDF;FEM;PL	N;GEN;FEM;SG
biblie	biblia	biblie	biblia	N;INDF;FEM;SG	N;NOM;FEM;SG
biblie	biblię	biblie	biblia	N;INDF;FEM;SG	N;ACC;FEM;SG
biblie	biblii	biblie	biblia	N;INDF;FEM;SG	
fabricat	wyprodukowano	fabrica	wyprodukować	ADJ;INDF;MASC;SG	V;PFV;IND;0;PST;FIN;ACT
durere	ból	durere	ból	N;INDF;FEM;SG	N;NOM;MASC;SG
durere	bólu	durere	ból	N;INDF;FEM;SG	N;GEN;MASC;SG
durere	bóle	durere	ból	N;INDF;FEM;SG	N;NOM;MASC;PL
durere	cierpienie	durere	cierpienie	N;INDF;FEM;SG	N;NOM;NEUT;SG
întâlniri	zebrania	întâlnire	zebraniać	N;INDF;FEM;PL	N;NOM;NEUT;SG
întâlniri	posiedzenia	întâlnire	posiedzenie	N;INDF;FEM;PL	N;NOM;NEUT;SG
lucrând	pracujący	lucra	pracować	V;V.MSDR	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
taiwan	tajwan	taiwan	tajwan	PROPN	PROPN;NOM;MASC;SG
taiwan	tajwanu	taiwan	tajwan	PROPN	PROPN;GEN;MASC;SG
dramatică	dramatyczne	dramatic	dramatyczny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
dramatică	dramatycznie	dramatic	dramatycznie	ADJ;INDF;FEM;SG	ADV
dramatică	dramatyczny	dramatic	dramatyczny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
populată	zaludnionych	populat	zaludnić	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
tereza	teresa	tereza	teresa	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
tereza	teresa	tereza	teresa	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
tereza	theresa	tereza	theres	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
dex	dex	dex	dex	N;INDF;MASC;SG	
semnată	podpisany	semna	podpisać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
semnată	podpisano	semna	podpisać	ADJ;INDF;FEM;SG	V;PFV;IND;0;PST;FIN;ACT
semnată	podpisana	semna	podpisać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
semnată	podpisane	semna	podpisać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
baptiste	baptiste	baptiste	baptisty	N;INDF;FEM;PL	N;NOM;MASC;SG
stelele	gwiazd	stea	gwiazd	N;DEF;FEM;PL	
stelele	gwiazdki	stea	gwiazdka	N;DEF;FEM;PL	N;NOM;FEM;SG
stelele	gwiazdy	stea	gwiazda	N;DEF;FEM;PL	N;ACC;FEM;PL
stelele	gwiazdek	stea	gwiazdek	N;DEF;FEM;PL	N;ACC;FEM;SG
emisă	wyemitowane	emite	wyemitować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
emisă	wydany	emite	wydać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
emisă	wydane	emite	wydać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
emisă	wydawane	emite	wydawać	ADJ;INDF;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
emisă	wydano	emite	wydać	ADJ;INDF;FEM;SG	V;PFV;IND;0;PST;FIN;ACT
emisă	emitowanych	emite	emitować	ADJ;INDF;FEM;SG	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
emisă	emitowane	emite	emitować	ADJ;INDF;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sovieticii	sowieci	sovietică	sowiecić	N;DEF;MASC;PL	N;NOM;MASC;PL
praf	pył	praf	pyć	N;INDF;MASC;SG	
praf	kurz	praf	kurz	N;INDF;MASC;SG	
haga	hadze	hagă	haga	PROPN	
zeus	zeusa	zeu	zeusa	N;INDF;MASC;SG	
zeus	zeus	zeu	zeus	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
nintendo	nintendo	nintendo	nintendo	N;INDF;MASC;SG	
locuită	zamieszkana	locuită	zamieszkać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ceas	obserwuj	ceas	obserwować	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
democrație	demokracji	democrație	demokracja	N;INDF;FEM;SG	N;GEN;FEM;SG
democrație	demokracja	democrație	demokracja	N;INDF;FEM;SG	N;NOM;FEM;SG
alfa	alpha	alfa	alpha	N;INDF;MASC	
alfa	alfa	alfa	alfa	N;INDF;MASC	
alfa	alfa	alfa	alfa	N;INDF;MASC	
fantastică	fantastyczny	fantastic	fantastyczny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
fantastică	fantastyczne	fantastic	fantastyczny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
fantastică	fantastyczna	fantastic	fantastyczny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
fantastică	fantastycznie	fantastic	fantastycznie	ADJ;INDF;FEM;SG	ADV
cerințele	wymagania	cerință	wymagać	N;DEF;FEM;PL	N;NOM;NEUT;SG
cerințele	wymogi	cerință	wymoga	N;DEF;FEM;PL	
amenințare	zagrożenia	amenințare	zagrożenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
amenințare	zagrożenie	amenințare	zagrożenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
amenințare	groźba	amenințare	groźba	N;INDF;FEM;SG	N;NOM;FEM;SG
amenințare	groźby	amenințare	groźba	N;INDF;FEM;SG	
bolta	skarbiec	boltă	skarbiec	N;DEF;FEM;SG	N;NOM;MASC;SG
bolta	skarbca	boltă	skarbiec	N;DEF;FEM;SG	N;GEN;MASC;SG
bolta	skarbcu	boltă	skarbiec	N;DEF;FEM;SG	N;GEN;MASC;SG
lovituri	kopie	lovitură	kopać	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
lovituri	wieje	lovitură	wiać	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
vizitează	odwiedziny	vizita	odwiedzina	V;IND;3;PRS;FIN	N;NOM;FEM;SG
vizitează	wizyta	vizita	wizyta	V;IND;3;PRS;FIN	N;NOM;FEM;SG
vizitează	wizyty	vizita	wizyta	V;IND;3;PRS;FIN	N;ACC;FEM;PL
vizibil	widoczna	vizibil	widoczny	ADV	ADJ;NOM;FEM;SG
vizibil	widoczny	vizibil	widoczny	ADV	ADJ;NOM;MASC;SG
vizibil	widoczne	vizibil	widoczny	ADV	ADJ;NOM;NEUT;SG
rgb	rgb	rgb	rgba	N	
sporturi	sport	sport	sport	N;INDF;FEM;PL	
sporturi	sportowe	sport	sportowy	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
informatii	info	informat	info	N;INDF;FEM;PL	
informatii	informacja	informat	informacja	N;INDF;FEM;PL	N;NOM;FEM;SG
informatii	informacja	informat	informacja	N;INDF;FEM;PL	N;NOM;FEM;SG
observație	obserwacji	observație	obserwacja	N;INDF;FEM;SG	N;GEN;FEM;SG
observație	obserwację	observație	obserwacja	N;INDF;FEM;SG	N;ACC;FEM;SG
observație	obserwacja	observație	obserwacja	N;INDF;FEM;SG	N;NOM;FEM;SG
observație	obserwacje	observație	obserwacja	N;INDF;FEM;SG	N;NOM;FEM;PL
parker	parkera	parker	parker	PROPN	
parker	parker	parker	parker	PROPN	PROPN;NOM;MASC;SG
zeilor	bogowie	zeu	bogowie	N;DEF;MASC;PL	N;NOM;MASC;PL
zeilor	bogów	zeu	bóg	N;DEF;MASC;PL	N;ACC;MASC;PL
liechtenstein	liechtenstein	liechtenstein	liechtenstein	PROPN	
liechtenstein	liechtensteinu	liechtenstein	liechtenstein	PROPN	
discovery	discovery	discovery	discover	N;INDF;MASC;SG	
găsiți	znajdź	găsi	znaleźć	V;IND;PL;2;IPFV;FIN	V;PFV;IMP;SG;2;FIN;ACT
dur	ostro	dur	ostro	ADJ;INDF;MASC;SG	
dur	twardziel	dur	twardziel	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
dur	twardy	dur	twardy	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
dur	twarda	dur	twarda	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
tăiat	cięcie	tăia	cięcie	ADJ;INDF;MASC;SG	
etajul	piętrze	etaj	piętro	N;DEF;MASC;SG	N;ACC;NEUT;SG
etajul	piętro	etaj	piętro	N;DEF;MASC;SG	N;NOM;NEUT;SG
etajul	podłoga	etaj	podłoga	N;DEF;MASC;SG	N;NOM;FEM;SG
chapelle	chapelle	chapellă	chapelle	N;INDF;FEM;PL	
chapelle	chapelle	chapellă	chapelle	N;INDF;FEM;PL	
chapelle	chappelle	chapellă	chappelle	N;INDF;FEM;PL	
strategie	strategia	strategie	strategia	N;INDF;FEM;SG	N;NOM;FEM;SG
strategie	strategii	strategie	strategia	N;INDF;FEM;SG	N;GEN;FEM;SG
peisaj	krajobrazy	peisaj	krajobraza	N;INDF;MASC;SG	N;NOM;MASC;PL
attila	attila	attila	attil	PROPN	PROPN;NOM;MASC;SG
finalizată	zrealizowane	finaliza	zrealizować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
finalizată	zakończone	finaliza	zakończyć	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
finalizată	zakończona	finaliza	zakończyć	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
finalizată	zaliczone	finaliza	zaliczyć	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
finalizată	ukończone	finaliza	ukończyć	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vinci	vinci	vinci	vinia	PROPN	
reptile	gada	reptă	gadać	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
sportul	sport	sport	sport	N;DEF;MASC;SG	
leul	lwa	leu	lwa	N;DEF;MASC;SG	N;ACC;MASC;SG
leul	lew	leu	lew	N;DEF;MASC;SG	N;NOM;MASC;SG
personalul	personelu	personal	personel	N;DEF;MASC;SG	N;GEN;MASC;SG
personalul	personel	personal	personel	N;DEF;MASC;SG	N;NOM;MASC;SG
personalul	personelu	personal	personel	N;DEF;MASC;SG	N;GEN;MASC;SG
personalul	personel	personal	personel	N;DEF;MASC;SG	N;NOM;MASC;SG
personalul	pracownicy	personal	pracownik	N;DEF;MASC;SG	N;NOM;MASC;PL
personalul	kadra	personal	kadra	N;DEF;MASC;SG	N;NOM;FEM;SG
personalul	kadry	personal	kadry	N;DEF;MASC;SG	N;ACC;MASC;SG
aron	aron	aron	aron	PROPN	PROPN;NOM;MASC;SG
preveni	zapobiegać	preveni	zapobiegać		V;IPFV;NFIN;ACT
preveni	zapobiec	preveni	zapobiec		V;PFV;NFIN;ACT
plată	wypłata	plată	wypłatać	N;INDF;FEM;SG	N;NOM;FEM;SG
plată	zapłata	plată	zapłatać	N;INDF;FEM;SG	N;NOM;FEM;SG
plată	płatności	plată	płatność	N;INDF;FEM;SG	N;ACC;FEM;PL
plată	płatność	plată	płatność	N;INDF;FEM;SG	N;NOM;FEM;SG
prize	gniazda	priză	gniazda	N;INDF;FEM;PL	N;ACC;NEUT;SG
won	wygrane	won	wygrany	PROPN	ADJ;NOM;NEUT;SG
won	won	won	won	PROPN	
won	wygrał	won	wygrać	PROPN	V;PFV;MASC;IND;SG;PST;FIN;ACT
integrarea	integracja	integrare	integracja	N;DEF;FEM;SG	N;NOM;FEM;SG
integrarea	integracji	integrare	integracja	N;DEF;FEM;SG	N;GEN;FEM;SG
integrarea	integrację	integrare	integracja	N;DEF;FEM;SG	N;ACC;FEM;SG
reci	zimno	rece	zimno	ADJ;INDF;PL	
reci	chłód	rece	chłód	ADJ;INDF;PL	N;NOM;MASC;SG
reci	zimne	rece	zimny	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
reci	zimny	rece	zimny	ADJ;INDF;PL	
reci	zimna	rece	zimny	ADJ;INDF;PL	
fabricate	wyprodukowane	fabrica	wyprodukować	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fabricate	wytworzone	fabrica	wytworzyć	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fabricate	wyprodukowano	fabrica	wyprodukować	ADJ;INDF;FEM;PL	V;PFV;IND;0;PST;FIN;ACT
fabricate	wyprodukowany	fabrica	wyprodukować	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
fabricate	produkowane	fabrica	produkować	ADJ;INDF;FEM;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
roosevelt	roosevelta	roosevelt	roosevelt	PROPN	
roosevelt	roosevelt	roosevelt	roosevelt	PROPN	N;NOM;MASC;SG
