kategória	kategorijo	kategória	kategorija	N;NOM;FEM;SG	N;ACC;FEM;SG
bay	bay	bay	bay	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
antonio	antonio	antonio	antonio	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
navštevoval	udeležili	navštevovať	udeležiti	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
jones	jones	jones	jones	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jones	jonesa	jones	jones	PROPN;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
zvýšenie	povečana	zvýšenie	povečan	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
zvýšenie	povečan	zvýšenie	povečan	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
zvýšenie	povečano	zvýšenie	povečan	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
zvýšenie	zvišana	zvýšenie	zvišan	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
nikolaj	nikolaj	nikolaj	nikolaj	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
nikolaj	nikolaj	nikolaj	nikolaj	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
orgány	organe	orgán	organ	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
orgány	organih	orgán	organ	N;INAN;NOM;MASC;PL	N;ESS;MASC;PL
orgány	trupla	orgán	trupla	N;INAN;NOM;MASC;PL	V;PFV;FEM;PL;V.PTCP
riadenie	usmerjevalni	riadenie	usmerjevalen	N;NOM;NEUT;SG	ADJ;NOM;MASC;PL
dala	dal	dať	dati	V;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
dala	dau	dať	dau	V;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
dala	dala	dať	dati	V;FEM;SG;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
siedmich	seven	sedem	seven	NUM;GEN;MASC;PL	
siedmich	sedem	sedem	sedem	NUM;GEN;MASC;PL	NUM;NOM;PL
vytvorená	ustvaril	vytvorený	ustvariti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP
vytvorená	ustvarjene	vytvorený	ustvarjen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
moderné	moderno	moderný	moderno	ADJ;NOM;NEUT;SG	ADV
tower	stolp	tower	stolp	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
tower	tower	tower	tower	PROPN;ANIM;NOM;MASC;SG	
kritériá	merilo	kritérium	merilo	N;NOM;NEUT;PL	N;NOM;NEUT;SG
symboly	simbole	symbol	simbol	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
diaľnice	avtocesto	diaľnica	avtocesto	N;NOM;FEM;PL	N;ACC;FEM;SG
diaľnice	avtocesta	diaľnica	avtocesta	N;NOM;FEM;PL	N;NOM;FEM;SG
diaľnice	avtocesto	diaľnica	avtocesto	N;NOM;FEM;PL	N;ACC;FEM;SG
diaľnice	avtocesta	diaľnica	avtocesta	N;NOM;FEM;PL	N;NOM;FEM;SG
národnosť	narodnosti	národnosť	narodnost	N;NOM;FEM;SG	N;NOM;FEM;PL
vedci	znanstvenike	vedci	znanstvenik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
kráľovské	royal	kráľovský	royal	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
švédska	švedska	švédsky	švedska	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;SG
švédska	švedsko	švédsky	švedski	PROPN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
švédska	švedski	švédsky	švedski	PROPN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
švédska	švedska	švédsky	švedska	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;SG
južný	južno	južný	južen	ADJ;ANIM;NOM;MASC;SG	ADV
južný	južno	južný	južen	ADJ;ANIM;NOM;MASC;SG	ADV
južný	jug	južný	jug	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
andrew	andrej	andrew	andrej	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
andrew	andreja	andrew	andreja	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
andrew	andrew	andrew	andrew	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
hlava	glavo	hlava	glava	N;NOM;FEM;SG	N;ACC;FEM;SG
hlava	head	hlava	heada	N;NOM;FEM;SG	
hlava	glave	hlava	glava	N;NOM;FEM;SG	N;GEN;FEM;SG
hlava	glav	hlava	glav	N;NOM;FEM;SG	N;GEN;FEM;PL
hlava	naslov	hlava	naslov	N;NOM;FEM;SG	N;INAN;ACC;MASC;SG
carlos	carlos	carlos	carlos	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
súčasné	tok	súčasný	tok	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
súčasné	sočasno	súčasný	sočasno	ADJ;NOM;NEUT;SG	ADV
súčasné	sočasne	súčasný	sočasen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
súčasné	sočasno	súčasný	sočasno	ADJ;NOM;NEUT;SG	ADV
súčasné	sočasne	súčasný	sočasen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
rusi	rusov	rus	rus	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
rusi	ruse	rus	rus	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
prístav	pristanišča	prístava	pristanišče	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
volieb	izvolitev	volieb	izvolitev	N;GEN;FEM;PL	N;NOM;FEM;SG
volieb	volitve	volieb	volitev	N;GEN;FEM;PL	N;NOM;FEM;PL
volieb	volitve	volieb	volitev	N;GEN;FEM;PL	N;NOM;FEM;PL
letné	summer	letný	summer	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
letné	poleti	letný	poleti	ADJ;NOM;NEUT;SG	ADV
letné	poletje	letný	poletje	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
svätých	svetniki	svätý	svetnik	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
rio	rio	rio	rio	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
technickej	tehnično	technický	tehnično	ADJ;GEN;FEM;SG	ADV
technickej	tehnični	technický	tehničen	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
technickej	tehnična	technický	tehničen	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
venovať	posvetil	venovať	posvetiti	V;POS;NFIN	V;PFV;MASC;SG;V.PTCP
medaila	medaljo	medail	medalja	N;NOM;FEM;SG	N;ACC;FEM;SG
medaila	medalje	medail	medalja	N;NOM;FEM;SG	N;NOM;FEM;PL
aveyron	aveyron	aveyron	aveyron	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
india	indijo	india	indeti	N;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
mužský	samec	mužský	samec	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
mužský	samci	mužský	samec	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
mužský	moški	mužský	moški	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
michel	michel	michel	michel	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
alsasko	alzacija	alsasko	alzacija	ADV	N;NOM;FEM;SG
diskusie	debata	diskusie	debati	N;NOM;FEM;PL	N;NOM;FEM;SG
diskusie	razpravo	diskusie	razprava	N;NOM;FEM;PL	N;ACC;FEM;SG
diskusie	razprava	diskusie	razprava	N;NOM;FEM;PL	N;NOM;FEM;SG
diskusie	pogovor	diskusie	pogovor	N;NOM;FEM;PL	N;NOM;MASC;SG
vladimir	vladimir	vladimir	vladimir	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
prichádza	pride	prichádzať	priti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
koná	igranje	kono	igranje	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
koná	dejanja	kono	dejanje	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;PL
koná	akti	kono	akti	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;MASC;PL
tabuľa	tableto	tabuľa	tableta	N;NOM;FEM;SG	N;ACC;FEM;SG
tabuľa	tablo	tabuľa	tabel	N;NOM;FEM;SG	N;ACC;FEM;SG
historická	zgodovinske	historický	zgodovinski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
silu	jakost	sila	jakost	N;ACC;FEM;SG	N;NOM;FEM;SG
silu	trdnost	sila	trdnost	N;ACC;FEM;SG	N;NOM;FEM;SG
silu	moč	sila	moč	N;ACC;FEM;SG	N;NOM;FEM;SG
fázy	faza	fáza	faza	N;NOM;FEM;PL	N;NOM;FEM;SG
fázy	fazo	fáza	faza	N;NOM;FEM;PL	N;ACC;FEM;SG
fázy	faz	fáza	faz	N;NOM;FEM;PL	N;NOM;FEM;SG
fázy	fazah	fáza	faza	N;NOM;FEM;PL	N;ESS;FEM;PL
opery	opera	oper	opera	N;NOM;FEM;PL	N;NOM;FEM;SG
opery	operi	oper	opera	N;NOM;FEM;PL	N;DAT;FEM;SG
opery	opere	oper	oprati	N;NOM;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
opery	opero	oper	opera	N;NOM;FEM;PL	N;ACC;FEM;SG
ochranné	zaščitne	ochranný	zaščiten	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
rozmery	velikosti	rozmer	velikost	N;INAN;NOM;MASC;PL	N;GEN;FEM;SG
rozmery	razsežnost	rozmer	razsežnost	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
rozmery	dimenzija	rozmer	dimenzija	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
nièvre	nièvre	nicvre	niavre	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
oscara	oscar	oscar	oscar	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
oscara	oskarja	oscar	oskar	N;INAN;NOM;MASC;SG	N;NOM;MASC;DU
jackson	jackson	jackson	jackson	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
okresov	okrožja	okres	okrožje	N;INAN;GEN;MASC;PL	N;NOM;NEUT;SG
sun	sonca	sun	sonce	PROPN;ANIM;NOM;MASC;SG	N;GEN;NEUT;SG
sun	soncem	sun	sonce	PROPN;ANIM;NOM;MASC;SG	N;DAT;NEUT;PL
sun	sonce	sun	sonce	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
sun	soncu	sun	sonce	PROPN;ANIM;NOM;MASC;SG	N;DAT;NEUT;SG
tepla	toplote	tepnúť	toplota	N;NOM;NEUT;SG	N;NOM;FEM;PL
služba	storitve	služba	storitev	N;NOM;FEM;SG	N;NOM;FEM;PL
štvrť	soseski	štvrť	soseski	N;NOM;FEM;SG	N;NOM;FEM;DU
štvrť	sosedska	štvrť	sosedski	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
plus	plus	plus	plus		N;NOM;MASC;SG
obehu	kroženje	obeha	kroženje	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
obehu	obtok	obeha	obtok	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
obehu	obtoku	obeha	obtok	N;INAN;GEN;MASC;SG	N;ESS;MASC;SG
obehu	kroži	obeha	krožiti	N;INAN;GEN;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
vincent	vincenta	vincent	vincent	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
plemeno	pasme	plemeno	pasma	N;NOM;NEUT;SG	N;NOM;FEM;PL
hráča	igralec	hráča	igralec	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
hráča	predvajalnik	hráča	predvajalnik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
hráča	igralca	hráča	igralec	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
tituly	naslovov	titula	naslov	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
helena	helen	helena	helen	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
správca	administratorja	správca	administrator	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
rastie	rastoče	rásť	rastoč	V;IPFV;IND;SG;3;POS;PRS;FIN	
rastie	gojenje	rásť	gojenje	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
rastie	naraščanje	rásť	naraščanje	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
rastie	zraste	rásť	zrasti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
rozhodli	odločeno	rozhodnúť	odločen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
rozhodli	odločil	rozhodnúť	odločiti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
rozhodli	odločila	rozhodnúť	odločiti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
asociácie	združenje	asociácia	združenje	N;NOM;FEM;PL	N;NOM;NEUT;SG
tvrdí	trditve	tvrdiť	trditev	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;FEM;PL
tvrdí	terjatve	tvrdiť	terjatev	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;FEM;PL
verejnosť	javnosti	verejnosť	javnost	N;NOM;FEM;SG	N;GEN;FEM;SG
verejnosť	javna	verejnosť	javen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
verejnosť	javno	verejnosť	javno	N;NOM;FEM;SG	ADV
parametre	parametre	parametre	parameter	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
parametre	parametra	parametre	parameter	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
kol	kol	kolo	kol		
sami	sama	sám	sam	DET;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;SG
sami	sami	sám	sam	DET;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;PL
sami	sam	sám	samo	DET;ANIM;NOM;MASC;PL	PART
sami	sami	sám	sam	DET;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;PL
riek	rek	rieka	reka	N;GEN;FEM;PL	N;NOM;MASC;SG
riek	reke	rieka	reka	N;GEN;FEM;PL	N;NOM;FEM;PL
obrázky	slik	obrázok	slika	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
obrázky	slik	obrázok	slika	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
zamestnancov	zaposleni	zamestnanec	zaposlen	N;ANIM;ACC;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
zamestnancov	zaposlene	zamestnanec	zaposlen	N;ANIM;ACC;MASC;PL	ADJ;NOM;FEM;PL;V.PTCP
zamestnancov	uslužbenci	zamestnanec	uslužbenec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
hip	kolk	hip	kolk	N;INAN;NOM;MASC;SG	DET
napätie	napetosti	napätie	napetost	N;NOM;NEUT;SG	N;GEN;FEM;SG
napätie	napetosti	napätie	napetost	N;NOM;NEUT;SG	N;GEN;FEM;SG
naposledy	zadnji	naposledy	zadnji	ADV	ADJ;NOM;DEF;MASC;SG
naposledy	poslednje	naposledy	poslednji	ADV	ADJ;NOM;NEUT;SG
naposledy	zadnje	naposledy	zadnji	ADV	ADJ;NOM;FEM;PL
naposledy	zadnja	naposledy	zadnji	ADV	ADJ;NOM;FEM;SG
srdca	srčno	srdce	srčno	N;NOM;NEUT;PL	ADV
srdca	srčna	srdce	srčen	N;NOM;NEUT;PL	ADJ;NOM;FEM;SG
srdca	srčno	srdce	srčno	N;NOM;NEUT;PL	ADV
srdca	srce	srdce	srce	N;NOM;NEUT;PL	N;NOM;NEUT;SG
spoločností	podjetja	spoločnosť	podjetje	N;GEN;FEM;PL	N;NOM;NEUT;PL
spoločností	družbe	spoločnosť	družba	N;GEN;FEM;PL	N;NOM;FEM;PL
analýza	analizo	analýza	analiza	N;NOM;FEM;SG	N;ACC;FEM;SG
analýza	analize	analýza	analiza	N;NOM;FEM;SG	N;NOM;FEM;PL
zelená	zeleno	zelený	zelen	ADJ;NOM;FEM;SG	ADV
zelená	zelene	zelený	zelen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
zelená	green	zelený	green	ADJ;NOM;FEM;SG	
deväť	nine	deväť	nini	NUM;NOM;NEUT;SG	
deväť	devet	deväť	devet	NUM;NOM;NEUT;SG	NUM;NOM;PL
archeologické	arheološki	archeologický	arheološki	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
jack	jack	jack	jack	PROPN;ANIM;NOM;MASC;SG	
ostrava	ostravi	ostrava	ostraviti	PROPN;INAN;NOM;MASC;SG	N;NOM;FEM;SG
rast	rasti	rast	rasti	N;INAN;NOM;MASC;SG	V;IPFV;NFIN
vyžaduje	zahtevana	vyžadovať	zahtevan	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;FEM;SG;V.PTCP
vyžaduje	zahtevani	vyžadovať	zahtevan	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;MASC;PL;V.PTCP
vyžaduje	zahtevan	vyžadovať	zahtevan	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
vyžaduje	zahtevano	vyžadovať	zahtevan	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;NEUT;SG;V.PTCP
slúžili	služil	slúžiť	služiti	V;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
francisco	francisco	francisco	francisco	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
dedine	vasi	dedina	vas	N;DAT;FEM;SG	N;GEN;FEM;SG
dedine	vasica	dedina	vasica	N;DAT;FEM;SG	N;NOM;FEM;SG
mince	kovance	minca	kovanec	N;NOM;FEM;PL	N;ACC;MASC;PL
mince	kovanec	minca	kovanec	N;NOM;FEM;PL	N;NOM;MASC;SG
štúdie	študija	štúdia	študij	N;NOM;NEUT;PL	N;NOM;FEM;SG
štúdie	študij	štúdia	študij	N;NOM;NEUT;PL	N;NOM;MASC;SG
ford	ford	ford	ford	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
komunity	skupnostim	komunita	skupnost	N;NOM;FEM;PL	N;DAT;FEM;PL
komunity	skupnosti	komunita	skupnost	N;NOM;FEM;PL	N;GEN;FEM;PL
čechách	bohemia	čecha	bohemia	N;GEN;FEM;PL	N;NOM;MASC;SG
čierne	črne	čierny	črn	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
trénera	trener	tréner	trener	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
rozhodne	definitivno	rozhodne	definitivno	PART	ADV
rozhodne	zagotovo	rozhodne	zagotovo	PART	ADV
ivana	ivana	ivana	ivan	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ivana	ivan	ivana	ivan	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ivana	ivana	ivana	ivan	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
williams	williamsa	williams	williams	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
silný	močni	silný	močen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
silný	močno	silný	močno	ADJ;ANIM;NOM;MASC;SG	ADV
silný	močni	silný	močen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
silný	močno	silný	močno	ADJ;ANIM;NOM;MASC;SG	ADV
mníchov	menihov	mních	menih	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
mníchov	meniha	mních	menih	N;ANIM;ACC;MASC;PL	N;ACC;MASC;SG
mníchov	menihi	mních	menih	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
mníchov	münchen	mních	münchen	N;ANIM;ACC;MASC;PL	PROPN;NOM;MASC;SG
mníchov	münchnu	mních	münchen	N;ANIM;ACC;MASC;PL	PROPN;DAT;MASC;SG
programy	programe	program	program	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
programy	programov	program	program	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
programy	programe	program	program	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
amerika	ameriki	amerika	amerika	N;NOM;FEM;SG	N;DAT;FEM;SG
amerika	ameriko	amerika	amerika	N;NOM;FEM;SG	N;ACC;FEM;SG
poézie	poezija	poézia	poezija	N;NOM;FEM;PL	N;NOM;FEM;SG
poézie	poezijo	poézia	poezija	N;NOM;FEM;PL	N;ACC;FEM;SG
françois	francois	françois	francois	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
françois	françois	françois	françois	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
holandsku	nizozemsko	holandsko	nizozemski	ADV	ADJ;NOM;NEUT;SG
holandsku	nizozemski	holandsko	nizozemski	ADV	ADJ;NOM;MASC;SG
holandsku	nizozemskem	holandsko	nizozemski	ADV	ADJ;DAT;MASC;SG
holandsku	nizozemska	holandsko	nizozemski	ADV	ADJ;NOM;FEM;SG
stopy	sled	stopa	sled	N;NOM;FEM;PL	N;NOM;FEM;SG
stopy	sledi	stopa	slediti	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
stopy	namige	stopa	namig	N;NOM;FEM;PL	N;ACC;MASC;PL
uložené	shranjeni	uložený	shranjen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
europe	europe	europa	europ		N;NOM;MASC;SG
europe	evropa	europa	evropa		N;NOM;FEM;SG
europe	evropo	europa	evropa		N;ACC;FEM;SG
europe	evropi	europa	evropa		N;DAT;FEM;SG
počítač	računalniško	počítač	računalniški	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
počítač	računalniška	počítač	računalniški	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
kola	krog	kolo	krog	N;NOM;NEUT;PL	N;NOM;MASC;SG
kola	okrogla	kolo	okrogel	N;NOM;NEUT;PL	ADJ;NOM;FEM;SG
kola	okrogle	kolo	okrogel	N;NOM;NEUT;PL	ADJ;NOM;FEM;PL
kola	rundo	kolo	rundo	N;NOM;NEUT;PL	N;ACC;FEM;SG
kola	okrogel	kolo	okrogeti	N;NOM;NEUT;PL	ADJ;NOM;INDF;MASC;SG
kola	okroglo	kolo	okrogel	N;NOM;NEUT;PL	ADJ;NOM;NEUT;SG
kultúrny	kulturne	kultúrny	kulturen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
reči	govor	reč	govor	N;NOM;FEM;PL	N;NOM;MASC;SG
bad	hudo	bad	hudo	PROPN;ANIM;NOM;MASC;SG	ADV
bad	slaba	bad	slab	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
bad	slabo	bad	slabo	PROPN;ANIM;NOM;MASC;SG	ADV
bad	bad	bad	bada	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
bad	slab	bad	slab	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
cintorín	pokopališču	cintorina	pokopališče	N;INAN;NOM;MASC;SG	N;DAT;NEUT;SG
henri	henri	henri	hener	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
real	resničen	real	resničen	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
real	resnično	real	resnično	N;INAN;NOM;MASC;SG	ADV
real	resnična	real	resničen	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
real	prava	real	pravi	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
real	realno	real	realen	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
úspešný	uspešno	úspešný	uspešno	ADJ;ANIM;NOM;MASC;SG	ADV
úspešný	uspešni	úspešný	uspešen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
úspešný	uspehov	úspešný	uspeh	ADJ;ANIM;NOM;MASC;SG	N;GEN;MASC;PL
úspešný	uspeh	úspešný	uspeh	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
úspešný	uspešnost	úspešný	uspešnost	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
letecká	letalstvo	letecký	letalstvo	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
letecká	aviation	letecký	aviation	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
pridal	dodana	pridať	dodan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
pridal	dodane	pridať	dodan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
pridal	dodanih	pridať	dodan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
pridal	dodan	pridať	dodan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
pridal	dodani	pridať	dodan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
pridal	dodano	pridať	dodan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
pridal	objavljeno	pridať	objavljen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
var	var	var	vara		N;NOM;MASC;SG
postavu	lik	postava	lika	N;ACC;FEM;SG	N;NOM;MASC;SG
postavu	karakter	postava	karakter	N;ACC;FEM;SG	N;NOM;MASC;SG
nesprávne	nepravilna	nesprávny	nepravilen	ADV	ADJ;NOM;FEM;SG
nesprávne	napačno	nesprávny	napačen	ADV	ADJ;NOM;NEUT;SG
nesprávne	napačen	nesprávny	napačen	ADV	ADJ;NOM;INDF;MASC;SG
chránená	zaščiteni	chránený	zaščiten	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
bezpečnosť	varnosti	bezpečnosť	varnost	N;NOM;FEM;SG	N;GEN;FEM;SG
premiéru	premiera	premiéra	premier	N;ACC;FEM;SG	N;NOM;MASC;SG
premiéru	premieri	premiéra	premiera	N;ACC;FEM;SG	N;NOM;FEM;DU
dunajská	donavi	dunajský	donava	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
filmová	film	filmový	film	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
filmová	film	filmový	film	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
modulu	modul	modul	modul	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
apple	jabolka	apple	jabolko	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
apple	jabolčni	apple	jabolčen	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL
prieskum	anketo	prieskum	anketa	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
prieskum	izvidniška	prieskum	izvidniški	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
cambridge	cambridge	cambridga	cambridg	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
drese	jersey	dres	jersey	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
