datu	datu	datu	dat	PROPN	
percetakan	drukarek	percetakan	drukarek	N;SG	N;GEN;FEM;PL
percetakan	drukarki	percetakan	drukarka	N;SG	N;ACC;FEM;PL
parma	parma	parma	parma	PROPN	
columbus	columbus	columbus	columbus	PROPN	N;NOM;MASC;SG
hautes	hautes	hautes	hautes	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
motivasi	motywacje	motivasi	motywacja	N;SG	N;NOM;FEM;PL
motivasi	motywacyjny	motivasi	motywacyjny	N;SG	ADJ;NOM;MASC;SG
kas	cash	kas	cashać	N;SG	
vulkanik	wulkanicznego	vulkanik	wulkaniczny	N;SG	ADJ;ACC;MASC;SG
dreams	snów	dreams	sen	PROPN	N;GEN;FEM;PL
dreams	marzeń	dreams	marzenie	PROPN	N;GEN;NEUT;PL
dreams	marzenia	dreams	marzenie	PROPN	N;NOM;NEUT;PL
dreams	sny	dreams	sen	PROPN	N;NOM;MASC;PL
teknisi	techników	teknisi	technik	N;SG	N;GEN;MASC;PL
teknisi	technicy	teknisi	technik	N;SG	N;NOM;MASC;PL
teknisi	technik	teknisi	technik	N;SG	V;IPFV;IMP;SG;2;FIN;ACT
indikator	wskaźniki	indikator	wskaźnik	N;SG	N;NOM;MASC;PL
indikator	wskaźników	indikator	wskaźnik	N;SG	N;GEN;MASC;PL
welcome	zapraszamy	welcome	zapraszać	PROPN	V;IPFV;IND;PL;1;PRS;FIN;ACT
welcome	witam	welcome	witać	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
welcome	witaj	welcome	witać	PROPN	V;IPFV;IMP;SG;2;FIN;ACT
welcome	zapraszam	welcome	zapraszać	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
welcome	witamy	welcome	witać	PROPN	V;IPFV;IND;PL;1;PRS;FIN;ACT
klik	kliknij	klik	klikni	PROPN	V;PFV;IMP;SG;2;FIN;ACT
klik	kliknięć	klik	kliknięcie	PROPN	N;GEN;NEUT;PL
klik	kliknięcia	klik	kliknięcie	PROPN	N;NOM;NEUT;PL
abd	abd	abd	abd	PROPN	PROPN;NOM;MASC;SG
helium	hel	helium	hel	N	
helium	helu	helium	hel	N	
edwards	edwards	edwards	edwards	PROPN	PROPN;NOM;MASC;SG
parker	parkera	parker	parker	PROPN	
parker	parker	parker	parker	PROPN	PROPN;NOM;MASC;SG
kemarahan	fury	kemarahan	fura	N;SG	
walk	spacer	walk	spacer	PROPN	N;ACC;MASC;SG
walk	chodzić	walk	chodzić	PROPN	V;IPFV;NFIN;ACT
walk	walk	walk	walk	PROPN	
campaign	kampanie	campaign	kampan	PROPN	N;NOM;MASC;PL
campaign	kampanię	campaign	kampania	PROPN	N;ACC;FEM;SG
campaign	kampania	campaign	kampania	PROPN	N;NOM;FEM;SG
campaign	kampanii	campaign	kampania	PROPN	N;GEN;FEM;SG
pembeli	kupujący	penbeli	kupować	N;SG	ADJ;NOM;MASC;SG
pembeli	nabywców	penbeli	nabywca	N;SG	N;ACC;MASC;PL
pembeli	nabywców	penbeli	nabywca	N;SG	N;ACC;MASC;PL
pembeli	kupcy	penbeli	kupiec	N;SG	N;NOM;MASC;PL
pembeli	kupujący	penbeli	kupować	N;SG	ADJ;NOM;MASC;SG
oslo	oslo	oslo	oslo	PROPN	PROPN;NOM;NEUT;SG
samoa	samoa	samoa	sam	PROPN	PROPN;NOM;NEUT;SG
mengobati	traktowanie	menobati	traktować	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
mengobati	traktowanie	menobati	traktować	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
thing	rzecz	thing	rzecz	PROPN	
mori	mori	mori	moria	PROPN	
warsawa	warszawa	warsawa	warszawa	PROPN	
kesepuluh	dziesiątej	kesepuluh	dziesiąty	NUM	ADJ;GEN;FEM;SG
kesepuluh	tenth	kesepuluh	tenth	NUM	
kesepuluh	dziesiąta	kesepuluh	dziesiąt	NUM	
kesepuluh	dziesiąty	kesepuluh	dziesiąty	NUM	ADJ;NOM;MASC;SG
course	kurs	course	kurs	PROPN	N;NOM;MASC;SG
lennon	lennon	lennon	lennon	PROPN	
hiv	hiv	hiv	hiv	PROPN	
herodes	herod	herodes	herod	PROPN	N;NOM;MASC;SG
glee	glee	glee	gle	PROPN	
sunting	edit	sunting	edit	N	
sunting	edytuj	sunting	edytować	N	
sussex	sussex	sussex	sussex	PROPN	N;NOM;MASC;SG
mat	mat	mat	mata	PROPN	
apr	apr	apr	apr	PROPN	
apr	kwiecień	apr	kwiecienie	PROPN	N;NOM;NEUT;SG
connecticut	connecticut	connecticut	connecticut	PROPN	
mandar	kolei	mandar	kolej	PROPN	
mandar	kolej	mandar	kolej	PROPN	N;NOM;FEM;SG
mandar	szyny	mandar	szyna	PROPN	N;ACC;FEM;SG
romania	rumunii	romania	rumunia	PROPN	
romania	rumunia	romania	rumunia	PROPN	
stasi	stasi	stasi	stas	N	
kehamilan	ciąże	kehamilan	ciąża	N;SG	N;NOM;FEM;PL
kehamilan	ciąż	kehamilan	ciąż	N;SG	N;GEN;FEM;PL
usman	usman	usman	usmać	N;SG	
hogwarts	hogwart	hogwarts	hogwart	PROPN	
provence	provence	provence	provenka	PROPN	
property	własności	property	własność	PROPN	N;ACC;FEM;SG
property	nieruchomości	property	nieruchomość	PROPN	N;GEN;FEM;SG
property	właściwość	property	właściwość	PROPN	N;NOM;FEM;SG
property	własność	property	własność	PROPN	N;ACC;FEM;SG
property	nieruchomość	property	nieruchomość	PROPN	N;NOM;FEM;SG
economics	ekonomia	economics	ekonomia	PROPN	N;NOM;FEM;SG
economics	ekonomii	economics	ekonomia	PROPN	N;GEN;FEM;SG
economics	ekonomiczny	economics	ekonomiczny	PROPN	ADJ;NOM;MASC;SG
balas	odpowiedz	balas	odpowiedzieć	V;SG;ACT	
balas	odpowiedź	balas	odpowiedź	V;SG;ACT	N;NOM;FEM;SG
sukarno	sukarno	sukarno	sukarno	PROPN	
murphy	murphy	murphy	murpha	PROPN	PROPN;NOM;MASC;SG
tales	opowieści	tales	opowieść	PROPN	
emisi	emisje	emisi	emisja	N;SG	N;NOM;FEM;PL
emisi	emisje	emisi	emisja	N;SG	N;NOM;FEM;PL
daeng	daeng	daeng	daeng	PROPN	
daeng	daisy	daeng	dais	PROPN	
babilonia	babilonia	babilonia	babilonia	PROPN	
babilonia	babiloński	babilonia	babiloński	PROPN	ADJ;NOM;MASC;SG
nagoya	nagoi	nagoya	nagoi	PROPN	
keberanian	odwagi	keberanian	odwaga	N;SG	
aek	aek	aek	aek	PROPN	PROPN;NOM;MASC;SG
sekte	sekty	sekte	sekt	N	
sekte	kultu	sekte	kult	N	
sekte	sekty	sekte	sekt	N	
sekte	sekty	sekte	sekt	N	
melodi	melody	melodi	meloda	N;SG	
tangki	tank	tangki	tank	N;SG	
beck	beck	beck	beck	PROPN	PROPN;NOM;MASC;SG
saingan	rywali	saingan	rywać	N;SG	N;ACC;MASC;PL
yen	jenów	yen	jen	PROPN	
keemasan	złote	keemasan	złoty	N;SG	
keemasan	golden	keemasan	golden	N;SG	
keemasan	złoty	keemasan	złoty	N;SG	
keemasan	złota	keemasan	złoty	N;SG	
viktor	wiktor	viktor	wiktor	PROPN	PROPN;NOM;MASC;SG
viktor	viktor	viktor	viktor	PROPN	PROPN;NOM;MASC;SG
sayyid	sajjid	sayyid	sajjid	PROPN	
yoga	jogi	yoga	jógić	PROPN	
yoga	jogę	yoga	jóchać	PROPN	N;ACC;FEM;SG
ost	ost	ost	osta	N	
cekoslowakia	czechosłowacji	cekoslowakia	czechosłowacja	PROPN	N;GEN;FEM;SG
cekoslowakia	czechosłowacka	cekoslowakia	czechosłowacka	PROPN	ADJ;NOM;FEM;SG
anumerta	pośmiertne	anumerta	pośmiertny	N	ADJ;NOM;NEUT;SG
anumerta	pośmiertnie	anumerta	pośmiertnie	N	ADV
anumerta	pośmiertnie	anumerta	pośmiertnie	N	ADV
romo	romo	romo	romo	PROPN	
holocaust	holokaustu	holocaust	holokaust	PROPN	N;GEN;MASC;SG
cargo	cargo	cargo	cargo	PROPN	
cargo	ładunek	cargo	ładunek	PROPN	N;ACC;MASC;SG
diklaim	twierdził	diklaim	twierdzić	V;SG;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
diklaim	twierdziło	diklaim	twierdzić	V;SG;PASS	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
diklaim	twierdziły	diklaim	twierdzić	V;SG;PASS	V;IPFV;FEM;IND;PL;PST;FIN;ACT
diklaim	twierdziła	diklaim	twierdzić	V;SG;PASS	V;IPFV;FEM;IND;SG;PST;FIN;ACT
pesanan	rozkazy	pesanan	rozkaz	N;SG	N;NOM;MASC;PL
restorasi	odbudowa	restorasi	odbudowy	N;SG	
persediaan	zapasy	persediaan	zapas	N;SG	N;NOM;MASC;PL
cho	cho	cho	cho	PROPN	
laboratory	laboratorium	laboratory	laboratorium	PROPN	N;NOM;NEUT;SG
laboratory	laboratoryjne	laboratory	laboratoryjny	PROPN	ADJ;NOM;NEUT;SG
romance	romans	romance	romans	PROPN	N;NOM;MASC;SG
romance	romanse	romance	romans	PROPN	N;NOM;MASC;PL
romance	romansu	romance	romans	PROPN	N;GEN;MASC;SG
bubar	odrzucić	bubar	odrzucić		V;PFV;NFIN;ACT
bubar	oddalenie	bubar	oddalić		N;PFV;NOM;NEUT;SG;POS;V.MSDR
berdampak	wpływ	berdampak	wpływ	V;SG;ACT	N;NOM;MASC;SG
berdampak	zderzenie	berdampak	zderzenie	V;SG;ACT	N;NOM;NEUT;SG
berdampak	uderzenie	berdampak	uderzenie	V;SG;ACT	N;NOM;NEUT;SG
berdampak	uderzenia	berdampak	uderzenie	V;SG;ACT	N;NOM;NEUT;PL
berdampak	oddziaływanie	berdampak	oddziaływać	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
menggambar	remis	mengambar	remis	V;SG;ACT	N;NOM;MASC;SG
menggambar	losowanie	mengambar	losowanie	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
menggambar	rysunek	mengambar	rysunek	V;SG;ACT	N;NOM;MASC;SG
menggambar	losowanie	mengambar	losowanie	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
beristirahat	spoczynku	beristirahat	spoczynek	V;SG;ACT	N;GEN;MASC;SG
beristirahat	wypoczynek	beristirahat	wypoczynek	V;SG;ACT	N;ACC;FEM;SG
beristirahat	odpoczynek	beristirahat	odpoczynek	V;SG;ACT	N;ACC;MASC;SG
glass	szklana	glass	szklany	N	ADJ;NOM;FEM;SG
psikologis	psychologicznej	psikologis	psychologiczny	N;SG	ADJ;GEN;FEM;SG
psikologis	psychologiczne	psikologis	psychologiczny	N;SG	ADJ;NOM;NEUT;SG
psikologis	psychiczne	psikologis	psychiczny	N;SG	ADJ;NOM;NEUT;SG
psikologis	psychologiczny	psikologis	psychologiczny	N;SG	ADJ;NOM;MASC;SG
psikologis	psychicznie	psikologis	psychicznie	N;SG	ADV
kromosom	chromosomów	kromosom	chromosom	N;SG	N;GEN;MASC;PL
olga	olga	olga	olga	PROPN	PROPN;NOM;FEM;SG
konsol	konsoli	konsol	konsoli	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
roosevelt	roosevelta	roosevelt	roosevelt	PROPN	
roosevelt	roosevelt	roosevelt	roosevelt	PROPN	N;NOM;MASC;SG
merekrut	rekrutacji	menrekrut	rekrutacja	V;SG;ACT	N;GEN;FEM;SG
merekrut	rekrutacja	menrekrut	rekrutacja	V;SG;ACT	N;NOM;FEM;SG
merekrut	rekrut	menrekrut	rekrut	V;SG;ACT	
merekrut	rekrutów	menrekrut	rekrut	V;SG;ACT	N;GEN;MASC;PL
christine	krystyna	christine	krystyna	PROPN	PROPN;NOM;FEM;SG
christine	christine	christine	christiny	PROPN	N;NOM;FEM;SG
sos	sos	sos	sos	PROPN	
challenger	challenger	challenger	challenger	PROPN	
angkut	transportowe	angkut	transportowy	N;SG;ACT	ADJ;NOM;NEUT;SG
teladan	wzorowe	teladan	wzorowy	N;SG	ADJ;NOM;NEUT;SG
mph	mph	mph	mpha	PROPN	
pakan	aktualności	pakan	aktualność	N;SG	N;ACC;FEM;PL
pakan	pasza	pakan	pasz	N;SG	
pakan	paszy	pakan	pasz	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
pakan	pasz	pakan	pasz	N;SG	
pakan	pastewnych	pakan	pastewny	N;SG	ADJ;GEN;MASC;PL
pakan	pasza	pakan	pasz	N;SG	
lituania	litewski	lituania	litewski	N;SG	ADJ;NOM;MASC;SG
lituania	litwy	lituania	litwa	N;SG	PROPN;GEN;FEM;SG
lituania	litwa	lituania	litwa	N;SG	
bologna	bolonii	bologna	bolonia	PROPN	PROPN;NOM;FEM;SG
gospel	ewangelii	gospel	ewangelia	PROPN	N;GEN;FEM;SG
gospel	gospel	gospel	gospel	PROPN	
landak	jeżozwierz	landak	jeżozwierz	N	
powell	powell	powell	powell	PROPN	PROPN;NOM;MASC;SG
terjebak	utknął	terjebak	utknąć	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
terjebak	uwięzieni	terjebak	uwięzić	V;SG;PASS	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
terjebak	uwięziony	terjebak	uwięzić	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
terjebak	uwięziona	terjebak	uwięzić	V;SG;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
terjebak	uwięzione	terjebak	uwięzić	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
interaktif	interaktywne	interaktif	interaktywny	N;SG	ADJ;NOM;NEUT;SG
mendapati	znaleziona	mendapati	znaleźć	V;SG;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
mendapati	znaleziony	mendapati	znaleźć	V;SG;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
mendapati	znalezione	mendapati	znaleźć	V;SG;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
tennis	tenis	tennis	tenis	PROPN	N;NOM;MASC;SG
officer	oficer	officer	oficer	PROPN	N;NOM;MASC;SG
officer	funkcjonariusz	officer	funkcjonariusz	PROPN	N;NOM;MASC;SG
officer	oficerze	officer	oficerz	PROPN	
mayer	mayer	mayer	mayer	PROPN	PROPN;NOM;MASC;SG
motors	motors	motors	motors	PROPN	
motors	silniki	motors	silnik	PROPN	N;NOM;MASC;PL
kotoran	kupy	kotoran	kupa	N;SG	
kotoran	brud	kotoran	brud	N;SG	
kotoran	brud	kotoran	brud	N;SG	
kotoran	gówno	kotoran	gówno	N;SG	
keberatan	zastrzeżenia	keberatan	zastrzeżenie	N;SG	N;NOM;NEUT;PL
palm	dłoni	palm	dłoń	PROPN	N;GEN;FEM;SG
palm	palm	palm	palm	PROPN	
palm	dłoń	palm	dłoń	PROPN	N;NOM;FEM;SG
harap	proszę	harap	prosić		V;IPFV;IND;SG;1;PRS;FIN;ACT
past	przeszłość	past	przeszłość	PROPN	N;NOM;FEM;SG
past	przeszłości	past	przeszłość	PROPN	N;GEN;FEM;SG
membenci	nienawiści	menbenci	nienawiść	V;SG;ACT	
membenci	nienawiść	menbenci	nienawiść	V;SG;ACT	N;NOM;FEM;SG
nine	dziewięciu	nine	dziewięć	PROPN	
nine	nine	nine	niny	PROPN	
nine	dziewięć	nine	dziewięć	PROPN	
sheila	sheila	sheila	sheil	N	PROPN;NOM;FEM;SG
penganiayaan	prześladowań	penaniayaan	prześladowanie	N;SG	N;GEN;NEUT;PL
stalin	stalin	stalin	stalin	PROPN	N;NOM;MASC;SG
stalin	stalina	stalin	stalina	PROPN	
pedas	ostre	pedas	ostry	N;SG	
pedas	ostra	pedas	ostry	N;SG	
pelantikan	indukcji	penlantikan	indukcja	N;SG	
antropologi	antropologiczne	antropologi	antropologiczny	N	ADJ;NOM;NEUT;SG
xbox	xbox	xbox	xbox	PROPN	
fast	szybkie	fast	szybki	PROPN	ADJ;NOM;NEUT;SG
fast	szybki	fast	szybki	PROPN	ADJ;NOM;MASC;SG
fast	szybka	fast	szybki	PROPN	ADJ;NOM;FEM;SG
fast	szybko	fast	szybko	PROPN	ADV
aragon	aragon	aragon	aragon	PROPN	
hutang	długi	hutang	długi	N;SG	
hutang	długi	hutang	długi	N;SG	
premium	premia	premium	premia	PROPN	
premium	składka	premium	składka	PROPN	N;NOM;FEM;SG
premium	premium	premium	premium	PROPN	
premium	premii	premium	premia	PROPN	
goku	goku	goku	gok	PROPN	
penyelamatan	uratować	penselamatan	uratować	N;SG	V;PFV;NFIN;ACT
damaskus	damaszku	damaskus	damaszku	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
stories	zdarzenia	stories	zdarzenie	PROPN	N;NOM;NEUT;SG
stories	opowiadania	stories	opowiadanie	PROPN	N;NOM;NEUT;PL
stories	historie	stories	histora	PROPN	N;NOM;FEM;SG
stories	opowieści	stories	opowieść	PROPN	
miles	miles	miles	miles	PROPN	
miles	kilometrów	miles	kilometr	PROPN	N;GEN;MASC;PL
miles	mile	miles	mile	PROPN	
miles	kilometry	miles	kilometra	PROPN	N;NOM;MASC;PL
miles	mil	miles	milć	PROPN	
peliharaan	pet	peliharaan	pet	N;SG	
peliharaan	zwierzaki	peliharaan	zwierzak	N;SG	N;NOM;MASC;PL
peliharaan	zwierzęta	peliharaan	zwierzę	N;SG	N;NOM;NEUT;PL
gif	gif	gif	gifa	N;SG	
simple	prosta	simple	prosty	ADJ	
simple	proste	simple	prosty	ADJ	
felipe	felipe	felipe	felipy	PROPN	PROPN;NOM;MASC;SG
sejuk	super	sejuk	super	ADJ;SG	
sejuk	spoko	sejuk	spoko	ADJ;SG	
ruth	ruth	ruth	ruth	PROPN	PROPN;NOM;FEM;SG
eugene	eugene	eugene	eugen	PROPN	PROPN;NOM;MASC;SG
niger	niger	niger	niger	PROPN	
bibit	sadzonki	bibit	sadzonka	N;SG	N;ACC;FEM;PL
bibit	ziarna	bibit	ziarny	N;SG	
bibit	nasion	bibit	nasiono	N;SG	
bibit	nasiona	bibit	nasiono	N;SG	N;NOM;NEUT;PL
bibit	nasion	bibit	nasiono	N;SG	
bibit	ziarno	bibit	ziarno	N;SG	
bibit	nasiona	bibit	nasiono	N;SG	N;NOM;NEUT;PL
rentan	podatnych	rentan	podatny	ADJ;SG	ADJ;GEN;MASC;PL
rentan	wrażliwych	rentan	wrażliwy	ADJ;SG	ADJ;GEN;MASC;PL
terlambat	późna	terlambat	późny	ADJ;SG	ADV
terlambat	późno	terlambat	późno	ADJ;SG	ADV
jackie	jacek	jackie	jacek	PROPN	PROPN;NOM;MASC;SG
pemandu	przewodników	penpandu	przewodnik	N;SG	N;GEN;MASC;PL
pemandu	przewodniki	penpandu	przewodnik	N;SG	N;NOM;MASC;PL
tale	opowieść	tale	opowieść	PROPN	N;NOM;FEM;SG
teddy	teddy	teddy	teddy	PROPN	
slot	slot	slot	slot	PROPN	
slot	gniazdo	slot	gniazdo	PROPN	N;NOM;NEUT;SG
slot	sloty	slot	slota	PROPN	N;NOM;MASC;PL
dikritik	skrytykował	dikritik	skrytykować	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
fields	fields	fields	fields	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
fields	pola	fields	pole	PROPN	
upah	wynająć	upah	wynająć	N;SG	V;PFV;NFIN;ACT
upah	zatrudnić	upah	zatrudnić	N;SG	V;PFV;NFIN;ACT
upah	płac	upah	płaca	N;SG	
upah	zarobki	upah	zarobek	N;SG	N;NOM;MASC;PL
upah	płace	upah	płaca	N;SG	
que	que	que	que	PROPN	
amy	amy	amy	amy	PROPN	PROPN;NOM;FEM;SG
burton	burton	burton	burton	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
mengalihkan	przekierowanie	menalihkan	przekierować	V;SG;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
lembu	woły	lembu	wół	PROPN	N;ACC;MASC;PL
merugikan	harms	menrugikan	harms	V;SG;ACT	PROPN;NOM;MASC;SG
jonas	jonas	jonas	jonas	PROPN	PROPN;NOM;MASC;SG
sharon	sharon	sharon	sharon	PROPN	PROPN;NOM;MASC;SG
avatar	awatary	avatar	awatar	N;SG	N;NOM;MASC;PL
iris	iris	iris	iris	N;SG	
krishna	krishna	krishna	krishna	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
wave	fala	wave	fala	PROPN	N;NOM;FEM;SG
wave	fali	wave	fala	PROPN	N;GEN;FEM;SG
wave	fale	wave	fala	PROPN	N;NOM;FEM;PL
owen	owena	owen	owen	PROPN	
owen	owen	owen	owen	PROPN	PROPN;NOM;MASC;SG
lia	lia	lia	lia	PROPN	
thomson	thomson	thomson	thomson	PROPN	
flower	kwiat	flower	kwiat	PROPN	N;NOM;MASC;SG
flower	kwiaty	flower	kwiat	PROPN	N;NOM;MASC;PL
flower	kwiecie	flower	kwiecie	PROPN	
flower	kwiatek	flower	kwiatek	PROPN	N;NOM;MASC;SG
rice	ryż	rice	ryż	PROPN	N;NOM;MASC;SG
rice	ryżu	rice	ryż	PROPN	
together	razem	together	razem	PROPN	ADV
together	wspólnie	together	wspólnie	PROPN	ADV
torres	torres	torres	torres	PROPN	PROPN;NOM;MASC;SG
internazionale	internazionale	internazionale	internazionale	N	
bertema	tematyczne	bertema	tematyczny	PROPN;SG;ACT	ADJ;NOM;NEUT;SG
sembuh	uleczyć	sembuh	uleczyć	ADJ;SG	V;PFV;NFIN;ACT
potong	cięcie	potong	cięcie	N;SG;ACT	
potong	uprawa	potong	uprawa	N;SG;ACT	
potong	zbiory	potong	zbiór	N;SG;ACT	N;NOM;MASC;PL
potong	upraw	potong	uprawa	N;SG;ACT	
potong	kawałki	potong	kawałek	N;SG;ACT	N;NOM;MASC;PL
memikirkan	myślenia	menpikirkan	myślenie	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
memikirkan	myślenie	menpikirkan	myślenie	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
regulasi	regulacje	regulasi	regulacja	N;SG	N;NOM;FEM;PL
detroit	detroit	detroit	detroit	PROPN	PROPN;NOM;MASC;SG
tambak	staw	tambak	staw	PROPN;SG	N;NOM;MASC;SG
tambak	stawu	tambak	staw	PROPN;SG	N;GEN;MASC;SG
tambak	stawie	tambak	staw	PROPN;SG	N;ACC;MASC;SG
kyung	kyung	kyung	kyung	PROPN	
menyewa	wynajem	mensewa	wynaj	V;SG;ACT	N;NOM;MASC;SG
menyewa	wynajęcie	mensewa	wynająć	V;SG;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
menyewa	zatrudnienie	mensewa	zatrudnienie	V;SG;ACT	N;NOM;NEUT;SG
menyewa	zatrudniania	mensewa	zatrudniać	V;SG;ACT	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
sora	sora	sora	sora	PROPN	
cohen	cohen	cohen	cohen	PROPN	
gear	bieg	gear	bieg	PROPN	N;NOM;MASC;SG
menyumbang	oddania	mensumbang	oddanie	V;SG;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
menyumbang	darowizna	mensumbang	darowizna	V;SG;ACT	N;NOM;FEM;SG
rom	rom	rom	rom	PROPN	
comment	komentarz	comment	komentarz	PROPN	N;NOM;MASC;SG
comment	komentować	comment	komentować	PROPN	V;IPFV;NFIN;ACT
joint	joint	joint	joint	PROPN	
joint	wspólnego	joint	wspólny	PROPN	ADJ;ACC;MASC;SG
joint	wspólny	joint	wspólny	PROPN	ADJ;NOM;MASC;SG
joint	wspólna	joint	wspólny	PROPN	ADJ;NOM;FEM;SG
membandingkan	porównywanie	menbandingkan	porównywać	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
membandingkan	porównanie	menbandingkan	porównać	V;SG;ACT	N;NOM;NEUT;SG
vertebrata	kręgowców	vertebrata	kręgowiec	N;SG	N;ACC;MASC;PL
perumpamaan	przypowieść	perumpamaan	przypowieść	N;SG	V;PFV;NFIN;ACT
perumpamaan	przypowieści	perumpamaan	przypowieść	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sedimen	osad	sedimen	osada	N;SG	
sedimen	osady	sedimen	osada	N;SG	
buang	usuń	buang	usiń	PROPN;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
buang	usunąć	buang	usunąć	PROPN;SG;ACT	V;PFV;NFIN;ACT
bristol	bristol	bristol	bristol	PROPN	PROPN;NOM;MASC;SG
voting	głosujemy	voting	głosować	PROPN;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
voting	głosowanie	voting	głosować	PROPN;SG	N;NOM;NEUT;SG;POS;V.MSDR
voting	głosuj	voting	głosować	PROPN;SG	V;IPFV;IMP;SG;2;FIN;ACT
voting	głosy	voting	głos	PROPN;SG	N;NOM;MASC;PL
voting	głosów	voting	głos	PROPN;SG	N;GEN;MASC;PL
voting	głosowania	voting	głosować	PROPN;SG	N;GEN;NEUT;SG
voting	głosowanie	voting	głosować	PROPN;SG	N;NOM;NEUT;SG;POS;V.MSDR
voting	głosuje	voting	głosować	PROPN;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
voting	głosujemy	voting	głosować	PROPN;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
voting	głosowania	voting	głosować	PROPN;SG	N;GEN;NEUT;SG
penembakan	strzelać	pentembakan	strzelać	N;SG	V;IPFV;NFIN;ACT
pucat	pale	pucat	pal	ADJ;SG	
knowledge	wiedzy	knowledge	wiedza	PROPN	N;GEN;FEM;SG
knowledge	wiedza	knowledge	wiedza	PROPN	N;NOM;FEM;SG
knowledge	znajomość	knowledge	znajomość	PROPN	N;NOM;FEM;SG
knowledge	wiedzę	knowledge	wiedza	PROPN	N;ACC;FEM;SG
fact	fakt	fact	fakt	PROPN	
zimbabwe	łotwa	zimbabwe	łotwy	PROPN	
zimbabwe	zimbabwe	zimbabwe	zimbabwy	PROPN	
leonard	leonarda	leonard	leonard	PROPN	
leonard	leonard	leonard	leonard	PROPN	N;NOM;MASC;SG
lazio	lazio	lazio	lazio	PROPN	PROPN;NOM;NEUT;SG
disc	dysk	disc	dysk	PROPN	N;NOM;MASC;SG
disc	płyta	disc	płyta	PROPN	N;NOM;FEM;SG
heran	zdumiony	heran	zdumić	V;SG;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
heran	wonder	heran	wonder	V;SG;ACT	
gaib	niewidoczne	gaib	niewidoczny	N;SG	ADJ;NOM;NEUT;SG
gaib	niewidoczny	gaib	niewidoczny	N;SG	ADJ;NOM;MASC;SG
gaib	niewidocznym	gaib	niewidoczny	N;SG	ADJ;INS;MASC;SG
gaib	niewidzialne	gaib	niewidzialny	N;SG	ADJ;NOM;NEUT;SG
lift	windy	lift	winda	N	
lift	wind	lift	wind	N	
lift	podnieść	lift	podnieść	N	V;PFV;NFIN;ACT
lift	windy	lift	winda	N	
lift	windy	lift	winda	N	
edmund	edmund	edmund	edmund	PROPN	PROPN;NOM;MASC;SG
banks	banks	banks	banks	PROPN	
banks	banki	banks	bank	PROPN	N;NOM;MASC;PL
banks	bankami	banks	bank	PROPN	N;INS;MASC;PL
banks	banków	banks	bank	PROPN	N;GEN;MASC;PL
edgar	edgara	edgar	edgar	PROPN	N;ACC;MASC;SG
edgar	edgar	edgar	edgar	PROPN	PROPN;NOM;MASC;SG
sunnah	sunna	sunnah	sunny	N;SG	
bee	pszczoła	bee	pszczoła	PROPN	N;NOM;FEM;SG
bee	pszczoły	bee	pszczoła	PROPN	
bee	bee	bee	bee	PROPN	
