terra	тера	terra	тера		N;INDF;FEM;SG
veleszületett	вроден	veleszület	вроден	V;INDF;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
veleszületett	вродено	veleszület	вроден	V;INDF;IND;SG;3;PST;FIN;ACT	ADV
melléknév	прилагателно	mellék	прилагателно	N;NOM;SG	ADV
rituális	ритуал	rituális	ритуал	ADJ;NOM;SG	N;INDF;MASC;SG
rituális	ритуално	rituális	ритуален	ADJ;NOM;SG	ADV
rituális	ритуално	rituális	ритуален	ADJ;NOM;SG	ADV
rituális	ритуални	rituális	ритуален	ADJ;NOM;SG	ADJ;INDF;PL
fiziológiai	физиологични	fiziológiai	физиологичен	N;NOM;SG	ADJ;INDF;PL
fiziológiai	физиологичен	fiziológiai	физиологичен	N;NOM;SG	ADJ;INDF;MASC;SG
labor	лаборатории	labor	лаборатория	N;NOM;SG	N;INDF;FEM;PL
feketék	черни	feke	черен	N;NOM;PL	ADJ;INDF;PL
meztelen	голо	meztelen	гол		N;INDF;NEUT;SG
meztelen	голи	meztelen	гол		ADJ;INDF;PL
meztelen	гола	meztelen	гол		N;INDF;MASC;SG
meztelen	голо	meztelen	гол		N;INDF;NEUT;SG
meztelen	голи	meztelen	гол		ADJ;INDF;PL
meztelen	гола	meztelen	гол		N;INDF;MASC;SG
inn	inn	inn	inn		N;INDF;MASC;SG
engedéllyel	лицензиран	engedély	лицензирам	N;INS;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
engedéllyel	лицензирани	engedély	лицензирам	N;INS;SG	V;PFV;INDF;PL;V.PTCP;PASS
tallinn	талин	tallinn	талин	N;NOM;SG	PROPN;INDF;MASC;SG
tavi	езерото	tavi	езеро		N;DEF;NEUT;SG
tavi	лейк	tavi	лейк		PROPN;INDF;MASC;SG
tavi	езеро	tavi	езеро		N;INDF;NEUT;SG
fölötte	над	fölött	над		ADP
fölötte	отгоре	fölött	отгоре		ADV
csíkos	раирана	csíkos	раирам-(се)		N;INDF;FEM;SG
csíkos	райета	csíkos	райе		N;INDF;NEUT;PL
csíkos	ивици	csíkos	ивик		N;INDF;FEM;PL
csíkos	райета	csíkos	райе		N;INDF;NEUT;PL
földek	фийлдс	föld	фийлдс	N;NOM;PL	N;INDF;MASC;SG
concerto	концерт	concert	концерт		N;INDF;MASC;SG
hasonlóak	подобно	hasonló	подобно	ADJ;NOM;PL	ADV
hasonlóak	подобен	hasonló	подобен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
hasonlóak	сходен	hasonló	сходен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
hasonlóak	подобна	hasonló	подобен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
árnyék	сенки	árnyék	сянка	N;NOM;SG	N;INDF;FEM;PL
árnyék	сенките	árnyék	сенка	N;NOM;SG	N;DEF;FEM;PL
árnyék	сенки	árnyék	сянка	N;NOM;SG	N;INDF;FEM;PL
tágas	просторно	tágas	просторно		ADV
tágas	просторна	tágas	просторен		ADJ;INDF;FEM;SG
tágas	просторно	tágas	просторно		ADV
wing	крилото	wing	крило		N;DEF;NEUT;SG
wing	крило	wing	крило		N;INDF;NEUT;SG
wing	уинг	wing	уинг		PROPN;INDF;MASC;SG
belize	белиз	beliz	белиз	PROPN;NOM;SG	PROPN;INDF;FEM;SG
márciusi	март	márciusi	март	ADJ;NOM;SG	N;INDF;MASC;SG
falat	стена	fal	стена		N;INDF;FEM;SG
falat	стената	fal	стена		N;DEF;FEM;SG
falat	уол	fal	уол		N;INDF;FEM;SG
ellis	елис	ellis	елис		PROPN;INDF;MASC;SG
bergman	бергман	bergman	бергман	N;NOM;SG	PROPN;INDF;MASC;SG
érd	интерес	érd	интерес		N;INDF;MASC;SG
érd	лихви	érd	лихва		N;INDF;FEM;PL
érd	лихва	érd	лихва		N;INDF;FEM;SG
tojást	яйца	tojás	яйце	N;ACC;SG	N;INDF;NEUT;PL
tojást	яйцата	tojás	яйце	N;ACC;SG	N;DEF;NEUT;PL
tojást	яйца	tojás	яйце	N;ACC;SG	N;INDF;NEUT;PL
flavius	флавий	flavius	флавий		N;INDF;MASC;SG
kifejező	изразителни	kifejező	изразителен		ADJ;INDF;PL
koszovó	косово	koszovó	косово	N;NOM;SG	PROPN;INDF;NEUT;SG
kifutó	подиум	kifutó	подиум		N;INDF;MASC;SG
kifutó	писта	kifutó	писта		N;INDF;FEM;SG
nyaka	нек	nyaka	нек	N;NOM;SG	PROPN;INDF;FEM;SG
earl	ърл	earl	ърл		PROPN;INDF;MASC;SG
legelő	пасища	legelő	пасище		N;INDF;NEUT;PL
legelő	пасища	legelő	пасище		N;INDF;NEUT;PL
legelő	пасе	legelő	пасе		N;INDF;MASC;SG
legelő	паша	legelő	паша		N;INDF;FEM;SG
cselekvés	действия	cselekvés	действие	N;NOM;SG	N;INDF;NEUT;PL
mechanizmus	механизмите	mechanizmus	механизъм	N;NOM;SG	N;DEF;MASC;PL
mechanizmus	механизми	mechanizmus	механизъм	N;NOM;SG	N;INDF;MASC;PL
eszik	ям	esz	аз	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
eszik	ядене	esz	ядене	V;INDF;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
őrző	пазач	őrző	пазач		N;INDF;MASC;SG
őrző	пазител	őrző	пазител		N;INDF;MASC;SG
őrző	настойник	őrző	настойник		N;INDF;MASC;SG
őrző	пазител	őrző	пазител		N;INDF;MASC;SG
őrző	попечител	őrző	попечител		N;INDF;MASC;SG
őrző	гардиън	őrző	гардиън		N;INDF;MASC;SG
mozaik	мозайка	mozaik	мозайка	N;NOM;PL	N;INDF;FEM;SG
alto	алто	alto	алто		PROPN;INDF;MASC;SG
stevens	стивънс	stevens	стивънс		PROPN;INDF;MASC;SG
savas	киселинни	savas	киселинен		ADJ;INDF;PL
savas	киселина	savas	киселина		N;INDF;FEM;SG
fennmaradó	оставащи	fennmaradó	оставам		ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
fennmaradó	оставащите	fennmaradó	оставам		ADJ;IPFV;DEF;PL;PRS;V.PTCP;ACT
gerard	джерард	gerard	джерард		N;INDF;MASC;SG
gerard	жерар	gerard	жерар		N;INDF;MASC;SG
lionel	лайнъл	lionel	лайнъл		N;INDF;MASC;SG
lionel	лионел	lionel	лионел		N;INDF;MASC;SG
lionel	лайънъл	lionel	лайънъл		PROPN;INDF;MASC;SG
rovat	box	rovat	box		N;INDF;MASC;SG
rovat	клетка	rovat	клетка		N;INDF;FEM;SG
rovat	кутия	rovat	кутия		N;INDF;FEM;SG
szabott	съобразени	szabott	съобразя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
norma	норма	norma	норма		N;INDF;FEM;SG
norma	норма	norma	норма		N;INDF;FEM;SG
megkülönböztető	отличителен	megkülönböztető	отличителен		ADJ;INDF;MASC;SG
megkülönböztető	отличителни	megkülönböztető	отличителен		ADJ;INDF;PL
megkülönböztető	дискриминационни	megkülönböztető	дискриминационен		ADJ;INDF;PL
megkülönböztető	отличителен	megkülönböztető	отличителен		ADJ;INDF;MASC;SG
rubin	рубин	ru	рубин		N;INDF;MASC;SG
rubin	руби	ru	руби		N;INDF;MASC;SG
szálak	нишки	szál	нишка	N;NOM;PL	ADJ;INDF;PL
puglia	пуля	puglia	пуле		N;INDF;MASC;SG
betty	бети	betty	бет		N;INDF;FEM;SG
mad	луд	mad	луд		ADJ;INDF;MASC;SG
mad	луда	mad	луд		ADJ;INDF;FEM;SG
jeffrey	джефри	jeffrey	джефра		PROPN;INDF;MASC;SG
kiskorú	непълнолетни	kiskorú	непълнолетен	N;NOM;SG	ADJ;INDF;PL
kiskorú	непълнолетна	kiskorú	непълнолетен	N;NOM;SG	ADJ;INDF;FEM;SG
kiskorú	непълнолетен	kiskorú	непълнолетен	N;NOM;SG	ADJ;INDF;MASC;SG
kiskorú	непълнолетни	kiskorú	непълнолетен	N;NOM;SG	ADJ;INDF;PL
kiskorú	малолетни	kiskorú	малолетен	N;NOM;SG	ADJ;INDF;PL
kiskorú	незначителни	kiskorú	незначителен	N;NOM;SG	ADJ;INDF;PL
mozambik	мозамбик	mozambik	мозамбик	PROPN;NOM;SG	N;INDF;MASC;SG
mítosz	мита	mítosz	мито	N;NOM;SG	N;INDF;NEUT;PL
andre	андре	andre	андре	PROPN;NOM;SG	PROPN;INDF;MASC;SG
andre	андре	andre	андре	PROPN;NOM;SG	PROPN;INDF;MASC;SG
nyomozás	разследвания	nyomozás	разследване	N;NOM;SG	N;INDF;NEUT;PL
nyomozás	изследвания	nyomozás	изследване	N;NOM;SG	N;INDF;NEUT;PL
nyomozás	разследван	nyomozás	разследвам	N;NOM;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
nyomozás	разследва	nyomozás	разследвам	N;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
burrows	бъроуз	burrows	бъроуз		N;INDF;MASC;SG
jótékony	изгодно	jótékony	изгодно		ADV
kylie	кайли	kylie	кайла	N;NOM;SG	PROPN;INDF;MASC;SG
méh	бий	méh	бий	N;NOM;SG	V;IPFV;IMP;SG;2;FIN
hajlamos	склонен	hajlamos	склонен		ADJ;INDF;MASC;SG
hajlamos	склонна	hajlamos	склонен		ADJ;INDF;FEM;SG
nina	нина	nina	нина		PROPN;INDF;FEM;SG
golyó	куршумите	golyó	куршум	N;NOM;SG	N;DEF;MASC;PL
golyó	патрони	golyó	патрон	N;NOM;SG	N;INDF;MASC;PL
golyó	куршуми	golyó	куршум	N;NOM;SG	N;INDF;MASC;PL
erőforrás	ресурс	erőforrás	ресурс		N;INDF;MASC;SG
erőforrás	ресурси	erőforrás	ресурс		N;INDF;MASC;PL
erőforrás	ресурси	erőforrás	ресурс		N;INDF;MASC;PL
gall	жлъчния	gall	жлъчен		ADJ;DEF;MASC;SG
gall	галия	gall	галия		PROPN;INDF;FEM;SG
gall	гал	gall	гал		PROPN;INDF;MASC;SG
hosszúkás	продълговати	hosszúkás	продълговат		ADJ;INDF;PL
brooks	брукс	brooks	брукс		PROPN;INDF;MASC;SG
stones	камъни	stones	камък	N;NOM;SG	N;INDF;MASC;PL
rousseau	русо	rouss	русо		N;INDF;NEUT;SG
oak	дъб	oa	дъб		N;INDF;MASC;SG
oak	оук	oa	оук		PROPN;INDF;MASC;SG
gyűjteni	събиране	gyűjt	събиране	V;NFIN;ACT	N;INDF;NEUT;SG
mode	режим	mode	режим		N;INDF;MASC;SG
rainer	райнер	rainer	райнер		PROPN;INDF;MASC;SG
manó	гоблин	manó	гоблин		N;INDF;MASC;SG
manó	елф	manó	елф		N;INDF;MASC;SG
elsőszülött	първородния	elsőszülött	първороден		ADJ;DEF;MASC;SG
astra	астра	ast	астър		N;INDF;NEUT;SG
babiloni	вавилонски	babiloni	вавилонски		ADJ;INDF;MASC;SG
hidraulikus	хидравлични	hidraulikus	хидравличен	N;NOM;SG	ADJ;INDF;PL
bejelenti	обяви	bejelent	обявя-(се)	V;DEF;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
kairó	кайро	kairó	кайро	N;NOM;SG	PROPN;INDF;MASC;SG
