talent	таланти	talent	талант	N;NOM;MASC;SG	N;INDF;MASC;PL
suková	сукова	suková	суков	N;NOM;MASC;SG	PROPN;INDF;FEM;SG
pravilna	правилно	pravilen	правилно	ADJ;NOM;FEM;SG	ADV
ustrezna	уместно	ustrezen	уместно	ADJ;NOM;FEM;SG	ADV
ustrezna	подходящи	ustrezen	подходящ	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ustrezna	подходящо	ustrezen	подходящ	ADJ;NOM;FEM;SG	ADV
ustrezna	адекватно	ustrezen	адекватно	ADJ;NOM;FEM;SG	ADV
ustrezna	адекватни	ustrezen	адекватен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ustrezna	подходящи	ustrezen	подходящ	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ustrezna	подходящо	ustrezen	подходящ	ADJ;NOM;FEM;SG	ADV
začetno	първоначално	začeten	първоначално	ADJ;NOM;NEUT;SG	ADV
železov	железен	želez	железен	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
železov	железен	želez	железен	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
železov	желязна	želez	железен	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
železov	железни	želez	железен	N;NOM;MASC;SG	ADJ;INDF;PL
ribolov	риболовен	ribolov	риболовен	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
blata	утайки	blato	утайка	N;GEN;NEUT;SG	N;INDF;FEM;PL
blata	кални	blato	кален	N;GEN;NEUT;SG	N;INDF;MASC;PL
kong	конг	kong	конг	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
enterprise	enterprise	enterpris	enterprise	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
tomo	томо	tom	томо	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
prepovedana	забранено	prepovedan	забраня	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
prepovedana	забранени	prepovedan	забраня	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
prepovedana	забранен	prepovedan	забраня	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
prepovedana	забранена	prepovedan	забраня	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
prepovedana	забранено	prepovedan	забраня	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
prepovedana	забранена	prepovedan	забраня	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
prepovedana	забранен	prepovedan	забраня	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
prepovedana	забранени	prepovedan	забраня	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
prepovedana	забранено	prepovedan	забраня	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
prepovedana	забранени	prepovedan	забраня	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
prepovedana	забранен	prepovedan	забраня	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
prepovedana	забранена	prepovedan	забраня	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zadovoljen	удовлетворен	zadovoljen	удовлетворя-(се)	ADJ;NOM;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zadovoljen	удовлетворена	zadovoljen	удовлетворя-(се)	ADJ;NOM;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zadovoljen	доволни	zadovoljen	доволен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
oglaševanje	рекламен	oglaševanje	рекламен	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
oglaševanje	реклами	oglaševanje	реклам	N;NOM;NEUT;SG	N;INDF;FEM;PL
torre	торе	torra	торе	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
jabolko	apple	jabolko	apple	N;NOM;NEUT;SG	PROPN
dosledno	последователен	dosledno	последователен	ADV	ADJ;INDF;MASC;SG
dosledno	последователна	dosledno	последователен	ADV	ADJ;INDF;FEM;SG
dosledno	последователни	dosledno	последователен	ADV	ADJ;INDF;PL
digitalno	дигитално	digitalen	дигитално	ADJ;NOM;NEUT;SG	ADV
digitalno	цифров	digitalen	цифров	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
digitalno	цифрово	digitalen	цифров	ADJ;NOM;NEUT;SG	ADV
digitalno	цифрови	digitalen	цифров	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
gmbh	gmbh	gmbh	gmbh	PROPN;NOM;MASC;SG	ADJ
ubitih	убита	ubit	убия	ADJ;GEN;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ubitih	убити	ubit	убия	ADJ;GEN;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
ubitih	убит	ubit	убия	ADJ;GEN;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
novica	новини	novica	новина	N;NOM;FEM;SG	N;INDF;FEM;PL
novica	новините	novica	новина	N;NOM;FEM;SG	N;DEF;FEM;PL
aretirali	арестувана	aretirati	арестувам	V;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
aretirali	арестуван	aretirati	арестувам	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pepel	аш	pepel	аш	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
podlage	лайнер	podlaga	лайнер	N;NOM;FEM;PL	N;INDF;MASC;SG
litva	литва	litev	литва	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
iva	ива	iva	ива	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
nemec	германски	nemec	германски	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
nemec	немски	nemec	немски	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
nemec	немска	nemec	немски	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
nemec	германска	nemec	германски	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
latvija	латвия	latvija	латвия	N;NOM;FEM;SG	PROPN;INDF;FEM;SG
frekvence	честота	frekvenca	честот	N;NOM;FEM;PL	N;INDF;FEM;SG
jeklo	стоманен	jekla	стоманен	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
prisilno	принудени	prisilno	принудя-(се)	ADV	V;PFV;INDF;PL;V.PTCP;PASS
prisilno	принуден	prisilno	принудя-(се)	ADV	V;PFV;INDF;MASC;SG;V.PTCP;PASS
operativno	оперативен	operativen	оперативен	ADV	ADJ;INDF;MASC;SG
operativno	оперативни	operativen	оперативен	ADV	ADJ;INDF;PL
operativno	оперативна	operativen	оперативен	ADV	ADJ;INDF;FEM;SG
beatles	бийтълс	beatles	бийтълс	N;NOM;MASC;SG	N;INDF;MASC;PL
budimpešti	будапеща	budimpešt	будапеща	ADJ;NOM;DEF;MASC;SG	PROPN;INDF;FEM;SG
ustavno	конституционни	ustaven	конституционен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
ustavno	конституционно	ustaven	конституционно	ADJ;NOM;NEUT;SG	ADV
bivanje	оставам	bivanje	оставам	N;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
rogers	роджърс	rogers	роджърс	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
terapije	терапията	terapija	терапия	N;NOM;FEM;PL	N;DEF;FEM;SG
terapije	терапия	terapija	терапия	N;NOM;FEM;PL	N;INDF;FEM;SG
atlantic	атлантическа	atlantica	атлантически	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
warner	уорнър	warner	уорнър		PROPN;INDF;MASC;SG
maščob	дебела	maščoba	дебел	N;GEN;FEM;PL	ADJ;INDF;FEM;SG
maščob	мазнина	maščoba	мазнина	N;GEN;FEM;PL	N;INDF;FEM;SG
maščob	дебели	maščoba	дебел	N;GEN;FEM;PL	ADJ;INDF;PL
maščob	дебел	maščoba	дебел	N;GEN;FEM;PL	ADJ;INDF;MASC;SG
odstotek	проценти	odstotek	процент	N;NOM;MASC;SG	N;INDF;MASC;PL
avril	аврил	avrilo	аврил	N;NOM;MASC;SG	PROPN;INDF;FEM;SG
nepričakovano	неочакван	nepričakovano	неочаквам	ADV	ADJ;INDF;MASC;SG
nepričakovano	неочаквана	nepričakovano	неочаквам	ADV	ADJ;INDF;FEM;SG
nepričakovano	неочаквани	nepričakovano	неочакван	ADV	ADJ;INDF;PL
regionalno	регионално	regionalen	регионален	ADJ;NOM;NEUT;SG	ADV
regionalno	регионални	regionalen	регионален	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
regionalno	регионалните	regionalen	регионален	ADJ;NOM;NEUT;SG	ADJ;DEF;PL
priznani	признати	priznan	призная-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
priznani	призната	priznan	призная-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
priznani	разпознат	priznan	разпозна-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
priznani	признато	priznan	призная-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
priznani	признат	priznan	призная-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
strel	прострелян	strel	прострелям	N;NOM;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
strel	застрелян	strel	застрелям	N;NOM;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
strel	застреляна	strel	застрелям	N;NOM;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
novotná	новотна	novotnka	новотна	ADV	ADJ;INDF;FEM;SG
montrealu	монреал	montreal	монреал	N;DAT;MASC;SG	PROPN;INDF;MASC;SG
express	експресна	express	експресен	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
nadomesti	заменя	nadomesti	заменям	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
nadomesti	замества	nadomesti	замествам	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
nadomesti	замяна	nadomesti	замяна	V;PFV;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
nadomesti	замени	nadomesti	заменя	V;PFV;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
nadomesti	заместване	nadomesti	заместване	V;PFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
petdeset	fifty	petdeset	fifty	NUM;NOM;PL	PROPN;INDF;MASC;SG
men	мъжете	mena	мъж	N;NOM;MASC;SG	N;DEF;MASC;PL
men	мъже	mena	мъж	N;NOM;MASC;SG	N;INDF;MASC;PL
kuznecova	кузнецова	kuznecov	кузнецов	ADJ;NOM;FEM;SG	PROPN;INDF;FEM;SG
izvolitev	изборите	izvolitev	избор	N;NOM;FEM;SG	N;DEF;MASC;PL
izvolitev	избори	izvolitev	избор	N;NOM;FEM;SG	N;INDF;MASC;PL
strupene	отровна	strupen	отровен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
strupene	отровен	strupen	отровен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
strupene	отровно	strupen	отровно	ADJ;NOM;FEM;PL	ADV
udarci	удряне	udarec	удряне	N;NOM;MASC;PL	N;INDF;NEUT;SG
sveže	пресни	sveže	пресен		ADJ;INDF;PL
sveže	прясно	sveže	прясно		ADV
sveže	свежо	sveže	свеж		ADV
sveže	свежа	sveže	свеж		ADJ;INDF;FEM;SG
sveže	пресен	sveže	пресен		N;INDF;MASC;SG
sveže	фреш	sveže	фреш		N;INDF;MASC;SG
butler	бътлър	butler	бътлър	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
