wat	מה	wat	מה	PRO	ADV
bruto	דוחה	bruto	דחה	ADJ;NOM	V;MASC;SG;V.PTCP;ACT
bruto	מגעיל	bruto	הגעיל	ADJ;NOM	
bruto	ברוטו	bruto	ברוטו	ADJ;NOM	
geliefde	אהבתי	gelief	אהבתי	ADJ;NOM	V;SG;1;PST;ACT
geliefde	אהוב	gelief	אהוב	ADJ;NOM	
geliefde	אהב	gelief	אהב	ADJ;NOM	V;MASC;SG;3;PST;ACT
tokio	טוקיו	tokio	טוקיו		PROPN
gay	לסבית	gay	לסבית		PROPN
gegewens	חומר	gewewens	חומר	N;PL	N;MASC;SG
beplande	מתוכננת	beplan	מתוכנן	N;PL	ADJ;FEM;SG
beplande	מתוכנן	beplan	תוכנן	N;PL	V;MASC;SG;V.PTCP;PASS
beplande	תכנן	beplan	תכנן	N;PL	V;MASC;SG;3;PST;ACT
christopher	כריסטופר	christopher	כריסטופר		PROPN
tahiti	טהיטי	tahiti	טהיטי		PROPN
neo	ניאו	neo	ניאו	N;SG	
neo	ניו	neo	ניו	N;SG	PROPN
neo	נאו	neo	נאו	N;SG	PROPN
baba	בייבי	baba	בייבי	N;SG	PROPN
baba	מותק	baba	מותק	N;SG	
baba	מאמי	baba	מאמי	N;SG	
konfederasie	הקונפדרציה	konfederasie	הקונפדרציה	N;SG	PROPN
felix	פליקס	felix	פליקס		PROPN
montgomery	מונטגומרי	montgomery	מונטגומרי		PROPN
klop	פעימה	klop	פעים	V;PRS	N;FEM;SG
klop	טוק	klop	טוק	V;PRS	
klop	דפיקה	klop	דפיקה	V;PRS	N;FEM;SG
klop	נוק	klop	נוק	V;PRS	PROPN
bang	מפחד	bang	מפחד	V;PRS	
bang	מפחד	bang	מפחד	V;PRS	
tafel	השולחן	tafel	השולחן		PROPN
tafel	שולחן	tafel	שולחן		N;MASC;SG
tafel	טבלה	tafel	טבלה		N;FEM;SG
bush	בוש	bush	בוש	PROPN;SG	PROPN
bush	שיח	bush	שיח	PROPN;SG	PROPN
pyn	כאבים	pyn	כאב	N;SG	N;MASC;PL
stene	הקוביות	stene	הקובי	N;PL	ADJ;FEM;PL
stene	דייס	stene	דייס	N;PL	PROPN
stene	קובייה	stene	קובייה	N;PL	N;FEM;SG
millennium	מילניום	millennium	מילניום	PROPN;SG	PROPN
millennium	המילניום	millennium	המילניום	PROPN;SG	PROPN
voorwaardes	תנאי	voorwaarde	תנאי	N;PL	
voorwaardes	תנאי	voorwaarde	תנאי	N;PL	
senegal	סנגל	senegal	סנגל	PROPN;SG	PROPN
piek	ספייק	piek	ספייק	N;SG	PROPN
veilige	בטוחה	veilig	בטוח		ADJ;FEM;SG
veilige	כספת	veilig	כסף		PROPN
veilige	בטוחים	veilig	בטוח		V;V.PTCP
sekonde	שניות	sekond	שנייה	N;SG	N;FEM;PL
sekonde	שניה	sekond	שניה	N;SG	NUM;FEM;SG
sekonde	שנייה	sekond	שנייה	N;SG	NUM;FEM;SG
sekonde	שני	sekond	שני	N;SG	NUM;MASC;PL
sekonde	שנית	sekond	שנית	N;SG	
della	דלה	della	דל		PROPN
verwarring	בלבול	verwarring	בלבול		N;MASC;SG
geslote	סגורות	gesluit	סגור	N;SG	ADJ;FEM;PL
geslote	סגורים	gesluit	סגור	N;SG	ADJ;MASC;PL
geslote	סגור	gesluit	סגור	N;SG	
geslote	סגורה	gesluit	סגור	N;SG	ADJ;FEM;SG
episode	הפרק	episode	הפרק	N;SG	PROPN
kleinseun	נכד	kleinseun	נכד	N;SG	PROPN
kleinseun	הנכד	kleinseun	הנכד	N;SG	
brabant	ברבנט	brabant	ברבנט		PROPN
kolonel	קולונל	kolonel	קולונל	N;SG	PROPN
betrokkenheid	האירוסין	betrokkenheid	האירוסין	N;SG	PROPN
betrokkenheid	אירוסים	betrokkenheid	אירוס	N;SG	N;MASC;PL
betrokkenheid	אירוסין	betrokkenheid	אירוסין	N;SG	N;MASC;PL
elisabeth	אליזבט	elisabeth	אליזבט		PROPN
elisabeth	אליזבת	elisabeth	אליזבת		PROPN
elisabeth	אליזבט	elisabeth	אליזבט		PROPN
elisabeth	אליזבת	elisabeth	אליזבת		PROPN
sak	שקית	sak	שקית	V;PRS	N;FEM;SG
sak	תיק	sak	תיק	V;PRS	N;MASC;SG
sak	שק	sak	שק	V;PRS	PROPN
grawe	חופר	graag	חופר	N;PL	
grawe	חופרת	graag	חופר	N;PL	V;FEM;SG;V.PTCP;ACT
grawe	חפירה	graag	חפירה	N;PL	N;FEM;SG
grawe	לחפור	graag	חפר	N;PL	V;NFIN;ACT
seine	הסיין	seine	הסיין		PROPN
vet	אמיץ	vet	אמיץ		ADJ;MASC;SG
vet	נועזת	vet	נועז		ADJ;FEM;SG
vet	נועז	vet	נועז		ADJ;MASC;SG
vet	שמן	vet	שמן		N;MASC;SG
vet	שמנים	vet	שמן		N;MASC;PL
vet	שמנה	vet	שמנה		PROPN
vet	שומן	vet	שומן		N;MASC;SG
moderator	מנחה	moderator	מנחה	N;SG	
moderator	מגשר	moderator	מגשר	N;SG	
lyon	ליון	lyon	ליון		PROPN
nul	זירו	nul	זירו		PROPN
ruil	החלפה	ruil	החלפה	V;PRS	N;FEM;SG
ruil	החלפה	ruil	החלפה	V;PRS	N;FEM;SG
gedryf	מוטיבציה	dryf	מוטיבציה	V;PST;V.PTCP	N;FEM;SG
gedryf	מונע	dryf	מונע	V;PST;V.PTCP	
helsinki	הלסינקי	helsinki	הלסינקי		PROPN
hardloop	רץ	hardloop	רץ	V;PRS	
hardloop	ריצה	hardloop	ריצה	V;PRS	N;FEM;SG
hardloop	רוץ	hardloop	רוץ	V;PRS	PROPN
hardloop	ריצה	hardloop	ריצה	V;PRS	N;FEM;SG
vertaler	המתרגם	vertaler	המתרגם	N;SG	PROPN
warhol	וורהול	warhol	וורהול	N;SG	PROPN
rex	רקס	rex	רקס		PROPN
oordeel	שיפוט	oordeel	שיפוט	V;PRS	N;MASC;SG
uiteenlopende	מגוונים	uiteenloop	מגוון	ADJ;NOM	N;MASC;PL
palestina	פלסטין	palestina	פלסטין	PROPN;SG	PROPN
inisiatief	היוזמה	inisiatief	היוזמה	N;SG	PROPN
koring	תירס	koring	תירס	N;SG	
community	הקהילה	community	הקהיל		N;FEM;SG
community	קהילה	community	קהילה		N;FEM;SG
ateljee	סטודיו	ateljee	סטודיו	N;SG	PROPN
wonder	פלא	wonder	פלא		N;MASC;SG
wonder	וונדר	wonder	וונדר		PROPN
wonder	תוהה	wonder	תהה		V;MASC;SG;V.PTCP;ACT
ministers	השרים	minister	השרים	N;PL	ADV
museums	מוזיאון	museum	מוזיאון	N;PL	N;MASC;SG
anthony	אנטוני	anthony	אנטוני		PROPN
anthony	אנתוני	anthony	אנתוני		PROPN
kryt	הקרטיקון	kryt	הקרטיקון	N;SG	PROPN
carlo	קרלו	carlo	קרלו		PROPN
lanka	לנקה	lanka	לנקה	PROPN;SG	PROPN
omvattende	מקיפה	omvat	מקיף	ADJ;NOM	N;FEM;SG
omvattende	מקיף	omvat	מקיף	ADJ;NOM	
omvattende	דינמי	omvat	דינמי	ADJ;NOM	N;MASC;SG
geheue	זמנית	heue	זמנית	N;SG	ADV
geheue	זמני	heue	זמני	N;SG	
geheue	הזיכרון	heue	הזיכרון	N;SG	PROPN
geheue	זכרון	heue	זיכרון	N;SG	PROPN
organiseer	ארגן	organiseer	ארגן	V;PRS	PROPN
organiseer	ארגן	organiseer	ארגן	V;PRS	PROPN
gesprek	שיחת	gesprek	שיחה	N;SG	ADV
kremlin	הקרמלין	kremlin	הקרמלין		PROPN
uniek	ייחודיים	uniek	ייחודי	ADV	ADJ;MASC;PL
uniek	ייחודיות	uniek	ייחודי	ADV	ADJ;FEM;PL
uniek	ייחודי	uniek	ייחודי	ADV	ADJ;MASC;SG
arabiere	ערבים	arabier	ערבי		N;MASC;PL
rekening	החשבון	rekening	החשבון	N;SG	PROPN
amerikaans	אמריקאים	amerikaans	אמריקני		N;MASC;PL
amerikaans	אמריקני	amerikaans	אמריקני		PROPN
amerikaans	אמריקאית	amerikaans	אמריקני		ADV
amerikaans	אמריקאי	amerikaans	אמריקני		ADJ;MASC;SG
prince	נסיך	princ	נסיך		PROPN
prince	פרינס	princ	פרינס		PROPN
prince	הנסיך	princ	הנסיך		PROPN
mauritius	מאוריציוס	mauritius	מאוריציוס	PROPN;SG	PROPN
mauritius	בגרות	mauritius	בגרות	PROPN;SG	N;FEM;SG
skare	הקהל	skaar	הקהל	N;SG	PROPN
valley	ואלי	valley	ואלי		PROPN
ore	האוזניים	ore	האוזניים	N;PL	N;MASC;DU
sitting	יושבים	sitting	ישב	N;SG	V;MASC;PL;V.PTCP;ACT
sitting	יושבת	sitting	ישב	N;SG	V;FEM;SG;V.PTCP;ACT
regerende	הפסיקה	regeer	הפסיק	ADJ;NOM	V;FEM;SG;3;PST;ACT
regerende	פסיקה	regeer	פסיקה	ADJ;NOM	N;FEM;SG
catharina	קתרין	catharina	קתרין		PROPN
uitslag	תוצאות	uitslag	תוצאה	N;SG	N;FEM;PL
nowgorod	נובגורוד	nowgorod	נובגורוד		PROPN
onrus	תסיסה	onrus	תסיסה	V;PRS	N;FEM;SG
beta	ביתא	beta	ביתא		PROPN
beta	בטא	beta	בטא		PROPN
groningen	חרונינגן	groningen	חרונינגן		PROPN
elton	אלטון	elton	אלטון		PROPN
oorwinnings	הניצחונות	oorwinning	הניצחון	N;PL	PROPN
utc+	utc+	utc+	utc+	PROPN;SG	
bekwame	מסוגל	bekwame	מסוגל	ADJ;NOM	V;MASC;SG
verhoogde	מוגברת	verhoog	מוגבר	ADJ;NOM	V;FEM;SG;V.PTCP;PASS
verhoogde	גדל	verhoog	גדל	ADJ;NOM	
kenteken	לוגו	kenteken	לוגו	V;PRS	PROPN
kenteken	הלוגו	kenteken	הלוגו	V;PRS	PROPN
kenteken	תג	kenteken	תג	V;PRS	
adelaide	אדלייד	adelaide	אדלייד	N;SG	PROPN
argief	לארכיון	argief	לארכיון	N;SG	PROPN
melbourne	מלבורן	melbourne	מלבורן		PROPN
luther	לותר	luther	ויתר		PROPN
geografie	גאוגרפיה	geografie	גאוגרפיה	ADP	N;FEM;SG
aanbod	תציעו	aanbod	תציע	N;SG	PROPN
afgeleide	נגזרת	aflei	נגזר	ADJ;NOM	V;FEM;SG;V.PTCP;MID
simboliese	סמלי	simbolies	סמל	ADJ;NOM	
simboliese	סמלית	simbolies	סמלי	ADJ;NOM	ADV
bestyging	העליה	bestyging	העליה	N;SG	V;FEM;SG;3;PST;ACT
verslae	ספורט	verslag	ספורט	N;PL	N;MASC;SG
olifant	פיל	olifant	פיל	N;SG	PROPN
olifant	הפיל	olifant	הפיל	N;SG	PROPN
gebreek	שבורה	gebreek	שבורה	V;PST;V.PTCP	PROPN
gebreek	שבורים	gebreek	שבור	V;PST;V.PTCP	N;MASC;PL
gebreek	שבור	gebreek	שבור	V;PST;V.PTCP	
loftus	לופטוס	loftus	לופטוס		PROPN
opgelos	פתור	oplos	פתור	V;PST;V.PTCP	N;MASC;SG
somers	סומרס	somers	סומרס		PROPN
doelwit	המטרה	doelwit	המטרה	N;SG	PROPN
doelwit	יעד	doelwit	יעד	N;SG	
doelwit	גול	doelwit	גול	N;SG	PROPN
tower	מגדל	tower	מגדל		PROPN
tower	המגדל	tower	המגדל		PROPN
beplanning	מתכנן	beplanning	תכנן	N;SG	V;MASC;SG;V.PTCP;ACT
beplanning	מתכננת	beplanning	תכנן	N;SG	V;FEM;SG;V.PTCP;ACT
skryfwerk	שורף	skryfwerk	שורף	N;SG	V;MASC;SG;V.PTCP;ACT
skryfwerk	בוער	skryfwerk	בער	N;SG	PROPN
skryfwerk	בוערת	skryfwerk	בער	N;SG	V;FEM;SG;V.PTCP;ACT
siemens	סימנס	siemens	סמנס		PROPN
reef	שונית	reef	שונית		N;FEM;SG
nat	רטובות	nat	רטוב	N;SG	
nat	רטוב	nat	רטוב	N;SG	ADJ;MASC;SG
nat	רטובה	nat	רטוב	N;SG	
nat	רטובים	nat	רטוב	N;SG	N;MASC;PL
hanover	האנובר	hanover	האנובר		PROPN
wallies	וולשי	wallies	וולשי	PROPN;SG	PROPN
wallies	ולש	wallies	ולש	PROPN;SG	PROPN
wallies	וולש	wallies	וולש	PROPN;SG	PROPN
bier	בירה	bier	בירה		N;FEM;SG
louisiana	לואיזיאנה	louisiana	לואיזיאנה	N;SG	PROPN
bob	בוב	bob	בוב		PROPN
onmiddellike	מיידית	onmiddellik	מיידי	ADJ;NOM	ADV
leipzig	לייפציג	leipzig	לייפציג	PROPN;SG	PROPN
migrasie	הנדידה	migrasie	הנדידה	N;SG	V;FEM;SG;3;PST;ACT
dwing	כוח	dwing	כוח	V;PRS	N;MASC;SG
dwing	פורס	dwing	פורס	V;PRS	PROPN
dwing	כח	dwing	כוח	V;PRS	
russell	ראסל	russell	ראסל		PROPN
agtste	שמונה	agts	שמונה		NUM;FEM;SG
dagbreek	ארגמן	dagbreek	ארגמן	N;SG	PROPN
veilig	בטוחה	veilig	בטוח	V;PRS	ADJ;FEM;SG
veilig	כספת	veilig	כסף	V;PRS	PROPN
veilig	בטוח	veilig	None	V;PRS	
dooie	מת	dooie	מת	N;SG	ADJ;MASC;SG
dooie	מתים	dooie	מת	N;SG	N;MASC;PL
dooie	מתה	dooie	מת	N;SG	PROPN
albertus	אדלברט	albertus	אדלברט		PROPN
ali	עלי	ali	עלי		PROPN
ali	אלי	ali	אלי		PROPN
botaniese	הבוטניים	botanies	הבוטניים	ADJ;NOM	N;MASC;DU
skoon	ברור	skoon	ברור		ADJ;MASC;SG
skoon	נקי	skoon	נקי		ADJ;MASC;SG
skoon	נקייה	skoon	נקי		ADJ;FEM;SG
skoon	נקי	skoon	נקי		ADJ;MASC;SG
belê	השקעה	belê	השקעה	V;PRS	N;FEM;SG
belê	תשקיע	belê	השקיע	V;PRS	V;MASC;SG;2;FUT;ACT
molekules	מולקולה	molekule	מולקולה	N;PL	N;FEM;SG
kanon	תותח	kanon	הותח	N;SG	PROPN
veranderlikes	משתנה	veranderlike	השתנה	N;PL	V;MASC;SG;V.PTCP
kommissaris	הנציב	kommissaris	הנציב	N;SG	PROPN
kommissaris	נציב	kommissaris	נציב	N;SG	
interaksie	האירוסין	interaksie	האירוסין		PROPN
interaksie	אירוסים	interaksie	אירוס		N;MASC;PL
interaksie	אירוסין	interaksie	אירוסין		N;MASC;PL
interaksie	מעורבות	interaksie	מעורבות		N;FEM;SG
key	מפתח	key	מפתח		N;MASC;SG
key	מקש	key	מקש		PROPN
key	המפתח	key	המפתח		PROPN
ouma	סבתא	ouma	סבתא	N;SG	PROPN
ouma	סבתא	ouma	סבתא	N;SG	PROPN
lions	אריות	lions	אריה		N;FEM;PL
familia	פמיליה	familia	פמיליה		PROPN
seelandse	זילנד	seelands	זילנד	N;SG	PROPN
vulkaan	געש	vulkaan	געש	N;SG	PROPN
besigtig	צפי	besigtig	None	V;PRS	
besigtig	צפייה	besigtig	צפייה	V;PRS	N;FEM;SG
besigtig	צפה	besigtig	צפה	V;PRS	PROPN
besigtig	תצוגה	besigtig	תצוגה	V;PRS	N;FEM;SG
besigtig	הצג	besigtig	הצג	V;PRS	
moses	מוזס	moses	מוזס	PROPN;SG	PROPN
moses	משה	moses	משה	PROPN;SG	PROPN
erik	אריק	erik	אריק	N;SG	PROPN
erik	אריק	erik	אריק	N;SG	PROPN
diagram	תרשים	diagram	תרשים	N;SG	
aanraking	לגעת	aanraking	נגעה	N;SG	V;NFIN;MID
gerhard	גרהארד	gerhard	גרהארד		PROPN
false	ספאם	fals	ספאם		PROPN
supernova	סופרנובה	supernova	סופרנובה	N;SG	PROPN
aanbieder	מנחה	aanbieder	מנחה	N;SG	
aanbieder	מגיש	aanbieder	הגיש	N;SG	V;MASC;SG;V.PTCP;ACT
illustrasie	איור	illustrasie	איור	N;SG	PROPN
medisyne	סמים	medisyne	סם	N;SG	N;MASC;PL
medisyne	תרופות	medisyne	תרופה	N;SG	N;FEM;PL
droog	יבשים	droog	יבש	V;PRS	N;MASC;PL
droog	יבש	droog	יבש	V;PRS	
droog	יבשה	droog	יבשה	V;PRS	N;FEM;SG
queensland	קווינסלנד	queensland	קווינסלנד		PROPN
canberra	קנברה	canberra	קנברה		PROPN
hertogdom	דוכסות	hertogdom	דוכסות	N;SG	PROPN
monte	מונטי	mont	מונטי		PROPN
monte	מונטה	mont	מונטה		PROPN
nansen	ננסן	nansen	ננסן		N;MASC;SG
ophou	עצור	ophou	עצור	V;PRS	
css	css	css	css	V;PRS	PROPN
revolusie	המהפכה	revolusie	המהפכה	N;SG	PROPN
ross	רוס	ross	רוס		PROPN
doodgemaak	הרג	doodgemaak	הרג	V;PST;V.PTCP	N;MASC;SG
antwerpen	אנטוורפן	antwerpen	אנטוורפן		PROPN
verteenwoordiging	לייצוג	verteenwoordiging	לייצוג	N;SG	V;NFIN;ACT
bestemming	היעד	bestemming	היעד	N;SG	
bestemming	ליעד	bestemming	ליעד	N;SG	PROPN
bestemming	יעד	bestemming	יעד	N;SG	
sur	סור	sur	סור		PROPN
waarneming	התבונן	waarneming	התבונן	N;SG	V;MASC;SG;3;PST
morgan	מורגן	morgan	מורגן		PROPN
waarnemende	משחק	waarneem	משחק	ADJ;NOM	N;MASC;SG
japannees	יפן	japannees	יפן	N;PL	PROPN
japannees	יפני	japannees	יפני	N;PL	PROPN
japannees	יפנית	japannees	יפני	N;PL	PROPN
droom	החלום	droom	החלום	N;SG	PROPN
droom	לחלום	droom	חלם	N;SG	V;NFIN;ACT
droom	חולמת	droom	חולם	N;SG	V;FEM;SG;V.PTCP;ACT
droom	חולם	droom	חלם	N;SG	PROPN
droom	חלם	droom	חלם	N;SG	PROPN
deutsche	דויטשה	deutsche	דויטש		PROPN
stikstof	חנקן	stikstof	חנקן	N;SG	PROPN
fischer	פישר	fischer	פישר		PROPN
fotograaf	צלם	fotograaf	צלם	N;SG	PROPN
spencer	ספנסר	spencer	ספנסר		PROPN
boris	בוריס	boris	בוריס	N;SG	PROPN
walliese	וולשי	wallies	וולשי	ADJ;NOM	PROPN
walliese	ולש	wallies	ולש	ADJ;NOM	PROPN
walliese	וולש	wallies	וולש	ADJ;NOM	PROPN
woud	יער	woud	יער	N;SG	
woud	היער	woud	היער	N;SG	
duncan	דאנקן	duncan	דאנקן	PROPN;SG	PROPN
duncan	דנקן	duncan	דנקן	PROPN;SG	PROPN
voorbereiding	הכנות	voorbereiding	הכנה	N;SG	N;FEM;PL
voorbereiding	ההכנה	voorbereiding	ההכנה	N;SG	
andy	אנדי	andy	אנדי	PROPN;SG	PROPN
jordaan	ירדן	jordaan	ירדן		PROPN
sinoniem	נרדפת	sinoniem	נרדף	ADV	V;FEM;SG;V.PTCP;MID
hervat	קורות	hervat	קורה	V;PRS	N;FEM;PL
lima	לימה	lima	לימה	PROPN;SG	PROPN
lima	בלימה	lima	בלימה	PROPN;SG	PROPN
sestig	sixty	sestig	גגם	ADV	
sestig	שישים	sestig	שישים	ADV	NUM;SG
brian	בריאן	brian	בריאן		PROPN
brian	בראיין	brian	בראיין		PROPN
rebelle	מורדים	rebelle	מורד		N;MASC;PL
gerrit	חריט	rrit	חריט		PROPN
tim	טים	tim	טים	PROPN;SG	PROPN
diamant	יהלומים	diamant	יהלום	N;SG	N;MASC;PL
diamant	היהלום	diamant	היהלום	N;SG	PROPN
beperkings	המגבלות	beperking	המגבלות	N;PL	N;FEM;SG
volkswagen	פולקסווגן	volkswagen	פולקסווגן		PROPN
radikale	קיצונית	radikaal	קיצוני	ADJ;NOM	ADV
radikale	קיצוני	radikaal	קיצוני	ADJ;NOM	N;MASC;SG
gideon	גדעון	gideon	גדעון	N;SG	PROPN
vermeerder	יגבר	vermeerder	גבר	V;PRS	PROPN
vermeerder	עלייה	vermeerder	עלייה	V;PRS	N;FEM;SG
vermeerder	הגדל	vermeerder	הגדל	V;PRS	
vermeerder	הגדלת	vermeerder	הגדלה	V;PRS	N;PSSD;FEM;SG
roes	חלודה	roes	חלודה	N;PL	N;FEM;SG
facto	פקטו	facto	פקט		PROPN
grande	גרנדה	grand	גרנדה	ADJ;NOM	PROPN
liverpool	ליברפול	liverpool	ליברפול	PROPN;SG	PROPN
phillips	פיליפס	phillips	פיליפס		PROPN
miller	מילר	miller	מילר		PROPN
jutland	יוטלנד	jutland	יוטלנד	PROPN;SG	PROPN
pietro	פייטרו	pietro	פייטרו		PROPN
canada	קנדה	canada	קנדה		PROPN
nasionaal	לאומי	nasionaal	לאומי	ADV	PROPN
diego	דייגו	diego	דייגו		PROPN
diego	דיאגו	diego	דיאגו		PROPN
parallel	מקביל	parallel	הקביל		V;MASC;SG;V.PTCP;ACT
parallel	מקבילים	parallel	הקביל		V;MASC;PL;V.PTCP;ACT
parallel	במקביל	parallel	במקביל		ADV
parallel	מקבילה	parallel	מקביל		V;FEM;SG;V.PTCP;ACT
effektief	אפקטיבי	effektief	אפקטיבי	ADV	ADJ;MASC;SG
effektief	יעילות	effektief	יעילות	ADV	N;FEM;SG
effektief	יעיל	effektief	יעיל	ADV	ADJ;MASC;SG
effektief	יעילה	effektief	יעיל	ADV	ADJ;FEM;SG
trans	טראנס	trans	טראנס		PROPN
trans	טרנס	trans	טרנס		PROPN
maatreëls	מדידה	maatreël	מדידה	N;PL	N;FEM;SG
smal	צמצם	smal	צמצם		N;MASC;SG
smal	צמצום	smal	צמצום		N;MASC;SG
derdes	שלישים	derdes	שלישים	N;PL	NUM;MASC;PL
provence	פרובנס	provenc	פרובנס	N;PL	PROPN
roberts	רוברטס	roberts	רוברטס		PROPN
rudolf	רודולף	rudolf	רודולף		PROPN
vakansie	יומולדת	vakansie	יומולד	N;SG	PROPN
toronto	טורונטו	toronto	טורונטו		PROPN
wens	מאחל	wens	מאחל		PROPN
wens	מאחלת	wens	איחל		V;FEM;SG;V.PTCP;ACT
wens	מאחלים	wens	מאחלים		V;MASC;PL;V.PTCP;ACT
harold	הארולד	harold	הארולד	PROPN;SG	PROPN
harold	הרולד	harold	הרולד	PROPN;SG	PROPN
viering	החגיגה	viering	החגיג	N;SG	V;FEM;SG;3;PST;ACT
skild	מגן	skild	מגן	N;SG	PROPN
skild	המגן	skild	המגן	N;SG	
leopold	לאופולד	leopold	לאופולד		PROPN
leopold	ליאופולד	leopold	ליאופולד		PROPN
louise	לואיז	louis	לואיז		PROPN
martinus	מרטן	martinus	מרטן		PROPN
martinus	מרטין	martinus	מרטין		PROPN
petrol	בנזין	petrol	בנזין		PROPN
luiperd	נמר	luiperd	נמר	N;SG	
luiperd	פנתר	luiperd	פנתר	N;SG	PROPN
protes	המחאה	prote	המחאה	N;PL	PROPN
protes	מחאה	prote	מחאה	N;PL	N;FEM;SG
proto	פרוטו	proto	פרוטו		PROPN
versnel	מואץ	versnel	מואץ	V;PRS	
gegooi	צנח	mooi	צנח	V;PST;V.PTCP	PROPN
toeganklik	נגיש	toeganklik	הגיש	ADV	ADJ;MASC;SG
toeganklik	נגישות	toeganklik	נגישה	ADV	N;FEM;SG
opstel	הגדרות	opstel	הגדרה	V;PRS	N;FEM;PL
opstel	הגדר	opstel	הגדר	V;PRS	
gat	חור	gat	חור	N;SG	
gat	גומה	gat	גומה	N;SG	
chordata	מיתרניים	chordata	מיתרני		N;MASC;DU
luister	תקשיב	luister	תקשיב		V;MASC;SG;2;FUT;ACT
württemberg	וירטמברג	württemberg	וירטמברג		PROPN
verkope	מכירה	verkoop	מכירה	N;PL	N;FEM;SG
iers	אירי	iers	אירי		PROPN
iers	אירית	iers	אירי		PROPN
oefen	אימון	oefen	אימון	V;PRS	N;MASC;SG
oefen	אימון	oefen	אימון	V;PRS	N;MASC;SG
oefen	תרגול	oefen	תרגול	V;PRS	N;MASC;SG
vernietiging	חורבן	vernietiging	חורבן	V;PRS	PROPN
vernietiging	הרס	vernietiging	הרס	V;PRS	N;MASC;SG
dublin	דבלין	dublin	דבלין	PROPN;SG	PROPN
afgetree	פרשת	aftree	פרשה	V;PST;V.PTCP	N;FEM;SG
afgetree	פרש	aftree	פרש	V;PST;V.PTCP	PROPN
afgetree	פרשה	aftree	פרשה	V;PST;V.PTCP	N;FEM;SG
atleet	אתלט	atleet	אתלט	N;SG	PROPN
buffalo	באפלו	buffalo	באפלו		PROPN
buffalo	בופאלו	buffalo	בופאלו		PROPN
middelste	ביניים	middelste	ביניים	N;SG	
middelste	התיכון	middelste	התיכון	N;SG	PROPN
middelste	האמצע	middelste	האמצע	N;SG	
aanbidding	לסגוד	aanbidding	סגד	N;SG	V;NFIN;ACT
aanbidding	סוגדים	aanbidding	סוגד	N;SG	V;MASC;PL;V.PTCP;ACT
diplomatieke	דיפלומטית	diplomatiek	דיפלומטי	ADJ;NOM	ADV
virus	נגיף	virus	נגיף	V;PRS	PROPN
virus	וירוס	virus	וירוס	V;PRS	N;MASC;SG
kennedy	קנדי	kennedy	קנדי		PROPN
saints	הקדושים	saints	הקדוש		N
saints	קדושים	saints	קדוש		N;MASC;PL
zuma	זומה	zuma	זומה	PROPN;SG	PROPN
inc	inc	inc	inc		PROPN
drink	שתייה	drink	שתייה	V;PRS	N;FEM;SG
drink	שתיה	drink	שתייה	V;PRS	
naweek	סופשבוע	naweek	סופשבוע	N;SG	PROPN
aankoop	לרכישה	aankoop	לרכישה	V;PRS	
aankoop	קנייה	aankoop	קנייה	V;PRS	N;FEM;SG
aankoop	רכישה	aankoop	רכישה	V;PRS	N;FEM;SG
romeo	רומיאו	romeo	רומיא	PRO;NOM;SG;3	PROPN
romeo	רומאו	romeo	רומא	PRO;NOM;SG;3	PROPN
gogh	גוך	gogh	גוך		PROPN
skedel	גולגולת	skedel	גולגולת	N;SG	PROPN
skedel	סקאל	skedel	סקאל	N;SG	PROPN
vergeet	תשכח	vergeet	שכח	V;PRS	V;MASC;SG;1;FUT;ACT
vergeet	תשכחי	vergeet	תשכחי	V;PRS	V;SG;1;FUT;ACT
vergeet	שכח	vergeet	שכח	V;PRS	V;MASC;SG;3;PST;ACT
vergeet	נשכח	vergeet	נשכח	V;PRS	V;MASC;SG;3;PST;MID
vergeet	שכחת	vergeet	שכחה	V;PRS	V;MASC;SG;2;PST;ACT
vergeet	שכחתי	vergeet	שכח	V;PRS	V;SG;1;PST;ACT
vergeet	שכחה	vergeet	שכחה	V;PRS	N;FEM;SG
kortstondige	רגעי	kortstondig	רגע	ADJ;NOM	N;MASC;PL
werkwoord	הפועל	werkwoord	הפועל	N;SG	PROPN
nieuwe	nieuwe	nieuwe	nieuwe		PROPN
koel	אחלה	koel	אחלה	V;PRS	
koel	סבבה	koel	סבבה	V;PRS	PROPN
koel	מגניב	koel	הגניב	V;PRS	ADJ;MASC;SG
fred	פרד	fred	פרד		PROPN
sny	קיצוץ	sny	קיצוץ	V;PRS	N;MASC;SG
sestien	sixteen	sestien	sixteen	DET	
