और	и	और	и		CONJ
खराब	bad	खराब	bad	ADJ	PROPN
एलबम	альбомы	एलबम	альбом	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
संवाद	диалоги	संवाद	диалог		N;INAN;NOM;MASC;PL
संवाद	диалог	संवाद	диалог		N;INAN;NOM;MASC;SG
संवाद	диалоги	संवाद	диалог		N;INAN;NOM;MASC;PL
संवाद	диалог	संवाद	диалог		N;INAN;NOM;MASC;SG
प्रीमियर	премьеру	प्रीमियर	премьер	N;NOM;MASC;SG;3	N;ANIM;DAT;MASC;SG
चित्रित	нарисовал	चित्रित	рисовать	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
चित्रित	изображен	चित्रित	изобразить	ADJ	V;PFV;MASC;SG;PST;V.PTCP;PASS
मोहम्मद	мухаммед	मोहम्मद	мухаммед	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
मोहम्मद	мохамед	मोहम्मद	мохамед	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
मोहम्मद	мохаммед	मोहम्मद	мохаммед	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
दोस्त	друга	दोस्त	друг	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
वापसी	возвращения	वापसी	возвращение	N;NOM;FEM;SG;3	N;INAN;GEN;NEUT;SG
वापसी	вернуть	वापसी	вернуть	N;NOM;FEM;SG;3	V;PFV;NFIN;ACT
वापसी	вернуться	वापसी	вернуться	N;NOM;FEM;SG;3	V;PFV;NFIN;MID
प्रोत्साहित	поощрять	प्रोत्साहित	поощрять	ADJ	V;IPFV;NFIN;ACT
प्रोत्साहित	поощрения	प्रोत्साहित	поощрение	ADJ	N;INAN;NOM;NEUT;PL
प्रोत्साहित	поощрение	प्रोत्साहित	поощрение	ADJ	N;INAN;NOM;NEUT;SG
प्रोत्साहित	поощряется	प्रोत्साहित	поощрять	ADJ	V;IPFV;IND;SG;3;PRS;FIN;PASS
प्रोत्साहित	поощряли	प्रोत्साहित	поощрять	ADJ	V;IPFV;IND;PL;PST;FIN;ACT
सूरज	sun	सूरज	sun	PROPN;NOM;MASC;SG;3	PROPN
सूरज	солнце	सूरज	солнце	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
सूरज	вс	सूरज	вести	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
सूरज	сун	सूरज	сун	PROPN;NOM;MASC;SG;3	PART
सूरज	сунь	सूरज	сунь	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
लाइसेंस	лицензии	लाइसेंस	лицензия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
लाइसेंस	лицензий	लाइसेंस	лицензия	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
लाइसेंस	лицензии	लाइसेंस	лицензия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
सेन	сен	सेन	сен	PROPN;NOM;SG;3	
छः	six	छः	six	NUM	PROPN
छः	шестой	छः	шестой	NUM	ADJ;NOM;MASC;SG
मिशन	миссии	मिशन	миссия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
मिशन	миссии	मिशन	миссия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
मिशन	миссий	मिशन	миссия	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
लंबा	высокие	लंबा	высокий	ADJ;MASC;SG	ADJ;NOM;PL
लंबा	длинные	लंबा	длинный	ADJ;MASC;SG	ADJ;NOM;PL
लंबा	долго	लंबा	долго	ADJ;MASC;SG	ADV
लंबा	лонг	लंबा	лонг	ADJ;MASC;SG	
विशेषज्ञ	специалиста	विशेषज्ञ	специалист	N;NOM;MASC;PL;3	N;ANIM;ACC;MASC;SG
विशेषज्ञ	специалист	विशेषज्ञ	специалист	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
विशेषज्ञ	экспертов	विशेषज्ञ	эксперт	N;NOM;MASC;PL;3	N;ANIM;GEN;MASC;PL
विशेषज्ञ	эксперта	विशेषज्ञ	эксперт	N;NOM;MASC;PL;3	N;ANIM;GEN;MASC;SG
विशेषज्ञ	эксперт	विशेषज्ञ	эксперт	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
आकाश	небеса	आकाश	небес	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
आकाश	sky	आकाश	sky	N;NOM;MASC;SG;3	PROPN
आकाश	скай	आकाश	скай	N;NOM;MASC;SG;3	INTJ
आकाश	неба	आकाश	небо	N;NOM;MASC;SG;3	N;INAN;GEN;NEUT;SG
शासकों	правители	शासक	правитель	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
तिब्बत	тибет	तिब्बत	тибет	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
स्थानांतरित	переехал	स्थानांतरित	переехать	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
स्थानांतरित	перенесено	स्थानांतरित	перенести	ADJ	V;PFV;NEUT;SG;PST;V.PTCP;PASS
बचाव	защищать	बचाव	защищать	N;NOM;MASC;SG;3	V;IPFV;NFIN;ACT
बचाव	защитить	बचाव	защитить	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
बचाव	спасатели	बचाव	спасатель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
बचाव	спасти	बचाव	спасти	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
देखभाल	уходу	देखभाल	уход	N;NOM;FEM;SG;3	N;INAN;DAT;MASC;SG
देखभाल	заботливый	देखभाल	заботливый	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
पर्यटकों	туристов	पर्यटक	турист	N;ACC;MASC;PL;3	N;ANIM;GEN;MASC;PL
पर्यटकों	туристы	पर्यटक	турист	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
ईरानी	иран	ईरानी	иран	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
ईरानी	иранский	ईरानी	иранский	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
ईरानी	ирана	ईरानी	иран	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
ईरानी	иранские	ईरानी	иранский	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
सिंगापुर	сингапур	सिंगापुर	сингапур	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
सिंगापुर	сингапура	सिंगापुर	сингапур	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
सिंगापुर	сингапуре	सिंगापुर	сингапура	PROPN;NOM;MASC;SG;3	N;INAN;DAT;MASC;SG
मादा	женское	मादा	женский	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मादा	женщины	मादा	женщина	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;PL
मादा	женский	मादा	женский	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मादा	женская	मादा	женский	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
खरीद	покупки	खरीद	покупка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
खरीद	приобрести	खरीद	приобрести	N;NOM;FEM;SG;3	V;PFV;NFIN;ACT
खरीद	закупок	खरीद	закупка	N;NOM;FEM;SG;3	N;INAN;GEN;FEM;PL
खरीद	закупки	खरीद	закупка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
उत्सर्जन	выбросы	उत्सर्जन	выброс	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
निवासियों	обитатели	निवासी	обитатель	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
निवासियों	жители	निवासी	житель	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
निवासियों	жителей	निवासी	житель	N;ACC;MASC;PL;3	N;ANIM;GEN;MASC;PL
निवासियों	резиденты	निवासी	резидент	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
निवासियों	жители	निवासी	житель	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
क्षति	повреждения	क्षति	повреждение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;PL
दोष	винить	दोष	винить		V;IPFV;NFIN;ACT
दोष	вини	दोष	вини		INTJ
हाथी	слона	हाथी	слон	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
शैक्षिक	академических	शैक्षिक	академический	N;NOM	ADJ;GEN;PL
युगल	пары	युगल	пара	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
युगल	пар	युगल	пар	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
युगल	парам	युगल	пар	PROPN;NOM;MASC;SG;3	N;ANIM;DAT;MASC;PL
युगल	двойники	युगल	двойник	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
युगल	пара	युगल	пара	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
युगल	парочку	युगल	парочка	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
युगल	пару	युगल	пара	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
युगल	парочка	युगल	парочка	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
ग्रीक	греческая	ग्रीक	греческий		ADJ;NOM;FEM;SG
ग्रीक	греки	ग्रीक	грек		N;ANIM;NOM;MASC;PL
ग्रीक	греков	ग्रीक	грек		N;ANIM;GEN;MASC;PL
ग्रीक	греческий	ग्रीक	греческий		ADJ;NOM;MASC;SG
टीका	вакцины	टीका	вакцина	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
टीका	вакцину	टीका	вакцина	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
सुविधाओं	удобства	सुविधा	удобство	N;ACC;FEM;PL;3	N;INAN;NOM;NEUT;PL
पोषण	питания	पोषण	питание	N;NOM;MASC;SG;3	N;INAN;GEN;NEUT;SG
रिलीज	освободить	रिलीज	освободить	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
रिलीज	освобождения	रिलीज	освобождение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
रिलीज	релизы	रिलीज	релиз	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
इस्पात	стали	इस्पात	стать	N;NOM;MASC;SG;3	V;PFV;IND;PL;PST;FIN;ACT
इस्पात	стальные	इस्पात	стальной	N;NOM;MASC;SG;3	ADJ;NOM;PL
इस्पात	стальной	इस्पात	стальной	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
अकार्बनिक	неорганических	अकार्बनिक	неорганический	N;NOM;MASC;SG;3	ADJ;GEN;PL
झारखंड	джаркханд	झारखंड	джаркханд	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
सुपर	super	सुपर	super	N;NOM	PROPN
सुपर	супер	सुपर	супер	N;NOM	
समझौता	пакта	समझौता	пакт	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
समझौता	компромисса	समझौता	компромисс	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
आवासीय	жилых	आवासीय	жилой	N;NOM	ADJ;GEN;PL
आवासीय	жилой	आवासीय	жилой	N;NOM	ADJ;NOM;MASC;SG
जंगली	wild	जंगली	wild	N;NOM;MASC;SG;3	
जंगली	дикий	जंगली	дикий	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
जंगली	дикая	जंगली	дикий	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
जंगली	дикие	जंगली	дикий	N;NOM;MASC;SG;3	ADJ;NOM;PL
जंगली	хаггард	जंगली	хаггард	N;NOM;MASC;SG;3	
जरूरी	требуемое	जरूरी	требовать	ADJ	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;PASS
जरूरी	требуется	जरूरी	требоваться	ADJ	V;IPFV;IND;SG;3;PRS;FIN;MID
जरूरी	требуются	जरूरी	требоваться	ADJ	V;IPFV;IND;PL;3;PRS;FIN;MID
आर्ट	арт	आर्ट	арт	N;NOM;MASC;SG;3	ADV
आर्ट	art	आर्ट	art	N;NOM;MASC;SG;3	PROPN
शनि	сатурн	शनि	сатурн	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शनि	сидел	शनि	сидеть	PROPN;NOM;MASC;SG;3	V;IPFV;MASC;IND;SG;PST;FIN;ACT
शनि	сб	शनि	сбать	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शनि	сел	शनि	сесть	PROPN;NOM;MASC;SG;3	V;PFV;MASC;IND;SG;PST;FIN;MID
शनि	села	शनि	сесть	PROPN;NOM;MASC;SG;3	V;IPFV;NEUT;IND;SG;PST;FIN;MID
श्वेत	белые	श्वेत	белый		ADJ;NOM;PL
श्वेत	уайт	श्वेत	уайт		N;ANIM;NOM;MASC;SG
श्वेत	white	श्वेत	white		PROPN
श्वेत	белый	श्वेत	белый		ADJ;NOM;MASC;SG
श्वेत	белое	श्वेत	белый		ADJ;NOM;NEUT;SG
नमक	соли	नमक	соль	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
बातों	вещи	बात	вещь	N;ACC;FEM;PL;3	N;INAN;NOM;FEM;PL
बिलियन	миллиарда	बिलियन	миллиард	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
एकीकृत	единая	एकीकृत	единый	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
एकीकृत	объединенная	एकीकृत	объединить	N;NOM;MASC;SG;3	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
एकीकृत	единого	एकीकृत	единый	N;NOM;MASC;SG;3	ADJ;GEN;MASC;SG
एकीकृत	единое	एकीकृत	единый	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
एकीकृत	комплексная	एकीकृत	комплексный	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
एकीकृत	комплексное	एकीकृत	комплексный	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
एकीकृत	комплексной	एकीकृत	комплексный	N;NOM;MASC;SG;3	ADJ;INS;FEM;SG
एकीकृत	комплексные	एकीकृत	комплексный	N;NOM;MASC;SG;3	ADJ;NOM;PL
पत्रकार	журналист	पत्रकार	журналист	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
पत्रकार	журналистка	पत्रकार	журналистка	N;NOM;MASC;PL;3	N;ANIM;NOM;FEM;SG
पत्रकार	журналистов	पत्रकार	журналист	N;NOM;MASC;PL;3	N;ANIM;ACC;MASC;PL
वस्त्र	текстильной	वस्त्र	текстильный	N;NOM;MASC;SG;3	ADJ;INS;FEM;SG
वस्त्र	одежды	वस्त्र	одежда	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
वस्त्र	одежду	वस्त्र	одежда	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
जानवरों	животные	जानवर	животное	N;ACC;MASC;PL;3	N;ANIM;NOM;NEUT;PL
जानवरों	животных	जानवर	животное	N;ACC;MASC;PL;3	N;ANIM;GEN;NEUT;PL
जानवरों	звери	जानवर	зверь	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
आपस	узурпировать	आपस	узурпировать	N;NOM;MASC;PL;3	V;PFV;NFIN;ACT
आगमन	прибытия	आगमन	прибытие	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
आगमन	прибывает	आगमन	прибывать	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
कन्या	девы	कन्या	дева	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
मनुष्यों	люди	मनुष्य	человек	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
पर्व	festival	पर्व	festival	N;NOM;MASC;SG;3	PROPN
पर्व	fiesta	पर्व	fiesta	N;NOM;MASC;SG;3	PROPN
निष्कर्ष	итог	निष्कर्ष	итог	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;SG
निष्कर्ष	заключение	निष्कर्ष	заключение	N;NOM;MASC;PL;3	N;INAN;NOM;NEUT;SG
निष्कर्ष	вывод	निष्कर्ष	вывод	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;SG
साफ	очистить	साफ	очистить	ADJ	V;PFV;NFIN;ACT
साफ	чисто	साफ	чисто	ADJ	ADV
साफ	очистил	साफ	очистить	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
साफ	чисто	साफ	чисто	ADJ	ADV
साफ	очистить	साफ	очистить	ADJ	V;PFV;NFIN;ACT
गरम	тепло	गरम	теплый		ADJ;NEUT;SG
गरम	теплая	गरम	теплый		ADJ;NOM;FEM;SG
गरम	теплые	गरम	теплый		ADJ;NOM;PL
गरम	тёплый	गरम	тёплый		ADJ;NOM;MASC;SG
गरम	теплый	गरम	теплый		ADJ;NOM;MASC;SG
उच्चतम	наивысший	उच्चतम	наивысший		ADJ;NOM;MASC;SG
आवश्यकताओं	требования	आवश्यकता	требование	N;ACC;FEM;PL;3	N;INAN;NOM;NEUT;PL
आवश्यकताओं	потребности	आवश्यकता	потребность	N;ACC;FEM;PL;3	N;INAN;NOM;FEM;PL
सदा	всегда	सदा	всегда		ADV
डिस्क	диска	डिस्क	диск	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
डिस्क	диски	डिस्क	диск	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
खड़ा	стоя	खडा	стоять	ADJ;NOM;MASC;SG	V;IPFV;PRS;V.CVB;ACT
खड़ा	стою	खडा	стоять	ADJ;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
खड़ा	вертикально	खडा	вертикально	ADJ;NOM;MASC;SG	ADV
खड़ा	вертикальные	खडा	вертикальный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
खड़ा	вертикальной	खडा	вертикальный	ADJ;NOM;MASC;SG	ADJ;INS;FEM;SG
खड़ा	вертикально	खडा	вертикально	ADJ;NOM;MASC;SG	ADV
खड़ा	вертикали	खडा	вертикаль	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;PL
पोस्ट	post	पोस्ट	post	N;NOM;FEM;SG;3	PROPN
पोस्ट	опубликовать	पोस्ट	опубликовать	N;NOM;FEM;SG;3	V;PFV;NFIN;ACT
