bmw	bmw	bmw	bmw	N;INDF;MASC+FEM;SG	PROPN;NOM
torino	turin	torino	turin	PROPN	PROPN;SG
akustisk	akustische	akustisk	akustisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
akustisk	akustische	akustisk	akustisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
akustisk	akustik	akustisk	akustik	ADJ;INDF;SG	PROPN
akustisk	akustische	akustisk	akustisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
konference	konferenzraum	konference	konferenzraum	N;INDF;MASC+FEM;SG	ADJ
konference	konferenz	konference	konferenz	N;INDF;MASC+FEM;SG	ADJ
konference	konferenzen	konference	konferenzen	N;INDF;MASC+FEM;SG	V;NFIN
martha	martha	martha	martha	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
leveres	lieferte	levere	liefern	V;IND;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
kyster	küste	kyste	küsen	N;INDF;MASC+FEM;PL	ADJ
kyster	küste	kyste	küsen	N;INDF;MASC+FEM;PL	ADJ
kyster	westküste	kyste	westküst	N;INDF;MASC+FEM;PL	
frisk	frische	frisk	frisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
frisk	fresh	frisk	fresh	ADJ;INDF;SG	PROPN
stabil	stabile	stabil	stabil	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
forbrug	verbrauch	forbrug	verbrauchen	N;INDF;NEUT;SG	ADJ
forbrug	verbrauchs	forbrug	verbrauchs	N;INDF;NEUT;SG	
germain	germain	germain	germain	N;INDF;NEUT;SG	PROPN;NOM;SG
seat	sitzplatz	seat	sitzplatz	N;INDF;MASC+FEM;SG	ADJ
seat	seat	seat	seat	N;INDF;MASC+FEM;SG	PROPN
eksperter	fachleute	ekspert	fachleut	N;INDF;MASC+FEM;PL	ADJ;NOM;SG
eksperter	experten	ekspert	expert	N;INDF;MASC+FEM;PL	V;IND;PL;3;FIN
eksperter	sachverständigen	ekspert	sachverständig	N;INDF;MASC+FEM;PL	ADJ
eksperter	sachverständige	ekspert	sachverständig	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;PL
tyndt	dünnen	tyndt	dünn	ADJ;INDF;NEUT;SG	
tyndt	dünne	tyndt	dünn	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
anime	anime	anim	anime		
ask	ask	ask	ask		
ask	frag	ask	frag		
ask	fragen	ask	fragen		V;NFIN
ask	frage	ask	frage		N;NOM;FEM;SG
ask	asche	ask	aschen		
ask	asch	ask	asch		
ask	ash	ask	ash		PROPN;NOM;SG
freja	freya	freja	freya	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
limited	limited	limited	limited		PROPN;NOM;SG
limited	beschränkt	limited	beschränken		ADJ;V.PTCP
limited	begrenzte	limited	begrenzt		ADJ;SG
limited	eingeschränkt	limited	einschränken		ADJ
limited	begrenzt	limited	begrenzen		ADJ
versionen	fassung	version	fassung	N;DEF;MASC+FEM;SG	PROPN
chefen	boss	chef	bießen	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
chefen	chefin	chef	chefin	N;DEF;MASC+FEM;SG	PROPN;SG
murphy	murphy	murphy	murphy		PROPN;NOM;SG
diesel	dieselkraftstoff	diesel	dieselkraftstoff	N;INDF;MASC+FEM;SG	ADJ
diesel	diesel	diesel	diesel	N;INDF;MASC+FEM;SG	
diesel	dieselmotoren	diesel	dieselmotoren	N;INDF;MASC+FEM;SG	ADJ;PL
diesel	dieselmotor	diesel	dieselmotor	N;INDF;MASC+FEM;SG	
tromsø	tromsø	tromsø	tromsø	N;INDF;NEUT;SG	PROPN;NOM;SG
analyser	analytics	analyse	analytics	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
analyser	analytik	analyse	analytik	N;INDF;MASC+FEM;PL	PROPN
analyser	analyse	analyse	analyse	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
analyser	analysen	analyse	analyse	N;INDF;MASC+FEM;PL	V;NFIN
analyser	analyse	analyse	analyse	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
analyser	auswertungen	analyse	auswertung	N;INDF;MASC+FEM;PL	V;NFIN
analyser	analysen	analyse	analyse	N;INDF;MASC+FEM;PL	V;NFIN
analyser	analytik	analyse	analytik	N;INDF;MASC+FEM;PL	PROPN
analyser	auswertung	analyse	auswertung	N;INDF;MASC+FEM;PL	N;FEM;SG
analyser	analyse	analyse	analyse	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
analyser	analysen	analyse	analyse	N;INDF;MASC+FEM;PL	V;NFIN
faxe	faxen	faxe	faxen		V;NFIN
faxe	fax	faxe	fax		
faxe	faxe	faxe	faxe		
steget	auferstanden	stige	auferstanden	V;INDF;SG;PST;V.PTCP	ADJ
diamond	diamond	diamond	diamond		
diamond	diamant	diamond	diamant		ADJ
diamond	diamanten	diamond	diamant		V;NFIN
detaljeret	detaillierte	detaljeret	detaillieren	V;INDF;SG;PST;V.PTCP	ADJ;SG
detaljeret	ausführliche	detaljeret	ausführlich	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
detaljeret	detailliert	detaljeret	detaillieren	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
detaljeret	detaillierter	detaljeret	detaillierter	V;INDF;SG;PST;V.PTCP	ADJ
detaljeret	ausführlich	detaljeret	ausführlich	V;INDF;SG;PST;V.PTCP	ADJ
bekendte	bekannter	bekendt	bekannter	N;INDF;MASC+FEM;PL	ADJ
bekendte	bekannten	bekendt	bekannt	N;INDF;MASC+FEM;PL	ADJ;PL
bekendte	bekannte	bekendt	bekannt	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
mærker	marke	mærke	marken	N;INDF;NEUT;PL	N;NOM;FEM;SG
mærker	marken	mærke	marken	N;INDF;NEUT;PL	V;NFIN
mærker	marks	mærke	marks	N;INDF;NEUT;PL	PROPN
mærker	aufschriften	mærke	aufschreifen	N;INDF;NEUT;PL	V;NFIN
mærker	kennzeichen	mærke	kennzeichen	N;INDF;NEUT;PL	
mærker	stichwörter	mærke	stichwort	N;INDF;NEUT;PL	ADJ
mærker	stichworte	mærke	stichworen	N;INDF;NEUT;PL	
mærker	tags	mærke	tags	N;INDF;NEUT;PL	
tråd	wire	tråd	wir	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
tråd	draht	tråd	drahen	N;INDF;MASC+FEM;SG	
tråd	stacheldraht	tråd	stacheldraht	N;INDF;MASC+FEM;SG	ADJ
tråd	gewinde	tråd	gewinde	N;INDF;MASC+FEM;SG	
tråd	faden	tråd	faden	N;INDF;MASC+FEM;SG	V;NFIN
tråd	thread	tråd	thread	N;INDF;MASC+FEM;SG	
edge	rand	edge	rinden		ADV
edge	kante	edge	kanten		ADJ
edge	edge	edge	edg		
edge	kanten	edge	kanten		V;NFIN
bopæl	wohnsitz	bopæl	wohnsitz	N;INDF;MASC+FEM;SG	ADJ
bopæl	residenz	bopæl	residenz	N;INDF;MASC+FEM;SG	
bopæl	residence	bopæl	residence	N;INDF;MASC+FEM;SG	
bopæl	wohnort	bopæl	wohnoren	N;INDF;MASC+FEM;SG	ADJ
bopæl	aufenthalt	bopæl	aufenthalt	N;INDF;MASC+FEM;SG	ADJ
bopæl	wohnsitz	bopæl	wohnsitz	N;INDF;MASC+FEM;SG	ADJ
jürgen	jürgen	jürg	jürgen	N;DEF;MASC+FEM;SG	
jürgen	jurgen	jürg	jurg	N;DEF;MASC+FEM;SG	PROPN
læsere	leser	læser	leser	N;INDF;MASC+FEM;PL	
læsere	leserschaft	læser	leserschaft	N;INDF;MASC+FEM;PL	ADJ
læsere	lesern	læser	lesern	N;INDF;MASC+FEM;PL	
hjemkomst	heimkehr	hjemkomst	heimkehr	N;INDF;MASC+FEM;SG	
knight	knight	knight	knight	N;INDF;MASC+FEM;SG	PROPN
knight	springer	knight	spring	N;INDF;MASC+FEM;SG	ADJ
knight	ritter	knight	ritter	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
tilgængeligt	verfügbare	tilgængeligt	verfügbar	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
tilgængeligt	zugängliche	tilgængeligt	zugänglich	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
tilgængeligt	zugänglichen	tilgængeligt	zugänglich	ADJ;INDF;NEUT;SG	V;NFIN
døren	haustür	dør	haustür	N;DEF;MASC+FEM;SG	ADJ
døren	türe	dør	tür	N;DEF;MASC+FEM;SG	
tungt	heavy	tungt	heavy	ADJ;INDF;NEUT;SG	PROPN
tungt	schwere	tungt	schwer	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
viet	widmet	viet	widmen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
viet	viet	viet	viet	V;INDF;SG;PST;V.PTCP	PROPN;NOM;SG
bertel	bertel	bertel	bertel	N;INDF;NEUT;SG	
smukt	schöne	smuk	schön	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
hugh	hugo	hugh	hugo		PROPN;NOM;MASC;SG
hugh	hugh	hugh	hagh		PROPN;NOM;SG
thorning	thorning	thorning	thorning	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
grundstoffer	elementen	grundstof	element	N;INDF;NEUT;PL	V;PL;FIN
grundstoffer	elemente	grundstof	element	N;INDF;NEUT;PL	ADJ;NOM;PL
grundstoffer	elementare	grundstof	elementar	N;INDF;NEUT;PL	ADJ;NOM;FEM;PL
grundstoffer	elementarem	grundstof	elementar	N;INDF;NEUT;PL	ADJ;DAT;MASC;SG
grundstoffer	elementaren	grundstof	elementar	N;INDF;NEUT;PL	ADJ
grundstoffer	elementar	grundstof	elementar	N;INDF;NEUT;PL	ADJ
grundstoffer	elementarer	grundstof	elementar	N;INDF;NEUT;PL	ADJ
ryg	zurück	ryg	zurück	N;INDF;MASC+FEM;SG	ADV
ryg	wieder	ryg	wieder	N;INDF;MASC+FEM;SG	ADV
ryg	rücken	ryg	rücken	N;INDF;MASC+FEM;SG	V;NFIN
ryg	hinten	ryg	hinten	N;INDF;MASC+FEM;SG	ADV
ryg	rückseite	ryg	rückseite	N;INDF;MASC+FEM;SG	ADJ
ryg	zigarette	ryg	zigarett	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
ryg	rauchen	ryg	rauchen	N;INDF;MASC+FEM;SG	V;NFIN
ryg	rauch	ryg	rauch	N;INDF;MASC+FEM;SG	
faldende	fallende	falde	fallend	V;PRS;V.PTCP	ADJ;NOM;FEM;PL
faldende	absteigend	falde	absteigend	V;PRS;V.PTCP	ADJ
faldende	absteigender	falde	absteigend	V;PRS;V.PTCP	ADJ
faldende	rückläufige	falde	rückläufig	V;PRS;V.PTCP	ADJ;NOM;FEM;PL
faldende	rückläufig	falde	rückläufig	V;PRS;V.PTCP	ADJ
faldende	abnahme	falde	abnehmen	V;PRS;V.PTCP	N;SG
faldende	rückläufig	falde	rückläufig	V;PRS;V.PTCP	ADJ
niende	ninth	nie	ninth	ADJ	PROPN
forstad	vorstadt	forstad	vorstadt	N;INDF;MASC+FEM;SG	PROPN
forstad	stadtrand	forstad	stadtrehen	N;INDF;MASC+FEM;SG	ADJ
forstad	vorort	forstad	vorort	N;INDF;MASC+FEM;SG	ADV
forstad	stadtteil	forstad	stadtteil	N;INDF;MASC+FEM;SG	ADJ
forstad	vorort	forstad	vorort	N;INDF;MASC+FEM;SG	ADV
forstad	vororte	forstad	vororte	N;INDF;MASC+FEM;SG	
forstad	vorstadt	forstad	vorstadt	N;INDF;MASC+FEM;SG	PROPN
forstad	stadtrand	forstad	stadtrehen	N;INDF;MASC+FEM;SG	ADJ
forstad	vororten	forstad	vororten	N;INDF;MASC+FEM;SG	N;PL
mund	mund	mund	mund	N;INDF;MASC+FEM;SG	
mund	klappe	mund	klapp	N;INDF;MASC+FEM;SG	
mund	maul	mund	maul	N;INDF;MASC+FEM;SG	
bryggeriet	brauereien	bryggeri	brauereien	N;DEF;NEUT;SG	N;NOM;FEM;PL
bryggeriet	brauerei	bryggeri	brauerei	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG
huskes	erinnerten	huske	erinnern	V;IND;PRS;FIN;PASS	V;IND;PL;3;PST;FIN
huskes	erinnerte	huske	erinnern	V;IND;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
ram	ram	ram	ram		
ram	arbeitsspeicher	ram	arbeitsspeicher		ADJ
ram	rammen	ram	rammen		V;NFIN
ram	widder	ram	widder		
uro	unruhen	uro	unruh	N;INDF;MASC+FEM;SG	V;NFIN
uro	angst	uro	angst	N;INDF;MASC+FEM;SG	
uro	furcht	uro	furchen	N;INDF;MASC+FEM;SG	PROPN
uro	besorgnis	uro	besorgnis	N;INDF;MASC+FEM;SG	
uro	erregung	uro	erregung	N;INDF;MASC+FEM;SG	
uro	aufregung	uro	aufregung	N;INDF;MASC+FEM;SG	ADJ
tna	tna	tna	tna	PROPN	PROPN;NOM;MASC;SG
due	taube	due	tauben	N;INDF;MASC+FEM;SG	
due	tauben	due	tauben	N;INDF;MASC+FEM;SG	V;NFIN
due	taube	due	tauben	N;INDF;MASC+FEM;SG	
justin	justin	justin	justin	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
trusler	drohungen	trusel	drohung	N;INDF;MASC+FEM;PL	V;NFIN
trusler	drohung	trusel	drohung	N;INDF;MASC+FEM;PL	
trusler	bedrohung	trusel	bedrohung	N;INDF;MASC+FEM;PL	N;FEM;SG
trusler	bedrohungen	trusel	bedrohung	N;INDF;MASC+FEM;PL	V;NFIN
trusler	drohung	trusel	drohung	N;INDF;MASC+FEM;PL	
trusler	bedrohung	trusel	bedrohung	N;INDF;MASC+FEM;PL	N;FEM;SG
trusler	gefahr	trusel	gefahren	N;INDF;MASC+FEM;PL	
lau	lau	lau	lau		
willy	willy	willy	willy		PROPN;NOM;MASC;SG
gestapo	gestapo	gestapo	gestapo	N;INDF;NEUT;SG	
eminem	eminem	eminem	emin		PROPN;NOM;SG
andersson	andersson	andersson	andersson	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
coast	küste	coast	küsen		ADJ
coast	westküste	coast	westküst		
fjernsyn	fernseher	fjernsyn	fernseher	N;INDF;NEUT;SG	
fjernsyn	fernsehgeräte	fjernsyn	fernsehgeräte	N;INDF;NEUT;SG	ADJ;NOM;PL
fjernsyn	fernsehgerät	fjernsyn	fernsehgerät	N;INDF;NEUT;SG	ADJ
fjernsyn	fernseher	fjernsyn	fernseher	N;INDF;NEUT;SG	
fjernsyn	fernsehgeräte	fjernsyn	fernsehgeräte	N;INDF;NEUT;SG	ADJ;NOM;PL
fjernsyn	fernsehen	fjernsyn	fernsehen	N;INDF;NEUT;SG	V;NFIN
fjernsyn	fernseh	fjernsyn	fernseh	N;INDF;NEUT;SG	
fjernsyn	fernsehgerät	fjernsyn	fernsehgerät	N;INDF;NEUT;SG	ADJ
ture	fahrten	tur	fahren	N;INDF;MASC+FEM;PL	V;IND;PL;3;FIN
ture	führungen	tur	führingen	N;INDF;MASC+FEM;PL	V;NFIN
ture	besichtigungen	tur	besichtigung	N;INDF;MASC+FEM;PL	V;NFIN
ture	reisen	tur	reisen	N;INDF;MASC+FEM;PL	V;NFIN
ture	touren	tur	touer	N;INDF;MASC+FEM;PL	V;NFIN
ture	ausflüge	tur	ausflügen	N;INDF;MASC+FEM;PL	N;NOM;SG
ture	ausflügen	tur	ausflügen	N;INDF;MASC+FEM;PL	V;NFIN
ture	reisen	tur	reisen	N;INDF;MASC+FEM;PL	V;NFIN
ture	ausflüge	tur	ausflügen	N;INDF;MASC+FEM;PL	N;NOM;SG
ture	fahrten	tur	fahren	N;INDF;MASC+FEM;PL	V;IND;PL;3;FIN
leon	léon	leon	léon		PROPN;NOM;MASC;SG
leon	león	leon	león		PROPN;NOM;MASC;SG
leon	leon	leon	leon		PROPN;NOM;SG
forstået	verstehe	forstå	verstehen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
leonardo	leonardo	leonardo	leonardo	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
diskografi	diskographie	diskografi	diskographie	N;INDF;NEUT;SG	ADJ
brygge	brauen	brygge	brauen		V;NFIN
brygge	brew	brygge	brew		
opfandt	erfindung	opfinde	erfindung	V;IND;PST;FIN;ACT	N;FEM;SG
tiende	zehnte	tiende	zehnt	ADJ	
tiende	tenth	tiende	tenth	ADJ	
tiende	zehntel	tiende	zehntel	ADJ	
denis	denis	denis	denis		PROPN;NOM;MASC;SG
logik	logisch	logik	logisch	N;INDF;MASC+FEM;SG	ADJ
logik	logic	logik	logic	N;INDF;MASC+FEM;SG	PROPN
logik	logik	logik	logik	N;INDF;MASC+FEM;SG	
latinsk	lateinamerika	latinsk	lateinamerika	ADJ;INDF;SG	PROPN;NOM;SG
latinsk	latin	latinsk	latin	ADJ;INDF;SG	PROPN
latinsk	lateinische	latinsk	lateinisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
forbliver	überreste	forblive	überrest	V;IND;PRS;FIN;ACT	ADJ
forbliver	aufenthalte	forblive	aufenthalt	V;IND;PRS;FIN;ACT	ADJ
miner	bergbau	mine	bergbau	N;INDF;MASC+FEM;PL	
miner	bergwerk	mine	bergwerk	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
miner	gruben	mine	graben	N;INDF;MASC+FEM;PL	V;FIN
miner	bergwerke	mine	bergwerken	N;INDF;MASC+FEM;PL	
event	ereignis	event	ereignis	N;INDF;MASC+FEM;SG	
event	veranstaltung	event	veranstaltung	N;INDF;MASC+FEM;SG	ADJ
event	event	event	event	N;INDF;MASC+FEM;SG	
kattegat	kattegat	kattegat	kattegat	N;INDF;MASC+FEM;SG	PROPN;SG
ruiner	burgruine	ruin	burgruin	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
ruiner	ruine	ruin	ruin	N;INDF;MASC+FEM;PL	N;NOM;SG
ruiner	ruinen	ruin	ruin	N;INDF;MASC+FEM;PL	V;NFIN
investeringer	investition	investering	investition	N;INDF;MASC+FEM;PL	ADJ
investeringer	investitionen	investering	investitionen	N;INDF;MASC+FEM;PL	V;NFIN
investeringer	investition	investering	investition	N;INDF;MASC+FEM;PL	ADJ
investeringer	investitionen	investering	investitionen	N;INDF;MASC+FEM;PL	V;NFIN
israelsk	israelis	israelsk	israelis	ADJ;INDF;SG	
israelsk	israelische	israelsk	israelisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
israelsk	israelischen	israelsk	israelisch	ADJ;INDF;SG	ADJ;PL
israelsk	israel	israelsk	israel	ADJ;INDF;SG	PROPN;NOM;NEUT;SG
organer	organe	organ	organ	N;INDF;MASC+FEM;PL	
organer	gremien	organ	gremien	N;INDF;MASC+FEM;PL	ADJ
organer	organen	organ	orgehen	N;INDF;MASC+FEM;PL	V;NFIN
organer	organ	organ	organ	N;INDF;MASC+FEM;PL	
organer	gremien	organ	gremien	N;INDF;MASC+FEM;PL	ADJ
organer	körper	organ	körp	N;INDF;MASC+FEM;PL	
organer	körperschaften	organ	körperschaft	N;INDF;MASC+FEM;PL	ADJ
skåret	schnitt	skære	schneiden	V;INDF;SG;PST;V.PTCP	ADJ
skåret	cut	skære	cut	V;INDF;SG;PST;V.PTCP	PROPN
skåret	splitter	skære	splitt	V;INDF;SG;PST;V.PTCP	
mindesmærke	memorial	mindesmærke	memorial	N;INDF;NEUT;SG	
mindesmærke	gedenkstätte	mindesmærke	gedenkstätte	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
lane	spur	lane	spur		N;NOM;FEM;SG
lane	lane	lane	lane		PROPN;NOM;SG
lane	fahrbahn	lane	fahrbahn		ADJ
komtesse	comtesse	komtesse	comtesse	N;INDF;MASC+FEM;SG	PROPN;NOM;NEUT;SG
producenter	erzeuger	producent	erzeuger	N;INDF;MASC+FEM;PL	ADJ
producenter	hersteller	producent	hersteller	N;INDF;MASC+FEM;PL	ADJ
producenter	produzenten	producent	produzent	N;INDF;MASC+FEM;PL	V;IND;PL;3;PST;FIN
producenter	hersteller	producent	hersteller	N;INDF;MASC+FEM;PL	ADJ
producenter	produzenten	producent	produzent	N;INDF;MASC+FEM;PL	V;IND;PL;3;PST;FIN
tottenham	tottenham	tottenham	tottenham	N;DEF;MASC+FEM;SG	ADJ
suðuroy	suðuroy	suðuroy	suðuroy		
fødslen	geburten	fødsel	büren	N;DEF;MASC+FEM;SG	V;NFIN
fødslen	entbindung	fødsel	entbindung	N;DEF;MASC+FEM;SG	
koncerten	konzert	koncert	konzert	N;DEF;MASC+FEM;SG	ADJ
tusindvis	tausender	tusindvis	tausender	ADV	ADJ
tusindvis	tausende	tusindvis	tausende	ADV	N;NOM;FEM;PL
tusindvis	tausend	tusindvis	tausend	ADV	NUM
tusindvis	tausenden	tusindvis	tausenden	ADV	ADJ;PL
fjernede	entfernt	fjerne	entfernt	V;IND;PST;FIN;ACT	ADJ
ægypten	ägypten	ægypt	ägypten	N;INDF;NEUT;SG	PROPN;NOM
ulykker	unfällen	ulykke	unfällen	N;INDF;MASC+FEM;PL	V;NFIN
ulykker	unfälle	ulykke	unfallen	N;INDF;MASC+FEM;PL	
ulykker	arbeitsunfälle	ulykke	arbeitsunfäll	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;PL
ulykker	verkehrsunfälle	ulykke	verkehrsunfall	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;PL
ulykker	zufall	ulykke	zufall	N;INDF;MASC+FEM;PL	
ulykker	unfallversicherung	ulykke	unfallversicherung	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;SG
pete	pete	pete	pete	PROPN	PROPN;NOM;MASC;SG
privilegier	rechte	privilegi	recht	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;PL
privilegier	privilegien	privilegi	privilegien	N;INDF;MASC+FEM;PL	ADJ
privilegier	vorrechte	privilegi	vorrecht	N;INDF;MASC+FEM;PL	ADJ;NOM;SG
nicholas	nikolaus	nicholas	nikolaus		PROPN;NOM;MASC;SG
nicholas	nikolai	nicholas	nikolai		PROPN;NOM;MASC;SG
nicholas	nicholas	nicholas	nicholas		PROPN;NOM;SG
mann	mann	mann	mann	N;INDF;MASC+FEM;SG	
beograd	belgrad	beograd	belgrad		PROPN;NOM;SG
omgivende	umgebung	omgive	Umgebung	ADJ	N;NOM;FEM;SG
omgivende	ambient	omgive	ambienen	ADJ	PROPN
canal	kanal	canal	kanal	N;INDF;MASC+FEM;SG	ADV
canal	canal	canal	canal	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
canal	kanals	canal	kanals	N;INDF;MASC+FEM;SG	ADV
ost	käse	ost	kassen	N;INDF;MASC+FEM;SG	
ost	käsesorten	ost	käsesorten	N;INDF;MASC+FEM;SG	V;FIN
ost	käse	ost	kassen	N;INDF;MASC+FEM;SG	
ost	käsesorten	ost	käsesorten	N;INDF;MASC+FEM;SG	V;FIN
vegetation	pflanzen	vegetation	pflanz	N;INDF;MASC+FEM;SG	V;NFIN
vegetation	pflanzenwelt	vegetation	pflanzenwelt	N;INDF;MASC+FEM;SG	ADJ
vegetation	vegetation	vegetation	vegetation	N;INDF;MASC+FEM;SG	
renoveret	renovierten	renovere	renoviert	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
renoveret	renovierung	renovere	renovierung	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG
hulk	hulk	hulk	hulk	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
legenden	legenden	legende	legend	N;DEF;MASC+FEM;SG	ADJ
legenden	legende	legende	legend	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;PL
legenden	legend	legende	legend	N;DEF;MASC+FEM;SG	ADJ
playoff	playoff	playoff	playoff	N;INDF;NEUT;SG	PROPN
interviews	befragung	interviews	befragung	N;INDF;NEUT;PL	N;NOM;FEM;SG
interviews	interviews	interviews	interviews	N;INDF;NEUT;PL	
interviews	gespräche	interviews	gespräch	N;INDF;NEUT;PL	ADJ
interviews	befragungen	interviews	befragungen	N;INDF;NEUT;PL	V;NFIN
troen	glaube	tro	glauben	N;DEF;MASC+FEM;SG	
troen	vertrauen	tro	vertrauen	N;DEF;MASC+FEM;SG	V;NFIN
troen	glauben	tro	glauben	N;DEF;MASC+FEM;SG	V;NFIN
troen	glaubens	tro	glaubens	N;DEF;MASC+FEM;SG	N;NOM;NEUT;PL
troen	glaube	tro	glauben	N;DEF;MASC+FEM;SG	
troen	glauben	tro	glauben	N;DEF;MASC+FEM;SG	V;NFIN
troen	überzeugung	tro	überzeugung	N;DEF;MASC+FEM;SG	ADV
add	hinzufügen	add	hinfügen	N;INDF;NEUT;SG	V;NFIN
add	addieren	add	addieren	N;INDF;NEUT;SG	V;NFIN
add	fügen	add	fügen	N;INDF;NEUT;SG	V;NFIN
add	füge	add	fügen	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
lara	lara	lara	lara	N;INDF;MASC+FEM;SG	PROPN
hyldest	tribut	hyldest	trebun	N;INDF;MASC+FEM;SG	
hyldest	hommage	hyldest	hommagen	N;INDF;MASC+FEM;SG	ADJ;SG
lettisk	lettische	lettisk	lettisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
lettisk	lettischen	lettisk	lettisch	ADJ;INDF;SG	ADJ;PL
svækket	beeinträchtigten	svæk	beeinträchtigt	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
svækket	geschwächt	svæk	schwächen	V;INDF;SG;PST;V.PTCP	ADJ
svækket	schwächung	svæk	schwächung	V;INDF;SG;PST;V.PTCP	N;SG
svækket	schwächer	svæk	schwach	V;INDF;SG;PST;V.PTCP	ADJ
svækket	abschwächung	svæk	abschwächung	V;INDF;SG;PST;V.PTCP	
svækket	schwächung	svæk	schwächung	V;INDF;SG;PST;V.PTCP	N;SG
svækket	geschwächt	svæk	schwächen	V;INDF;SG;PST;V.PTCP	ADJ
est	est	est	est		
mønstre	muster	mønster	muster	N;INDF;NEUT;PL	ADJ
mønstre	mustern	mønster	mustern	N;INDF;NEUT;PL	V;NFIN
mønstre	designs	mønster	designs	N;INDF;NEUT;PL	
mønstre	konstruktionen	mønster	konstruktion	N;INDF;NEUT;PL	V;NFIN
arkiver	archiven	arkive	archiv	N;INDF;NEUT;PL	V;NFIN
arkiver	archivierung	arkive	archivierung	N;INDF;NEUT;PL	N;NOM;FEM;SG
arkiver	archiv	arkive	archiv	N;INDF;NEUT;PL	N;NOM;NEUT;SG
arkiver	archivieren	arkive	archivieren	N;INDF;NEUT;PL	V;NFIN
bekostning	kosten	bekostning	kosten	N;INDF;MASC+FEM;SG	V;NFIN
bekostning	unkosten	bekostning	unkosten	N;INDF;MASC+FEM;SG	
bekostning	aufwendungen	bekostning	aufwendingen	N;INDF;MASC+FEM;SG	V;NFIN
udgår	gelöschte	udgå	gelöscht	V;IND;PRS;FIN;ACT	ADJ;NOM;FEM;PL
kierkegaard	kierkegaard	kierkegaard	kierkegaard	N;INDF;MASC+FEM;SG	PROPN;SG
vægten	gewichtung	vægt	gewichtung	N;DEF;MASC+FEM;SG	ADJ
vægten	gesamtgewicht	vægt	samtgewicht	N;DEF;MASC+FEM;SG	ADJ
piper	piper	pipe	piper	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
palads	schloss	palads	schließen	N;INDF;NEUT;SG	V;SG
palads	palais	palads	palais	N;INDF;NEUT;SG	PROPN;NOM;SG
palads	palast	palads	palast	N;INDF;NEUT;SG	PROPN;SG
banner	banner	banne	bann	N;INDF;MASC+FEM;SG	
banner	fahne	banne	fahnen	N;INDF;MASC+FEM;SG	
opdagelse	entdecken	opdagelse	entdecken	N;INDF;MASC+FEM;SG	V;NFIN
