the	do	the	do	DET;DEF	PROPN
keen	interesa	keen	interesar	ADJ	V
courage	valente	courage	valente	N;SG	ADJ
riots	raciais	riot	racial	N;PL	ADJ
secrets	os	secret	o	N;PL	DET
secrets	poden	secret	poder	N;PL	V
secrets	adoptar	secret	adoptar	N;PL	V
phantom	membro	phantom	membro	PROPN;SG	N
phantom	pantasma	phantom	pantasma	PROPN;SG	N
phantom	carreta	phantom	carreta	PROPN;SG	N
rent	aluguer	rent	aluguer	N;SG	PROPN
rent	alugar	rent	alugar	N;SG	V
highlands	altas	highland	alto	N;PL	ADJ
fixing	arranxar	fixing	arranxar	N;SG	V
gloria	gloria	gloria	gloria	PROPN;SG	N
trent	trent	trent	trent	PROPN;SG	PROPN
nerve	nerviosas	nerve	nervioso	N;SG	ADJ
giuseppe	giuseppe	giuseppe	giuseppe	PROPN;SG	PROPN
scan	escaneamos	scan	escaner	N;SG	V
shirley	shirley	shirley	shirley	PROPN;SG	PROPN
exercises	dirixe	exercise	dirixe	N;PL	V
exercises	un	exercise	un	N;PL	DET
sings	canta	sing	canta	V;IND;SG;3;PRS;FIN	N
barack	barack	barack	barack	PROPN;SG	PROPN
criminals	delincuentes	criminal	delincuente	N;PL	ADJ
worry	te	worry	te	V;IMP;FIN	PRO
worry	preocupes	worry	preocupe	V;IMP;FIN	ADV
worry	por	worry	por	V;IMP;FIN	ADP
worry	se	worry	se	V;IMP;FIN	CONJ
advances	os	advance	o	N;PL	DET
corp	nosa	corp	noso	PROPN;SG	DET
corp	corporación	corp	corporación	PROPN;SG	N
leone	leoa	leone	leoar	PROPN;SG	N
leone	christo	leone	christo	PROPN;SG	N
negro	negros	negro	negro	PROPN;SG	N
negro	negro	negro	negro	PROPN;SG	N
tears	chorar	tear	chorar	N;PL	V
ancestors	devanceiros	ancestor	devanceiro	N;PL	ADJ
ancestors	os	ancestor	o	N;PL	DET
depend	dos	depend	dos	V;IMP;FIN	PROPN
ruby	ruby	ruby	ruby	PROPN;SG	PROPN
lunch	xantar	lunch	xantar	N;SG	V
lunch	o	lunch	o	N;SG	DET
lunch	comer	lunch	comer	N;SG	V
mick	mick	mick	mick	PROPN;SG	PROPN
clyde	clyde	clyde	clydar	PROPN;SG	PROPN
calm	calma	calm	calma	ADJ	N
calm	acouga	calm	acougar	ADJ	V
calm	mar	calm	mar	ADJ	N
calm	calmo	calm	calmo	ADJ	N
calm	calme	calm	calme	ADJ	PROPN
harvest	colleita	harvest	colleita	ADJ;RL	N
flies	voa	fly	voar	N;PL	V
theft	un	theft	un	N;SG	DET
transparent	transparentes	transparent	transparente	ADJ	N
katherine	katherine	katherine	katherine	PROPN;SG	N
nervous	nervios	nervous	nervio	ADJ	N
everywhere	todas	everywhere	todo	ADV	DET
everywhere	as	everywhere	o	ADV	DET
everywhere	partes	everywhere	parte	ADV	N
everywhere	por	everywhere	por	ADV	ADP
everywhere	en	everywhere	en	ADV	ADP
everywhere	everywhere	everywhere	everywhere	ADV	PROPN
everywhere	todo	everywhere	todo	ADV	DET
everywhere	todos	everywhere	todo	ADV	DET
sunset	solpor	sunset	solpor	PROPN;SG	N
minds	as	mind	o	N;PL	DET
minds	nas	mind	nas	N;PL	PROPN
europa	europa	europa	europa	PROPN;SG	PROPN
buddha	buda	buddha	buda	PROPN;SG	N
frozen	xeado	frozen	xear	ADJ	N
ivory	costa	ivory	costa	PROPN;SG	N
ivory	do	ivory	do	PROPN;SG	PROPN
ivory	marfil	ivory	marfil	PROPN;SG	N
ivory	de	ivory	de	PROPN;SG	ADP
bloody	maldito	bloody	maldito	ADJ	N
bloody	idiota	bloody	idiota	ADJ	N
bloody	malditos	bloody	maldito	ADJ	N
candy	candy	candy	candy	N;SG	PROPN
bangalore	bangalore	bangalore	bangalorar	PROPN;SG	N
guarantee	garantir	guarantee	garantir	N;SG	V
wives	as	wife	o	N;PL	DET
wives	súas	wife	seu	N;PL	DET
sunshine	do	sunshine	do	N;SG	PROPN
underwater	auga	underwater	auga	ADJ	N
underwater	baixo	underwater	baixo	ADJ	ADP
underwater	a	underwater	o	ADJ	DET
mccarthy	mccarthy	mccarthy	mccarthy	PROPN;SG	PROPN
rolls	e	roll	e	N;PL	CONJ
mob	mafia	mob	mafia	N;SG	PROPN
dawson	dawson	dawson	dawson	PROPN;SG	PROPN
patterson	patterson	patterson	patterson	PROPN;SG	PROPN
wow	vaites	wow	vaite	INTJ	N
wow	uau	wow	uau	INTJ	PROPN
wow	guau	wow	guau	INTJ	PROPN
wow	vaia	wow	ir	INTJ	V
blame	culpa	blame	culpa	V;IMP;FIN	N
blame	a	blame	o	V;IMP;FIN	DET
blame	non	blame	non	V;IMP;FIN	PART
hal	hal	hal	hal	PROPN;SG	PROPN
bout	pasa	bout	pasar	N;SG	V
bout	parece	bout	parecer	N;SG	V
bugs	myers	bug	myer	N;PL	PROPN
reverend	reverendo	reverend	reverer	PROPN;SG	V
acute	aguda	acute	agudo	ADJ	N
loud	voz	loud	voz	ADJ	N
barrett	barrett	barrett	barrett	PROPN;SG	PROPN
barrett	barret	barrett	barret	PROPN;SG	PROPN
fathers	os	father	o	N;PL	DET
behavioral	comportamento	behavioral	comportamento	ADJ	N
behavioral	comportamental	behavioral	comportamental	ADJ	N
mare	égoa	mare	égoa	N;SG	PROPN
hiv	vih	he	vih	N;SG	PROPN
hiv	o	he	o	N;SG	DET
stalin	stalin	stalin	stalin	PROPN;SG	PROPN
gonna	vou	gonna	var	INTJ	V
gonna	vas	gonna	ir	INTJ	V
gonna	vai	gonna	ir	INTJ	V
travis	travis	travis	travis	PROPN;SG	PROPN
textile	téxtil	textile	téxtil	N;SG	ADJ
deadly	pecados	deadly	pecar	ADJ	N
marx	marx	marx	marx	PROPN;SG	PROPN
fritz	fritz	fritz	fritz	PROPN;SG	PROPN
talented	con	talented	con	ADJ	ADP
talented	talento	talented	talento	ADJ	N
wheeler	wheeler	wheeler	wheeler	PROPN;SG	PROPN
excuse	desculpe	excuse	desculpe	N;SG	PROPN
excuse	perdoe	excuse	perdoar	N;SG	PROPN
coronation	da	coronation	da	N;SG	V
prophet	profeta	prophet	profeta	N;SG	V
refuse	non	refuse	non	V;IMP;FIN	PART
refuse	se	refuse	se	V;IMP;FIN	CONJ
dad	papá	dad	papá	N;SG	PROPN
elvis	elvis	elvis	elvis	PROPN;SG	PROPN
seas	alta	seas	alto	N;SG	ADJ
shin	canela	shin	canela	PROPN;SG	N
immune	inmunes	immune	inmune	ADJ	N
immune	inmune	immune	inmune	ADJ	N
immune	inmunitario	immune	inmunitario	ADJ	N
flexible	flexibilidade	flexible	flexibilidade	ADJ	N
homeless	sen	homeless	sen	ADJ	ADP
homeless	teito	homeless	teito	ADJ	N
communism	o	communism	o	N;SG	DET
clarinet	clarinete	clarinet	clarinete	PROPN;SG	N
clarinet	o	clarinet	o	PROPN;SG	DET
angelo	angelo	angelo	angelo	PROPN;SG	N
bart	bart	bart	bart	PROPN;SG	PROPN
punch	unha	punch	un	N;SG	DET
glad	encantado	glad	encantar	ADJ	V
glad	de	glad	de	ADJ	ADP
glad	que	glad	que	ADJ	PRO
glad	alégrame	glad	alégrame	ADJ	ADV
glad	alégrome	glad	alégrome	ADJ	V
fold	as	fold	o	N;SG	DET
renault	renault	renault	renault	PROPN;SG	PROPN
happiness	a	happiness	o	N;SG	DET
leisure	libre	leisure	libre	N;SG	ADJ
cartoons	animados	cartoon	animar	N;PL	ADJ
tired	cansa	tired	cansar	ADJ	V
tired	canso	tired	canso	ADJ	ADV
fingers	os	finger	o	N;PL	DET
worried	preocupa	worried	preocupo	ADJ	V
worried	preocupados	worried	preocupar	ADJ	V
worried	como	worried	como	ADJ	PRO
worried	preocupado	worried	preocupar	ADJ	V
worried	por	worried	por	ADJ	ADP
worried	medo	worried	medo	ADJ	N
worried	preocupada	worried	preocupar	ADJ	V
mafia	mafia	mafia	mafia	N;SG	PROPN
pike	pike	pike	pikir	PROPN;SG	PROPN
sinclair	sinclair	sinclair	sinclair	PROPN;SG	PROPN
unexpected	inesperado	unexpected	inesperar	ADJ	V
realistic	realistas	realistic	realista	ADJ	N
barton	barton	barton	barton	PROPN;SG	PROPN
plug	enchufe	plug	enchufe	N;SG	PROPN
spreading	a	spread	o	N;SG	DET
affects	á	affect	á	V;IND;SG;3;PRS;FIN	N
kicked	un	kick	un	V;PST;V.PTCP	DET
kicked	couce	kick	couce	V;PST;V.PTCP	N
desperate	desesperado	desperate	desesperar	ADJ	V
desperate	e	desperate	e	ADJ	CONJ
destiny	o	destiny	o	N;SG	DET
goodbye	deica	goodbye	deica	V;IMP;FIN	ADV
goodbye	bico	goodbye	bico	V;IMP;FIN	N
goodbye	adeus	goodbye	adeus	V;IMP;FIN	PROPN
drunk	bébedo	drunk	bébedo	ADJ	N
drunk	emborrachar	drunk	emborrachar	ADJ	V
drunk	bébeda	drunk	bébeda	ADJ	N
drunk	un	drunk	un	ADJ	DET
drunk	bébedos	drunk	bébedo	ADJ	V
drunk	emborracheime	drunk	emborracheime	ADJ	N
seals	as	seal	o	N;PL	DET
swim	nadar	swim	nadar	N;SG	V
swim	nado	swim	nacer	N;SG	V
seine	sena	seine	seno	PROPN;SG	N
fool	parva	fool	parva	V;IMP;FIN	N
fool	parvo	fool	parvo	V;IMP;FIN	N
fool	idiota	fool	idiota	V;IMP;FIN	N
fool	toleaches	fool	toleache	V;IMP;FIN	N
fool	paspán	fool	paspán	V;IMP;FIN	PROPN
fool	tomo	fool	tomo	V;IMP;FIN	N
fool	ridículo	fool	ridículo	V;IMP;FIN	N
mozart	mozart	mozart	mozart	PROPN;SG	N
barber	barbeiro	barber	barbeiro	PROPN;SG	N
barber	perruqueiro	barber	perruqueiro	PROPN;SG	N
reich	reich	reich	reich	PROPN;SG	PROPN
crush	por	crush	por	N;SG	ADP
crush	toliño	crush	toliño	N;SG	PROPN
lonely	soa	lonely	só	ADJ	DET
lonely	só	lonely	só	ADJ	ADV
ink	tinta	ink	tinto	PROPN;SG	N
knock	toc	knock	toc	V;IMP;FIN	PROPN
knock	knock	knock	knock	V;IMP;FIN	N
wounds	as	wound	o	N;PL	DET
turtle	de	turtle	de	N;SG	ADP
vera	vera	vera	verar	PROPN;SG	N
habit	o	habit	o	N;SG	DET
russians	rusos	russian	ruso	PROPN;PL	N
russians	os	russian	o	PROPN;PL	DET
igor	igor	igor	igor	PROPN;SG	PROPN
ned	ned	ned	ned	PROPN;SG	N
dig	cáptasme	dig	cáptasme	V;IMP;FIN	N
dig	capto	dig	capto	V;IMP;FIN	N
dig	píllalo	dig	píllalo	V;IMP;FIN	PROPN
clifford	clifford	clifford	clifford	PROPN;SG	PROPN
clifford	ei	clifford	ei	PROPN;SG	PROPN
solving	resolver	solving	resolver	N;SG	V
ears	oídos	ear	oír	N;PL	V
treating	tratar	treat	tratar	N;SG	V
shocked	shock	shocked	shock	ADJ	N
shame	mágoa	shame	mágoa	N;SG	ADJ
shame	que	shame	que	N;SG	PRO
genetics	xenética	genetics	xenético	N;PL	ADJ
talked	con	talk	con	V;PST;V.PTCP	ADP
sandra	sandra	sandra	sandra	PROPN;SG	PROPN
stranger	estraño	stranger	estraño	N;SG	ADJ
strand	strand	strand	strand	N;SG	PROPN
robots	robots	robot	robots	N;PL	PROPN
underneath	baixo	underneath	baixo	ADV	ADP
confident	seguros	confident	seguro	ADJ	N
confident	seguro	confident	seguro	ADJ	N
sophisticated	sofisticado	sophisticated	sofisticar	ADJ	V
acknowledge	que	acknowledge	que	V;IMP;FIN	PRO
acknowledge	os	acknowledge	o	V;IMP;FIN	DET
cease	alto	cease	alto	V;IMP;FIN	ADJ
cease	o	cease	o	V;IMP;FIN	DET
ugly	fea	ugly	fear	ADJ	N
ugly	feo	ugly	feo	ADJ	N
sonny	filliño	sonny	filliño	PROPN;SG	PROPN
salvation	de	salvation	de	N;SG	ADP
dove	pomba	dove	pomba	PROPN;SG	N
dramatically	forma	dramatically	forma	ADV	N
dramatically	ao	dramatically	ao	ADV	PROPN
dramatically	radical	dramatically	radical	ADV	ADJ
apologize	desculpas	apologize	desculpa	V;IMP;FIN	N
aging	o	age	o	N;SG	DET
aging	envellecer	age	envellecer	N;SG	V
garrett	garrett	garrett	garrett	PROPN;SG	PROPN
dinosaur	de	dinosaur	de	N;SG	ADP
plague	peste	plague	peste	N;SG	PROPN
refugee	de	refugee	de	N;SG	ADP
madame	señora	madame	señor	PROPN;SG	N
madame	madame	madame	madame	PROPN;SG	N
boots	as	boot	o	N;PL	DET
einstein	einstein	einstein	einstein	PROPN;SG	PROPN
forgot	as	forget	o	V;IND;PST;FIN	DET
forgot	esquecino	forget	esquecino	V;IND;PST;FIN	ADJ
troubles	os	trouble	o	N;PL	DET
neighbors	os	neighbor	o	N;PL	DET
wendy	wendy	wendy	wendy	PROPN;SG	PROPN
edith	edith	edith	edithr	PROPN;SG	PROPN
gentleman	cabaleiro	gentleman	cabaleiro	N;SG	ADJ
gentleman	cabaleiros	gentleman	cabaleiro	N;SG	ADJ
bullets	as	bullet	o	N;PL	DET
daniels	daniels	daniel	daniels	PROPN;SG	PROPN
prosecutor	fiscal	prosecutor	fiscal	N;SG	ADJ
sworn	cargo	swear	cargo	V;PST;V.PTCP	N
sworn	o	swear	o	V;PST;V.PTCP	DET
apartheid	apartheid	aparthey	apartheid	PROPN;SG	PROPN
mack	mackie	mack	mackie	PROPN;SG	PROPN
mack	navalla	mack	navalla	PROPN;SG	N
mack	mack	mack	mack	PROPN;SG	PROPN
smile	sorrir	smile	sorrir	N;SG	V
smile	sorrí	smile	sorrí	N;SG	V
jill	jill	jill	jill	PROPN;SG	PROPN
consumed	de	consume	de	V;PST;V.PTCP	ADP
kirby	kirby	kirby	kirby	PROPN;SG	PROPN
lobby	lobby	lobby	lobby	N;SG	PROPN
marty	marty	marty	marty	PROPN;SG	PROPN
fowler	fowler	fowler	fowler	PROPN;SG	PROPN
soup	xantar	soup	xantar	N;SG	V
peasants	dos	peasant	dos	N;PL	PROPN
peasants	labregos	peasant	labrego	N;PL	ADJ
senegal	senegal	senegal	senegal	PROPN;SG	PROPN
touched	están	touch	estar	V;PST;V.PTCP	V
touched	a	touch	o	V;PST;V.PTCP	DET
touched	tocáronme	touch	tocáronme	V;PST;V.PTCP	PROPN
colombo	colombo	colombo	colombo	PROPN;SG	N
breath	hálito	breath	hálito	N;SG	ADJ
breath	respirar	breath	respirar	N;SG	V
stein	stein	stein	star	PROPN;SG	PROPN
diabetes	diabetes	diabete	diabete	N;PL	PROPN
lesson	aprender	lesson	aprender	N;SG	V
lesson	aprendede	lesson	aprendeder	N;SG	V
conscious	consciencia	conscious	consciencia	ADJ	N
gentlemen	cabaleiros	gentleman	cabaleiro	N;PL	ADJ
geoff	geoff	geoff	geoff	PROPN;SG	PROPN
vanderbilt	vanderbilt	vanderbilt	vanderbilt	PROPN;SG	PROPN
okinawa	okinawa	okinawa	okinaza	PROPN;SG	N
havana	habana	havana	habano	PROPN;SG	N
havana	da	havana	da	PROPN;SG	V
angus	angus	angus	angus	PROPN;SG	PROPN
cowboy	de	cowboy	de	N;SG	ADP
bedroom	cuarto	bedroom	cuarto	N;SG	ADJ
interpret	a	interpret	o	V;IMP;FIN	DET
marseille	marsella	marseille	marsella	PROPN;SG	N
donovan	donovan	donovan	donovar	PROPN;SG	V
pile	de	pile	de	N;SG	ADP
pile	da	pile	da	N;SG	V
muscles	os	muscle	o	N;PL	DET
stealing	roubar	steal	roubar	N;SG	V
stealing	roubando	steal	roubar	N;SG	V
stomach	o	stomach	o	N;SG	DET
rushed	de	rush	de	V;PST;V.PTCP	ADP
cannes	cannes	canne	canne	N;PL	PROPN
starr	starr	starr	starr	PROPN;SG	V
defendant	acusado	defendant	acusar	N;SG	V
defendant	imputado	defendant	imputar	N;SG	V
defendant	o	defendant	o	N;SG	DET
defendant	calar	defendant	calar	N;SG	V
defendant	acusada	defendant	acusado	N;SG	V
rwanda	ruanda	rwanda	ruanda	PROPN;SG	PROPN
pulitzer	pulitzer	pulitzer	pulitzer	N;SG	V
mistress	a	mistress	o	N;SG	DET
cop	poli	cop	poli	N;SG	PROPN
skip	skip	skip	skip	V;IMP;FIN	N
skip	mo	skip	mo	V;IMP;FIN	
invite	a	invite	o	V;IMP;FIN	DET
marilyn	marilyn	marilyn	marilyn	PROPN;SG	PROPN
neighbor	veciño	neighbor	veciño	N;SG	ADJ
wanna	quero	wanna	quero	PROPN;SG	V
wanna	queres	wanna	quere	PROPN;SG	V
wanna	quere	wanna	querer	PROPN;SG	V
capitalism	o	capitalism	o	N;SG	DET
pigs	os	pig	o	N;PL	DET
listeners	quen	listener	quen	N;PL	PRO
listeners	escoita	listener	escoita	N;PL	V
listeners	ouvintes	listener	ouvinte	N;PL	ADJ
hai	hai	hai	haber	PROPN;SG	V
camping	acampando	camp	acampar	N;SG	V
mortality	infantil	mortality	infantil	N;SG	ADJ
solidarity	a	solidarity	o	N;SG	DET
maid	criada	maid	criar	N;SG	V
jacket	da	jacket	da	N;SG	V
mutant	mutante	mutant	mutante	PROPN;SG	N
slim	slim	slim	slim	ADJ	PROPN
beethoven	beethoven	beethoven	beethover	PROPN;SG	N
beethoven	novena	beethoven	novenar	PROPN;SG	ADJ
frankie	frankie	frankie	frankie	PROPN;SG	N
economists	mellores	economist	mellor	N;PL	ADJ
kathleen	kathleen	kathleen	kathleen	PROPN;SG	PROPN
unconscious	inconsciente	unconscious	inconsciente	ADJ	N
taliban	talibáns	taliban	talibán	PROPN;SG	N
xiv	xiv	xiv	xiv	PROPN;SG	N
authentic	é	authentic	ser	ADJ	V
intimate	íntimo	intimate	íntimo	ADJ	N
darling	querida	darling	querer	N;SG	V
darling	meu	darling	meu	N;SG	DET
darling	querido	darling	querer	N;SG	V
darling	ben	darling	ben	N;SG	ADV
anarchist	anarquista	anarchist	anarquista	ADJ	N
oxide	nítrico	oxide	nítrico	N;SG	ADJ
stella	stella	stella	stellar	PROPN;SG	N
verdict	veredito	verdict	veredito	N;SG	V
bonnie	coelliño	bonnie	coelliño	PROPN;SG	PROPN
bonnie	encol	bonnie	encol	PROPN;SG	V
bonnie	bonnie	bonnie	bonnie	PROPN;SG	PROPN
humphrey	humphrey	humphrey	humphrey	PROPN;SG	PROPN
drill	perforar	drill	perforar	N;SG	V
teenagers	os	teenager	o	N;PL	DET
archie	archie	archie	archie	PROPN;SG	PROPN
feeds	de	feed	de	N;PL	ADP
springer	springer	springer	springer	PROPN;SG	PROPN
creativity	a	creativity	o	N;SG	DET
beloved	amado	beloved	amado	ADJ	N
beloved	querido	beloved	querer	ADJ	V
dinosaurs	os	dinosaurs	o	N;PL	DET
laugh	rir	laugh	rir	N;SG	V
laugh	rían	laugh	rían	N;SG	V
exciting	emocionante	exciting	emocionante	ADJ	N
exciting	excitante	exciting	excitante	ADJ	N
exciting	emocionantes	exciting	emocionantes	ADJ	N
seller	máis	seller	máis	N;SG	ADV
seller	vendido	seller	vendido	N;SG	V
platoon	317	platoon	317	N;SG	NUM
hiroshima	hiroshima	hiroshima	hiroshima	PROPN;SG	N
wash	lavado	wash	lavado	V;IMP;FIN	N
wash	lava	wash	lavar	V;IMP;FIN	N
wash	lavalo	wash	lavalo	V;IMP;FIN	PROPN
freddie	freddie	freddie	freddiae	PROPN;SG	PROPN
nationale	biblioteca	nationale	biblioteca	PROPN;SG	N
nationale	nacional	nationale	nacional	PROPN;SG	ADJ
treason	a	treason	o	N;SG	DET
babies	os	baby	o	N;PL	DET
sacked	despedidos	sack	despedir	V;PST;V.PTCP	N
leaning	insistir	lean	insistir	N;SG	V
hector	héctor	hector	héctor	PROPN;SG	N
yokohama	yokohama	yokohama	colohamar	PROPN;SG	PROPN
illusion	a	illusion	o	N;SG	DET
shake	a	shake	o	V;IMP;FIN	DET
resist	os	resist	o	V;IMP;FIN	DET
barney	barney	barney	barney	PROPN;SG	PROPN
richie	richie	richie	richie	PROPN;SG	PROPN
smiles	sorrí	smile	sorrí	N;PL	V
axe	machada	be	machada	N;SG	V
insane	tolas	insane	tola	ADJ	N
insane	manicomio	insane	manicomio	ADJ	N
insane	tolo	insane	tolo	ADJ	N
insane	enfermo	insane	enfermo	ADJ	N
insane	tolear	insane	tolear	ADJ	V
ida	ida	ida	ida	PROPN;SG	PROPN
goose	branca	goose	branco	N;SG	ADJ
garbage	do	garbage	do	N;SG	PROPN
mom	mami	mom	mami	N;SG	PROPN
eighty	aquí	eighty	aquí	NUM	ADV
sid	sid	see	sid	PROPN;SG	PROPN
lime	cal	lime	cal	N;SG	PRO
lime	lima	lime	lima	N;SG	PROPN
dickinson	dickinson	dickinson	dickinson	PROPN;SG	PROPN
lottery	lotería	lottery	lotería	N;SG	V
lottery	de	lottery	de	N;SG	ADP
lottery	lotaría	lottery	lotaría	N;SG	V
grateful	agradecido	grateful	agradecer	ADJ	V
patriot	patriota	patriot	patriota	PROPN;SG	N
watches	ve	watch	ver	N;PL	V
watches	mira	watch	miro	N;PL	V
copying	copiando	copying	copiar	N;SG	V
nursery	cativos	nursery	cativo	N;SG	ADJ
visually	visuais	visually	visual	ADV	ADJ
visually	dificultades	visually	dificultade	ADV	N
ruin	a	ruin	o	V;IMP;FIN	DET
nathaniel	nathaniel	nathaniel	nathaniel	PROPN;SG	PROPN
penguins	pingüíns	penguin	pingüín	N;PL	PROPN
lenin	lenin	lenin	lenin	PROPN;SG	PROPN
peggy	peggy	peggy	peggy	PROPN;SG	PROPN
catching	collendo	catch	coller	N;SG	V
heroic	heroicos	heroic	heroico	ADJ	N
peasant	campesiño	peasant	campesiño	N;SG	ADJ
mia	mia	mia	mia	PROPN;SG	PROPN
ancestral	ancestral	ancestral	ancestral	N;SG	ADJ
daddy	papá	daddy	papá	N;SG	PROPN
unhappy	infeliz	unhappy	infeliz	ADJ	N
fuck	carallo	fuck	carallo	V;IMP;FIN	ADV
fuck	merda	fuck	merda	V;IMP;FIN	N
fuck	ao	fuck	ao	V;IMP;FIN	PROPN
temporal	lóbulo	temporal	lóbulo	ADJ	N
titan	titán	titan	ter	PROPN;SG	PROPN
forrest	forrest	forrest	forrest	PROPN;SG	PROPN
gps	gps	gps	gps	N;SG	PROPN
cents	cincuenta	cent	cincuenta	N;PL	NUM
excited	fan	excited	facer	ADJ	V
excited	emocionado	excited	emocionar	ADJ	V
excited	ilusionado	excited	ilusionar	ADJ	V
wherever	onde	wherever	onde	ADV	PRO
wherever	queira	wherever	queira	ADV	V
wherever	esteas	wherever	estas	ADV	V
brennan	brennan	brennan	brennan	PROPN;SG	V
nuts	tola	nut	tola	N;PL	PROPN
foul	falta	foul	falta	PROPN;SG	N
bentley	bentley	bentley	bentley	PROPN;SG	PROPN
palermo	palermo	palermo	palermo	PROPN;SG	PROPN
moor	páramo	moor	páramo	PROPN;SG	N
cartoonist	caricaturista	cartoonist	caricaturista	N;SG	PROPN
laurie	laurie	laurie	laurie	PROPN;SG	PROPN
smell	a	smell	o	N;SG	DET
smell	ulir	smell	ulir	N;SG	V
smell	cheira	smell	cheira	N;SG	V
smell	ules	smell	ul	N;SG	PROPN
lean	apoiarse	lean	apoiarse	N;SG	V
pal	amigo	pal	amigo	PROPN;SG	N
gus	gus	gus	gus	PROPN;SG	PROPN
expecting	agardas	expect	agarda	V;V.MSDR	N
expecting	agárdao	expect	agárdao	V;V.MSDR	PROPN
expecting	a	expect	o	V;V.MSDR	DET
lyons	lyon	lyon	lyon	N;PL	PROPN
stole	roubei	steal	roubar	V;IND;PST;FIN	PROPN
stole	roubaches	steal	roubaches	V;IND;PST;FIN	N
stole	o	steal	o	V;IND;PST;FIN	DET
stole	estola	steal	estola	V;IND;PST;FIN	N
stole	rouboume	steal	rouboume	V;IND;PST;FIN	PROPN
stairs	as	stair	o	N;PL	DET
picnic	picnic	picnic	picnic	N;SG	PROPN
cruel	cruel	cruel	cruel	ADJ	N
dem	eses	dem	ese	PROPN;SG	DET
bags	de	bag	de	N;PL	ADP
champagne	champán	champagne	champán	N;SG	PROPN
mccoy	mccoy	mccoy	mccoy	PROPN;SG	PROPN
ignorance	a	ignorance	o	N;SG	DET
glasses	as	glass	o	N;PL	DET
hindus	os	hindus	o	PROPN;PL	DET
hindus	hindús	hindus	hindús	PROPN;PL	N
jurassic	xurásico	jurassic	xurásico	PROPN;SG	ADJ
imam	imán	imam	imán	PROPN;SG	N
dare	se	dare	se	V;IMP;FIN	CONJ
dare	a	dare	o	V;IMP;FIN	DET
polite	educado	polite	educar	ADJ	V
polite	educados	polite	educar	ADJ	V
sundays	os	sundays	o	N;PL	DET
passionate	vos	passionate	vos	ADJ	PRO
passionate	apaixonada	passionate	apaixonar	ADJ	V
react	aos	react	aos	V;IMP;FIN	PROPN
react	ante	react	ante	V;IMP;FIN	ADP
react	reaccionei	react	reaccionar	V;IMP;FIN	PROPN
vitamin	vitamina	vitamin	vitamina	PROPN;SG	N
jealous	ciumento	jealous	ciumento	ADJ	N
tor	tor	tor	tor	PROPN;SG	PROPN
doris	doris	doris	doris	PROPN;SG	PROPN
digging	cavando	dig	cavar	N;SG	V
sadly	por	sadly	por	ADV	ADP
sadly	desgraza	sadly	desgraza	ADV	N
pad	de	pad	de	N;SG	ADP
yukon	yukon	yukon	yukon	PROPN;SG	PROPN
rockefeller	rockefeller	rockefeller	rockefeller	PROPN;SG	N
bacterial	bacteriana	bacterial	bacteriana	N;SG	ADJ
bacterial	bacteriano	bacterial	bacteriano	N;SG	ADJ
depths	interior	depth	interior	N;PL	ADJ
michele	michele	michele	michele	PROPN;SG	PROPN
quo	quo	quo	quo	N;SG	PROPN
robbins	robbins	robbin	robbin	PROPN;SG	PROPN
iphone	iphone	iphone	iphone	PROPN;SG	N
bucks	por	buck	por	N;PL	ADP
hicks	hicks	hick	hick	PROPN;SG	PROPN
damn	maldita	damn	maldita	INTJ	N
damn	merda	damn	merda	INTJ	N
damn	carallo	damn	carallo	INTJ	ADV
conscience	a	conscience	o	N;SG	DET
conscience	da	conscience	da	N;SG	V
bravo	bravo	bravo	bravo	PROPN;SG	ADJ
fife	vida	fife	vida	PROPN;SG	N
papa	papá	papa	papá	PROPN;SG	PROPN
freeze	conxelar	freeze	conxelar	N;SG	V
gmt	gmt	gmt	gmt	PROPN;SG	PROPN
gmt	verá	gmt	ver	PROPN;SG	V
gmt	co	gmt	co	PROPN;SG	PROPN
wicked	malo	wick	malo	ADJ	PROPN
fond	seu	fond	seu	ADJ	DET
fond	afecto	fond	afecto	ADJ	N
kicks	ben	kick	ben	N;PL	ADV
elephants	marchar	elephant	marchar	N;PL	V
tsar	tsar	tsar	tsar	PROPN;SG	N
andes	andes	and	ande	PROPN;SG	N
wally	wally	wally	wally	PROPN;SG	PROPN
cortex	córtex	cortex	córtex	PROPN;SG	PROPN
whales	as	whale	o	N;PL	DET
frogs	ras	frog	ras	N;PL	PROPN
fda	fda	fda	fdar	PROPN;SG	PROPN
bing	bing	bing	bing	N;SG	PROPN
allah	alá	allah	alá	PROPN;SG	ADV
humble	humilde	humble	humilde	ADJ	N
humble	humildes	humble	humilde	ADJ	N
avery	avery	avery	avery	PROPN;SG	PROPN
happily	e	happily	e	ADV	CONJ
hungry	famentos	hungry	famento	ADJ	N
hungry	fame	hungry	fame	ADJ	N
minh	minh	minh	minh	PROPN;SG	PROPN
minh	vietminh	minh	vietminh	PROPN;SG	PROPN
rains	chove	rain	chove	N;PL	V
cynthia	cynthia	cynthia	cynthia	PROPN;SG	N
pray	rezo	pray	rezo	V;IMP;FIN	N
corey	corey	corey	corey	PROPN;SG	PROPN
melting	derreter	melting	derreter	N;SG	V
unite	unídevos	unite	unídevo	V;IMP;FIN	N
unite	irmandádevos	unite	irmandádevo	V;IMP;FIN	N
unite	vosas	unite	voso	V;IMP;FIN	DET
