oli	была	olema	быть	V;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
põlvkond	поколения	põlvkond	поколение	N;NOM;SG	N;INAN;NOM;NEUT;PL
mälestusi	воспоминания	mälestus	воспоминание	N;PRT;PL	N;INAN;NOM;NEUT;PL
register	зарегистрироваться	register	регистрироваться	N;NOM;SG	V;PFV;NFIN;MID
register	регистра	register	регистр	N;NOM;SG	N;INAN;GEN;MASC;SG
register	зарегистрировать	register	регистрировать	N;NOM;SG	V;PFV;NFIN;ACT
hõbe	серебряный	hõbe	серебряный	N;NOM;SG	ADJ;NOM;MASC;SG
usku	вере	usk	вера	N;PRT;SG	N;INAN;DAT;FEM;SG
usku	веру	usk	вера	N;PRT;SG	N;INAN;ACC;FEM;SG
usku	вера	usk	вера	N;PRT;SG	N;INAN;NOM;FEM;SG
nurk	углу	nurk	угол	N;NOM;SG	N;INAN;DAT;MASC;SG
way	way	way	way	N;NOM;SG	PROPN
pruun	браун	pruun	браун	ADJ;NOM;SG	N;ANIM;NOM;MASC;SG
pruun	коричневые	pruun	коричневый	ADJ;NOM;SG	ADJ;NOM;PL
moraali	морали	moraal	мораль	N;NOM;SG	N;INAN;NOM;FEM;PL
moraali	морали	moraal	мораль	N;NOM;SG	N;INAN;NOM;FEM;PL
gooti	гот	gootma	гот	N;NOM;SG	
gooti	gothic	gootma	gothic	N;NOM;SG	PROPN
tuberkuloosi	туберкулезом	tuberkuloos	туберкулез	N;PRT;SG	N;INAN;INS;MASC;SG
tuberkuloosi	туберкулез	tuberkuloos	туберкулез	N;PRT;SG	N;INAN;NOM;MASC;SG
armeed	армий	armee	армия	N;PRT;SG	N;INAN;GEN;FEM;PL
armeed	армии	armee	армия	N;PRT;SG	N;INAN;NOM;FEM;SG
hing	душу	hing	душа	N;NOM;SG	N;INAN;ACC;FEM;SG
hing	души	hing	душа	N;NOM;SG	N;INAN;NOM;FEM;PL
hing	soul	hing	soul	N;NOM;SG	PROPN
mats	коврики	mats	коврик	N;NOM;SG	N;INAN;NOM;MASC;PL
luksemburgi	люксембурга	luksemburg	люксембург	N;NOM;SG	N;INAN;GEN;MASC;SG
tasu	плату	tasu	плата	N;NOM;SG	N;INAN;ACC;FEM;SG
nevski	невский	nevski	невский	N;NOM;SG	ADJ;NOM;MASC;SG
varieerub	варьируется	varieeruma	варьироваться	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
deutsche	deutsche	deutsche	deutsche	N;NOM;SG	PROPN
koopia	скопировать	koopia	копировать	N;NOM;SG	V;PFV;NFIN;ACT
koopia	копировать	koopia	копировать	N;NOM;SG	V;IPFV;NFIN;ACT
õpib	учится	õppima	учиться	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
elektrooniline	электронные	elektrooniline	электронный	ADJ;NOM;SG	ADJ;NOM;PL
keemilised	химического	keemiline	химический	ADJ;NOM;PL	ADJ;GEN;MASC;SG
keemilised	химический	keemiline	химический	ADJ;NOM;PL	ADJ;NOM;MASC;SG
keemilised	химическая	keemiline	химический	ADJ;NOM;PL	ADJ;NOM;FEM;SG
valitsev	доминирующей	valitsev	доминировать	ADJ;NOM;SG;PRS;V.PTCP;ACT	V;IPFV;INS;FEM;SG;PRS;V.PTCP;ACT
tiiva	крыло	tiib	крыло	N;GEN;SG	N;INAN;NOM;NEUT;SG
tiiva	крыла	tiib	крыло	N;GEN;SG	N;INAN;NOM;NEUT;PL
river	ривер	river	ривер	N;NOM;SG	
river	реки	river	река	N;NOM;SG	N;INAN;NOM;FEM;PL
tutvustus	презентации	tutvustus	презентация	N;NOM;SG	N;INAN;NOM;FEM;PL
bell	bell	bell	bell	N;NOM;SG	PROPN
lehti	листья	leht	лист	N;PRT;PL	N;INAN;NOM;MASC;PL
lehti	листьев	leht	лист	N;PRT;PL	N;INAN;GEN;MASC;PL
lehti	оставляет	leht	оставлять	N;PRT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
christina	кристина	christina	кристина	N;FRML;SG	N;ANIM;NOM;FEM;SG
ühtne	объединенная	ühtne	объединить	ADJ;NOM;SG	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
ühtne	единого	ühtne	единый	ADJ;NOM;SG	ADJ;GEN;MASC;SG
ühtne	сингл	ühtne	сингл	ADJ;NOM;SG	N;INAN;NOM;MASC;SG
stuudio	студии	stuudio	студия	N;NOM;SG	N;INAN;NOM;FEM;PL
stuudio	studio	stuudio	studio	N;NOM;SG	PROPN
autonoomia	автономии	autonoomia	автономия	N;NOM;SG	N;INAN;NOM;FEM;PL
autonoomia	автономию	autonoomia	автономия	N;NOM;SG	N;INAN;ACC;FEM;SG
marta	марту	martma	март	N;NOM;SG	N;INAN;DAT;MASC;SG
marta	марта	martma	март	N;NOM;SG	N;INAN;GEN;MASC;SG
lina	льна	lina	лен	N;NOM;SG	N;INAN;GEN;MASC;SG
malaisia	малайзии	malaisia	малайзия	N;NOM;SG	N;INAN;NOM;FEM;PL
madagaskari	мадагаскар	madagaskar	мадагаскар	N;PRT;SG	N;INAN;NOM;FEM;SG
madagaskari	мадагаскара	madagaskar	мадагаскар	N;PRT;SG	N;INAN;NOM;MASC;SG
filipiinide	филиппин	filipiin	филиппин	N;GEN;PL	N;INAN;NOM;FEM;SG
ideid	идеи	idee	идея	N;PRT;PL	N;INAN;NOM;FEM;PL
suhteline	родственник	suhteline	родственник	ADJ;NOM;SG	N;ANIM;NOM;MASC;SG
suhteline	относительной	suhteline	относительный	ADJ;NOM;SG	ADJ;INS;FEM;SG
suhteline	относительные	suhteline	относительный	ADJ;NOM;SG	ADJ;NOM;PL
rain	дожди	rain	дождь	N;NOM;SG	N;INAN;NOM;MASC;PL
nägu	лицом	nägu	лицо	N;NOM;SG	N;INAN;INS;NEUT;SG
juhtum	случае	juhtum	случай	N;NOM;SG	N;INAN;ESS;MASC;SG
land	земли	land	земля	N;NOM;SG	N;INAN;NOM;FEM;PL
land	земельный	land	земельный	N;NOM;SG	ADJ;NOM;MASC;SG
land	land	land	land	N;NOM;SG	PROPN
leiutas	изобрели	leiutama	изобрести	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
sissetungi	вторжения	sisse_tung	вторжение	N;PRT;SG	N;INAN;NOM;NEUT;PL
sissetungi	вторжение	sisse_tung	вторжение	N;PRT;SG	N;INAN;NOM;NEUT;SG
näitasid	показал	näitama	показать	V;IND;PL;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
näitasid	показала	näitama	показать	V;IND;PL;3;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
daugava	даугава	daugav	даугава	ADJ;NOM;SG;PRS;V.PTCP;ACT	N;INAN;NOM;FEM;SG
jada	последовательности	jada	последовательность	N;NOM;SG	N;INAN;NOM;FEM;PL
seadis	устройство	seadma	устройство	V;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;NEUT;SG
seadis	устройства	seadma	устройство	V;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;NEUT;PL
seadis	комплект	seadma	комплект	V;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;MASC;SG
seadis	сет	seadma	сет	V;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;MASC;SG
seadis	набор	seadma	набор	V;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;MASC;SG
kallaste	берега	kallas	берег	N;GEN;PL	N;INAN;NOM;MASC;PL
joon	линии	joon	линия	N;NOM;SG	N;INAN;NOM;FEM;PL
joon	line	joon	line	N;NOM;SG	PROPN
välismaa	иностранный	välis_maa	иностранный	N;NOM;SG	ADJ;NOM;MASC;SG
välismaa	иностранное	välis_maa	иностранный	N;NOM;SG	ADJ;NOM;NEUT;SG
välismaa	иностранных	välis_maa	иностранный	N;NOM;SG	ADJ;GEN;PL
arstid	врачей	arst	врач	N;NOM;PL	N;ANIM;GEN;MASC;PL
arstid	врачей	arst	врач	N;NOM;PL	N;ANIM;GEN;MASC;PL
äri	business	äri	business	N;NOM;SG	PROPN
faasi	этапе	faas	этап	N;PRT;SG	N;INAN;ESS;MASC;SG
faasi	стадия	faas	стадия	N;PRT;SG	N;INAN;NOM;FEM;SG
faasi	фаза	faas	фаза	N;PRT;SG	N;INAN;NOM;FEM;SG
faasi	этап	faas	этап	N;PRT;SG	N;INAN;NOM;MASC;SG
kõrgel	высокий	kõrgel	высокий	ADV	ADJ;NOM;MASC;SG
kõrgel	high	kõrgel	high	ADV	PROPN
kõrgel	высокого	kõrgel	высокий	ADV	ADJ;GEN;MASC;SG
kõrgel	высокая	kõrgel	высокий	ADV	ADJ;NOM;FEM;SG
rollid	ролях	roll	роль	N;NOM;PL	N;INAN;ESS;FEM;PL
rõhutas	подчеркнуто	rõhutama	подчеркнуто	V;IND;SG;3;PST;FIN;ACT	ADV
rõhutas	подчеркнуто	rõhutama	подчеркнуто	V;IND;SG;3;PST;FIN;ACT	ADV
rõhutas	подчеркнули	rõhutama	подчеркнуть	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
rõhutas	подчеркнуто	rõhutama	подчеркнуто	V;IND;SG;3;PST;FIN;ACT	ADV
sureb	умрет	surema	умереть	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
iseloomu	характер	ise_loom	характер	N;PRT;SG	N;INAN;NOM;MASC;SG
iseloomu	персонаж	ise_loom	персонаж	N;PRT;SG	N;ANIM;NOM;MASC;SG
iseloomu	символ	ise_loom	символ	N;PRT;SG	N;INAN;NOM;MASC;SG
sarv	хорн	sarv	хорна	N;NOM;SG	
sarv	рога	sarv	рог	N;NOM;SG	N;INAN;NOM;MASC;PL
sadu	сотнями	sadu	сотня	N;NOM;PL	N;INAN;INS;FEM;PL
puit	дрова	puis	дрова	N;NOM;SG	N;INAN;NOM;NEUT;PL
puit	древесины	puis	древесина	N;NOM;SG	N;INAN;NOM;FEM;PL
üksikute	индивидуальные	üksik	индивидуальный	ADJ;GEN;PL	ADJ;NOM;PL
üksikute	индивидуальное	üksik	индивидуальный	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
üksikute	индивидуальный	üksik	индивидуальный	ADJ;GEN;PL	ADJ;NOM;MASC;SG
üksikute	индивидуальная	üksik	индивидуальный	ADJ;GEN;PL	ADJ;NOM;FEM;SG
lahus	раствор	lahk	раствор	N;IN+ESS;SG	N;INAN;NOM;MASC;SG
lahus	решение	lahk	решение	N;IN+ESS;SG	N;INAN;NOM;NEUT;SG
käsiraamat	вручную	käsi_raamat	вручную	N;NOM;SG	ADV
ruumid	помещение	ruum	помещение	N;NOM;PL	N;INAN;NOM;NEUT;SG
ruumid	помещений	ruum	помещение	N;NOM;PL	N;INAN;GEN;NEUT;PL
auf	ауф	auf	ауф	N	
kritiseeris	критике	kritiseerima	критика	V;IND;SG;3;PST;FIN;ACT	N;INAN;DAT;FEM;SG
luther	лютера	luther	лютер	N;NOM;SG	N;ANIM;ACC;MASC;SG
tekke	одеяла	teke	одеяло	N;NOM;SG	N;INAN;NOM;NEUT;PL
ainet	вещество	aine	вещество	N;PRT;SG	N;INAN;NOM;NEUT;SG
fikseeritud	стационарных	fikseeri=tud	стационарный	V;PST;V.PTCP;PASS	ADJ;GEN;PL
orbiidile	орбиты	orbiit	орбита	N;AT+ALL;SG	N;INAN;NOM;FEM;PL
orbiidile	орбиту	orbiit	орбита	N;AT+ALL;SG	N;INAN;ACC;FEM;SG
langus	отклонить	langus	отклонить	N;NOM;SG	V;PFV;NFIN;ACT
vallutatud	покорил	vallutama	покорить	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
vallutatud	завоевал	vallutama	завоевать	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
räni	силиконовой	räni	силиконовый	N;NOM;SG	ADJ;INS;FEM;SG
ram	рам	ram	рама	N;NOM;SG	
ümbermõõt	окружности	ümber_mõõt	окружность	N;NOM;SG	N;INAN;NOM;FEM;PL
enamikul	большинство	enamik	большинство	N;AT+ESS
;SG	N;INAN;NOM;NEUT;SG
enamikul	наиболее	enamik	наиболее	N;AT+ESS
;SG	ADV
teadmised	знание	teadmine	знание	N;NOM;PL	N;INAN;NOM;NEUT;SG
komponendid	компонентов	komponent	компонент	N;NOM;PL	N;INAN;GEN;MASC;PL
nova	нова	nova	новый	N;NOM;SG	ADJ;FEM;SG
aia	garden	aed	garden	N;NOM;SG	PROPN
savi	глины	savi	глина	N;NOM;SG	N;INAN;NOM;FEM;PL
kohustuslik	обязательные	kohustuslik	обязательный	ADJ;NOM;SG	ADJ;NOM;PL
kohustuslik	обязательных	kohustuslik	обязательный	ADJ;NOM;SG	ADJ;GEN;PL
kohustuslik	обязательные	kohustuslik	обязательный	ADJ;NOM;SG	ADJ;NOM;PL
kohustuslik	обязательные	kohustuslik	обязательный	ADJ;NOM;SG	ADJ;NOM;PL
ilja	илья	ilja	илья	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG
pojapoeg	внука	poja_poeg	внук	N;NOM;SG	N;ANIM;ACC;MASC;SG
vaimulikud	духовенства	vaimulik	духовенство	ADJ;NOM;PL	N;INAN;NOM;NEUT;PL
kardinalid	кардиналов	kardinal	кардинал	N;NOM;PL	N;ANIM;GEN;MASC;PL
lõik	сегмента	lõik	сегмент	N;NOM;SG	N;INAN;GEN;MASC;SG
roos	роз	roos	роза	N;NOM;SG	N;INAN;GEN;FEM;PL
proovi	попробуй	proov	пробовать	N;PRT;SG	V;PFV;IMP;SG;2;FIN;ACT
proovi	попробовать	proov	пробовать	N;PRT;SG	V;PFV;NFIN;ACT
proovi	попробуйте	proov	пробовать	N;PRT;SG	V;PFV;IMP;PL;2;FIN;ACT
proovi	попытка	proov	попытка	N;PRT;SG	N;INAN;NOM;FEM;SG
proovi	образец	proov	образец	N;PRT;SG	N;INAN;NOM;MASC;SG
proovi	выборка	proov	выборка	N;PRT;SG	N;INAN;NOM;FEM;SG
kallis	мед	kallis	мед	ADJ;NOM;SG	N;INAN;NOM;MASC;SG
kallis	дорогие	kallis	дорогой	ADJ;NOM;SG	ADJ;NOM;PL
kallis	дорогой	kallis	дорога	ADJ;NOM;SG	N;INAN;NOM;MASC;SG
kallis	baby	kallis	baby	ADJ;NOM;SG	PROPN
kallis	ребёнок	kallis	ребёнок	ADJ;NOM;SG	N;ANIM;NOM;MASC;SG
kallis	малышка	kallis	малышка	ADJ;NOM;SG	N;ANIM;NOM;FEM;SG
kallis	детка	kallis	детка	ADJ;NOM;SG	N;INAN;NOM;FEM;SG
kallis	малыш	kallis	малыш	ADJ;NOM;SG	N;ANIM;NOM;MASC;SG
kõrged	высокий	kõrge	высокий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
kõrged	high	kõrge	high	ADJ;NOM;PL	PROPN
kõrged	высоко	kõrge	высоко	ADJ;NOM;PL	ADV
kõrged	высокого	kõrge	высокий	ADJ;NOM;PL	ADJ;GEN;MASC;SG
kõrged	высокая	kõrge	высокий	ADJ;NOM;PL	ADJ;NOM;FEM;SG
probleemiks	проблемы	probleem	проблема	N;TRANS;SG	N;INAN;NOM;FEM;PL
probleemiks	проблема	probleem	проблема	N;TRANS;SG	N;INAN;NOM;FEM;SG
miili	мили	miil	мили	N;PRT;SG	N;INAN;NOM;MASC;PL
miili	миле	miil	мило	N;PRT;SG	N;INAN;DAT;FEM;SG
miili	милю	miil	миллион	N;PRT;SG	N;INAN;ACC;FEM;SG
miili	майлс	miil	майлс	N;PRT;SG	N;ANIM;NOM;MASC;SG
miili	мили	miil	мили	N;PRT;SG	N;INAN;NOM;MASC;PL
miili	миль	miil	миля	N;PRT;SG	N;INAN;GEN;FEM;PL
miili	майлз	miil	майлз	N;PRT;SG	N;ANIM;NOM;MASC;SG
osakesed	частиц	osake	частица	N;NOM;PL	N;INAN;GEN;FEM;PL
osakesed	частиц	osake	частица	N;NOM;PL	N;INAN;GEN;FEM;PL
osakesed	частица	osake	частица	N;NOM;PL	N;INAN;NOM;FEM;SG
väljendada	экспресс	väljendama	экспресс	V;NFIN	N;INAN;NOM;MASC;SG
väljendada	express	väljendama	express	V;NFIN	PROPN
missioon	миссии	missioon	миссия	N;NOM;SG	N;INAN;NOM;FEM;PL
rahul	довольна	rahul	довольный	ADV	ADJ;FEM;SG
rahul	доволен	rahul	довольный	ADV	ADJ;MASC;SG
rahul	удовлетворены	rahul	удовлетворить	ADV	V;PFV;PL;PST;V.PTCP;PASS
rahul	удовлетворен	rahul	удовлетворить	ADV	V;PFV;MASC;SG;PST;V.PTCP;PASS
rahul	удовлетворена	rahul	удовлетворить	ADV	V;PFV;FEM;SG;PST;V.PTCP;PASS
rahul	удовлетворительным	rahul	удовлетворительный	ADV	ADJ;INS;NEUT;SG
rahul	доволен	rahul	довольный	ADV	ADJ;MASC;SG
corporation	corporation	corporation	corporation	N;NOM;SG	PROPN
corporation	корпорации	corporation	корпорация	N;NOM;SG	N;INAN;NOM;FEM;PL
planeet	планете	planeet	планета	N;NOM;SG	N;INAN;DAT;FEM;SG
koera	собака	koer	собака	N;PRT;SG	N;ANIM;NOM;FEM;SG
koera	пес	koer	пес	N;PRT;SG	N;ANIM;NOM;MASC;SG
koera	пёс	koer	пёс	N;PRT;SG	N;ANIM;NOM;MASC;SG
lange	лэнг	langema	лэнг	N;NOM;SG	PART
maksimaalselt	максимальный	maksimaalselt	максимальный	ADV	ADJ;NOM;MASC;SG
maksimaalselt	максимальное	maksimaalselt	максимальный	ADV	ADJ;NOM;NEUT;SG
maksimaalselt	максимальная	maksimaalselt	максимальный	ADV	ADJ;NOM;FEM;SG
maksimaalselt	максимум	maksimaalselt	максимум	ADV	N;INAN;NOM;MASC;SG
fotode	фотографии	foto	фотография	N;GEN;PL	N;INAN;NOM;FEM;PL
fotode	фотографии	foto	фотография	N;GEN;PL	N;INAN;NOM;FEM;PL
fotode	фото	foto	фото	N;GEN;PL	N;INAN;NOM;MASC;SG
tõepoolest	воистину	tõe_poolest	воистину	ADV	
blogi	blog	blogi	blog	N;NOM;SG	PROPN
force	силы	force	сила	N;NOM;SG	N;INAN;NOM;FEM;PL
force	force	force	force	N;NOM;SG	PROPN
force	силу	force	сила	N;NOM;SG	N;INAN;ACC;FEM;SG
ken	кен	ken	кен	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
tants	dance	tants	dance	N;NOM;SG	PROPN
tants	танцуй	tants	танцея	N;NOM;SG	V;IPFV;IMP;SG;2;FIN;ACT
tants	танцы	tants	танец	N;NOM;SG	N;INAN;NOM;MASC;PL
jätkab	продолжаются	jätkama	продолжаться	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;MID
jätkab	продолжается	jätkama	продолжаться	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
sid	sid	sid	sid	N;NOM;SG	PROPN
haige	больным	haige	больной	ADJ;NOM;SG	N;ANIM;DAT;MASC;PL
haige	больные	haige	больной	ADJ;NOM;SG	N;ANIM;NOM;MASC;PL
haige	больной	haige	больной	ADJ;NOM;SG	N;ANIM;NOM;MASC;SG
vastased	оппонентов	vastane	оппонент	N;NOM;PL	N;ANIM;GEN;MASC;PL
vastased	противников	vastane	противник	N;NOM;PL	N;ANIM;ACC;MASC;PL
kunstiline	художественных	kunstiline	художественный	ADJ;NOM;SG	ADJ;GEN;PL
kunstiline	художественные	kunstiline	художественный	ADJ;NOM;SG	ADJ;NOM;PL
sudaani	судане	suda	судана	ADJ	N;INAN;NOM;MASC;SG
sudaani	судан	suda	судан	ADJ	N;INAN;NOM;MASC;SG
sudaani	судана	suda	судан	ADJ	N;INAN;GEN;MASC;SG
järjestus	последовательности	järjestus	последовательность	N;NOM;SG	N;INAN;NOM;FEM;PL
portaali	портал	portaal	портать	N;PRT;SG	N;INAN;NOM;MASC;SG
müüa	продажа	müüma	продажа	V;NFIN	N;INAN;NOM;FEM;SG
müüa	продажа	müüma	продажа	V;NFIN	N;INAN;NOM;FEM;SG
phil	фила	phil	фить	N;NOM;SG	N;ANIM;ACC;MASC;SG
homo	homo	homo	хомо	N;NOM;SG	PROPN
homo	gay	homo	gay	N;NOM;SG	PROPN
homo	геи	homo	гея	N;NOM;SG	N;ANIM;NOM;FEM;PL
aaron	аарона	aaron	аарон	N;NOM;SG	N;ANIM;ACC;MASC;SG
klassifikatsioon	классификации	klassifikatsioon	классификация	N;NOM;SG	N;INAN;NOM;FEM;PL
säästva	устойчивый	säästev	устойчивый	ADJ;GEN;SG;PRS;V.PTCP;ACT	ADJ;NOM;MASC;SG
säästva	устойчивые	säästev	устойчивый	ADJ;GEN;SG;PRS;V.PTCP;ACT	ADJ;NOM;PL
säästva	устойчивое	säästev	устойчивый	ADJ;GEN;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
säästva	устойчивая	säästev	устойчивый	ADJ;GEN;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG
och	och	och	och	N;NOM	PROPN
grammi	грамм	gramm	грамм	N;PRT;SG	N;INAN;NOM;MASC;SG
grammi	грамм	gramm	грамм	N;PRT;SG	N;INAN;NOM;MASC;SG
masin	machine	masin	machine	N;NOM;SG	PROPN
amd	amd	amd	amd	N;NOM;SG	PROPN
start	начинайте	start	начинать	N;NOM;SG	V;IPFV;IMP;PL;2;FIN;ACT
start	начать	start	начать	N;NOM;SG	V;PFV;NFIN;ACT
eelis	преимущества	eelis	преимущество	N;NOM;SG	N;INAN;NOM;NEUT;PL
sügav	глубокую	sügav	глубокий	ADJ;NOM;SG	ADJ;ACC;FEM;SG
sügav	глубокие	sügav	глубокий	ADJ;NOM;SG	ADJ;NOM;PL
sügav	глубоко	sügav	глубоко	ADJ;NOM;SG	ADV
numbrid	цифр	number	цифра	N;NOM;PL	N;INAN;GEN;FEM;PL
numbrid	числа	number	число	N;NOM;PL	N;INAN;GEN;NEUT;SG
lavastatud	устроили	lavasta=tud	устроить	ADJ;PST;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
saatkonna	посольства	saatkond	посольство	N;GEN;SG	N;INAN;NOM;NEUT;PL
saatkonna	посольство	saatkond	посольство	N;GEN;SG	N;INAN;NOM;NEUT;SG
tere	привет	tere	привет	INTJ	
tere	здравствуйте	tere	здравствовать	INTJ	V;IPFV;IMP;PL;2;FIN;ACT
ehitamine	строить	ehitamine	строить	N;NOM;SG	V;IPFV;NFIN;ACT
ehitamine	построить	ehitamine	строить	N;NOM;SG	V;PFV;NFIN;ACT
märkimisväärne	значительные	märkimis_väärne	значительный	ADJ;NOM;SG	ADJ;NOM;PL
märkimisväärne	существенные	märkimis_väärne	существенный	ADJ;NOM;SG	ADJ;NOM;PL
vasakule	левой	vasakule	левый	ADV	ADJ;INS;FEM;SG
vasakule	осталось	vasakule	остаться	ADV	V;PFV;NEUT;IND;SG;PST;FIN;MID
vasakule	оставил	vasakule	оставить	ADV	V;PFV;MASC;IND;SG;PST;FIN;ACT
assamblee	ассамблеи	assamblee	ассамблея	N;NOM;SG	N;INAN;NOM;FEM;PL
arusaam	понимания	aru_saam	понимание	N;NOM;SG	N;INAN;GEN;NEUT;SG
ümbritseva	окружающие	ümbritsev	окружать	ADJ;GEN;SG;PRS;V.PTCP;ACT	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
kopenhaagenis	копенгагене	kopenhaagen	копенгагень	N;IN+ESS;SG	N;INAN;ESS;MASC;SG
kopenhaagenis	копенгаген	kopenhaagen	копенгагный	N;IN+ESS;SG	N;INAN;NOM;MASC;SG
poisid	boys	poiss	boys	N;NOM;PL	PROPN
poisid	мальчиков	poiss	мальчик	N;NOM;PL	N;ANIM;GEN;MASC;PL
poisid	ребят	poiss	ребята	N;NOM;PL	N;ANIM;GEN;NEUT;PL
hele	light	hele	light	N;NOM;SG	PROPN
hele	света	hele	свет	N;NOM;SG	N;INAN;GEN;MASC;SG
hele	светло	hele	светлый	N;NOM;SG	ADJ;NEUT;SG
hele	яркие	hele	яркий	N;NOM;SG	ADJ;NOM;PL
hele	яркий	hele	яркий	N;NOM;SG	ADJ;NOM;MASC;SG
hele	ярко	hele	ярко	N;NOM;SG	ADV
hele	светлый	hele	светлый	N;NOM;SG	ADJ;NOM;MASC;SG
hele	яркая	hele	яркий	N;NOM;SG	ADJ;NOM;FEM;SG
järeltulija	преемника	järeltulija	преемник	N;NOM;SG	N;ANIM;ACC;MASC;SG
roosa	pink	roosama	pink	N;NOM;SG	PROPN
roosa	розовая	roosama	розовый	N;NOM;SG	ADJ;NOM;FEM;SG
roosa	розовые	roosama	розовый	N;NOM;SG	ADJ;NOM;PL
roosa	розовое	roosama	розовый	N;NOM;SG	ADJ;NOM;NEUT;SG
roosa	розовый	roosama	розовый	N;NOM;SG	ADJ;NOM;MASC;SG
