月	moon	月	moon	N	PROPN;ANIM;NOM;MASC;SG
候選	kandidátske	候選	kandidátsky	V	ADJ;NOM;NEUT;SG
候選	uchádzači	候選	uchádzač	V	N;ANIM;NOM;MASC;PL
候選	kandidátske	候選	kandidátsky	V	ADJ;NOM;NEUT;SG
候選	záujemca	候選	záujemca	V	N;ANIM;NOM;MASC;SG
候選	uchádzač	候選	uchádzač	V	N;ANIM;NOM;MASC;SG
候選	kandidát	候選	kandidát	V	N;ANIM;NOM;MASC;SG
值得	hodné	值得	hodný	V	ADJ;NOM;NEUT;SG
值得	hoden	值得	hoden	V	N;ANIM;NOM;MASC;SG
值得	hodná	值得	hodný	V	ADJ;NOM;FEM;SG
值得	hodný	值得	hodný	V	ADJ;ANIM;NOM;MASC;SG
跳	skočiť	跳	skočiť		V;PFV;POS;NFIN
跳	skok	跳	skok		N;INAN;NOM;MASC;SG
跳	skákať	跳	skákať		V;IPFV;POS;NFIN
跳	preskočiť	跳	preskočiť		V;PFV;POS;NFIN
對	zodpovedajúce	對	zodpovedajúci	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
對	zodpovedajúci	對	zodpovedajúci	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
對	zodpovedajúca	對	zodpovedajúci	N	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
對	zodpovedá	對	zodpoveďať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
對	zodpovedajú	對	zodpovedať	N	V;IPFV;IND;PL;3;POS;PRS;FIN
侵犯	porušenie	侵犯	porušenie	V	N;NOM;NEUT;SG
侵犯	porušenia	侵犯	porušenie	V	N;NOM;NEUT;PL
偏	bias	偏	basa		PROPN;ANIM;NOM;MASC;SG
巴赫	bacha	巴赫	bacho	PROPN	N;ANIM;NOM;MASC;SG
巴赫	bach	巴赫	bach	PROPN	PROPN;ANIM;NOM;MASC;SG
一	životnosť	一	životnosť	NUM	N;NOM;FEM;SG
一	celoživotné	一	celoživotný	NUM	ADJ;NOM;NEUT;SG
戀愛	koi	戀愛	koi	N	INTJ
戀愛	love	戀愛	lov	N	
戀愛	milovať	戀愛	milovať	N	V;IPFV;POS;NFIN
亞歷山	alexandrii	亞歷山	alexandria	PROPN	N;DAT;FEM;SG
亞歷山	alexander	亞歷山	alexander	PROPN	N;ANIM;NOM;MASC;SG
傳播	difúzie	傳播	difúzia	V	N;NOM;FEM;SG
傳播	šírenie	傳播	šírenie	V	N;NOM;NEUT;SG
傳播	rozmnožovanie	傳播	rozmnožovanie	V	N;NOM;NEUT;SG
傳播	šírenie	傳播	šírenie	V	N;NOM;NEUT;SG
維多利亞	viktória	維多利亞	viktória	PROPN	N;NOM;FEM;SG
維多利亞	viktoria	維多利亞	viktoriť	PROPN	N;NOM;FEM;SG
維多利亞	victoria	維多利亞	victoriť	PROPN	N;NOM;FEM;SG
英尺	pešo	英尺	pešo	N	ADV
興趣	zaujíma	興趣	zaujímať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
允許	povolené	允許	povolený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
允許	povolená	允許	povolený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
允許	dovolené	允許	dovolený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
允許	povolený	允許	povolený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
允許	povolené	允許	povolený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
允許	povolená	允許	povolený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
允許	povolený	允許	povolený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
允許	povolenie	允許	povolenie	V	N;NOM;NEUT;SG
靠近	blízko	靠近	blízko	V	ADV
怪	čudný	怪	čudný	N	ADJ;ANIM;NOM;MASC;SG
怪	zvláštne	怪	zvláštny	N	ADJ;NOM;NEUT;SG
怪	divné	怪	divný	N	ADJ;NOM;NEUT;SG
怪	čudné	怪	čudný	N	ADJ;NOM;NEUT;SG
怪	divný	怪	divný	N	ADJ;ANIM;NOM;MASC;SG
怪	čudný	怪	čudný	N	ADJ;ANIM;NOM;MASC;SG
怪	zvláštne	怪	zvláštny	N	ADJ;NOM;NEUT;SG
怪	zvláštny	怪	zvláštny	N	ADJ;ANIM;NOM;MASC;SG
怪	zvláštna	怪	zvláštny	N	ADJ;NOM;FEM;SG
對抗	konfrontáciu	對抗	konfrontácia	V	N;ACC;FEM;SG
對抗	konfrontácie	對抗	konfrontácia	V	N;NOM;FEM;PL
路易斯	louis	路易斯	louis	PROPN	PROPN;ANIM;NOM;MASC;SG
路易斯	louisom	路易斯	louis	PROPN	N;ANIM;INS;MASC;SG
格林	green	格林	green	PROPN	PROPN;ANIM;NOM;MASC;SG
格林	zelený	格林	zelený	PROPN	ADJ;ANIM;NOM;MASC;SG
格林	zelené	格林	zelený	PROPN	ADJ;NOM;NEUT;SG
格林	zelenú	格林	zelený	PROPN	N;ACC;FEM;SG
格林	zelená	格林	zelený	PROPN	ADJ;NOM;FEM;SG
綠色	green	綠色	green	N	PROPN;ANIM;NOM;MASC;SG
綠色	zelený	綠色	zelený	N	ADJ;ANIM;NOM;MASC;SG
綠色	zelené	綠色	zelený	N	ADJ;NOM;NEUT;SG
綠色	zelená	綠色	zelený	N	ADJ;NOM;FEM;SG
單元	unit	單元	unit	N	PROPN;ANIM;NOM;MASC;SG
神秘	tajomstvo	神秘	tajomstvo	ADJ	N;NOM;NEUT;SG
神秘	záhada	神秘	záhada	ADJ	N;NOM;FEM;SG
神秘	záhady	神秘	záhada	ADJ	N;NOM;FEM;PL
槽	spodné	槽	spodný	N	ADJ;NOM;NEUT;SG
尊重	rešpektovať	尊重	rešpektovať	N	V;IPFV;POS;NFIN
基督	krista	基督	kristus	PROPN	N;ANIM;ACC;MASC;SG
基督	kristus	基督	kristus	PROPN	N;ANIM;NOM;MASC;SG
琉球	ryukyu	琉球	ryuky	PROPN	N;ACC;FEM;SG
琉球	okinawa	琉球	okinawa	PROPN	N;NOM;MASC;SG
星光	starlight	星光	starlight	N	
阿富汗	afganistan	阿富汗	afganistan	PROPN	N;INAN;NOM;MASC;SG
阿富汗	afghanistan	阿富汗	afghanistan	PROPN	N;NOM;FEM;SG
阿富汗	afganistane	阿富汗	afganistane	PROPN	N;INAN;NOM;MASC;SG
阿富汗	afganistanu	阿富汗	afganistan	PROPN	N;INAN;GEN;MASC;SG
頒獎	ocenenie	頒獎	ocenenie	V	N;NOM;NEUT;SG
頒獎	awards	頒獎	awards	V	
頒獎	ocenenia	頒獎	ocenenie	V	N;NOM;NEUT;PL
真實	real	真實	real	ADJ	N;INAN;NOM;MASC;SG
真實	reálne	真實	reálne	ADJ	ADV
真實	pravda	真實	pravda	ADJ	N;NOM;FEM;SG
真實	true	真實	true	ADJ	
蜀	shu	蜀	sha	PROPN	
穆斯林	moslimských	穆斯林	moslimský	PROPN	ADJ;GEN;MASC;PL
穆斯林	moslim	穆斯林	mosli	PROPN	N;ANIM;NOM;MASC;SG
穆斯林	moslimov	穆斯林	moslim	PROPN	N;ANIM;ACC;MASC;PL
穆斯林	moslimovia	穆斯林	moslim	PROPN	N;ANIM;NOM;MASC;PL
每	týždenné	每	týždenný	DET	ADJ;NOM;NEUT;SG
每	týždenne	每	týždenne	DET	N;INAN;NOM;MASC;SG
每	týždenný	每	týždenný	DET	ADJ;INAN;NOM;MASC;SG
苗	sadenice	苗	sadenica	PROPN	N;NOM;FEM;PL
中國	kuomintang	中國	kuomintang	PROPN	N;ANIM;NOM;MASC;PL
色彩	farebné	色彩	farebný	N	ADJ;NOM;NEUT;SG
色彩	farebne	色彩	farebne	N	ADV
色彩	farebný	色彩	farebný	N	ADJ;ANIM;NOM;MASC;SG
色彩	farebné	色彩	farebný	N	ADJ;NOM;NEUT;SG
色彩	farebná	色彩	farebný	N	ADJ;NOM;FEM;SG
色彩	farebný	色彩	farebný	N	ADJ;ANIM;NOM;MASC;SG
加強	posilnenie	加強	posilnenie	V	N;NOM;NEUT;SG
加強	posilnenia	加強	posilnenie	V	N;NOM;NEUT;PL
加強	posilňovanie	加強	posilňovanie	V	N;NOM;NEUT;SG
加強	vylepšenia	加強	vylepšenie	V	N;NOM;NEUT;PL
加強	posilnenie	加強	posilnenie	V	N;NOM;NEUT;SG
加強	posilňovanie	加強	posilňovanie	V	N;NOM;NEUT;SG
加強	posilnenie	加強	posilnenie	V	N;NOM;NEUT;SG
加強	posilňovanie	加強	posilňovanie	V	N;NOM;NEUT;SG
加強	rozšírené	加強	rozšírený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
威脅	vyhrážky	威脅	vyhrážka	V	N;NOM;FEM;PL
威脅	ohrozenia	威脅	ohrozenie	V	N;NOM;NEUT;PL
威脅	hrozby	威脅	hrozba	V	N;NOM;FEM;PL
威脅	ohrozenie	威脅	ohrozenie	V	N;NOM;NEUT;SG
威脅	ohrozenie	威脅	ohrozenie	V	N;NOM;NEUT;SG
威脅	hrozba	威脅	hrozba	V	N;NOM;FEM;SG
襲擊	napadnúť	襲擊	napadnúť	N	V;PFV;POS;NFIN
襲擊	zaútočiť	襲擊	zaútočiť	N	V;PFV;POS;NFIN
撤退	ústup	撤退	ústup	V	N;INAN;NOM;MASC;SG
冒險	dobrodružné	冒險	dobrodružný	N	ADJ;NOM;NEUT;SG
辦公	kancelárie	辦公	kancelária	V	N;NOM;FEM;PL
辦公	kancelárske	辦公	kancelársky	V	ADJ;NOM;NEUT;PL
辦公	pracovne	辦公	pracovne	V	N;NOM;FEM;PL
辦公	kancelária	辦公	kancelária	V	N;NOM;FEM;SG
辦公	úrad	辦公	úrad	V	N;INAN;NOM;MASC;SG
公告	oznam	公告	oznam	V	N;INAN;NOM;MASC;SG
公告	oznámenie	公告	oznámenie	V	N;NOM;NEUT;SG
立法	zákonodarca	立法	zákonodarec	V	N;ANIM;NOM;MASC;SG
成熟	zrelé	成熟	zrelý	N	ADJ;NOM;NEUT;SG
成熟	zrelé	成熟	zrelý	N	ADJ;NOM;NEUT;SG
成熟	dospelé	成熟	dospelý	N	ADJ;NOM;NEUT;SG
廢除	zrušený	廢除	zrušený	V	ADJ;INAN;NOM;MASC;SG
廢除	zrušenie	廢除	zrušenie	V	N;NOM;NEUT;SG
廢除	zrušenia	廢除	zrušenie	V	N;NOM;NEUT;PL
馬克	označiť	馬克	označiť	PROPN	V;PFV;POS;NFIN
馬克	značka	馬克	značka	PROPN	N;NOM;FEM;SG
馬克	mark	馬克	mark	PROPN	PROPN;ANIM;NOM;MASC;SG
發明	vynález	發明	vynález	V	N;INAN;NOM;MASC;SG
發明	výmysel	發明	výmysel	V	N;INAN;NOM;MASC;SG
發明	vymyslený	發明	vymyslený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
發明	vynálezy	發明	vynález	V	N;INAN;NOM;MASC;PL
旭	asahi	旭	asahi	PROPN	N;ANIM;NOM;MASC;SG
傳奇	legendárna	傳奇	legendárny	N	ADJ;NOM;FEM;SG
傳奇	legendárny	傳奇	legendárny	N	ADJ;ANIM;NOM;MASC;SG
市政	obecné	市政	obecný	N	ADJ;NOM;NEUT;SG
市政	komunálneho	市政	komunálny	N	ADJ;GEN;NEUT;SG
觀察	postreh	觀察	postreh	V	N;INAN;NOM;MASC;SG
觀察	pozorovanie	觀察	pozorovanie	V	N;NOM;NEUT;SG
觀察	pozorovania	觀察	pozorovanie	V	N;NOM;NEUT;PL
更好	lepšie	更好	dobre	ADJ	ADV;CMPR
更好	lepsie	更好	lepsie	ADJ	
原文	originálny	原文	originálny	N	ADJ;INAN;NOM;MASC;SG
原文	pôvodný	原文	pôvodný	N	ADJ;INAN;NOM;MASC;SG
原文	originálne	原文	originálne	N	ADJ;NOM;NEUT;SG
原文	pôvodné	原文	pôvodný	N	ADJ;NOM;NEUT;SG
殖民	koloniálnej	殖民	koloniálny	N	ADJ;GEN;FEM;SG
支付	plat	支付	plat	V	N;INAN;NOM;MASC;SG
支付	vyplatenie	支付	vyplatenie	V	N;NOM;NEUT;SG
支付	platbu	支付	platba	V	N;ACC;FEM;SG
支付	platobné	支付	platobný	V	ADJ;NOM;NEUT;SG
支付	platby	支付	platba	V	N;NOM;FEM;PL
支付	platba	支付	platba	V	N;NOM;FEM;SG
支付	platby	支付	platba	V	N;NOM;FEM;PL
被	zatknutie	被	zatknutie	V;PASS	N;NOM;NEUT;SG
被	zadržanie	被	zadržanie	V;PASS	N;NOM;NEUT;SG
被	zatknutý	被	zatknutý	V;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
被	zadržaný	被	zadržaný	V;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
被	zatknutá	被	zatknutý	V;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
被	zatknutý	被	zatknutý	V;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
道德	morálny	道德	morálny	N	ADJ;ANIM;NOM;MASC;SG
道德	morálnu	道德	morálny	N	ADJ;ACC;FEM;SG
道德	morálne	道德	morálne	N	ADJ;NOM;NEUT;SG
道德	morálna	道德	morálny	N	ADJ;NOM;FEM;SG
分割	rozdelenie	分割	rozdelenie	V	N;NOM;NEUT;SG
史密斯	smitha	史密斯	smitha	PROPN	N;ANIM;ACC;MASC;SG
史密斯	smith	史密斯	smith	PROPN	PROPN;ANIM;NOM;MASC;SG
福利	prospieva	福利	prospievať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
指導	usmernenia	指導	usmernenie	V	N;NOM;NEUT;PL
指導	usmernenie	指導	usmernenie	V	N;NOM;NEUT;SG
指導	návod	指導	návod	V	N;INAN;NOM;MASC;SG
豹	pao	豹	pao	N	
翻	flip	翻	flip		PROPN;ANIM;NOM;MASC;SG
翻	otočiť	翻	otočiť		V;PFV;POS;NFIN
大同	pax	大同	pax	N	INTJ
查理	charlieho	查理	charlí	PROPN	ADJ;ANIM;GEN;MASC;SG
查理	charlie	查理	charlie	PROPN	N;ANIM;NOM;MASC;SG
查理	charliemu	查理	charlí	PROPN	ADJ;DAT;MASC;SG
慈善	charitatívne	慈善	charitatívny	N	ADJ;NOM;NEUT;SG
建築	budovanie	建築	budovanie	V	N;NOM;NEUT;SG
建築	stavanie	建築	stavanie	V	N;NOM;NEUT;SG
建築	budova	建築	budova	V	N;NOM;FEM;SG
建築	budovy	建築	budova	V	N;NOM;FEM;PL
建築	budov	建築	budova	V	N;GEN;FEM;PL
建築	budovy	建築	budova	V	N;NOM;FEM;PL
古巴	kubu	古巴	kub	PROPN	N;INAN;NOM;MASC;SG
古巴	kube	古巴	kub	PROPN	N;INAN;NOM;MASC;SG
古巴	kuba	古巴	kuba	PROPN	N;INAN;NOM;MASC;SG
姊妹	sister	姊妹	sister	N	
合法	legálny	合法	legálny	N	ADJ;INAN;NOM;MASC;SG
合法	legálne	合法	legálny	N	ADV
合法	zákonné	合法	zákonný	N	ADJ;NOM;NEUT;SG
合法	zákonná	合法	zákonný	N	ADJ;NOM;FEM;SG
合法	zákonný	合法	zákonný	N	ADJ;ANIM;NOM;MASC;SG
裴	bae	裴	bae	PROPN	
藍色	blue	藍色	blue	N	PROPN;ANIM;NOM;MASC;SG
藍色	modrý	藍色	modrý	N	ADJ;ANIM;NOM;MASC;SG
藍色	modré	藍色	modrý	N	ADJ;NOM;NEUT;SG
藍色	modrá	藍色	modrý	N	ADJ;NOM;FEM;SG
維修	opravy	維修	oprava	V	N;NOM;FEM;PL
維修	oprava	維修	oprava	V	N;NOM;FEM;SG
維修	opravu	維修	oprava	V	N;ACC;FEM;SG
維修	zachovanie	維修	zachovanie	V	N;NOM;NEUT;SG
維修	údržba	維修	údržba	V	N;NOM;FEM;SG
維修	udržiavanie	維修	udržiavanie	V	N;NOM;NEUT;SG
維修	údržby	維修	údržey	V	N;NOM;FEM;PL
維修	údržbu	維修	údržba	V	N;ACC;FEM;SG
維修	opravy	維修	oprava	V	N;NOM;FEM;PL
詳細	podrobne	詳細	podrobne	N	ADV
詳細	detailné	詳細	detailný	N	ADJ;NOM;NEUT;SG
詳細	podrobné	詳細	podrobný	N	ADJ;NOM;NEUT;SG
詳細	podrobná	詳細	podrobný	N	ADJ;NOM;FEM;SG
詳細	detailné	詳細	detailný	N	ADJ;NOM;NEUT;SG
兔	hare	兔	hare	N	PROPN;ANIM;NOM;MASC;SG
經	via	經	via	ADP	PROPN;NOM;FEM;SG
接觸	kontakt	接觸	kontakt	V	N;INAN;NOM;MASC;SG
很好	pekny	很好	pekny	ADJ	N;ANIM;NOM;MASC;SG
很好	pekne	很好	pekne	ADJ	ADV
很好	nice	很好	nica	ADJ	PROPN;ANIM;NOM;MASC;SG
懷疑	pochybnosť	懷疑	pochybnosť	V	N;NOM;FEM;SG
懷疑	pochybnosti	懷疑	pochybnosť	V	N;NOM;FEM;PL
懷疑	podozrenie	懷疑	podozrenie	V	N;NOM;NEUT;SG
懷疑	podozrenia	懷疑	podozrenie	V	N;NOM;NEUT;PL
量子	kvantová	量子	kvantový	N	ADJ;NOM;FEM;SG
掌握	zvládnutie	掌握	zvládnutie	V	N;NOM;NEUT;SG
掌握	mastering	掌握	mastering	V	N;INAN;NOM;MASC;SG
流量	flow	流量	flow	N	
推薦	odporúčané	推薦	odporúčaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
推薦	navrhovaní	推薦	navrhovanie	V	N;NOM;NEUT;PL
推薦	navrhnuté	推薦	navrhnutý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
推薦	navrhované	推薦	navrhovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
推薦	odporúčané	推薦	odporúčaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
推薦	odporúčaný	推薦	odporúčaný	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
推薦	odporúčaná	推薦	odporúčaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
淺	plytké	淺	plytoký	PART	ADJ;NOM;NEUT;SG
矛盾	protichodné	矛盾	protichodný	N	ADJ;NOM;NEUT;SG
激烈	intenzívne	激烈	intenzívne	ADJ	ADV
演化	evolúcia	演化	evolúcia	V	N;NOM;FEM;SG
演化	vývoj	演化	vývoj	V	N;INAN;NOM;MASC;SG
演化	evolúcie	演化	evolúcia	V	N;NOM;FEM;PL
磁	magnetický	磁	magnetický	N	ADJ;INAN;NOM;MASC;SG
磁	magnetické	磁	magnetický	N	ADJ;NOM;NEUT;SG
迷	mini	迷	minú	V	N;INAN;NOM;MASC;SG
迷	miniatúrne	迷	miniatúrny	V	ADJ;NOM;NEUT;SG
殷	yin	殷	yin	PROPN	
美麗	krásna	美麗	krásny	N	ADJ;NOM;FEM;SG
美麗	krásny	美麗	krásny	N	ADJ;ANIM;NOM;MASC;SG
美麗	krasne	美麗	krasne	N	
美麗	krásne	美麗	krásne	N	ADV
鄰近	susedné	鄰近	susedný	N	ADJ;NOM;NEUT;SG
鄰近	susedných	鄰近	susedný	N	ADJ;GEN;MASC;PL
鄰近	susediace	鄰近	susediaci	N	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
鄰近	susedné	鄰近	susedný	N	ADJ;NOM;NEUT;SG
鄰近	priľahlých	鄰近	priľahlý	N	ADJ;GEN;MASC;PL
鄰近	susediace	鄰近	susediaci	N	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
鄰近	neďaleko	鄰近	neďaleko	N	ADV
鄰近	blízke	鄰近	blízky	N	ADJ;NOM;NEUT;PL
十一	novembri	十一	november	NUM	N;INAN;NOM;MASC;SG
十一	november	十一	november	NUM	N;INAN;NOM;MASC;SG
十一	novembra	十一	november	NUM	N;INAN;GEN;MASC;SG
十一	nov	十一	on	NUM	INTJ
十一	november	十一	november	NUM	N;INAN;NOM;MASC;SG
射擊	strieľať	射擊	strieľať	N	V;IPFV;POS;NFIN
滑	slip	滑	slip	N	INTJ
融合	integrácia	融合	integrácia	V	N;NOM;FEM;SG
融合	začlenenie	融合	začlenenie	V	N;NOM;NEUT;SG
融合	integráciu	融合	integrácia	V	N;ACC;FEM;SG
融合	integrácie	融合	integrácia	V	N;NOM;FEM;PL
融合	fúzia	融合	fúzia	V	N;NOM;FEM;SG
更大	väčšie	更大	veľký	ADJ	ADV;CMPR
主管	nadriadený	主管	nadriadený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
補充	doplnenie	補充	doplnenie	V	N;NOM;NEUT;SG
補充	doplnok	補充	doplnok	V	N;INAN;NOM;MASC;SG
補充	príplatok	補充	príplatok	V	N;INAN;NOM;MASC;SG
補充	doplnok	補充	doplnok	V	N;INAN;NOM;MASC;SG
補充	doplnku	補充	doplnka	V	N;INAN;GEN;MASC;SG
補充	doplnkové	補充	doplnkový	V	ADJ;NOM;NEUT;SG
補充	doplnková	補充	doplnkový	V	ADJ;NOM;FEM;SG
箭	arrow	箭	arrow	N	PROPN;ANIM;NOM;MASC;SG
受	populárny	受	populárny	V	ADJ;ANIM;NOM;MASC;SG
受	obľúbené	受	obľúbený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
受	populárne	受	populárne	V	ADV
受	populárna	受	populárny	V	ADJ;NOM;FEM;SG
櫻	sakura	櫻	sakura	N	PROPN;NOM;FEM;SG
警報	upozorniť	警報	upozorniť	N	V;PFV;POS;NFIN
兩	dvakrát	兩	dvakrát	NUM	ADV
兩	dvojnásobok	兩	dvojnásobok	NUM	ADJ;NOM;FEM;SG
簽署	podpísanie	簽署	podpísanie	V	N;NOM;NEUT;SG
簽署	podpise	簽署	podpis	V	N;INAN;NOM;MASC;SG
簽署	podpísaný	簽署	podpísaný	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
簽署	podpísaná	簽署	podpísaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
簽署	podpísané	簽署	podpísaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
簽署	podpis	簽署	podpis	V	N;INAN;NOM;MASC;SG
簽署	podpisom	簽署	podpisom	V	N;INAN;INS;MASC;SG
客串	cameo	客串	cameo	V	N;NOM;FEM;SG
紅外	infračervené	紅外	infračervený	N	ADJ;NOM;NEUT;SG
外部	vonku	外部	vonku	N	ADV
外部	vonka	外部	vonka	N	ADV
外部	mimo	外部	mimo	N	ADV
外部	vonkajšie	外部	vonkajší	N	ADJ;NOM;NEUT;SG
外部	externe	外部	externe	N	ADV
外部	navonok	外部	navonok	N	ADV
可用	dostupný	可用	dostupný	N	ADJ;ANIM;NOM;MASC;SG
可用	dostupná	可用	dostupný	N	ADJ;NOM;FEM;SG
可用	dostupné	可用	dostupný	N	ADJ;NOM;NEUT;SG
日本	japonské	日本	japonský	PROPN	ADJ;NOM;NEUT;SG
日本	japonská	日本	japonský	PROPN	ADJ;NOM;FEM;SG
日本	japonci	日本	japonec	PROPN	N;ANIM;NOM;MASC;PL
日本	japonsky	日本	japonsky	PROPN	ADV
日本	japonský	日本	japonský	PROPN	ADJ;ANIM;NOM;MASC;SG
黑人	čierne	黑人	čierny	N	ADJ;NOM;NEUT;SG
黑人	black	黑人	black	N	PROPN;ANIM;NOM;MASC;SG
黑人	čierny	黑人	čierny	N	ADJ;ANIM;NOM;MASC;SG
黑人	čierna	黑人	čierny	N	ADJ;NOM;FEM;SG
浮	plávajúce	浮	plávajúci		ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
數碼	digitálny	數碼	digitálny	N	ADJ;ANIM;NOM;MASC;SG
數碼	digitálna	數碼	digitálny	N	ADJ;NOM;FEM;SG
數碼	digitálne	數碼	digitálne	N	ADJ;NOM;NEUT;SG
穆罕默德	muhammad	穆罕默德	muhammad	PROPN	N;ANIM;NOM;MASC;SG
穆罕默德	mohamed	穆罕默德	mohamed	PROPN	N;ANIM;NOM;MASC;SG
穆罕默德	mohammed	穆罕默德	mohammed	PROPN	N;ANIM;INS;MASC;SG
穆罕默德	mohamed	穆罕默德	mohamed	PROPN	N;ANIM;NOM;MASC;SG
逐步	postupné	逐步	postupný	ADV	ADJ;NOM;NEUT;SG
逐步	postupný	逐步	postupný	ADV	ADJ;INAN;NOM;MASC;SG
保羅	pavol	保羅	pavol	PROPN	PROPN;ANIM;NOM;MASC;SG
保羅	paul	保羅	paul	PROPN	PROPN;ANIM;NOM;MASC;SG
保羅	pavla	保羅	pavnúť	PROPN	PROPN;ANIM;ACC;MASC;SG
防禦	obranný	防禦	obranný	N	ADJ;INAN;NOM;MASC;SG
防禦	obranná	防禦	obranný	N	ADJ;NOM;FEM;SG
防禦	obranné	防禦	obranný	N	ADJ;NOM;NEUT;SG
先前	predtým	先前	predtým	N	ADV
先前	skôr	先前	skôr	N	ADV
先前	skorší	先前	skorý	N	ADJ;ANIM;NOM;CMPR;MASC;SG
先前	skoršie	先前	skorý	N	ADV;CMPR
先前	predošlý	先前	predošlý	N	ADJ;ANIM;NOM;MASC;SG
先前	predchádzajúci	先前	predchádzajúci	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
先前	predošlé	先前	predošlý	N	ADJ;NOM;NEUT;SG
先前	predchádzajúca	先前	predchádzajúci	N	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
先前	predchádzajúce	先前	predchádzajúci	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
嚴	yan	嚴	yan	N	PROPN;ANIM;NOM;MASC;SG
簽名	podpísať	簽名	podpísať	N	V;PFV;POS;NFIN
簽名	podpísal	簽名	podpísať	N	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
簽名	podpísaný	簽名	podpísaný	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
簽名	podpísaná	簽名	podpísaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
簽名	podpísané	簽名	podpísaný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
回歸	vrátenie	回歸	vrátenie	V	N;NOM;NEUT;SG
回歸	návratnosť	回歸	návratnosť	V	N;NOM;FEM;SG
回歸	návrat	回歸	návrat	V	N;INAN;NOM;MASC;SG
注入	injekciu	注入	injekcia	V	DET;ACC;FEM;SG
注入	injekcia	注入	injekcia	V	DET;NOM;FEM;SG
注入	vstrekovanie	注入	vstrekovanie	V	N;NOM;NEUT;SG
注入	infúzie	注入	infúzia	V	N;NOM;FEM;PL
推廣	akcie	推廣	akcia	V	N;NOM;FEM;PL
推廣	propagácie	推廣	propagácia	V	N;NOM;FEM;PL
推廣	povýšenie	推廣	povýšenie	V	N;NOM;NEUT;SG
推廣	propagácia	推廣	propagácia	V	N;NOM;FEM;SG
推廣	povýšenie	推廣	povýšenie	V	N;NOM;NEUT;SG
推廣	propagáciu	推廣	propagácia	V	N;ACC;FEM;SG
推廣	propagácia	推廣	propagácia	V	N;NOM;FEM;SG
升級	modernizované	升級	modernizovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
升級	upgrade	升級	upgrad	V	N;INAN;NOM;MASC;SG
升級	modernizácia	升級	modernizácia	V	N;NOM;FEM;SG
升級	vylepšenie	升級	vylepšenie	V	N;NOM;NEUT;SG
升級	modernizácie	升級	modernizácia	V	N;NOM;FEM;PL
升級	vylepšenie	升級	vylepšenie	V	N;NOM;NEUT;SG
升級	modernizácia	升級	modernizácia	V	N;NOM;FEM;SG
嘗試	skus	嘗試	skus	V	INTJ
嘗試	pokus	嘗試	pokus	V	N;INAN;NOM;MASC;SG
財政	fiškálnej	財政	fiškálny	N	ADJ;GEN;FEM;SG
財政	fiškálna	財政	fiškálny	N	ADJ;NOM;FEM;SG
