von	から	von	から	ADP	CONJ
blues	ブルース	blues	ブルース	PROPN;NOM;SG	PROPN
info	情報	info	情報		N
herrscher	ルーラー	herrscher	ルーラー		PROPN
herrscher	定規	herrscher	定規		N
herrscher	エンペラー	herrscher	エンペラー		PROPN
herrscher	皇帝	herrscher	皇帝		N
herrscher	天皇	herrscher	天皇		N
herrscher	ルーラー	herrscher	ルーラー		PROPN
herrscher	定規	herrscher	定規		N
planung	スケジューリング	planung	スケジューリング	ADJ	N
planung	スケジュール	planung	スケジュール	ADJ	N
planung	デザイン	planung	デザイン	ADJ	N
planung	設計	planung	設計	ADJ	V
planung	意匠	planung	意匠	ADJ	N
planung	計画	planung	計画	ADJ	N
planung	企画	planung	企画	ADJ	N
planung	プランニング	planung	プランニング	ADJ	N
planung	プログラミング	planung	プログラミング	ADJ	N
leiden	ライデン	leiden	ライデン	V;NFIN	PROPN
komponisten	作曲家	komponist	作曲家	ADJ	N
victor	ヴィクター	victor	ヴィクター	PROPN;NOM;MASC;SG	PROPN
victor	ビクター	victor	ビクター	PROPN;NOM;MASC;SG	PROPN
verdienste	長所	verdienst	長所	V;IND;SG;3;PST;FIN	N
aufgehoben	廃止	aufheben	廃止	ADJ;V.PTCP	V
aufgehoben	破棄	aufheben	破棄	ADJ;V.PTCP	V
partner	パートナー	partner	パートナー	ADJ	N
partner	アフィリエイト	partner	アフィリエイト	ADJ	N
partner	パートナー	partner	パートナー	ADJ	N
zustimmung	同意	zustimmung	同意	N;NOM;FEM;SG	V
zustimmung	承諾	zustimmung	承諾	N;NOM;FEM;SG	V
abkürzung	略語	abkürzung	略語	ADJ	N
abkürzung	略記	abkürzung	略記	ADJ	V
abkürzung	略称	abkürzung	略称	ADJ	N
abkürzung	ショート	abkürzung	ショート	ADJ	N
jörg	イェルク	jörgen	イェルク	PROPN;NOM;MASC;SG	PROPN
jörg	スティーヴン	jörgen	スティーヴン	PROPN;NOM;MASC;SG	PROPN
masse	バルク	massen	バルク		N
masse	ミサ	massen	ミサ		N
masse	質量	massen	質量		N
rücken	尾根	rücken	尾根	V;NFIN	N
rücken	後ろ	rücken	後ろ	V;NFIN	N
rücken	背中	rücken	背中	V;NFIN	N
rücken	裏側	rücken	裏側	V;NFIN	N
naturschutzgebiet	リザーブ	naturschutzgebieten	リザーブ	ADJ	N
nationen	ネーション	nation	ネーション	N;NOM;FEM;PL	PROPN
übersicht	概観	übersichen	概観	N;FEM;SG	V
übersicht	概説	übersichen	概説	N;FEM;SG	V
übersicht	まとめ	übersichen	まとめる	N;FEM;SG	V
übersicht	要約	übersichen	要約	N;FEM;SG	V
harald	ハーラル	harald	ハーラル	PROPN;NOM;MASC;SG	PROPN
francis	フランシス	francis	フランシス	PROPN;NOM;MASC;SG	PROPN
anforderungen	要件	anforderingen	要件	V;NFIN	N
schützen	protect	schützen	protect	V;NFIN	PROPN
schützen	プロテクト	schützen	プロテクト	V;NFIN	N
schützen	シューティング	schützen	シューティング	V;NFIN	N
beleg	レシート	belegen	レシート		N
beleg	受領	belegen	受領		V
web	web	web	web		PROPN
web	ウェブ	web	ウェブ		N
übernahme	買収	übernehmen	買収	N;NOM;FEM;SG	V
übernahme	買収	übernehmen	買収	N;NOM;FEM;SG	V
florida	フロリダ	florida	フロリダ	PROPN;NOM;MASC;SG	PROPN
ausgaben	出費	ausgeben	出費	V;FIN	N
ausgaben	エディション	ausgeben	エディション	V;FIN	N
ausgaben	費用	ausgeben	費用	V;FIN	N
ausgaben	経費	ausgeben	経費	V;FIN	N
kommunikation	通信	kommunikation	通信	PROPN	N
kommunikation	コミュニケーション	kommunikation	コミュニケーション	PROPN	N
kommunikation	通信	kommunikation	通信	PROPN	N
kommunikation	コミュニケーション	kommunikation	コミュニケーション	PROPN	N
gebrauch	使い	gebrauch	使う	ADJ	V
gebrauch	使用	gebrauch	使用	ADJ	V
guter	グッド	gut	グッド	ADJ;NOM;MASC	N
ursprung	原点	ursprung	原点	ADV	N
ursprung	語源	ursprung	語源	ADV	N
ursprung	由来	ursprung	由来	ADV	N
ursprung	起源	ursprung	起源	ADV	N
ursprung	起源	ursprung	起源	ADV	N
stücke	トラック	stücken	トラック		N
stücke	ソング	stücken	ソング		N
dauer	期間	dauer	期間		N
südafrika	プレトリア	südafrika	プレトリア	PROPN;NOM;MASC;SG	PROPN
südafrika	アフリカ	südafrika	アフリカ	PROPN;NOM;MASC;SG	PROPN
bewusst	わざと	bewußt	わざと	ADJ	ADV
bewusst	意識	bewußt	意識	ADJ	V
geist	お	geisen	お		N
geist	幽霊	geisen	幽霊		N
geist	ゴースト	geisen	ゴースト		N
geist	mind	geisen	mind		PROPN
geist	マインド	geisen	マインド		N
geist	精神	geisen	精神		N
geist	スピリット	geisen	スピリット		N
geist	スピリッツ	geisen	スピリッツ		N
katalog	カタログ	katalog	カタログ	ADJ	N
katalog	カタログ	katalog	カタログ	ADJ	N
begrenzt	限定	begrenzen	限定	ADJ	V
begrenzt	limited	begrenzen	limited	ADJ	PROPN
begrenzt	制限	begrenzen	制限	ADJ	V
vii	vii	vii	vii		PROPN
argentinien	アルゼンチン	argentinien	アルゼンチン	PROPN;NOM;NEUT;SG	PROPN
argentinien	アルゼンチン	argentinien	アルゼンチン	PROPN;NOM;NEUT;SG	PROPN
argentinien	アルゼンチン	argentinien	アルゼンチン	PROPN;NOM;NEUT;SG	PROPN
central	中央	central	中央	PROPN	N
central	セントラル	central	セントラル	PROPN	PROPN
siegfried	ジーク	siegfrieden	ジーク	PROPN;NOM;MASC;SG	PROPN
fünften	フィフス	fünft	フィフス	ADJ	PROPN
verkauf	売る	verkaufen	売る	N	V
verkauf	販売	verkaufen	販売	N	V
verkauf	販売	verkaufen	販売	N	V
objekt	オブジェクト	objekt	オブジェクト		N
positiv	陽性	positiv	陽性	ADJ	N
positiv	肯定	positiv	肯定	ADJ	V
bass	バス	bassen	バス		PROPN
bass	ベース	bassen	ベース		N
herzogtum	公爵	herzogtum	公爵	PROPN	N
herzogtum	公国	herzogtum	公国	PROPN	N
pfarrei	教区	pfarrei	教区	PROPN;NOM;SG	N
erfurt	エアフルト	erfurt	エアフルト		PROPN
goethe	ゲーテ	goethe	ゲーテ		PROPN
master	マスターズ	master	マスターズ	ADJ	N
master	マスター	master	マスター	ADJ	N
grüne	グリーン	grün	グリーン	ADJ;NOM;FEM;PL	N
grüne	緑色	grün	緑色	ADJ;NOM;FEM;PL	N
anmerkungen	備考	anmerkingen	備考	V;NFIN	N
anmerkungen	注記	anmerkingen	注記	V;NFIN	N
anmerkungen	メモ	anmerkingen	メモ	V;NFIN	N
anmerkungen	備考	anmerkingen	備考	V;NFIN	N
anmerkungen	ノート	anmerkingen	ノート	V;NFIN	N
anmerkungen	コメント	anmerkingen	コメント	V;NFIN	N
anmerkungen	注釈	anmerkingen	注釈	V;NFIN	N
posten	アイテム	posten	アイテム	V;FIN	N
posten	品物	posten	品物	V;FIN	N
posten	ポスト	posten	ポスト	V;FIN	PROPN
ideen	アイデア	ide	アイデア	V;NFIN	N
ideen	アイディア	ide	アイディア	V;NFIN	N
ideen	思考	ide	思考	V;NFIN	N
gedanken	思考	panken	思考	V;NFIN	N
gedanken	反射	panken	反射	V;NFIN	N
gedanken	思考	panken	思考	V;NFIN	N
bergen	ベルゲン	bergen	ベルゲン	V;NFIN	PROPN
veranstaltung	イベント	veranstaltung	イベント	ADJ	N
veranstaltung	行事	veranstaltung	行事	ADJ	N
hinten	戻る	hinten	戻る	ADV	V
hinten	後ろ	hinten	後ろ	ADV	N
hinten	背中	hinten	背中	ADV	N
hinten	裏側	hinten	裏側	ADV	N
japanischer	日本人	japanisch	日本人	ADJ	N
japanischer	ジャパニーズ	japanisch	ジャパニーズ	ADJ	N
japanischer	日本語	japanisch	日本語	ADJ	N
niederlanden	オランダ	niederlinden	オランダ	ADJ	PROPN
krankheit	病気	krankheit	病気	ADJ	N
krankheit	疾患	krankheit	疾患	ADJ	N
krankheit	病気	krankheit	病気	ADJ	N
krankheit	疾病	krankheit	疾病	ADJ	N
krankheit	病気	krankheit	病気	ADJ	N
ach	ach	ach	ach		PROPN
erweiterte	上級	erweitern	上級	V;IND;SG;3;PST;FIN	N
strecken	路線	strecken	路線	V;NFIN	N
strecken	ルート	strecken	ルート	V;NFIN	PROPN
strecken	ストレッチ	strecken	ストレッチ	V;NFIN	N
premierminister	素数	premierminister	素数	PROPN;NOM;MASC;SG	N
premierminister	プライム	premierminister	プライム	PROPN;NOM;MASC;SG	
premierminister	プレミア	premierminister	プレミア	PROPN;NOM;MASC;SG	N
navy	海軍	navy	海軍	PROPN;NOM;SG	N
navy	ネイビー	navy	ネイビー	PROPN;NOM;SG	N
jung	ヤング	jung	ヤング	ADJ	N
jung	ユング	jung	ユング	ADJ	PROPN
nationalpark	パーク	nationalpark	パーク	ADJ	N
nationalpark	公園	nationalpark	公園	ADJ	N
johnson	ジョンソン	johnson	ジョンソン	PROPN;NOM;MASC;SG	PROPN
umbau	変換	umbau	変換	N	V
via	via	via	via		PROPN
königsberg	ケーニヒスベルク	königsberg	ケーニヒスベルク	ADJ	PROPN
transport	輸送	transporen	輸送	N	V
foundation	財団	foundation	財団	PROPN;NOM;SG	N
foundation	ファンデーション	foundation	ファンデーション	PROPN;NOM;SG	N
foundation	ファウンデーション	foundation	ファウンデーション	PROPN;NOM;SG	N
umsetzung	実装	umsetzung	実装	N;NOM;FEM;SG	V
umsetzung	実施	umsetzung	実施	N;NOM;FEM;SG	V
umsetzung	実現	umsetzung	実現	N;NOM;FEM;SG	V
umsetzung	換価	umsetzung	換価	N;NOM;FEM;SG	V
flügel	ピアノ	flügeln	ピアノ	ADJ	N
flügel	ウイングス	flügeln	ウイングス	ADJ	PROPN
flügel	ウイング	flügeln	ウイング	ADJ	N
rezeption	コンシェルジュ	Rezeption	コンシェルジュ		N
rezeption	受付	Rezeption	受付		V
rezeption	レセプション	Rezeption	レセプション		N
rezeption	披露	Rezeption	披露		N
rezeption	受付	Rezeption	受付		V
kämpfen	合戦	kämpfen	合戦	V;NFIN	N
kämpfen	闘争	kämpfen	闘争	V;NFIN	N
kämpfen	格闘	kämpfen	格闘	V;NFIN	N
kämpfen	ファイティング	kämpfen	ファイティング	V;NFIN	N
kämpfen	ファイト	kämpfen	ファイト	V;NFIN	N
baum	バウム	baum	バウム		PROPN
baum	ツリー	baum	ツリー		N
abhängig	依存	abhängig	依存	ADJ	V
abhängig	中毒	abhängig	中毒	ADJ	N
abhängig	条件	abhängig	条件	ADJ	N
gewissen	良心	gewiß	良心		N
steve	スティーブ	steven	スティーブ	PROPN;NOM;MASC;SG	PROPN
steve	スティーヴ	steven	スティーヴ	PROPN;NOM;MASC;SG	PROPN
sprecher	スポークスマン	sprecher	スポークスマン	N	PROPN
sprecher	話し	sprecher	話す	N	V
ohio	オハイオ	ohio	オハイオ	PROPN;NOM;MASC;SG	PROPN
mario	マリオ	mario	マリオ	PROPN;NOM;SG	PROPN
wahrheit	真実	wahrheit	真実		ADJ
wahrheit	真理	wahrheit	真理		N
istanbul	イスタンブール	istanbul	イスタンブール	PROPN;NOM;NEUT;SG	PROPN
äußerst	きわめ	äußerst	きわめる	ADV	V
gipfel	サミット	gipfel	サミット	ADV	N
gipfel	頂上	gipfel	頂上	ADV	N
gipfel	山頂	gipfel	山頂	ADV	N
gipfel	ピーク	gipfel	ピーク	ADV	N
pop	ポップス	pop	ポップス	PROPN;NOM;SG	N
pop	ポップ	pop	ポップ	PROPN;NOM;SG	N
pop	pop	pop	pop	PROPN;NOM;SG	PROPN
vermeiden	忌避	vermeiden	忌避	V;NFIN	
church	チャーチ	church	チャーチ	PROPN	PROPN
church	教会堂	church	教会堂	PROPN	N
church	教会	church	教会	PROPN	N
bauer	バウアー	Bauer	バウアー	ADJ	PROPN
bauer	農民	Bauer	農民	ADJ	N
aktive	アクティブ	aktiv	アクティブ	ADJ;NOM;FEM;PL	N
denkmalschutz	モニュメント	denkmalschutz	モニュメント	ADJ	N
denkmalschutz	記念碑	denkmalschutz	記念碑	ADJ	N
denkmalschutz	遺産	denkmalschutz	遺産	ADJ	N
rosa	ピンク	rosa	ピンク	PROPN	N
rosa	ナデシコ	rosa	ナデシコ	PROPN	PROPN
rosa	ローザ	rosa	ローザ	PROPN	PROPN
verständnis	同	verständnis	同	N;NOM;NEUT;SG	ADJ
verständnis	理解	verständnis	理解	N;NOM;NEUT;SG	V
luxemburg	ルクセンブルク	luxemburg	ルクセンブルク	PROPN;NOM;NEUT;SG	PROPN
extrem	きわめ	extrem	きわめる	ADJ	V
extrem	極めて	extrem	極めて	ADJ	ADV
extrem	エクストリーム	extrem	エクストリーム	ADJ	PROPN
ford	フォード	ford	フォード	PROPN;NOM;MASC;SG	PROPN
viertel	クォーター	viertel	クォーター		N
viertel	四半期	viertel	四半期		N
viertel	近所	viertel	近所		N
viertel	近隣	viertel	近隣		N
hauptrolle	主演	hauptroll	主演		N
unterricht	レッスン	unterrichten	レッスン		N
unterricht	授業	unterrichten	授業		N
unterricht	教育	unterrichten	教育		N
unterricht	学歴	unterrichten	学歴		N
unterricht	指示	unterrichten	指示		V
unterricht	命令	unterrichten	命令		V
unterricht	教室	unterrichten	教室		N
victoria	ビクトリア	victoria	ビクトリア	PROPN;NOM;MASC;SG	PROPN
victoria	ヴィクトリア	victoria	ヴィクトリア	PROPN;NOM;MASC;SG	PROPN
unklar	曖昧	unklar	曖昧	ADJ	
erworben	後	erwerben	後	V;V.PTCP	N
fakten	事実	fakten	事実	V;NFIN	ADV
budapest	ブダペスト	budapest	ブダペスト	PROPN;NOM;NEUT;SG	PROPN
charlotte	シャルロット	charlotte	シャルロット	PROPN;NOM;SG	PROPN
uss	uss	uss	uss	PROPN;NOM;MASC;SG	PROPN
dirigent	車	dirigent	車	ADJ	N
kommando	指揮	kommando	指揮	N;NOM;NEUT;SG	V
kommando	コマンドー	kommando	コマンドー	N;NOM;NEUT;SG	PROPN
little	リトル	little	リトル	PROPN	PROPN
little	小さい	little	小さい	PROPN	ADJ
vorteil	利点	vorteil	利点	ADV	N
vorteil	長所	vorteil	長所	ADV	N
vorteil	利点	vorteil	利点	ADV	N
vorteil	アドバンテージ	vorteil	アドバンテージ	ADV	
schöne	ビューティフル	schön	ビューティフル	ADJ;NOM;FEM;PL	N
schöne	ナイス	schön	ナイス	ADJ;NOM;FEM;PL	PROPN
schöne	ニース	schön	ニース	ADJ;NOM;FEM;PL	PROPN
güter	商品	gut	商品		N
güter	貨物	gut	貨物		N
güter	物品	gut	物品		N
expedition	探検	expedition	探検		V
expedition	遠征	expedition	遠征		V
oldenburg	オルデンブルク	oldenburg	オルデンブルク	PROPN;NOM;NEUT;SG	PROPN
gerät	デバイス	geraten	デバイス	V;V.PTCP	N
gerät	機器	geraten	機器	V;V.PTCP	N
berge	山地	bergen	山地		N
berge	山脈	bergen	山脈		N
berge	ヒルズ	bergen	ヒルズ		PROPN
berge	マウンテン	bergen	マウンテン		N
grundlagen	基本	grundlagen	基本	V;NFIN	N
grundlagen	基本	grundlagen	基本	V;NFIN	N
wilson	ウィルソン	wilson	ウィルソン	PROPN;NOM;SG	PROPN
varianten	variant	variant	variant	V;NFIN	PROPN
varianten	バリエーション	variant	バリエーション	V;NFIN	N
varianten	変奏曲	variant	変奏曲	V;NFIN	N
varianten	バージョン	variant	バージョン	V;NFIN	N
altar	祭壇	altar	祭壇	ADV	N
tief	ディープ	tief	ディープ	ADJ	N
runden	円形	rund	円形	ADJ	N
runden	ラウンド	rund	ラウンド	ADJ	N
runden	round	rund	round	ADJ	PROPN
ortsteile	ディストリクト	ortsteilen	ディストリクト	N;NOM;PL	PROPN
california	カリフォルニア	california	カリフォルニア	PROPN;NOM;SG	PROPN
zeitschriften	マガジン	zeitschreifen	マガジン	V;NFIN	N
zeitschriften	雑誌	zeitschreifen	雑誌	V;NFIN	N
zeitschriften	雑誌	zeitschreifen	雑誌	V;NFIN	N
zeitschriften	日記	zeitschreifen	日記	V;NFIN	N
illinois	イリノイ	illinois	イリノイ	PROPN;NOM;SG	PROPN
chronik	沿革	chronik	沿革		N
chronik	年表	chronik	年表		N
chronik	年表	chronik	年表		N
fach	コンパートメント	fach	コンパートメント		N
aussehen	外観	aussehen	外観	V;NFIN	N
gefängnis	禁錮	gefängnis	禁錮	ADJ	
gefängnis	刑務所	gefängnis	刑務所	ADJ	N
gefängnis	監獄	gefängnis	監獄	ADJ	N
gefängnis	刑務所	gefängnis	刑務所	ADJ	N
gefängnis	監獄	gefängnis	監獄	ADJ	N
gesucht	wanted	suchen	wanted	V;V.PTCP	PROPN
drama	ドラマ	drama	ドラマ	ADJ	N
marc	マルク	marcen	マルク	PROPN;NOM;SG	PROPN
marc	marc	marcen	marc	PROPN;NOM;SG	PROPN
maschine	マシン	maschine	マシン	ADJ	N
maschine	マシーン	maschine	マシーン	ADJ	N
maschine	機械	maschine	機械	ADJ	N
maschine	エンジン	maschine	エンジン	ADJ	N
maschine	機械	maschine	機械	ADJ	N
maschine	機械	maschine	機械	ADJ	N
manuel	マニュエル	manuel	マニュエル	PROPN;NOM;SG	PROPN
manuel	マヌエル	manuel	マヌエル	PROPN;NOM;SG	PROPN
highway	ハイウェイ	highway	ハイウェイ	PROPN	N
highway	公道	highway	公道	PROPN	N
renaissance	ルネサンス	renaissanc	ルネサンス	PROPN;NOM;SG	PROPN
renaissance	ルネッサンス	renaissanc	ルネッサンス	PROPN;NOM;SG	N
sturm	ストーム	sturm	ストーム		N
bord	bord	bord	bord	N;NOM;NEUT;SG	PROPN
umstritten	申し立て	umstritten	申し立て	ADJ	V
geschwindigkeit	速度	geschwindigkeit	速度	ADJ	N
geschwindigkeit	テンポ	geschwindigkeit	テンポ	ADJ	N
geschwindigkeit	速度	geschwindigkeit	速度	ADJ	N
geschwindigkeit	スピード	geschwindigkeit	スピード	ADJ	N
geschwindigkeit	ペース	geschwindigkeit	ペース	ADJ	N
bob	ボブ	bob	ボブ	PROPN;NOM;MASC;SG	PROPN
bob	bob	bob	bob	PROPN;NOM;MASC;SG	PROPN
exemplare	標本	exemplar	標本	ADJ	N
exemplare	コピー	exemplar	コピー	ADJ	V
exemplare	部数	exemplar	部数	ADJ	N
beschränkt	制限	beschränken	制限	ADJ;V.PTCP	V
beschränkt	限定	beschränken	限定	ADJ;V.PTCP	V
beschränkt	limited	beschränken	limited	ADJ;V.PTCP	PROPN
davis	デービス	davis	デービス	PROPN;NOM;MASC;SG	PROPN
davis	デイヴィス	davis	デイヴィス	PROPN;NOM;MASC;SG	PROPN
bernard	ベルナール	bernerd	ベルナール	PROPN	PROPN
naja	ヴェイユ	naja	ヴェイユ	ADV	PROPN
naja	まあ	naja	まあ	ADV	CONJ
erfolgreichen	成功	erfolgreich	成功	ADJ	V
kino	シネマ	kino	シネマ	N;NOM;NEUT;SG	PROPN
übergang	変遷	übergehen	変遷	ADV	N
übergang	転移	übergehen	転移	ADV	V
ball	ボール	ball	ボール	PROPN	N
lernen	ラーニング	lernen	ラーニング	V;NFIN	N
lernen	学問	lernen	学問	V;NFIN	N
tunnel	トンネル	tunnel	トンネル		N
tunnel	トンネル	tunnel	トンネル		N
schreibweise	つづり	schreibweise	つづり	ADJ	V
schreibweise	スペル	schreibweise	スペル	ADJ	PROPN
schreibweise	スペリング	schreibweise	スペリング	ADJ	PROPN
schreibweise	表記	schreibweise	表記	ADJ	V
schreibweise	記法	schreibweise	記法	ADJ	N
marcus	マルクス	marcus	マルクス	PROPN	PROPN
marcus	マーカス	marcus	マーカス	PROPN	PROPN
franzosen	フレンチ	franzosen	フレンチ	ADJ	N
franzosen	フランス	franzosen	フランス	ADJ	PROPN
minute	ミン	minute	ミン		PROPN
minute	min	minute	min		PROPN
verteilt	分散	verteilen	分散	V;V.PTCP	N
geschehen	ハプニング	geschehen	ハプニング	V;V.PTCP	N
massachusetts	マサチューセッツ	massachusetts	マサチューセッツ	PROPN;NOM;SG	PROPN
ausstattung	装備	ausstattung	装備	N	V
great	グレート	greaen	グレート	PROPN	PROPN
stockholm	ストック	stockholm	ストック	PROPN	N
porträt	縦長	porträt	縦長	N;SG	ADJ
kantons	広東	kantons	広東	N;GEN;MASC;SG	PROPN
kantons	カントン	kantons	カントン	N;GEN;MASC;SG	PROPN
vorgänger	前身	vorgänger	前身	ADJ	N
vorgänger	前身	vorgänger	前身	ADJ	N
autobahn	アウトバーン	Autobahn	アウトバーン	ADJ	PROPN
autobahn	ハイウェイ	Autobahn	ハイウェイ	ADJ	N
autobahn	公道	Autobahn	公道	ADJ	N
gestern	き	gestern	来る		V
gestern	昨日	gestern	昨日		N
beider	両方	beide	両方	PRO;NOM;INDF;PL	
bronzemedaille	青	bronzemedaille	青	ADJ	N
bronzemedaille	ブロンズ	bronzemedaille	ブロンズ	ADJ	N
bereiche	範囲	bereich	範囲		N
bereiche	ドメイン	bereich	ドメイン		N
bereiche	セクター	bereich	セクター		N
keller	地下	kell	地下		N
keller	地下室	kell	地下室		N
keller	地下室	kell	地下室		N
keller	ケラー	kell	ケラー		PROPN
gutes	グッド	gut	グッド	ADJ;NOM;NEUT;SG	N
ansatz	アプローチ	ansatz	アプローチ	N;SG	V
ansatz	進入	ansatz	進入	N;SG	V
ansatz	アプローチ	ansatz	アプローチ	N;SG	V
abgeordneten	mps	abgeordnet	mps	ADJ;PL	PROPN
taylor	テイラー	taylor	テイラー	PROPN;NOM;MASC;SG	PROPN
vorlagen	テンプレート	vorliegen	テンプレート	V;NFIN	N
vorlagen	スタイル	vorliegen	スタイル	V;NFIN	N
vorlagen	テンプレート	vorliegen	テンプレート	V;NFIN	N
flagge	フラグ	flagge	フラグ		PROPN
flagge	国旗	flagge	国旗		N
flagge	フラグ	flagge	フラグ		PROPN
flagge	国旗	flagge	国旗		N
italienisch	イタリアン	italienisch	イタリアン	ADJ	N
schottland	アバディーン	schottland	アバディーン	ADJ	PROPN
schottland	ウェールズ	schottland	ウェールズ	ADJ	PROPN
schottland	スコットランド	schottland	スコットランド	ADJ	PROPN
schottland	グラスゴー	schottland	グラスゴー	ADJ	PROPN
verteidigung	抗弁	verteidigung	抗弁	N;NOM;FEM;SG	V
geschäftsführer	ceo	geschäftsführer	ceo	ADJ	PROPN
geschäftsführer	店長	geschäftsführer	店長	ADJ	N
geschäftsführer	支配	geschäftsführer	支配	ADJ	N
geschäftsführer	マネージャー	geschäftsführer	マネージャー	ADJ	N
geschäftsführer	マネージャ	geschäftsführer	マネージャ	ADJ	N
geschäftsführer	取締役	geschäftsführer	取締役	ADJ	N
finnland	フィンランド	finnlind	フィンランド	PROPN;NOM;NEUT;SG	PROPN
finnland	ヘルシンキ	finnlind	ヘルシンキ	PROPN;NOM;NEUT;SG	PROPN
inschrift	銘文	inschrefen	銘文	ADJ	N
inschrift	碑文	inschrefen	碑文	ADJ	N
inschrift	暗号	inschrefen	暗号	ADJ	N
mauer	ウォール	mauer	ウォール		N
army	アーミー	army	アーミー		PROPN
army	軍隊	army	軍隊		N
army	陸軍	army	陸軍		N
redaktion	編集	redaktion	編集	N;SG	V
redaktion	エディター	redaktion	エディター	N;SG	PROPN
