את	te	את	te	PART;ACC	V;DEF;IND;SG;1;PRS;FIN;ACT
ובפרט	kifejezetten	ובפרט	kifejezett	PROPN	ADJ;FRML;SG
ובפרט	kimondottan	ובפרט	kimond	PROPN	ADJ;FRML;SG
נוצרו	kialakult	נוצר	kialakult	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נוצרו	alakított	נוצר	alakított	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נוצרו	alakult	נוצר	alakul	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נוצרו	létrehozott	נוצר	létrehozott	V;PL;3;PST;MID	N;ACC;SG
נוצרו	létrehozva	נוצר	létrehozva	V;PL;3;PST;MID	N;NOM;SG
נוצרו	teremtett	נוצר	teremtett	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
מוסלמים	muszlim	מוסלמי	muszlim	N;MASC;PL	
מוסלמים	muzulmán	מוסלמי	muzulom	N;MASC;PL	
מבוא	bevezetés	מבוא	bevezetés		N;NOM;SG
מבוא	bevezetése	מבוא	bevezetés		N;NOM;SG
מבוא	bevezetés	מבוא	bevezetés		N;NOM;SG
הרוב	többségi	הרוב	többségi		ADJ;NOM;SG
למידה	vizsgálat	למידה	vizsgálat	PROPN	N;NOM;SG
למידה	tanulmányok	למידה	tanulmány	PROPN	N;NOM;PL
למידה	tanulás	למידה	tanulás	PROPN	N;NOM;SG
למידה	tanulmány	למידה	tanulmány	PROPN	N;NOM;SG
למידה	tanulok	למידה	tanul	PROPN	V;INDF;IND;SG;1;PRS;FIN;ACT
למידה	tanul	למידה	tanul	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
למידה	tanulás	למידה	tanulás	PROPN	N;NOM;SG
פוסט	poszt	פוסט	poszt	PROPN	N;NOM;SG
פוסט	posta	פוסט	posta	PROPN	
פוסט	post	פוסט	post	PROPN	
פוסט	bejegyzést	פוסט	bejegyzés	PROPN	N;ACC;SG
פוסט	bejegyzésre	פוסט	bejegyzés	PROPN	N;ON+ALL;SG
פוסט	bejegyzés	פוסט	bejegyzés	PROPN	N;NOM;SG
ניר	nir	ניר	nir	PROPN	
שחר	hajnal	שחר	hajnal	PROPN	
שחר	dawn	שחר	dawn	PROPN	
שחר	hajnalban	שחר	hajnal	PROPN	N;IN+ESS;SG
סבל	gyötrelem	סבל	gyötrelem		N;NOM;SG
סבל	szenvedés	סבל	szenvedés		N;NOM;SG
סבל	szenved	סבל	szenved		V;INDF;IND;SG;3;PRS;FIN;ACT
סבל	elszenvedett	סבל	elszenvedett		V;INDF;IND;SG;3;PST;FIN;ACT
סבל	szenvedés	סבל	szenvedés		N;NOM;SG
סבל	nyomor	סבל	nyomor		N;NOM;SG
אתונה	athéni	אתונה	athéni	PROPN	ADJ;NOM;SG
בנוי	strukturált	בנה	strukturált	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
בנוי	épült	בנה	épül	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
בנוי	épített	בנה	épít	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
בנוי	felépített	בנה	felépít	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
בנוי	beépített	בנה	beépített	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
משפטי	legális	משפטי	legális	ADJ;MASC;SG	
גורמת	okoz	גרם	okoz	V;FEM;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
ובמקום	helyett	ובמקום	helyett	PROPN	
ובמקום	ehelyett	ובמקום	ehelyett	PROPN	
ובמקום	helyette	ובמקום	helyett	PROPN	
התגורר	éltem	התגורר	él	V;MASC;SG;3;PST	V;INDF;IND;SG;1;PST;FIN;ACT
פרמטר	paraméterek	פרמטר	paraméter	N;MASC;SG	N;NOM;PL
אמי	emmy	אמי	emmy		PROPN;NOM;SG
מושב	ülések	מושב	ülés		N;NOM;PL
מושב	ülés	מושב	ülés		N;NOM;SG
מושב	ülést	מושב	ülés		N;ACC;SG
מושב	ülés	מושב	ülés		N;NOM;SG
עתיד	jövőbeli	עתיד	jövőbeli	N;MASC;SG	ADJ;NOM;SG
עתיד	jövő	עתיד	jövő	N;MASC;SG	ADJ;NOM;SG
חכמים	okos	חכם	okos	N;MASC;PL	
חכמים	intelligens	חכם	intelligens	N;MASC;PL	
חכמים	smart	חכם	smart	N;MASC;PL	
אייל	szarvast	אייל	szarvas	PROPN	N;ACC;SG
אייל	szarvas	אייל	szarvas	PROPN	
רפאים	lidérc	רפאי	lidérc	N;MASC;PL	
השישית	hatodik	השישית	hatodik	ADV	ADJ;NOM;SG
תארים	fokban	תואר	fok	N;MASC;PL	N;IN+ESS;SG
תארים	fok	תואר	fok	N;MASC;PL	N;NOM;SG
מלווה	kísérte	ליווה	kísér		V;DEF;IND;SG;3;PST;FIN;ACT
מלווה	kísérő	ליווה	kísérő		ADJ;NOM;SG
מלווה	társ	ליווה	társ		N;NOM;SG
מלווה	társa	ליווה	társ		N;NOM;SG
קרני	sugarak	קרני	sugar		N;NOM;PL
איטלקי	olasz	איטלקי	olasz	PROPN	
איטלקי	olaszország	איטלקי	olaszország	PROPN	
עסקה	egyezség	עסקה	egyezség	N;FEM;SG	
עסקה	alku	עסקה	alku	N;FEM;SG	
מעוניין	érdekel	מעוניין	érdekel	ADJ;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
מעוניין	érdekelt	מעוניין	érdekelt	ADJ;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
מעוניין	érdekelne	מעוניין	érdekel	ADJ;MASC;SG	V;INDF;COND;SG;3;PRS;FIN;ACT
מעוניין	érdeklődni	מעוניין	érdeklődik	ADJ;MASC;SG	V;NFIN;ACT
תקף	érvényes	תקף	érvényes	V;MASC;SG;3;PST;ACT	ADJ;NOM;SG
תקף	megtámadtak	תקף	meg+támad	V;MASC;SG;3;PST;ACT	V;INDF;IND;PL;3;PST;FIN;ACT
המקומיים	helyiek	המקום	helyi	N;MASC;DU	N;NOM;PL
הוסיף	felvéve	הוסיף	félvev	V;MASC;SG;3;PST;ACT	
אליס	ellis	אליס	ellis	PROPN	
אליס	alice	אליס	alice	PROPN	
מסר	messer	מסר	messer	N;MASC;SG	
ממוקמת	található	מוקם	található	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;SG
עיקרי	primer	עיקרי	primer	ADJ;MASC;SG	
בנפרד	külön	בנפרד	kül	PROPN	
בנפרד	egyedileg	בנפרד	egyedileg	PROPN	
בנפרד	egyenként	בנפרד	egyenként	PROPN	
בנפרד	egyénileg	בנפרד	egyénileg	PROPN	
בנפרד	szét	בנפרד	szét	PROPN	
בנפרד	különálló	בנפרד	különálló	PROPN	
בנפרד	elkülönített	בנפרד	elkülönít	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
בנפרד	külön	בנפרד	kül	PROPN	
עדן	mennyben	עדן	menny		ADV
עדן	mennyország	עדן	mennyország		N;NOM;SG
לצפות	óra	None	óra	V;NFIN	N;NOM;SG
מכר	eladva	מכר	eladva	N;MASC;SG	ADV;V.CVB
מכר	eladott	מכר	eladott	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
מכר	elkelt	מכר	elkelt	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
פטרבורג	petersburg	פטרבורג	petersburg	PROPN	
מחלקה	megye	מחלקה	megye	N;FEM;SG	
להכניס	beszúrása	הכניס	beszúrás	V;NFIN;ACT	N;NOM;SG
בורה	tudatlan	בורה	tudatlan	PROPN	
בורה	tudatlanság	בורה	tudatlanság	PROPN	N;NOM;SG
בורה	bora	בורה	bora	PROPN	
הממוצע	átlagos	הממוצע	átlagos	PROPN	ADJ;NOM;SG
הממוצע	átlagosan	הממוצע	átlagos	PROPN	ADJ;FRML;SG
הממוצע	átlag	הממוצע	átlag	PROPN	
מוזכר	említett	הוזכר	említett	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מוזכר	említ	הוזכר	említ	V;MASC;SG;V.PTCP;PASS	V;DEF;IND;SG;3;PRS;FIN;ACT
תרמו	adományozott	תרם	adományozott	V;PL;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
מוצג	kiállítás	הוצג	kiállítás	V;MASC;SG;V.PTCP;PASS	N;NOM;SG
מוצג	megjelenített	הוצג	megjelenített	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
דורש	követel	דרש	követel	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
דורש	igényes	דרש	igényes	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
דורש	kereslet	דרש	kereslet	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
דורש	követelés	דרש	követelés	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
דורש	igény	דרש	igény	V;MASC;SG;V.PTCP;ACT	
דורש	igényli	דרש	igényli	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
דורש	megköveteli	דרש	megköveteli	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
האמן	művész	האמן	művész		N;NOM;SG
האמן	előadó	האמן	előadó		N;NOM;SG
גיא	fickó	גיא	fickó	PROPN	
גיא	guy	גיא	guy	PROPN	
גיא	pasi	גיא	pasi	PROPN	N;NOM;SG
גיא	srác	גיא	srác	PROPN	N;NOM;SG
הוחלף	levált	הוחלף	levál	V;MASC;SG;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
הוחלף	helyébe	הוחלף	hely	V;MASC;SG;3;PST;PASS	N;IN+ALL;SG
הוחלף	kicserélte	הוחלף	ki+cserél	V;MASC;SG;3;PST;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
פיתח	fejlett	פיתח	fejlett	N;MASC;SG	
פיתח	fejlesztett	פיתח	fejlesztett	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
פיתח	kifejlesztett	פיתח	kifejlesztett	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
פיתח	kidolgozott	פיתח	kidolgozott	N;MASC;SG	
רמי	remy	רמי	remy	PROPN	
משבר	válságok	משבר	válság	N;MASC;SG	N;NOM;PL
האולימפי	olimpiai	האולימפי	olimpiai	PROPN	ADJ;NOM;SG
קילומטר	miles	קילומטר	miles	N;MASC;SG	
אמונה	faith	אמונה	faith	N;FEM;SG	
הגל	hegel	הגל	hegel		N;NOM;SG
פופולרי	népszerű	פופולרי	népszerű	ADJ;MASC;SG	
פופולרי	népszerűek	פופולרי	népszerű	ADJ;MASC;SG	ADJ;NOM;PL
אנא	kérem	אנא	kér		V;DEF;IMP;SG;3;PRS;FIN;ACT
אנא	kérlek	אנא	kérl		V;DEF;IMP;SG;1;PRS;FIN;ACT
גרעיני	nukleáris	גרעיני	nukleáris	ADJ;MASC;SG	N;NOM;SG
ברי	bogyó	ברי	bogyó		N;NOM;SG
נתיב	utat	נתיב	út		N;ACC;SG
נתיב	ösvény	נתיב	ösvény		N;NOM;SG
נתיב	útvonal	נתיב	útvonal		N;NOM;SG
נתיב	út	נתיב	út		N;NOM;SG
רובין	rubin	רובין	ru	PROPN	
רובין	robint	רובין	robint	PROPN	
רובין	robin	רובין	robin	PROPN	
רובין	robyn	רובין	roby	PROPN	
החלוקה	partíció	החלוקה	partíció	PROPN	N;NOM;SG
יוגוסלביה	jugoszlávia	יוגוסלביה	jugoszlávia	PROPN	N;NOM;SG
המולד	karácsonyi	המולד	karácsonyi		N;NOM;SG
המולד	karácsony	המולד	karácsony		N;NOM;SG
סינגל	egyedülálló	סינגל	egyedülálló	PROPN	
סינגל	single	סינגל	single	PROPN	
סינגל	egyetlen	סינגל	egyetlen	PROPN	
סינגל	szingli	סינגל	szingli	PROPN	N;NOM;SG
הוצג	bemutatott	הוצג	bemutatott	V;MASC;SG;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
משל	példabeszéd	משל	példabeszéd		N;NOM;SG
משל	saját	משל	saját		PRO;NOM;SG;3
משל	mese	משל	mese		N;NOM;SG
התגייס	besorozták	התגייס	be+soroz	V;MASC;SG;3;PST	V;DEF;IND;PL;3;PST;FIN;ACT
מאמץ	erőfeszítések	מאמץ	erőfeszítés	N;MASC;SG	N;NOM;PL
אילת	eilat	אילת	eilat	PROPN	
גור	kiskutya	גור	kiskuty	PROPN	N;NOM;SG
גור	kutyus	גור	kutyus	PROPN	N;NOM;SG
גור	gore	גור	gore	PROPN	
צודק	jobbra	צדק	jobbra	V;MASC;SG;V.PTCP;ACT	ADV
בריטית	britek	בריטי	brit	PROPN	N;NOM;PL
בריטית	angol	בריטי	angol	PROPN	
בריטית	brit	בריטי	brit	PROPN	
יליד	bennszülött	יליד	bennszülött	PROPN	
יליד	őslakos	יליד	őslakos	PROPN	
יליד	őshonos	יליד	őshonos	PROPN	
יליד	bennszülöttek	יליד	bennszülött	PROPN	V;INDF;IND;PL;3;PST;FIN;ACT
סוס	ló	סוס	ló		N;NOM;SG
שיער	haj	שיער	haj	PROPN	N;NOM;SG
שיער	szőr	שיער	szőr	PROPN	N;NOM;SG
ביתן	pavilon	ביתן	pavil		N;NOM;SG
ביתן	kunyhó	ביתן	kunyhó		N;NOM;SG
ביתן	kabin	ביתן	ka		N;NOM;SG
תעלת	csatorna	תעלת	csator	PROPN	N;NOM;SG
נשמע	hangok	נשמע	hang	V;MASC;SG;MID	N;NOM;PL
נשמע	hangzik	נשמע	hangzik	V;MASC;SG;MID	V;INDF;IND;SG;3;PRS;FIN;ACT
מאני	manny	מאני	manny		N;NOM;SG
תלויה	eltartott	תלה	eltartott	V;FEM;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
תלויה	függő	תלה	függő	V;FEM;SG;V.PTCP;ACT	
המכיל	tartalmazó	המכיל	tartalmazó	V;MASC;SG;3;PST;ACT	
ישירה	közvetlen	ישיר	közvetlen	ADV	
ישירה	direct	ישיר	direct	ADV	N;NOM;SG
ישירה	közvetlenül	ישיר	közvetlen	ADV	ADJ;FRML;SG
ישירה	egyenes	ישיר	egyenes	ADV	
ירידה	csökken	ירידה	csökken	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
ירידה	csökkenő	ירידה	csökkenő	N;FEM;SG	ADJ;NOM;SG
שומר	őr	שומר	őr		N;NOM;SG
שומר	édeskömény	שומר	édeskömény		N;NOM;SG
בוצע	kész	בוצע	kész	V;MASC;SG;3;PST;PASS	
למטה	le	למטה	le		ADV
למטה	alatt	למטה	alatt		ADP
למטה	alább	למטה	alá		ADV
סולו	szóló	סול	szóló		ADJ;NOM;SG
שמירה	őrzik	שמירה	őr	N;FEM;SG	V;DEF;IND;PL;3;PRS;FIN;ACT
שמירה	őrzött	שמירה	őrzött	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
מוגבל	korlátozott	מוגבל	korlátozott	V;MASC;SG;V.PTCP;PASS	
מוגבל	korlátozottak	מוגבל	korlátozott	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
מוגבל	limited	מוגבל	limited	V;MASC;SG;V.PTCP;PASS	
מוגבל	limitált	מוגבל	limitál	V;MASC;SG;V.PTCP;PASS	
מוגבל	korlátozott	מוגבל	korlátozott	V;MASC;SG;V.PTCP;PASS	
מוגבל	korlátolt	מוגבל	korlátolt	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מילא	betöltötte	מילא	betöltöt	N;MASC;SG	V;DEF;IND;SG;3;PST;FIN;ACT
מילא	megtelt	מילא	megtelt	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
מילא	töltött	מילא	tölt	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
רישיון	engedély	רישיון	engedély	N;MASC;SG	
רישיון	engedély	רישיון	engedély	N;MASC;SG	
רישיון	engedélyezett	רישיון	engedélyezett	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
הכשרה	képzési	הכשרה	képzési	N;FEM;SG	ADJ;NOM;SG
הכשרה	edzett	הכשרה	edzett	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
הכשרה	képzett	הכשרה	képzett	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
הכשרה	kiképzett	הכשרה	kiképzett	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
גרין	greene	מה"גרין	greene	PROPN	N;NOM;SG
גרין	zöld	מה"גרין	zöld	PROPN	
חיצוני	külső	חיצוני	külső	ADJ;MASC;SG	
הפדרציה	föderáció	הפדרציה	föderáció	PROPN	N;NOM;SG
הפדרציה	szövetség	הפדרציה	szövetség	PROPN	N;NOM;SG
העבר	elmúlt	העבר	elmúlt		V;INDF;IND;SG;3;PST;FIN;ACT
העבר	múlt	העבר	múlt		N;NOM;SG
העבר	múltbeli	העבר	múltbeli		ADJ;NOM;SG
רומנים	román	רומני	roma	N;MASC;PL	
רומנים	románia	רומני	románia	N;MASC;PL	N;NOM;SG
רומנים	romániai	רומני	romániai	N;MASC;PL	ADJ;NOM;SG
רומנים	regény	רומני	regény	N;MASC;PL	N;NOM;SG
נשלחו	szállított	נשלח	szállított	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נשלחו	benyújtott	נשלח	benyújtott	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נשלחו	elküldött	נשלח	elküldött	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נשלחו	elküldve	נשלח	elküldve	V;PL;3;PST;MID	N;NOM;SG
נשלחו	küldött	נשלח	küld	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
יזם	vállalkozó	יזם	vállalkozó	PROPN	N;NOM;SG
יזם	kezdeményezett	יזם	kezdeményez	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
יזם	fejlesztő	יזם	fejlesztő	PROPN	
תמך	támogatott	תמך	támogat	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
ניצחונות	győz	ניצחון	győz	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
ניצחונות	nyert	ניצחון	nyert	N;MASC;PL	V;INDF;IND;SG;3;PST;FIN;ACT
חומרי	alapanyagok	חומרי	alapanyag	ADJ;MASC;PL	N;NOM;PL
חומרי	anyagok	חומרי	anyag	ADJ;MASC;PL	N;NOM;PL
הקובץ	fájl	הקובץ	fájl	PROPN	N;NOM;SG
הקובץ	file	הקובץ	file	PROPN	N;NOM;SG
הקובץ	akta	הקובץ	akta	PROPN	N;NOM;SG
אלפרד	alfred	אלפרד	alfred	PROPN	
חכם	bölcsek	חכם	bölcs		N;NOM;PL
אחוזים	százalék	אחוז	százalék	N;MASC;PL	N;NOM;SG
אחוזים	százalék	אחוז	százalék	N;MASC;PL	N;NOM;SG
אחוזים	százalékban	אחוז	százalék	N;MASC;PL	N;IN+ESS;SG
מייצג	képviseli	ייצג	képviseli	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
מייצג	képviseletében	ייצג	képviselet	V;MASC;SG;V.PTCP;ACT	N;IN+ESS;SG
מייצג	képviseli	ייצג	képviseli	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
המושל	kormányzó	המושל	kormányzó	PROPN	ADJ;NOM;SG
מבצעים	üzemeltetés	מבצע	üzemeltetés	N;MASC;PL	N;NOM;SG
מבצעים	foglalkozik	מבצע	foglalkozik	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
הארמון	palota	הארמון	palota	PROPN	N;NOM;SG
הארמון	palace	הארמון	palace	PROPN	
אולפן	studio	אולפן	studio	N;MASC;SG	
מכונות	gép	מכונה	gép	N;FEM;PL	N;NOM;SG
ההרים	hegység	ההרים	hegység	ADV	N;NOM;SG
ההרים	hegyek	ההרים	hegy	ADV	N;NOM;PL
צפונה	észak	צפון	észak	ADV	
צפונה	északi	צפון	északi	ADV	
צפונה	északra	צפון	észak	ADV	N;ON+ALL;SG
מתחם	domain	מתחם	domain	PROPN	
מתחם	tartomány	מתחם	tartomány	PROPN	N;NOM;SG
מתחם	összetett	מתחם	összetett	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
מתחם	komplex	מתחם	komplex	PROPN	
מתחם	összetett	מתחם	összetett	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
מתחם	vegyület	מתחם	vegyület	PROPN	N;NOM;SG
פירות	gyümölcs	פרי	gyümölcs	N;MASC;PL	N;NOM;SG
פירות	gyümölcsöt	פרי	gyümölcsöt	N;MASC;PL	N;ACC;SG
פירות	gyümölcs	פרי	gyümölcs	N;MASC;PL	N;NOM;SG
מסחרי	reklám	מסחרי	reklám	ADJ;MASC;SG	N;NOM;SG
בסביבה	körül	בסביבה	körül		ADP
בסביבה	körbe	בסביבה	kör		ADV
בקשה	alkalmazni	בקשה	alkalmaz	N;FEM;SG	V;NFIN;ACT
בקשה	jelentkezz	בקשה	jelentkezz	N;FEM;SG	
בקשה	kérelem	בקשה	kérel	N;FEM;SG	
בקשה	igényelt	בקשה	igényelt	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
בקשה	kérte	בקשה	kér	N;FEM;SG	V;DEF;IND;SG;3;PST;FIN;ACT
בקשה	kért	בקשה	kér	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
התפתחה	fejlett	התפתח	fejlett	V;FEM;SG;3;PST	
התפתחה	kidolgozott	התפתח	kidolgozott	V;FEM;SG;3;PST	
התפתחה	fejlődtek	התפתח	fejlődik	V;FEM;SG;3;PST	V;INDF;IND;PL;3;PST;FIN;ACT
חסידי	haszid	חסיד	haszid	PROPN	
הנס	hans	הנס	hans		PROPN;NOM;SG
הכתר	koronát	הכתר	korona		N;ACC;SG
הכתר	korona	הכתר	korona		N;NOM;SG
דגים	hal	דג	hal	N;MASC;PL	N;NOM;SG
דגים	halat	דג	hal	N;MASC;PL	N;ACC;SG
גזע	fajta	גזע	fajta	N;MASC;SG	
שרי	sherry	שר	sherry		N;NOM;SG
השראה	inspirált	השראה	inspirált	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
השראה	inspiráló	השראה	inspiráló	N;FEM;SG	
השראה	lelkesítő	השראה	lelkesítő	N;FEM;SG	ADJ;NOM;SG
השראה	ösztönző	השראה	ösztönző	N;FEM;SG	ADJ;NOM;SG
השראה	inspiráló	השראה	inspiráló	N;FEM;SG	
השראה	lelkesítő	השראה	lelkesítő	N;FEM;SG	ADJ;NOM;SG
השראה	ösztönző	השראה	ösztönző	N;FEM;SG	ADJ;NOM;SG
השראה	ihlet	השראה	ihlet	N;FEM;SG	
שירותים	szolgáltatás	שירות	szolgáltatás	N;MASC;PL	N;NOM;SG
שירותים	fürdő	שירות	fürdő	N;MASC;PL	N;NOM;SG
שירותים	mosdó	שירות	mosdó	N;MASC;PL	N;NOM;SG
שירותים	fürdőszoba	שירות	fürdőszo	N;MASC;PL	N;NOM;SG
שירותים	vécé	שירות	véc	N;MASC;PL	N;NOM;SG
שירותים	wc	שירות	wc	N;MASC;PL	N;NOM;SG
כריס	chris	כריס	chris	PROPN	
מארוול	marvel	מארוול	marvel	PROPN	N;NOM;SG
נאמן	hű	נאמן	hű	PROPN	
נאמן	lojális	נאמן	lojális	PROPN	ADJ;NOM;SG
נאמן	hűségesek	נאמן	hűséges	PROPN	ADJ;NOM;PL
נאמן	hűséges	נאמן	hűséges	PROPN	ADJ;NOM;SG
נאמן	hűségesek	נאמן	hűséges	PROPN	ADJ;NOM;PL
נאמן	hűséges	נאמן	hűséges	PROPN	ADJ;NOM;SG
נוהג	vezet	נהג	vezet	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
נוהג	vezetés	נהג	vezetés	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
נוהג	vezetési	נהג	vezetési	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
תשעה	kilences	תשעה	kilences	NUM;MASC;SG	
תשעה	kilenc	תשעה	kilenc	NUM;MASC;SG	
רוז	rózsa	רוז	rózsa	PROPN	
רוז	rose	רוז	rose	PROPN	
המורה	tanárnő	המורה	tanárnő		N;NOM;SG
המורה	tanár	המורה	tanár		N;NOM;SG
טובות	szívességet	טוב	szívesség	ADJ;FEM;PL	N;ACC;SG
טובות	szívesség	טוב	szívesség	ADJ;FEM;PL	N;NOM;SG
שור	partra	שור	partra		N;ON+ALL;SG
שור	bika	שור	bika		N;NOM;SG
נרו	nero	נרה	nero	PROPN	
חוות	farm	חווה	farm	N;FEM;SG	
חוות	gazdaságok	חווה	gazdaság	N;FEM;SG	N;NOM;PL
מסביב	körül	מסביב	körül		ADP
מסביב	körbe	מסביב	kör		ADV
יעיל	hatékony	יעיל	hatékony	ADJ;MASC;SG	
יעיל	hatékony	יעיל	hatékony	ADJ;MASC;SG	
יעיל	hatásos	יעיל	hatásos	ADJ;MASC;SG	
יעיל	effektív	יעיל	effektív	ADJ;MASC;SG	
אמון	amon	אמון	amon	N;MASC;SG	
המושב	ülést	המושב	ülés		N;ACC;SG
המושב	ülés	המושב	ülés		N;NOM;SG
אורן	oren	אורן	or	PROPN	N;NOM;SG
אורן	fenyő	אורן	fenyő	PROPN	
אורן	pine	אורן	pine	PROPN	
מתכת	metál	מתכת	metál	N;FEM;SG	
מתכת	metal	מתכת	metal	N;FEM;SG	
מתכת	fémek	מתכת	fém	N;FEM;SG	N;NOM;PL
מתכת	fém	מתכת	fém	N;FEM;SG	
מתכת	fémes	מתכת	fémes	N;FEM;SG	
מתכת	fém	מתכת	fém	N;FEM;SG	
חמישי	ötödik	חמישי	ötödik	PROPN	ADJ;NOM;SG
חמישי	csütörtökön	חמישי	csütörtök	PROPN	N;ON+ESS;SG
חמישי	csütörtök	חמישי	csütört	PROPN	
יאנג	yang	אנג	yang	PROPN	
יאנג	fiatalok	אנג	fiatal	PROPN	N;NOM;PL
יאנג	fiatal	אנג	fiatal	PROPN	
יאנג	fiatalos	אנג	fiatalos	PROPN	ADJ;NOM;SG
היכן	ahol	היכן	ahol	ADV	ADV
רצף	folytonosság	רצף	folytonosság		N;NOM;SG
רצף	szekvencia	רצף	szekvencia		N;NOM;SG
רצף	sorrend	רצף	sorrend		N;NOM;SG
דיווח	beszámoló	דיווח	beszámoló	N;MASC;SG	ADJ;NOM;SG
דיווח	jelentett	דיווח	jelent	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
דיווח	bejelentett	דיווח	bejelent	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
דיווח	jelentések	דיווח	jelentés	N;MASC;SG	N;NOM;PL
דיווח	jelenteni	דיווח	jelent	N;MASC;SG	V;NFIN;ACT
אנטוניו	antonio	אנטוניו	antonio	PROPN	
דורית	dorrit	דורית	dorri	PROPN	N;NOM;SG
הרמן	hermann	הרמן	hermann	PROPN	PROPN;NOM;SG
הרמן	herrmann	הרמן	herrmann	PROPN	
הרמן	herman	הרמן	herman	PROPN	
הרמן	herrmann	הרמן	herrmann	PROPN	
המגדל	tower	המגדל	tower	PROPN	
המגדל	torony	המגדל	torony	PROPN	N;NOM;SG
שיח	bush	שיח	bush	PROPN	
שיח	bokor	שיח	bokor	PROPN	
שיח	diskurzus	שיח	diskurzus	PROPN	N;NOM;SG
שיח	bokor	שיח	bokor	PROPN	
